
[00:00:00.000 --> 00:00:08.440]  今日題目是馬可畢夏的耶穌裡面有提及禁食
[00:05:26.160 --> 00:05:28.160]  他們一定不是關心
[00:05:28.160 --> 00:05:30.160]  他們只是跟門徒說
[00:05:30.160 --> 00:05:34.160]  喂!你師父和罪人一起吃飯
[00:05:34.160 --> 00:05:36.160]  他們想達到什麼目的呢?
[00:05:36.160 --> 00:05:38.160]  他們想搞破壞
[00:05:38.160 --> 00:05:42.160]  他們的門徒反思
[00:05:42.160 --> 00:05:46.160]  我們跟從的為何要和人一起吃飯呢?
[00:05:46.160 --> 00:05:48.160]  他們可能想挑撥
[00:05:48.160 --> 00:05:50.160]  但背後一定是不懷好意
[00:05:50.160 --> 00:05:54.160]  但耶穌也很聰明
[00:05:54.160 --> 00:05:55.160]  他聽到
[00:05:55.160 --> 00:05:57.160]  耶穌不是所有事情都回應人
[00:05:57.160 --> 00:05:59.160]  他覺得有必要的他才回應
[00:05:59.160 --> 00:06:01.160]  這次他回應
[00:06:01.160 --> 00:06:03.160]  他回應什麼呢?
[00:06:03.160 --> 00:06:05.160]  對他們說
[00:06:05.160 --> 00:06:07.160]  健康的人用不著醫生
[00:06:07.160 --> 00:06:09.160]  有病的人才用得著
[00:06:09.160 --> 00:06:11.160]  我不是來找義人
[00:06:11.160 --> 00:06:13.160]  我是來找罪人
[00:06:13.160 --> 00:06:16.160]  耶穌很想照這個機會去教導門徒
[00:06:16.160 --> 00:06:17.160]  或者跟他們說
[00:06:17.160 --> 00:06:20.160]  其實我來的目的就是要和這班人
[00:06:20.160 --> 00:06:23.160]  去將救恩給他們
[00:06:23.160 --> 00:06:25.160]  所以我和他們一起
[00:06:25.160 --> 00:06:28.160]  耶穌這一刻是將他們來到的心意
[00:06:28.160 --> 00:06:32.160]  身份和工作提升到很高層次
[00:06:32.160 --> 00:06:34.160]  就是在拯救人的靈魂
[00:06:34.160 --> 00:06:36.160]  但這班宗教領袖卻不是
[00:06:36.160 --> 00:06:38.160]  耶穌這樣說完之後
[00:06:38.160 --> 00:06:40.160]  他們沒有反省
[00:06:40.160 --> 00:06:42.160]  然後還繼續
[00:06:42.160 --> 00:06:44.160]  如果說廣東話就是針對耶穌
[00:06:44.160 --> 00:06:46.160]  因為說到吃的問題
[00:06:46.160 --> 00:06:48.160]  你和這班人一起吃飯
[00:06:48.160 --> 00:06:50.160]  你說是來找罪人
[00:06:50.160 --> 00:06:51.160]  現在好了
[00:06:51.160 --> 00:06:52.160]  宗教的角度
[00:06:52.160 --> 00:06:54.160]  舊約都說明要禁食
[00:06:54.160 --> 00:06:57.160]  那為什麼約翰門徒要禁食?
[00:06:57.160 --> 00:06:59.160]  法利初人又禁食
[00:06:59.160 --> 00:07:02.160]  為什麼你的門徒又不禁食?
[00:07:02.160 --> 00:07:04.160]  他們繼續針對耶穌
[00:07:04.160 --> 00:07:06.160]  耶穌怎麼說呢?
[00:07:06.160 --> 00:07:08.160]  耶穌當然有他的原因
[00:07:08.160 --> 00:07:10.160]  但耶穌的回應都很厲害
[00:07:10.160 --> 00:07:12.160]  他用了一句反問
[00:07:12.160 --> 00:07:14.160]  去反問那班人
[00:07:14.160 --> 00:07:16.160]  耶穌和他們說
[00:07:16.160 --> 00:07:19.160]  新郎和陪伴的人一起的時候
[00:07:19.160 --> 00:07:22.160]  陪伴的人豈能禁食呢?
[00:07:22.160 --> 00:07:24.160]  新郎都在
[00:07:24.160 --> 00:07:26.160]  他們不能夠禁食
[00:07:26.160 --> 00:07:28.160]  看很多《釋經》書
[00:07:28.160 --> 00:07:30.160]  都很自然就會聯想到
[00:07:30.160 --> 00:07:32.160]  這個新郎是誰?
[00:07:32.160 --> 00:07:33.160]  是耶穌
[00:07:33.160 --> 00:07:35.160]  雖然有些解經學家不同意
[00:07:35.160 --> 00:07:37.160]  但我覺得不太重要
[00:07:37.160 --> 00:07:39.160]  最重要是耶穌都說了很多例子
[00:07:39.160 --> 00:07:41.160]  是關於飲宴
[00:07:41.160 --> 00:07:42.160]  關於吃飯
[00:07:42.160 --> 00:07:44.160]  是和將來的末世
[00:07:44.160 --> 00:07:47.160]  或者新天新地有關係
[00:07:47.160 --> 00:07:49.160]  這一刻耶穌用了這個問題
[00:07:49.160 --> 00:07:51.160]  去反問他們
[00:07:51.160 --> 00:07:53.160]  原來看了一本《釋經》書
[00:07:53.160 --> 00:07:57.160]  他說為什麼耶穌這樣反問他們呢?
[00:07:57.160 --> 00:08:00.160]  原來這個飲宴的時候
[00:08:00.160 --> 00:08:02.160]  不需要禁食
[00:08:02.160 --> 00:08:05.160]  這一條規條是法理賽人定的
[00:08:05.160 --> 00:08:07.160]  原來法理賽人
[00:08:07.160 --> 00:08:09.160]  當他定了很多規矩的時候
[00:08:09.160 --> 00:08:11.160]  其中一條就是定了
[00:08:11.160 --> 00:08:13.160]  在一四我們會禁食
[00:08:13.160 --> 00:08:15.160]  但是如果碰巧有飲宴
[00:08:15.160 --> 00:08:16.160]  不需要
[00:08:16.160 --> 00:08:18.160]  這個都很實際
[00:08:18.160 --> 00:08:20.160]  因為可能他們怕不能去
[00:08:20.160 --> 00:08:22.160]  因為如果一四
[00:08:22.160 --> 00:08:23.160]  星期五又是安息日
[00:08:23.160 --> 00:08:25.160]  很多時候都不能去
[00:08:25.160 --> 00:08:27.160]  或者是這樣的原因
[00:08:27.160 --> 00:08:28.160]  但無論如何
[00:08:28.160 --> 00:08:31.160]  飲宴的新婚夫婦
[00:08:31.160 --> 00:08:32.160]  不需要禁食
[00:08:32.160 --> 00:08:34.160]  賓客不需要禁食
[00:08:34.160 --> 00:08:37.160]  所以耶穌用這個理由去回應他們
[00:08:37.160 --> 00:08:40.160]  這個提問
[00:08:40.160 --> 00:08:41.160]  所以耶穌繼續補充
[00:08:41.160 --> 00:08:43.160]  我不是反對禁食
[00:08:43.160 --> 00:08:45.160]  耶穌從來都沒有推翻舊約
[00:08:45.160 --> 00:08:48.160]  一直在做很重要的禁食這件事
[00:08:48.160 --> 00:08:50.160]  而在二章二十節
[00:08:50.160 --> 00:08:51.160]  耶穌繼續說
[00:08:51.160 --> 00:08:53.160]  但日子將到
[00:08:53.160 --> 00:08:56.160]  新郎要離開他們
[00:08:56.160 --> 00:08:59.160]  那日他們就要禁食
[00:08:59.160 --> 00:09:02.160]  耶穌有一天都會離開
[00:09:02.160 --> 00:09:05.160]  耶穌說到明要禁食
[00:09:05.160 --> 00:09:08.160]  所以耶穌有說到
[00:09:08.160 --> 00:09:10.160]  有吩咐到要禁食
[00:09:10.160 --> 00:09:14.160]  不知道大家有沒有試過禁食呢?
[00:09:14.160 --> 00:09:16.160]  有沒有試過?
[00:09:16.160 --> 00:09:18.160]  認真的禁食
[00:09:18.160 --> 00:09:19.160]  我試過一次
[00:09:19.160 --> 00:09:20.160]  十多歲的時候
[00:09:20.160 --> 00:09:21.160]  跟著牧師
[00:09:21.160 --> 00:09:23.160]  我們去夏令營
[00:09:23.160 --> 00:09:24.160]  然後禁食
[00:09:24.160 --> 00:09:26.160]  我有禁食
[00:09:26.160 --> 00:09:28.160]  但那些肯定不是真正的禁食
[00:09:28.160 --> 00:09:29.160]  我經常想著
[00:09:29.160 --> 00:09:31.160]  何時才可以再吃?
[00:09:31.160 --> 00:09:32.160]  我只是想著
[00:09:32.160 --> 00:09:33.160]  禁食完那一餐
[00:09:33.160 --> 00:09:35.160]  牧師說那一餐禁食
[00:09:35.160 --> 00:09:36.160]  然後我一直想
[00:09:36.160 --> 00:09:37.160]  何時夠鐘?
[00:09:37.160 --> 00:09:39.160]  還有下一餐吃什麼?
[00:09:39.160 --> 00:09:41.160]  我完全想著下一餐吃什麼
[00:09:41.160 --> 00:09:44.160]  這樣就不是真正的禁食
[00:09:44.160 --> 00:09:46.160]  以下一幅圖
[00:09:46.160 --> 00:09:48.160]  就說到有四個階段
[00:09:48.160 --> 00:09:50.160]  回應到給我們聽
[00:09:50.160 --> 00:09:52.160]  今天是不是禁食的時候
[00:09:52.160 --> 00:09:54.160]  第一個階段可以說是
[00:09:54.160 --> 00:09:56.160]  耶穌來之前
[00:09:56.160 --> 00:10:00.160]  我們說在預期裡禁食
[00:10:00.160 --> 00:10:04.160]  特別在施浸約翰禁食的時候
[00:10:04.160 --> 00:10:08.160]  他期待著尼塞亞或讀微塞亞
[00:10:08.160 --> 00:10:10.160]  這是要禁食
[00:10:10.160 --> 00:10:12.160]  因為令自己更清心
[00:10:12.160 --> 00:10:14.160]  更與上帝有親密的關係
[00:10:14.160 --> 00:10:17.160]  第二個階段是不用禁食
[00:10:17.160 --> 00:10:19.160]  就是耶穌一切的時候
[00:10:19.160 --> 00:10:20.160]  耶穌說得很清楚
[00:10:20.160 --> 00:10:23.160]  新郎和賓客一起的時候
[00:10:23.160 --> 00:10:25.160]  是不需要禁食的
[00:10:25.160 --> 00:10:26.160]  第二個階段
[00:10:26.160 --> 00:10:27.160]  第三個階段
[00:10:27.160 --> 00:10:28.160]  就是耶穌離開了
[00:10:28.160 --> 00:10:33.160]  派出聖靈和教會
[00:10:33.160 --> 00:10:37.160]  我們要在盼望裡禁食
[00:10:37.160 --> 00:10:38.160]  這個時候
[00:10:38.160 --> 00:10:40.160]  就是這個時候
[00:10:40.160 --> 00:10:41.160]  其實我們有需要
[00:10:41.160 --> 00:10:44.160]  按照耶穌的吩咐去禁食
[00:10:44.160 --> 00:10:46.160]  而第四個是不需要的
[00:10:46.160 --> 00:10:48.160]  就是尼塞亞的筵席
[00:10:48.160 --> 00:10:51.160]  這個寬宴
[00:10:51.160 --> 00:10:54.160]  其實在約翰福音14章3節
[00:10:54.160 --> 00:10:55.160]  耶穌說到
[00:10:55.160 --> 00:10:58.160]  這個寬宴最後的尼塞亞筵席
[00:10:58.160 --> 00:11:00.160]  一定可以擺盤
[00:11:00.160 --> 00:11:02.160]  現在大家跟我說
[00:11:02.160 --> 00:11:04.160]  很多時候怕有些筵席擺不盤
[00:11:04.160 --> 00:11:06.160]  為什麼?
[00:11:06.160 --> 00:11:08.160]  因為筵席在香港舉行
[00:11:08.160 --> 00:11:10.160]  香港現在的人不敢去筵席
[00:11:10.160 --> 00:11:12.160]  因為九點鐘又說沒有地鐵
[00:11:12.160 --> 00:11:14.160]  去飲酒又怎樣?
[00:11:14.160 --> 00:11:17.160]  以前說五時公後
[00:11:17.160 --> 00:11:19.160]  六時入席
[00:11:19.160 --> 00:11:21.160]  八時都不能吃
[00:11:21.160 --> 00:11:23.160]  八時都不能吃
[00:11:23.160 --> 00:11:25.160]  九點又說沒有車
[00:11:25.160 --> 00:11:27.160]  吃半個小時
[00:11:27.160 --> 00:11:30.160]  這個筵席不是耶穌說的
[00:11:30.160 --> 00:11:34.160]  耶穌說我去其實是為你們預備地方
[00:11:34.160 --> 00:11:38.160]  就必再來接你們
[00:11:38.160 --> 00:11:39.160]  我在哪裡?
[00:11:39.160 --> 00:11:42.160]  叫你們都在哪裡
[00:11:42.160 --> 00:11:43.160]  其實其中有一次
[00:11:43.160 --> 00:11:46.160]  在路加福音14章15節裡說過
[00:11:46.160 --> 00:11:48.160]  當耶穌有一次跟人吃飯的時候
[00:11:48.160 --> 00:11:50.160]  有一群人很感恩覺得
[00:11:50.160 --> 00:11:51.160]  他跟耶穌說過
[00:11:51.160 --> 00:11:54.160]  在神國裡吃飯
[00:11:54.160 --> 00:11:59.160]  真的有福了
[00:11:59.160 --> 00:12:01.160]  現在猶太人來說
[00:12:01.160 --> 00:12:03.160]  當他們想起大的筵席
[00:12:03.160 --> 00:12:06.160]  其實就是尼塞亞再來的時候
[00:12:06.160 --> 00:12:08.160]  他們都經常用尼塞亞的筵席
[00:12:08.160 --> 00:12:12.160]  來預表將來我們會有一個很大的愛宴
[00:12:12.160 --> 00:12:13.160]  是一起吃的
[00:12:13.160 --> 00:12:15.160]  這個很重要
[00:12:15.160 --> 00:12:17.160]  當我們這樣說完之後
[00:12:17.160 --> 00:12:18.160]  耶穌馬上回應
[00:12:18.160 --> 00:12:20.160]  耶穌說是呀
[00:12:20.160 --> 00:12:23.160]  當有一天有一個大的筵席
[00:12:23.160 --> 00:12:26.160]  有一個主人會叫所有的僕人來
[00:12:26.160 --> 00:12:28.160]  無論是什麼人都有機會進入這個筵席
[00:12:28.160 --> 00:12:30.160]  只要你願意接受邀請
[00:12:30.160 --> 00:12:32.160]  當耶穌這樣回應的時候
[00:12:32.160 --> 00:12:34.160]  他們都一樣會想到
[00:12:34.160 --> 00:12:37.160]  以塞亞書25章6節那裡曾經說過
[00:12:37.160 --> 00:12:39.160]  在這個山上萬君之耶和華
[00:12:39.160 --> 00:12:40.160]  即是上帝
[00:12:40.160 --> 00:12:44.160]  必會為萬民用肥金設擺筵席
[00:12:44.160 --> 00:12:46.160]  用陳酒和滿水的肥金
[00:12:46.160 --> 00:12:48.160]  並澄清的陳酒
[00:12:48.160 --> 00:12:50.160]  去設擺筵席
[00:12:50.160 --> 00:12:51.160]  中間說什麼呢?
[00:12:51.160 --> 00:12:52.160]  如果看新譯本
[00:12:52.160 --> 00:12:54.160]  大約就是說一些上好的酒
[00:12:54.160 --> 00:12:56.160]  和上好的肉
[00:12:56.160 --> 00:12:58.160]  一定有很好的
[00:12:58.160 --> 00:13:00.160]  而其中一樣一定有的
[00:13:00.160 --> 00:13:02.160]  我相信就是肥牛
[00:13:02.160 --> 00:13:03.160]  為什麼這樣說呢?
[00:13:03.160 --> 00:13:04.160]  因為在《針研》裡面
[00:13:04.160 --> 00:13:07.160]  他說吃素菜彼此相愛
[00:13:07.160 --> 00:13:10.160]  強於吃肥牛彼此傷痕
[00:13:10.160 --> 00:13:12.160]  他們很多時候提肥牛
[00:13:12.160 --> 00:13:15.160]  因為他們很喜歡吃這個食物
[00:13:15.160 --> 00:13:17.160]  所以在當日的筵席
[00:13:17.160 --> 00:13:20.160]  在未來一定會有一個大的筵席
[00:13:20.160 --> 00:13:21.160]  在等我們
[00:13:21.160 --> 00:13:23.160]  問題就是我們在等
[00:13:23.160 --> 00:13:25.160]  進入這個筵席的時候
[00:13:25.160 --> 00:13:26.160]  我們有什麼可以做
[00:13:26.160 --> 00:13:28.160]  耶穌其中一個說法
[00:13:28.160 --> 00:13:30.160]  就是禁食
[00:13:30.160 --> 00:13:33.160]  其實什麼是禁食呢?
[00:13:33.160 --> 00:13:34.160]  有人禁食
[00:13:34.160 --> 00:13:36.160]  他就為了一個定義
[00:13:36.160 --> 00:13:39.160]  他說禁食是一個人
[00:13:39.160 --> 00:13:42.160]  面對著生命中
[00:13:42.160 --> 00:13:46.160]  重大和神聖的時刻
[00:13:46.160 --> 00:13:48.160]  的一種自自然然
[00:13:48.160 --> 00:13:52.160]  一種無可避免的回應
[00:13:52.160 --> 00:13:54.160]  就是說一些重大
[00:13:54.160 --> 00:13:55.160]  關於屬靈
[00:13:55.160 --> 00:13:57.160]  關於神聖的事情
[00:13:57.160 --> 00:13:58.160]  來臨的時候
[00:13:58.160 --> 00:14:01.160]  你會去做禁食
[00:14:01.160 --> 00:14:02.160]  而另一個
[00:14:02.160 --> 00:14:04.160]  大家都熟悉的一個作家
[00:14:04.160 --> 00:14:05.160]  叫做庫什德
[00:14:05.160 --> 00:14:06.160]  這個牧師
[00:14:06.160 --> 00:14:07.160]  他說得簡單一點
[00:14:07.160 --> 00:14:08.160]  他說禁食是什麼呢?
[00:14:08.160 --> 00:14:10.160]  他說為了應付
[00:14:10.160 --> 00:14:13.160]  高強度的屬靈事務
[00:14:13.160 --> 00:14:17.160]  自願禁絕某些正常的活動
[00:14:17.160 --> 00:14:19.160]  而吃飯是其中一種
[00:14:19.160 --> 00:14:22.160]  就是說當有些很重大的
[00:14:22.160 --> 00:14:23.160]  屬靈事務
[00:14:23.160 --> 00:14:25.160]  你要去做的時候
[00:14:25.160 --> 00:14:26.160]  你會去禁食
[00:14:26.160 --> 00:14:27.160]  我們說一些
[00:14:27.160 --> 00:14:29.160]  關於聖經例子之前
[00:14:29.160 --> 00:14:30.160]  我們再看看耶穌
[00:14:30.160 --> 00:14:32.160]  他說到關於禁食
[00:14:32.160 --> 00:14:34.160]  那種態度
[00:14:34.160 --> 00:14:35.160]  在《馬太福音》
[00:14:35.160 --> 00:14:37.160]  六章十六節說
[00:14:37.160 --> 00:14:39.160]  你們禁食的時候
[00:14:39.160 --> 00:14:42.160]  不可以像那些假冒為善的人
[00:14:42.160 --> 00:14:45.160]  念上帶著仇容
[00:14:45.160 --> 00:14:49.160]  因為他們將念弄得難看
[00:14:49.160 --> 00:14:50.160]  什麼原因呢?
[00:14:50.160 --> 00:14:52.160]  故意叫人看出
[00:14:52.160 --> 00:14:54.160]  他們在禁食
[00:14:54.160 --> 00:14:55.160]  為什麼呢?
[00:14:55.160 --> 00:14:57.160]  為什麼呢?
[00:14:57.160 --> 00:14:59.160]  看到會怎樣呢?
[00:14:59.160 --> 00:15:01.160]  很欣賞他們
[00:15:01.160 --> 00:15:03.160]  哎呀!你禁食啊!
[00:15:03.160 --> 00:15:04.160]  你真是虔誠啊!
[00:15:04.160 --> 00:15:06.160]  所以有些人就說
[00:15:06.160 --> 00:15:09.160]  有些人喜歡拿著聖經到處走
[00:15:09.160 --> 00:15:11.160]  那次人愛團
[00:15:11.160 --> 00:15:12.160]  我聽到一個姐妹分享
[00:15:12.160 --> 00:15:13.160]  我記得
[00:15:13.160 --> 00:15:15.160]  她說見到有些人打冷顫
[00:15:15.160 --> 00:15:17.160]  經常拿著聖經到處走
[00:15:17.160 --> 00:15:19.160]  好像怕死別人不知道
[00:15:19.160 --> 00:15:20.160]  她看聖經
[00:15:20.160 --> 00:15:21.160]  這樣就見到
[00:15:21.160 --> 00:15:23.160]  哎呀!你真是虔誠啊!
[00:15:23.160 --> 00:15:25.160]  現在有手機這麼方便
[00:15:25.160 --> 00:15:27.160]  你都拿著一本重重的聖經
[00:15:27.160 --> 00:15:29.160]  這裡說
[00:15:29.160 --> 00:15:31.160]  故意令自己很餓
[00:15:31.160 --> 00:15:32.160]  很淒涼
[00:15:32.160 --> 00:15:33.160]  然後別人問
[00:15:33.160 --> 00:15:35.160]  哎呀!怎麼了?不舒服嗎?
[00:15:35.160 --> 00:15:37.160]  哎呀!禁食啊!
[00:15:37.160 --> 00:15:39.160]  哎呀!你真是虔誠啊!
[00:15:39.160 --> 00:15:41.160]  然後可能她心想
[00:15:41.160 --> 00:15:43.160]  成功了
[00:15:43.160 --> 00:15:44.160]  什麼成功了?
[00:15:44.160 --> 00:15:46.160]  就是因為她的目的達到了
[00:15:46.160 --> 00:15:48.160]  她就是要告訴你
[00:15:48.160 --> 00:15:49.160]  我很虔誠
[00:15:49.160 --> 00:15:51.160]  但耶穌看穿了他們
[00:15:51.160 --> 00:15:53.160]  耶穌說我實在告訴你們
[00:15:53.160 --> 00:15:56.160]  他們已經得了他們的賞賜
[00:15:56.160 --> 00:15:58.160]  關鍵是
[00:15:58.160 --> 00:16:01.160]  其實你想得誰的賞賜
[00:16:01.160 --> 00:16:02.160]  你想得別人的賞賜
[00:16:02.160 --> 00:16:03.160]  行!你繼續做
[00:16:03.160 --> 00:16:04.160]  因為這是你的目的
[00:16:04.160 --> 00:16:06.160]  但如果你想得上帝的賞賜
[00:16:06.160 --> 00:16:08.160]  你有另一個做法
[00:16:08.160 --> 00:16:10.160]  耶穌怎麼說呢?
[00:16:10.160 --> 00:16:12.160]  他說你禁食的時候
[00:16:12.160 --> 00:16:13.160]  因為他在跟門徒說
[00:16:13.160 --> 00:16:15.160]  你禁食的時候
