
[00:00:00.000 --> 00:00:10.240]  我們再次一起低頭禱告 祈求上主的靈幫助我們明白祂的提示
[00:06:05.680 --> 00:06:07.200]  我和你簽了歷史文件
[00:06:07.200 --> 00:06:10.720]  這些我不需要去兌現承諾
[00:06:10.720 --> 00:06:11.680]  如果是這樣的話
[00:06:11.680 --> 00:06:16.800]  你就會不和這間保險公司去訂立保單
[00:06:16.800 --> 00:06:26.400]  這種情況其實也同樣顯示出信是一種基礎元素
[00:06:26.400 --> 00:06:31.680]  無論是說你現在在銀行放一些銀行存款
[00:06:31.680 --> 00:06:39.040]  或者你去做一個戶口投資的數量
[00:06:39.040 --> 00:06:41.840]  房屋的貸款
[00:06:41.840 --> 00:06:44.160]  和人做生意
[00:06:44.160 --> 00:06:47.360]  甚至和人與人之間的關係
[00:06:47.360 --> 00:06:52.240]  信是絕對不會缺少的一件事
[00:06:52.240 --> 00:06:57.120]  所以信不單單只是未見之事
[00:06:57.120 --> 00:07:04.400]  或者是已經將遇見的事的簡單陳述
[00:07:04.400 --> 00:07:08.160]  而是涉及在各方各面
[00:07:08.160 --> 00:07:11.200]  我們每人的生活層面
[00:07:11.200 --> 00:07:13.760]  不過我們現在不是說世界觀
[00:07:13.760 --> 00:07:20.960]  不是說如何在這個世界買保險的問題
[00:07:20.960 --> 00:07:26.880]  我們談論到有關於信耶穌基督的問題
[00:07:26.880 --> 00:07:28.640]  我們經常說信耶穌
[00:07:28.640 --> 00:07:30.720]  我們信耶穌的什麼呢
[00:07:30.720 --> 00:07:34.240]  耶穌為什麼要和我們建立這份信的關係
[00:07:34.240 --> 00:07:37.120]  這份信為什麼要重新建立起來呢
[00:07:37.120 --> 00:07:42.240]  耶穌有沒有一個特定指定的情況或者狀態
[00:07:42.240 --> 00:07:48.160]  來指明他對於你的承諾
[00:07:48.160 --> 00:07:52.640]  在這樣的情況下會去保障你
[00:07:52.640 --> 00:07:54.080]  使你有一份安心呢
[00:07:54.080 --> 00:07:57.280]  這就是一個很重要的因素
[00:07:57.280 --> 00:08:01.360]  也是今天教會很多時候錯誤的地方
[00:08:01.360 --> 00:08:06.400]  耶穌和我們之間這份信的建立
[00:08:06.400 --> 00:08:14.080]  不是說每一個人每一樣的生活環節
[00:08:14.080 --> 00:08:16.880]  都要去擔保我們
[00:08:16.880 --> 00:08:20.080]  當然他可以這樣說
[00:08:20.080 --> 00:08:22.320]  他要我們同在
[00:08:22.320 --> 00:08:24.880]  但很多時候我們以為他要我們同在
[00:08:24.880 --> 00:08:30.160]  就等於耶穌的保障包括我們生活的所有大小事
[00:08:30.160 --> 00:08:32.320]  包括我去買菜
[00:08:32.320 --> 00:08:34.320]  我去存款
[00:08:34.320 --> 00:08:36.320]  我去買房子
[00:08:36.320 --> 00:08:39.200]  所以就有很多畸形的信仰
[00:08:39.200 --> 00:08:44.960]  不過我先說一下耶穌和我們的信的關係
[00:08:44.960 --> 00:08:47.520]  建立在哪一種條件之下
[00:08:47.520 --> 00:08:48.880]  或者用今天的說法
[00:08:48.880 --> 00:08:50.880]  那張保單是怎麼寫的
[00:08:50.880 --> 00:08:57.120]  耶穌的保障的信
[00:08:57.120 --> 00:09:01.280]  是建立在救恩的題目上
[00:09:01.280 --> 00:09:03.280]  我再重申一下
[00:09:03.280 --> 00:09:05.280]  這是一個很重要的信息
[00:09:05.280 --> 00:09:08.160]  耶穌和我們之間的信
[00:09:08.160 --> 00:09:12.160]  是建立在救恩的題目上
[00:09:12.160 --> 00:09:17.600]  不是一個包攬所有
[00:09:17.600 --> 00:09:20.160]  你去買菜煮飯也好
[00:09:20.160 --> 00:09:22.160]  你開車也好
[00:09:22.160 --> 00:09:24.160]  銀行存款能不能保障也好
[00:09:24.160 --> 00:09:28.480]  買房子的建築商能不能給你房子
[00:09:28.480 --> 00:09:30.480]  不是包括這些東西的
[00:09:30.480 --> 00:09:32.480]  不過很可怕的一件事
[00:09:32.480 --> 00:09:36.160]  今天的教會很喜歡在這些情況上
[00:09:36.160 --> 00:09:38.160]  去引誘人信主
[00:09:38.160 --> 00:09:40.160]  信耶穌的話
[00:09:40.160 --> 00:09:42.160]  耶穌保佑你很多事
[00:09:42.160 --> 00:09:46.720]  你們有沒有見過一些信徒
[00:09:46.720 --> 00:09:51.440]  他的工作快要被人解僱的時候
[00:09:51.440 --> 00:09:53.440]  他就去祈禱
[00:09:53.440 --> 00:09:56.640]  特別喜歡來找我做牧師
[00:09:56.640 --> 00:09:58.640]  牧師你為我祈禱吧
[00:09:58.640 --> 00:10:00.640]  我的工作好像不太穩定
[00:10:00.640 --> 00:10:02.640]  我老闆已經和我說
[00:10:02.640 --> 00:10:04.640]  現在財源已經完了
[00:10:04.640 --> 00:10:06.640]  特別是現在整個世界經濟不好
[00:10:06.640 --> 00:10:08.640]  所以我們一起祈禱
[00:10:08.640 --> 00:10:11.680]  祈求耶穌保守我的工作
[00:10:11.680 --> 00:10:13.680]  不會被解僱
[00:10:13.680 --> 00:10:15.680]  解僱隔壁的Donald也好
[00:10:15.680 --> 00:10:19.680]  或者他的信仰
[00:10:19.680 --> 00:10:21.680]  突然間發覺
[00:10:21.680 --> 00:10:23.680]  我買了一層樓
[00:10:23.680 --> 00:10:25.680]  建築商交不了房子
[00:10:25.680 --> 00:10:27.680]  他們申請破產
[00:10:27.680 --> 00:10:29.680]  牧師你快點來幫我祈禱吧
[00:10:29.680 --> 00:10:31.680]  希望這層樓不會因此
[00:10:31.680 --> 00:10:33.680]  我損失了所有我的
[00:10:33.680 --> 00:10:35.680]  下注
[00:10:35.680 --> 00:10:37.680]  下注
[00:10:37.680 --> 00:10:39.680]  下注
[00:10:39.680 --> 00:10:41.680]  耶穌的整套信
[00:10:41.680 --> 00:10:43.680]  和他的關係
[00:10:43.680 --> 00:10:45.680]  在那些題目上
[00:10:45.680 --> 00:10:47.680]  所以信耶穌
[00:10:47.680 --> 00:10:49.680]  不是可以
[00:10:49.680 --> 00:10:51.680]  幫助你拿回那層樓
[00:10:51.680 --> 00:10:53.680]  不是信耶穌可以幫助你
[00:10:53.680 --> 00:10:55.680]  去補回你的工作
[00:10:55.680 --> 00:10:57.680]  信耶穌
[00:10:57.680 --> 00:10:59.680]  是最重點的題目
[00:10:59.680 --> 00:11:01.680]  是保證你在救恩的上面
[00:11:01.680 --> 00:11:03.680]  脫離罪惡
[00:11:03.680 --> 00:11:05.680]  威回上帝
[00:11:05.680 --> 00:11:07.680]  這個主題
[00:11:07.680 --> 00:11:09.680]  這位弟兄姊妹
[00:11:09.680 --> 00:11:11.680]  當我們
[00:11:11.680 --> 00:11:13.680]  開始了解
[00:11:13.680 --> 00:11:15.680]  為什麼耶穌說
[00:11:15.680 --> 00:11:17.680]  在末世的時代
[00:11:17.680 --> 00:11:19.680]  不容易被欺騙
[00:11:19.680 --> 00:11:21.680]  就是這個原因
[00:11:21.680 --> 00:11:23.680]  特別是在信仰層面上
[00:11:23.680 --> 00:11:25.680]  有多少
[00:11:25.680 --> 00:11:27.680]  這種昆理入局
[00:11:27.680 --> 00:11:29.680]  昆理入會
[00:11:29.680 --> 00:11:31.680]  昆理信教的伎倆
[00:11:31.680 --> 00:11:33.680]  不單是基督教裡面
[00:11:33.680 --> 00:11:35.680]  教會很多是這樣運作
[00:11:35.680 --> 00:11:37.680]  甚至很多其他宗教的門派
[00:11:37.680 --> 00:11:39.680]  都是這樣
[00:11:39.680 --> 00:11:41.680]  引人去信
[00:11:41.680 --> 00:11:43.680]  宗教
[00:11:43.680 --> 00:11:45.680]  信了保佑你全家平安
[00:11:45.680 --> 00:11:47.680]  你有沒有聽過這些信仰
[00:11:47.680 --> 00:11:49.680]  如果你信基督教
[00:11:49.680 --> 00:11:51.680]  你跟人說
[00:11:51.680 --> 00:11:53.680]  傳福音
[00:11:53.680 --> 00:11:55.680]  信耶穌吧
[00:11:55.680 --> 00:11:57.680]  保佑你全家
[00:11:57.680 --> 00:11:59.680]  如果他信了
[00:11:59.680 --> 00:12:01.680]  你就被他欺騙了
[00:12:01.680 --> 00:12:03.680]  而今天
[00:12:03.680 --> 00:12:05.680]  這段聖經
[00:12:05.680 --> 00:12:07.680]  其實有很多
[00:12:07.680 --> 00:12:09.680]  這段聖經
[00:12:09.680 --> 00:12:11.680]  其實耶穌就是要告訴我們
[00:12:11.680 --> 00:12:13.680]  他要
[00:12:13.680 --> 00:12:15.680]  要允許的
[00:12:15.680 --> 00:12:17.680]  在這個救恩的上面
[00:12:17.680 --> 00:12:19.680]  必然
[00:12:19.680 --> 00:12:21.680]  信守承諾
[00:12:21.680 --> 00:12:25.680]  他一定允許我們
[00:12:25.680 --> 00:12:27.680]  如果我們真心跟他
[00:12:27.680 --> 00:12:29.680]  納在這個信的上面
[00:12:29.680 --> 00:12:31.680]  建立在和耶穌的關係
[00:12:31.680 --> 00:12:33.680]  的上面的話
[00:12:33.680 --> 00:12:35.680]  他保證
[00:12:35.680 --> 00:12:37.680]  我們在這個救恩的事情
[00:12:37.680 --> 00:12:39.680]  上面一定有份
[00:12:39.680 --> 00:12:41.680]  而這個救恩上面
[00:12:41.680 --> 00:12:43.680]  有份也可以導致
[00:12:43.680 --> 00:12:45.680]  或者引發
[00:12:45.680 --> 00:12:47.680]  我們可以在永恆的
[00:12:47.680 --> 00:12:49.680]  國度裏面有
[00:12:49.680 --> 00:12:51.680]  這個就是
[00:12:51.680 --> 00:12:53.680]  前文一直所說的
[00:12:53.680 --> 00:12:55.680]  選民的題目
[00:12:55.680 --> 00:12:57.680]  選民這個題目進入到
[00:12:57.680 --> 00:12:59.680]  第24章這段的中段
[00:12:59.680 --> 00:13:01.680]  的時候是一個很主要的
[00:13:01.680 --> 00:13:03.680]  題目來的
[00:13:03.680 --> 00:13:05.680]  因為上文我們曾經說過
[00:13:05.680 --> 00:13:07.680]  因為有
[00:13:07.680 --> 00:13:09.680]  選民在這個罪惡的
[00:13:09.680 --> 00:13:11.680]  世界裏面所以上帝才
[00:13:11.680 --> 00:13:13.680]  斬斷
[00:13:13.680 --> 00:13:15.680]  這個世界在
[00:13:15.680 --> 00:13:17.680]  罪影響之下的墮落破壞
[00:13:17.680 --> 00:13:19.680]  至到一個
[00:13:19.680 --> 00:13:21.680]  怎樣的地步不是無日無止
[00:13:21.680 --> 00:13:23.680]  而是有一個斬斷
[00:13:23.680 --> 00:13:25.680]  的時間這個就叫做末日
[00:13:25.680 --> 00:13:27.680]  但那個末日
[00:13:27.680 --> 00:13:29.680]  是審判的時間
[00:13:29.680 --> 00:13:31.680]  主要說的是在末世
[00:13:31.680 --> 00:13:33.680]  的時候我們信徒面對著
[00:13:33.680 --> 00:13:35.680]  這樣的狀態怎樣去預備
[00:13:35.680 --> 00:13:39.680]  而我們作為神的選民
[00:13:39.680 --> 00:13:41.680]  也都是參與在這個拯救人
[00:13:41.680 --> 00:13:43.680]  的工作當中
[00:13:43.680 --> 00:13:45.680]  當然我們不是說我們帶齊
[00:13:45.680 --> 00:13:47.680]  工具去救回一個人或者有個人
[00:13:47.680 --> 00:13:49.680]  掉下海我拋個水泡給他
[00:13:49.680 --> 00:13:51.680]  而是讓我們參與
[00:13:51.680 --> 00:13:53.680]  在將耶穌基督的拯救
[00:13:53.680 --> 00:13:55.680]  這件事情上面
[00:13:55.680 --> 00:13:57.680]  按照聖經裏面的介紹
[00:13:57.680 --> 00:13:59.680]  陳述或者活出來
[00:13:59.680 --> 00:14:01.680]  讓人看見當你的
[00:14:01.680 --> 00:14:03.680]  生命是灰聚的時候
[00:14:03.680 --> 00:14:05.680]  是一個自然不同的取態
[00:14:05.680 --> 00:14:07.680]  這個就是選民的
[00:14:07.680 --> 00:14:09.680]  作用
[00:14:09.680 --> 00:14:11.680]  但選民在這個過程
[00:14:11.680 --> 00:14:13.680]  當中因為遇到很多罪的
[00:14:13.680 --> 00:14:15.680]  挑戰引誘試探
[00:14:15.680 --> 00:14:17.680]  我們其實仍然很多時候會
[00:14:17.680 --> 00:14:19.680]  懷疑我是不是真的
[00:14:19.680 --> 00:14:21.680]  信了主了我會不會因為在這個
[00:14:21.680 --> 00:14:23.680]  情況的時候我會
[00:14:23.680 --> 00:14:25.680]  耶穌不救我呢
[00:14:25.680 --> 00:14:27.680]  你有沒有想過啊大英姐妹
[00:14:27.680 --> 00:14:29.680]  尤其是
[00:14:29.680 --> 00:14:31.680]  當你自己
[00:14:31.680 --> 00:14:33.680]  又犯了一些罪的時候
[00:14:33.680 --> 00:14:35.680]  你向上帝
[00:14:35.680 --> 00:14:37.680]  祈禱
[00:14:37.680 --> 00:14:39.680]  上帝會不會因為我又犯了
[00:14:39.680 --> 00:14:41.680]  這個罪
[00:14:41.680 --> 00:14:43.680]  你不讓我在
[00:14:43.680 --> 00:14:45.680]  天國裏面有份呢
[00:14:45.680 --> 00:14:47.680]  有沒有驚慌
[00:14:47.680 --> 00:14:49.680]  我不夠好
[00:14:49.680 --> 00:14:51.680]  我不守約啊上帝
[00:14:51.680 --> 00:14:55.680]  會不會你的
[00:14:55.680 --> 00:14:57.680]  耶穌基督的救恩我會沒有份
[00:14:57.680 --> 00:14:59.680]  不過我受了浸
[00:14:59.680 --> 00:15:01.680]  受了浸又怎樣
[00:15:01.680 --> 00:15:05.680]  受了浸有證書
[00:15:05.680 --> 00:15:07.680]  證書證明我入天國
[00:15:07.680 --> 00:15:09.680]  是不是上帝這樣處理
[00:15:09.680 --> 00:15:11.680]  耶穌在上一堂經文
[00:15:11.680 --> 00:15:13.680]  已經說過這些不是他考量的
[00:15:13.680 --> 00:15:15.680]  地點的條件
[00:15:15.680 --> 00:15:19.680]  所以今天這段聖經
[00:15:19.680 --> 00:15:21.680]  反而是一種對於
[00:15:21.680 --> 00:15:23.680]  選民的一個肯定
[00:15:23.680 --> 00:15:25.680]  提醒他們
[00:15:25.680 --> 00:15:27.680]  其實我們
[00:15:27.680 --> 00:15:29.680]  沒錯會有這些種種的挑戰
[00:15:29.680 --> 00:15:31.680]  但耶穌的英海
[00:15:31.680 --> 00:15:33.680]  答應了納了這個信的契約
[00:15:33.680 --> 00:15:35.680]  之後和我們關係
[00:15:35.680 --> 00:15:37.680]  是這樣建立的時候
[00:15:37.680 --> 00:15:39.680]  他一定信守到底
[00:15:39.680 --> 00:15:41.680]  沒錯我們有時會犯罪
[00:15:41.680 --> 00:15:45.680]  但我們不是去嘗試
[00:15:45.680 --> 00:15:47.680]  否定這個約
[00:15:47.680 --> 00:15:49.680]  和上帝這個信的關係
[00:15:49.680 --> 00:15:51.680]  如果這個信的關係仍然持續的話
[00:15:51.680 --> 00:15:53.680]  即使我們犯了罪
[00:15:53.680 --> 00:15:55.680]  用保羅的說法
[00:15:55.680 --> 00:15:57.680]  偶有被罪過犯所聖的時候
[00:15:57.680 --> 00:15:59.680]  仍然耶穌會守這個約
[00:15:59.680 --> 00:16:01.680]  如何去陳述這件事呢
[00:16:01.680 --> 00:16:03.680]  在今天這段聖經裏
[00:16:03.680 --> 00:16:05.680]  用了一個
[00:16:05.680 --> 00:16:07.680]  我們很多時候說的
[00:16:07.680 --> 00:16:09.680]  無花果的比喻
[00:16:09.680 --> 00:16:11.680]  來從中學習
[00:16:11.680 --> 00:16:13.680]  上帝的兒子耶穌基督
[00:16:13.680 --> 00:16:15.680]  在這個聖經裏
[00:16:15.680 --> 00:16:17.680]  他在這個聖經裏
[00:16:17.680 --> 00:16:19.680]  他在這個聖經裏
[00:16:19.680 --> 00:16:21.680]  他在這個聖經裏
[00:16:21.680 --> 00:16:23.680]  恩著信
[00:16:23.680 --> 00:16:25.680]  如何
[00:16:25.680 --> 00:16:27.680]  必然
[00:16:27.680 --> 00:16:29.680]  信守和我們所立的
[00:16:29.680 --> 00:16:31.680]  這個在救恩
[00:16:31.680 --> 00:16:33.680]  題目上的承諾
[00:16:33.680 --> 00:16:35.680]  我們一起再次打開這段聖經
[00:16:35.680 --> 00:16:37.680]  一起讀讀
[00:16:37.680 --> 00:16:39.680]  32節至
[00:16:39.680 --> 00:16:41.680]  第35節
[00:16:41.680 --> 00:16:43.680]  馬太福音第24章
[00:16:43.680 --> 00:16:45.680]  一起讀讀
[00:16:45.680 --> 00:16:47.680]  你們可以從
[00:16:47.680 --> 00:16:49.680]  無花果樹學過
[00:16:49.680 --> 00:16:51.680]  比方
[00:16:51.680 --> 00:16:53.680]  當樹枝發亂
[00:16:53.680 --> 00:16:55.680]  長葉的時候
[00:16:55.680 --> 00:16:57.680]  你們就知道夏天
[00:16:57.680 --> 00:16:59.680]  近了
[00:16:59.680 --> 00:17:01.680]  這樣你們看見這一切的事
[00:17:01.680 --> 00:17:03.680]  也該知道
[00:17:03.680 --> 00:17:05.680]  人子近了
[00:17:05.680 --> 00:17:07.680]  正在門口了
[00:17:07.680 --> 00:17:09.680]  我實在告訴你們
[00:17:09.680 --> 00:17:11.680]  這世代還沒有
[00:17:11.680 --> 00:17:13.680]  過去
[00:17:13.680 --> 00:17:15.680]  這些事都要成就
[00:17:15.680 --> 00:17:17.680]  天地要廢去
[00:17:17.680 --> 00:17:19.680]  我的話
[00:17:19.680 --> 00:17:21.680]  卻不能廢去
[00:17:21.680 --> 00:17:23.680]  從這段聖經裏
[00:17:23.680 --> 00:17:25.680]  我們可以看見
[00:17:25.680 --> 00:17:27.680]  耶穌
[00:17:27.680 --> 00:17:29.680]  首先談論到的
[00:17:29.680 --> 00:17:31.680]  就是
[00:17:31.680 --> 00:17:33.680]  時候已經近在
[00:17:33.680 --> 00:17:35.680]  指尺
[00:17:35.680 --> 00:17:37.680]  什麼時候
[00:17:37.680 --> 00:17:39.680]  回來審判的日子
[00:17:39.680 --> 00:17:41.680]  是很近了
[00:17:41.680 --> 00:17:43.680]  我再次強調
[00:17:43.680 --> 00:17:45.680]  耶穌說的
[00:17:45.680 --> 00:17:47.680]  末日或審判的時間
[00:17:47.680 --> 00:17:49.680]  都不是在重點
[00:17:49.680 --> 00:17:51.680]  說末日的事情
[00:17:51.680 --> 00:17:53.680]  仍然是在末時
[00:17:53.680 --> 00:17:55.680]  末世的時代
[00:17:55.680 --> 00:17:57.680]  信徒應該
[00:17:57.680 --> 00:17:59.680]  有什麼反應
[00:17:59.680 --> 00:18:01.680]  不過至少
[00:18:01.680 --> 00:18:03.680]  從第32節至第33節
[00:18:03.680 --> 00:18:05.680]  裡面
[00:18:05.680 --> 00:18:07.680]  耶穌要強調一點
[00:18:07.680 --> 00:18:09.680]  祂回來的日子已經
[00:18:09.680 --> 00:18:11.680]  近在指尺
[00:18:11.680 --> 00:18:13.680]  如何去學
[00:18:13.680 --> 00:18:15.680]  如何去理解
[00:18:15.680 --> 00:18:17.680]  大家知道
[00:18:17.680 --> 00:18:19.680]  人喜歡聽故事
[00:18:19.680 --> 00:18:21.680]  聽故事容易了解
[00:18:21.680 --> 00:18:23.680]  事情
[00:18:23.680 --> 00:18:25.680]  所以耶穌就用了
[00:18:25.680 --> 00:18:27.680]  傳統猶太人
[00:18:27.680 --> 00:18:29.680]  教導小朋友的方法
[00:18:29.680 --> 00:18:31.680]  其實都很習慣
[00:18:31.680 --> 00:18:33.680]  就是講故事
[00:18:33.680 --> 00:18:35.680]  或是一些很實質上
[00:18:35.680 --> 00:18:37.680]  日常會見到的事情
[00:18:37.680 --> 00:18:39.680]  這個就是無花果樹
[00:18:39.680 --> 00:18:41.680]  的比方
[00:18:41.680 --> 00:18:43.680]  我不詳細解釋
[00:18:43.680 --> 00:18:45.680]  什麼是比方
[00:18:45.680 --> 00:18:47.680]  比喻
[00:18:47.680 --> 00:18:49.680]  因為有時涉及太過系統
[00:18:49.680 --> 00:18:51.680]  或是技術性的事情
[00:18:51.680 --> 00:18:53.680]  不詳細講
[00:18:53.680 --> 00:18:55.680]  要我們學習
[00:18:55.680 --> 00:18:57.680]  是這段聖經的主題
[00:18:57.680 --> 00:18:59.680]  學習這個字眼在馬太福音
[00:18:59.680 --> 00:19:01.680]  曾經出現過三次
[00:19:01.680 --> 00:19:03.680]  分別在9章13節
[00:19:03.680 --> 00:19:05.680]  11章第29節
[00:19:05.680 --> 00:19:07.680]  和我們剛剛看到的
[00:19:07.680 --> 00:19:09.680]  第24章第32節
[00:19:09.680 --> 00:19:11.680]  學習有四重意思
[00:19:11.680 --> 00:19:13.680]  第一重意思是
[00:19:13.680 --> 00:19:15.680]  學習一個學識
[00:19:15.680 --> 00:19:17.680]  或是一個技術
[00:19:17.680 --> 00:19:19.680]  比如像踩單車
[00:19:19.680 --> 00:19:21.680]  大家會踩單車嗎
[00:19:21.680 --> 00:19:23.680]  會踩嗎
[00:19:23.680 --> 00:19:25.680]  我沒有踩單車很久
[00:19:25.680 --> 00:19:27.680]  很多年
[00:19:27.680 --> 00:19:29.680]  家裡有部撿回來的單車
[00:19:29.680 --> 00:19:31.680]  很漂亮的
[00:19:31.680 --> 00:19:33.680]  我沒有踩過
[00:19:33.680 --> 00:19:35.680]  但我記得
[00:19:35.680 --> 00:19:37.680]  很漂亮的
[00:19:37.680 --> 00:19:39.680]  我撿回來的單車
[00:19:39.680 --> 00:19:41.680]  不過我高身
[00:19:41.680 --> 00:19:43.680]  最近
[00:19:43.680 --> 00:19:45.680]  疫情期間
[00:19:45.680 --> 00:19:47.680]  我還未病
[00:19:47.680 --> 00:19:49.680]  試過踩過一次
[00:19:49.680 --> 00:19:51.680]  原來很久沒有踩
[00:19:51.680 --> 00:19:53.680]  初初不太懂
[00:19:53.680 --> 00:19:55.680]  踩著踩著又回來
[00:19:55.680 --> 00:19:57.680]  技術
[00:19:57.680 --> 00:19:59.680]  技能
[00:19:59.680 --> 00:20:01.680]  第二
[00:20:01.680 --> 00:20:03.680]  和事物扯上一個關係
[00:20:03.680 --> 00:20:05.680]  然後進行一個考證
[00:20:05.680 --> 00:20:07.680]  要核實一些東西
[00:20:07.680 --> 00:20:11.680]  這段聖經其實耶穌想我換圖去學習
[00:20:11.680 --> 00:20:13.680]  核實一件事
[00:20:13.680 --> 00:20:15.680]  就是什麼
[00:20:15.680 --> 00:20:17.680]  耶穌是必然信守他的承諾
[00:20:17.680 --> 00:20:19.680]  一會再詳細說
[00:20:19.680 --> 00:20:21.680]  所以第三個解釋
[00:20:21.680 --> 00:20:23.680]  是藉著在實踐和學習的過程當中
[00:20:23.680 --> 00:20:25.680]  去確認一些事情
