
[00:00:00.000 --> 00:00:08.000]  在未講到之前有兩件事值得跟大家分享
[00:05:17.000 --> 00:05:18.000]  很多時候侍奉主
[00:05:18.000 --> 00:05:21.000]  很多人只是集中於看自己的喜好
[00:05:21.000 --> 00:05:23.000]  或者自己的專長
[00:05:23.000 --> 00:05:25.000]  希望在教會這個地方
[00:05:25.000 --> 00:05:27.000]  可以一展所長
[00:05:27.000 --> 00:05:29.000]  可以顯露自己一番的身手
[00:05:29.000 --> 00:05:32.000]  這種思維是很危險的
[00:05:32.000 --> 00:05:36.000]  特別是我們談到神蹟
[00:05:36.000 --> 00:05:40.000]  施行神蹟在基督教的歷史裡
[00:05:40.000 --> 00:05:45.000]  我們發現到經常被使用成傳道的伎倆
[00:05:45.000 --> 00:05:47.000]  我不知道大家有沒有留意
[00:05:47.000 --> 00:05:52.000]  即使今天我們已經進入了21世紀
[00:05:52.000 --> 00:05:55.000]  是21世紀嗎?
[00:05:55.000 --> 00:06:05.000]  21世紀裡仍然有不少信徒
[00:06:05.000 --> 00:06:08.000]  包括福音派的信徒
[00:06:08.000 --> 00:06:11.000]  靈音派更不用說了
[00:06:11.000 --> 00:06:15.000]  很喜歡用施行神蹟成為一種
[00:06:15.000 --> 00:06:20.000]  帶人或吸引人進入教會的伎倆
[00:06:20.000 --> 00:06:24.000]  甚至有些傳道人利用施行神蹟
[00:06:24.000 --> 00:06:31.000]  成為自己立威服眾的權柄來源
[00:06:31.000 --> 00:06:36.000]  不少信徒也有他們的想法
[00:06:36.000 --> 00:06:41.000]  於是沒有了這種神蹟發生在自己身上
[00:06:41.000 --> 00:06:45.000]  我的信主就不太肯定
[00:06:45.000 --> 00:06:50.000]  我一定要有些不明的事情發生在我身上
[00:06:50.000 --> 00:06:53.000]  例如有病變無病
[00:06:53.000 --> 00:06:57.000]  有困難就化險為夷
[00:06:57.000 --> 00:07:01.000]  甚至有些人說我坐飛機
[00:07:01.000 --> 00:07:03.000]  飛機出現什麼故障
[00:07:03.000 --> 00:07:06.000]  最後飛機安全降落
[00:07:06.000 --> 00:07:08.000]  我在過程中跟上帝說
[00:07:08.000 --> 00:07:10.000]  如果我能夠仍然生還
[00:07:10.000 --> 00:07:11.000]  我一定信你
[00:07:11.000 --> 00:07:13.000]  終於我做到了
[00:07:13.000 --> 00:07:17.000]  很多信徒不論靈音派或福音派
[00:07:17.000 --> 00:07:24.000]  其實心裡都覺得神蹟施行才是一個印記
[00:07:24.000 --> 00:07:29.000]  究竟今天最大的神蹟是什麼呢
[00:07:29.000 --> 00:07:32.000]  如果大家聽了我講道這麼多年
[00:07:32.000 --> 00:07:33.000]  你都會知道
[00:07:33.000 --> 00:07:37.000]  其實最大的神蹟是人認罪悔改信耶穌
[00:07:37.000 --> 00:07:42.000]  要人認罪悔改信耶穌是一件不可能的事
[00:07:42.000 --> 00:07:44.000]  其實差不多在這個世界上
[00:07:44.000 --> 00:07:47.000]  有誰會承認自己是一個罪人呢
[00:07:47.000 --> 00:07:50.000]  還要去毀身給上帝
[00:07:50.000 --> 00:07:52.000]  但能夠做到這件事
[00:07:52.000 --> 00:07:54.000]  本身就已經是一件神蹟
[00:07:54.000 --> 00:07:55.000]  所以每一個大英雄
[00:07:55.000 --> 00:07:59.000]  如果我們真的肯認罪悔改信耶穌的話
[00:07:59.000 --> 00:08:01.000]  其實你自己已經是一個神蹟
[00:08:01.000 --> 00:08:06.000]  不需要有什麼按照你的看法的神蹟發生
[00:08:06.000 --> 00:08:10.000]  才是印證你是一個真正信耶穌基督的人
[00:08:10.000 --> 00:08:13.000]  真正信耶穌的人
[00:08:13.000 --> 00:08:16.000]  是在上帝的主權之下
[00:08:16.000 --> 00:08:22.000]  容讓上帝在他身上的工作和上帝的話去生功效
[00:08:22.000 --> 00:08:29.000]  所以神蹟的基礎不是人的意願
[00:08:29.000 --> 00:08:34.000]  而是上帝對人的憐憫
[00:08:34.000 --> 00:08:37.000]  上帝對一個肯認罪悔改
[00:08:37.000 --> 00:08:41.000]  回到他面前的人的憐憫之心
[00:08:41.000 --> 00:08:43.000]  而今天在這段經文裡
[00:08:43.000 --> 00:08:46.000]  我們看到耶穌在這個時候
[00:08:46.000 --> 00:08:52.000]  同樣靠著上帝的憐憫去施行神蹟
[00:08:52.000 --> 00:08:55.000]  他施行神蹟沒有任何企圖
[00:08:55.000 --> 00:08:58.000]  是希望為自己立威或者服眾
[00:08:58.000 --> 00:09:00.000]  去賺取一些本錢
[00:09:00.000 --> 00:09:02.000]  不是
[00:09:02.000 --> 00:09:06.000]  當一個人接受了神蹟
[00:09:06.000 --> 00:09:12.000]  這個人仍然可以進入一個現象或狀態
[00:09:12.000 --> 00:09:14.000]  可以有一個自由的決定
[00:09:14.000 --> 00:09:16.000]  仍然跟隨上帝
[00:09:16.000 --> 00:09:23.000]  所以神蹟不是帶人去上帝的決定因素
[00:09:23.000 --> 00:09:27.000]  神蹟只是一個跳板
[00:09:27.000 --> 00:09:30.000]  有人信耶穌是有神蹟
[00:09:30.000 --> 00:09:34.000]  我不否定上帝可不可以有神蹟在他身上發生
[00:09:34.000 --> 00:09:38.000]  可以 如果上帝的主權是希望這樣做
[00:09:38.000 --> 00:09:42.000]  但不是每個人都要用神蹟來相信主
[00:09:42.000 --> 00:09:45.000]  而今天我們可以在聖經裡找到
[00:09:45.000 --> 00:09:47.000]  有不少例子
[00:09:47.000 --> 00:09:50.000]  縱使有神蹟在他身上發生
[00:09:50.000 --> 00:09:54.000]  他仍然自由選擇最後不跟從耶穌
[00:09:54.000 --> 00:09:57.000]  今天我們仔細去看這個過程
[00:09:57.000 --> 00:09:59.000]  而今天我們看這段經文裡
[00:09:59.000 --> 00:10:01.000]  這兩個黑眼的人
[00:10:01.000 --> 00:10:05.000]  他們如何經歷了上帝的拯救
[00:10:05.000 --> 00:10:08.000]  或耶穌基督的神蹟醫治之後
[00:10:08.000 --> 00:10:17.000]  他們卻選擇全程投入在上帝這位兒子身上
[00:10:17.000 --> 00:10:19.000]  就是耶穌基督
[00:10:19.000 --> 00:10:25.000]  而這個描述在聖經裡是一道真光
[00:10:25.000 --> 00:10:27.000]  所以我給了一個題目
[00:10:27.000 --> 00:10:31.000]  全程投靠從上而來的真光
[00:10:31.000 --> 00:10:35.000]  我希望透過這段聖經幫助大家一起
[00:10:35.000 --> 00:10:38.000]  學會如何成為基督徒
[00:10:38.000 --> 00:10:42.000]  或表示自己信了耶穌之後
[00:10:42.000 --> 00:10:45.000]  如何繼續跟從耶穌
[00:10:45.000 --> 00:10:50.000]  信耶穌去立誓那一刻只是身份的認證
[00:10:50.000 --> 00:10:54.000]  但成長仍然是需要一個過程
[00:10:54.000 --> 00:10:56.000]  我們一起打開聖經
[00:10:56.000 --> 00:10:59.000]  馬太福音第20章第29至34節
[00:10:59.000 --> 00:11:01.000]  我們一起讀這段聖經
[00:11:02.000 --> 00:11:05.000]  他們出耶利哥的時候
[00:11:05.000 --> 00:11:07.000]  有許多的人跟隨他
[00:11:07.000 --> 00:11:11.000]  有兩個孩子坐在路旁
[00:11:11.000 --> 00:11:15.000]  聽說是耶穌經過就喊著說
[00:11:15.000 --> 00:11:20.000]  主啊!大位的子孫!可憐我們吧!
[00:11:20.000 --> 00:11:22.000]  眾人責備他們
[00:11:22.000 --> 00:11:24.000]  不許他們作聲
[00:11:24.000 --> 00:11:27.000]  他們卻越發喊著說
[00:11:27.000 --> 00:11:31.000]  主啊!大位的子孫!可憐我們吧!
[00:11:31.000 --> 00:11:35.000]  耶穌站著叫他們來說
[00:11:35.000 --> 00:11:38.000]  要我為你們做什麼?
[00:11:38.000 --> 00:11:44.000]  他們說主啊!要我們的眼睛能看見
[00:11:44.000 --> 00:11:46.000]  耶穌動了慈心
[00:11:46.000 --> 00:11:49.000]  把他們的眼睛一摸
[00:11:49.000 --> 00:11:51.000]  他們立刻看見
[00:11:51.000 --> 00:11:53.000]  就跟從了耶穌
[00:11:53.000 --> 00:11:57.000]  這段經文承接上文
[00:11:57.000 --> 00:11:59.000]  我們曾經用了一個題目
[00:11:59.000 --> 00:12:01.000]  在人均之前
[00:12:01.000 --> 00:12:04.000]  我們要爭取一個最大的卓越
[00:12:04.000 --> 00:12:07.000]  侍奉主的人
[00:12:07.000 --> 00:12:12.000]  很多時候好像很闊綽地去侍奉神
[00:12:12.000 --> 00:12:15.000]  甚至有時候以為行善
[00:12:15.000 --> 00:12:18.000]  就可以滿足到上帝的目的
[00:12:18.000 --> 00:12:21.000]  但其實在聖經裡給我們看見
[00:12:21.000 --> 00:12:25.000]  有不少人侍奉甚至行善
[00:12:25.000 --> 00:12:27.000]  捐錢也好
[00:12:27.000 --> 00:12:29.000]  捐很多錢也好
[00:12:29.000 --> 00:12:33.000]  其實他們只是為求自我滿足
[00:12:33.000 --> 00:12:35.000]  肅神子民的付出
[00:12:35.000 --> 00:12:37.000]  有時候在這個世界上
[00:12:37.000 --> 00:12:39.000]  有些人未必認同
[00:12:39.000 --> 00:12:41.000]  有些人覺得你的付出只是皮毛
[00:12:41.000 --> 00:12:45.000]  有些人甚至覺得你的付出只是多餘
[00:12:45.000 --> 00:12:49.000]  但耶穌做了一個很好的見證給我們看
[00:12:49.000 --> 00:12:52.000]  他的付出在當時來看
[00:12:52.000 --> 00:12:55.000]  所有人都看到他是一個愚蠢的人
[00:12:55.000 --> 00:12:58.000]  為什麼要死在十字架上
[00:12:58.000 --> 00:13:00.000]  甚至連門徒彼得也說
[00:13:00.000 --> 00:13:02.000]  主啊你不可以這樣死
[00:13:02.000 --> 00:13:04.000]  上帝不會容許你這樣死
[00:13:04.000 --> 00:13:08.000]  但耶穌因為心明上帝的心思意念
[00:13:08.000 --> 00:13:11.000]  他知道這位創世的人均是怎樣想
[00:13:11.000 --> 00:13:13.000]  因為他的目的是想人歸回
[00:13:13.000 --> 00:13:15.000]  讓犯了罪
[00:13:15.000 --> 00:13:16.000]  跌在罪當中的人
[00:13:16.000 --> 00:13:18.000]  能夠重新走出來的一條出路
[00:13:18.000 --> 00:13:21.000]  所以甘願死在十字架上
[00:13:21.000 --> 00:13:24.000]  承擔你和我的罪
[00:13:24.000 --> 00:13:26.000]  如果你肯認罪的話
[00:13:26.000 --> 00:13:32.000]  你就在承擔罪債的福氣裡
[00:13:32.000 --> 00:13:36.000]  透過耶穌幫助我們清理這條數
[00:13:36.000 --> 00:13:38.000]  而往後的日子
[00:13:38.000 --> 00:13:40.000]  就是正正我們作為信徒
[00:13:40.000 --> 00:13:42.000]  要往後一起努力的
[00:13:42.000 --> 00:13:44.000]  誠性的道路
[00:13:44.000 --> 00:13:46.000]  因此我們在侍奉當中
[00:13:46.000 --> 00:13:50.000]  不會斤斤計較地侍奉上帝
[00:13:50.000 --> 00:13:52.000]  也不會帶著錯誤的思想
[00:13:52.000 --> 00:13:55.000]  透過行善
[00:13:55.000 --> 00:13:59.000]  彰顯自己是一個大好人
[00:13:59.000 --> 00:14:01.000]  上帝就一定會喜悅
[00:14:01.000 --> 00:14:03.000]  上帝看的是人的心
[00:14:03.000 --> 00:14:05.000]  這是前文
[00:14:05.000 --> 00:14:07.000]  在這個背景下
[00:14:07.000 --> 00:14:09.000]  就發生了這件事
[00:14:09.000 --> 00:14:14.000]  今天我們透過三個部份來看
[00:14:14.000 --> 00:14:17.000]  頭兩節第29和30節
[00:14:17.000 --> 00:14:19.000]  在這兩節裡
[00:14:19.000 --> 00:14:23.000]  我們看到有兩個黑眼的人
[00:14:23.000 --> 00:14:27.000]  他們積極地
[00:14:27.000 --> 00:14:30.000]  甚至我用一個更全面的說法
[00:14:30.000 --> 00:14:33.000]  全情投入地等候耶穌
[00:14:33.000 --> 00:14:36.000]  和耶穌碰面的機會
[00:14:36.000 --> 00:14:39.000]  想和上帝的兒子接觸
[00:14:39.000 --> 00:14:41.000]  我們看看發生什麼事
[00:14:41.000 --> 00:14:43.000]  在這條聖經開始
[00:14:43.000 --> 00:14:46.000]  他們出耶利哥的時候
[00:14:46.000 --> 00:14:49.000]  有許多人跟隨他們
[00:14:49.000 --> 00:14:53.000]  他們指的是耶穌基督和門徒
[00:14:53.000 --> 00:14:55.000]  前面我們說到
[00:14:55.000 --> 00:14:57.000]  耶穌說現在是禮真的
[00:14:57.000 --> 00:15:01.000]  看了 上了耶路撒冷的路
[00:15:01.000 --> 00:15:03.000]  不是很過癮
[00:15:03.000 --> 00:15:05.000]  上到去
[00:15:05.000 --> 00:15:07.000]  你知道會死的
[00:15:07.000 --> 00:15:09.000]  面對會被人迫害
[00:15:09.000 --> 00:15:11.000]  你甚至跟隨我的人
[00:15:11.000 --> 00:15:13.000]  會受到這些迫害
[00:15:13.000 --> 00:15:15.000]  我們後來看回
[00:15:15.000 --> 00:15:17.000]  其實對於門徒的迫害不是很大
[00:15:17.000 --> 00:15:19.000]  只是問他們
[00:15:19.000 --> 00:15:21.000]  你認不認同耶穌
[00:15:21.000 --> 00:15:23.000]  寫在十字架上是你的主
[00:15:23.000 --> 00:15:25.000]  其實不是很大
[00:15:25.000 --> 00:15:27.000]  最大迫害是耶穌基督
[00:15:27.000 --> 00:15:29.000]  但當他們上這條路的時候
[00:15:29.000 --> 00:15:32.000]  要經過一個很重要的地方
[00:15:32.000 --> 00:15:34.000]  現在這條聖經馬太
[00:15:34.000 --> 00:15:36.000]  給了我一個很準確的地點
[00:15:36.000 --> 00:15:40.000]  就是從耶利哥城出發
[00:15:40.000 --> 00:15:43.000]  如果大家看早幾堂崇拜
[00:15:43.000 --> 00:15:45.000]  我曾經給大家一個副頁
[00:15:45.000 --> 00:15:47.000]  有關於一幅地圖
[00:15:47.000 --> 00:15:51.000]  他怎樣從加利利以北的地方
[00:15:51.000 --> 00:15:54.000]  從北邊走向南
[00:15:54.000 --> 00:16:00.000]  再穿過約旦河
[00:16:00.000 --> 00:16:03.000]  進入約旦河的東岸
[00:16:03.000 --> 00:16:05.000]  再往南走
[00:16:05.000 --> 00:16:08.000]  再穿過約旦河
[00:16:08.000 --> 00:16:10.000]  進入約旦河的西岸
[00:16:10.000 --> 00:16:12.000]  那地方在哪裡
[00:16:12.000 --> 00:16:15.000]  現在我們知道了
[00:16:15.000 --> 00:16:19.000]  是耶利哥城
[00:16:19.000 --> 00:16:23.000]  這條路如果大家熟悉的話
[00:16:23.000 --> 00:16:29.000]  你會想起出埃及記的時候
[00:16:29.000 --> 00:16:34.000]  特別是約書亞帶領以色列民進入英許地
[00:16:34.000 --> 00:16:36.000]  路徑很類似
[00:16:36.000 --> 00:16:40.000]  耶穌的行徑
[00:16:40.000 --> 00:16:44.000]  從耶路撒冷進入
[00:16:44.000 --> 00:16:52.000]  其實和昔日約書亞帶領以色列民
[00:16:52.000 --> 00:16:55.000]  至少二百多萬人
[00:16:55.000 --> 00:16:57.000]  進入加南地的時候
[00:16:57.000 --> 00:16:59.000]  路徑是一樣的
[00:16:59.000 --> 00:17:04.000]  他們先進入約旦河
[00:17:04.000 --> 00:17:07.000]  然後去到耶利哥的地方
[00:17:07.000 --> 00:17:08.000]  所以我們知道
[00:17:08.000 --> 00:17:11.000]  有攻打耶利哥城這段歷史
[00:17:11.000 --> 00:17:14.000]  然後怎樣
[00:17:14.000 --> 00:17:17.000]  原來耶穌說要上去
[00:17:17.000 --> 00:17:20.000]  耶利哥城是一個什麼地方呢
[00:17:20.000 --> 00:17:23.000]  如果大家熟悉耶利哥城
[00:17:23.000 --> 00:17:26.000]  如果大家有機會
[00:17:26.000 --> 00:17:29.000]  如果真的想去聖地旅行
[00:17:29.000 --> 00:17:31.000]  一定要去耶利哥城
[00:17:31.000 --> 00:17:34.000]  耶利哥城是很漂亮的
[00:17:34.000 --> 00:17:37.000]  至少我去的時候
[00:17:37.000 --> 00:17:40.000]  耶利哥是一個綠洲城市
[00:17:40.000 --> 00:17:44.000]  周圍都是一些礦野地方
[00:17:44.000 --> 00:17:46.000]  礦野不是沙漠
[00:17:46.000 --> 00:17:49.000]  礦野是沒有什麼地方
[00:17:49.000 --> 00:17:50.000]  爛石地
[00:17:50.000 --> 00:17:53.000]  用英文容易說是bad land
[00:17:53.000 --> 00:17:54.000]  是爛地
[00:17:54.000 --> 00:17:58.000]  長年經過風沙侵蝕
[00:17:58.000 --> 00:18:01.000]  沒有人會去
[00:18:01.000 --> 00:18:04.000]  除了遊牧民族才會去
[00:18:04.000 --> 00:18:08.000]  但唯獨耶利哥城是綠洲城市
[00:18:08.000 --> 00:18:09.000]  為什麼呢
[00:18:09.000 --> 00:18:11.000]  耶利哥城有一個特點
[00:18:11.000 --> 00:18:14.000]  因為它正正處於約旦河
[00:18:14.000 --> 00:18:18.000]  最低谷的地方
[00:18:18.000 --> 00:18:20.000]  相距耶路撒冷城
[00:18:20.000 --> 00:18:23.000]  耶路撒冷是一個山地
[00:18:23.000 --> 00:18:26.000]  每逢耶路撒冷下雨
[00:18:26.000 --> 00:18:29.000]  通常下雨很多
[00:18:29.000 --> 00:18:30.000]  為什麼呢
[00:18:30.000 --> 00:18:32.000]  因為它高
[00:18:32.000 --> 00:18:34.000]  在高山的地方
[00:18:34.000 --> 00:18:36.000]  氣流被推向上升
[00:18:36.000 --> 00:18:38.000]  很容易會下雨
[00:18:38.000 --> 00:18:44.000]  為什麼會有死海在巴勒斯坦
[00:18:44.000 --> 00:18:48.000]  因為雨水大部分已經在山上下雨
[00:18:48.000 --> 00:18:53.000]  在約旦河的河谷地區很乾旱
[00:18:53.000 --> 00:18:58.000]  唯一一個水源是地下水源
[00:18:58.000 --> 00:19:01.000]  當年我2000年去以色列讀書
[00:19:01.000 --> 00:19:05.000]  也經歷過水源的豐富
[00:19:05.000 --> 00:19:08.000]  耶利哥城可以說是
[00:19:08.000 --> 00:19:12.000]  由耶路撒冷高山上雨水聚集後
[00:19:12.000 --> 00:19:16.000]  下到耶利哥城的綠洲城市
[00:19:16.000 --> 00:19:20.000]  所以耶利哥城有豐富的資源
[00:19:20.000 --> 00:19:23.000]  假如你今天去旅行
[00:19:23.000 --> 00:19:27.000]  耶利哥是一個度假勝地
[00:19:27.000 --> 00:19:29.000]  酒店很漂亮
[00:19:29.000 --> 00:19:30.000]  不便宜
[00:19:30.000 --> 00:19:32.000]  現在不是做旅遊節目
[00:19:32.000 --> 00:19:33.000]  不說了
[00:19:33.000 --> 00:19:37.000]  在這個時候聖經很準確告訴你
[00:19:37.000 --> 00:19:39.000]  耶穌基督的門徒和他
[00:19:39.000 --> 00:19:41.000]  就由耶利哥出發
[00:19:41.000 --> 00:19:43.000]  耶利哥就是山腳
[00:19:43.000 --> 00:19:45.000]  現在往山上走
[00:19:45.000 --> 00:19:48.000]  在這個時候有極多的人
[00:19:48.000 --> 00:19:50.000]  跟隨著耶穌基督
[00:19:50.000 --> 00:19:51.000]  極多的人
[00:19:51.000 --> 00:19:53.000]  所以如果我們明白到
[00:19:53.000 --> 00:19:57.000]  耶穌一起上耶路撒冷的人
[00:19:57.000 --> 00:19:59.000]  其實不只是門徒
[00:19:59.000 --> 00:20:03.000]  還有很多不是那12個門徒的門徒
[00:20:03.000 --> 00:20:11.000]  還有很多去擁護這個團隊的群眾
[00:20:11.000 --> 00:20:13.000]  這種狀態
[00:20:13.000 --> 00:20:17.000]  從以色列出埃及的情況很類似
[00:20:17.000 --> 00:20:22.000]  在以色列出埃及的時候
[00:20:22.000 --> 00:20:26.000]  往往有一大批人叫做閒雜人
[00:20:26.000 --> 00:20:29.000]  如果大家讀到舊約聖經
[00:20:29.000 --> 00:20:31.000]  讀出埃及的時候請留意
[00:20:31.000 --> 00:20:35.000]  閒雜人是指非猶太裔的人
[00:20:35.000 --> 00:20:38.000]  不過他又覺得和猶太人有好處
[00:20:38.000 --> 00:20:41.000]  或者跟他一起出埃及
[00:20:41.000 --> 00:20:43.000]  可以從中得到利益的一班人
[00:20:43.000 --> 00:20:48.000]  他們隱藏在以色列民群當中
[00:20:48.000 --> 00:20:50.000]  在這段聖經裡同樣我們看到
[00:20:50.000 --> 00:20:54.000]  有大批人群跟隨著耶穌基督
[00:20:54.000 --> 00:20:57.000]  所以跟隨耶穌的人不一定
[00:20:57.000 --> 00:20:58.000]  聽清楚
[00:20:58.000 --> 00:21:03.000]  跟隨耶穌的人不一定是全心相信耶穌基督的人
[00:21:03.000 --> 00:21:08.000]  可能只是從中希望得到一些個人利益
[00:21:08.000 --> 00:21:13.000]  牧師 得到一些個人利益跟隨耶穌也是好事
[00:21:13.000 --> 00:21:17.000]  是 在完全不跟從的裡面是好事
[00:21:17.000 --> 00:21:22.000]  但怎能夠從跟隨耶穌獲取個人利益這一點
[00:21:22.000 --> 00:21:26.000]  跳離開進入認識上帝
[00:21:26.000 --> 00:21:27.000]  而跟從上帝呢
