
[00:00:00.000 --> 00:00:22.000]  在新約聖經裏面,27卷書,接近一半,13卷,是使徒保羅執筆寫成的。
[00:03:47.000 --> 00:03:50.000]  哥倫多教會又說我的兩封更長。
[00:03:50.000 --> 00:03:54.000]  最後亞尼西姆這位老牧師,
[00:03:54.000 --> 00:03:58.000]  在他的辦公室的夾萬裡,
[00:03:58.000 --> 00:04:02.000]  用三條生鏽的鎖匙開了它,
[00:04:02.000 --> 00:04:09.000]  手都震了,拿了一頁紙出來。
[00:04:09.000 --> 00:04:13.000]  這封都是保羅寫的書信。
[00:04:13.000 --> 00:04:18.000]  保羅寫的十三封書信其實各有特色,
[00:04:18.000 --> 00:04:21.000]  《菲利森書》這封信背後,
[00:04:21.000 --> 00:04:27.000]  是一個非常震撼的生命見證。
[00:04:27.000 --> 00:04:33.000]  羅馬書頭一卷最長,很systematic,
[00:04:33.000 --> 00:04:37.000]  你要想新約神學,
[00:04:37.000 --> 00:04:40.000]  就應該從羅馬書入手。
[00:04:40.000 --> 00:04:44.000]  保羅在那裡說清義、誠性,
[00:04:44.000 --> 00:04:48.000]  說到上帝的救贖計劃,
[00:04:48.000 --> 00:04:52.000]  然後說到心意更新、變化,
[00:04:52.000 --> 00:04:55.000]  有沒有印象?羅馬書。
[00:04:55.000 --> 00:04:59.000]  哥林多書信前後兩封,
[00:04:59.000 --> 00:05:03.000]  前書充滿問題,
[00:05:03.000 --> 00:05:06.000]  從未見過教會有這麼多問題,
[00:05:06.000 --> 00:05:12.000]  而且那些問題樣樣都很棘手。
[00:05:12.000 --> 00:05:16.000]  保羅面對哥林多教會,
[00:05:16.000 --> 00:05:21.000]  真是不知道是哭還是笑,
[00:05:21.000 --> 00:05:24.000]  不過哥林多後書又讓我們看到
[00:05:24.000 --> 00:05:29.000]  保羅的目者心腸,
[00:05:29.000 --> 00:05:32.000]  保羅不只是和他們解決問題,
[00:05:32.000 --> 00:05:36.000]  保羅是將他們的心剖開,
[00:05:36.000 --> 00:05:41.000]  「哥林多人啊,你看看我是怎樣對你們的。」
[00:05:41.000 --> 00:05:44.000]  哥林多書信,兩封很特別,
[00:05:44.000 --> 00:05:48.000]  保羅所寫的。
[00:05:48.000 --> 00:05:51.000]  來到《菲利比書》,
[00:05:51.000 --> 00:05:55.000]  這封信又是很特別的,
[00:05:55.000 --> 00:05:58.000]  你知道菲利比這個地方,
[00:05:58.000 --> 00:06:04.000]  在保羅全道的旅程當中,
[00:06:04.000 --> 00:06:07.000]  有一個很特別的位置,
[00:06:07.000 --> 00:06:10.000]  一個很特別的地標,
[00:06:10.000 --> 00:06:12.000]  一個旅程碑,
[00:06:12.000 --> 00:06:14.000]  有沒有印象?
[00:06:14.000 --> 00:06:17.000]  保羅一直在亞洲,
[00:06:17.000 --> 00:06:21.000]  小亞細亞,以弗所,
[00:06:21.000 --> 00:06:24.000]  哥羅西這些地方,
[00:06:24.000 --> 00:06:26.000]  傳福音,
[00:06:26.000 --> 00:06:32.000]  但是當他第二次和西拉再出門,
[00:06:32.000 --> 00:06:36.000]  巴拿巴他的師父帶著馬可,
[00:06:36.000 --> 00:06:39.000]  下了去塞浦路斯,
[00:06:39.000 --> 00:06:45.000]  保羅以為他照上一次那樣去傳道,
[00:06:45.000 --> 00:06:48.000]  但是試圖行傳兩次,
[00:06:48.000 --> 00:06:53.000]  記載耶穌的靈不許,
[00:06:53.000 --> 00:06:56.000]  聖靈禁止,
[00:06:56.000 --> 00:06:58.000]  你說保羅犯罪?不是,
[00:06:58.000 --> 00:07:01.000]  禁止他講道,
[00:07:01.000 --> 00:07:04.000]  你說聖靈為什麼禁止一個人講道?
[00:07:04.000 --> 00:07:05.000]  其實很容易,
[00:07:05.000 --> 00:07:07.000]  喉嚨痛就行,
[00:07:07.000 --> 00:07:09.000]  失聲就行,
[00:07:09.000 --> 00:07:12.000]  喝極羅漢果都開不了聲,
[00:07:12.000 --> 00:07:14.000]  聖靈禁止他,
[00:07:14.000 --> 00:07:16.000]  另一個做法就是肚瀉,
[00:07:16.000 --> 00:07:18.000]  你做過講員就明白,
[00:07:18.000 --> 00:07:21.000]  其實聖靈禁止一個人講道很簡單,
[00:07:21.000 --> 00:07:23.000]  不是要他激到他進了醫院,
[00:07:23.000 --> 00:07:24.000]  不是,
[00:07:24.000 --> 00:07:26.000]  很小事情,
[00:07:26.000 --> 00:07:28.000]  今天開不了聲,
[00:07:28.000 --> 00:07:30.000]  保羅莫名其妙,
[00:07:30.000 --> 00:07:31.000]  他傳福音,
[00:07:31.000 --> 00:07:35.000]  為什麼神的靈禁止呢?
[00:07:35.000 --> 00:07:37.000]  你讀試圖行傳十六章,
[00:07:37.000 --> 00:07:39.000]  記得嗎?
[00:07:39.000 --> 00:07:45.000]  那晚在夢中有異象,
[00:07:45.000 --> 00:07:49.000]  有一個馬其頓人跟保羅說,
[00:07:49.000 --> 00:07:54.000]  請你過來幫助我們,
[00:07:54.000 --> 00:07:56.000]  為什麼要過來呢?
[00:07:56.000 --> 00:08:00.000]  因為馬其頓是屬於希臘,
[00:08:00.000 --> 00:08:03.000]  小亞細亞是亞洲,
[00:08:03.000 --> 00:08:05.000]  馬其頓是歐洲,
[00:08:05.000 --> 00:08:08.000]  中間隔了一個愛琴海,
[00:08:08.000 --> 00:08:10.000]  保羅沒有想過去歐洲,
[00:08:10.000 --> 00:08:13.000]  保羅只是想在小亞細亞,
[00:08:13.000 --> 00:08:17.000]  聖靈攔阻他,
[00:08:17.000 --> 00:08:18.000]  關門,
[00:08:18.000 --> 00:08:24.000]  原來是要預備保羅過去歐洲,
[00:08:24.000 --> 00:08:28.000]  所以保羅說萬一看到這個異象,
[00:08:28.000 --> 00:08:31.000]  路加醫生記載,
[00:08:31.000 --> 00:08:34.000]  我們,路加有份,
[00:08:34.000 --> 00:08:39.000]  我們隨即往馬其頓去,
[00:08:39.000 --> 00:08:41.000]  第一個地方,
[00:08:41.000 --> 00:08:44.000]  保羅來到菲律賓,
[00:08:44.000 --> 00:08:46.000]  所以菲律賓教會,
[00:08:46.000 --> 00:08:50.000]  是保羅看到馬其頓異象,
[00:08:50.000 --> 00:08:52.000]  他信服,
[00:08:52.000 --> 00:08:54.000]  他就過去,
[00:08:54.000 --> 00:08:56.000]  頭一個地方,
[00:08:56.000 --> 00:08:58.000]  在那裡發生什麼事呢?
[00:08:58.000 --> 00:09:00.000]  坐牢,
[00:09:00.000 --> 00:09:04.000]  保羅西拉半夜唱詩讚美神,
[00:09:04.000 --> 00:09:05.000]  誰聽到?
[00:09:05.000 --> 00:09:07.000]  不是少年師班,
[00:09:07.000 --> 00:09:09.000]  是眾囚犯,
[00:09:09.000 --> 00:09:11.000]  則以耳聽,
[00:09:11.000 --> 00:09:14.000]  那個監卒地震的時候,
[00:09:14.000 --> 00:09:16.000]  走來問保羅,
[00:09:16.000 --> 00:09:18.000]  當信主耶穌,
[00:09:18.000 --> 00:09:22.000]  你和你一家道別特救,
[00:09:22.000 --> 00:09:24.000]  都是發生在馬其頓,
[00:09:24.000 --> 00:09:26.000]  不是,在菲律賓,
[00:09:26.000 --> 00:09:28.000]  所以保羅和菲律賓教會,
[00:09:28.000 --> 00:09:31.000]  關係真的很密切,
[00:09:31.000 --> 00:09:33.000]  很多回憶,
[00:09:33.000 --> 00:09:36.000]  菲律賓教會當然經常為保羅祈禱,
[00:09:36.000 --> 00:09:39.000]  經常送一些奉獻給他,
[00:09:39.000 --> 00:09:41.000]  還有很多照片,
[00:09:41.000 --> 00:09:44.000]  那次你和我拍的那張,
[00:09:44.000 --> 00:09:46.000]  很多甜蜜的回憶,
[00:09:46.000 --> 00:09:50.000]  所以保羅寫菲律賓書,
[00:09:50.000 --> 00:09:51.000]  最大的特色,
[00:09:51.000 --> 00:09:53.000]  你都可能留意到,
[00:09:53.000 --> 00:09:55.000]  就是保羅很開心,
[00:09:55.000 --> 00:09:57.000]  保羅很快樂,
[00:09:57.000 --> 00:09:59.000]  不是,我們中文聖經翻譯,
[00:09:59.000 --> 00:10:02.000]  用了喜樂,
[00:10:02.000 --> 00:10:04.000]  保羅的joy,
[00:10:04.000 --> 00:10:07.000]  保羅的喜樂,
[00:10:07.000 --> 00:10:10.000]  是真的好像我們上聖詩說,
[00:10:10.000 --> 00:10:13.000]  在心裏面湧出來,
[00:10:13.000 --> 00:10:16.000]  他不覺意的,
[00:10:16.000 --> 00:10:17.000]  說著說著,
[00:10:17.000 --> 00:10:19.000]  他又說很快樂,
[00:10:19.000 --> 00:10:20.000]  說著說著,
[00:10:20.000 --> 00:10:21.000]  他又說歡歡喜喜,
[00:10:21.000 --> 00:10:22.000]  說著說著,
[00:10:22.000 --> 00:10:23.000]  他說我再說,
[00:10:23.000 --> 00:10:25.000]  都是要說喜樂的,
[00:10:25.000 --> 00:10:26.000]  我和你看看,
[00:10:26.000 --> 00:10:27.000]  有沒有聖經在手上,
[00:10:27.000 --> 00:10:30.000]  PowerPoint可能沒有預備那麼多,
[00:10:30.000 --> 00:10:34.000]  一章十八節,
[00:10:34.000 --> 00:10:36.000]  在第一章裏面,
[00:10:36.000 --> 00:10:38.000]  保羅說到一半,
[00:10:38.000 --> 00:10:40.000]  保羅說,
[00:10:40.000 --> 00:10:43.000]  一章十八節,
[00:10:43.000 --> 00:10:45.000]  找到沒有,我們一起讀,
[00:10:45.000 --> 00:10:48.000]  這又何妨呢?
[00:10:48.000 --> 00:10:50.000]  或是假意,
[00:10:50.000 --> 00:10:51.000]  或是真心,
[00:10:51.000 --> 00:10:53.000]  無論怎樣,
[00:10:53.000 --> 00:10:55.000]  基督究竟被傳開了,
[00:10:55.000 --> 00:10:58.000]  為此我就歡喜,
[00:10:58.000 --> 00:11:01.000]  並且還要歡喜,
[00:11:01.000 --> 00:11:03.000]  保羅說,
[00:11:03.000 --> 00:11:05.000]  歡喜是第一章十八節,
[00:11:05.000 --> 00:11:07.000]  二章十八節,
[00:11:07.000 --> 00:11:08.000]  很容易記,
[00:11:08.000 --> 00:11:10.000]  又是十八節,
[00:11:10.000 --> 00:11:13.000]  剛才我們讀到最後那一節的經文,
[00:11:13.000 --> 00:11:15.000]  我們再讀一次,
[00:11:15.000 --> 00:11:19.000]  你們也要照樣喜樂,
[00:11:19.000 --> 00:11:24.000]  並且與我一同喜樂,
[00:11:24.000 --> 00:11:26.000]  這是保羅在第二章裏面,
[00:11:26.000 --> 00:11:28.000]  又忍不住,
[00:11:28.000 --> 00:11:30.000]  又說到喜樂,
[00:11:30.000 --> 00:11:33.000]  第三章在哪裏說?
[00:11:33.000 --> 00:11:34.000]  你很容易看到,
[00:11:34.000 --> 00:11:36.000]  第一節就說了,
[00:11:36.000 --> 00:11:37.000]  三章一節,
[00:11:37.000 --> 00:11:39.000]  我們一起讀,
[00:11:39.000 --> 00:11:40.000]  弟兄們,
[00:11:40.000 --> 00:11:42.000]  我還有話說,
[00:11:42.000 --> 00:11:46.000]  你們要靠主喜樂,
[00:11:46.000 --> 00:11:49.000]  我把這話再寫給你們,
[00:11:49.000 --> 00:11:52.000]  於我並不為難,
[00:11:52.000 --> 00:11:55.000]  於你們卻是妥當,
[00:11:55.000 --> 00:11:58.000]  後面那一節中文有少許掉漆,
[00:11:58.000 --> 00:11:59.000]  甚麼叫妥當?
[00:11:59.000 --> 00:12:01.000]  我們今天不是這樣用,
[00:12:01.000 --> 00:12:03.000]  你擺好些東西,
[00:12:03.000 --> 00:12:05.000]  妥妥當當,
[00:12:05.000 --> 00:12:07.000]  做事不要沒有手尾,
[00:12:07.000 --> 00:12:08.000]  保羅說,
[00:12:08.000 --> 00:12:09.000]  喜樂,
[00:12:09.000 --> 00:12:11.000]  靠主喜樂,
[00:12:11.000 --> 00:12:13.000]  寫給你們是妥當,
[00:12:13.000 --> 00:12:16.000]  我們沒有時間解釋這些翻譯的問題,
[00:12:16.000 --> 00:12:17.000]  不過你看,
[00:12:17.000 --> 00:12:18.000]  保羅在第一章,
[00:12:18.000 --> 00:12:20.000]  第二章,
[00:12:20.000 --> 00:12:21.000]  現在來到第三章,
[00:12:21.000 --> 00:12:22.000]  保羅說,
[00:12:22.000 --> 00:12:23.000]  我再說,
[00:12:23.000 --> 00:12:24.000]  我還有話說,
[00:12:24.000 --> 00:12:25.000]  都是那一句,
[00:12:25.000 --> 00:12:27.000]  喜樂,
[00:12:27.000 --> 00:12:29.000]  是四章,
[00:12:29.000 --> 00:12:30.000]  看到嗎?
[00:12:30.000 --> 00:12:31.000]  在哪裏說?
[00:12:31.000 --> 00:12:32.000]  第四節,
[00:12:32.000 --> 00:12:34.000]  很容易記,
[00:12:34.000 --> 00:12:36.000]  一章,二章都是十八節,
[00:12:36.000 --> 00:12:37.000]  三章是第一節,
[00:12:37.000 --> 00:12:38.000]  四章,
[00:12:38.000 --> 00:12:39.000]  哎呀,忘記了,
[00:12:39.000 --> 00:12:40.000]  是四節,
[00:12:40.000 --> 00:12:42.000]  四章是第四節,
[00:12:42.000 --> 00:12:43.000]  很容易記,
[00:12:43.000 --> 00:12:44.000]  你背聖經其實不難,
[00:12:44.000 --> 00:12:46.000]  哎呀,忘記了,
[00:12:46.000 --> 00:12:47.000]  有,
[00:12:47.000 --> 00:12:49.000]  不過你用來記電話號碼,
[00:12:49.000 --> 00:12:51.000]  記一下金句都很好,
[00:12:51.000 --> 00:12:52.000]  不用背完,
[00:12:52.000 --> 00:12:54.000]  找到就行了,
[00:12:54.000 --> 00:12:55.000]  四章,
[00:12:55.000 --> 00:12:56.000]  四節,
[00:12:56.000 --> 00:12:57.000]  我們一起讀,
[00:12:57.000 --> 00:13:01.000]  你們要靠主常常喜樂,
[00:13:01.000 --> 00:13:03.000]  我再說,
[00:13:03.000 --> 00:13:06.000]  你們要喜樂,
[00:13:06.000 --> 00:13:09.000]  比利比書在保羅十三封書信中間,
[00:13:09.000 --> 00:13:11.000]  所以不是很長,
[00:13:11.000 --> 00:13:13.000]  四章就完結了,
[00:13:13.000 --> 00:13:19.000]  不過保羅最少重覆了四章喜樂,
[00:13:19.000 --> 00:13:21.000]  看到嗎?
[00:13:21.000 --> 00:13:22.000]  其他書信,
[00:13:22.000 --> 00:13:25.000]  保羅沒有這樣說話,
[00:13:25.000 --> 00:13:30.000]  你說保羅一定是有什麼大喜的事情,
[00:13:30.000 --> 00:13:32.000]  六十大壽,
[00:13:32.000 --> 00:13:34.000]  榮休,
[00:13:34.000 --> 00:13:35.000]  不是,
[00:13:35.000 --> 00:13:38.000]  保羅是不是當了阿爺,
[00:13:38.000 --> 00:13:40.000]  他應該沒有結婚,
[00:13:40.000 --> 00:13:43.000]  當然有些很開心的事情發生,
[00:13:43.000 --> 00:13:47.000]  令到保羅這麼歡喜,
[00:13:47.000 --> 00:13:48.000]  寫這封信的時候,
[00:13:48.000 --> 00:13:51.000]  我們可不可以研究得到,
[00:13:51.000 --> 00:13:53.000]  在保羅的生命當中,
[00:13:53.000 --> 00:13:55.000]  究竟發生什麼事,
[00:13:55.000 --> 00:13:58.000]  令到他這麼不住,
[00:13:58.000 --> 00:14:01.000]  我們說喜盈於色,
[00:14:01.000 --> 00:14:04.000]  人人都知道他很開心,
[00:14:04.000 --> 00:14:05.000]  有,
[00:14:05.000 --> 00:14:06.000]  我們可以找到,
[00:14:06.000 --> 00:14:09.000]  不過結果很奇怪,
[00:14:09.000 --> 00:14:13.000]  不是你預料找到的結果,
[00:14:13.000 --> 00:14:15.000]  你也看到,
[00:14:15.000 --> 00:14:19.000]  其實保羅寫菲律賓書的時候,
[00:14:19.000 --> 00:14:25.000]  他是在一個怎樣的情況當中呢?
[00:14:25.000 --> 00:14:28.000]  第一章第七節,
[00:14:28.000 --> 00:14:34.000]  我為你們眾人有這樣的意念,
[00:14:34.000 --> 00:14:37.000]  願是應當的,
[00:14:37.000 --> 00:14:40.000]  因你們常在我心裡,
[00:14:40.000 --> 00:14:45.000]  無論我是在困所之中,
[00:14:45.000 --> 00:14:48.000]  是辨明證實福音的時候,
[00:14:48.000 --> 00:14:54.000]  你們都與我一同得恩。
[00:14:54.000 --> 00:14:57.000]  看到這裡保羅提到兩個字嗎?
[00:14:57.000 --> 00:14:59.000]  是什麼字?
[00:14:59.000 --> 00:15:01.000]  困所,
[00:15:01.000 --> 00:15:03.000]  大家勵士,
[00:15:03.000 --> 00:15:05.000]  沒事,
[00:15:05.000 --> 00:15:07.000]  保羅是萬一,
[00:15:07.000 --> 00:15:09.000]  如果有這樣的事情臨到的意思,
[00:15:09.000 --> 00:15:11.000]  不是,你再讀下去,
[00:15:11.000 --> 00:15:13.000]  十三節,
[00:15:13.000 --> 00:15:15.000]  一章,
[00:15:15.000 --> 00:15:17.000]  十三節,
[00:15:17.000 --> 00:15:18.000]  十二節讀起,
[00:15:18.000 --> 00:15:20.000]  你就明白那個連接詞,
[00:15:20.000 --> 00:15:22.000]  以至說什麼,
[00:15:22.000 --> 00:15:24.000]  十二節說,弟兄們,
[00:15:24.000 --> 00:15:26.000]  我願意你們知道,
[00:15:26.000 --> 00:15:29.000]  我所遭遇的事,
[00:15:29.000 --> 00:15:31.000]  更是叫福音興旺,
[00:15:31.000 --> 00:15:35.000]  以至我受的困所,
[00:15:35.000 --> 00:15:37.000]  在御刑全軍,
[00:15:37.000 --> 00:15:39.000]  和其餘的人中,
[00:15:39.000 --> 00:15:41.000]  已經顯明,
[00:15:41.000 --> 00:15:45.000]  是為基督的緣故。
[00:15:45.000 --> 00:15:46.000]  十四節說,
[00:15:46.000 --> 00:15:49.000]  並且那在主裡的弟兄,
[00:15:49.000 --> 00:15:53.000]  多半因我受的困所,
[00:15:53.000 --> 00:15:56.000]  就篤信不疑,
[00:15:56.000 --> 00:15:58.000]  越發放膽,
[00:15:58.000 --> 00:16:00.000]  傳神的道,
[00:16:00.000 --> 00:16:03.000]  無所懼怕。
[00:16:03.000 --> 00:16:05.000]  剛才我們讀過了,
[00:16:05.000 --> 00:16:06.000]  十七節,
[00:16:06.000 --> 00:16:08.000]  那一等全基督,
[00:16:08.000 --> 00:16:10.000]  是出於結黨,
[00:16:10.000 --> 00:16:11.000]  並不誠實,
[00:16:11.000 --> 00:16:18.000]  意思要加增我困所的苦楚。
[00:16:18.000 --> 00:16:21.000]  如果綜合第一章,
[00:16:21.000 --> 00:16:25.000]  七十三、十四、十七,
[00:16:25.000 --> 00:16:27.000]  這四句說話,
[00:16:27.000 --> 00:16:29.000]  我們可以很肯定知道,
[00:16:29.000 --> 00:16:33.000]  保羅寫《菲勒比書》的時候,
[00:16:33.000 --> 00:16:39.000]  他是在困所之中,
[00:16:39.000 --> 00:16:42.000]  誰鎖住他?
[00:16:42.000 --> 00:16:45.000]  羅馬政府。
[00:16:45.000 --> 00:16:48.000]  所以提到御刑全軍,
[00:16:48.000 --> 00:16:52.000]  保羅是在坐牢的,
[00:16:52.000 --> 00:16:54.000]  坐牢的時候,
[00:16:54.000 --> 00:16:55.000]  都這麼喜朗,
[00:16:55.000 --> 00:16:58.000]  他的監倉當然是頭等,
[00:16:58.000 --> 00:17:00.000]  有冷氣,
[00:17:00.000 --> 00:17:02.000]  有人服侍,
[00:17:02.000 --> 00:17:03.000]  你以為今天,
[00:17:03.000 --> 00:17:06.000]  人道主義的北歐嗎?
[00:17:06.000 --> 00:17:08.000]  以前俄羅斯、蘇聯,
[00:17:08.000 --> 00:17:10.000]  經濟很差的時候,
[00:17:10.000 --> 00:17:12.000]  蘇聯人過境,
[00:17:12.000 --> 00:17:13.000]  特意打爛玻璃,
[00:17:13.000 --> 00:17:15.000]  坐在那裡等人抓,
[00:17:15.000 --> 00:17:17.000]  原來在芬蘭,
[00:17:17.000 --> 00:17:18.000]  瑞典,挪威,
[00:17:18.000 --> 00:17:20.000]  坐牢兩個星期,
[00:17:20.000 --> 00:17:21.000]  不單好吃好住,
[00:17:21.000 --> 00:17:22.000]  還有工作,
[00:17:22.000 --> 00:17:23.000]  出牢的時候,
[00:17:23.000 --> 00:17:25.000]  有人工給的,
[00:17:25.000 --> 00:17:28.000]  好過在那邊失業,
[00:17:28.000 --> 00:17:29.000]  失業,
[00:17:29.000 --> 00:17:30.000]  於是用光錢,
[00:17:30.000 --> 00:17:32.000]  他又過境回來,
[00:17:32.000 --> 00:17:34.000]  又拿起磚頭,
[00:17:34.000 --> 00:17:35.000]  又打爛玻璃窗,
[00:17:35.000 --> 00:17:36.000]  然後坐在那裡,
[00:17:36.000 --> 00:17:39.000]  是我做的。
[00:17:39.000 --> 00:17:40.000]  這是今天,
[00:17:40.000 --> 00:17:44.000]  很富庶的北歐社會,
[00:17:44.000 --> 00:17:46.000]  社會主義的國家,
[00:17:46.000 --> 00:17:50.000]  才有這麼好的待遇。
[00:17:50.000 --> 00:17:52.000]  以前坐牢,
[00:17:52.000 --> 00:17:54.000]  不是人這麼笨,
[00:17:54.000 --> 00:17:56.000]  坐牢第一件事要做什麼?
[00:17:56.000 --> 00:17:58.000]  你知道嗎?
[00:17:58.000 --> 00:17:59.000]  忘記了,
[00:17:59.000 --> 00:18:02.000]  自從有廉政公署之後,
[00:18:02.000 --> 00:18:05.000]  坐牢第一件事要做什麼?
[00:18:05.000 --> 00:18:07.000]  要花錢,
[00:18:07.000 --> 00:18:09.000]  疏通,
[00:18:09.000 --> 00:18:11.000]  誰兵看你的,
[00:18:11.000 --> 00:18:12.000]  第一件事不是,
[00:18:12.000 --> 00:18:13.000]  兵哥你好,
[00:18:13.000 --> 00:18:14.000]  那就是沒錢的,
[00:18:14.000 --> 00:18:15.000]  不是,
[00:18:15.000 --> 00:18:16.000]  什麼都不用說的,
[00:18:16.000 --> 00:18:19.000]  先塞個紅包過去,
[00:18:19.000 --> 00:18:20.000]  照顧照顧,
[00:18:20.000 --> 00:18:21.000]  客氣客氣,
[00:18:21.000 --> 00:18:22.000]  又不用說話的,
[00:18:22.000 --> 00:18:24.000]  包起來就是了,
[00:18:24.000 --> 00:18:26.000]  你塞了多少錢給人家?
[00:18:26.000 --> 00:18:27.000]  不是,
[00:18:27.000 --> 00:18:28.000]  多少錢都要塞的,
[00:18:28.000 --> 00:18:31.000]  保羅有多少錢?
[00:18:31.000 --> 00:18:33.000]  菲律賓教會奉獻給他,
[00:18:33.000 --> 00:18:35.000]  用來塞錢?
[00:18:35.000 --> 00:18:36.000]  沒有,
[00:18:36.000 --> 00:18:37.000]  保羅沒錢的,
[00:18:37.000 --> 00:18:39.000]  對保羅坐牢很痛苦,
[00:18:39.000 --> 00:18:42.000]  這個出了名沒錢的,
[00:18:42.000 --> 00:18:43.000]  是,
[00:18:43.000 --> 00:18:44.000]  我小時候,
[00:18:44.000 --> 00:18:48.000]  家裡坐船去新加坡,
[00:18:48.000 --> 00:18:49.000]  回來的時候,
[00:18:49.000 --> 00:18:52.000]  當時還沒有廉政公署,
[00:18:52.000 --> 00:18:55.000]  原來海關上船檢查,
[00:18:55.000 --> 00:18:57.000]  查行李,
[00:18:57.000 --> 00:18:58.000]  關上門,
[00:18:58.000 --> 00:18:59.000]  講數,
[00:18:59.000 --> 00:19:01.000]  我親眼見到的,
[00:19:01.000 --> 00:19:03.000]  所以後來我進廉政公署就是這個意思,
[00:19:03.000 --> 00:19:05.000]  不是查行李的,
[00:19:05.000 --> 00:19:07.000]  一關上門就多少?
[00:19:07.000 --> 00:19:09.000]  他不是問你帶了多少東西進來,
[00:19:09.000 --> 00:19:11.000]  他問你準備給多少?
[00:19:11.000 --> 00:19:13.000]  懂得做的就問,
[00:19:13.000 --> 00:19:15.000]  那工價是多少?
[00:19:15.000 --> 00:19:17.000]  是這樣談的,
[00:19:17.000 --> 00:19:19.000]  每人六十,
[00:19:19.000 --> 00:19:21.000]  沒得價談的,
[00:19:21.000 --> 00:19:23.000]  你就給錢,
[00:19:23.000 --> 00:19:24.000]  我爸爸,
[00:19:24.000 --> 00:19:25.000]  我媽媽,
[00:19:25.000 --> 00:19:27.000]  我兩個妹妹,
[00:19:27.000 --> 00:19:28.000]  那間房一家四口,
[00:19:28.000 --> 00:19:29.000]  我看到,
[00:19:29.000 --> 00:19:31.000]  因為我住了別的房間,
[00:19:31.000 --> 00:19:33.000]  那間房進去,
[00:19:33.000 --> 00:19:35.000]  我爸爸不會給錢的,
[00:19:35.000 --> 00:19:36.000]  不會給黑錢的,
[00:19:36.000 --> 00:19:37.000]  所以第一句話就是,
[00:19:37.000 --> 00:19:39.000]  我們是牧師家庭,
[00:19:39.000 --> 00:19:42.000]  那個海關的人就說,
[00:19:42.000 --> 00:19:43.000]  哦,
