
[00:00:00.000 --> 00:00:08.000]  好 今年的主題 記不記得 成為宣教的群體
[00:02:53.000 --> 00:02:57.000]  丹爾利對太監長所派管理丹爾利
[00:02:57.000 --> 00:03:03.000]  哈拿利亞 米沙利 阿沙利亞的委辦說
[00:03:03.000 --> 00:03:06.000]  求你施施捕人們十篇
[00:03:06.000 --> 00:03:10.000]  給我們素菜吃 白水喝
[00:03:10.000 --> 00:03:13.000]  然後看看我們的面貌
[00:03:13.000 --> 00:03:16.000]  和用王膳那少年人的面貌
[00:03:16.000 --> 00:03:21.000]  就照你所看的待獲人吧
[00:03:21.000 --> 00:03:24.000]  委辦便允許他們這件事
[00:03:24.000 --> 00:03:27.000]  施看他們十天
[00:03:27.000 --> 00:03:29.000]  過了十天
[00:03:29.000 --> 00:03:33.000]  見他們的面貌比用王膳的一切少年人
[00:03:33.000 --> 00:03:36.000]  更加俊美肥胖
[00:03:36.000 --> 00:03:40.000]  於是委辦撤去派他們用的膳
[00:03:40.000 --> 00:03:44.000]  喝的酒給他們素菜吃
[00:03:44.000 --> 00:03:46.000]  那四個少年人
[00:03:46.000 --> 00:03:49.000]  神在各樣文字學問上
[00:03:49.000 --> 00:03:51.000]  似給他們聰明知識
[00:03:51.000 --> 00:03:56.000]  丹爾利又明白各樣的意象和夢想
[00:03:56.000 --> 00:04:01.000]  尼泊爾格尼撒王預定帶進少年人來的日期滿了
[00:04:01.000 --> 00:04:05.000]  太監長就把他們帶到王面前
[00:04:05.000 --> 00:04:07.000]  王與他們談論
[00:04:07.000 --> 00:04:11.000]  見少年人中無一能比丹爾利
[00:04:11.000 --> 00:04:15.000]  哈拿尼亞、米沙利、阿薩利亞
[00:04:15.000 --> 00:04:19.000]  所以留著他們在王面前侍立
[00:04:19.000 --> 00:04:22.000]  王考問他們一切時
[00:04:22.000 --> 00:04:29.000]  就見他們的智慧聰明比通國的術士和用法術的勝過十倍
[00:04:29.000 --> 00:04:33.000]  到蔡老闆王懸念丹爾利還在
[00:04:33.000 --> 00:04:34.000]  好 我們待會再討論
[00:04:34.000 --> 00:04:39.000]  主耶穌我們感謝祢賜給我們丹爾利的見證
[00:04:39.000 --> 00:04:42.000]  知道他活在一個很不容易的世代
[00:04:42.000 --> 00:04:45.000]  但他依然可以對你有忠誠的見證
[00:04:45.000 --> 00:04:51.000]  幫助從我們的身上能夠學到一些功課應用在我們生活
[00:04:51.000 --> 00:04:53.000]  以致我們面對今天的生活
[00:04:53.000 --> 00:04:55.000]  無論我們樂觀、悲觀
[00:04:55.000 --> 00:04:57.000]  我們總不放棄
[00:04:57.000 --> 00:05:01.000]  相信我們為你可以作出好的見證
[00:05:01.000 --> 00:05:03.000]  我們交託祂的祈禱
[00:05:03.000 --> 00:05:05.000]  祝基督平安
[00:05:05.000 --> 00:05:11.000]  上星期陳木說過丹爾利書第二章
[00:05:11.000 --> 00:05:16.000]  我決定說第一章的時候還不知道他說第二章
[00:05:16.000 --> 00:05:19.000]  你知道一站很有計劃
[00:05:19.000 --> 00:05:23.000]  所以他們的行政主任是甚麼
[00:05:23.000 --> 00:05:27.000]  總之他一早就問我們拿講題
[00:05:27.000 --> 00:05:31.000]  一早就想著說丹爾利書
[00:05:31.000 --> 00:05:44.000]  但某程度上也是可以注釋陳木說過的東西
[00:05:44.000 --> 00:05:49.000]  如果你記得陳木上次說的第二章
[00:05:49.000 --> 00:05:54.000]  黃夢見的四個像
[00:05:54.000 --> 00:06:01.000]  總之陳木上次的結論就是上主是掌管世界上的歷史
[00:06:01.000 --> 00:06:04.000]  無論你看到多威風的黃
[00:06:04.000 --> 00:06:06.000]  政權多威猛
[00:06:06.000 --> 00:06:16.000]  人在或者特別教會甚至個別信徒在霸權政權面前毫無還手力量
[00:06:16.000 --> 00:06:19.000]  但實際上神是掌管歷史的
[00:06:19.000 --> 00:06:22.000]  所以你不知道神會怎樣改變歷史
[00:06:22.000 --> 00:06:25.000]  陳木舉了一個非洲國家的例子
[00:06:25.000 --> 00:06:29.000]  舉國舉行國家禱告日
[00:06:29.000 --> 00:06:37.000]  總統在宣告就職的時候宣告代表人民向神認罪
[00:06:37.000 --> 00:06:40.000]  基本上就是上次陳木的結論
[00:06:40.000 --> 00:06:42.000]  或者要說的教導
[00:06:42.000 --> 00:06:44.000]  神是掌管歷史的
[00:06:44.000 --> 00:06:47.000]  這是第二章的教導
[00:06:47.000 --> 00:06:49.000]  不過今天就繼續討論
[00:06:49.000 --> 00:06:53.000]  我們相信神是掌管歷史才算
[00:06:53.000 --> 00:06:56.000]  但我們依然活在一個困難的光景
[00:06:56.000 --> 00:06:59.000]  可能活在一個困難的光景
[00:06:59.000 --> 00:07:02.000]  我們怎樣做一個有智慧的人呢?
[00:07:02.000 --> 00:07:05.000]  但以理書是有趣的
[00:07:05.000 --> 00:07:13.000]  我們現在中文的聖經就跟著拉丁文的聖經
[00:07:13.000 --> 00:07:20.000]  但以理書就等於先知書的一欄
[00:07:20.000 --> 00:07:23.000]  但如果讀希伯來聖經就知道
[00:07:23.000 --> 00:07:30.000]  希伯來聖經就把但以理書等於另一類書
[00:07:30.000 --> 00:07:33.000]  就叫做Writing
[00:07:33.000 --> 00:07:39.000]  如果用四副全書的分類就叫做雜說
[00:07:39.000 --> 00:07:41.000]  但以理書等於雜說的一類
[00:07:41.000 --> 00:07:44.000]  不是先知的一類
[00:07:44.000 --> 00:07:50.000]  其實猶太人看但以理是一種智慧文學
[00:07:50.000 --> 00:07:55.000]  先知就是神直接宣告一些事情
[00:07:55.000 --> 00:07:57.000]  神告訴你 你就聽
[00:07:57.000 --> 00:08:02.000]  智慧文學就比較說我們活在一個複雜的環境
[00:08:02.000 --> 00:08:04.000]  我們活在現世中
[00:08:04.000 --> 00:08:06.000]  我們不像先知
[00:08:06.000 --> 00:08:08.000]  一定像先知一樣
[00:08:08.000 --> 00:08:10.000]  神的話語淋到我們身上
[00:08:10.000 --> 00:08:12.000]  然後宣告給世人
[00:08:12.000 --> 00:08:13.000]  我們沒有這麼偉大
[00:08:13.000 --> 00:08:17.000]  但作為一個人我們怎樣去面對呢?
[00:08:17.000 --> 00:08:19.000]  這個複雜的環境
[00:08:19.000 --> 00:08:21.000]  所以但以理書都很有趣
[00:08:21.000 --> 00:08:25.000]  但以理書固然有神的啟示
[00:08:25.000 --> 00:08:27.000]  但他都強調是
[00:08:27.000 --> 00:08:29.000]  或者是王做了一個夢
[00:08:29.000 --> 00:08:31.000]  要求但以理傳息
[00:08:31.000 --> 00:08:33.000]  但以理禱告
[00:08:33.000 --> 00:08:36.000]  或者是但以理自己做了一個夢
[00:08:36.000 --> 00:08:42.000]  書中強調但以理是不知道自己在夢發甚麼
[00:08:42.000 --> 00:08:44.000]  在夢境裏他會問天使
[00:08:44.000 --> 00:08:46.000]  這是甚麼意思
[00:08:46.000 --> 00:08:49.000]  但以理我覺得這本書都是反映
[00:08:49.000 --> 00:08:53.000]  我們今天一個人在複雜的環境裏
[00:08:53.000 --> 00:08:58.000]  有時我們未必有耶和華如此說的信心
[00:08:58.000 --> 00:09:01.000]  不過我們都要去做一些選擇
[00:09:01.000 --> 00:09:07.000]  但以理的複雜處於一個甚麼複雜的環境裏呢?
[00:09:07.000 --> 00:09:11.000]  第一第二節已經講了一個佈局給你聽
[00:09:11.000 --> 00:09:13.000]  猶太王約阿經在位
[00:09:13.000 --> 00:09:16.000]  巴比倫王來到耶路撒冷
[00:09:16.000 --> 00:09:18.000]  滅了猶大國
[00:09:18.000 --> 00:09:20.000]  基本上第一節就告訴你
[00:09:20.000 --> 00:09:24.000]  第二節就將聖殿裏面的器皿
[00:09:24.000 --> 00:09:30.000]  帶到斯達比 帶到巴比倫那裏
[00:09:30.000 --> 00:09:32.000]  放在他的神廟裏
[00:09:32.000 --> 00:09:34.000]  所以他告訴你兩件事
[00:09:34.000 --> 00:09:37.000]  巴比倫王一是滅了猶大國
[00:09:37.000 --> 00:09:39.000]  用今天的說法
[00:09:39.000 --> 00:09:45.000]  他就是猶大國或者猶太人的滅國仇人
[00:09:45.000 --> 00:09:49.000]  你記住巴比倫在先知書裏
[00:09:49.000 --> 00:09:51.000]  比如以西傑書裏
[00:09:51.000 --> 00:09:54.000]  他想到巴比倫好像是邪惡力量的代表
[00:09:54.000 --> 00:09:57.000]  而尼泊爾夾尼撒王就是那個
[00:09:57.000 --> 00:10:04.000]  叫以色列人或猶太人家破人亡的王
[00:10:04.000 --> 00:10:06.000]  所以你說有多邪惡呢?
[00:10:06.000 --> 00:10:10.000]  在以色列人的心目中
[00:10:10.000 --> 00:10:15.000]  尼泊爾夾尼撒差不多等於古代的希特勒
[00:10:15.000 --> 00:10:18.000]  或者未必希特勒那麼無緣無故殺了六百萬人
[00:10:18.000 --> 00:10:21.000]  總之是一個國家仇人
[00:10:21.000 --> 00:10:22.000]  第一節告訴你
[00:10:22.000 --> 00:10:23.000]  第二節告訴你
[00:10:23.000 --> 00:10:26.000]  他也是一個很傲慢的
[00:10:26.000 --> 00:10:28.000]  看不起耶和華的人
[00:10:28.000 --> 00:10:29.000]  起碼是本來的
[00:10:29.000 --> 00:10:31.000]  他把耶和華的聖物
[00:10:31.000 --> 00:10:35.000]  由耶和華的殿搬進了他自己的神殿
[00:10:35.000 --> 00:10:37.000]  就等在那裏
[00:10:37.000 --> 00:10:40.000]  等於你將
[00:10:40.000 --> 00:10:42.000]  我不知道等於甚麼
[00:10:42.000 --> 00:10:46.000]  如果有個人將一個十字架
[00:10:46.000 --> 00:10:49.000]  放在王大仙那裏
[00:10:49.000 --> 00:10:52.000]  用十字架佔領王大仙的帳
[00:10:52.000 --> 00:10:55.000]  我想基督徒一般都會大大抗議
[00:10:55.000 --> 00:10:58.000]  你想想巴黎開幕禮已經在那裏喧嘩喧嘩
[00:10:58.000 --> 00:11:01.000]  是一個很不尊重的行為
[00:11:01.000 --> 00:11:02.000]  好了
[00:11:02.000 --> 00:11:05.000]  但在這樣的處境裏
[00:11:05.000 --> 00:11:06.000]  又如何呢?
[00:11:06.000 --> 00:11:07.000]  接著他就說
[00:11:07.000 --> 00:11:09.000]  於是王就吩咐
[00:11:09.000 --> 00:11:12.000]  太監長就從以色列的宗室和貴州
[00:11:12.000 --> 00:11:13.000]  帶幾個人來
[00:11:13.000 --> 00:11:16.000]  包括但爾利和他的三個朋友
[00:11:16.000 --> 00:11:17.000]  不多說了
[00:11:17.000 --> 00:11:20.000]  經文就強調一件事
[00:11:20.000 --> 00:11:22.000]  就是很年輕
[00:11:22.000 --> 00:11:26.000]  明顯他選擇這些年少沒有殘疾的人
[00:11:26.000 --> 00:11:29.000]  可能是八九歲
[00:11:29.000 --> 00:11:32.000]  不是一些夜睡大學畢業生
[00:11:32.000 --> 00:11:34.000]  是一些很年輕的人
[00:11:34.000 --> 00:11:37.000]  所以到最後一章結論的時候
[00:11:37.000 --> 00:11:39.000]  第一節
[00:11:39.000 --> 00:11:41.000]  他說他活到古涅黃
[00:11:41.000 --> 00:11:44.000]  告訴你其實但爾利很年輕
[00:11:44.000 --> 00:11:47.000]  一出道的時候很年輕
[00:11:47.000 --> 00:11:50.000]  那麼年輕有什麼重要性呢?
[00:11:50.000 --> 00:11:55.000]  我想可能但爾利其實他去學這些
[00:11:55.000 --> 00:11:57.000]  加勒比人的文字語言
[00:11:57.000 --> 00:11:59.000]  要進入
[00:11:59.000 --> 00:12:01.000]  你當今天的說法
[00:12:01.000 --> 00:12:07.000]  就等於現在大陸都有一些叫訓練公務員的學校
[00:12:07.000 --> 00:12:15.000]  但爾利被人拉進了巴比倫公務員高級學校讀書
[00:12:15.000 --> 00:12:17.000]  但經文就強調一件事
[00:12:17.000 --> 00:12:19.000]  這個不是但爾利選擇的
[00:12:19.000 --> 00:12:21.000]  不是但爾利第二個申請
[00:12:21.000 --> 00:12:24.000]  但爾利仰望做巴比倫的高官
[00:12:24.000 --> 00:12:25.000]  他申請的信
[00:12:25.000 --> 00:12:29.000]  他的父母希望他能夠進入Band One學校
[00:12:29.000 --> 00:12:31.000]  申請進入這間政府學校
[00:12:31.000 --> 00:12:32.000]  不是
[00:12:32.000 --> 00:12:34.000]  是因為巴比倫人的政策
[00:12:34.000 --> 00:12:38.000]  他在每一個民族都找一些最厲害的人
[00:12:38.000 --> 00:12:41.000]  然後就拉這些人進入他們的官方學校
[00:12:41.000 --> 00:12:43.000]  就學巴比倫人的文化
[00:12:43.000 --> 00:12:44.000]  加勒底的文字
[00:12:44.000 --> 00:12:46.000]  今天我們叫Akkadian
[00:12:46.000 --> 00:12:49.000]  學Akkadian學巴比倫的法律
[00:12:49.000 --> 00:12:51.000]  巴比倫社會運作的方法
[00:12:51.000 --> 00:12:57.000]  以致他們能夠成為巴比倫政府裡面的公務員
[00:12:57.000 --> 00:12:59.000]  甚至很可能有個功用
[00:12:59.000 --> 00:13:01.000]  他們就希望這些小宋民族
[00:13:01.000 --> 00:13:05.000]  能夠幫巴比倫政府管理那些小宋民族
[00:13:05.000 --> 00:13:07.000]  就像今天西藏
[00:13:07.000 --> 00:13:11.000]  中央政府就會找一些西藏的人
[00:13:11.000 --> 00:13:13.000]  願意和中央政府的
[00:13:13.000 --> 00:13:16.000]  就會找他們管理西藏
[00:13:16.000 --> 00:13:19.000]  西藏的案例通常是省長西藏人
[00:13:19.000 --> 00:13:22.000]  但是黨委秘書第一秘書是華人
[00:13:22.000 --> 00:13:23.000]  即是漢人
[00:13:23.000 --> 00:13:25.000]  這就是北京的做法
[00:13:25.000 --> 00:13:26.000]  看著你
[00:13:26.000 --> 00:13:28.000]  但無論如何這是很正常的做法
[00:13:28.000 --> 00:13:30.000]  你管理很多民族
[00:13:30.000 --> 00:13:33.000]  於是在你管理的小宋民族之中
[00:13:33.000 --> 00:13:37.000]  找一個願意和你合作的那個民族的人
[00:13:37.000 --> 00:13:39.000]  就管理那個民族
[00:13:39.000 --> 00:13:41.000]  某程度上就是一些安撫政策
[00:13:41.000 --> 00:13:42.000]  他可以說
[00:13:42.000 --> 00:13:45.000]  我都給你的人管理
[00:13:45.000 --> 00:13:47.000]  也是聰明的
[00:13:47.000 --> 00:13:49.000]  因為假設
[00:13:49.000 --> 00:13:51.000]  譬如那個是西藏人
[00:13:51.000 --> 00:13:53.000]  他知道西藏人的文化
[00:13:53.000 --> 00:13:55.000]  西藏人有什麼暗喻溝通
[00:13:55.000 --> 00:13:56.000]  他都明白
[00:13:56.000 --> 00:13:58.000]  所以找一個西藏人
[00:13:58.000 --> 00:13:59.000]  看西藏人
[00:13:59.000 --> 00:14:02.000]  可以說是管理得更加嚴謹
[00:14:02.000 --> 00:14:03.000]  好了
[00:14:03.000 --> 00:14:07.000]  不知道但義理心情如何
[00:14:07.000 --> 00:14:09.000]  這本書其實但義理書
[00:14:09.000 --> 00:14:12.000]  起碼從現代人來說
[00:14:12.000 --> 00:14:15.000]  很少講但義理心裡的感受
[00:14:15.000 --> 00:14:17.000]  他不是一本現代小說
[00:14:17.000 --> 00:14:19.000]  他只記錄但義理說了什麼
[00:14:19.000 --> 00:14:21.000]  做夢夢了什麼
[00:14:21.000 --> 00:14:23.000]  夢裡和天使說了什麼
[00:14:23.000 --> 00:14:25.000]  他心裡有沒有掙扎我不知道
[00:14:25.000 --> 00:14:28.000]  為什麼我要強調這件事呢
[00:14:28.000 --> 00:14:31.000]  我們有時看但義理書
[00:14:31.000 --> 00:14:33.000]  譬如第一章
[00:14:33.000 --> 00:14:35.000]  兒童主義學都教過
[00:14:35.000 --> 00:14:37.000]  我們很多時看但義理
[00:14:37.000 --> 00:14:41.000]  但義理不吃黃的食物
[00:14:41.000 --> 00:14:43.000]  所以不沾世間的
[00:14:43.000 --> 00:14:46.000]  所謂邪惡的事情
[00:14:46.000 --> 00:14:48.000]  但其實這樣說
[00:14:48.000 --> 00:14:51.000]  都是很斷章取義
[00:14:51.000 --> 00:14:54.000]  你想想但義理學
[00:14:54.000 --> 00:14:56.000]  學巴比倫的語言
[00:14:56.000 --> 00:14:58.000]  學巴比倫的文化
[00:14:58.000 --> 00:15:01.000]  後來進入巴比倫的政府裡
[00:15:01.000 --> 00:15:03.000]  做事成為一個高官
[00:15:03.000 --> 00:15:05.000]  所以譬如以前
[00:15:05.000 --> 00:15:09.000]  大家回到中日戰爭時
[00:15:09.000 --> 00:15:10.000]  二次世界大戰
[00:15:10.000 --> 00:15:15.000]  日本佔據了中國部分地方
[00:15:15.000 --> 00:15:17.000]  包括佔據了上海
[00:15:17.000 --> 00:15:19.000]  在上海成立了一個政府
[00:15:19.000 --> 00:15:21.000]  找汪精衛做大領人
[00:15:21.000 --> 00:15:25.000]  起碼我上一輩的人
[00:15:25.000 --> 00:15:28.000]  年輕時可能不知道汪精衛是誰
[00:15:28.000 --> 00:15:30.000]  總之我上一輩的人
[00:15:30.000 --> 00:15:32.000]  一提起汪精衛就會罵他什麼
[00:15:32.000 --> 00:15:34.000]  漢奸
[00:15:34.000 --> 00:15:38.000]  現在但義理幫巴比倫
[00:15:38.000 --> 00:15:42.000]  一個滅他國家的王
[00:15:42.000 --> 00:15:44.000]  幫他打工
[00:15:44.000 --> 00:15:46.000]  但義理是什麼
[00:15:46.000 --> 00:15:48.000]  不知道是不是遊奸
[00:15:48.000 --> 00:15:55.000]  但義理完全不沾染這個世界的污濁空氣
[00:15:55.000 --> 00:15:57.000]  當然不是
[00:15:57.000 --> 00:16:01.000]  他進入這個所謂的邪惡的王
[00:16:01.000 --> 00:16:07.000]  進入一個妙事惹禍的王的政權裡做官
[00:16:07.000 --> 00:16:11.000]  還不是跟這個所謂的邪惡世界打交道
[00:16:11.000 --> 00:16:13.000]  深入這個邪惡世界
[00:16:13.000 --> 00:16:15.000]  甚至可以這樣說
[00:16:15.000 --> 00:16:17.000]  這個其實都給我們反省
[00:16:17.000 --> 00:16:19.000]  我們做基督徒
[00:16:19.000 --> 00:16:21.000]  我們覺得這個世界很邪惡
[00:16:21.000 --> 00:16:23.000]  假如你覺得世界很美好
[00:16:23.000 --> 00:16:25.000]  那就Hallelujah
[00:16:25.000 --> 00:16:27.000]  但我覺得
[00:16:27.000 --> 00:16:29.000]  如果活在邪惡世界
[00:16:29.000 --> 00:16:31.000]  但義理也是
[00:16:31.000 --> 00:16:33.000]  但我們活在邪惡世界
[00:16:33.000 --> 00:16:35.000]  有兩種選擇
[00:16:35.000 --> 00:16:37.000]  但義理書都不推薦
[00:16:37.000 --> 00:16:41.000]  第一種當然是跟隨這個世界的習俗
[00:16:41.000 --> 00:16:44.000]  所謂做世界仔世界女
[00:16:44.000 --> 00:16:46.000]  人家貪污你也貪污
[00:16:46.000 --> 00:16:48.000]  人家賄賂你也賄賂
[00:16:48.000 --> 00:16:51.000]  以至你可以比人家更加成功
[00:16:51.000 --> 00:16:53.000]  人家拍馬屁你也拍馬屁
[00:16:53.000 --> 00:16:55.000]  這是一個選擇
[00:16:55.000 --> 00:16:57.000]  我們基督徒經常說的
[00:16:57.000 --> 00:17:00.000]  但另一個選擇就是做一個憤世嫉俗的人
[00:17:00.000 --> 00:17:02.000]  這個世界很邪惡
[00:17:02.000 --> 00:17:04.000]  人人都拍馬屁
[00:17:04.000 --> 00:17:06.000]  我就不拍馬屁
[00:17:06.000 --> 00:17:08.000]  我這個人很清高
[00:17:08.000 --> 00:17:10.000]  我不會學世人的習俗
[00:17:10.000 --> 00:17:12.000]  所以甚麼都站在一邊
[00:17:12.000 --> 00:17:14.000]  所以這世人我只是做一個
[00:17:14.000 --> 00:17:16.000]  簡單的工作
[00:17:16.000 --> 00:17:18.000]  做好我的工作就行了
[00:17:18.000 --> 00:17:20.000]  我不用理會世界
[00:17:20.000 --> 00:17:22.000]  邪惡的人我不跟他做朋友
[00:17:22.000 --> 00:17:24.000]  我真的去過一些講座
[00:17:24.000 --> 00:17:26.000]  有人問我
[00:17:26.000 --> 00:17:28.000]  公司裏面的人
[00:17:28.000 --> 00:17:30.000]  個個都是心懷鬼胎
[00:17:30.000 --> 00:17:33.000]  個個都是很壞的
[00:17:33.000 --> 00:17:35.000]  很自私的
[00:17:35.000 --> 00:17:37.000]  那我怎麼辦呢
[00:17:37.000 --> 00:17:39.000]  不知道他是否期望我的答案
[00:17:39.000 --> 00:17:42.000]  那你就不要理會那些人
[00:17:42.000 --> 00:17:44.000]  但爾利不是這樣
[00:17:44.000 --> 00:17:48.000]  但爾利願意接受迦勒底的訓練
[00:17:48.000 --> 00:17:50.000]  還學了他們的知識
[00:17:50.000 --> 00:17:52.000]  還有剛才讀過的
[00:17:52.000 --> 00:17:56.000]  他的聰明智慧勝過其他人
[00:17:56.000 --> 00:17:58.000]  那這些是甚麼人聰明智慧呢
[00:17:58.000 --> 00:18:01.000]  不是在說摩西律法
[00:18:01.000 --> 00:18:06.000]  巴比倫公務員學校的考試
[00:18:06.000 --> 00:18:08.000]  不是考摩西的律法
[00:18:08.000 --> 00:18:10.000]  是考巴比倫的律法
[00:18:10.000 --> 00:18:12.000]  巴比倫的文化
[00:18:12.000 --> 00:18:14.000]  但爾利學了這些東西
[00:18:14.000 --> 00:18:16.000]  他比巴比倫人還厲害
[00:18:16.000 --> 00:18:18.000]  可能他學巴比倫人的東西
[00:18:18.000 --> 00:18:20.000]  比巴比倫人還厲害
[00:18:20.000 --> 00:18:28.000]  所以你看到他很了解社會的運作原則
[00:18:28.000 --> 00:18:31.000]  他不會因為這個社會很邪惡
[00:18:31.000 --> 00:18:33.000]  所以和這個社會割席
[00:18:33.000 --> 00:18:38.000]  他反而更加了解這個社會很邪惡
[00:18:38.000 --> 00:18:40.000]  邪惡的東西在哪裏呢
[00:18:40.000 --> 00:18:42.000]  就算這個社會很邪惡
[00:18:42.000 --> 00:18:44.000]  也沒有理由百分百邪惡
[00:18:44.000 --> 00:18:48.000]  如果這個社會只有邪惡的東西
[00:18:48.000 --> 00:18:50.000]  社會就會倒塌
[00:18:50.000 --> 00:18:52.000]  社會一定有些好的東西
[00:18:52.000 --> 00:18:56.000]  才能保持社會不會散
[00:18:56.000 --> 00:19:04.000]  所以你看到但爾利很賣力了解巴比倫的國家
[00:19:04.000 --> 00:19:10.000]  當然斯汀文強調這是神簡選但爾利
[00:19:10.000 --> 00:19:14.000]  如果你看到另一個案例
[00:19:14.000 --> 00:19:18.000]  好像是以斯帖記
[00:19:18.000 --> 00:19:23.000]  以斯帖記的末底改又是在波斯王裏面做一個示威
[00:19:23.000 --> 00:19:27.000]  所以你看到這個故事不是那麼簡單
[00:19:27.000 --> 00:19:29.000]  不是好的神的選民
[00:19:29.000 --> 00:19:31.000]  那些叫做壞人
[00:19:31.000 --> 00:19:33.000]  壞人我們不用理會
[00:19:33.000 --> 00:19:35.000]  我們盡量避免避開不要接觸
[00:19:35.000 --> 00:19:38.000]  你看到舊有的見證
[00:19:38.000 --> 00:19:42.000]  起碼部分人不敢說一定每一個人
[00:19:42.000 --> 00:19:47.000]  有些人簡選很深入到世俗的社會裏面
[00:19:47.000 --> 00:19:49.000]  去為神做見證
[00:19:49.000 --> 00:19:54.000]  如果你認為神真的猜險你
[00:19:54.000 --> 00:19:57.000]  進入世俗社會做見證
[00:19:57.000 --> 00:19:59.000]  第一是很有價值的
[00:19:59.000 --> 00:20:01.000]  我再強調一件事
[00:20:01.000 --> 00:20:05.000]  譬如你是一個法律界人士
[00:20:05.000 --> 00:20:07.000]  或者是accounting
[00:20:07.000 --> 00:20:09.000]  你現在知道香港法律
[00:20:09.000 --> 00:20:11.000]  有時政府為什麼控告某些人
[00:20:11.000 --> 00:20:13.000]  你都只有搖頭嘆息
[00:20:13.000 --> 00:20:19.000]  你看到現在香港社會很多事情很難處理
[00:20:19.000 --> 00:20:24.000]  如果你們在行業裏面的會計裏面有很多鬼馬
[00:20:24.000 --> 00:20:26.000]  我絕對佩服你
[00:20:26.000 --> 00:20:29.000]  我經常覺得你在這些行業裏面做
[00:20:29.000 --> 00:20:32.000]  對比我做牧師其實很簡單
[00:20:32.000 --> 00:20:34.000]  不要跟陳牧說
[00:20:34.000 --> 00:20:36.000]  我覺得做牧師很簡單
