
[00:00:00.000 --> 00:00:05.340]  各位大紀元的觀眾朋友 大家好
[00:02:45.820 --> 00:02:48.620]  叫我安靜閉口不言
[00:02:48.620 --> 00:02:52.780]  太過不切實際 極難的事
[00:02:52.780 --> 00:02:57.400]  但是在聖經裏面 女兒教導我們學習安靜
[00:02:57.400 --> 00:03:01.360]  安靜學習 說是就是
[00:03:01.360 --> 00:03:02.860]  說不是就是不是
[00:03:02.860 --> 00:03:06.620]  再多說就是出於冷漠者
[00:03:06.620 --> 00:03:11.360]  我想到有一個早期的教父叫做Alba Pemble
[00:03:11.360 --> 00:03:13.860]  她在曠野中獨處
[00:03:13.860 --> 00:03:17.840]  當時有一個主教叫Theophilus
[00:03:17.840 --> 00:03:19.260]  慕名而來
[00:03:19.260 --> 00:03:22.760]  希望從這位人士得到這個屬靈教導
[00:03:22.760 --> 00:03:26.320]  但Pemble一句話都沒有出聲
[00:03:26.320 --> 00:03:28.880]  她找了她這麼久 問了她很多問題
[00:03:28.880 --> 00:03:31.040]  她竟然閉口不言
[00:03:31.040 --> 00:03:33.340]  後來Pemble的學生忍不住了
[00:03:33.340 --> 00:03:34.860]  就對老師說
[00:03:34.860 --> 00:03:38.940]  人家老遠跑來 他又是主教
[00:03:38.940 --> 00:03:43.040]  為什麼你不出聲分享一下你的屬靈心得呢?
[00:03:43.040 --> 00:03:44.860]  Pemble就這樣回答她
[00:03:44.860 --> 00:03:48.580]  假如他不能夠從我的安靜裏面得到幫助
[00:03:48.580 --> 00:03:52.740]  又怎麼可以從我的言語裏面得到助紂呢?
[00:03:52.740 --> 00:03:55.040]  我引述這些Dead Fathers
[00:03:55.040 --> 00:03:57.840]  這個所謂曠野教父的故事
[00:03:57.840 --> 00:04:00.500]  不是說我今天罷工了
[00:04:00.500 --> 00:04:02.200]  我今天閉口不言了
[00:04:02.200 --> 00:04:06.320]  你們自己安靜想一下吧 不是
[00:04:06.320 --> 00:04:09.900]  也不是叫當有人去訪問你
[00:04:09.900 --> 00:04:13.360]  去探訪你 一個聲音都不出
[00:04:13.360 --> 00:04:19.440]  不是 我是說今天我們面臨一個最重要的問題
[00:04:19.440 --> 00:04:21.620]  就是我們舌頭的問題
[00:04:21.620 --> 00:04:24.020]  雅各書不是告訴你
[00:04:24.020 --> 00:04:26.960]  世上很多的猛獸都被人制服
[00:04:26.960 --> 00:04:30.840]  唯獨舌頭是不能受制服的
[00:04:30.840 --> 00:04:33.360]  人如果在舌頭上沒有過失
[00:04:33.360 --> 00:04:35.680]  他就是一個完全人
[00:04:35.680 --> 00:04:39.060]  言語本來是溝通的工具
[00:04:39.060 --> 00:04:42.600]  但是事實上很奇怪
[00:04:42.600 --> 00:04:48.900]  言語往往成為歪曲、隱藏、誤導和攻擊的武器
[00:04:48.900 --> 00:04:51.260]  為什麼舌頭這麼厲害呢?
[00:04:51.260 --> 00:04:52.680]  原因很簡單
[00:04:52.680 --> 00:05:00.060]  舌頭是我們全身最能守、最能攻的一個厲害武器
[00:05:00.060 --> 00:05:03.180]  你的手腳可能恐怖有力
[00:05:03.180 --> 00:05:05.560]  但很多時候是無用武之地
[00:05:05.560 --> 00:05:08.280]  舌頭就不同了 既快而準
[00:05:08.280 --> 00:05:10.400]  往往一針見血
[00:05:10.400 --> 00:05:12.960]  真的方便就近 非常厲害
[00:05:12.960 --> 00:05:14.880]  你可以想一想
[00:05:14.880 --> 00:05:18.920]  我們都是一群非常反應過敏的人
[00:05:18.920 --> 00:05:21.320]  英文叫做reactive
[00:05:21.320 --> 00:05:24.100]  通常我們用什麼方法反應呢?
[00:05:24.100 --> 00:05:25.680]  用言語反應
[00:05:25.680 --> 00:05:27.120]  有車跟著你的時候
[00:05:27.120 --> 00:05:30.240]  你口裏面說「抵死你」撞車撞死你
[00:05:30.240 --> 00:05:33.120]  當有人誤會你的時候 你想立即解釋
[00:05:33.120 --> 00:05:37.740]  用我們的舌頭去維護自己的形象
[00:05:37.740 --> 00:05:40.080]  維護自己的聲譽
[00:05:40.080 --> 00:05:42.880]  當耶穌講到簡樸的信心的時候
[00:05:42.880 --> 00:05:44.880]  祂就提到這個舌頭的問題
[00:05:44.880 --> 00:05:46.800]  在33至37次就說
[00:05:46.800 --> 00:05:49.560]  你們又聽見有吩咐古人的話說
[00:05:49.560 --> 00:05:53.520]  不可背誓 所起的誓
[00:05:53.520 --> 00:05:56.020]  總要向主謹守
[00:05:56.020 --> 00:05:59.060]  只是我告訴你們 什麼誓都不可起
[00:05:59.060 --> 00:06:02.640]  不可指著天起誓 因為天是神的寶座
[00:06:02.640 --> 00:06:06.600]  不可指著地起誓 因為地是祂的腳凳
[00:06:06.600 --> 00:06:08.880]  也不可指著耶路撒冷起誓
[00:06:08.880 --> 00:06:11.500]  因為耶路撒冷是大君王的京城
[00:06:11.500 --> 00:06:13.680]  也不可指著你的頭起誓
[00:06:13.680 --> 00:06:17.040]  因為你不能使一根頭髮變黑變白了
[00:06:17.040 --> 00:06:19.200]  你不得說「是」就說「是」
[00:06:19.200 --> 00:06:20.660]  「不是」就說「不是」
[00:06:20.660 --> 00:06:24.580]  若再多說「就是」出於那惡者
[00:06:24.580 --> 00:06:27.120]  舌頭本來是用來傳達心聲
[00:06:27.120 --> 00:06:30.260]  作為溝通之用 但很可惜
[00:06:30.260 --> 00:06:32.000]  因為人的罪的緣故
[00:06:32.000 --> 00:06:37.160]  舌頭就成為了一個隱藏誤導虛假的裝飾品
[00:06:37.160 --> 00:06:41.440]  所以在舊約就有起誓這件事情出現了
[00:06:41.440 --> 00:06:43.240]  所以33節就這樣說
[00:06:43.240 --> 00:06:46.620]  「你們聽見有吩咐古人的話」
[00:06:46.620 --> 00:06:50.460]  這裡是指出埃及的第20章第7節
[00:06:50.460 --> 00:06:53.160]  「你不可妄稱耶和華的名
[00:06:53.160 --> 00:06:56.760]  妄稱耶和華的神必不以他為無罪」
[00:06:56.760 --> 00:06:59.720]  文述的32章2節有這樣說
[00:06:59.720 --> 00:07:02.180]  「人若向耶和華許願或起誓
[00:07:02.180 --> 00:07:05.600]  要約束自己 就不可食言」
[00:07:05.600 --> 00:07:09.400]  聖經23章21-22節又這樣說
[00:07:09.400 --> 00:07:11.900]  「你向耶和華你的上帝許願
[00:07:11.900 --> 00:07:13.400]  償還不可前言
[00:07:13.400 --> 00:07:16.400]  因為耶和華你的上帝必向你追討
[00:07:16.400 --> 00:07:18.620]  你不償還就有罪」
[00:07:18.620 --> 00:07:21.600]  所以在舊約的時代
[00:07:21.600 --> 00:07:24.560]  摩西的律法是准許人起誓的
[00:07:24.560 --> 00:07:28.640]  只不過你起誓之後就缺不可食言了
[00:07:28.640 --> 00:07:31.440]  耶穌在這裡就叫我們不可起誓
[00:07:31.440 --> 00:07:35.540]  會不會與舊約的教導互相矛盾呢?
[00:07:35.540 --> 00:07:37.120]  如果我們要明白
[00:07:37.120 --> 00:07:43.040]  就一定要明白摩西為甚麼要訂立這樣的律法
[00:07:43.040 --> 00:07:45.760]  他訂立這些律法的目的是甚麼呢?
[00:07:45.760 --> 00:07:48.600]  他准許人起誓的原因又是甚麼呢?
[00:07:48.600 --> 00:07:53.140]  因為摩西見到人心的虛假、假、奸詐
[00:07:53.140 --> 00:07:55.160]  彼此不信任、猜忌
[00:07:55.160 --> 00:07:59.320]  說話多數是大話、空話
[00:07:59.320 --> 00:08:01.120]  不知道哪句才是真
[00:08:01.120 --> 00:08:02.600]  是真是假
[00:08:02.600 --> 00:08:04.320]  分辨不清楚
[00:08:04.320 --> 00:08:06.500]  因此為了要解決這些問題
[00:08:06.500 --> 00:08:08.280]  就容許人起誓
[00:08:08.280 --> 00:08:12.160]  以至可以提醒人要謹慎說話
[00:08:12.160 --> 00:08:13.920]  不可以信口開河
[00:08:13.920 --> 00:08:17.920]  不可以虛假、不可以欺騙、不可以食言
[00:08:17.920 --> 00:08:20.400]  因為言語是非常重要的
[00:08:20.400 --> 00:08:23.640]  換句話說摩西是因為人心的剛硬
[00:08:23.640 --> 00:08:26.080]  人心的虛偽和敗壞
[00:08:26.080 --> 00:08:30.600]  因此就有起誓的律法
[00:08:30.600 --> 00:08:33.520]  如果一個人坦坦誠誠相對
[00:08:33.520 --> 00:08:35.320]  人人都是坦蕩蕩
[00:08:35.320 --> 00:08:36.800]  起誓就沒有這個需要
[00:08:36.800 --> 00:08:41.680]  其實起誓是宣告了人的虛假、人的敗壞、人的罪惡
[00:08:41.680 --> 00:08:45.120]  就好像離婚是因為人的剛硬
[00:08:45.120 --> 00:08:48.400]  以至摩西是准許人離婚
[00:08:48.400 --> 00:08:52.080]  起誓一樣是因為人的虛假、虛偽
[00:08:52.080 --> 00:08:54.960]  而有這個起誓的律法
[00:08:54.960 --> 00:08:57.680]  或者我們詳細來看看
[00:08:57.680 --> 00:09:00.080]  耶穌在這裡所說的是甚麼意思
[00:09:00.080 --> 00:09:02.080]  34節至36節
[00:09:02.080 --> 00:09:05.640]  首先我們明白耶穌說這些話的背景
[00:09:05.640 --> 00:09:07.320]  就好像離婚一樣
[00:09:07.320 --> 00:09:12.040]  摩西的律法本來是提醒人不可虛假
[00:09:12.040 --> 00:09:14.280]  但是到了耶穌的時代
[00:09:14.280 --> 00:09:16.520]  舊約的律法就被人濫用了
[00:09:16.520 --> 00:09:19.240]  當時有兩種濫用的情形
[00:09:19.240 --> 00:09:22.320]  有些人甚麼都起誓
[00:09:22.320 --> 00:09:23.720]  當吃生菜
[00:09:23.720 --> 00:09:25.720]  我發誓我會請你喝茶
[00:09:25.720 --> 00:09:30.920]  我發誓我不會說得很長
[00:09:30.920 --> 00:09:33.320]  我發誓我會準時結束
[00:09:33.320 --> 00:09:34.640]  甚麼都起誓
[00:09:34.640 --> 00:09:36.640]  甚麼都用神的名字起誓
[00:09:36.640 --> 00:09:41.040]  就將神的名字亂用一通
[00:09:41.040 --> 00:09:44.840]  所以亡青耶和華神的名
[00:09:44.840 --> 00:09:49.160]  真是很多時候我想起來
[00:09:49.160 --> 00:09:53.720]  很久之前老布希總統做總統的時候
[00:09:53.720 --> 00:09:55.720]  他說不加稅
[00:09:55.720 --> 00:09:57.720]  在競選的時候rip my lips
[00:09:57.720 --> 00:09:59.720]  言猶在語
[00:09:59.720 --> 00:10:01.720]  一做了總統之後就馬上加稅
[00:10:01.720 --> 00:10:08.920]  很多時候不單止是那些政治家、政客
[00:10:08.920 --> 00:10:12.920]  很多時候我們都是這樣的
[00:10:12.920 --> 00:10:15.720]  發過多少誓都沒有用
[00:10:15.720 --> 00:10:18.520]  全部虛假永遠落空的
[00:10:18.520 --> 00:10:19.800]  第二個錯誤是甚麼呢?
[00:10:19.800 --> 00:10:22.760]  當時的猶太人就將起誓分為兩類
[00:10:22.760 --> 00:10:25.480]  如果你是奉神的名起誓
[00:10:25.480 --> 00:10:27.240]  你就一定要實踐
[00:10:27.240 --> 00:10:28.840]  不得食言
[00:10:28.840 --> 00:10:31.480]  比方來說你是奉主的名起誓
[00:10:31.480 --> 00:10:32.840]  六點鐘起身
[00:10:32.840 --> 00:10:33.720]  做靈修
[00:10:33.720 --> 00:10:35.240]  你就要準時
[00:10:35.240 --> 00:10:36.600]  不然你就有麻煩了
[00:10:36.600 --> 00:10:38.280]  神就會罰你
[00:10:38.280 --> 00:10:41.800]  但如果你不是奉上帝的名起誓
[00:10:41.800 --> 00:10:44.600]  你是奉耶路撒冷的起誓
[00:10:44.600 --> 00:10:47.960]  耶路撒冷是神的殿、神的城
[00:10:47.960 --> 00:10:49.960]  那你向耶路撒冷起誓
[00:10:49.960 --> 00:10:51.960]  或者你向天起誓
[00:10:51.960 --> 00:10:53.480]  天是上帝所做的
[00:10:53.480 --> 00:10:54.840]  或者你向地起誓
[00:10:54.840 --> 00:10:56.280]  地也是上帝所做的
[00:10:56.280 --> 00:10:58.760]  又或者你指著你的頭起誓
[00:10:58.760 --> 00:11:00.600]  頭也是上帝所做的
[00:11:00.600 --> 00:11:02.360]  這些誓言就可以食言了
[00:11:02.360 --> 00:11:05.640]  因為你直接指著神起誓
[00:11:05.640 --> 00:11:07.480]  沒有了約束的能力
[00:11:07.480 --> 00:11:10.600]  而當事人就千方百計
[00:11:10.600 --> 00:11:13.240]  盡量避免用神的名起誓
[00:11:13.240 --> 00:11:15.720]  因為這樣就可以不守諾言
[00:11:15.720 --> 00:11:17.160]  或者不守時
[00:11:17.160 --> 00:11:19.000]  或者不守信用
[00:11:19.000 --> 00:11:20.120]  也都無所謂
[00:11:20.120 --> 00:11:21.320]  不會有麻煩
[00:11:21.320 --> 00:11:25.960]  如果你是用神的名起誓的時候
[00:11:25.960 --> 00:11:28.120]  約束力就很強了
[00:11:28.120 --> 00:11:29.880]  因為這樣的緣故
[00:11:29.880 --> 00:11:31.560]  起誓就成為一種藝術
[00:11:31.560 --> 00:11:33.080]  用來欺騙人
[00:11:33.080 --> 00:11:35.720]  我怎樣避來避去避去
[00:11:35.720 --> 00:11:39.000]  以致我可以說假話
[00:11:39.000 --> 00:11:40.520]  因此耶穌對他說
[00:11:40.520 --> 00:11:41.800]  我告訴你們
[00:11:41.800 --> 00:11:43.560]  甚麼誓也不可起
[00:11:43.560 --> 00:11:45.720]  不可指著天起誓
[00:11:45.720 --> 00:11:48.360]  因為天是上帝的寶座
[00:11:48.360 --> 00:11:50.200]  也不可以指著地起誓
[00:11:50.200 --> 00:11:52.440]  因為地是祂的腳墩
[00:11:52.440 --> 00:11:54.520]  也不可指著耶路撒冷起誓
[00:11:54.520 --> 00:11:57.080]  因為耶路撒冷是大君王的城
[00:11:57.080 --> 00:11:58.920]  也不可以指著你的頭起誓
[00:11:58.920 --> 00:12:01.480]  因為你不能使一根頭髮變黑變白
[00:12:01.480 --> 00:12:03.640]  這是甚麼意思?
[00:12:03.640 --> 00:12:07.640]  你們以為可以避開神的名
[00:12:07.640 --> 00:12:09.560]  起誓就過關了?
[00:12:09.560 --> 00:12:11.160]  你錯了
[00:12:11.160 --> 00:12:14.280]  世界上有哪一樣東西不是神所做的?
[00:12:14.280 --> 00:12:16.200]  就是你的頭髮
[00:12:16.200 --> 00:12:20.040]  每一根都是神所賜的
[00:12:20.040 --> 00:12:22.600]  如果神允許
[00:12:22.600 --> 00:12:25.160]  你黑色就不會變成白色的
[00:12:25.160 --> 00:12:26.440]  有兩個意思
[00:12:26.440 --> 00:12:30.280]  第一我們的生活是不可以分割的
[00:12:30.280 --> 00:12:32.600]  不可以說有些屬神
[00:12:32.600 --> 00:12:34.120]  我們要謹慎一點
[00:12:34.120 --> 00:12:35.400]  有些不屬神
[00:12:35.400 --> 00:12:37.240]  我們可以隨便一點
[00:12:37.240 --> 00:12:38.440]  一提到神的名
[00:12:38.440 --> 00:12:39.320]  謹慎一點
[00:12:39.320 --> 00:12:40.840]  不是上帝會罰的
[00:12:40.840 --> 00:12:42.280]  不是提神的名
[00:12:42.280 --> 00:12:44.920]  我們可以搞定
[00:12:44.920 --> 00:12:47.240]  來到禮拜堂
[00:12:47.240 --> 00:12:49.400]  有些人都是這樣的想法
[00:12:49.400 --> 00:12:51.960]  是將他的生活分割的
[00:12:51.960 --> 00:12:53.320]  去到禮拜堂
[00:12:53.320 --> 00:12:54.840]  屬靈氣氛低一點
[00:12:54.840 --> 00:12:55.400]  多一點
[00:12:55.400 --> 00:12:56.600]  我就要謹慎一點
[00:12:56.600 --> 00:12:58.120]  我要虔誠一點
[00:12:58.120 --> 00:12:59.880]  我不可以說髒話
[00:12:59.880 --> 00:13:01.800]  我不可以做這樣做那樣
[00:13:01.800 --> 00:13:03.880]  回到家就不一樣了
[00:13:03.880 --> 00:13:05.880]  神見不到了
[00:13:05.880 --> 00:13:07.240]  上帝也見不到我了
[00:13:07.240 --> 00:13:09.160]  我可以隨便一點
[00:13:09.160 --> 00:13:12.920]  星期天我開車就客氣一點
[00:13:12.920 --> 00:13:16.920]  但是禮拜堂之後星期一至星期五
[00:13:16.920 --> 00:13:18.520]  我就可以放肆一點
[00:13:18.520 --> 00:13:20.120]  因為神不在
[00:13:20.120 --> 00:13:23.160]  如果你這樣想是大錯特錯
[00:13:23.160 --> 00:13:25.320]  有哪一樣東西不是屬神的?
[00:13:25.320 --> 00:13:28.680]  沒有一樣東西不是屬於神的管轄
[00:13:28.680 --> 00:13:32.360]  每天都好像星期天一樣
[00:13:32.360 --> 00:13:35.400]  處處地方就好像禮拜堂一樣
[00:13:35.400 --> 00:13:37.720]  分分鐘都是神看著的
[00:13:37.720 --> 00:13:40.680]  不會有過關這回事的
[00:13:40.680 --> 00:13:43.960]  另一方面我們又看到一個非常慘痛的事情
[00:13:43.960 --> 00:13:47.400]  摩西的律法本來是叫人脫離罪惡的捆綁
[00:13:47.400 --> 00:13:48.680]  叫人誠實
[00:13:48.680 --> 00:13:51.960]  所以起誓的律法才會成立
[00:13:51.960 --> 00:13:54.280]  其實這些是原則來的
[00:13:54.280 --> 00:13:56.920]  是叫人誠實的原則
[00:13:56.920 --> 00:13:58.840]  但是因為人心的剛硬
[00:13:58.840 --> 00:14:00.440]  人的詭詐
[00:14:00.440 --> 00:14:02.280]  就將它變成了律法主義
[00:14:02.280 --> 00:14:06.440]  利用律法的一些的拉攏
[00:14:07.000 --> 00:14:11.880]  做一些沒有道德不誠實的行徑
[00:14:11.880 --> 00:14:16.200]  事實在今天裏面有很多很多的例子
[00:14:16.200 --> 00:14:21.160]  我們往往是很法律主義化
[00:14:21.160 --> 00:14:23.160]  Legalistic
[00:14:23.160 --> 00:14:28.440]  我想到有一個病得很嚴重的病人
[00:14:28.440 --> 00:14:30.600]  他信了耶穌
[00:14:30.600 --> 00:14:32.600]  他很想洗禮
[00:14:32.600 --> 00:14:35.800]  教會說我們教會只可以浸禮的
[00:14:35.800 --> 00:14:37.400]  不用禮的
[00:14:37.400 --> 00:14:40.440]  但是這個病重得這麼嚴重的人
[00:14:40.440 --> 00:14:43.000]  他怎樣去浸禮呢?
[00:14:43.000 --> 00:14:48.120]  是不可能對他身體絕對有影響的
[00:14:48.120 --> 00:14:52.360]  這些教會認為一定要浸
[00:14:52.360 --> 00:14:54.600]  在這樣的情形之下一定要浸
[00:14:54.600 --> 00:14:58.840]  這些就是律法主義
[00:14:58.840 --> 00:15:02.760]  誰說是浸了才會
[00:15:02.760 --> 00:15:04.840]  上帝才會營立呢?
[00:15:04.840 --> 00:15:09.640]  這個是完全是律法主義的行徑
[00:15:09.640 --> 00:15:14.760]  又有一個教會有個弟兄
[00:15:14.760 --> 00:15:16.680]  教會就說不如你做招待吧
[00:15:16.680 --> 00:15:18.680]  星期天做招待吧
[00:15:18.680 --> 00:15:20.680]  於是他就很欣然
[00:15:20.680 --> 00:15:22.440]  我信主沒多久
[00:15:22.440 --> 00:15:24.280]  教會找我做招待很開心
[00:15:24.280 --> 00:15:26.280]  做私事很好
[00:15:26.280 --> 00:15:28.280]  他一早就去到教會
[00:15:28.280 --> 00:15:33.640]  但是他沒有穿深色的西裝做招待
[00:15:33.640 --> 00:15:37.480]  他只是穿了唯一一套淺色的西裝
[00:15:37.480 --> 00:15:40.040]  因為去到教會的時候
[00:15:40.040 --> 00:15:43.000]  牧師和執掌就告訴他
[00:15:43.000 --> 00:15:44.680]  今天你不用做了
[00:15:44.680 --> 00:15:49.800]  我們教會的規矩是要穿深色的西裝才可以做私事
[00:15:49.800 --> 00:15:52.120]  你的那套不合適
[00:15:52.120 --> 00:15:54.760]  這不就是律法主義的行徑嗎?
[00:15:54.760 --> 00:15:56.040]  聖經說
[00:15:56.040 --> 00:15:57.880]  安息日為人而設
[00:15:57.880 --> 00:16:00.200]  人不是為安息日而設
[00:16:00.200 --> 00:16:02.520]  多少多少的教會
[00:16:02.520 --> 00:16:04.520]  成為了這個律法主義
[00:16:04.520 --> 00:16:06.120]  規條式
[00:16:06.120 --> 00:16:08.520]  事實上在今天這個美國社會裏面
[00:16:08.520 --> 00:16:12.120]  有很多的法律的制定
[00:16:12.120 --> 00:16:15.560]  是想保障人權、保障人民的利益
[00:16:15.560 --> 00:16:17.560]  但是因為人心的剛硬
[00:16:17.560 --> 00:16:20.520]  這些律法就成為虛偽、虛假
[00:16:20.520 --> 00:16:22.520]  成為捆綁
[00:16:22.520 --> 00:16:27.720]  這些律法主義是比比皆是
[00:16:27.720 --> 00:16:34.280]  我記得有七個人
[00:16:34.280 --> 00:16:36.280]  他們去行山
[00:16:36.280 --> 00:16:38.920]  去National Forest行山
[00:16:38.920 --> 00:16:40.920]  失去聯絡
[00:16:40.920 --> 00:16:42.520]  失蹤了
[00:16:42.520 --> 00:16:44.520]  幾天都失蹤了
[00:16:44.520 --> 00:16:47.560]  於是那些家人很心急報警
[00:16:47.560 --> 00:16:51.000]  於是政府當局就派直升機
[00:16:51.000 --> 00:16:53.480]  去上空巡查一下
[00:16:53.480 --> 00:16:54.920]  看能不能找到他們
[00:16:54.920 --> 00:16:58.760]  果然之間被他們幾乎在山頂上找到他們
[00:16:58.760 --> 00:17:01.160]  這七個人就在那裏搖搖搖
[00:17:01.160 --> 00:17:02.920]  搖著搖著說我們在這裏啊
[00:17:02.920 --> 00:17:04.920]  快點來救我們啊
[00:17:04.920 --> 00:17:06.920]  誰知那個直升機
[00:17:06.920 --> 00:17:09.160]  不單止不下去救他們
[00:17:09.160 --> 00:17:11.160]  還走人
[00:17:11.160 --> 00:17:13.160]  為甚麼?
[00:17:13.160 --> 00:17:16.920]  原來那裏有一條法律
[00:17:16.920 --> 00:17:18.920]  這個是National Forest
[00:17:18.920 --> 00:17:22.920]  沒有任何的直升機可以降落在這裏
[00:17:22.920 --> 00:17:27.400]  所以這個直升機就走了
[00:17:27.400 --> 00:17:31.160]  就要請人爬上這個山
[00:17:31.160 --> 00:17:33.160]  找到這幫人
[00:17:33.160 --> 00:17:35.160]  然後救他們下去
[00:17:35.160 --> 00:17:37.160]  你想一下
[00:17:37.160 --> 00:17:40.760]  幸好這一次這七個人的人命可以保存
[00:17:40.760 --> 00:17:43.400]  分分鐘他們不可以保存
[00:17:43.400 --> 00:17:45.400]  這就是律法主義
[00:17:45.400 --> 00:17:48.760]  今天在美國的社會裏面
[00:17:48.760 --> 00:17:51.640]  有很多這些律法主義
[00:17:51.640 --> 00:17:53.640]  充斥在這個社會裏面
[00:17:53.640 --> 00:17:57.640]  更不幸的是充斥在教會裏面
[00:17:57.640 --> 00:17:59.640]  所以耶穌就說
[00:17:59.640 --> 00:18:03.640]  「是就說是,不是就說不是」
[00:18:03.640 --> 00:18:05.640]  耶穌在37字說
[00:18:05.640 --> 00:18:08.440]  「你們的話是就是,不是就不是,
[00:18:08.440 --> 00:18:11.640]  若再多說,就是出於那惡者」
[00:18:11.640 --> 00:18:15.640]  耶穌在這裏的意思不是叫我們完全不起誓
[00:18:15.640 --> 00:18:17.640]  在證人台上
[00:18:17.640 --> 00:18:19.640]  我是基督徒啊 耶穌說我不起誓
[00:18:19.640 --> 00:18:21.640]  就算你現在當了總統
[00:18:21.640 --> 00:18:23.640]  也要起誓
[00:18:23.640 --> 00:18:25.640]  你不可以說我是基督徒
[00:18:25.640 --> 00:18:27.640]  所以我不起誓 那就沒得做了
[00:18:27.640 --> 00:18:29.640]  我們這樣做只不過是將耶穌的話
[00:18:29.640 --> 00:18:31.640]  變成另外一種律法
[00:18:31.640 --> 00:18:35.640]  耶穌的意思是叫我們誠實不虛假
[00:18:35.640 --> 00:18:37.640]  事實上我們翻開聖經看一看
[00:18:37.640 --> 00:18:39.640]  哥林多後書第一章23字
[00:18:39.640 --> 00:18:41.640]  加勒塔書第一章20字
[00:18:41.640 --> 00:18:45.640]  知道保羅也曾經起過誓
[00:18:45.640 --> 00:18:47.640]  我們不能將原則變成律法
[00:18:47.640 --> 00:18:49.640]  否則又是濫用和誤用
[00:18:49.640 --> 00:18:53.640]  耶穌叫我們真正了解
[00:18:53.640 --> 00:18:57.640]  這些律法背後的意思是甚麼
[00:18:57.640 --> 00:18:59.640]  耶穌叫我們真誠
[00:18:59.640 --> 00:19:01.640]  很多時候我們說話
[00:19:01.640 --> 00:19:05.640]  不是表達我們內心的意思
[00:19:05.640 --> 00:19:09.640]  是用我們的言語去impress人
