
[00:00:00.000 --> 00:00:05.620]  各位親愛的姐妹 讓我們在聆聽主的說話之前
[00:02:47.780 --> 00:02:54.180]  他也可以避重就輕地說一些你不需要有多少投入的事情
[00:02:54.180 --> 00:02:59.180]  這些現象其實我們現在這個資訊世界
[00:02:59.180 --> 00:03:04.380]  特別我們所謂的社交、網絡、社交媒體
[00:03:04.380 --> 00:03:09.780]  流行的世界就最典型明白顯露出來
[00:03:09.780 --> 00:03:14.380]  你留意看看無論今天所看的YouTube也好
[00:03:14.380 --> 00:03:17.780]  你看的TikTok也好 你看的X也好
[00:03:17.780 --> 00:03:21.780]  你看的Facebook也好 你看所有的Instagram也好
[00:03:21.780 --> 00:03:25.780]  怎麼出名的東西你都會看到
[00:03:25.780 --> 00:03:30.780]  只要你開著電話 開著電腦
[00:03:30.780 --> 00:03:33.780]  他就會灌輸一些你喜歡聽的東西
[00:03:33.780 --> 00:03:36.780]  他不需要是真實的 他只需要你喜歡
[00:03:36.780 --> 00:03:39.780]  你就會很自然被吸引下去
[00:03:39.780 --> 00:03:41.780]  在這樣的狀態之下
[00:03:41.780 --> 00:03:49.780]  他就會在模型當中藉著你的收看就賺到很多的金錢
[00:03:49.780 --> 00:03:56.780]  所以當我們看回這段聖經哥羅西書第二章第六至第八節的時候
[00:03:56.780 --> 00:04:00.780]  保羅很清楚提醒哥羅西教會
[00:04:00.780 --> 00:04:05.780]  你們必須要非常之小心
[00:04:05.780 --> 00:04:09.780]  我們活在這個世界的上面
[00:04:09.780 --> 00:04:12.780]  縱使你是信了主之後
[00:04:12.780 --> 00:04:19.780]  你不會是免疫於這個世界對你的那種的吸引
[00:04:19.780 --> 00:04:21.780]  所以在特別第八節
[00:04:21.780 --> 00:04:24.780]  第八節在和合本聖經裡面說
[00:04:24.780 --> 00:04:30.780]  我們要謹慎 恐怕有人用他的理學和虛空的妄言
[00:04:30.780 --> 00:04:35.780]  不照著基督 但照著人間的遺傳和世上的小學
[00:04:35.780 --> 00:04:37.780]  就把你們擄去
[00:04:37.780 --> 00:04:40.780]  我們強調了擄去這個字眼
[00:04:40.780 --> 00:04:45.780]  是你很不由自主地被吸引離開了
[00:04:45.780 --> 00:04:47.780]  他用了什麼手法
[00:04:47.780 --> 00:04:51.780]  和合本和原文希臘文版本最大的分別
[00:04:51.780 --> 00:04:55.780]  就是在次序上有些不同
[00:04:55.780 --> 00:05:00.780]  在和合本上面他會將一句說話擺前了很多
[00:05:00.780 --> 00:05:03.780]  就是不照著基督
[00:05:03.780 --> 00:05:09.780]  你會留意到他的緊接就是恐怕有人用理學和虛空的妄言
[00:05:09.780 --> 00:05:12.780]  馬上就說不照著基督
[00:05:12.780 --> 00:05:14.780]  按照原文聖經的次序
[00:05:14.780 --> 00:05:18.780]  不照著基督這個說話是擺到最後
[00:05:18.780 --> 00:05:24.780]  照人間的遺傳和世上的小學的最後
[00:05:24.780 --> 00:05:28.780]  換句話來說
[00:05:28.780 --> 00:05:35.780]  保羅當他寫這封信的時候提醒教會每一個信徒
[00:05:35.780 --> 00:05:44.780]  在這個世界裡很多人用很多花言巧語來擄掠你的生命
[00:05:44.780 --> 00:05:46.780]  他什麼方法都做
[00:05:46.780 --> 00:05:50.780]  只要你喜歡聽的話他就會說
[00:05:50.780 --> 00:05:53.780]  但最不喜歡聽的就擺在最後
[00:05:53.780 --> 00:05:56.780]  什麼是最不喜歡聽的
[00:05:56.780 --> 00:05:58.780]  基督就是最不喜歡聽
[00:05:58.780 --> 00:06:00.780]  在這個世界裡很多人說
[00:06:00.780 --> 00:06:02.780]  你講耶穌
[00:06:02.780 --> 00:06:04.780]  其實你一聽這句說話
[00:06:04.780 --> 00:06:05.780]  廣東話
[00:06:05.780 --> 00:06:10.780]  你講耶穌其實是很強烈的反感
[00:06:10.780 --> 00:06:12.780]  什麼意思呢
[00:06:12.780 --> 00:06:14.780]  耶穌的事情你不要告訴我
[00:06:14.780 --> 00:06:16.780]  為什麼耶穌的事情不要說
[00:06:16.780 --> 00:06:20.780]  因為耶穌說的話是針對人的罪性來說
[00:06:20.780 --> 00:06:23.780]  人們是不喜歡聽的
[00:06:23.780 --> 00:06:25.780]  但人喜歡聽什麼
[00:06:25.780 --> 00:06:27.780]  順耳的東西
[00:06:27.780 --> 00:06:29.780]  順耳的是什麼
[00:06:29.780 --> 00:06:33.780]  說一些你喜歡聽的古靈精怪的東西
[00:06:33.780 --> 00:06:35.780]  皮毛的東西
[00:06:35.780 --> 00:06:38.780]  好像他很懂這個世界原始的事情
[00:06:38.780 --> 00:06:41.780]  所以為什麼說一些小學
[00:06:41.780 --> 00:06:45.780]  小學這個字眼在原文不是讀小學
[00:06:45.780 --> 00:06:47.780]  小學primary school的意思
[00:06:47.780 --> 00:06:49.780]  是說一些很飄渺
[00:06:49.780 --> 00:06:52.780]  好像很原始的東西
[00:06:52.780 --> 00:06:54.780]  用英文說
[00:06:54.780 --> 00:06:56.780]  他講matter
[00:06:56.780 --> 00:06:58.780]  matter你明白什麼
[00:06:58.780 --> 00:07:00.780]  最原始的東西
[00:07:00.780 --> 00:07:02.780]  你說牧師我也不知道
[00:07:02.780 --> 00:07:04.780]  你有沒有具體的例子
[00:07:04.780 --> 00:07:06.780]  今天有什麼人很喜歡講這麼微小
[00:07:06.780 --> 00:07:08.780]  這麼原始的東西
[00:07:08.780 --> 00:07:10.780]  DNA
[00:07:10.780 --> 00:07:14.780]  幹細胞
[00:07:14.780 --> 00:07:16.780]  這些很適合聽
[00:07:16.780 --> 00:07:18.780]  因為為什麼
[00:07:18.780 --> 00:07:20.780]  這些東西說了之後
[00:07:20.780 --> 00:07:22.780]  說了你都好像聽完以為自己懂
[00:07:22.780 --> 00:07:24.780]  其實對你沒有影響
[00:07:24.780 --> 00:07:26.780]  但如果說基督就不同
[00:07:26.780 --> 00:07:30.780]  基督每樣東西都是針對你的罪性
[00:07:30.780 --> 00:07:32.780]  回教會很多人
[00:07:32.780 --> 00:07:35.780]  尤其是有些牧者
[00:07:35.780 --> 00:07:39.780]  他明白到人性是這樣的時候
[00:07:39.780 --> 00:07:41.780]  他不忠於上帝
[00:07:41.780 --> 00:07:43.780]  於是說一些你喜歡聽的東西
[00:07:43.780 --> 00:07:46.780]  順耳的東西
[00:07:46.780 --> 00:07:48.780]  讚頌你的東西
[00:07:48.780 --> 00:07:50.780]  他就講盡
[00:07:50.780 --> 00:07:52.780]  如果講到罪的問題
[00:07:52.780 --> 00:07:54.780]  講到死的問題
[00:07:54.780 --> 00:07:56.780]  他就不講了
[00:07:56.780 --> 00:07:58.780]  因為這些難堪良人
[00:07:58.780 --> 00:08:00.780]  趕客的
[00:08:00.780 --> 00:08:04.780]  真正信主的人一定要講到這些題目
[00:08:04.780 --> 00:08:07.780]  因為信主的人一定要面對自己的罪
[00:08:07.780 --> 00:08:10.780]  而這個正正是創世紀開始已經講
[00:08:10.780 --> 00:08:12.780]  人因為犯了罪
[00:08:12.780 --> 00:08:14.780]  在罪的當中
[00:08:14.780 --> 00:08:17.780]  上帝不忍見人在這樣的狀態之下
[00:08:17.780 --> 00:08:20.780]  需要處理
[00:08:20.780 --> 00:08:23.780]  在這些種種的背景之下
[00:08:23.780 --> 00:08:26.780]  保羅提出了這個警醒
[00:08:26.780 --> 00:08:29.780]  這個就是我們上文所看的
[00:08:29.780 --> 00:08:31.780]  但知道這一切
[00:08:31.780 --> 00:08:35.780]  這個世界種種的古古惑惑的做法
[00:08:35.780 --> 00:08:39.780]  那你應該怎樣去
[00:08:39.780 --> 00:08:42.780]  真的能夠回到上帝的裏面
[00:08:42.780 --> 00:08:45.780]  可以成為一個新造的人
[00:08:45.780 --> 00:08:47.780]  可以成為一個
[00:08:47.780 --> 00:08:50.780]  可以和基督耶穌一同死
[00:08:50.780 --> 00:08:52.780]  和一同埋葬
[00:08:52.780 --> 00:08:54.780]  以至於可以再次復活
[00:08:54.780 --> 00:08:56.780]  有生命的盼望
[00:08:56.780 --> 00:08:58.780]  保羅就在今天這段聖經
[00:08:58.780 --> 00:09:02.780]  從第九節開始解釋
[00:09:02.780 --> 00:09:04.780]  所以在和合本句裏面
[00:09:04.780 --> 00:09:06.780]  就介紹了一個很重要的字眼
[00:09:06.780 --> 00:09:07.780]  因為
[00:09:07.780 --> 00:09:09.780]  因為什麼東西
[00:09:09.780 --> 00:09:13.780]  我們才和這個世界的做法不同
[00:09:13.780 --> 00:09:15.780]  沒錯 你可能在這個世界裏面
[00:09:15.780 --> 00:09:18.780]  你和人可以打交道
[00:09:18.780 --> 00:09:19.780]  打得非常之好
[00:09:19.780 --> 00:09:21.780]  你可以在這個短短的人生裏面
[00:09:21.780 --> 00:09:23.780]  和人打交道 討人喜悅
[00:09:23.780 --> 00:09:26.780]  然後可以在當中賺取到很多利益
[00:09:26.780 --> 00:09:27.780]  沒錯
[00:09:27.780 --> 00:09:29.780]  這個真的是事實
[00:09:29.780 --> 00:09:30.780]  我不怕說
[00:09:30.780 --> 00:09:33.780]  我以前在香港做會計的時候
[00:09:33.780 --> 00:09:35.780]  我的老闆
[00:09:35.780 --> 00:09:37.780]  我上司都和我說
[00:09:37.780 --> 00:09:38.780]  我在做數的時候
[00:09:38.780 --> 00:09:41.780]  我發覺有些數是不清不楚的時候
[00:09:41.780 --> 00:09:43.780]  我和他說
[00:09:43.780 --> 00:09:45.780]  這些是什麼數來的 老闆
[00:09:45.780 --> 00:09:48.780]  因為我做下去我簽名的
[00:09:48.780 --> 00:09:50.780]  他只是說了一句
[00:09:50.780 --> 00:09:52.780]  你不知道這麼多東西
[00:09:52.780 --> 00:09:54.780]  你照做就可以了
[00:09:54.780 --> 00:09:56.780]  我說你如果要我照做
[00:09:56.780 --> 00:09:58.780]  不如你簽名
[00:09:58.780 --> 00:10:01.780]  他馬上翻臉
[00:10:01.780 --> 00:10:03.780]  在辦公室那裏罵到全層樓
[00:10:03.780 --> 00:10:05.780]  全個辦公室都知道
[00:10:05.780 --> 00:10:07.780]  說我不合作
[00:10:09.780 --> 00:10:11.780]  你如果和他合作
[00:10:11.780 --> 00:10:15.780]  那條數可以有百多二百萬
[00:10:15.780 --> 00:10:16.780]  可以拿回來
[00:10:16.780 --> 00:10:18.780]  自己同時自己慢慢用
[00:10:18.780 --> 00:10:21.780]  你可以看一下
[00:10:21.780 --> 00:10:23.780]  在這個世界上面
[00:10:23.780 --> 00:10:25.780]  基督徒處事和這個世界的人處事
[00:10:25.780 --> 00:10:27.780]  其實是截然不同的
[00:10:27.780 --> 00:10:29.780]  怎樣不同
[00:10:29.780 --> 00:10:31.780]  就是這段從第九節開始的
[00:10:31.780 --> 00:10:33.780]  因為要解釋給我們知道
[00:10:33.780 --> 00:10:35.780]  好了 不如這樣
[00:10:35.780 --> 00:10:37.780]  我們一起回到這段聖經
[00:10:37.780 --> 00:10:39.780]  去讀一下
[00:10:39.780 --> 00:10:41.780]  阿Joe剛才致政康元
[00:10:41.780 --> 00:10:43.780]  我們讀了一次
[00:10:43.780 --> 00:10:45.780]  我們再次自己讀一下
[00:10:45.780 --> 00:10:47.780]  熟悉一下這段經文
[00:10:47.780 --> 00:10:49.780]  說些什麼的內容
[00:10:49.780 --> 00:10:51.780]  請大家一起打開
[00:10:51.780 --> 00:10:53.780]  哥羅西書第二章
[00:10:53.780 --> 00:10:55.780]  從第六節到第十五節
[00:10:55.780 --> 00:10:57.780]  一起讀一次
[00:10:57.780 --> 00:10:59.780]  找到之後我們一起讀
[00:10:59.780 --> 00:11:03.780]  你們既然接受了主基督耶穌
[00:11:03.780 --> 00:11:07.780]  就當遵行而行
[00:11:07.780 --> 00:11:09.780]  在他裡面生根建造
[00:11:09.780 --> 00:11:11.780]  信心堅固
[00:11:11.780 --> 00:11:14.780]  正如你們所領的教訓
[00:11:14.780 --> 00:11:18.780]  感謝的心也更增長了
[00:11:18.780 --> 00:11:20.780]  你們要謹慎
[00:11:20.780 --> 00:11:25.780]  恐怕有人用他的理學和虛空的妄言
[00:11:25.780 --> 00:11:27.780]  不照著基督
[00:11:27.780 --> 00:11:32.780]  乃照人間的遺傳和世上的小學
[00:11:32.780 --> 00:11:34.780]  就把你們擄去
[00:11:34.780 --> 00:11:36.780]  因為神本性
[00:11:36.780 --> 00:11:38.780]  一切的豐盛
[00:11:38.780 --> 00:11:43.780]  都有形有體地居住在基督裡面
[00:11:43.780 --> 00:11:48.780]  你們在他裡面也得了豐盛
[00:11:48.780 --> 00:11:53.780]  他是各樣執政掌權者的元首
[00:11:53.780 --> 00:11:59.780]  你們在他裡面也受了不是人手所行的割禮
[00:11:59.780 --> 00:12:05.780]  乃是基督使你們脫去肉體情慾的割禮
[00:12:05.780 --> 00:12:09.780]  你們既受洗與他一同埋葬
[00:12:09.780 --> 00:12:12.780]  也就在此與他一同復活
[00:12:12.780 --> 00:12:16.780]  都因信那叫他從死裡復活
[00:12:16.780 --> 00:12:18.780]  神的公容
[00:12:18.780 --> 00:12:24.780]  你們從前在過犯和未受割禮的肉體中死了
[00:12:24.780 --> 00:12:27.780]  神赦免了你們一切過犯
[00:12:27.780 --> 00:12:31.780]  便叫你們與基督一同活過來
[00:12:31.780 --> 00:12:35.780]  又同沒了在律例上所寫
[00:12:35.780 --> 00:12:39.780]  攻擊我們有礙於我們的自居
[00:12:39.780 --> 00:12:41.780]  把他撤去
[00:12:41.780 --> 00:12:43.780]  釘在十字架上
[00:12:43.780 --> 00:12:48.780]  其將一切執政的掌權的腦內
[00:12:48.780 --> 00:12:50.780]  明顯吸眾人看
[00:12:50.780 --> 00:12:54.780]  就像著十字架跨城
[00:12:54.780 --> 00:13:00.780]  上周我們過了復活節的節期
[00:13:00.780 --> 00:13:04.780]  讓我們一起思想基督耶穌的復活
[00:13:04.780 --> 00:13:06.780]  在這個世界有人問
[00:13:06.780 --> 00:13:08.780]  復活是否真的
[00:13:08.780 --> 00:13:10.780]  吹水而已
[00:13:10.780 --> 00:13:12.780]  騙人而已
[00:13:12.780 --> 00:13:14.780]  死了怎會復活
[00:13:14.780 --> 00:13:16.780]  沒錯
[00:13:16.780 --> 00:13:22.780]  死了的人根本不會復活
[00:13:22.780 --> 00:13:25.780]  是不是呢
[00:13:25.780 --> 00:13:29.780]  這種說法就是我們先前所說的
[00:13:29.780 --> 00:13:32.780]  這些世上的小學
[00:13:32.780 --> 00:13:36.780]  人由創造的時候
[00:13:36.780 --> 00:13:40.780]  很清楚的告訴我們一件事
[00:13:40.780 --> 00:13:43.780]  人不是只有一個軀殼
[00:13:43.780 --> 00:13:50.780]  不是只有一個短短的幾十年的時間
[00:13:50.780 --> 00:13:52.780]  因為神造人的時候
[00:13:52.780 --> 00:13:56.780]  有將神的靈放在人裡面
[00:13:56.780 --> 00:14:02.780]  人的靈和神的靈是同樣的靈
[00:14:02.780 --> 00:14:06.780]  所以神的靈是永恆的話
[00:14:06.780 --> 00:14:10.780]  人的靈也是永恆的
[00:14:10.780 --> 00:14:12.780]  崛起點就在這裡
[00:14:12.780 --> 00:14:14.780]  因為人犯罪之後
[00:14:14.780 --> 00:14:16.780]  身體被敗壞
[00:14:16.780 --> 00:14:20.780]  這個靈也同樣開始被侵蝕
[00:14:20.780 --> 00:14:23.780]  所以在聖經裡面
[00:14:23.780 --> 00:14:26.780]  包括但以理書裡面說得很清楚
[00:14:26.780 --> 00:14:30.780]  原來人無論你信主好不信主好
[00:14:30.780 --> 00:14:33.780]  你最終都會復活的
[00:14:33.780 --> 00:14:37.780]  不過你的復活有不同之處
[00:14:37.780 --> 00:14:40.780]  當人如果相信上帝
[00:14:40.780 --> 00:14:42.780]  罪得赦免
[00:14:42.780 --> 00:14:47.780]  上帝就會給他一個新的身體
[00:14:47.780 --> 00:14:50.780]  一個不扭壞的身體
[00:14:50.780 --> 00:14:53.780]  可以活在永恆裡面
[00:14:53.780 --> 00:14:56.780]  如一個不信主的人
[00:14:56.780 --> 00:14:59.780]  人死如燈滅
[00:14:59.780 --> 00:15:01.780]  No, this is not the right thing
[00:15:01.780 --> 00:15:02.780]  這個不是事實
[00:15:02.780 --> 00:15:04.780]  因為這是人間說出來
[00:15:04.780 --> 00:15:06.780]  讓你容易聽
[00:15:06.780 --> 00:15:09.780]  一了百了
[00:15:09.780 --> 00:15:12.780]  原來聖經告訴他
[00:15:12.780 --> 00:15:14.780]  人縱使你不信主也好
[00:15:14.780 --> 00:15:16.780]  同樣會復活
[00:15:16.780 --> 00:15:18.780]  上帝會給你一個新的身體
[00:15:18.780 --> 00:15:21.780]  原本會扭壞的身體
[00:15:21.780 --> 00:15:22.780]  你會說是嗎?
[00:15:22.780 --> 00:15:24.780]  牧師我不擔心
[00:15:24.780 --> 00:15:26.780]  我會火化的
[00:15:26.780 --> 00:15:27.780]  我已經燒了
[00:15:27.780 --> 00:15:29.780]  或者我撞壞了
[00:15:29.780 --> 00:15:30.780]  已經化水了
[00:15:30.780 --> 00:15:31.780]  你不用擔心
[00:15:31.780 --> 00:15:34.780]  上帝會給你原本的身體
[00:15:34.780 --> 00:15:35.780]  你說怎樣?
[00:15:35.780 --> 00:15:36.780]  這是上帝的工作
[00:15:36.780 --> 00:15:39.780]  因為他是你的創造主
[00:15:39.780 --> 00:15:42.780]  他有辦法把舊的身體給你
[00:15:42.780 --> 00:15:44.780]  當你用舊的身體復活的時候
[00:15:44.780 --> 00:15:47.780]  你就會在復活過後被審判
[00:15:47.780 --> 00:15:51.780]  然後去承受你所擔當的罪
[00:15:51.780 --> 00:15:54.780]  是什麼懲罰
[00:15:54.780 --> 00:15:56.780]  我們基督徒為什麼要傳福音告訴別人呢?
[00:15:56.780 --> 00:15:58.780]  最主要的原因就是
[00:15:58.780 --> 00:16:01.780]  我們不想看到人在這樣的光景
[00:16:01.780 --> 00:16:04.780]  而且是一個永恆的事情
[00:16:04.780 --> 00:16:06.780]  更重要的是
[00:16:06.780 --> 00:16:08.780]  我們看到上帝的心意
[00:16:08.780 --> 00:16:10.780]  是讓人活在裡面
[00:16:10.780 --> 00:16:12.780]  有永恆的享受
[00:16:12.780 --> 00:16:15.780]  在上帝的創造裡面
[00:16:15.780 --> 00:16:18.780]  能夠反映出神創造的榮美
[00:16:18.780 --> 00:16:20.780]  那些不信的
[00:16:20.780 --> 00:16:23.780]  或者想你不信主的人
[00:16:23.780 --> 00:16:25.780]  因為容易
[00:16:25.780 --> 00:16:27.780]  你也覺得很容易
[00:16:27.780 --> 00:16:28.780]  所以我不信主
[00:16:28.780 --> 00:16:30.780]  我就可以很自由
[00:16:30.780 --> 00:16:31.780]  做什麼都可以
[00:16:31.780 --> 00:16:33.780]  你可以做什麼都可以
[00:16:33.780 --> 00:16:35.780]  上帝也可以做什麼都可以
[00:16:35.780 --> 00:16:38.780]  但是上帝做什麼都可以的時候
[00:16:38.780 --> 00:16:42.780]  就輪不到你去選擇
[00:16:42.780 --> 00:16:48.780]  保羅在這裡提醒了哥羅西書的教會
[00:16:48.780 --> 00:16:50.780]  讓哥羅西教會的人
[00:16:50.780 --> 00:16:53.780]  他明白到有這麼大的吸引力
[00:16:53.780 --> 00:16:55.780]  不如回來
[00:16:55.780 --> 00:17:00.780]  看看上帝如何扭轉這個人會死亡的局面
[00:17:00.780 --> 00:17:03.780]  如何帶來一個新的生命盼望給我們看
[00:17:03.780 --> 00:17:06.780]  第九節至第十五節
[00:17:06.780 --> 00:17:11.780]  上帝透過保羅這個過來人
[00:17:11.780 --> 00:17:15.780]  去介紹基督耶穌這位主
[00:17:15.780 --> 00:17:19.780]  是如何為你和我這些相信上帝的人
[00:17:19.780 --> 00:17:21.780]  肯認罪悔改的人
[00:17:21.780 --> 00:17:24.780]  進入一個超脫的人生
[00:17:24.780 --> 00:17:29.780]  是和我們一般世上所有其他人所傳的訊息
[00:17:29.780 --> 00:17:31.780]  是截然不同的
[00:17:31.780 --> 00:17:34.780]  是脫離他們所看的人生
[00:17:34.780 --> 00:17:38.780]  進入一個上帝創造人的人生
[00:17:38.780 --> 00:17:40.780]  說什麼呢
[00:17:40.780 --> 00:17:41.780]  所以一開始在這裡說
[00:17:41.780 --> 00:17:45.780]  因為神的本性
[00:17:45.780 --> 00:17:52.780]  一切的風聲都有形有體地居住在基督裡面
[00:17:52.780 --> 00:17:56.780]  因為基督是上帝的兒子
[00:17:56.780 --> 00:17:59.780]  他來到這個世界的上面
[00:17:59.780 --> 00:18:05.780]  他就將一個上帝的風聲
[00:18:05.780 --> 00:18:09.780]  以一個實體形式展現出來
[00:18:09.780 --> 00:18:13.780]  放在你和我的面前
[00:18:13.780 --> 00:18:16.780]  請留意這句話
[00:18:16.780 --> 00:18:19.780]  這個實體是上帝風聲
[00:18:19.780 --> 00:18:26.780]  風聲這個字眼可以解釋為完完整整上帝的神聖
[00:18:26.780 --> 00:18:30.780]  上帝是看不見的零
[00:18:30.780 --> 00:18:32.780]  看不見就不用相信
[00:18:32.780 --> 00:18:34.780]  看不見就是沒有
[00:18:34.780 --> 00:18:36.780]  很多東西都看不見
[00:18:36.780 --> 00:18:38.780]  空氣都看不見
[00:18:38.780 --> 00:18:39.780]  氧氣都看不見
[00:18:39.780 --> 00:18:41.780]  就算大氣電波
[00:18:41.780 --> 00:18:43.780]  弟兄姊妹網上的
[00:18:43.780 --> 00:18:45.780]  現在你看直播的
[00:18:45.780 --> 00:18:49.780]  我們的直播都是用網上看不見的東西
[00:18:49.780 --> 00:18:51.780]  叫電波
[00:18:51.780 --> 00:18:54.780]  在傳遞給你
[00:18:54.780 --> 00:18:57.780]  所以有少少邏輯的人
[00:18:57.780 --> 00:18:59.780]  你都會明白
[00:18:59.780 --> 00:19:03.780]  看不見不代表不存在
[00:19:03.780 --> 00:19:06.780]  但是上帝將一個看不見
[00:19:06.780 --> 00:19:10.780]  用人看不見的神
[00:19:10.780 --> 00:19:13.780]  以一個實體的耶穌
[00:19:13.780 --> 00:19:15.780]  展現在這個世界裏
[00:19:15.780 --> 00:19:17.780]  二千多年前他來到這個世界裏
[00:19:17.780 --> 00:19:18.780]  展現給我們看
[00:19:18.780 --> 00:19:21.780]  上帝是怎麼想的
[00:19:21.780 --> 00:19:23.780]  我女兒昨天結婚
[00:19:23.780 --> 00:19:24.780]  今晚擺酒
[00:19:24.780 --> 00:19:27.780]  弟兄姊妹請盡時到
[00:19:27.780 --> 00:19:31.780]  聊聊天也好
[00:19:31.780 --> 00:19:34.780]  在很多事情裏
[00:19:34.780 --> 00:19:39.780]  上帝享受的是你和他的交心
[00:19:39.780 --> 00:19:42.780]  一個好的婚禮
[00:19:42.780 --> 00:19:47.780]  搞得多麼堂皇
[00:19:47.780 --> 00:19:54.780]  而是你和賓客是否有交往
[00:19:54.780 --> 00:20:00.780]  所以昨天他叫我去謝范圖告
[00:20:00.780 --> 00:20:02.780]  我強調的是一班
[00:20:02.780 --> 00:20:08.780]  所有家人和朋友的關係的建立交心
[00:20:08.780 --> 00:20:11.780]  藉著一個婚姻的成立
[00:20:11.780 --> 00:20:15.780]  而建立一個更穩固的關係
[00:20:15.780 --> 00:20:16.780]  我用了一個字眼
[00:20:16.780 --> 00:20:18.780]  Bondage
[00:20:18.780 --> 00:20:20.780]  弟兄姊妹
[00:20:20.780 --> 00:20:25.780]  上帝是想我們和他建立一個關係
[00:20:25.780 --> 00:20:28.780]  所以我們看不到他
[00:20:28.780 --> 00:20:32.780]  他就展現給我們出來看
[00:20:32.780 --> 00:20:35.780]  就用了耶穌基督
[00:20:35.780 --> 00:20:39.780]  顯然是將上帝原原本本的屬性
[00:20:39.780 --> 00:20:41.780]  就是這裡所說的上帝的本性
[00:20:41.780 --> 00:20:43.780]  一切的豐盛
[00:20:43.780 --> 00:20:46.780]  一個完備的上帝
[00:20:46.780 --> 00:20:50.780]  將他顯露在所有人的面前
[00:20:50.780 --> 00:20:53.780]  因此當哥羅西教會
[00:20:53.780 --> 00:20:55.780]  他們能夠真的相信耶穌基督之後
[00:20:55.780 --> 00:20:57.780]  他們理應該他的生命
[00:20:57.780 --> 00:21:00.780]  同樣充充足足地
[00:21:00.780 --> 00:21:03.780]  好像有基督耶穌那份
[00:21:03.780 --> 00:21:07.780]  顯現出的神聖的實體現象
[00:21:07.780 --> 00:21:10.780]  所以基督徒在這個世界上
[00:21:10.780 --> 00:21:13.780]  其實有時候你不需要告訴別人
[00:21:13.780 --> 00:21:15.780]  別人會看得到
[00:21:15.780 --> 00:21:19.780]  聞得到
[00:21:19.780 --> 00:21:22.780]  大家都知道我都在稅務局工作
[00:21:22.780 --> 00:21:26.780]  稅務局是一個講錢的地方
[00:21:26.780 --> 00:21:28.780]  報了稅沒有?
[00:21:28.780 --> 00:21:32.780]  報了了嗎?
[00:21:32.780 --> 00:21:37.780]  在做講錢的地方裏面
[00:21:37.780 --> 00:21:40.780]  我最初在稅務局是做聽電話的
[00:21:40.780 --> 00:21:44.780]  回答一些普羅大眾
