
[00:00:00.000 --> 00:00:08.320]  弟兄姊妹平安 網上的弟兄姊妹平安
[00:07:47.680 --> 00:07:50.880]  勉勵我們怎麼迎向死亡
[00:07:50.880 --> 00:07:52.880]  是受主的教育
[00:07:52.880 --> 00:07:58.080]  是充滿著這個生命的勇氣和智慧
[00:07:58.080 --> 00:08:03.040]  有一個人9月8號安息主懷
[00:08:03.040 --> 00:08:05.040]  你記得是哪一位?
[00:08:05.040 --> 00:08:07.040]  96歲那一位
[00:08:07.040 --> 00:08:13.840]  我也在那兩天出席了另外一個喪禮
[00:08:13.840 --> 00:08:18.600]  那一位女士也是96歲
[00:08:18.600 --> 00:08:21.000]  我不斷在思想
[00:08:21.000 --> 00:08:23.720]  今天和大家分享的信息
[00:08:23.720 --> 00:08:28.200]  就是其實生與死
[00:08:28.200 --> 00:08:31.000]  是在我們的思想裏面
[00:08:31.000 --> 00:08:35.440]  是朝夕都在營養著我們的東西
[00:08:35.440 --> 00:08:39.280]  你有沒有經常想著死亡?
[00:08:39.280 --> 00:08:45.160]  有沒有潛意識裏面經常都很懼怕死亡?
[00:08:45.160 --> 00:08:47.000]  憂心死亡?
[00:08:47.000 --> 00:08:49.000]  到底我們作為主的兒女
[00:08:49.000 --> 00:08:51.000]  我們應該是怎樣的呢?
[00:08:51.000 --> 00:08:55.560]  中國人有一種不是很好的習慣
[00:08:55.560 --> 00:09:01.480]  不過我希望我們是沒有壞的習慣的中國人
[00:09:01.480 --> 00:09:05.000]  或者我們應該怎樣?
[00:09:05.000 --> 00:09:08.640]  我們是聽孔聖的話的人
[00:09:08.640 --> 00:09:14.880]  還是我們是聽比萬世師表更偉大的耶穌基督的話?
[00:09:14.880 --> 00:09:18.280]  這些都是教育問題
[00:09:18.280 --> 00:09:19.880]  到底你是什麼身份?
[00:09:19.880 --> 00:09:21.880]  到底你聽誰的話?
[00:09:21.880 --> 00:09:24.880]  你說什麼內容?
[00:09:24.880 --> 00:09:27.880]  現在說話都很害怕
[00:09:27.880 --> 00:09:30.880]  不知道應該怎樣說才對
[00:09:30.880 --> 00:09:34.880]  孔子告訴我們未知生焉知死
[00:09:34.880 --> 00:09:37.880]  有些人就說那不要說了
[00:09:37.880 --> 00:09:39.880]  他都不知道我們不知道
[00:09:39.880 --> 00:09:41.880]  什麼都不知道
[00:09:41.880 --> 00:09:48.880]  如果我們是一個有常識有智慧的中國人
[00:09:48.880 --> 00:09:53.880]  又是一個有耶穌基督的憤悔的中國人
[00:09:53.880 --> 00:09:57.880]  我們的教育是應該脫穎而出的
[00:09:57.880 --> 00:10:01.880]  對不對?親愛的弟兄姊妹
[00:10:01.880 --> 00:10:04.880]  不敢認了
[00:10:04.880 --> 00:10:08.880]  現在說完道都不知道會怎樣
[00:10:08.880 --> 00:10:11.880]  說完書都不知道會怎樣
[00:10:11.880 --> 00:10:14.880]  親愛的弟兄姊妹有什麼怎樣?
[00:10:14.880 --> 00:10:20.880]  如果你說的是發乎良善的心
[00:10:20.880 --> 00:10:22.880]  是發乎真理
[00:10:22.880 --> 00:10:27.880]  如果你說的是合情合理
[00:10:27.880 --> 00:10:29.880]  是有情有義
[00:10:29.880 --> 00:10:32.880]  有節有禮的
[00:10:32.880 --> 00:10:35.880]  那又何須顧慮四周的風浪
[00:10:35.880 --> 00:10:38.880]  以致屈就
[00:10:38.880 --> 00:10:42.880]  以致不敢挺起腰板
[00:10:42.880 --> 00:10:49.880]  去作一個言行一致的教導者
[00:10:49.880 --> 00:10:52.880]  親愛的弟兄姊妹
[00:10:52.880 --> 00:10:55.880]  求主幫助我們
[00:10:55.880 --> 00:10:59.880]  能夠去聽那一位
[00:10:59.880 --> 00:11:02.880]  知道什麼叫做生
[00:11:02.880 --> 00:11:05.880]  也知道什麼叫做死
[00:11:05.880 --> 00:11:08.880]  生死俱知
[00:11:08.880 --> 00:11:12.880]  生死都要俱有充足的智慧能力
[00:11:12.880 --> 00:11:17.880]  他的教導是有權柄的與別不同的
[00:11:17.880 --> 00:11:22.880]  這一位我們要聽他
[00:11:22.880 --> 00:11:25.880]  這是我的外子
[00:11:25.880 --> 00:11:27.880]  你們要聽他
[00:11:27.880 --> 00:11:31.880]  他對這個生命死亡有什麼教育
[00:11:31.880 --> 00:11:35.880]  就在他死之前的四五天
[00:11:35.880 --> 00:11:38.880]  他經歷了很多事
[00:11:38.880 --> 00:11:42.880]  他經歷過被人擁戴
[00:11:42.880 --> 00:11:45.880]  他騎著驢車進入耶路撒冷
[00:11:45.880 --> 00:11:47.880]  然後聖經說:
[00:11:47.880 --> 00:11:52.880]  「不要懼怕,看你們的王來了」
[00:11:52.880 --> 00:11:55.880]  在今天這個918的日子
[00:11:55.880 --> 00:11:57.880]  這個歷史的日子
[00:11:57.880 --> 00:12:02.880]  我們仍然等待那一位君王的來臨
[00:12:02.880 --> 00:12:05.880]  我們仍然需要他給我們
[00:12:05.880 --> 00:12:09.880]  不要懼怕的那種勇氣
[00:12:09.880 --> 00:12:11.880]  在這個教育主日
[00:12:11.880 --> 00:12:14.880]  我們求主給我們看見他的榮光
[00:12:14.880 --> 00:12:20.880]  我們求主給我們有那種勇氣
[00:12:20.880 --> 00:12:23.880]  這一位的耶穌基督
[00:12:23.880 --> 00:12:25.880]  他明白死亡
[00:12:25.880 --> 00:12:26.880]  他認識死亡
[00:12:26.880 --> 00:12:28.880]  他有能力勝過死亡
[00:12:28.880 --> 00:12:30.880]  他叫了拉薩路復活
[00:12:30.880 --> 00:12:32.880]  那些見證拉薩路復活的人
[00:12:32.880 --> 00:12:35.880]  那天都來擁戴他
[00:12:35.880 --> 00:12:38.880]  不過有一班人就很不滿意
[00:12:38.880 --> 00:12:41.880]  也都覺得很沒有盼望
[00:12:41.880 --> 00:12:43.880]  那班人叫做法利賽人
[00:12:43.880 --> 00:12:48.880]  他說:我們輸光了,贏光了
[00:12:48.880 --> 00:12:50.880]  我告訴你
[00:12:50.880 --> 00:12:53.880]  我告訴你一個秘密
[00:12:53.880 --> 00:12:59.880]  最後贏的那一位已經來了
[00:12:59.880 --> 00:13:02.880]  而且他還沒有收工
[00:13:02.880 --> 00:13:05.880]  最奇怪的就是
[00:13:05.880 --> 00:13:09.880]  當時有希臘人來找他
[00:13:09.880 --> 00:13:12.880]  一班很喜歡思想、很喜歡研究
[00:13:12.880 --> 00:13:15.880]  哲學方面非常出色的人
[00:13:15.880 --> 00:13:18.880]  但是他們尋找裏面
[00:13:18.880 --> 00:13:21.880]  我相信他們就是還沒有找到答案
[00:13:21.880 --> 00:13:23.880]  而他們聽聞有耶穌
[00:13:23.880 --> 00:13:25.880]  他們就繼續來
[00:13:25.880 --> 00:13:27.880]  想見耶穌
[00:13:27.880 --> 00:13:30.880]  先生,我們願意見耶穌
[00:13:30.880 --> 00:13:32.880]  接著就來了
[00:13:32.880 --> 00:13:35.880]  我們這一段經文
[00:13:35.880 --> 00:13:38.880]  很簡單的和大家思想幾樣東西
[00:13:38.880 --> 00:13:42.880]  耶穌說:人子得榮耀的時候到了
[00:13:42.880 --> 00:13:44.880]  我實實在在告訴你們
[00:13:44.880 --> 00:13:46.880]  一粒墨子又不是落在地裏
[00:13:46.880 --> 00:13:49.880]  死了,營救時一粒又是死了
[00:13:49.880 --> 00:13:51.880]  就結出很多的字粒來
[00:13:51.880 --> 00:13:53.880]  我們很熟悉的
[00:13:53.880 --> 00:13:55.880]  在這裏給我們看到甚麼呢?
[00:13:55.880 --> 00:13:59.880]  在這裏我看到那一位33歲多的耶穌
[00:13:59.880 --> 00:14:02.880]  還有幾天大限將至
[00:14:02.880 --> 00:14:05.880]  竟然能夠如此豁達說
[00:14:05.880 --> 00:14:10.880]  人子得榮耀的時候到了
[00:14:10.880 --> 00:14:13.880]  其實他12歲已經知道他的人生
[00:14:13.880 --> 00:14:16.880]  12歲已經有人生的宣言
[00:14:16.880 --> 00:14:19.880]  他知道他生命的價值
[00:14:19.880 --> 00:14:22.880]  是緊緊的連於他的天賦
[00:14:22.880 --> 00:14:24.880]  生命的意義
[00:14:24.880 --> 00:14:26.880]  終極的目標
[00:14:26.880 --> 00:14:28.880]  他知道是為了甚麼
[00:14:28.880 --> 00:14:32.880]  他知道他的身體是天賦為他預備的
[00:14:32.880 --> 00:14:34.880]  他知道他來到這個人世間
[00:14:34.880 --> 00:14:37.880]  我來了是為了遵行你的旨意
[00:14:37.880 --> 00:14:40.880]  我的事已經在經典上記載了
[00:14:40.880 --> 00:14:42.880]  祭物和禮物
[00:14:42.880 --> 00:14:44.880]  凡祭和贖罪祭
[00:14:44.880 --> 00:14:46.880]  不是你喜歡的
[00:14:46.880 --> 00:14:48.880]  你最重要的是甚麼呢?
[00:14:48.880 --> 00:14:52.880]  我來了是為了遵你的旨意
[00:14:52.880 --> 00:14:56.880]  當然這些說話是充滿著尼塞亞的意識在裏面
[00:14:56.880 --> 00:14:58.880]  尼塞亞的預言
[00:14:58.880 --> 00:15:01.880]  但是可以教導我們幾樣東西的
[00:15:01.880 --> 00:15:02.880]  我相信
[00:15:02.880 --> 00:15:05.880]  你的身體我的身體
[00:15:05.880 --> 00:15:07.880]  是屬於誰的
[00:15:07.880 --> 00:15:09.880]  應該怎樣用
[00:15:10.880 --> 00:15:13.880]  我們的生活到底是所求
[00:15:13.880 --> 00:15:15.880]  所求是甚麼
[00:15:15.880 --> 00:15:19.880]  有一首歌是挺好聽的
[00:15:19.880 --> 00:15:21.880]  一生何求
[00:15:21.880 --> 00:15:23.880]  然後
[00:15:23.880 --> 00:15:26.880]  我所擁有的已經甚麼都沒有了
[00:15:26.880 --> 00:15:28.880]  多悲哀呀
[00:15:28.880 --> 00:15:31.880]  耶穌基督的生命是怎樣
[00:15:31.880 --> 00:15:35.880]  耶穌基督是教人不要憂慮那一位
[00:15:35.880 --> 00:15:37.880]  他是一天的憂慮
[00:15:37.880 --> 00:15:39.880]  怎樣
[00:15:39.880 --> 00:15:42.880]  即是你和我的quota很低
[00:15:42.880 --> 00:15:44.880]  如果我們太憂慮
[00:15:44.880 --> 00:15:46.880]  就是甚麼多了
[00:15:46.880 --> 00:15:48.880]  所以真的很輕鬆
[00:15:48.880 --> 00:15:50.880]  很happy呀
[00:15:50.880 --> 00:15:52.880]  那些人經常覺得我
[00:15:52.880 --> 00:15:53.880]  我很happy呀
[00:15:53.880 --> 00:15:55.880]  你覺不覺得呢
[00:15:55.880 --> 00:15:58.880]  我老婆就說她知道
[00:15:58.880 --> 00:16:02.880]  因為我將所有憂慮都交給她
[00:16:02.880 --> 00:16:05.880]  其實我很想勉勵她和我一起
[00:16:05.880 --> 00:16:08.880]  都好像我一樣happy
[00:16:08.880 --> 00:16:11.880]  不過現在都不是很成功
[00:16:11.880 --> 00:16:13.880]  但是感恩呀
[00:16:13.880 --> 00:16:15.880]  我們來到今時今日
[00:16:15.880 --> 00:16:17.880]  結婚四十多年
[00:16:17.880 --> 00:16:19.880]  其實認識了五十年
[00:16:19.880 --> 00:16:22.880]  其實和一個人相處五十年是很恐怖的
[00:16:22.880 --> 00:16:25.880]  不過我們仍然能夠笑
[00:16:25.880 --> 00:16:28.880]  仍然能夠相擁
[00:16:28.880 --> 00:16:31.880]  我覺得這個不是必然
[00:16:31.880 --> 00:16:34.880]  主耶穌教我們不要憂慮
[00:16:34.880 --> 00:16:36.880]  那你說不憂慮怎樣呀
[00:16:36.880 --> 00:16:38.880]  不憂慮就是不想事
[00:16:38.880 --> 00:16:40.880]  錯
[00:16:40.880 --> 00:16:42.880]  是想事
[00:16:42.880 --> 00:16:44.880]  想到不能想
[00:16:44.880 --> 00:16:46.880]  都要學習不憂慮
[00:16:46.880 --> 00:16:48.880]  明不明
[00:16:48.880 --> 00:16:50.880]  可能我不聰明
[00:16:50.880 --> 00:16:52.880]  所以我不明
[00:16:52.880 --> 00:16:54.880]  你很聰明你想到盡
[00:16:54.880 --> 00:16:56.880]  想到盡是應該
[00:16:56.880 --> 00:16:58.880]  計劃好是應該
[00:16:58.880 --> 00:17:02.880]  但是憂慮是不應該
[00:17:02.880 --> 00:17:05.880]  過份的憂慮更加是不應該
[00:17:05.880 --> 00:17:07.880]  用無謂的東西
[00:17:07.880 --> 00:17:10.880]  用很多的仇苦將自己刺透了
[00:17:10.880 --> 00:17:12.880]  為了貪圖這個物質
[00:17:12.880 --> 00:17:15.880]  為了貪圖物慾
[00:17:15.880 --> 00:17:17.880]  為了恐懼
[00:17:17.880 --> 00:17:19.880]  擔憂
[00:17:19.880 --> 00:17:23.880]  主耶穌教我們不要這樣
[00:17:23.880 --> 00:17:25.880]  那他有沒有資格才行呢
[00:17:25.880 --> 00:17:28.880]  三十三歲多死於非命
[00:17:28.880 --> 00:17:30.880]  有什麼資格和我們說話呢
[00:17:30.880 --> 00:17:32.880]  你不就想清楚一點
[00:17:32.880 --> 00:17:34.880]  今天我們聽他講話
[00:17:34.880 --> 00:17:36.880]  他是經歷過死
[00:17:36.880 --> 00:17:40.880]  他是為人人嘗了死亡的味道
[00:17:40.880 --> 00:17:43.880]  並且他將死的痛苦
[00:17:43.880 --> 00:17:45.880]  neutralize了
[00:17:45.880 --> 00:17:47.880]  是解決了
[00:17:47.880 --> 00:17:50.880]  死的毒鉤被他拔走了
[00:17:50.880 --> 00:17:54.880]  死的恐怖被他全部消除了
[00:17:54.880 --> 00:17:56.880]  這個是我們的主耶穌
[00:17:57.880 --> 00:18:00.880]  我記得有人做一個這樣的比喻
[00:18:00.880 --> 00:18:04.880]  當死亡就是一隻很恐怖的
[00:18:04.880 --> 00:18:08.880]  黑色的很大隻的蜜蜂
[00:18:08.880 --> 00:18:10.880]  那些不知道叫什麼蜜蜂
[00:18:10.880 --> 00:18:12.880]  就是很恐怖
[00:18:12.880 --> 00:18:14.880]  一刺你就死了
[00:18:14.880 --> 00:18:16.880]  但是
[00:18:16.880 --> 00:18:20.880]  當你爸爸將那隻這麼恐怖的蜜蜂抓住
[00:18:20.880 --> 00:18:23.880]  然後將牠的刺拔走了的時候
[00:18:23.880 --> 00:18:27.880]  你可以當牠是你的玩具
[00:18:27.880 --> 00:18:29.880]  沒有什麼好怕的
[00:18:29.880 --> 00:18:32.880]  我想我們今天需要經歷
[00:18:32.880 --> 00:18:35.880]  信了主幾十年的人
[00:18:35.880 --> 00:18:37.880]  因為信了主幾十年
[00:18:37.880 --> 00:18:41.880]  越幾十年就是你接近死就越近了
[00:18:41.880 --> 00:18:44.880]  是不是很刻薄呢
[00:18:44.880 --> 00:18:47.880]  因為我已經在排隊了
[00:18:47.880 --> 00:18:48.880]  所以我不怕
[00:18:48.880 --> 00:18:50.880]  我有個孫子四歲
[00:18:50.880 --> 00:18:52.880]  我經常跟人說笑
[00:18:52.880 --> 00:18:55.880]  當你聞到薑醋香的時候
[00:18:55.880 --> 00:18:58.880]  另外一種香都在飄過來
[00:18:58.880 --> 00:19:00.880]  但是我們釋放了
[00:19:00.880 --> 00:19:05.880]  主耶穌釋放了我們一生因怕死而為奴隸的人
[00:19:05.880 --> 00:19:08.880]  歡喜快樂地去面對
[00:19:08.880 --> 00:19:11.880]  他死了然後他回來
[00:19:11.880 --> 00:19:14.880]  然後他繼續告訴人
[00:19:14.880 --> 00:19:16.880]  沒有怕
[00:19:16.880 --> 00:19:18.880]  人子得榮耀的時候
[00:19:18.880 --> 00:19:19.880]  到了
[00:19:19.880 --> 00:19:21.880]  還有幾天
[00:19:21.880 --> 00:19:23.880]  他講人子
[00:19:23.880 --> 00:19:25.880]  人子是他的身份
[00:19:25.880 --> 00:19:28.880]  得榮耀是他的宗谷
[00:19:28.880 --> 00:19:32.880]  但是其實得榮耀在《約翰福音》裏面所講的
[00:19:32.880 --> 00:19:35.880]  就是說大大件事
[00:19:35.880 --> 00:19:39.880]  由他被埋、受苦、被釘、埋葬
[00:19:39.880 --> 00:19:41.880]  全部包在裏面
[00:19:41.880 --> 00:19:44.880]  不過當然因為他要復活
[00:19:44.880 --> 00:19:46.880]  因為他要回到庫那裏
[00:19:46.880 --> 00:19:53.880]  所以他將這一切的苦難都包裝在榮耀裏面
[00:19:53.880 --> 00:19:56.880]  我就看見一點
[00:19:56.880 --> 00:19:59.880]  因為他知道自己的身份
[00:19:59.880 --> 00:20:02.880]  你知不知道你自己是甚麼
[00:20:02.880 --> 00:20:08.880]  你知不知道你的身份是甚麼
[00:20:08.880 --> 00:20:09.880]  耶穌知道
[00:20:09.880 --> 00:20:11.880]  耶穌知道他是人子
[00:20:11.880 --> 00:20:14.880]  謙卑伏在神手下
[00:20:14.880 --> 00:20:17.880]  受盡天父的寵愛、眷顧
[00:20:17.880 --> 00:20:19.880]  無論是怎樣
[00:20:19.880 --> 00:20:21.880]  即使幾天後要上十字架
[00:20:21.880 --> 00:20:26.880]  他都仍然是依靠天父的那一位人子
[00:20:26.880 --> 00:20:29.880]  你作為天父的兒女
[00:20:29.880 --> 00:20:30.880]  你有沒有珍惜
[00:20:30.880 --> 00:20:33.880]  我們有沒有珍惜這個身份
[00:20:33.880 --> 00:20:36.880]  他因為有身份
[00:20:36.880 --> 00:20:41.880]  所以他知道自己的命運是得榮耀
[00:20:41.880 --> 00:20:44.880]  或者他因為有自己的身份
[00:20:44.880 --> 00:20:47.880]  有天父做他的靠山
[00:20:47.880 --> 00:20:52.880]  所以他不懼怕命運到底會是怎樣
[00:20:52.880 --> 00:20:54.880]  人子得榮耀的時候
[00:20:54.880 --> 00:20:57.880]  到了然後他教導
[00:20:57.880 --> 00:21:00.880]  到底他講的脈指是講他自己
[00:21:00.880 --> 00:21:03.880]  好像他自己的生命付出了
[00:21:03.880 --> 00:21:05.880]  叫眾多的人得著生命
[00:21:05.880 --> 00:21:09.880]  還是他在告訴我們一個比喻
[00:21:09.880 --> 00:21:11.880]  主耶穌講比喻的時候
[00:21:11.880 --> 00:21:14.880]  就是要聽比喻的人能夠明白
[00:21:14.880 --> 00:21:15.880]  明白了之後
[00:21:15.880 --> 00:21:17.880]  就在他們的生命裏面
[00:21:17.880 --> 00:21:22.880]  都能夠一樣地活出那一種生命
[00:21:22.880 --> 00:21:28.880]  活出一種願意讓自己的愛學被破壞
[00:21:28.880 --> 00:21:33.880]  讓自己裏面的那一種生命的精髓
[00:21:33.880 --> 00:21:37.880]  是混入了泥土裏面
[00:21:37.880 --> 00:21:42.880]  去滋潤本身的脈指
[00:21:42.880 --> 00:21:45.880]  長成有脈碎
[00:21:45.880 --> 00:21:48.880]  然後產生很多很多的子粒
[00:21:48.880 --> 00:21:51.880]  原則其實很簡單
[00:21:51.880 --> 00:21:53.880]  也是主經常講
[00:21:53.880 --> 00:21:55.880]  你將東西埋了一堆
[00:21:55.880 --> 00:21:58.880]  給一千兩你又埋它
[00:21:58.880 --> 00:22:01.880]  給一粒脈指你又收起來
[00:22:01.880 --> 00:22:04.880]  你甚麼都要保存保存保存
[00:22:04.880 --> 00:22:06.880]  結果你保存了那些東西
[00:22:06.880 --> 00:22:09.880]  就變成了是毫無價值
[00:22:09.880 --> 00:22:12.880]  因為它失去它的本質
[00:22:12.880 --> 00:22:14.880]  應該有用的
[00:22:14.880 --> 00:22:17.880]  愛惜自己生命的就失去生命
[00:22:17.880 --> 00:22:19.880]  在這個世上
[00:22:19.880 --> 00:22:20.880]  恨惡自己生命的
[00:22:20.880 --> 00:22:22.880]  反而要保守生命
[00:22:22.880 --> 00:22:25.880]  保守到永生
[00:22:25.880 --> 00:22:27.880]  若有人要跟從我
[00:22:27.880 --> 00:22:30.880]  就當捨己天天背起自己的十字架來
[00:22:30.880 --> 00:22:32.880]  跟從我
[00:22:32.880 --> 00:22:34.880]  凡是要救自己生命的
