
[00:00:00.000 --> 00:00:05.920]  我們今天主恩典多謝敬拜小祖
[00:05:16.920 --> 00:05:21.240]  就要按著神所給你的力量來服侍
[00:05:21.240 --> 00:05:23.960]  叫神在凡事上
[00:05:23.960 --> 00:05:26.760]  因耶穌基督得榮耀
[00:05:26.760 --> 00:05:28.680]  願來榮耀權能
[00:05:28.680 --> 00:05:29.920]  都是他的
[00:05:29.920 --> 00:05:32.000]  直到永永遠遠
[00:05:32.000 --> 00:05:32.880]  阿們
[00:05:32.880 --> 00:05:34.240]  我們一起說阿們
[00:05:34.240 --> 00:05:35.360]  阿們
[00:05:35.360 --> 00:05:36.680]  這個是很實在的
[00:05:36.680 --> 00:05:38.880]  我們一點一點來看一下
[00:05:38.880 --> 00:05:41.640]  他說萬物的結局近了
[00:05:41.640 --> 00:05:43.080]  主耶穌基督
[00:05:43.080 --> 00:05:46.080]  每一天我們過的一天
[00:05:46.080 --> 00:05:47.680]  就是接近祂的
[00:05:47.680 --> 00:05:48.840]  再回來的一天
[00:05:48.840 --> 00:05:51.760]  特別是你看見現在整個局勢的話
[00:05:51.760 --> 00:05:53.800]  讓我們更加體會到
[00:05:53.800 --> 00:05:55.800]  祂回來的日子近了
[00:05:55.800 --> 00:05:56.640]  祂說
[00:05:56.640 --> 00:05:58.840]  最要緊的就是要我們
[00:05:58.840 --> 00:06:00.840]  不僅僅是要謹慎自守
[00:06:00.840 --> 00:06:02.840]  要我們個人能夠持守
[00:06:02.840 --> 00:06:05.120]  更加我們要警醒禱告
[00:06:05.120 --> 00:06:06.160]  然後他說
[00:06:06.160 --> 00:06:08.040]  最要緊的
[00:06:08.040 --> 00:06:11.080]  就叫我們去切實的相愛
[00:06:11.080 --> 00:06:12.080]  這個愛
[00:06:12.080 --> 00:06:14.320]  就是一種阿加皮的愛
[00:06:14.320 --> 00:06:16.000]  是一種捨己的
[00:06:16.000 --> 00:06:17.000]  付出的
[00:06:17.000 --> 00:06:18.120]  犧牲的
[00:06:18.120 --> 00:06:19.280]  這種愛
[00:06:19.280 --> 00:06:21.440]  就是說不僅是求自己益處的
[00:06:21.440 --> 00:06:24.720]  而是體察主耶穌基督的心腸
[00:06:24.720 --> 00:06:26.720]  而是在教會裏面
[00:06:26.720 --> 00:06:28.800]  來有一個服侍的心態
[00:06:28.800 --> 00:06:30.800]  而且這種不僅是心態
[00:06:30.800 --> 00:06:31.920]  而且是一個行動
[00:06:31.920 --> 00:06:33.680]  一個很切實的行動
[00:06:33.680 --> 00:06:36.520]  是表露出來的
[00:06:36.520 --> 00:06:39.400]  是我們大家彼此互相之間
[00:06:39.400 --> 00:06:42.440]  都有這種表現的
[00:06:42.440 --> 00:06:46.400]  因為愛可以染很多的罪
[00:06:46.400 --> 00:06:48.400]  很多教會的問題
[00:06:48.400 --> 00:06:52.000]  就是因為我們不去了解
[00:06:52.000 --> 00:06:54.000]  不去實踐
[00:06:54.000 --> 00:06:55.680]  耶穌基督的愛
[00:06:55.680 --> 00:06:57.680]  祂給我們一條生命令
[00:06:57.680 --> 00:06:59.680]  叫我們彼此相愛
[00:06:59.680 --> 00:07:02.280]  這條生命令生在哪裏呢?
[00:07:02.280 --> 00:07:05.000]  祂說:我怎樣愛你們
[00:07:05.000 --> 00:07:08.760]  你們也要怎樣彼此相愛
[00:07:08.760 --> 00:07:11.240]  主耶穌基督怎樣愛我們呢?
[00:07:11.240 --> 00:07:13.880]  祂是付出祂的生命
[00:07:13.880 --> 00:07:16.480]  祂是為我們受苦釘十字架
[00:07:16.480 --> 00:07:19.960]  這樣一種無私的付出的愛
[00:07:19.960 --> 00:07:21.200]  來愛我們
[00:07:21.200 --> 00:07:23.000]  於是祂吩咐
[00:07:23.000 --> 00:07:25.360]  祂命令這個愛的化身
[00:07:25.360 --> 00:07:29.840]  吩咐、命令我們要彼此切實的
[00:07:29.840 --> 00:07:32.880]  在行動方面來相愛
[00:07:32.880 --> 00:07:35.920]  你想想如果教會真的能夠做到這樣的
[00:07:35.920 --> 00:07:39.920]  一種付出的、愛的、犧牲的
[00:07:39.920 --> 00:07:41.920]  這種表現的話
[00:07:41.920 --> 00:07:43.920]  這個教會是充滿著生命力
[00:07:43.920 --> 00:07:45.440]  充滿著活力的
[00:07:45.440 --> 00:07:47.440]  是會很有吸引力的
[00:07:47.440 --> 00:07:51.280]  很多人都會被吸引來主的金錢
[00:07:51.280 --> 00:07:53.280]  然後在第十節裏面
[00:07:53.280 --> 00:07:56.600]  祂說:我們個人要照所得的恩賜
[00:07:56.600 --> 00:07:58.600]  彼此的服侍
[00:07:58.600 --> 00:08:02.360]  你和我都是領受有不同的恩賜的
[00:08:02.360 --> 00:08:05.360]  而且我們每個人都有不同的
[00:08:05.360 --> 00:08:09.280]  甚至有些人有兩三個、三四個的不同的恩賜
[00:08:09.280 --> 00:08:11.280]  他都要去發掘這個恩賜
[00:08:11.280 --> 00:08:13.280]  然後發揮這個恩賜
[00:08:13.280 --> 00:08:14.800]  很好的來到是
[00:08:14.800 --> 00:08:17.680]  將神賜給我們的做一個好管家
[00:08:17.680 --> 00:08:18.960]  管理好
[00:08:18.960 --> 00:08:21.440]  無論是祂給我們的時間
[00:08:21.440 --> 00:08:23.440]  無論是祂給我們的金錢
[00:08:23.440 --> 00:08:25.440]  和祂給我們的財幹
[00:08:25.440 --> 00:08:29.440]  都要很好的來到彼此的服侍
[00:08:29.440 --> 00:08:33.200]  彼此在聖經裏面經常有用到的
[00:08:33.200 --> 00:08:36.640]  在新約裏面有58次這麼多的
[00:08:36.640 --> 00:08:40.160]  保羅的書信裏面用了42次的
[00:08:40.160 --> 00:08:43.440]  我只是從羅馬書裏面給你們看一看
[00:08:43.440 --> 00:08:45.040]  羅馬書裏面
[00:08:45.040 --> 00:08:46.640]  它說到彼此
[00:08:46.640 --> 00:08:49.840]  就叫我們彼此互作之體
[00:08:49.840 --> 00:08:54.000]  彼此親熱、彼此推揚、彼此同心
[00:08:54.000 --> 00:08:57.040]  彼此相愛、彼此不論斷
[00:08:57.040 --> 00:09:00.560]  彼此建立、彼此接納、彼此勸誡
[00:09:00.560 --> 00:09:03.760]  親嘴的要彼此聖結
[00:09:03.760 --> 00:09:07.200]  這一種就是一種相互之間的關係
[00:09:07.200 --> 00:09:09.440]  教會如果能夠達到這樣
[00:09:09.440 --> 00:09:10.640]  真是很難得
[00:09:10.640 --> 00:09:14.160]  而且教會說到這個相愛的時候
[00:09:14.160 --> 00:09:18.240]  它不是說一個空泛的口號
[00:09:18.240 --> 00:09:21.600]  就說我們要愛全世界的人類
[00:09:21.600 --> 00:09:23.200]  這個說得很口響
[00:09:23.200 --> 00:09:24.960]  愛全世界的人類
[00:09:24.960 --> 00:09:28.320]  但是我隔壁的鄰居我氣死他
[00:09:28.320 --> 00:09:30.960]  他就經常跑過來大便
[00:09:30.960 --> 00:09:33.600]  於是你說愛世界
[00:09:33.600 --> 00:09:34.960]  但是鄰居你不愛的
[00:09:34.960 --> 00:09:36.800]  這是一個很空洞的
[00:09:36.800 --> 00:09:38.480]  很空泛的口號
[00:09:38.480 --> 00:09:39.920]  我們不是叫口號
[00:09:39.920 --> 00:09:43.040]  我們在教會裏面要切切實實的
[00:09:43.040 --> 00:09:45.360]  能夠彼此相愛
[00:09:45.360 --> 00:09:47.600]  於是當耶穌基督說
[00:09:47.600 --> 00:09:49.600]  我給你一條新命令的時候
[00:09:49.600 --> 00:09:51.600]  祂不是向五千人說的
[00:09:51.600 --> 00:09:53.440]  祂是向十二個門徒
[00:09:53.440 --> 00:09:55.040]  祂所揀選出來的
[00:09:55.040 --> 00:09:57.040]  一小群的裏面
[00:09:57.040 --> 00:09:59.680]  叫他們切實在一個小組裏面
[00:09:59.680 --> 00:10:01.200]  在一個小群裏面
[00:10:01.200 --> 00:10:05.280]  來操練、來學習彼此的相愛
[00:10:05.280 --> 00:10:06.800]  所以我們等姐妹
[00:10:06.800 --> 00:10:10.640]  我們需要加入一個小組裏面
[00:10:10.640 --> 00:10:12.880]  在一個互動的小組裏面
[00:10:12.880 --> 00:10:15.520]  來操練、來學習
[00:10:15.520 --> 00:10:17.600]  很切實的有需要的時候
[00:10:17.600 --> 00:10:19.840]  我們能夠付出的
[00:10:19.840 --> 00:10:21.280]  比如他患病
[00:10:21.280 --> 00:10:24.640]  我們怎樣去送菜飯
[00:10:24.640 --> 00:10:26.640]  來幫助他的家人
[00:10:26.640 --> 00:10:28.400]  或者他失業的時候
[00:10:28.400 --> 00:10:29.600]  有經濟需要的時候
[00:10:29.600 --> 00:10:32.560]  怎樣用一些慈惠基金
[00:10:32.560 --> 00:10:34.800]  來幫助他渡過這個難關
[00:10:34.800 --> 00:10:37.600]  這一切都是我們在教會裏面
[00:10:37.600 --> 00:10:39.600]  需要去實踐出來的
[00:10:39.600 --> 00:10:42.000]  所以小路彼得
[00:10:42.000 --> 00:10:46.800]  他在這裏叫我們彼此的服事
[00:10:46.800 --> 00:10:49.120]  做神八般的好管家
[00:10:49.120 --> 00:10:52.000]  講道的要按著聖言去講
[00:10:52.000 --> 00:10:55.120]  服事的要照著他的能力來服事
[00:10:55.120 --> 00:10:56.720]  所以我們在教會裏面
[00:10:56.720 --> 00:10:58.720]  就要建立起一個系統
[00:10:58.720 --> 00:11:02.560]  一個大家願意去追求
[00:11:02.560 --> 00:11:06.160]  願意去接受培訓的一個系統
[00:11:06.160 --> 00:11:08.800]  我們作為一個門徒
[00:11:08.800 --> 00:11:10.240]  基督的門徒
[00:11:10.240 --> 00:11:11.600]  是需要訓練出來的
[00:11:11.600 --> 00:11:13.840]  耶穌基督用三年多的時間
[00:11:13.840 --> 00:11:15.600]  訓練他十二個
[00:11:15.600 --> 00:11:17.360]  他所揀選的使徒
[00:11:17.360 --> 00:11:18.720]  然後拆敗他
[00:11:18.720 --> 00:11:21.200]  透過他們建立教會
[00:11:21.200 --> 00:11:23.360]  在全世界一直到現在
[00:11:23.360 --> 00:11:25.520]  所以這一種的培訓
[00:11:25.520 --> 00:11:28.480]  門徒的訓練是需要
[00:11:28.480 --> 00:11:30.480]  教會就需要建立起
[00:11:30.480 --> 00:11:32.880]  這個系統出來
[00:11:32.880 --> 00:11:35.040]  我們大家都要接受訓練的
[00:11:35.040 --> 00:11:38.400]  一個精兵必須要受操練的
[00:11:38.400 --> 00:11:39.840]  如果當兵的
[00:11:39.840 --> 00:11:41.840]  他體格又不行
[00:11:41.840 --> 00:11:43.600]  經常病的
[00:11:43.600 --> 00:11:46.640]  或者他又不懂得怎樣用這些武器
[00:11:46.640 --> 00:11:49.440]  又不懂得怎樣行軍作戰的時候
[00:11:49.440 --> 00:11:51.760]  那個隊形、那個戰略
[00:11:51.760 --> 00:11:54.160]  又不懂得服從這個命令
[00:11:54.160 --> 00:11:56.000]  這樣的時候一盤散沙
[00:11:56.000 --> 00:11:57.440]  怎樣去打仗
[00:11:57.440 --> 00:11:59.840]  我們是基督的精兵
[00:11:59.840 --> 00:12:06.560]  你和我都是在這個耶穌基督裏面
[00:12:06.560 --> 00:12:08.560]  他所呼召我們出來
[00:12:08.560 --> 00:12:12.160]  不是叫我們單是領受這個恩典福氣
[00:12:12.160 --> 00:12:15.440]  而是叫我們在這個萬世的戰爭裏面
[00:12:15.440 --> 00:12:17.360]  對著這個惡魔
[00:12:17.360 --> 00:12:19.440]  掌管這個幽暗世界的
[00:12:19.440 --> 00:12:22.480]  空中的掌權者的撒旦魔鬼
[00:12:22.480 --> 00:12:23.760]  來作戰
[00:12:23.760 --> 00:12:26.320]  所以我們現在每一個基督徒
[00:12:26.320 --> 00:12:28.320]  都是參與在這一場
[00:12:28.320 --> 00:12:31.120]  萬世的戰爭裏面
[00:12:31.120 --> 00:12:33.920]  我們怎樣去接受培訓呢?
[00:12:33.920 --> 00:12:37.280]  我們大家都需要
[00:12:37.280 --> 00:12:41.120]  有一個整體的觀念
[00:12:41.120 --> 00:12:42.880]  所謂這個整體性
[00:12:42.880 --> 00:12:44.480]  就是說我們不單是個人
[00:12:44.480 --> 00:12:48.800]  我們要有一個全體的一個認識
[00:12:48.800 --> 00:12:53.360]  有時候我們需要請一些專人來訓練我們
[00:12:53.360 --> 00:12:59.440]  給我們有一個特別是某一方面的那個培訓
[00:12:59.440 --> 00:13:00.960]  這一類的培訓
[00:13:00.960 --> 00:13:05.120]  譬如你們現在這個星期有所謂的言經會
[00:13:05.120 --> 00:13:09.920]  我經常每一週都是和你們來查考一卷聖經
[00:13:09.920 --> 00:13:12.320]  將來你可以繼續請不同的講員
[00:13:12.320 --> 00:13:15.520]  來有這種的言經培靈會
[00:13:15.520 --> 00:13:16.960]  來幫助我們
[00:13:16.960 --> 00:13:19.920]  平時我們的講道有不同
[00:13:19.920 --> 00:13:22.080]  但是我們在言經裏面
[00:13:22.080 --> 00:13:23.840]  就是聖經的書卷裏面
[00:13:23.840 --> 00:13:28.000]  拿一些的信息來和我們生活化來配合的
[00:13:28.000 --> 00:13:30.720]  這樣一個系列式的培訓
[00:13:30.720 --> 00:13:34.560]  更加我們需要設立一些培訓的機制
[00:13:34.560 --> 00:13:35.600]  培訓中心也好
[00:13:35.600 --> 00:13:39.600]  或者是一個機制來幫助我們
[00:13:39.600 --> 00:13:42.240]  影子們經常有這種培訓的
[00:13:42.240 --> 00:13:44.560]  譬如做AV的有AV的
[00:13:44.560 --> 00:13:48.400]  這些音響的、視頻的、視像的培訓
[00:13:48.400 --> 00:13:52.000]  做主音樂的我們有主音樂的培訓
[00:13:52.000 --> 00:13:54.160]  做領唱的有領唱培訓
[00:13:54.160 --> 00:13:58.480]  好讓我們整個的環節都是環環相扣
[00:13:58.480 --> 00:14:00.800]  很緊密的來進行
[00:14:00.800 --> 00:14:02.880]  這個就需要我們培訓
[00:14:02.880 --> 00:14:07.120]  剛才我和劉武先在那裏談了一會
[00:14:07.120 --> 00:14:11.200]  我說有時候我們譬如在唱詩的時候
[00:14:11.200 --> 00:14:14.320]  我們有時候AV同工也要注意一下
[00:14:14.320 --> 00:14:18.640]  譬如因為不是每個頂尖的每個人對那首詩都很熟悉
[00:14:18.640 --> 00:14:20.880]  譬如唱到最後一句的時候
[00:14:20.880 --> 00:14:23.920]  下一句那個字是什麼我們不知道的
[00:14:23.920 --> 00:14:27.920]  如果你唱到下一節那個才是轉
[00:14:27.920 --> 00:14:29.600]  那我們就差了幾秒
[00:14:29.600 --> 00:14:31.760]  差了幾秒我們就不懂得跟著
[00:14:31.760 --> 00:14:33.760]  所以我們要做AV同工
[00:14:33.760 --> 00:14:37.360]  那一句唱到最後通常音拉長一點
[00:14:37.360 --> 00:14:38.800]  就是那時候要轉的了
[00:14:38.800 --> 00:14:40.640]  使得我們大家都預備好
[00:14:40.640 --> 00:14:44.960]  下一節要音符出來的時候
[00:14:44.960 --> 00:14:46.960]  我們都已經知道歌詞是怎樣
[00:14:46.960 --> 00:14:48.000]  就可以跟著
[00:14:48.000 --> 00:14:51.920]  這一類細節的東西都要培訓的
[00:14:51.920 --> 00:14:54.160]  我們要在細節方面下功夫的
[00:14:54.160 --> 00:14:56.080]  現在我們管理學都是這樣講
[00:14:56.080 --> 00:14:57.520]  細節的管理學
[00:14:57.520 --> 00:15:01.440]  不要在這些細節的細微的地方裏面
[00:15:01.440 --> 00:15:02.400]  我們忽略了
[00:15:02.400 --> 00:15:04.960]  我們都要很到位的
[00:15:04.960 --> 00:15:07.200]  都要很實在的來做
[00:15:07.200 --> 00:15:10.720]  更加是要不斷的產生一些領袖
[00:15:10.720 --> 00:15:12.160]  領袖的培訓
[00:15:12.160 --> 00:15:14.160]  就是說不斷有頂尖的出來
[00:15:14.160 --> 00:15:16.640]  做帶領愛慕善功
[00:15:16.640 --> 00:15:20.720]  我們不要覺得帶領好像要出頭
[00:15:20.720 --> 00:15:21.920]  不是這個意思
[00:15:21.920 --> 00:15:23.840]  我們要愛慕善功
[00:15:23.840 --> 00:15:28.320]  我們要懂得怎樣來都是按照主給我們的恩賜
[00:15:28.320 --> 00:15:29.920]  你能夠帶領的
[00:15:29.920 --> 00:15:31.280]  能夠影響人的
[00:15:31.280 --> 00:15:32.880]  就要靠主恩典
[00:15:32.880 --> 00:15:35.040]  不是說將自己個人抬高
[00:15:35.040 --> 00:15:36.960]  而是去服侍的心態
[00:15:36.960 --> 00:15:38.800]  一個僕人的領袖
[00:15:38.800 --> 00:15:40.240]  既是一個領袖
[00:15:40.240 --> 00:15:41.680]  同時是一個僕人
[00:15:41.680 --> 00:15:44.720]  然後教會許可的
[00:15:44.720 --> 00:15:46.960]  自己編寫一些材料
[00:15:46.960 --> 00:15:48.880]  你們40天的那個
[00:15:48.880 --> 00:15:51.520]  過往40天的材料
[00:15:51.520 --> 00:15:52.960]  是非常好的
[00:15:52.960 --> 00:15:56.240]  這些教會有教會的
[00:15:56.240 --> 00:15:58.640]  適應它的需要來剪裁的
[00:15:58.640 --> 00:16:00.160]  所以這一類的工作
[00:16:00.160 --> 00:16:01.520]  都需要去做的
[00:16:01.520 --> 00:16:06.000]  而且我們要提倡個人去學習
[00:16:06.000 --> 00:16:09.920]  自己在網上有很多材料你可以學習的
[00:16:09.920 --> 00:16:11.680]  我自己都經常學習的
[00:16:11.680 --> 00:16:13.520]  不要停止去學習
[00:16:13.520 --> 00:16:15.520]  有些東西自己不懂的
[00:16:15.520 --> 00:16:17.440]  不掌握到的
[00:16:17.440 --> 00:16:19.520]  我們就在網上學習
[00:16:19.520 --> 00:16:24.400]  甚至現在你什麼都可以在網上學習的
[00:16:24.400 --> 00:16:26.320]  製造原子彈你可以的
[00:16:26.320 --> 00:16:28.320]  但是我們不是說做這些
[00:16:28.320 --> 00:16:30.720]  但是去不斷的提升自己
[00:16:30.720 --> 00:16:31.920]  不斷的學習
[00:16:31.920 --> 00:16:33.760]  在一個小組裏面
[00:16:33.760 --> 00:16:36.640]  同樣的你要參加一個小組
[00:16:36.640 --> 00:16:37.600]  一個團契
[00:16:37.600 --> 00:16:40.160]  一個生命小組裏面
[00:16:40.160 --> 00:16:43.040]  來貼磨貼的學習
[00:16:43.040 --> 00:16:45.280]  在一個區域裏面
[00:16:45.280 --> 00:16:46.800]  同樣在一個區域裏面
[00:16:46.800 --> 00:16:48.960]  大家來建立這個關係
[00:16:48.960 --> 00:16:51.040]  在教會的整體裏面
[00:16:51.040 --> 00:16:53.040]  甚至我們教睦同工
[00:16:53.040 --> 00:16:54.960]  自己都需要成長的
[00:16:55.040 --> 00:16:59.440]  不要說我們到某個程度就夠了
[00:16:59.440 --> 00:17:02.960]  我們好像在武羅華
[00:17:02.960 --> 00:17:04.240]  要不斷的
[00:17:04.240 --> 00:17:07.200]  不要說已經到了某個地步
[00:17:07.200 --> 00:17:08.400]  我們就停滯下來
[00:17:08.400 --> 00:17:09.680]  不斷的突破
[00:17:09.680 --> 00:17:11.280]  不斷的來成長
[00:17:11.280 --> 00:17:14.240]  教睦同工如果不斷的長進的話
[00:17:14.240 --> 00:17:17.840]  信徒都會看到教睦同工的長進
[00:17:17.840 --> 00:17:20.240]  然後大家一起去成長的
[00:17:20.240 --> 00:17:21.360]  求助幫助我們
[00:17:21.360 --> 00:17:23.040]  以上我們就要去
[00:17:23.040 --> 00:17:25.680]  用另一個圖表來表達的話
[00:17:25.680 --> 00:17:27.440]  就是從自學開始
[00:17:27.440 --> 00:17:31.280]  一直每個層層的都需要成長
[00:17:31.280 --> 00:17:32.560]  每一個的階段
[00:17:32.560 --> 00:17:34.000]  每一個的環節
[00:17:34.000 --> 00:17:36.720]  我們大家都要去長進的
[00:17:36.720 --> 00:17:39.040]  所以在教會的發展裏面
[00:17:39.040 --> 00:17:42.720]  我們有在整個整體的觀念方面
[00:17:42.720 --> 00:17:45.760]  有四個的向度我們要明白的
[00:17:45.760 --> 00:17:49.360]  一個就是我們在這個所謂靈明方面
[00:17:49.360 --> 00:17:51.760]  聖靈的接觸的事工方面
[00:17:51.760 --> 00:17:53.760]  就敬拜、培靈
[00:17:53.760 --> 00:17:55.680]  我們靈裏面更新
[00:17:55.680 --> 00:17:57.680]  禱告這一切都是
[00:17:57.680 --> 00:18:00.160]  使得我們弟兄姊妹個體
[00:18:00.160 --> 00:18:01.280]  個人成長
[00:18:01.280 --> 00:18:02.960]  整體來成長
[00:18:02.960 --> 00:18:05.840]  這個培訓的事工
[00:18:05.840 --> 00:18:08.080]  就是我們要栽培
[00:18:08.080 --> 00:18:09.840]  要建立每個信徒
[00:18:09.840 --> 00:18:11.760]  在真道裏面成長
[00:18:11.760 --> 00:18:14.720]  在知性的真道裏面來成長
[00:18:14.720 --> 00:18:16.960]  在聖靈裏面來祈禱
