
[00:00:00.000 --> 00:00:08.000]  (主持人:請節目讓我們在聆聽主的說話之前我們一起同心低頭祈禱)
[00:07:37.000 --> 00:07:39.000]  侍奉也好
[00:07:39.000 --> 00:07:41.000]  譬如我做牧會的
[00:07:41.000 --> 00:07:43.000]  我很努力講好一堂道
[00:07:43.000 --> 00:07:45.000]  講好兩堂道
[00:07:45.000 --> 00:07:47.000]  為什麼一定會好呢
[00:07:47.000 --> 00:07:51.000]  是不是有些人聽到牧師很努力去解釋一堂道
[00:07:51.000 --> 00:07:53.000]  花了很多心血去做
[00:07:53.000 --> 00:07:55.000]  每一堂道之後
[00:07:55.000 --> 00:07:57.000]  他一定會成為一個好的信徒呢
[00:07:57.000 --> 00:07:59.000]  我可以告訴你
[00:07:59.000 --> 00:08:01.000]  不是
[00:08:01.000 --> 00:08:03.000]  所以我作為牧者有時都要學習
[00:08:03.000 --> 00:08:05.000]  就算你多努力都好
[00:08:05.000 --> 00:08:07.000]  有些信徒不是你牧得到的
[00:08:07.000 --> 00:08:11.000]  要不就留給上帝去最後處理
[00:08:13.000 --> 00:08:15.000]  當上帝處理的時候
[00:08:15.000 --> 00:08:17.000]  未必在你手上有什麼成長
[00:08:17.000 --> 00:08:19.000]  但上帝會用他的說話
[00:08:19.000 --> 00:08:23.000]  在適當的時候幫助那個人去回轉
[00:08:23.000 --> 00:08:25.000]  如果上帝要他死的話
[00:08:25.000 --> 00:08:27.000]  告黑
[00:08:27.000 --> 00:08:29.000]  你容許上帝在那個情況下
[00:08:29.000 --> 00:08:31.000]  那個結果
[00:08:31.000 --> 00:08:33.000]  不是我們的理想
[00:08:33.000 --> 00:08:35.000]  我為什麼說這番說話呢
[00:08:35.000 --> 00:08:37.000]  今天我們來看
[00:08:37.000 --> 00:08:41.000]  但以理書第三章24至30節
[00:08:41.000 --> 00:08:45.000]  這段聖經我們已經說了上半段
[00:08:45.000 --> 00:08:47.000]  上半段是談及到
[00:08:47.000 --> 00:08:49.000]  但以你三個的朋友
[00:08:49.000 --> 00:08:53.000]  他一起或者同伴
[00:08:53.000 --> 00:09:01.000]  一起和尼泊爾加里沙皇的對話指出
[00:09:01.000 --> 00:09:03.000]  無論怎樣都好
[00:09:03.000 --> 00:09:07.000]  我們不會拜皇你所立的金像
[00:09:07.000 --> 00:09:09.000]  甚至皇啊
[00:09:09.000 --> 00:09:11.000]  我們也不會在這個時候
[00:09:11.000 --> 00:09:13.000]  當你神一樣的拜
[00:09:13.000 --> 00:09:17.000]  因為我們只是相信我們的上帝
[00:09:17.000 --> 00:09:21.000]  即使你給我們的刑罰有多嚴苛
[00:09:21.000 --> 00:09:24.000]  我寧願繼續相信上帝
[00:09:24.000 --> 00:09:27.000]  接受你的嚴苛的懲罰
[00:09:27.000 --> 00:09:31.000]  我都不會跪拜你的神
[00:09:31.000 --> 00:09:34.000]  這是我們上文所看到的背景
[00:09:34.000 --> 00:09:36.000]  來到今天我們說到
[00:09:36.000 --> 00:09:39.000]  他們已經被拋進火窯
[00:09:39.000 --> 00:09:45.000]  這個火窯有加比平日七倍的熱度
[00:09:45.000 --> 00:09:47.000]  七倍我再次重申
[00:09:47.000 --> 00:09:51.000]  不是一度三百六十五度華氏
[00:09:51.000 --> 00:09:53.000]  然後乘七不是
[00:09:53.000 --> 00:09:56.000]  七倍的意思是極熱的狀態
[00:09:56.000 --> 00:09:58.000]  最熱的狀態
[00:09:58.000 --> 00:09:59.000]  沒有再熱的了
[00:09:59.000 --> 00:10:01.000]  最熱的狀態
[00:10:01.000 --> 00:10:03.000]  在這個時候
[00:10:03.000 --> 00:10:09.000]  這三個猶太人的年青人
[00:10:09.000 --> 00:10:11.000]  怎樣好呢
[00:10:11.000 --> 00:10:15.000]  所以今天我給了一個題目
[00:10:15.000 --> 00:10:16.000]  很特別的題目
[00:10:16.000 --> 00:10:20.000]  叫做有危才有機的見證
[00:10:20.000 --> 00:10:24.000]  見證是在一些危機的時候
[00:10:24.000 --> 00:10:25.000]  去作出的
[00:10:25.000 --> 00:10:27.000]  好 讓我們一起打開電視機
[00:10:27.000 --> 00:10:29.000]  我們再讀多一次
[00:10:29.000 --> 00:10:33.000]  《大義烈書》第三章第24至30節
[00:10:33.000 --> 00:10:36.000]  我們一起去熟讀一下
[00:10:36.000 --> 00:10:39.000]  這段聖經的發展是怎樣的
[00:10:39.000 --> 00:10:41.000]  好 我們一起去讀
[00:10:41.000 --> 00:10:46.000]  那時尼布甲尼撒王驚奇
[00:10:46.000 --> 00:10:49.000]  急忙起來對謀事說
[00:10:49.000 --> 00:10:51.000]  我們蠢起來
[00:10:51.000 --> 00:10:54.000]  瀕在火裡的不是三個人嗎
[00:10:54.000 --> 00:10:56.000]  他們回答王說
[00:10:56.000 --> 00:11:00.000]  王說:看啊
[00:11:00.000 --> 00:11:04.000]  可見有四個人並沒有捆綁
[00:11:04.000 --> 00:11:08.000]  在火中遊行也沒有受傷
[00:11:08.000 --> 00:11:12.000]  那第四個的相貌好像臣子
[00:11:12.000 --> 00:11:18.000]  於是尼布甲尼撒就近烈火搖滾
[00:11:18.000 --> 00:11:21.000]  說至高神的僕人
[00:11:21.000 --> 00:11:25.000]  沙德拉米薩阿巴尼哥出來
[00:11:25.000 --> 00:11:27.000]  想這裡來吧
[00:11:27.000 --> 00:11:31.000]  沙德拉米薩阿巴尼哥
[00:11:31.000 --> 00:11:33.000]  就從火中出來了
[00:11:33.000 --> 00:11:37.000]  那些總督 陰差 巡撫
[00:11:37.000 --> 00:11:40.000]  和王的謀事一同聚集
[00:11:40.000 --> 00:11:42.000]  看這三個人
[00:11:42.000 --> 00:11:45.000]  見火無力傷他們的身體
[00:11:45.000 --> 00:11:48.000]  頭髮也沒有燒焦
[00:11:48.000 --> 00:11:50.000]  衣裳也沒有變色
[00:11:50.000 --> 00:11:53.000]  並沒有火燎的氣味
[00:11:53.000 --> 00:11:55.000]  尼布甲尼撒說
[00:11:55.000 --> 00:11:59.000]  沙德拉米薩阿巴尼哥的神
[00:11:59.000 --> 00:12:01.000]  是應當稱重的
[00:12:01.000 --> 00:12:03.000]  他差遣使者
[00:12:03.000 --> 00:12:06.000]  救護依靠他的僕人
[00:12:06.000 --> 00:12:10.000]  他們不遵王命捨去己身
[00:12:10.000 --> 00:12:12.000]  在他們神以外
[00:12:12.000 --> 00:12:15.000]  不肯侍奉敬拜別神
[00:12:15.000 --> 00:12:17.000]  現在我降旨
[00:12:17.000 --> 00:12:21.000]  無論何方 何國 何族的人
[00:12:21.000 --> 00:12:27.000]  妄讀沙德拉米薩阿巴尼哥之神的
[00:12:27.000 --> 00:12:29.000]  必備令詞
[00:12:29.000 --> 00:12:32.000]  他的房屋必成糞堆
[00:12:32.000 --> 00:12:37.000]  因為沒有別神能這樣施行拯救
[00:12:37.000 --> 00:12:40.000]  那時王在巴比倫省
[00:12:40.000 --> 00:12:45.000]  高聲了沙德拉米薩阿巴尼哥
[00:12:45.000 --> 00:12:48.000]  在這條聖經裡
[00:12:48.000 --> 00:12:54.000]  我們終於有更明朗的介紹
[00:12:54.000 --> 00:12:59.000]  告訴我們知道原來當時正值
[00:12:59.000 --> 00:13:06.000]  在開光禮的最後的時間
[00:13:06.000 --> 00:13:09.000]  剛剛在完結的時候
[00:13:09.000 --> 00:13:13.000]  或者最近最後的時候
[00:13:13.000 --> 00:13:16.000]  這群加勒底人來舉報
[00:13:16.000 --> 00:13:19.000]  告訴尼泊爾教尼撒王
[00:13:19.000 --> 00:13:24.000]  有三個猶大的年青人
[00:13:24.000 --> 00:13:27.000]  他們沒有跪拜你的金像
[00:13:27.000 --> 00:13:30.000]  所以才有一大群
[00:13:30.000 --> 00:13:36.000]  前文所說的總督 陰師 巡撫
[00:13:36.000 --> 00:13:38.000]  和王的一切謀士
[00:13:38.000 --> 00:13:41.000]  全部人都在場一起去看
[00:13:41.000 --> 00:13:46.000]  我們看看在這個公眾羞辱
[00:13:46.000 --> 00:13:51.000]  三位但以你的同伴這個場景
[00:13:51.000 --> 00:13:56.000]  究竟做了一個什麼結果出來呢
[00:13:56.000 --> 00:14:02.000]  是不是尼泊爾的加勒底人成功地
[00:14:02.000 --> 00:14:05.000]  殺了這三個同伴
[00:14:05.000 --> 00:14:08.000]  清除他們政治上的阻礙
[00:14:08.000 --> 00:14:13.000]  然後重奪他們巴比倫省的
[00:14:13.000 --> 00:14:15.000]  欽差大臣之位呢
[00:14:15.000 --> 00:14:20.000]  還是有出人意表的結果呢
[00:14:20.000 --> 00:14:23.000]  我們再看看這段聖經所說什麼
[00:14:23.000 --> 00:14:27.000]  這段聖經讓我們去看看
[00:14:27.000 --> 00:14:33.000]  究竟繼續上帝怎樣用但以你
[00:14:33.000 --> 00:14:39.000]  和三位同伴去引導上帝心中要拯救的一個人
[00:14:39.000 --> 00:14:41.000]  尼泊爾加勒底人
[00:14:41.000 --> 00:14:43.000]  我們一起去看看
[00:14:43.000 --> 00:14:48.000]  在這段事件裡我們已經知道
[00:14:48.000 --> 00:14:53.000]  這三個人扔進火窯裡
[00:14:53.000 --> 00:14:54.000]  熱到不堪
[00:14:54.000 --> 00:14:58.000]  連扔下去的人都已經被燒死的時候
[00:14:58.000 --> 00:15:02.000]  竟然發現到一件這樣的事
[00:15:02.000 --> 00:15:06.000]  誰發現到這件奇怪的事
[00:15:06.000 --> 00:15:10.000]  原來是正正立下命令
[00:15:10.000 --> 00:15:16.000]  要去容許這些加勒底人
[00:15:16.000 --> 00:15:22.000]  操控的由大國的三個被擄的人
[00:15:22.000 --> 00:15:27.000]  扔進火窯的最終決定者尼泊爾加勒底人
[00:15:27.000 --> 00:15:29.000]  發現了一件事
[00:15:29.000 --> 00:15:36.000]  在這件事裡引起了眾人不能解釋的現象
[00:15:36.000 --> 00:15:38.000]  我們看看第一部分
[00:15:38.000 --> 00:15:40.000]  24至25節
[00:15:40.000 --> 00:15:43.000]  怎樣叫人費解的時刻
[00:15:43.000 --> 00:15:48.000]  來臨到尼泊爾加勒底人這個群體
[00:15:48.000 --> 00:15:50.000]  我們看看
[00:15:50.000 --> 00:15:56.000]  那時尼泊爾加勒底人驚奇
[00:15:56.000 --> 00:15:59.000]  原來在這件事裡
[00:15:59.000 --> 00:16:06.000]  尼泊爾加勒底人很細心的去看這件事發展
[00:16:06.000 --> 00:16:09.000]  既然那些窯是這麼熱的
[00:16:09.000 --> 00:16:13.000]  我們要想想那些窯的設計是怎樣的
[00:16:13.000 --> 00:16:17.000]  那些窯跟我們今天所想的窯是很不同的
[00:16:17.000 --> 00:16:23.000]  今天的窯在工廠裡找一些很高的防火磚
[00:16:23.000 --> 00:16:28.000]  然後砌了一個方形的結構
[00:16:28.000 --> 00:16:32.000]  然後放一些東西在裡面燒
[00:16:32.000 --> 00:16:37.000]  昔日的窯絕大部分是在一個山坡上
[00:16:37.000 --> 00:16:43.000]  然後挖進去一些山坡裡的岩洞
[00:16:43.000 --> 00:16:54.000]  然後在這些岩洞裡進行燒窯的運作
[00:16:54.000 --> 00:16:56.000]  為什麼要在山坡上呢?
[00:16:56.000 --> 00:16:58.000]  因為山坡的結構容易挖
[00:16:58.000 --> 00:17:03.000]  並且向上的煙火可以在上面流走
[00:17:03.000 --> 00:17:06.000]  有對流才會燒得熱
[00:17:06.000 --> 00:17:07.000]  大家知不知道?
[00:17:07.000 --> 00:17:09.000]  燒烤也是一樣原理
[00:17:09.000 --> 00:17:14.000]  空氣不對流的,不斷給火燒不著的,燒不熱的
[00:17:14.000 --> 00:17:16.000]  要有些對流
[00:17:16.000 --> 00:17:19.000]  他就很心急,原來利布加布尼沙王
[00:17:19.000 --> 00:17:24.000]  雖然他容許了這個決定
[00:17:24.000 --> 00:17:29.000]  將這三個人扔進這個窯裡
[00:17:29.000 --> 00:17:33.000]  但是他心裡很急忙,很難明
[00:17:33.000 --> 00:17:37.000]  因為他留意到有些東西不對勁
[00:17:38.000 --> 00:17:46.000]  於是他親自走近火窯的門
[00:17:46.000 --> 00:17:49.000]  這個我一會兒會再看的
[00:17:49.000 --> 00:17:54.000]  不過在走近之間的時間
[00:17:54.000 --> 00:18:01.000]  利布加布尼沙王就走來問那些謀士一條問題
[00:18:01.000 --> 00:18:04.000]  就引起謀士的恐慌
[00:18:04.000 --> 00:18:07.000]  這條問題是什麼?
[00:18:07.000 --> 00:18:17.000]  他問我們不是綁起了三個人將他們扔進火裡嗎?
[00:18:17.000 --> 00:18:21.000]  這條問題為什麼這麼害怕呢?
[00:18:21.000 --> 00:18:28.000]  你將你自己放進去這些謀士的位置去想想
[00:18:28.000 --> 00:18:33.000]  明明我們就是綁起了三個人
[00:18:33.000 --> 00:18:36.000]  將他們扔進火窯裡
[00:18:36.000 --> 00:18:40.000]  但是王竟然看到不是這樣的情況
[00:18:40.000 --> 00:18:43.000]  王看到什麼呢?
[00:18:43.000 --> 00:18:45.000]  我跳一跳,先看25字
[00:18:45.000 --> 00:18:49.000]  王說:看啊,我看到有四個人
[00:18:49.000 --> 00:18:54.000]  並且沒有綑綁,在火中遊行,也沒有受傷
[00:18:54.000 --> 00:18:57.000]  那第四個人的相貌好像臣子
[00:18:57.000 --> 00:19:01.000]  利布加布尼沙王觀察到的東西
[00:19:01.000 --> 00:19:06.000]  是那些謀士指示他們要做的事
[00:19:06.000 --> 00:19:08.000]  有很大的區別
[00:19:08.000 --> 00:19:09.000]  有什麼區別呢?
[00:19:09.000 --> 00:19:13.000]  第一,我們明明叫你綁起三個
[00:19:13.000 --> 00:19:15.000]  你為什麼綁起了四個?
[00:19:15.000 --> 00:19:17.000]  因為我看到有四個人在火窯裡
[00:19:17.000 --> 00:19:22.000]  那第四個是誰呢?
[00:19:22.000 --> 00:19:27.000]  你是不是在我沒有允許之下,將他們扔進去
[00:19:27.000 --> 00:19:30.000]  那個是誰呢?
[00:19:30.000 --> 00:19:35.000]  你知不知道利布加布尼沙王裡最掙扎的那個人是誰呢?
[00:19:35.000 --> 00:19:39.000]  我相信應該是但爾利
[00:19:39.000 --> 00:19:45.000]  因為他後面說到第四個人的相貌好像臣子
[00:19:45.000 --> 00:19:49.000]  在聖經中的但爾利書裡
[00:19:49.000 --> 00:19:54.000]  只有一個人物一直在利布加布尼沙王的心中
[00:19:54.000 --> 00:19:56.000]  與別不同的
[00:19:56.000 --> 00:19:58.000]  有神的靈在他裡面
[00:19:58.000 --> 00:20:00.000]  而且有忠神在他裡面
[00:20:00.000 --> 00:20:02.000]  這個就是但爾利
[00:20:02.000 --> 00:20:06.000]  你們會不會再扔一件進去呢?
[00:20:06.000 --> 00:20:09.000]  這個會不會是但爾利呢?
[00:20:09.000 --> 00:20:11.000]  王這樣的觀察
[00:20:11.000 --> 00:20:15.000]  馬上使得這幫謀士
[00:20:15.000 --> 00:20:18.000]  真的很驚惶
[00:20:18.000 --> 00:20:20.000]  用廣東話那句
[00:20:20.000 --> 00:20:22.000]  真的發了蹄蹄
[00:20:22.000 --> 00:20:24.000]  我有個姐妹很好
[00:20:24.000 --> 00:20:26.000]  聽完講到馬上幫我查
[00:20:26.000 --> 00:20:28.000]  什麼叫做發蹄蹄
[00:20:28.000 --> 00:20:31.000]  原來發就發作個發
[00:20:31.000 --> 00:20:33.000]  蹄就不是蹄
[00:20:33.000 --> 00:20:36.000]  不過廣東話加了一些土話
[00:20:36.000 --> 00:20:38.000]  蹄就不是蹄
[00:20:38.000 --> 00:20:40.000]  是一腳蹄的蹄
[00:20:40.000 --> 00:20:42.000]  蹄就是蹄
[00:20:42.000 --> 00:20:45.000]  月字邊蹄龍的蹄跳起
[00:20:45.000 --> 00:20:47.000]  原來是這樣寫的
[00:20:47.000 --> 00:20:49.000]  發蹄蹄是什麼意思呢?
[00:20:49.000 --> 00:20:53.000]  就是講到一個人沒有辦法蹄來蹄去
[00:20:53.000 --> 00:20:55.000]  不知所措
[00:20:55.000 --> 00:20:57.000]  不知怎麼做
[00:20:57.000 --> 00:20:59.000]  明明說扔三個
[00:20:59.000 --> 00:21:01.000]  你就扔了四件
[00:21:01.000 --> 00:21:04.000]  現在我看到現在在火裡面的
[00:21:04.000 --> 00:21:06.000]  明明你說綁了的
[00:21:06.000 --> 00:21:08.000]  每個都鬆綁了
[00:21:08.000 --> 00:21:12.000]  鬆綁是什麼意思呢?
[00:21:12.000 --> 00:21:14.000]  你不是一種刑罰
[00:21:14.000 --> 00:21:17.000]  不要照我的吩咐去做事
[00:21:17.000 --> 00:21:19.000]  我綁他放下去
[00:21:19.000 --> 00:21:20.000]  你就不是
[00:21:20.000 --> 00:21:22.000]  你隨他走就走
[00:21:22.000 --> 00:21:24.000]  等同於殺人
[00:21:24.000 --> 00:21:26.000]  殺死了的人才埋葬
[00:21:26.000 --> 00:21:30.000]  還好過你強行生葬那個人
[00:21:30.000 --> 00:21:34.000]  這些我聽得太多了
[00:21:34.000 --> 00:21:36.000]  特別我早沒說過
[00:21:36.000 --> 00:21:39.000]  三年八個月很多這樣的事
[00:21:39.000 --> 00:21:41.000]  生葬那些人
[00:21:41.000 --> 00:21:47.000]  不單止你沒聽我說叫綁放他下去
