
[00:00:00.000 --> 00:00:11.520]  同樣的 如果大家打開屏幕讓我都可以看見大家
[00:03:03.360 --> 00:03:05.360]  但其實有關亞各的經文
[00:03:05.360 --> 00:03:08.000]  有十多章的經文是關於他
[00:03:08.000 --> 00:03:10.000]  希望大家來之前有機會
[00:03:10.000 --> 00:03:11.200]  可以看看創世記
[00:03:11.200 --> 00:03:13.200]  就會知道更加多
[00:03:13.200 --> 00:03:15.200]  我想在開始之前
[00:03:15.200 --> 00:03:17.200]  我們先做個祈禱
[00:03:17.200 --> 00:03:20.960]  我們都求主祢用今天亞各這個人物
[00:03:20.960 --> 00:03:22.960]  他的心聽過去的歷史
[00:03:22.960 --> 00:03:25.760]  給我們有反省
[00:03:25.760 --> 00:03:27.760]  給我們有反思
[00:03:27.760 --> 00:03:29.760]  更加給我們有改變
[00:03:29.760 --> 00:03:31.760]  給我們有醒悟
[00:03:31.760 --> 00:03:34.320]  以致我們人生不會起到自以為聰明
[00:03:34.320 --> 00:03:39.440]  以致我們人生不會繼續在愚昧當中來道入
[00:03:39.440 --> 00:03:42.480]  而能夠在智慧當中來做人
[00:03:42.480 --> 00:03:45.840]  幫助我們過去我們懂得回顧
[00:03:45.840 --> 00:03:50.160]  但回顧當中會有得有失有對有錯
[00:03:50.160 --> 00:03:53.200]  但願從回顧當中幫助我們將來
[00:03:53.200 --> 00:03:56.240]  我們得的是會比失的更多
[00:03:56.240 --> 00:03:58.640]  我們對的是會比錯的更多
[00:03:58.640 --> 00:04:03.040]  讓我們不要停留在我們不該停留的境況
[00:04:03.040 --> 00:04:06.640]  讓我們能夠爭取我們應該爭取的地位
[00:04:06.640 --> 00:04:09.280]  幫助我們能夠從人的生命
[00:04:09.280 --> 00:04:12.880]  學習怎樣改進改變我們自己的生命
[00:04:12.880 --> 00:04:14.880]  帶領我們有時間聽我們祈禱
[00:04:14.880 --> 00:04:16.880]  奉耶穌的名祈禱
[00:04:16.880 --> 00:04:20.880]  當我講聖經時
[00:04:20.880 --> 00:04:22.880]  我常常有一句說話在我心裏
[00:04:22.880 --> 00:04:26.880]  就是鑒古思今
[00:04:26.880 --> 00:04:30.880]  從別人的生命來改變自己的生命
[00:04:30.880 --> 00:04:34.880]  用別人的生命來反思自己的生命
[00:04:34.880 --> 00:04:38.880]  我覺得有人說
[00:04:38.880 --> 00:04:43.680]  在人生當中最昂貴的一位老師
[00:04:43.680 --> 00:04:45.680]  就是我們的人生
[00:04:45.680 --> 00:04:47.680]  也是必然的人生
[00:04:47.680 --> 00:04:51.680]  因為生命教師真的很昂貴
[00:04:51.680 --> 00:04:53.680]  因為是用我們生命所得來的
[00:04:53.680 --> 00:04:55.680]  所以希望可以好好地學
[00:04:55.680 --> 00:04:57.680]  我記得很多年前
[00:04:57.680 --> 00:04:59.680]  我太太有一次回來的時候
[00:04:59.680 --> 00:05:03.680]  她打印了一篇文章給我看
[00:05:03.680 --> 00:05:05.680]  文章很簡單
[00:05:05.680 --> 00:05:09.680]  就是告訴人你怎樣知道自己開始衰老
[00:05:09.680 --> 00:05:11.680]  她是用英文的一篇文章叫做
[00:05:11.680 --> 00:05:13.680]  How do you know you are getting old
[00:05:13.680 --> 00:05:17.680]  裏面提了很多很多樣的跡象
[00:05:17.680 --> 00:05:21.680]  譬如說她有幾樣東西
[00:05:21.680 --> 00:05:23.680]  她有一樣東西提到
[00:05:23.680 --> 00:05:25.680]  譬如我們坐在搖搖椅裏
[00:05:25.680 --> 00:05:27.680]  但是我們搖不動椅子
[00:05:27.680 --> 00:05:29.680]  只是坐在這裏沒有力搖
[00:05:29.680 --> 00:05:31.680]  那你就老了
[00:05:31.680 --> 00:05:33.680]  另一樣東西她又提到
[00:05:33.680 --> 00:05:35.680]  當在家裏我們點蠟燭吃晚餐
[00:05:35.680 --> 00:05:37.680]  不是為了搞氣氛
[00:05:37.680 --> 00:05:39.680]  是為了省電
[00:05:39.680 --> 00:05:41.680]  那你就老了
[00:05:41.680 --> 00:05:43.680]  第三她說
[00:05:43.680 --> 00:05:45.680]  當你外出吃東西
[00:05:45.680 --> 00:05:47.680]  叫了一塊牛扒回來吃
[00:05:47.680 --> 00:05:49.680]  一口咬下去
[00:05:49.680 --> 00:05:51.680]  牛扒沒有動
[00:05:51.680 --> 00:05:53.680]  但牙齒沒有了
[00:05:53.680 --> 00:05:55.680]  那你就老了
[00:05:55.680 --> 00:05:57.680]  但她有一句令我印象非常深刻
[00:05:57.680 --> 00:06:01.680]  她說當你爬到人生的高峰
[00:06:01.680 --> 00:06:03.680]  然後你發現你爬錯了
[00:06:03.680 --> 00:06:05.680]  你老了
[00:06:05.680 --> 00:06:07.680]  這句說話當我看到的時候
[00:06:07.680 --> 00:06:09.680]  我覺得很傷感
[00:06:09.680 --> 00:06:11.680]  一個人爬到人生的高峰
[00:06:11.680 --> 00:06:13.680]  發現他爬錯了
[00:06:13.680 --> 00:06:15.680]  他不應該爬的山
[00:06:15.680 --> 00:06:17.680]  但已經老了
[00:06:17.680 --> 00:06:21.680]  你發現真的很悲哀的一句說話
[00:06:21.680 --> 00:06:25.680]  因為你不能回頭改變這個事實
[00:06:25.680 --> 00:06:27.680]  因為你已經沒有這個時間
[00:06:27.680 --> 00:06:29.680]  但人生不要做到這樣
[00:06:29.680 --> 00:06:31.680]  所以為什麼我說要鑒古思今
[00:06:31.680 --> 00:06:33.680]  從別人的人生
[00:06:33.680 --> 00:06:35.680]  來成為我們的老師
[00:06:35.680 --> 00:06:39.680]  以致我們能夠成為一個聰明人
[00:06:39.680 --> 00:06:41.680]  懂得怎樣去過我們的人生
[00:06:41.680 --> 00:06:45.680]  世界上很多自以為聰明的人
[00:06:45.680 --> 00:06:47.680]  其實可能他真的很笨
[00:06:47.680 --> 00:06:49.680]  很蠢
[00:06:49.680 --> 00:06:51.680]  很愚昧
[00:06:51.680 --> 00:06:55.680]  因為我發現到原來一個人所謂聰明
[00:06:55.680 --> 00:06:59.680]  不一定是真的聰明
[00:06:59.680 --> 00:07:01.680]  因為有一句說話我們都說
[00:07:01.680 --> 00:07:05.680]  聰明是可以反被聰明誤的
[00:07:05.680 --> 00:07:07.680]  原來人的聰明和軟弱
[00:07:07.680 --> 00:07:11.680]  就好像科學和道德
[00:07:11.680 --> 00:07:13.680]  原來不是成比例的
[00:07:13.680 --> 00:07:15.680]  有些很聰明的人
[00:07:15.680 --> 00:07:17.680]  他雖然知對錯
[00:07:17.680 --> 00:07:19.680]  他很聰明
[00:07:19.680 --> 00:07:21.680]  他很明白很多東西
[00:07:21.680 --> 00:07:23.680]  但不表示他能夠做對的事
[00:07:23.680 --> 00:07:25.680]  不做錯的事
[00:07:25.680 --> 00:07:27.680]  好像科學和道德一樣
[00:07:27.680 --> 00:07:29.680]  今天很多人
[00:07:29.680 --> 00:07:31.680]  我們今天的科技非常發達
[00:07:31.680 --> 00:07:35.680]  但道德不見得有改進
[00:07:35.680 --> 00:07:37.680]  一樣的道理
[00:07:37.680 --> 00:07:39.680]  所以我們發現一個人聰明
[00:07:39.680 --> 00:07:43.680]  不表示他一定會是一個很好的人
[00:07:43.680 --> 00:07:45.680]  或者很強的人
[00:07:45.680 --> 00:07:47.680]  他可以是一個很軟弱的人
[00:07:47.680 --> 00:07:51.680]  他是聰明但同時他可以是很愚昧
[00:07:51.680 --> 00:07:53.680]  所以我們看亞國這個人
[00:07:53.680 --> 00:07:55.680]  你可以說他很有辦法
[00:07:55.680 --> 00:07:57.680]  他很想拿的東西
[00:07:57.680 --> 00:07:59.680]  他很有辦法去拿到
[00:07:59.680 --> 00:08:01.680]  他很想改變的東西
[00:08:01.680 --> 00:08:03.680]  他有辦法去改變
[00:08:03.680 --> 00:08:05.680]  但人生最後的時候
[00:08:05.680 --> 00:08:07.680]  你發現回顧他的一生
[00:08:07.680 --> 00:08:09.680]  他真是一個聰明
[00:08:09.680 --> 00:08:11.680]  但是一個笨伯
[00:08:11.680 --> 00:08:13.680]  亞國一生在《創世記》裏面
[00:08:13.680 --> 00:08:15.680]  25章到50章裏面
[00:08:15.680 --> 00:08:17.680]  有十幾章差不多20章
[00:08:17.680 --> 00:08:21.680]  是記載關於他的人生
[00:08:21.680 --> 00:08:25.680]  他一生當中在47章28節裏說
[00:08:25.680 --> 00:08:27.680]  他147歲
[00:08:27.680 --> 00:08:29.680]  147歲
[00:08:29.680 --> 00:08:33.680]  20年在巴旦阿蘭
[00:08:33.680 --> 00:08:35.680]  110年在加拿大
[00:08:35.680 --> 00:08:39.680]  為何他會在巴旦阿蘭呢?
[00:08:39.680 --> 00:08:41.680]  因為他逃避他哥哥
[00:08:41.680 --> 00:08:45.680]  以素對他的仇恨想殺他
[00:08:45.680 --> 00:08:47.680]  所以他離家出走
[00:08:47.680 --> 00:08:49.680]  避開他的哥哥
[00:08:49.680 --> 00:08:53.680]  後來回到他自己的地方
[00:08:53.680 --> 00:08:57.680]  他110年在加拿大
[00:08:57.680 --> 00:08:59.680]  但在加拿大期間
[00:08:59.680 --> 00:09:01.680]  他和他最愛的兒子約瑟
[00:09:01.680 --> 00:09:05.680]  分開了22年之久
[00:09:05.680 --> 00:09:07.680]  37章第二節
[00:09:07.680 --> 00:09:09.680]  我講到22年
[00:09:09.680 --> 00:09:15.680]  因為約瑟被賣的時候是17歲
[00:09:15.680 --> 00:09:19.680]  46節講到他見法老的時候是30歲
[00:09:19.680 --> 00:09:21.680]  那就是13年
[00:09:21.680 --> 00:09:25.680]  那在第六節約瑟提到
[00:09:25.680 --> 00:09:27.680]  七年豐年兩年荒年
[00:09:27.680 --> 00:09:29.680]  就是九年
[00:09:29.680 --> 00:09:33.680]  所以你看到13年加9年就是22年
[00:09:33.680 --> 00:09:35.680]  你看到亞國有兩件事
[00:09:35.680 --> 00:09:37.680]  剛才講的心平
[00:09:37.680 --> 00:09:39.680]  如果大家有勵心聽
[00:09:39.680 --> 00:09:41.680]  20年在巴旦阿蘭
[00:09:41.680 --> 00:09:45.680]  不能和他愛他的媽媽一起
[00:09:45.680 --> 00:09:47.680]  不能和他的父母一起
[00:09:47.680 --> 00:09:49.680]  要和他的哥哥分開
[00:09:49.680 --> 00:09:51.680]  因為他太聰明
[00:09:51.680 --> 00:09:55.680]  他拿了哥哥長子的名分
[00:09:55.680 --> 00:09:57.680]  他騙了他父親的祝福
[00:09:57.680 --> 00:10:03.680]  最後得到的就是被迫離開家裡20年
[00:10:03.680 --> 00:10:07.680]  同時間因為這個分開
[00:10:07.680 --> 00:10:11.680]  他離開了他所愛的媽媽
[00:10:11.680 --> 00:10:13.680]  後來雖然回到家裡的時候
[00:10:13.680 --> 00:10:15.680]  發現還有22年的時間
[00:10:15.680 --> 00:10:19.680]  他和他所愛的兒子分開了
[00:10:19.680 --> 00:10:21.680]  20年離開家裡
[00:10:21.680 --> 00:10:23.680]  22年和約瑟的分開
[00:10:23.680 --> 00:10:27.680]  這些都是人生當中的事
[00:10:27.680 --> 00:10:33.680]  我們看看亞國人生中的得和失
[00:10:33.680 --> 00:10:35.680]  亞國為什麼他好像很聰明
[00:10:35.680 --> 00:10:37.680]  但是又叫他聰明笨伯呢?
[00:10:37.680 --> 00:10:41.680]  因為他的笨笨是什麼呢?
[00:10:41.680 --> 00:10:43.680]  他只求成功不擇手段
[00:10:43.680 --> 00:10:45.680]  欺騙別人
[00:10:45.680 --> 00:10:49.680]  亞國他求成功有什麼成功呢?
[00:10:49.680 --> 00:10:51.680]  做些什麼呢?
[00:10:51.680 --> 00:10:53.680]  有些人形容亞國的前半生
[00:10:53.680 --> 00:10:57.680]  可以說是一個爭奪的人生
[00:10:57.680 --> 00:10:59.680]  他什麼都要得他要拿
[00:10:59.680 --> 00:11:01.680]  所以在32章28節
[00:11:01.680 --> 00:11:03.680]  剛才讀經讀到的
[00:11:03.680 --> 00:11:09.680]  天使稱他為「與神與人教力都得成」
[00:11:09.680 --> 00:11:13.680]  25章他得到長子的名分
[00:11:13.680 --> 00:11:16.680]  26章他得到父親的祝福
[00:11:16.680 --> 00:11:19.680]  30章他得到岳父的陽群
[00:11:19.680 --> 00:11:24.680]  32至33章他得到他哥哥的原諒
[00:11:24.680 --> 00:11:27.680]  每一次他都成功
[00:11:27.680 --> 00:11:30.680]  人看來他好像得心應手
[00:11:30.680 --> 00:11:33.680]  但是看看亞國的失是什麼呢?
[00:11:33.680 --> 00:11:36.680]  當你去到第47章第9節
[00:11:36.680 --> 00:11:41.680]  當亞國與約瑟重逢的時候
[00:11:41.680 --> 00:11:43.680]  法老王問他
[00:11:43.680 --> 00:11:47.680]  問他一生的年日有多少
[00:11:47.680 --> 00:11:50.680]  亞國如何說自己的人生呢?
[00:11:50.680 --> 00:11:54.680]  他說他的人生是又小又短
[00:11:54.680 --> 00:11:56.680]  其實我們知道
[00:11:56.680 --> 00:12:05.680]  他一生人是147歲
[00:12:05.680 --> 00:12:08.680]  其實他人生不短的
[00:12:08.680 --> 00:12:16.680]  他在埃及還有17年才離開這個世界
[00:12:16.680 --> 00:12:20.680]  所以他去見法老王的時候
[00:12:20.680 --> 00:12:23.680]  他已經過了大半生
[00:12:23.680 --> 00:12:25.680]  過了很長的日子
[00:12:25.680 --> 00:12:26.680]  但他回顧看的時候
[00:12:26.680 --> 00:12:28.680]  他的人生是又小又短
[00:12:28.680 --> 00:12:30.680]  又苦又少
[00:12:30.680 --> 00:12:34.680]  為什麼這樣說呢?
[00:12:34.680 --> 00:12:37.680]  因為問題不是日子的長短
[00:12:37.680 --> 00:12:44.680]  而是他人生不是一個他認為好的人生
[00:12:44.680 --> 00:12:46.680]  所以對他自己評論的時候
[00:12:46.680 --> 00:12:48.680]  雖然他很長命
[00:12:48.680 --> 00:12:51.680]  但這個人生對他來說是很苦的
[00:12:51.680 --> 00:12:57.680]  所以值得他紀念的日子可能不是很多
[00:12:57.680 --> 00:13:00.680]  小的意思
[00:13:00.680 --> 00:13:06.680]  其實意思是他覺得好的年日不多
[00:13:06.680 --> 00:13:10.680]  但他又說自己人生很少
[00:13:10.680 --> 00:13:12.680]  雖然他得到很多東西
[00:13:12.680 --> 00:13:16.680]  但他失去的更加多
[00:13:16.680 --> 00:13:19.680]  我不知道你們怎樣
[00:13:19.680 --> 00:13:21.680]  我自己也試過
[00:13:21.680 --> 00:13:25.680]  有時有沒有去旅遊
[00:13:25.680 --> 00:13:27.680]  拍了很多很多相
[00:13:27.680 --> 00:13:31.680]  但回來後又刪了很多相
[00:13:31.680 --> 00:13:33.680]  很多拍得不好
[00:13:33.680 --> 00:13:35.680]  或者不需要拍的
[00:13:35.680 --> 00:13:38.680]  我自己在18歲
[00:13:38.680 --> 00:13:39.680]  我信耶穌
[00:13:39.680 --> 00:13:41.680]  我在加拿大信耶穌
[00:13:41.680 --> 00:13:42.680]  信了耶穌之後
[00:13:42.680 --> 00:13:45.680]  我就拿回自己的相簿出來看
[00:13:45.680 --> 00:13:48.680]  看回我過去18年的人生
[00:13:48.680 --> 00:13:50.680]  我發現很多我拍的相片
[00:13:50.680 --> 00:13:52.680]  我都很不喜歡
[00:13:52.680 --> 00:13:54.680]  我很不喜歡當時的我
[00:13:54.680 --> 00:13:56.680]  我想起當時我做過什麼
[00:13:56.680 --> 00:13:58.680]  我很後悔
[00:13:58.680 --> 00:14:01.680]  我記得當時我將很多相片一張一張拿出來
[00:14:01.680 --> 00:14:03.680]  一張一張撕爛
[00:14:03.680 --> 00:14:05.680]  我不想記得這些事
[00:14:05.680 --> 00:14:08.680]  我不想記得當時我這個人
[00:14:08.680 --> 00:14:12.680]  我記得當時我撕了相片之後
[00:14:12.680 --> 00:14:15.680]  我發現我相簿剩下的不是很多相
[00:14:15.680 --> 00:14:19.680]  因為我大部份的日子都不是開心的
[00:14:19.680 --> 00:14:22.680]  雖然我做了我喜歡做的事
[00:14:22.680 --> 00:14:24.680]  我小時候很放縱
[00:14:24.680 --> 00:14:26.680]  很任性
[00:14:26.680 --> 00:14:27.680]  很自私
[00:14:27.680 --> 00:14:29.680]  很不理會別人的感受
[00:14:29.680 --> 00:14:31.680]  當我現在看回那些相片
[00:14:31.680 --> 00:14:32.680]  想起那些日子的時候
[00:14:32.680 --> 00:14:34.680]  每次想起我都很後悔
[00:14:34.680 --> 00:14:36.680]  每次想起我都很不開心
[00:14:36.680 --> 00:14:37.680]  所以我信耶穌之後
[00:14:37.680 --> 00:14:40.680]  我記得我當時就看回那些相片
[00:14:40.680 --> 00:14:42.680]  我就剪了
[00:14:42.680 --> 00:14:43.680]  剪爛了那些相片
[00:14:43.680 --> 00:14:45.680]  剩下的真的不多
[00:14:45.680 --> 00:14:46.680]  所以有些人問我
[00:14:46.680 --> 00:14:48.680]  喂 你當時我拍了很多相片
[00:14:48.680 --> 00:14:51.680]  我只可以說是又少又苦
[00:14:51.680 --> 00:14:53.680]  因為值得紀念
[00:14:53.680 --> 00:14:56.680]  留下可以引以為榮的日子
[00:14:56.680 --> 00:14:58.680]  真的不是很多
[00:14:58.680 --> 00:15:00.680]  當時的乞丐說這句話
[00:15:00.680 --> 00:15:02.680]  有這樣的含義在裏面
[00:15:02.680 --> 00:15:04.680]  他雖然當時已經130歲
[00:15:04.680 --> 00:15:07.680]  不是表示他不長命
[00:15:07.680 --> 00:15:09.680]  而是在這麼長的日子裏
[00:15:09.680 --> 00:15:13.680]  他覺得值得記得的不多
[00:15:13.680 --> 00:15:15.680]  所以他說我日子很少
[00:15:15.680 --> 00:15:18.680]  而且他說也是很苦
[00:15:18.680 --> 00:15:20.680]  因為苦所以才少
[00:15:20.680 --> 00:15:22.680]  所以有時我不知道大家怎樣
[00:15:22.680 --> 00:15:24.680]  如果你今天回顧看的時候
[00:15:24.680 --> 00:15:26.680]  你會不會覺得你的人生
[00:15:26.680 --> 00:15:29.680]  是很值得回顧
[00:15:29.680 --> 00:15:32.680]  還是很不想記得呢
[00:15:32.680 --> 00:15:34.680]  亞哥你看看
[00:15:34.680 --> 00:15:37.680]  他雖然得到他很想得的
[00:15:37.680 --> 00:15:38.680]  長子名分
[00:15:38.680 --> 00:15:39.680]  父親祝福
[00:15:39.680 --> 00:15:40.680]  岳父的陽群
[00:15:40.680 --> 00:15:41.680]  哥哥的原諒
[00:15:41.680 --> 00:15:43.680]  他都成功了
[00:15:43.680 --> 00:15:46.680]  但他的遭遇都很坎坷
[00:15:46.680 --> 00:15:50.680]  在28章提到他被逼離家
[00:15:50.680 --> 00:15:51.680]  剛才說到
[00:15:51.680 --> 00:15:53.680]  離開愛他的媽媽
[00:15:53.680 --> 00:15:55.680]  離開他的父親
[00:15:55.680 --> 00:15:59.680]  在30章提到他被外父騙
[00:15:59.680 --> 00:16:01.680]  31章提到他外父
[00:16:01.680 --> 00:16:03.680]  十次更改他的公教
[00:16:03.680 --> 00:16:06.680]  32章他和天使摔跤
[00:16:06.680 --> 00:16:08.680]  變成了騎子
[00:16:08.680 --> 00:16:11.680]  34章他的女兒被誘
[00:16:11.680 --> 00:16:14.680]  被弒奸污辱
[00:16:14.680 --> 00:16:17.680]  35章提到拉結的離世
[00:16:17.680 --> 00:16:19.680]  37章提到失去約瑟
[00:16:19.680 --> 00:16:22.680]  42章遇上饑荒
[00:16:22.680 --> 00:16:26.680]  人生都遇到很多不如意的事
[00:16:26.680 --> 00:16:27.680]  但有時我們會想
[00:16:27.680 --> 00:16:30.680]  這些不如意的事是怎樣來的呢
[00:16:30.680 --> 00:16:31.680]  人生中很多事
[00:16:31.680 --> 00:16:33.680]  不要只是爛尤
[00:16:33.680 --> 00:16:34.680]  有時想一想
[00:16:34.680 --> 00:16:36.680]  苦難有四個原因
[00:16:36.680 --> 00:16:39.680]  可以因為自己的錯
[00:16:39.680 --> 00:16:40.680]  可以因為別人的錯
[00:16:40.680 --> 00:16:43.680]  可以因為神給我們的試煉
[00:16:43.680 --> 00:16:46.680]  可以因為撒旦給我們的試探
[00:16:46.680 --> 00:16:48.680]  從約瑟的人生來看
[00:16:48.680 --> 00:16:52.680]  有很多事當然是牽涉其他人
[00:16:52.680 --> 00:16:54.680]  但看的時候也有可能
[00:16:54.680 --> 00:16:59.680]  有很多方面是關於他自己的錯而導致的
[00:16:59.680 --> 00:17:01.680]  例如最低限度第一個提到的
[00:17:01.680 --> 00:17:03.680]  被迫離家
[00:17:03.680 --> 00:17:06.680]  因為他自己騙了他哥哥
[00:17:06.680 --> 00:17:08.680]  也騙了他父親
[00:17:08.680 --> 00:17:10.680]  而被迫要離家出走
[00:17:10.680 --> 00:17:12.680]  因為自己的錯
[00:17:12.680 --> 00:17:14.680]  他失去了約瑟
[00:17:14.680 --> 00:17:19.680]  他有很多難處
[00:17:19.680 --> 00:17:22.680]  有時不可以只是別人導致他這樣
[00:17:22.680 --> 00:17:26.680]  有時也是因為神對他的管教
[00:17:26.680 --> 00:17:28.680]  神對他的提醒
[00:17:28.680 --> 00:17:29.680]  為何我會這樣說呢
[00:17:29.680 --> 00:17:32.680]  因為當你看神對他的評語
[00:17:32.680 --> 00:17:36.680]  在荷西亞書12章第二節提到
[00:17:36.680 --> 00:17:39.680]  耶和華以猶大爭辯
[00:17:39.680 --> 00:17:42.680]  必照雅各所行的懲罰他
[00:17:42.680 --> 00:17:45.680]  按他所作的報應他
[00:17:45.680 --> 00:17:49.680]  所以剛才提到有很多雅各不寓意的事
[00:17:49.680 --> 00:17:51.680]  除了因為自己的錯之外
[00:17:51.680 --> 00:17:55.680]  也可以是出於神對他的管教
[00:17:55.680 --> 00:17:57.680]  對他的懲罰
[00:17:57.680 --> 00:17:58.680]  對他的報應
[00:17:58.680 --> 00:18:01.680]  所以人生是有得有失
[00:18:01.680 --> 00:18:06.680]  但要想清楚這些得失的原因是什麼
[00:18:06.680 --> 00:18:09.680]  說到人生的得失我們要想
[00:18:09.680 --> 00:18:11.680]  因為我經常覺得做人
[00:18:11.680 --> 00:18:13.680]  人望高處水往低流
[00:18:13.680 --> 00:18:16.680]  沒有人想衰沒有人不想成功
[00:18:16.680 --> 00:18:18.680]  沒有人考試想肥老
[00:18:18.680 --> 00:18:23.680]  一般人都是希望做生意都會有盈利
[00:18:23.680 --> 00:18:25.680]  人生都有得有失
[00:18:25.680 --> 00:18:28.680]  但問題要看到底你為了什麼得
[00:18:28.680 --> 00:18:30.680]  也為了什麼失
[00:18:30.680 --> 00:18:33.680]  或者為了什麼失
[00:18:33.680 --> 00:18:35.680]  說到人生的得失我們看看
[00:18:35.680 --> 00:18:38.680]  雅各人生中有得失
[00:18:38.680 --> 00:18:41.680]  後來他都很後悔
[00:18:41.680 --> 00:18:43.680]  我們看回自己的人生
[00:18:43.680 --> 00:18:45.680]  都要想一想人生中的得與失
[00:18:45.680 --> 00:18:47.680]  所以我希望我講的時候
[00:18:47.680 --> 00:18:49.680]  大家可以反思一下
[00:18:49.680 --> 00:18:51.680]  無論是過去或現在
[00:18:51.680 --> 00:18:53.680]  我們曾經得過什麼
[00:18:53.680 --> 00:18:55.680]  我們想得
[00:18:55.680 --> 00:18:57.680]  有沒有想過為了什麼得
[00:18:57.680 --> 00:18:58.680]  我們失去什麼
[00:18:58.680 --> 00:19:00.680]  現在我們要得的
[00:19:00.680 --> 00:19:02.680]  我們要付出什麼
[00:19:02.680 --> 00:19:04.680]  到底值不值
[00:19:04.680 --> 00:19:08.680]  第一樣我們要看的人生的得失
[00:19:08.680 --> 00:19:10.680]  有得必有得
[00:19:10.680 --> 00:19:12.680]  有失必有得是什麼意思呢
[00:19:12.680 --> 00:19:15.680]  就是當你得到一些東西的時候
[00:19:15.680 --> 00:19:18.680]  你同時會得到另外一些東西
[00:19:18.680 --> 00:19:20.680]  譬如舉例說
[00:19:20.680 --> 00:19:22.680]  有些人和我說
[00:19:22.680 --> 00:19:24.680]  有些朋友都有
[00:19:24.680 --> 00:19:25.680]  教會都有
[00:19:25.680 --> 00:19:27.680]  最近找到工作了
[00:19:27.680 --> 00:19:28.680]  很開心
[00:19:28.680 --> 00:19:30.680]  但後面有兩個字
