
[00:00:00.000 --> 00:00:06.000]  今天很簡單和大家分享的經文就是《詩篇》第一篇
[00:03:05.000 --> 00:03:10.000]  現在我們反常了 吃糙米 要吃那些幫我
[00:03:10.000 --> 00:03:13.000]  意思就是說 我們好像擁有很多東西
[00:03:13.000 --> 00:03:17.000]  但是那些東西是不能夠存留的
[00:03:17.000 --> 00:03:19.000]  沒有價值的
[00:03:19.000 --> 00:03:22.000]  意思就是說 你可能很短暫的豐富
[00:03:22.000 --> 00:03:24.000]  短暫的風光
[00:03:24.000 --> 00:03:26.000]  但是這些東西不能夠帶來也不能帶走
[00:03:26.000 --> 00:03:28.000]  最重要的一件事
[00:03:28.000 --> 00:03:32.000]  在夜禍的面前 必滅亡
[00:03:32.000 --> 00:03:34.000]  在審判的時候站立不住
[00:03:34.000 --> 00:03:37.000]  惡人在義人的會中也是如此
[00:03:37.000 --> 00:03:39.000]  所以他針對一類 人生有兩類人
[00:03:39.000 --> 00:03:41.000]  一類是惡人 一類是義人
[00:03:41.000 --> 00:03:44.000]  但是惡人 好像很豐富也好
[00:03:44.000 --> 00:03:47.000]  神一定會審判他
[00:03:47.000 --> 00:03:51.000]  並且這個審判是很快的
[00:03:51.000 --> 00:03:53.000]  但是相反來說 義人又怎樣呢
[00:03:53.000 --> 00:03:56.000]  詩人說 他是按時結果指的
[00:03:56.000 --> 00:03:59.000]  這個結果指和康培剛剛相反
[00:03:59.000 --> 00:04:02.000]  如果康培是沒有價值的
[00:04:02.000 --> 00:04:06.000]  結果指就是有價值在裡面
[00:04:06.000 --> 00:04:08.000]  好像約翰福音第十五章裡面
[00:04:08.000 --> 00:04:10.000]  主耶穌說 不是你選擇我 是我選擇你
[00:04:10.000 --> 00:04:12.000]  我選擇你怎樣呢
[00:04:12.000 --> 00:04:15.000]  要你結出果子 並且果子是怎樣呢
[00:04:15.000 --> 00:04:17.000]  是常存的
[00:04:17.000 --> 00:04:19.000]  我們要結出一個永恆的果子
[00:04:19.000 --> 00:04:23.000]  所以義人的路 好像可能很辛苦
[00:04:23.000 --> 00:04:25.000]  可能坎坷 可能被人欺負
[00:04:25.000 --> 00:04:29.000]  但是他結出的果子 是有永恆的果效
[00:04:29.000 --> 00:04:32.000]  還有是神祝福他的
[00:04:32.000 --> 00:04:36.000]  凡他所作 盡都順利
[00:04:37.000 --> 00:04:40.000]  詩人說出了兩條不同的路
[00:04:40.000 --> 00:04:43.000]  一個是帶來一個永恆的果效
[00:04:43.000 --> 00:04:47.000]  一個是暫時 可能很風光
[00:04:47.000 --> 00:04:50.000]  但是一定面對神的審判
[00:04:50.000 --> 00:04:54.000]  神的審判的結果
[00:04:54.000 --> 00:04:57.000]  兩條路是帶來兩個完全的結果
[00:04:57.000 --> 00:04:59.000]  所以今天我問你是義人還是惡人
[00:04:59.000 --> 00:05:01.000]  你當然坐在那裡說 我是義人
[00:05:01.000 --> 00:05:03.000]  但是是不是真的義人呢
[00:05:03.000 --> 00:05:05.000]  這個是我值得一路思想
[00:05:05.000 --> 00:05:07.000]  我們信了主這麼多年
[00:05:07.000 --> 00:05:09.000]  我們回了教會這麼多年
[00:05:09.000 --> 00:05:11.000]  我們做了這麼多事 我們侍奉了這麼多
[00:05:11.000 --> 00:05:13.000]  但是有時候問我自己
[00:05:13.000 --> 00:05:15.000]  究竟我是走一個義人的路
[00:05:15.000 --> 00:05:17.000]  還是一個惡人的路
[00:05:17.000 --> 00:05:19.000]  什麼是惡人
[00:05:19.000 --> 00:05:21.000]  在詩篇第一篇裏面說
[00:05:21.000 --> 00:05:23.000]  不從惡人的計謀 不站罪人的道路
[00:05:23.000 --> 00:05:25.000]  不坐洩萬人的座位
[00:05:25.000 --> 00:05:27.000]  在你的譯管裏就是傲慢人的座位
[00:05:27.000 --> 00:05:30.000]  他將這個惡人更加描述
[00:05:30.000 --> 00:05:32.000]  什麼叫惡人
[00:05:32.000 --> 00:05:34.000]  惡人就是說
[00:05:34.000 --> 00:05:37.000]  第一 在態度上不以神為神
[00:05:37.000 --> 00:05:39.000]  好像羅馬書第一章裏面說到
[00:05:39.000 --> 00:05:41.000]  人最重要的問題是什麼呢
[00:05:41.000 --> 00:05:44.000]  他明明從創造裏面知道有神的存在
[00:05:44.000 --> 00:05:46.000]  他不感謝他 也不讚美他
[00:05:46.000 --> 00:05:48.000]  所以當我們基督徒信了主之後
[00:05:48.000 --> 00:05:50.000]  第一樣我們就是讚美
[00:05:50.000 --> 00:05:52.000]  羅馬書十二章所說的
[00:05:52.000 --> 00:05:55.000]  我們如此侍奉 如此敬拜
[00:05:55.000 --> 00:05:57.000]  是理所當然
[00:05:57.000 --> 00:05:59.000]  以前我不認識他的時候
[00:05:59.000 --> 00:06:01.000]  我不敬拜他 不讚美他
[00:06:01.000 --> 00:06:03.000]  我就是神
[00:06:03.000 --> 00:06:06.000]  惡人就是在態度上 自以為神
[00:06:06.000 --> 00:06:09.000]  甚至用木頭 用石頭來代替神
[00:06:09.000 --> 00:06:11.000]  我就是神 就是我自己的意思
[00:06:11.000 --> 00:06:13.000]  然後罪人就是什麼呢
[00:06:13.000 --> 00:06:15.000]  很明顯 先就是在行為上
[00:06:15.000 --> 00:06:18.000]  在行為上不以神為神
[00:06:18.000 --> 00:06:20.000]  同樣羅馬書說到
[00:06:20.000 --> 00:06:22.000]  世人不單止犯罪 我們更加喜歡怎樣
[00:06:22.000 --> 00:06:25.000]  不單止自己喜歡犯罪 喜歡怎樣
[00:06:25.000 --> 00:06:27.000]  喜歡別人
[00:06:27.000 --> 00:06:29.000]  同樣犯罪
[00:06:29.000 --> 00:06:31.000]  為什麼呢 當你做 我做的時候
[00:06:31.000 --> 00:06:33.000]  大家就好過一點
[00:06:33.000 --> 00:06:35.000]  這個也不是罪了
[00:06:35.000 --> 00:06:38.000]  我們減輕我們的罪疚感
[00:06:38.000 --> 00:06:42.000]  所以罪人就是行為上不以神為神
[00:06:42.000 --> 00:06:44.000]  然後這裡奧曼人
[00:06:44.000 --> 00:06:46.000]  其實在日本是薛曼人
[00:06:46.000 --> 00:06:48.000]  英文就是Moka
[00:06:48.000 --> 00:06:51.000]  就是言語上不以神為神
[00:06:51.000 --> 00:06:53.000]  一個惡人
[00:06:53.000 --> 00:06:57.000]  就是在態度 言語 行為上
[00:06:57.000 --> 00:06:59.000]  不以神為神的人
[00:06:59.000 --> 00:07:01.000]  這個就是惡人
[00:07:01.000 --> 00:07:03.000]  相反來說 義人在《斯彼得一篇》裡
[00:07:03.000 --> 00:07:05.000]  沒有怎樣的定義
[00:07:05.000 --> 00:07:07.000]  我們很清楚 如果是這樣的話 應該相反
[00:07:07.000 --> 00:07:11.000]  就是說我們在態度 言語 行為上
[00:07:11.000 --> 00:07:13.000]  都以神為神的話
[00:07:13.000 --> 00:07:15.000]  我們就是義人
[00:07:15.000 --> 00:07:17.000]  所以同樣問一個問題
[00:07:17.000 --> 00:07:19.000]  今天你坐在這裡的時候
[00:07:19.000 --> 00:07:23.000]  我是不是真的在態度 言語 行為上
[00:07:23.000 --> 00:07:25.000]  都是以神為神
[00:07:25.000 --> 00:07:27.000]  這就是我生命最高的地方
[00:07:27.000 --> 00:07:29.000]  它是我一切抉擇的重點
[00:07:29.000 --> 00:07:31.000]  是我跟隨的對象
[00:07:31.000 --> 00:07:33.000]  是不是這樣呢
[00:07:33.000 --> 00:07:35.000]  還是我只是很多的外表的行為
[00:07:35.000 --> 00:07:39.000]  回來教會 大家當然是一樣的
[00:07:39.000 --> 00:07:43.000]  回家才是真的
[00:07:43.000 --> 00:07:45.000]  那是不是有一個差距在裡面呢
[00:07:45.000 --> 00:07:47.000]  那為什麼我是一個義人
[00:07:47.000 --> 00:07:49.000]  還是一個惡人呢
[00:07:49.000 --> 00:07:51.000]  這個值得我們思考 為什麼呢
[00:07:51.000 --> 00:07:53.000]  你以為你是義人
[00:07:53.000 --> 00:07:55.000]  走的是惡人的路
[00:07:55.000 --> 00:07:57.000]  你的結局是完全不一樣的
[00:07:57.000 --> 00:08:01.000]  詩人在裡面提醒一個問題
[00:08:01.000 --> 00:08:03.000]  重點不是說知道誰是惡人
[00:08:03.000 --> 00:08:05.000]  誰是罪人去批判
[00:08:05.000 --> 00:08:07.000]  這個是惡人 這個是義人
[00:08:07.000 --> 00:08:09.000]  重點其實是反思自己
[00:08:09.000 --> 00:08:13.000]  究竟我今天走的是惡人的路
[00:08:13.000 --> 00:08:15.000]  還是一個義人的路
[00:08:15.000 --> 00:08:19.000]  這個是完全不一樣的處境
[00:08:19.000 --> 00:08:21.000]  那什麼是惡人
[00:08:21.000 --> 00:08:23.000]  什麼是義人
[00:08:23.000 --> 00:08:25.000]  如果普通人來說
[00:08:25.000 --> 00:08:27.000]  我們怎樣去定義一個人是一個惡人一個義人呢
[00:08:27.000 --> 00:08:29.000]  通常我們從什麼
[00:08:29.000 --> 00:08:31.000]  很簡單就是從他的外表
[00:08:31.000 --> 00:08:33.000]  這個像劉克孫一樣
[00:08:33.000 --> 00:08:35.000]  一外表看上去就討厭
[00:08:35.000 --> 00:08:37.000]  石堅那些
[00:08:37.000 --> 00:08:39.000]  面目可憎 啊這個惡人
[00:08:39.000 --> 00:08:41.000]  言語操作 出口就成文
[00:08:41.000 --> 00:08:43.000]  這個惡人
[00:08:43.000 --> 00:08:45.000]  這個多麼和善 多好呢
[00:08:45.000 --> 00:08:47.000]  這個是義人
[00:08:47.000 --> 00:08:49.000]  但是我們知道
[00:08:49.000 --> 00:08:51.000]  我們定義一個惡人義人
[00:08:51.000 --> 00:08:53.000]  絕對不可以從一個人行為
[00:08:53.000 --> 00:08:55.000]  甚至《士道行傳》第十三章
[00:08:55.000 --> 00:08:57.000]  說到一個人
[00:08:57.000 --> 00:08:59.000]  這個人在聖經裡面形容他是什麼呢
[00:08:59.000 --> 00:09:01.000]  他是合神心意的
[00:09:01.000 --> 00:09:03.000]  聖經裡面說的是哪一個人呢
[00:09:03.000 --> 00:09:05.000]  《士道行傳》說一個人
[00:09:05.000 --> 00:09:07.000]  他是合神心意的
[00:09:07.000 --> 00:09:11.000]  我尋找耶穌的兒子大衛
[00:09:11.000 --> 00:09:13.000]  他是合我心意
[00:09:13.000 --> 00:09:15.000]  說到大衛
[00:09:15.000 --> 00:09:17.000]  大衛在聖經裡面形容他是合神心意
[00:09:17.000 --> 00:09:19.000]  有沒有另一個定義呢
[00:09:19.000 --> 00:09:21.000]  他定一個人
[00:09:21.000 --> 00:09:23.000]  神給他稱讚
[00:09:23.000 --> 00:09:25.000]  他合我心意
[00:09:25.000 --> 00:09:27.000]  更高呢 我想這個不容易
[00:09:27.000 --> 00:09:29.000]  但我們看回大衛的生平
[00:09:29.000 --> 00:09:31.000]  大衛壞不壞啊
[00:09:31.000 --> 00:09:33.000]  你告訴我 壞不壞啊
[00:09:33.000 --> 00:09:35.000]  壞啊 壞到極之不得了
[00:09:35.000 --> 00:09:37.000]  他見到人家老婆漂亮
[00:09:37.000 --> 00:09:39.000]  不單止謀了人家
[00:09:39.000 --> 00:09:41.000]  還怎樣啊
[00:09:41.000 --> 00:09:43.000]  殺了人家老公
[00:09:43.000 --> 00:09:45.000]  你想一下 如果一個惡人
[00:09:45.000 --> 00:09:47.000]  不止惡到這樣
[00:09:47.000 --> 00:09:49.000]  而大衛就是一個這樣的人
[00:09:49.000 --> 00:09:53.000]  而神竟然稱他合我心意
[00:09:53.000 --> 00:09:55.000]  當然說神合我心意
[00:09:55.000 --> 00:09:57.000]  不是指他犯罪
[00:09:57.000 --> 00:09:59.000]  聖經口中說
[00:09:59.000 --> 00:10:01.000]  除了烏尼亞這件事
[00:10:01.000 --> 00:10:05.000]  大衛是一切合神心意
[00:10:05.000 --> 00:10:07.000]  烏尼亞這件事
[00:10:07.000 --> 00:10:09.000]  大衛是面對他罪的結果
[00:10:09.000 --> 00:10:13.000]  但是在其他事情裡面
[00:10:13.000 --> 00:10:15.000]  大衛真的以神的心意為先
[00:10:15.000 --> 00:10:17.000]  所以聖經裡面稱
[00:10:17.000 --> 00:10:19.000]  大衛是一個合神心意的人
[00:10:19.000 --> 00:10:21.000]  但我們知道
[00:10:21.000 --> 00:10:23.000]  大衛是一個神感重視
[00:10:23.000 --> 00:10:25.000]  這麼愛的人
[00:10:25.000 --> 00:10:27.000]  其實他的行為也是不得了
[00:10:27.000 --> 00:10:29.000]  所以我們絕對不會因為
[00:10:29.000 --> 00:10:31.000]  我們的行為來定一個義人惡人
[00:10:31.000 --> 00:10:33.000]  特別我們記在圖上
[00:10:33.000 --> 00:10:35.000]  我們得的是本福恩 恩爵信
[00:10:35.000 --> 00:10:37.000]  我們不可以因為一個人的行為
[00:10:37.000 --> 00:10:39.000]  來定他的善惡
[00:10:39.000 --> 00:10:41.000]  所以我們知道
[00:10:41.000 --> 00:10:43.000]  不是靠我們的行為
[00:10:43.000 --> 00:10:45.000]  那我們要靠什麼呢
[00:10:45.000 --> 00:10:47.000]  可能說我們靠我們的選擇
[00:10:47.000 --> 00:10:49.000]  我知道我不能夠自救
[00:10:49.000 --> 00:10:51.000]  我知道我罪大惡極
[00:10:51.000 --> 00:10:53.000]  我選擇他救
[00:10:53.000 --> 00:10:55.000]  耶穌基督救我
[00:10:55.000 --> 00:10:57.000]  我不可以靠自己救自己
[00:10:57.000 --> 00:10:59.000]  所以我選擇正確
[00:10:59.000 --> 00:11:01.000]  耶穌成為待罪的羔羊
[00:11:01.000 --> 00:11:03.000]  我今天在神面前成為一個義人
[00:11:03.000 --> 00:11:05.000]  所以我是一個義人
[00:11:05.000 --> 00:11:07.000]  我不是惡人
[00:11:07.000 --> 00:11:09.000]  那你選擇好 那個就差了
[00:11:09.000 --> 00:11:11.000]  明明犯罪不肯承認
[00:11:11.000 --> 00:11:13.000]  又不肯接受耶穌為救主
[00:11:13.000 --> 00:11:15.000]  他活該
[00:11:15.000 --> 00:11:17.000]  好像是一個選擇性的問題
[00:11:17.000 --> 00:11:19.000]  但如果我們留意
[00:11:19.000 --> 00:11:21.000]  原來我們的選擇也很處境性
[00:11:21.000 --> 00:11:25.000]  意思是說在這個情況裏
[00:11:25.000 --> 00:11:27.000]  我這樣的選擇
[00:11:27.000 --> 00:11:29.000]  不等於我在另一個情況裏
[00:11:29.000 --> 00:11:31.000]  同一個選擇
[00:11:31.000 --> 00:11:33.000]  舉個例子 剛才說過惡人 義人
[00:11:33.000 --> 00:11:35.000]  我問你有沒有見過惡人
[00:11:35.000 --> 00:11:37.000]  有沒有見過
[00:11:37.000 --> 00:11:39.000]  有沒有見過
[00:11:39.000 --> 00:11:41.000]  有些人隨街都是
[00:11:41.000 --> 00:11:43.000]  是不是
[00:11:43.000 --> 00:11:45.000]  到處都是
[00:11:45.000 --> 00:11:47.000]  你工作的地方有沒有見過惡人
[00:11:47.000 --> 00:11:49.000]  有沒有
[00:11:49.000 --> 00:11:51.000]  有
[00:11:51.000 --> 00:11:53.000]  讀書的地方有沒有惡人
[00:11:53.000 --> 00:11:55.000]  有沒有
[00:11:55.000 --> 00:11:57.000]  現在我們想說bullying
[00:11:57.000 --> 00:11:59.000]  那些人說bullying
[00:11:59.000 --> 00:12:01.000]  社會裏面有 我再問你
[00:12:01.000 --> 00:12:03.000]  教會裏面有沒有惡人
[00:12:03.000 --> 00:12:05.000]  有 你說的
[00:12:05.000 --> 00:12:07.000]  我問你 與我無關
[00:12:07.000 --> 00:12:09.000]  你講出來的 我不知道你教會有沒有
[00:12:09.000 --> 00:12:11.000]  教會都有惡人
[00:12:11.000 --> 00:12:13.000]  問題是當你看到有惡人
[00:12:13.000 --> 00:12:15.000]  甚至是惡人當道的時候
[00:12:15.000 --> 00:12:17.000]  你會有什麼反應
[00:12:17.000 --> 00:12:19.000]  什麼叫惡人當道
[00:12:19.000 --> 00:12:21.000]  人家是向前走的
[00:12:21.000 --> 00:12:23.000]  是橫向走的
[00:12:23.000 --> 00:12:25.000]  而他走的時候
[00:12:25.000 --> 00:12:27.000]  沒有人管他
[00:12:27.000 --> 00:12:29.000]  沒有人理他
[00:12:29.000 --> 00:12:31.000]  你就問 神啊 你在哪裏
[00:12:31.000 --> 00:12:33.000]  你為什麼看不到
[00:12:33.000 --> 00:12:35.000]  惡人當道的時候你有什麼反應
[00:12:35.000 --> 00:12:39.000]  有些人說我怕了他
[00:12:39.000 --> 00:12:41.000]  那你就被人欺負
[00:12:41.000 --> 00:12:43.000]  你看到有些人惡人
[00:12:43.000 --> 00:12:45.000]  當道的時候 有些人就會
[00:12:45.000 --> 00:12:47.000]  生氣
[00:12:47.000 --> 00:12:49.000]  不平 神啊
[00:12:49.000 --> 00:12:51.000]  為什麼你看不到
[00:12:51.000 --> 00:12:53.000]  為什麼這個乖乖的
[00:12:53.000 --> 00:12:55.000]  被人欺負
[00:12:55.000 --> 00:12:57.000]  這個惡的就橫行無阻
[00:12:57.000 --> 00:12:59.000]  你就很生氣
[00:12:59.000 --> 00:13:01.000]  其實這個不只是我們講的
[00:13:01.000 --> 00:13:03.000]  在《先經》裏面也有人這樣講
[00:13:03.000 --> 00:13:05.000]  《第37篇》裏面也有人這樣講
[00:13:05.000 --> 00:13:07.000]  不要為作惡的心懷不平
[00:13:07.000 --> 00:13:13.000]  也不要為嫉妒那行不義的人
[00:13:13.000 --> 00:13:15.000]  因為他們如草快被割下
[00:13:15.000 --> 00:13:19.000]  又如綠色的亂草快要枯乾
[00:13:19.000 --> 00:13:21.000]  這個和《先經》第一篇是不是很像
[00:13:21.000 --> 00:13:27.000]  你不要看見惡人你以為他沒有什麼
[00:13:29.000 --> 00:13:31.000]  其實神一定會審判
[00:13:31.000 --> 00:13:33.000]  並且審判很快就會來
[00:13:33.000 --> 00:13:35.000]  然後他說當止住怒氣
[00:13:35.000 --> 00:13:37.000]  第八節離氣憤怒
[00:13:37.000 --> 00:13:39.000]  不要心懷不平
[00:13:39.000 --> 00:13:41.000]  後面有一個很重要的說話
[00:13:41.000 --> 00:13:43.000]  以自作惡
[00:13:43.000 --> 00:13:47.000]  不要心懷不平以自作惡
[00:13:47.000 --> 00:13:49.000]  第一個就是說
[00:13:49.000 --> 00:13:51.000]  你首先不要心懷不平
[00:13:51.000 --> 00:13:53.000]  你以為神不管
[00:13:53.000 --> 00:13:55.000]  《先經》說不是的 神會管的
[00:13:55.000 --> 00:13:57.000]  神會理 並且很快
[00:13:57.000 --> 00:13:59.000]  但要小心一點
[00:13:59.000 --> 00:14:01.000]  不要心懷不平以自作惡
[00:14:01.000 --> 00:14:03.000]  意思是
[00:14:03.000 --> 00:14:05.000]  開始你被人欺負
[00:14:05.000 --> 00:14:07.000]  你會覺得很生氣
[00:14:07.000 --> 00:14:09.000]  然後慢慢
[00:14:09.000 --> 00:14:11.000]  你做初一
[00:14:11.000 --> 00:14:13.000]  我做十五
[00:14:13.000 --> 00:14:15.000]  那你又來了
[00:14:15.000 --> 00:14:17.000]  那究竟你是義人
[00:14:17.000 --> 00:14:19.000]  被人欺負的
[00:14:19.000 --> 00:14:21.000]  還是惡人欺負人的
[00:14:21.000 --> 00:14:25.000]  所以我們的情況都很容易轉變
[00:14:25.000 --> 00:14:27.000]  舉個例子
[00:14:27.000 --> 00:14:29.000]  中國現在很流行打貪
[00:14:29.000 --> 00:14:31.000]  是不是
[00:14:31.000 --> 00:14:33.000]  如果你是老百姓的時候
[00:14:33.000 --> 00:14:35.000]  你被欺負
[00:14:35.000 --> 00:14:37.000]  那些做官的
[00:14:37.000 --> 00:14:39.000]  賺了那麼多錢
[00:14:39.000 --> 00:14:41.000]  又海外又有戶口
[00:14:41.000 --> 00:14:43.000]  我們被欺負
[00:14:43.000 --> 00:14:45.000]  那你就說
[00:14:45.000 --> 00:14:47.000]  我有一天平步青雲
[00:14:47.000 --> 00:14:49.000]  我做官的時候
[00:14:49.000 --> 00:14:51.000]  我就要清廉的
[00:14:51.000 --> 00:14:53.000]  我大公無私
[00:14:53.000 --> 00:14:55.000]  我做個清廉的官
[00:14:55.000 --> 00:14:57.000]  好了 真是有一天被你平步青雲
[00:14:57.000 --> 00:14:59.000]  一路爬上去
[00:14:59.000 --> 00:15:01.000]  在習近平之下就是你了
[00:15:01.000 --> 00:15:03.000]  你貪不貪啊
[00:15:03.000 --> 00:15:05.000]  我問你貪不貪啊
[00:15:05.000 --> 00:15:07.000]  你貪得更厲害啊
[00:15:07.000 --> 00:15:09.000]  然後你就說
[00:15:09.000 --> 00:15:11.000]  人在江湖
[00:15:11.000 --> 00:15:13.000]  身不由己
[00:15:13.000 --> 00:15:15.000]  那究竟你是貪還是不貪呢
[00:15:15.000 --> 00:15:17.000]  那究竟你是貪還是不貪呢
[00:15:17.000 --> 00:15:19.000]  你是義人還是惡人呢
[00:15:19.000 --> 00:15:21.000]  你是義人還是惡人呢
[00:15:21.000 --> 00:15:23.000]  當你沒有這樣的位置
[00:15:23.000 --> 00:15:25.000]  你沒有這樣的機會
[00:15:25.000 --> 00:15:27.000]  你就說我會這樣做
[00:15:27.000 --> 00:15:29.000]  當你有這樣的位置
[00:15:29.000 --> 00:15:31.000]  你有這樣的機會
[00:15:31.000 --> 00:15:33.000]  當你做一個這樣的決定
[00:15:33.000 --> 00:15:35.000]  你會帶來那麼大的利益的時候
[00:15:35.000 --> 00:15:37.000]  你會怎麼做
[00:15:37.000 --> 00:15:39.000]  我發覺人都不可靠
[00:15:39.000 --> 00:15:41.000]  其實很多時候我們都很處境性
[00:15:41.000 --> 00:15:45.000]  在這個環境裡面我這樣做
[00:15:45.000 --> 00:15:47.000]  不等於另一個環境
[00:15:47.000 --> 00:15:49.000]  我這樣做
[00:15:49.000 --> 00:15:51.000]  當我看到教育童工跌倒
[00:15:51.000 --> 00:15:53.000]  我們自己都很提醒
[00:15:53.000 --> 00:15:55.000]  不要說我比他強
[00:15:55.000 --> 00:15:57.000]  如果我在他的處境裡面
[00:15:57.000 --> 00:15:59.000]  我比他跌得更慘
[00:15:59.000 --> 00:16:03.000]  所以詩篇第一篇提醒我們
[00:16:03.000 --> 00:16:05.000]  我們不是去定誰是義人
[00:16:05.000 --> 00:16:07.000]  誰是惡人
[00:16:07.000 --> 00:16:09.000]  而是去反思
[00:16:09.000 --> 00:16:11.000]  究竟今天我走著一條什麼路
[00:16:11.000 --> 00:16:17.000]  在兩年前
[00:16:17.000 --> 00:16:19.000]  在聖誕節之前
[00:16:19.000 --> 00:16:21.000]  發生一件事
[00:16:21.000 --> 00:16:23.000]  有一個借款車
[00:16:23.000 --> 00:16:25.000]  把一筆很大的錢
[00:16:25.000 --> 00:16:27.000]  從一個地方押到另一個地方
[00:16:27.000 --> 00:16:31.000]  誰知道在途中裡面
[00:16:31.000 --> 00:16:33.000]  在香港發生
[00:16:33.000 --> 00:16:35.000]  在途中裡面
[00:16:35.000 --> 00:16:37.000]  發生了一扇門打開了
[00:16:37.000 --> 00:16:39.000]  究竟是人為還是意外
[00:16:39.000 --> 00:16:41.000]  都不知道
[00:16:41.000 --> 00:16:43.000]  結果四千五百萬的港幣
[00:16:43.000 --> 00:16:45.000]  每張是新的
[00:16:45.000 --> 00:16:47.000]  每張是四百萬港幣
[00:16:47.000 --> 00:16:49.000]  快要新年了
[00:16:49.000 --> 00:16:51.000]  就掉了在街上
[00:16:51.000 --> 00:16:55.000]  原先包好了
[00:16:55.000 --> 00:16:57.000]  掉了在街上就散了
[00:16:57.000 --> 00:16:59.000]  有些散開了
[00:16:59.000 --> 00:17:01.000]  在短短的時間裡
[00:17:01.000 --> 00:17:03.000]  人性就出現了
[00:17:03.000 --> 00:17:05.000]  有些人坐計程車
[00:17:05.000 --> 00:17:07.000]  停車
[00:17:07.000 --> 00:17:09.000]  一開門就拿錢走
