
[00:00:00.000 --> 00:00:07.680]  很快我們亞哥的系列又講到第五講
[00:04:21.200 --> 00:04:24.160]  原來古代猶太人的家
[00:04:24.160 --> 00:04:26.800]  那個鎖是在門裡面
[00:04:26.800 --> 00:04:28.320]  你要開鎖的話
[00:04:28.320 --> 00:04:30.400]  你要伸手進去門洞裡面
[00:04:30.400 --> 00:04:32.000]  去另外那邊開
[00:04:32.000 --> 00:04:36.160]  很明顯舒拉蜜已經反鎖了門
[00:04:36.160 --> 00:04:39.120]  所以所羅門王是開不到那道門
[00:04:39.120 --> 00:04:42.080]  但所羅門王這個動作
[00:04:42.080 --> 00:04:45.200]  經文說打動了舒拉蜜的心
[00:04:45.200 --> 00:04:48.480]  你和我讀中文版本的雅歌
[00:04:48.480 --> 00:04:50.400]  甚至讀英文版本
[00:04:50.400 --> 00:04:52.080]  不會打動我們的心
[00:04:52.080 --> 00:04:56.080]  但猶太人讀希伯來文的文字就很清楚
[00:04:56.080 --> 00:04:58.480]  原來希伯來文的手
[00:04:58.480 --> 00:05:01.920]  和男性的性器官是同一個字
[00:05:01.920 --> 00:05:07.440]  所以經文說這個動作打動了舒拉蜜的心
[00:05:07.440 --> 00:05:11.280]  猶太人的文字很有趣
[00:05:11.280 --> 00:05:15.120]  我時時都說和中國人很相似
[00:05:15.120 --> 00:05:20.240]  心和肚和腸好像連在一起
[00:05:20.240 --> 00:05:23.600]  我們中國人說牽腸掛肚
[00:05:23.600 --> 00:05:27.680]  就是我的心時時想念一個人就牽腸掛肚
[00:05:27.680 --> 00:05:32.400]  原來我們也是說心肚和腸連在一起
[00:05:32.400 --> 00:05:36.880]  原文是說肚和腸
[00:05:36.880 --> 00:05:39.680]  就是心動的意思
[00:05:39.680 --> 00:05:45.600]  心動的動字時時在希伯來文的文獻當中
[00:05:45.600 --> 00:05:48.720]  是用來表示苦難中的心淫
[00:05:48.720 --> 00:05:51.040]  或者是大海中的咆哮
[00:05:51.040 --> 00:05:53.520]  或者是震動或者是動盪
[00:05:53.520 --> 00:05:56.080]  所以這裡比較好的翻譯
[00:05:56.080 --> 00:06:00.400]  就是所羅門王令舒拉蜜內心翻騰
[00:06:00.400 --> 00:06:02.880]  所以他走去開門
[00:06:02.880 --> 00:06:05.760]  在《鼠與雅歌》的五章五節
[00:06:05.760 --> 00:06:08.320]  當他接觸到門山
[00:06:08.320 --> 00:06:14.720]  他知道所羅門王留下了很多活躍的香料在門山上
[00:06:14.720 --> 00:06:17.520]  這個又需要解釋一下
[00:06:17.520 --> 00:06:20.880]  原來古代的猶太人是有一個風俗
[00:06:20.880 --> 00:06:23.680]  當你去探訪你的情人
[00:06:23.680 --> 00:06:25.760]  你的情人不在的時候
[00:06:25.760 --> 00:06:29.760]  你就在門山上留下你的香料
[00:06:29.760 --> 00:06:32.000]  或者甚至是放一些花在那裡
[00:06:32.000 --> 00:06:34.320]  來表示你的愛意
[00:06:34.320 --> 00:06:38.800]  我們做基督徒都是一樣
[00:06:38.800 --> 00:06:42.560]  耶穌基督是不是在門外拍門呢
[00:06:42.560 --> 00:06:45.200]  如果我們離棄了祂
[00:06:45.200 --> 00:06:48.160]  祂會很耐心地來等待我們
[00:06:48.160 --> 00:06:53.280]  祂會甚至不斷地對我們來表示祂的愛意
[00:06:53.280 --> 00:07:00.160]  我們看到舒拉蜜打開門
[00:07:00.160 --> 00:07:03.760]  發覺所羅門王已經離開了
[00:07:03.760 --> 00:07:06.800]  例如聞希伯來文離開這個字
[00:07:06.800 --> 00:07:09.520]  是一個很強的形容詞
[00:07:09.520 --> 00:07:12.480]  代表所羅門王轉身就走
[00:07:12.480 --> 00:07:15.280]  向另外一個方向就走了
[00:07:15.280 --> 00:07:18.560]  經文告訴我們
[00:07:18.560 --> 00:07:21.680]  當所羅門王和舒拉蜜說話的時候
[00:07:21.680 --> 00:07:23.760]  舒拉蜜已經神不守舍
[00:07:23.760 --> 00:07:26.800]  現在所羅門王已經走了
[00:07:26.800 --> 00:07:28.720]  她更加不知所措
[00:07:28.720 --> 00:07:29.760]  不知道該怎麼做
[00:07:29.760 --> 00:07:32.640]  其實感情真的很脆弱
[00:07:32.640 --> 00:07:35.200]  很容易會產生誤會
[00:07:35.200 --> 00:07:37.440]  很容易會產生傷害
[00:07:37.440 --> 00:07:42.240]  舒拉蜜說我尋找他竟尋不見
[00:07:42.240 --> 00:07:45.120]  我呼叫他他卻不回答
[00:07:45.120 --> 00:07:50.080]  於是舒拉蜜就穿回衣服穿回鞋
[00:07:50.080 --> 00:07:54.160]  不顧一切地衝出去找所羅門王
[00:07:54.160 --> 00:07:56.160]  如果你記得的話
[00:07:56.160 --> 00:07:58.240]  我講到第三章的時候
[00:07:58.240 --> 00:08:00.160]  我曾經講過在中東
[00:08:00.160 --> 00:08:05.600]  一個女孩是不可能一個人在夜晚走出街道
[00:08:05.600 --> 00:08:07.840]  因為夜晚一個人走出去
[00:08:07.840 --> 00:08:11.040]  會誤會被人以為你是一個妓女
[00:08:11.040 --> 00:08:13.200]  既然如此
[00:08:13.200 --> 00:08:16.320]  為什麼這次舒拉蜜又衝出去
[00:08:16.320 --> 00:08:19.680]  第一她是很急
[00:08:19.680 --> 00:08:21.760]  她想追求所羅門王
[00:08:21.760 --> 00:08:26.000]  第二她知道所羅門王剛剛離開
[00:08:26.000 --> 00:08:28.320]  如果她立刻去追求他
[00:08:28.320 --> 00:08:29.840]  可能會追到他
[00:08:29.840 --> 00:08:34.960]  所以她不顧一切地衝出去
[00:08:34.960 --> 00:08:38.160]  這裡我們看到
[00:08:38.160 --> 00:08:41.440]  經文清楚告訴我們
[00:08:41.440 --> 00:08:42.880]  這不是一個夢
[00:08:42.880 --> 00:08:44.800]  有很多解經家都說
[00:08:44.800 --> 00:08:49.040]  其實這裡不是舒拉蜜真的衝出去街道
[00:08:49.040 --> 00:08:50.560]  只不過是一個夢
[00:08:50.560 --> 00:08:53.360]  但是五章二節講得很清楚
[00:08:53.360 --> 00:08:57.120]  說舒拉蜜是清醒的
[00:08:57.120 --> 00:08:59.680]  我們看到她衝出去之後
[00:08:59.680 --> 00:09:03.520]  她就看到一群城中巡邏看守的人
[00:09:03.520 --> 00:09:05.440]  如果大家記得的話
[00:09:05.440 --> 00:09:08.000]  在第三章她做夢的時候
[00:09:08.000 --> 00:09:11.840]  真的看到這群城中巡邏看守的人
[00:09:11.840 --> 00:09:15.280]  而這群巡邏看守的人
[00:09:15.280 --> 00:09:18.000]  真的以為舒拉蜜是一個妓女
[00:09:18.000 --> 00:09:19.920]  對她有非分之常
[00:09:19.920 --> 00:09:22.080]  舒拉蜜當然不肯
[00:09:22.080 --> 00:09:25.280]  所以這群人就打傷了她
[00:09:25.280 --> 00:09:27.840]  連她的披肩也脫掉了
[00:09:27.840 --> 00:09:31.360]  披肩這個字在原文的希伯來文
[00:09:31.360 --> 00:09:33.600]  也可以解作她的面紗
[00:09:33.600 --> 00:09:35.280]  被人揭了面紗
[00:09:35.280 --> 00:09:37.440]  或者是脫了她的披肩
[00:09:37.440 --> 00:09:41.920]  這件事令我想起了在創世記的三十九章
[00:09:41.920 --> 00:09:44.720]  記不記得藥室和主母的事
[00:09:44.720 --> 00:09:47.040]  主母想勾引藥室
[00:09:47.040 --> 00:09:48.960]  藥室很害怕
[00:09:48.960 --> 00:09:51.280]  她轉身想走
[00:09:51.280 --> 00:09:54.240]  結果主母就拉著她的衣服
[00:09:54.240 --> 00:09:56.240]  她的衣服脫掉了
[00:09:56.240 --> 00:09:58.560]  但藥室就逃跑了
[00:09:58.560 --> 00:10:01.280]  主母就拿著她的衣服
[00:10:01.280 --> 00:10:07.440]  這和舒拉蜜遇見這群巡邏看守的人很相似
[00:10:07.440 --> 00:10:13.760]  保羅在《說爾忽》所書的四章二十七節教我們
[00:10:13.760 --> 00:10:15.840]  生氣卻不要犯罪
[00:10:15.840 --> 00:10:17.680]  不可含怒道日落
[00:10:17.680 --> 00:10:20.880]  也不可給魔鬼留地步
[00:10:20.880 --> 00:10:23.200]  我們看到舒拉蜜
[00:10:23.200 --> 00:10:25.200]  雖然她很衝動
[00:10:25.200 --> 00:10:27.520]  她不應該衝出去晚上一個人
[00:10:27.520 --> 00:10:30.320]  但她這個行為是可圈可點
[00:10:30.320 --> 00:10:32.480]  正如保羅所說
[00:10:32.480 --> 00:10:36.640]  她希望早點和所羅門王和解
[00:10:36.640 --> 00:10:43.040]  其實魔鬼真的很希望拆散一段婚姻
[00:10:43.040 --> 00:10:47.280]  或者使愛情關係出現問題
[00:10:47.280 --> 00:10:53.520]  你看到他馬上派巡邏看守的人纏繞舒拉蜜
[00:10:53.520 --> 00:10:56.880]  撒旦真的非常狡猾
[00:10:56.880 --> 00:11:04.720]  就在這個時候耶路撒冷的女子又出現了
[00:11:04.720 --> 00:11:07.520]  舒拉蜜和耶路撒冷的女子說
[00:11:07.520 --> 00:11:09.520]  你們見到所羅門王
[00:11:09.520 --> 00:11:13.760]  你們要和他說我因私愛成病
[00:11:13.760 --> 00:11:17.600]  這在瓦戈的二章五節出現過
[00:11:17.600 --> 00:11:22.080]  我們見到舒拉蜜時時思念著所羅門王
[00:11:22.080 --> 00:11:26.240]  耶路撒冷的女子問舒拉蜜
[00:11:26.240 --> 00:11:31.200]  你的良人比別人的良人有什麼可愛之處
[00:11:31.200 --> 00:11:34.880]  你是女子中最美麗的
[00:11:34.880 --> 00:11:36.320]  你這麼美麗
[00:11:36.320 --> 00:11:40.640]  你為什麼這麼喜歡你的良人你的愛人
[00:11:40.640 --> 00:11:44.480]  究竟有什麼特別有什麼可愛之處
[00:11:44.480 --> 00:11:47.360]  剛才我們見到在和合本
[00:11:47.360 --> 00:11:51.520]  是將你的良人比別人的良人有什麼可愛之處
[00:11:51.520 --> 00:11:53.440]  是連續出現兩次
[00:11:53.440 --> 00:11:57.280]  其實在這裡原文的希伯來文是分開的
[00:11:57.280 --> 00:11:59.520]  耶路撒冷的女子先問
[00:11:59.520 --> 00:12:01.680]  你的良人有什麼可愛
[00:12:01.680 --> 00:12:03.520]  其實你是很美麗的
[00:12:03.520 --> 00:12:04.960]  你為什麼會喜歡她
[00:12:04.960 --> 00:12:06.720]  接著又問多一次
[00:12:06.800 --> 00:12:11.520]  有什麼可愛值得你叫我們去幫你找
[00:12:11.520 --> 00:12:15.680]  這裡表面上看來
[00:12:15.680 --> 00:12:18.480]  是耶路撒冷的女子問舒拉蜜
[00:12:18.480 --> 00:12:20.880]  究竟所羅門王有什麼特別
[00:12:20.880 --> 00:12:22.880]  有什麼可愛的地方
[00:12:22.880 --> 00:12:26.240]  但也好像有一點嘲笑的性質
[00:12:26.240 --> 00:12:28.800]  你的良人這麼可愛
[00:12:28.800 --> 00:12:30.560]  你又不開門給他
[00:12:30.560 --> 00:12:33.600]  現在別人走了你就去找別人
[00:12:34.560 --> 00:12:40.640]  這兩種經文也好像有一點像世人問我們基督徒
[00:12:40.640 --> 00:12:43.600]  你為什麼會相信耶穌基督
[00:12:43.600 --> 00:12:45.840]  耶穌基督有什麼好
[00:12:45.840 --> 00:12:48.320]  你很有學問的
[00:12:48.320 --> 00:12:51.200]  你是PhD你是MD
[00:12:51.200 --> 00:12:54.240]  你這麼有學問你為什麼會相信
[00:12:54.240 --> 00:12:56.960]  究竟耶穌基督有什麼特別
[00:12:56.960 --> 00:13:00.880]  你可以和別人說耶穌基督救贖了我
[00:13:00.880 --> 00:13:03.680]  但他救贖了你
[00:13:03.680 --> 00:13:05.680]  你怎樣回應
[00:13:05.680 --> 00:13:09.600]  你覺得你自己離棄了耶穌基督
[00:13:09.600 --> 00:13:13.680]  你有沒有像舒拉蜜一樣瘋狂去尋找他
[00:13:13.680 --> 00:13:18.720]  你的心裡是不是有一個地方留給耶穌基督
[00:13:18.720 --> 00:13:23.280]  就好像舒拉蜜一樣時時思念著所羅門王一樣
[00:13:23.280 --> 00:13:24.880]  我們有沒有這樣做
[00:13:24.880 --> 00:13:34.080]  舒拉蜜接著對耶路撒冷的女子回答
[00:13:34.080 --> 00:13:37.440]  她說我的良人是最好的
[00:13:37.440 --> 00:13:40.000]  這裡其實很有趣
[00:13:40.000 --> 00:13:44.080]  我們知道雅歌是一篇詩歌
[00:13:44.080 --> 00:13:47.920]  但這裡可以說是詩歌中的詩歌
[00:13:47.920 --> 00:13:51.120]  是有一個很有趣的結構
[00:13:51.120 --> 00:13:54.640]  你看到五章八節和五章十六節
[00:13:54.640 --> 00:13:57.840]  一頭一尾都是說耶路撒冷女子
[00:13:57.840 --> 00:14:00.640]  你看到五章九節
[00:14:00.640 --> 00:14:02.880]  耶路撒冷女子問舒拉蜜
[00:14:02.880 --> 00:14:05.120]  你的情人有什麼可愛
[00:14:05.120 --> 00:14:08.880]  而在五章十六節舒拉蜜就回答
[00:14:08.880 --> 00:14:13.040]  說所羅門王的口極其甘甜
[00:14:13.040 --> 00:14:14.800]  他是全然可愛
[00:14:14.800 --> 00:14:17.360]  有沒有看到可愛這兩個字
[00:14:17.360 --> 00:14:19.600]  一頭一尾又有一個結構
[00:14:19.600 --> 00:14:22.640]  然後在五章十節舒拉蜜說
[00:14:22.640 --> 00:14:24.720]  他是超乎萬人之上
[00:14:24.720 --> 00:14:28.800]  然後在五章十五節又說
[00:14:28.800 --> 00:14:31.760]  他皆美如香柏樹
[00:14:31.760 --> 00:14:33.520]  這裡需要解釋一下
[00:14:33.520 --> 00:14:35.920]  為什麼超乎萬人之上
[00:14:35.920 --> 00:14:40.080]  和香柏樹有什麼關係
[00:14:40.080 --> 00:14:42.720]  原來所羅門王建聖殿
[00:14:42.720 --> 00:14:44.640]  他所選的香柏樹
[00:14:44.640 --> 00:14:48.400]  都是一千棵一萬棵當中選出來的一棵
[00:14:48.400 --> 00:14:50.960]  一定要有特別的尺碼
[00:14:50.960 --> 00:14:52.480]  有特別的顏色
[00:14:52.480 --> 00:14:54.160]  有特別的質素
[00:14:54.160 --> 00:14:59.040]  所以兩者又是一個前後首尾的呼應
[00:14:59.040 --> 00:15:03.120]  超乎萬人之上就好像香柏樹一樣
[00:15:03.120 --> 00:15:05.840]  而最中心的經文
[00:15:05.840 --> 00:15:09.280]  就是描述到所羅門王
[00:15:09.280 --> 00:15:11.200]  他的面貌、他的身體
[00:15:11.200 --> 00:15:14.480]  描述到他的頭、他的眼睛
[00:15:14.480 --> 00:15:18.160]  他的臉、他的嘴唇、他的手
[00:15:18.160 --> 00:15:19.760]  和他的腳
[00:15:19.760 --> 00:15:24.560]  但這裡其實都有一個首尾的結構
[00:15:24.560 --> 00:15:28.160]  就是頭和腳都說好像是金一樣
[00:15:28.160 --> 00:15:29.680]  好像是精金一樣
[00:15:29.680 --> 00:15:33.520]  在針研的二十五章十二節
[00:15:33.520 --> 00:15:36.720]  同一位作者所羅門王在那裡
[00:15:36.720 --> 00:15:39.760]  形容到那些精金很純正
[00:15:39.760 --> 00:15:42.000]  是要來打造壽星
[00:15:42.000 --> 00:15:48.080]  我們也知道當博士來到朝見耶穌基督
[00:15:48.080 --> 00:15:49.840]  朝見聖嬰的時候
[00:15:49.840 --> 00:15:53.840]  他們也帶了黃金、魚香和活藥
[00:15:53.840 --> 00:15:57.040]  黃金就是獻給王的禮物
[00:15:57.040 --> 00:16:00.240]  如果我們記得的話
[00:16:00.240 --> 00:16:04.080]  在聖經裡面也有很多經文描述耶穌基督
[00:16:04.080 --> 00:16:08.800]  啟示錄的一章十二節、二章十八
[00:16:08.800 --> 00:16:11.760]  和十九章十一至十六節
[00:16:11.760 --> 00:16:13.840]  都有很多是描述耶穌基督
[00:16:13.840 --> 00:16:16.880]  就好像經文描述所羅門王一樣
[00:16:16.880 --> 00:16:19.120]  在洞房花燭夜
[00:16:19.120 --> 00:16:22.880]  是所羅門王很細心地描述
[00:16:22.880 --> 00:16:25.120]  舒拉蜜的面貌和身體
[00:16:25.120 --> 00:16:27.600]  而在這裡是反過來
[00:16:27.600 --> 00:16:32.240]  是舒拉蜜形容所羅門王的身體和面貌
[00:16:32.240 --> 00:16:38.480]  經文說所羅門王的臉色是白裡透紅
[00:16:38.480 --> 00:16:40.320]  這裡的意思是說
[00:16:40.320 --> 00:16:43.760]  他的面貌是容光煥發的意思
[00:16:43.760 --> 00:16:46.000]  如果我們記得的話
[00:16:46.000 --> 00:16:49.440]  所羅門王的父親大衛也是這樣
[00:16:49.440 --> 00:16:53.680]  撒姆爾記上十六章十二節
[00:16:53.680 --> 00:16:56.880]  說到大衛的臉色是光紅
[00:16:56.880 --> 00:16:59.120]  他的雙目清瘦
[00:16:59.120 --> 00:17:00.720]  他的容貌峻美
[00:17:00.720 --> 00:17:03.680]  然後他去打巨人哥利亞的時候
[00:17:03.680 --> 00:17:07.200]  在撒姆爾上的十七章四十二節
[00:17:07.200 --> 00:17:10.080]  說那些斐理士人看不起大衛
[00:17:10.080 --> 00:17:12.160]  說他年紀太小
[00:17:12.160 --> 00:17:14.720]  但是他們無可否認的
[00:17:14.720 --> 00:17:17.040]  就是大衛面色光紅
[00:17:17.040 --> 00:17:18.560]  容貌峻美
[00:17:18.560 --> 00:17:25.280]  然後舒拉蜜形容所羅門王的頭髮
[00:17:25.280 --> 00:17:27.280]  是像烏鴉一樣的黑
[00:17:27.280 --> 00:17:29.680]  而且他的頭髮是很厚實
[00:17:29.680 --> 00:17:33.840]  說他的眼睛是像甲子的眼睛
[00:17:33.840 --> 00:17:36.240]  用奶來洗乾淨
[00:17:36.240 --> 00:17:38.800]  這裡可能有兩個解釋
[00:17:38.800 --> 00:17:42.720]  第一就是所羅門王的眼紅膜
[00:17:42.720 --> 00:17:45.920]  就是我們眼睛深色的地方
[00:17:45.920 --> 00:17:47.520]  好像甲子的眼
[00:17:47.520 --> 00:17:51.040]  但是他的眼白是像奶色一樣
[00:17:51.040 --> 00:17:53.440]  但是可能有一個更好的解釋
[00:17:53.440 --> 00:17:57.440]  就是所羅門王的雙眼像一對甲子
[00:17:57.440 --> 00:18:00.160]  在溪水裡洗澡一樣
[00:18:00.160 --> 00:18:02.560]  含情脈脈水汪汪
[00:18:02.560 --> 00:18:07.360]  還是非常平靜非常安靜的描述
[00:18:07.360 --> 00:18:10.160]  舒拉蜜剛才說
[00:18:10.160 --> 00:18:14.000]  所羅門王的臉色是白中透紅
[00:18:14.000 --> 00:18:17.200]  接著在五章十三節
[00:18:17.200 --> 00:18:19.120]  說他的臉很香
[00:18:19.120 --> 00:18:22.000]  像香花像香草一樣
[00:18:22.000 --> 00:18:25.520]  也描述他的嘴唇像白合花
[00:18:25.520 --> 00:18:27.280]  滴下末藥
[00:18:27.280 --> 00:18:30.640]  說所羅門王的嘴是很香甜
[00:18:30.640 --> 00:18:33.360]  然後在五章十六
[00:18:33.360 --> 00:18:35.360]  為什麼五章十六五章十三
[00:18:35.360 --> 00:18:38.160]  都是描述所羅門王的口
[00:18:38.160 --> 00:18:40.080]  因為又有一個手尾的結構
[00:18:40.080 --> 00:18:44.160]  這裡說他的口是極其甘甜
[00:18:44.160 --> 00:18:46.800]  其實原文希伯來文
[00:18:46.800 --> 00:18:49.440]  說到五章十六節的口
[00:18:49.440 --> 00:18:51.360]  是說發音的部分
[00:18:51.360 --> 00:18:54.160]  所以這裡可以說
[00:18:54.160 --> 00:18:56.480]  所羅門王的口很香
[00:18:56.480 --> 00:19:00.800]  但也可以說他說出來的話很甜很甜
[00:19:00.800 --> 00:19:02.560]  就是剛才我們看到他
[00:19:02.560 --> 00:19:07.200]  又說舒拉蜜是他的妹子佳偶甲子完全人
[00:19:07.200 --> 00:19:09.520]  真是口甜舌滑
[00:19:09.520 --> 00:19:15.040]  其實全部描述的最中心的地方
[00:19:15.040 --> 00:19:17.200]  就是所羅門王的身體
[00:19:17.200 --> 00:19:20.800]  說他的身體如同雕刻的象牙
[00:19:20.800 --> 00:19:25.200]  說他身體周圍是鑲嵌著藍寶石
[00:19:25.200 --> 00:19:30.320]  藍寶石可以說是所羅門王的禮服
[00:19:30.320 --> 00:19:33.360]  或者他的皇袍上的鈕
[00:19:33.360 --> 00:19:35.360]  是用藍寶石來做
[00:19:35.360 --> 00:19:38.160]  說他的雙手臂
[00:19:38.160 --> 00:19:40.720]  雙手臂如金管
[00:19:40.720 --> 00:19:43.920]  而他的手就像水倉肉
[00:19:43.920 --> 00:19:48.640]  水倉肉是由他斯運過來
[00:19:48.640 --> 00:19:51.360]  他斯就是現在的西班牙
[00:19:51.360 --> 00:19:54.480]  就是西班牙的玉石
[00:19:54.480 --> 00:19:56.800]  也說他兩條腿
[00:19:56.800 --> 00:19:59.120]  是像白玉的石柱
[00:19:59.120 --> 00:20:01.440]  在金座的上方
[00:20:01.440 --> 00:20:02.960]  剛才我們說過
[00:20:02.960 --> 00:20:04.400]  頭像晶金
[00:20:04.400 --> 00:20:06.320]  腳現在又像金座
[00:20:06.320 --> 00:20:08.880]  又有一個手臂的結構
[00:20:08.880 --> 00:20:10.880]  最中心經文說
[00:20:10.880 --> 00:20:15.920]  他的身體像梨花嫩的香柏樹
[00:20:15.920 --> 00:20:17.280]  總而言之
[00:20:17.280 --> 00:20:18.800]  舒拉蜜的眼中
[00:20:18.800 --> 00:20:22.160]  所羅門王就是全然可愛
[00:20:22.160 --> 00:20:24.880]  我們看到舒拉蜜和所羅門王
[00:20:24.880 --> 00:20:27.520]  雖然感情出現了問題
[00:20:27.520 --> 00:20:31.760]  但舒拉蜜還是不斷讚美所羅門王
[00:20:31.760 --> 00:20:33.840]  說出他的好處
[00:20:33.840 --> 00:20:36.240]  一對夫妻當吵架的時候
[00:20:36.240 --> 00:20:37.520]  我們都要小心
[00:20:37.520 --> 00:20:41.360]  不要記住對方的壞處
[00:20:41.360 --> 00:20:44.960]  我們一定要記住對方的好處
[00:20:44.960 --> 00:20:46.640]  在以弗所書的四章
[00:20:46.640 --> 00:20:49.040]  31至32節
[00:20:49.040 --> 00:20:50.800]  保羅提醒我們
[00:20:50.800 --> 00:20:56.000]  一切苦毒、怒恨、憤怒、讓鬧、毀謗
[00:20:56.000 --> 00:20:57.680]  並一切的惡毒
[00:20:57.680 --> 00:21:00.240]  都從你們中間除掉
[00:21:00.240 --> 00:21:03.280]  並要以恩慈相待全聯盟的心
[00:21:03.280 --> 00:21:04.880]  彼此饒恕
[00:21:04.880 --> 00:21:08.720]  正如神在基督裡饒恕了你們一樣
[00:21:08.720 --> 00:21:13.840]  夫妻很應該因此相待彼此饒恕
[00:21:13.840 --> 00:21:17.360]  哥倫多前書的13章4至5節
[00:21:17.360 --> 00:21:19.280]  很熟悉的經文
