
[00:00:00.000 --> 00:00:10.000]  今天我們來看一個題目叫做「人的智慧,神的大能」
[00:09:14.000 --> 00:09:16.000]  這裡再一次提到
[00:09:16.000 --> 00:09:19.000]  我不是用智慧毀軟的語言去講
[00:09:19.000 --> 00:09:24.000]  是用聖靈和大能的明證去講這件事
[00:09:24.000 --> 00:09:26.000]  保羅講這件事很重要
[00:09:26.000 --> 00:09:29.000]  因為他告訴我有軟弱有巨霸有甚賤
[00:09:29.000 --> 00:09:33.000]  如果有個人跟你講28乘36究竟多少
[00:09:33.000 --> 00:09:35.000]  那個人原來數學天才一聽
[00:09:35.000 --> 00:09:37.000]  很快就計算到
[00:09:37.000 --> 00:09:39.000]  但是他今天說我今天不是很舒服
[00:09:39.000 --> 00:09:42.000]  有些軟弱有些巨霸有些賤
[00:09:42.000 --> 00:09:43.000]  不要講這件事了
[00:09:43.000 --> 00:09:45.000]  我計算不了這些數
[00:09:45.000 --> 00:09:48.000]  保羅在講給當日的哥倫多教會的弟子回中
[00:09:48.000 --> 00:09:51.000]  還記不記得我在你那裡的時間
[00:09:51.000 --> 00:09:56.000]  那時候我給你看我的感受
[00:09:56.000 --> 00:09:58.000]  其實就是這樣不是很舒服
[00:09:58.000 --> 00:10:01.000]  所以我怎樣用智慧毀軟的原意
[00:10:01.000 --> 00:10:05.000]  怎樣用高賢大智和你們全港福音
[00:10:05.000 --> 00:10:07.000]  我告訴你的所有事情
[00:10:07.000 --> 00:10:09.000]  而你最後相信了的
[00:10:09.000 --> 00:10:12.000]  是因為聖靈在你們的生命當中的作風
[00:10:12.000 --> 00:10:15.000]  是因為神大能的證據
[00:10:15.000 --> 00:10:18.000]  那個名正在當中
[00:10:18.000 --> 00:10:23.000]  這裡保羅一而再提醒當時的哥倫多教會的弟兄姊妹
[00:10:23.000 --> 00:10:28.000]  我在你們當中的時間並不是用高賢大智
[00:10:28.000 --> 00:10:31.000]  並不是用智慧毀軟
[00:10:31.000 --> 00:10:37.000]  而是用聖靈和上帝的大能在你們當中
[00:10:37.000 --> 00:10:39.000]  你們還記不記得
[00:10:39.000 --> 00:10:43.000]  所以在二章五節這裡的時間
[00:10:43.000 --> 00:10:48.000]  他說你們的信不在乎人的智慧
[00:10:48.000 --> 00:10:53.000]  只在乎神的大能
[00:10:53.000 --> 00:11:00.000]  那你們可能會說什麼意思呢
[00:11:00.000 --> 00:11:03.000]  你們的信不在乎人的智慧
[00:11:03.000 --> 00:11:05.000]  只在乎神的大能
[00:11:05.000 --> 00:11:07.000]  如果你打開新的頁本
[00:11:07.000 --> 00:11:10.000]  可能有些頁本重新翻譯的時候
[00:11:10.000 --> 00:11:13.000]  就會譯作「貧著」
[00:11:13.000 --> 00:11:17.000]  要你們的信不是貧著人的智慧
[00:11:17.000 --> 00:11:19.000]  而是貧著神的大能
[00:11:19.000 --> 00:11:21.000]  我嘗試重新翻譯
[00:11:21.000 --> 00:11:25.000]  翻譯成為蠟燭在哪裡
[00:11:25.000 --> 00:11:29.000]  要你們的信不是蠟燭在人的智慧上
[00:11:29.000 --> 00:11:33.000]  而是蠟燭在神的大能上
[00:11:33.000 --> 00:11:37.000]  那你們說信仰是蠟燭
[00:11:37.000 --> 00:11:42.000]  可以蠟燭在人的智慧上嗎
[00:11:42.000 --> 00:11:46.000]  這個蠟燭點
[00:11:46.000 --> 00:11:48.000]  不是點蠟燭
[00:11:48.000 --> 00:11:50.000]  蠟燭在你們的信仰
[00:11:50.000 --> 00:11:54.000]  蠟燭在人的智慧還是神的大能上呢
[00:11:54.000 --> 00:11:57.000]  在這裡的時間很有趣
[00:11:57.000 --> 00:12:01.000]  可以蠟燭在人的智慧上嗎
[00:12:01.000 --> 00:12:03.000]  我不是相信
[00:12:03.000 --> 00:12:05.000]  我和你分享一個故事很有趣
[00:12:05.000 --> 00:12:07.000]  是在十多年前
[00:12:07.000 --> 00:12:10.000]  其實我在大家當中也有分享過這個故事
[00:12:10.000 --> 00:12:12.000]  我認識一個弟兄姊妹在香港的時候
[00:12:12.000 --> 00:12:14.000]  突然間回到家裡有一個教會
[00:12:14.000 --> 00:12:16.000]  正統的教會宣道會
[00:12:16.000 --> 00:12:19.000]  突然間這個弟兄姊妹不見了
[00:12:19.000 --> 00:12:20.000]  去了哪裡呢
[00:12:20.000 --> 00:12:22.000]  我就關心一下她
[00:12:22.000 --> 00:12:25.000]  原來她去了另一間教會
[00:12:25.000 --> 00:12:26.000]  那間教會叫什麼名字呢
[00:12:26.000 --> 00:12:29.000]  那間教會叫做Name Creation Church
[00:12:29.000 --> 00:12:31.000]  不知道大家有沒有聽過
[00:12:31.000 --> 00:12:33.000]  這間教會不是小的
[00:12:33.000 --> 00:12:35.000]  很大的
[00:12:35.000 --> 00:12:38.000]  我想全球有十幾萬人的
[00:12:38.000 --> 00:12:40.000]  十幾萬的信眾
[00:12:40.000 --> 00:12:42.000]  這間New Creation Church
[00:12:42.000 --> 00:12:44.000]  在世界很多地方都有
[00:12:44.000 --> 00:12:48.000]  而它透過YouTube的頻道
[00:12:48.000 --> 00:12:50.000]  播放的頻道
[00:12:50.000 --> 00:12:53.000]  接觸了很多人在全世界
[00:12:53.000 --> 00:12:57.000]  這個創辦人是一個新加坡人
[00:12:57.000 --> 00:12:59.000]  叫做Joseph Pince
[00:12:59.000 --> 00:13:04.000]  上網可以找到很多他的資料
[00:13:04.000 --> 00:13:07.000]  他說了很多書
[00:13:07.000 --> 00:13:09.000]  他出了很多書
[00:13:09.000 --> 00:13:10.000]  我想有三四十本
[00:13:10.000 --> 00:13:12.000]  如果你在亞馬遜上找他的書
[00:13:12.000 --> 00:13:13.000]  出了很多
[00:13:13.000 --> 00:13:14.000]  他說了很多
[00:13:14.000 --> 00:13:16.000]  他一樣說
[00:13:16.000 --> 00:13:20.000]  主耶穌在十字架上被人釘死
[00:13:20.000 --> 00:13:21.000]  然後埋葬
[00:13:21.000 --> 00:13:22.000]  三天復活
[00:13:22.000 --> 00:13:25.000]  來到這裡的時間沒有問題
[00:13:25.000 --> 00:13:27.000]  復活了的時間
[00:13:27.000 --> 00:13:30.000]  我們每一個相信主耶穌基督的人
[00:13:30.000 --> 00:13:34.000]  可以領受那個恩典
[00:13:34.000 --> 00:13:36.000]  這個就是對一點
[00:13:36.000 --> 00:13:38.000]  又不是完全對
[00:13:38.000 --> 00:13:41.000]  但是他再說下去的時候
[00:13:41.000 --> 00:13:43.000]  他問了你自己
[00:13:43.000 --> 00:13:46.000]  為什麼你今天身體不舒服
[00:13:46.000 --> 00:13:49.000]  是因為你沒有認真去領受那個恩典
[00:13:49.000 --> 00:13:53.000]  為什麼今天你這麼多的擔憂
[00:13:53.000 --> 00:13:54.000]  焦慮在你心靈當中
[00:13:54.000 --> 00:13:58.000]  因為你沒有認真去領受那個恩典
[00:13:58.000 --> 00:14:00.000]  為什麼你今天在工作上不如意
[00:14:00.000 --> 00:14:02.000]  家庭上不如意
[00:14:02.000 --> 00:14:04.000]  人際關係上不如意
[00:14:04.000 --> 00:14:07.000]  因為你沒有苦苦去領受那個恩典
[00:14:07.000 --> 00:14:09.000]  第一節回頭我們再聽下去的時候
[00:14:09.000 --> 00:14:10.000]  我們知道
[00:14:10.000 --> 00:14:12.000]  他不是說成功神學這麼簡單
[00:14:12.000 --> 00:14:17.000]  他直接是說有一個偶像叫做Grace
[00:14:17.000 --> 00:14:19.000]  所以他說來到這個時間
[00:14:19.000 --> 00:14:20.000]  所以保羅提醒我們
[00:14:20.000 --> 00:14:24.000]  在哥倫多教會提醒我們
[00:14:24.000 --> 00:14:25.000]  你們要相信
[00:14:25.000 --> 00:14:26.000]  你問問你自己的信
[00:14:26.000 --> 00:14:28.000]  究竟是蠟燭在人的智慧上
[00:14:28.000 --> 00:14:33.000]  還是蠟燭在神的大能上
[00:14:33.000 --> 00:14:38.000]  就好像我們去問這個問題的時間
[00:14:38.000 --> 00:14:40.000]  我們看見在第一章的時候
[00:14:40.000 --> 00:14:43.000]  其實回頭看哥倫多前書第一章
[00:14:43.000 --> 00:14:45.000]  保羅其實有提到
[00:14:45.000 --> 00:14:47.000]  在書裏面
[00:14:47.000 --> 00:14:49.000]  其實你們分開了
[00:14:49.000 --> 00:14:51.000]  即是分黨分派
[00:14:51.000 --> 00:14:55.000]  究竟你所信的
[00:14:55.000 --> 00:14:59.000]  有些人說我是屬於阿波羅
[00:14:59.000 --> 00:15:01.000]  有些人是屬於基法
[00:15:01.000 --> 00:15:03.000]  有些人是屬於保羅
[00:15:03.000 --> 00:15:07.000]  有些人是屬於基督
[00:15:07.000 --> 00:15:11.000]  保羅說這個福音是分開的嗎
[00:15:11.000 --> 00:15:13.000]  所以我今天都會問這個問題
[00:15:13.000 --> 00:15:15.000]  保羅說究竟你們的信
[00:15:15.000 --> 00:15:17.000]  蠟燭在哪裏
[00:15:17.000 --> 00:15:19.000]  蠟燭在人的智慧上
[00:15:19.000 --> 00:15:20.000]  你是屬於保羅那派
[00:15:20.000 --> 00:15:21.000]  屬於基法那派
[00:15:21.000 --> 00:15:22.000]  屬於阿波羅那派
[00:15:22.000 --> 00:15:26.000]  還是蠟燭在神的大能上
[00:15:26.000 --> 00:15:30.000]  這個是保羅對當時
[00:15:30.000 --> 00:15:34.000]  哥倫多教會提醒蠟燭在哪裏
[00:15:34.000 --> 00:15:37.000]  所以第六章第六節的時候
[00:15:37.000 --> 00:15:40.000]  他說然而出現
[00:15:40.000 --> 00:15:45.000]  他說然而在完全人中
[00:15:45.000 --> 00:15:46.000]  我都講智慧
[00:15:46.000 --> 00:15:48.000]  保羅是不是不講智慧
[00:15:48.000 --> 00:15:49.000]  不是 保羅講智慧
[00:15:49.000 --> 00:15:51.000]  但保羅說我講智慧的時候
[00:15:51.000 --> 00:15:54.000]  我在完全人當中他講智慧
[00:15:54.000 --> 00:15:56.000]  所以你打開第三章去看的時候
[00:15:56.000 --> 00:15:59.000]  你發覺在完全人當中
[00:15:59.000 --> 00:16:01.000]  他講的那個智慧
[00:16:01.000 --> 00:16:02.000]  第三章裏面他提到
[00:16:02.000 --> 00:16:07.000]  其實有些人是不成熟的
[00:16:07.000 --> 00:16:09.000]  第三章裏面他提到
[00:16:09.000 --> 00:16:10.000]  其實有些人是不成熟的
[00:16:10.000 --> 00:16:11.000]  但他講智慧的時候
[00:16:11.000 --> 00:16:13.000]  我先插開在這裏
[00:16:13.000 --> 00:16:16.000]  整個哥倫多前書
[00:16:16.000 --> 00:16:18.000]  你打開去看的時候
[00:16:18.000 --> 00:16:19.000]  你發覺第一章
[00:16:19.000 --> 00:16:21.000]  如果你用中文和本
[00:16:21.000 --> 00:16:25.000]  他出現了十次講智慧
[00:16:25.000 --> 00:16:27.000]  這個字出現了十次
[00:16:27.000 --> 00:16:28.000]  第二課出現了六次
[00:16:28.000 --> 00:16:29.000]  第三課出現了
[00:16:29.000 --> 00:16:31.000]  即第三章出現了三次
[00:16:31.000 --> 00:16:32.000]  第六章出現了一次
[00:16:32.000 --> 00:16:35.000]  但如果你用原文聖經去對照的時候
[00:16:35.000 --> 00:16:37.000]  你發覺有些和本聖經出現
[00:16:37.000 --> 00:16:40.000]  智慧但原文其實不是真是智慧
[00:16:40.000 --> 00:16:42.000]  第一章裏面出現了七次
[00:16:42.000 --> 00:16:44.000]  第二章裏面出現了六次
[00:16:44.000 --> 00:16:45.000]  第三章裏面出現了一次
[00:16:45.000 --> 00:16:46.000]  第六章其實沒有
[00:16:46.000 --> 00:16:48.000]  所以你這樣看的時候
[00:16:48.000 --> 00:16:51.000]  你就發覺到保羅講智慧的時候
[00:16:51.000 --> 00:16:55.000]  基本上很倚重放在後三章裏
[00:16:55.000 --> 00:16:57.000]  這是第一個
[00:16:57.000 --> 00:16:58.000]  第二個
[00:16:58.000 --> 00:17:00.000]  當我們繼續看下去
[00:17:00.000 --> 00:17:01.000]  如果哥倫多前書
[00:17:01.000 --> 00:17:02.000]  你打開去看的時候
[00:17:02.000 --> 00:17:04.000]  很有趣的
[00:17:04.000 --> 00:17:05.000]  他說什麼
[00:17:05.000 --> 00:17:07.000]  他在第五章的時候
[00:17:07.000 --> 00:17:09.000]  開始講一些問題
[00:17:09.000 --> 00:17:11.000]  講一些人亂的問題
[00:17:11.000 --> 00:17:13.000]  第六章是講到一些
[00:17:13.000 --> 00:17:16.000]  告弟兄的一些紛爭
[00:17:16.000 --> 00:17:17.000]  有些紛爭的問題
[00:17:17.000 --> 00:17:20.000]  告到他外面那些法庭上
[00:17:20.000 --> 00:17:22.000]  第六章
[00:17:22.000 --> 00:17:23.000]  然後第七章的時間
[00:17:23.000 --> 00:17:25.000]  他處理紛爭的問題
[00:17:25.000 --> 00:17:26.000]  第八章
[00:17:26.000 --> 00:17:27.000]  保羅有些差了
[00:17:27.000 --> 00:17:28.000]  他講什麼呢
[00:17:28.000 --> 00:17:29.000]  回答著一些
[00:17:29.000 --> 00:17:31.000]  哥倫多教會的一些問題
[00:17:31.000 --> 00:17:33.000]  製密的問題
[00:17:33.000 --> 00:17:34.000]  製密是什麼意思
[00:17:34.000 --> 00:17:35.000]  就是說
[00:17:35.000 --> 00:17:39.000]  有些在外面那些廟宇
[00:17:39.000 --> 00:17:42.000]  拜個偶像的那塊燒肉
[00:17:42.000 --> 00:17:46.000]  有些人偷偷地將它拿回市場賣
[00:17:46.000 --> 00:17:47.000]  一個人在那裏
[00:17:47.000 --> 00:17:49.000]  今晚斬大塊叉燒
[00:17:49.000 --> 00:17:51.000]  加料買一塊燒肉回去
[00:17:51.000 --> 00:17:54.000]  買了一個不小心買了的時間
[00:17:54.000 --> 00:17:55.000]  那就很嚴重
[00:17:55.000 --> 00:17:59.000]  所以保羅就嘗試去處理這些問題
[00:17:59.000 --> 00:18:02.000]  他就帶出了一種新的向導
[00:18:02.000 --> 00:18:04.000]  就是知識
[00:18:04.000 --> 00:18:08.000]  所以剛才說的智慧和知識其實不同
[00:18:08.000 --> 00:18:09.000]  這裡說的知識
[00:18:09.000 --> 00:18:12.000]  第八章之後一直到
[00:18:12.000 --> 00:18:16.000]  哥倫多後宣往後的那些地方的時間
[00:18:16.000 --> 00:18:18.000]  再講下去的時候
[00:18:18.000 --> 00:18:19.000]  保羅是有很多知識的
[00:18:19.000 --> 00:18:22.000]  所以你會發覺知識和智慧
[00:18:22.000 --> 00:18:23.000]  在講的東西是不一樣的
[00:18:23.000 --> 00:18:27.000]  然後我們看回第一到第三章的時候
[00:18:27.000 --> 00:18:28.000]  其實他在講什麼
[00:18:28.000 --> 00:18:29.000]  他在講
[00:18:29.000 --> 00:18:34.000]  其實是在講那個智慧是很重要的
[00:18:34.000 --> 00:18:36.000]  原來保羅在頭三章
[00:18:36.000 --> 00:18:40.000]  是花很多篇幅去處理智慧的問題
[00:18:40.000 --> 00:18:44.000]  就是究竟我們用希羅的那個哲學文化
[00:18:44.000 --> 00:18:50.000]  用邏輯推論去處理這個信仰的問題
[00:18:50.000 --> 00:18:52.000]  他就在處理這個問題
[00:18:52.000 --> 00:18:54.000]  這個也是為什麼在頭三章
[00:18:54.000 --> 00:18:56.000]  或者頭四章要處理呢
[00:18:56.000 --> 00:18:58.000]  因為這個就是那個基礎
[00:18:58.000 --> 00:19:02.000]  那個基礎究竟我們打得好不好
[00:19:02.000 --> 00:19:03.000]  打得好的時候
[00:19:03.000 --> 00:19:05.000]  然後我們理化道就不會
[00:19:05.000 --> 00:19:06.000]  如果我們打得好
[00:19:06.000 --> 00:19:08.000]  根本就不會有第五章
[00:19:08.000 --> 00:19:09.000]  那些淫亂
