
[00:00:00.000 --> 00:00:07.040]  今天我們繼續說門徒的訓練
[00:03:26.640 --> 00:03:28.800]  不是說十一奉獻
[00:03:28.800 --> 00:03:31.840]  也都甚至不是有侍奉
[00:03:31.840 --> 00:03:33.760]  毀身是什麼?
[00:03:33.760 --> 00:03:35.760]  這些當然都是好
[00:03:35.760 --> 00:03:37.920]  但是都是外在的行為
[00:03:37.920 --> 00:03:42.880]  毀身是一個人願意將自己分別為性
[00:03:42.880 --> 00:03:46.240]  令自己更似耶穌基督
[00:03:46.240 --> 00:03:49.840]  我幾個星期前去Cal State Northridge
[00:03:49.840 --> 00:03:53.040]  一個亞裔的團契跟他們分享
[00:03:53.040 --> 00:03:54.560]  很有趣
[00:03:54.560 --> 00:03:58.400]  這個團契他們連講題都講給你聽
[00:03:58.400 --> 00:04:01.760]  他們要學得救和成性
[00:04:01.760 --> 00:04:03.920]  他連經文都給我
[00:04:03.920 --> 00:04:05.520]  很有趣
[00:04:05.520 --> 00:04:06.800]  得救、成性
[00:04:06.800 --> 00:04:07.760]  成性是什麼?
[00:04:07.760 --> 00:04:10.640]  成性就是將自己分別為性
[00:04:10.640 --> 00:04:14.080]  越來越似耶穌基督
[00:04:14.080 --> 00:04:16.080]  看到這個信息
[00:04:16.080 --> 00:04:18.320]  今天我講的
[00:04:18.320 --> 00:04:21.440]  如何背起十字架來跟從耶穌基督
[00:04:21.440 --> 00:04:25.280]  門徒的標誌還有三個分享就講完
[00:04:25.280 --> 00:04:28.160]  講完之後我就會回來講
[00:04:28.160 --> 00:04:30.000]  我去Cal State Northridge所講的
[00:04:30.000 --> 00:04:33.120]  這個得救與成性這個信息
[00:04:33.120 --> 00:04:37.920]  就會結束了我們今年全年的講道
[00:04:37.920 --> 00:04:41.120]  今天的經文在《馬太福音》第十章
[00:04:41.120 --> 00:04:44.880]  是幾百年來基督徒或者基督教
[00:04:44.880 --> 00:04:47.200]  用來做門徒訓練
[00:04:47.200 --> 00:04:50.320]  資料是非常非常豐富
[00:04:50.320 --> 00:04:52.880]  而且是非常非常重要
[00:04:52.880 --> 00:04:56.480]  是耶穌基督親自教導我們
[00:04:56.480 --> 00:04:58.560]  如何來到偉新
[00:04:58.560 --> 00:05:02.000]  如何能夠成為一個門徒
[00:05:02.000 --> 00:05:06.400]  我相信大家都沒聽過有個人的名叫做Bertoldo
[00:05:06.400 --> 00:05:08.160]  相信大家都沒聽過
[00:05:08.160 --> 00:05:10.640]  但是如果我說Michael Angelo
[00:05:10.640 --> 00:05:12.880]  你們就可能是聽過
[00:05:12.880 --> 00:05:15.200]  是最出名的雕刻家
[00:05:15.200 --> 00:05:19.440]  原來這個Bertoldo就是Michael Angelo的師傅
[00:05:19.440 --> 00:05:21.360]  師傅很厲害
[00:05:21.360 --> 00:05:22.720]  這個Bertoldo
[00:05:22.720 --> 00:05:25.280]  這個Michael Angelo在14歲的時候
[00:05:25.280 --> 00:05:28.400]  他就跟Bertoldo來學藝
[00:05:28.400 --> 00:05:31.360]  Bertoldo一看就知道Michael Angelo這個人
[00:05:31.360 --> 00:05:33.280]  是才華出眾
[00:05:33.280 --> 00:05:35.920]  但他也知道才華出眾的人
[00:05:35.920 --> 00:05:38.720]  就不是很願意偉新
[00:05:38.720 --> 00:05:41.920]  不是很願意來到頭一天
[00:05:41.920 --> 00:05:44.800]  所以他一早就提醒Michael Angelo
[00:05:44.800 --> 00:05:48.000]  他說你要認真來學習
[00:05:48.000 --> 00:05:52.320]  有一天Bertoldo又發現Michael Angelo在挑黑一件
[00:05:52.320 --> 00:05:55.520]  遠遠低於Michael Angelo
[00:05:55.520 --> 00:06:00.960]  他的能力所能挑黑的一件藝術品
[00:06:00.960 --> 00:06:02.960]  Bertoldo很生氣
[00:06:02.960 --> 00:06:05.840]  他拿個錘子去將Michael Angelo
[00:06:05.840 --> 00:06:09.440]  手上的那個藝術品完全打到粉碎
[00:06:09.440 --> 00:06:11.600]  然後他和Michael Angelo說
[00:06:11.600 --> 00:06:14.160]  他說才華是不值錢的
[00:06:14.160 --> 00:06:17.840]  他說只有偉新才是無價
[00:06:17.840 --> 00:06:19.680]  才華是不值錢
[00:06:19.680 --> 00:06:22.160]  只有偉新才是無價
[00:06:22.160 --> 00:06:23.760]  我相信我們基督徒當中
[00:06:23.760 --> 00:06:27.440]  都有很多很多非常有才華的人
[00:06:27.440 --> 00:06:28.960]  相信也是因為這樣
[00:06:28.960 --> 00:06:33.040]  不是很多基督徒都是願意偉新
[00:06:33.040 --> 00:06:35.760]  但是正如Bertoldo所說
[00:06:35.760 --> 00:06:37.840]  才華是不值錢的
[00:06:37.840 --> 00:06:40.960]  只有偉新才是無價
[00:06:40.960 --> 00:06:46.480]  有一個拉小提琴的小提琴家叫Fritz Kreisler
[00:06:46.480 --> 00:06:48.640]  今天David Law不是在我們當中
[00:06:48.640 --> 00:06:50.960]  如果David Law在我們當中可以問一下他
[00:06:50.960 --> 00:06:52.880]  因為他也是拉小提琴
[00:06:52.880 --> 00:06:55.600]  拉小提琴拉得很好聽
[00:06:55.600 --> 00:06:58.160]  他有一次演奏完筆了之後
[00:06:58.160 --> 00:07:02.160]  有一個女士立刻衝到他面前和他說
[00:07:02.160 --> 00:07:06.480]  哇!Kreisler你拉小提琴真的好聽
[00:07:06.480 --> 00:07:09.280]  如果我能夠拉得像你一樣
[00:07:09.280 --> 00:07:11.840]  我願意付出我的生命
[00:07:11.840 --> 00:07:14.320]  你猜Kreisler怎麼和他回答
[00:07:14.320 --> 00:07:17.360]  他說我真的為了拉小提琴
[00:07:17.360 --> 00:07:18.720]  演奏小提琴
[00:07:18.720 --> 00:07:22.640]  我已經付出了我一切的生命
[00:07:22.640 --> 00:07:26.400]  我們願意為耶穌基督付出有多少呢
[00:07:26.400 --> 00:07:29.200]  耶穌基督為我們釘十字架
[00:07:29.200 --> 00:07:31.360]  祂為我們付出了一切
[00:07:31.360 --> 00:07:33.440]  連生命都給了我們
[00:07:33.440 --> 00:07:38.880]  我們每個人願意為耶穌基督付出有多少
[00:07:38.880 --> 00:07:43.680]  David Livingstone是一個在非洲的宣教士
[00:07:43.680 --> 00:07:46.160]  這個人真的不說得
[00:07:46.160 --> 00:07:48.080]  他為了神
[00:07:48.080 --> 00:07:55.280]  他走了29000里的路
[00:07:55.280 --> 00:07:57.600]  陳幾何時幾個月前我和大家說
[00:07:57.600 --> 00:07:59.760]  我去越南旅行
[00:07:59.760 --> 00:08:02.320]  我的導遊叫我走14里路
[00:08:02.320 --> 00:08:04.800]  說我已經叫苦連天
[00:08:04.800 --> 00:08:06.880]  29000里
[00:08:06.880 --> 00:08:08.400]  開玩笑
[00:08:08.400 --> 00:08:10.640]  他就是一個這麼偉大的人
[00:08:10.640 --> 00:08:15.040]  他的妻子在他早期的時光已經死了
[00:08:15.040 --> 00:08:18.960]  他因為在非洲落後的國家有很多病痛
[00:08:18.960 --> 00:08:22.240]  他差不多整只耳朵都聾了
[00:08:22.240 --> 00:08:24.960]  他差不多連看東西都看不見
[00:08:24.960 --> 00:08:28.240]  但是你知不知道他在日記里怎麼寫
[00:08:28.240 --> 00:08:32.720]  他說我願意被神差派去任何地方
[00:08:32.720 --> 00:08:37.680]  我唯一的條件就是要神與我同去
[00:08:37.680 --> 00:08:42.960]  他說我願意神將所有的重擔加在我的身上
[00:08:42.960 --> 00:08:44.800]  他說我只有一個條件
[00:08:44.800 --> 00:08:48.560]  我就是願神能夠和我同腐一壓
[00:08:48.560 --> 00:08:52.080]  他說我願意神切斷我所有的資源
[00:08:52.080 --> 00:08:54.640]  斷斷我所有的資源
[00:08:54.640 --> 00:09:00.800]  我唯一的條件就是神將我緊緊地連繫在他的時光上
[00:09:00.800 --> 00:09:03.920]  緊緊地連繫在他的心上
[00:09:03.920 --> 00:09:06.480]  這個利明爾·斯通真的不說得
[00:09:06.480 --> 00:09:10.560]  不單單是將他自己連繫在神的心上
[00:09:10.560 --> 00:09:13.040]  是連繫在神的時光上
[00:09:13.040 --> 00:09:16.080]  已經為神付出了這麼多的人
[00:09:16.080 --> 00:09:20.240]  仍然願意為神付出毀身
[00:09:20.240 --> 00:09:23.120]  要連繫在神的時光
[00:09:23.120 --> 00:09:26.720]  真的很值得我們來學習
[00:09:26.720 --> 00:09:30.800]  究竟願意毀身是什麼意思呢?
[00:09:30.800 --> 00:09:36.880]  今天的經文在《馬太福音》10章24-25節
[00:09:36.880 --> 00:09:41.680]  「學生不能高過先生 服人不能高過主人
[00:09:41.680 --> 00:09:45.360]  學生和先生一樣 服人和主人一樣
[00:09:45.360 --> 00:09:49.600]  也就罷了 人既罷 家主是別西服
[00:09:49.600 --> 00:09:52.560]  何況他的家人呢?」
[00:09:52.560 --> 00:09:55.840]  你說 什麼就是這樣的了?
[00:09:55.840 --> 00:09:57.680]  就是這樣的了?
[00:09:57.680 --> 00:10:00.080]  經文看起來平平無奇
[00:10:00.080 --> 00:10:02.640]  其實這一支經文非常精彩
[00:10:02.640 --> 00:10:04.080]  非常豐富
[00:10:04.080 --> 00:10:06.480]  稍後會繼續和大家分享
[00:10:06.480 --> 00:10:08.640]  但是我都和大家說過
[00:10:08.640 --> 00:10:10.400]  越是重要的經文
[00:10:10.400 --> 00:10:14.000]  在聖經里的篇幅是越大
[00:10:14.000 --> 00:10:16.000]  同樣的經文出現在哪裡呢?
[00:10:16.000 --> 00:10:18.800]  《路加福音》6章40節
[00:10:18.800 --> 00:10:22.960]  也都出現在《約翰福音》13章16節
[00:10:22.960 --> 00:10:26.240]  和《約翰福音》15章20節
[00:10:26.240 --> 00:10:29.600]  當我們能夠明白今天的經文時
[00:10:29.600 --> 00:10:33.200]  我們就能夠明白跟著《馬太福音》的經文
[00:10:33.200 --> 00:10:36.240]  甚至在《馬可福音》、《路加福音》
[00:10:36.240 --> 00:10:40.080]  在《約翰福音》里有關門徒訓練的經文
[00:10:40.080 --> 00:10:44.880]  我們都能夠幫助我們能夠明白
[00:10:44.880 --> 00:10:48.640]  今天的經文有很多人因為不願意毀身
[00:10:48.640 --> 00:10:52.080]  而他們說不是給所有基督徒的
[00:10:52.080 --> 00:10:56.560]  只是給當時的12個使徒、12個門徒
[00:10:56.560 --> 00:10:58.080]  如果真的這樣的話
[00:10:58.080 --> 00:11:01.040]  經文就會用使徒門徒這個名字
[00:11:01.040 --> 00:11:03.680]  例如好像《馬太福音》10章2節
[00:11:03.680 --> 00:11:06.640]  耶穌基督當是和使徒說話的時候
[00:11:06.640 --> 00:11:10.080]  他會用使徒這個名字
[00:11:10.080 --> 00:11:14.320]  今天的經文在《馬太福音》10章24節到25節
[00:11:14.320 --> 00:11:17.120]  耶穌基督沒有再用使徒這個名字
[00:11:17.120 --> 00:11:24.000]  他是說用學生是用門徒
[00:11:24.000 --> 00:11:27.920]  這個教導絕對是給我們每一個人
[00:11:27.920 --> 00:11:32.960]  因為門徒學生是比較廣泛的一個聽眾
[00:11:32.960 --> 00:11:36.640]  上一次也和大家說過在10章23節
[00:11:36.640 --> 00:11:38.400]  就是今天經文之前
[00:11:38.400 --> 00:11:42.880]  耶穌基督說基督徒的逼迫會一直等到
[00:11:42.880 --> 00:11:46.800]  耶穌基督等到人子再次來臨
[00:11:46.800 --> 00:11:49.120]  12個使徒已經死了
[00:11:49.120 --> 00:11:51.600]  但是耶穌基督還沒回來
[00:11:51.600 --> 00:11:55.440]  所以這些經文絕對不是給使徒這麼簡單
[00:11:55.440 --> 00:11:58.880]  而是給我們每一個基督徒
[00:11:58.880 --> 00:12:04.640]  今天經文在10章24節到42節
[00:12:04.640 --> 00:12:07.520]  都是有關門徒的代價
[00:12:07.520 --> 00:12:10.560]  我也說過在另外一個角度來看
[00:12:10.560 --> 00:12:14.560]  這些代價就變成了一個門徒的標誌
[00:12:14.560 --> 00:12:20.320]  我還有三個信息會和大家分享
[00:12:20.320 --> 00:12:23.280]  耶穌基督和我們說
[00:12:23.280 --> 00:12:27.520]  我們在世上的遭遇不會比祂自己好
[00:12:27.520 --> 00:12:29.600]  在《馬太福音》10章16節
[00:12:29.600 --> 00:12:32.240]  祂說當送基督徒去世上
[00:12:32.240 --> 00:12:35.120]  好像是送羊進去囊群
[00:12:35.120 --> 00:12:39.920]  17節祂說會被拉去審問甚至鞭打
[00:12:39.920 --> 00:12:44.160]  18節祂說會拉到諸侯君王的面前
[00:12:44.160 --> 00:12:48.640]  21節祂說連家庭都會發生糾紛
[00:12:48.640 --> 00:12:52.720]  22節祂說會被痛人來恨惡
[00:12:52.720 --> 00:12:58.160]  23節祂說會到處逃跑直到祂再次回來
[00:12:58.160 --> 00:12:59.520]  為什麼?
[00:12:59.520 --> 00:13:02.080]  原因就在這裡24節到25節
[00:13:02.080 --> 00:13:03.840]  經文說得很清楚
[00:13:03.840 --> 00:13:07.600]  學生不能夠高過先生
[00:13:07.600 --> 00:13:10.800]  做僕人的不能夠高過主人
[00:13:10.800 --> 00:13:14.240]  如果耶穌基督都被人逼迫的話
[00:13:14.240 --> 00:13:21.200]  我們基督徒就一定也會被人逼迫
[00:13:21.200 --> 00:13:23.840]  哇 有人說這麼可怕
[00:13:23.840 --> 00:13:26.880]  我可不可以不做耶穌基督的門徒
[00:13:26.880 --> 00:13:30.320]  做學生做門徒可以選先生的
[00:13:30.320 --> 00:13:32.800]  我不選做耶穌基督的門徒不就行了
[00:13:32.800 --> 00:13:34.480]  這麼可怕
[00:13:34.480 --> 00:13:37.040]  咦 但是這個說法有兩個問題
[00:13:37.040 --> 00:13:40.560]  第一個問題我們這個系列說
[00:13:40.560 --> 00:13:44.080]  所有的基督徒都是門徒
[00:13:44.080 --> 00:13:46.080]  我們說信徒皆門徒
[00:13:46.080 --> 00:13:47.920]  每個基督徒都是門徒
[00:13:47.920 --> 00:13:50.080]  你想不做門徒都不行
[00:13:50.080 --> 00:13:52.160]  第二個問題是什麼?
[00:13:52.160 --> 00:13:55.840]  第二個問題耶穌基督不僅在經文說出
[00:13:55.840 --> 00:13:58.560]  是學生和老師的關係
[00:13:58.560 --> 00:14:02.400]  他也說出了是僕人和主人的關係
[00:14:02.400 --> 00:14:08.240]  你做學生就可以選你的老師是誰
[00:14:08.240 --> 00:14:12.160]  但是你做僕人的話你就不能夠選你的主人
[00:14:12.160 --> 00:14:13.760]  你沒有選擇的
[00:14:13.760 --> 00:14:15.520]  是你的主人來選你
[00:14:15.520 --> 00:14:17.920]  是主人來買你
[00:14:17.920 --> 00:14:22.000]  我們每一個都是耶穌基督用他的補血買回來的人
[00:14:22.000 --> 00:14:25.040]  我們根本毫無揀選的餘地
[00:14:25.040 --> 00:14:31.120]  我們每個基督徒都要做耶穌基督的門徒
[00:14:31.120 --> 00:14:37.760]  其實我們今天說更似耶穌基督
[00:14:37.760 --> 00:14:39.680]  每個基督徒都要做門徒
[00:14:39.680 --> 00:14:41.520]  都要更似耶穌基督
[00:14:41.520 --> 00:14:44.400]  是有兩個層面的
[00:14:44.400 --> 00:14:46.320]  一個層面是正面的
[00:14:46.320 --> 00:14:48.560]  另外一個層面是負面的
[00:14:48.560 --> 00:14:51.760]  我們先說說正面的教導
[00:14:51.760 --> 00:14:55.600]  同樣的經文出現在《路加福音》六章40節
[00:14:55.600 --> 00:14:57.920]  說學生不能高過先生
[00:14:57.920 --> 00:15:02.880]  凡學成了的不過和先生一樣
[00:15:02.880 --> 00:15:04.640]  如果我們能夠學成的話
[00:15:04.640 --> 00:15:07.520]  我們就能夠和老師一樣
[00:15:07.520 --> 00:15:09.440]  經文的意思就是說
[00:15:09.440 --> 00:15:11.600]  我們的目標是耶穌基督
[00:15:11.600 --> 00:15:14.960]  我們是要越來越似耶穌基督
[00:15:14.960 --> 00:15:18.000]  《約翰一書》二章六節也說
[00:15:18.000 --> 00:15:20.800]  「人若說他住在主裡面
[00:15:20.800 --> 00:15:24.400]  就該自己照主所行的去行」
[00:15:24.400 --> 00:15:26.640]  如果我們說我們是主內的人
[00:15:26.640 --> 00:15:28.720]  如果我們說我們是基督徒的話
[00:15:28.720 --> 00:15:31.600]  我們一定就要學我們的主人
[00:15:31.600 --> 00:15:34.160]  我們就要越來越似耶穌基督
[00:15:34.160 --> 00:15:36.640]  要學耶穌基督的榜樣
[00:15:36.640 --> 00:15:39.840]  無論是以色列人、希臘人
[00:15:39.840 --> 00:15:42.240]  或者是羅馬人
[00:15:42.240 --> 00:15:44.560]  他們都知道一個學生
[00:15:44.560 --> 00:15:48.720]  最終的目的就是要學習他們的老師的榜樣
[00:15:48.720 --> 00:15:51.280]  能夠學到像他們的老師一樣
[00:15:51.280 --> 00:15:53.520]  他們就心滿意足
[00:15:53.520 --> 00:15:55.120]  中國人就不同了
[00:15:55.120 --> 00:15:56.720]  中國人說什麼?
[00:15:56.720 --> 00:15:59.280]  「青出於藍」
[00:15:59.280 --> 00:16:01.680]  「青出於藍 勝於藍」
[00:16:01.680 --> 00:16:04.080]  要比先生厲害
[00:16:04.080 --> 00:16:08.080]  但是要比先生厲害談何容易啊?
[00:16:08.080 --> 00:16:12.240]  你知不知道中國的老師有很多東西都不教人的
[00:16:12.240 --> 00:16:13.600]  留給自己的
[00:16:13.600 --> 00:16:16.560]  那些秘訣、秘方、秘笈
[00:16:16.560 --> 00:16:18.960]  全部留給自己 是吧?
[00:16:18.960 --> 00:16:20.800]  你去跟老師學
[00:16:20.800 --> 00:16:22.960]  你又不是跟他有親有戚
[00:16:22.960 --> 00:16:24.480]  他不會教給你
[00:16:24.480 --> 00:16:26.560]  就算你是他的親人
[00:16:26.560 --> 00:16:28.880]  都是教兒子不教女兒
[00:16:28.880 --> 00:16:30.880]  女婿都不教的
[00:16:30.880 --> 00:16:32.480]  是吧?中國人就是這樣
[00:16:32.480 --> 00:16:36.080]  你說要成為老師這樣不是容易
[00:16:36.080 --> 00:16:40.160]  我們要成為耶穌基督這樣行不行啊?
[00:16:40.160 --> 00:16:41.280]  沒可能
[00:16:41.280 --> 00:16:42.560]  我們在世上
[00:16:42.560 --> 00:16:45.040]  我們每個人都是有罪
[00:16:45.040 --> 00:16:47.760]  當我們仍然有罪來纏擾我們的時候
[00:16:47.760 --> 00:16:52.320]  我們根本沒可能像耶穌基督那樣
[00:16:52.320 --> 00:16:54.560]  令我想起一個故事
[00:16:54.560 --> 00:16:57.280]  是講到我們第30屆的總統
[00:16:57.280 --> 00:16:59.280]  是Calvin Coolidge
[00:16:59.280 --> 00:17:03.040]  Calvin Coolidge是第30屆的總統
[00:17:03.040 --> 00:17:06.000]  他有一天請了他的鄉里
[00:17:06.000 --> 00:17:11.680]  他條村的鄉里來白宮吃飯
[00:17:11.680 --> 00:17:13.200]  這些鄉里呢
[00:17:13.200 --> 00:17:15.040]  就真的是大鄉里
[00:17:15.040 --> 00:17:17.520]  他們沒見過這麼大的場面
[00:17:17.520 --> 00:17:19.440]  去到白宮吃東西
[00:17:19.440 --> 00:17:22.000]  哇 用什麼出醜的 做錯事
[00:17:22.000 --> 00:17:26.000]  所以這幫鄉里沒去白宮已經商量好了
[00:17:26.000 --> 00:17:27.600]  總統先生做什麼
[00:17:27.600 --> 00:17:29.200]  我們就學他做什麼
[00:17:29.200 --> 00:17:31.440]  那就一定沒錯了
[00:17:31.440 --> 00:17:34.080]  去到白宮 大家吃飯了
[00:17:34.080 --> 00:17:37.440]  總統先生拿起了匙羹來喝湯
[00:17:37.440 --> 00:17:40.960]  個個就拿著匙羹來喝湯
[00:17:40.960 --> 00:17:44.000]  總統先生拿著刀叉來割扒
[00:17:44.000 --> 00:17:47.680]  個個就拿著刀叉來割扒
[00:17:47.680 --> 00:17:49.600]  吃完飯了 喝咖啡
[00:17:49.600 --> 00:17:53.120]  那些人倒咖啡到杯子里
[00:17:53.120 --> 00:17:56.640]  見到總統先生拿著杯子倒到碟子里
[00:17:56.640 --> 00:17:58.400]  將咖啡
[00:17:58.400 --> 00:18:01.200]  哇 個個都是你爭我搶的
[00:18:01.200 --> 00:18:04.480]  將咖啡倒到碟子里
[00:18:04.480 --> 00:18:08.640]  接著又倒點奶 倒點糖 搞勻它
[00:18:08.640 --> 00:18:12.320]  他們又快點學習 怕著輸
[00:18:12.320 --> 00:18:13.680]  接著他們想怎麼辦
[00:18:13.680 --> 00:18:18.400]  總統先生就拿起碟子放到口裡喝
[00:18:18.400 --> 00:18:21.600]  誰知道總統先生將碟子放到地上
[00:18:21.600 --> 00:18:23.120]  咦 咔咔咔咔
[00:18:23.120 --> 00:18:25.360]  他的貓
[00:18:25.360 --> 00:18:27.600]  給貓喝咖啡
[00:18:27.600 --> 00:18:31.360]  哇 那些鄉里人個個拿著碟子在他面前
[00:18:31.360 --> 00:18:34.160]  都不知道怎麼辦 尷尬得不得了
[00:18:34.160 --> 00:18:37.520]  我們做基督徒我們是要學耶穌基督
[00:18:37.520 --> 00:18:39.760]  但我們都不可能學得像
[00:18:39.760 --> 00:18:42.080]  但我們的目標就是耶穌基督
[00:18:42.080 --> 00:18:44.560]  在約翰一書三章二節
[00:18:44.560 --> 00:18:47.440]  經文說:我們知道主若顯然
[00:18:47.440 --> 00:18:49.280]  我們必要像他
[00:18:49.280 --> 00:18:52.320]  因為必得見他的真體
[00:18:52.320 --> 00:18:54.160]  我們必要像他
[00:18:54.160 --> 00:18:57.040]  這個是每個基督徒都應該要做
[00:18:57.040 --> 00:19:03.440]  我們每個基督徒都要學習耶穌基督的樣式
[00:19:03.440 --> 00:19:07.840]  我剛才說越來越像耶穌基督
[00:19:07.840 --> 00:19:10.080]  是有一個正面的後果
[00:19:10.080 --> 00:19:12.960]  也有一個負面的後果
[00:19:12.960 --> 00:19:14.880]  負面的後果是什麼
[00:19:14.880 --> 00:19:18.160]  就是對我們的逼迫會越來越大
[00:19:18.160 --> 00:19:19.840]  記不記得我剛才說經文
[00:19:19.840 --> 00:19:23.120]  耶穌基督已經預言了在二十三節
[00:19:23.120 --> 00:19:27.760]  他說這個逼迫會直等到他再次回來
[00:19:27.760 --> 00:19:32.880]  有人說我們不單只是分享耶穌基督的榮耀
[00:19:32.880 --> 00:19:35.760]  也要承擔他的苦難
[00:19:35.760 --> 00:19:38.880]  如果我們不願意承擔耶穌基督的苦難
[00:19:38.880 --> 00:19:43.120]  我們也不配去分享耶穌基督的勝利
[00:19:43.120 --> 00:19:44.960]  所以每一個基督徒
[00:19:44.960 --> 00:19:47.920]  都應該背起自己的十字架
[00:19:47.920 --> 00:19:50.080]  來跟從耶穌基督
[00:19:50.080 --> 00:19:52.720]  這是一個榮耀
[00:19:52.720 --> 00:19:56.880]  但我們要記得在聖經裡面有一個人
[00:19:56.880 --> 00:20:00.080]  記不記得耶穌基督釘十字架的時候
[00:20:00.080 --> 00:20:02.720]  他們叫耶穌基督背著自己的十字架
[00:20:02.720 --> 00:20:04.800]  走去割割他
[00:20:04.800 --> 00:20:07.680]  耶穌基督是背了一段路程之後
[00:20:07.680 --> 00:20:10.880]  他就沒有能力再去背這個十字架
[00:20:10.880 --> 00:20:13.200]  接著他們就叫古里內人
[00:20:13.200 --> 00:20:17.680]  是西門替耶穌基督去背這個十字架
[00:20:17.680 --> 00:20:20.880]  這個人真是有福真是有榮幸
[00:20:20.880 --> 00:20:25.440]  你知不知道在聖經裡面不是每個人都有名字提出來
[00:20:25.440 --> 00:20:27.840]  記不記得在聖經裡面
[00:20:27.840 --> 00:20:29.920]  耶穌基督復活之後
[00:20:29.920 --> 00:20:32.720]  他在路上遇見有兩個門徒
[00:20:32.720 --> 00:20:34.960]  跟兩個門徒說了很多話
[00:20:34.960 --> 00:20:38.080]  甚至是教門徒說
[00:20:38.080 --> 00:20:41.120]  在舊約裡面的聖經有關自己的經文
[00:20:41.120 --> 00:20:43.600]  都解釋給這兩個門徒聽
[00:20:43.600 --> 00:20:47.680]  但聖經有沒有告訴我們這兩個門徒是誰
[00:20:47.680 --> 00:20:49.200]  沒有說過
[00:20:49.200 --> 00:20:51.600]  耶穌基督親自教他們
[00:20:51.600 --> 00:20:53.760]  這麼幸運
[00:20:53.760 --> 00:20:55.040]  聖經都沒有提
