
[00:00:00.000 --> 00:00:05.760]  各位大英姐妹各位朋友你們好
[00:04:35.120 --> 00:04:36.320]  是高得多
[00:04:36.320 --> 00:04:38.320]  所以我們會明白為什麼
[00:04:38.320 --> 00:04:41.720]  香港的地方雖然這麼近中國
[00:04:41.720 --> 00:04:45.120]  人口這麼稠密
[00:04:45.120 --> 00:04:49.120]  人們還在地鐵、巴士上班
[00:04:49.120 --> 00:04:52.320]  竟然在這次新冠肺炎中
[00:04:52.320 --> 00:04:54.320]  感染很少
[00:04:54.320 --> 00:04:56.120]  死亡更少
[00:04:56.120 --> 00:04:57.520]  由此可以看到
[00:04:57.520 --> 00:04:59.720]  香港的醫療體系
[00:04:59.720 --> 00:05:01.920]  實在是非常厲害的
[00:05:01.920 --> 00:05:05.520]  而美國根據彭博士的排名
[00:05:05.520 --> 00:05:07.520]  是排名第27
[00:05:07.520 --> 00:05:09.520]  治安方面是怎麼樣的
[00:05:09.520 --> 00:05:12.920]  根據香港政府2015年的報告
[00:05:12.920 --> 00:05:17.520]  香港全年有18,089宗罪案
[00:05:17.520 --> 00:05:20.920]  其中有22宗兇殺案
[00:05:20.920 --> 00:05:23.920]  我們知道香港有800萬人口
[00:05:23.920 --> 00:05:26.520]  而三藩市人口也有80萬
[00:05:26.520 --> 00:05:28.920]  其中只不過是差不多十分之一
[00:05:28.920 --> 00:05:33.520]  但三藩市一年的兇殺案有41宗
[00:05:33.520 --> 00:05:34.920]  相當厲害
[00:05:34.920 --> 00:05:37.920]  傷人案有5,360宗
[00:05:37.920 --> 00:05:40.320]  劍案有223宗
[00:05:40.320 --> 00:05:43.120]  偷竊案有2,579宗
[00:05:43.120 --> 00:05:47.720]  性騷擾和性有關的
[00:05:47.720 --> 00:05:51.120]  例如強姦、非禮案有70宗
[00:05:51.120 --> 00:05:54.920]  香港可算是罪惡極低的一個城市
[00:05:54.920 --> 00:05:56.720]  論到無家可歸者
[00:05:56.720 --> 00:05:58.920]  香港總共有1,414人
[00:05:58.920 --> 00:06:01.320]  每一萬人有兩個
[00:06:01.320 --> 00:06:05.120]  比起美國不少的大城市低得多
[00:06:05.120 --> 00:06:06.520]  不少人會問
[00:06:06.520 --> 00:06:09.320]  這樣的一個卓越的城市
[00:06:09.320 --> 00:06:12.120]  會不會日後的日子
[00:06:12.120 --> 00:06:15.120]  仍然可以繼續繁榮呢?
[00:06:15.120 --> 00:06:16.520]  好像他們所說
[00:06:16.520 --> 00:06:18.920]  馬照跑,舞照跳
[00:06:18.920 --> 00:06:22.120]  基督教教會會不會享有
[00:06:22.120 --> 00:06:23.920]  所謂宗教的自由呢?
[00:06:23.920 --> 00:06:25.720]  香港的市民會不會擁有
[00:06:25.720 --> 00:06:29.320]  言論出版等等的自由呢?
[00:06:29.320 --> 00:06:32.320]  或者我們看今天這段聖經
[00:06:32.320 --> 00:06:34.720]  是可以給我們一個答案
[00:06:34.720 --> 00:06:35.720]  在這段聖經
[00:06:35.720 --> 00:06:39.120]  啟示律第三章第七節有這麼說
[00:06:39.120 --> 00:06:42.720]  那聖結真實拿著大衛約時
[00:06:42.720 --> 00:06:44.720]  開了就沒有人關
[00:06:44.720 --> 00:06:46.920]  關了就沒有人開的
[00:06:46.920 --> 00:06:48.320]  聖經告訴我們
[00:06:48.320 --> 00:06:51.920]  手執約時的不是統治者
[00:06:51.920 --> 00:06:53.120]  不是環境
[00:06:53.120 --> 00:06:54.920]  不是國安法
[00:06:54.920 --> 00:06:58.520]  不是某些國家的總統、市長
[00:06:58.520 --> 00:06:59.920]  或者是元首
[00:06:59.920 --> 00:07:01.120]  或者是主席
[00:07:01.120 --> 00:07:02.120]  飛俠
[00:07:02.120 --> 00:07:04.120]  而是那個復活的主
[00:07:04.120 --> 00:07:05.720]  他要開那道門
[00:07:05.720 --> 00:07:07.320]  就沒有人能夠關
[00:07:07.320 --> 00:07:08.720]  他要關那道門
[00:07:08.720 --> 00:07:11.120]  就沒有人能夠開
[00:07:11.120 --> 00:07:14.520]  歷史給我們有不少這樣的例證
[00:07:14.520 --> 00:07:17.520]  當基督教教會建立的時候
[00:07:17.520 --> 00:07:19.520]  耶穌升天之後
[00:07:19.520 --> 00:07:21.720]  只有150人
[00:07:21.720 --> 00:07:24.520]  而且他們遭受到空前的壓迫
[00:07:24.520 --> 00:07:26.520]  有來自羅馬人的壓迫
[00:07:26.520 --> 00:07:28.120]  猶太人的壓迫
[00:07:28.120 --> 00:07:30.520]  各樣各類的難阻
[00:07:30.520 --> 00:07:32.720]  但是奇怪的
[00:07:32.720 --> 00:07:34.320]  沒有因為這樣
[00:07:34.320 --> 00:07:36.520]  就停止了教會的發展
[00:07:36.520 --> 00:07:39.920]  教會竟然在200年至300年之間
[00:07:39.920 --> 00:07:42.920]  從一個很小的教會
[00:07:42.920 --> 00:07:45.920]  發展為一個強而有力的教會
[00:07:45.920 --> 00:07:48.520]  人數極之眾多
[00:07:48.520 --> 00:07:52.120]  最後迫使肯斯頓不得不承認
[00:07:52.120 --> 00:07:54.920]  去接納基督教
[00:07:54.920 --> 00:07:58.720]  我們再從中國的教會歷史來看
[00:07:58.720 --> 00:08:01.920]  在50年代的中國
[00:08:01.920 --> 00:08:06.320]  當時全國的教徒大概是80萬人
[00:08:06.320 --> 00:08:09.320]  共產黨解放中國之後
[00:08:09.320 --> 00:08:11.520]  外國傳教士立即被趕出去
[00:08:11.520 --> 00:08:12.520]  教會被壓迫
[00:08:12.520 --> 00:08:13.720]  到了文革的時代
[00:08:13.720 --> 00:08:16.120]  竟然沒有一間有形的教會存在
[00:08:16.120 --> 00:08:17.320]  有誰會想到
[00:08:17.320 --> 00:08:20.720]  一到1980年稍微放鬆的時候
[00:08:20.720 --> 00:08:24.320]  自己有100萬個基督徒在中國
[00:08:24.320 --> 00:08:25.920]  然後接著這幾十年
[00:08:25.920 --> 00:08:28.320]  雖然有人面臨坐牢、壓迫
[00:08:28.320 --> 00:08:31.720]  但是現在竟然發展到9000萬的信徒
[00:08:31.720 --> 00:08:33.920]  耶穌開了個門
[00:08:33.920 --> 00:08:35.920]  是沒有人能夠關的
[00:08:35.920 --> 00:08:38.520]  我也想到在越南
[00:08:38.520 --> 00:08:39.920]  越南淪陷的時候
[00:08:39.920 --> 00:08:41.920]  我有機會去到西貢
[00:08:41.920 --> 00:08:43.920]  跟那些弟兄姊妹交談的時候
[00:08:43.920 --> 00:08:45.320]  他們告訴我
[00:08:45.320 --> 00:08:47.320]  淪陷之後
[00:08:47.320 --> 00:08:50.120]  教會是空前的熱心
[00:08:50.120 --> 00:08:52.120]  宮前的興旺
[00:08:52.120 --> 00:08:54.120]  很奇怪
[00:08:54.120 --> 00:08:56.520]  人以為門關了
[00:08:56.520 --> 00:08:58.120]  但其實沒有關
[00:08:58.120 --> 00:08:59.720]  上帝開了
[00:08:59.720 --> 00:09:02.520]  今天我們看看那個服務的主
[00:09:02.520 --> 00:09:04.920]  帶給我們一個什麼信息
[00:09:04.920 --> 00:09:06.520]  在看完經文之前
[00:09:06.520 --> 00:09:07.520]  我們了解一下
[00:09:07.520 --> 00:09:10.320]  菲拉菲鐵是一個什麼樣的城市
[00:09:10.320 --> 00:09:12.320]  從人的角度去看
[00:09:12.320 --> 00:09:13.720]  是灰暗的
[00:09:13.720 --> 00:09:14.920]  是悲觀的
[00:09:14.920 --> 00:09:15.920]  是惡劣的
[00:09:15.920 --> 00:09:17.520]  是黑暗的
[00:09:17.520 --> 00:09:19.320]  但是主耶穌就說
[00:09:19.320 --> 00:09:24.120]  這是一道大門敞開的菲拉菲鐵
[00:09:24.120 --> 00:09:26.320]  菲拉菲鐵是七個城市裡面
[00:09:26.320 --> 00:09:28.120]  最亂的一個城市
[00:09:28.120 --> 00:09:30.920]  菲拉菲鐵的英文叫做Philadelphia
[00:09:30.920 --> 00:09:33.520]  是由兩個希臘文組成的
[00:09:33.520 --> 00:09:35.520]  Phil就是愛
[00:09:35.520 --> 00:09:37.520]  Phileo這個字
[00:09:37.520 --> 00:09:38.920]  第二個是Adolphus
[00:09:38.920 --> 00:09:41.320]  Adolphus是兄弟的愛
[00:09:41.320 --> 00:09:44.120]  原來在公元前159年
[00:09:44.120 --> 00:09:46.920]  比加摩的皇帝叫阿塔拉斯
[00:09:46.920 --> 00:09:49.320]  就在這裡建了一個城市
[00:09:49.320 --> 00:09:52.120]  紀念他的弟弟Eumenides
[00:09:52.120 --> 00:09:55.120]  Eumenides因此就叫做Philadelphia
[00:09:55.120 --> 00:09:56.920]  因為他疼愛他弟弟
[00:09:56.920 --> 00:09:59.720]  所以就改為Brotherly Love這個名字
[00:09:59.720 --> 00:10:01.920]  為什麼他要建立這個城市呢
[00:10:01.920 --> 00:10:05.520]  是因為阿塔拉斯是熱愛希臘的文化
[00:10:05.520 --> 00:10:07.720]  他想推廣這個文化
[00:10:07.720 --> 00:10:10.720]  要成立一個完全希臘化的文化
[00:10:10.720 --> 00:10:12.320]  做基礎的城市
[00:10:12.320 --> 00:10:13.720]  他就大開門戶
[00:10:13.720 --> 00:10:16.520]  歡迎所有認同這個理念的人
[00:10:16.520 --> 00:10:18.320]  遷到這個城市
[00:10:18.320 --> 00:10:20.720]  建立一個希臘化的城市
[00:10:20.720 --> 00:10:22.720]  就叫做Philadelphia
[00:10:22.720 --> 00:10:26.120]  菲拉菲鐵有一個很大的問題
[00:10:26.120 --> 00:10:27.520]  問題在哪裡呢
[00:10:27.520 --> 00:10:30.120]  因為他身處一個大的平域
[00:10:30.120 --> 00:10:33.520]  叫做Katakopane
[00:10:33.520 --> 00:10:36.520]  Katakopane是希臘文的意思
[00:10:36.520 --> 00:10:37.920]  就是焦土的意思
[00:10:37.920 --> 00:10:39.720]  Burnt Land
[00:10:39.720 --> 00:10:43.920]  因為原來在菲拉菲鐵附近有一個火山
[00:10:43.920 --> 00:10:46.320]  火山的泥土
[00:10:46.320 --> 00:10:49.120]  就是他們所處的地方的泥土
[00:10:49.120 --> 00:10:51.320]  都是火山熔岩
[00:10:51.320 --> 00:10:52.920]  非常肥沃
[00:10:52.920 --> 00:10:55.920]  尤其是種植葡萄是最好的
[00:10:55.920 --> 00:10:57.520]  是可以釀酒的
[00:10:57.520 --> 00:10:59.720]  但同時就引申一個大問題
[00:10:59.720 --> 00:11:01.120]  事實上有地震
[00:11:01.120 --> 00:11:03.320]  因為常有地震
[00:11:03.320 --> 00:11:06.520]  不少的居民不敢在城內居住
[00:11:06.520 --> 00:11:13.320]  要在城外建立一些比較穩固和簡單的房屋
[00:11:13.320 --> 00:11:16.120]  來保存他們的生命和損失
[00:11:16.120 --> 00:11:18.320]  他們住在城外的小屋裡面
[00:11:18.320 --> 00:11:20.120]  因為這樣比較安全
[00:11:20.120 --> 00:11:21.920]  事實上在公元前
[00:11:21.920 --> 00:11:23.720]  公元後17年
[00:11:23.720 --> 00:11:26.120]  是發生過一次大的地震
[00:11:26.120 --> 00:11:28.320]  當時羅馬皇帝提比劉
[00:11:28.320 --> 00:11:30.920]  為了挽回菲拉菲鐵
[00:11:30.920 --> 00:11:34.520]  免了他們交稅五年
[00:11:34.520 --> 00:11:36.320]  來復興經濟
[00:11:36.320 --> 00:11:37.920]  重建城市
[00:11:37.920 --> 00:11:39.920]  所以當時他改了名字
[00:11:39.920 --> 00:11:42.520]  不叫做菲拉菲鐵
[00:11:42.520 --> 00:11:44.720]  而是叫做Neo-Caesarea
[00:11:44.720 --> 00:11:47.520]  大多數人居住在這裡
[00:11:47.520 --> 00:11:48.720]  你改名字
[00:11:48.720 --> 00:11:51.120]  用回菲拉菲鐵的名字
[00:11:51.120 --> 00:11:55.120]  因為菲拉菲鐵的名字是他們原用的
[00:11:55.120 --> 00:11:56.120]  這是第一個問題
[00:11:56.120 --> 00:11:58.920]  事實上有地震的發生
[00:11:58.920 --> 00:12:01.120]  第二個問題更加嚴重
[00:12:01.120 --> 00:12:03.720]  原來在公元後92年
[00:12:03.720 --> 00:12:05.920]  是發生過大饑荒
[00:12:05.920 --> 00:12:09.720]  羅馬皇帝為了要解決糧荒的問題
[00:12:09.720 --> 00:12:13.320]  下令不准菲拉菲鐵的人種葡萄
[00:12:13.320 --> 00:12:14.520]  因為葡萄沒用
[00:12:14.520 --> 00:12:16.520]  要種稻蜜
[00:12:16.520 --> 00:12:18.120]  因為人可以不用喝酒
[00:12:18.120 --> 00:12:19.920]  但是不可以不吃麵包
[00:12:19.920 --> 00:12:23.120]  於是引起菲拉菲鐵的人恐慌
[00:12:23.120 --> 00:12:26.520]  因為他覺得這個地方不適宜種稻蜜
[00:12:26.520 --> 00:12:31.720]  最划算最好最賺錢的就是種這些葡萄
[00:12:31.720 --> 00:12:32.720]  這個葡萄
[00:12:32.720 --> 00:12:34.520]  葡萄園
[00:12:34.520 --> 00:12:37.120]  因為可以做酒
[00:12:37.120 --> 00:12:40.120]  所以當時的居民得到這個法令的時候
[00:12:40.120 --> 00:12:42.320]  是極之極之的反感
[00:12:42.320 --> 00:12:47.320]  情形有一點像今天的香港通過了國安法一樣
[00:12:47.320 --> 00:12:49.320]  人們都很灰暗
[00:12:49.320 --> 00:12:53.320]  但是耶穌說抓這個虐食的人
[00:12:53.320 --> 00:12:55.720]  不是羅馬的皇帝 是我
[00:12:55.720 --> 00:12:57.920]  我開了的門 門就開了
[00:12:57.920 --> 00:12:59.120]  沒人能關
[00:12:59.120 --> 00:13:01.520]  我關了的門就沒有人能開
[00:13:01.520 --> 00:13:04.320]  這個就是我們要記住的真理
[00:13:04.320 --> 00:13:07.920]  或者我們詳細來看看第一節
[00:13:07.920 --> 00:13:09.520]  第七節
[00:13:09.520 --> 00:13:10.520]  第七節就說
[00:13:10.520 --> 00:13:13.520]  你要寫信給菲拉菲鐵教會的使者孫
[00:13:13.520 --> 00:13:16.320]  拿聖結真實拿著大衛藥時
[00:13:16.320 --> 00:13:17.920]  開了就沒有人能關
[00:13:17.920 --> 00:13:19.720]  關了就沒有人能開的
[00:13:19.720 --> 00:13:22.520]  約翰用三個形容來形容那個復活的主
[00:13:22.520 --> 00:13:24.120]  第一聖結 第二真實
[00:13:24.120 --> 00:13:26.520]  第三手裡拿著大衛的藥時
[00:13:26.520 --> 00:13:28.520]  首先我們看什麼叫聖結
[00:13:28.520 --> 00:13:29.720]  在舊的聖經
[00:13:29.720 --> 00:13:32.320]  聖結這個是神的名字
[00:13:32.320 --> 00:13:34.720]  以創亞書第六章第三節
[00:13:34.720 --> 00:13:38.920]  當以創亞見到和見到這個聖結的上帝
[00:13:38.920 --> 00:13:41.320]  和天使見到上帝的時候
[00:13:41.320 --> 00:13:44.120]  就大聲叫聖哉聖哉聖哉
[00:13:44.120 --> 00:13:45.720]  萬軍之夜和華
[00:13:45.720 --> 00:13:47.920]  他的榮光充滿全地
[00:13:47.920 --> 00:13:49.720]  聖哉就是這個Holy
[00:13:49.720 --> 00:13:51.320]  Holy Holy
[00:13:51.320 --> 00:13:52.920]  其實Holy這個字
[00:13:52.920 --> 00:13:54.120]  聖結這個字
[00:13:54.120 --> 00:13:55.920]  希臘文叫Hagios
[00:13:55.920 --> 00:13:59.720]  它主要原因是解分別出來
[00:13:59.720 --> 00:14:00.720]  To be different
[00:14:00.720 --> 00:14:02.320]  To be separated
[00:14:02.320 --> 00:14:05.120]  神是一個聖結的上帝
[00:14:05.120 --> 00:14:06.720]  他和人有極大的分別
[00:14:06.720 --> 00:14:07.920]  是不同的
[00:14:07.920 --> 00:14:10.920]  他的看法和人的看法不同
[00:14:10.920 --> 00:14:12.920]  人是以為關的門
[00:14:12.920 --> 00:14:14.520]  上帝看來他是開的
[00:14:14.520 --> 00:14:16.120]  人以為開的門
[00:14:16.120 --> 00:14:17.520]  上帝看來是關的
[00:14:17.520 --> 00:14:19.320]  他和人不同
[00:14:19.320 --> 00:14:21.320]  他是一個聖結的上帝
[00:14:21.320 --> 00:14:23.520]  就因為他是聖結
[00:14:23.520 --> 00:14:24.520]  然後聖經說
[00:14:24.520 --> 00:14:26.120]  所以你們也要聖結
[00:14:26.120 --> 00:14:27.520]  意思不只是道德
[00:14:27.520 --> 00:14:28.320]  這裡說
[00:14:28.320 --> 00:14:32.320]  上帝與其他人的名聲不同的時候
[00:14:32.320 --> 00:14:37.120]  我們都要從這個世界的分別出來為聖
[00:14:37.120 --> 00:14:38.320]  我們是
[00:14:38.320 --> 00:14:39.720]  這個聖字很重要
[00:14:39.720 --> 00:14:41.720]  就是為主所用的意思
[00:14:41.720 --> 00:14:43.120]  這個地方叫聖堂
[00:14:43.120 --> 00:14:44.720]  不是因為他特別厲害
[00:14:44.720 --> 00:14:45.720]  或者特別神聖
[00:14:45.720 --> 00:14:46.320]  不是
[00:14:46.320 --> 00:14:48.920]  而是他分別出來侍奉神
[00:14:48.920 --> 00:14:49.920]  我們叫聖徒
[00:14:49.920 --> 00:14:51.520]  不是因為我們特別厲害
[00:14:51.520 --> 00:14:52.120]  不是
[00:14:52.120 --> 00:14:54.520]  我們是分別出來成為神的兒女
[00:14:54.520 --> 00:14:56.720]  這個聖殿
[00:14:56.720 --> 00:14:59.520]  聖鎖
[00:14:59.520 --> 00:15:00.720]  聖徒
[00:15:00.720 --> 00:15:02.520]  全部都是這個意思
[00:15:02.520 --> 00:15:03.520]  是分別出來
[00:15:03.520 --> 00:15:05.720]  第二個名號就是真實
[00:15:05.720 --> 00:15:10.120]  原來希臘文有兩個字可以做真實
[00:15:10.120 --> 00:15:13.120]  第一個字就是aliphys
[00:15:13.120 --> 00:15:17.120]  aliphys是解真假的真
[00:15:17.120 --> 00:15:18.120]  真的假不了
[00:15:18.120 --> 00:15:19.720]  假的真不了的真
[00:15:19.720 --> 00:15:20.920]  英文叫true
[00:15:20.920 --> 00:15:22.920]  相反叫false
[00:15:22.920 --> 00:15:25.520]  現在有很多真的新聞
[00:15:25.520 --> 00:15:26.920]  或者假的新聞
[00:15:26.920 --> 00:15:29.120]  這個就是true and false的問題
[00:15:29.120 --> 00:15:31.920]  第二個字就是這裡所用的字
[00:15:31.920 --> 00:15:33.520]  就是aliphenos
[00:15:33.520 --> 00:15:35.520]  aliphenos
[00:15:35.520 --> 00:15:37.720]  是譯為real
[00:15:37.720 --> 00:15:38.720]  真實
[00:15:38.720 --> 00:15:39.720]  現實
[00:15:39.720 --> 00:15:42.320]  相反是unreal
[00:15:42.320 --> 00:15:43.320]  就是不真實
[00:15:43.320 --> 00:15:47.120]  我們發覺我們活在兩個不同的世界裡面
[00:15:47.120 --> 00:15:49.320]  一個我們叫現實的世界
[00:15:49.320 --> 00:15:51.720]  在人的角度來看是real的世界
[00:15:51.720 --> 00:15:53.120]  是眼睛看得見
[00:15:53.120 --> 00:15:55.520]  是摸得到
[00:15:55.520 --> 00:15:59.520]  每天我們要上班、下班、吃飯、睡覺、找吃的
[00:15:59.520 --> 00:16:00.720]  我們要看時局
[00:16:00.720 --> 00:16:02.320]  我們要看老闆臉色
[00:16:02.320 --> 00:16:05.320]  我們看我們會不會感染到瘟疫
[00:16:05.320 --> 00:16:07.920]  我們心裡面充滿了不安、恐懼
[00:16:07.920 --> 00:16:09.120]  很怕失去
[00:16:09.120 --> 00:16:11.920]  這些就是我們看得見的世界
[00:16:11.920 --> 00:16:14.520]  我們叫現實的世界
[00:16:14.520 --> 00:16:16.520]  另外一個世界是看不見的世界
[00:16:16.520 --> 00:16:17.720]  是屬神的世界
[00:16:17.720 --> 00:16:19.720]  有時候我們覺得這個世界很離地的
[00:16:19.720 --> 00:16:20.920]  很渺小的
[00:16:20.920 --> 00:16:23.720]  看不見摸不到怎麼會是現實呢
[00:16:23.720 --> 00:16:26.720]  但我們有時候發覺不是
[00:16:26.720 --> 00:16:30.520]  那些看不見才是真實的
[00:16:30.520 --> 00:16:34.720]  我們摸得見的那些似乎是假的
[00:16:34.720 --> 00:16:37.720]  我就想到我有一個朋友做醫生
[00:16:37.720 --> 00:16:40.720]  他患了末期肝癌
[00:16:40.720 --> 00:16:42.720]  他太太跟他說你還有多少股票啊
[00:16:42.720 --> 00:16:44.720]  你還有多少東西啊
[00:16:44.720 --> 00:16:46.720]  你想想他在的時候你跟我說有什麼用
[00:16:46.720 --> 00:16:51.720]  你跟我說港版國安法、投資、股票是沒用的
[00:16:51.720 --> 00:16:55.720]  沒多久這些就跟我完全沒有關係了
[00:16:55.720 --> 00:16:58.720]  為什麼你不請牧師來跟我查聖經
[00:16:58.720 --> 00:17:00.720]  每個人才是現實
[00:17:00.720 --> 00:17:02.720]  對他這個人來講
[00:17:02.720 --> 00:17:04.720]  他臨終的時候
[00:17:04.720 --> 00:17:06.720]  什麼叫做現實
[00:17:06.720 --> 00:17:09.720]  和他太太的看法完全不同
[00:17:09.720 --> 00:17:11.720]  所以保羅就說了一句話
[00:17:11.720 --> 00:17:12.720]  說得很真
[00:17:12.720 --> 00:17:15.720]  我們行事為人不是憑眼見
[00:17:15.720 --> 00:17:16.720]  而是憑信心
[00:17:16.720 --> 00:17:20.720]  We walk by faith not by sight
[00:17:20.720 --> 00:17:23.720]  所以我們時常會問什麼叫做現實呢
[00:17:23.720 --> 00:17:26.720]  什麼叫做Arithmos呢
[00:17:26.720 --> 00:17:28.720]  不是看得見摸得見的那些東西
[00:17:28.720 --> 00:17:30.720]  那些東西是一會兒就沒有的
[00:17:30.720 --> 00:17:33.720]  真的是無風捉影
[00:17:33.720 --> 00:17:36.720]  是上帝的存在
[00:17:36.720 --> 00:17:38.720]  上帝給我們的永生
[00:17:38.720 --> 00:17:39.720]  看不到的
[00:17:39.720 --> 00:17:42.720]  但是要憑信心才能看到真實
