
[00:00:00.000 --> 00:00:04.420]  各位觀眾朋友們 平安
[00:02:13.380 --> 00:02:18.220]  如果直達160公里以外的兩個海港
[00:02:18.220 --> 00:02:20.220]  你會看到哪兩個呢?
[00:02:20.220 --> 00:02:23.140]  就是現在看到的這個爾弗所
[00:02:23.140 --> 00:02:27.660]  和這個叫做米利都
[00:02:27.660 --> 00:02:31.060]  就是因為有這兩個海港的緣故
[00:02:31.060 --> 00:02:35.860]  讓它的經商成為一個好的路線
[00:02:35.860 --> 00:02:39.820]  因為四通八達去哪裡都是比較方便的
[00:02:39.820 --> 00:02:41.980]  特別以前那個年代
[00:02:41.980 --> 00:02:43.620]  有海港有港口
[00:02:43.620 --> 00:02:44.860]  如果你連接得到
[00:02:44.860 --> 00:02:47.700]  也是很方便做這個貿易的
[00:02:47.700 --> 00:02:50.180]  如果一說努底加教會
[00:02:50.180 --> 00:02:55.860]  我相信很多信徒都會想起四個字
[00:02:55.860 --> 00:02:59.100]  第一個字和第三個字是一樣的
[00:02:59.100 --> 00:03:01.500]  記不記得是哪四個字呢?
[00:03:01.500 --> 00:03:05.460]  這個就是不冷不熱
[00:03:05.460 --> 00:03:07.540]  我小時候十多歲回教會
[00:03:07.540 --> 00:03:11.340]  已經有很多聽到不少人鼓勵我
[00:03:11.340 --> 00:03:15.140]  你不可以做一個不冷不熱的信徒
[00:03:15.140 --> 00:03:18.060]  你要熱心愛主啊
[00:03:18.060 --> 00:03:19.100]  這個是真的
[00:03:19.100 --> 00:03:21.580]  肯定每一個信徒都要熱心愛主
[00:03:21.580 --> 00:03:26.820]  但是這間教會就被耶穌說它不冷不熱
[00:03:26.820 --> 00:03:28.060]  那段經文在哪裡呢?
[00:03:28.060 --> 00:03:30.220]  我和大家一起看一看
[00:03:30.220 --> 00:03:34.300]  在《看事祿》第三章14節開始這樣說
[00:03:34.300 --> 00:03:35.620]  他說你要寫信
[00:03:35.620 --> 00:03:37.300]  就是耶穌和約翰說
[00:03:37.300 --> 00:03:40.060]  你要寫信給努底加教會的使者
[00:03:40.060 --> 00:03:45.020]  說哪位阿門承信真實的見證者
[00:03:45.020 --> 00:03:47.020]  神創造的根源者
[00:03:47.020 --> 00:03:47.780]  這樣說
[00:03:47.780 --> 00:03:49.100]  就是耶穌這樣說
[00:03:49.100 --> 00:03:51.500]  我知道你的行為
[00:03:51.500 --> 00:03:54.980]  你也不冷也不熱
[00:03:54.980 --> 00:03:56.980]  既然你如溫水
[00:03:56.980 --> 00:03:58.780]  也不冷也不熱
[00:03:58.780 --> 00:04:02.820]  我要從我口中把你吐出去
[00:04:02.820 --> 00:04:05.860]  大家這段經文我相信都很熟悉
[00:04:05.860 --> 00:04:08.100]  所以剛才我說那些人經常都鼓勵我
[00:04:08.100 --> 00:04:11.020]  哎 雷俊你要熱心點啊
[00:04:11.020 --> 00:04:13.060]  我再強調一次
[00:04:13.060 --> 00:04:18.060]  我們必須要熱心服事主
[00:04:18.060 --> 00:04:19.780]  熱心愛主
[00:04:19.780 --> 00:04:20.580]  必須要的
[00:04:20.580 --> 00:04:21.780]  要熱心愛主
[00:04:21.780 --> 00:04:23.740]  熱心服事主
[00:04:23.740 --> 00:04:25.700]  但是如果你看這段經文
[00:04:25.700 --> 00:04:28.660]  或者剛才你想到不冷不熱
[00:04:28.660 --> 00:04:33.980]  你會不會只是想到水的溫度呢?
[00:04:33.980 --> 00:04:36.420]  我們慢慢一起去論一下這幾個字
[00:04:36.420 --> 00:04:38.140]  或者這段經文
[00:04:38.140 --> 00:04:41.180]  他提到你也不冷也不熱
[00:04:41.180 --> 00:04:44.700]  這裡是否只是說溫度呢?
[00:04:44.700 --> 00:04:45.980]  如果只是說溫度
[00:04:45.980 --> 00:04:49.380]  那我們應該熱還是冷呢?
[00:04:49.380 --> 00:04:53.460]  所以熱心沒理由是冷心去服事主
[00:04:53.460 --> 00:04:55.540]  沒理由冷卻
[00:04:55.540 --> 00:04:57.820]  這段很有熱心很有熱忱
[00:04:57.820 --> 00:05:02.740]  但是這段經文是否只是想熱和冷呢?
[00:05:02.740 --> 00:05:04.540]  是否只是想溫度呢?
[00:05:04.540 --> 00:05:05.780]  如果是這樣的話
[00:05:05.780 --> 00:05:08.340]  我小時候聽就覺得沒問題
[00:05:08.340 --> 00:05:09.740]  但是這個問題就是說
[00:05:09.740 --> 00:05:11.180]  你也不冷也不熱
[00:05:11.180 --> 00:05:13.980]  既然你如溫水
[00:05:13.980 --> 00:05:14.900]  也不冷也不熱
[00:05:14.900 --> 00:05:18.020]  我要從我的口中把你吐出去
[00:05:18.020 --> 00:05:21.300]  那溫水其實有什麼問題呢?
[00:05:21.300 --> 00:05:23.380]  大家有沒有想過
[00:05:23.380 --> 00:05:25.940]  溫水有什麼問題呢?
[00:05:25.940 --> 00:05:28.660]  我有一次和一個弟兄分享
[00:05:28.660 --> 00:05:31.340]  他說溫水不好
[00:05:31.340 --> 00:05:33.060]  他說好像喝咖啡一樣
[00:05:33.060 --> 00:05:34.820]  喝咖啡要喝什麼呢?
[00:05:34.820 --> 00:05:35.940]  要是熱的
[00:05:36.460 --> 00:05:39.020]  剛剛喝到很熱的
[00:05:39.020 --> 00:05:40.300]  就說好啊
[00:05:40.300 --> 00:05:41.300]  要不就冷的
[00:05:41.300 --> 00:05:42.340]  冷咖啡
[00:05:42.340 --> 00:05:44.140]  那你期望它很冷
[00:05:44.140 --> 00:05:45.820]  但是如果不冷不熱的咖啡
[00:05:45.820 --> 00:05:47.380]  你真的想吐出來
[00:05:47.380 --> 00:05:48.540]  他用這個廣東話
[00:05:48.540 --> 00:05:49.780]  你真的想吐出來
[00:05:49.780 --> 00:05:50.860]  但我和他說
[00:05:50.860 --> 00:05:53.140]  現在不是說咖啡
[00:05:53.140 --> 00:05:55.100]  現在說水
[00:05:55.100 --> 00:05:57.300]  那溫水有什麼問題呢?
[00:05:57.300 --> 00:05:59.780]  你吃藥用什麼水呢?
[00:05:59.780 --> 00:06:01.900]  你不會用很熱的水
[00:06:01.900 --> 00:06:04.260]  你也不會用冷水
[00:06:04.260 --> 00:06:05.620]  忠於事實說你
[00:06:05.620 --> 00:06:07.020]  不可以用冷水
[00:06:07.020 --> 00:06:08.300]  用什麼水呢?
[00:06:08.300 --> 00:06:09.220]  溫水
[00:06:09.220 --> 00:06:11.060]  實溫
[00:06:11.060 --> 00:06:12.780]  這個第一點已經開始
[00:06:12.780 --> 00:06:14.820]  卡住我去理解這段經文
[00:06:14.820 --> 00:06:17.300]  或者原來這個不冷不熱
[00:06:17.300 --> 00:06:21.140]  未必只是指溫度這麼簡單
[00:06:21.140 --> 00:06:21.740]  還有
[00:06:21.740 --> 00:06:22.420]  你有沒有留意到
[00:06:22.420 --> 00:06:23.620]  我讀這段經文的時候
[00:06:23.620 --> 00:06:25.660]  我讀完15節到16節
[00:06:25.660 --> 00:06:28.420]  中間有個空白的地方
[00:06:28.420 --> 00:06:31.420]  你記不記得這個空白的地方是什麼?
[00:06:31.420 --> 00:06:32.860]  熟悉聖經的你
[00:06:32.860 --> 00:06:34.140]  應該記得
[00:06:34.140 --> 00:06:36.620]  這個空白的地方是什麼呢?
[00:06:36.620 --> 00:06:37.500]  這個空白的地方
[00:06:37.500 --> 00:06:38.740]  那句就是說
[00:06:38.740 --> 00:06:39.420]  耶穌說
[00:06:39.420 --> 00:06:45.100]  我巴不得你滑冷或熱
[00:06:45.100 --> 00:06:47.420]  如果只是用溫度來比喻
[00:06:47.420 --> 00:06:48.700]  熱就是熱心
[00:06:48.700 --> 00:06:51.620]  冷就是冷淡的話
[00:06:51.620 --> 00:06:54.540]  那這個就解不通了
[00:06:54.540 --> 00:06:55.220]  是不是?
[00:06:55.220 --> 00:06:58.020]  那沒理由耶穌和他說
[00:06:58.020 --> 00:07:00.260]  巴不得你一是很熱心
[00:07:00.260 --> 00:07:02.740]  一是很冷卻
[00:07:02.740 --> 00:07:04.980]  應該不會的
[00:07:04.980 --> 00:07:05.460]  是不是?
[00:07:05.460 --> 00:07:05.860]  如果這樣
[00:07:05.860 --> 00:07:06.860]  每個基督徒都說
[00:07:06.860 --> 00:07:08.660]  我做到耶穌所做的
[00:07:08.660 --> 00:07:10.220]  我做到耶穌所說的
[00:07:10.220 --> 00:07:10.980]  耶穌說
[00:07:10.980 --> 00:07:12.860]  我想你一是冷一是熱
[00:07:12.860 --> 00:07:14.460]  那我現在就冷了
[00:07:14.460 --> 00:07:17.460]  我什麼都不做
[00:07:17.460 --> 00:07:19.620]  這難道就是耶穌的心意嗎?
[00:07:19.620 --> 00:07:21.700]  所以如果這一節經文
[00:07:21.700 --> 00:07:22.700]  這一段在這裡的話
[00:07:22.700 --> 00:07:24.300]  讓我們有一個
[00:07:24.300 --> 00:07:26.060]  要進入更深的思考
[00:07:26.060 --> 00:07:26.700]  就是說
[00:07:26.700 --> 00:07:29.260]  如果不只是指溫度的話
[00:07:29.260 --> 00:07:30.700]  那就是指什麼呢?
[00:07:30.700 --> 00:07:32.940]  那就是有機會那個溫水
[00:07:32.940 --> 00:07:35.220]  也不是指溫度的水
[00:07:35.220 --> 00:07:36.900]  你說那還不是?
[00:07:36.900 --> 00:07:39.740]  所以今天很想集中
[00:07:39.740 --> 00:07:41.020]  和大家一起思考一下
[00:07:41.020 --> 00:07:42.700]  因為如果你解不明白
[00:07:42.700 --> 00:07:43.940]  我們也看不通
[00:07:43.940 --> 00:07:46.860]  究竟耶穌想老弟家教會
[00:07:46.860 --> 00:07:47.900]  知道些什麼呢?
[00:07:47.900 --> 00:07:51.300]  因為你說嚴重到要吐出來
[00:07:51.300 --> 00:07:52.900]  其實很嚴厲的
[00:07:52.900 --> 00:07:53.900]  但我想告訴你
[00:07:53.900 --> 00:07:55.580]  這一段是嚴厲的
[00:07:55.580 --> 00:07:56.860]  不過你一會兒看下去
[00:07:56.860 --> 00:07:58.820]  這一段可能是
[00:07:58.820 --> 00:08:00.300]  未必是最嚴厲
[00:08:00.300 --> 00:08:02.460]  接著一會兒會分享的那一段
[00:08:02.460 --> 00:08:04.140]  可能是更加嚴厲
[00:08:04.140 --> 00:08:05.420]  我們先思考這個
[00:08:05.420 --> 00:08:10.060]  不冷不熱的問題
[00:08:10.060 --> 00:08:10.940]  當耶穌說
[00:08:10.940 --> 00:08:12.020]  我巴不得
[00:08:12.020 --> 00:08:13.420]  巴不得是什麼意思呢?
[00:08:13.420 --> 00:08:15.020]  如果英文容易理解
[00:08:15.020 --> 00:08:17.260]  就是I wish
[00:08:17.260 --> 00:08:17.980]  就是有時說
[00:08:17.980 --> 00:08:19.500]  我真的很希望你
[00:08:19.500 --> 00:08:20.540]  很希望你
[00:08:20.540 --> 00:08:22.700]  我希望你努力讀書
[00:08:22.700 --> 00:08:24.300]  我希望你考到大學
[00:08:24.300 --> 00:08:25.740]  I wish的意思
[00:08:25.740 --> 00:08:26.820]  就是耶穌真的很希望你
[00:08:26.820 --> 00:08:27.940]  要不就熱
[00:08:27.940 --> 00:08:29.300]  要不就冷
[00:08:29.300 --> 00:08:30.860]  原來真的是這個意思
[00:08:30.860 --> 00:08:34.620]  好了 繼續看下去
[00:08:34.620 --> 00:08:36.820]  當說老弟家教會
[00:08:36.820 --> 00:08:39.020]  我們再看得清楚些
[00:08:39.020 --> 00:08:40.980]  究竟老弟家教會
[00:08:40.980 --> 00:08:42.780]  在一個什麼地方
[00:08:42.780 --> 00:08:43.500]  這個很重要
[00:08:43.500 --> 00:08:44.300]  原來你理解到
[00:08:44.300 --> 00:08:45.780]  它周圍是什麼地方
[00:08:45.780 --> 00:08:47.900]  你深信我們一起會明白多些
[00:08:47.900 --> 00:08:50.060]  究竟發生什麼事情
[00:08:50.060 --> 00:08:51.580]  這裡現在藍色的圈
[00:08:51.580 --> 00:08:52.940]  就是老弟家教會
[00:08:52.940 --> 00:08:55.860]  老弟家教會在哪些地方附近呢?
[00:08:55.860 --> 00:08:57.020]  我先和你看
[00:08:57.020 --> 00:08:59.060]  下面這個叫做哥羅西
[00:08:59.060 --> 00:09:00.460]  大家應該熟悉吧
[00:09:00.460 --> 00:09:02.060]  哥羅西這個地方
[00:09:02.060 --> 00:09:03.260]  原來這麼近
[00:09:03.260 --> 00:09:05.620]  另外還有上面那裡叫做什麼
[00:09:05.620 --> 00:09:07.940]  希拉玻璃
[00:09:07.940 --> 00:09:10.100]  先拍一下這個地形
[00:09:10.100 --> 00:09:12.380]  因為接著我再zoom近些給你看
[00:09:12.380 --> 00:09:15.220]  究竟發生了什麼情況
[00:09:15.220 --> 00:09:16.340]  原來這一幅
[00:09:16.340 --> 00:09:18.020]  我zoom近些地圖
[00:09:18.020 --> 00:09:22.180]  你見到希拉玻璃在上面
[00:09:22.180 --> 00:09:24.220]  現在黑色圈住了
[00:09:24.220 --> 00:09:26.260]  其實希拉玻璃是什麼地方呢
[00:09:26.260 --> 00:09:30.220]  它就在土耳其愛琴海地區內陸
[00:09:30.220 --> 00:09:34.260]  希拉玻璃又名叫做棉寶
[00:09:34.260 --> 00:09:35.220]  一會兒我會給你看
[00:09:35.220 --> 00:09:36.860]  什麼叫做棉寶呢
[00:09:36.860 --> 00:09:40.220]  就是棉花的棉
[00:09:40.220 --> 00:09:41.660]  寶就是寶磊的寶
[00:09:41.660 --> 00:09:44.220]  為什麼會叫做棉花的寶磊呢
[00:09:44.220 --> 00:09:46.900]  原來是因為它有一個天然的美景
[00:09:46.900 --> 00:09:47.700]  我一會兒給你看一看
[00:09:47.700 --> 00:09:48.980]  你就會明白多些
[00:09:48.980 --> 00:09:54.140]  它這個地方其實是在火山的活躍地帶
[00:09:54.140 --> 00:09:56.660]  而這個地方有溫泉
[00:09:56.660 --> 00:10:00.300]  它的溫度是高達華氏95度
[00:10:00.300 --> 00:10:05.140]  含有很重的碳酸鈣成分
[00:10:05.140 --> 00:10:08.660]  所以溫泉有功能
[00:10:08.660 --> 00:10:12.500]  有治療皮膚病和其他病症的功能
[00:10:12.500 --> 00:10:15.180]  因為它這樣又有一個很美的美景
[00:10:15.180 --> 00:10:17.100]  又有一個溫泉
[00:10:17.100 --> 00:10:20.700]  真的有很多遊客會去到
[00:10:20.700 --> 00:10:21.900]  所以你現在見到
[00:10:21.900 --> 00:10:23.540]  這裡就是溫泉
[00:10:23.540 --> 00:10:27.780]  很多遊客就去到浸溫泉
[00:10:27.780 --> 00:10:30.260]  你現在還沒看到什麼叫做棉寶
[00:10:30.260 --> 00:10:32.740]  因為它地質的關係
[00:10:32.740 --> 00:10:36.100]  它有很多碳酸鈣
[00:10:36.100 --> 00:10:39.380]  後來就積聚而成
[00:10:39.380 --> 00:10:40.620]  變成什麼樣呢
[00:10:40.620 --> 00:10:42.900]  變成這些美景
[00:10:42.900 --> 00:10:44.100]  所以很多人特意
[00:10:44.100 --> 00:10:47.060]  現在我問了蔡司母
[00:10:47.060 --> 00:10:51.220]  如果我們新約團去探訪
[00:10:51.220 --> 00:10:54.660]  去參觀新約教會的時候
[00:10:54.660 --> 00:10:57.980]  她都會帶我們去看這些美景
[00:10:57.980 --> 00:10:59.900]  真的好像棉花糖一樣
[00:10:59.900 --> 00:11:00.740]  白色一樣
[00:11:00.740 --> 00:11:02.420]  然後留到有一層層
[00:11:02.420 --> 00:11:04.180]  然後又有不同的地方
[00:11:04.180 --> 00:11:07.500]  你又可以去浸溫泉
[00:11:07.500 --> 00:11:11.420]  這個就是希拉玻納的這個地方
[00:11:11.420 --> 00:11:16.260]  原來在老弟家教會的上町
[00:11:16.260 --> 00:11:17.860]  看到嗎?上町
[00:11:17.860 --> 00:11:20.740]  上面就是這個溫泉
[00:11:20.740 --> 00:11:21.820]  下面是什麼?
[00:11:21.820 --> 00:11:22.820]  哥羅西
[00:11:22.820 --> 00:11:24.500]  哥羅西出名什麼?
[00:11:24.500 --> 00:11:28.660]  原來哥羅西位於老弟家的東南
[00:11:28.660 --> 00:11:32.740]  東的方向約18公里
[00:11:32.740 --> 00:11:38.660]  希拉玻納就是它的東南約26公里
[00:11:38.660 --> 00:11:40.180]  現在你看到地形都知道
[00:11:40.180 --> 00:11:41.660]  很近
[00:11:41.660 --> 00:11:44.620]  在現今土耳其的西南部
[00:11:44.620 --> 00:11:47.300]  它有條河流叫拉卡斯河
[00:11:47.300 --> 00:11:48.620]  就是中間那個
[00:11:48.620 --> 00:11:50.020]  拉卡斯河
[00:11:50.020 --> 00:11:53.380]  因為它是和支流接壤
[00:11:53.380 --> 00:11:57.140]  所以它有極豐富的水源
[00:11:57.140 --> 00:12:00.580]  水源是非常充足的
[00:12:00.580 --> 00:12:02.300]  這個是哥羅西
[00:12:02.300 --> 00:12:04.980]  你開始可能會明白多一點
[00:12:04.980 --> 00:12:06.980]  一個就是溫泉
[00:12:06.980 --> 00:12:09.580]  一個就是水流很充足
[00:12:09.580 --> 00:12:12.100]  溫泉一直流水
[00:12:12.100 --> 00:12:12.940]  流流流流
[00:12:12.940 --> 00:12:14.540]  流到哥羅西
[00:12:14.540 --> 00:12:16.540]  有什麼意思呢?
[00:12:16.540 --> 00:12:17.740]  我們繼續看
[00:12:17.740 --> 00:12:22.620]  原來希拉玻納高於300尺
[00:12:22.620 --> 00:12:24.900]  然後剛才我說的水一直流
[00:12:24.900 --> 00:12:27.540]  裡面有很多的礦物質
[00:12:27.540 --> 00:12:29.380]  因為那些東西熱水
[00:12:29.380 --> 00:12:30.380]  一直冷卻
[00:12:30.380 --> 00:12:31.340]  就會變
[00:12:31.340 --> 00:12:32.620]  就會有沈澱
[00:12:32.620 --> 00:12:36.660]  水也開始降溫
[00:12:36.660 --> 00:12:39.020]  由希拉玻納流到
[00:12:39.020 --> 00:12:40.220]  你看到這條河
[00:12:40.220 --> 00:12:42.420]  流到老弟家的時候
[00:12:42.420 --> 00:12:43.740]  會怎樣?
[00:12:43.740 --> 00:12:46.420]  會暖一點
[00:12:46.420 --> 00:12:47.820]  會冷卻一點
[00:12:47.820 --> 00:12:50.140]  不過還沒完全冷
[00:12:50.140 --> 00:12:54.820]  所以那時候是不冷不熱
[00:12:54.820 --> 00:12:56.860]  然後當它一直流
[00:12:56.860 --> 00:12:58.460]  流到哥羅西的時候
[00:12:58.460 --> 00:13:01.300]  因為經過不同的過濾
[00:13:01.300 --> 00:13:02.940]  天然的過濾
[00:13:02.940 --> 00:13:07.980]  最後就變成清澈可口的冷水
[00:13:07.980 --> 00:13:09.300]  也能夠令人
[00:13:09.300 --> 00:13:11.860]  他說是很清神的
[00:13:11.860 --> 00:13:13.540]  去淋一下這個冷水
[00:13:13.540 --> 00:13:15.540]  或者這些水是很清的
[00:13:15.540 --> 00:13:18.900]  所以上游就是溫泉
[00:13:18.900 --> 00:13:20.260]  去到下游
[00:13:20.260 --> 00:13:21.380]  最下的地方
[00:13:21.380 --> 00:13:24.100]  哥羅西就是最好的水
[00:13:24.100 --> 00:13:27.220]  中間的水不冷不熱
[00:13:27.220 --> 00:13:29.060]  能喝嗎?
[00:13:29.060 --> 00:13:31.060]  不能喝
[00:13:31.060 --> 00:13:32.980]  他說有資料說
[00:13:32.980 --> 00:13:36.220]  這些是叫做吹途劑
[00:13:36.220 --> 00:13:39.420]  不僅不能像溫泉一樣治病
[00:13:39.420 --> 00:13:41.700]  也不能像哥羅西的水一樣喝
[00:13:41.700 --> 00:13:46.020]  而中間這些就是很豐富的碳酸鈣
[00:13:46.020 --> 00:13:46.980]  不能喝的
[00:13:46.980 --> 00:13:48.020]  所以你一喝下去
[00:13:48.020 --> 00:13:50.020]  就會吐出來
[00:13:50.020 --> 00:13:51.860]  所以為什麼耶穌說
[00:13:51.860 --> 00:13:54.940]  我巴不得你一是冷
[00:13:54.940 --> 00:13:58.660]  冷到像哥羅西的水一樣喝
[00:13:58.660 --> 00:13:59.740]  一是熱
[00:13:59.740 --> 00:14:04.700]  熱到像上面的溫泉水可以治病
[00:14:04.700 --> 00:14:07.340]  就不要像你現在這樣
[00:14:07.340 --> 00:14:08.940]  不冷不熱
[00:14:08.940 --> 00:14:11.540]  一喝就會吐出來
[00:14:11.540 --> 00:14:15.700]  這個原來是這樣的意思
[00:14:15.700 --> 00:14:20.300]  這個就是《老弟家》這一教會
[00:14:20.300 --> 00:14:25.180]  耶穌一開始說他們在這個情況下
[00:14:25.180 --> 00:14:27.460]  所以他要約翰說
[00:14:27.460 --> 00:14:29.460]  叫他巴不得
[00:14:29.460 --> 00:14:33.260]  我巴不得你或冷或熱
[00:14:33.260 --> 00:14:35.020]  或冷或熱
[00:14:35.020 --> 00:14:35.540]  好了
[00:14:35.540 --> 00:14:38.740]  我們繼續看下去
[00:14:38.740 --> 00:14:41.060]  當他不冷不熱的時候
[00:14:41.060 --> 00:14:43.060]  就要從口吐出來
[00:14:43.060 --> 00:14:45.700]  這個我剛才說已經是很嚴重了
[00:14:45.700 --> 00:14:47.260]  但這個還不是最嚴重
[00:14:47.260 --> 00:14:48.820]  我們繼續看下去
[00:14:48.820 --> 00:14:49.660]  接著那一節他說
[00:14:49.660 --> 00:14:51.300]  你說我是富足的
[00:14:51.300 --> 00:14:52.660]  已經發了財
[00:14:52.660 --> 00:14:54.500]  一樣都不缺
[00:14:54.500 --> 00:14:56.580]  就是說耶穌說的那些
[00:14:56.580 --> 00:14:59.660]  《老弟家》教會的人自己看自己
[00:14:59.660 --> 00:15:01.660]  這一刻我們看的那一段經文
[00:15:01.660 --> 00:15:02.500]  就是他們自己看自己
[00:15:02.500 --> 00:15:03.580]  怎麼看自己呢?
[00:15:03.580 --> 00:15:05.660]  我們是有錢的
[00:15:05.660 --> 00:15:06.340]  富足的
[00:15:06.340 --> 00:15:07.580]  因為我們已經發了財
[00:15:07.580 --> 00:15:08.700]  真的說得很清楚
[00:15:08.700 --> 00:15:10.100]  我們發了財
[00:15:10.100 --> 00:15:11.460]  很有錢
[00:15:11.460 --> 00:15:12.740]  一樣都不缺
[00:15:12.740 --> 00:15:15.020]  就是他在教會裡面的弟兄姐妹
[00:15:15.020 --> 00:15:15.940]  自己說自己
[00:15:15.940 --> 00:15:17.300]  我們已經富足了
[00:15:17.300 --> 00:15:18.540]  我們發了財了
[00:15:18.540 --> 00:15:20.540]  一樣都不缺
[00:15:20.540 --> 00:15:21.700]  但耶穌說什麼?
[00:15:21.700 --> 00:15:24.460]  下面那段
[00:15:24.460 --> 00:15:28.020]  卻不知道你是困苦
[00:15:28.020 --> 00:15:29.540]  可憐
[00:15:29.540 --> 00:15:30.900]  貧窮
[00:15:30.900 --> 00:15:32.340]  乞眼
[00:15:32.340 --> 00:15:35.540]  赤身的
[00:15:35.540 --> 00:15:39.500]  哇這裡你看不看到多大的落差
[00:15:39.500 --> 00:15:42.420]  那群在《老弟家》教會裡面的弟兄姐妹
[00:15:42.420 --> 00:15:45.220]  看自己是很好的
[00:15:45.220 --> 00:15:46.900]  一樣都不缺
[00:15:46.900 --> 00:15:49.380]  但是在耶穌的眼裡面的
[00:15:49.380 --> 00:15:52.420]  那群教會的弟兄姐妹是怎麼樣的?
[00:15:52.420 --> 00:15:54.220]  你們是慘的
[00:15:54.220 --> 00:15:55.900]  你們是困苦的
[00:15:55.900 --> 00:15:57.260]  可憐的
[00:15:57.260 --> 00:15:58.660]  貧窮的
[00:15:58.660 --> 00:16:00.500]  他看自己就是有錢人
[00:16:00.500 --> 00:16:03.020]  耶穌看他就是貧窮人
[00:16:03.020 --> 00:16:04.340]  乞眼的
[00:16:04.340 --> 00:16:06.420]  赤身的
[00:16:06.420 --> 00:16:07.140]  哇
[00:16:07.140 --> 00:16:08.380]  是不是很嚴重?
[00:16:08.380 --> 00:16:10.740]  繼續看下去
[00:16:10.740 --> 00:16:12.220]  當這麼嚴重的時候
[00:16:12.220 --> 00:16:15.380]  耶穌勸他們
[00:16:15.380 --> 00:16:16.020]  看下去
[00:16:16.020 --> 00:16:21.380]  「我勸你向我買從火中鍛鍊出來的金子
[00:16:21.380 --> 00:16:23.740]  洗你富足
[00:16:23.740 --> 00:16:26.260]  又買白衣穿上
[00:16:26.260 --> 00:16:30.220]  洗你赤身的羞恥不露出來
[00:16:30.220 --> 00:16:34.020]  又買眼藥抹你的眼睛
[00:16:34.020 --> 00:16:37.420]  洗你能看見」
[00:16:37.420 --> 00:16:41.740]  這裡耶穌給了一些補救的方案
[00:16:41.740 --> 00:16:45.940]  所以為什麼耶穌要在末日之前
[00:16:45.940 --> 00:16:47.380]  寫信給各教會?
[00:16:47.380 --> 00:16:48.660]  就是想提醒他們
[00:16:48.660 --> 00:16:50.900]  希望他們還有得輓
[00:16:50.900 --> 00:16:52.220]  有得救
[00:16:52.220 --> 00:16:56.180]  不用被耶穌說得要吐出來
[00:16:56.180 --> 00:16:57.220]  他叫他們做什麼呢?
[00:16:57.220 --> 00:17:01.420]  「向我買從火中鍛鍊出來的金子
[00:17:01.420 --> 00:17:05.140]  也要買白衣穿上
