
[00:00:00.000 --> 00:00:08.560]  三藩市博道會在我人生當中是一個很重要的一段時間
[00:01:58.160 --> 00:02:00.160]  接著有一個研習本
[00:02:00.160 --> 00:02:06.160]  研習本大約有8至9個星期的時間
[00:02:06.160 --> 00:02:08.160]  有9堂左右
[00:02:08.160 --> 00:02:10.160]  每一堂你是小組查經
[00:02:10.160 --> 00:02:12.160]  可以用一次
[00:02:12.160 --> 00:02:14.160]  如果你是做木者的話
[00:02:14.160 --> 00:02:16.160]  你有一季的時間
[00:02:16.160 --> 00:02:18.160]  你不需要自己設計問題
[00:02:18.160 --> 00:02:20.160]  它已經幫你設計好了
[00:02:20.160 --> 00:02:22.160]  你這些會議可以看聖經
[00:02:22.160 --> 00:02:24.160]  也可以按照它的帶領
[00:02:24.160 --> 00:02:26.160]  看聖經的說話
[00:02:26.160 --> 00:02:28.160]  寫書的人每個人都是有頭有臉的人
[00:02:28.160 --> 00:02:30.160]  鄺炳超
[00:02:30.160 --> 00:02:32.160]  謝偉儀
[00:02:32.160 --> 00:02:34.160]  孫寶玲
[00:02:34.160 --> 00:02:36.160]  王天上
[00:02:36.160 --> 00:02:38.160]  所以我們選擇現在
[00:02:38.160 --> 00:02:40.160]  比較讀聖經
[00:02:40.160 --> 00:02:42.160]  而且是緊張聖經的學者
[00:02:42.160 --> 00:02:44.160]  幫我們寫的
[00:02:44.160 --> 00:02:46.160]  跟一般零修飾的解釋
[00:02:46.160 --> 00:02:48.160]  有一點不同
[00:02:48.160 --> 00:02:50.160]  我們去看一下
[00:02:50.160 --> 00:02:52.160]  告白就是這麼多了
[00:02:52.160 --> 00:02:54.160]  蘇老師沒有告訴我
[00:02:54.160 --> 00:02:56.160]  應該是12點就結束了
[00:02:56.160 --> 00:02:58.160]  是中文有一個break
[00:02:58.160 --> 00:03:00.160]  茶點
[00:03:00.160 --> 00:03:02.160]  我跟著你講
[00:03:02.160 --> 00:03:04.160]  我說到累的時候就停
[00:03:04.160 --> 00:03:06.160]  或者我看到你們被寒聲就停
[00:03:06.160 --> 00:03:08.160]  你給我一個signal
[00:03:08.160 --> 00:03:10.160]  我就
[00:03:10.160 --> 00:03:12.160]  這麼快
[00:03:12.160 --> 00:03:16.160]  我太太也是當中
[00:03:16.160 --> 00:03:18.160]  坐在Sicilia旁邊
[00:03:18.160 --> 00:03:20.160]  讓你認識一下她
[00:03:20.160 --> 00:03:22.160]  不然你會覺得她說得這麼差
[00:03:22.160 --> 00:03:24.160]  你知道我們和她在旁邊
[00:03:24.160 --> 00:03:26.160]  不是這麼好意思
[00:03:26.160 --> 00:03:28.160]  需要聖經的
[00:03:28.160 --> 00:03:32.160]  我覺得哥倫多
[00:03:32.160 --> 00:03:34.160]  後書是幫助到我
[00:03:34.160 --> 00:03:36.160]  看了保羅的人生
[00:03:36.160 --> 00:03:38.160]  多了很多
[00:03:38.160 --> 00:03:40.160]  其實我不知道為什麼
[00:03:40.160 --> 00:03:42.160]  你們家裡有哪個人
[00:03:42.160 --> 00:03:44.160]  家裡有很多人
[00:03:44.160 --> 00:03:46.160]  有五六七個弟兄姊妹
[00:03:46.160 --> 00:03:50.160]  有沒有其中一個覺得你自己
[00:03:50.160 --> 00:03:52.160]  你爸爸你媽媽不見你都好像不留意
[00:03:52.160 --> 00:03:54.160]  是吧
[00:03:54.160 --> 00:03:56.160]  很慘的人生
[00:03:56.160 --> 00:03:58.160]  沒有開飯都沒有留意
[00:03:58.160 --> 00:04:00.160]  哥倫多後書
[00:04:00.160 --> 00:04:02.160]  我覺得有這樣的角色
[00:04:02.160 --> 00:04:04.160]  在我們教徒的
[00:04:04.160 --> 00:04:06.160]  看聖經
[00:04:06.160 --> 00:04:08.160]  看保羅書
[00:04:08.160 --> 00:04:10.160]  我們一看就看羅馬書
[00:04:10.160 --> 00:04:12.160]  覺得羅馬書真是精彩
[00:04:12.160 --> 00:04:14.160]  的紅材偉略
[00:04:14.160 --> 00:04:16.160]  他的偏偏大論全部都看得出來
[00:04:16.160 --> 00:04:18.160]  跟著
[00:04:18.160 --> 00:04:20.160]  如果我們說
[00:04:20.160 --> 00:04:22.160]  羅馬書太長我扛不下
[00:04:22.160 --> 00:04:24.160]  可不可以快一點
[00:04:24.160 --> 00:04:26.160]  明白恩信清義
[00:04:26.160 --> 00:04:28.160]  你當然是看加拿大書
[00:04:28.160 --> 00:04:30.160]  你如果是人生
[00:04:30.160 --> 00:04:32.160]  不開心是不是當然起落
[00:04:32.160 --> 00:04:34.160]  看菲律賓書
[00:04:34.160 --> 00:04:36.160]  什麼時候才輪到哥倫多
[00:04:36.160 --> 00:04:38.160]  後書
[00:04:38.160 --> 00:04:40.160]  就算是看哥倫多
[00:04:40.160 --> 00:04:42.160]  通常教有問題
[00:04:42.160 --> 00:04:44.160]  看哥倫多
[00:04:44.160 --> 00:04:46.160]  好像computer manual
[00:04:46.160 --> 00:04:48.160]  什麼時候輪到看哥倫多
[00:04:48.160 --> 00:04:50.160]  後書
[00:04:50.160 --> 00:04:52.160]  但你知道哥倫多後書有很多我們常常遇見
[00:04:52.160 --> 00:04:54.160]  差不多每個禮拜都聽哥倫多
[00:04:54.160 --> 00:04:56.160]  後書
[00:04:56.160 --> 00:04:58.160]  主耶穌基督因為
[00:04:58.160 --> 00:05:00.160]  天父的慈愛
[00:05:00.160 --> 00:05:02.160]  聖靈的感動上與你們眾人同在
[00:05:02.160 --> 00:05:04.160]  從今時直到沒了
[00:05:04.160 --> 00:05:06.160]  哥倫多後書
[00:05:06.160 --> 00:05:08.160]  最後一節
[00:05:08.160 --> 00:05:10.160]  另外
[00:05:10.160 --> 00:05:12.160]  若有人再基督下去怎麼辦
[00:05:12.160 --> 00:05:14.160]  哥倫多後書
[00:05:14.160 --> 00:05:16.160]  還有一句
[00:05:16.160 --> 00:05:18.160]  我想你們年輕的時候
[00:05:18.160 --> 00:05:20.160]  被它纏繞了很多年
[00:05:20.160 --> 00:05:22.160]  信與不信
[00:05:22.160 --> 00:05:24.160]  是,言不相輩幫它同輔一握
[00:05:24.160 --> 00:05:26.160]  原來哥倫多後書
[00:05:26.160 --> 00:05:28.160]  有這麼多
[00:05:28.160 --> 00:05:30.160]  我們叫金句
[00:05:30.160 --> 00:05:32.160]  隱藏在裡面
[00:05:32.160 --> 00:05:34.160]  但總是不知道
[00:05:34.160 --> 00:05:36.160]  有什麼原因
[00:05:36.160 --> 00:05:38.160]  我們不喜歡看它
[00:05:38.160 --> 00:05:40.160]  很難吸收
[00:05:40.160 --> 00:05:42.160]  好像四分五裂
[00:05:42.160 --> 00:05:44.160]  事實上的確是
[00:05:44.160 --> 00:05:46.160]  但我很喜歡哥倫多後書
[00:05:46.160 --> 00:05:48.160]  因為哥倫多後書
[00:05:48.160 --> 00:05:50.160]  我看到保羅的
[00:05:50.160 --> 00:05:52.160]  心聲
[00:05:52.160 --> 00:05:54.160]  你有誰知道保羅是
[00:05:54.160 --> 00:05:56.160]  14年前上過三重天
[00:05:56.160 --> 00:05:58.160]  是不是
[00:05:58.160 --> 00:06:00.160]  你知道在哪裡透露出來的
[00:06:00.160 --> 00:06:02.160]  哥倫多後書
[00:06:02.160 --> 00:06:04.160]  你不看哥倫多後書
[00:06:04.160 --> 00:06:06.160]  你不知道心情
[00:06:06.160 --> 00:06:08.160]  我知道我遲下都會跟大家說
[00:06:08.160 --> 00:06:10.160]  你猜猜
[00:06:10.160 --> 00:06:12.160]  一個人在哥倫多後書裡面說的時候
[00:06:12.160 --> 00:06:14.160]  他說我14年前就見過
[00:06:14.160 --> 00:06:16.160]  特別的東西
[00:06:16.160 --> 00:06:18.160]  不過我現在才說
[00:06:18.160 --> 00:06:20.160]  當時有很多夫婦
[00:06:20.160 --> 00:06:22.160]  如果太得行用
[00:06:22.160 --> 00:06:24.160]  說
[00:06:24.160 --> 00:06:26.160]  14年前你請我吃過餐
[00:06:26.160 --> 00:06:28.160]  是否便宜
[00:06:28.160 --> 00:06:30.160]  你這麼久都不說
[00:06:30.160 --> 00:06:32.160]  現在頂你不信我就說
[00:06:32.160 --> 00:06:34.160]  是不是
[00:06:34.160 --> 00:06:36.160]  就是這樣
[00:06:36.160 --> 00:06:38.160]  哥倫多後書你從此的角度去看
[00:06:38.160 --> 00:06:40.160]  他就說
[00:06:40.160 --> 00:06:42.160]  哥倫多人
[00:06:42.160 --> 00:06:44.160]  為什麼你討厭我保羅
[00:06:44.160 --> 00:06:46.160]  為什麼你覺得
[00:06:46.160 --> 00:06:48.160]  我不夠了
[00:06:48.160 --> 00:06:50.160]  我奇貌不揚
[00:06:50.160 --> 00:06:52.160]  言語粗俗
[00:06:52.160 --> 00:06:54.160]  人們批評我
[00:06:54.160 --> 00:06:56.160]  哥倫多大使徒厲害一點
[00:06:56.160 --> 00:06:58.160]  我不夠厲害
[00:06:58.160 --> 00:07:00.160]  不過
[00:07:00.160 --> 00:07:02.160]  我都是你的爸爸
[00:07:02.160 --> 00:07:04.160]  我養大你生你們
[00:07:04.160 --> 00:07:06.160]  我現在走開了你找了一個厲害的人來之後
[00:07:06.160 --> 00:07:08.160]  你就覺得我沒有了解
[00:07:08.160 --> 00:07:10.160]  老實說
[00:07:10.160 --> 00:07:12.160]  有些事情14年我忍了不說
[00:07:12.160 --> 00:07:14.160]  現在我頂不住要說
[00:07:14.160 --> 00:07:16.160]  或者是這樣
[00:07:16.160 --> 00:07:18.160]  他是這樣和教會的關係
[00:07:18.160 --> 00:07:20.160]  他要說
[00:07:20.160 --> 00:07:22.160]  其實他都不是說自己的地位
[00:07:22.160 --> 00:07:24.160]  因為他很怕
[00:07:24.160 --> 00:07:26.160]  教會的人怎樣
[00:07:26.160 --> 00:07:28.160]  看外表
[00:07:28.160 --> 00:07:30.160]  因為那時很流行的
[00:07:30.160 --> 00:07:32.160]  說完
[00:07:32.160 --> 00:07:34.160]  站出來
[00:07:34.160 --> 00:07:36.160]  你當中可能知道誰叫鄧江榮
[00:07:36.160 --> 00:07:38.160]  是不是
[00:07:38.160 --> 00:07:40.160]  有些人找他去簽名
[00:07:40.160 --> 00:07:42.160]  曾經
[00:07:42.160 --> 00:07:44.160]  笑得最大聲
[00:07:44.160 --> 00:07:46.160]  就是
[00:07:46.160 --> 00:07:48.160]  那時
[00:07:48.160 --> 00:07:50.160]  那段時期
[00:07:50.160 --> 00:07:52.160]  那些希臘巡迴演講人
[00:07:52.160 --> 00:07:54.160]  就是靠這樣
[00:07:54.160 --> 00:07:56.160]  站出來還沒說話已經吸引了你
[00:07:56.160 --> 00:07:58.160]  跟著他說話的聲線
[00:07:58.160 --> 00:08:00.160]  他控制你的情緒方法
[00:08:00.160 --> 00:08:04.160]  有個舊時期寫作的人
[00:08:04.160 --> 00:08:06.160]  曾經說過
[00:08:06.160 --> 00:08:08.160]  那些人說的真厲害
[00:08:08.160 --> 00:08:10.160]  一時帶我們好像海中的風浪
[00:08:10.160 --> 00:08:12.160]  哇
[00:08:12.160 --> 00:08:14.160]  征服了大浪
[00:08:14.160 --> 00:08:16.160]  一時帶著我們沿著山崖
[00:08:16.160 --> 00:08:18.160]  很靜的水一路走
[00:08:18.160 --> 00:08:20.160]  就是這樣
[00:08:20.160 --> 00:08:22.160]  我們現在總統就是這樣
[00:08:22.160 --> 00:08:24.160]  聽別人說他演講就是
[00:08:24.160 --> 00:08:26.160]  有這樣的能力
[00:08:26.160 --> 00:08:28.160]  所以保羅說
[00:08:28.160 --> 00:08:30.160]  是啊你喜歡聽這些東西
[00:08:30.160 --> 00:08:32.160]  你用多少高音多前才說
[00:08:32.160 --> 00:08:34.160]  我在你當中我仍然什麼都不知道
[00:08:34.160 --> 00:08:36.160]  只知道基督就是他釘十字架
[00:08:36.160 --> 00:08:38.160]  外面的人說得很天花龍鳳
[00:08:38.160 --> 00:08:40.160]  他們說得很厲害
[00:08:40.160 --> 00:08:42.160]  不過我們只有一件事
[00:08:42.160 --> 00:08:44.160]  他們可以左也行
[00:08:44.160 --> 00:08:46.160]  右也行
[00:08:46.160 --> 00:08:48.160]  同性戀對也行
[00:08:48.160 --> 00:08:50.160]  同性戀不對也行
[00:08:50.160 --> 00:08:52.160]  打爸爸也行
[00:08:52.160 --> 00:08:54.160]  可以這樣說
[00:08:54.160 --> 00:08:56.160]  不過我不是說這件事
[00:08:56.160 --> 00:08:58.160]  我只是說十字架
[00:08:58.160 --> 00:09:00.160]  說歷史的事實
[00:09:00.160 --> 00:09:02.160]  我亦不用其他話去發酵
[00:09:02.160 --> 00:09:04.160]  相傳保羅的人是
[00:09:04.160 --> 00:09:06.160]  一般般的樣子
[00:09:06.160 --> 00:09:08.160]  好像有病
[00:09:08.160 --> 00:09:10.160]  有肛頭
[00:09:10.160 --> 00:09:12.160]  我沒什麼刺他
[00:09:12.160 --> 00:09:14.160]  肛頭這下就開始刺他
[00:09:14.160 --> 00:09:16.160]  保羅說我不靠這些
[00:09:16.160 --> 00:09:18.160]  我很怕你們靠這些
[00:09:18.160 --> 00:09:20.160]  所以你遲下見到很多後輸說
[00:09:20.160 --> 00:09:24.160]  我現在不再用外貌看人
[00:09:24.160 --> 00:09:26.160]  他們喜歡用外貌看人
[00:09:26.160 --> 00:09:28.160]  這個世界喜歡用外貌看人
[00:09:28.160 --> 00:09:30.160]  我覺得我們現在這個世代
[00:09:30.160 --> 00:09:32.160]  很不喜歡高音多前輸
[00:09:32.160 --> 00:09:34.160]  高音多後輸的
[00:09:34.160 --> 00:09:36.160]  因為我們每樣都要厲害的
[00:09:36.160 --> 00:09:38.160]  門面都要好的
[00:09:38.160 --> 00:09:40.160]  頂不住那些人
[00:09:40.160 --> 00:09:42.160]  有些坎坷的
[00:09:42.160 --> 00:09:44.160]  總之自己覺得讀書讀不到
[00:09:44.160 --> 00:09:46.160]  那間都覺得好像虧欠一樣
[00:09:46.160 --> 00:09:48.160]  走出來都不夠站立
[00:09:48.160 --> 00:09:50.160]  每樣都要厲害
[00:09:50.160 --> 00:09:52.160]  不過保羅在高音多後輸
[00:09:52.160 --> 00:09:54.160]  上次跟我們說
[00:09:54.160 --> 00:09:56.160]  不過如果不厲害的時候
[00:09:56.160 --> 00:09:58.160]  更加顯示得出
[00:09:58.160 --> 00:10:00.160]  另外一樣東西厲害
[00:10:00.160 --> 00:10:02.160]  我們不厲害
[00:10:02.160 --> 00:10:04.160]  顯示出我們信那個神厲害
[00:10:04.160 --> 00:10:06.160]  老實說你想清楚
[00:10:06.160 --> 00:10:08.160]  如果教會只選擇厲害的人
[00:10:08.160 --> 00:10:10.160]  代表基督的話
[00:10:10.160 --> 00:10:12.160]  那間教會只選擇一兩個
[00:10:12.160 --> 00:10:14.160]  有多少個在UCS畢業
[00:10:14.160 --> 00:10:16.160]  有的
[00:10:16.160 --> 00:10:18.160]  我知道
[00:10:18.160 --> 00:10:20.160]  但是其他那批
[00:10:20.160 --> 00:10:22.160]  不用用的了
[00:10:22.160 --> 00:10:24.160]  不過我們的神就不是這樣
[00:10:24.160 --> 00:10:26.160]  我們的神就說
[00:10:26.160 --> 00:10:28.160]  你不厲害嗎
[00:10:28.160 --> 00:10:30.160]  我厲害
[00:10:30.160 --> 00:10:32.160]  如果我們相信耶穌是想彰顯我們厲害
[00:10:32.160 --> 00:10:34.160]  那我們真的認耶穌用得太少
[00:10:34.160 --> 00:10:38.160]  我們說唐人街教會
[00:10:38.160 --> 00:10:40.160]  長者
[00:10:40.160 --> 00:10:44.160]  沒辦法把你給機會了
[00:10:44.160 --> 00:10:46.160]  長者也有微信主的長者
[00:10:46.160 --> 00:10:50.160]  唐人街也有微信主的人
[00:10:50.160 --> 00:10:52.160]  不懂英文不懂電腦
[00:10:52.160 --> 00:10:54.160]  也有微信主不懂英文不懂電腦的人
[00:10:54.160 --> 00:10:56.160]  神都會用
[00:10:56.160 --> 00:10:58.160]  這個就是大致上
[00:10:58.160 --> 00:11:00.160]  我覺得高音多後輸
[00:11:00.160 --> 00:11:02.160]  給我們輕視
[00:11:02.160 --> 00:11:04.160]  但是對我們真的很有幫助
[00:11:04.160 --> 00:11:06.160]  的經文
[00:11:06.160 --> 00:11:08.160]  現在我嘗試跟大家說第一堂
[00:11:08.160 --> 00:11:12.160]  第一堂我會跟大家說
[00:11:12.160 --> 00:11:14.160]  是高音多後輸的第一章
[00:11:14.160 --> 00:11:16.160]  一路直到二章13節
[00:11:16.160 --> 00:11:18.160]  然後接下去
[00:11:18.160 --> 00:11:20.160]  是第七章五到十六節
[00:11:20.160 --> 00:11:22.160]  是第七章五到十六節
[00:11:22.160 --> 00:11:24.160]  我不敢跟大家說
[00:11:24.160 --> 00:11:26.160]  聖經的研究
[00:11:26.160 --> 00:11:28.160]  很悶的
[00:11:28.160 --> 00:11:30.160]  有時候不知道是不是真的
[00:11:30.160 --> 00:11:32.160]  真的你不要以為讀完神樂院
[00:11:32.160 --> 00:11:34.160]  一定是很真
[00:11:34.160 --> 00:11:36.160]  不是一估的
[00:11:36.160 --> 00:11:38.160]  很多理論
[00:11:38.160 --> 00:11:40.160]  但是
[00:11:40.160 --> 00:11:42.160]  我覺得如果這樣看
[00:11:42.160 --> 00:11:44.160]  詞的時候
[00:11:44.160 --> 00:11:46.160]  就不用太害怕高音多後輸
[00:11:46.160 --> 00:11:48.160]  就不用太害怕高音多後輸
[00:11:48.160 --> 00:11:50.160]  容易些把它們拼在一起
[00:11:50.160 --> 00:11:52.160]  現在接去第二章
[00:11:52.160 --> 00:11:54.160]  十三節
[00:11:54.160 --> 00:12:00.160]  第二章十三節
[00:12:00.160 --> 00:12:08.160]  那時因為沒有
[00:12:08.160 --> 00:12:10.160]  我見兄弟提多
[00:12:10.160 --> 00:12:12.160]  我心裡不安
[00:12:12.160 --> 00:12:14.160]  便辭別那裡的人
[00:12:14.160 --> 00:12:16.160]  望馬其頓去了
[00:12:16.160 --> 00:12:18.160]  然後接著去到十四節
[00:12:18.160 --> 00:12:20.160]  感謝神
[00:12:20.160 --> 00:12:22.160]  我讀的是和合本
[00:12:22.160 --> 00:12:24.160]  如果你記住十三節
[00:12:24.160 --> 00:12:26.160]  十三節和十四節
[00:12:26.160 --> 00:12:28.160]  好像中間有個紅溝
[00:12:28.160 --> 00:12:30.160]  這樣
[00:12:30.160 --> 00:12:32.160]  便辭別那裡的人望馬其頓去了
[00:12:32.160 --> 00:12:34.160]  這樣
[00:12:34.160 --> 00:12:36.160]  就停了
[00:12:36.160 --> 00:12:38.160]  然後就開始感謝神
[00:12:38.160 --> 00:12:40.160]  你記住十三節是有兄弟提多
[00:12:40.160 --> 00:12:42.160]  人名
[00:12:42.160 --> 00:12:44.160]  馬其頓地方名
[00:12:44.160 --> 00:12:46.160]  好
[00:12:46.160 --> 00:12:48.160]  那便在想像當中
[00:12:48.160 --> 00:12:52.160]  在十三節下面
[00:12:52.160 --> 00:12:54.160]  用刀片戒斷了它
[00:12:54.160 --> 00:12:56.160]  下面那些你不要
[00:12:56.160 --> 00:12:58.160]  想像當中
[00:12:58.160 --> 00:13:00.160]  戒斷了它好像你做奴作那樣
[00:13:00.160 --> 00:13:02.160]  放在一邊
[00:13:02.160 --> 00:13:04.160]  然後你很快看見高音多後輸第七章
[00:13:04.160 --> 00:13:06.160]  第五節
[00:13:06.160 --> 00:13:08.160]  我們從前
[00:13:08.160 --> 00:13:10.160]  就是到了馬其頓的時候
[00:13:10.160 --> 00:13:12.160]  身體也不得安寧
[00:13:12.160 --> 00:13:14.160]  周圍遭患難
[00:13:14.160 --> 00:13:16.160]  內有戰爭
[00:13:16.160 --> 00:13:18.160]  內有懼怕
[00:13:18.160 --> 00:13:20.160]  但安慰喪氣之人的神
[00:13:20.160 --> 00:13:22.160]  直著提多
[00:13:22.160 --> 00:13:24.160]  來安慰我們
[00:13:24.160 --> 00:13:26.160]  你是不是見到提多的人名
[00:13:26.160 --> 00:13:28.160]  馬其頓的地方名
[00:13:28.160 --> 00:13:30.160]  你又在第五節
[00:13:30.160 --> 00:13:32.160]  上面又用刀片戒斷了它
[00:13:32.160 --> 00:13:34.160]  好了
[00:13:34.160 --> 00:13:36.160]  戒斷了它之後
[00:13:36.160 --> 00:13:38.160]  你又將第五節
[00:13:38.160 --> 00:13:40.160]  貼在前面我們放在一邊
[00:13:40.160 --> 00:13:42.160]  第二章十三節
[00:13:42.160 --> 00:13:44.160]  又用膠紙黏著它
[00:13:44.160 --> 00:13:46.160]  再讀一次
[00:13:46.160 --> 00:13:48.160]  是不是很Smooth
[00:13:48.160 --> 00:13:50.160]  又提多的名
[00:13:50.160 --> 00:13:52.160]  又馬其頓的名
[00:13:52.160 --> 00:13:54.160]  再次Pick up
[00:13:54.160 --> 00:13:56.160]  又提多的名
[00:13:56.160 --> 00:13:58.160]  再次Pick up
[00:13:58.160 --> 00:14:00.160]  再次Pick up
[00:14:00.160 --> 00:14:02.160]  又提多的名
[00:14:02.160 --> 00:14:04.160]  馬其頓的名
[00:14:04.160 --> 00:14:06.160]  學者建議我們
[00:14:06.160 --> 00:14:08.160]  我也覺得這樣看是不錯的
[00:14:08.160 --> 00:14:10.160]  就好像保羅寫一段經文的時候
[00:14:10.160 --> 00:14:12.160]  一路寫到第二章十三節
[00:14:12.160 --> 00:14:14.160]  停了好像Folding
[00:14:14.160 --> 00:14:16.160]  好像看電視Folding了它
[00:14:16.160 --> 00:14:20.160]  Folding了它之後
[00:14:20.160 --> 00:14:22.160]  它就將你的電視翻到兩個畫面
[00:14:22.160 --> 00:14:24.160]  一個是Folding的
[00:14:24.160 --> 00:14:26.160]  第二個繼續看
[00:14:26.160 --> 00:14:28.160]  再說二章十四節
[00:14:28.160 --> 00:14:30.160]  一路看看有什麼時候
[00:14:30.160 --> 00:14:32.160]  看到第七章第四節
[00:14:32.160 --> 00:14:34.160]  然後就開始
[00:14:34.160 --> 00:14:36.160]  又再在Folding的畫面
[00:14:36.160 --> 00:14:38.160]  動一動它
[00:14:38.160 --> 00:14:40.160]  動就七章第五節了
[00:14:40.160 --> 00:14:42.160]  換句話說
[00:14:42.160 --> 00:14:44.160]  前面用技術文的方式
[00:14:44.160 --> 00:14:46.160]  說話
[00:14:46.160 --> 00:14:48.160]  以前我們去南丫島
[00:14:48.160 --> 00:14:50.160]  去南丫島一齊就船到了
[00:14:50.160 --> 00:14:52.160]  分批有一批人去七仔
[00:14:52.160 --> 00:14:54.160]  七仔就賣炭
[00:14:54.160 --> 00:14:56.160]  一批人先走去霸佔路
[00:14:56.160 --> 00:14:58.160]  記得了
[00:14:58.160 --> 00:15:00.160]  等一下停了
[00:15:00.160 --> 00:15:02.160]  然後說其他東西
[00:15:02.160 --> 00:15:04.160]  到再說的時候
[00:15:04.160 --> 00:15:06.160]  我們去到爐的時候
[00:15:06.160 --> 00:15:08.160]  有些人已經霸佔了
[00:15:08.160 --> 00:15:10.160]  不過另一批人搶我們的東西
[00:15:10.160 --> 00:15:12.160]  我們再說故事
[00:15:12.160 --> 00:15:14.160]  如果有這樣的用處
[00:15:14.160 --> 00:15:16.160]  就是你Folding停了描述之後
[00:15:16.160 --> 00:15:18.160]  停了之後
[00:15:18.160 --> 00:15:20.160]  第二個畫面
[00:15:20.160 --> 00:15:22.160]  它就說一些東西
[00:15:22.160 --> 00:15:24.160]  它說它的內心的掙扎
[00:15:24.160 --> 00:15:26.160]  所以如果看過很多後書的時候
[00:15:26.160 --> 00:15:28.160]  你試用這樣的方法的時候
[00:15:28.160 --> 00:15:30.160]  中間第二章十四節
[00:15:30.160 --> 00:15:32.160]  感謝神在基督裡面
[00:15:32.160 --> 00:15:34.160]  說我們那些經文
[00:15:34.160 --> 00:15:36.160]  它說它的內心掙扎
[00:15:36.160 --> 00:15:38.160]  我們等一下第二堂下午說
[00:15:38.160 --> 00:15:40.160]  我希望你起來
[00:15:40.160 --> 00:15:42.160]  我覺得第二堂是相當多特別精彩的東西
[00:15:42.160 --> 00:15:44.160]  說它的內心的掙扎
[00:15:44.160 --> 00:15:46.160]  掙扎一輪
[00:15:46.160 --> 00:15:48.160]  就是說我心十五十六
[00:15:48.160 --> 00:15:50.160]  糟了
[00:15:50.160 --> 00:15:52.160]  看到提督就看不到
[00:15:52.160 --> 00:15:54.160]  幹什麼呢?
[00:15:54.160 --> 00:15:56.160]  我派提督去找馬奇
[00:15:56.160 --> 00:15:58.160]  找高雄多教會的
[00:15:58.160 --> 00:16:00.160]  是不是高雄多教會恨我恨到的地步
[00:16:00.160 --> 00:16:02.160]  連提督都打濕了
[00:16:02.160 --> 00:16:04.160]  怕他 看不到他
[00:16:04.160 --> 00:16:06.160]  那我就擔心
[00:16:06.160 --> 00:16:08.160]  擔心的時候就說
[00:16:08.160 --> 00:16:10.160]  下個禮拜下個下午講的
[00:16:10.160 --> 00:16:12.160]  的內容
[00:16:12.160 --> 00:16:14.160]  糟了沒理由是這樣的
[00:16:14.160 --> 00:16:16.160]  沒理由他看不起我的
[00:16:16.160 --> 00:16:18.160]  我明明是比摩西的侍奉更加好的
[00:16:18.160 --> 00:16:20.160]  雖然我的樣子差
[00:16:20.160 --> 00:16:22.160]  但我們KB圖不應該靠樣子看你
