
[00:00:00.000 --> 00:00:05.000]  早晨 各位報會主席快樂
[00:04:34.020 --> 00:04:36.020]  和他並肩作戰的Captain
[00:04:36.020 --> 00:04:38.020]  這個Captain一見到他的時候 啊 見到你了
[00:04:38.020 --> 00:04:40.020]  終於等到你了 又是等他
[00:04:40.020 --> 00:04:43.020]  這個Captain他再看清楚
[00:04:43.020 --> 00:04:45.020]  發覺原來Captain住的地方
[00:04:45.020 --> 00:04:48.020]  就是那時候在太平洋打仗的時候
[00:04:48.020 --> 00:04:52.020]  和日本人打仗過的地方
[00:04:52.020 --> 00:04:54.020]  Eddie他身體有點不舒服
[00:04:54.020 --> 00:04:56.020]  第二次打仗的時候因為中了傷
[00:04:56.020 --> 00:04:58.020]  他是跛下跛下走的
[00:04:58.020 --> 00:05:00.020]  然後Captain就和他說
[00:05:00.020 --> 00:05:04.020]  Eddie你知不知道為什麼你跛了腳
[00:05:04.020 --> 00:05:08.020]  Eddie說 你日本人打仗的時候打到的
[00:05:08.020 --> 00:05:11.020]  他說不是 是我開槍打你的
[00:05:11.020 --> 00:05:13.020]  哇 當時Eddie聽到很生氣
[00:05:13.020 --> 00:05:15.020]  你有沒有搞錯啊
[00:05:15.020 --> 00:05:18.020]  自己人 你打自己人
[00:05:18.020 --> 00:05:20.020]  這個Captain跟他說
[00:05:20.020 --> 00:05:22.020]  你明不明白為什麼我打你
[00:05:22.020 --> 00:05:24.020]  因為你要走進去那個房子
[00:05:24.020 --> 00:05:26.020]  我知道那個房子快要爆炸
[00:05:26.020 --> 00:05:28.020]  你要大聲叫你 你不理
[00:05:28.020 --> 00:05:30.020]  你只要衝進去的時候
[00:05:30.020 --> 00:05:32.020]  我唯一能夠做的就是射斃你的腳
[00:05:32.020 --> 00:05:34.020]  讓你走不進去
[00:05:34.020 --> 00:05:36.020]  挽救了你的生命
[00:05:36.020 --> 00:05:38.020]  然後這個Captain跟他說
[00:05:38.020 --> 00:05:40.020]  你知不知道為什麼我會死
[00:05:40.020 --> 00:05:42.020]  你記不記得那個時候
[00:05:42.020 --> 00:05:44.020]  我們五個人被日軍俘虜
[00:05:44.020 --> 00:05:46.020]  我們偷走
[00:05:46.020 --> 00:05:49.020]  在走的期間我對著你所有人說
[00:05:49.020 --> 00:05:51.020]  我作為你們的領導人
[00:05:51.020 --> 00:05:53.020]  我作為你的Captain
[00:05:53.020 --> 00:05:55.020]  我向上帝發誓過一件事
[00:05:55.020 --> 00:05:57.020]  無論我什麼情況之下
[00:05:57.020 --> 00:05:59.020]  我要保護你們是安全的
[00:05:59.020 --> 00:06:01.020]  回去你的家和你的家人見面
[00:06:01.020 --> 00:06:03.020]  就因為有一次
[00:06:03.020 --> 00:06:05.020]  他偷走的時候
[00:06:05.020 --> 00:06:08.020]  前面有個地雷 車就快要撞了
[00:06:08.020 --> 00:06:11.020]  這個Captain就奮不顧身
[00:06:11.020 --> 00:06:13.020]  跳下去撞到那個地雷
[00:06:13.020 --> 00:06:15.020]  他自己就死了
[00:06:15.020 --> 00:06:17.020]  但這四個人就保存了生命
[00:06:17.020 --> 00:06:19.020]  回到家裡
[00:06:19.020 --> 00:06:23.020]  那個Captain就跟這個Eddie說
[00:06:23.020 --> 00:06:27.020]  你被我打傷你的腳 你就生氣
[00:06:27.020 --> 00:06:29.020]  我保了生命
[00:06:29.020 --> 00:06:31.020]  我就開心
[00:06:31.020 --> 00:06:34.020]  因為我已經承傳了對你們的應許
[00:06:34.020 --> 00:06:36.020]  我也是為了你們幾個人
[00:06:36.020 --> 00:06:38.020]  是安全的
[00:06:38.020 --> 00:06:41.020]  帶你們回到家裡和你們家人見面
[00:06:41.020 --> 00:06:44.020]  我為了我自己所做的自豪
[00:06:44.020 --> 00:06:46.020]  同一件事
[00:06:46.020 --> 00:06:48.020]  我們都是犧牲的
[00:06:48.020 --> 00:06:50.020]  你犧牲了你的腳
[00:06:50.020 --> 00:06:51.020]  但你就憤怒
[00:06:51.020 --> 00:06:53.020]  我犧牲了我的生命
[00:06:53.020 --> 00:06:55.020]  我是感恩的
[00:06:55.020 --> 00:06:58.020]  因為我做了我應該要做的事
[00:06:58.020 --> 00:07:00.020]  同一件事
[00:07:00.020 --> 00:07:02.020]  可能是對某些人來說
[00:07:02.020 --> 00:07:04.020]  是一件悲慘
[00:07:04.020 --> 00:07:06.020]  是一件禍患
[00:07:06.020 --> 00:07:08.020]  但從另外一個角度去看
[00:07:08.020 --> 00:07:10.020]  它是一個福氣
[00:07:10.020 --> 00:07:12.020]  它是值得自豪的地方
[00:07:12.020 --> 00:07:16.020]  Eddie繼續他的旅程
[00:07:16.020 --> 00:07:18.020]  去到一個山莊
[00:07:18.020 --> 00:07:20.020]  見到他父親
[00:07:20.020 --> 00:07:22.020]  在吃一個餐
[00:07:22.020 --> 00:07:24.020]  和一個女人
[00:07:24.020 --> 00:07:26.020]  叫Ruby
[00:07:26.020 --> 00:07:28.020]  一起在那裡吃餐
[00:07:28.020 --> 00:07:30.020]  Ruby是
[00:07:30.020 --> 00:07:32.020]  好像很熟悉
[00:07:32.020 --> 00:07:34.020]  再看清楚
[00:07:34.020 --> 00:07:36.020]  Ruby是Ruby Pierre的女主人
[00:07:36.020 --> 00:07:38.020]  Ruby就拉在一起
[00:07:38.020 --> 00:07:40.020]  就和Eddie說
[00:07:40.020 --> 00:07:43.020]  我已經等很久想和你說一件很重要的事
[00:07:43.020 --> 00:07:46.020]  是關於你和你爸爸的恩恩怨怨
[00:07:46.020 --> 00:07:49.020]  原來Eddie是很恨他爸爸的
[00:07:49.020 --> 00:07:51.020]  他覺得他爸爸是粗魯
[00:07:51.020 --> 00:07:53.020]  沒有愛心 沒有忍耐
[00:07:53.020 --> 00:07:55.020]  對他和對他媽媽都是不好的
[00:07:55.020 --> 00:07:57.020]  他父母是
[00:07:57.020 --> 00:07:59.020]  媽媽很疼他
[00:07:59.020 --> 00:08:01.020]  但爸爸就粗粗魯魯
[00:08:01.020 --> 00:08:03.020]  不懂得體貼
[00:08:03.020 --> 00:08:05.020]  所以他一向對爸爸很不開心
[00:08:05.020 --> 00:08:07.020]  覺得爸爸粗魯不對的
[00:08:07.020 --> 00:08:11.020]  Eddie在這個時候
[00:08:11.020 --> 00:08:13.020]  正是很生氣
[00:08:13.020 --> 00:08:15.020]  一看到爸爸的時候很生氣的時候
[00:08:15.020 --> 00:08:17.020]  Ruby就帶他去到另外一個地方
[00:08:18.020 --> 00:08:20.020]  當日的環境
[00:08:20.020 --> 00:08:22.020]  是她家裡一個情況
[00:08:22.020 --> 00:08:25.020]  當時就看到她媽媽在煮飯
[00:08:25.020 --> 00:08:29.020]  當她煮飯的時候
[00:08:29.020 --> 00:08:31.020]  突然有一個男人走進來
[00:08:31.020 --> 00:08:35.020]  這個男人原來是她爸爸的一個同事
[00:08:35.020 --> 00:08:37.020]  叫Shir
[00:08:37.020 --> 00:08:39.020]  一個同事
[00:08:39.020 --> 00:08:41.020]  就在這個時候
[00:08:41.020 --> 00:08:43.020]  那個同事走進來的時候
[00:08:43.020 --> 00:08:45.020]  他抱著他媽媽
[00:08:45.020 --> 00:08:47.020]  站在那裡飛來
[00:08:47.020 --> 00:08:51.020]  就在這個時候
[00:08:51.020 --> 00:08:53.020]  他爸爸就走進來
[00:08:53.020 --> 00:08:55.020]  看到的時候就很生氣
[00:08:55.020 --> 00:08:57.020]  這個Shir看到
[00:08:57.020 --> 00:08:59.020]  她的丈夫
[00:08:59.020 --> 00:09:03.020]  他就走了
[00:09:03.020 --> 00:09:05.020]  一路走
[00:09:05.020 --> 00:09:07.020]  當時他爸爸就拿著斧頭
[00:09:07.020 --> 00:09:09.020]  去追他
[00:09:09.020 --> 00:09:11.020]  走到碼頭的時候
[00:09:13.020 --> 00:09:15.020]  這個Shir看到
[00:09:15.020 --> 00:09:17.020]  前無去路
[00:09:17.020 --> 00:09:19.020]  後有追兵
[00:09:19.020 --> 00:09:21.020]  知道Eddie的爸爸
[00:09:21.020 --> 00:09:23.020]  脾氣都不是很老
[00:09:23.020 --> 00:09:25.020]  何況看到自己
[00:09:25.020 --> 00:09:27.020]  飛來他的太太
[00:09:27.020 --> 00:09:29.020]  一路走
[00:09:29.020 --> 00:09:31.020]  那怎麼辦呢
[00:09:31.020 --> 00:09:33.020]  唯一能夠做的就是跳下海
[00:09:33.020 --> 00:09:35.020]  但他又不會游泳
[00:09:35.020 --> 00:09:37.020]  當他跳下海的時候
[00:09:37.020 --> 00:09:39.020]  在那裡喊救命的時候
[00:09:41.020 --> 00:09:43.020]  Eddie的爸爸已經趕到
[00:09:43.020 --> 00:09:45.020]  他脫了衣服
[00:09:45.020 --> 00:09:47.020]  放下斧頭跳下海
[00:09:47.020 --> 00:09:49.020]  他救了他出來
[00:09:49.020 --> 00:09:53.020]  他救了Shir一命
[00:09:53.020 --> 00:09:55.020]  他自己
[00:09:55.020 --> 00:09:57.020]  因為天氣很冷
[00:09:57.020 --> 00:09:59.020]  跳下海的時候
[00:09:59.020 --> 00:10:01.020]  他就患上肺炎
[00:10:01.020 --> 00:10:03.020]  送入醫院
[00:10:03.020 --> 00:10:05.020]  結果就死了
[00:10:05.020 --> 00:10:09.020]  Ruby就告訴Eddie
[00:10:09.020 --> 00:10:11.020]  這個就是你爸爸
[00:10:11.020 --> 00:10:13.020]  你生他的氣
[00:10:13.020 --> 00:10:15.020]  你覺得他沒有忍耐
[00:10:15.020 --> 00:10:17.020]  你覺得他沒有愛心
[00:10:17.020 --> 00:10:19.020]  你覺得他粗魯
[00:10:19.020 --> 00:10:21.020]  你看看這個故事
[00:10:21.020 --> 00:10:23.020]  是一個什麼故事
[00:10:23.020 --> 00:10:25.020]  他為了一個
[00:10:25.020 --> 00:10:27.020]  對不起他的人
[00:10:27.020 --> 00:10:29.020]  他為了一個完全沒有人性的人
[00:10:29.020 --> 00:10:31.020]  他犧牲了他的生命
[00:10:31.020 --> 00:10:35.020]  你說這個人
[00:10:35.020 --> 00:10:37.020]  你爸爸是值得人去敬仰
[00:10:37.020 --> 00:10:39.020]  是值得你憎恨
[00:10:39.020 --> 00:10:41.020]  同一件事
[00:10:41.020 --> 00:10:45.020]  同一個犧牲
[00:10:45.020 --> 00:10:47.020]  對某些人看來
[00:10:47.020 --> 00:10:49.020]  他是憤怒
[00:10:49.020 --> 00:10:51.020]  但對另外一些人看來
[00:10:51.020 --> 00:10:53.020]  他是一個英雄的事蹟
[00:10:53.020 --> 00:10:57.020]  寬恕是一件很重要的事
[00:10:57.020 --> 00:10:59.020]  Ruby就對
[00:10:59.020 --> 00:11:01.020]  教Eddie一個很重要很重要的教訓
[00:11:01.020 --> 00:11:03.020]  寬恕
[00:11:03.020 --> 00:11:05.020]  一個人不是完全的邪惡
[00:11:05.020 --> 00:11:07.020]  雖然他也不是完全的善良
[00:11:07.020 --> 00:11:09.020]  在邪惡裏面
[00:11:09.020 --> 00:11:11.020]  他有善良的一部份
[00:11:11.020 --> 00:11:13.020]  你爸爸不是一個完全的一個人
[00:11:13.020 --> 00:11:15.020]  但你爸爸的善良
[00:11:15.020 --> 00:11:17.020]  是帶給我有極大的尊敬
[00:11:17.020 --> 00:11:21.020]  Eddie繼續他的旅程
[00:11:21.020 --> 00:11:23.020]  去到天堂見到第四個人
[00:11:23.020 --> 00:11:25.020]  在一個婚宴裏面
[00:11:25.020 --> 00:11:27.020]  他再看清楚這個婚宴
[00:11:27.020 --> 00:11:29.020]  他自己結婚
[00:11:29.020 --> 00:11:31.020]  他和他太太結婚
[00:11:31.020 --> 00:11:33.020]  他去看Margaret
[00:11:33.020 --> 00:11:35.020]  47歲就死了
[00:11:35.020 --> 00:11:37.020]  死了之後
[00:11:37.020 --> 00:11:39.020]  隔了這麼多年
[00:11:39.020 --> 00:11:41.020]  是他第一次和他太太
[00:11:41.020 --> 00:11:43.020]  去詳細傾談
[00:11:43.020 --> 00:11:45.020]  去到天堂裏面傾談
[00:11:45.020 --> 00:11:47.020]  Margaret就要教導Eddie
[00:11:47.020 --> 00:11:49.020]  一個很重要的真理
[00:11:49.020 --> 00:11:53.020]  他雖然47歲已經死了
[00:11:53.020 --> 00:11:55.020]  但在Eddie的心目中
[00:11:55.020 --> 00:11:57.020]  他太太並沒有死
[00:11:57.020 --> 00:12:01.020]  每天都活在他心底裏
[00:12:01.020 --> 00:12:03.020]  永遠活在Eddie的心裏
[00:12:03.020 --> 00:12:05.020]  是沒有死亡的
[00:12:05.020 --> 00:12:09.020]  人生的結束
[00:12:09.020 --> 00:12:11.020]  並不是等於關係已經結束
[00:12:11.020 --> 00:12:13.020]  人生的結束
[00:12:13.020 --> 00:12:15.020]  不是等於愛已經結束
[00:12:15.020 --> 00:12:17.020]  愛是永遠不會
[00:12:17.020 --> 00:12:19.020]  泯滅的
[00:12:19.020 --> 00:12:21.020]  他太太永遠在他生命裏面
[00:12:21.020 --> 00:12:23.020]  是沒有離開過他一步
[00:12:23.020 --> 00:12:27.020]  死亡看來好像很隔絕
[00:12:27.020 --> 00:12:29.020]  死亡看來好像叫人
[00:12:29.020 --> 00:12:31.020]  完全的分開
[00:12:31.020 --> 00:12:33.020]  但是Eddie的太太
[00:12:33.020 --> 00:12:35.020]  是告訴Eddie一個很重要的真理
[00:12:35.020 --> 00:12:39.020]  我們兩個永遠是沒有分別的
[00:12:39.020 --> 00:12:41.020]  沒有分開
[00:12:41.020 --> 00:12:43.020]  死亡是不能結別我們的
[00:12:43.020 --> 00:12:47.020]  愛是永遠不結束
[00:12:47.020 --> 00:12:51.020]  最後Eddie見到一個女孩
[00:12:51.020 --> 00:12:53.020]  第五個見到的人
[00:12:53.020 --> 00:12:55.020]  是一個菲律賓的小孩
[00:12:55.020 --> 00:12:57.020]  叫Tala
[00:12:57.020 --> 00:12:59.020]  Tala就告訴
[00:12:59.020 --> 00:13:01.020]  Eddie
[00:13:01.020 --> 00:13:03.020]  你還記不記得你在菲律賓打仗的時候
[00:13:03.020 --> 00:13:05.020]  當時Tala
[00:13:05.020 --> 00:13:07.020]  叫Mawa你躲進她的房子裏面
[00:13:07.020 --> 00:13:09.020]  在帳幕裏面
[00:13:09.020 --> 00:13:11.020]  當時Eddie
[00:13:11.020 --> 00:13:13.020]  是奉命去炸了這間屋
[00:13:13.020 --> 00:13:15.020]  當他進去房子裏面看的時候
[00:13:15.020 --> 00:13:17.020]  他見到好像有個人
[00:13:17.020 --> 00:13:19.020]  有些東西在那裏動一動
[00:13:19.020 --> 00:13:21.020]  有些移動
[00:13:21.020 --> 00:13:23.020]  他正要想炸的時候
[00:13:23.020 --> 00:13:25.020]  他就心裏有個疑問
[00:13:25.020 --> 00:13:27.020]  這個人在裏面不是炸死了嗎
[00:13:27.020 --> 00:13:29.020]  但他看一看時間不容許
[00:13:29.020 --> 00:13:31.020]  上面要逼出去快一點
[00:13:31.020 --> 00:13:33.020]  於是他就把心一橫
[00:13:33.020 --> 00:13:35.020]  將炸藥
[00:13:35.020 --> 00:13:37.020]  炸死了這個小孩
[00:13:37.020 --> 00:13:39.020]  這個Tala
[00:13:39.020 --> 00:13:41.020]  就去迎見著
[00:13:41.020 --> 00:13:43.020]  這個Eddie 告訴他
[00:13:43.020 --> 00:13:45.020]  當時你那個移動的
[00:13:45.020 --> 00:13:47.020]  就是我
[00:13:47.020 --> 00:13:49.020]  當時Eddie
[00:13:49.020 --> 00:13:51.020]  很難過
[00:13:51.020 --> 00:13:53.020]  他就對這個小孩
[00:13:53.020 --> 00:13:55.020]  一張身份證說
[00:13:55.020 --> 00:13:57.020]  對不起
[00:13:57.020 --> 00:13:59.020]  我不知道
[00:13:59.020 --> 00:14:01.020]  原來是有你在裏面
[00:14:01.020 --> 00:14:03.020]  我不知道我是這樣將一個無辜的人
[00:14:03.020 --> 00:14:05.020]  開生了生命
[00:14:05.020 --> 00:14:07.020]  但Tala就告訴Eddie
[00:14:07.020 --> 00:14:11.020]  你不用內急
[00:14:11.020 --> 00:14:13.020]  不需要內急
[00:14:13.020 --> 00:14:15.020]  是因為我死
[00:14:15.020 --> 00:14:17.020]  就留下你的生命
[00:14:17.020 --> 00:14:19.020]  在這個Ruby Pier的遊樂場裏面
[00:14:19.020 --> 00:14:21.020]  幾十年來
[00:14:21.020 --> 00:14:23.020]  帶給千千萬萬的小孩
[00:14:23.020 --> 00:14:25.020]  多少的歡樂
[00:14:25.020 --> 00:14:27.020]  是因為你在Ruby Pier
[00:14:27.020 --> 00:14:29.020]  陪同很多的小孩
[00:14:29.020 --> 00:14:31.020]  去玩這些的遊樂場
[00:14:31.020 --> 00:14:33.020]  帶給他們很多很多的歡笑
[00:14:33.020 --> 00:14:35.020]  很多很多的歡樂
[00:14:35.020 --> 00:14:37.020]  你能夠帶給
[00:14:37.020 --> 00:14:39.020]  很多小孩的歡樂
[00:14:39.020 --> 00:14:41.020]  是我承傳了你的生命
[00:14:41.020 --> 00:14:43.020]  對我來說
[00:14:43.020 --> 00:14:45.020]  我已經足夠
[00:14:45.020 --> 00:14:47.020]  Eddie就問Tala一個問題
[00:14:47.020 --> 00:14:49.020]  我記得死的時候
[00:14:49.020 --> 00:14:51.020]  我記得死的時候
[00:14:51.020 --> 00:14:53.020]  我不知道我救過小孩
[00:14:53.020 --> 00:14:57.020]  似乎他也救不了
[00:14:57.020 --> 00:14:59.020]  因為我是被一個小孩拖了下來
[00:14:59.020 --> 00:15:01.020]  拖了上天堂
[00:15:01.020 --> 00:15:03.020]  Tala就跟他說
[00:15:03.020 --> 00:15:05.020]  那個不是你救的小孩
[00:15:05.020 --> 00:15:07.020]  你的小孩沒事
[00:15:07.020 --> 00:15:09.020]  是我拖你上天堂
[00:15:09.020 --> 00:15:13.020]  Tala要教導Eddie一個很重要的真理
[00:15:13.020 --> 00:15:17.020]  世界上沒有一樣事情
[00:15:17.020 --> 00:15:21.020]  是白白的犧牲
[00:15:21.020 --> 00:15:23.020]  沒有枉過一生
[00:15:23.020 --> 00:15:27.020]  我沒有枉過一生
[00:15:27.020 --> 00:15:29.020]  雖然我是很小的生命離開
[00:15:29.020 --> 00:15:31.020]  你也沒有枉過一生
[00:15:31.020 --> 00:15:33.020]  你帶給千千萬萬的小孩
[00:15:33.020 --> 00:15:35.020]  一定的歡樂
[00:15:35.020 --> 00:15:37.020]  Richard Alberm在這本小說裏
[00:15:37.020 --> 00:15:39.020]  他想講明我們聽一些什麼
[00:15:39.020 --> 00:15:41.020]  人生的道理
[00:15:41.020 --> 00:15:45.020]  中國人很受一個思想影響
[00:15:45.020 --> 00:15:47.020]  未知生焉知死
[00:15:47.020 --> 00:15:49.020]  柯蚩尼一個很出名的
[00:15:49.020 --> 00:15:51.020]  美國神學家就把這句說話
[00:15:51.020 --> 00:15:53.020]  反過來講未知死焉知生
[00:15:53.020 --> 00:15:55.020]  如果我們明白到死亡
[00:15:55.020 --> 00:15:57.020]  是什麼東西
[00:15:57.020 --> 00:15:59.020]  我們就更加能夠活得精彩
[00:15:59.020 --> 00:16:01.020]  如果我們以為死是什麼都沒有
[00:16:01.020 --> 00:16:03.020]  死如當面的時候
[00:16:03.020 --> 00:16:05.020]  你人生你都可以白白一生過去
[00:16:05.020 --> 00:16:07.020]  但如果你覺得生命不是這麼簡單
[00:16:07.020 --> 00:16:09.020]  不是好像如當面的時候
[00:16:09.020 --> 00:16:11.020]  在人生裏面你會過得精精彩
[00:16:11.020 --> 00:16:13.020]  很精彩
[00:16:13.020 --> 00:16:15.020]  未知死焉知生
[00:16:15.020 --> 00:16:17.020]  我們頑固在這個世界裏面
[00:16:17.020 --> 00:16:19.020]  有很多的不幸 有很多的天災
[00:16:19.020 --> 00:16:21.020]  有很多的人禍 有很多的戰爭
[00:16:21.020 --> 00:16:23.020]  有很多的死亡
[00:16:23.020 --> 00:16:25.020]  今天下午我要主持一個
[00:16:25.020 --> 00:16:27.020]  安息禮拜
[00:16:27.020 --> 00:16:29.020]  就是我們參加我們茶圈班
[00:16:29.020 --> 00:16:31.020]  有一個弟兄不幸
[00:16:31.020 --> 00:16:33.020]  被hit and run的人
[00:16:33.020 --> 00:16:35.020]  撞死
[00:16:35.020 --> 00:16:37.020]  有時候我們都會問為何會有這樣的事情發生
[00:16:37.020 --> 00:16:39.020]  有時候我們都會問
[00:16:39.020 --> 00:16:41.020]  究竟人生裏面
[00:16:41.020 --> 00:16:43.020]  有這麼多悲歡離合
[00:16:43.020 --> 00:16:45.020]  人生裏面有這麼多荒謬的事情發生
[00:16:45.020 --> 00:16:49.020]  這個有型的世界
[00:16:49.020 --> 00:16:51.020]  好像很不知所謂
[00:16:51.020 --> 00:16:53.020]  為了避免一個撿球的小孩
[00:16:53.020 --> 00:16:57.020]  而自己撞車心臟死亡
[00:16:57.020 --> 00:16:59.020]  為了戰爭自己傷了腳
[00:16:59.020 --> 00:17:01.020]  captain就死了
[00:17:01.020 --> 00:17:03.020]  犧牲在一個陌生的戰場裏面
[00:17:03.020 --> 00:17:05.020]  爸爸毫無愛的表現
[00:17:05.020 --> 00:17:07.020]  打打殺殺
[00:17:07.020 --> 00:17:09.020]  一點都沒有體諒
[00:17:09.020 --> 00:17:11.020]  留下自己的人
[00:17:11.020 --> 00:17:13.020]  一個只有五歲的女孩子
[00:17:13.020 --> 00:17:15.020]  死於戰爭無辜的當中
[00:17:15.020 --> 00:17:17.020]  這一切一切都好像很荒謬
[00:17:17.020 --> 00:17:19.020]  沒有意思令人沮喪不安
[00:17:19.020 --> 00:17:21.020]  憤怒
