
[00:00:00.000 --> 00:00:07.000]  各位靈姐妹 早安 我是楊慶球牧師
[00:02:38.000 --> 00:02:41.000]  快出去到城裡大街小巷
[00:02:41.000 --> 00:02:46.000]  領那些貧窮的 殘廢的 乞眼的 瘸腿的來
[00:02:46.000 --> 00:02:51.000]  僕人說 主啊 你所吩咐的已經辦了
[00:02:51.000 --> 00:02:55.000]  還有空座 主人對僕人說
[00:02:55.000 --> 00:02:58.000]  你出去到路上和尼巴那裡
[00:02:58.000 --> 00:03:02.000]  勉強人進來 坐滿我的屋子
[00:03:02.000 --> 00:03:08.000]  我告訴你們 先前所請的人沒有一個得償我的延籍
[00:03:08.000 --> 00:03:13.000]  總括來說 這段經文是耶穌當時對那些宗教領袖
[00:03:13.000 --> 00:03:16.000]  來講這個比喻
[00:03:16.000 --> 00:03:23.000]  這個比喻最主要是因為當時請客和我們今天請的有一點不同
[00:03:23.000 --> 00:03:30.000]  我們要明白到請客都是請一些比較接近我們的人
[00:03:30.000 --> 00:03:36.000]  在耶穌的時代 請客是分兩次邀請的
[00:03:36.000 --> 00:03:40.000]  第一次就要確定名單和人數
[00:03:40.000 --> 00:03:44.000]  然後就發出邀請帖
[00:03:44.000 --> 00:03:50.000]  發出之後 那些被請的人就會調查一下
[00:03:50.000 --> 00:03:55.000]  這次主人是為了什麼請客 究竟他請了什麼人
[00:03:55.000 --> 00:03:59.000]  如果我們看這個比喻 我們會發現
[00:03:59.000 --> 00:04:04.000]  主人第一次請大部分是有錢的人
[00:04:04.000 --> 00:04:08.000]  五對牛 不簡單的 買地有地主
[00:04:08.000 --> 00:04:11.000]  這些人非富則貴
[00:04:11.000 --> 00:04:16.000]  當第一次邀請發出之後 就到第二次
[00:04:16.000 --> 00:04:23.000]  當差不多預備好的時候 他就會親自找人接他們過來
[00:04:23.000 --> 00:04:27.000]  現在這班人已經調查清楚了
[00:04:27.000 --> 00:04:31.000]  這個主人可能請的人不是太滿意
[00:04:31.000 --> 00:04:37.000]  並且他們覺得 為什麼要和這些人一起坐呢?
[00:04:37.000 --> 00:04:39.000]  其實背後是什麼呢?
[00:04:39.000 --> 00:04:43.000]  他們有很高的地位 又有錢
[00:04:43.000 --> 00:04:47.000]  如果你請的人沒有那麼上下的身份
[00:04:47.000 --> 00:04:48.000]  我們就不去
[00:04:48.000 --> 00:04:52.000]  這個比喻背後有一個意思
[00:04:52.000 --> 00:04:56.000]  就是那些法律人、文士
[00:04:56.000 --> 00:05:00.000]  那些在社會上很有地位、很有影響力的人
[00:05:00.000 --> 00:05:04.000]  他們對耶穌所發出的邀請算什麼呢?
[00:05:04.000 --> 00:05:12.000]  所以他們對耶穌所說的道看不起
[00:05:12.000 --> 00:05:16.000]  所以耶穌就用這個比喻去回應他們
[00:05:16.000 --> 00:05:19.000]  他們用的藉口是什麼呢?
[00:05:19.000 --> 00:05:22.000]  如果你看聖經 會覺得很荒謬、不合理
[00:05:22.000 --> 00:05:23.000]  為什麼呢?
[00:05:23.000 --> 00:05:29.000]  他們基本上是一個很驕傲的推搪
[00:05:29.000 --> 00:05:33.000]  第一 他們買了一塊地 必須去看看
[00:05:33.000 --> 00:05:35.000]  你說是不是合理呢?
[00:05:35.000 --> 00:05:40.000]  你沒理由還沒看那塊地就已經買了
[00:05:40.000 --> 00:05:42.000]  你買了房子也是
[00:05:42.000 --> 00:05:44.000]  你沒有付錢 房子在哪裡
[00:05:44.000 --> 00:05:47.000]  你是一早已經看過 清清楚楚
[00:05:47.000 --> 00:05:50.000]  知道價值多少 你才會去
[00:05:50.000 --> 00:05:54.000]  現在這個人就說 我買了一塊地 我要去看
[00:05:54.000 --> 00:05:56.000]  第二個買一雙牛 一樣不合理
[00:05:56.000 --> 00:06:00.000]  你當然是看過那隻牛 值得你才買
[00:06:00.000 --> 00:06:05.000]  而且是五雙牛 要付不少錢
[00:06:05.000 --> 00:06:11.000]  這個人說買了牛才去試牛 也是不合理
[00:06:11.000 --> 00:06:14.000]  你沒理由買完車才去試車
[00:06:14.000 --> 00:06:18.000]  娶妻不能去 似乎有理由
[00:06:18.000 --> 00:06:23.000]  因為你沒有記載 娶妻的人不用當兵
[00:06:23.000 --> 00:06:31.000]  他不需要服一些義務 或者做一些事情
[00:06:31.000 --> 00:06:35.000]  他以為娶了妻就不可以去宴會
[00:06:35.000 --> 00:06:39.000]  這個完全不是藉口 因為他已經娶了妻
[00:06:39.000 --> 00:06:42.000]  娶了妻最好就是去宴會
[00:06:42.000 --> 00:06:44.000]  因為在宴會裏面有朋友
[00:06:44.000 --> 00:06:49.000]  跟朋友一起去介紹 這是我太太
[00:06:49.000 --> 00:06:53.000]  而他不去的話 娶了妻是沒有理由的
[00:06:53.000 --> 00:06:56.000]  因為新太太 即是你新結婚
[00:06:56.000 --> 00:07:00.000]  都很喜歡去宴會讓人見面
[00:07:00.000 --> 00:07:06.000]  從這樣的角度來看 這些人之所以要推
[00:07:06.000 --> 00:07:11.000]  其實無論他說是忙也好 又說娶妻也好
[00:07:11.000 --> 00:07:17.000]  他只有一個理由 不給面子 不喜歡
[00:07:17.000 --> 00:07:22.000]  不給面子 覺得主人所請的人
[00:07:22.000 --> 00:07:24.000]  配不上他的身份
[00:07:24.000 --> 00:07:28.000]  所以這樣的態度就真的很差
[00:07:28.000 --> 00:07:34.000]  那僕人就回來了 回來之後他就跟主人說
[00:07:34.000 --> 00:07:37.000]  家主就很生氣了 他就跟僕人說
[00:07:37.000 --> 00:07:40.000]  他出去城裏的大街小巷
[00:07:40.000 --> 00:07:44.000]  讓那些貧窮殘廢 乞眼 瘸腿的來
[00:07:44.000 --> 00:07:50.000]  一連串的貧窮殘廢 乞眼 瘸腿的
[00:07:50.000 --> 00:07:54.000]  其實在利美記就說這些人是不可以做祭司的
[00:07:54.000 --> 00:07:58.000]  即是說這些人其實是有殘疾的
[00:07:58.000 --> 00:08:01.000]  在社會上很低下的 很基層的
[00:08:01.000 --> 00:08:05.000]  這些人是社會的邊緣分子
[00:08:05.000 --> 00:08:07.000]  一般人是不會請他的
[00:08:07.000 --> 00:08:10.000]  那主人為甚麼要請他呢?
[00:08:10.000 --> 00:08:12.000]  正正就是耶穌的意思
[00:08:12.000 --> 00:08:15.000]  耶穌說神救恩臨到以色列
[00:08:15.000 --> 00:08:20.000]  你們這班的宗教領袖以為自己高高在上
[00:08:20.000 --> 00:08:23.000]  不需要上帝的恩典
[00:08:23.000 --> 00:08:26.000]  現在上了恩典就臨到那些基層
[00:08:26.000 --> 00:08:29.000]  那些邊緣的人士
[00:08:29.000 --> 00:08:33.000]  那主人就請了這些人回來
[00:08:33.000 --> 00:08:35.000]  請了這些人回來之後
[00:08:35.000 --> 00:08:40.000]  主人就說還有空位
[00:08:40.000 --> 00:08:44.000]  於是主人就跟那個輩人說
[00:08:44.000 --> 00:08:47.000]  還有空位?請甚麼呢?
[00:08:47.000 --> 00:08:52.000]  就去路上和尼巴那裡
[00:08:52.000 --> 00:08:55.000]  這個路上不是指城市的路
[00:08:55.000 --> 00:08:58.000]  這個路其實是指鄉郊的路
[00:08:58.000 --> 00:09:03.000]  其實尼巴就是在葡萄園外面
[00:09:03.000 --> 00:09:06.000]  以色列在葡萄園成熟的時候
[00:09:06.000 --> 00:09:08.000]  需要很多工人
[00:09:08.000 --> 00:09:10.000]  工人未必是以色列人
[00:09:10.000 --> 00:09:13.000]  外邦人、外地人都想來工作
[00:09:13.000 --> 00:09:15.000]  正是在加拿大修成的時候
[00:09:15.000 --> 00:09:19.000]  就請了很多外勞來工作
[00:09:19.000 --> 00:09:23.000]  現在耶穌基督說的這個比喻
[00:09:23.000 --> 00:09:27.000]  不單止在以色列的基層的人
[00:09:27.000 --> 00:09:30.000]  是上帝的恩典臨到
[00:09:30.000 --> 00:09:34.000]  還有那些外邦人
[00:09:34.000 --> 00:09:36.000]  正正就是猶太人
[00:09:36.000 --> 00:09:39.000]  不單止看不起基層的人
[00:09:39.000 --> 00:09:41.000]  更加認為外邦人是不潔的
[00:09:41.000 --> 00:09:44.000]  在上帝國是沒有份的
[00:09:44.000 --> 00:09:46.000]  猶太人祈禱
[00:09:46.000 --> 00:09:48.000]  猶太人的法律上人祈禱
[00:09:48.000 --> 00:09:50.000]  一早就說主啊感謝你
[00:09:50.000 --> 00:09:52.000]  我是猶太人不是外邦人
[00:09:52.000 --> 00:09:53.000]  多麼驕傲
[00:09:53.000 --> 00:09:55.000]  第二是我是男人不是女人
[00:09:55.000 --> 00:09:57.000]  更加驕傲
[00:09:57.000 --> 00:10:02.000]  那些外邦人是不潔的
[00:10:02.000 --> 00:10:04.000]  不應該有這麼神的角度
[00:10:04.000 --> 00:10:06.000]  上帝要邀請他們
[00:10:06.000 --> 00:10:10.000]  很明顯耶穌其實提出了一件事
[00:10:10.000 --> 00:10:13.000]  這就是開放的恩典
[00:10:13.000 --> 00:10:16.000]  什麼是開放的恩典呢?
[00:10:16.000 --> 00:10:20.000]  就是上帝去揀選以色列人
[00:10:20.000 --> 00:10:22.000]  賜恩給他們
[00:10:22.000 --> 00:10:24.000]  成為上帝的子民
[00:10:24.000 --> 00:10:27.000]  不是因為以色列人有什麼本事
[00:10:27.000 --> 00:10:31.000]  事實上以色列的先祖都明白
[00:10:31.000 --> 00:10:32.000]  如果你看猜疑及記
[00:10:32.000 --> 00:10:34.000]  看這個舊約
[00:10:34.000 --> 00:10:36.000]  他們怎樣稱呼自己呢?
[00:10:36.000 --> 00:10:39.000]  我們是張王的希伯來人
[00:10:39.000 --> 00:10:43.000]  張王是一個張王的民族
[00:10:43.000 --> 00:10:48.000]  漂流來到嘉南埃及
[00:10:48.000 --> 00:10:50.000]  不是因為他們厲害
[00:10:50.000 --> 00:10:53.000]  不是因為他們做了什麼偉大的事情
[00:10:53.000 --> 00:10:56.000]  完全是因為上帝的恩典
[00:10:56.000 --> 00:10:58.000]  所以上帝呼召他們
[00:10:58.000 --> 00:10:59.000]  但很可惜
[00:10:59.000 --> 00:11:02.000]  當他們領受了上帝給他們的恩典
[00:11:02.000 --> 00:11:04.000]  上帝揀選了他們
[00:11:04.000 --> 00:11:07.000]  他就將上帝的恩典私有化
[00:11:07.000 --> 00:11:09.000]  什麼私有化呢?
[00:11:09.000 --> 00:11:11.000]  他就認為上帝揀選了他們
[00:11:11.000 --> 00:11:13.000]  外邦人沒有份
[00:11:13.000 --> 00:11:15.000]  我們高高在上
[00:11:15.000 --> 00:11:18.000]  他不明白到他自己都白白得來
[00:11:18.000 --> 00:11:19.000]  但現在得了之後
[00:11:19.000 --> 00:11:21.000]  他就佔為己有
[00:11:21.000 --> 00:11:23.000]  不再給外邦人
[00:11:23.000 --> 00:11:25.000]  當他們這樣做的時候
[00:11:25.000 --> 00:11:27.000]  他們就在歷史上
[00:11:27.000 --> 00:11:31.000]  認為只有他們才是土上帝起源
[00:11:31.000 --> 00:11:35.000]  越愛上帝就越將上帝佔為己有
[00:11:35.000 --> 00:11:39.000]  結果上帝的恩典就沒辦法流入出去
[00:11:39.000 --> 00:11:41.000]  在舊約裏面我們看到
[00:11:41.000 --> 00:11:43.000]  先知怎樣說
[00:11:43.000 --> 00:11:47.000]  就因為以色列人不肯將上帝的恩典流入出去
[00:11:47.000 --> 00:11:49.000]  結果上帝揀選外邦的君王
[00:11:49.000 --> 00:11:51.000]  例如古列
[00:11:51.000 --> 00:11:53.000]  這些外邦的君王
[00:11:53.000 --> 00:11:55.000]  你成就此義
[00:11:55.000 --> 00:11:59.000]  甚至以色列人要被上帝打散
[00:11:59.000 --> 00:12:01.000]  割破家亡
[00:12:01.000 --> 00:12:05.000]  要被擄到外邦
[00:12:05.000 --> 00:12:07.000]  讓他們重新認識
[00:12:07.000 --> 00:12:09.000]  上帝今天是要使用他們
[00:12:09.000 --> 00:12:13.000]  將他們的恩典流入四方
[00:12:13.000 --> 00:12:16.000]  有一段時間他們都很明白這件事
[00:12:16.000 --> 00:12:18.000]  特別是在二賽先知他們明白
[00:12:18.000 --> 00:12:20.000]  萬民留歸謝山
[00:12:20.000 --> 00:12:22.000]  敬拜耶和華
[00:12:22.000 --> 00:12:24.000]  但到了新宗的時候
[00:12:24.000 --> 00:12:26.000]  這些猶太教領袖
[00:12:26.000 --> 00:12:28.000]  慢慢地他又顧太復盟
[00:12:28.000 --> 00:12:32.000]  他又認為恩典是他們的
[00:12:32.000 --> 00:12:34.000]  和外邦人無分
[00:12:34.000 --> 00:12:36.000]  所以耶穌說的這個比喻
[00:12:36.000 --> 00:12:38.000]  是很有意思的
[00:12:38.000 --> 00:12:42.000]  接著我們明白了這個比喻的背景
[00:12:42.000 --> 00:12:44.000]  我們就問一個問題
[00:12:45.000 --> 00:12:50.000]  究竟恩典對我們今天有什麼意義?
[00:12:50.000 --> 00:12:55.000]  我們說恩典對我們今天是很重要的
[00:12:55.000 --> 00:12:58.000]  我們今天明白恩典
[00:12:58.000 --> 00:13:00.000]  先從神學裏面去說
[00:13:00.000 --> 00:13:04.000]  原來恩典是有兩種
[00:13:04.000 --> 00:13:08.000]  第一種是使人得救的
[00:13:08.000 --> 00:13:10.000]  就是耶穌基督來到世界上
[00:13:10.000 --> 00:13:12.000]  為我們犧牲
[00:13:12.000 --> 00:13:14.000]  在十誡上留了寶血
[00:13:14.000 --> 00:13:16.000]  叫我們相信他
[00:13:16.000 --> 00:13:18.000]  認罪悔改
[00:13:18.000 --> 00:13:20.000]  成為神的兒女
[00:13:20.000 --> 00:13:22.000]  使人得救的恩典
[00:13:22.000 --> 00:13:26.000]  也就是等於救約的猶太人
[00:13:26.000 --> 00:13:28.000]  他們與上帝立約
[00:13:28.000 --> 00:13:30.000]  遵行上帝的律法
[00:13:30.000 --> 00:13:34.000]  上帝使他們成為上帝的子民
[00:13:34.000 --> 00:13:36.000]  拯救他們
[00:13:36.000 --> 00:13:39.000]  所以這個得救的恩典是最重要的
[00:13:39.000 --> 00:13:41.000]  因為有得救的恩典
[00:13:41.000 --> 00:13:43.000]  我們身份就改變
[00:13:43.000 --> 00:13:46.000]  從前是罪人現在是上帝的兒女
[00:13:46.000 --> 00:13:50.000]  但有得救的恩典是不夠的
[00:13:50.000 --> 00:13:55.000]  所以第二部分就明白到
[00:13:55.000 --> 00:14:01.000]  得救的恩典幫助我們成性
[00:14:01.000 --> 00:14:03.000]  第一個恩典是白白給我們
[00:14:03.000 --> 00:14:05.000]  我們不需要行為
[00:14:05.000 --> 00:14:07.000]  以色列人不是做什麼
[00:14:07.000 --> 00:14:09.000]  是神白白給
[00:14:09.000 --> 00:14:11.000]  第二種恩典是
[00:14:11.000 --> 00:14:13.000]  當我們領受了得救的恩典之外
[00:14:13.000 --> 00:14:15.000]  我們需要成長
[00:14:15.000 --> 00:14:22.000]  這個恩典是讓我們過得性的生活
[00:14:22.000 --> 00:14:25.000]  所以這種恩典是長久的
[00:14:25.000 --> 00:14:27.000]  是一生的
[00:14:27.000 --> 00:14:30.000]  就是說得救的恩典
[00:14:30.000 --> 00:14:33.000]  讓我們有新的身份
[00:14:33.000 --> 00:14:40.000]  但成性的恩典是一生伴我們而行
[00:14:40.000 --> 00:14:45.000]  我們必須在生活上過成性的生活
[00:14:45.000 --> 00:14:50.000]  所以第一個恩典是自由的
[00:14:50.000 --> 00:14:55.000]  完全不需要任何付的代價
[00:14:55.000 --> 00:14:56.000]  是神給的
[00:14:56.000 --> 00:15:00.000]  但第二個是成長
[00:15:00.000 --> 00:15:02.000]  我們有了恩典之後要成長
[00:15:02.000 --> 00:15:06.000]  上帝所看重的除了使我們得救
[00:15:06.000 --> 00:15:09.000]  更加要我們成長
[00:15:09.000 --> 00:15:16.000]  我們在生活上要靠著恩典去學習愛主愛人
[00:15:16.000 --> 00:15:19.000]  我們要慢慢在生活中追求
[00:15:19.000 --> 00:15:23.000]  要追求與神同在
[00:15:23.000 --> 00:15:25.000]  追求成性的生活
[00:15:25.000 --> 00:15:28.000]  要接受神給我們的磨練
[00:15:28.000 --> 00:15:32.000]  我剛才提到
[00:15:32.000 --> 00:15:36.000]  一年多我們都沒有見過什麼人
[00:15:36.000 --> 00:15:38.000]  因為疫情的緣故
[00:15:38.000 --> 00:15:41.000]  我們人與人之間很疏離
[00:15:41.000 --> 00:15:43.000]  有時候我們都會懷疑
[00:15:43.000 --> 00:15:45.000]  神為什麼會這樣
[00:15:45.000 --> 00:15:47.000]  有人說因為人類太驕傲
[00:15:47.000 --> 00:15:50.000]  在過去人類藐視上帝
[00:15:50.000 --> 00:15:52.000]  你看加拿大一個驕教國家
[00:15:52.000 --> 00:15:54.000]  一個藐視上帝的國家
[00:15:55.000 --> 00:15:57.000]  為什麼藐視上帝呢?
[00:15:57.000 --> 00:16:01.000]  任意殺害那些還沒出生的嬰孩
[00:16:01.000 --> 00:16:04.000]  人不尊重創造的理性
[00:16:04.000 --> 00:16:06.000]  任意的變性
[00:16:06.000 --> 00:16:10.000]  甚至父母都沒有權力攔阻一個小孩子
[00:16:10.000 --> 00:16:12.000]  他不喜歡做男孩子
[00:16:12.000 --> 00:16:13.000]  不喜歡做女孩子
[00:16:13.000 --> 00:16:16.000]  而加拿大又到了一個地步
[00:16:16.000 --> 00:16:19.000]  吸毒、戴麻又可以合法
[00:16:19.000 --> 00:16:21.000]  整個時尚
[00:16:21.000 --> 00:16:24.000]  一個驕教國家到了這個地步
[00:16:24.000 --> 00:16:26.000]  如果讓我做上帝
[00:16:26.000 --> 00:16:27.000]  我都很生氣
[00:16:27.000 --> 00:16:30.000]  我去年11月回香港
[00:16:30.000 --> 00:16:31.000]  都很艱難
[00:16:31.000 --> 00:16:32.000]  不過11月回香港
[00:16:32.000 --> 00:16:34.000]  我的經驗真的非常不好
[00:16:34.000 --> 00:16:35.000]  為什麼呢?
[00:16:35.000 --> 00:16:38.000]  我和我太太過去回香港都很開心
[00:16:38.000 --> 00:16:39.000]  出關了
[00:16:39.000 --> 00:16:41.000]  沒問題的
[00:16:41.000 --> 00:16:43.000]  但這次我們回香港
[00:16:43.000 --> 00:16:45.000]  海關的人員就問
[00:16:45.000 --> 00:16:47.000]  你哪裡來的?
[00:16:47.000 --> 00:16:49.000]  我和太太說加拿大來的
[00:16:49.000 --> 00:16:51.000]  加拿大來就抓我兩個入房的
[00:16:51.000 --> 00:16:53.000]  拿行李出來
[00:16:53.000 --> 00:16:54.000]  從頭找尾
[00:16:54.000 --> 00:16:57.000]  我說什麼這麼嚴重?
[00:16:57.000 --> 00:16:59.000]  我說泰國回來、南美回來
[00:16:59.000 --> 00:17:00.000]  那些才找尾
[00:17:00.000 --> 00:17:02.000]  加拿大啊
[00:17:02.000 --> 00:17:04.000]  有個官員說
[00:17:04.000 --> 00:17:08.000]  加拿大是毒品出口國
[00:17:08.000 --> 00:17:11.000]  加拿大折墮成這樣
[00:17:11.000 --> 00:17:14.000]  成為了毒品出口國
[00:17:14.000 --> 00:17:16.000]  你一個不小心帶了大麻糖
[00:17:16.000 --> 00:17:17.000]  帶了大麻東西
[00:17:17.000 --> 00:17:19.000]  你以為合法在加拿大
[00:17:19.000 --> 00:17:21.000]  很可愛
[00:17:21.000 --> 00:17:24.000]  但是傷害人
[00:17:24.000 --> 00:17:25.000]  一個基督教國家
[00:17:25.000 --> 00:17:27.000]  有時候我都發現
[00:17:27.000 --> 00:17:29.000]  是不是我們真的需要
[00:17:29.000 --> 00:17:31.000]  很好的祈禱
[00:17:31.000 --> 00:17:33.000]  我們已經有上帝給的恩典
[00:17:33.000 --> 00:17:35.000]  很多人已經得救了
[00:17:35.000 --> 00:17:38.000]  上帝的恩典淋到加拿大
[00:17:38.000 --> 00:17:39.000]  身份改變
[00:17:39.000 --> 00:17:41.000]  我們成為基督教國家
[00:17:41.000 --> 00:17:43.000]  但接著離開神
[00:17:43.000 --> 00:17:46.000]  不行神的旨意
[00:17:46.000 --> 00:17:49.000]  任意妄為
[00:17:49.000 --> 00:17:52.000]  我一直為加拿大祈禱
[00:17:52.000 --> 00:17:53.000]  在C6法案
[00:17:53.000 --> 00:17:58.000]  我寫了超過100封信給議員
[00:17:58.000 --> 00:18:00.000]  希望他們認真考慮
[00:18:00.000 --> 00:18:03.000]  還有C7法案
[00:18:03.000 --> 00:18:05.000]  就是通過什麼呢?
[00:18:05.000 --> 00:18:08.000]  C7法案就是通過安樂死
[00:18:08.000 --> 00:18:09.000]  過去安樂死
[00:18:09.000 --> 00:18:11.000]  要兩個人來
[00:18:11.000 --> 00:18:13.000]  兩個醫生
[00:18:13.000 --> 00:18:14.000]  要去簽紙
[00:18:14.000 --> 00:18:16.000]  要申請
[00:18:16.000 --> 00:18:18.000]  證明真的有需要才給你
[00:18:18.000 --> 00:18:19.000]  現在不是
[00:18:19.000 --> 00:18:22.000]  現在只要你願意
[00:18:22.000 --> 00:18:24.000]  我要安樂死就可以
[00:18:24.000 --> 00:18:27.000]  所以有人說笑
[00:18:27.000 --> 00:18:30.000]  過去劉關章三個人說
[00:18:30.000 --> 00:18:33.000]  不能同年同月同日生
[00:18:33.000 --> 00:18:36.000]  但願同年同月同日死
[00:18:36.000 --> 00:18:38.000]  在今天二個謝火
[00:18:38.000 --> 00:18:40.000]  只需要三個人一起
[00:18:40.000 --> 00:18:42.000]  和議員說
[00:18:42.000 --> 00:18:45.000]  我們三個想同年同月同日死
[00:18:45.000 --> 00:18:47.000]  很容易
[00:18:47.000 --> 00:18:48.000]  很容易
[00:18:48.000 --> 00:18:50.000]  你看看C7法案
[00:18:50.000 --> 00:18:51.000]  很容易
[00:18:51.000 --> 00:18:57.000]  就可以要求醫生打針給你
[00:18:57.000 --> 00:19:00.000]  不尊重生命
[00:19:00.000 --> 00:19:02.000]  是不是在西方的自由國家
[00:19:02.000 --> 00:19:04.000]  太過自由
[00:19:04.000 --> 00:19:06.000]  以基督教為名的國家
[00:19:06.000 --> 00:19:08.000]  是不是離開上帝很久
[00:19:08.000 --> 00:19:10.000]  我不敢說
[00:19:10.000 --> 00:19:12.000]  是不是因為上帝這樣
[00:19:12.000 --> 00:19:14.000]  要刑罰全世界
[00:19:14.000 --> 00:19:16.000]  不過我只可以說
[00:19:16.000 --> 00:19:18.000]  今天當我們面對疫情
[00:19:18.000 --> 00:19:21.000]  我們真的需要謙卑祈禱
[00:19:21.000 --> 00:19:23.000]  求主憐憫
[00:19:23.000 --> 00:19:25.000]  特別憐憫加拿大
[00:19:25.000 --> 00:19:26.000]  憐憫加拿大
[00:19:26.000 --> 00:19:28.000]  以至加拿大得到醫治
[00:19:28.000 --> 00:19:31.000]  昔日以色列被巴比倫毀滅
[00:19:31.000 --> 00:19:33.000]  耶利米亞怎麼說
[00:19:33.000 --> 00:19:34.000]  現在不是要對抗巴比倫
[00:19:34.000 --> 00:19:36.000]  現在是要悔改
[00:19:36.000 --> 00:19:37.000]  威回主
[00:19:37.000 --> 00:19:38.000]  但當時的以色列人
[00:19:38.000 --> 00:19:40.000]  猶太人不聽
[00:19:40.000 --> 00:19:42.000]  把耶利米亞扔到井裡
[00:19:42.000 --> 00:19:44.000]  還要打他們
[00:19:44.000 --> 00:19:47.000]  耶利米亞說你們要回歸悔改
[00:19:47.000 --> 00:19:49.000]  上帝才拯救你們
[00:19:49.000 --> 00:19:51.000]  結果他們不聽
[00:19:51.000 --> 00:19:53.000]  猶太國滅亡了
[00:19:53.000 --> 00:19:55.000]  被擄到巴比倫
[00:19:55.000 --> 00:19:58.000]  到巴比倫他們受痛定思痛
[00:19:58.000 --> 00:20:00.000]  真正悔改
[00:20:00.000 --> 00:20:03.000]  然後就經歷上帝這個成性的恩典
[00:20:03.000 --> 00:20:07.000]  叫他們一步一步的回轉過來
[00:20:07.000 --> 00:20:10.000]  首先他們整理聖經
[00:20:10.000 --> 00:20:13.000]  以色列把舊聖經整理
[00:20:13.000 --> 00:20:16.000]  然後他們每天來聆聽神話語
[00:20:16.000 --> 00:20:22.000]  每個安息日去會堂聽文士解釋聖經
[00:20:22.000 --> 00:20:25.000]  這些就是成性的恩典
[00:20:25.000 --> 00:20:27.000]  一步一步而去
[00:20:27.000 --> 00:20:29.000]  我們不要求
[00:20:29.000 --> 00:20:31.000]  我們在生活上
[00:20:31.000 --> 00:20:34.000]  有了上帝給我們的身份
[00:20:34.000 --> 00:20:36.000]  雙男二女就飛黃騰達
[00:20:36.000 --> 00:20:38.000]  我們樣樣都可以
[00:20:38.000 --> 00:20:40.000]  我們上帝二女不就大了嗎?
[00:20:40.000 --> 00:20:43.000]  不是這樣的
[00:20:43.000 --> 00:20:45.000]  作為上帝二女
[00:20:45.000 --> 00:20:48.000]  我們更加需要去明白上帝的心意
[00:20:48.000 --> 00:20:52.000]  所以這個恩典就分這兩部分
[00:20:52.000 --> 00:20:54.000]  第二點我要說的就是
[00:20:54.000 --> 00:20:56.000]  恩典的臨在
[00:20:56.000 --> 00:21:02.000]  臨在的恩典就好像母親的恩典一樣
[00:21:02.000 --> 00:21:04.000]  什麼叫母親的恩典呢?
[00:21:04.000 --> 00:21:06.000]  就是臨在的恩典
[00:21:06.000 --> 00:21:08.000]  在我們成性的過程裡
[00:21:08.000 --> 00:21:10.000]  是不顯眼的
[00:21:10.000 --> 00:21:14.000]  不會說我一信耶穌
[00:21:14.000 --> 00:21:16.000]  我考試就有百分了
[00:21:16.000 --> 00:21:18.000]  我做事就成功了
[00:21:18.000 --> 00:21:19.000]  不會的
[00:21:19.000 --> 00:21:21.000]  臨在的恩典是什麼呢?
[00:21:21.000 --> 00:21:23.000]  臨在的恩典就是
[00:21:23.000 --> 00:21:27.000]  是要經歷磨練一點一點
[00:21:27.000 --> 00:21:30.000]  母親對兒女的恩典
[00:21:30.000 --> 00:21:32.000]  母親不會每天跟兒女說
