
[00:00:00.000 --> 00:00:07.000]  今天我们要开一个新的系列
[00:01:48.480 --> 00:01:50.520]  喜欢在旧约
[00:01:50.520 --> 00:01:52.600]  但是不能够整天躲在旧约
[00:01:52.600 --> 00:01:54.720]  有时都要讲一下新约
[00:01:54.720 --> 00:01:59.120]  现在我们会讲《马太福音》和《卢卡福音》
[00:01:59.120 --> 00:02:04.240]  但我仍然是需要有一段旧约来做介绍
[00:02:04.240 --> 00:02:06.320]  好像没有那么直接
[00:02:06.320 --> 00:02:09.040]  所以就选了《聂王纪上》十九章
[00:02:09.040 --> 00:02:10.800]  十九至二十一节
[00:02:10.800 --> 00:02:14.440]  刚才Benny长老给我们读了出来
[00:02:14.440 --> 00:02:17.800]  我们知道旧约有两个先知很出名
[00:02:17.800 --> 00:02:20.560]  以利亚和以利沙
[00:02:20.560 --> 00:02:22.200]  谁更出名?
[00:02:22.200 --> 00:02:23.040]  以利亚
[00:02:23.040 --> 00:02:27.360]  但是以利沙是一个很丰盛的先知
[00:02:27.360 --> 00:02:29.000]  为什么他那么丰盛?
[00:02:29.000 --> 00:02:31.040]  因为从他的神迹奇事
[00:02:31.040 --> 00:02:34.800]  我们是看到他是大大被神祝福的
[00:02:34.800 --> 00:02:36.200]  在他的神迹奇事当中
[00:02:36.200 --> 00:02:37.800]  他永远都是丰丰满满
[00:02:37.800 --> 00:02:39.480]  有丰满的一切
[00:02:39.480 --> 00:02:41.080]  我们一起来看看
[00:02:41.080 --> 00:02:44.280]  以利沙究竟是有什么秘诀
[00:02:44.280 --> 00:02:49.360]  今天我们是要学做一个丰盛的门徒
[00:02:49.360 --> 00:02:52.120]  有一个丰盛的生命
[00:02:52.120 --> 00:02:56.400]  耶稣基督如果我们记得在约翰福音十章十节
[00:02:56.400 --> 00:02:59.760]  说我来了是要叫杨得生命
[00:02:59.760 --> 00:03:02.680]  并且得的更丰盛
[00:03:02.680 --> 00:03:06.360]  每一个基督徒我们都应该有丰盛的生命
[00:03:06.360 --> 00:03:08.520]  不单止我们有丰盛的生命
[00:03:08.520 --> 00:03:11.560]  我们还要成为他人的祝福
[00:03:11.560 --> 00:03:15.800]  这个丰盛的生命不是说要到我们回到天家才有
[00:03:15.800 --> 00:03:19.840]  有很多基督徒就是信了主之后就回到天家
[00:03:19.840 --> 00:03:21.840]  不是要回到天家才有的
[00:03:21.840 --> 00:03:25.600]  这个生命在我们现在就能够
[00:03:25.600 --> 00:03:28.320]  我们在世上就能够跟随主
[00:03:28.320 --> 00:03:30.800]  能够得到有得圣的生命
[00:03:30.800 --> 00:03:32.400]  有丰盛的生命
[00:03:32.400 --> 00:03:34.320]  希望我们透过这个系列
[00:03:34.320 --> 00:03:39.720]  能够每一个基督徒都成为一个有丰盛生命的门徒
[00:03:39.720 --> 00:03:46.880]  并且还能够将这个祝福带给我们身边的人
[00:03:46.880 --> 00:03:51.240]  今天透过聂王纪上十九章十九至二十一节
[00:03:51.240 --> 00:03:55.280]  给我们领悟出其实有四点那么多
[00:03:55.280 --> 00:03:59.560]  第一点是要有一个舍己的侍奉做门徒
[00:03:59.560 --> 00:04:03.920]  第二点门徒都有一个很昂贵的代价
[00:04:03.920 --> 00:04:06.000]  不要以为做门徒没有代价
[00:04:06.000 --> 00:04:08.640]  门徒是有一个很昂贵的代价
[00:04:08.640 --> 00:04:14.280]  第三就是做门徒都要任凭主来差遣我们
[00:04:14.280 --> 00:04:18.000]  第四点我们就能够得到门徒的奖赏
[00:04:18.000 --> 00:04:21.800]  我相信每个做基督徒的都很注意这一点
[00:04:21.800 --> 00:04:24.760]  我们很希望有神的奖赏
[00:04:24.760 --> 00:04:26.960]  第四点就是会告诉我们
[00:04:26.960 --> 00:04:29.000]  你会看到我这个系列里面
[00:04:29.000 --> 00:04:31.240]  这四点是会重复出现
[00:04:31.240 --> 00:04:35.200]  每一点都会变成一个讲道的主题
[00:04:35.200 --> 00:04:38.520]  但是再出现的时候不再是用旧约
[00:04:38.520 --> 00:04:40.480]  是会用新约的经文
[00:04:40.480 --> 00:04:44.120]  你会看到无论旧约新约讲的东西都是一样
[00:04:44.120 --> 00:04:46.960]  令你对圣经是很有信心
[00:04:46.960 --> 00:04:52.280]  因为都是有一位圣灵在后面默示所有的圣经
[00:04:52.280 --> 00:04:55.920]  所以讲的都是一样
[00:04:55.920 --> 00:05:01.840]  我们看看其实是很可惜的事
[00:05:01.840 --> 00:05:06.880]  很多的大部分的基督徒
[00:05:06.880 --> 00:05:10.480]  其实都不是过着一个丰盛的生命
[00:05:10.480 --> 00:05:12.640]  很多的基督徒都会说
[00:05:13.360 --> 00:05:15.200]  我不要做门徒
[00:05:15.200 --> 00:05:17.080]  我做基督徒就行了
[00:05:17.080 --> 00:05:20.200]  我做一个平时的信徒 平信徒
[00:05:20.200 --> 00:05:21.360]  我就够了
[00:05:21.360 --> 00:05:24.320]  我不想去做门徒
[00:05:24.320 --> 00:05:28.360]  很多人认为门徒和基督徒是不同的
[00:05:28.360 --> 00:05:33.840]  好像说你刚刚信了之后就叫做基督徒
[00:05:33.840 --> 00:05:36.640]  接着你就坐着想着等着
[00:05:36.640 --> 00:05:38.000]  有没有感动啊
[00:05:38.000 --> 00:05:40.280]  有感动我就再上一层楼
[00:05:40.280 --> 00:05:41.560]  我就再读一下圣经
[00:05:41.560 --> 00:05:43.200]  我再进修一下
[00:05:43.200 --> 00:05:45.760]  能够成为门徒
[00:05:45.760 --> 00:05:52.120]  但是圣经从来没有说有两种不同的基督徒
[00:05:52.120 --> 00:05:56.480]  圣经从来没有说有两种不同的生命
[00:05:56.480 --> 00:05:58.920]  如果我们看看圣经里面说什么
[00:05:58.920 --> 00:06:03.960]  我这次这个系列有一个次要的主题叫什么
[00:06:03.960 --> 00:06:06.480]  信徒皆门徒
[00:06:06.480 --> 00:06:09.520]  每一个信徒都是门徒
[00:06:09.520 --> 00:06:12.360]  不是说你要等到若干时候
[00:06:12.360 --> 00:06:17.400]  再上一层楼你才变成门徒
[00:06:17.400 --> 00:06:20.120]  记不记得马太福音28章刚才说
[00:06:20.120 --> 00:06:21.320]  耶稣基督说
[00:06:21.320 --> 00:06:24.040]  去使万民作什么
[00:06:24.040 --> 00:06:31.800]  作我门徒奉父子圣灵的名为他们施洗
[00:06:31.800 --> 00:06:35.640]  不是说使万民作我的信徒
[00:06:35.640 --> 00:06:38.080]  施洗了之后然后怎么样
[00:06:38.080 --> 00:06:42.520]  要吩咐他们一切的东西教了给他们
[00:06:42.520 --> 00:06:44.440]  然后才成为门徒
[00:06:44.440 --> 00:06:46.320]  没有这样说过
[00:06:46.320 --> 00:06:50.240]  所有施洗的都是耶稣基督的门徒
[00:06:50.240 --> 00:06:52.360]  没有分别的
[00:06:52.360 --> 00:06:54.520]  我们都听过有牧师来到我们当中
[00:06:54.520 --> 00:06:59.080]  和我们解释门徒和基督徒有什么分别
[00:06:59.080 --> 00:07:00.480]  哪样难做些
[00:07:00.480 --> 00:07:03.640]  门徒难做些还是基督徒难做些
[00:07:03.640 --> 00:07:07.240]  这些牧师要打他屁股
[00:07:07.240 --> 00:07:10.680]  门徒和基督徒根本就是一样的
[00:07:10.680 --> 00:07:13.680]  不是说有分别
[00:07:13.680 --> 00:07:16.000]  我们看看今天的经文很有趣
[00:07:16.000 --> 00:07:19.280]  从以利沙的身上我们学习
[00:07:19.280 --> 00:07:23.120]  以利沙怎么成为以利亚的门徒
[00:07:23.120 --> 00:07:26.800]  就是等于我们怎么能够成为耶稣基督的门徒
[00:07:26.800 --> 00:07:28.880]  我们要学习
[00:07:28.880 --> 00:07:30.360]  我们看到经文怎么说
[00:07:30.360 --> 00:07:33.000]  在聂王纪上19章19节
[00:07:33.000 --> 00:07:36.080]  于是以利亚离开那里走了
[00:07:36.080 --> 00:07:39.000]  遇见沙伯的儿子以利沙
[00:07:39.000 --> 00:07:43.560]  在他前头有十二对牛
[00:07:43.560 --> 00:07:46.840]  自己赶着第十二对
[00:07:46.840 --> 00:07:48.600]  以利亚到他那里去
[00:07:48.600 --> 00:07:52.520]  将自己的外衣搭在他的身上
[00:07:52.520 --> 00:07:54.320]  一个先知穿着外衣
[00:07:54.320 --> 00:07:56.400]  一个先知穿着披风
[00:07:56.400 --> 00:07:58.720]  是代表他先知的身份
[00:07:58.720 --> 00:08:02.920]  他将这个外衣搭在以利沙的身上代表什么
[00:08:02.920 --> 00:08:05.520]  要以利沙一样像他一样
[00:08:05.520 --> 00:08:07.080]  成为一个先知
[00:08:07.080 --> 00:08:10.200]  要以利沙做他的门徒
[00:08:10.200 --> 00:08:12.400]  接着我们看到以利沙怎么做
[00:08:12.400 --> 00:08:14.000]  19章20节
[00:08:14.000 --> 00:08:18.920]  以利沙离开牛跑到以利亚那里说
[00:08:18.920 --> 00:08:22.600]  求你容我先与父母亲嘴
[00:08:22.600 --> 00:08:24.560]  然后我便跟随你
[00:08:24.560 --> 00:08:26.320]  以利亚对他说
[00:08:26.320 --> 00:08:27.520]  你回去吧
[00:08:27.520 --> 00:08:30.080]  我向你作了什么呢
[00:08:30.080 --> 00:08:31.640]  接着21节就说
[00:08:31.640 --> 00:08:33.880]  以利沙离开他回去
[00:08:33.880 --> 00:08:35.440]  宰了一对牛
[00:08:35.440 --> 00:08:38.800]  用兔牛的器具煮肉吸蚊吃
[00:08:38.800 --> 00:08:43.240]  随后就起身跟随以利亚服侍他
[00:08:43.240 --> 00:08:45.560]  这个就是我们的故事
[00:08:45.560 --> 00:08:48.200]  我们刚才说有四点
[00:08:48.200 --> 00:08:52.160]  做门徒有封圣的一个生命
[00:08:52.160 --> 00:08:54.200]  第一点是什么
[00:08:54.200 --> 00:08:59.320]  第一点是要有舍己的侍奉
[00:08:59.320 --> 00:09:00.880]  我们看到以利亚
[00:09:00.880 --> 00:09:04.000]  搭着自己的外衣在以利沙的身上
[00:09:04.000 --> 00:09:07.440]  就要以利沙做他的门徒
[00:09:07.440 --> 00:09:10.680]  我们是做谁的门徒呢
[00:09:10.680 --> 00:09:13.040]  我们是做耶稣基督的门徒
[00:09:13.040 --> 00:09:14.560]  我们有一个主人
[00:09:14.560 --> 00:09:17.760]  就好像以利亚是以利沙的主人一样
[00:09:17.760 --> 00:09:20.800]  以利沙要讨以利亚的喜悦
[00:09:20.800 --> 00:09:24.160]  同样我们要讨主耶稣基督的喜悦
[00:09:24.160 --> 00:09:25.520]  每一个人
[00:09:25.520 --> 00:09:28.080]  每一个基督徒都是门徒
[00:09:28.080 --> 00:09:31.680]  每一个基督徒都要讨耶稣基督的喜悦
[00:09:31.680 --> 00:09:34.560]  我们都要有一个舍己的侍奉
[00:09:34.560 --> 00:09:37.960]  将自己献给我们的耶稣基督
[00:09:37.960 --> 00:09:40.480]  来讨祂的喜悦
[00:09:40.480 --> 00:09:44.240]  我说的不是一个基督教的运动
[00:09:44.240 --> 00:09:46.680]  不是一个基督教的计划
[00:09:46.680 --> 00:09:49.840]  我说的是一个人 耶稣基督
[00:09:49.840 --> 00:09:52.720]  我们就是要讨耶稣基督的喜悦
[00:09:52.720 --> 00:09:56.280]  我们是要有一个舍己的侍奉
[00:09:56.280 --> 00:09:58.360]  我们看看《马太福音》四章
[00:09:58.360 --> 00:10:01.520]  19至22节说什么
[00:10:01.520 --> 00:10:03.520]  耶稣召门徒的时候
[00:10:03.520 --> 00:10:05.200]  耶稣对他们说:
[00:10:05.200 --> 00:10:06.440]  「来跟从我
[00:10:06.440 --> 00:10:09.480]  我要叫你们得人如得鱼」
[00:10:09.480 --> 00:10:11.400]  他们就立刻舍了望
[00:10:11.400 --> 00:10:13.040]  跟从了他
[00:10:13.040 --> 00:10:18.320]  从那里往前走
[00:10:18.320 --> 00:10:20.400]  「猶看见弟兄二人
[00:10:20.400 --> 00:10:22.800]  就是西比泰的儿子雅各
[00:10:22.800 --> 00:10:25.080]  和他的兄弟约翰
[00:10:25.080 --> 00:10:27.680]  和他们的父亲西比泰
[00:10:27.680 --> 00:10:29.560]  在船上保望」
[00:10:29.560 --> 00:10:32.360]  耶稣就呼召他们
[00:10:32.360 --> 00:10:33.920]  就招呼他们
[00:10:33.920 --> 00:10:36.000]  有没有见到当耶稣基督
[00:10:36.000 --> 00:10:37.720]  呼召门徒的时候
[00:10:37.720 --> 00:10:39.040]  他们怎么做?
[00:10:39.040 --> 00:10:41.320]  就舍了他们的望
[00:10:41.320 --> 00:10:42.960]  有人在打鱼
[00:10:42.960 --> 00:10:44.560]  有人在保望
[00:10:44.560 --> 00:10:47.360]  但是当耶稣基督一呼召他们的时候
[00:10:47.360 --> 00:10:49.040]  他们就丢下了一切
[00:10:49.040 --> 00:10:51.600]  来跟随耶稣基督
[00:10:51.600 --> 00:10:55.720]  我们有没有讨我们主的喜悦
[00:10:55.720 --> 00:10:59.280]  就好像当日的门徒一样呢?
[00:10:59.280 --> 00:11:00.480]  我们在生命当中
[00:11:00.480 --> 00:11:03.920]  到底我们在讨谁的喜悦呢?
[00:11:03.920 --> 00:11:05.160]  在很小的时候
[00:11:05.160 --> 00:11:08.520]  相信我们每个人都讨我们父母的喜悦
[00:11:08.520 --> 00:11:10.480]  父母养我们供书教学
[00:11:10.480 --> 00:11:12.880]  应该讨父母的喜悦
[00:11:12.880 --> 00:11:14.640]  再大一点呢?
[00:11:14.640 --> 00:11:16.640]  讨先生的喜悦
[00:11:16.640 --> 00:11:18.240]  老师的喜悦
[00:11:18.240 --> 00:11:20.360]  因为老师给分我们
[00:11:20.360 --> 00:11:22.640]  讨得老师的喜悦又如何?
[00:11:22.640 --> 00:11:25.440]  分数可以高一点
[00:11:25.440 --> 00:11:27.920]  再大一点讨谁的喜悦呢?
[00:11:27.920 --> 00:11:30.240]  老板的喜悦
[00:11:30.240 --> 00:11:31.520]  老板能够做什么?
[00:11:31.520 --> 00:11:33.200]  加薪啊
[00:11:33.200 --> 00:11:34.440]  加多点薪给你
[00:11:34.440 --> 00:11:36.000]  可以升利息
[00:11:36.000 --> 00:11:38.520]  我们就讨老师的喜悦
[00:11:38.520 --> 00:11:42.520]  甚至我们讨好我们的会计师
[00:11:42.520 --> 00:11:44.600]  会计师帮我们报税的时候
[00:11:44.600 --> 00:11:46.640]  可以省下很多钱
[00:11:46.640 --> 00:11:49.400]  会计师的喜悦我们都可以讨好
[00:11:49.400 --> 00:11:51.720]  我们有没有讨好我们自己耶稣基督
[00:11:51.720 --> 00:11:53.520]  我们主的喜悦?
[00:11:53.520 --> 00:11:55.160]  我们在我们的生命当中
[00:11:55.160 --> 00:11:59.440]  到底我们现在正在讨好谁?
[00:11:59.440 --> 00:12:03.400]  以利沙他就懂得讨好以利亚
[00:12:03.400 --> 00:12:07.480]  我们看到在聂王纪上十九章二十一节
[00:12:07.480 --> 00:12:09.720]  以利沙随后起身
[00:12:09.720 --> 00:12:13.360]  跟随以利亚服侍他
[00:12:13.360 --> 00:12:17.120]  以利沙如何服侍以利亚?
[00:12:17.120 --> 00:12:21.520]  在聂王纪下三章十一节
[00:12:21.520 --> 00:12:23.400]  讲得很有趣
[00:12:23.400 --> 00:12:27.040]  「哪里有沙发的儿子以利沙
[00:12:27.040 --> 00:12:29.800]  就是从前服侍以利亚的」
[00:12:29.800 --> 00:12:31.320]  有个括弧写着
[00:12:31.320 --> 00:12:35.840]  「原文倒水在以利亚的手上」
[00:12:35.840 --> 00:12:38.560]  以利沙倒了一盆水
[00:12:38.560 --> 00:12:40.240]  打了一盆水
[00:12:40.240 --> 00:12:42.360]  然后去到以利亚那里说
[00:12:42.360 --> 00:12:44.480]  主人啊 吃饭啊
[00:12:44.480 --> 00:12:45.360]  你洗手吧
[00:12:45.360 --> 00:12:47.960]  你不需要自己去到河边洗手
[00:12:47.960 --> 00:12:50.320]  我打了一盆水给你洗手
[00:12:50.320 --> 00:12:53.320]  洗完之后帮他擦干
[00:12:53.320 --> 00:12:56.480]  以利沙真是很招呼以利亚
[00:12:56.480 --> 00:12:58.120]  无微不至
[00:12:58.120 --> 00:13:00.680]  他就是去服侍以利亚
[00:13:00.680 --> 00:13:04.360]  我们在服侍的是谁呢?
[00:13:04.360 --> 00:13:07.920]  其实以利沙是一个很成功的人
[00:13:07.920 --> 00:13:09.680]  不是说他不成功
[00:13:09.680 --> 00:13:12.400]  有没有看到以利亚去找他的时候
[00:13:12.400 --> 00:13:14.200]  他在做什么?
[00:13:14.200 --> 00:13:18.440]  他正在赶十二对牛
[00:13:18.440 --> 00:13:19.400]  这个要解释
[00:13:19.400 --> 00:13:25.280]  当时有一只牛都不得了
[00:13:25.280 --> 00:13:27.000]  当时有一只牛都不得了
[00:13:27.000 --> 00:13:28.680]  你不要说24只牛
[00:13:28.680 --> 00:13:31.640]  一十二对就24只了
[00:13:31.640 --> 00:13:33.080]  等于好像现在有人
[00:13:33.080 --> 00:13:34.320]  我们在街边看到
[00:13:34.320 --> 00:13:37.000]  哇 一个Rolls Royce
[00:13:37.000 --> 00:13:38.240]  哇 见到立刻
[00:13:38.240 --> 00:13:40.640]  这个肯定是有钱人
[00:13:40.640 --> 00:13:44.000]  你想想有个人有24只Rolls Royce
[00:13:44.000 --> 00:13:45.280]  在他的家里
[00:13:45.280 --> 00:13:48.200]  你想想他是多有钱
[00:13:48.200 --> 00:13:49.400]  但是你说
[00:13:49.400 --> 00:13:52.400]  可能这些牛不是以利沙的
[00:13:52.400 --> 00:13:54.920]  或者他和别人打工呢
[00:13:54.920 --> 00:13:57.080]  但是你有没有看到刚才经文
[00:13:57.080 --> 00:13:59.120]  以利亚叫他跟从自己
[00:13:59.120 --> 00:14:00.680]  然后他怎么办?
[00:14:00.680 --> 00:14:03.640]  回去之后和父母亲嘴
[00:14:03.640 --> 00:14:06.560]  然后就宰了两只
[00:14:06.560 --> 00:14:10.560]  用兔牛的器具来煮了BBQ
[00:14:10.560 --> 00:14:12.080]  给那些民来吃
[00:14:12.080 --> 00:14:13.760]  给那些家里人吃
[00:14:13.760 --> 00:14:15.800]  给那些亲朋戚友吃
[00:14:15.800 --> 00:14:18.320]  然后才去跟从以利亚
[00:14:18.320 --> 00:14:19.400]  如果不是他的牛
[00:14:19.400 --> 00:14:20.920]  他宰得那么容易?
[00:14:20.920 --> 00:14:21.400]  是吧?
[00:14:21.400 --> 00:14:22.600]  很大手笔
[00:14:22.600 --> 00:14:25.480]  一宰就宰完
[00:14:25.480 --> 00:14:28.920]  我们看到他不是一个无所事事
[00:14:28.920 --> 00:14:30.720]  不是一个没有能力的人
[00:14:30.720 --> 00:14:32.200]  是非常有能力
[00:14:32.200 --> 00:14:34.600]  但是他是愿意来到
[00:14:34.600 --> 00:14:38.960]  是舍己侍奉这个以利亚
[00:14:38.960 --> 00:14:41.800]  他愿意放弃他一切的名誉
[00:14:41.800 --> 00:14:42.680]  一切的地位
[00:14:42.680 --> 00:14:44.080]  一切的财富
[00:14:44.080 --> 00:14:47.480]  来到舍己侍奉以利亚
[00:14:47.480 --> 00:14:49.880]  在我们身边有没有这些人?
[00:14:49.880 --> 00:14:53.480]  令我想起英文堂的主任牧师
[00:14:53.480 --> 00:14:56.000]  Eric Low
[00:14:56.000 --> 00:15:00.920]  他在UCLA有个电子工程学位
[00:15:00.920 --> 00:15:04.120]  你知不知道UCLA多难入?
[00:15:04.120 --> 00:15:09.520]  我相信UCLA是全国最难入的大学
[00:15:09.520 --> 00:15:12.920]  有个电子工程的学位
[00:15:12.920 --> 00:15:15.640]  前程无可限量
[00:15:15.640 --> 00:15:16.640]  他怎样?
[00:15:16.640 --> 00:15:19.120]  他放弃了这一切
[00:15:19.120 --> 00:15:20.720]  完全放弃了
[00:15:20.720 --> 00:15:24.160]  他来到成为一个牧师
[00:15:24.160 --> 00:15:26.440]  来讨主的喜悦
[00:15:26.440 --> 00:15:30.120]  有人说他真的傻
[00:15:30.120 --> 00:15:33.800]  可能有人说他蠢
[00:15:33.800 --> 00:15:35.920]  但是在我们的生命中
[00:15:35.920 --> 00:15:38.960]  唯一我们要讨好的是谁?
[00:15:38.960 --> 00:15:41.760]  唯一要讨好的是耶稣基督
[00:15:41.760 --> 00:15:44.840]  哪怕全世界的人说我们蠢
[00:15:44.840 --> 00:15:48.080]  哪怕全世界的人说我们傻
[00:15:48.080 --> 00:15:51.000]  他知道他应该讨好谁
[00:15:51.000 --> 00:15:52.920]  我们每个基督徒都是一样
[00:15:52.920 --> 00:15:57.520]  我们都是应该知道需要讨好谁
[00:15:57.520 --> 00:16:02.520]  这个Salvation Army的始创人叫William Booth
[00:16:02.520 --> 00:16:04.280]  他是一个将军
[00:16:04.280 --> 00:16:06.160]  有人去访问他
[00:16:06.160 --> 00:16:07.680]  说他
[00:16:07.680 --> 00:16:10.960]  Booth将军你这么成功
[00:16:10.960 --> 00:16:12.240]  神这么祝福你
[00:16:12.240 --> 00:16:15.320]  你究竟有什么秘诀?
[00:16:15.320 --> 00:16:17.240]  William Booth怎样说?
[00:16:17.240 --> 00:16:20.400]  他说当我发现神的能力
[00:16:20.400 --> 00:16:22.960]  当我发现神的大能的时候
[00:16:22.960 --> 00:16:26.360]  我就将我自己一切都交给神
[00:16:26.360 --> 00:16:29.040]  他就是有个社稷的侍奉
[00:16:29.040 --> 00:16:30.640]  来贡献给神
[00:16:30.640 --> 00:16:32.120]  以至神祝福他
[00:16:32.120 --> 00:16:36.160]  他大大使用William Booth
[00:16:36.160 --> 00:16:39.600]  我们看到第一点是有个社稷的侍奉
[00:16:39.600 --> 00:16:41.320]  不只是给瞒徒
[00:16:41.320 --> 00:16:45.680]  所有的基督徒都应该有个社稷的侍奉
[00:16:45.680 --> 00:16:47.360]  第二点是什么?
[00:16:47.360 --> 00:16:51.320]  有一个昂贵的代价
[00:16:51.320 --> 00:16:53.360]  很可惜
[00:16:53.360 --> 00:16:55.320]  现在有很多人
[00:16:55.320 --> 00:16:56.840]  很多的基督徒
[00:16:56.840 --> 00:17:01.200]  他们都希望以最容易的办法
[00:17:01.200 --> 00:17:02.920]  最低的价钱
[00:17:02.920 --> 00:17:04.360]  最低的价格
[00:17:04.360 --> 00:17:08.280]  最懒散的途径来侍奉神
[00:17:08.280 --> 00:17:11.080]  如果你是真的想成为一个瞒徒
[00:17:11.080 --> 00:17:13.400]  成为一个基督徒的话
[00:17:13.400 --> 00:17:14.880]  没有这个可能性
[00:17:14.880 --> 00:17:17.680]  每个人都有昂贵的代价
[00:17:17.680 --> 00:17:19.480]  你看看以利沙
[00:17:19.480 --> 00:17:22.080]  他付出了昂贵的代价
[00:17:22.080 --> 00:17:24.000]  他放弃了他的名誉地位
[00:17:24.000 --> 00:17:26.680]  放弃了和他父母的关系
[00:17:26.680 --> 00:17:28.400]  放弃了他的财富
[00:17:28.400 --> 00:17:32.040]  来跟随以利亚
[00:17:32.040 --> 00:17:35.000]  神未必是要你离开
[00:17:35.000 --> 00:17:38.240]  放弃你一切来跟随他
[00:17:38.240 --> 00:17:40.160]  但我可以肯定说
[00:17:40.160 --> 00:17:41.360]  每一个基督徒
[00:17:41.360 --> 00:17:42.640]  每一个瞒徒
[00:17:42.640 --> 00:17:46.600]  都一定是有一个非常高的价格
[00:17:46.600 --> 00:17:49.200]  来跟随神
[00:17:49.200 --> 00:17:53.760]  在《路加福音》14:25-27说什么?
[00:17:53.760 --> 00:17:56.480]  「有极多的人和耶稣同行
[00:17:56.480 --> 00:17:58.360]  祂转过来对他们说
[00:17:58.360 --> 00:17:59.800]  人到我这里来
[00:17:59.800 --> 00:18:00.800]  若不爱我
[00:18:00.800 --> 00:18:02.960]  胜过爱自己的父母
[00:18:02.960 --> 00:18:06.400]  妻子儿女弟兄姐妹
[00:18:06.400 --> 00:18:08.240]  和自己的性命
[00:18:08.240 --> 00:18:10.000]  就不能作我的瞒徒
[00:18:10.000 --> 00:18:13.200]  凡不背着自己十字架跟随我的
[00:18:13.200 --> 00:18:15.600]  也不能作我的瞒徒」
[00:18:15.600 --> 00:18:17.600]  有一个很高的价格
[00:18:17.600 --> 00:18:20.640]  这一节的经文有一个括弧写着
[00:18:20.640 --> 00:18:22.080]  原来原文不是说
[00:18:22.080 --> 00:18:25.760]  不爱我胜过自己的家人
[00:18:25.760 --> 00:18:27.840]  而是用个「恨」字
[00:18:28.720 --> 00:18:30.880]  「不恨自己的父母
[00:18:30.880 --> 00:18:33.400]  妻子儿女弟兄
[00:18:33.400 --> 00:18:38.640]  也不能作我的瞒徒」
[00:18:38.640 --> 00:18:41.280]  为什么会用个「恨」字这么奇怪?
[00:18:41.280 --> 00:18:44.200]  其实是一种相对的形容词
[00:18:44.200 --> 00:18:47.360]  当我们很爱耶稣基督的时候
[00:18:47.360 --> 00:18:50.120]  其他的人就好像是「恨」一样
[00:18:50.120 --> 00:18:51.480]  是相对式
[00:18:51.480 --> 00:18:53.600]  这里不是说真的要我们
[00:18:53.600 --> 00:18:55.680]  去恨我们自己的家人
[00:18:55.680 --> 00:18:59.320]  其实如果我们真的爱耶稣基督的话
[00:18:59.320 --> 00:19:01.880]  我们应该更爱我们的家人
[00:19:01.880 --> 00:19:03.000]  我时时都说
[00:19:03.000 --> 00:19:04.440]  我们和人的关系
[00:19:04.440 --> 00:19:07.640]  是反映出我们和神的关系
[00:19:07.640 --> 00:19:09.400]  这里是告诉我们
