
[00:00:00.000 --> 00:00:06.480]  今天要和大家繼續講《針賢》的系列
[00:01:40.320 --> 00:01:42.320]  是人與家人的關係
[00:01:42.320 --> 00:01:44.800]  是人與世人的關係
[00:01:44.800 --> 00:01:47.360]  透過討告我們求神
[00:01:47.360 --> 00:01:51.040]  在我們每一天、每一個小時、每一分鐘
[00:01:51.040 --> 00:01:54.080]  都能夠靠著神的智慧
[00:01:54.080 --> 00:01:57.600]  能夠活出一個不一樣的生命
[00:01:57.600 --> 00:01:59.600]  有人說如果是這樣
[00:01:59.600 --> 00:02:01.600]  讀《針賢》就夠了
[00:02:01.600 --> 00:02:05.040]  為什麼一定要用《針賢》來討告?
[00:02:05.040 --> 00:02:07.120]  我們基督徒所著重的
[00:02:07.120 --> 00:02:09.920]  是內在的質素 不是外在
[00:02:09.920 --> 00:02:14.080]  我們時時都笑法理賽人胸有外在的行為
[00:02:14.080 --> 00:02:17.760]  我們不要照樣跟著做一個法理賽人
[00:02:17.760 --> 00:02:20.320]  我們要有一個內心的改變
[00:02:20.320 --> 00:02:22.800]  當我們說《針賢》和《以弗所書》
[00:02:22.800 --> 00:02:24.320]  我們都會著重的
[00:02:24.320 --> 00:02:27.200]  就是有一個內心裡面的改變
[00:02:27.200 --> 00:02:29.440]  討告就是跟神的關係
[00:02:29.440 --> 00:02:31.840]  討告就是跟神的溝通
[00:02:31.840 --> 00:02:36.080]  透過討告我們能夠有一個改變的心
[00:02:36.080 --> 00:02:38.880]  以致我們的行為都會改變
[00:02:38.880 --> 00:02:42.560]  這個改變就是由裡面到外面的改變
[00:02:42.560 --> 00:02:46.960]  所以如果我們不想做法理賽人胸有外表的話
[00:02:46.960 --> 00:02:51.200]  我們要學習怎樣用《針賢》來討告
[00:02:51.200 --> 00:02:54.240]  《針賢》就是神的話語
[00:02:54.240 --> 00:02:57.600]  在提摩太后書的三章16至17節
[00:02:57.600 --> 00:02:58.800]  都告訴我們
[00:02:58.800 --> 00:03:01.200]  聖經都是神所物事的
[00:03:01.200 --> 00:03:05.040]  於教訓篤責使人歸正
[00:03:05.040 --> 00:03:07.920]  教導人學義都是有益的
[00:03:07.920 --> 00:03:12.800]  教育屬神的人得以完全預備行各樣的善事
[00:03:12.800 --> 00:03:16.880]  神的話語就是能夠幫助我們成為一個完全人
[00:03:16.880 --> 00:03:20.080]  能夠來準備神為了我們預備
[00:03:20.080 --> 00:03:24.320]  以我們所做的所有的善事
[00:03:24.320 --> 00:03:27.360]  在《針賢》的一章一至四節
[00:03:27.360 --> 00:03:29.760]  都有很相似的經文
[00:03:29.760 --> 00:03:30.640]  經文說
[00:03:30.640 --> 00:03:34.560]  以色列皇大為兒子所羅門的《針賢》
[00:03:34.560 --> 00:03:37.840]  要使人曉得智慧和奮慧
[00:03:37.840 --> 00:03:39.680]  分別通達的言語
[00:03:39.680 --> 00:03:42.400]  使人處事領受智慧
[00:03:42.400 --> 00:03:45.760]  仁義公平正直的奮慧
[00:03:45.760 --> 00:03:47.360]  使愚人靈明
[00:03:47.360 --> 00:03:50.480]  使少年人有知識和謀略
[00:03:50.480 --> 00:03:54.320]  我們看到《針賢》真是神的智慧
[00:03:54.320 --> 00:03:56.000]  充滿了神的智慧
[00:03:56.000 --> 00:03:58.480]  我們要透過我們的禱告
[00:03:58.480 --> 00:04:02.560]  讓這些神的智慧活出在我們的生命當中
[00:04:02.560 --> 00:04:05.280]  來榮耀神
[00:04:05.280 --> 00:04:08.640]  其實這個世界真是非常複雜
[00:04:08.640 --> 00:04:10.240]  非常繁忙
[00:04:10.240 --> 00:04:12.880]  我們說《針賢》的介紹的時候
[00:04:12.880 --> 00:04:14.400]  我們都說過
[00:04:14.400 --> 00:04:18.960]  其實每一天我們都要作出很多很多不同的決定
[00:04:18.960 --> 00:04:19.840]  很可惜
[00:04:19.840 --> 00:04:23.840]  一般的基督徒都是忽略了神給我們的智慧
[00:04:23.840 --> 00:04:26.320]  每一篇的《針賢》
[00:04:26.320 --> 00:04:27.360]  每一章的《針賢》
[00:04:27.360 --> 00:04:33.040]  都有20至35個從神而來智慧的教導
[00:04:33.040 --> 00:04:36.960]  是適應我們生活當中所面對每一個問題
[00:04:36.960 --> 00:04:39.680]  所面對的每一個環節
[00:04:39.680 --> 00:04:41.760]  所以是很適合我們
[00:04:41.760 --> 00:04:47.120]  我們粵語堂在前些時剛才說完《十二先知書》
[00:04:47.120 --> 00:04:49.680]  其中有一部書叫做《哈該書》
[00:04:49.680 --> 00:04:52.800]  在二章21至22節
[00:04:52.800 --> 00:04:56.800]  告訴我們當耶穌基督快要回來的時候
[00:04:56.800 --> 00:04:59.920]  天地都要被震動
[00:04:59.920 --> 00:05:04.000]  我們看到現在這個新冠病毒的疫情
[00:05:04.000 --> 00:05:06.880]  就是很明顯其中一個震動
[00:05:06.880 --> 00:05:08.480]  已經很可怕了
[00:05:08.480 --> 00:05:12.160]  我們已經隔離了半年
[00:05:12.160 --> 00:05:16.320]  你說當耶穌基督再接近要回來的時候
[00:05:16.320 --> 00:05:19.040]  那些震動會更加厲害
[00:05:19.040 --> 00:05:22.160]  比這個新冠病毒更加厲害
[00:05:22.160 --> 00:05:23.760]  你說怎麼辦
[00:05:23.760 --> 00:05:25.760]  如果我們是基督徒
[00:05:25.760 --> 00:05:29.200]  我們繼續每天用《針賢》來討報的話
[00:05:29.200 --> 00:05:31.200]  就算天地都被震動
[00:05:31.200 --> 00:05:34.800]  我們仍然都能夠有從神而來的平安
[00:05:34.800 --> 00:05:37.680]  我們仍然都能夠有穩健的腳步
[00:05:37.680 --> 00:05:41.200]  來走每一天的路
[00:05:41.200 --> 00:05:44.000]  為什麼我們要用《針賢》來討報呢
[00:05:44.000 --> 00:05:45.200]  我們再看看
[00:05:45.200 --> 00:05:49.200]  其實討報就是最好密掌的工具
[00:05:49.200 --> 00:05:51.360]  我們知道《針賢》有很多時候
[00:05:51.360 --> 00:05:52.800]  我讀下去的時候
[00:05:52.800 --> 00:05:55.840]  覺得《針賢》是很簡單很直接
[00:05:55.840 --> 00:05:58.080]  但是也有些經文
[00:05:58.080 --> 00:06:00.400]  不是那麼直接 不是那麼簡單
[00:06:00.400 --> 00:06:02.880]  需要細心去咀嚼
[00:06:02.880 --> 00:06:05.840]  需要去思想 需要去領悟
[00:06:05.840 --> 00:06:11.360]  最好領悟的方法就是透過討告來密掌
[00:06:11.360 --> 00:06:15.200]  所以我們讀《針賢》不是正正是讀經文
[00:06:15.200 --> 00:06:18.800]  而是透過經文來跟神討告
[00:06:18.800 --> 00:06:21.360]  討告就是跟神的說話
[00:06:21.360 --> 00:06:24.720]  迫使我們要密掌經文
[00:06:24.720 --> 00:06:27.440]  如果我們是用《針賢》來跟神說話
[00:06:27.440 --> 00:06:29.280]  我們不明白《針賢》的話
[00:06:29.280 --> 00:06:31.920]  我們沒辦法可以跟神說話
[00:06:31.920 --> 00:06:33.920]  所以迫使我們去密掌
[00:06:33.920 --> 00:06:36.480]  迫使我們去用這些言語
[00:06:36.480 --> 00:06:39.680]  在靈裡面跟神有一個交通
[00:06:39.680 --> 00:06:44.640]  以致我們能夠跟神建立更良好的關係
[00:06:44.640 --> 00:06:46.880]  我們一起來看看
[00:06:46.880 --> 00:06:48.160]  如果是這樣
[00:06:48.160 --> 00:06:51.360]  我們怎樣能夠用《針賢》來討告
[00:06:51.360 --> 00:06:53.760]  首先我們要作好準備
[00:06:53.760 --> 00:06:56.640]  《針賢》一共有31張
[00:06:56.640 --> 00:06:59.200]  或者31篇的《針賢》
[00:06:59.200 --> 00:07:02.240]  一個月就有30或者31天
[00:07:02.240 --> 00:07:05.840]  所以我們一個月就能夠把《針賢》讀完
[00:07:05.840 --> 00:07:09.440]  一年可以讀《針賢》12次
[00:07:09.440 --> 00:07:12.480]  如果我們是透過《針賢》來討告的話
[00:07:12.480 --> 00:07:16.240]  我們一定會更加與神親近
[00:07:16.240 --> 00:07:18.880]  能夠與神同行
[00:07:18.880 --> 00:07:21.760]  相信大家都聽過有人說
[00:07:21.760 --> 00:07:23.920]  如果你一天吃一個蘋果
[00:07:23.920 --> 00:07:25.600]  可以使誰遠離你
[00:07:25.600 --> 00:07:27.840]  使醫生遠離你
[00:07:27.840 --> 00:07:31.120]  如果我們一天能夠讀一張《針賢》
[00:07:31.120 --> 00:07:32.880]  用它來討告的話
[00:07:32.880 --> 00:07:37.040]  我們是能夠使魔鬼遠離我們
[00:07:37.040 --> 00:07:40.080]  在用《針賢》討告之前
[00:07:40.080 --> 00:07:43.520]  我們首先要學習揀選經文
[00:07:43.520 --> 00:07:47.280]  揀選經文 用這些經文來祈禱
[00:07:47.280 --> 00:07:49.120]  剛剛開始的時候
[00:07:49.120 --> 00:07:53.120]  我們不習慣用經文來向神討告
[00:07:53.120 --> 00:07:56.400]  所以我們應該要選多些經文
[00:07:56.400 --> 00:08:00.000]  因為可能我們不是跟神有這麼多話說
[00:08:00.000 --> 00:08:03.440]  所以我們不妨選擇半張
[00:08:03.440 --> 00:08:05.360]  甚至是一張經文
[00:08:05.360 --> 00:08:07.360]  帶到神的面前
[00:08:07.360 --> 00:08:09.920]  如果我們慢慢討告
[00:08:09.920 --> 00:08:11.680]  跟神的話多了
[00:08:11.680 --> 00:08:15.040]  我們可以將揀選的經文減少
[00:08:15.040 --> 00:08:18.080]  減到甚至是幾個經文
[00:08:18.080 --> 00:08:19.520]  或者是一節經文
[00:08:19.520 --> 00:08:21.440]  來向神討告
[00:08:21.440 --> 00:08:26.800]  我們也不妨開始用羅馬書八章26節
[00:08:26.800 --> 00:08:28.000]  去到神的面前
[00:08:28.000 --> 00:08:31.360]  就是承認我們不懂得怎樣來討告
[00:08:31.360 --> 00:08:34.640]  願聖靈帶領我們 幫助我們
[00:08:34.640 --> 00:08:36.960]  能夠懂得怎樣討告
[00:08:36.960 --> 00:08:39.360]  然後我們就要很細心
[00:08:39.360 --> 00:08:43.520]  去讀《針賢》的這些經文
[00:08:43.520 --> 00:08:46.880]  我們要用一部紀事簿或者日記
[00:08:46.880 --> 00:08:50.640]  來記下所有我們的心得
[00:08:50.640 --> 00:08:53.680]  這些心得當中可能是有好有壞的
[00:08:53.680 --> 00:08:55.840]  好的就是我們能夠
[00:08:55.840 --> 00:08:57.760]  幫助尋求神的東西
[00:08:57.760 --> 00:09:00.080]  或者是幫助我們能夠親近神的
[00:09:00.080 --> 00:09:01.520]  我們將它寫下來
[00:09:01.520 --> 00:09:03.520]  也有時候可能有些東西
[00:09:03.520 --> 00:09:06.240]  能夠妨礙我們親近神
[00:09:06.240 --> 00:09:08.320]  妨礙我們來到尋求神
[00:09:08.320 --> 00:09:11.120]  我們都要將它寫下來
[00:09:11.120 --> 00:09:13.760]  然後我們就要討告
[00:09:13.760 --> 00:09:15.360]  感謝神
[00:09:15.360 --> 00:09:17.920]  多謝祂能夠幫助我們
[00:09:17.920 --> 00:09:19.760]  用《針賢》來討告
[00:09:19.760 --> 00:09:22.160]  求神賜給我們智慧
[00:09:22.160 --> 00:09:26.960]  能夠將《針賢》的智慧活出在我們的生命當中
[00:09:26.960 --> 00:09:30.720]  能夠將榮耀重讚帶給它
[00:09:30.720 --> 00:09:32.240]  如果我們要這樣做
[00:09:32.240 --> 00:09:35.920]  我們一定要有一個很服從的心才行
[00:09:35.920 --> 00:09:40.400]  做好了經文的準備
[00:09:40.400 --> 00:09:44.720]  第二點我們就要是準備我們的心
[00:09:44.720 --> 00:09:47.040]  有人說 哇 準備的心
[00:09:47.040 --> 00:09:49.200]  怎樣準備的心法
[00:09:49.200 --> 00:09:53.120]  就是我們要知道我們討告的對象是誰
[00:09:53.120 --> 00:09:56.080]  當我們知道了我們討告的對象是誰
[00:09:56.080 --> 00:09:59.680]  自然就會準備我們的心來討告
[00:09:59.680 --> 00:10:02.000]  當然我們的對象是神
[00:10:02.000 --> 00:10:03.920]  所以我們會說兩點
[00:10:03.920 --> 00:10:06.400]  第一點就是要尋求神
[00:10:06.400 --> 00:10:09.920]  第二點就是要聆聽祂的話語
[00:10:09.920 --> 00:10:13.040]  在《針賢》的八章35節
[00:10:13.040 --> 00:10:14.240]  神說
[00:10:14.240 --> 00:10:16.880]  「尋得我的就尋得生命
[00:10:16.880 --> 00:10:20.080]  必蒙耶和華的恩惠」
[00:10:20.080 --> 00:10:24.880]  誰能夠尋求神就能夠得生命
[00:10:24.880 --> 00:10:29.040]  希臘有一個智者叫做阿里士多德
[00:10:29.040 --> 00:10:30.960]  他曾經說過一句話
[00:10:30.960 --> 00:10:33.120]  因為他是很著重知識
[00:10:33.120 --> 00:10:36.640]  他說有知識的人就有得生命
[00:10:36.640 --> 00:10:38.960]  他說有知識的人就有得生命
[00:10:38.960 --> 00:10:41.520]  但其實他不是一個基督徒
[00:10:41.520 --> 00:10:42.800]  所以他不知道
[00:10:42.800 --> 00:10:45.360]  原來聖經裡面教我們
[00:10:45.360 --> 00:10:48.880]  要得知識、要得智慧要怎麼做
[00:10:48.880 --> 00:10:49.920]  《針賢》說
[00:10:49.920 --> 00:10:53.040]  「智慧」的開端是敬畏神
[00:10:53.040 --> 00:10:54.320]  尋求神
[00:10:54.320 --> 00:10:57.840]  所以我們看到阿里士多德所說的
[00:10:57.840 --> 00:10:59.280]  原來他不知道
[00:10:59.280 --> 00:11:05.520]  只有神才能夠給我們從神而來的智慧
[00:11:05.520 --> 00:11:09.200]  所以我們每個人都要很謙卑地
[00:11:09.200 --> 00:11:12.080]  去到神的面前來尋求神
[00:11:12.080 --> 00:11:13.840]  來敬畏神
[00:11:13.840 --> 00:11:15.680]  在《針賢》的三章七節
[00:11:15.680 --> 00:11:16.480]  經文說
[00:11:16.480 --> 00:11:18.400]  「不要自以為有智慧
[00:11:18.400 --> 00:11:21.680]  要敬畏耶和華,遠離惡事」
[00:11:21.680 --> 00:11:26.160]  一個人如果不敬畏耶和華就是蝕蠻人
[00:11:26.160 --> 00:11:29.440]  在《針賢》裡面充滿了對比
[00:11:29.440 --> 00:11:31.200]  敬畏耶和華的人
[00:11:31.200 --> 00:11:32.560]  尋求耶和華的人
[00:11:32.560 --> 00:11:35.600]  和不尋求耶和華的人有一個對比
[00:11:35.600 --> 00:11:37.760]  不尋求的就是蝕蠻人
[00:11:37.760 --> 00:11:40.160]  在《針賢》的十五章十二節
[00:11:40.160 --> 00:11:42.640]  說蝕蠻人不愛受責備
[00:11:42.640 --> 00:11:45.920]  也不就近自慰人
[00:11:45.920 --> 00:11:47.520]  一個蝕蠻人
[00:11:47.520 --> 00:11:49.120]  一個不尋求神的人
[00:11:49.120 --> 00:11:52.720]  他不會喜歡別人去責備他
[00:11:52.720 --> 00:11:54.560]  他不會聽神的話語
[00:11:54.560 --> 00:11:57.920]  所以他不能夠得到真正的智慧
[00:11:57.920 --> 00:12:01.360]  《針賢》的三章十三至十四節
[00:12:01.360 --> 00:12:03.760]  也都說得智慧得聰明的
[00:12:03.760 --> 00:12:05.760]  者人便為有福
[00:12:05.760 --> 00:12:10.880]  他所得到的是勝過所有的金銀財寶
[00:12:10.880 --> 00:12:12.160]  我們看到
[00:12:12.160 --> 00:12:14.960]  除了我們是認清對象
[00:12:14.960 --> 00:12:16.400]  我們要尋求神
[00:12:16.400 --> 00:12:18.560]  我們還要聆聽神
[00:12:18.560 --> 00:12:21.600]  有人說為什麼這麼奇怪要聆聽神的?
[00:12:21.600 --> 00:12:23.680]  禱告不是和神說話嗎?
[00:12:23.680 --> 00:12:25.360]  為什麼要聆聽神?
[00:12:25.360 --> 00:12:27.840]  其實禱告是雙方面的
[00:12:27.840 --> 00:12:30.160]  禱告不單止是和神說話
[00:12:30.160 --> 00:12:32.800]  還要聽神和我們說話
[00:12:32.800 --> 00:12:36.160]  所以我們就是要藉著針賢來禱告
[00:12:36.160 --> 00:12:38.160]  藉著神的話語來禱告
[00:12:38.160 --> 00:12:40.320]  一方面我們和神說話
[00:12:40.320 --> 00:12:43.200]  另一方面就是透過針賢神
[00:12:43.200 --> 00:12:45.760]  也都是和我們來說話
[00:12:45.760 --> 00:12:47.600]  但是我們要聆聽
[00:12:47.600 --> 00:12:50.000]  在《針賢》的十九章二十節
[00:12:50.000 --> 00:12:52.320]  說聽神勸教的
[00:12:52.320 --> 00:12:53.680]  受分配的
[00:12:53.680 --> 00:12:55.680]  就會有智慧
[00:12:55.680 --> 00:12:57.440]  我們要聽神的話語
[00:12:57.440 --> 00:12:58.640]  聽神聆聽神
[00:12:58.640 --> 00:13:01.760]  我們才能夠得到從神而來的智慧
[00:13:01.760 --> 00:13:03.840]  在《針賢》的十章八節
[00:13:03.840 --> 00:13:05.200]  說有知識的人
[00:13:05.200 --> 00:13:07.760]  又會接受神的命令
[00:13:07.760 --> 00:13:11.280]  口裡餘望的人就必自傾倒
[00:13:11.280 --> 00:13:13.360]  這裡我們看到有一個對比
[00:13:13.360 --> 00:13:15.680]  就是知識人和餘望人
[00:13:15.680 --> 00:13:19.280]  一個知識人是會接受神的命令
[00:13:19.280 --> 00:13:21.280]  接受神的話語
[00:13:21.280 --> 00:13:24.800]  所羅門王其實就是一個很好的例子
[00:13:24.800 --> 00:13:27.760]  我們知道他在位不久之後
[00:13:27.760 --> 00:13:29.520]  神就向他顯現
[00:13:29.520 --> 00:13:31.680]  問他說你要什麼
[00:13:31.680 --> 00:13:34.000]  你要什麼我都會給你
[00:13:34.000 --> 00:13:37.200]  但是所羅門王是沒有求到財富
[00:13:37.200 --> 00:13:39.520]  他是沒有求到長壽
[00:13:39.520 --> 00:13:43.200]  他甚至沒有求到戰勝他的敵人
[00:13:43.200 --> 00:13:46.400]  但是他是求得到智慧
[00:13:46.400 --> 00:13:49.040]  智慧就是有一個理解的心
[00:13:49.040 --> 00:13:51.840]  智慧就是有一個聆聽的心
[00:13:51.840 --> 00:13:54.800]  智慧就是心裡面有一個地方
[00:13:54.800 --> 00:13:57.920]  願意打開來接受別人的意見
[00:13:57.920 --> 00:14:00.400]  尤其是神的話語
[00:14:00.400 --> 00:14:02.800]  很可惜在美國
[00:14:02.800 --> 00:14:04.880]  接近百分之九十的人
[00:14:04.880 --> 00:14:07.360]  都說自己是相信有神
[00:14:07.360 --> 00:14:11.440]  但是越來越少人是願意聆聽神的話語
[00:14:11.440 --> 00:14:14.720]  甚至當他們是道德上出現了問題
[00:14:14.720 --> 00:14:19.280]  他們都不會走回去尋求神的話語
[00:14:19.280 --> 00:14:21.680]  在《真言》的十三章一節
[00:14:21.680 --> 00:14:24.720]  說智慧人聽父親的教訓
[00:14:24.720 --> 00:14:26.880]  薛曼仁不聽責備
[00:14:26.880 --> 00:14:30.400]  一個有智慧的人願意聽他父親的教訓
[00:14:30.400 --> 00:14:33.840]  當然也都願意聽是神的教訓
[00:14:33.840 --> 00:14:38.720]  但是一個薛曼仁就不願意聽任何人的責備
[00:14:38.720 --> 00:14:40.560]  在《真言》的十六章一節
[00:14:40.560 --> 00:14:44.080]  說人是可以靠著自己的智慧
[00:14:44.080 --> 00:14:46.160]  來籌備一切
[00:14:46.160 --> 00:14:49.600]  但是最後講話算數的是誰?
[00:14:49.600 --> 00:14:52.000]  最後講話算數的是神
[00:14:52.000 --> 00:14:56.000]  所以我們很需要聆聽神
[00:14:56.000 --> 00:14:59.600]  我們搞清楚我們禱告的對象是神
[00:14:59.600 --> 00:15:01.040]  我們要尋求神
[00:15:01.040 --> 00:15:02.640]  我們要聆聽神
[00:15:02.640 --> 00:15:08.640]  接著我們要注重的就是禱告的途徑
[00:15:08.640 --> 00:15:10.880]  我們禱告的途徑
[00:15:10.880 --> 00:15:13.120]  今天會跟大家講的是三點
[00:15:13.120 --> 00:15:16.800]  第一點是要追求神的旨意
[00:15:16.800 --> 00:15:18.960]  要尋求神的旨意
[00:15:18.960 --> 00:15:22.000]  《真言》的三章五至六節
[00:15:22.000 --> 00:15:24.880]  說你要專心養賴耶和華
[00:15:24.880 --> 00:15:27.280]  不可依靠自己的聰明
[00:15:27.280 --> 00:15:30.800]  在你一切所行的事上都要認定他
[00:15:30.800 --> 00:15:33.280]  他必指引你的路
[00:15:33.280 --> 00:15:35.680]  我們看到我們禱告
[00:15:35.680 --> 00:15:40.640]  我們要照著神的旨意來祈求
[00:15:40.640 --> 00:15:42.880]  就好像我們平時的生命
[00:15:42.880 --> 00:15:45.280]  我們是要神來帶領我們
[00:15:45.280 --> 00:15:47.040]  在我們的禱告也是一樣
[00:15:47.040 --> 00:15:49.360]  我們要追求神的旨意
[00:15:49.360 --> 00:15:52.560]  在《約翰福音》的十六章二十三節
[00:15:52.560 --> 00:15:53.760]  耶穌基督說
[00:15:53.760 --> 00:15:56.320]  我實實在在告訴你們
[00:15:56.320 --> 00:15:58.640]  你們若向父求什麼
[00:15:58.640 --> 00:16:01.840]  他必因我的名而給你們
[00:16:01.840 --> 00:16:03.760]  這一節的經文很不幸
[00:16:03.760 --> 00:16:06.880]  是被很多的弟兄姊妹誤解了
[00:16:06.880 --> 00:16:09.280]  他們會是禱告完之後
[00:16:09.280 --> 00:16:11.520]  就加上奉主名求
[00:16:11.520 --> 00:16:13.760]  就希望照著這一節的經文
[00:16:13.760 --> 00:16:15.440]  說神就會答應
[00:16:15.440 --> 00:16:18.160]  所以他們就會長篇大論這樣
[00:16:18.160 --> 00:16:20.560]  為自己求這個求那個
[00:16:20.560 --> 00:16:23.760]  求完了之後就加上奉主名求
[00:16:23.760 --> 00:16:26.400]  就希望神會答應他們
[00:16:26.400 --> 00:16:28.960]  其實奉主名求的意思
[00:16:28.960 --> 00:16:32.240]  是照著神的意思來求
[00:16:32.240 --> 00:16:34.640]  照著神的旨意來求
[00:16:34.640 --> 00:16:35.680]  有人說
[00:16:35.680 --> 00:16:36.880]  袁牧師
[00:16:36.880 --> 00:16:39.200]  你在哪裡看到這一節經文
[00:16:39.200 --> 00:16:43.200]  說奉主名求是照著神的旨意來求
[00:16:43.200 --> 00:16:47.920]  在《約翰福音》一書的五章十三節到十五節
[00:16:47.920 --> 00:16:49.440]  約翰跟我們說
[00:16:49.440 --> 00:16:52.160]  他說我將這些話寫給你們
[00:16:52.160 --> 00:16:55.280]  信奉神而旨之名的人
[00:16:55.280 --> 00:16:56.480]  什麼意思?
[00:16:56.480 --> 00:16:58.320]  就是奉主名的人
[00:16:58.320 --> 00:17:01.520]  信奉神而旨之名的人
[00:17:01.520 --> 00:17:04.240]  第一要叫你們知道自己有永生
[00:17:04.240 --> 00:17:06.480]  首先你們要知道你們有永生
[00:17:06.480 --> 00:17:07.520]  接著呢?
[00:17:07.520 --> 00:17:10.640]  我們若照他的旨意求什麼
[00:17:10.640 --> 00:17:12.320]  他就聽我們
[00:17:12.320 --> 00:17:14.000]  這裡所以就說
[00:17:14.000 --> 00:17:15.840]  奉主名的人
[00:17:15.840 --> 00:17:18.640]  如果我們照神的旨意來求
[00:17:18.640 --> 00:17:20.560]  他就會聽我們
[00:17:20.560 --> 00:17:21.920]  經文接著說
[00:17:21.920 --> 00:17:25.840]  這是我們向他所傳坦言無懼的心
[00:17:25.840 --> 00:17:29.440]  既然知道他聽我們一切所求的
[00:17:29.440 --> 00:17:32.160]  就知道我們所求於他的
[00:17:32.160 --> 00:17:34.480]  無不得著
[00:17:34.480 --> 00:17:36.080]  所以我們第一點
[00:17:36.080 --> 00:17:40.320]  真的要照著神的旨意來討稿
[00:17:40.320 --> 00:17:44.080]  馬丁路德給了我們一個很好的例子
[00:17:44.080 --> 00:17:45.680]  馬丁路德有個好朋友
[00:17:45.680 --> 00:17:48.640]  叫做Fedrick Mykonius
[00:17:48.640 --> 00:17:50.320]  這個Fedrick Mykonius
[00:17:50.320 --> 00:17:53.440]  曾經有一次他是病到五顏六色
[00:17:53.440 --> 00:17:54.960]  病到快要死了
[00:17:54.960 --> 00:17:57.520]  所以他寫信給馬丁路德
[00:17:57.520 --> 00:17:58.480]  告訴他
[00:17:58.480 --> 00:17:59.280]  我快要死了
[00:17:59.280 --> 00:18:00.880]  我向你道別
[00:18:00.880 --> 00:18:03.360]  你說寫信就可以跟人道別?
[00:18:03.360 --> 00:18:05.920]  現在的人打電話微信
[00:18:05.920 --> 00:18:06.720]  喂
[00:18:06.720 --> 00:18:09.200]  當時是1540年
[00:18:09.200 --> 00:18:11.360]  十六世紀
[00:18:11.360 --> 00:18:13.840]  所以是很久以前的事
[00:18:13.840 --> 00:18:15.280]  所以他又要寫信
[00:18:15.280 --> 00:18:17.520]  馬丁路德接到他那封信之後
[00:18:17.520 --> 00:18:18.880]  立刻回信
[00:18:18.880 --> 00:18:20.480]  他說你不能死
[00:18:20.480 --> 00:18:22.160]  我不允許你死
[00:18:22.160 --> 00:18:24.960]  你還要幫助我改革教會
[00:18:24.960 --> 00:18:26.640]  你還有很多事情要做
[00:18:26.640 --> 00:18:29.360]  神不會讓我聽見你的死信
[00:18:29.360 --> 00:18:32.960]  神一定會使你比我更加長命
[00:18:32.960 --> 00:18:35.520]  他說我會這樣來討稿
[00:18:35.520 --> 00:18:37.920]  願意神會使你好
[00:18:37.920 --> 00:18:40.160]  因為你還有很多事情要做
[00:18:40.160 --> 00:18:43.200]  我就是照著神的旨意來討稿
[00:18:43.200 --> 00:18:44.960]  願意神聽我的討稿
[00:18:44.960 --> 00:18:47.840]  將一切的榮耀歸給他
[00:18:47.840 --> 00:18:49.360]  有很多人會認為
[00:18:49.360 --> 00:18:50.720]  馬丁路德的討稿
[00:18:50.720 --> 00:18:52.720]  似乎真的很不近人情
[00:18:52.720 --> 00:18:54.720]  人家就快死了
[00:18:54.720 --> 00:18:56.480]  你的好朋友你還說不能死
[00:18:56.480 --> 00:18:58.880]  你要幫我做很多事情
