
[00:00:00.000 --> 00:00:05.000]  今日的題目是「勝過苦難的良方」
[00:01:58.000 --> 00:02:04.000]  「老公 如果你愛我 為甚麼你沒有送花給我呢」
[00:02:04.000 --> 00:02:06.000]  今天有這麼多漂亮的花
[00:02:06.000 --> 00:02:08.000]  後面那束花很漂亮
[00:02:08.000 --> 00:02:13.000]  今早我們參加FUMC的80週年堂慶
[00:02:13.000 --> 00:02:19.000]  介紹花是我們使命浸信會的心意送給他們的
[00:02:19.000 --> 00:02:21.000]  台下的人都很驚訝
[00:02:21.000 --> 00:02:25.000]  加上60枝玫瑰 再加上其他花
[00:02:25.000 --> 00:02:27.000]  應該是80枝了
[00:02:27.000 --> 00:02:29.000]  有一天有位老婆就說
[00:02:29.000 --> 00:02:33.000]  「老公 你不愛我了 你怎麼不送花給我呢」
[00:02:33.000 --> 00:02:35.000]  然後就說
[00:02:35.000 --> 00:02:39.000]  「老公 如果你有錢 你就有能力買花給我」
[00:02:39.000 --> 00:02:42.000]  「但是我現在沒有收到花」
[00:02:42.000 --> 00:02:47.000]  「也就是說 要不你孤寒 要不你不愛我」
[00:02:47.000 --> 00:02:50.000]  很多太太在笑
[00:02:50.000 --> 00:02:54.000]  我想問問在座很多老公
[00:02:54.000 --> 00:02:58.000]  你同不同意你老婆的推論嗎
[00:02:58.000 --> 00:03:00.000]  好像很合邏輯
[00:03:00.000 --> 00:03:03.000]  大家轉過頭來
[00:03:03.000 --> 00:03:08.000]  大家聽了覺得不像 不應該是這樣的
[00:03:08.000 --> 00:03:13.000]  那怎樣化解這一場風暴呢
[00:03:13.000 --> 00:03:15.000]  如果大家是老公 你可能會說
[00:03:15.000 --> 00:03:19.000]  「老婆 這就代表我不愛你嗎」
[00:03:19.000 --> 00:03:22.000]  「我和你天天牽著手去買菜」
[00:03:22.000 --> 00:03:26.000]  「我又和你分工合作 打理這條家」
[00:03:26.000 --> 00:03:31.000]  「我以往都很努力 給你現在有安穩的生活」
[00:03:31.000 --> 00:03:35.000]  「難道不是愛你的表現嗎」
[00:03:35.000 --> 00:03:40.000]  老婆立即說「我也是 只有你付出嗎」
[00:03:40.000 --> 00:03:43.000]  老公怎麼回答呢
[00:03:43.000 --> 00:03:45.000]  老公說「我當然知道」
[00:03:45.000 --> 00:03:48.000]  「所以我一直都很愛你」
[00:03:48.000 --> 00:03:53.000]  「難道這就是你對我愛的表現嗎」
[00:03:53.000 --> 00:03:56.000]  「你如果不愛我 又怎會將你的青春」
[00:03:56.000 --> 00:03:59.000]  「你的一生 付託給我呢」
[00:03:59.000 --> 00:04:01.000]  其實就是繞個圈子告訴她
[00:04:01.000 --> 00:04:04.000]  老公也付託了青春給她
[00:04:04.000 --> 00:04:08.000]  可能當時老婆應該沒有話說
[00:04:08.000 --> 00:04:11.000]  應該覺得「OK」
[00:04:11.000 --> 00:04:14.000]  但如果她還不罷休 仍然吸氣的話
[00:04:14.000 --> 00:04:16.000]  還想有話說呢
[00:04:16.000 --> 00:04:18.000]  大家可以再補多一句或兩句
[00:04:18.000 --> 00:04:22.000]  「老婆 你看 你現在手上戴的戒指」
[00:04:22.000 --> 00:04:26.000]  「不是比花貴很多嗎」
[00:04:26.000 --> 00:04:28.000]  如果她還想說
[00:04:28.000 --> 00:04:33.000]  「現在那間House 都是你的名字」
[00:04:33.000 --> 00:04:35.000]  我想這時候應該化解到
[00:04:35.000 --> 00:04:39.000]  玫瑰花和愛的爭辯
[00:04:39.000 --> 00:04:45.000]  但是上帝的愛和苦難這個難題
[00:04:45.000 --> 00:04:47.000]  又如何解決呢
[00:04:47.000 --> 00:04:51.000]  上帝和愛的 上帝和苦難的問題
[00:04:51.000 --> 00:04:55.000]  剛才那句 年輕人給我們看的
[00:04:55.000 --> 00:04:58.000]  如果上帝是慈愛 就不會有苦難
[00:04:58.000 --> 00:05:02.000]  如果上帝是全能 有能力消滅所有苦難
[00:05:02.000 --> 00:05:04.000]  如果仍然有苦難
[00:05:04.000 --> 00:05:08.000]  他要麼不是慈愛 要麼不是全能
[00:05:08.000 --> 00:05:14.000]  有苦難的存在 是否代表上帝不是慈愛呢
[00:05:14.000 --> 00:05:18.000]  這次的槍擊事件的確是一個悲劇 是一個苦難
[00:05:18.000 --> 00:05:24.000]  導致了58人死亡 超過58人受傷
[00:05:24.000 --> 00:05:28.000]  可能大家都去過這個酒店附近
[00:05:28.000 --> 00:05:32.000]  很多弟兄姊妹都說 都去過這個地方
[00:05:32.000 --> 00:05:37.000]  就是有一個槍手在這間酒店32層高的酒店房間
[00:05:37.000 --> 00:05:39.000]  打破了窗戶
[00:05:39.000 --> 00:05:46.000]  然後向著下面出席音樂會的過萬人
[00:05:46.000 --> 00:05:50.000]  在那裡參加音樂會 然後亂槍掃射
[00:05:50.000 --> 00:05:52.000]  你有機會看新聞片段
[00:05:52.000 --> 00:05:57.000]  聽到很多次機關槍的聲音
[00:05:57.000 --> 00:05:59.000]  當警察去到酒店房間的時候
[00:05:59.000 --> 00:06:03.000]  發現這個槍手已經自殺身亡
[00:06:03.000 --> 00:06:06.000]  他的房間有十支槍
[00:06:06.000 --> 00:06:12.000]  其中一支槍 相信是他開的重型槍械
[00:06:12.000 --> 00:06:14.000]  有翻譯叫做衝鋒槍
[00:06:14.000 --> 00:06:17.000]  多少錢一支 你知不知道
[00:06:17.000 --> 00:06:20.000]  原來是1500美元一支
[00:06:20.000 --> 00:06:24.000]  等於一部蘋果的電腦
[00:06:24.000 --> 00:06:26.000]  即是你不買蘋果的電腦
[00:06:26.000 --> 00:06:31.000]  你可以買那支這麼大威力的手槍
[00:06:31.000 --> 00:06:34.000]  根據2017年美國的統計
[00:06:34.000 --> 00:06:37.000]  大約有40%的美國人
[00:06:37.000 --> 00:06:40.000]  表示他們是有槍的
[00:06:40.000 --> 00:06:45.000]  40% 他們自己有槍 或者家裡有槍
[00:06:45.000 --> 00:06:49.000]  而美國涉及槍的謀殺和誤殺率
[00:06:49.000 --> 00:06:52.000]  是發達中國家最高的
[00:06:52.000 --> 00:06:58.000]  在2016年 美國有超過11000宗的謀殺和誤殺
[00:06:58.000 --> 00:07:01.000]  都是跟槍有關的
[00:07:01.000 --> 00:07:08.000]  有人說 如果上帝早就阻止了第一支槍的發明
[00:07:08.000 --> 00:07:11.000]  那就甚麼事都沒有了
[00:07:11.000 --> 00:07:15.000]  如果上帝早就阻止了第一支槍的發明
[00:07:15.000 --> 00:07:18.000]  是不是就是甚麼事都沒有了呢
[00:07:18.000 --> 00:07:23.000]  大家知不知道為甚麼上帝會容忍罪惡呢
[00:07:23.000 --> 00:07:29.000]  其中一個原因 可能是上帝很想給人很寶貴的東西
[00:07:29.000 --> 00:07:32.000]  或者我們學習過一樣很寶貴的東西
[00:07:32.000 --> 00:07:35.000]  這就是自由意志
[00:07:35.000 --> 00:07:38.000]  Free will 自由意志
[00:07:38.000 --> 00:07:42.000]  因為上帝很想創造一個人
[00:07:42.000 --> 00:07:46.000]  不是想創造一個機械人
[00:07:46.000 --> 00:07:50.000]  機械人和人有甚麼分別呢
[00:07:50.000 --> 00:07:56.000]  如果有一天 大家和老公已經白頭到老了
[00:07:56.000 --> 00:08:00.000]  睡覺的時候 看到老公的頭髮都開始脫落了
[00:08:00.000 --> 00:08:03.000]  你都幫他撥一下頭髮
[00:08:03.000 --> 00:08:06.000]  很欣賞這個帥哥
[00:08:06.000 --> 00:08:11.000]  撥一下的時候 咦 為甚麼頭頂有個按鈕呢
[00:08:11.000 --> 00:08:19.000]  你按一下 頭頂突然有一條線出來
[00:08:19.000 --> 00:08:25.000]  有張USB卡 拍照機那些
[00:08:25.000 --> 00:08:28.000]  你一按 卡就彈了出來
[00:08:28.000 --> 00:08:31.000]  你給電腦人看一看
[00:08:31.000 --> 00:08:35.000]  輸入電腦 哦 原來你何時結婚的
[00:08:35.000 --> 00:08:38.000]  原來你老公那次說的東西哄你
[00:08:38.000 --> 00:08:41.000]  原來他做甚麼 怎樣求婚
[00:08:41.000 --> 00:08:45.000]  原來全部在程式裡有的
[00:08:45.000 --> 00:08:48.000]  嘩 我看到太太立刻搖頭
[00:08:48.000 --> 00:08:52.000]  我想那時候你立刻覺得整個人會掉下來
[00:08:52.000 --> 00:08:55.000]  原來我老公一直和我說的情話
[00:08:55.000 --> 00:08:59.000]  我們有個老公等了我們姐妹三十年
[00:08:59.000 --> 00:09:04.000]  那個愛情故事 原來所有東西都是程式
[00:09:04.000 --> 00:09:08.000]  原來不是他自己選擇 不是他自己願意等我
[00:09:08.000 --> 00:09:11.000]  這是一個更大的悲劇
[00:09:11.000 --> 00:09:20.000]  因為有自由 我們要選擇才會學習到真正那種愛的回應
[00:09:20.000 --> 00:09:24.000]  即是我們對上帝的回應 都是你自己自由選擇
[00:09:24.000 --> 00:09:27.000]  今天你可以選擇來還是不來
[00:09:27.000 --> 00:09:31.000]  你可以選擇去飲茶 你可以選擇睡晚一點
[00:09:31.000 --> 00:09:36.000]  但你選擇了來 這是你自己對上帝愛的回應
[00:09:36.000 --> 00:09:42.000]  這或者是上帝在伊甸園裡對我們始祖說的話
[00:09:42.000 --> 00:09:50.000]  有弟兄姐妹問過我 為何上帝一早要整一棵分辨善惡樹出來
[00:09:50.000 --> 00:09:54.000]  他不整這棵樹 又是甚麼事都沒有
[00:09:54.000 --> 00:09:57.000]  但為何要整呢
[00:09:57.000 --> 00:10:00.000]  在《創世紀》二章十五到十七節這樣說
[00:10:00.000 --> 00:10:06.000]  十五節 上帝與乃人安置在伊甸園裡 使他修理看守
[00:10:06.000 --> 00:10:10.000]  即是叫阿當幫我修理下樹 看守這個園
[00:10:10.000 --> 00:10:16.000]  又說你可以園中各樣樹上的果子 你都可以吃
[00:10:16.000 --> 00:10:21.000]  只是分辨善惡樹的果子 你不可以吃
[00:10:21.000 --> 00:10:24.000]  因為你吃的日子必定死
[00:10:24.000 --> 00:10:28.000]  上帝給人有選擇自由 因為有真正的自由
[00:10:28.000 --> 00:10:32.000]  我們才學到甚麼叫做「揀」
[00:10:32.000 --> 00:10:35.000]  要學「揀」 一定要有實際的場景
[00:10:35.000 --> 00:10:39.000]  甚麼意思呢 如果有一天大家年青的時候
[00:10:39.000 --> 00:10:46.000]  突然你爸爸說 「女兒 你要嫁人了」
[00:10:46.000 --> 00:10:51.000]  然後女兒說 「不嫁行不行」 「不行」
[00:10:51.000 --> 00:10:55.000]  然後說「爸爸 我都無得揀」 爸爸說「有 你出來」
[00:10:55.000 --> 00:11:01.000]  在背包裡帶了五十個男孩來 讓他揀
[00:11:01.000 --> 00:11:07.000]  這樣算不算有得揀呢 算不算
[00:11:07.000 --> 00:11:15.000]  五十個人 高矮肥瘦甚麼都有 算不算有得揀
[00:11:15.000 --> 00:11:21.000]  不算 為甚麼 因為無得揀 不揀
[00:11:21.000 --> 00:11:25.000]  就算在園裡有很多樹上的果子
[00:11:25.000 --> 00:11:30.000]  但如果沒有一棵是不可以揀的話
[00:11:30.000 --> 00:11:35.000]  分辨不到我們是否真的懂得學習去選擇
[00:11:35.000 --> 00:11:40.000]  去選擇尊重上帝 去選擇拒絕上帝
[00:11:40.000 --> 00:11:46.000]  他讓人開始學習這很寶貴的一課
[00:11:46.000 --> 00:11:52.000]  所以就算連耶穌自己傳福音 也有人不信
[00:11:52.000 --> 00:11:57.000]  很多人都拒絕耶穌 就算耶穌行了很多神蹟
[00:11:57.000 --> 00:12:01.000]  人們都拒絕他 你猜耶穌不可以催眠我們嗎
[00:12:01.000 --> 00:12:05.000]  可以嗎 應該可以 不是應該 肯定可以
[00:12:05.000 --> 00:12:11.000]  耶穌可以催眠大家 然後叫大家 起立 你們愛不愛我
[00:12:11.000 --> 00:12:18.000]  我愛你 當時有一個牧師 但他之前未是牧師
[00:12:18.000 --> 00:12:24.000]  他真的學催眠 催眠一個小學生 當他補習的時候
[00:12:24.000 --> 00:12:30.000]  因為那個小學生很頑皮 他說催眠了他
[00:12:30.000 --> 00:12:35.000]  然後他們教他 不知道要下一個甚麼訊號
[00:12:35.000 --> 00:12:39.000]  可能拍一下手指 然後他就會進入催眠狀態
[00:12:39.000 --> 00:12:43.000]  他親眼見過當那個學生本來很頑皮
[00:12:43.000 --> 00:12:47.000]  進入催眠狀態的時候 整個人呆呆的
[00:12:47.000 --> 00:12:52.000]  然後他說 繼續吧 停筆吧
[00:12:52.000 --> 00:12:59.000]  然後他說以後他不再學這件事 因為他覺得這件事很恐怖
[00:12:59.000 --> 00:13:06.000]  你想想 上帝不想我們全部人像那個小學生那樣
[00:13:06.000 --> 00:13:09.000]  叫我們上教會就上教會 叫我們唱歌就唱歌
[00:13:09.000 --> 00:13:13.000]  祂不是這樣 祂想讓我們學習自由
[00:13:13.000 --> 00:13:20.000]  所以耶穌很想你相信祂的時候 聖經說祂都是站在門外敲門
[00:13:20.000 --> 00:13:23.000]  如果有人聽見我的聲音就打開門的話
[00:13:23.000 --> 00:13:26.000]  我會進入他的生命裏面
[00:13:26.000 --> 00:13:34.000]  耶穌沒有硬闖你的門 而是等你自己打開這道門
[00:13:34.000 --> 00:13:39.000]  除了自由意志之外 另外有一個宗教哲學家叫John Hick
[00:13:39.000 --> 00:13:43.000]  約翰希克 他提出一個理論
[00:13:43.000 --> 00:13:49.000]  這個理論叫做造靈說 塑造靈魂的學說
[00:13:49.000 --> 00:13:58.000]  原來上帝創造這個世界是給一個鍛鍊人靈魂的地方
[00:13:58.000 --> 00:14:04.000]  創造人在這個空間讓我們有自由
[00:14:04.000 --> 00:14:07.000]  但因為上帝尊重我們的生活空間
[00:14:07.000 --> 00:14:11.000]  好像給人覺得和他保持著一個距離
[00:14:11.000 --> 00:14:16.000]  但這個距離只是認知的距離 因為實際上他和我們沒有距離
[00:14:16.000 --> 00:14:22.000]  但我們總是有很多人覺得沒有上帝 上帝在哪裏 看不到上帝
[00:14:22.000 --> 00:14:30.000]  所以好像和上帝分開了 但上帝給人有個自由去選擇去不去回應上帝的愛
[00:14:30.000 --> 00:14:39.000]  人擁有了自由 要在惡劣的環境奮鬥以至完成塑造靈魂的過程
[00:14:39.000 --> 00:14:44.000]  希克認為上帝的心意是要我們在惡劣的環境裏面奮鬥
[00:14:44.000 --> 00:14:51.000]  這個環境就是我們處身的這個世界 很惡劣 還越來越惡劣
[00:14:51.000 --> 00:14:58.000]  但人總是埋怨上帝 為何這個世界有這麼多痛苦 為何這個世界有這麼多苦難
[00:14:58.000 --> 00:15:05.000]  為何要有這個槍擊事件 似乎我們對世界的理解是不同的
[00:15:05.000 --> 00:15:12.000]  可能世人很想理解 或者理解這個世界就是迪士尼蘭
[00:15:12.000 --> 00:15:19.000]  就是迪士尼樂園 當我在網上找迪士尼樂園的座右銘
[00:15:19.000 --> 00:15:28.000]  即是他的公司的方針中指的時候 他說迪士尼樂園很想成為這個地上最歡樂的地方
[00:15:28.000 --> 00:15:33.000]  因為他想人們進入迪士尼就是開心
[00:15:33.000 --> 00:15:40.000]  但上帝是否做這個地球是想我們開心呢?
[00:15:40.000 --> 00:15:44.000]  這是不是上帝的原初意義呢?
[00:15:44.000 --> 00:15:47.000]  我們看一看《創世紀》三章十七十九節
[00:15:47.000 --> 00:15:51.000]  你就知道我們身處的地球 上帝的心意是想怎樣
[00:15:51.000 --> 00:15:53.000]  三章十七十九節
[00:15:53.000 --> 00:16:00.000]  他對亞當說:你既聽從妻子的話 吃了我所吩咐你不可吃的那樹上的果子
[00:16:00.000 --> 00:16:08.000]  地必會為你的緣故受奏助 你必終生奴婦才能從地裡得吃的
[00:16:08.000 --> 00:16:13.000]  地必給你長出荊棘和窒泥 你也要吃田間的菜蔬
[00:16:13.000 --> 00:16:20.000]  你必汗流滿面才得戶口 直到你歸了土 因為你是從土而出的
[00:16:20.000 --> 00:16:24.000]  你本是塵土仍要歸於塵土
[00:16:24.000 --> 00:16:31.000]  大家看不看到?原來我們身處的這個受奏助的土地
[00:16:31.000 --> 00:16:37.000]  我們是要辛苦的 我們是要汗流滿面才有東西吃的
[00:16:37.000 --> 00:16:42.000]  而我們在地上的終局是歸於塵土
[00:16:42.000 --> 00:16:48.000]  耶穌說得很清楚說:在世上你們有苦難
[00:16:48.000 --> 00:16:55.000]  所以我們千萬不要誤解上帝安排這個地球是迪士尼園
[00:16:55.000 --> 00:17:03.000]  不是一個樂園 這個地球原來是要我們學習工作 學習流汗才有東西吃的地方
[00:17:03.000 --> 00:17:07.000]  那麼我們在世上的目的究竟是什麼呢?
[00:17:07.000 --> 00:17:13.000]  約翰希克說:上帝是塑造我們的靈魂 讓我們在地上學習
[00:17:13.000 --> 00:17:22.000]  人類整個成長的階段是要經過一個屬靈化的過程才可以達到完美
[00:17:22.000 --> 00:17:30.000]  這個階段是透過我們運用自由意志 在沒有壓迫的底下回應上帝
[00:17:30.000 --> 00:17:35.000]  所以人類最終可以像上帝所指的完美
[00:17:35.000 --> 00:17:40.000]  絕對我們不是ready-made 我們不是現成的
[00:17:40.000 --> 00:17:43.000]  我們是要慢慢去塑造
[00:17:43.000 --> 00:17:50.000]  整個人類的過程可以說是帶著發展性 是有目的的
[00:17:50.000 --> 00:17:56.000]  所以第一個階段 亞當夏娃的時候在樂園 真是樂園 本身是
[00:17:56.000 --> 00:18:03.000]  但當我們去到現在這個階段 可以說是stage 2 第二個階段
[00:18:03.000 --> 00:18:09.000]  英文就叫做work in progress 我們是工程進行中
[00:18:09.000 --> 00:18:13.000]  當我預備這篇講道的時候 我都一直去祈禱
[00:18:13.000 --> 00:18:20.000]  我求上帝 這個學說 或者說這個意思 是不是真的呢 是不是你的心意呢
[00:18:20.000 --> 00:18:27.000]  我一直盤旋著 到上星期一的早上五點多 突然間驚醒了
[00:18:27.000 --> 00:18:31.000]  突然驚醒了 馬上要起來寫下這段經文 因為我怕忘記
[00:18:31.000 --> 00:18:35.000]  突然間好像聖靈給了我這段經文
[00:18:35.000 --> 00:18:40.000]  大家看回聖經 是羅馬書五章三至五節
[00:18:40.000 --> 00:18:43.000]  那裡這樣說 羅馬書五章三至五節
[00:18:43.000 --> 00:18:49.000]  不但如此 在患難裡 都是會歡歡喜喜的
[00:18:49.000 --> 00:18:57.000]  因為知道患難生忍耐 忍耐生老練 老練生盼望
[00:18:57.000 --> 00:19:01.000]  盼望不至於羞恥 因為所刺激我們的聖靈
[00:19:01.000 --> 00:19:06.000]  將神的愛囂貫在我們心裡
[00:19:06.000 --> 00:19:15.000]  保羅在患難裡都有喜樂 因為他看到患難 苦難裡原來可以有積極的意義
[00:19:15.000 --> 00:19:20.000]  患難生忍耐 在另一個聖經譯本 呂鎮忠譯本
[00:19:20.000 --> 00:19:26.000]  他這樣譯 譯作堅忍 堅忍 不單止忍耐
[00:19:26.000 --> 00:19:31.000]  忍耐可能比較消極 而堅忍就是可以訓練一些東西出來
[00:19:31.000 --> 00:19:36.000]  他說 不但如此 我們竟拿苦難而歡喜誇盛
[00:19:36.000 --> 00:19:43.000]  因為我們知道苦難能夠生出堅忍 堅忍
[00:19:43.000 --> 00:19:46.000]  為什麼苦難才會有堅忍呢
[00:19:46.000 --> 00:19:51.000]  大家如果以前讀書的時候 我們在座都有老師
[00:19:51.000 --> 00:19:55.000]  如果你在網上打這兩句話 很多人說過這句話
[00:19:55.000 --> 00:19:59.000]  第一句是 誰發明功課的
[00:19:59.000 --> 00:20:04.000]  第二句是 誰發明上班的
[00:20:04.000 --> 00:20:09.000]  因為他們覺得很不開心 為什麼要上班
[00:20:09.000 --> 00:20:12.000]  一起來就說 誰發明上班的
[00:20:12.000 --> 00:20:18.000]  但是功課 我們都知道 當你的小朋友肯做功課的時候
[00:20:18.000 --> 00:20:20.000]  他做那一刻是辛苦的
[00:20:20.000 --> 00:20:24.000]  不過當辛苦的時候 他才能夠有進步
[00:20:24.000 --> 00:20:29.000]  如果你真的去健身 研究一下肌肉的結構
[00:20:29.000 --> 00:20:32.000]  就是為什麼肌肉會結實 肌肉會大塊
[00:20:32.000 --> 00:20:36.000]  原來就一定有重量 有阻力 要壓它
[00:20:36.000 --> 00:20:42.000]  你要跟它鬥力 接著原來你的肌肉會受傷害 會撕裂
[00:20:42.000 --> 00:20:45.000]  但是上帝的創造很奇妙
[00:20:45.000 --> 00:20:50.000]  當肌肉撕裂之後 原來我們會自己修復
[00:20:50.000 --> 00:20:55.000]  當修復的時候 肌肉就會大塊了 會硬了
[00:20:55.000 --> 00:20:59.000]  原來不是那些撕裂 肌肉出不來
[00:20:59.000 --> 00:21:05.000]  這就是聖經說的生的意思 是要培育 是要培養
[00:21:05.000 --> 00:21:12.000]  忍耐生老練 堅忍能夠產生老練
[00:21:12.000 --> 00:21:14.000]  老練是什麼意思
[00:21:14.000 --> 00:21:20.000]  原來老練可以譯作character 品格
[00:21:20.000 --> 00:21:25.000]  品格不是一出生就有 我說的是好的品格
[00:21:25.000 --> 00:21:31.000]  為什麼好的品格原來要培養出來 要用時間
[00:21:31.000 --> 00:21:36.000]  品格都要透過一些考驗才能出來
[00:21:36.000 --> 00:21:40.000]  你有沒有認識那些人 脾氣很好
[00:21:40.000 --> 00:21:46.000]  他很好品 但一個很好品的人
[00:21:46.000 --> 00:21:52.000]  可能他要經過一路學習 一路有些體驗 有些嘗試
[00:21:52.000 --> 00:21:58.000]  有些人去激他 他真的很好品 有些人開始笑了
[00:21:58.000 --> 00:22:02.000]  有些人怎麼激都不生氣 你旁邊那個是不是
[00:22:02.000 --> 00:22:04.000]  怎麼激都不生氣 有些人
[00:22:04.000 --> 00:22:10.000]  你一見到他 你就知道他的品格 脾氣很好
[00:22:10.000 --> 00:22:17.000]  這也是我一路要學習的 傳到以前很衰格的
[00:22:17.000 --> 00:22:22.000]  很衰格就是因為從小被人縱容到長大
[00:22:22.000 --> 00:22:27.000]  長大之後做老闆更衰格 因為可以隨意罵人
[00:22:27.000 --> 00:22:32.000]  你不會容忍你的脾氣 但慢慢開始
[00:22:32.000 --> 00:22:39.000]  真的要很用力去求上帝去改變 去祈禱
[00:22:39.000 --> 00:22:47.000]  是要慢慢慢慢才開始懂得去控制脾氣
[00:22:47.000 --> 00:22:56.000]  我來了市民浸信會一年多 我應該是忍不住發過一次脾氣
[00:22:56.000 --> 00:23:01.000]  不過那次只有五六個弟兄姊妹在 大家不要再說出去
[00:23:01.000 --> 00:23:05.000]  那次真的容忍不了 痛得不行
[00:23:05.000 --> 00:23:12.000]  有些人說你是傳不到人來的 心想傳不到人都是人
[00:23:12.000 --> 00:23:17.000]  心想傳不到人都有脾氣 但我覺得可以學習
[00:23:17.000 --> 00:23:26.000]  只有一次 比起我以前做老闆 一天有四次發脾氣 已經進步了很多
[00:23:26.000 --> 00:23:31.000]  要培養的 要訓練的 還有有些事情再來的時候
[00:23:31.000 --> 00:23:34.000]  你才知道自己是不是好了脾氣
[00:23:34.000 --> 00:23:39.000]  但你們不要特意為了訓練我 氣我
[00:23:39.000 --> 00:23:44.000]  看你練成怎樣 看你夠不夠老練
[00:23:44.000 --> 00:23:53.000]  老練另一個原文 另一個意思是 憑據和證實
[00:23:53.000 --> 00:24:03.000]  老練會生排亡 當我們在患難裏面能夠培養那個品格
[00:24:03.000 --> 00:24:10.000]  所以你發覺有些人真的面對苦難的時候 他的狀態很不同
[00:24:10.000 --> 00:24:17.000]  前幾天恩典樂在有個姐妹分享 她說她有個親友同樣有癌症
[00:24:17.000 --> 00:24:21.000]  但親友是歇斯底里 很沒有平安
[00:24:21.000 --> 00:24:25.000]  因為他有了信仰 原來可以有很不同的看法
[00:24:25.000 --> 00:24:29.000]  原來當我們一路培育 一路成長的時候
[00:24:29.000 --> 00:24:36.000]  我們會生到老練 老練 會生到對上帝的盼望
[00:24:36.000 --> 00:24:43.000]  以致保羅可以在這麼負面的苦難裏面 看到正面的意義
[00:24:43.000 --> 00:24:49.000]  所以約翰希克甚至強調 唯有苦難才可以塑造更美好的特質
[00:24:49.000 --> 00:24:56.000]  這句說話我想再說一次 唯有苦難才可以塑造更美好的特質
[00:24:56.000 --> 00:25:00.000]  即是說如果沒有苦難 某些特質是出不來的
[00:25:00.000 --> 00:25:06.000]  再用這次的槍擊為例 大家也看到以下的新聞
[00:25:06.000 --> 00:25:09.000]  大家有沒有見過這個年輕人?
[00:25:09.000 --> 00:25:13.000]  有沒有見過?沒有
[00:25:13.000 --> 00:25:17.000]  這個年輕人做什麼呢?在槍擊案發生的時候
[00:25:17.000 --> 00:25:23.000]  當時很多機關槍不斷掃射
[00:25:23.000 --> 00:25:28.000]  如果你是我 我想都會馬上走 或者拖著你的愛人馬上走
[00:25:28.000 --> 00:25:32.000]  但這個年輕人沒有走 第一件事他想到的是什麼呢?
[00:25:32.000 --> 00:25:40.000]  馬上去停車場 去找找有沒有車 讓他載傷者去醫院
[00:25:40.000 --> 00:25:46.000]  結果他馬上去停車場 一拿了車 再載傷者
[00:25:46.000 --> 00:25:52.000]  載滿了車就去醫院 再放下 還要來回兩三次
[00:25:52.000 --> 00:25:57.000]  不是一次 總共載了差不多三十人去醫院
[00:25:57.000 --> 00:26:04.000]  連救護車都還沒有到 他是第一個去載傷者去醫院急救的
[00:26:04.000 --> 00:26:09.000]  接著有人訪問他 他被認為是最英雄的罪犯
[00:26:09.000 --> 00:26:17.000]  為什麼呢?因為他是偷車的 他偷車來救人
[00:26:17.000 --> 00:26:21.000]  他是最英雄的罪犯 但當然他沒有被抓
