
[00:00:00.000 --> 00:00:04.000]  各位兄弟姐妹好
[00:09:51.000 --> 00:09:56.000]  不過以色列人卻仍然相信
[00:09:56.000 --> 00:09:59.000]  這裡說什麼呢?
[00:09:59.000 --> 00:10:02.000]  他們就在所築的壇
[00:10:02.000 --> 00:10:05.000]  所築的壇是什麼意思呢?
[00:10:05.000 --> 00:10:08.000]  在加密山上有沒有巴力的壇呢?
[00:10:08.000 --> 00:10:10.000]  沒有
[00:10:10.000 --> 00:10:13.000]  沒有,所築的意思是他們要築
[00:10:13.000 --> 00:10:17.000]  中文和英文
[00:10:17.000 --> 00:10:20.000]  這是翻譯的問題
[00:10:20.000 --> 00:10:23.000]  他們要在巴力建的壇
[00:10:23.000 --> 00:10:26.000]  沒有壇的,建一個巴力的壇
[00:10:26.000 --> 00:10:29.000]  原本是沒有巴力的壇
[00:10:29.000 --> 00:10:32.000]  在祭壇周圍跳舞
[00:10:32.000 --> 00:10:35.000]  不過我們再讀下去的時候
[00:10:35.000 --> 00:10:37.000]  有沒有耶和華的祭壇呢?
[00:10:37.000 --> 00:10:40.000]  在加密山上有
[00:10:40.000 --> 00:10:43.000]  不過是拆毀了
[00:10:43.000 --> 00:10:45.000]  拆毀了祭壇
[00:10:45.000 --> 00:10:49.000]  所以以利亞要重建
[00:10:49.000 --> 00:10:55.000]  原來當時已經把耶和華的祭壇拆毀
[00:10:55.000 --> 00:10:57.000]  不過還沒有建巴力的祭壇
[00:10:57.000 --> 00:10:59.000]  在這裡就建了巴力的祭壇
[00:10:59.000 --> 00:11:01.000]  然後這裡說什麼呢?
[00:11:01.000 --> 00:11:03.000]  在祭壇周圍跳舞
[00:11:03.000 --> 00:11:05.000]  跳舞這個字是跳躍
[00:11:05.000 --> 00:11:07.000]  不知道大家記不記得我上一講
[00:11:07.000 --> 00:11:10.000]  說到以利亞挑戰以色列
[00:11:10.000 --> 00:11:12.000]  你們三心兩意
[00:11:12.000 --> 00:11:14.000]  三心兩意的原文是什麼呢?
[00:11:14.000 --> 00:11:16.000]  原文就是跳躍
[00:11:16.000 --> 00:11:19.000]  在兩個樹枝中間跳來跳去
[00:11:19.000 --> 00:11:21.000]  就叫三心兩意
[00:11:21.000 --> 00:11:23.000]  所以這裡說跳躍是刻意
[00:11:23.000 --> 00:11:25.000]  回應前面說的
[00:11:25.000 --> 00:11:28.000]  以色列人三心兩意
[00:11:28.000 --> 00:11:30.000]  三心兩意不知道大家記不記得
[00:11:30.000 --> 00:11:31.000]  為什麼跳躍
[00:11:31.000 --> 00:11:34.000]  是用一個鳥的比喻圖像
[00:11:34.000 --> 00:11:37.000]  鳥在樹枝中吃了果子之後
[00:11:37.000 --> 00:11:40.000]  沒得吃就跳到旁邊
[00:11:40.000 --> 00:11:42.000]  有果子的樹枝
[00:11:42.000 --> 00:11:45.000]  吃完之後又跳到另一枝樹枝
[00:11:45.000 --> 00:11:49.000]  就是說巴力的信仰根基是什麼呢?
[00:11:49.000 --> 00:11:51.000]  就是利益好處
[00:11:51.000 --> 00:11:54.000]  巴力為什麼可以這麼快風行呢?
[00:11:54.000 --> 00:11:58.000]  Free sex 免費性的滿足
[00:11:58.000 --> 00:12:02.000]  他敬拜巴力有妓女服侍你
[00:12:02.000 --> 00:12:04.000]  就是說整個信仰的根基
[00:12:04.000 --> 00:12:06.000]  是很難脫離的
[00:12:06.000 --> 00:12:07.000]  為什麼呢?
[00:12:07.000 --> 00:12:11.000]  因為以色列人在他們的信仰裡有利益
[00:12:11.000 --> 00:12:13.000]  那他跳舞是什麼意思呢?
[00:12:13.000 --> 00:12:16.000]  跳舞其實不是我們平時理解的跳舞
[00:12:16.000 --> 00:12:18.000]  是一些叫做ritual dancing
[00:12:18.000 --> 00:12:20.000]  禮儀的跳舞
[00:12:20.000 --> 00:12:24.000]  學者認為禮儀跳舞可能有音樂的
[00:12:24.000 --> 00:12:27.000]  然後就打鑼打鼓
[00:12:27.000 --> 00:12:28.000]  目的是什麼呢?
[00:12:28.000 --> 00:12:30.000]  吸引巴力的注意
[00:12:30.000 --> 00:12:32.000]  後面我們看到巴力睡了覺
[00:12:32.000 --> 00:12:34.000]  聽不到他們的祈禱
[00:12:34.000 --> 00:12:38.000]  打鑼打鼓可以把巴力找醒
[00:12:38.000 --> 00:12:40.000]  巴力懂得回應了
[00:12:40.000 --> 00:12:42.000]  27節
[00:12:42.000 --> 00:12:44.000]  到了中午
[00:12:44.000 --> 00:12:47.000]  以利亞嘲笑他們說
[00:12:47.000 --> 00:12:48.000]  忍他吧
[00:12:48.000 --> 00:12:50.000]  大聲呼求吧
[00:12:50.000 --> 00:12:52.000]  因為他是神
[00:12:52.000 --> 00:12:53.000]  這非常重要
[00:12:53.000 --> 00:12:55.000]  到了中午
[00:12:55.000 --> 00:12:59.000]  以利亞嘲笑巴力的先知
[00:12:59.000 --> 00:13:01.000]  為什麼以利亞要嘲笑巴力的先知呢?
[00:13:01.000 --> 00:13:03.000]  是不是我們教小朋友
[00:13:03.000 --> 00:13:05.000]  笑人不對的
[00:13:05.000 --> 00:13:09.000]  這個嘲笑其實是很有意義的
[00:13:09.000 --> 00:13:11.000]  為什麼呢?
[00:13:11.000 --> 00:13:16.000]  巴力的先知覺得以利亞嘲笑他嗎?
[00:13:16.000 --> 00:13:18.000]  知道我在問什麼嗎?
[00:13:18.000 --> 00:13:20.000]  我們再讀下去
[00:13:20.000 --> 00:13:24.000]  他們完全不覺得以利亞嘲笑他們
[00:13:24.000 --> 00:13:29.000]  是我們讀者覺得以利亞嘲笑他們
[00:13:29.000 --> 00:13:31.000]  這裡需要解釋一個字
[00:13:31.000 --> 00:13:34.000]  大聲呼求吧
[00:13:34.000 --> 00:13:37.000]  因為他是神
[00:13:37.000 --> 00:13:40.000]  他是誰呢?巴力
[00:13:40.000 --> 00:13:43.000]  以利亞告訴巴力的先知
[00:13:43.000 --> 00:13:46.000]  巴力就是神
[00:13:46.000 --> 00:13:49.000]  你要大聲呼求
[00:13:49.000 --> 00:13:52.000]  大聲呼求巴力就會回應
[00:13:52.000 --> 00:13:55.000]  他是神這個詞
[00:13:55.000 --> 00:13:58.000]  在舊約聖經裡不是出現很多次
[00:13:58.000 --> 00:14:01.000]  不過也出現了很多次
[00:14:01.000 --> 00:14:03.000]  要忍耐一下要解釋一點
[00:14:03.000 --> 00:14:05.000]  希伯來文原文
[00:14:05.000 --> 00:14:09.000]  希伯來文原文有一個叫武動詞句子
[00:14:09.000 --> 00:14:11.000]  英文的意思是
[00:14:11.000 --> 00:14:13.000]  他是王
[00:14:13.000 --> 00:14:15.000]  有個is在這裡
[00:14:15.000 --> 00:14:17.000]  希伯來文不用is
[00:14:17.000 --> 00:14:20.000]  he king就等於he is king
[00:14:20.000 --> 00:14:22.000]  那他是王呢?
[00:14:22.000 --> 00:14:25.000]  他是王有兩個表達方法
[00:14:25.000 --> 00:14:28.000]  一是他先走一是王先走
[00:14:28.000 --> 00:14:31.000]  可以是王跟著他
[00:14:31.000 --> 00:14:34.000]  也是他是王的意思
[00:14:34.000 --> 00:14:36.000]  有兩種表達方式
[00:14:36.000 --> 00:14:40.000]  而這裡在原文表達的是什麼呢?
[00:14:40.000 --> 00:14:44.000]  就是神先走跟著他
[00:14:44.000 --> 00:14:50.000]  這個次序在整本聖經只出現了三次
[00:14:50.000 --> 00:14:55.000]  一般來說耶和華說他是神是怎樣表達的呢?
[00:14:55.000 --> 00:14:59.000]  是他先走跟著先知是神
[00:14:59.000 --> 00:15:02.000]  你搞這麼多有什麼關係呢?
[00:15:02.000 --> 00:15:04.000]  有關係
[00:15:04.000 --> 00:15:08.000]  三次是神先走的呢
[00:15:08.000 --> 00:15:11.000]  都是使道一點的偶像
[00:15:11.000 --> 00:15:16.000]  如果是耶和華是神一定是他先走跟著先神
[00:15:16.000 --> 00:15:18.000]  不會說神是他
[00:15:18.000 --> 00:15:20.000]  一定是他是神
[00:15:20.000 --> 00:15:24.000]  其實這是一個極度嘲諷
[00:15:24.000 --> 00:15:27.000]  神是誰?神就是他
[00:15:27.000 --> 00:15:31.000]  你說誰是神就是誰是神
[00:15:31.000 --> 00:15:34.000]  就是這樣嘲笑以色列人
[00:15:34.000 --> 00:15:39.000]  指出巴力絕對不是神
[00:15:39.000 --> 00:15:43.000]  跟著有四樣東西挑戰巴力
[00:15:43.000 --> 00:15:47.000]  為什麼以利亞用這四樣東西挑戰巴力呢?
[00:15:47.000 --> 00:15:53.000]  就是告訴我們原來一個假的信仰是用人的方式
[00:15:53.000 --> 00:15:58.000]  用人的特質去放在神身上
[00:15:58.000 --> 00:16:00.000]  其實我們今天也是這樣的
[00:16:00.000 --> 00:16:07.000]  我們每一個人心目中的神其實都不等於神是這樣的
[00:16:07.000 --> 00:16:10.000]  是我們的經驗和神學加在一起
[00:16:10.000 --> 00:16:13.000]  我們覺得神會這樣
[00:16:13.000 --> 00:16:15.000]  其實可以錯得離譜
[00:16:15.000 --> 00:16:18.000]  我們先看這四樣東西是什麼意思
[00:16:18.000 --> 00:16:20.000]  第一樣是默想
[00:16:20.000 --> 00:16:24.000]  默想這字不單止是講思想
[00:16:24.000 --> 00:16:26.000]  可以是講話都可以
[00:16:26.000 --> 00:16:27.000]  除了思想之外
[00:16:27.000 --> 00:16:30.000]  還可以投訴埋怨
[00:16:30.000 --> 00:16:33.000]  他在想什麼呢?
[00:16:33.000 --> 00:16:36.000]  在想什麼是什麼意思呢?
[00:16:36.000 --> 00:16:39.000]  拉比的解法是最好的
[00:16:39.000 --> 00:16:42.000]  他不是在想什麼
[00:16:42.000 --> 00:16:43.000]  他在聊天
[00:16:43.000 --> 00:16:45.000]  拉比說他在聊天呢?
[00:16:45.000 --> 00:16:49.000]  他在找軍師教他怎麼做
[00:16:49.000 --> 00:16:52.000]  在尋求意見
[00:16:52.000 --> 00:16:55.000]  這就是默想
[00:16:55.000 --> 00:17:00.000]  拉比笑他巴力搞不定
[00:17:00.000 --> 00:17:03.000]  找人請教他
[00:17:03.000 --> 00:17:05.000]  但在神學上
[00:17:05.000 --> 00:17:11.000]  默想這字永遠不是神做主題
[00:17:11.000 --> 00:17:13.000]  這字在希伯來文裡
[00:17:13.000 --> 00:17:15.000]  要默想永遠是什麼?
[00:17:15.000 --> 00:17:17.000]  人
[00:17:17.000 --> 00:17:19.000]  神永遠不需要默想
[00:17:19.000 --> 00:17:20.000]  同意嗎?
[00:17:20.000 --> 00:17:22.000]  神為什麼要默想?
[00:17:22.000 --> 00:17:26.000]  這是人獨有需要的東西
[00:17:26.000 --> 00:17:28.000]  神不需要默想
[00:17:28.000 --> 00:17:30.000]  第二個字是什麼呢?
[00:17:30.000 --> 00:17:32.000]  事無繁忙
[00:17:32.000 --> 00:17:34.000]  事無繁忙很難就是
[00:17:34.000 --> 00:17:39.000]  他要他的渣滓
[00:17:39.000 --> 00:17:43.000]  即是叫做否渣Dross
[00:17:43.000 --> 00:17:44.000]  是什麼意思呢?
[00:17:44.000 --> 00:17:47.000]  就是用了古代鍊金屬
[00:17:47.000 --> 00:17:50.000]  鍊了後面的渣滓
[00:17:50.000 --> 00:17:54.000]  撥去不要渣滓的意思
[00:17:54.000 --> 00:17:58.000]  和合本翻譯是走到一邊
[00:17:58.000 --> 00:18:01.000]  走到一邊就是大解
[00:18:01.000 --> 00:18:04.000]  將渣滓搞定
[00:18:04.000 --> 00:18:06.000]  就是原文直譯的意思
[00:18:06.000 --> 00:18:08.000]  什麼意思呢?
[00:18:08.000 --> 00:18:11.000]  在以利亞嘲笑他們
[00:18:11.000 --> 00:18:17.000]  你信巴力有物質限制
[00:18:17.000 --> 00:18:21.000]  人才需要上廁所
[00:18:21.000 --> 00:18:22.000]  人有限制
[00:18:22.000 --> 00:18:24.000]  人有三急
[00:18:24.000 --> 00:18:27.000]  所以要思考
[00:18:27.000 --> 00:18:29.000]  第三是什麼呢?
[00:18:29.000 --> 00:18:30.000]  旅行
[00:18:30.000 --> 00:18:31.000]  什麼叫旅行呢?
[00:18:31.000 --> 00:18:32.000]  他的道路
[00:18:32.000 --> 00:18:35.000]  他的道路原文為什麼這樣譯呢?
[00:18:35.000 --> 00:18:37.000]  他的道路是什麼呢?
[00:18:37.000 --> 00:18:39.000]  意思就是
[00:18:39.000 --> 00:18:43.000]  有沒有試過有人找你
[00:18:43.000 --> 00:18:46.000]  然後你老闆不在
[00:18:46.000 --> 00:18:49.000]  那你會怎樣呢?
[00:18:49.000 --> 00:18:52.000]  你會跟他說他正在回來
[00:18:52.000 --> 00:18:53.000]  知不知道我說什麼
[00:18:53.000 --> 00:18:55.000]  On his way back
[00:18:55.000 --> 00:18:57.000]  他不在的時候
[00:18:57.000 --> 00:18:59.000]  所以以利亞嘲諷他們
[00:18:59.000 --> 00:19:00.000]  說他不在
[00:19:00.000 --> 00:19:06.000]  也就是有地點時間空間的限制
[00:19:06.000 --> 00:19:09.000]  這就是他們相信的巴力
[00:19:09.000 --> 00:19:12.000]  是對照耶和華不受這些限制
[00:19:12.000 --> 00:19:14.000]  最後一個是睡覺
[00:19:14.000 --> 00:19:16.000]  你們要把他叫醒
[00:19:16.000 --> 00:19:18.000]  這是最大的諷刺
[00:19:18.000 --> 00:19:20.000]  睡覺不是睡覺的意思
[00:19:20.000 --> 00:19:23.000]  巴力的神話裡說
[00:19:23.000 --> 00:19:25.000]  巴力被人殺了
[00:19:25.000 --> 00:19:28.000]  那巴力死了
[00:19:28.000 --> 00:19:30.000]  死了就叫睡覺
[00:19:30.000 --> 00:19:32.000]  不過巴力應該會復活
[00:19:32.000 --> 00:19:34.000]  但巴力三年都復活不了
[00:19:34.000 --> 00:19:37.000]  你們要大聲一點
[00:19:37.000 --> 00:19:39.000]  然後要吵醒巴力
[00:19:39.000 --> 00:19:43.000]  巴力就能夠復活幫你們
[00:19:43.000 --> 00:19:47.000]  這正正是我們對詩篇的理解
[00:19:47.000 --> 00:19:50.000]  神保護以色列
[00:19:50.000 --> 00:19:54.000]  也不打頓也不睡覺
[00:19:54.000 --> 00:19:57.000]  打頓是否打瞎眼睛
[00:19:57.000 --> 00:19:59.000]  連眼睛也不會打瞎
[00:19:59.000 --> 00:20:03.000]  所以這是刻意對照真神
[00:20:03.000 --> 00:20:04.000]  不知道你們讀完之後
[00:20:04.000 --> 00:20:07.000]  有沒有發覺少了一樣東西
[00:20:07.000 --> 00:20:09.000]  少了什麼
[00:20:09.000 --> 00:20:11.000]  正在吃東西
[00:20:11.000 --> 00:20:13.000]  我們要睡覺要上廁所
[00:20:13.000 --> 00:20:15.000]  又不在家
[00:20:15.000 --> 00:20:18.000]  最重要的東西不說
[00:20:18.000 --> 00:20:19.000]  有沒有搞錯
[00:20:19.000 --> 00:20:21.000]  應該說巴力正在開餐
[00:20:21.000 --> 00:20:23.000]  他吃飽就來了
[00:20:23.000 --> 00:20:26.000]  沒理由沒有吃東西
[00:20:26.000 --> 00:20:29.000]  我們中國人最緊張吃東西
[00:20:29.000 --> 00:20:32.000]  我又想了想又明白
[00:20:32.000 --> 00:20:34.000]  為什麼會沒有吃東西
[00:20:34.000 --> 00:20:37.000]  神吃東西就是人獻祭給他
[00:20:37.000 --> 00:20:42.000]  剛剛相反巴力不吃你的東西
[00:20:42.000 --> 00:20:46.000]  如果巴力吃了以色列人獻祭的祭物
[00:20:46.000 --> 00:20:49.000]  他就要降雨
[00:20:49.000 --> 00:20:51.000]  正正是沒有降雨
[00:20:51.000 --> 00:20:53.000]  所以這裡很諷刺
[00:20:53.000 --> 00:20:56.000]  專門不說巴力
[00:20:56.000 --> 00:20:59.000]  以利亞諷刺他們
[00:20:59.000 --> 00:21:03.000]  沒有說巴力吃東西
[00:21:03.000 --> 00:21:05.000]  我們的應用是什麼呢
[00:21:05.000 --> 00:21:08.000]  我們應用很多時候
[00:21:08.000 --> 00:21:11.000]  我們相信的神
[00:21:11.000 --> 00:21:13.000]  是在我們的意念裡
[00:21:13.000 --> 00:21:15.000]  為什麼這樣說
[00:21:15.000 --> 00:21:17.000]  這是一個神學的問題
[00:21:17.000 --> 00:21:19.000]  我們很多時候
[00:21:19.000 --> 00:21:23.000]  將自己的意念套到神身上
[00:21:23.000 --> 00:21:25.000]  有些人的父親很兇
[00:21:25.000 --> 00:21:26.000]  那又怎樣呢
