
[00:00:00.000 --> 00:00:05.000]  弟兄姊妹好 各位早晨
[00:09:45.000 --> 00:09:50.000]  他就整個晚上和這個使者說教反而是被他打贏了
[00:09:50.000 --> 00:09:56.000]  然後這個使者就在他的大腿上摸了一下
[00:09:56.000 --> 00:10:10.000]  根據英文聖經所說是使得他的膝關節脫離了
[00:10:10.000 --> 00:10:15.000]  就是聖經裡面所說的使他大腿僵硬了的意思
[00:10:15.000 --> 00:10:20.000]  於是他就完全不能動了然後他就抓住上帝
[00:10:20.000 --> 00:10:25.000]  抓住那個使者他說你不可以走走你要祝福了我才可以走
[00:10:25.000 --> 00:10:32.000]  他就抓緊那個祝福然後第二天他就走起來去面對
[00:10:32.000 --> 00:10:37.000]  而且是成功地向上帝祝福他逃避這個災難
[00:10:37.000 --> 00:10:44.000]  在他人生最困難的時候他是單獨的面對上帝
[00:10:44.000 --> 00:10:50.000]  然後上帝就好像給了他更多麻煩連他的腳也弄得不能走
[00:10:50.000 --> 00:11:00.000]  最後是帶他走過人生最困難幾乎是要全家被滅亡的情況
[00:11:00.000 --> 00:11:07.000]  孤獨的時候上帝在你最孤獨面對自己困難的時候
[00:11:07.000 --> 00:11:14.000]  跟我們說摩西也是很出名的例子在昌埃及記第三章裡面
[00:11:14.000 --> 00:11:22.000]  說到摩西上到荷列山一個人帶著群羊面對著上帝
[00:11:22.000 --> 00:11:26.000]  上帝說你現在所站的是聖地要脫下鞋子
[00:11:26.000 --> 00:11:31.000]  然後他就看到一棵燒不爛的荊棘樹
[00:11:31.000 --> 00:11:36.000]  就是上帝在那裡跟他說要他帶領以色列人出埃及記
[00:11:36.000 --> 00:11:41.000]  然後到了第十九章帶他們回去西大山的時候
[00:11:41.000 --> 00:11:46.000]  上帝就單獨的面對他然後把十戒賜給他
[00:11:46.000 --> 00:11:52.000]  我真的發覺很多很多次這些很出名的上帝顯然
[00:11:52.000 --> 00:11:59.000]  上帝的親口親身跟我們說話的時刻
[00:11:59.000 --> 00:12:08.000]  不是在大庭廣眾之中而是當你一個人哪怕是沙漠
[00:12:08.000 --> 00:12:15.000]  哪怕是一個海灘或者是一個危機四伏的一個場景
[00:12:15.000 --> 00:12:20.000]  上帝單獨的去面對他再說一個
[00:12:20.000 --> 00:12:26.000]  這個就是約書亞在他臨要打入耶利哥城的時候
[00:12:26.000 --> 00:12:29.000]  我真的不知道約書亞是怎麼想的
[00:12:29.000 --> 00:12:32.000]  明天打仗今天跟所有的以色列人做國禮
[00:12:32.000 --> 00:12:34.000]  國完之後不知道怎麼打的呢
[00:12:34.000 --> 00:12:37.000]  但是他就在那天就做了國禮
[00:12:37.000 --> 00:12:43.000]  然後那天晚上又是有一個瑤華的使者來跟他出現
[00:12:43.000 --> 00:12:47.000]  跟他說話他立刻第一個反應就是說
[00:12:47.000 --> 00:12:52.000]  究竟你是來幫我的呢還是來幫我的敵人呢
[00:12:52.000 --> 00:12:56.000]  這個使者說了一句很正經的說話
[00:12:56.000 --> 00:13:01.000]  他說我來是要做萬軍之夜和華的統帥
[00:13:01.000 --> 00:13:03.000]  我是要統領他的軍隊
[00:13:03.000 --> 00:13:08.000]  意思就是說我是要來打他的仗不是來打你的場仗
[00:13:08.000 --> 00:13:14.000]  意思就是說勝與敗其實不是在說你的勝與敗
[00:13:14.000 --> 00:13:19.000]  是在說上帝的榮耀他要完成他的使命
[00:13:19.000 --> 00:13:25.000]  於是他就恍然大悟第二天就進攻耶利哥城
[00:13:25.000 --> 00:13:28.000]  也是一個單獨的場景
[00:13:28.000 --> 00:13:34.000]  也是上帝不是在他眾多的軍隊面前跟他說這番話
[00:13:34.000 --> 00:13:39.000]  不是跟以色列人的群眾聚集的地方跟他說
[00:13:39.000 --> 00:13:45.000]  而是他晚上一個人他真的覺得明天是很危險甚至是絕望的時候
[00:13:45.000 --> 00:13:49.000]  上帝跟他說了這番這樣的說話
[00:13:49.000 --> 00:13:53.000]  最後最後一個例子真的很多其實聖經裡面
[00:13:53.000 --> 00:13:56.000]  甚至新約耶穌也是一個這樣的例子
[00:13:56.000 --> 00:14:00.000]  不過我講完最後這個例子就是先知以利亞的故事
[00:14:00.000 --> 00:14:02.000]  大家一定聽過很多次
[00:14:02.000 --> 00:14:10.000]  他叫天是旱災於是乎整個猶大的地方都沒有糧食
[00:14:10.000 --> 00:14:15.000]  然後他就證明給他們看這個才是上帝
[00:14:15.000 --> 00:14:21.000]  因為他可以帶領他可以降下金林讓你們有這個糧食
[00:14:21.000 --> 00:14:26.000]  但是做完這麼偉大的事之後打敗了五百個假先知之後
[00:14:26.000 --> 00:14:33.000]  他竟然是陷入了一個人生的很大的憂鬱
[00:14:33.000 --> 00:14:43.000]  因為耶洗別的皇后要去追殺他他就走到山洞裡躲起來
[00:14:43.000 --> 00:14:48.000]  上帝說你在做什麼他躲在一塊石頭的後面
[00:14:48.000 --> 00:14:52.000]  甚至乎是想結束自己的生命
[00:14:52.000 --> 00:14:56.000]  人們看起來是一個最偉大的神蹟
[00:14:56.000 --> 00:15:04.000]  發生了之後他竟然走進了一個自己的憂鬱的內心的世界裡
[00:15:04.000 --> 00:15:06.000]  上帝就說你走出來走出來
[00:15:06.000 --> 00:15:08.000]  然後他就給他看看前面
[00:15:08.000 --> 00:15:10.000]  他說你看看看到什麼
[00:15:10.000 --> 00:15:14.000]  他看到很大的風吹但是上帝不在其中
[00:15:14.000 --> 00:15:20.000]  然後又給他看到地震震得很厲害但是上帝又不在其中
[00:15:20.000 --> 00:15:24.000]  然後又給他看到火上帝又不在其中
[00:15:24.000 --> 00:15:30.000]  然後上帝就用很微細的聲音英文說the sound of gentle blowing
[00:15:30.000 --> 00:15:34.000]  好像一陣清風一樣一個很微細的聲音
[00:15:34.000 --> 00:15:37.000]  跟他說了一些我們不知道說錯什麼的說話
[00:15:37.000 --> 00:15:39.000]  因為聖經裡面是沒有詳細記載的
[00:15:39.000 --> 00:15:43.000]  但是就是說跟他內心說了一些說話
[00:15:43.000 --> 00:15:48.000]  於是乎給他吃東西就令他去recover
[00:15:48.000 --> 00:15:51.000]  這段聖經對於我來說是很特別的
[00:15:51.000 --> 00:15:54.000]  因為我覺得在沙士的時候有些相似
[00:15:54.000 --> 00:15:57.000]  好像做了一些很轟動的事情
[00:15:57.000 --> 00:16:03.000]  之後進入了一個很低沉的一個很困難的環境當中
[00:16:03.000 --> 00:16:06.000]  我又不至於被人追殺
[00:16:06.000 --> 00:16:09.000]  不過被人追問得很厲害
[00:16:09.000 --> 00:16:14.000]  但是後來就在這樣的場景
[00:16:14.000 --> 00:16:18.000]  我去到美國的一個海灘上面
[00:16:18.000 --> 00:16:24.000]  看著日落我知道那個調查快要出報告
[00:16:24.000 --> 00:16:28.000]  上帝就用微細的聲音跟我說
[00:16:28.000 --> 00:16:31.000]  你放下自己的身段
[00:16:31.000 --> 00:16:34.000]  你放下自己那個個人的得與失
[00:16:34.000 --> 00:16:37.000]  回去看看究竟會發生什麼事
[00:16:37.000 --> 00:16:46.000]  回去之後那個報告是將批評我們醫院那段說話刪掉了
[00:16:46.000 --> 00:16:52.000]  這個對於我來說是人生一個很重要的chapter
[00:16:52.000 --> 00:16:56.000]  讓我看到在這麼困難的時候
[00:16:56.000 --> 00:16:58.000]  其實真的沒有人幫得到你
[00:16:58.000 --> 00:16:59.000]  真的沒有人幫你
[00:16:59.000 --> 00:17:02.000]  甚至你太太很想幫你
[00:17:02.000 --> 00:17:04.000]  其實她可以做什麼呢
[00:17:04.000 --> 00:17:06.000]  除了為你祈禱之外
[00:17:06.000 --> 00:17:08.000]  真的沒有人幫得到你
[00:17:08.000 --> 00:17:10.000]  唯有上帝跟你說你放心吧
[00:17:10.000 --> 00:17:13.000]  你就將這件事交託給我
[00:17:13.000 --> 00:17:19.000]  她就用她的大能去做完這件事
[00:17:19.000 --> 00:17:21.000]  所以這些的
[00:17:21.000 --> 00:17:27.000]  原來剛才我說的已經在這個powerpoint上了
[00:17:27.000 --> 00:17:29.000]  可不可以回頭呢
[00:17:29.000 --> 00:17:31.000]  這些都說了
[00:17:31.000 --> 00:17:36.000]  我們現在開始說CP139篇
[00:17:36.000 --> 00:17:42.000]  CP139篇其實我覺得是很珍貴的
[00:17:42.000 --> 00:17:49.000]  因為它是單獨面對上帝說了一番話
[00:17:49.000 --> 00:17:52.000]  第一段我說是他面對上帝的時候
[00:17:52.000 --> 00:17:56.000]  上帝讓我們認識到自己多一點
[00:17:56.000 --> 00:17:59.000]  他說你已經監察我認識我
[00:17:59.000 --> 00:18:01.000]  我坐下我起來
[00:18:01.000 --> 00:18:02.000]  剛才那首詩歌
[00:18:02.000 --> 00:18:05.000]  所以我說我很想他們待會再唱多一次
[00:18:05.000 --> 00:18:08.000]  你看看裡面的內容
[00:18:08.000 --> 00:18:10.000]  我坐下我起來你都知道
[00:18:10.000 --> 00:18:14.000]  我走路我躺我你都細聽細察
[00:18:14.000 --> 00:18:17.000]  你都知道我一生所行的事
[00:18:17.000 --> 00:18:21.000]  我所說的每一句說話你都清楚
[00:18:21.000 --> 00:18:22.000]  你都知道
[00:18:22.000 --> 00:18:24.000]  我沒有一樣東西是可以離開了你
[00:18:24.000 --> 00:18:27.000]  因為我前後左右環繞我
[00:18:27.000 --> 00:18:29.000]  按手在我的身上
[00:18:29.000 --> 00:18:31.000]  你對我的知識是奇妙的
[00:18:31.000 --> 00:18:35.000]  甚至乎其實上帝對我們的知識
[00:18:35.000 --> 00:18:38.000]  是多過我們對自己的知識
[00:18:38.000 --> 00:18:44.000]  所以在單獨面對獨處的時候
[00:18:44.000 --> 00:18:46.000]  其實我自己覺得是
[00:18:46.000 --> 00:18:50.000]  上帝給我們一個機會去認識我們是誰
[00:18:50.000 --> 00:18:53.000]  因為你每一天營營役役出去做很多事
[00:18:53.000 --> 00:18:54.000]  和很多人見面
[00:18:54.000 --> 00:18:56.000]  做了很多決定
[00:18:56.000 --> 00:18:57.000]  說了很多說話
[00:18:57.000 --> 00:19:00.000]  之後你有沒有一個時候去想一下
[00:19:00.000 --> 00:19:03.000]  其實我今天做了些什麼呢
[00:19:03.000 --> 00:19:05.000]  我這個禮拜做了些什麼呢
[00:19:05.000 --> 00:19:08.000]  我這一生做了些什麼呢
[00:19:08.000 --> 00:19:13.000]  究竟我知不知道我自己是在追求一些什麼呢
[00:19:13.000 --> 00:19:19.000]  究竟我知不知道什麼才是令到我真正有滿足和快樂呢
[00:19:19.000 --> 00:19:24.000]  究竟哪些人才是我覺得最重要的呢
[00:19:24.000 --> 00:19:27.000]  我的弱點在哪裡呢
[00:19:27.000 --> 00:19:33.000]  我對什麼事是有一些偏見等等呢
[00:19:33.000 --> 00:19:36.000]  有一段時間在我一生裡面
[00:19:36.000 --> 00:19:38.000]  有一段時間我是非常孤獨的
[00:19:38.000 --> 00:19:39.000]  是什麼呢
[00:19:39.000 --> 00:19:44.000]  是在我去加拿大讀博士學位的時候
[00:19:44.000 --> 00:19:49.000]  當時是我結了婚之後的四個禮拜
[00:19:49.000 --> 00:19:51.000]  我結了婚之後四個禮拜
[00:19:51.000 --> 00:19:53.000]  我和我太太去了加拿大之後
[00:19:53.000 --> 00:19:54.000]  住了四個禮拜
[00:19:54.000 --> 00:19:56.000]  她受不了她回了香港
[00:19:56.000 --> 00:19:59.000]  我就孤獨地過了三年的時間
[00:19:59.000 --> 00:20:02.000]  住在一間相當大的房子裡面
[00:20:02.000 --> 00:20:04.000]  我爸爸在那裡買了一間房子
[00:20:04.000 --> 00:20:05.000]  他怕我交不到租
[00:20:05.000 --> 00:20:07.000]  他就買了一間房子給我住在那裡
[00:20:07.000 --> 00:20:10.000]  結果就是一間很大的房子
[00:20:10.000 --> 00:20:11.000]  只有一個人
[00:20:11.000 --> 00:20:13.000]  晚上是靜到的時候
[00:20:13.000 --> 00:20:15.000]  我覺得耳朵是嗡嗡聲的
[00:20:15.000 --> 00:20:16.000]  我不知道你有沒有試過
[00:20:16.000 --> 00:20:17.000]  在很靜的地方
[00:20:17.000 --> 00:20:20.000]  耳朵會嗡嗡聲的
[00:20:20.000 --> 00:20:24.000]  早上起來又是一個人
[00:20:24.000 --> 00:20:26.000]  下班回來又是一個人
[00:20:26.000 --> 00:20:29.000]  而且因為加拿大在冬天的時候
[00:20:29.000 --> 00:20:31.000]  那個黑夜是很長的
[00:20:31.000 --> 00:20:33.000]  其實四點鐘已經黑了
[00:20:33.000 --> 00:20:36.000]  早上十點鐘才天亮
[00:20:36.000 --> 00:20:39.000]  所以其實你有一個很長的時間
[00:20:39.000 --> 00:20:42.000]  漫漫長夜真的沒有錯
[00:20:42.000 --> 00:20:45.000]  整晚一個人在一間很大的房子裡面
[00:20:45.000 --> 00:20:48.000]  孤獨過了三年的時間
[00:20:48.000 --> 00:20:51.000]  但是我回頭看這三年
[00:20:51.000 --> 00:20:54.000]  其實是一個很大的祝福
[00:20:54.000 --> 00:20:56.000]  因為他給了我一個很大的機會
[00:20:56.000 --> 00:20:59.000]  單獨去面對神
[00:20:59.000 --> 00:21:02.000]  去認識自己到底是哪一個
[00:21:02.000 --> 00:21:04.000]  去看看究竟為什麼我有時候
[00:21:04.000 --> 00:21:06.000]  會有這樣的反應
[00:21:06.000 --> 00:21:08.000]  為什麼我和上帝之間的關係
[00:21:08.000 --> 00:21:10.000]  是變成這樣呢
[00:21:10.000 --> 00:21:13.000]  接著他說當我面對神的時候
[00:21:13.000 --> 00:21:15.000]  我就會說
[00:21:15.000 --> 00:21:17.000]  我根本逃避不了你
[00:21:17.000 --> 00:21:18.000]  我根本離開不了你
[00:21:18.000 --> 00:21:21.000]  因為你在哪個地方
[00:21:21.000 --> 00:21:24.000]  去到哪個地方你都存在
[00:21:24.000 --> 00:21:29.000]  他用一些好像寫詩的語法
[00:21:29.000 --> 00:21:31.000]  我升到天上你在那裡
[00:21:31.000 --> 00:21:33.000]  我去到陰間你在那裡
[00:21:33.000 --> 00:21:36.000]  我展開清晨的翅膀
[00:21:36.000 --> 00:21:39.000]  飛到海極的那個居處
[00:21:39.000 --> 00:21:40.000]  你都在那裡
[00:21:40.000 --> 00:21:41.000]  你必定引導我
[00:21:41.000 --> 00:21:44.000]  你的右手必定扶持我
[00:21:44.000 --> 00:21:47.000]  這裡其實我覺得說到什麼呢
[00:21:47.000 --> 00:21:50.000]  就是他不單止認識了自己
[00:21:50.000 --> 00:21:52.000]  他也認識了原來在他一生
[00:21:52.000 --> 00:21:54.000]  所走過的路裡面
[00:21:54.000 --> 00:21:56.000]  無論他遭遇到什麼
[00:21:56.000 --> 00:21:58.000]  無論他去到什麼地方
[00:21:58.000 --> 00:22:01.000]  上帝其實都沒有離開過
[00:22:01.000 --> 00:22:03.000]  在最黑暗的日子
[00:22:03.000 --> 00:22:05.000]  在最困難的時候
[00:22:05.000 --> 00:22:07.000]  上帝都沒有離開過
[00:22:07.000 --> 00:22:11.000]  他說我看見周圍的黑暗
[00:22:11.000 --> 00:22:12.000]  好像遮蔽我
[00:22:12.000 --> 00:22:14.000]  但是原來黑暗都遮不住我
[00:22:14.000 --> 00:22:19.000]  因為你將黑暗變成了光明
[00:22:19.000 --> 00:22:23.000]  黑暗不能使你看不見我
[00:22:23.000 --> 00:22:27.000]  這些說話我想要經過一些人生很困難
[00:22:27.000 --> 00:22:30.000]  很大的挑戰
[00:22:30.000 --> 00:22:32.000]  或者你生了一個很大的病
[00:22:32.000 --> 00:22:35.000]  或者你一盤生意完全失敗
[00:22:35.000 --> 00:22:37.000]  或者你家裡發生了某些事
[00:22:37.000 --> 00:22:40.000]  在人生裡面最黑暗的時候
[00:22:40.000 --> 00:22:43.000]  但是單獨面對神的大衛
[00:22:43.000 --> 00:22:46.000]  就發覺就算在這麼黑暗的日子
[00:22:46.000 --> 00:22:49.000]  上帝都是無所不在
[00:22:49.000 --> 00:22:51.000]  是無處不在
[00:22:51.000 --> 00:22:54.000]  每一個困難的時刻
[00:22:54.000 --> 00:22:58.000]  其實祂都是在遮蔽我們
[00:22:58.000 --> 00:23:00.000]  這個其實
[00:23:00.000 --> 00:23:06.000]  在一個很出名的祈禱文裡面
[00:23:06.000 --> 00:23:10.000]  就曾經是說過一段很出名的說話
[00:23:10.000 --> 00:23:11.000]  有人就說
[00:23:11.000 --> 00:23:12.000]  和上帝說
[00:23:12.000 --> 00:23:14.000]  為什麼在我人生裡面
[00:23:14.000 --> 00:23:17.000]  最困難的時候你離開了呢
[00:23:17.000 --> 00:23:18.000]  你看看
[00:23:18.000 --> 00:23:21.000]  我在沙灘上走路
[00:23:21.000 --> 00:23:24.000]  本來是有兩對腳的腳印的
[00:23:24.000 --> 00:23:27.000]  但是在我最困難的時候
[00:23:27.000 --> 00:23:30.000]  走著走著只剩下一對腳的腳印
[00:23:30.000 --> 00:23:32.000]  你去了哪裡呢 上帝
[00:23:32.000 --> 00:23:34.000]  上帝就回答他
[00:23:34.000 --> 00:23:36.000]  孩子你不知道了
[00:23:36.000 --> 00:23:38.000]  那對腳是我的腳
[00:23:38.000 --> 00:23:41.000]  在那一刻你最困難的時候
[00:23:41.000 --> 00:23:45.000]  我記住你走過人生最困難的時候
[00:23:45.000 --> 00:23:47.000]  所以你看到的是一對腳印
[00:23:47.000 --> 00:23:48.000]  不過不是你的
[00:23:48.000 --> 00:23:50.000]  是我帶你走過
[00:23:50.000 --> 00:23:54.000]  這個很感動的一段話
[00:23:54.000 --> 00:23:57.000]  其實我不知道你有沒有機會
[00:23:57.000 --> 00:23:58.000]  真的去想過
[00:23:58.000 --> 00:24:00.000]  在你很困難的時候
[00:24:00.000 --> 00:24:03.000]  有沒有經歷過這種感覺呢
[00:24:03.000 --> 00:24:07.000]  就是上帝是在你不知不覺之間
[00:24:07.000 --> 00:24:09.000]  帶你走過了
[00:24:09.000 --> 00:24:10.000]  你都還不知道
[00:24:10.000 --> 00:24:12.000]  就好像我剛才說
[00:24:12.000 --> 00:24:17.000]  在政府面對這個沙士要審查的時候
[00:24:17.000 --> 00:24:22.000]  一段很漫長大約四個月左右的時刻
[00:24:22.000 --> 00:24:25.000]  是不知不覺這樣帶我走過了
[00:24:25.000 --> 00:24:27.000]  又不知道為什麼
[00:24:27.000 --> 00:24:30.000]  那個困難會突然間煙消雲散
[00:24:30.000 --> 00:24:32.000]  我沒有做過任何的事
[00:24:32.000 --> 00:24:37.000]  我沒有找過任何人去幫忙
[00:24:37.000 --> 00:24:41.000]  但是他就是無處不在
[00:24:41.000 --> 00:24:44.000]  他在我們最困難的日子
[00:24:44.000 --> 00:24:46.000]  他並沒有離開過
[00:24:46.000 --> 00:24:49.000]  然後再說的就是
[00:24:49.000 --> 00:24:53.000]  當我們單獨面對神
[00:24:53.000 --> 00:24:55.000]  看回我們回望一生的時候
