
[00:00:00.000 --> 00:00:06.600]  對我來說今天是一個很特別的經歷
[00:04:17.800 --> 00:04:21.800]  我們絕對應該認識我們信仰裏面
[00:04:21.800 --> 00:04:25.800]  最寶貴的一些質素到底是什麼
[00:04:25.800 --> 00:04:29.800]  這個潘博華給我們的遺產是什麼呢
[00:04:29.800 --> 00:04:33.800]  39歲就死了
[00:04:33.800 --> 00:04:36.800]  和希特拉來對比
[00:04:36.800 --> 00:04:39.800]  到底歷史的軌跡裏面
[00:04:39.800 --> 00:04:42.800]  誰的腳踩中更多人注意
[00:04:42.800 --> 00:04:46.800]  誰的言行更多人得益呢
[00:04:46.800 --> 00:04:50.800]  到底權勢隻手遮天
[00:04:50.800 --> 00:04:54.800]  和完全是勢孤力弱的
[00:04:54.800 --> 00:04:56.800]  雖然是反抗
[00:04:56.800 --> 00:05:00.800]  但其實真的沒有什麼力量來對比
[00:05:00.800 --> 00:05:02.800]  到底是怎樣呢
[00:05:02.800 --> 00:05:06.800]  當然我絕對不是鼓吹暴力
[00:05:06.800 --> 00:05:08.800]  絕對不是推崇
[00:05:08.800 --> 00:05:12.800]  說我們要效法他做任何事
[00:05:12.800 --> 00:05:13.800]  我沒有這樣的意圖
[00:05:13.800 --> 00:05:15.800]  也沒有這樣的說法
[00:05:15.800 --> 00:05:17.800]  也沒有這樣的想法
[00:05:17.800 --> 00:05:21.800]  但我只是想和這個年輕的人
[00:05:21.800 --> 00:05:24.800]  他生命的掙扎的歷程
[00:05:24.800 --> 00:05:26.800]  和他留下的這首詩歌
[00:05:26.800 --> 00:05:28.800]  發覺原來寫是這樣寫
[00:05:28.800 --> 00:05:30.800]  光是這樣光
[00:05:30.800 --> 00:05:31.800]  唱是這樣唱
[00:05:31.800 --> 00:05:33.800]  重歌是這樣重歌
[00:05:33.800 --> 00:05:35.800]  結果他是死了
[00:05:35.800 --> 00:05:39.800]  到底是怎麼一回事呢
[00:05:39.800 --> 00:05:41.800]  留給大家慢慢去追著
[00:05:41.800 --> 00:05:43.800]  慢慢去想
[00:05:43.800 --> 00:05:45.800]  不過我自己是思想
[00:05:45.800 --> 00:05:47.800]  今天要分享的訊息
[00:05:47.800 --> 00:05:49.800]  竟然在這個場合
[00:05:49.800 --> 00:05:51.800]  歌不是我選的
[00:05:51.800 --> 00:05:53.800]  先推卸一切責任
[00:05:53.800 --> 00:05:56.800]  現在很容易撇清界線
[00:05:56.800 --> 00:06:00.800]  但藉著這首歌和今天的訊息
[00:06:00.800 --> 00:06:02.800]  我的禱告
[00:06:02.800 --> 00:06:04.800]  希望也是你的禱告
[00:06:04.800 --> 00:06:07.800]  我們真是清醒的心
[00:06:07.800 --> 00:06:10.800]  學習去到任何時刻
[00:06:10.800 --> 00:06:14.800]  如何堅定不移的跟隨主
[00:06:14.800 --> 00:06:18.800]  他選擇的那條路
[00:06:18.800 --> 00:06:20.800]  他知道自己在做什麼
[00:06:20.800 --> 00:06:24.800]  而他付出了生命的代價
[00:06:24.800 --> 00:06:26.800]  他死了不久
[00:06:26.800 --> 00:06:28.800]  德國就倒了
[00:06:28.800 --> 00:06:32.800]  到底是見光明還是不見光明
[00:06:32.800 --> 00:06:34.800]  他今天又死了
[00:06:34.800 --> 00:06:36.800]  死了很久
[00:06:36.800 --> 00:06:38.800]  又怎樣呢
[00:06:38.800 --> 00:06:40.800]  生命到底為了什麼
[00:06:40.800 --> 00:06:44.800]  潘博華在21歲的時候
[00:06:44.800 --> 00:06:46.800]  已經是非常出色的
[00:06:46.800 --> 00:06:48.800]  神學思想的人
[00:06:48.800 --> 00:06:50.800]  在讀神學博士
[00:06:50.800 --> 00:06:53.800]  寫了一本書
[00:06:53.800 --> 00:06:58.800]  叫做聖徒相通
[00:06:58.800 --> 00:07:02.800]  Sentorum Communio
[00:07:02.800 --> 00:07:04.800]  或者是聖徒的聚會
[00:07:04.800 --> 00:07:06.800]  聖徒的聚會
[00:07:06.800 --> 00:07:08.800]  聖徒的群體
[00:07:08.800 --> 00:07:10.800]  即是教會
[00:07:10.800 --> 00:07:11.800]  是很深度的
[00:07:11.800 --> 00:07:14.800]  21歲寫這麼深的
[00:07:14.800 --> 00:07:17.800]  神學思想的書
[00:07:17.800 --> 00:07:20.800]  當然我今天沒辦法跟你分享
[00:07:20.800 --> 00:07:22.800]  裡面看了一些東西
[00:07:22.800 --> 00:07:24.800]  我覺得很寶貴
[00:07:24.800 --> 00:07:26.800]  也不容易消化
[00:07:26.800 --> 00:07:29.800]  但是回到我們今天要講的訊息
[00:07:29.800 --> 00:07:31.800]  就很有關係
[00:07:31.800 --> 00:07:33.800]  我們教會到底是什麼
[00:07:33.800 --> 00:07:36.800]  你在教會裡面的角色到底是什麼
[00:07:36.800 --> 00:07:38.800]  一個有信仰
[00:07:38.800 --> 00:07:40.800]  信靠耶穌基督的人
[00:07:40.800 --> 00:07:42.800]  應該是怎樣生活
[00:07:42.800 --> 00:07:45.800]  這個就是我們今天的訊息
[00:07:45.800 --> 00:07:48.800]  回到聖經
[00:07:48.800 --> 00:07:50.800]  聖經裡面給我們看的
[00:07:50.800 --> 00:07:52.800]  教會前書的訊息
[00:07:52.800 --> 00:07:55.800]  是對我們今天很切身的
[00:07:55.800 --> 00:07:59.800]  因為它是寫給那些分散的人
[00:07:59.800 --> 00:08:01.800]  英文說Diaspora
[00:08:01.800 --> 00:08:04.800]  這個字你讀報紙都會看得多
[00:08:04.800 --> 00:08:06.800]  The Hong Kong Diaspora
[00:08:06.800 --> 00:08:09.800]  香港流散四處的人
[00:08:09.800 --> 00:08:11.800]  四處流散的人
[00:08:11.800 --> 00:08:14.800]  其實我們本來就是流散的人
[00:08:14.800 --> 00:08:16.800]  我們都是由四方八面
[00:08:16.800 --> 00:08:18.800]  來到這處地方的人
[00:08:18.800 --> 00:08:20.800]  而且活在這個世界上
[00:08:20.800 --> 00:08:22.800]  宏觀一點來說
[00:08:22.800 --> 00:08:24.800]  從屬靈的角度來說
[00:08:24.800 --> 00:08:26.800]  我們都是流散的
[00:08:26.800 --> 00:08:28.800]  無論你覺得哪裡是你的家
[00:08:28.800 --> 00:08:31.800]  因為我們好像一首歌說
[00:08:31.800 --> 00:08:33.800]  世界非我家
[00:08:33.800 --> 00:08:37.800]  我們在世上都是為客裡為寄居
[00:08:37.800 --> 00:08:40.800]  但是回到一個實際的社會環境
[00:08:40.800 --> 00:08:42.800]  社會的變遷
[00:08:42.800 --> 00:08:47.800]  你覺不覺得現在真的很多人四散流離
[00:08:47.800 --> 00:08:51.800]  飛機未曾完全自由通航
[00:08:51.800 --> 00:08:54.800]  已經有時候逼到爆
[00:08:54.800 --> 00:08:57.800]  你有沒有身邊的人
[00:08:57.800 --> 00:09:01.800]  啊?原來你正在走啊?
[00:09:01.800 --> 00:09:04.800]  哦?原來他走了
[00:09:04.800 --> 00:09:08.800]  還有可能我們坐在這裡的
[00:09:08.800 --> 00:09:10.800]  過多一兩年
[00:09:10.800 --> 00:09:15.800]  我不敢做一個真正的意見調查
[00:09:15.800 --> 00:09:18.800]  有多少人還會坐在這裡呢?
[00:09:18.800 --> 00:09:21.800]  還是我們漸漸發覺
[00:09:21.800 --> 00:09:23.800]  原來豐盛生命堂
[00:09:23.800 --> 00:09:25.800]  真的很豐盛
[00:09:25.800 --> 00:09:27.800]  已經成為國際生命堂
[00:09:27.800 --> 00:09:32.800]  已經全世界各個角落都有我們的群體
[00:09:32.800 --> 00:09:36.800]  不過在這樣的歷史時空裡
[00:09:36.800 --> 00:09:38.800]  我們回看彼得所說的
[00:09:38.800 --> 00:09:41.800]  其實他提醒教會
[00:09:41.800 --> 00:09:43.800]  你有一個很重要的身份
[00:09:43.800 --> 00:09:45.800]  我今天的信息
[00:09:45.800 --> 00:09:52.800]  都是希望我們不要忘記自己的最重要的身份
[00:09:52.800 --> 00:09:53.800]  好不好?
[00:09:53.800 --> 00:09:56.800]  最重要的身份
[00:09:56.800 --> 00:09:59.800]  第二件事就是不要忘記
[00:09:59.800 --> 00:10:05.800]  我們必須在基督的團契裡
[00:10:05.800 --> 00:10:07.800]  在聖徒的契通
[00:10:07.800 --> 00:10:09.800]  聖徒的相通裡
[00:10:09.800 --> 00:10:11.800]  來過這個生活
[00:10:11.800 --> 00:10:13.800]  用簡單的說話
[00:10:13.800 --> 00:10:15.800]  用兩個英文字
[00:10:15.800 --> 00:10:18.800]  來概括我今天的信息的重點
[00:10:18.800 --> 00:10:20.800]  就是identity
[00:10:20.800 --> 00:10:22.800]  我們都知道
[00:10:22.800 --> 00:10:24.800]  每個人都有identity card
[00:10:24.800 --> 00:10:26.800]  有這個身份證
[00:10:26.800 --> 00:10:29.800]  我們不要忘記我們的身份
[00:10:29.800 --> 00:10:32.800]  並且我們要鞏固這個身份
[00:10:32.800 --> 00:10:35.800]  並且要活出這個身份
[00:10:35.800 --> 00:10:37.800]  第二個字是什麼呢?
[00:10:37.800 --> 00:10:38.800]  你猜猜
[00:10:38.800 --> 00:10:40.800]  剛才我提到的
[00:10:40.800 --> 00:10:42.800]  Sentorum Communio
[00:10:42.800 --> 00:10:45.800]  當然要選Community
[00:10:45.800 --> 00:10:48.800]  Community這個字不要翻譯
[00:10:48.800 --> 00:10:51.800]  是很親的
[00:10:51.800 --> 00:10:55.800]  真的很共融的
[00:10:55.800 --> 00:10:57.800]  真的很社區的
[00:10:57.800 --> 00:11:00.800]  不過是超乎這個社區的
[00:11:00.800 --> 00:11:02.800]  是一種Commune
[00:11:02.800 --> 00:11:04.800]  一種契合
[00:11:04.800 --> 00:11:06.800]  Communion我們說聖餐
[00:11:06.800 --> 00:11:08.800]  叫做Holy Communion
[00:11:08.800 --> 00:11:10.800]  我們有Communion
[00:11:10.800 --> 00:11:12.800]  我們那種的
[00:11:12.800 --> 00:11:15.800]  真是水與膠蓉
[00:11:15.800 --> 00:11:17.800]  那種血濃於水
[00:11:17.800 --> 00:11:21.800]  那種在基督裡面的關係
[00:11:21.800 --> 00:11:23.800]  所以一個是身份
[00:11:23.800 --> 00:11:25.800]  一個是群體
[00:11:25.800 --> 00:11:28.800]  一個是表達
[00:11:28.800 --> 00:11:31.800]  一個是我們的關係
[00:11:31.800 --> 00:11:33.800]  一個身份
[00:11:33.800 --> 00:11:34.800]  一個關係
[00:11:34.800 --> 00:11:37.800]  就是我們今天在彼得的書信裡
[00:11:37.800 --> 00:11:39.800]  在這一段的說話
[00:11:39.800 --> 00:11:44.800]  透過潘博華的一些反映
[00:11:44.800 --> 00:11:46.800]  來思考的
[00:11:46.800 --> 00:11:50.800]  彼得告訴我們你們是散居的
[00:11:50.800 --> 00:11:52.800]  不過你更重要的身份
[00:11:52.800 --> 00:11:54.800]  是在三一真神裡面
[00:11:54.800 --> 00:11:56.800]  是聖父所揀選
[00:11:56.800 --> 00:11:58.800]  是基督的血所灑淨
[00:11:58.800 --> 00:12:01.800]  是蒙聖靈所印記的
[00:12:01.800 --> 00:12:03.800]  然後就告訴他們
[00:12:03.800 --> 00:12:06.800]  你們雖然遇到很大的艱難
[00:12:06.800 --> 00:12:11.800]  是好像放在火爐裡熬煉
[00:12:11.800 --> 00:12:13.800]  很辛苦
[00:12:13.800 --> 00:12:17.800]  信仰不是逃避艱難
[00:12:17.800 --> 00:12:20.800]  信仰不是否認艱難
[00:12:20.800 --> 00:12:23.800]  信仰是在艱難當中
[00:12:23.800 --> 00:12:27.800]  持守著那個盼望
[00:12:27.800 --> 00:12:28.800]  然後彼得就說
[00:12:28.800 --> 00:12:31.800]  你們因為有那個不能衰殘
[00:12:31.800 --> 00:12:32.800]  不能扭壞
[00:12:32.800 --> 00:12:33.800]  永不褪色的
[00:12:33.800 --> 00:12:36.800]  那個活潑尚存的盼望
[00:12:36.800 --> 00:12:41.800]  所以要以為大喜樂
[00:12:41.800 --> 00:12:45.800]  當這個世界令你抑鬱
[00:12:45.800 --> 00:12:47.800]  令你沒有盼望的時候
[00:12:47.800 --> 00:12:50.800]  你想起這首美善力量
[00:12:50.800 --> 00:12:52.800]  一個坐牢的人
[00:12:52.800 --> 00:12:54.800]  仍然能夠寫出一首
[00:12:54.800 --> 00:12:55.800]  那麼有活力
[00:12:55.800 --> 00:12:58.800]  那麼有生命力的詩歌
[00:12:58.800 --> 00:13:00.800]  而今日他雖然死了
[00:13:00.800 --> 00:13:01.800]  仍然說話
[00:13:01.800 --> 00:13:03.800]  他也沒有想到
[00:13:03.800 --> 00:13:06.800]  潮州教會的人會唱我這首歌
[00:13:06.800 --> 00:13:07.800]  也沒有人會想到
[00:13:07.800 --> 00:13:09.800]  他寫了這七節的歌詞
[00:13:09.800 --> 00:13:11.800]  因為寫旋律的人
[00:13:11.800 --> 00:13:14.800]  這個人
[00:13:14.800 --> 00:13:18.800]  他寫了這個旋律
[00:13:18.800 --> 00:13:21.800]  讓我們一直傳頌
[00:13:21.800 --> 00:13:24.800]  我們要喜樂
[00:13:24.800 --> 00:13:26.800]  並且還要繼續喜樂
[00:13:26.800 --> 00:13:28.800]  因為我們的身份
[00:13:28.800 --> 00:13:30.800]  是屬於三一神的人
[00:13:30.800 --> 00:13:32.800]  好不好
[00:13:32.800 --> 00:13:34.800]  他另外彼得提醒我們
[00:13:34.800 --> 00:13:36.800]  你們已經重生了
[00:13:36.800 --> 00:13:38.800]  接著進入第二章
[00:13:38.800 --> 00:13:40.800]  第二章緊接著的
[00:13:40.800 --> 00:13:43.800]  就是因為你已經重生了
[00:13:43.800 --> 00:13:46.800]  你重生所以要這樣這樣
[00:13:46.800 --> 00:13:48.800]  以致得救
[00:13:48.800 --> 00:13:49.800]  我覺得這些信仰
[00:13:49.800 --> 00:13:52.800]  這些道理是很重要的
[00:13:52.800 --> 00:13:59.800]  你重生了沒有
[00:13:59.800 --> 00:14:00.800]  我很開心的
[00:14:00.800 --> 00:14:02.800]  我知道自己重生了
[00:14:02.800 --> 00:14:05.800]  但彼得說不是停在那裡
[00:14:05.800 --> 00:14:07.800]  我們不會說孩子出生了
[00:14:07.800 --> 00:14:08.800]  那就出生了
[00:14:08.800 --> 00:14:10.800]  最重要就是出生了
[00:14:10.800 --> 00:14:12.800]  有些基督徒看自己的生命
[00:14:12.800 --> 00:14:13.800]  就說出生了
[00:14:13.800 --> 00:14:15.800]  出生了不行的
[00:14:15.800 --> 00:14:18.800]  出生了要繼續有生命長大
[00:14:18.800 --> 00:14:19.800]  所以重生之後
[00:14:19.800 --> 00:14:22.800]  要繼續有美好的生活
[00:14:22.800 --> 00:14:24.800]  繼續有生命的成長
[00:14:24.800 --> 00:14:26.800]  繼續有生命的成熟
[00:14:26.800 --> 00:14:28.800]  繼續有生命的發展
[00:14:28.800 --> 00:14:30.800]  這一切的過程
[00:14:30.800 --> 00:14:32.800]  就要有兩大件事
[00:14:32.800 --> 00:14:34.800]  在第二章裡面教導我們
[00:14:34.800 --> 00:14:36.800]  第一件大事
[00:14:36.800 --> 00:14:38.800]  就要排毒
[00:14:38.800 --> 00:14:42.800]  生命要成長要排毒
[00:14:42.800 --> 00:14:44.800]  裡面有毒有菌的時候
[00:14:44.800 --> 00:14:47.800]  這個生命就會出事
[00:14:47.800 --> 00:14:49.800]  裡面有癌症的時候
[00:14:49.800 --> 00:14:51.800]  你不去制止癌症的發展
[00:14:51.800 --> 00:14:53.800]  這個生命就會出事
[00:14:53.800 --> 00:14:55.800]  我們裡面有五樣東西
[00:14:55.800 --> 00:15:01.800]  彼得說我們一定要清除毒素
[00:15:01.800 --> 00:15:03.800]  其實很多姐妹
[00:15:03.800 --> 00:15:06.800]  很多人都很注重
[00:15:06.800 --> 00:15:08.800]  喝五青汁
[00:15:08.800 --> 00:15:10.800]  喝什麼喝什麼
[00:15:10.800 --> 00:15:12.800]  吃什麼吃什麼
[00:15:12.800 --> 00:15:16.800]  都是要排毒排毒排毒
[00:15:16.800 --> 00:15:19.800]  當你裡面的毒清除的時候
[00:15:19.800 --> 00:15:23.800]  還有脂肪清除的時候
[00:15:23.800 --> 00:15:27.800]  其實今天有人用錢燒銀紙
[00:15:27.800 --> 00:15:29.800]  是用來燒脂的
[00:15:29.800 --> 00:15:33.800]  人真的很笨
[00:15:33.800 --> 00:15:35.800]  儲了這麼多脂
[00:15:35.800 --> 00:15:37.800]  然後用很多錢去燒脂
[00:15:37.800 --> 00:15:39.800]  燒完之後又再儲過
[00:15:39.800 --> 00:15:42.800]  很傻的
[00:15:42.800 --> 00:15:44.800]  我想我們屬靈方面
[00:15:44.800 --> 00:15:46.800]  也有時候是這樣
[00:15:46.800 --> 00:15:48.800]  甚至可能我們屬靈上
[00:15:48.800 --> 00:15:50.800]  儲的毒素更多
[00:15:50.800 --> 00:15:52.800]  是不是
[00:15:52.800 --> 00:15:54.800]  有些人問
[00:15:54.800 --> 00:15:56.800]  哇 基督徒怎麼會這樣
[00:15:56.800 --> 00:15:57.800]  照鏡子
[00:15:57.800 --> 00:15:59.800]  哇 基督徒怎麼會這樣
[00:15:59.800 --> 00:16:01.800]  哇 牧師怎麼會這樣
[00:16:01.800 --> 00:16:04.800]  原來我們裡面真的有很多古靈精怪的東西
[00:16:04.800 --> 00:16:06.800]  彼得說有五樣東西
[00:16:06.800 --> 00:16:08.800]  我們一定要處理
[00:16:08.800 --> 00:16:14.800]  其實通常聖經說這麼多
[00:16:14.800 --> 00:16:17.800]  不要以為只有這麼多
[00:16:17.800 --> 00:16:19.800]  是因為說不完
[00:16:19.800 --> 00:16:23.800]  不過可能當時比較直接看到的
[00:16:23.800 --> 00:16:26.800]  是這幾樣重要的東西
[00:16:26.800 --> 00:16:29.800]  是會破壞他們的生命的
[00:16:29.800 --> 00:16:31.800]  第一就是惡毒
[00:16:31.800 --> 00:16:34.800]  惡毒其實也很難翻譯
[00:16:34.800 --> 00:16:39.800]  我想基本上我們裡面是有些惡的東西
[00:16:39.800 --> 00:16:42.800]  有時候無端發生就發火
[00:16:42.800 --> 00:16:45.800]  有時候無端就不喜歡人
[00:16:45.800 --> 00:16:47.800]  有時候看見
[00:16:47.800 --> 00:16:49.800]  看他前面就討厭他
[00:16:49.800 --> 00:16:51.800]  看後面還是看前面
[00:16:51.800 --> 00:16:53.800]  看你前面就討厭你後面
[00:16:53.800 --> 00:16:55.800]  很神奇
[00:16:55.800 --> 00:16:57.800]  然後就說你雖無過恨
[00:16:57.800 --> 00:16:59.800]  有歧視人
[00:16:59.800 --> 00:17:01.800]  那種東西
[00:17:01.800 --> 00:17:03.800]  我想起有一句宣誓
[00:17:03.800 --> 00:17:05.800]  我要做這行的時候
[00:17:05.800 --> 00:17:07.800]  我就是No Malice
[00:17:07.800 --> 00:17:09.800]  對人沒有這個Malice
[00:17:09.800 --> 00:17:11.800]  Malice怎麼翻譯
[00:17:11.800 --> 00:17:13.800]  就是一種
[00:17:13.800 --> 00:17:15.800]  總之不會害人
[00:17:15.800 --> 00:17:17.800]  不會對人有敵意
[00:17:17.800 --> 00:17:21.800]  諸如此類的東西
[00:17:21.800 --> 00:17:23.800]  那就是要怎樣呢
[00:17:23.800 --> 00:17:25.800]  就是要學習
[00:17:25.800 --> 00:17:29.800]  讓自己變回一個
[00:17:29.800 --> 00:17:33.800]  用基督的眼光來看人的人
[00:17:33.800 --> 00:17:35.800]  是善待人
[00:17:35.800 --> 00:17:39.800]  看人是唯有上主的形象
[00:17:39.800 --> 00:17:41.800]  樣式的人
[00:17:41.800 --> 00:17:44.800]  這樣我懷疑就會幫我們好一點
[00:17:44.800 --> 00:17:46.800]  如果不是我們受著自己的文化
[00:17:46.800 --> 00:17:48.800]  受著自己的教養
[00:17:48.800 --> 00:17:50.800]  受著自己的限制
[00:17:50.800 --> 00:17:53.800]  受著自己的性格
[00:17:53.800 --> 00:17:55.800]  我們很容易對人有敵意
[00:17:55.800 --> 00:17:57.800]  身為惡意
[00:17:57.800 --> 00:18:00.800]  這個我們一定要清除
[00:18:00.800 --> 00:18:03.800]  第二我們要清除的是什麼呢
[00:18:03.800 --> 00:18:05.800]  鬼扎
[00:18:05.800 --> 00:18:07.800]  不誠實
[00:18:07.800 --> 00:18:11.800]  今天我們經常生氣的其中一件事
[00:18:11.800 --> 00:18:13.800]  就是有些人很不誠實
[00:18:13.800 --> 00:18:15.800]  開口急著來
[00:18:15.800 --> 00:18:17.800]  令我們很生氣
[00:18:17.800 --> 00:18:19.800]  那些就是鬼扎
[00:18:19.800 --> 00:18:21.800]  應該有碗話碗有碟話碟
[00:18:21.800 --> 00:18:23.800]  是其是非其非
[00:18:23.800 --> 00:18:25.800]  但偏偏不敢做
[00:18:25.800 --> 00:18:29.800]  因為我們想維護自己的利益
[00:18:29.800 --> 00:18:31.800]  想維護自己的面子
[00:18:31.800 --> 00:18:33.800]  或者想貪圖別人的東西
[00:18:33.800 --> 00:18:36.800]  所以做生意就要鬼扎
[00:18:36.800 --> 00:18:39.800]  做事又寫自己的履歷
[00:18:39.800 --> 00:18:41.800]  又要鬼扎
[00:18:41.800 --> 00:18:43.800]  你也知道有些學鬼
[00:18:43.800 --> 00:18:45.800]  寫不寫的
[00:18:45.800 --> 00:18:47.800]  諸如此類
[00:18:47.800 --> 00:18:50.800]  我不是特意拿一些東西來說人
[00:18:50.800 --> 00:18:52.800]  我都沒有具體說任何的東西
[00:18:52.800 --> 00:18:54.800]  我是想說回我們自己
[00:18:54.800 --> 00:18:57.800]  今天主要是針對我們自己
[00:18:57.800 --> 00:18:59.800]  裡面有哪些
[00:18:59.800 --> 00:19:01.800]  最鬼扎的是什麼呢
[00:19:01.800 --> 00:19:04.800]  我覺得
[00:19:04.800 --> 00:19:06.800]  因為自己蠢
[00:19:06.800 --> 00:19:08.800]  所以沒什麼鬼扎
[00:19:08.800 --> 00:19:10.800]  鬼不出
[00:19:10.800 --> 00:19:12.800]  比較直
[00:19:12.800 --> 00:19:15.800]  但會不會也有鬼扎呢
[00:19:15.800 --> 00:19:17.800]  當然有
[00:19:17.800 --> 00:19:20.800]  有時候明明別人問你一件事
[00:19:20.800 --> 00:19:22.800]  你就說了一句
[00:19:22.800 --> 00:19:24.800]  就不想說其他
[00:19:24.800 --> 00:19:26.800]  因為都怕
[00:19:26.800 --> 00:19:29.800]  怕別人看低你
[00:19:29.800 --> 00:19:31.800]  有些東西不肯說
[00:19:31.800 --> 00:19:33.800]  我們都會有這樣的經歷
[00:19:33.800 --> 00:19:35.800]  具體我想還沒有
[00:19:35.800 --> 00:19:38.800]  不要有意無意去騙人
[00:19:38.800 --> 00:19:41.800]  不要有意無意去遮遮掩掩
[00:19:41.800 --> 00:19:43.800]  諸如此類
[00:19:43.800 --> 00:19:46.800]  學習我們要誠實
[00:19:46.800 --> 00:19:49.800]  其實誠實是需要謙卑和勇敢
[00:19:49.800 --> 00:19:51.800]  失去了謙卑
[00:19:51.800 --> 00:19:54.800]  肯面對自己的缺失
