
[00:00:00.000 --> 00:00:06.000]  各位親愛的頂智妹平安
[00:03:14.000 --> 00:03:16.000]  我說神啊
[00:03:16.000 --> 00:03:18.000]  你知道這個姐妹
[00:03:18.000 --> 00:03:22.000]  她的哀傷是什麼原因
[00:03:22.000 --> 00:03:27.000]  你知道她裡面難受的地方是什麼地方
[00:03:27.000 --> 00:03:32.000]  但我又知道人的盡頭就是你的起頭
[00:03:32.000 --> 00:03:35.000]  我現在就大膽求你
[00:03:35.000 --> 00:03:37.000]  你讓她看見出路
[00:03:37.000 --> 00:03:40.000]  你讓她看見盼望
[00:03:40.000 --> 00:03:45.000]  你讓她看見你仍然和她同在
[00:03:45.000 --> 00:03:52.000]  然後我就奉主耶穌基督的名給她禱告
[00:03:52.000 --> 00:03:54.000]  完結之後
[00:03:54.000 --> 00:04:07.000]  我就叫她不如你靜靜地告訴我發生了什麼事
[00:04:07.000 --> 00:04:11.000]  這個姐妹就告訴我
[00:04:11.000 --> 00:04:14.000]  牧師
[00:04:14.000 --> 00:04:22.000]  我的女兒自幼在教會兒童主義學成長
[00:04:22.000 --> 00:04:26.000]  在青少成長
[00:04:26.000 --> 00:04:29.000]  很乖的
[00:04:29.000 --> 00:04:34.000]  中學會考全部A
[00:04:34.000 --> 00:04:37.000]  接著就去了美國升讀大學
[00:04:37.000 --> 00:04:42.000]  讀完大學就去哈佛繼續讀研究院
[00:04:42.000 --> 00:04:48.000]  全部都是highest honor畢業
[00:04:48.000 --> 00:04:54.000]  為什麼這些事會發生在她的身上
[00:04:54.000 --> 00:04:58.000]  我就問她是什麼事
[00:04:58.000 --> 00:05:02.000]  她告訴我兩天前
[00:05:02.000 --> 00:05:05.000]  她一直找她的女兒
[00:05:05.000 --> 00:05:07.000]  因為平時都有溝通
[00:05:07.000 --> 00:05:09.000]  有WhatsApp 有聊天
[00:05:09.000 --> 00:05:12.000]  她知道她去行山
[00:05:12.000 --> 00:05:14.000]  完了之後
[00:05:14.000 --> 00:05:17.000]  都很想知道她的情形怎麼樣
[00:05:17.000 --> 00:05:20.000]  但是一直兩天都沒有人接聽電話
[00:05:20.000 --> 00:05:23.000]  她知道一定是有些問題
[00:05:23.000 --> 00:05:27.000]  最後去到星期二
[00:05:27.000 --> 00:05:34.000]  她才收到她兒子的電話
[00:05:34.000 --> 00:05:38.000]  她說她女兒在爬山的時候
[00:05:38.000 --> 00:05:41.000]  爬到400米
[00:05:41.000 --> 00:05:43.000]  跌了下來
[00:05:43.000 --> 00:05:45.000]  跌了下來之後
[00:05:45.000 --> 00:05:47.000]  沒有人知道
[00:05:47.000 --> 00:05:50.000]  到底怎麼樣可以找到她
[00:05:50.000 --> 00:05:53.000]  和她一起爬山的人報了警
[00:05:53.000 --> 00:05:57.000]  用直升機搜索了一天多的時間
[00:05:57.000 --> 00:06:01.000]  才在一個山腳附近
[00:06:01.000 --> 00:06:05.000]  找到她女兒的屍體
[00:06:05.000 --> 00:06:09.000]  是有些雪在那裡
[00:06:10.000 --> 00:06:17.000]  接著我就問她
[00:06:17.000 --> 00:06:23.000]  當時發生這件事是在哪裡
[00:06:23.000 --> 00:06:31.000]  她告訴我那裡是 Colorado 的 Boulder
[00:06:31.000 --> 00:06:34.000]  我一聽到 Boulder
[00:06:34.000 --> 00:06:37.000]  我完全不知道這是什麼地方
[00:06:37.000 --> 00:06:39.000]  在哪裡我不熟悉
[00:06:39.000 --> 00:06:45.000]  我比較上 Colorado 最熟悉的地方是 Denver
[00:06:45.000 --> 00:06:51.000]  我終於在那個時候就跟她說
[00:06:51.000 --> 00:06:55.000]  我會求神盡我的所能
[00:06:55.000 --> 00:07:00.000]  聯絡到當地的一些墓者
[00:07:00.000 --> 00:07:03.000]  希望能夠幫你們 安慰你們
[00:07:03.000 --> 00:07:08.000]  和幫你們處理後事
[00:07:08.000 --> 00:07:10.000]  你為我禱告
[00:07:10.000 --> 00:07:14.000]  完結之後12點
[00:07:14.000 --> 00:07:20.000]  我就開始找一些我自己認識的墓者
[00:07:20.000 --> 00:07:25.000]  因為我記得以前有一位墓者
[00:07:25.000 --> 00:07:29.000]  雖然他離開了我已經有30年去了美國
[00:07:29.000 --> 00:07:31.000]  但我記得 隱約記得
[00:07:31.000 --> 00:07:34.000]  他離開我去美國的時候
[00:07:34.000 --> 00:07:37.000]  就是去了 Colorado 的 Denver
[00:07:37.000 --> 00:07:41.000]  他在 Denver 一定知道 Boulder 這個地方是什麼
[00:07:41.000 --> 00:07:43.000]  我在網上搜尋才知道
[00:07:43.000 --> 00:07:47.000]  原來 Boulder 這個地方是一個旅遊區
[00:07:47.000 --> 00:07:50.000]  那些山景各方面的東西是很美的
[00:07:50.000 --> 00:07:53.000]  是度假區
[00:07:53.000 --> 00:07:59.000]  最後我找了一個我們中派的傳道人問他
[00:07:59.000 --> 00:08:01.000]  他不知道
[00:08:01.000 --> 00:08:02.000]  但我很感恩的
[00:08:02.000 --> 00:08:04.000]  深夜他仍然繼續去找
[00:08:04.000 --> 00:08:09.000]  終於找到一個退休的墓者
[00:08:09.000 --> 00:08:13.000]  在他的口中就知道了這位弟兄
[00:08:13.000 --> 00:08:17.000]  袁麒恩 墓師的電話
[00:08:17.000 --> 00:08:20.000]  然後他就告訴我 你試一下吧
[00:08:20.000 --> 00:08:23.000]  我當時都沒有停止
[00:08:23.000 --> 00:08:26.000]  我馬上就給他電話
[00:08:26.000 --> 00:08:29.000]  因為我們的深夜就是他的入口
[00:08:29.000 --> 00:08:31.000]  終於找到他
[00:08:31.000 --> 00:08:34.000]  找到他的時候 我就很開心
[00:08:34.000 --> 00:08:37.000]  然後就告訴他
[00:08:37.000 --> 00:08:40.000]  我們極之需要你和師母的幫忙
[00:08:40.000 --> 00:08:43.000]  原因就是我們有一個會友
[00:08:43.000 --> 00:08:47.000]  他的女兒一直在我們教會兒童主義學清少長大
[00:08:47.000 --> 00:08:49.000]  然後就去了美國
[00:08:49.000 --> 00:08:51.000]  大概去了19年
[00:08:51.000 --> 00:08:55.000]  讀完大學 讀完研究院出來工作
[00:08:55.000 --> 00:08:57.000]  他和一班朋友爬山的時候
[00:08:57.000 --> 00:08:59.000]  出了意外
[00:08:59.000 --> 00:09:02.000]  我希望他來幫一幫這個家庭
[00:09:02.000 --> 00:09:04.000]  但我告訴大家
[00:09:04.000 --> 00:09:08.000]  當這位姐妹來找我的時候
[00:09:08.000 --> 00:09:12.000]  我問我太太 你記不記得這樣的女孩
[00:09:12.000 --> 00:09:15.000]  她說 記得 很乖的
[00:09:15.000 --> 00:09:20.000]  上課 老師叫她做什麼 她就做什麼
[00:09:20.000 --> 00:09:22.000]  然後我就問她
[00:09:22.000 --> 00:09:25.000]  你知不知道她缺了志未
[00:09:25.000 --> 00:09:27.000]  師母就告訴我
[00:09:27.000 --> 00:09:29.000]  一定是缺了志的
[00:09:29.000 --> 00:09:31.000]  因為兒童主義學
[00:09:31.000 --> 00:09:34.000]  是每一班的導師 老師
[00:09:34.000 --> 00:09:39.000]  一定會逐個逐個來幫他們做決志
[00:09:39.000 --> 00:09:41.000]  所以因為這樣的緣故
[00:09:41.000 --> 00:09:43.000]  他不會有例外
[00:09:43.000 --> 00:09:46.000]  一定是個別一個一個
[00:09:46.000 --> 00:09:49.000]  和他說完福音的時候 邀請他們決志
[00:09:49.000 --> 00:09:51.000]  我聽到這個時候
[00:09:51.000 --> 00:09:53.000]  我的心裏比較安心
[00:09:53.000 --> 00:09:56.000]  最後我就和那個姐妹說
[00:09:56.000 --> 00:09:59.000]  我們已經聯絡到這位牧者
[00:09:59.000 --> 00:10:02.000]  你直接和他聯絡吧
[00:10:02.000 --> 00:10:04.000]  我很感謝神
[00:10:04.000 --> 00:10:06.000]  讓我在那個時間
[00:10:06.000 --> 00:10:10.000]  能夠看到出路的所在
[00:10:10.000 --> 00:10:12.000]  接著我就對這位姐妹說
[00:10:12.000 --> 00:10:18.000]  你的女兒在兒童主義學的時候
[00:10:18.000 --> 00:10:20.000]  她已經缺志信得住
[00:10:20.000 --> 00:10:22.000]  清少的時間
[00:10:22.000 --> 00:10:26.000]  導師一定會繼續和她個人跟進
[00:10:26.000 --> 00:10:28.000]  做門徒佛業
[00:10:28.000 --> 00:10:30.000]  我和她說
[00:10:30.000 --> 00:10:32.000]  你放心
[00:10:32.000 --> 00:10:36.000]  因為在主裏面的人
[00:10:36.000 --> 00:10:42.000]  任何人都不能夠將他們從父的手裏面奪去
[00:10:42.000 --> 00:10:44.000]  任何人都不能夠將這個人
[00:10:44.000 --> 00:10:48.000]  從我們基督耶穌的手上奪去
[00:10:48.000 --> 00:10:50.000]  他只不過是疑問
[00:10:50.000 --> 00:10:53.000]  我們一定會見到他
[00:10:53.000 --> 00:10:57.000]  親愛的弟兄姊妹
[00:10:57.000 --> 00:11:00.000]  從這些在信徑裏面發生的意外
[00:11:00.000 --> 00:11:02.000]  我絕對相信
[00:11:02.000 --> 00:11:04.000]  所有人都知道
[00:11:04.000 --> 00:11:07.000]  這些事情不是獨特的個案
[00:11:07.000 --> 00:11:09.000]  太多交通的意外
[00:11:09.000 --> 00:11:12.000]  太多各種不同的災難
[00:11:12.000 --> 00:11:15.000]  隨時會來到我們的身上
[00:11:15.000 --> 00:11:17.000]  是因為這樣的緣故
[00:11:17.000 --> 00:11:20.000]  我今天就很想和大家分享
[00:11:20.000 --> 00:11:23.000]  特別是在一個逆境裏面
[00:11:23.000 --> 00:11:27.000]  到底平安喜樂在哪裏會找得到呢?
[00:11:27.000 --> 00:11:31.000]  我希望從菲勒比書第一章
[00:11:31.000 --> 00:11:33.000]  和大家分享
[00:11:33.000 --> 00:11:38.000]  到底平安與喜樂在哪裏找得到
[00:11:38.000 --> 00:11:43.000]  首先平安在哪裏呢?
[00:11:43.000 --> 00:11:47.000]  很多人一想到平安的時候
[00:11:47.000 --> 00:11:50.000]  他就會想到環境
[00:11:50.000 --> 00:11:55.000]  有些環境他們以為比較平安
[00:11:55.000 --> 00:11:58.000]  有些環境是比較惡劣的
[00:11:58.000 --> 00:12:01.000]  有些環境治安比較好的
[00:12:01.000 --> 00:12:03.000]  有些環境治安差的
[00:12:03.000 --> 00:12:05.000]  盡量來分一區
[00:12:05.000 --> 00:12:09.000]  去治安好的 去環境好的 去經濟好的
[00:12:09.000 --> 00:12:12.000]  去穩定的 生活不需要憂慮的
[00:12:12.000 --> 00:12:15.000]  每樣東西都買得到的
[00:12:15.000 --> 00:12:16.000]  安全的
[00:12:16.000 --> 00:12:21.000]  他們覺得這些地方就是我們要找的地方
[00:12:21.000 --> 00:12:23.000]  很可惜
[00:12:23.000 --> 00:12:26.000]  我們發覺到這個姐妹
[00:12:26.000 --> 00:12:28.000]  她的女兒去的地方
[00:12:28.000 --> 00:12:30.000]  在經濟上 在政治上
[00:12:30.000 --> 00:12:32.000]  在軍事力量上
[00:12:32.000 --> 00:12:34.000]  是一個最好的地方
[00:12:34.000 --> 00:12:37.000]  而且在當地來說
[00:12:37.000 --> 00:12:42.000]  是一個比較平安 安全 旅遊的勝地
[00:12:42.000 --> 00:12:45.000]  但是為什麼會出現這些問題呢?
[00:12:45.000 --> 00:12:47.000]  往往就像耶穌所說
[00:12:47.000 --> 00:12:50.000]  人說平安 穩妥的時候
[00:12:50.000 --> 00:12:53.000]  災難會忽然臨到他們當中
[00:12:53.000 --> 00:12:57.000]  我今天就很想從菲勒比書第一章
[00:12:57.000 --> 00:12:59.000]  和大家來看一看
[00:12:59.000 --> 00:13:03.000]  到底這種平安在哪裏來
[00:13:03.000 --> 00:13:07.000]  到底我們怎樣可以得到這種平安
[00:13:07.000 --> 00:13:11.000]  我們首先讀一讀菲勒比書
[00:13:11.000 --> 00:13:14.000]  一章 一道而設
[00:13:14.000 --> 00:13:15.000]  這段聖經說
[00:13:15.000 --> 00:13:19.000]  基督耶穌的僕人保羅和提摩泰
[00:13:19.000 --> 00:13:22.000]  寫信給凡住在菲勒比
[00:13:22.000 --> 00:13:28.000]  在基督耶穌裡的眾聖徒和諸位監督 諸位執事
[00:13:28.000 --> 00:13:30.000]  願因為平安
[00:13:30.000 --> 00:13:35.000]  從上帝我們的父並主耶穌基督歸而彌援
[00:13:35.000 --> 00:13:38.000]  首先有一句話
[00:13:38.000 --> 00:13:40.000]  我相信是非常清楚的
[00:13:40.000 --> 00:13:43.000]  就是菲勒比書一章二節
[00:13:43.000 --> 00:13:46.000]  願因為平安
[00:13:46.000 --> 00:13:53.000]  是從上帝我們的父並主耶穌基督來歸於你們
[00:13:53.000 --> 00:13:56.000]  我們看到在這段聖經裏面
[00:13:56.000 --> 00:13:59.000]  提到原來這個平安
[00:13:59.000 --> 00:14:02.000]  因為平安是從上帝我們的父
[00:14:02.000 --> 00:14:07.000]  和主耶穌基督來歸給我們
[00:14:07.000 --> 00:14:12.000]  這段聖經是從上帝我們的父
[00:14:12.000 --> 00:14:15.000]  並主耶穌基督歸於我們
[00:14:15.000 --> 00:14:19.000]  這個平安因為不只是菲勒比書有說
[00:14:19.000 --> 00:14:21.000]  是保羅所有的書信
[00:14:21.000 --> 00:14:22.000]  你都可以這樣說
[00:14:22.000 --> 00:14:23.000]  都有的
[00:14:23.000 --> 00:14:25.000]  羅馬書的一章七節
[00:14:25.000 --> 00:14:27.000]  臨前的一章三節
[00:14:27.000 --> 00:14:29.000]  哥倫多後書的一章二節
[00:14:29.000 --> 00:14:31.000]  格拉太書的一章三節
[00:14:31.000 --> 00:14:33.000]  以弗所書的一章二節
[00:14:33.000 --> 00:14:35.000]  哥羅西書的一章二節
[00:14:35.000 --> 00:14:37.000]  提摩太前書的一章二節
[00:14:37.000 --> 00:14:39.000]  提摩太後書的一章二節
[00:14:39.000 --> 00:14:41.000]  提多書的一章四節
[00:14:41.000 --> 00:14:45.000]  全部一字不漏都是說這一句話
[00:14:45.000 --> 00:14:47.000]  願因為平安
[00:14:47.000 --> 00:14:52.000]  從上帝我們的父並主耶穌基督歸於你們
[00:14:52.000 --> 00:14:54.000]  沒有變過的
[00:14:54.000 --> 00:14:56.000]  但是在這段聖經裏面
[00:14:56.000 --> 00:14:59.000]  我就很想大家來看一看
[00:14:59.000 --> 00:15:02.000]  首先第一
[00:15:02.000 --> 00:15:08.000]  為什麼因為加上平安
[00:15:08.000 --> 00:15:13.000]  是從上帝我們的父並主耶穌基督歸於我們
[00:15:13.000 --> 00:15:17.000]  為什麼因為和平安走在一起
[00:15:17.000 --> 00:15:23.000]  原來從聖經裏面很清楚
[00:15:23.000 --> 00:15:25.000]  平安從哪裡來呢
[00:15:25.000 --> 00:15:31.000]  平安是從上帝我們的父和耶穌基督那裏來的
[00:15:31.000 --> 00:15:36.000]  但是問題是我們怎樣可以得到這種平安呢
[00:15:36.000 --> 00:15:38.000]  首先第一
[00:15:38.000 --> 00:15:41.000]  我們要得到恩惠
[00:15:41.000 --> 00:15:43.000]  是神的恩惠
[00:15:43.000 --> 00:15:45.000]  是耶穌基督的恩惠
[00:15:45.000 --> 00:15:50.000]  為什麼有了恩惠就有了平安呢
[00:15:50.000 --> 00:15:56.000]  原來恩惠不是我們憑努力賺取得到的
[00:15:56.000 --> 00:15:59.000]  恩惠是我們不配得
[00:15:59.000 --> 00:16:03.000]  但是神是百百來給過我們
[00:16:03.000 --> 00:16:06.000]  恩惠是什麼呢
[00:16:06.000 --> 00:16:09.000]  就是一個百百的恩典
[00:16:09.000 --> 00:16:14.000]  是一個自由不需要付任何代價的恩典
[00:16:14.000 --> 00:16:17.000]  這個恩惠是誰給的呢
[00:16:17.000 --> 00:16:19.000]  就是耶穌基督給的恩惠
[00:16:19.000 --> 00:16:21.000]  就是神給的恩惠
[00:16:21.000 --> 00:16:23.000]  神揀選我們成為祂的兒女
[00:16:23.000 --> 00:16:29.000]  然後我們憑著這個信接受耶穌基督為我們死在十字架上
[00:16:29.000 --> 00:16:30.000]  這個恩典
[00:16:30.000 --> 00:16:32.000]  因為祂的死我們能夠活
[00:16:32.000 --> 00:16:34.000]  是因為祂為我們贖罪
[00:16:34.000 --> 00:16:37.000]  以至我們在神的面前完全清白
[00:16:37.000 --> 00:16:40.000]  我們一切的罪一筆勾銷
[00:16:40.000 --> 00:16:44.000]  將來就可以永遠和耶穌基督在一起
[00:16:44.000 --> 00:16:46.000]  祂如何復活我們就如何復活
[00:16:46.000 --> 00:16:48.000]  祂在天上我們就在天上
[00:16:48.000 --> 00:16:55.000]  原來恩惠是首先我們得到的東西
[00:16:55.000 --> 00:17:01.000]  沒有了恩惠我們就沒有辦法有從神和耶穌基督而來的平安
[00:17:01.000 --> 00:17:04.000]  因為既然是一個百百的恩典
[00:17:04.000 --> 00:17:06.000]  我們接著要問一個問題
[00:17:06.000 --> 00:17:09.000]  到底我們怎樣得到這個百百的恩典呢
[00:17:09.000 --> 00:17:11.000]  聖經很清楚
[00:17:11.000 --> 00:17:14.000]  耶復所說二章八到九節
[00:17:14.000 --> 00:17:17.000]  我們得救是本乎恩
[00:17:17.000 --> 00:17:22.000]  是因以至我們得救也因著信
[00:17:22.000 --> 00:17:26.000]  恩典是一個百百的恩詞
[00:17:26.000 --> 00:17:28.000]  但我們怎樣得著這個恩詞呢
[00:17:28.000 --> 00:17:30.000]  就是要信
[00:17:30.000 --> 00:17:31.000]  信是甚麼呢
[00:17:31.000 --> 00:17:33.000]  約翰福音一章十二
[00:17:33.000 --> 00:17:38.000]  凡接待他的接待耶穌基督的
[00:17:38.000 --> 00:17:40.000]  就是信他的人
[00:17:40.000 --> 00:17:44.000]  神就會賜給他們一個權柄
[00:17:44.000 --> 00:17:46.000]  作神的兒女
[00:17:46.000 --> 00:17:51.000]  原來信耶穌的意思就是接待耶穌
[00:17:51.000 --> 00:17:54.000]  去到我們裡面成為我們唯一的救主
[00:17:54.000 --> 00:17:56.000]  成為我們生命的主
[00:17:56.000 --> 00:17:58.000]  這個就是信
[00:17:58.000 --> 00:18:05.000]  原來平安一定要我們得著神的恩惠
[00:18:05.000 --> 00:18:07.000]  以至我們得著神的平安
[00:18:07.000 --> 00:18:09.000]  這個是加諾給我們的
[00:18:09.000 --> 00:18:11.000]  要得著神的恩惠
[00:18:11.000 --> 00:18:14.000]  我們是憑信來得著
[00:18:14.000 --> 00:18:15.000]  不是憑努力
[00:18:15.000 --> 00:18:19.000]  是憑單純的信來得著
[00:18:19.000 --> 00:18:22.000]  我們接著就問
[00:18:22.000 --> 00:18:27.000]  為甚麼平安一定是從
[00:18:27.000 --> 00:18:32.000]  父上帝和我們的主耶穌基督那裡來的呢
[00:18:32.000 --> 00:18:35.000]  約伯記十二章二十三節
[00:18:35.000 --> 00:18:38.000]  很清楚告訴我們
[00:18:38.000 --> 00:18:45.000]  我們的神耶和華使邦國興旺而又毀滅
[00:18:45.000 --> 00:18:50.000]  他使邦國開廣而又被擄去
[00:18:50.000 --> 00:18:52.000]  換句話來說
[00:18:52.000 --> 00:18:55.000]  使一個國家興旺
[00:18:55.000 --> 00:18:58.000]  使一個國家衰滅
[00:18:58.000 --> 00:19:00.000]  或者毀滅
[00:19:00.000 --> 00:19:07.000]  使一個國家繼續不斷開廣擴展
[00:19:07.000 --> 00:19:12.000]  又使一個國家甚至被人擄去
[00:19:12.000 --> 00:19:15.000]  全部都是耶和華
[00:19:15.000 --> 00:19:18.000]  是神在主導
[00:19:18.000 --> 00:19:21.000]  這是說到整個世界局勢
[00:19:21.000 --> 00:19:25.000]  哪個地區是神祝福的地方
[00:19:25.000 --> 00:19:27.000]  哪個地方不是神祝福的地方
[00:19:27.000 --> 00:19:30.000]  神在掌權
[00:19:30.000 --> 00:19:32.000]  另外一節聖經
[00:19:32.000 --> 00:19:35.000]  司徒行傳十七章二十八節
[00:19:35.000 --> 00:19:38.000]  就關乎到我們個人的方面
[00:19:38.000 --> 00:19:39.000]  聖經裡面說
[00:19:39.000 --> 00:19:43.000]  我們的生活動作存留都在乎他
[00:19:43.000 --> 00:19:45.000]  就如你們作詩的話
[00:19:45.000 --> 00:19:48.000]  有人說我們是他所生的
[00:19:48.000 --> 00:19:50.000]  在乎他是誰呢
[00:19:50.000 --> 00:19:52.000]  就是我們所相信的三一神
[00:19:52.000 --> 00:19:54.000]  就是我們的上帝
[00:19:54.000 --> 00:19:56.000]  就是我們的主
[00:19:56.000 --> 00:20:01.000]  然後為什麼在裡面我們有恩惠有平安呢
[00:20:01.000 --> 00:20:04.000]  就是因為他掌管宇宙世界
[00:20:04.000 --> 00:20:09.000]  甚至掌管我們每一個人的生命動作存留
[00:20:09.000 --> 00:20:13.000]  我們住的疆界都是他定的
[00:20:13.000 --> 00:20:16.000]  然後約翰福音十章二十八到二十九節
[00:20:16.000 --> 00:20:17.000]  他就說
[00:20:17.000 --> 00:20:19.000]  我賜給他們永生
[00:20:19.000 --> 00:20:21.000]  永不滅亡
[00:20:21.000 --> 00:20:22.000]  耶穌基督答應的
[00:20:22.000 --> 00:20:26.000]  誰也不能從我的手裡把他們奪去
[00:20:26.000 --> 00:20:27.000]  然後二十九節就說
[00:20:27.000 --> 00:20:30.000]  我父張陽來賜給我
[00:20:30.000 --> 00:20:32.000]  他比萬有都大
[00:20:32.000 --> 00:20:36.000]  誰也不能從我父的手裡把他們奪去
[00:20:36.000 --> 00:20:38.000]  是雙重的保險
[00:20:38.000 --> 00:20:41.000]  第一重的保險是耶穌基督
[00:20:41.000 --> 00:20:44.000]  第二重的保險是父神
[00:20:44.000 --> 00:20:51.000]  因為平安是白白來賜給我們
[00:20:51.000 --> 00:20:53.000]  是因為這樣的緣故
[00:20:53.000 --> 00:20:55.000]  當我們留意看到
[00:20:55.000 --> 00:20:58.000]  原來我們今天渴求的平安
[00:20:58.000 --> 00:21:02.000]  不要以為我有錢就搞定
[00:21:02.000 --> 00:21:05.000]  那些錢可以一天之間消失
[00:21:05.000 --> 00:21:09.000]  我們看到現在的整個世界的局勢
[00:21:09.000 --> 00:21:11.000]  是因為這個疫症
[00:21:11.000 --> 00:21:13.000]  有些是因為這個山火
[00:21:13.000 --> 00:21:14.000]  在美國那邊
[00:21:14.000 --> 00:21:18.000]  加州成千多公里長
[00:21:18.000 --> 00:21:20.000]  由一個州已經去到第二個州
[00:21:20.000 --> 00:21:24.000]  奧利根都已經在一個火海當中
[00:21:24.000 --> 00:21:28.000]  然後蘇伊萬公里
[00:21:28.000 --> 00:21:30.000]  不知道是多少萬
[00:21:30.000 --> 00:21:35.000]  多少千萬公里的地方
[00:21:35.000 --> 00:21:38.000]  樹林全部毀掉
[00:21:38.000 --> 00:21:44.000]  住的房屋數以萬計燒毀
[00:21:44.000 --> 00:21:48.000]  無數人無家可歸
[00:21:48.000 --> 00:21:51.000]  整個環境污染到
[00:21:51.000 --> 00:21:53.000]  沒有眼睛看
[00:21:53.000 --> 00:21:58.000]  這是整個美國最富庶的加州
[00:21:58.000 --> 00:22:01.000]  我哥哥和嫂子都在那邊
[00:22:01.000 --> 00:22:04.000]  白天暗無天日
[00:22:04.000 --> 00:22:06.000]  好像晚上一樣
[00:22:06.000 --> 00:22:10.000]  由早到晚都是黑濛濛
[00:22:10.000 --> 00:22:12.000]  污染仗氣
[00:22:12.000 --> 00:22:15.000]  最大的問題就是煙霧
[00:22:15.000 --> 00:22:19.000]  會令到人的身體嚴重受損
[00:22:19.000 --> 00:22:21.000]  這都是一個很大的問題
[00:22:21.000 --> 00:22:24.000]  接著我們要探討一件事
[00:22:24.000 --> 00:22:26.000]  原來平安是從神那裡來
[00:22:26.000 --> 00:22:28.000]  從主耶穌那裡來
[00:22:28.000 --> 00:22:30.000]  那麼喜樂又如何呢?
[00:22:30.000 --> 00:22:32.000]  我們每個人都很想有一個喜樂
[00:22:32.000 --> 00:22:35.000]  香港人自從這個疫症
[00:22:35.000 --> 00:22:38.000]  特別是實際上不止這個疫症
[00:22:38.000 --> 00:22:40.000]  是因為這個政治的爭拗
[00:22:40.000 --> 00:22:44.000]  已經一年多兩年的時間沒有喜樂
[00:22:44.000 --> 00:22:46.000]  我可以給大家看得到
[00:22:46.000 --> 00:22:48.000]  絕大部分的人
[00:22:48.000 --> 00:22:50.000]  現在都看得到
[00:22:50.000 --> 00:22:54.000]  幻想抑鬱是越來越多
[00:22:54.000 --> 00:22:58.000]  聽說平均三個有一個
[00:22:58.000 --> 00:23:01.000]  都已經在一個抑鬱的狀態裏面
[00:23:01.000 --> 00:23:03.000]  是破了過去的紀錄
[00:23:03.000 --> 00:23:05.000]  特別是年輕人
