
[00:00:00.000 --> 00:00:06.000]  我們今年選讀《約伯記》六次的講道
[00:04:57.000 --> 00:05:00.000]  是應當稱頌的
[00:05:00.000 --> 00:05:06.000]  所以一開始不是說為什麼我受苦
[00:05:06.000 --> 00:05:09.000]  天上有什麼奧秘
[00:05:09.000 --> 00:05:12.000]  上帝和撒旦猜情尋
[00:05:12.000 --> 00:05:14.000]  有一個插圖的
[00:05:14.000 --> 00:05:18.000]  約伯就好像小朋友很害怕的站在旁邊
[00:05:18.000 --> 00:05:20.000]  不是
[00:05:20.000 --> 00:05:25.000]  約伯開始令我們驚訝的是
[00:05:25.000 --> 00:05:29.000]  撒旦的平易近人
[00:05:29.000 --> 00:05:36.000]  但亦都讓我們看到約伯的信仰
[00:05:36.000 --> 00:05:41.000]  原來他沒有將他對神的敬畏
[00:05:41.000 --> 00:05:48.000]  是和神怎樣對他掛鉤
[00:05:48.000 --> 00:05:50.000]  再想清楚這句說話
[00:05:50.000 --> 00:05:52.000]  不掛鉤的
[00:05:52.000 --> 00:05:53.000]  用英文說
[00:05:53.000 --> 00:05:55.000]  Disengaged
[00:05:55.000 --> 00:05:58.000]  拆開了的
[00:05:58.000 --> 00:06:00.000]  其實再講深一句
[00:06:00.000 --> 00:06:01.000]  不過一句而已
[00:06:01.000 --> 00:06:04.000]  上帝都是這樣對我們的
[00:06:04.000 --> 00:06:07.000]  上帝不是先看看你乖
[00:06:07.000 --> 00:06:10.000]  他就找個太陽照你
[00:06:10.000 --> 00:06:12.000]  你不乖
[00:06:12.000 --> 00:06:14.000]  那你就會被黑影
[00:06:14.000 --> 00:06:15.000]  沒有的
[00:06:15.000 --> 00:06:17.000]  他叫日頭照好人
[00:06:17.000 --> 00:06:20.000]  也照歹人
[00:06:20.000 --> 00:06:23.000]  降雨給異人
[00:06:23.000 --> 00:06:28.000]  也給不義的人
[00:06:28.000 --> 00:06:33.000]  是我們看看上帝的太陽怎樣照我
[00:06:33.000 --> 00:06:36.000]  上帝下不下雨給我
[00:06:36.000 --> 00:06:39.000]  然後我才決定怎樣對他
[00:06:39.000 --> 00:06:42.000]  撒旦看通了我們
[00:06:42.000 --> 00:06:46.000]  約伯卻不是這樣說
[00:06:46.000 --> 00:06:49.000]  第二課很久了
[00:06:49.000 --> 00:06:53.000]  4月24號
[00:06:53.000 --> 00:06:55.000]  我們說約伯開口
[00:06:55.000 --> 00:06:58.000]  他不是奏助上帝
[00:06:58.000 --> 00:07:00.000]  三章第一節
[00:07:00.000 --> 00:07:02.000]  有沒有印象
[00:07:02.000 --> 00:07:04.000]  他不是奏助自己
[00:07:04.000 --> 00:07:08.000]  他甚至都不是求死
[00:07:08.000 --> 00:07:11.000]  舊約聖經裏面
[00:07:11.000 --> 00:07:14.000]  不自殺的
[00:07:14.000 --> 00:07:18.000]  生死是在上帝的手中
[00:07:18.000 --> 00:07:21.000]  所以以利亞、約拿
[00:07:21.000 --> 00:07:23.000]  這些偉大的先知
[00:07:23.000 --> 00:07:25.000]  曾經都祈禱
[00:07:25.000 --> 00:07:27.000]  上帝你拿我的命吧
[00:07:27.000 --> 00:07:30.000]  我不比我的列祖好
[00:07:30.000 --> 00:07:35.000]  但是他們沒有自己一刀插進自己的心臟
[00:07:35.000 --> 00:07:39.000]  所以約伯在第三章裏面
[00:07:39.000 --> 00:07:41.000]  到底他問甚麼問題
[00:07:41.000 --> 00:07:48.000]  我們嘗試拆開這章24節約伯的奏助
[00:07:48.000 --> 00:07:50.000]  我們說一半一半
[00:07:50.000 --> 00:07:52.000]  12節是三節一句
[00:07:52.000 --> 00:07:56.000]  12節另外一半是四節一句
[00:07:56.000 --> 00:08:00.000]  交叉出現三四三四三四三
[00:08:00.000 --> 00:08:02.000]  很靚的結構
[00:08:02.000 --> 00:08:07.000]  在那三段四節的經文
[00:08:07.000 --> 00:08:12.000]  約伯三次提到光
[00:08:12.000 --> 00:08:14.000]  最後一次
[00:08:14.000 --> 00:08:16.000]  為甚麼有光
[00:08:16.000 --> 00:08:21.000]  他不是叫我們凡事看兩面
[00:08:21.000 --> 00:08:23.000]  半杯水
[00:08:23.000 --> 00:08:25.000]  看你看他是空的
[00:08:25.000 --> 00:08:27.000]  還是滿的
[00:08:27.000 --> 00:08:30.000]  不是,這個不用聖經教
[00:08:30.000 --> 00:08:33.000]  你開YouTube都很多人教
[00:08:33.000 --> 00:08:38.000]  約伯在問的為何要有光
[00:08:38.000 --> 00:08:43.000]  是回到創世紀第一章第三節
[00:08:43.000 --> 00:08:45.000]  神說
[00:08:45.000 --> 00:08:46.000]  你懂得背嗎?
[00:08:46.000 --> 00:08:48.000]  要有光
[00:08:48.000 --> 00:08:52.000]  上帝說為甚麼你要創造
[00:08:52.000 --> 00:08:55.000]  為甚麼原來你不是創造黑暗
[00:08:55.000 --> 00:08:57.000]  你是創造光
[00:08:57.000 --> 00:09:00.000]  約伯的奏助開頭那兩段
[00:09:00.000 --> 00:09:03.000]  就是想叫白天變成黑
[00:09:03.000 --> 00:09:05.000]  但他做不到
[00:09:05.000 --> 00:09:09.000]  他叫的都是黑的夜晚黑
[00:09:09.000 --> 00:09:11.000]  沒有歡樂
[00:09:11.000 --> 00:09:13.000]  不會的
[00:09:13.000 --> 00:09:17.000]  因為白晝黑夜
[00:09:17.000 --> 00:09:20.000]  光明黑暗
[00:09:20.000 --> 00:09:26.000]  不是掌管在我們的主觀意願
[00:09:26.000 --> 00:09:31.000]  我們把Facebook換成黑
[00:09:31.000 --> 00:09:35.000]  這個世界都不由你決定是黑還是白
[00:09:35.000 --> 00:09:38.000]  是光還是暗
[00:09:38.000 --> 00:09:41.000]  約伯一開始
[00:09:41.000 --> 00:09:44.000]  第三章他的說話
[00:09:44.000 --> 00:09:46.000]  不同凡響
[00:09:46.000 --> 00:09:49.000]  不是人人都喊苦喊忽
[00:09:49.000 --> 00:09:52.000]  我們又走上講台喊苦喊忽
[00:09:52.000 --> 00:09:54.000]  上帝怎樣看
[00:09:54.000 --> 00:09:57.000]  上帝怎樣決定
[00:09:57.000 --> 00:10:00.000]  香港是上帝創造
[00:10:00.000 --> 00:10:04.000]  不是我們香港人打拼出來
[00:10:04.000 --> 00:10:07.000]  約伯說甚麼
[00:10:07.000 --> 00:10:08.000]  你一講二人受苦
[00:10:08.000 --> 00:10:10.000]  我們就各個受微苦念
[00:10:10.000 --> 00:10:12.000]  不是的
[00:10:12.000 --> 00:10:14.000]  約伯看到
[00:10:14.000 --> 00:10:18.000]  無論賞賜收取背後的上帝
[00:10:18.000 --> 00:10:22.000]  有他的旨意
[00:10:22.000 --> 00:10:24.000]  有他的命令
[00:10:24.000 --> 00:10:27.000]  神說要有光
[00:10:27.000 --> 00:10:30.000]  神看光是好的
[00:10:30.000 --> 00:10:33.000]  神將光暗分開
[00:10:33.000 --> 00:10:36.000]  神稱光為白晝
[00:10:36.000 --> 00:10:39.000]  稱暗為黑夜
[00:10:39.000 --> 00:10:42.000]  有晚上有早晨
[00:10:42.000 --> 00:10:45.000]  黑暗變成夜晚
[00:10:45.000 --> 00:10:48.000]  這是上帝的創造
[00:10:48.000 --> 00:10:50.000]  我沒有時間重複
[00:10:50.000 --> 00:10:52.000]  上帝創世紀
[00:10:52.000 --> 00:10:55.000]  不過你明白約伯的開頭
[00:10:55.000 --> 00:10:57.000]  為何我們要慢讀
[00:10:57.000 --> 00:10:59.000]  因為我們看不到
[00:10:59.000 --> 00:11:04.000]  我們閉上眼說約伯就做生命
[00:11:04.000 --> 00:11:06.000]  不是的
[00:11:06.000 --> 00:11:10.000]  約伯問上帝你做生命
[00:11:10.000 --> 00:11:14.000]  你在苦難中仍然給人有光
[00:11:14.000 --> 00:11:16.000]  有盼望
[00:11:16.000 --> 00:11:18.000]  有愛
[00:11:18.000 --> 00:11:20.000]  為甚麼呢?
[00:11:20.000 --> 00:11:26.000]  今天我們來到第三講
[00:11:26.000 --> 00:11:28.000]  真的很慢
[00:11:28.000 --> 00:11:30.000]  不過今天會跳得很快
[00:11:30.000 --> 00:11:32.000]  我不是想跟你
[00:11:32.000 --> 00:11:38.000]  以下行讀所有三個朋友說甚麼
[00:11:38.000 --> 00:11:42.000]  講道不是代你讀聖經
[00:11:42.000 --> 00:11:45.000]  所以沙孫有一段很長的時間都在掙扎
[00:11:45.000 --> 00:11:46.000]  講道這麼好
[00:11:46.000 --> 00:11:49.000]  頂多就不讀聖經
[00:11:49.000 --> 00:11:52.000]  這個邏輯有點荒謬
[00:11:52.000 --> 00:11:55.000]  我們要講得不好才讀聖經
[00:11:55.000 --> 00:11:57.000]  沒理由的
[00:11:57.000 --> 00:11:58.000]  不是這樣的
[00:11:58.000 --> 00:12:01.000]  你要聽不好的就去大把地方聽
[00:12:01.000 --> 00:12:03.000]  你就去那裡讀聖經
[00:12:03.000 --> 00:12:04.000]  不是的
[00:12:04.000 --> 00:12:06.000]  我們是試食
[00:12:06.000 --> 00:12:09.000]  開你的胃口
[00:12:09.000 --> 00:12:13.000]  你回去再打開聖經來看的時候
[00:12:13.000 --> 00:12:15.000]  你有不同的看法
[00:12:15.000 --> 00:12:18.000]  我們對三個朋友沒甚麼好感
[00:12:18.000 --> 00:12:20.000]  因為我們記得
[00:12:20.000 --> 00:12:23.000]  上帝最後罵他們
[00:12:23.000 --> 00:12:26.000]  這個就是我們的先入為主
[00:12:26.000 --> 00:12:29.000]  三個朋友講的都是錯的
[00:12:29.000 --> 00:12:31.000]  所以不讀都可以
[00:12:31.000 --> 00:12:33.000]  如果是錯的
[00:12:33.000 --> 00:12:36.000]  為甚麼要用第四到二十五章
[00:12:36.000 --> 00:12:39.000]  這麼長的篇幅
[00:12:39.000 --> 00:12:50.000]  來記載朋友和約伯三輪的對話呢?
[00:12:50.000 --> 00:12:54.000]  聖經不會浪費篇幅嗎?
[00:12:54.000 --> 00:12:58.000]  這麼寶貴的六十六卷書
[00:12:58.000 --> 00:13:01.000]  上帝又沒有稿費
[00:13:01.000 --> 00:13:05.000]  寫了就是重要
[00:13:05.000 --> 00:13:08.000]  但我們看不到
[00:13:08.000 --> 00:13:10.000]  我們沒心機
[00:13:10.000 --> 00:13:14.000]  我們根本不覺得很重要
[00:13:14.000 --> 00:13:17.000]  所以今天我不是想讀完
[00:13:17.000 --> 00:13:19.000]  逐段解釋給你聽
[00:13:19.000 --> 00:13:20.000]  沒可能
[00:13:20.000 --> 00:13:23.000]  現在教會在計時我們
[00:13:23.000 --> 00:13:27.000]  唱詩的時間、報告的時間、講道的時間
[00:13:27.000 --> 00:13:29.000]  你們知不知道?
[00:13:29.000 --> 00:13:30.000]  很緊張的
[00:13:30.000 --> 00:13:33.000]  所以我幾乎帶了一個手錶上來
[00:13:33.000 --> 00:13:36.000]  還好在我還沒在後面舉牌
[00:13:36.000 --> 00:13:38.000]  以前好像舉牌
[00:13:38.000 --> 00:13:41.000]  現在好像客氣了
[00:13:41.000 --> 00:13:43.000]  有些教會還關咪
[00:13:43.000 --> 00:13:47.000]  不如在台上弄一個
[00:13:47.000 --> 00:13:52.000]  好像以前莎士比亞的舞台劇
[00:13:52.000 --> 00:13:55.000]  開個洞把你掉下去
[00:13:55.000 --> 00:13:57.000]  我們不是想讀完
[00:13:57.000 --> 00:13:58.000]  不過我告訴你
[00:13:58.000 --> 00:14:03.000]  這個循環的對話是去到最後
[00:14:03.000 --> 00:14:04.000]  沒錯
[00:14:04.000 --> 00:14:09.000]  為什麼第三個朋友沒話說呢?
[00:14:09.000 --> 00:14:12.000]  還是約伯越講越長呢?
[00:14:12.000 --> 00:14:15.000]  第一次他說一章的經文
[00:14:15.000 --> 00:14:16.000]  第二次他說兩章
[00:14:16.000 --> 00:14:18.000]  第三次他說三章
[00:14:18.000 --> 00:14:24.000]  你不讀你看不到這些細微的變化
[00:14:24.000 --> 00:14:27.000]  我們回到約伯記自己本身
[00:14:27.000 --> 00:14:31.000]  怎樣介紹這三個朋友
[00:14:31.000 --> 00:14:32.000]  三段的經文
[00:14:32.000 --> 00:14:37.000]  剛才多謝弟兄姊妹和我們讀出
[00:14:37.000 --> 00:14:44.000]  或者我們從這個框架嘗試去問
[00:14:44.000 --> 00:14:47.000]  到底約伯記裏面
[00:14:47.000 --> 00:14:50.000]  我都不敢再讀他們的名字
[00:14:50.000 --> 00:14:51.000]  很甩咳
[00:14:51.000 --> 00:14:54.000]  提曼人以利法
[00:14:54.000 --> 00:14:55.000]  什麼?
[00:14:55.000 --> 00:14:58.000]  舒亞人比勒達
[00:14:58.000 --> 00:15:00.000]  第三個就是想都想不到
[00:15:00.000 --> 00:15:02.000]  斯大林所發
[00:15:02.000 --> 00:15:04.000]  其實越甩咳越好
[00:15:04.000 --> 00:15:07.000]  表示他們和約伯都是古人
[00:15:07.000 --> 00:15:12.000]  就不是今天那些David、Peter、Mary
[00:15:12.000 --> 00:15:17.000]  所以有那個狼牙榜的氣氛
[00:15:17.000 --> 00:15:20.000]  約伯記一開始的時候
[00:15:20.000 --> 00:15:24.000]  是在第二章的總結
[00:15:24.000 --> 00:15:28.000]  介紹這三個朋友
[00:15:28.000 --> 00:15:33.000]  介紹這三個朋友的重點不是他們的背景
[00:15:33.000 --> 00:15:36.000]  而是他們的行動
[00:15:36.000 --> 00:15:40.000]  你留意到他們聽見
[00:15:40.000 --> 00:15:44.000]  他們前來
[00:15:44.000 --> 00:15:47.000]  他們相約
[00:15:47.000 --> 00:15:49.000]  來做什麼?
[00:15:49.000 --> 00:15:51.000]  這麼多的行動
[00:15:51.000 --> 00:15:58.000]  是為了要來安慰文侯、約伯
[00:15:58.000 --> 00:15:59.000]  換一句說話說
[00:15:59.000 --> 00:16:02.000]  他們不是來和約伯討論
[00:16:02.000 --> 00:16:04.000]  二人受苦的
[00:16:04.000 --> 00:16:06.000]  做夢都沒有想過
[00:16:06.000 --> 00:16:09.000]  他們要帶上那些圖書館、書
[00:16:09.000 --> 00:16:11.000]  還是影印本
[00:16:11.000 --> 00:16:13.000]  來說服約伯
[00:16:13.000 --> 00:16:14.000]  沒有的
[00:16:14.000 --> 00:16:17.000]  他們就是朋友
[00:16:17.000 --> 00:16:20.000]  聽見你進了醫院
[00:16:20.000 --> 00:16:22.000]  他就衝進來
[00:16:22.000 --> 00:16:23.000]  都不知道你在哪裡
[00:16:23.000 --> 00:16:25.000]  原來是問到的
[00:16:25.000 --> 00:16:28.000]  有正確的入院註冊聲明
[00:16:28.000 --> 00:16:30.000]  就知道在幾號床
[00:16:30.000 --> 00:16:31.000]  哪個醫院
[00:16:31.000 --> 00:16:33.000]  現在沒得探
[00:16:33.000 --> 00:16:36.000]  來到就是很真心的
[00:16:36.000 --> 00:16:40.000]  想要表達關心
[00:16:40.000 --> 00:16:42.000]  很難得的
[00:16:42.000 --> 00:16:45.000]  難得在哪個地方
[00:16:45.000 --> 00:16:48.000]  難得的是
[00:16:48.000 --> 00:16:50.000]  這三個朋友陪約伯
[00:16:50.000 --> 00:16:53.000]  坐了七天七夜
[00:16:53.000 --> 00:16:58.000]  我們很喜歡在這裏說
[00:16:58.000 --> 00:17:00.000]  探病就不要說話
[00:17:00.000 --> 00:17:04.000]  所以楊醫也有一篇講道
[00:17:04.000 --> 00:17:07.000]  三個朋友的照命
[00:17:07.000 --> 00:17:09.000]  就是陪伴
[00:17:09.000 --> 00:17:11.000]  就不是說話
[00:17:11.000 --> 00:17:13.000]  對不起
[00:17:13.000 --> 00:17:15.000]  我很尊敬楊醫
[00:17:15.000 --> 00:17:18.000]  我也佩服他有這些觀察
[00:17:18.000 --> 00:17:22.000]  不過經文不是這樣說
[00:17:22.000 --> 00:17:26.000]  經文是說他們驚訝
[00:17:26.000 --> 00:17:27.000]  他們不知道怎麼辦
[00:17:27.000 --> 00:17:29.000]  所以他們沒人敢說話
[00:17:29.000 --> 00:17:34.000]  因為看到約伯極其痛苦
[00:17:34.000 --> 00:17:37.000]  是,他們的出現已經安慰了
[00:17:37.000 --> 00:17:39.000]  但是
[00:17:39.000 --> 00:17:45.000]  如果你真的去看朋友的說話
[00:17:45.000 --> 00:17:48.000]  其實他們說我們真的不懂說話
[00:17:48.000 --> 00:17:49.000]  我們都不知道怎麼說話
[00:17:49.000 --> 00:17:51.000]  不過我們聽見你這樣開口說話
[00:17:51.000 --> 00:17:54.000]  我們不說話就很壞
[00:17:54.000 --> 00:17:56.000]  你明白我的意思嗎?
[00:17:56.000 --> 00:17:59.000]  所以那個對話
[00:17:59.000 --> 00:18:03.000]  其實是出自真情、真心
[00:18:03.000 --> 00:18:05.000]  我再說
[00:18:05.000 --> 00:18:10.000]  普通人探病安慰是很客氣的
[00:18:10.000 --> 00:18:13.000]  拿盤花來,然後看看手錶
[00:18:13.000 --> 00:18:17.000]  我趕著時間,不阻你休息
[00:18:17.000 --> 00:18:22.000]  但這三個朋友和約伯坐了七天七夜
[00:18:22.000 --> 00:18:24.000]  所以第一他們不趕時間
[00:18:24.000 --> 00:18:27.000]  第二他們是真心來陪約伯
[00:18:27.000 --> 00:18:30.000]  而最難得的,你有沒有留意
[00:18:30.000 --> 00:18:34.000]  說了三輪的對白
[00:18:34.000 --> 00:18:37.000]  九次的來回
[00:18:37.000 --> 00:18:40.000]  裏面有很多火花
[00:18:40.000 --> 00:18:43.000]  裏面是針鋒相對的
[00:18:43.000 --> 00:18:47.000]  裏面不是言不及義
[00:18:47.000 --> 00:18:50.000]  英文我又常常說錯這句話
[00:18:50.000 --> 00:18:53.000]  Beating around the bush
[00:18:53.000 --> 00:18:55.000]  說多久都說不出來
[00:18:55.000 --> 00:18:57.000]  總之一說到就避開
[00:18:57.000 --> 00:19:00.000]  不是的,三個朋友和約伯是
[00:19:00.000 --> 00:19:01.000]  所以你看下去
[00:19:01.000 --> 00:19:04.000]  你會覺得他們在吵架
[00:19:04.000 --> 00:19:06.000]  我記得有一次在加拿大
[00:19:06.000 --> 00:19:08.000]  由多倫多開車過去溫哥華
[00:19:08.000 --> 00:19:10.000]  我姨丈開車
[00:19:10.000 --> 00:19:13.000]  他有個西人的朋友在車上
[00:19:13.000 --> 00:19:15.000]  我和我姨丈討論路程
[00:19:15.000 --> 00:19:16.000]  怎樣走
[00:19:16.000 --> 00:19:17.000]  那個西人很害怕
[00:19:17.000 --> 00:19:19.000]  在旁邊說Are you arguing?
[00:19:19.000 --> 00:19:21.000]  我們大聲一點
[00:19:21.000 --> 00:19:23.000]  為甚麼我們不害怕?
[00:19:23.000 --> 00:19:24.000]  因為我們熟悉
[00:19:24.000 --> 00:19:27.000]  我們有很多年的關係
[00:19:27.000 --> 00:19:28.000]  是的
[00:19:28.000 --> 00:19:30.000]  我的好朋友這樣踩上來
[00:19:30.000 --> 00:19:35.000]  院長辦公室坐下來和我單對單
[00:19:35.000 --> 00:19:37.000]  Challenge我
[00:19:37.000 --> 00:19:39.000]  是好朋友
[00:19:39.000 --> 00:19:41.000]  不是好朋友都不敢這樣說話
[00:19:41.000 --> 00:19:43.000]  鞠躬
[00:19:43.000 --> 00:19:45.000]  退兩步
[00:19:45.000 --> 00:19:46.000]  你說甚麼都對
[00:19:46.000 --> 00:19:50.000]  你明白約伯三個朋友和他的關係嗎?
[00:19:50.000 --> 00:19:51.000]  你要讀的
[00:19:51.000 --> 00:19:52.000]  你要看的
[00:19:52.000 --> 00:19:54.000]  他們來的目的
[00:19:54.000 --> 00:19:56.000]  當然
[00:19:56.000 --> 00:19:58.000]  說完了
[00:19:58.000 --> 00:20:00.000]  總結
[00:20:00.000 --> 00:20:02.000]  是很卡通的
[00:20:02.000 --> 00:20:05.000]  原來一直有第四個人在
[00:20:05.000 --> 00:20:07.000]  第五個
[00:20:07.000 --> 00:20:12.000]  原來約伯和三個朋友不是躲起來說話
[00:20:12.000 --> 00:20:15.000]  原來在古代的世界裏面
[00:20:15.000 --> 00:20:19.000]  約伯不是坐在一個暗室裏面
[00:20:19.000 --> 00:20:22.000]  他太太在門口
[00:20:22.000 --> 00:20:24.000]  量體溫
[00:20:24.000 --> 00:20:25.000]  COVID檢測
[00:20:25.000 --> 00:20:26.000]  然後才放你進去
[00:20:26.000 --> 00:20:27.000]  不是的
[00:20:27.000 --> 00:20:29.000]  原來每個人都聽到
[00:20:29.000 --> 00:20:31.000]  原來他們的對白是公開的
[00:20:31.000 --> 00:20:33.000]  到最後
[00:20:33.000 --> 00:20:35.000]  三十二章
[00:20:35.000 --> 00:20:37.000]  前面三十一章的結束
[00:20:37.000 --> 00:20:41.000]  就是約伯的話說完了
[00:20:41.000 --> 00:20:43.000]  之後約伯還有沒有說話?
[00:20:43.000 --> 00:20:45.000]  有,不過是一句半句
[00:20:45.000 --> 00:20:48.000]  他要說的話都說完了
[00:20:48.000 --> 00:20:50.000]  原來
[00:20:50.000 --> 00:20:53.000]  連朋友都不說話了
[00:20:53.000 --> 00:20:58.000]  就彈了一個布西人蘭族巴拉加的兒子
[00:20:58.000 --> 00:21:01.000]  以利胡出來
[00:21:01.000 --> 00:21:03.000]  這個人是甚麼人呢?
[00:21:03.000 --> 00:21:07.000]  其實你查他的背景都沒甚麼用
[00:21:07.000 --> 00:21:09.000]  總之又是一個古代的人
[00:21:09.000 --> 00:21:11.000]  他表達了一件事
[00:21:11.000 --> 00:21:13.000]  第一
[00:21:13.000 --> 00:21:15.000]  他很生氣
[00:21:15.000 --> 00:21:19.000]  因為約伯
[00:21:19.000 --> 00:21:22.000]  自以為意
[00:21:22.000 --> 00:21:25.000]  這是中文和合本一直以來的翻譯
[00:21:25.000 --> 00:21:28.000]  這個翻譯沒錯
[00:21:28.000 --> 00:21:32.000]  不過這個翻譯本身帶有貶義
[00:21:32.000 --> 00:21:34.000]  即是說這樣一定不對
[00:21:34.000 --> 00:21:37.000]  自以為意從來都不對
[00:21:37.000 --> 00:21:39.000]  所以你這樣說約伯
[00:21:39.000 --> 00:21:42.000]  就是判定他不對
[00:21:42.000 --> 00:21:45.000]  但希伯來文這句話
[00:21:45.000 --> 00:21:48.000]  其實中立很多
[00:21:48.000 --> 00:21:55.000]  約伯在自己眼中是對的
[00:21:55.000 --> 00:21:58.000]  沒有說在別人眼中
[00:21:58.000 --> 00:22:00.000]  很坦白說
[00:22:00.000 --> 00:22:04.000]  我們每個人都是這樣行事為人
[00:22:04.000 --> 00:22:08.000]  待人接物的,對不對?
[00:22:08.000 --> 00:22:10.000]  你遲到
[00:22:10.000 --> 00:22:12.000]  牧師如果不客氣
[00:22:12.000 --> 00:22:14.000]  為甚麼今天這麼遲?我也試過
[00:22:14.000 --> 00:22:17.000]  牧師是好朋友
[00:22:17.000 --> 00:22:21.000]  我一定說出一個對的理由
[00:22:21.000 --> 00:22:24.000]  我不會說我睡過了
