
[00:00:00.000 --> 00:00:06.720]  列王紀合一王朝系列的第七講
[00:02:35.440 --> 00:02:36.960]  是有很多的伏筆
[00:02:36.960 --> 00:02:38.400]  我們已經講了
[00:02:38.400 --> 00:02:43.040]  這次作者描述獻聖殿的事
[00:02:43.040 --> 00:02:45.040]  也有很多的伏筆
[00:02:45.040 --> 00:02:47.960]  其實列王紀作者的文筆
[00:02:47.960 --> 00:02:49.960]  真的非常精彩
[00:02:49.960 --> 00:02:55.040]  在第八章就有一個非常精彩的首尾結構
[00:02:55.040 --> 00:03:00.680]  我沒有時間一點一點地和大家分析首尾結構
[00:03:00.680 --> 00:03:03.320]  但最重要的部分
[00:03:03.320 --> 00:03:06.560]  就是在首尾結構的最中心
[00:03:06.560 --> 00:03:11.840]  一共所羅門在聖殿裏祈求耶和華七件事
[00:03:11.840 --> 00:03:14.240]  有六件是具體的
[00:03:14.240 --> 00:03:20.320]  三件在前面就是列王紀上的八章三十一至三十六節
[00:03:20.320 --> 00:03:22.320]  三件在後面
[00:03:22.320 --> 00:03:26.680]  在列王紀上的八章四十一至五十一節
[00:03:26.680 --> 00:03:29.920]  這六件事都是具體的要求
[00:03:29.920 --> 00:03:32.720]  求神赦免以色列人的罪
[00:03:32.720 --> 00:03:35.280]  但經文最中心的地方
[00:03:35.280 --> 00:03:39.000]  就是講到當以色列人不服從神
[00:03:39.000 --> 00:03:40.600]  神降災難
[00:03:40.600 --> 00:03:42.960]  這些都是一般的災難
[00:03:42.960 --> 00:03:44.400]  不是那麼具體的
[00:03:44.400 --> 00:03:45.440]  是一般的
[00:03:45.440 --> 00:03:50.640]  這些經文就在列王紀上的八章三十七至四十節
[00:03:50.640 --> 00:03:55.560]  所以由以所羅門向神祈求的七件事
[00:03:55.560 --> 00:03:59.400]  成爲第八章最中心的經文
[00:03:59.400 --> 00:04:03.000]  我會把這個PowerPoint留在網上
[00:04:03.000 --> 00:04:06.640]  如果大家有興趣的話可以下載來看
[00:04:06.640 --> 00:04:09.840]  今天的大綱就非常簡單
[00:04:09.840 --> 00:04:11.840]  一共是三件事
[00:04:11.840 --> 00:04:13.760]  第一件事就是講到
[00:04:13.760 --> 00:04:16.200]  聖殿是神榮耀的殿
[00:04:16.200 --> 00:04:19.440]  在列王紀上的八章一至十一節
[00:04:19.440 --> 00:04:20.800]  第二件事
[00:04:20.800 --> 00:04:23.360]  這個聖殿是神同在的殿
[00:04:23.360 --> 00:04:26.800]  列王紀上的八章十二至二十一節
[00:04:26.800 --> 00:04:28.400]  第三件事
[00:04:28.400 --> 00:04:31.040]  聖殿是向神祈求的殿
[00:04:31.040 --> 00:04:36.160]  就是在列王紀上的八章二十二至五十三節
[00:04:36.160 --> 00:04:37.760]  我以前都講過
[00:04:37.760 --> 00:04:39.280]  我講很多的系列
[00:04:39.280 --> 00:04:41.920]  都是希望和大家一起來讀經
[00:04:41.920 --> 00:04:43.840]  所以當你聽這篇道的時候
[00:04:43.840 --> 00:04:46.720]  你就要讀列王紀上的第八章
[00:04:46.720 --> 00:04:48.080]  但是不要忘記
[00:04:48.080 --> 00:04:52.480]  今天的經文也在歷代之下的五章至六章
[00:04:52.480 --> 00:04:54.000]  甚至第七章
[00:04:54.000 --> 00:04:57.840]  所以都應該讀這些經文
[00:04:57.840 --> 00:04:59.760]  我首先講第一點
[00:04:59.760 --> 00:05:03.200]  就是這個聖殿是神榮耀的殿
[00:05:03.200 --> 00:05:05.840]  所羅門在耶路撒冷
[00:05:05.840 --> 00:05:09.680]  他招聚了所有十二支派的領袖
[00:05:09.680 --> 00:05:14.320]  和以色列人從北邊到南邊的居民
[00:05:14.320 --> 00:05:17.360]  來和他一起奉獻聖殿
[00:05:17.360 --> 00:05:21.920]  所以聖殿這個字在經文裏面非常重要
[00:05:21.920 --> 00:05:26.320]  在今天的經文列王紀上第八章出現二十六次
[00:05:26.320 --> 00:05:31.840]  但是在歷代之下的第五至第七章
[00:05:31.840 --> 00:05:34.640]  一共出現三十七次
[00:05:34.640 --> 00:05:36.640]  無論是大魏
[00:05:36.640 --> 00:05:38.400]  無論是所羅門
[00:05:38.400 --> 00:05:42.640]  都用了最好的人力物力來建造聖殿
[00:05:42.640 --> 00:05:46.320]  現在所羅門奉獻聖殿
[00:05:46.320 --> 00:05:51.040]  聖殿也代表神與以色列人同在
[00:05:51.040 --> 00:05:53.840]  這是土告的殿
[00:05:53.840 --> 00:05:56.240]  所以今天最中心的經文
[00:05:56.240 --> 00:06:00.240]  就是所羅門向神祈求的七件事
[00:06:00.240 --> 00:06:06.000]  其實當以色列人建造聖殿奉獻聖殿的時候
[00:06:06.000 --> 00:06:10.960]  他們已經變得和外邦人和他們的鄰居很相似
[00:06:10.960 --> 00:06:14.320]  記不記得在述撒姆爾上的第八章
[00:06:14.320 --> 00:06:16.560]  他們要求有一位王
[00:06:16.560 --> 00:06:19.040]  就是因爲他們的鄰居有一位王
[00:06:19.040 --> 00:06:21.040]  他們也希望有一位王
[00:06:21.040 --> 00:06:25.840]  他們的鄰居也有很多的廟宇來敬拜他們的偶像
[00:06:25.840 --> 00:06:30.960]  以色列人也希望有一座聖殿能夠敬拜他們的神
[00:06:30.960 --> 00:06:33.520]  我上次也說過
[00:06:33.520 --> 00:06:37.120]  其實有很多的學者都認爲
[00:06:37.120 --> 00:06:42.800]  以色列的聖殿的結構是抄外邦人的廟宇
[00:06:42.800 --> 00:06:46.640]  因爲他們說在以色列聖殿之前
[00:06:46.640 --> 00:06:49.360]  已經有很多這些廟宇存在
[00:06:49.360 --> 00:06:52.240]  而這些廟宇都是有一個聖所
[00:06:52.240 --> 00:06:56.400]  而裏面有一個致聖所是最聖潔的地方
[00:06:56.400 --> 00:06:58.400]  但我們要知道
[00:06:58.400 --> 00:07:02.640]  其實以色列的聖殿是照什麼來設計的?
[00:07:02.640 --> 00:07:04.640]  是照回眸
[00:07:04.640 --> 00:07:09.360]  在所羅門起聖殿之前的480年
[00:07:09.360 --> 00:07:11.600]  回眸已經存在
[00:07:11.600 --> 00:07:15.920]  所以是比這些所有外邦人的廟宇還要早
[00:07:15.920 --> 00:07:20.480]  所以不可能以色列的聖殿是抄外邦人
[00:07:20.480 --> 00:07:23.920]  這個絕對是神榮耀的殿
[00:07:23.920 --> 00:07:28.800]  所羅門就將約會從耶路撒冷的帳篷
[00:07:28.800 --> 00:07:31.200]  搬到聖殿裏面
[00:07:31.200 --> 00:07:35.520]  我們剛纔說這些異教的國家
[00:07:35.520 --> 00:07:37.120]  都有他們的廟宇
[00:07:37.120 --> 00:07:40.320]  都有祭壇有祭司有祭品
[00:07:40.320 --> 00:07:43.680]  就好像我們剛纔所唱的詩歌
[00:07:43.680 --> 00:07:46.960]  那些人是向石頭來敬拜
[00:07:46.960 --> 00:07:48.960]  這些偶像都是石頭造的
[00:07:48.960 --> 00:07:50.480]  都是假的
[00:07:50.480 --> 00:07:53.120]  只有唯一的真神
[00:07:53.120 --> 00:07:55.440]  又真又活的耶和華
[00:07:55.440 --> 00:07:58.560]  就在摩尼亞山的聖殿裏面
[00:07:58.560 --> 00:08:00.720]  這個就是原因
[00:08:00.720 --> 00:08:04.800]  所羅門是將約會搬到聖殿裏面
[00:08:04.800 --> 00:08:08.560]  他也是將回眸裏的陳設裝備
[00:08:08.560 --> 00:08:13.040]  從基片搬到耶路撒冷的聖殿裏面
[00:08:13.040 --> 00:08:17.840]  他將約會放在至聖所裏面
[00:08:17.840 --> 00:08:22.080]  兩個基努伯天使的賜旁下
[00:08:22.080 --> 00:08:24.480]  這兩個基努伯天使
[00:08:24.480 --> 00:08:28.080]  不是在約會上高的兩個天使
[00:08:28.080 --> 00:08:29.680]  原來在至聖所裏面
[00:08:29.680 --> 00:08:33.200]  有兩個巨大的基努伯天使的像
[00:08:33.200 --> 00:08:35.920]  每個像是15尺高
[00:08:35.920 --> 00:08:38.480]  兩個天使每個展開的翼
[00:08:38.480 --> 00:08:41.040]  由一個翼尖到另外一個翼尖
[00:08:41.040 --> 00:08:42.640]  也是15尺
[00:08:42.640 --> 00:08:46.480]  而至聖所的闊度就是30尺
[00:08:46.480 --> 00:08:48.720]  所以兩個基努伯天使
[00:08:48.720 --> 00:08:55.040]  可以遮蓋着整個至聖所最後面的牆
[00:08:55.040 --> 00:09:00.400]  兩個天使的翼尖在至聖所的房間當中
[00:09:00.400 --> 00:09:02.160]  彼此相接
[00:09:02.160 --> 00:09:03.760]  而在另外一邊
[00:09:03.760 --> 00:09:08.080]  一個天使的賜旁尖是碰着南邊的牆
[00:09:08.080 --> 00:09:10.640]  一個是碰着北邊的牆
[00:09:10.640 --> 00:09:14.480]  兩個基努伯天使都是面向着萬子
[00:09:14.480 --> 00:09:19.840]  就是東邊耶路撒冷聖殿的入口
[00:09:19.840 --> 00:09:22.960]  當然在約會上高
[00:09:22.960 --> 00:09:25.760]  也有兩個基努伯天使
[00:09:25.760 --> 00:09:30.240]  但這兩個基努伯天使彼此相望
[00:09:30.240 --> 00:09:34.560]  在聖殿裏面有很多天使的雕刻
[00:09:34.560 --> 00:09:38.320]  而我也剛剛說了有關基努伯天使
[00:09:38.320 --> 00:09:40.240]  爲什麼有那麼多天使呢?
[00:09:40.240 --> 00:09:43.680]  我們說基努伯天使就是守護者
[00:09:43.680 --> 00:09:48.960]  所以所羅門將那麼多基努伯天使雕刻在牆上
[00:09:48.960 --> 00:09:51.040]  也在至聖所裏面
[00:09:51.040 --> 00:09:54.000]  其實聖經告訴我們
[00:09:54.000 --> 00:09:56.320]  天使是不能夠被救贖的
[00:09:56.320 --> 00:09:59.120]  在啓示錄裏面告訴我們
[00:09:59.120 --> 00:10:02.160]  有三分之一的天使是墮落了
[00:10:02.160 --> 00:10:05.280]  但這些天使都不能夠被救贖
[00:10:05.280 --> 00:10:07.840]  只有人類能夠被救贖
[00:10:07.840 --> 00:10:10.880]  所以天使都很好奇
[00:10:10.880 --> 00:10:13.760]  他們都觀察神恩典的奧祕
[00:10:13.760 --> 00:10:17.120]  就好像彼得前書的一章十二節所說
[00:10:17.120 --> 00:10:20.000]  他們也透過以色列人的侍奉
[00:10:20.000 --> 00:10:24.320]  希望能夠了解這個恩典是怎麼樣的
[00:10:24.320 --> 00:10:29.520]  當列王紀的作者寫列王紀的時候
[00:10:29.520 --> 00:10:32.880]  很明顯聖殿仍然存在
[00:10:32.880 --> 00:10:35.520]  耶路撒冷還未淪陷
[00:10:35.520 --> 00:10:38.640]  因爲他見到聖殿裏面的情形
[00:10:38.640 --> 00:10:40.320]  他見到什麼呢?
[00:10:40.320 --> 00:10:42.880]  這個作者不是大祭司
[00:10:42.880 --> 00:10:44.960]  他不能夠進入至聖所
[00:10:44.960 --> 00:10:49.520]  但他見到在這個萬子有兩點
[00:10:49.520 --> 00:10:56.000]  這兩點就是抬藥櫃的金棍穿過藥櫃
[00:10:56.000 --> 00:11:00.560]  這兩條棍的尾部是碰着萬子
[00:11:00.560 --> 00:11:04.720]  相信在外面在聖所是能夠見得到
[00:11:04.720 --> 00:11:06.400]  你見不到那條棍
[00:11:06.400 --> 00:11:10.480]  但你見到這兩條棍的尾部碰着萬子
[00:11:10.480 --> 00:11:14.320]  你就知道藥櫃在至聖所裏面
[00:11:14.320 --> 00:11:16.720]  如果你打開萬子的話
[00:11:16.720 --> 00:11:20.240]  你就會見到神的寶座向着你
[00:11:20.240 --> 00:11:26.080]  也就是說那兩條金棍穿過藥櫃短的那兩邊
[00:11:26.080 --> 00:11:27.520]  窄的那兩邊
[00:11:27.520 --> 00:11:30.960]  而不是穿過寬的那兩邊
[00:11:30.960 --> 00:11:36.000]  有很多在互聯網上有關藥櫃的圖畫
[00:11:36.000 --> 00:11:37.280]  都是錯的
[00:11:37.280 --> 00:11:40.560]  他們將這條金棍穿過寬的那一邊
[00:11:40.560 --> 00:11:43.600]  如果穿過寬的那一邊就出現問題了
[00:11:43.600 --> 00:11:46.160]  因爲如果你打開萬子的時候
[00:11:46.160 --> 00:11:48.960]  耶和華的寶座是向着哪一邊呢?
[00:11:48.960 --> 00:11:51.360]  是向着南邊的北邊
[00:11:51.360 --> 00:11:54.000]  而不是向着東邊的入口
[00:11:54.000 --> 00:11:57.360]  所以這個是很重要的
[00:11:57.360 --> 00:12:01.440]  我們也都知道在藥櫃裏面有些什麼
[00:12:01.440 --> 00:12:03.600]  是有三樣東西本來
[00:12:03.600 --> 00:12:06.080]  是有裝着瑪拿的伴
[00:12:06.080 --> 00:12:09.280]  是有裝着阿倫開了花的像
[00:12:09.280 --> 00:12:12.960]  和當然就是有藥板或者法板
[00:12:12.960 --> 00:12:14.960]  就是十戒
[00:12:14.960 --> 00:12:19.520]  其實無論是瑪拿或者是阿倫開花的像
[00:12:19.520 --> 00:12:22.560]  都是紀念以色列人的反叛
[00:12:22.560 --> 00:12:24.720]  瑪拿爲什麼會有呢?
[00:12:24.720 --> 00:12:27.520]  因爲以色列人在《文書記》的第十一章
[00:12:27.520 --> 00:12:30.160]  他們埋怨
[00:12:30.160 --> 00:12:34.320]  現在來到曠野出了埃及什麼都沒得喫
[00:12:34.320 --> 00:12:36.560]  在埃及多和味啊
[00:12:36.560 --> 00:12:38.960]  又有蒜頭又有洋蔥
[00:12:38.960 --> 00:12:40.800]  你不要說什麼了
[00:12:40.800 --> 00:12:42.240]  你煮什麼都好
[00:12:42.240 --> 00:12:45.760]  你找個鍋爆香了洋蔥和蒜頭
[00:12:45.760 --> 00:12:47.520]  你煮什麼都好喫
[00:12:47.520 --> 00:12:49.520]  現在來到曠野
[00:12:49.520 --> 00:12:51.520]  真的什麼都沒得喫
[00:12:51.520 --> 00:12:53.040]  不斷地埋怨
[00:12:53.040 --> 00:12:57.040]  於是神就降下瑪拿給他們
[00:12:57.040 --> 00:13:00.240]  爲什麼會有阿倫開花的像?
[00:13:00.240 --> 00:13:02.240]  又是以色列人的領袖
[00:13:02.240 --> 00:13:04.240]  在《文書記》的第十七章
[00:13:04.240 --> 00:13:06.240]  十二支派的領袖
[00:13:06.240 --> 00:13:07.520]  走來找阿倫
[00:13:07.520 --> 00:13:09.520]  爲什麼你做領袖啊?
[00:13:09.520 --> 00:13:11.520]  我們都可以做
[00:13:11.520 --> 00:13:12.720]  神和摩西說好啊
[00:13:12.720 --> 00:13:14.720]  你叫他們每人拿他們的像
[00:13:14.720 --> 00:13:16.720]  在上面寫了他們的名
[00:13:16.720 --> 00:13:18.720]  擺在會幕裏面
[00:13:18.720 --> 00:13:20.240]  藥櫃的前面
[00:13:20.240 --> 00:13:22.240]  你改天早上來看一下
[00:13:22.240 --> 00:13:25.040]  只有阿倫的像是開了花
[00:13:25.040 --> 00:13:27.840]  其他領袖的像都沒開花
[00:13:27.840 --> 00:13:29.840]  所以又是將這支像
[00:13:29.840 --> 00:13:31.840]  擺在這個藥櫃裏面
[00:13:31.840 --> 00:13:35.440]  現在這個藥櫃已經去到
[00:13:35.440 --> 00:13:37.920]  聖殿神立他名的地方
[00:13:37.920 --> 00:13:39.920]  不再需要提這些事
[00:13:39.920 --> 00:13:41.440]  是一個新的開始
[00:13:41.440 --> 00:13:43.440]  所以經文在聶王紀上的
[00:13:43.440 --> 00:13:45.440]  八章九節告訴他們
[00:13:45.440 --> 00:13:47.440]  現在在藥櫃裏面
[00:13:47.440 --> 00:13:49.040]  只剩下八版
[00:13:49.040 --> 00:13:51.440]  神仍然是要以色列人
[00:13:51.440 --> 00:13:53.440]  來遵守他的律例殿章
[00:13:53.440 --> 00:13:55.440]  但是瑪拿的冠
[00:13:55.440 --> 00:13:58.640]  和開花的像已經沒了
[00:13:58.640 --> 00:14:01.840]  當藥櫃來到聖殿
[00:14:01.840 --> 00:14:03.440]  來到知聖所
[00:14:03.440 --> 00:14:06.640]  神的榮耀就降臨在聖殿
[00:14:06.640 --> 00:14:09.440]  藥櫃就是代表
[00:14:09.440 --> 00:14:12.240]  神與以色列人同在
[00:14:12.240 --> 00:14:15.840]  在聶王紀上的八章十至十一節
[00:14:15.840 --> 00:14:19.440]  經文說祭司從聖所出來的時候
[00:14:19.440 --> 00:14:22.640]  有云充滿耶和華的殿
[00:14:22.640 --> 00:14:25.840]  甚至祭司不能站立供祭
[00:14:25.840 --> 00:14:29.840]  因爲耶和華的榮光充滿尿殿
[00:14:29.840 --> 00:14:31.440]  有沒有看到
[00:14:31.440 --> 00:14:34.240]  有經文說雲充滿尿殿
[00:14:34.240 --> 00:14:38.640]  也有經文說神的榮光充滿尿殿
[00:14:38.640 --> 00:14:42.240]  雲就是代表神的榮光
[00:14:42.240 --> 00:14:45.840]  記不記得昔日在這抗野
[00:14:45.840 --> 00:14:48.640]  神是以雲主和燕主
[00:14:48.640 --> 00:14:50.640]  來帶領以色列人
[00:14:50.640 --> 00:14:54.640]  現在神的榮耀在知聖所
[00:14:54.640 --> 00:14:58.640]  在聖殿裏和以色列人同在
[00:14:58.640 --> 00:15:03.440]  於是祭司就用歌聲和樂器讚美神
[00:15:03.440 --> 00:15:07.440]  就好像在詩篇二十二篇第三節
[00:15:07.440 --> 00:15:11.840]  耶和華住在他子民的讚美中
[00:15:11.840 --> 00:15:13.440]  這個也是原因
[00:15:13.440 --> 00:15:15.840]  爲什麼我們每個星期回來
[00:15:15.840 --> 00:15:18.640]  我們就用詩歌來讚美神
[00:15:18.640 --> 00:15:23.440]  在聖經裏不斷告訴我們
[00:15:23.440 --> 00:15:27.440]  神的榮耀來來去去
[00:15:27.440 --> 00:15:30.240]  在《獵王紀》上第八章
[00:15:30.240 --> 00:15:34.640]  作者又一次將經文和出埃及記
[00:15:34.640 --> 00:15:36.240]  連在一起
[00:15:36.240 --> 00:15:38.640]  說到雲的榮耀
[00:15:38.640 --> 00:15:40.640]  就是提醒我們昔日
[00:15:40.640 --> 00:15:42.640]  以色列人出埃及之後
[00:15:42.640 --> 00:15:47.840]  神以雲主燕主的榮耀來帶領以色列人
[00:15:47.840 --> 00:15:51.440]  直到神叫摩西起源了回眸
[00:15:51.440 --> 00:15:53.040]  在出埃及記裏
[00:15:53.040 --> 00:15:56.640]  神的榮光就臨到回眸裏
[00:15:56.640 --> 00:15:59.840]  但是也因爲以色列人的反叛
[00:15:59.840 --> 00:16:03.440]  記不記得以色列人拿着神的藥櫃
[00:16:03.440 --> 00:16:05.440]  去和斐理士人爭戰
[00:16:05.440 --> 00:16:07.440]  連藥櫃都被撈
[00:16:07.440 --> 00:16:10.640]  所以在撒姆以上的第四章告訴我們
[00:16:10.640 --> 00:16:13.840]  神的榮耀就離開了回眸
[00:16:13.840 --> 00:16:18.640]  現在神的榮耀又回到聖殿裏
[00:16:18.640 --> 00:16:21.440]  但是很可惜不會長久
[00:16:21.440 --> 00:16:24.240]  也會因爲以色列人的罪
[00:16:24.240 --> 00:16:28.240]  神的榮耀會再一次離開聖殿
[00:16:28.240 --> 00:16:30.640]  就是在《以細節書》裏
[00:16:30.640 --> 00:16:35.040]  第八章、九章和第十章裏的預言
[00:16:35.040 --> 00:16:37.840]  神的榮耀離開聖殿
[00:16:37.840 --> 00:16:39.840]  而以塞瓦先知
[00:16:39.840 --> 00:16:44.240]  他預言神的榮耀將會再一次臨到人間
[00:16:44.240 --> 00:16:47.840]  就是在《以塞瓦書》的第四十章
[00:16:47.840 --> 00:16:49.040]  是什麼時候啊?
[00:16:49.040 --> 00:16:53.440]  是耶穌基督道成肉身來到世上
[00:16:53.440 --> 00:16:56.240]  就是約翰福音裏第一章
[00:16:56.240 --> 00:16:59.840]  第十四節至二十三節所講
[00:16:59.840 --> 00:17:03.040]  神的榮耀再一次臨到人間
[00:17:03.040 --> 00:17:04.640]  但是很可惜
[00:17:04.640 --> 00:17:07.440]  以色列人將榮耀的主
[00:17:07.440 --> 00:17:11.040]  釘死在十字架的上方
[00:17:11.040 --> 00:17:15.040]  而當耶穌基督復活昇天的時候
[00:17:15.040 --> 00:17:19.040]  就是架着榮耀的雲彩回到天上
[00:17:19.040 --> 00:17:21.040]  而相對來說
[00:17:21.040 --> 00:17:23.840]  神的聖殿就變得荒涼
[00:17:23.840 --> 00:17:27.040]  你看看現在耶路撒冷的聖殿
[00:17:27.040 --> 00:17:28.640]  所在的地方
[00:17:28.640 --> 00:17:32.240]  就是有一個金色頂的清真寺
[00:17:32.240 --> 00:17:35.840]  神的榮耀絕對不在那裏離開了
[00:17:35.840 --> 00:17:37.840]  但是感謝神
[00:17:37.840 --> 00:17:41.840]  神給以細節先知有一個異象
[00:17:41.840 --> 00:17:45.840]  能夠見到神的榮耀將會又一次
[00:17:45.840 --> 00:17:48.640]  臨到耶路撒冷的聖殿
[00:17:48.640 --> 00:17:53.440]  這個就在以細節書的第四十一章至四十三章
[00:17:53.440 --> 00:17:56.240]  也是千禧年的時候
[00:17:56.240 --> 00:18:00.640]  耶穌基督將會帶領以色列人進入千禧年國
[00:18:00.640 --> 00:18:05.040]  神的榮耀再一次在聖殿出現
[00:18:05.040 --> 00:18:06.640]  所以這是很重要
[00:18:06.640 --> 00:18:08.240]  沒有了千禧年國
[00:18:08.240 --> 00:18:11.040]  神的應許就會落空
[00:18:11.040 --> 00:18:14.640]  現在神的榮耀在哪裏?
[00:18:14.640 --> 00:18:19.040]  在使徒行傳的第二章告訴我們
[00:18:19.040 --> 00:18:21.840]  當門徒在敬拜神的時候
[00:18:21.840 --> 00:18:24.240]  聖靈降臨在他們身上
[00:18:24.240 --> 00:18:28.640]  現在神的榮耀就在每一個兒女身上
[00:18:28.640 --> 00:18:33.840]  也在地方教會和普世教會那裏
[00:18:33.840 --> 00:18:39.040]  我們也知道每次當我們用心靈誠實來敬拜神
[00:18:39.040 --> 00:18:41.840]  我們就將榮耀歸給神
[00:18:41.840 --> 00:18:47.840]  每一次我們是透過我們的侍奉來榮耀神的時候
[00:18:47.840 --> 00:18:50.640]  神的榮耀也是被彰顯
[00:18:50.640 --> 00:18:52.640]  但我們也要小心
[00:18:52.640 --> 00:18:57.040]  我們不只是星期日或者是侍奉的時候
[00:18:57.040 --> 00:18:59.040]  纔將榮耀歸給神
[00:18:59.040 --> 00:19:02.240]  而是我們每一天的生命當中
[00:19:02.240 --> 00:19:06.640]  我們都要活出美好的見證來榮耀神
[00:19:06.640 --> 00:19:13.840]  在將藥櫃帶到至聖所的儀式當中
[00:19:13.840 --> 00:19:17.040]  以色列人是獻祭了無數的祭物
[00:19:17.040 --> 00:19:22.640]  經文告訴我們根本沒有辦法計算有多少祭物
[00:19:22.640 --> 00:19:25.040]  讓我們見到神的榮耀有多大
[00:19:25.040 --> 00:19:27.840]  讓我們見到以色列人是多麼尊敬神
[00:19:27.840 --> 00:19:30.240]  而經文也告訴我們
[00:19:30.240 --> 00:19:32.640]  所羅門建好聖殿之後
[00:19:32.640 --> 00:19:37.440]  他等了11個月纔將藥櫃搬去至聖所
[00:19:37.440 --> 00:19:40.640]  他建好聖殿的時候應該是8月
[00:19:40.640 --> 00:19:43.840]  而他將藥櫃搬去至聖所
[00:19:43.840 --> 00:19:45.840]  所以就是7月
[00:19:45.840 --> 00:19:47.840]  7月是什麼時候?
[00:19:47.840 --> 00:19:50.640]  正是住盤節的時候
[00:19:50.640 --> 00:19:53.040]  這個就令我們想起
[00:19:53.040 --> 00:19:55.840]  生命紀的16章第15節
[00:19:55.840 --> 00:20:00.240]  神說你要在耶和華你神所揀選的地點
[00:20:00.240 --> 00:20:03.440]  向耶和華你的神守節
[00:20:03.440 --> 00:20:09.440]  以色列人建好聖殿的第一個節期就是住盤節
[00:20:09.440 --> 00:20:11.440]  住盤節代表什麼?
[00:20:11.440 --> 00:20:14.240]  神與以色列人同在
[00:20:14.240 --> 00:20:15.440]  啓示錄
[00:20:15.440 --> 00:20:17.440]  神要住在人間
[00:20:17.440 --> 00:20:19.440]  神的帳篷在人間
[00:20:19.440 --> 00:20:22.240]  就是與人同在的意思
[00:20:22.240 --> 00:20:28.640]  現在以色列人就能夠在耶路撒冷的聖殿來敬拜神
[00:20:28.640 --> 00:20:31.440]  因爲神曾經應許以色列人
[00:20:31.440 --> 00:20:35.440]  可以在神納祂名的地方來敬拜神
[00:20:35.440 --> 00:20:37.440]  生命紀第12章
[00:20:37.440 --> 00:20:42.240]  但我們如果注意希伯來文的原文的話
[00:20:42.240 --> 00:20:49.040]  經文是用Mahon這個字來形容天上神的居所
[00:20:49.040 --> 00:20:55.440]  這個字出現在列王紀上的八章39、43和49節
