
[00:00:00.000 --> 00:00:04.320]  各位電影師妹你好
[00:05:45.680 --> 00:05:50.640]  所以我們現在會見到一些情況出現
[00:05:50.640 --> 00:05:53.360]  但是當大災難真的來的時候
[00:05:53.360 --> 00:05:55.280]  如果我們還在的時候
[00:05:55.280 --> 00:05:57.040]  我們是一定會知道的
[00:05:57.040 --> 00:05:58.320]  裏面有一些東西
[00:05:58.320 --> 00:06:00.640]  譬如說我們今天見到地震
[00:06:00.640 --> 00:06:03.680]  但在大災難當中不止地震
[00:06:03.680 --> 00:06:05.280]  天都會震
[00:06:05.280 --> 00:06:08.080]  這些東西我們現在是很難想像的
[00:06:08.080 --> 00:06:10.640]  蝗蟲全世界走出來
[00:06:10.640 --> 00:06:13.280]  這些我們現在是想像不到的
[00:06:13.280 --> 00:06:15.280]  所以我們查啟示錄的時候
[00:06:15.280 --> 00:06:18.800]  有些東西因為不在我們的腦海裏面
[00:06:18.800 --> 00:06:21.360]  所以我們就會比較難明白一些
[00:06:21.360 --> 00:06:25.200]  但你也可以說未必是這麼難查
[00:06:25.200 --> 00:06:27.440]  只要我們拿著一個原則
[00:06:27.440 --> 00:06:29.520]  就是說如果啟示錄裏面
[00:06:29.520 --> 00:06:31.360]  他講得很白的東西
[00:06:31.360 --> 00:06:32.880]  很清楚的東西
[00:06:32.880 --> 00:06:36.080]  不是一個隱喻的東西
[00:06:36.080 --> 00:06:39.280]  我們就憑字面來接受
[00:06:39.280 --> 00:06:43.120]  譬如說到後面我們查到千禧年的時候
[00:06:43.120 --> 00:06:47.200]  第20章千禧年是講了六次這麼多的
[00:06:47.200 --> 00:06:49.840]  如果都不說是清楚
[00:06:49.840 --> 00:06:52.720]  千禧年神未必一定說是一千年
[00:06:52.720 --> 00:06:55.920]  可能神的意思是很長時間
[00:06:55.920 --> 00:06:59.120]  我們就變成每樣東西在啟示錄裏面
[00:06:59.120 --> 00:07:03.600]  都可以用一個隱喻或靈異的解釋
[00:07:03.600 --> 00:07:06.800]  這樣的時候你又你說我又我說
[00:07:06.800 --> 00:07:09.120]  大家就變成沒有一個準則
[00:07:09.120 --> 00:07:10.960]  這樣就變得很笨拙
[00:07:10.960 --> 00:07:14.000]  但他裏面又不是所有的東西
[00:07:14.000 --> 00:07:17.680]  你都可以用字面來解釋
[00:07:17.680 --> 00:07:20.720]  譬如說講到龍
[00:07:20.720 --> 00:07:23.040]  他不是真的講一隻動物是龍
[00:07:23.040 --> 00:07:25.040]  沒有一隻動物是龍
[00:07:25.040 --> 00:07:27.520]  在我們現在世界裏面
[00:07:27.520 --> 00:07:29.200]  是沒有一隻動物是龍
[00:07:29.200 --> 00:07:30.960]  這個龍是指魔鬼的
[00:07:30.960 --> 00:07:34.800]  所以我們千萬不要叫大家說我們是龍的傳人
[00:07:34.800 --> 00:07:37.040]  龍裏面是指魔鬼的
[00:07:37.040 --> 00:07:39.520]  這個我們都知道不是真的指龍
[00:07:39.520 --> 00:07:42.000]  當裏面講到婦人的時候
[00:07:42.000 --> 00:07:44.560]  這個婦人就不是真的講一個女人
[00:07:44.560 --> 00:07:48.000]  這個婦人懷胎生了個兒子
[00:07:48.000 --> 00:07:50.560]  我們知道不是真的一個女人在生兒子
[00:07:50.560 --> 00:07:53.600]  這個女人是指以色列
[00:07:53.600 --> 00:07:56.960]  兒子是講到耶穌的
[00:07:56.960 --> 00:08:00.800]  這些是很明顯的隱喻
[00:08:00.800 --> 00:08:03.360]  我們就要去解釋一下
[00:08:03.360 --> 00:08:06.160]  看看他真的指甚麼東西
[00:08:06.160 --> 00:08:09.600]  啟示錄還有難的地方
[00:08:09.600 --> 00:08:12.080]  就是因為末世論
[00:08:12.080 --> 00:08:15.680]  神學家甚至是教會的領袖
[00:08:15.680 --> 00:08:19.040]  教會的教母神學的教授
[00:08:19.040 --> 00:08:21.200]  都有不同的看法
[00:08:21.200 --> 00:08:25.440]  兩個主要的論點有不同的看法
[00:08:25.440 --> 00:08:28.480]  令到大家研究啟示錄的時候
[00:08:28.480 --> 00:08:31.120]  可能會有很多爭拗
[00:08:31.120 --> 00:08:35.280]  第一就是教會到底何時被提
[00:08:35.280 --> 00:08:37.680]  即是說《創世記》裏面
[00:08:37.680 --> 00:08:40.000]  由第六章到第十六章裏面
[00:08:40.000 --> 00:08:43.280]  講到七個印的災
[00:08:43.280 --> 00:08:44.960]  七個號的災
[00:08:44.960 --> 00:08:48.000]  七個碗的災
[00:08:48.000 --> 00:08:50.560]  這個已經在大災難裏面了
[00:08:50.560 --> 00:08:52.400]  而基督亦都出現了
[00:08:52.400 --> 00:08:54.960]  這個號冒疑問在大災難裏面了
[00:08:54.960 --> 00:08:57.760]  但是教會是否在大災難裏面呢?
[00:08:57.760 --> 00:09:00.480]  教會是災難之前
[00:09:00.480 --> 00:09:02.720]  耶穌基督已經將我們提了去
[00:09:02.720 --> 00:09:05.200]  這個叫做災前被提
[00:09:05.200 --> 00:09:08.880]  抑或我們是在大災難的當中
[00:09:08.880 --> 00:09:10.400]  是耶穌提了我們去
[00:09:10.400 --> 00:09:14.400]  我們不用經歷最後那三年半的大災難
[00:09:14.400 --> 00:09:18.240]  抑或你和我都要在這裏經歷七年的災難
[00:09:18.240 --> 00:09:23.120]  都要通過了七年才被提呢?
[00:09:23.120 --> 00:09:26.320]  這個是大家有很不同的看法的
[00:09:26.320 --> 00:09:28.320]  比較傳統的看法
[00:09:28.320 --> 00:09:30.640]  亦都是我自己本人的看法
[00:09:30.640 --> 00:09:32.800]  就是災前被提
[00:09:32.800 --> 00:09:34.880]  那麼在以後查經當中
[00:09:34.880 --> 00:09:38.000]  可能我們都會用到半堂甚至一堂
[00:09:38.000 --> 00:09:42.320]  講到教會被提這個真理
[00:09:42.320 --> 00:09:44.880]  到底是大家怎樣不同的看法
[00:09:44.880 --> 00:09:46.800]  有些說是災中
[00:09:46.800 --> 00:09:48.720]  有些說是災後
[00:09:48.720 --> 00:09:51.520]  教會何時被提呢?
[00:09:51.520 --> 00:09:55.280]  我自己個人就覺得不是太重要
[00:09:55.280 --> 00:09:58.160]  如果有目者告訴我
[00:09:58.160 --> 00:10:00.160]  他是相信災後
[00:10:00.160 --> 00:10:03.040]  我會和他大家甚至辯論
[00:10:03.040 --> 00:10:07.120]  我和幾個目者進行過很長的辯論
[00:10:07.120 --> 00:10:09.600]  這些辯論都寫了下來的
[00:10:09.600 --> 00:10:11.600]  你可以上我的網址
[00:10:11.600 --> 00:10:13.600]  進入末世預言的部分
[00:10:13.600 --> 00:10:18.640]  你可以看到我們有很詳細的辯論
[00:10:18.640 --> 00:10:22.160]  但是我們不會說大家是異端的
[00:10:22.160 --> 00:10:26.400]  就是相信教會何時被提呢?
[00:10:26.400 --> 00:10:28.400]  前、中或後
[00:10:28.400 --> 00:10:31.760]  甚至近年有第四個看法
[00:10:31.760 --> 00:10:34.000]  就是說在後的三年半
[00:10:34.000 --> 00:10:36.000]  但是未去到最盡
[00:10:36.000 --> 00:10:38.720]  是神的憤怒傾倒下來的時候
[00:10:38.720 --> 00:10:40.720]  我們在那個時候就被提了
[00:10:40.720 --> 00:10:43.520]  這個是大家不同的看法
[00:10:43.520 --> 00:10:44.800]  是不重要的
[00:10:44.800 --> 00:10:47.440]  因為大家都有聖經根據
[00:10:47.440 --> 00:10:53.200]  問題是哪一個覺得他的聖經根據比較足夠
[00:10:53.200 --> 00:10:58.160]  另外一個令到看啟示錄比較困難的
[00:10:58.160 --> 00:11:00.160]  就是千禧年
[00:11:00.160 --> 00:11:04.160]  千禧年主要有三個看法
[00:11:04.160 --> 00:11:07.600]  一個看法是主耶穌回來
[00:11:07.600 --> 00:11:09.600]  是在千禧年之前
[00:11:09.600 --> 00:11:12.480]  帶著我們進入千禧年
[00:11:12.480 --> 00:11:14.480]  主耶穌是在千禧年裏面的
[00:11:14.480 --> 00:11:18.400]  第二個看法是後千
[00:11:18.400 --> 00:11:20.400]  剛才那個看法是前千
[00:11:20.400 --> 00:11:24.000]  後千就是主耶穌在千禧年裏面
[00:11:24.000 --> 00:11:26.000]  不是在地上
[00:11:26.000 --> 00:11:28.000]  地是進入千禧年
[00:11:28.000 --> 00:11:30.000]  然後主耶穌在千禧年完之後
[00:11:30.000 --> 00:11:34.000]  才回來帶我們進入新天新地
[00:11:34.000 --> 00:11:36.000]  這個叫做後千
[00:11:36.400 --> 00:11:40.880]  第三個看法就是無千
[00:11:40.880 --> 00:11:44.320]  無千就是沒有千禧年這回事
[00:11:44.320 --> 00:11:49.440]  起碼沒有一個真正一千年
[00:11:49.440 --> 00:11:51.440]  或者一段時間的千禧年
[00:11:51.440 --> 00:11:56.640]  千禧年只不過形容世界變得越來越好
[00:11:56.640 --> 00:11:58.640]  因為教會的影響
[00:11:58.640 --> 00:12:03.040]  令到這個世界慢慢被基督徒所影響
[00:12:03.040 --> 00:12:05.040]  所以教會就進入千禧年
[00:12:05.040 --> 00:12:07.040]  甚至有一派的學說
[00:12:07.040 --> 00:12:09.040]  說我們已經進入千禧年
[00:12:09.040 --> 00:12:11.040]  你看看科技的發達
[00:12:11.040 --> 00:12:15.040]  你看看交通的便利
[00:12:15.040 --> 00:12:17.040]  你看看福音的傳開
[00:12:17.040 --> 00:12:19.040]  聖經的所有語言都被翻譯
[00:12:19.040 --> 00:12:23.040]  我們已經進入千禧年
[00:12:23.040 --> 00:12:27.040]  這個我覺得是挺危險的
[00:12:27.040 --> 00:12:33.040]  我們相信千禧年到底是前千無千還是後千
[00:12:33.040 --> 00:12:39.040]  是直接影響到我們如何解末世論
[00:12:39.040 --> 00:12:41.040]  如何看聖經
[00:12:41.040 --> 00:12:43.040]  所以如果有目者告訴我
[00:12:43.040 --> 00:12:45.040]  我不相信有千禧年
[00:12:45.040 --> 00:12:49.040]  我就會覺得他是走錯路
[00:12:49.040 --> 00:12:53.040]  如果有目者說千禧年裏面不是耶穌掌權
[00:12:53.040 --> 00:12:59.040]  也是我們這班人在掌權
[00:12:59.040 --> 00:13:05.040]  我們能夠在基督消失之後
[00:13:05.040 --> 00:13:07.040]  世界進入一個很美好的境況
[00:13:07.040 --> 00:13:09.040]  耶穌基督仍然在天上
[00:13:09.040 --> 00:13:13.040]  你和我可以在地上搞得很好的
[00:13:13.040 --> 00:13:15.040]  這個我也覺得不對
[00:13:15.040 --> 00:13:19.040]  這樣大家便會有些爭拗
[00:13:19.040 --> 00:13:25.040]  所以我很少和傳道人學者談千禧年
[00:13:25.040 --> 00:13:27.040]  因為知道大家一不同意見的時候
[00:13:27.040 --> 00:13:29.040]  就會爭拗到臉紅耳熱
[00:13:29.040 --> 00:13:33.040]  這是令到看啟示錄會有困難的
[00:13:33.040 --> 00:13:41.040]  我不知道大家有沒有曾經研究過末世論
[00:13:41.040 --> 00:13:47.040]  你對災前被提、災中被提、災後被提有沒有甚麼意見
[00:13:47.040 --> 00:13:49.040]  這個不要緊
[00:13:49.040 --> 00:13:51.040]  但你既然是來參加我查經班
[00:13:51.040 --> 00:13:55.040]  多或少也會被我影響
[00:13:55.040 --> 00:13:59.040]  我覺得前瞻是對的
[00:13:59.040 --> 00:14:01.040]  很簡單我們現在開始查啟示錄
[00:14:01.040 --> 00:14:05.040]  我們查第一、第二、第三章
[00:14:05.040 --> 00:14:09.040]  完全是講到耶穌基督向教會講話
[00:14:09.040 --> 00:14:11.040]  祂很關心教會
[00:14:11.040 --> 00:14:15.040]  我們今晚查第一章
[00:14:15.040 --> 00:14:17.040]  只是略略提到七個教會的名字
[00:14:17.040 --> 00:14:21.040]  下次查到第二、第三章的時候
[00:14:21.040 --> 00:14:25.040]  主耶穌有很多東西要和這七個
[00:14:25.040 --> 00:14:29.040]  代表了所有天下的教會
[00:14:29.040 --> 00:14:35.040]  不同時代的教會、不同地區的教會、不同情況的教會來講話
[00:14:35.040 --> 00:14:41.040]  但到了第四章開始就完全沒有教會的宗旨
[00:14:41.040 --> 00:14:46.040]  一直到二十二章結尾的時候才再提教會
[00:14:46.040 --> 00:14:50.040]  為甚麼中間完全沒有提到教會呢?
[00:14:50.040 --> 00:14:54.040]  如果教會要經過這個災難的時候
[00:14:54.040 --> 00:14:58.040]  多或少也有一些預言牽涉到教會
[00:14:58.040 --> 00:15:02.040]  牽涉到你和我在這個災難裏面
[00:15:02.040 --> 00:15:04.040]  是怎樣抵擋基督呢?
[00:15:04.040 --> 00:15:06.040]  一句也沒有
[00:15:06.040 --> 00:15:08.040]  一個字也沒有
[00:15:08.040 --> 00:15:10.040]  這個我們將來會多些來講
[00:15:10.040 --> 00:15:12.040]  所以啟示錄你說容易也可以
[00:15:12.040 --> 00:15:14.040]  你說困難也可以
[00:15:14.040 --> 00:15:16.040]  這是給我們的一個挑戰
[00:15:16.040 --> 00:15:22.040]  希望聖靈透過啟示錄和我們每一個人來說話
[00:15:22.040 --> 00:15:24.040]  我們現在要進入道論
[00:15:24.040 --> 00:15:28.040]  通常查第一本書的時候
[00:15:28.040 --> 00:15:32.040]  我們一定會給一些背景資訊
[00:15:32.040 --> 00:15:39.040]  作者原來我們今天大家都相信一定是約翰
[00:15:39.040 --> 00:15:41.040]  這個約翰一定是仕途約翰
[00:15:41.040 --> 00:15:43.040]  還有誰是約翰呢?
[00:15:43.040 --> 00:15:45.040]  當然是耶穌最愛的門徒
[00:15:45.040 --> 00:15:47.040]  當然是約翰福音的作者
[00:15:47.040 --> 00:15:51.040]  約翰一書二書三書的作者
[00:15:51.040 --> 00:15:56.040]  現在正統的教會我相信絕大部分
[00:15:56.040 --> 00:16:00.040]  可以說99.9%都相信這個是約翰
[00:16:00.040 --> 00:16:08.040]  但今天還有少數的學者堅持這個約翰不是仕途約翰
[00:16:08.040 --> 00:16:12.040]  這個約翰是後世有些人叫約翰
[00:16:12.040 --> 00:16:16.040]  約翰是一個很常見的名字
[00:16:16.040 --> 00:16:19.040]  為什麼一定要說仕途約翰呢?
[00:16:19.040 --> 00:16:23.040]  如果我們相信這個是第一世紀寫的
[00:16:23.040 --> 00:16:28.040]  第一世紀只有幾個約翰是我們所熟悉的
[00:16:28.040 --> 00:16:36.040]  第一個當然就是寫約翰福音、約翰一書的仕途約翰
[00:16:36.040 --> 00:16:39.040]  就是耶穌所愛的門徒
[00:16:39.040 --> 00:16:42.040]  第二個約翰就是師逝約翰
[00:16:42.040 --> 00:16:47.040]  但師逝約翰我想三十多歲就已經被斬頭
[00:16:47.040 --> 00:16:50.040]  所以是沒有寫過任何東西的
[00:16:50.040 --> 00:16:52.040]  一定不會是師逝約翰
[00:16:52.040 --> 00:16:54.040]  還有一個約翰是誰呢?
[00:16:54.040 --> 00:16:58.040]  還有一個約翰就沒有了
[00:16:58.040 --> 00:17:01.040]  沒有什麼其他約翰
[00:17:01.040 --> 00:17:04.040]  還有一個約翰就叫John Mark
[00:17:04.040 --> 00:17:06.040]  我們一般叫他馬可
[00:17:06.040 --> 00:17:08.040]  不會叫他做約翰
[00:17:08.040 --> 00:17:11.040]  雖然他的名字有John在
[00:17:11.040 --> 00:17:14.040]  但他叫John Mark 馬可
[00:17:14.040 --> 00:17:16.040]  就是寫馬可福音的馬可
[00:17:16.040 --> 00:17:22.040]  我亦都思疑年輕的官來見耶穌跪在那裏
[00:17:22.040 --> 00:17:26.040]  問耶穌我要做什麼才能夠承受永生呢?
[00:17:26.040 --> 00:17:28.040]  我相信那個就是馬可
[00:17:28.040 --> 00:17:31.040]  我有一篇道是講這一方面的
[00:17:31.040 --> 00:17:34.040]  是叫做來見耶穌的年輕人
[00:17:34.040 --> 00:17:36.040]  你可以上我的網址去聽聽
[00:17:36.040 --> 00:17:40.040]  聽我解釋為什麼我認為那個是馬可
[00:17:40.040 --> 00:17:42.040]  除了這幾個之外
[00:17:42.040 --> 00:17:44.040]  聖經再沒有另外一個約翰
[00:17:44.040 --> 00:17:47.040]  所以我亦都深信我們不用多花時間
[00:17:47.040 --> 00:17:50.040]  我們可以相信這個一定是師逝約翰
[00:17:50.040 --> 00:17:52.040]  一定是師逝約翰寫的
[00:17:52.040 --> 00:17:57.040]  寫書的時間有兩個主要時間
[00:17:57.040 --> 00:18:02.040]  第一個時間就在主前七十年之前
[00:18:02.040 --> 00:18:05.040]  54至68 為什麼我特別提70年呢?
[00:18:05.040 --> 00:18:11.040]  70年就是羅馬的提多將軍進入耶路撒冷
[00:18:11.040 --> 00:18:13.040]  毀壞第二聖殿
[00:18:13.040 --> 00:18:15.040]  即是聖殿不存在
[00:18:15.040 --> 00:18:20.040]  他們當然是一直受到很大的逼迫
[00:18:20.040 --> 00:18:26.040]  這派相信是在提多將軍攻入耶路撒冷之前
[00:18:26.040 --> 00:18:29.040]  約翰已經看到他的異象
[00:18:29.040 --> 00:18:31.040]  已經寫下這本書
[00:18:31.040 --> 00:18:36.040]  約翰應該大概是六十多歲
[00:18:36.040 --> 00:18:40.040]  但另一個看法是遲一點的
[00:18:40.040 --> 00:18:44.040]  就是在多瑪田羅馬
[00:18:44.040 --> 00:18:46.040]  是一個暴君
[00:18:46.040 --> 00:18:49.040]  他的年代是81至96年
[00:18:49.040 --> 00:18:53.040]  即是差不多去到第一世紀末的時候
[00:18:53.040 --> 00:18:58.040]  約翰才在拔摩島見到這個現象
[00:18:58.040 --> 00:19:05.040]  當時約翰應該是九十多歲
[00:19:05.040 --> 00:19:10.040]  究竟兩個是哪一個比較適合呢?
[00:19:10.040 --> 00:19:16.040]  說是主後七十年之前寫的
[00:19:16.040 --> 00:19:20.040]  是因為約翰所見到的異象裏
[00:19:20.040 --> 00:19:23.040]  第十一章是包括聖殿的
[00:19:23.040 --> 00:19:27.040]  他見到在末世耶穌回來的時候
[00:19:27.040 --> 00:19:30.040]  地上是有一個聖殿的
[00:19:30.040 --> 00:19:34.040]  如果聖殿是被毀了
[00:19:34.040 --> 00:19:36.040]  即是七十年之後的
[00:19:36.040 --> 00:19:39.040]  約翰沒理由還會寫聖殿
[00:19:39.040 --> 00:19:41.040]  但我會反問
[00:19:41.040 --> 00:19:44.040]  地上的聖殿被毀而已
[00:19:44.040 --> 00:19:47.040]  但如果神在異象裏
[00:19:47.040 --> 00:19:51.040]  讓他看到在大災難當中
[00:19:51.040 --> 00:19:53.040]  是有一個聖殿的
[00:19:53.040 --> 00:19:54.040]  那又不可以嗎?
[00:19:54.040 --> 00:19:56.040]  是否一定要這樣呢?
[00:19:56.040 --> 00:20:00.040]  為什麼推遲不到五十四至六十八年呢?
[00:20:00.040 --> 00:20:02.040]  而我們都知道
[00:20:02.040 --> 00:20:05.040]  在大災難當中是有聖殿的
[00:20:05.040 --> 00:20:06.040]  你記得嗎?
[00:20:06.040 --> 00:20:08.040]  我們查《大義理書》的時候
[00:20:08.040 --> 00:20:10.040]  我們都已經說了
[00:20:10.040 --> 00:20:12.040]  行為壞可憎的
[00:20:12.040 --> 00:20:18.040]  在三年半的時候停止他們的祭祀和獻祭
[00:20:18.040 --> 00:20:22.040]  耶穌基督亦都說到停止他們的祭祀和獻祭
[00:20:22.040 --> 00:20:25.040]  請問祭祀和獻祭在哪裏進行呢?
[00:20:25.040 --> 00:20:27.040]  當然是在聖殿裏面進行
[00:20:27.040 --> 00:20:30.040]  所以在大災難的時候
[00:20:30.040 --> 00:20:32.040]  有這個聖殿
[00:20:32.040 --> 00:20:33.040]  是有印證的
[00:20:33.040 --> 00:20:35.040]  聖經裏面有印證
[00:20:35.040 --> 00:20:39.040]  所以是不需要因為地上的聖殿被毀
[00:20:39.040 --> 00:20:41.040]  我們就說約翰見到異象
[00:20:41.040 --> 00:20:44.040]  一定是在聖殿被毀之前
[00:20:44.040 --> 00:20:47.040]  因為兩者是風馬牛不相及
[00:20:47.040 --> 00:20:49.040]  所以我是比較贊成
[00:20:49.040 --> 00:20:51.040]  約翰是很老
[00:20:51.040 --> 00:20:53.040]  九十多歲了
[00:20:53.040 --> 00:20:55.040]  在拔摩島裏
[00:20:55.040 --> 00:20:57.040]  神在他去世之前的幾年
[00:20:57.040 --> 00:21:00.040]  是讓他看到這個異象
