
[00:00:00.000 --> 00:00:13.000]  (內容)平信圖系統神學系列之二,拯救之道,第三講,新生命的誕生與成長。
[00:12:53.080 --> 00:12:55.320]  或者福音擂台
[00:12:55.720 --> 00:12:57.600]  和福音營也是不同的
[00:12:57.600 --> 00:12:59.120]  福音營是被迫住了幾天
[00:12:59.120 --> 00:12:59.720]  不能離開
[00:12:59.720 --> 00:13:02.320]  那時候
[00:13:02.320 --> 00:13:04.120]  是一個較為適合
[00:13:04.120 --> 00:13:06.880]  缺志的一個機會
[00:13:06.880 --> 00:13:09.240]  又或者
[00:13:09.240 --> 00:13:10.960]  電視
[00:13:10.960 --> 00:13:13.760]  電視的福音
[00:13:13.760 --> 00:13:15.680]  比較適合做御公
[00:13:15.680 --> 00:13:17.120]  因為比較初步
[00:13:17.120 --> 00:13:19.320]  因為電視可以看著看著走過去
[00:13:19.320 --> 00:13:21.520]  到最緊張的時間
[00:13:21.520 --> 00:13:22.840]  要做抉擇的時間
[00:13:22.840 --> 00:13:24.200]  如果有機會讓他走
[00:13:24.200 --> 00:13:25.120]  多數人都會走
[00:13:25.360 --> 00:13:26.960]  因為他不想面對這些抉擇
[00:13:26.960 --> 00:13:28.760]  所以電視到最緊張的時候
[00:13:28.760 --> 00:13:29.440]  他會走去喝水
[00:13:29.440 --> 00:13:30.400]  去廁所
[00:13:30.400 --> 00:13:31.880]  出來大家都舉手了
[00:13:31.880 --> 00:13:32.600]  他會這樣的
[00:13:32.600 --> 00:13:33.960]  所以電視就要
[00:13:33.960 --> 00:13:35.760]  如果電視
[00:13:35.760 --> 00:13:37.480]  你看過外國的電視報道
[00:13:37.480 --> 00:13:39.600]  他要很強的感性
[00:13:39.600 --> 00:13:40.880]  因為要拿著你
[00:13:40.880 --> 00:13:42.880]  好像製造一個
[00:13:42.880 --> 00:13:44.880]  一個的功效
[00:13:44.880 --> 00:13:45.480]  到一個地步
[00:13:45.480 --> 00:13:47.800]  你好像要看一個文藝片
[00:13:47.800 --> 00:13:49.360]  他才可以讓你有一個
[00:13:49.360 --> 00:13:50.800]  投入感
[00:13:50.800 --> 00:13:53.800]  這個都是不同的傳播方式
[00:13:53.800 --> 00:13:55.000]  達到不同的方法
[00:13:55.480 --> 00:13:56.920]  正是我上一堂所說的
[00:13:56.920 --> 00:13:58.680]  就是整個福音的配合
[00:13:58.680 --> 00:14:00.760]  有些地方
[00:14:00.760 --> 00:14:02.000]  是適合
[00:14:02.000 --> 00:14:03.280]  講神的愛的
[00:14:03.280 --> 00:14:04.360]  有些地方
[00:14:04.360 --> 00:14:05.880]  適合講神的懲罰
[00:14:05.880 --> 00:14:07.280]  有些地方
[00:14:07.280 --> 00:14:08.560]  適合講耶穌基督
[00:14:08.560 --> 00:14:10.280]  是帶給人生的生命提升
[00:14:10.280 --> 00:14:11.520]  有些方法
[00:14:11.520 --> 00:14:12.560]  是適合
[00:14:12.560 --> 00:14:13.400]  告訴你
[00:14:13.400 --> 00:14:14.200]  耶穌
[00:14:14.200 --> 00:14:15.960]  是代你受罰
[00:14:15.960 --> 00:14:17.200]  耶穌一變就死了
[00:14:17.200 --> 00:14:19.120]  這個我相信
[00:14:19.120 --> 00:14:19.800]  就是一個
[00:14:19.800 --> 00:14:21.040]  不同的傳播的人
[00:14:21.040 --> 00:14:22.720]  不同的傳播機構
[00:14:22.720 --> 00:14:23.720]  和方法
[00:14:23.720 --> 00:14:24.640]  在教會裏面
[00:14:24.640 --> 00:14:25.680]  做一個整全一點的
[00:14:25.680 --> 00:14:26.360]  我不知道大家
[00:14:26.360 --> 00:14:27.320]  在教會裏面
[00:14:27.320 --> 00:14:28.560]  做福音工作的時候
[00:14:28.560 --> 00:14:29.400]  有沒有這樣的
[00:14:29.400 --> 00:14:31.120]  配搭的方法
[00:14:31.120 --> 00:14:31.520]  因為
[00:14:31.520 --> 00:14:32.880]  全部都是講那些東西
[00:14:32.880 --> 00:14:34.280]  全部都是用媒介
[00:14:34.280 --> 00:14:35.480]  講不同的信息
[00:14:35.480 --> 00:14:37.080]  這樣的時候就很可惜了
[00:14:37.080 --> 00:14:38.760]  給大家一個了解
[00:14:38.760 --> 00:14:40.400]  所以耶穌之後
[00:14:40.400 --> 00:14:43.240]  一個最直接的就是
[00:14:43.240 --> 00:14:44.560]  一個人很多時候
[00:14:44.560 --> 00:14:46.040]  他會重新估價
[00:14:46.040 --> 00:14:47.160]  他自己的生命
[00:14:47.160 --> 00:14:48.720]  因為這是一個很大的抉擇
[00:14:48.720 --> 00:14:50.600]  一抉擇了之後
[00:14:50.600 --> 00:14:52.120]  他會開始
[00:14:52.120 --> 00:14:53.520]  懷疑他的抉擇
[00:14:53.520 --> 00:14:54.920]  是否有智慧
[00:14:54.920 --> 00:14:56.440]  是否值得這樣做
[00:14:56.440 --> 00:14:58.000]  他會開始恐懼
[00:14:58.000 --> 00:14:59.080]  因為這個抉擇
[00:14:59.080 --> 00:15:00.000]  帶給他很多東西
[00:15:00.000 --> 00:15:01.280]  他立刻
[00:15:01.280 --> 00:15:02.680]  身份不同了
[00:15:02.680 --> 00:15:04.120]  他開始要
[00:15:04.120 --> 00:15:05.360]  看他前面的生活的時候
[00:15:05.360 --> 00:15:06.600]  他知道可能生活方式
[00:15:06.600 --> 00:15:07.320]  會不同了
[00:15:07.320 --> 00:15:09.080]  人們看他的方法
[00:15:09.080 --> 00:15:09.680]  不同了
[00:15:09.680 --> 00:15:11.280]  他用不同的方式去
[00:15:11.280 --> 00:15:13.240]  面對其他人的挑戰
[00:15:13.240 --> 00:15:14.280]  而且他對這個福音
[00:15:14.280 --> 00:15:15.480]  基本上他不是太
[00:15:15.480 --> 00:15:16.520]  熟習的
[00:15:16.520 --> 00:15:18.040]  在那裏
[00:15:18.040 --> 00:15:19.920]  是一個重新估價
[00:15:19.920 --> 00:15:20.920]  這個講得很好
[00:15:20.920 --> 00:15:22.480]  一個人信任耶穌之後
[00:15:22.480 --> 00:15:23.720]  一個重新估價的時間
[00:15:23.720 --> 00:15:25.120]  很多時候我們都說
[00:15:25.120 --> 00:15:26.800]  所以耶穌之後的72小時
[00:15:26.800 --> 00:15:27.600]  是最重要的
[00:15:27.600 --> 00:15:29.640]  72小時之後
[00:15:29.640 --> 00:15:31.280]  他仍然很深切地覺得
[00:15:31.280 --> 00:15:32.280]  他所做的抉擇
[00:15:32.280 --> 00:15:33.920]  是正確
[00:15:33.920 --> 00:15:35.680]  並且是重視的抉擇的話
[00:15:35.680 --> 00:15:37.440]  接著就比較穩固
[00:15:37.440 --> 00:15:39.480]  很多時候沒有
[00:15:39.480 --> 00:15:40.920]  就沒有了72小時
[00:15:40.920 --> 00:15:42.360]  折戒的三天
[00:15:42.360 --> 00:15:43.360]  就沒有了
[00:15:43.360 --> 00:15:45.760]  所以很多時候我們
[00:15:45.760 --> 00:15:47.040]  舉手很高興
[00:15:47.040 --> 00:15:48.240]  回家平安回家
[00:15:48.240 --> 00:15:49.280]  追不上
[00:15:49.280 --> 00:15:51.080]  應該是黏住了
[00:15:51.200 --> 00:15:52.400]  那三天
[00:15:52.400 --> 00:15:53.320]  有些人黏住了
[00:15:53.320 --> 00:15:55.160]  他一有不明白
[00:15:55.160 --> 00:15:56.000]  可以問人
[00:15:56.000 --> 00:15:58.920]  他突然間開始
[00:15:58.920 --> 00:15:59.960]  搖動
[00:15:59.960 --> 00:16:00.200]  他說
[00:16:00.200 --> 00:16:00.600]  哎呀
[00:16:00.600 --> 00:16:00.960]  這樣
[00:16:00.960 --> 00:16:01.880]  不知道昨晚
[00:16:01.880 --> 00:16:03.440]  都是那個講完
[00:16:03.440 --> 00:16:04.400]  就是
[00:16:04.400 --> 00:16:05.880]  說話動聽
[00:16:05.880 --> 00:16:06.720]  很多時候
[00:16:06.720 --> 00:16:08.360]  游說到我
[00:16:08.360 --> 00:16:09.200]  或者我一時
[00:16:09.200 --> 00:16:10.000]  糊塗了
[00:16:10.000 --> 00:16:10.640]  見那麼多人舉
[00:16:10.640 --> 00:16:11.400]  我跟著舉
[00:16:11.400 --> 00:16:12.640]  這樣的觀念
[00:16:12.640 --> 00:16:13.560]  經常會出來
[00:16:13.560 --> 00:16:14.760]  在那段時間裏
[00:16:14.760 --> 00:16:15.480]  需要有人
[00:16:15.480 --> 00:16:17.440]  去給他支持
[00:16:17.440 --> 00:16:19.280]  和給他了解
[00:16:19.280 --> 00:16:20.520]  他所做的抉擇
[00:16:20.720 --> 00:16:21.480]  是正確的
[00:16:21.480 --> 00:16:23.640]  這個評估很重要
[00:16:23.640 --> 00:16:24.520]  好了
[00:16:24.520 --> 00:16:24.840]  然後
[00:16:24.840 --> 00:16:25.800]  如果越過了
[00:16:25.800 --> 00:16:27.960]  這個評估的危機
[00:16:27.960 --> 00:16:28.720]  他就開始
[00:16:28.720 --> 00:16:30.120]  加入基督的身體
[00:16:30.120 --> 00:16:30.560]  就是說
[00:16:30.560 --> 00:16:32.960]  進入教會的團體生活當中
[00:16:32.960 --> 00:16:34.720]  他有基督徒
[00:16:34.720 --> 00:16:35.440]  他參加團體
[00:16:35.440 --> 00:16:36.000]  或者是
[00:16:36.000 --> 00:16:38.320]  栽培小組
[00:16:38.320 --> 00:16:39.560]  那麼
[00:16:39.560 --> 00:16:40.200]  他會
[00:16:40.200 --> 00:16:41.520]  有其他基督徒
[00:16:41.520 --> 00:16:42.400]  和他在一起
[00:16:42.400 --> 00:16:45.800]  然後我們到第三點
[00:16:45.800 --> 00:16:47.080]  基本上就是說
[00:16:47.080 --> 00:16:47.880]  他在那個
[00:16:47.880 --> 00:16:49.960]  心意更新而變化
[00:16:49.960 --> 00:16:51.360]  在他的生命當中
[00:16:51.360 --> 00:16:53.520]  他思想和行為當中
[00:16:53.520 --> 00:16:55.320]  都看見他慢慢
[00:16:55.320 --> 00:16:56.640]  新生命的表現
[00:16:56.640 --> 00:16:57.800]  這個我們遲一點
[00:16:57.800 --> 00:16:58.600]  再和大家說
[00:16:58.600 --> 00:17:00.480]  新生命的表現
[00:17:00.480 --> 00:17:02.360]  所以我就不覺得
[00:17:02.360 --> 00:17:03.040]  接著那些
[00:17:03.040 --> 00:17:05.000]  是級數上的增加
[00:17:05.000 --> 00:17:05.480]  其實
[00:17:05.480 --> 00:17:07.520]  接著那三點
[00:17:07.520 --> 00:17:08.280]  本身
[00:17:08.280 --> 00:17:09.640]  就是我覺得
[00:17:09.640 --> 00:17:10.440]  都是屬於
[00:17:10.440 --> 00:17:12.720]  第三的
[00:17:12.720 --> 00:17:13.640]  就是第四第五
[00:17:13.640 --> 00:17:14.120]  接著那些
[00:17:14.120 --> 00:17:14.400]  不是
[00:17:14.400 --> 00:17:15.440]  都是屬於第三的
[00:17:15.440 --> 00:17:16.720]  下面的一部分
[00:17:16.720 --> 00:17:19.600]  新生命的成長
[00:17:19.880 --> 00:17:20.840]  表現是什麼呢
[00:17:20.840 --> 00:17:22.480]  和神有一個
[00:17:22.480 --> 00:17:23.520]  深切的相交
[00:17:23.520 --> 00:17:26.440]  有一個對自己的生命
[00:17:26.440 --> 00:17:28.840]  有一種的重新的估價
[00:17:28.840 --> 00:17:30.600]  和用他自己的生命
[00:17:30.600 --> 00:17:31.680]  去奉獻
[00:17:31.680 --> 00:17:33.720]  就是所謂的侍奉
[00:17:33.720 --> 00:17:35.080]  然後
[00:17:35.080 --> 00:17:37.520]  有他的行為
[00:17:37.520 --> 00:17:39.080]  和生活的表現裡面
[00:17:39.080 --> 00:17:40.000]  結果子
[00:17:40.000 --> 00:17:41.480]  結果子是代表
[00:17:41.480 --> 00:17:42.400]  可以有內在的
[00:17:42.400 --> 00:17:43.560]  和外在的果子
[00:17:43.560 --> 00:17:44.840]  內在的就是所謂
[00:17:44.840 --> 00:17:46.400]  聖靈所結的果子
[00:17:46.400 --> 00:17:48.000]  性格上的改變
[00:17:48.520 --> 00:17:50.040]  因事上的發揮
[00:17:50.040 --> 00:17:51.560]  外在的就是
[00:17:51.560 --> 00:17:53.080]  出去傳福音
[00:17:53.080 --> 00:17:54.000]  見證
[00:17:54.000 --> 00:17:56.480]  有社會的關懷的見證也好
[00:17:56.480 --> 00:17:57.960]  個人道德上的見證
[00:17:57.960 --> 00:17:59.520]  傳福音的見證
[00:17:59.520 --> 00:18:00.640]  宣講的見證
[00:18:00.640 --> 00:18:02.080]  這些都是我們說的
[00:18:02.080 --> 00:18:03.880]  那個結果子的表現
[00:18:03.880 --> 00:18:05.520]  有了這些表現的時候
[00:18:05.520 --> 00:18:06.400]  我們說這個生命
[00:18:06.400 --> 00:18:07.320]  就開始成長了
[00:18:07.320 --> 00:18:08.480]  到什麼時候呢
[00:18:08.480 --> 00:18:10.560]  到他再出去傳福音的時候
[00:18:10.560 --> 00:18:12.160]  他向其他人傳
[00:18:12.160 --> 00:18:13.720]  他主動的來到
[00:18:13.720 --> 00:18:15.440]  知道什麼叫為主受苦
[00:18:15.440 --> 00:18:16.880]  他看到他的生命有
[00:18:17.080 --> 00:18:19.240]  真正的價值上的扭轉的話
[00:18:19.240 --> 00:18:20.720]  這個我們可以說
[00:18:20.720 --> 00:18:21.440]  是
[00:18:21.440 --> 00:18:24.400]  成為一個信仰較為
[00:18:24.400 --> 00:18:26.200]  穩妥的階段
[00:18:26.200 --> 00:18:28.920]  這個階段我們做教育
[00:18:28.920 --> 00:18:29.840]  其他人
[00:18:29.840 --> 00:18:30.760]  需要的就是
[00:18:30.760 --> 00:18:31.840]  跟進
[00:18:31.840 --> 00:18:33.320]  保住他
[00:18:33.320 --> 00:18:34.960]  然後做栽培的工作
[00:18:34.960 --> 00:18:36.440]  一路慢慢帶到他
[00:18:36.440 --> 00:18:37.240]  到這個階段
[00:18:37.240 --> 00:18:38.400]  可以放手
[00:18:38.400 --> 00:18:39.240]  他自己去做
[00:18:39.240 --> 00:18:41.320]  然後整個教會性的團契
[00:18:41.320 --> 00:18:42.360]  主要學
[00:18:42.360 --> 00:18:43.360]  崇拜
[00:18:43.360 --> 00:18:45.880]  加上其他的聚會和教導
[00:18:46.080 --> 00:18:47.480]  成為他的滋潤
[00:18:47.480 --> 00:18:49.560]  他自己個人的讀經祈禱
[00:18:49.560 --> 00:18:50.960]  這個就是一個
[00:18:50.960 --> 00:18:52.280]  屬靈生命的成長
[00:18:52.280 --> 00:18:54.640]  在神學的意義來說
[00:18:54.640 --> 00:18:55.640]  在最左手邊
[00:18:55.640 --> 00:18:57.240]  在神學的角度來說
[00:18:57.240 --> 00:18:58.160]  首先
[00:18:58.160 --> 00:18:59.840]  腐敗那裡
[00:18:59.840 --> 00:19:01.320]  就是一個普通的啟示
[00:19:01.320 --> 00:19:03.080]  任何人都會有的
[00:19:03.080 --> 00:19:04.960]  任何一個宗教的背景裡
[00:19:04.960 --> 00:19:05.560]  都會有
[00:19:05.560 --> 00:19:06.600]  開始覺得
[00:19:06.600 --> 00:19:07.920]  一個至高無上的神
[00:19:07.920 --> 00:19:09.560]  或者一個宗教的觀念
[00:19:09.560 --> 00:19:10.480]  這是普通的啟示
[00:19:10.480 --> 00:19:11.960]  然後開始
[00:19:11.960 --> 00:19:13.400]  對
[00:19:14.920 --> 00:19:15.880]  conviction
[00:19:15.880 --> 00:19:16.880]  英文本來conviction
[00:19:16.880 --> 00:19:18.080]  也叫定罪
[00:19:18.080 --> 00:19:19.200]  我覺得有一點點
[00:19:19.200 --> 00:19:20.480]  不是太適合
[00:19:20.480 --> 00:19:21.240]  我覺得
[00:19:21.240 --> 00:19:23.440]  由普通的啟示
[00:19:23.440 --> 00:19:25.240]  到肯定
[00:19:25.240 --> 00:19:27.080]  conviction
[00:19:27.080 --> 00:19:28.600]  我覺得肯定這個字好
[00:19:28.600 --> 00:19:29.280]  就是說
[00:19:29.280 --> 00:19:30.840]  是肯認
[00:19:30.840 --> 00:19:31.320]  或者是
[00:19:31.320 --> 00:19:33.600]  這個比較特別的字
[00:19:33.600 --> 00:19:35.640]  肯定和承認
[00:19:35.640 --> 00:19:36.520]  這回事
[00:19:36.520 --> 00:19:37.120]  conviction
[00:19:37.120 --> 00:19:40.080]  肯定和承認
[00:19:40.080 --> 00:19:42.320]  由他對福音的肯定
[00:19:42.320 --> 00:19:43.320]  了解
[00:19:43.320 --> 00:19:45.320]  到他承認接受抉擇
