
[00:00:00.000 --> 00:00:08.000]  今天跟大家看的經文是在詩篇第十五篇
[00:09:03.000 --> 00:09:05.000]  不看十五篇
[00:09:05.000 --> 00:09:11.000]  大衛渴望住在耶華聖山和帳幕裡
[00:09:11.000 --> 00:09:13.000]  大衛其他詩篇都有這樣說
[00:09:13.000 --> 00:09:15.000]  在你的婉語裡住一天
[00:09:15.000 --> 00:09:17.000]  就勝過在別處住千年
[00:09:17.000 --> 00:09:21.000]  我心渴慕你的殿之類
[00:09:21.000 --> 00:09:29.000]  但是政治上考慮是很重要的一個環節
[00:09:29.000 --> 00:09:31.000]  猶太人
[00:09:31.000 --> 00:09:32.000]  以色列人
[00:09:32.000 --> 00:09:36.000]  有什麼東西將十二個支派聯繫在一起呢
[00:09:36.000 --> 00:09:37.000]  當然不是皇帝
[00:09:37.000 --> 00:09:39.000]  皇帝只是其中一個支派
[00:09:39.000 --> 00:09:41.000]  等於香港現在的情況
[00:09:41.000 --> 00:09:44.000]  譬如說就算特首有政黨支持
[00:09:44.000 --> 00:09:46.000]  有政黨背景才算
[00:09:46.000 --> 00:09:50.000]  某個政黨的參選人選了出來做特首
[00:09:50.000 --> 00:09:52.000]  其他黨不理會你
[00:09:52.000 --> 00:09:54.000]  就像美國現在這樣
[00:09:54.000 --> 00:09:55.000]  民主共和兩黨
[00:09:55.000 --> 00:09:57.000]  主要是兩黨
[00:09:57.000 --> 00:10:01.000]  總統是某一個黨派
[00:10:01.000 --> 00:10:03.000]  另外一個黨就基本上成為反對黨
[00:10:03.000 --> 00:10:05.000]  不理會的
[00:10:05.000 --> 00:10:07.000]  大衛也是猶太支派出來的
[00:10:07.000 --> 00:10:11.000]  要籠絡十二支派一點都不容易
[00:10:11.000 --> 00:10:12.000]  以色列人都是一盤散沙
[00:10:12.000 --> 00:10:15.000]  分了地之後就各顧各的
[00:10:15.000 --> 00:10:17.000]  各歸自己的地方去
[00:10:17.000 --> 00:10:19.000]  但是有一樣東西
[00:10:19.000 --> 00:10:22.000]  就是將所有以色列人聯繫在一起
[00:10:22.000 --> 00:10:25.000]  就是對耶和華的敬拜
[00:10:25.000 --> 00:10:27.000]  有些叫節旗
[00:10:27.000 --> 00:10:29.000]  有些叫嚴肅會
[00:10:29.000 --> 00:10:34.000]  一年有幾次會到會幕那裡敬拜
[00:10:34.000 --> 00:10:38.000]  聽祭司的訓誨和一起敬拜
[00:10:38.000 --> 00:10:41.000]  如果會幕拿到王城那裡
[00:10:41.000 --> 00:10:43.000]  王城隔離
[00:10:43.000 --> 00:10:46.000]  對他的管治就有很大好處
[00:10:46.000 --> 00:10:48.000]  每年有幾次的時間
[00:10:48.000 --> 00:10:50.000]  雖然不是全部以色列人
[00:10:50.000 --> 00:10:53.000]  不是每個支派的地方都變成人去樓空
[00:10:53.000 --> 00:10:55.000]  不可能的事
[00:10:56.000 --> 00:10:57.000]  而很多以色列人
[00:10:57.000 --> 00:10:59.000]  尤其是以色列的領袖
[00:10:59.000 --> 00:11:01.000]  就會聚集在一起
[00:11:01.000 --> 00:11:03.000]  不單止聽祭司的訓誨
[00:11:03.000 --> 00:11:05.000]  也聽王的訓誨
[00:11:05.000 --> 00:11:11.000]  所以有他自己很聰明的政治上的考慮
[00:11:11.000 --> 00:11:13.000]  但是我們仍然要明白
[00:11:13.000 --> 00:11:15.000]  他的心願是怎樣
[00:11:15.000 --> 00:11:18.000]  他仍然想接近耶和華
[00:11:18.000 --> 00:11:21.000]  大衛作為上帝
[00:11:21.000 --> 00:11:24.000]  合夜華心意的王
[00:11:24.000 --> 00:11:27.000]  這句話不是聖經隨隨便便說的
[00:11:27.000 --> 00:11:29.000]  當然這句話不是馬虎炮
[00:11:29.000 --> 00:11:33.000]  不是大衛做了皇帝之後說的
[00:11:33.000 --> 00:11:37.000]  大衛作為合夜華心意的王
[00:11:37.000 --> 00:11:39.000]  是什麼時候說的
[00:11:39.000 --> 00:11:42.000]  是很久都沒有做皇帝之前
[00:11:42.000 --> 00:11:44.000]  或者是當時挑選的時候說的
[00:11:44.000 --> 00:11:45.000]  應該這樣說
[00:11:45.000 --> 00:11:47.000]  是撒姆爾走到耶西
[00:11:47.000 --> 00:11:49.000]  他爸爸的家
[00:11:49.000 --> 00:11:51.000]  上帝唾棄蘇羅
[00:11:51.000 --> 00:11:54.000]  叫撒姆爾去那家人那裡
[00:11:54.000 --> 00:11:56.000]  王就在那家人裡面
[00:11:56.000 --> 00:11:59.000]  撒姆爾叫耶西的兒子排隊
[00:11:59.000 --> 00:12:01.000]  由大到小
[00:12:01.000 --> 00:12:03.000]  一個不是一個不是
[00:12:03.000 --> 00:12:05.000]  撒姆爾其實都不知道誰是
[00:12:05.000 --> 00:12:06.000]  他問上帝
[00:12:06.000 --> 00:12:07.000]  沒有了
[00:12:07.000 --> 00:12:09.000]  最高最大最威猛的都不是
[00:12:09.000 --> 00:12:10.000]  那誰是
[00:12:10.000 --> 00:12:11.000]  還有一個
[00:12:11.000 --> 00:12:13.000]  問他還有誰兒子沒來
[00:12:13.000 --> 00:12:15.000]  還有一個在看羊
[00:12:15.000 --> 00:12:16.000]  叫他來
[00:12:16.000 --> 00:12:17.000]  那個才是
[00:12:17.000 --> 00:12:19.000]  那裡就要說
[00:12:19.000 --> 00:12:21.000]  跟撒姆爾說
[00:12:21.000 --> 00:12:23.000]  這個是合神心意
[00:12:23.000 --> 00:12:25.000]  合我心意的王
[00:12:25.000 --> 00:12:29.000]  所以都不是指著大衛之後的作為
[00:12:29.000 --> 00:12:31.000]  但是大衛之後的作為
[00:12:31.000 --> 00:12:33.000]  卻是consistent with
[00:12:33.000 --> 00:12:35.000]  卻是和上帝對他的看法
[00:12:35.000 --> 00:12:37.000]  是一致
[00:12:37.000 --> 00:12:40.000]  他的確是想親近上帝
[00:12:40.000 --> 00:12:42.000]  而大衛
[00:12:42.000 --> 00:12:45.000]  在這個場合
[00:12:45.000 --> 00:12:47.000]  在這個層面做了一個反省
[00:12:47.000 --> 00:12:50.000]  什麼人可以親近上帝呢
[00:12:50.000 --> 00:12:54.000]  你會發覺能夠親近上帝的人
[00:12:54.000 --> 00:12:55.000]  二三四五節
[00:12:55.000 --> 00:12:58.000]  那些條件其實是和上帝沒有什麼關係的
[00:12:58.000 --> 00:13:00.000]  這個是我們
[00:13:00.000 --> 00:13:04.000]  第二個需要觀察到的一件事
[00:13:04.000 --> 00:13:06.000]  第一個觀察到的一件事就是
[00:13:06.000 --> 00:13:08.000]  現在說的不是主日
[00:13:08.000 --> 00:13:09.000]  親近上帝
[00:13:09.000 --> 00:13:11.000]  和上帝一起住的會幕裡面
[00:13:11.000 --> 00:13:13.000]  就說是七成二十四成三百六十五
[00:13:13.000 --> 00:13:15.000]  第二個觀察點就是
[00:13:15.000 --> 00:13:17.000]  能夠親近上帝的條件
[00:13:17.000 --> 00:13:19.000]  其實是和上帝沒有什麼關係的
[00:13:19.000 --> 00:13:21.000]  可以說
[00:13:21.000 --> 00:13:23.000]  我又不能說一點關係都沒有
[00:13:23.000 --> 00:13:24.000]  基本上沒有關係
[00:13:24.000 --> 00:13:25.000]  是和什麼有關係呢
[00:13:25.000 --> 00:13:27.000]  是和人有關係的
[00:13:27.000 --> 00:13:29.000]  那些條件
[00:13:29.000 --> 00:13:32.000]  全部都是牽涉人和人之間的關係
[00:13:32.000 --> 00:13:33.000]  意思就是說
[00:13:33.000 --> 00:13:35.000]  在大衛的眼中
[00:13:35.000 --> 00:13:36.000]  你要親近上帝
[00:13:36.000 --> 00:13:38.000]  你需要和你身邊的人
[00:13:38.000 --> 00:13:40.000]  是有某種的關係
[00:13:40.000 --> 00:13:42.000]  才能夠親近上帝
[00:13:42.000 --> 00:13:43.000]  這件事是很特別的
[00:13:43.000 --> 00:13:44.000]  我們通常說
[00:13:44.000 --> 00:13:45.000]  什麼人能夠親近上帝
[00:13:45.000 --> 00:13:47.000]  我們做基督徒
[00:13:47.000 --> 00:13:49.000]  什麼叫做屬靈的基督徒
[00:13:49.000 --> 00:13:50.000]  或者我們就這麼說
[00:13:50.000 --> 00:13:51.000]  好的基督徒
[00:13:51.000 --> 00:13:53.000]  獎盡的基督徒
[00:13:53.000 --> 00:13:55.000]  靈修禱告奉獻
[00:13:55.000 --> 00:13:57.000]  參加聚會
[00:13:57.000 --> 00:13:58.000]  在教會裡面服事
[00:13:58.000 --> 00:13:59.000]  這樣就差不多了
[00:13:59.000 --> 00:14:01.000]  已經是數了幾樣東西
[00:14:01.000 --> 00:14:04.000]  這些靈修禱告奉獻
[00:14:04.000 --> 00:14:06.000]  在教會裡面參與服事
[00:14:06.000 --> 00:14:08.000]  還有傳福音帶人信主
[00:14:08.000 --> 00:14:09.000]  這五樣東西
[00:14:09.000 --> 00:14:13.000]  基督教的五大屬靈之處
[00:14:13.000 --> 00:14:15.000]  屬靈人的之處
[00:14:15.000 --> 00:14:16.000]  你會發覺
[00:14:16.000 --> 00:14:19.000]  都是很直接和上帝有關係
[00:14:19.000 --> 00:14:22.000]  或者直接和信仰的行為
[00:14:22.000 --> 00:14:24.000]  就是合二的宗教行為
[00:14:24.000 --> 00:14:25.000]  是有關係的
[00:14:25.000 --> 00:14:27.000]  但是這裡所說的
[00:14:27.000 --> 00:14:29.000]  二三四五節裡面所提到的事情
[00:14:29.000 --> 00:14:32.000]  就和合二的宗教行為
[00:14:32.000 --> 00:14:34.000]  是沒有什麼關係的
[00:14:34.000 --> 00:14:37.000]  而全部都是廣義的人倫之間
[00:14:37.000 --> 00:14:40.000]  你和倫社之間的關係
[00:14:40.000 --> 00:14:44.000]  所以起碼在這裡有這個觀察
[00:14:44.000 --> 00:14:48.000]  我們可以做一個初步的結論
[00:14:48.000 --> 00:14:50.000]  就是說要親近上帝
[00:14:50.000 --> 00:14:56.000]  的確要牽涉到你身邊的人
[00:14:56.000 --> 00:14:58.000]  建立某種的態度才行
[00:14:58.000 --> 00:15:01.000]  我都沒有說行為
[00:15:01.000 --> 00:15:05.000]  起碼要有某種的態度才行
[00:15:05.000 --> 00:15:08.000]  那什麼樣的態度呢?
[00:15:08.000 --> 00:15:13.000]  我們讀第三次
[00:15:13.000 --> 00:15:15.000]  經文從第二節開始讀
[00:15:15.000 --> 00:15:16.000]  行為正直
[00:15:16.000 --> 00:15:18.000]  作事公義心裡說實話的人
[00:15:18.000 --> 00:15:20.000]  這些東西你和我都知道
[00:15:20.000 --> 00:15:22.000]  是很難定義的
[00:15:22.000 --> 00:15:23.000]  行為正直
[00:15:23.000 --> 00:15:24.000]  怎樣定義?
[00:15:24.000 --> 00:15:25.000]  什麼叫正直?
[00:15:25.000 --> 00:15:27.000]  我們公義論
[00:15:27.000 --> 00:15:28.000]  現在這幾年
[00:15:28.000 --> 00:15:30.000]  由於香港政治的情況
[00:15:30.000 --> 00:15:31.000]  大學生
[00:15:31.000 --> 00:15:33.000]  中學生
[00:15:33.000 --> 00:15:34.000]  社會
[00:15:34.000 --> 00:15:38.000]  都對公義這個名詞很有興趣
[00:15:38.000 --> 00:15:41.000]  對西方哲學家所說的
[00:15:41.000 --> 00:15:44.000]  到底什麼叫做正直?
[00:15:44.000 --> 00:15:45.000]  什麼叫做正直?
[00:15:45.000 --> 00:15:47.000]  就不用righteousness這個字
[00:15:47.000 --> 00:15:49.000]  righteousness就比較接近
[00:15:49.000 --> 00:15:51.000]  宗教意識比較強
[00:15:51.000 --> 00:15:53.000]  正直
[00:15:53.000 --> 00:15:54.000]  很有興趣
[00:15:54.000 --> 00:15:57.000]  即使在現代的哲學裡面
[00:15:57.000 --> 00:16:00.000]  現代的政治思想的範疇裡面
[00:16:00.000 --> 00:16:03.000]  對公義這個字眼
[00:16:03.000 --> 00:16:07.000]  都是覺得很難
[00:16:07.000 --> 00:16:09.000]  是一個簡單的定義
[00:16:09.000 --> 00:16:15.000]  做某些事情
[00:16:15.000 --> 00:16:17.000]  總是會有些人覺得這樣是對的
[00:16:17.000 --> 00:16:19.000]  總是會有些人覺得
[00:16:19.000 --> 00:16:23.000]  也是衷心的覺得這樣是錯的
[00:16:23.000 --> 00:16:26.000]  就這樣拿七警案
[00:16:26.000 --> 00:16:28.000]  判了下來
[00:16:28.000 --> 00:16:29.000]  來講
[00:16:29.000 --> 00:16:31.000]  各有各的看法
[00:16:31.000 --> 00:16:33.000]  香港有部分人是這樣的看法
[00:16:33.000 --> 00:16:35.000]  也有另外一群人
[00:16:35.000 --> 00:16:37.000]  是另一個的看法
[00:16:37.000 --> 00:16:39.000]  在這個場合裡面
[00:16:39.000 --> 00:16:44.000]  到底公義是不是實踐了呢?
[00:16:44.000 --> 00:16:46.000]  Is justice served?
[00:16:46.000 --> 00:16:48.000]  這是一個問題
[00:16:48.000 --> 00:16:49.000]  你要問
[00:16:49.000 --> 00:16:50.000]  Is justice served?
[00:16:50.000 --> 00:16:51.000]  你就要問
[00:16:51.000 --> 00:16:52.000]  What is justice?
[00:16:52.000 --> 00:16:53.000]  在這個位置
[00:16:53.000 --> 00:16:55.000]  所以你發覺
[00:16:55.000 --> 00:16:58.000]  大衛起碼在詩篇的重讀當中
[00:16:58.000 --> 00:17:01.000]  沒有對這些的正直
[00:17:01.000 --> 00:17:02.000]  公義
[00:17:02.000 --> 00:17:04.000]  即使說實話
[00:17:04.000 --> 00:17:05.000]  也需要定義一下
[00:17:05.000 --> 00:17:07.000]  什麼叫做說實話
[00:17:07.000 --> 00:17:08.000]  說笑行不行?
[00:17:08.000 --> 00:17:10.000]  這個世界
[00:17:10.000 --> 00:17:11.000]  大家說實話
[00:17:11.000 --> 00:17:12.000]  以後不可以說笑了
[00:17:12.000 --> 00:17:14.000]  不可以開玩笑
[00:17:14.000 --> 00:17:16.000]  不可以有笑話
[00:17:16.000 --> 00:17:18.000]  你也很難想像
[00:17:18.000 --> 00:17:19.000]  也不需要
[00:17:19.000 --> 00:17:22.000]  生活上是不是將這些東西全部禁止了呢?
[00:17:22.000 --> 00:17:23.000]  全部都是
[00:17:23.000 --> 00:17:24.000]  每個人都很木訥
[00:17:24.000 --> 00:17:26.000]  所謂說實話
[00:17:26.000 --> 00:17:30.000]  你不能夠說和事實不相符的
[00:17:30.000 --> 00:17:33.000]  很明顯我們也不會這樣理解
[00:17:33.000 --> 00:17:36.000]  要和心裡面說實話
[00:17:36.000 --> 00:17:39.000]  這句話
[00:17:39.000 --> 00:17:42.000]  但是仍然就是說
[00:17:42.000 --> 00:17:44.000]  心裡說實話
[00:17:44.000 --> 00:17:47.000]  是有它自己的
[00:17:47.000 --> 00:17:51.000]  一定的意思在裡面
[00:17:51.000 --> 00:17:55.000]  詩人沒有和我們作出定義
[00:17:55.000 --> 00:17:57.000]  他只是預計
[00:17:57.000 --> 00:17:59.000]  籠統上
[00:17:59.000 --> 00:18:01.000]  大家都明白
[00:18:01.000 --> 00:18:04.000]  這幾句說話是說什麼
[00:18:04.000 --> 00:18:05.000]  行為正直
[00:18:05.000 --> 00:18:06.000]  作事公義
[00:18:06.000 --> 00:18:07.000]  心裡說實話
[00:18:07.000 --> 00:18:08.000]  籠統上
[00:18:08.000 --> 00:18:09.000]  大家都會明白
[00:18:09.000 --> 00:18:10.000]  又或者
[00:18:10.000 --> 00:18:11.000]  所謂籠統上
[00:18:11.000 --> 00:18:12.000]  什麼叫做籠統上
[00:18:12.000 --> 00:18:15.000]  又或者在社會當中
[00:18:15.000 --> 00:18:19.000]  已經有一個大概是被接受的
[00:18:19.000 --> 00:18:21.000]  我們說community standard
[00:18:21.000 --> 00:18:25.000]  大家都認為在這個層面
[00:18:25.000 --> 00:18:27.000]  要這樣做
[00:18:27.000 --> 00:18:29.000]  才算正直
[00:18:29.000 --> 00:18:30.000]  才算公義
[00:18:30.000 --> 00:18:31.000]  不是說沒有exception
[00:18:31.000 --> 00:18:33.000]  不是說沒有人有異議
[00:18:33.000 --> 00:18:36.000]  大致上都是這樣看的
[00:18:36.000 --> 00:18:39.000]  聖經很多時候都是這樣
[00:18:39.000 --> 00:18:41.000]  維持標準
[00:18:41.000 --> 00:18:43.000]  往往是community standard
[00:18:43.000 --> 00:18:44.000]  當然了
[00:18:44.000 --> 00:18:46.000]  以色列的community理想地
[00:18:46.000 --> 00:18:49.000]  是建立在對耶華的律法的認知上
[00:18:49.000 --> 00:18:54.000]  也有很多平時生活當中
[00:18:54.000 --> 00:18:58.000]  因為生活而有的風俗和習慣
[00:18:58.000 --> 00:19:03.000]  第三第四第五節
[00:19:03.000 --> 00:19:05.000]  就specific很多了
[00:19:05.000 --> 00:19:08.000]  幾乎可以說
[00:19:08.000 --> 00:19:10.000]  有些人的看法就是
[00:19:10.000 --> 00:19:11.000]  第三第四第五節
[00:19:11.000 --> 00:19:15.000]  就是第二節比較籠統一點的說法
[00:19:15.000 --> 00:19:17.000]  不是定義
[00:19:17.000 --> 00:19:19.000]  是一些範例
[00:19:19.000 --> 00:19:20.000]  一些例子
[00:19:20.000 --> 00:19:22.000]  他不用舌頭纏綁人
[00:19:22.000 --> 00:19:24.000]  不說人壞話
[00:19:24.000 --> 00:19:27.000]  你心裏面說實話
[00:19:27.000 --> 00:19:30.000]  就不代表你不能說笑
[00:19:30.000 --> 00:19:32.000]  不過仍然有些說話
[00:19:32.000 --> 00:19:34.000]  心裏說實話的話
[00:19:34.000 --> 00:19:36.000]  仍然代表有些說話是不能說的
[00:19:36.000 --> 00:19:41.000]  你纏綁毀謗人
