
[00:00:00.000 --> 00:00:07.000]  我們繼續神學思考的旅程
[00:03:24.000 --> 00:03:27.000]  找吃的,坐在那裏,股市已經在升
[00:03:27.000 --> 00:03:30.000]  一邊吃一邊自己的錢又多了
[00:03:30.000 --> 00:03:34.000]  但97之後,可能有人聽福音了,為什麼呢
[00:03:34.000 --> 00:03:38.000]  沒有東西可拿,人生飄渺,沒有渣拿
[00:03:38.000 --> 00:03:42.000]  那些是時代的訊息,當時來說很重要
[00:03:42.000 --> 00:03:46.000]  但在神學,不單是文化的普遍意識
[00:03:46.000 --> 00:03:48.000]  在神學裏面都是重要的
[00:03:48.000 --> 00:03:52.000]  你記得我剛才說過,在十九世紀的神學找到沒有路可走
[00:03:52.000 --> 00:03:58.000]  在道德上,剛才我們說道德行為的修養是神學的主題嗎
[00:03:58.000 --> 00:04:00.000]  到了第一次世界大戰就散了
[00:04:00.000 --> 00:04:06.000]  剛才我們沒有說另外一條路,就是史萊瑪克的路
[00:04:06.000 --> 00:04:11.000]  史萊瑪克的路就是十九世紀一個很重要的神學家
[00:04:11.000 --> 00:04:14.000]  為什麼稱他為近代神學之父呢
[00:04:14.000 --> 00:04:19.000]  因為史萊瑪克,簡單來說,今天不是說史萊瑪克
[00:04:19.000 --> 00:04:22.000]  因為巴特一生人都要說史萊瑪克
[00:04:22.000 --> 00:04:25.000]  他一生人覺得他最大的敵人就是他
[00:04:25.000 --> 00:04:27.000]  影響他最深刻的就是他
[00:04:27.000 --> 00:04:32.000]  史萊瑪克的特色就是基督教信仰的起始點在哪裏
[00:04:32.000 --> 00:04:36.000]  用他自己的自句來說
[00:04:36.000 --> 00:04:40.000]  The immediate feeling of absolute dependence
[00:04:40.000 --> 00:04:45.000]  就是人的宗教那種無窮敬畏的情操
[00:04:45.000 --> 00:04:48.000]  這個就是一切宗教的起始點
[00:04:48.000 --> 00:04:52.000]  也是基督教成為一個最重要的宗教的起始點
[00:04:52.000 --> 00:04:57.000]  所以簡單來說,他是從靈修學來建立他的宗教信仰
[00:04:57.000 --> 00:05:01.000]  人的宗教感就是一切信仰的起始點
[00:05:01.000 --> 00:05:12.000]  這個我可以說是把神學的起始點從上帝,從聖經拉到人自己的feeling裏面
[00:05:12.000 --> 00:05:16.000]  聽清楚,他不是理性,因為理性被康德拆了
[00:05:16.000 --> 00:05:20.000]  他不是道德,如果我們把人按照希臘那種說法
[00:05:20.000 --> 00:05:23.000]  知情義的話,知就是理性
[00:05:23.000 --> 00:05:28.000]  到十九世紀初的時候被康德跟著聖經批評學拆了
[00:05:28.000 --> 00:05:32.000]  走不了那條路,於是走回情和義
[00:05:32.000 --> 00:05:37.000]  情也者,義也者就是道德,道德決擇,道德標準
[00:05:37.000 --> 00:05:42.000]  就是剛才我們所說的哈納,Ritual,Herman這條路
[00:05:42.000 --> 00:05:46.000]  這條路到了第一次世界大戰就被打散了
[00:05:46.000 --> 00:05:49.000]  還有另一條就是情那條路
[00:05:49.000 --> 00:05:54.000]  用一個宗教感情和宗教體會來建立神學
[00:05:54.000 --> 00:05:59.000]  回應理性走不通的時候就走感情,走宗教感
[00:05:59.000 --> 00:06:02.000]  這就是史萊瑪那條路
[00:06:02.000 --> 00:06:07.000]  史萊瑪那條路就是一個可以說是到現在為何近代神學
[00:06:07.000 --> 00:06:11.000]  都是希望從人裏面找到神學的起始點
[00:06:11.000 --> 00:06:16.000]  另外一個比較特色的就是他用了一個浪漫主義的特色
[00:06:16.000 --> 00:06:19.000]  浪漫主義的特色也者就是在感性裏面找到永恆
[00:06:19.000 --> 00:06:24.000]  變幻才是永恆
[00:06:24.000 --> 00:06:29.000]  在感情的世界裏面,本來感情和理性是對立的
[00:06:29.000 --> 00:06:33.000]  在傳統哲學裏面,理性是不變的,感情是幻變的
[00:06:33.000 --> 00:06:37.000]  但是感情裏面才有真正的永恆感
[00:06:37.000 --> 00:06:41.000]  在浪漫主義就是這樣,大家知道19世紀浪漫主義的文學
[00:06:41.000 --> 00:06:43.000]  浪漫主義的畫,浪漫主義的音樂裏面
[00:06:43.000 --> 00:06:48.000]  就是在激盪裏面把觸到那剎那的永恆感
[00:06:48.000 --> 00:06:51.000]  這個就是浪漫主義的高峰思考
[00:06:51.000 --> 00:06:55.000]  史萊瑪克就抓住這個東西,就在那個Being
[00:06:55.000 --> 00:06:58.000]  不是Be,就是在那個Becoming而不是Being裏面
[00:06:58.000 --> 00:07:01.000]  去拿到神學的起始點,我們不詳細講了
[00:07:01.000 --> 00:07:09.000]  不過無論如何,史萊瑪克的路,巴特也不再走那條路
[00:07:09.000 --> 00:07:14.000]  所以他走的路也不是情,也不是義,也不是理
[00:07:14.000 --> 00:07:19.000]  還有什麼呢?知情義都不要,作為神學起始點
[00:07:19.000 --> 00:07:24.000]  巴特說很簡單,神學的起始點就是神
[00:07:24.000 --> 00:07:28.000]  神學就是學神,學什麼?神
[00:07:28.000 --> 00:07:33.000]  講了這麼久,在人哪裏,哪裏是理性,搞錯了
[00:07:33.000 --> 00:07:37.000]  整個辯證神學的重點就是你搞錯了
[00:07:37.000 --> 00:07:39.000]  搞了這麼久,搞錯了
[00:07:39.000 --> 00:07:42.000]  根本就是神學的起始點就是神,就是這麼簡單
[00:07:42.000 --> 00:07:47.000]  這句話經過了這麼多的討論和掙扎,最後失望之後
[00:07:47.000 --> 00:07:52.000]  再講就不是那些行貨的例牌東西,你明白嗎?
[00:07:52.000 --> 00:07:56.000]  在那裏突然間成為一個嶄新的,因為大家已經忘記了
[00:07:56.000 --> 00:07:59.000]  忘記了神學的起始點可以是神自己
[00:07:59.000 --> 00:08:02.000]  原來神學的起始點就是上帝自己
[00:08:02.000 --> 00:08:07.000]  將神撞回神,那麼神的神性是什麼呢?
[00:08:07.000 --> 00:08:13.000]  這裏很重要,神的神性在他來說就再不是一些哲學上的討論
[00:08:13.000 --> 00:08:18.000]  因為在德國,在歐洲,甚至在中國的傳統裏面
[00:08:18.000 --> 00:08:22.000]  所謂最高的超越都是我們哲學上推導出來的
[00:08:22.000 --> 00:08:24.000]  但是在巴特來說,我們可以說是一種realism
[00:08:24.000 --> 00:08:27.000]  一種很真實的主義就是上帝就是上帝
[00:08:27.000 --> 00:08:33.000]  上帝和人是兩個無限差距的
[00:08:33.000 --> 00:08:37.000]  Infinite qualitative difference
[00:08:37.000 --> 00:08:40.000]  這個說話我們待會在羅馬書釋義裏面
[00:08:40.000 --> 00:08:44.000]  巴特引用了奇克果哲學裏面所說的話
[00:08:44.000 --> 00:08:47.000]  上帝就是天,人在地,就是這麼簡單
[00:08:47.000 --> 00:08:49.000]  上帝就是上帝,你說說什麼呢?
[00:08:49.000 --> 00:08:52.000]  我都很努力想告訴你他在說什麼
[00:08:52.000 --> 00:08:58.000]  就是上帝之所以能夠成為一切的嶄新的起始點
[00:08:58.000 --> 00:09:00.000]  就是因為他不同人同
[00:09:00.000 --> 00:09:03.000]  人沒有任何和上帝相同的地方
[00:09:03.000 --> 00:09:07.000]  那你說說話吧,完全沒有相同的地方
[00:09:07.000 --> 00:09:09.000]  那我怎麼說他呢?
[00:09:09.000 --> 00:09:12.000]  我們說他就說不出來了
[00:09:12.000 --> 00:09:16.000]  他告訴我們就能說出來了,你明不明白?
[00:09:16.000 --> 00:09:19.000]  就是說一個三歲的小朋友
[00:09:19.000 --> 00:09:26.000]  叫他介紹他爸爸,原來他爸爸是香港大學生物系的講座教授
[00:09:26.000 --> 00:09:34.000]  如果叫這個三歲的女兒去說他爸爸的生物學的成就和知識的話
[00:09:34.000 --> 00:09:36.000]  她能不能說出來了?說不出來了
[00:09:36.000 --> 00:09:38.000]  Infinite qualitative difference
[00:09:38.000 --> 00:09:40.000]  無窮的質的相差,是不是?
[00:09:40.000 --> 00:09:42.000]  怎麼說都說不出來了
[00:09:42.000 --> 00:09:48.000]  但是這個爸爸就能夠告訴女兒那隻蝴蝶飛得多漂亮
[00:09:48.000 --> 00:09:51.000]  有三種不同的蝴蝶的顏色
[00:09:51.000 --> 00:09:53.000]  因為這個爸爸可以告訴女兒
[00:09:53.000 --> 00:09:57.000]  女兒就不能向上觸摸到爸爸
[00:09:57.000 --> 00:09:59.000]  但是爸爸主動的告訴女兒就行了
[00:09:59.000 --> 00:10:01.000]  大家明白我的意思嗎?
[00:10:01.000 --> 00:10:05.000]  這個同樣的,上帝變成了全部在上帝介入人類
[00:10:05.000 --> 00:10:07.000]  產入人類那裡
[00:10:07.000 --> 00:10:09.000]  讓我們去明白他
[00:10:09.000 --> 00:10:11.000]  那一刻我們就明白了
[00:10:11.000 --> 00:10:13.000]  上帝要我們明白就明白
[00:10:13.000 --> 00:10:15.000]  如果我們不明白就不明白
[00:10:15.000 --> 00:10:18.000]  你不要以為我們自己不明白,我們也會搞一搞你,看你明不明白
[00:10:18.000 --> 00:10:20.000]  不明白啊,沒有的
[00:10:20.000 --> 00:10:23.000]  所以我們關於上帝的knowledge of God
[00:10:23.000 --> 00:10:26.000]  對於上帝的知識,全部只是上帝告訴我們什麼
[00:10:26.000 --> 00:10:28.000]  我們就知道什麼
[00:10:28.000 --> 00:10:30.000]  那有什麼特別呢?
[00:10:30.000 --> 00:10:34.000]  這個很特別,因為這樣就可以取消一切的教學
[00:10:34.000 --> 00:10:36.000]  取消一切宗教學
[00:10:36.000 --> 00:10:39.000]  取消一切從人的角度去指向上帝的東西
[00:10:39.000 --> 00:10:42.000]  所以什麼上帝的存在都不需要討論的
[00:10:42.000 --> 00:10:45.000]  為什麼呢?上帝的存在的證明
[00:10:45.000 --> 00:10:47.000]  只不過是用人的
[00:10:47.000 --> 00:10:49.000]  看這個世界,看你自己
[00:10:49.000 --> 00:10:51.000]  於是就指向一個上帝
[00:10:51.000 --> 00:10:55.000]  我知道了,你聽到這句話的時候
[00:10:55.000 --> 00:10:57.000]  就說,怎麼搞的
[00:10:57.000 --> 00:10:59.000]  羅馬書第一章,你還在解羅馬書
[00:10:59.000 --> 00:11:01.000]  羅馬書第一章17字說
[00:11:01.000 --> 00:11:03.000]  原來上帝的事,明明是我知道的
[00:11:03.000 --> 00:11:07.000]  雖然眼不能見,但直做可做之物
[00:11:07.000 --> 00:11:09.000]  可以叫人曉得,叫人無可推諉
[00:11:09.000 --> 00:11:11.000]  這樣還不知道?
[00:11:11.000 --> 00:11:13.000]  起碼我們可以透過,就算什麼都好
[00:11:13.000 --> 00:11:16.000]  透過上帝所做的世界,我們可以知道上帝的東西
[00:11:16.000 --> 00:11:18.000]  但我們不能這樣
[00:11:18.000 --> 00:11:20.000]  我們就看看他怎麼解釋那句話
[00:11:20.000 --> 00:11:24.000]  這樣就有趣了,看看他怎麼過了那句話
[00:11:24.000 --> 00:11:28.000]  我們留個關子,慢慢看看他怎麼解釋
[00:11:28.000 --> 00:11:31.000]  但是無論如何,你明白嗎?
[00:11:31.000 --> 00:11:35.000]  如果用一般的字眼來說,就是極端
[00:11:35.000 --> 00:11:37.000]  很極端,就說為了上帝
[00:11:37.000 --> 00:11:40.000]  他喜歡讓我們知道,我們才可以知道
[00:11:40.000 --> 00:11:43.000]  他不喜歡讓我們知道,我們無法知道
[00:11:43.000 --> 00:11:47.000]  所以那些人越嘗試用自己的方法去知道上帝
[00:11:47.000 --> 00:11:49.000]  就知道越錯
[00:11:49.000 --> 00:11:52.000]  越努力就越錯
[00:11:52.000 --> 00:11:56.000]  所以這個就是啟示之養,我們能夠明白
[00:11:56.000 --> 00:11:59.000]  一切從人的角度,叫做Natural Theology
[00:11:59.000 --> 00:12:04.000]  或者18世紀那些理性主義的自然神論
[00:12:04.000 --> 00:12:07.000]  我們透過這個宇宙,奇妙,說很多東西
[00:12:07.000 --> 00:12:09.000]  知道明明是中國的主宰
[00:12:09.000 --> 00:12:13.000]  你看看康德,或者學派所說的
[00:12:13.000 --> 00:12:16.000]  看你內心的道德,良知
[00:12:16.000 --> 00:12:20.000]  你就知道有一個最高的道德律,就是上帝
[00:12:20.000 --> 00:12:23.000]  這類東西在英雄裡面,全部都刪除了
[00:12:23.000 --> 00:12:26.000]  什麼都不知道,沒可能知道
[00:12:26.000 --> 00:12:28.000]  全部都看錯了,沒可能
[00:12:28.000 --> 00:12:31.000]  唯有上帝要,這個才叫做什麼呢?
[00:12:31.000 --> 00:12:33.000]  這個才叫做恩典
[00:12:33.000 --> 00:12:37.000]  恩典也就是我們根本沒資格得到的東西
[00:12:37.000 --> 00:12:41.000]  就是人給你的,這個叫恩典
[00:12:41.000 --> 00:12:45.000]  恩典不是交換,不是我出的東西,於是我就拿到東西
[00:12:45.000 --> 00:12:49.000]  所有自然神學,Natural Theology就是我去找東西
[00:12:49.000 --> 00:12:52.000]  找到上帝,你喜歡不喜歡,我都可以找到知道你的東西
[00:12:52.000 --> 00:12:54.000]  你不喜歡我也知道
[00:12:54.000 --> 00:12:58.000]  自在就是多多少少
[00:12:58.000 --> 00:13:00.000]  所以每個宗教都知道關於上帝的東西
[00:13:00.000 --> 00:13:02.000]  不過基督教知道最多
[00:13:02.000 --> 00:13:05.000]  但是怎麼爭論,沒得爭論,每個宗教都知道
[00:13:05.000 --> 00:13:09.000]  不論不用想,最精彩的地方就是刪除了
[00:13:09.000 --> 00:13:11.000]  大家都不知道,基督教都不知道
[00:13:11.000 --> 00:13:15.000]  那怎麼樣?上帝恩典也就是他讓你知道才知道
[00:13:15.000 --> 00:13:20.000]  我們叫做Personal Grace,就是當下我現在讓你知道
[00:13:20.000 --> 00:13:25.000]  就知道,那你說很神秘,今晚知道嗎?知道
[00:13:25.000 --> 00:13:27.000]  知道,為什麼知道?
[00:13:27.000 --> 00:13:32.000]  原來上帝不是單單對每一個人你自己很神秘地告訴你是怎樣
[00:13:32.000 --> 00:13:35.000]  最高峰,大家猜到了
[00:13:35.000 --> 00:13:42.000]  就是上帝下來,他用了一個字,意思就是橫,一條直線和一個圓
[00:13:42.000 --> 00:13:46.000]  那個叫切線,Tangential Touch
[00:13:46.000 --> 00:13:50.000]  就是說上帝一直下來的時候,碰一下,人就只是平面
[00:13:50.000 --> 00:13:55.000]  反不到上去,平線,但是上帝下來,一鏟碰到
[00:13:55.000 --> 00:14:01.000]  那一下就是真正上帝要和人的接觸點
[00:14:01.000 --> 00:14:03.000]  那一下接觸點是什麼呢?
[00:14:03.000 --> 00:14:05.000]  在上帝來說就是耶穌基督
[00:14:05.000 --> 00:14:10.000]  在人來說就是那一下,你接不接受那一下
[00:14:10.000 --> 00:14:15.000]  要就是你的,不要就是果凍,抓不到,沒有了
[00:14:15.000 --> 00:14:19.000]  你還在找,死在平面上找,找幾天找不到
[00:14:19.000 --> 00:14:23.000]  上帝來了,你一接觸就是那一下,就抓住那一下
[00:14:23.000 --> 00:14:28.000]  他就用了一個字,接觸點那一點就叫做Crisis,危機
[00:14:28.000 --> 00:14:31.000]  用Crisis這個字可能比較過分,不過他可能要強調一點
[00:14:31.000 --> 00:14:33.000]  其實是一個Decision Making,一個Encounter
[00:14:33.000 --> 00:14:39.000]  我們可以叫做一種相會,相遇,相遇那一下,就是那一點
[00:14:39.000 --> 00:14:49.000]  這個說法可以說上帝是一個,絕對不是我們理性哲學推出來的那位至高者
[00:14:49.000 --> 00:14:52.000]  那完全搞錯了
[00:14:52.000 --> 00:14:55.000]  那上帝是怎樣的呢?我們用一個字眼來說
[00:14:55.000 --> 00:15:01.000]  上帝是那位Subjectival的一個對象
[00:15:01.000 --> 00:15:09.000]  Subjectival這個字其實我是借用一個哲學家的說法
[00:15:09.000 --> 00:15:11.000]  不是我作的,不過這個字也是作出來的
[00:15:11.000 --> 00:15:14.000]  字典不用找了,沒有的了
[00:15:14.000 --> 00:15:18.000]  有Objective,有Subjective,就沒有Objectival,有Subjectival
[00:15:18.000 --> 00:15:20.000]  什麼叫Objectival,Subjectival呢?
[00:15:20.000 --> 00:15:23.000]  就比較清楚一點,因為現在我們所謂Subjective
[00:15:23.000 --> 00:15:31.000]  就是一種已經有一個包袱的了
[00:15:31.000 --> 00:15:34.000]  一講Subjective就很主觀,好像不理人
[00:15:34.000 --> 00:15:36.000]  死牛一片頸的意思
[00:15:36.000 --> 00:15:41.000]  Objective就很客觀,很冷靜,其實不是的
[00:15:41.000 --> 00:15:46.000]  這樣講就不對,換用另一個字,撇開這個字,不用那個鐵
[00:15:46.000 --> 00:15:51.000]  就是Title這個字,就是在我以外的一個
[00:15:51.000 --> 00:15:56.000]  和我對著我,而不是我的一部分
[00:15:56.000 --> 00:16:01.000]  為什麼呢?譬如說這支筆就是一個Objectival
[00:16:01.000 --> 00:16:05.000]  因為這支筆在我以外,不是屬於我的一部分
[00:16:05.000 --> 00:16:10.000]  但是如果Objectival,還有Objectival Object和Objectival Subject
[00:16:10.000 --> 00:16:12.000]  這支筆就是Objectival Object
[00:16:12.000 --> 00:16:18.000]  因為它在我以外的一個客體,因為它是沒有意志,沒有分辨能力
[00:16:18.000 --> 00:16:22.000]  它只不過是可以讓我去控制,我近就近,遠就遠
[00:16:22.000 --> 00:16:27.000]  寫就寫,吸就吸,這是一個無生命的客體
[00:16:27.000 --> 00:16:32.000]  還有,如果我跟你聊天的時候,和我同學一會兒互相對話
[00:16:32.000 --> 00:16:36.000]  我們討論問題的時候,你對於我來說是一個Objectival,明白嗎?
[00:16:36.000 --> 00:16:40.000]  Subject,因為你懂得思考,你的意志和我不同
[00:16:40.000 --> 00:16:42.000]  你不是我的一部分,你明白嗎?
[00:16:42.000 --> 00:16:48.000]  所以如果倒過來,Subjectival就是我的生命,我的思考的一部分
[00:16:48.000 --> 00:16:53.000]  那Subjectival,還有一個可以叫Subjectival Object
[00:16:53.000 --> 00:16:57.000]  就是我在想這支筆的概念,明白嗎?
[00:16:57.000 --> 00:17:03.000]  我在想像這支筆,不是這支筆,而是我在想腦子裡的這支筆
[00:17:03.000 --> 00:17:07.000]  這個就是一個Subjectival,從我而出的一個Object,是嗎?
[00:17:07.000 --> 00:17:14.000]  Subjectival Subject就是我在想這支筆的我,我正在想的我,明白嗎?
[00:17:14.000 --> 00:17:19.000]  所以有Subjectival Subject就是Subjectival Object,有Subjectival Subject就是Subjectival Object
[00:17:19.000 --> 00:17:23.000]  這幾下話很繞口,也有的,你明白我的意思嗎?
[00:17:23.000 --> 00:17:25.000]  好了,那麼多做什麼呢?
[00:17:25.000 --> 00:17:29.000]  簡單來說,辯證神學的說法就是
[00:17:29.000 --> 00:17:35.000]  十六、十七世紀一直開始,將上帝看為一個Subjectival Object
[00:17:35.000 --> 00:17:41.000]  哲學推推推推了出來,這個就是上帝了,讓他埋一邊,還加一個箱子
[00:17:41.000 --> 00:17:45.000]  如果在書裡,包起來,好書一本,上帝就在裡面
[00:17:45.000 --> 00:17:49.000]  其實在你裡面,你的思考人,思考裡面構造出來的
[00:17:49.000 --> 00:17:52.000]  你出來吧,不是,上帝是什麼呢?
[00:17:52.000 --> 00:17:56.000]  上帝是Objectival Subject,他是一個Objectival
[00:17:56.000 --> 00:17:59.000]  所以他永遠都不是我們思想猜出來的東西
[00:17:59.000 --> 00:18:03.000]  他就好像另外一個主體一樣,就是你不是我,我不是你,是不是?
[00:18:03.000 --> 00:18:08.000]  他還是一個Subject,所以他的思想和我的思想,我們叫做Clash of Mind
[00:18:08.000 --> 00:18:11.000]  就是我們會不同的,是不是?
[00:18:11.000 --> 00:18:14.000]  你擺明了,人家舉手說我不贊成這個說法,我說是嗎?
[00:18:14.000 --> 00:18:21.000]  那我就說給你聽,就是說你的思想和我的思想是兩個不同的意志,不同的思考
[00:18:21.000 --> 00:18:26.000]  這樣才是Subject,是不是?和筆不同,筆就沒有意志,任我操縱
[00:18:26.000 --> 00:18:29.000]  但是你是一個Subject就任我操縱
[00:18:29.000 --> 00:18:34.000]  上帝是那位最偉大的Object,Typho,Subject,聽到沒有?
[00:18:34.000 --> 00:18:37.000]  Subject還要比S大,大草,那就厲害了,是不是?
[00:18:37.000 --> 00:18:45.000]  就是他完全採取主導,並且他完全不是收歸我們的思考所模造出來的那位
[00:18:45.000 --> 00:18:48.000]  說到這裡可以明白一點,那個The Godness of God的意思
[00:18:48.000 --> 00:18:55.000]  就是說他是一個最強的,所以他要來,肯定可以來到我們人類裡面和我們說話
[00:18:55.000 --> 00:18:57.000]  而我們去找他,找不到,就是我們下面上不到他的
[00:18:57.000 --> 00:19:00.000]  是他上面上到來,為什麼這麼像舊陣我們傳福音的?
[00:19:00.000 --> 00:19:05.000]  是啊,都是這些東西,不過人家說的都是威水一點,多幾句德文就當是
[00:19:05.000 --> 00:19:10.000]  我們都是這樣說的,人沒辦法找到神,神來找人
[00:19:10.000 --> 00:19:13.000]  其實都是說這個東西,其實都沒有什麼分別
[00:19:13.000 --> 00:19:18.000]  不過他這樣說,在這樣的環境,這樣的說法,加多我幾個特別的字眼
[00:19:18.000 --> 00:19:21.000]  還說了一個德文,Over,Against,Given,Given,那些
[00:19:21.000 --> 00:19:28.000]  你會覺得很厲害,其實你牧師都說了很多年了,其實神學不外是這樣的
[00:19:28.000 --> 00:19:31.000]  那應該是神學最重要最後都是落實的,是不是?
[00:19:31.000 --> 00:19:43.000]  就是說,上帝是一位不是自由神學那種人類可以操控的那位思考裡面的一個對象而已
[00:19:43.000 --> 00:19:48.000]  那所以呢,那怎樣呢?到最後,我們有什麼資料可以知道上帝呢?
[00:19:48.000 --> 00:19:51.000]  耶穌基督,那我如何可以知道耶穌基督呢?
[00:19:51.000 --> 00:19:56.000]  沒有其他地方的了,今天,就在聖經裡面,在神的話裡面找回耶穌基督
[00:19:56.000 --> 00:20:03.000]  又回到十九世紀之前,又說聖經,巴頓在這裡就說這個
[00:20:03.000 --> 00:20:14.000]  聖經他沒有說到聖經句句都是真的,這個很多福音派或者保守派就批評巴頓在這裡
[00:20:14.000 --> 00:20:19.000]  他一樣不相信聖經句句都是真的,比如說創世記他用了一個字叫saga
[00:20:19.000 --> 00:20:29.000]  saga這個字其實就是德文的意思,神話,傳說,legend這樣的意思,傳說
[00:20:29.000 --> 00:20:37.000]  但是他說這個不重要的,我們不一定要需要知道,因為上帝的話是上帝的話
[00:20:37.000 --> 00:20:42.000]  你不可以將他客觀化成為這句話就是上帝的話
[00:20:42.000 --> 00:20:52.000]  這個上帝的話要進入你的生命世界裡面去接觸去碰,然後你透過這句話來碰見那位活生生的上帝的時候
[00:20:52.000 --> 00:20:57.000]  如果你碰到的時候,同樣的時候,上帝的話就成為他的話了,你明白我的意思嗎?
[00:20:57.000 --> 00:21:03.000]  他的意思就是說,這句話不是一個死板,有些人在這句話裡面他沒有走這條路
[00:21:03.000 --> 00:21:08.000]  上帝的話好像是一個指點,這個我們中國人就應該明白一點的,語言
[00:21:08.000 --> 00:21:18.000]  如果在中國禪宗的哲學裡面就說這個所謂指月論,就說其實人生,他所說的話就好像一隻手指那樣
[00:21:18.000 --> 00:21:26.000]  指給你看月光在哪裡呢?那裡,其實我想告訴你就是月光,我叫你看的就是月光
[00:21:26.000 --> 00:21:37.000]  月光就好像一種生命裡面的體會一樣,如果用巴特的神學裡面就是和上帝碰面的體會
[00:21:37.000 --> 00:21:45.000]  但是手指就是那本聖經,或者好像今天指月論的說法就是手指最重要的是你看月光
[00:21:45.000 --> 00:21:50.000]  你不要分析手指是長是短是男是女,你分析完手指有什麼用呢?
[00:21:50.000 --> 00:21:56.000]  手指肯定是溫慧耀的手指,有什麼用呢?你看不到月光
[00:21:56.000 --> 00:22:05.000]  所以聖經的inherence不重要的,他的說法就是說,我不需要證明聖經是絕對準確還是不準確
[00:22:05.000 --> 00:22:15.000]  最重要的是看到聖經指向的是上帝和人相遇的那種啟示
[00:22:15.000 --> 00:22:22.000]  你看到的時候,這個聖經對於你就有意思了,你看不到你分析那個聖經的時候
[00:22:22.000 --> 00:22:28.000]  那聖經對於你來說是沒有意思的,因為上帝的話,他用這個字眼,the word of god 大草
