
[00:00:00.000 --> 00:00:11.000]  人神之制四,命運與際遇,神的預定掌管及看顧
[00:02:34.000 --> 00:02:36.000]  奉耶穌的名祈禱
[00:02:36.000 --> 00:02:40.000]  關於神的全能
[00:02:40.000 --> 00:02:46.000]  omnipotence 神的全能是拉丁文轉過來的
[00:02:46.000 --> 00:02:50.000]  omni 是絕對或者擁有一切的意思
[00:02:50.000 --> 00:02:53.000]  potent 這個字就是一個能力
[00:02:53.000 --> 00:02:57.000]  potential 英文譯作power
[00:02:57.000 --> 00:03:03.000]  這個觀念當然引申有相當多複雜的神學問題
[00:03:03.000 --> 00:03:09.000]  但我綜觀整個的神學歷史和到現今哲學的討論裏
[00:03:09.000 --> 00:03:13.000]  我相信主要都是集中在三個大問題上
[00:03:13.000 --> 00:03:19.000]  第一就是神因為他的無所不能絕對有能力的緣故
[00:03:19.000 --> 00:03:23.000]  牽涉到預定論的問題
[00:03:23.000 --> 00:03:27.000]  預定我們得救或者不得救的問題
[00:03:27.000 --> 00:03:36.000]  第二就是神這個絕對的能力牽涉到神對整個世界歷史
[00:03:36.000 --> 00:03:45.000]  和我們人生裏面發生的每一件事的掌管和照顧保守的問題
[00:03:45.000 --> 00:03:52.000]  第三就是在哲學上對神的全能這個觀念有一個很強的質疑
[00:03:52.000 --> 00:03:57.000]  特別是哲學家一直以來都質疑這個全能的觀念
[00:03:57.000 --> 00:04:00.000]  認為這個全能的觀念本身是具有矛盾性的
[00:04:00.000 --> 00:04:06.000]  既然有矛盾性就不可能成立不可能有這樣的觀念的時候
[00:04:06.000 --> 00:04:13.000]  加諸於神的身上變成神擁有一種本身自相矛盾的性格
[00:04:13.000 --> 00:04:18.000]  當然比較具有代表性的一直以來都是用一個說法
[00:04:18.000 --> 00:04:22.000]  神能不能做一塊石頭重到他自己搬不起
[00:04:22.000 --> 00:04:24.000]  這句說話作為一個論點
[00:04:24.000 --> 00:04:28.000]  今晚我們希望正正式式去面對這個問題
[00:04:28.000 --> 00:04:34.000]  通常我們報道會或者來傳科都是靠氣勢帶過去
[00:04:34.000 --> 00:04:38.000]  聲音大的時候就加兩個見證解決了問題
[00:04:38.000 --> 00:04:40.000]  問題還沒有解決的
[00:04:40.000 --> 00:04:43.000]  今天嘗試比較理性冷靜的去想想這個問題
[00:04:43.000 --> 00:04:45.000]  怎樣去處理
[00:04:45.000 --> 00:04:47.000]  我相信這三樣東西解決了
[00:04:47.000 --> 00:04:49.000]  我不覺得一定解決的
[00:04:49.000 --> 00:04:51.000]  因為關於神自己本身的問題
[00:04:51.000 --> 00:04:54.000]  終極可能沒有辦法完全令你滿意的解決
[00:04:54.000 --> 00:05:00.000]  因為理性去到那個限度就一定有些困難
[00:05:00.000 --> 00:05:04.000]  不過我嘗試盡量讓大家知道問題在哪裡
[00:05:04.000 --> 00:05:06.000]  首先我們看預定論
[00:05:06.000 --> 00:05:11.000]  預定論或者有些神學家稱為神的揀選教義
[00:05:11.000 --> 00:05:14.000]  Doctrines of Election 或者 Predestination
[00:05:14.000 --> 00:05:20.000]  Predestination 這個字也是拉丁文轉出來的
[00:05:20.000 --> 00:05:30.000]  就是之前的命運預先定了
[00:05:30.000 --> 00:05:34.000]  究竟在預定論裡面牽涉到的困難在哪裡呢
[00:05:34.000 --> 00:05:37.000]  這個就是聖經神學和系統神學的分別
[00:05:37.000 --> 00:05:40.000]  如果我們從聖經神學來說
[00:05:40.000 --> 00:05:42.000]  聖經就給了這些資料
[00:05:42.000 --> 00:05:46.000]  沒有給予一個系統的和理性的或者合理的
[00:05:46.000 --> 00:05:48.000]  所謂的consistent的
[00:05:48.000 --> 00:05:51.000]  就是說不衝突的完滿的答案給我們
[00:05:51.000 --> 00:05:52.000]  沒有的
[00:05:52.000 --> 00:05:54.000]  聖經就只是給了資料我們
[00:05:54.000 --> 00:05:57.000]  一方面聖經很強調肯定
[00:05:57.000 --> 00:06:01.000]  神在創世以先已經預定了揀選不救的人
[00:06:01.000 --> 00:06:02.000]  我想不和大家慢慢讀了
[00:06:02.000 --> 00:06:04.000]  以不鎖書第一章就最清楚了
[00:06:04.000 --> 00:06:09.000]  那裡說到神是預定在萬世以先在基督裡面
[00:06:09.000 --> 00:06:13.000]  預定我們的救恩的
[00:06:13.000 --> 00:06:16.000]  我讀給大家聽就夠了
[00:06:16.000 --> 00:06:17.000]  一句
[00:06:17.000 --> 00:06:19.000]  第四節一章四節
[00:06:19.000 --> 00:06:22.000]  就如上帝從創立世界以前
[00:06:22.000 --> 00:06:24.000]  就是說還沒有這個世界之前
[00:06:24.000 --> 00:06:27.000]  在基督裡揀選了我們
[00:06:27.000 --> 00:06:31.000]  選擇我們在他面前成為聖賢無有瑕疵
[00:06:31.000 --> 00:06:34.000]  這個就是揀選
[00:06:34.000 --> 00:06:35.000]  第十一節
[00:06:35.000 --> 00:06:37.000]  我們也在他裡面得了基業
[00:06:37.000 --> 00:06:43.000]  這完善那位隨己而行作萬事的照著他子而所預定的
[00:06:43.000 --> 00:06:45.000]  當然這個聖經裡面很清楚
[00:06:45.000 --> 00:06:48.000]  就是說神在創立世界都還沒有我們之前
[00:06:48.000 --> 00:06:49.000]  還沒有人類之前
[00:06:49.000 --> 00:06:53.000]  沒有世界之前已經預定了一些人的不救
[00:06:53.000 --> 00:06:56.000]  問題已經在他的預定底下
[00:06:56.000 --> 00:07:00.000]  但另一方面我們第一章都開始說
[00:07:00.000 --> 00:07:02.000]  由整個舊約到啟示錄
[00:07:02.000 --> 00:07:04.000]  都很明顯告訴我們一件事
[00:07:04.000 --> 00:07:07.000]  就是我們每一個人都要對自己
[00:07:07.000 --> 00:07:10.000]  所做的在信仰上的抉擇
[00:07:10.000 --> 00:07:11.000]  負責任的
[00:07:11.000 --> 00:07:12.000]  有天堂和地獄
[00:07:12.000 --> 00:07:13.000]  啟示錄給我們看見
[00:07:13.000 --> 00:07:15.000]  亞當亞歪開始的時候也有
[00:07:15.000 --> 00:07:18.000]  吃禁果或者不吃這個分別事件
[00:07:18.000 --> 00:07:19.000]  或者吃分別事件
[00:07:19.000 --> 00:07:21.000]  那個的選擇能力
[00:07:21.000 --> 00:07:22.000]  而他選擇了之後
[00:07:22.000 --> 00:07:23.000]  我們看到神是真的罰他的
[00:07:23.000 --> 00:07:24.000]  是不是
[00:07:24.000 --> 00:07:26.000]  也都一直看著下去
[00:07:26.000 --> 00:07:29.000]  在整個由創世記和啟示錄之間
[00:07:29.000 --> 00:07:30.000]  有無數這麼多例子告訴我們
[00:07:30.000 --> 00:07:33.000]  神其實從來都是對每一個人
[00:07:33.000 --> 00:07:36.000]  在道德上和信仰上對神的信服
[00:07:36.000 --> 00:07:38.000]  信他或者背譯他
[00:07:38.000 --> 00:07:40.000]  都是有審判的
[00:07:40.000 --> 00:07:41.000]  最清楚的例如利未記
[00:07:41.000 --> 00:07:42.000]  新明記那些
[00:07:42.000 --> 00:07:44.000]  很清楚看見神給他兩條路
[00:07:44.000 --> 00:07:45.000]  信服我的
[00:07:45.000 --> 00:07:47.000]  就會這樣得到福氣
[00:07:47.000 --> 00:07:48.000]  背譯我的
[00:07:48.000 --> 00:07:49.000]  就會有這樣的災禍
[00:07:49.000 --> 00:07:50.000]  就是在你面前
[00:07:50.000 --> 00:07:51.000]  你可以選擇
[00:07:51.000 --> 00:07:53.000]  或者你對自己的選擇負責
[00:07:53.000 --> 00:07:54.000]  那就是說
[00:07:54.000 --> 00:07:56.000]  我們的選擇
[00:07:56.000 --> 00:07:58.000]  也都在神的肯定當中
[00:07:58.000 --> 00:08:00.000]  好了
[00:08:00.000 --> 00:08:01.000]  那麼明顯
[00:08:01.000 --> 00:08:02.000]  這個問題就出來了
[00:08:02.000 --> 00:08:03.000]  大家都知道
[00:08:03.000 --> 00:08:05.000]  聖經就沒有答案
[00:08:05.000 --> 00:08:08.000]  沒有嘗試給一個有系統的答案給我們
[00:08:08.000 --> 00:08:10.000]  只有這兩方面的資料給我們
[00:08:10.000 --> 00:08:13.000]  那麼我們得到這兩方面的資料的時候
[00:08:13.000 --> 00:08:14.000]  我們有個難處
[00:08:14.000 --> 00:08:15.000]  我們有理性的
[00:08:15.000 --> 00:08:16.000]  我們想事情就好
[00:08:16.000 --> 00:08:17.000]  那麼那個時候
[00:08:17.000 --> 00:08:18.000]  我們就有個難處
[00:08:18.000 --> 00:08:20.000]  就是究竟這兩樣東西等在一起的時候
[00:08:20.000 --> 00:08:22.000]  似乎有理性上的困難
[00:08:22.000 --> 00:08:24.000]  我們都覺得有困難
[00:08:24.000 --> 00:08:25.000]  是不是
[00:08:25.000 --> 00:08:26.000]  神預定了
[00:08:26.000 --> 00:08:27.000]  人們得救了
[00:08:27.000 --> 00:08:29.000]  那麼我們還有什麼自由呢
[00:08:29.000 --> 00:08:31.000]  那麼神有沒有真的預定所有人得救呢
[00:08:31.000 --> 00:08:33.000]  神預定了一部分人得救呢
[00:08:33.000 --> 00:08:35.000]  那麼如果預定一部分人得救的時候
[00:08:35.000 --> 00:08:37.000]  那麼我們還有沒有抉擇的能力呢
[00:08:37.000 --> 00:08:40.000]  這些我相信都是在這個教義當中
[00:08:40.000 --> 00:08:41.000]  牽涉的問題
[00:08:41.000 --> 00:08:43.000]  那麼有一個神學家幫我們比較
[00:08:43.000 --> 00:08:45.000]  是清楚一點點列舉出來
[00:08:45.000 --> 00:08:49.000]  他關於預定兩樣兩個主要的難題
[00:08:49.000 --> 00:08:51.000]  Lagrange這個法國學者
[00:08:51.000 --> 00:08:53.000]  在他的書裡面所說
[00:08:53.000 --> 00:08:54.000]  第一個就是
[00:08:54.000 --> 00:08:58.000]  How can predestination, which is infallible in its effect,
[00:08:58.000 --> 00:09:02.000]  be reconciled with the will to save all mankind
[00:09:02.000 --> 00:09:06.000]  since the salvation of many will not be realized
[00:09:06.000 --> 00:09:07.000]  那麼很抱歉
[00:09:07.000 --> 00:09:08.000]  我用英文寫出來
[00:09:08.000 --> 00:09:10.000]  我用中文翻譯出來
[00:09:10.000 --> 00:09:13.000]  那麼我覺得兩方面都可以
[00:09:13.000 --> 00:09:15.000]  因為有時候字眼不容易
[00:09:15.000 --> 00:09:17.000]  只用中文翻譯了你會明白的
[00:09:17.000 --> 00:09:18.000]  如果你明白英文
[00:09:18.000 --> 00:09:20.000]  你都可以明白兩方面
[00:09:20.000 --> 00:09:21.000]  意思就是第一個困難
[00:09:21.000 --> 00:09:23.000]  預定兩個第一個困難就是
[00:09:23.000 --> 00:09:25.000]  在這個教義當中
[00:09:25.000 --> 00:09:27.000]  我們知道第一
[00:09:27.000 --> 00:09:32.000]  神的絕對能力是不會受阻攔的
[00:09:32.000 --> 00:09:35.000]  神要做的事情他就做到了
[00:09:35.000 --> 00:09:39.000]  那麼關於神傳能的一個必然的推理的結果
[00:09:39.000 --> 00:09:42.000]  神要做的事情他就做到了
[00:09:42.000 --> 00:09:46.000]  那麼我們問在創世以前神想做什麼呢
[00:09:46.000 --> 00:09:49.000]  創世以前神想萬人得救
[00:09:49.000 --> 00:09:50.000]  不願意一人沉淪
[00:09:50.000 --> 00:09:51.000]  是不是呢
[00:09:51.000 --> 00:09:53.000]  羅馬書說得很清楚
[00:09:53.000 --> 00:09:54.000]  有這樣的意思
[00:09:54.000 --> 00:09:56.000]  那麼然後
[00:09:56.000 --> 00:09:58.000]  現實的歷史當中
[00:09:58.000 --> 00:10:01.000]  我發覺有些人是得救
[00:10:01.000 --> 00:10:03.000]  有些人是不得救的
[00:10:03.000 --> 00:10:09.000]  大家看到中間有些問題
[00:10:09.000 --> 00:10:12.000]  如果神定義要做的事情
[00:10:12.000 --> 00:10:13.000]  他必然做到
[00:10:13.000 --> 00:10:15.000]  按照他定義萬人得救
[00:10:15.000 --> 00:10:16.000]  沒有一個人沉淪的話
[00:10:16.000 --> 00:10:18.000]  那麼應該的順理結果很簡單
[00:10:18.000 --> 00:10:19.000]  萬人得救沒有人沉淪
[00:10:19.000 --> 00:10:20.000]  現實的世界
[00:10:20.000 --> 00:10:22.000]  我們是有些人得救
[00:10:22.000 --> 00:10:23.000]  有些人沉淪的話
[00:10:23.000 --> 00:10:27.000]  那麼究竟是出於神最初定的旨意
[00:10:27.000 --> 00:10:29.000]  根本沒有想萬人得救呢
[00:10:29.000 --> 00:10:31.000]  還是神想萬人得救
[00:10:31.000 --> 00:10:33.000]  不過在整個過程中
[00:10:33.000 --> 00:10:35.000]  他想的事情他做不到呢
[00:10:35.000 --> 00:10:37.000]  又或者這個世界上
[00:10:37.000 --> 00:10:38.000]  我們看到有些人得救
[00:10:38.000 --> 00:10:39.000]  有些人不得救
[00:10:39.000 --> 00:10:40.000]  其實不是的
[00:10:40.000 --> 00:10:41.000]  真的全部得救
[00:10:41.000 --> 00:10:42.000]  不過那些不得救的人
[00:10:42.000 --> 00:10:43.000]  好像不得救
[00:10:43.000 --> 00:10:46.000]  那麼最後都是得救了呢
[00:10:46.000 --> 00:10:47.000]  大家看到了
[00:10:47.000 --> 00:10:49.000]  我說三個可能性
[00:10:49.000 --> 00:10:52.000]  都會衝突了我們一直以來
[00:10:52.000 --> 00:10:54.000]  對基督教信仰的信念
[00:10:54.000 --> 00:10:58.000]  那麼我們將它拆開來看看
[00:10:58.000 --> 00:11:01.000]  歷代裡面有多少種的解答呢
[00:11:01.000 --> 00:11:02.000]  所以牽涉了三樣
[00:11:02.000 --> 00:11:05.000]  第一 神最初所揀選的旨意是怎樣
[00:11:05.000 --> 00:11:08.000]  第二 神推行他自己的意思
[00:11:08.000 --> 00:11:11.000]  能力會不會受到人的意志改變
[00:11:11.000 --> 00:11:14.000]  第三 歷史的事實究竟是有人得救
[00:11:14.000 --> 00:11:15.000]  有人不得救
[00:11:15.000 --> 00:11:17.000]  還是全部都得救
[00:11:17.000 --> 00:11:19.000]  那麼會不會全部都不得救
[00:11:19.000 --> 00:11:20.000]  這個不需要說
[00:11:20.000 --> 00:11:22.000]  因為如果全部都不得救
[00:11:22.000 --> 00:11:24.000]  那麼就和所有的事情都不對
[00:11:24.000 --> 00:11:27.000]  那麼牽涉了三樣的問題
[00:11:27.000 --> 00:11:29.000]  我就用來測的字眼和大家說
[00:11:29.000 --> 00:11:33.000]  有些人聽見有些人說很深
[00:11:33.000 --> 00:11:35.000]  我就用來測的字眼
[00:11:35.000 --> 00:11:36.000]  儘管這樣寫
[00:11:36.000 --> 00:11:37.000]  你不明白就算了
[00:11:37.000 --> 00:11:38.000]  我會解釋給你聽
[00:11:38.000 --> 00:11:39.000]  你不用明白這些符號
[00:11:39.000 --> 00:11:40.000]  你都會明白的
[00:11:40.000 --> 00:11:42.000]  我希望這樣做
[00:11:42.000 --> 00:11:45.000]  我設有兩個命題
[00:11:45.000 --> 00:11:46.000]  一個是P
[00:11:46.000 --> 00:11:48.000]  是T1的時間
[00:11:48.000 --> 00:11:51.000]  T1就是在創世以前的時間
[00:11:51.000 --> 00:11:52.000]  我們叫T1
[00:11:52.000 --> 00:11:55.000]  就是在創造世界以前的時候
[00:11:55.000 --> 00:11:56.000]  我設一個命題叫P
[00:11:56.000 --> 00:11:58.000]  P就是說定義為
[00:11:58.000 --> 00:12:02.000]  神在T1的時候的心意是一切人都得救的
[00:12:02.000 --> 00:12:05.000]  神是希望一切人都得救
[00:12:05.000 --> 00:12:06.000]  沒有一個人沉淪
[00:12:06.000 --> 00:12:11.000]  然後Q是在T2發生的一個命題的時間
[00:12:11.000 --> 00:12:14.000]  T2就是某一個歷史事實的歷史過程裏面
[00:12:14.000 --> 00:12:16.000]  就是神在創造世界之後的某一個時間
[00:12:16.000 --> 00:12:18.000]  比如1988年11月22號
[00:12:18.000 --> 00:12:20.000]  這個時刻當中
[00:12:20.000 --> 00:12:21.000]  在歷史裏面
[00:12:21.000 --> 00:12:22.000]  在人類歷史裏面
[00:12:22.000 --> 00:12:27.000]  是有人淪亡是不得救的
[00:12:27.000 --> 00:12:28.000]  OK
[00:12:28.000 --> 00:12:30.000]  如果這樣的話
[00:12:30.000 --> 00:12:33.000]  我們就可以設想兩個的說法
[00:12:33.000 --> 00:12:40.000]  如果P是真的
[00:12:40.000 --> 00:12:42.000]  那就是說
[00:12:42.000 --> 00:12:43.000]  你讀過這些
[00:12:43.000 --> 00:12:44.000]  中學的時候讀過
[00:12:44.000 --> 00:12:46.000]  for all x 如果x是人的話
[00:12:46.000 --> 00:12:48.000]  such that x是得救的
[00:12:48.000 --> 00:12:50.000]  簡單地譯出來的意思就是說
[00:12:50.000 --> 00:12:55.000]  如果第一句說話P是對的話
[00:12:55.000 --> 00:13:00.000]  就是在歷史上只要那個是人
[00:13:00.000 --> 00:13:03.000]  那時候那個人一定得救
[00:13:03.000 --> 00:13:04.000]  明白了
[00:13:04.000 --> 00:13:05.000]  OK
[00:13:05.000 --> 00:13:07.000]  如果Q是對的話
[00:13:07.000 --> 00:13:10.000]  就說起碼有一個人
[00:13:10.000 --> 00:13:11.000]  x是人的話
[00:13:11.000 --> 00:13:13.000]  x是不得救的
[00:13:13.000 --> 00:13:14.000]  如果Q是對的話
[00:13:14.000 --> 00:13:17.000]  就是說起碼在T2的時間裏面
[00:13:17.000 --> 00:13:20.000]  整個人類裏面起碼有一個人是不得救的
[00:13:20.000 --> 00:13:23.000]  起碼一個人以上是不得救的
[00:13:23.000 --> 00:13:24.000]  如果這樣的話
[00:13:24.000 --> 00:13:26.000]  我們就發覺那個困難
[00:13:26.000 --> 00:13:28.000]  其實就有三樣東西在衝突
[00:13:28.000 --> 00:13:30.000]  就是P和Q
[00:13:30.000 --> 00:13:31.000]  其實呢
[00:13:31.000 --> 00:13:33.000]  in plus F呢
[00:13:33.000 --> 00:13:34.000]  如果你讀內修的時候
[00:13:34.000 --> 00:13:35.000]  都不是絕對準確
[00:13:35.000 --> 00:13:36.000]  應該是R的意思
[00:13:36.000 --> 00:13:38.000]  所以就要多弄一個命題
[00:13:38.000 --> 00:13:39.000]  R
[00:13:39.000 --> 00:13:41.000]  什麼意思呢
[00:13:41.000 --> 00:13:42.000]  就是說
[00:13:42.000 --> 00:13:46.000]  神在創世以先希望所有人得救
[00:13:46.000 --> 00:13:49.000]  和現今在T2的時間
[00:13:49.000 --> 00:13:51.000]  在現實上有人不得救
[00:13:51.000 --> 00:13:53.000]  兩個加起來
[00:13:53.000 --> 00:13:55.000]  如果兩個都要是對的話
[00:13:55.000 --> 00:13:58.000]  那就表示神在創世以先
[00:13:58.000 --> 00:14:00.000]  到現實的歷史當中
[00:14:00.000 --> 00:14:02.000]  那個能力不是完全受到控制
[00:14:02.000 --> 00:14:03.000]  是不是
[00:14:03.000 --> 00:14:04.000]  大家明白了
[00:14:04.000 --> 00:14:05.000]  所以那個R呢
[00:14:05.000 --> 00:14:07.000]  我們可以將它改成一個
[00:14:07.000 --> 00:14:09.000]  就是兩樣東西加起來
[00:14:09.000 --> 00:14:12.000]  就產生一個R的命題
[00:14:12.000 --> 00:14:13.000]  這個R就是說
[00:14:13.000 --> 00:14:18.000]  神的能力不能夠完全的實施出來
[00:14:18.000 --> 00:14:21.000]  神能力不能完全實施
[00:14:21.000 --> 00:14:22.000]  好了
[00:14:22.000 --> 00:14:23.000]  這些呢
[00:14:23.000 --> 00:14:24.000]  我是給
[00:14:24.000 --> 00:14:25.000]  希望給邏輯
[00:14:25.000 --> 00:14:26.000]  懂得邏輯的人
[00:14:26.000 --> 00:14:27.000]  去清楚一點來算
[00:14:27.000 --> 00:14:29.000]  如果你不懂這些符號呢
[00:14:29.000 --> 00:14:30.000]  你都不需要
[00:14:30.000 --> 00:14:33.000]  介意那些困難度
[00:14:33.000 --> 00:14:34.000]  不過無論如何呢
[00:14:34.000 --> 00:14:35.000]  我們在這裡呢
[00:14:35.000 --> 00:14:39.000]  就看到有三種的歷史上
[00:14:39.000 --> 00:14:41.000]  有三種的答案
[00:14:41.000 --> 00:14:43.000]  這三種的答案呢
[00:14:43.000 --> 00:14:44.000]  你發覺呢
[00:14:44.000 --> 00:14:47.000]  都是為了要保住一些的信仰
[00:14:47.000 --> 00:14:50.000]  那麼就犧牲了一些的信仰
[00:14:50.000 --> 00:14:54.000]  這裡有三個信仰的肯定
[00:14:54.000 --> 00:14:55.000]  第一
[00:14:55.000 --> 00:14:57.000]  神創世以先願意所有人得救
[00:14:57.000 --> 00:14:58.000]  萬人得救
[00:14:58.000 --> 00:15:00.000]  第二
[00:15:00.000 --> 00:15:01.000]  在現實的歷史裡面
[00:15:01.000 --> 00:15:04.000]  有人是沉淪的
[00:15:04.000 --> 00:15:06.000]  第三
[00:15:06.000 --> 00:15:07.000]  就是神的能力呢
[00:15:07.000 --> 00:15:09.000]  要做的時候
[00:15:09.000 --> 00:15:12.000]  就是如期所希望的做到出來
[00:15:12.000 --> 00:15:15.000]  這三個都是我們信仰裡面
[00:15:15.000 --> 00:15:18.000]  一個很重要的肯定
[00:15:18.000 --> 00:15:20.000]  但是我們發覺這三個一等
[00:15:20.000 --> 00:15:22.000]  就發生衝突
[00:15:22.000 --> 00:15:23.000]  那怎麼辦呢
[00:15:23.000 --> 00:15:26.000]  唯有放棄其中一樣
[00:15:26.000 --> 00:15:28.000]  我們發覺歷史裡面呢
[00:15:28.000 --> 00:15:29.000]  有三個學派呢
[00:15:29.000 --> 00:15:32.000]  都是一人放棄一樣的
[00:15:32.000 --> 00:15:34.000]  我就告訴大家
[00:15:34.000 --> 00:15:36.000]  這三個學派的看法
[00:15:36.000 --> 00:15:38.000]  最後就讓大家自己選擇
[00:15:38.000 --> 00:15:39.000]  你喜歡哪個學派
[00:15:39.000 --> 00:15:41.000]  你捨得放棄哪個
[00:15:41.000 --> 00:15:42.000]  就放棄哪個
[00:15:42.000 --> 00:15:43.000]  這個呢
[00:15:43.000 --> 00:15:47.000]  我就真的未必有一個很好的答案給你
[00:15:47.000 --> 00:15:49.000]  不過我承認這個呢
[00:15:49.000 --> 00:15:51.000]  其實還沒有完全解答得到
[00:15:51.000 --> 00:15:52.000]  不過下一堂可能呢
[00:15:52.000 --> 00:15:53.000]  一些邏輯的問題
[00:15:53.000 --> 00:15:55.000]  給大家有一點點出路
[00:15:55.000 --> 00:15:56.000]  不過這一堂我不講詞
[00:15:56.000 --> 00:15:58.000]  但是給大家看看歷史怎麼回答
[00:15:58.000 --> 00:16:00.000]  第一個立場的看法
[00:16:00.000 --> 00:16:02.000]  他就想什麼呢
[00:16:02.000 --> 00:16:05.000]  是嘉爾文主義的看法
[00:16:05.000 --> 00:16:06.000]  Calvinism的看法
[00:16:06.000 --> 00:16:08.000]  就是說中間改革裡面
[00:16:08.000 --> 00:16:10.000]  嘉爾文和他的追隨者
[00:16:10.000 --> 00:16:13.000]  那個希望的做法
[00:16:13.000 --> 00:16:19.000]  他就想保住神的能力
[00:16:19.000 --> 00:16:21.000]  要做的事
[00:16:21.000 --> 00:16:22.000]  必然做到
[00:16:22.000 --> 00:16:23.000]  這個信仰
[00:16:23.000 --> 00:16:25.000]  覺得神是絕對的全能
[00:16:25.000 --> 00:16:26.000]  既然神要做了
[00:16:26.000 --> 00:16:30.000]  沒理由他所創世先所希望的事
[00:16:30.000 --> 00:16:32.000]  竟然做不到出來
[00:16:32.000 --> 00:16:33.000]  他保住這個
[00:16:33.000 --> 00:16:34.000]  第二
[00:16:34.000 --> 00:16:36.000]  他又很清楚看見歷史上
[00:16:36.000 --> 00:16:37.000]  是有人得救
[00:16:37.000 --> 00:16:39.000]  是有人淪亡
[00:16:39.000 --> 00:16:41.000]  於是他保住
[00:16:41.000 --> 00:16:43.000]  歷史上是有人會淪亡的
[00:16:43.000 --> 00:16:45.000]  是有人得救
[00:16:45.000 --> 00:16:47.000]  有人淪亡這回事
[00:16:47.000 --> 00:16:49.000]  於是保住這兩個呢
[00:16:49.000 --> 00:16:51.000]  他保住那個R
[00:16:51.000 --> 00:16:54.000]  和保住這個P
[00:16:54.000 --> 00:16:57.000]  保住那個Q
[00:16:57.000 --> 00:16:59.000]  他就放棄了那個P
[00:16:59.000 --> 00:17:03.000]  P就是說神願意萬人不救
[00:17:03.000 --> 00:17:05.000]  所以我們看見嘉爾文和嘉爾文主義
[00:17:05.000 --> 00:17:07.000]  談論的看法
[00:17:07.000 --> 00:17:09.000]  他稱為一個叫做Double Predestination
[00:17:09.000 --> 00:17:13.000]  一個是兩面的預定論
[00:17:13.000 --> 00:17:20.000]  Predestination
[00:17:20.000 --> 00:17:23.000]  意思就是說是兩面的預定論
[00:17:23.000 --> 00:17:25.000]  不是雙重預定論
[00:17:25.000 --> 00:17:27.000]  所以兩面的預定論
[00:17:27.000 --> 00:17:30.000]  就是他相信在神創世前
[00:17:30.000 --> 00:17:32.000]  並不是所有人都得救
[00:17:32.000 --> 00:17:35.000]  而是在他預定的所有人類裏
[00:17:35.000 --> 00:17:38.000]  是分開兩截的
[00:17:38.000 --> 00:17:40.000]  不一定相同那麼多人
[00:17:40.000 --> 00:17:42.000]  總之是有兩個範圍
[00:17:42.000 --> 00:17:44.000]  兩批人
