
[00:00:00.000 --> 00:00:04.000]  我希望大家幫幫忙 還有我有一個目的的
[00:05:38.480 --> 00:05:40.480]  但是如果我再看下去
[00:05:40.480 --> 00:05:44.320]  就是他裡面的人性格成長的問題
[00:05:44.320 --> 00:05:48.560]  就是他沒有主見 沒有自信 焦慮
[00:05:48.560 --> 00:05:52.680]  性格心急 對自己沒有要求
[00:05:52.680 --> 00:05:56.480]  你一看下去覺得 咦 為什麼他不行呢?
[00:05:56.480 --> 00:05:58.480]  父母沒有教
[00:05:58.480 --> 00:06:01.520]  因為這些東西一開始不一定很差的
[00:06:01.520 --> 00:06:04.440]  我想任何小孩子小時候很有主見的
[00:06:04.440 --> 00:06:06.440]  你試一下問他吃什麼雪糕
[00:06:06.440 --> 00:06:08.440]  一定不用請教你的
[00:06:08.440 --> 00:06:10.440]  但是你再看下去沒有自信
[00:06:10.440 --> 00:06:11.960]  就是我不敢 我不敢
[00:06:11.960 --> 00:06:16.200]  再說下去就是我很緊張 我很怕
[00:06:16.200 --> 00:06:22.240]  接著心急 你給他讀完書 但是全忘記了
[00:06:22.240 --> 00:06:25.040]  最慘的就是沒有要求
[00:06:25.040 --> 00:06:27.720]  你問他做什麼 他說沒什麼想做
[00:06:27.720 --> 00:06:30.680]  可能今天是你的成績表
[00:06:30.680 --> 00:06:34.000]  你的子女有沒有犯了以上的問題呢?
[00:06:34.000 --> 00:06:36.640]  我做的情緒教育就是做這些
[00:06:36.640 --> 00:06:38.920]  當然最靠近就是這些
[00:06:38.920 --> 00:06:41.320]  一看就覺得 哇 全中了
[00:06:41.320 --> 00:06:43.320]  馬堅上印 拖延功課
[00:06:43.320 --> 00:06:45.520]  同輩朋友比較 自卑感很高
[00:06:45.520 --> 00:06:47.640]  難頂住考試的高壓力
[00:06:47.640 --> 00:06:49.640]  死讀書 不求甚解
[00:06:49.640 --> 00:06:53.480]  可能你聽完之後覺得 哇 生個個好過了
[00:06:53.480 --> 00:06:56.560]  所以教會其實是一個很好的地方
[00:06:56.560 --> 00:07:01.160]  將一個人內在的問題治療了
[00:07:01.160 --> 00:07:04.440]  什麼叫做內在呢?就是他需要一個助力
[00:07:04.440 --> 00:07:06.440]  這個助力不是你教得好不好
[00:07:06.440 --> 00:07:09.600]  而是你介紹給他一個更好的地方
[00:07:09.600 --> 00:07:12.280]  就是讓他認識了《聖經》
[00:07:12.280 --> 00:07:15.280]  是一些好榜樣 說明沒有好榜樣
[00:07:15.280 --> 00:07:16.880]  很難教小孩的
[00:07:16.880 --> 00:07:18.640]  因為沒有示範版本
[00:07:18.640 --> 00:07:20.440]  他沒有眼睛看著是看不到的
[00:07:20.440 --> 00:07:22.120]  所以一會我回答問題
[00:07:22.120 --> 00:07:24.360]  可能你有興趣 你要聽一下
[00:07:24.360 --> 00:07:28.320]  究竟你講的東西 怎樣可以啟發到我呢?
[00:07:28.320 --> 00:07:30.320]  首先我講幾個數據
[00:07:30.320 --> 00:07:34.080]  這20多年 我去過很多學校
[00:07:34.080 --> 00:07:37.760]  差不多一半時間 我回答家長問題
[00:07:37.760 --> 00:07:42.160]  我歸納了百分比 數給你聽
[00:07:42.160 --> 00:07:44.160]  全香港最厲害的學生
[00:07:44.160 --> 00:07:46.160]  我們通常叫做尖子
[00:07:46.160 --> 00:07:49.440]  尖子 不是尖沙咀那些 尖子
[00:07:49.440 --> 00:07:53.360]  尖子代入現在講的媽媽
[00:07:53.360 --> 00:07:56.040]  通常都有個虎媽在那裡
[00:07:56.040 --> 00:07:58.760]  老虎媽媽 不是身材
[00:07:58.760 --> 00:08:03.920]  而是性格 她要求機械式的學習
[00:08:03.920 --> 00:08:05.920]  我真的見過這些人
[00:08:05.920 --> 00:08:09.200]  現在星期天 他們都不去街
[00:08:09.200 --> 00:08:11.200]  他一讀兒童書 很喜歡看的
[00:08:11.200 --> 00:08:12.720]  深近時期都看下去的
[00:08:12.720 --> 00:08:14.720]  但是她有一個自我要求
[00:08:14.720 --> 00:08:17.280]  她一定要幫自己做一個理想
[00:08:17.280 --> 00:08:19.280]  就是想讀某一間
[00:08:19.280 --> 00:08:23.120]  她認為全世界最出名的大學
[00:08:23.120 --> 00:08:25.280]  我見到這些學生 我心想
[00:08:25.280 --> 00:08:30.400]  這個虎媽不是痛苦的虎 是老虎的虎
[00:08:30.400 --> 00:08:32.400]  可能這個小孩
[00:08:32.400 --> 00:08:36.400]  他以為出生就是拿獎勵的
[00:08:36.400 --> 00:08:39.400]  獎賞一次台 一次台
[00:08:39.400 --> 00:08:42.400]  贏盡天下
[00:08:42.400 --> 00:08:45.840]  後來我看到很多在校刊裡面
[00:08:45.840 --> 00:08:47.840]  那些明星級的學生
[00:08:47.840 --> 00:08:49.840]  其實都不一定很快樂
[00:08:49.840 --> 00:08:52.520]  當你做心理輔導的時候
[00:08:52.520 --> 00:08:54.520]  你看到他們的尖字
[00:08:54.520 --> 00:08:56.520]  你看到他們的自我壓力很厲害
[00:08:56.520 --> 00:08:58.520]  他們很完美
[00:08:58.520 --> 00:09:01.000]  他們對於做錯了一件事
[00:09:01.000 --> 00:09:03.000]  一定會和你爭辯的
[00:09:03.000 --> 00:09:05.000]  爭辯到輸為止才證實
[00:09:05.000 --> 00:09:07.000]  好 我錯了 但是一定不會放過
[00:09:07.000 --> 00:09:10.000]  最好反駁成功
[00:09:10.000 --> 00:09:12.000]  所以這些學校很強調
[00:09:12.000 --> 00:09:15.000]  Fighting spirit 他們會打得的
[00:09:15.000 --> 00:09:19.000]  這些學校 我最近這兩個月
[00:09:19.000 --> 00:09:21.000]  家長會的題目給我
[00:09:21.000 --> 00:09:23.000]  我剛剛講完了 不要學校名了
[00:09:23.000 --> 00:09:28.000]  就是怎樣去啟發那些高學能的學生
[00:09:28.000 --> 00:09:30.000]  高學能的學生
[00:09:30.000 --> 00:09:33.000]  就是說全部都是優質的
[00:09:33.000 --> 00:09:35.000]  我們怎樣再教育他們呢
[00:09:35.000 --> 00:09:37.000]  所以我的結論是高學能呢
[00:09:37.000 --> 00:09:41.000]  都要看看裡面的質素怎麼樣
[00:09:41.000 --> 00:09:44.000]  有可能你承受壓力不行的時候
[00:09:44.000 --> 00:09:46.000]  可能犧牲了他
[00:09:46.000 --> 00:09:49.000]  都會有可能變成一個精神病的小孩子
[00:09:49.000 --> 00:09:51.000]  這個是講5%
[00:09:51.000 --> 00:09:53.000]  5%你家中中不中呢
[00:09:53.000 --> 00:09:55.000]  我機會率不高會中的
[00:09:55.000 --> 00:09:58.000]  我未必覺得不好事
[00:09:58.000 --> 00:10:00.000]  做尖子的代價很大
[00:10:00.000 --> 00:10:02.000]  不過我在一些女校
[00:10:02.000 --> 00:10:04.000]  我看到一個很有趣的東西就是
[00:10:04.000 --> 00:10:08.000]  她做了尖子之後不做不行的
[00:10:08.000 --> 00:10:11.000]  比如假設成績不是太好
[00:10:11.000 --> 00:10:13.000]  媽媽說這麼辛苦不如轉校
[00:10:13.000 --> 00:10:17.000]  在家裡女兒多數都不肯轉的
[00:10:17.000 --> 00:10:19.000]  她寧願成績不好在那裡讀下去
[00:10:19.000 --> 00:10:22.000]  不過因為那個校的名字厲害
[00:10:22.000 --> 00:10:24.000]  校的名字厲害
[00:10:24.000 --> 00:10:26.000]  她寧願熬很辛苦
[00:10:26.000 --> 00:10:28.000]  讀到頭筋都發炎了
[00:10:28.000 --> 00:10:31.000]  很拼命的繼續維持下去
[00:10:31.000 --> 00:10:34.000]  我心想如果這一輩子
[00:10:34.000 --> 00:10:36.000]  繼續那60年都是這樣
[00:10:36.000 --> 00:10:39.000]  不斷的鬥爭下去
[00:10:39.000 --> 00:10:41.000]  你猜這個人這一輩子會怎麼樣呢
[00:10:41.000 --> 00:10:43.000]  我相信這些很容易會慌的
[00:10:43.000 --> 00:10:45.000]  精神科了
[00:10:45.000 --> 00:10:47.000]  另外一種10%
[00:10:47.000 --> 00:10:51.000]  就是來自直升機的父母
[00:10:51.000 --> 00:10:53.000]  大家看到直升機
[00:10:53.000 --> 00:10:55.000]  這個名字是舊名
[00:10:55.000 --> 00:10:57.000]  通常是在上空盤旋
[00:10:57.000 --> 00:10:59.000]  其實是什麼呢
[00:10:59.000 --> 00:11:01.000]  就是你兒子做功課
[00:11:01.000 --> 00:11:03.000]  媽媽已經像望遠鏡一樣
[00:11:03.000 --> 00:11:05.000]  看著他
[00:11:05.000 --> 00:11:07.000]  一看到他就說什麼事
[00:11:07.000 --> 00:11:09.000]  就這樣撲過去
[00:11:09.000 --> 00:11:11.000]  如果我不認識他
[00:11:11.000 --> 00:11:13.000]  他很照顧的
[00:11:13.000 --> 00:11:15.000]  就像找補習先生一樣
[00:11:15.000 --> 00:11:17.000]  有些很有錢的家庭
[00:11:17.000 --> 00:11:21.000]  他的秘書除了做商業用途
[00:11:21.000 --> 00:11:23.000]  是專門幫他面試補習先生
[00:11:23.000 --> 00:11:27.000]  也幫他炒補習先生
[00:11:27.000 --> 00:11:29.000]  一覺得成績差
[00:11:29.000 --> 00:11:31.000]  就好像做生意的數目不好
[00:11:31.000 --> 00:11:33.000]  就換人了
[00:11:33.000 --> 00:11:35.000]  所以他羅織了很多名單名字
[00:11:35.000 --> 00:11:37.000]  名的大學的學生
[00:11:37.000 --> 00:11:39.000]  他會打電話給他
[00:11:39.000 --> 00:11:41.000]  給很多錢
[00:11:41.000 --> 00:11:43.000]  父母已經覺得
[00:11:43.000 --> 00:11:45.000]  小孩子的性格變成什麼呢
[00:11:45.000 --> 00:11:47.000]  就是討好型
[00:11:47.000 --> 00:11:49.000]  什麼叫討好型呢
[00:11:49.000 --> 00:11:51.000]  就是他專門哄人開心
[00:11:51.000 --> 00:11:53.000]  因為他覺得別人投資了這麼多給我
[00:11:53.000 --> 00:11:55.000]  我要交一些東西給別人
[00:11:55.000 --> 00:11:57.000]  所以盡量
[00:11:57.000 --> 00:11:59.000]  他會將他的失敗掩藏
[00:11:59.000 --> 00:12:01.000]  而那種人是沒有反省的
[00:12:01.000 --> 00:12:03.000]  很多時候都會發現
[00:12:03.000 --> 00:12:05.000]  家學不好
[00:12:05.000 --> 00:12:07.000]  老師教得不明白
[00:12:07.000 --> 00:12:09.000]  不關我的事
[00:12:09.000 --> 00:12:11.000]  做不到我的責任
[00:12:11.000 --> 00:12:13.000]  但這些小孩子是10%
[00:12:13.000 --> 00:12:15.000]  在學校裏多數考中上的
[00:12:15.000 --> 00:12:17.000]  但問題是
[00:12:17.000 --> 00:12:19.000]  他仍然繼續
[00:12:19.000 --> 00:12:21.000]  給他媽媽
[00:12:21.000 --> 00:12:23.000]  一直看著他的弱點在哪裏
[00:12:23.000 --> 00:12:25.000]  稍微好一點的就是他也有一兩項
[00:12:25.000 --> 00:12:27.000]  科學活動的
[00:12:27.000 --> 00:12:29.000]  他也會打一些很短時間的乒乓球
[00:12:29.000 --> 00:12:31.000]  打一些遊戲
[00:12:31.000 --> 00:12:33.000]  但是嚴教底下的學生
[00:12:33.000 --> 00:12:35.000]  在Band 1學校
[00:12:35.000 --> 00:12:37.000]  直升機母親是很多的
[00:12:37.000 --> 00:12:39.000]  在我門口
[00:12:39.000 --> 00:12:41.000]  我認識一些區域的家長
[00:12:41.000 --> 00:12:43.000]  一起去吃早餐
[00:12:43.000 --> 00:12:45.000]  一起研究一下這一科
[00:12:45.000 --> 00:12:47.000]  多數來說上一期已經出了這一條
[00:12:47.000 --> 00:12:49.000]  其實那些母親
[00:12:49.000 --> 00:12:51.000]  都很熟悉那些書
[00:12:51.000 --> 00:12:53.000]  他們都知道
[00:12:53.000 --> 00:12:55.000]  所以兒子經常問後天考甚麼
[00:12:55.000 --> 00:12:57.000]  他媽媽會說出來
[00:12:57.000 --> 00:12:59.000]  這些是一些職業水準的母親
[00:12:59.000 --> 00:13:01.000]  當然
[00:13:01.000 --> 00:13:03.000]  沒有虎媽那麼可怕
[00:13:03.000 --> 00:13:05.000]  虎媽真的很可怕
[00:13:05.000 --> 00:13:07.000]  在鄉間區遇到一個
[00:13:07.000 --> 00:13:09.000]  虎媽的孩子
[00:13:09.000 --> 00:13:11.000]  他讀了中四
[00:13:11.000 --> 00:13:13.000]  他已經不止讀會考的科
[00:13:13.000 --> 00:13:15.000]  他還在讀日文和德文
[00:13:15.000 --> 00:13:17.000]  為甚麼呢
[00:13:17.000 --> 00:13:19.000]  他覺得
[00:13:19.000 --> 00:13:21.000]  這些將來在大學裏面
[00:13:21.000 --> 00:13:23.000]  在應用上來說
[00:13:23.000 --> 00:13:25.000]  多幾個語文會佔上風
[00:13:25.000 --> 00:13:27.000]  那些虎媽
[00:13:27.000 --> 00:13:29.000]  已經謀求好像國賊
[00:13:29.000 --> 00:13:31.000]  國家賊
[00:13:31.000 --> 00:13:33.000]  看了20年
[00:13:33.000 --> 00:13:35.000]  嚇死你
[00:13:35.000 --> 00:13:37.000]  所以這時候你會說他真的厲害到絕
[00:13:37.000 --> 00:13:39.000]  不過也可能他的命
[00:13:39.000 --> 00:13:41.000]  可能是送給
[00:13:41.000 --> 00:13:43.000]  他父母裏面的賊糧
[00:13:43.000 --> 00:13:45.000]  15%
[00:13:45.000 --> 00:13:47.000]  就是內向
[00:13:47.000 --> 00:13:49.000]  但是關係很好
[00:13:49.000 --> 00:13:51.000]  他叫象媽
[00:13:51.000 --> 00:13:53.000]  大象的象
[00:13:53.000 --> 00:13:55.000]  又不關他養事的
[00:13:55.000 --> 00:13:57.000]  這象媽是甚麼呢
[00:13:57.000 --> 00:13:59.000]  這象媽是很疼愛子女的
[00:13:59.000 --> 00:14:01.000]  甜品
[00:14:01.000 --> 00:14:03.000]  經常去某某烹飪中心
[00:14:03.000 --> 00:14:05.000]  學了之後
[00:14:05.000 --> 00:14:07.000]  回家煮給他媽媽
[00:14:07.000 --> 00:14:09.000]  小孩吃
[00:14:09.000 --> 00:14:11.000]  避免小孩的痛苦
[00:14:11.000 --> 00:14:13.000]  所以如果
[00:14:13.000 --> 00:14:15.000]  8月都不用
[00:14:15.000 --> 00:14:17.000]  6月左右已經為了他兒子
[00:14:17.000 --> 00:14:19.000]  準備轉學校
[00:14:19.000 --> 00:14:21.000]  如果讀得辛苦就不要讀下去
[00:14:21.000 --> 00:14:23.000]  走人了
[00:14:23.000 --> 00:14:25.000]  所以那種小孩
[00:14:25.000 --> 00:14:27.000]  他媽媽經常幫他避免痛苦
[00:14:27.000 --> 00:14:29.000]  避免
[00:14:29.000 --> 00:14:31.000]  競爭
[00:14:31.000 --> 00:14:33.000]  他媽媽很不主張
[00:14:33.000 --> 00:14:35.000]  讀全套學校
[00:14:35.000 --> 00:14:37.000]  很不主張像那些虎媽
[00:14:37.000 --> 00:14:39.000]  直升機那樣
[00:14:39.000 --> 00:14:41.000]  不要捱死他
[00:14:41.000 --> 00:14:43.000]  所以最好就是
[00:14:43.000 --> 00:14:45.000]  老公多賺點錢
[00:14:45.000 --> 00:14:47.000]  我們送他去外國讀書
[00:14:47.000 --> 00:14:49.000]  找一間很開心的打球的學校讀書
[00:14:49.000 --> 00:14:51.000]  這些是象媽
[00:14:51.000 --> 00:14:53.000]  表面上是不是很幸福呢
[00:14:53.000 --> 00:14:55.000]  我估計今天很多家長
[00:14:55.000 --> 00:14:57.000]  是走這條路線的
[00:14:57.000 --> 00:14:59.000]  這個地方的教育制度這樣
[00:14:59.000 --> 00:15:01.000]  我都找一個地方去開心
[00:15:01.000 --> 00:15:03.000]  找到盡了
[00:15:03.000 --> 00:15:05.000]  如果香港真的沒有了
[00:15:05.000 --> 00:15:07.000]  就去外國
[00:15:07.000 --> 00:15:09.000]  留意一下
[00:15:09.000 --> 00:15:11.000]  光顧我們分析體育中心
[00:15:11.000 --> 00:15:13.000]  我沒有商業關係
[00:15:13.000 --> 00:15:15.000]  因為我是移工
[00:15:15.000 --> 00:15:17.000]  光顧分析體育中心的小孩
[00:15:17.000 --> 00:15:19.000]  多數來說
[00:15:19.000 --> 00:15:21.000]  他是捱不到
[00:15:21.000 --> 00:15:23.000]  被人笑
[00:15:23.000 --> 00:15:25.000]  看不起的經驗
[00:15:25.000 --> 00:15:27.000]  他家裡是很保護他的
[00:15:27.000 --> 00:15:29.000]  所以如果先生罵
[00:15:29.000 --> 00:15:31.000]  他真的叫心靈創傷都不奇怪
[00:15:31.000 --> 00:15:33.000]  他會哭個不停
[00:15:33.000 --> 00:15:35.000]  甚至可能
[00:15:35.000 --> 00:15:37.000]  見精神科醫生可能
[00:15:37.000 --> 00:15:39.000]  抑鬱的可能
[00:15:39.000 --> 00:15:41.000]  因為他保護得很緊要
[00:15:41.000 --> 00:15:43.000]  這些就是象媽
[00:15:43.000 --> 00:15:45.000]  他們說我那個不像
[00:15:45.000 --> 00:15:47.000]  60%
[00:15:47.000 --> 00:15:49.000]  10個有6個
[00:15:49.000 --> 00:15:51.000]  你猜是什麼呢
[00:15:51.000 --> 00:15:53.000]  就是水母媽
[00:15:53.000 --> 00:15:55.000]  水母媽就是
[00:15:55.000 --> 00:15:57.000]  要求小孩輕鬆
[00:15:57.000 --> 00:15:59.000]  愉快
[00:15:59.000 --> 00:16:01.000]  即時滿足
[00:16:01.000 --> 00:16:03.000]  不用太多毅力
[00:16:03.000 --> 00:16:05.000]  自由自在
[00:16:05.000 --> 00:16:07.000]  不過有一個很特別的地方
[00:16:07.000 --> 00:16:09.000]  就是最重要小孩要自由
[00:16:09.000 --> 00:16:11.000]  和上面的象媽
[00:16:11.000 --> 00:16:13.000]  都很像
[00:16:13.000 --> 00:16:15.000]  不同
[00:16:15.000 --> 00:16:17.000]  這個媽媽
[00:16:17.000 --> 00:16:19.000]  如果讀書辛苦
[00:16:19.000 --> 00:16:21.000]  都不怕
[00:16:21.000 --> 00:16:23.000]  那層樓
[00:16:23.000 --> 00:16:25.000]  如果我早死都沒事
[00:16:25.000 --> 00:16:27.000]  你明天就住一間房
[00:16:27.000 --> 00:16:29.000]  租一間房
[00:16:29.000 --> 00:16:31.000]  他們會幫你量度
[00:16:31.000 --> 00:16:33.000]  最開心的
[00:16:33.000 --> 00:16:35.000]  小孩像先生說
[00:16:35.000 --> 00:16:37.000]  你顧著明天就醒了
[00:16:37.000 --> 00:16:39.000]  不怕的
[00:16:39.000 --> 00:16:41.000]  我老爸一層我媽一層
[00:16:41.000 --> 00:16:43.000]  有段時間享受
[00:16:43.000 --> 00:16:45.000]  有很多舒服的感覺
[00:16:45.000 --> 00:16:47.000]  你見到他穿名牌
[00:16:47.000 --> 00:16:49.000]  打球
[00:16:49.000 --> 00:16:51.000]  為什麼這麼多錢花
[00:16:51.000 --> 00:16:53.000]  很奇怪
[00:16:53.000 --> 00:16:55.000]  全部都是獎金
[00:16:55.000 --> 00:16:57.000]  如果你不相信
[00:16:57.000 --> 00:16:59.000]  我暑假
[00:16:59.000 --> 00:17:01.000]  我曾經開過兩年
[00:17:01.000 --> 00:17:03.000]  給一些中學生參加
[00:17:03.000 --> 00:17:05.000]  教他們品德
[00:17:05.000 --> 00:17:07.000]  我跟同事說
[00:17:07.000 --> 00:17:09.000]  這個搏一搏
[00:17:09.000 --> 00:17:11.000]  有沒有10個人開成班
[00:17:11.000 --> 00:17:13.000]  我都可能虧本了
[00:17:13.000 --> 00:17:15.000]  我怎樣做呢
[00:17:15.000 --> 00:17:17.000]  我請各行各業
[00:17:17.000 --> 00:17:19.000]  做一些基督徒
[00:17:19.000 --> 00:17:21.000]  做得好的
[00:17:21.000 --> 00:17:23.000]  給他們訪問
[00:17:23.000 --> 00:17:25.000]  這十幾個小孩圍著他
[00:17:25.000 --> 00:17:27.000]  你賺多少錢
[00:17:27.000 --> 00:17:29.000]  有多少年假放
[00:17:29.000 --> 00:17:31.000]  是不是坐頭等機票
[00:17:31.000 --> 00:17:33.000]  他們很會問這些問題
[00:17:33.000 --> 00:17:35.000]  小孩為什麼來呢
[00:17:35.000 --> 00:17:37.000]  真的夠15個
[00:17:37.000 --> 00:17:39.000]  除了他喜歡做空中小姐
[00:17:39.000 --> 00:17:41.000]  做什麼電腦之外
[00:17:41.000 --> 00:17:43.000]  主要原因
[00:17:43.000 --> 00:17:45.000]  原來
