
[00:00:00.000 --> 00:00:03.500]  各位親愛的頂住媒體
[00:02:49.500 --> 00:02:51.500]  我指的是以前
[00:02:51.500 --> 00:02:53.500]  既然在家的時間比較多
[00:02:53.500 --> 00:02:55.500]  相見好
[00:02:55.500 --> 00:02:57.500]  同住就難了
[00:02:57.500 --> 00:02:59.500]  第三
[00:02:59.500 --> 00:03:00.500]  還有一件事
[00:03:00.500 --> 00:03:03.500]  這是心理學方面的分析
[00:03:03.500 --> 00:03:09.500]  他說女孩子是比較容易成熟的
[00:03:09.500 --> 00:03:14.500]  男孩子成熟的年紀是比較慢的
[00:03:14.500 --> 00:03:16.500]  是因為這個原因
[00:03:16.500 --> 00:03:17.500]  你會看到
[00:03:17.500 --> 00:03:20.500]  如果他們住在一起的時候
[00:03:20.500 --> 00:03:24.500]  爸爸為成年的女兒蓋被子
[00:03:24.500 --> 00:03:26.500]  是很少的
[00:03:26.500 --> 00:03:28.500]  同意嗎?
[00:03:28.500 --> 00:03:30.500]  我想問問在座中
[00:03:30.500 --> 00:03:32.500]  有多少是做爸爸的?
[00:03:32.500 --> 00:03:35.500]  女兒長大了還幫她蓋被子的
[00:03:35.500 --> 00:03:36.500]  有多少個是這樣?
[00:03:36.500 --> 00:03:37.500]  可不可以舉手?
[00:03:37.500 --> 00:03:38.500]  很少
[00:03:38.500 --> 00:03:44.500]  但是媽媽和成年男孩蓋被子的
[00:03:44.500 --> 00:03:46.500]  是多很多的
[00:03:46.500 --> 00:03:48.500]  為什麼會這樣呢?
[00:03:48.500 --> 00:03:51.500]  生理上女孩子比較快熟
[00:03:51.500 --> 00:03:53.500]  這也是一個原因
[00:03:53.500 --> 00:03:54.500]  還有一件事
[00:03:54.500 --> 00:03:56.500]  因為他們是Bears
[00:03:56.500 --> 00:03:59.500]  所以當有孫子之後
[00:03:59.500 --> 00:04:02.500]  困難就更大了
[00:04:02.500 --> 00:04:05.500]  一般來說
[00:04:05.500 --> 00:04:08.500]  婆婆當然喜歡抱孫子
[00:04:08.500 --> 00:04:10.500]  因為是自己的孫子
[00:04:10.500 --> 00:04:14.500]  很容易和媳婦爭風吃醋
[00:04:14.500 --> 00:04:18.500]  為了要抱孫子、教孫子
[00:04:18.500 --> 00:04:20.500]  一個是教兒子、抱兒子
[00:04:20.500 --> 00:04:22.500]  教女兒、抱女兒
[00:04:22.500 --> 00:04:23.500]  而帶來的結果
[00:04:23.500 --> 00:04:28.500]  很容易出現一些衝突和矛盾
[00:04:28.500 --> 00:04:33.500]  我曾經在過去有很多不同的時間
[00:04:33.500 --> 00:04:40.500]  來牧養公公婆婆和媳婦的關係
[00:04:40.500 --> 00:04:42.500]  這個關係一般是因為
[00:04:42.500 --> 00:04:44.500]  當時我們在美國的時候
[00:04:44.500 --> 00:04:46.500]  有很多的台灣人
[00:04:46.500 --> 00:04:48.500]  當他們讀完大學之後
[00:04:48.500 --> 00:04:50.500]  就去了美國那邊繼續進修
[00:04:50.500 --> 00:04:53.500]  到了那邊的時間就結婚了
[00:04:53.500 --> 00:04:55.500]  結婚之後有小孩子
[00:04:55.500 --> 00:04:57.500]  有小孩子之後
[00:04:57.500 --> 00:04:59.500]  特別是坐月期間
[00:05:00.500 --> 00:05:03.500]  他們通常都會叫父母到那邊
[00:05:03.500 --> 00:05:06.500]  來幫他們坐月
[00:05:06.500 --> 00:05:08.500]  來幫忙照顧子女
[00:05:08.500 --> 00:05:09.500]  在過去的時間裡
[00:05:09.500 --> 00:05:12.500]  我發覺有一半以上的家庭
[00:05:12.500 --> 00:05:15.500]  就是當公公婆婆到了那邊
[00:05:15.500 --> 00:05:18.500]  來幫媳婦坐月的時候
[00:05:18.500 --> 00:05:21.500]  他們的衝突就在那時候出現
[00:05:21.500 --> 00:05:25.500]  這些衝突是包括到
[00:05:25.500 --> 00:05:27.500]  飲食習慣的不同
[00:05:27.500 --> 00:05:28.500]  會有衝突
[00:05:28.500 --> 00:05:29.500]  第二
[00:05:29.500 --> 00:05:34.500]  廚房的碗筷、碟、紗布、罐頭
[00:05:34.500 --> 00:05:35.500]  擺的方法不同
[00:05:35.500 --> 00:05:37.500]  會有衝突
[00:05:37.500 --> 00:05:38.500]  第三
[00:05:38.500 --> 00:05:41.500]  照顧小孩子的方法不同
[00:05:41.500 --> 00:05:42.500]  會有衝突
[00:05:42.500 --> 00:05:43.500]  第四
[00:05:43.500 --> 00:05:45.500]  我很驚訝的
[00:05:45.500 --> 00:05:48.500]  竟然有10%以上
[00:05:48.500 --> 00:05:52.500]  是因為婆婆照顧的兒子
[00:05:52.500 --> 00:05:56.500]  和媳婦開始有衝突
[00:05:56.500 --> 00:05:57.500]  原因在哪裡呢?
[00:05:57.500 --> 00:05:58.500]  我曾經說過
[00:05:58.500 --> 00:06:00.500]  就是因為當中
[00:06:00.500 --> 00:06:02.500]  婆婆到了那邊的時候
[00:06:02.500 --> 00:06:05.500]  竟然要求兒子不要關門
[00:06:05.500 --> 00:06:08.500]  不要關房門睡覺
[00:06:08.500 --> 00:06:10.500]  為什麼呢?
[00:06:10.500 --> 00:06:13.500]  因為媽媽不知道你有沒有被蓋
[00:06:13.500 --> 00:06:16.500]  結了婚有兒子了
[00:06:16.500 --> 00:06:18.500]  還要想一想
[00:06:18.500 --> 00:06:20.500]  到底兒子有沒有被蓋
[00:06:20.500 --> 00:06:22.500]  有沒有什麼的
[00:06:22.500 --> 00:06:25.500]  所以帶來很多這些問題
[00:06:25.500 --> 00:06:27.500]  但我們也感恩
[00:06:27.500 --> 00:06:28.500]  在那邊的時間
[00:06:28.500 --> 00:06:32.500]  我發覺有一個講座是非常吃香的
[00:06:32.500 --> 00:06:34.500]  就是婆媳之間
[00:06:34.500 --> 00:06:39.500]  如何由戰場變成情場
[00:06:39.500 --> 00:06:43.500]  然後我們也找了一些非常資深的
[00:06:43.500 --> 00:06:46.500]  有經驗的人來分享見證
[00:06:46.500 --> 00:06:48.500]  我發覺是非常多的人
[00:06:48.500 --> 00:06:49.500]  因為這樣的緣故
[00:06:49.500 --> 00:06:51.500]  來到我們教會和信使
[00:06:51.500 --> 00:06:52.500]  在今天
[00:06:52.500 --> 00:06:54.500]  我特別想跟大家分享
[00:06:54.500 --> 00:07:00.500]  婆媳一個經典版
[00:07:00.500 --> 00:07:04.500]  你可以說是千古傳頌的一個版
[00:07:04.500 --> 00:07:08.500]  這個版就是拿訛米和路德的版
[00:07:08.500 --> 00:07:10.500]  弟子們
[00:07:10.500 --> 00:07:13.500]  我們留意來看看
[00:07:13.500 --> 00:07:16.500]  舊約聖經這麼多卷當中
[00:07:16.500 --> 00:07:19.500]  其中有一卷
[00:07:19.500 --> 00:07:22.500]  每逢收割節的時候
[00:07:22.500 --> 00:07:25.500]  是一定要所有猶太人都要中毒的
[00:07:25.500 --> 00:07:28.500]  這卷書就叫做《路德記》
[00:07:28.500 --> 00:07:30.500]  我們要問一個問題
[00:07:30.500 --> 00:07:32.500]  為什麼《路德記》這麼吃香
[00:07:32.500 --> 00:07:34.500]  為什麼《路德記》
[00:07:34.500 --> 00:07:36.500]  是成為今天的猶太人
[00:07:36.500 --> 00:07:39.500]  千古傳頌的一卷書
[00:07:39.500 --> 00:07:40.500]  甚至基督徒
[00:07:40.500 --> 00:07:43.500]  我們也會來講解
[00:07:43.500 --> 00:07:46.500]  每逢講到婆媳關係的時候
[00:07:46.500 --> 00:07:49.500]  大部分的作者、講者
[00:07:49.500 --> 00:07:51.500]  都不會忘記
[00:07:51.500 --> 00:07:54.500]  把拿訛米和路德的經歷
[00:07:54.500 --> 00:07:56.500]  跟大家分享
[00:07:56.500 --> 00:07:57.500]  為什麼呢?
[00:07:57.500 --> 00:07:59.500]  就是因為我們實在看到他們的版
[00:07:59.500 --> 00:08:03.500]  是今天極少極少見到的版
[00:08:03.500 --> 00:08:09.500]  我們首先來讀一讀一段聖經
[00:08:09.500 --> 00:08:15.500]  《路德記》一章十一到十三節
[00:08:16.500 --> 00:08:19.500]  為什麼婆婆和路德
[00:08:19.500 --> 00:08:21.500]  拿訛米和路德
[00:08:21.500 --> 00:08:24.500]  他們是成為一個這麼好的版
[00:08:24.500 --> 00:08:27.500]  成為這麼多人所渴慕
[00:08:27.500 --> 00:08:29.500]  都好像他們一樣呢?
[00:08:29.500 --> 00:08:32.500]  就是當中有很多值得我們學習的地方
[00:08:32.500 --> 00:08:33.500]  我們一起讀
[00:08:33.500 --> 00:08:36.500]  拿訛米說:我女兒們,回去吧!
[00:08:36.500 --> 00:08:38.500]  為何要跟我去呢?
[00:08:38.500 --> 00:08:42.500]  我還能生子作你們的丈夫嗎?
[00:08:42.500 --> 00:08:44.500]  我女兒們,回去吧!
[00:08:44.500 --> 00:08:47.500]  我年紀老了,不能再有丈夫
[00:08:47.500 --> 00:08:51.500]  我還有子亡,今夜有丈夫可以生子
[00:08:51.500 --> 00:08:54.500]  你們豈能等著他們長大呢?
[00:08:54.500 --> 00:08:57.500]  你們豈能等著他們不嫁別人呢?
[00:08:57.500 --> 00:08:59.500]  我女兒們,不要這樣
[00:08:59.500 --> 00:09:02.500]  我為你們的緣故深思受苦
[00:09:02.500 --> 00:09:05.500]  因為耶和華伸手攻擊我
[00:09:05.500 --> 00:09:06.500]  在這段聖經
[00:09:06.500 --> 00:09:09.500]  是剛剛拿訛米死了丈夫
[00:09:11.500 --> 00:09:14.500]  第二,也死了兩個兒子
[00:09:14.500 --> 00:09:17.500]  兩個兒子結婚了
[00:09:17.500 --> 00:09:21.500]  但是丈夫死了之後
[00:09:21.500 --> 00:09:23.500]  兩個兒子也死了
[00:09:23.500 --> 00:09:28.500]  剩下的就是三個寡婦在一起
[00:09:28.500 --> 00:09:32.500]  我們看到在這段聖經當中
[00:09:32.500 --> 00:09:39.500]  拿訛米對媳婦的態度是怎樣的?
[00:09:39.500 --> 00:09:43.500]  老實說,一個上了年紀的人
[00:09:43.500 --> 00:09:48.500]  寡居,兒子死了,丈夫也死了
[00:09:48.500 --> 00:09:50.500]  剩下兩個媳婦
[00:09:50.500 --> 00:09:52.500]  我想稍為自私一點的人
[00:09:52.500 --> 00:09:55.500]  都很想兩個媳婦能夠陪著自己
[00:09:55.500 --> 00:09:57.500]  照顧自己的蔓延
[00:09:57.500 --> 00:09:59.500]  同意嗎?丁子妹
[00:09:59.500 --> 00:10:01.500]  我想問你們
[00:10:01.500 --> 00:10:04.500]  如果到了七、八十歲
[00:10:04.500 --> 00:10:06.500]  兒子死了,丈夫死了
[00:10:06.500 --> 00:10:08.500]  有兩個媳婦在一起
[00:10:08.500 --> 00:10:10.500]  有多少人
[00:10:10.500 --> 00:10:13.500]  你不說也好
[00:10:13.500 --> 00:10:15.500]  心裡也有個禱告
[00:10:15.500 --> 00:10:20.500]  最好他們留下來照顧老人家就好了
[00:10:20.500 --> 00:10:22.500]  有多少人都會這樣想的?
[00:10:22.500 --> 00:10:23.500]  可不可以舉手?
[00:10:23.500 --> 00:10:27.500]  也不是很多
[00:10:27.500 --> 00:10:29.500]  但是這個很正常,丁子妹
[00:10:29.500 --> 00:10:31.500]  這個是很正常的
[00:10:31.500 --> 00:10:34.500]  特別是今天
[00:10:34.500 --> 00:10:37.500]  中國大陸上
[00:10:37.500 --> 00:10:39.500]  最近流行了一件事
[00:10:39.500 --> 00:10:43.500]  那個叫做「待訪」
[00:10:43.500 --> 00:10:45.500]  「待探」
[00:10:45.500 --> 00:10:47.500]  和「待照顧老人家」
[00:10:47.500 --> 00:10:49.500]  是什麼意思呢?
[00:10:49.500 --> 00:10:51.500]  就是兒女太忙
[00:10:51.500 --> 00:10:53.500]  忙的時候他們就出錢
[00:10:53.500 --> 00:10:55.500]  來請一些人
[00:10:55.500 --> 00:10:59.500]  他們專門就是「待人去探老人家」
[00:10:59.500 --> 00:11:03.500]  只要打電話給一個機構
[00:11:03.500 --> 00:11:04.500]  然後告訴他
[00:11:04.500 --> 00:11:06.500]  我爸爸叫什麼名字
[00:11:06.500 --> 00:11:08.500]  他現在住在什麼療養院
[00:11:08.500 --> 00:11:11.500]  我一個星期希望有什麼東西送給他
[00:11:11.500 --> 00:11:13.500]  你幫我去探一探他
[00:11:13.500 --> 00:11:14.500]  錢我就給
[00:11:14.500 --> 00:11:16.500]  薪水我也給你
[00:11:16.500 --> 00:11:19.500]  這些人就專門受訓
[00:11:19.500 --> 00:11:22.500]  專門就是要來去哄這些老人家開心
[00:11:22.500 --> 00:11:25.500]  所以現在已經成為一個非常新興
[00:11:25.500 --> 00:11:27.500]  而且很熱門的一個行業
[00:11:27.500 --> 00:11:31.500]  生意滔滔,越開越多
[00:11:34.500 --> 00:11:36.500]  我看新聞的時候
[00:11:36.500 --> 00:11:37.500]  我就看到
[00:11:37.500 --> 00:11:38.500]  有些人去到的時候
[00:11:38.500 --> 00:11:40.500]  老人家的確是非常開心
[00:11:40.500 --> 00:11:42.500]  他本來不認識他們的
[00:11:42.500 --> 00:11:44.500]  但是因為探開了
[00:11:44.500 --> 00:11:46.500]  所以就慢慢地認識了
[00:11:46.500 --> 00:11:48.500]  為什麼他們這麼熱心去探呢?
[00:11:48.500 --> 00:11:49.500]  就是因為有薪水
[00:11:49.500 --> 00:11:51.500]  所以他們就特意去做了
[00:11:51.500 --> 00:11:55.500]  然後新聞記者就去訪問一些人
[00:11:55.500 --> 00:11:57.500]  訪問他們對這個行業
[00:11:57.500 --> 00:11:59.500]  你們的看法是怎麼樣呢?
[00:11:59.500 --> 00:12:01.500]  有很多人就說
[00:12:01.500 --> 00:12:06.500]  親情不可能是用錢買得到的
[00:12:06.500 --> 00:12:08.500]  是你的爸爸
[00:12:08.500 --> 00:12:09.500]  這就是你的責任
[00:12:09.500 --> 00:12:12.500]  你不能夠找人代理
[00:12:12.500 --> 00:12:15.500]  來做你做子女的工作
[00:12:15.500 --> 00:12:17.500]  有些人是這樣看的
[00:12:17.500 --> 00:12:18.500]  但是老人家的方面呢
[00:12:18.500 --> 00:12:20.500]  我又看到另一個不同的看法
[00:12:20.500 --> 00:12:22.500]  哎,子女這麼忙
[00:12:22.500 --> 00:12:23.500]  我都明白的
[00:12:23.500 --> 00:12:24.500]  你不看
[00:12:24.500 --> 00:12:26.500]  那你肯給錢給人來探我們
[00:12:26.500 --> 00:12:28.500]  我們都開心的
[00:12:28.500 --> 00:12:30.500]  那特別是哪些呢?
[00:12:30.500 --> 00:12:32.500]  他們講出一個心聲
[00:12:32.500 --> 00:12:34.500]  特別是一次生,兩次熟
[00:12:34.500 --> 00:12:37.500]  如果探親都是他呢
[00:12:37.500 --> 00:12:39.500]  那就多過乾兒子
[00:12:39.500 --> 00:12:41.500]  多過乾女兒
[00:12:41.500 --> 00:12:44.500]  我又發覺到這個是很不同的
[00:12:44.500 --> 00:12:46.500]  感覺上很不同
[00:12:46.500 --> 00:12:48.500]  但是在這段聖經當中
[00:12:48.500 --> 00:12:50.500]  就讓我們看到有一樣東西很特別的
[00:12:50.500 --> 00:12:53.500]  那時候是沒有這些叫做
[00:12:53.500 --> 00:12:55.500]  代子女探親
[00:12:55.500 --> 00:12:57.500]  代子女養親
[00:12:57.500 --> 00:12:59.500]  代子女照顧親情
[00:12:59.500 --> 00:13:00.500]  沒有的
[00:13:00.500 --> 00:13:02.500]  如果你是沒有的
[00:13:02.500 --> 00:13:03.500]  那時候就沒有了
[00:13:03.500 --> 00:13:06.500]  特別是南俄米那個時代
[00:13:06.500 --> 00:13:08.500]  如果你是一個女人
[00:13:08.500 --> 00:13:11.500]  你基本上是沒有機會找到工作的
[00:13:11.500 --> 00:13:15.500]  因為女性的地位在當時來說
[00:13:15.500 --> 00:13:17.500]  不容許她們在社會裡面
[00:13:17.500 --> 00:13:20.500]  是可以名正言順找到工作
[00:13:20.500 --> 00:13:21.500]  養活自己
[00:13:21.500 --> 00:13:23.500]  所以寡婦在當時
[00:13:23.500 --> 00:13:26.500]  是非常非常困難的一件事
[00:13:27.500 --> 00:13:29.500]  但是我們看到在這裡
[00:13:29.500 --> 00:13:31.500]  南俄米明知道
[00:13:31.500 --> 00:13:33.500]  她回到自己的鄉下
[00:13:33.500 --> 00:13:35.500]  只有她自己一個人
[00:13:35.500 --> 00:13:37.500]  她是無依無靠
[00:13:37.500 --> 00:13:39.500]  她的生活都會成問題
[00:13:39.500 --> 00:13:41.500]  甚至她回到家的時候
[00:13:41.500 --> 00:13:43.500]  已經肯定知道
[00:13:43.500 --> 00:13:47.500]  除非好像現在我們叫做乞丐一樣
[00:13:47.500 --> 00:13:51.500]  讓人施捨一些給你
[00:13:51.500 --> 00:13:54.500]  否則她是無從生存下去的
[00:13:54.500 --> 00:13:56.500]  但是南俄米在這個時候
[00:13:56.500 --> 00:13:59.500]  我們看到有幾件事是很值得我們學的
[00:13:59.500 --> 00:14:01.500]  十一節
[00:14:01.500 --> 00:14:03.500]  我女兒們啊
[00:14:03.500 --> 00:14:05.500]  回去吧
[00:14:05.500 --> 00:14:08.500]  這一句話不是一次說
[00:14:08.500 --> 00:14:10.500]  是兩次
[00:14:10.500 --> 00:14:11.500]  三次
[00:14:11.500 --> 00:14:14.500]  繼續不斷地叫她們說
[00:14:14.500 --> 00:14:15.500]  十二節又說
[00:14:15.500 --> 00:14:16.500]  我女兒們啊
[00:14:16.500 --> 00:14:18.500]  回去吧
[00:14:18.500 --> 00:14:20.500]  回去吧
[00:14:20.500 --> 00:14:22.500]  回家吧
[00:14:22.500 --> 00:14:24.500]  你們現在是在摸鴨
[00:14:24.500 --> 00:14:26.500]  你們就回去你們自己的娘家吧
[00:14:26.500 --> 00:14:28.500]  因為你們的家就在這裡
[00:14:28.500 --> 00:14:30.500]  我現在不會留在摸鴨了
[00:14:30.500 --> 00:14:32.500]  我要回去伯利恆了
[00:14:32.500 --> 00:14:34.500]  你跟我去那裡幹什麼呢?
[00:14:34.500 --> 00:14:37.500]  你去那裡是別人生疏的
[00:14:37.500 --> 00:14:39.500]  你不認識我的百姓的
[00:14:39.500 --> 00:14:41.500]  你回去吧
[00:14:41.500 --> 00:14:44.500]  我們看到有幾件事是很重要的
[00:14:44.500 --> 00:14:48.500]  她是處處為師父著想的
[00:14:48.500 --> 00:14:52.500]  她是叫他們回家
[00:14:52.500 --> 00:14:55.500]  回家後仍然有照顧
[00:14:55.500 --> 00:14:57.500]  父母仍然在
[00:14:57.500 --> 00:14:59.500]  仍然可以嫁人
[00:14:59.500 --> 00:15:01.500]  仍然可以有正常的生活
[00:15:01.500 --> 00:15:03.500]  你回去吧
[00:15:03.500 --> 00:15:04.500]  第二
[00:15:04.500 --> 00:15:08.500]  她認定跟著她是沒有好日子過的
[00:15:08.500 --> 00:15:10.500]  在哪裡看到呢?
[00:15:10.500 --> 00:15:11.500]  她說
[00:15:11.500 --> 00:15:12.500]  我女兒們啊
[00:15:12.500 --> 00:15:13.500]  回去吧
[00:15:13.500 --> 00:15:15.500]  為什麼要跟著我呢?
[00:15:15.500 --> 00:15:18.500]  我還能生子作你們的丈夫嗎?
[00:15:18.500 --> 00:15:19.500]  我已經老了
[00:15:19.500 --> 00:15:21.500]  我生不了孩子了
[00:15:21.500 --> 00:15:22.500]  第二
[00:15:22.500 --> 00:15:24.500]  我年紀老邁啊
[00:15:24.500 --> 00:15:25.500]  十二線
[00:15:25.500 --> 00:15:26.500]  不能夠再有丈夫了
[00:15:26.500 --> 00:15:28.500]  我已經不能夠再嫁了
[00:15:28.500 --> 00:15:29.500]  第三
[00:15:29.500 --> 00:15:31.500]  我縱使能夠嫁
[00:15:31.500 --> 00:15:34.500]  縱使可以生子
[00:15:34.500 --> 00:15:37.500]  難道你們可以等著那些子女長大
[00:15:37.500 --> 00:15:39.500]  你嫁他們嗎?
[00:15:39.500 --> 00:15:40.500]  難道這樣
[00:15:40.500 --> 00:15:43.500]  你可以等這麼久都不嫁人嗎?
[00:15:43.500 --> 00:15:46.500]  她用盡她的理性
[00:15:46.500 --> 00:15:49.500]  來說服這兩個媳婦
[00:15:49.500 --> 00:15:51.500]  叫他們回家
[00:15:51.500 --> 00:15:53.500]  另一方面
[00:15:53.500 --> 00:15:56.500]  我們看到第十三節
[00:15:56.500 --> 00:15:59.500]  她更加用情
[00:15:59.500 --> 00:16:01.500]  來說服他們
[00:16:01.500 --> 00:16:04.500]  不僅是你叫他們不要跟著她
[00:16:04.500 --> 00:16:06.500]  她更加用情來說服他們
[00:16:06.500 --> 00:16:08.500]  叫他們走
[00:16:08.500 --> 00:16:10.500]  你們豈能等著他們長大呢?
[00:16:10.500 --> 00:16:13.500]  你們豈能等著他們不嫁別人呢?
[00:16:13.500 --> 00:16:14.500]  我們一起讀
[00:16:14.500 --> 00:16:16.500]  我女兒們啊
[00:16:16.500 --> 00:16:17.500]  不要這樣
[00:16:17.500 --> 00:16:20.500]  我為你們的緣故深思受苦
[00:16:20.500 --> 00:16:22.500]  因為耶和華伸手攻擊我
[00:16:22.500 --> 00:16:24.500]  她直接告訴我
[00:16:24.500 --> 00:16:25.500]  在這段聖經裏面
[00:16:25.500 --> 00:16:27.500]  我為你們的緣故
[00:16:27.500 --> 00:16:29.500]  我很煩啊
[00:16:29.500 --> 00:16:31.500]  各位親愛的弟兄姊妹
[00:16:31.500 --> 00:16:32.500]  大家想一想
[00:16:32.500 --> 00:16:34.500]  如果你做媳婦
[00:16:34.500 --> 00:16:36.500]  這個婆婆說
[00:16:36.500 --> 00:16:38.500]  是因為你們的緣故
[00:16:38.500 --> 00:16:40.500]  令她更加煩
[00:16:40.500 --> 00:16:42.500]  我想問問大家
[00:16:42.500 --> 00:16:45.500]  有多少人都很想她沒那麼煩呢?
[00:16:46.500 --> 00:16:48.500]  你寧願她沒那麼煩
[00:16:48.500 --> 00:16:50.500]  好吧,那就回家吧
[00:16:50.500 --> 00:16:52.500]  可不可以接受呢?
[00:16:52.500 --> 00:16:54.500]  有多少人真的會知情惜趣
[00:16:54.500 --> 00:16:55.500]  明明知道她
[00:16:55.500 --> 00:16:56.500]  你又叫她走
[00:16:56.500 --> 00:16:57.500]  整天跟著你
[00:16:57.500 --> 00:16:58.500]  走吧,走吧,走吧
[00:16:58.500 --> 00:16:59.500]  回家吧,回家吧
[00:16:59.500 --> 00:17:01.500]  另外,如果你不回家
[00:17:01.500 --> 00:17:02.500]  我更煩呢
[00:17:02.500 --> 00:17:04.500]  有多少人因為這個緣故
[00:17:04.500 --> 00:17:05.500]  寧願回家呢?
[00:17:05.500 --> 00:17:06.500]  如果是你的話
[00:17:06.500 --> 00:17:08.500]  可不可以接受呢?
[00:17:08.500 --> 00:17:09.500]  OK?
[00:17:09.500 --> 00:17:10.500]  好了
[00:17:10.500 --> 00:17:11.500]  那我想問
[00:17:11.500 --> 00:17:14.500]  有多少人煩我也要跟著呢?
[00:17:14.500 --> 00:17:15.500]  是這樣的
[00:17:15.500 --> 00:17:16.500]  可不可以接受呢?
[00:17:16.500 --> 00:17:18.500]  你煩我也要跟著你
[00:17:18.500 --> 00:17:19.500]  舉那些吧
[00:17:19.500 --> 00:17:20.500]  看看有多少人說
[00:17:20.500 --> 00:17:23.500]  嘩,我們當中也有不少老德
[00:17:23.500 --> 00:17:25.500]  我為你們感恩
[00:17:25.500 --> 00:17:27.500]  各位親愛的弟兄姊妹
[00:17:27.500 --> 00:17:29.500]  那奧米在這個地方
[00:17:29.500 --> 00:17:31.500]  一而再再而三
[00:17:31.500 --> 00:17:34.500]  來勸這些媳婦回家
[00:17:34.500 --> 00:17:38.500]  他是為他們的前途著想
[00:17:38.500 --> 00:17:40.500]  他是為他們的幸福著想
[00:17:40.500 --> 00:17:42.500]  另一方面來說
[00:17:42.500 --> 00:17:45.500]  他也不再考慮他自己
[00:17:45.500 --> 00:17:47.500]  因為他知道他自己已經沒有希望
[00:17:47.500 --> 00:17:50.500]  他不想因為他自己的事
[00:17:50.500 --> 00:17:52.500]  連累兩個媳婦
[00:17:52.500 --> 00:17:55.500]  但是有一樣東西很重要
