
[00:00:00.000 --> 00:00:05.000]  感謝神可以在新年
[00:08:10.000 --> 00:08:17.000]  物件是沒有道德倫理判斷抉擇的
[00:08:17.000 --> 00:08:23.000]  一件服侍上帝在會幕裡面用的器皿
[00:08:23.000 --> 00:08:25.000]  好了 說到金燈台了
[00:08:25.000 --> 00:08:29.000]  他會不會決定有一天要去犯罪
[00:08:29.000 --> 00:08:31.000]  當然不會了
[00:08:31.000 --> 00:08:34.000]  燈台是死物擺在那裡
[00:08:34.000 --> 00:08:39.000]  它是為了敬拜上帝而用的
[00:08:39.000 --> 00:08:43.000]  對了 什麼是歸耶和華為聖
[00:08:43.000 --> 00:08:48.000]  就是只是給上帝用的
[00:08:48.000 --> 00:08:50.000]  都是不明白的
[00:08:50.000 --> 00:08:52.000]  舉例
[00:08:52.000 --> 00:08:54.000]  我不應該用楊牧師來舉例
[00:08:54.000 --> 00:08:56.000]  用大祭司來舉例
[00:08:56.000 --> 00:09:00.000]  大祭司家裡請客
[00:09:00.000 --> 00:09:02.000]  請了全班利未人
[00:09:02.000 --> 00:09:04.000]  整個支派很多人
[00:09:04.000 --> 00:09:06.000]  你有沒有看過文素記
[00:09:06.000 --> 00:09:07.000]  數點文素的時候
[00:09:07.000 --> 00:09:10.000]  利未支派服侍上帝有多少人
[00:09:10.000 --> 00:09:11.000]  全部請客
[00:09:11.000 --> 00:09:13.000]  一年一次 起碼 是吧
[00:09:13.000 --> 00:09:16.000]  新春大家團年都要
[00:09:16.000 --> 00:09:20.000]  大祭司的太太當然是不夠碗碟的了
[00:09:20.000 --> 00:09:25.000]  以前又不能買紙杯紙碟的
[00:09:25.000 --> 00:09:29.000]  過去隔離會幕借吧
[00:09:29.000 --> 00:09:32.000]  最多用完之後
[00:09:32.000 --> 00:09:34.000]  洗三次
[00:09:34.000 --> 00:09:37.000]  熱水 凍水 暖水 下粥 洗潔精
[00:09:37.000 --> 00:09:39.000]  擦到乾乾淨淨
[00:09:39.000 --> 00:09:42.000]  然後還給上帝行不行
[00:09:42.000 --> 00:09:44.000]  不行
[00:09:44.000 --> 00:09:46.000]  那就是牧師家裡請客
[00:09:46.000 --> 00:09:49.000]  可不可以借聖餐杯用呢
[00:09:49.000 --> 00:09:51.000]  當然不行了
[00:09:51.000 --> 00:09:53.000]  為什麼不行
[00:09:53.000 --> 00:09:55.000]  我在這裡說到
[00:09:55.000 --> 00:09:56.000]  我敢這樣問
[00:09:56.000 --> 00:09:58.000]  有些教會我不方便這樣問
[00:09:58.000 --> 00:10:00.000]  你們的禮堂
[00:10:00.000 --> 00:10:05.000]  借不借給人開補習班的
[00:10:05.000 --> 00:10:07.000]  為什麼不行
[00:10:07.000 --> 00:10:10.000]  你明白聖結的意思嗎
[00:10:10.000 --> 00:10:15.000]  你去到有老人家家裡的地方拜年
[00:10:15.000 --> 00:10:19.000]  有張椅子不是人人都可以坐的
[00:10:19.000 --> 00:10:21.000]  你家裡有沒有老人家
[00:10:21.000 --> 00:10:24.000]  只有爺爺可以坐
[00:10:24.000 --> 00:10:26.000]  孫子可以爬上去
[00:10:26.000 --> 00:10:30.000]  不過做兒子的 做媳婦的 做女兒的 做女婿的
[00:10:30.000 --> 00:10:31.000]  不能碰的
[00:10:31.000 --> 00:10:33.000]  貓可以爬上去
[00:10:33.000 --> 00:10:34.000]  明白嗎
[00:10:34.000 --> 00:10:36.000]  明白什麼叫聖結嗎
[00:10:36.000 --> 00:10:38.000]  還是不明白
[00:10:38.000 --> 00:10:41.000]  只給上帝用的
[00:10:41.000 --> 00:10:46.000]  歸耶和華為聖
[00:10:46.000 --> 00:10:51.000]  所以這是最基本聖經的教導
[00:10:51.000 --> 00:10:53.000]  什麼是聖結
[00:10:53.000 --> 00:10:56.000]  如果你說我不犯罪的
[00:10:56.000 --> 00:10:59.000]  我生活很正經的
[00:10:59.000 --> 00:11:02.000]  我從起床那一刻開始就祈禱
[00:11:02.000 --> 00:11:03.000]  求主保守我
[00:11:03.000 --> 00:11:05.000]  直到睡覺那一刻
[00:11:05.000 --> 00:11:07.000]  我連做夢都不會犯罪的
[00:11:07.000 --> 00:11:08.000]  恭喜你
[00:11:08.000 --> 00:11:12.000]  很難得的 很難的
[00:11:12.000 --> 00:11:15.000]  這樣是不是叫聖結
[00:11:15.000 --> 00:11:17.000]  很多人就點頭了
[00:11:17.000 --> 00:11:19.000]  那就是聖人了
[00:11:19.000 --> 00:11:21.000]  對不起
[00:11:21.000 --> 00:11:24.000]  所以我說你要回到聖經看
[00:11:24.000 --> 00:11:26.000]  聖經說如果你這麼乾淨 祈禮
[00:11:26.000 --> 00:11:29.000]  但是你不給上帝用的
[00:11:29.000 --> 00:11:31.000]  你不是歸耶和華為聖
[00:11:31.000 --> 00:11:34.000]  上帝用不了你的
[00:11:34.000 --> 00:11:36.000]  你永遠是乾乾淨淨
[00:11:36.000 --> 00:11:38.000]  他鎖在玻璃箱裏面
[00:11:38.000 --> 00:11:42.000]  恆溫四盞射燈照著
[00:11:42.000 --> 00:11:45.000]  那個只是博物館裏面
[00:11:45.000 --> 00:11:47.000]  那個什麼白菜
[00:11:47.000 --> 00:11:49.000]  還是你有沒有去過看過
[00:11:49.000 --> 00:11:51.000]  用不了的
[00:11:51.000 --> 00:11:53.000]  沒得用的
[00:11:53.000 --> 00:11:55.000]  不適合用的
[00:11:55.000 --> 00:11:58.000]  那個不是叫聖結
[00:11:58.000 --> 00:12:01.000]  給上帝用
[00:12:01.000 --> 00:12:04.000]  這個是舊約聖經 新約聖經
[00:12:04.000 --> 00:12:06.000]  新約是不是這樣說 是的
[00:12:06.000 --> 00:12:08.000]  保羅那八個字你一定會背的
[00:12:08.000 --> 00:12:10.000]  我背上半 你背下半
[00:12:10.000 --> 00:12:14.000]  成為聖結
[00:12:14.000 --> 00:12:16.000]  你說的 不是我說的
[00:12:16.000 --> 00:12:19.000]  不是 是聖經說的
[00:12:19.000 --> 00:12:21.000]  這樣才重要
[00:12:21.000 --> 00:12:22.000]  不是誰說的
[00:12:22.000 --> 00:12:23.000]  哎呀 這個牧師又這樣說
[00:12:23.000 --> 00:12:25.000]  哎呀 那個牧師又這樣說
[00:12:25.000 --> 00:12:27.000]  哎呀 這個博士又這樣說
[00:12:27.000 --> 00:12:29.000]  我聽誰的
[00:12:29.000 --> 00:12:30.000]  改革運動很清楚
[00:12:30.000 --> 00:12:32.000]  馬丁路德說 聽聖經
[00:12:32.000 --> 00:12:34.000]  唯獨聖經
[00:12:34.000 --> 00:12:36.000]  Sola scriptura
[00:12:36.000 --> 00:12:38.000]  聖經怎麼說
[00:12:38.000 --> 00:12:41.000]  聖結出現在聖經裏面
[00:12:41.000 --> 00:12:43.000]  還特別大隻字
[00:12:43.000 --> 00:12:44.000]  況且你看不到
[00:12:44.000 --> 00:12:46.000]  但是你真的看不到
[00:12:46.000 --> 00:12:48.000]  看完之後都認為
[00:12:48.000 --> 00:12:50.000]  他是在說犯罪不犯罪
[00:12:50.000 --> 00:12:52.000]  不是 那個來的
[00:12:52.000 --> 00:12:54.000]  不過還沒有到
[00:12:54.000 --> 00:12:56.000]  首先最基本
[00:12:56.000 --> 00:13:00.000]  我們必須要認清楚的
[00:13:00.000 --> 00:13:03.000]  歸耶和華為聖
[00:13:03.000 --> 00:13:05.000]  成為聖結
[00:13:05.000 --> 00:13:07.000]  或者更好的翻譯就是
[00:13:07.000 --> 00:13:10.000]  分別為聖
[00:13:10.000 --> 00:13:14.000]  家裏的椅子是分別
[00:13:14.000 --> 00:13:16.000]  只是爺爺坐的
[00:13:16.000 --> 00:13:19.000]  所以我們不會叫它做聖結
[00:13:19.000 --> 00:13:20.000]  因為它不是給上帝用的
[00:13:20.000 --> 00:13:22.000]  給上帝用的
[00:13:22.000 --> 00:13:25.000]  還要只是給上帝用的
[00:13:25.000 --> 00:13:28.000]  這樣才叫做聖結
[00:13:28.000 --> 00:13:30.000]  可以嗎
[00:13:30.000 --> 00:13:32.000]  這個是我們的出發點
[00:13:32.000 --> 00:13:35.000]  因為這個是聖經的教導
[00:13:35.000 --> 00:13:38.000]  中國人我們的文化
[00:13:38.000 --> 00:13:42.000]  很喜歡說內聖外王
[00:13:42.000 --> 00:13:44.000]  所以我們很緊張
[00:13:44.000 --> 00:13:46.000]  是一個聖人才有資格
[00:13:46.000 --> 00:13:48.000]  做屬靈的領袖
[00:13:48.000 --> 00:13:51.000]  或者一個屬靈的偉人
[00:13:51.000 --> 00:13:53.000]  我們就會覺得他是一個聖人
[00:13:53.000 --> 00:13:55.000]  所以他每樣東西都是很完美的
[00:13:55.000 --> 00:13:57.000]  他不發脾氣的
[00:13:57.000 --> 00:13:58.000]  他不生氣的
[00:13:58.000 --> 00:14:01.000]  他沒有七情六慾的
[00:14:01.000 --> 00:14:04.000]  他甚至走路不妥的
[00:14:04.000 --> 00:14:05.000]  僻谷的
[00:14:05.000 --> 00:14:07.000]  只是拿著一本金邊皮面
[00:14:07.000 --> 00:14:09.000]  串珠聖經的
[00:14:09.000 --> 00:14:12.000]  這個是我們中國文化傳統
[00:14:12.000 --> 00:14:14.000]  這個不是聖經的教導
[00:14:14.000 --> 00:14:15.000]  聖經的教導
[00:14:15.000 --> 00:14:17.000]  剛才我們讀的那段聖經
[00:14:17.000 --> 00:14:19.000]  你還記不記得
[00:14:19.000 --> 00:14:20.000]  好像說了很遠的
[00:14:20.000 --> 00:14:22.000]  回來了
[00:14:22.000 --> 00:14:25.000]  保羅說我們有這個寶貝
[00:14:25.000 --> 00:14:29.000]  放在瓦器裏面
[00:14:29.000 --> 00:14:34.000]  寶貝和瓦器是兩回事來的
[00:14:34.000 --> 00:14:39.000]  給神用的人
[00:14:39.000 --> 00:14:43.000]  是瓦器
[00:14:43.000 --> 00:14:44.000]  清楚了
[00:14:44.000 --> 00:14:46.000]  是瓦器
[00:14:46.000 --> 00:14:47.000]  神用你
[00:14:47.000 --> 00:14:49.000]  你是瓦器
[00:14:49.000 --> 00:14:50.000]  保羅說得很清楚的
[00:14:50.000 --> 00:14:56.000]  我們有這寶貝放在瓦器裏
[00:14:56.000 --> 00:14:59.000]  保羅用的一個比喻
[00:14:59.000 --> 00:15:01.000]  什麼叫瓦器
[00:15:01.000 --> 00:15:04.000]  今天我們又用了中國的
[00:15:04.000 --> 00:15:06.000]  那些很漂亮的陶瓷
[00:15:06.000 --> 00:15:07.000]  那些什麼透明的
[00:15:07.000 --> 00:15:08.000]  不是不是不是
[00:15:08.000 --> 00:15:13.000]  瓦器在當時羅馬的社會裏面
[00:15:13.000 --> 00:15:16.000]  那不就是那些很容易打爛的
[00:15:16.000 --> 00:15:18.000]  很便宜的
[00:15:18.000 --> 00:15:24.000]  用來裝著不同物件的器皿
[00:15:24.000 --> 00:15:27.000]  一個很普通的碗
[00:15:27.000 --> 00:15:28.000]  一個碟
[00:15:28.000 --> 00:15:31.000]  它是很容易打爛的
[00:15:31.000 --> 00:15:33.000]  所以不值錢的
[00:15:33.000 --> 00:15:35.000]  保羅是這樣說的
[00:15:35.000 --> 00:15:42.000]  我們就好像有寶貝放在瓦器裏面
[00:15:42.000 --> 00:15:44.000]  保羅要說什麼呢
[00:15:44.000 --> 00:15:51.000]  他說是要顯明這個莫大的能力是出於神
[00:15:51.000 --> 00:15:54.000]  而不是出於我們
[00:15:54.000 --> 00:15:56.000]  這句話其實我們很熟悉的
[00:15:56.000 --> 00:15:58.000]  你們得救是本乎恩
[00:15:58.000 --> 00:16:00.000]  恩著信
[00:16:00.000 --> 00:16:02.000]  這並不是出於自己
[00:16:02.000 --> 00:16:05.000]  也不是出於行為
[00:16:05.000 --> 00:16:06.000]  你懂的 你懂背的
[00:16:06.000 --> 00:16:07.000]  你個人報道的時候
[00:16:07.000 --> 00:16:09.000]  你經常背這些聖經的
[00:16:09.000 --> 00:16:11.000]  但是這裡說的
[00:16:11.000 --> 00:16:15.000]  不只是說你得救的那一刻
[00:16:15.000 --> 00:16:19.000]  這裡說的是神用你
[00:16:19.000 --> 00:16:21.000]  你仍然是一個瓦器
[00:16:21.000 --> 00:16:25.000]  不過有個寶貝在這個瓦器裏面
[00:16:25.000 --> 00:16:27.000]  保羅說這個比喻要說的就是
[00:16:27.000 --> 00:16:33.000]  那就證明能力是出於神
[00:16:33.000 --> 00:16:35.000]  而不是出於人
[00:16:35.000 --> 00:16:37.000]  我們自己
[00:16:37.000 --> 00:16:39.000]  寶貝不是瓦器
[00:16:39.000 --> 00:16:41.000]  瓦器不是寶貝
[00:16:41.000 --> 00:16:43.000]  貴重的 矜貴的
[00:16:43.000 --> 00:16:45.000]  不是瓦器 是寶貝
[00:16:45.000 --> 00:16:47.000]  當這個瓦器
[00:16:47.000 --> 00:16:49.000]  這個不值錢的瓦器
[00:16:49.000 --> 00:16:51.000]  裝著一些很貴重的東西的時候
[00:16:51.000 --> 00:16:53.000]  保羅說你要分得開
[00:16:53.000 --> 00:16:58.000]  是你裝著那樣東西是寶貝
[00:16:58.000 --> 00:17:00.000]  你不是寶貝
[00:17:00.000 --> 00:17:03.000]  分得到嗎
[00:17:03.000 --> 00:17:05.000]  我們經常都以為我們是寶貝
[00:17:05.000 --> 00:17:06.000]  不是 不是
[00:17:06.000 --> 00:17:07.000]  保羅說我們服事上帝
[00:17:07.000 --> 00:17:11.000]  我們給上帝用上帝的能力
[00:17:11.000 --> 00:17:15.000]  透過我們顯明出來
[00:17:15.000 --> 00:17:19.000]  那就證明上帝的能力
[00:17:19.000 --> 00:17:23.000]  不是我們有些甚麼本事
[00:17:23.000 --> 00:17:25.000]  我們只不過是瓦器
[00:17:25.000 --> 00:17:30.000]  我們始終都是瓦器
[00:17:30.000 --> 00:17:32.000]  保羅接著就說他的經歷
[00:17:32.000 --> 00:17:34.000]  他說我們四面受敵
[00:17:34.000 --> 00:17:35.000]  不被困住
[00:17:35.000 --> 00:17:37.000]  心裡作難
[00:17:37.000 --> 00:17:38.000]  不致失望
[00:17:38.000 --> 00:17:39.000]  遭逼迫
[00:17:39.000 --> 00:17:40.000]  不被凋棄
[00:17:40.000 --> 00:17:41.000]  打倒了
[00:17:41.000 --> 00:17:43.000]  不致死亡
[00:17:43.000 --> 00:17:46.000]  真是不用想的
[00:17:46.000 --> 00:17:53.000]  保羅是受過希臘的修辭演說的訓練
[00:17:53.000 --> 00:17:55.000]  所以他的retreat
[00:17:55.000 --> 00:17:59.000]  你看他寫這些一氣呵成的句子
[00:17:59.000 --> 00:18:01.000]  真是很羨慕的
[00:18:01.000 --> 00:18:03.000]  保羅說的是他的經歷
[00:18:03.000 --> 00:18:05.000]  他想說甚麼呢
[00:18:05.000 --> 00:18:09.000]  他說身上帶著耶穌的死
[00:18:09.000 --> 00:18:12.000]  洗耶穌的衣服
[00:18:12.000 --> 00:18:14.000]  這裏中文聖經的翻譯
[00:18:14.000 --> 00:18:16.000]  會令你有少少不明白
[00:18:16.000 --> 00:18:18.000]  讓主的生命
[00:18:18.000 --> 00:18:22.000]  也顯明在我們的身上
[00:18:22.000 --> 00:18:24.000]  因為我們活著的人
[00:18:24.000 --> 00:18:28.000]  是常為耶穌被交於死地
[00:18:28.000 --> 00:18:30.000]  洗耶穌的生命
[00:18:30.000 --> 00:18:35.000]  在我們必死的身上
[00:18:35.000 --> 00:18:38.000]  顯明出來
[00:18:38.000 --> 00:18:41.000]  前後保羅說了兩次顯明
[00:18:41.000 --> 00:18:43.000]  第一次他說
[00:18:43.000 --> 00:18:45.000]  寶貝放在雅氣
[00:18:45.000 --> 00:18:47.000]  顯明能力出於神
[00:18:47.000 --> 00:18:50.000]  後面那句他說
[00:18:50.000 --> 00:18:52.000]  耶穌的生命
[00:18:52.000 --> 00:18:54.000]  在我們必死的身上
[00:18:54.000 --> 00:18:56.000]  顯明出來
[00:18:56.000 --> 00:19:03.000]  原來雅氣就是代表著死亡
[00:19:03.000 --> 00:19:07.000]  必死的人生
[00:19:07.000 --> 00:19:10.000]  這個必死的生命
[00:19:10.000 --> 00:19:15.000]  並沒有因為有寶貝在裏面
[00:19:15.000 --> 00:19:18.000]  而變成不死
[00:19:18.000 --> 00:19:20.000]  這個不是保羅的意思
[00:19:20.000 --> 00:19:23.000]  很清楚 所以雅氣始終是雅氣
[00:19:23.000 --> 00:19:27.000]  但是雅氣有寶貝
[00:19:27.000 --> 00:19:30.000]  顯明的是神的能力
[00:19:30.000 --> 00:19:35.000]  顯明的是耶穌基督的生命
[00:19:35.000 --> 00:19:36.000]  我們呢
[00:19:36.000 --> 00:19:39.000]  我們這個活著的人
[00:19:39.000 --> 00:19:46.000]  仍然是帶著必死的身體
[00:19:46.000 --> 00:19:48.000]  對不起 新年嘍嘍
[00:19:48.000 --> 00:19:51.000]  但聖經就是這樣解釋給我們聽的
[00:19:51.000 --> 00:19:53.000]  你不能避開的
[00:19:53.000 --> 00:19:56.000]  你避不開這個事實
[00:19:56.000 --> 00:19:58.000]  保羅說這個比喻
[00:19:58.000 --> 00:20:01.000]  其實典故是在舊約聖經
[00:20:01.000 --> 00:20:03.000]  你可能今晚在想
[00:20:03.000 --> 00:20:05.000]  為甚麼說這麼久還在說新約呢
[00:20:05.000 --> 00:20:07.000]  還說哥林多後書
[00:20:07.000 --> 00:20:10.000]  這是王浩儀博士的論文
[00:20:10.000 --> 00:20:13.000]  其實我是在說舊約
[00:20:13.000 --> 00:20:18.000]  你記得《創世紀》第二章第七節
[00:20:18.000 --> 00:20:26.000]  耶和華神用地上的塵土做人
[00:20:26.000 --> 00:20:28.000]  這個做字
[00:20:28.000 --> 00:20:30.000]  我們每一個讀舊約聖經
[00:20:30.000 --> 00:20:33.000]  讀希伯來文的學生都一定記得
[00:20:33.000 --> 00:20:36.000]  《創世紀》有三個做字
[00:20:36.000 --> 00:20:38.000]  創造Bara
[00:20:38.000 --> 00:20:40.000]  上帝才能用的
[00:20:40.000 --> 00:20:41.000]  人不能創造的
[00:20:41.000 --> 00:20:44.000]  所以創造不等於創作
[00:20:44.000 --> 00:20:47.000]  第二Assab
[00:20:47.000 --> 00:20:48.000]  人都做得
[00:20:48.000 --> 00:20:49.000]  上帝都做很多事
[00:20:49.000 --> 00:20:51.000]  但是來到第二章第七節
[00:20:51.000 --> 00:20:55.000]  耶和華神用地上的塵土
[00:20:55.000 --> 00:20:57.000]  Yasa
[00:20:57.000 --> 00:20:59.000]  第三個的做字
[00:20:59.000 --> 00:21:01.000]  中文聖經不能翻譯
[00:21:01.000 --> 00:21:02.000]  於是他重複
[00:21:02.000 --> 00:21:04.000]  又用一個做字出來
[00:21:04.000 --> 00:21:07.000]  其實在希伯來文
[00:21:07.000 --> 00:21:11.000]  就是一個窯醬
[00:21:11.000 --> 00:21:12.000]  一個人
[00:21:12.000 --> 00:21:18.000]  他用泥土做出瓦器的動詞
[00:21:18.000 --> 00:21:21.000]  所以你可以用圖做
[00:21:21.000 --> 00:21:24.000]  你可以用素做
[00:21:24.000 --> 00:21:28.000]  西方的聖經學者就很浪漫
[00:21:28.000 --> 00:21:31.000]  他說上帝是很有美感的
[00:21:31.000 --> 00:21:34.000]  這樣塑造一個人出來
[00:21:34.000 --> 00:21:36.000]  很有心思的
[00:21:36.000 --> 00:21:40.000]  用他很有技巧的雙手
[00:21:40.000 --> 00:21:43.000]  這樣塑造亞當
