
[00:00:00.000 --> 00:00:08.440]  在聖經可信媽系列中,我們已經說到"美耳"的一個訊息
[00:03:41.440 --> 00:03:47.440]  可以預料911事件,可以預料新冠病毒
[00:03:47.440 --> 00:03:54.440]  其實我可以補充一下,很多這些預言後面都有邪靈
[00:03:54.440 --> 00:03:58.440]  撒旦不能夠知道將來會發生什麼事
[00:03:58.440 --> 00:04:03.440]  但撒旦能夠改變事情的發生,來符合這些預言
[00:04:03.440 --> 00:04:12.440]  例如911,如果有人預言911會攻擊美國的世界貿易中心
[00:04:12.440 --> 00:04:18.440]  你猜撒旦能不能夠真的做成這樣,被恐怖分子攻擊呢?
[00:04:18.440 --> 00:04:24.440]  他一定能夠,所以很多這些預言是成功了,是實現了
[00:04:24.440 --> 00:04:29.440]  其實是撒旦使得事情的發生和這些預言來混合
[00:04:29.440 --> 00:04:33.440]  很多這些預言後面都有邪靈
[00:04:33.440 --> 00:04:39.440]  另外有一樣東西就是,你會發覺這些預言都不是百分之百的準確
[00:04:39.440 --> 00:04:46.440]  他們說很多很多的預言出來,或者百分之一,百分之二是應驗了
[00:04:46.440 --> 00:04:51.440]  那就不得了了,你只記得他們說應驗了的部分
[00:04:51.440 --> 00:04:57.440]  但你不記得了他們說百分之九十九、九十八,都是錯的,都是沒有應驗
[00:04:57.440 --> 00:05:04.440]  聖經的預言就是百分之八的準確,是永不落空
[00:05:04.440 --> 00:05:11.440]  甚至神是叫我們來測試,讓我們對他的預言有一個測試
[00:05:11.440 --> 00:05:16.440]  怎樣測試呢?在《樹生命記》的十八章二十二節說
[00:05:16.440 --> 00:05:22.440]  先知托耶和華的名說話,所說的若不成咒,也無效厭
[00:05:22.440 --> 00:05:30.440]  這就是耶和華所未曾吩咐的,是那先知善自說的,你們不要怕他
[00:05:30.440 --> 00:05:36.440]  《生命記》的十八章二十節也說,若有先知善敢托我的名
[00:05:36.440 --> 00:05:45.440]  說我所未曾吩咐他說的話,或是奉別的神的名說話,那先知就必自死
[00:05:45.440 --> 00:05:52.440]  神知道預言的重要性,他絕對不會容忍假善自
[00:05:52.440 --> 00:05:56.440]  所以神說我的預言是百分之八的準確
[00:05:56.440 --> 00:06:01.440]  我們不妨來看看神的預言是怎樣百分之八的準確
[00:06:01.440 --> 00:06:12.440]  在聖經裡面說到古代是有七大強國,埃及、阿術、巴比倫、馬黛波斯、希臘和羅馬
[00:06:12.440 --> 00:06:19.440]  我們一起來看看神對這些國家的預言
[00:06:19.440 --> 00:06:22.440]  首先就是對埃及
[00:06:22.440 --> 00:06:26.440]  在《二世結書》的三十章十三至十五節
[00:06:26.440 --> 00:06:54.440]  (讀)
[00:06:54.440 --> 00:07:05.440]  這裡說了有三個城市,第一個是巴蹄羅,埃及一個很重要的城市
[00:07:05.440 --> 00:07:10.440]  其餘兩個城市比較混淆,名字很接近
[00:07:10.440 --> 00:07:15.440]  一個是挪佛,就是曼佛斯古代的名稱
[00:07:15.440 --> 00:07:20.440]  曼佛斯是埃及的首都,以前的首都
[00:07:20.440 --> 00:07:27.440]  還有一個城叫做羅,不是挪佛,是羅,就是蒙古這個地方
[00:07:27.440 --> 00:07:30.440]  對蒙古、對曼佛斯的預言是怎樣
[00:07:30.440 --> 00:07:36.440]  他們的偶像必被毀壞,但是城沒有說會被毀壞
[00:07:36.440 --> 00:07:43.440]  對蒙古、對蒙古的預言,他們人會被剪除,城會被毀滅
[00:07:43.440 --> 00:07:50.440]  我們一起來看看,有一個歷史學家叫做Heraldoctus
[00:07:50.440 --> 00:07:58.440]  他記載了波斯王Cambysius,在均林城下攻打埃及
[00:07:58.440 --> 00:08:05.440]  他首先攻下了巴蹄羅,然後攻打挪佛這個地方
[00:08:05.440 --> 00:08:10.440]  他的戰略很有趣,他是用貓和狗來做先鋒
[00:08:10.440 --> 00:08:15.440]  你說貓和狗都會打仗的?原因是怎樣的?
[00:08:15.440 --> 00:08:21.440]  因為埃及人是拜偶像,他們拜貓和狗是他們的神
[00:08:21.440 --> 00:08:27.440]  現在你在埃及出土的文物,你會發現有很多貓和狗的偶像
[00:08:27.440 --> 00:08:33.440]  所以當貓和狗來做先鋒,他們就不敢打,大敗了
[00:08:33.440 --> 00:08:39.440]  結果波斯就把羅佛所有的偶像毀滅了
[00:08:39.440 --> 00:08:45.440]  為什麼要毀滅他們的偶像?因為波斯人要讓埃及人知道
[00:08:45.440 --> 00:08:51.440]  你們的神是沒有用的,所有你們的神都要俘復在我們的前面
[00:08:51.440 --> 00:08:56.440]  所以他剪除了這些偶像,這些偶像全部都塌在地上
[00:08:56.440 --> 00:09:01.440]  正面塌下去就好像向波斯人俘復一樣
[00:09:01.440 --> 00:09:07.440]  所以今時今日,如果你去到羅佛這個地方,你會發現有很多偶像挖起
[00:09:07.440 --> 00:09:13.440]  前面是很光鮮的,為什麼呢?因為下了泥土,泥土保護著
[00:09:13.440 --> 00:09:18.440]  背部的日曬雨淋全部毀壞了
[00:09:18.440 --> 00:09:24.440]  這就是羅佛偶像被毀滅,但城沒有被毀滅
[00:09:24.440 --> 00:09:33.440]  另外那個羅佛,如果你今天去到這個地方,是一片廢墟
[00:09:33.440 --> 00:09:41.440]  兩個城有兩個非常不同的遭遇,這就是聖經的準確性
[00:09:41.440 --> 00:09:47.440]  如果你說聖經剛剛倒轉了,羅佛被毀滅了
[00:09:47.440 --> 00:09:52.440]  你立刻可以把整部聖經丟到窗口
[00:09:52.440 --> 00:09:57.440]  第二個預言應該是有關亞述國
[00:09:57.440 --> 00:10:05.440]  但我在說十二仙之書,說那洪書的時候,亞述國的預言說得很仔細
[00:10:05.440 --> 00:10:10.440]  所以如果你們喜歡的話,可以去聽十二仙之書的那洪書
[00:10:10.440 --> 00:10:14.440]  我們不妨跳了亞述來看巴比倫
[00:10:14.440 --> 00:10:21.440]  在《樹下八谷書》和《扮爾里書》我都說過,巴比倫城是非常雲偉
[00:10:21.440 --> 00:10:30.440]  他們的城牆上高,可以被六輛馬車同時賽跑,你就可以看到他們的城有多偉大
[00:10:30.440 --> 00:10:39.440]  當聖經預言巴比倫會被毀滅,在《扮爾里書》第五章真是令人不可思議
[00:10:39.440 --> 00:10:43.440]  但巴比倫就真是被毀滅
[00:10:43.440 --> 00:10:53.440]  在《樹以賽亞書》的十三章,十九至二十節,說巴比倫其內必永無人煙,世世代代無人居住
[00:10:53.440 --> 00:11:01.440]  在《樹以耶利米書》的五十一章,二十六節,也說巴比倫必永遠荒廢,永遠放涼
[00:11:01.440 --> 00:11:10.440]  另外在《樹以耶利米書》的五十一章,六十四節,也說巴比倫會如此沉下去,不再興起
[00:11:10.440 --> 00:11:16.440]  有人說聖經不準確,巴比倫哪裏有被荒廢
[00:11:16.440 --> 00:11:22.440]  我以前也有跟大家說過,巴比倫就是現在的伊拉克
[00:11:22.440 --> 00:11:28.440]  伊拉克被美國打到落花流水,但仍然存在沒有荒廢
[00:11:28.440 --> 00:11:36.440]  你說不準確,但這些預言其實都有遠和近的預言
[00:11:36.440 --> 00:11:42.440]  我在《樹以賽亞書》的時候也說了很多,近和遠的預言
[00:11:42.440 --> 00:11:48.440]  近的是什麼?就是被馬戴波斯所滅了,《達爾里書》的第五章
[00:11:48.440 --> 00:11:56.440]  但是遠的呢?遠的就是狄基督將來會率領列國攻打巴比倫
[00:11:56.440 --> 00:12:03.440]  我們知道狄基督頭頭是依靠巴比倫,幫他得到勢力
[00:12:03.440 --> 00:12:10.440]  得到勢力之後他就過橋抽板,率領列國攻打巴比倫
[00:12:10.440 --> 00:12:14.440]  這個記載在《啟示錄》的十七章,十六節
[00:12:14.440 --> 00:12:21.440]  我們怎麼知道這個遠和近的預言是準確的?你不妨看看
[00:12:21.440 --> 00:12:28.440]  剛才我們說《樹以賽亞書》的十三章,四節,和《耶利米書》的五十一章,二十七節
[00:12:28.440 --> 00:12:34.440]  說列國會來攻擊巴比倫,馬戴波斯是不是列國?
[00:12:34.440 --> 00:12:38.440]  馬戴波斯不是列國,馬戴波斯是一個國家
[00:12:38.440 --> 00:12:42.440]  所以列國就是抹洗狄基督的列國
[00:12:42.440 --> 00:12:51.440]  另外在《樹以賽亞書》的十三章五節,說這些敵人會從遠方,會從天邊而來
[00:12:51.440 --> 00:12:59.440]  波斯是不是遠在天邊?不是,波斯是近在眼前,就在巴比倫的旁邊
[00:12:59.440 --> 00:13:03.440]  所以絕對不是說波斯
[00:13:03.440 --> 00:13:07.440]  另外在《樹以賽亞書》的十三章六節,九節,和十三節
[00:13:07.440 --> 00:13:12.440]  是說到耶和華的日子,我講十二先知書講得很清楚
[00:13:12.440 --> 00:13:17.440]  耶和華的日子是抹洗神的審判,所以這個是說抹洗
[00:13:17.440 --> 00:13:24.440]  另外《樹以賽亞書》的十三章十節是說到星宿的異象,這個也是說到抹洗
[00:13:24.440 --> 00:13:31.440]  所以抹洗他們會被毀滅,永遠不再抬頭,會永遠沉淪
[00:13:31.440 --> 00:13:37.440]  但是被波斯滅了,《達爾利書》的第五章,他們仍然存在
[00:13:37.440 --> 00:13:41.440]  要去到抹洗,才會被毀滅
[00:13:41.440 --> 00:13:49.440]  我們不妨看看,和巴比倫有兩個古城是非常大的淵源
[00:13:49.440 --> 00:13:54.440]  第一個古城就是推羅,第二個古城就是西敦
[00:13:54.440 --> 00:14:02.440]  對推羅有什麼預言?《二世結書》的二十六章三至四節和七至八節
[00:14:02.440 --> 00:14:06.440]  都說巴比倫將會毀滅推羅
[00:14:06.440 --> 00:14:15.440]  而《樹以賽結書》的二十六章十四節經文說:我必使你成為靜光的磐石,作曬網的地方
[00:14:15.440 --> 00:14:21.440]  你不得再被建造,因為這是主耶和華說的
[00:14:21.440 --> 00:14:27.440]  另外在《樹以賽結書》的二十六章二十一節,我必叫人令你驚恐
[00:14:27.440 --> 00:14:35.440]  不再存留於世,人須尋找你,卻永尋不見,這是主耶和華說的
[00:14:35.440 --> 00:14:44.440]  預言說推羅將會被毀滅,城將會變成靜光的磐石,光脫脫
[00:14:44.440 --> 00:14:49.440]  另外永尋不見,永遠的沉淪
[00:14:49.440 --> 00:14:57.440]  其實推羅是一個很大的城市,是比利基的首都,是一個貿易的中心
[00:14:57.440 --> 00:15:05.440]  推羅在大衛興建宮殿和所羅門興建聖殿時,都是從推羅買木頭回來
[00:15:05.440 --> 00:15:12.440]  沿著地中海飄下來的木頭,記不記得?來興建聖殿,來興建皇宮
[00:15:12.440 --> 00:15:18.440]  所以他們從以色列的國家得到很多好處,是很有錢的推羅
[00:15:18.440 --> 00:15:25.440]  所以他們的城牆有150呎高,城牆有15呎厚
[00:15:25.440 --> 00:15:32.440]  他們的西邊因為他們近地中海,所以他們有一支很強大的海軍
[00:15:32.440 --> 00:15:37.440]  來保護自己,不讓海中的敵人來攻擊
[00:15:37.440 --> 00:15:41.440]  對他們的預言如何實現呢?
[00:15:41.440 --> 00:15:50.440]  第一,巴比倫真是軍臨城下來攻擊推羅,一圍困他們,一圍困就是13年
[00:15:50.440 --> 00:15:59.440]  正如以色列的十九章十八節,巴比倫皇尼布格尼撒,來圍困推羅
[00:15:59.440 --> 00:16:05.440]  士兵的頭都光光,你說士兵是不是都老了?
[00:16:05.440 --> 00:16:12.440]  不是,頭和頭盔磨擦,磨到頭都光了
[00:16:12.440 --> 00:16:22.440]  另外,肩膀也磨到損了,和盔甲磨了13年,天夜在那裡操兵,你別說,不怕
[00:16:22.440 --> 00:16:25.440]  真的頭都光光,肩膀也損了
[00:16:25.440 --> 00:16:30.440]  13年後巴比倫人真是進入推羅城
[00:16:30.440 --> 00:16:35.440]  正應驗了以色列的26章十二節所說
[00:16:35.440 --> 00:16:41.440]  將這個推羅城以為平地,變成了靜光的磐石
[00:16:41.440 --> 00:16:49.440]  但也好像以西節書的29章十八節所說,巴比倫人沒有得到任何好處
[00:16:49.440 --> 00:16:58.440]  為什麼?因為原來推羅人將所有財富,就是由大衛和索羅門王所得到的金銀財寶
[00:16:58.440 --> 00:17:02.440]  全部搬到西邊的一個島上高
[00:17:02.440 --> 00:17:11.440]  在島上高來守,巴比倫沒有海軍不能攻下島上的推羅城
[00:17:11.440 --> 00:17:19.440]  最後歷史學家告訴我們,推羅是願意成為巴比倫的一個附庸國
[00:17:19.440 --> 00:17:23.440]  來避免巴比倫攻打他們
[00:17:23.440 --> 00:17:34.440]  這是第一個實驗的預言,他們在岸上的古城變成了頹緩敗瓦,變成了靜光的磐石
[00:17:34.440 --> 00:17:42.440]  第二個應驗,250年後希臘的亞歷山大大帝來攻擊推羅
[00:17:42.440 --> 00:17:50.440]  他們看到在陸地上的古城已經變成了一片的頹緩敗瓦,靜光的磐石
[00:17:50.440 --> 00:17:55.440]  全部滿了石頭、木碎、塵土
[00:17:55.440 --> 00:18:03.440]  他們看到原來推羅已經搬到島上高,這個島離陸地半里那麼遠
[00:18:03.440 --> 00:18:14.440]  亞歷山大大帝也是沒有海軍,他就命令士兵將木頭、石頭、塵土全部推到海裡
[00:18:14.440 --> 00:18:18.440]  想做什麼?移山填海
[00:18:18.440 --> 00:18:27.440]  我們知道香港人最厲害就是移山填海,原來都是向亞歷山大大帝學習
[00:18:27.440 --> 00:18:34.440]  他想建造一條通道一直通到島上高來攻擊
[00:18:34.440 --> 00:18:48.440]  這個正應驗了二世傑書的26章12節,說人必破壞你的城門,拆毀你華美的房屋,將你的石頭、木頭、塵土都拋在水中
[00:18:48.440 --> 00:18:59.440]  完全和聖經所說的一模一樣,他們建造了一條200呎的通道,一路操兵操到這個城那裡
[00:18:59.440 --> 00:19:08.440]  但當他們很接近這個城的時候,發現原來水變得很深,而推羅人就在上高射箭向他們
[00:19:08.440 --> 00:19:15.440]  所以他們始終沒有辦法攻下在島上的推羅城
[00:19:15.440 --> 00:19:33.440]  第三個應驗,亞歷山大大帝回到陸地,老修成奴,於是他叫所有被他征服的國家都供應船隻來給他攻打推羅國,在島上的推羅
[00:19:33.440 --> 00:19:47.440]  有什麼國家來供應船隻呢?有比布魯斯,有羅德島,有索尼,有馬盧斯,有馬其頓,他們一共供應了80艘船
[00:19:47.440 --> 00:19:56.440]  塞浦路斯更加厲害,供應了120艘船,你想想200艘船來攻打一個這麼小的島
[00:19:56.440 --> 00:20:13.440]  又應驗了二世傑書的26章第三節,所以主耶和說如此說推羅,我必與你為敵,使許多國民上來攻擊你,如同海史波浪湧上來一樣
[00:20:13.440 --> 00:20:26.440]  為什麼波浪湧上來呢?因為他們是在島上攻擊,為什麼多國民來攻擊呢?因為所有船隻都是由不同國家來供應
[00:20:26.440 --> 00:20:44.440]  最後阿歷山大大帝真的征服了島上的王國,在這場戰爭一共8000的推羅人被殺,有7000的推羅人事後被處決,3萬的推羅人被賣為奴隸
[00:20:44.440 --> 00:21:08.440]  阿歷山大大帝在軍林城下7個月,將島上的推羅國完全滅了,今時今日去到推羅這個地方,你會發覺在樹木地上的古城已經變成靜光的磐石,光脫脫,連碎石都沒有了,因為全都丟在海裡
[00:21:08.440 --> 00:21:25.440]  而你向西邊來看,你會發覺本來是一個海島,現在變成了一個半島,就是因為阿歷山大大帝命人將所有這些石頭、木頭推到海裡,成為一條通道
[00:21:25.440 --> 00:21:41.440]  你說以西傑先知怎能知道這一切呢,不是神密事給以西傑先知,他不會知道這一切,但也不單止以西傑先知有記載,其他先知都有記載這些事
[00:21:41.440 --> 00:21:57.440]  例如撒加利亞書第九章,第3至4節,說推羅會為自己捉寶藏,會儲蓄金銀,但海上的勢力會被打敗,甚至城會被燒毀
[00:21:57.440 --> 00:22:15.440]  這是推羅人在島上堆積金銀,在海上建立他們的勢力,但最後都被打敗,阿摩斯書的一章十節說推羅城將會被燒毀
[00:22:15.440 --> 00:22:33.440]  這個島上的推羅城被毀後,後來又被重建,但在樹公園的1281年被莫斯林的國家毀滅,毀滅後一直沒有被重建
[00:22:33.440 --> 00:22:48.440]  對比之下,耶路撒冷城被毀被重建有17次,但這個島上的推羅城永遠不被重建
[00:22:48.440 --> 00:23:00.440]  為什麼不被重建呢?因為在2500年前神曾經差派以西傑先知,預言推羅城將永遠不被重建
[00:23:00.440 --> 00:23:10.440]  有人計算過,所有在推羅身上所發生的預言都應驗了的機會率有多大?
[00:23:10.440 --> 00:23:22.440]  有人計算過,是7500萬分之一的機會,這個就是聖經預言有多準確
[00:23:22.440 --> 00:23:39.440]  說完了推羅,不妨看看另外一個古城,這個古城是由嘉南的長子西遁始創人,因而得名西遁
[00:23:39.440 --> 00:23:49.440]  他們在推羅的北面大概20里那麼遠的地方,他們是拜巴力、拜阿斯塔祿、拜塔木斯的人
[00:23:49.440 --> 00:23:56.440]  在以西傑書的28章,22至23節,經文說:
[00:23:56.440 --> 00:24:23.440]  (文章)
[00:24:23.440 --> 00:24:39.440]  在樹公園前的351年,西遁當時是波斯的統治之下,但很可惜他們決定來作反,反叛波斯
[00:24:39.440 --> 00:24:54.440]  於是波斯就均臨城下進行大屠殺,正應驗了經文所說,血流在他的街上,被殺的必在其中瀑島,四處有刀劍,臨到他
[00:24:54.440 --> 00:25:08.440]  有4萬個西遁人,因為他們怕波斯人來殘殺,他們去到自己的家反鎖家門,引火自焚來自殺,4萬人來自殺
[00:25:08.440 --> 00:25:23.440]  西遁在歷史當中,曾經3次被十字東征軍毀滅,亦3次被莫斯林的國家毀滅,但仍然能夠被重建
[00:25:23.440 --> 00:25:38.440]  所以我們見到兩個古城遭遇非常不同,推羅永遠不被重建,西遁屢次被毀滅,仍然能夠被重建
[00:25:38.440 --> 00:25:53.440]  這和哀及的兩個城一樣,羅佛,曼佛斯,就是能夠被重建,迪士尼,羅是不能夠被重建
[00:25:53.440 --> 00:26:08.440]  有很多非基督徒自由派神學家,都希望將聖經成書的日期壓到越後越好,就是等到這些事情發生完,他們就說這是記載,不是預言
[00:26:08.440 --> 00:26:27.440]  其實不需要這樣做,聖經裏面的預言繼續發生,現在如果突然推羅死灰復燃被重建,如果Thibes這個羅佛又突然死灰復燃被重建,你可以將聖經扔出窗口
[00:26:27.440 --> 00:26:35.440]  我們不需要將聖經成書的日期壓後,聖經的預言繼續在進行
[00:26:35.440 --> 00:26:48.440]  說完了巴比倫,就是馬黛波斯,在數以塞亞書的44章28節,是預言有一個馬黛王叫古烈,經文說:
[00:26:48.440 --> 00:27:09.440]  "他是我的牧人,必成就我所喜悅的,必下令建造耶路撒冷,法令納穩聖殿的根基"
[00:27:09.440 --> 00:27:16.440]  "回到他們自己的國家,重建他們的城牆,重建他們的聖殿"
[00:27:16.440 --> 00:27:27.440]  古烈在滅了巴比倫之後的第十天,進入耶路撒冷城,根據猶太人的經典塔木德所記載
[00:27:27.440 --> 00:27:40.440]  以此才將以塞亞書的44章和45章讀給古烈王,古烈王一聽說:"原來聖經150年前已經記載了我的事蹟"
[00:27:40.440 --> 00:27:50.440]  他很大感動,所以他准許以色列人回歸,准許以色列人重建聖殿,重建城牆
[00:27:50.440 --> 00:28:04.440]  而以色列人回到以色列剛剛就是被擄了之後的70年,應驗了耶利米先知在耶利米書中所記載的預言
[00:28:04.440 --> 00:28:10.440]  馬黛波斯之後就是希臘
[00:28:10.440 --> 00:28:20.440]  我在說達爾里書時也說過很多希臘的預言,例如達爾里書第八章和第十一章
[00:28:20.440 --> 00:28:30.440]  尤其是第十一章更令人驚訝,35節的經文有135個預言應驗了
[00:28:30.440 --> 00:28:38.440]  這些預言的應驗不是大刀闊斧說到此時而非,而是非常具體
[00:28:38.440 --> 00:28:46.440]  我記得我說達爾里書第十一章時,我曾經叫這篇報道做鬼魔爭奪的訊息
[00:28:46.440 --> 00:28:52.440]  那些預言準確到連鬼魔都要爭奪這個訊息,為什麼呢?
[00:28:52.440 --> 00:29:02.440]  薩丹絕對不想這些準確的預言流傳於世,所以他派鬼魔來搶奪,但最後他還是沒有成功
[00:29:02.440 --> 00:29:14.440]  達爾里書就是充滿了非常準確的預言,由亞歷山大大帝如何死,他四個將軍如何瓜分他的國家
[00:29:14.440 --> 00:29:22.440]  一直到安提亞古四世的時期都有預言,安提亞古四世是何時?
[00:29:22.440 --> 00:29:34.440]  安提亞古在政的日子是公元前的175年至164年之間,所以很多非基督徒和自由派的神學家
[00:29:34.440 --> 00:29:44.440]  就將達爾里書成書的日期壓到公元前的100年,為什麼呢?這些事已經發生了
[00:29:44.440 --> 00:29:54.440]  預言只是記載,這也是原因為什麼我講這個系列第四講的時候,我曾經用很多時間去證實
[00:29:54.440 --> 00:30:02.440]  七十四億本成書的日期應該是公元前的285年至250年間
[00:30:02.440 --> 00:30:10.440]  其實在公元前的285年,那些翻譯者已經有齊舊約的證典在他們的手上,只不過是未翻譯
[00:30:10.440 --> 00:30:22.440]  全部都在這裡,你不能改的了,所以這裡所講的全部都是預言,不是事後寫出來的記載
[00:30:22.440 --> 00:30:32.440]  這些非基督徒和自由派的神學家,他們做的事真的很不應該
[00:30:32.440 --> 00:30:46.440]  尤其是令我痛心的是,自由派的神學家他們都這樣說,如果你是非基督徒,說聖經沒有預言,我都能夠明白
[00:30:46.440 --> 00:30:54.440]  但是如果你是基督徒,你居然不相信神蹟其事,你居然不相信預言真是令人痛心
[00:30:54.440 --> 00:31:06.440]  有一個自由派的神學家說,聖經記載已經發生的事很準確,記載未發生的事就蒙茶茶,好像劉伯溫的燒餅歌一樣
[00:31:06.440 --> 00:31:16.440]  這個真是對神的話語,對聖經是一個莫大的侮辱,絕對是褻瀆神的話語,我們要很小心
[00:31:16.440 --> 00:31:31.440]  說完了希臘,就是羅馬帝國了,其實羅馬帝國的事現在仍然在進行中,羅馬帝國始終沒有被征服,只不過是慢慢變成歐洲不同的國家
[00:31:31.440 --> 00:31:48.440]  所以可以說羅馬帝國現在繼續存在,正如好像達爾利書的第二章說到巨人的人像,金的頭就是巴比倫,銀的身體就是馬達波斯,銅的肚腹就是希臘
[00:31:48.440 --> 00:32:09.440]  一雙腳就是羅馬現在繼續進行中,將來就是那十隻半鐵半泥的腳趾就是將來的事,其實神的預言真是很準確,準確到差不多神說出來,其實就可以將這些話寫在歷史書上高
[00:32:09.440 --> 00:32:25.440]  因為這些事一定會發生,神說的話就算了,剩下的時間我想和大家說說,就是聖經裡面有關耶穌基督的預言
[00:32:25.440 --> 00:32:38.440]  有人說牧師,你還說耶穌基督的預言,究竟耶穌基督有沒有這號的人馬,我還在懷疑,是你們聖經說的,可能沒有這個人
[00:32:38.440 --> 00:32:52.440]  其實耶穌基督的事蹟在聖經以外有很多記載,Pryne the Younger曾經寫信給羅馬王Tragon,說到耶穌基督和基督徒的事
[00:32:52.440 --> 00:33:16.440]  在公元的1814年,有一個歷史學家叫做Tesitus,他曾經記載基督教的始創人耶穌基督,曾經在羅馬皇帝Tiberius的時候被比拉多處死,他說這是絕對不可以否定的事蹟
[00:33:16.440 --> 00:33:33.440]  另外巴比倫的塔木德也是記載到耶穌基督的事,還有就是猶太人的歷史學家叫做Sephus,他在公元的90年,就是在啟示錄成書之前
[00:33:33.440 --> 00:33:54.440]  他在Jewish Antiquity,就是古代猶太的第二卷第18冊,第三章第三頁,他說到當時有一個智者叫做耶穌,他有一個括弧寫著,如果我可以叫他智者的話,可以說他是一個人的話
[00:33:54.440 --> 00:34:11.440]  為什麼呢?因為他說他是行很多神蹟歧視,他是神理的,另外他說他是那些樂於接受真理的人的老師,吸引了很多猶太人和外邦人去到他的面前
[00:34:11.440 --> 00:34:25.440]  他說這就是耶穌基督,他在比拉多的時候,比拉多被眾人的建議之下,就是將他釘十字架處死,但是他說那些愛他的人是沒有離開他,沒有離棄他
[00:34:25.440 --> 00:34:44.440]  因為他三天之後就向他們顯現正如先知所說的預言,他說這個因為耶穌基督而得名的宗教,基督教始終沒有被瓦解,沒有被毀滅,到今天仍然存在
[00:34:44.440 --> 00:34:55.440]  他的結論是什麼?就是耶穌真的是一個人,而且仍然活著,這個就是他的結論
[00:34:55.440 --> 00:35:10.440]  其實在聖經裡面有很多很多關於耶穌基督的預言,在這裡舊約有預言,猶太人是不相信,但是這些預言是絕對不可能可以被否定
[00:35:10.440 --> 00:35:21.440]  我們一起來看看第一個預言,其實當人類犯罪,阿當夏娃犯罪,神已經預備了一個救贖來救贖人類
