
[00:00:00.000 --> 00:00:08.000]  今天和大家思想的是關乎盡力尋求與家人復和
[00:03:32.000 --> 00:03:36.000]  但是我們今天見到神幫助他們 他們和睦了
[00:03:36.000 --> 00:03:38.000]  我們一起看聖經
[00:03:38.000 --> 00:03:43.000]  我們看聖經的創世紀 先看三十二篇
[00:03:43.000 --> 00:03:49.000]  創世紀第三十二篇 大家會記得雅各離開了父家二十年
[00:03:49.000 --> 00:03:55.000]  現在他回到自己的家 他很想尋求哥哥的饒恕
[00:03:55.000 --> 00:03:58.000]  大家會記得當他離開的時候
[00:03:58.000 --> 00:04:02.000]  他因為奪了哥哥的福分 哥哥打算怎樣做
[00:04:02.000 --> 00:04:07.000]  要殺了他 他就說我爸爸去世的時候
[00:04:07.000 --> 00:04:11.000]  我就殺了我弟弟 因此雅各要逃亡
[00:04:11.000 --> 00:04:14.000]  二十年之後他回來 因此內心都很害怕
[00:04:14.000 --> 00:04:17.000]  不知道哥哥會怎樣反應 派使者去跟哥哥說
[00:04:17.000 --> 00:04:25.000]  你的弟弟雅各回來了 使者回覆第六節
[00:04:25.000 --> 00:04:29.000]  三十二章第六節 使者回到雅各那裡說
[00:04:29.000 --> 00:04:37.000]  我們到了你哥哥耳掃那裡 他帶著四百人正迎著你來
[00:04:37.000 --> 00:04:43.000]  雅各一聽 哇 如果歡迎我不用帶四百人那麼多嗎?
[00:04:43.000 --> 00:04:50.000]  帶四百人有什麼原因呢? 當然是想來擊殺我
[00:04:50.000 --> 00:04:53.000]  一聽見四百人就很驚慌
[00:04:53.000 --> 00:04:57.000]  因此馬上將他們的家人和很多的親戚分為兩隊
[00:04:57.000 --> 00:05:02.000]  如果他擊殺第一隊 第二隊還有機會逃跑
[00:05:02.000 --> 00:05:08.000]  所以他很擔心 在當時他心裡就很自然地做了一件事
[00:05:08.000 --> 00:05:12.000]  就是從第九節開始 他向神祈禱
[00:05:12.000 --> 00:05:17.000]  在一個未知的處境裡他向神尋求
[00:05:17.000 --> 00:05:22.000]  大家聽我讀一讀第九節到第十二節
[00:05:22.000 --> 00:05:26.000]  雅各說:耶和華 我祖阿伯拉罕的神 我父以撒的神
[00:05:26.000 --> 00:05:34.000]  你曾經對我說過 回到你自己的故鄉 到你的親族那裡去 我必厚待你
[00:05:34.000 --> 00:05:39.000]  你向你僕人所示的一切慈愛和信實 我實在不配得
[00:05:39.000 --> 00:05:46.000]  從前我只拿著我的手掌過這若誕河 現在我卻擁有這兩隊人馬了
[00:05:46.000 --> 00:05:51.000]  求你救我脫離我哥哥耳掃的手 因為我怕他來擊殺我
[00:05:51.000 --> 00:05:54.000]  連母親和孩子也擊殺了
[00:05:54.000 --> 00:06:03.000]  你曾經說過 我必厚待你 使你的後裔好像海邊的沙一樣 多到不可勝數
[00:06:03.000 --> 00:06:09.000]  在困境裡人被神催促 要全心倚靠神
[00:06:09.000 --> 00:06:14.000]  沒什麼出路 很擔心隨時全個家族被殲滅了
[00:06:14.000 --> 00:06:19.000]  你發覺當他這樣祈禱的時候有三個簡單的重點
[00:06:19.000 --> 00:06:24.000]  第一 他很清楚傾心吐血將自己的恐懼告訴神
[00:06:24.000 --> 00:06:30.000]  神啊 我好怕我哥哥來擊殺我們 大大小小都會被殺
[00:06:30.000 --> 00:06:37.000]  很坦誠地將裡面的恐懼告訴神 兄弟姐妹 你和我都有恐懼
[00:06:37.000 --> 00:06:43.000]  在恐懼的時候最重要的就是不要讓自己的恐懼嚇到自己
[00:06:43.000 --> 00:06:45.000]  你明白我的意思嗎?
[00:06:45.000 --> 00:06:48.000]  不要怕自己怕
[00:06:48.000 --> 00:06:51.000]  當你留意到自己有點害怕的時候
[00:06:51.000 --> 00:06:56.000]  很留心將自己的恐懼告訴神
[00:06:56.000 --> 00:06:59.000]  我們可以傾心吐血告訴主
[00:06:59.000 --> 00:07:04.000]  第二 雅各在當中 當他祈禱的時候緊握著神的應許
[00:07:04.000 --> 00:07:11.000]  神應許他 我會厚待你 你放心回到故鄉 我會恩待你的
[00:07:11.000 --> 00:07:15.000]  因此你發覺他抓住神的應許
[00:07:15.000 --> 00:07:21.000]  一個人能夠放心祈禱 是因為他抓住神的應許
[00:07:21.000 --> 00:07:25.000]  神啊 你說過的 凡是倚靠你的就必得到幫助
[00:07:25.000 --> 00:07:29.000]  神啊 你說過的 敬畏你的一無所缺
[00:07:29.000 --> 00:07:34.000]  熟聖經的人更能夠有禱告的把握
[00:07:34.000 --> 00:07:38.000]  因為他抓住神的話 向神禱告
[00:07:38.000 --> 00:07:43.000]  知道神不會違背自己 他一定會答應我
[00:07:43.000 --> 00:07:48.000]  因此雅各就說 主啊 你這樣應許 我就這樣向你求
[00:07:48.000 --> 00:07:51.000]  第三 當他祈禱的時候很清楚地說
[00:07:51.000 --> 00:07:54.000]  我一切所有都是你賜給我的
[00:07:54.000 --> 00:07:57.000]  以前有些什麼呢?
[00:07:57.000 --> 00:08:00.000]  以前出來的時候 得了一條手掌
[00:08:00.000 --> 00:08:04.000]  孤身一人就馬上逃亡
[00:08:04.000 --> 00:08:07.000]  但現在回來了 雖然二十年是很長的時間
[00:08:07.000 --> 00:08:10.000]  但神賜福給他 有兒有女
[00:08:10.000 --> 00:08:14.000]  有很多的財富 有很多的神給他的祝福
[00:08:14.000 --> 00:08:17.000]  兩大對人回來
[00:08:17.000 --> 00:08:20.000]  各位弟兄姊妹 當你有些時候感覺憂慮的時候
[00:08:20.000 --> 00:08:23.000]  你要記得你一切所有的
[00:08:23.000 --> 00:08:26.000]  無論你的財富或者你的健康
[00:08:26.000 --> 00:08:30.000]  都是神所賜給你的 因此他會負責的
[00:08:30.000 --> 00:08:33.000]  是他賜的 神啊 是你賜給我
[00:08:33.000 --> 00:08:39.000]  我已經知道一切一切的豐富 求你保守住 求你負責
[00:08:39.000 --> 00:08:43.000]  弟兄姊妹知道我曾經做過心臟的手術
[00:08:43.000 --> 00:08:46.000]  有些弟兄姊妹後來跟我說
[00:08:46.000 --> 00:08:48.000]  肖牧師 我現在才告訴你
[00:08:48.000 --> 00:08:50.000]  我認識一個朋友做你的手術
[00:08:50.000 --> 00:08:54.000]  睡了一張床後來不可以起身了
[00:08:54.000 --> 00:08:56.000]  有時候我會相信
[00:08:56.000 --> 00:09:01.000]  今天神賜給我的心臟 是他賜的
[00:09:01.000 --> 00:09:04.000]  有些時候 間中有些不舒服的時候
[00:09:04.000 --> 00:09:06.000]  有時候會有些害怕
[00:09:06.000 --> 00:09:13.000]  我一想 心臟都不是我的 是天父賜給我的
[00:09:13.000 --> 00:09:16.000]  因此他會負責的 他會看顧著的
[00:09:16.000 --> 00:09:19.000]  因此就安心交託給主
[00:09:19.000 --> 00:09:22.000]  在家庭當中面對不同的事情
[00:09:22.000 --> 00:09:26.000]  你要記得這個家是神賜給你的
[00:09:26.000 --> 00:09:29.000]  你安心將它交託給主
[00:09:29.000 --> 00:09:31.000]  神是會負責的
[00:09:31.000 --> 00:09:35.000]  在當中來到全心的禱告神
[00:09:35.000 --> 00:09:39.000]  你會發覺很多時候神會容許一些困難出現
[00:09:39.000 --> 00:09:42.000]  往往是給我們一種激勵
[00:09:42.000 --> 00:09:46.000]  催促我們要去全心的依靠神
[00:09:46.000 --> 00:09:48.000]  甚至在過程當中很多反省
[00:09:48.000 --> 00:09:53.000]  反省自己的虧欠 也幫助自己成長
[00:09:53.000 --> 00:09:57.000]  這些困難有些時候是變相的祝福
[00:09:57.000 --> 00:10:01.000]  所以我們看到神是施恩的上帝
[00:10:01.000 --> 00:10:04.000]  我曾經和大家在很多年前分享過
[00:10:04.000 --> 00:10:07.000]  就是一位弟兄講他的故事
[00:10:07.000 --> 00:10:10.000]  他說他和他爸爸之間的關係很惡劣
[00:10:10.000 --> 00:10:13.000]  他很憎恨他爸爸
[00:10:13.000 --> 00:10:16.000]  有一次多年沒有和父親接觸
[00:10:16.000 --> 00:10:20.000]  有一次有朋友很真誠地為他祈禱
[00:10:20.000 --> 00:10:22.000]  一路祈禱的時候突然間很奇怪
[00:10:22.000 --> 00:10:24.000]  一幅圖畫出現了
[00:10:24.000 --> 00:10:25.000]  是什麼圖畫呢?
[00:10:25.000 --> 00:10:27.000]  就是他自己很小的時候
[00:10:27.000 --> 00:10:30.000]  有一次爸爸帶他去公園玩
[00:10:30.000 --> 00:10:32.000]  他有一個小小的山丘
[00:10:32.000 --> 00:10:34.000]  他很開心地在那裏跑
[00:10:34.000 --> 00:10:36.000]  跑到山上的時候
[00:10:36.000 --> 00:10:40.000]  一不小心踏錯腳就滾下來
[00:10:40.000 --> 00:10:43.000]  沿著山坡滾下山腳
[00:10:43.000 --> 00:10:47.000]  在這個時候他爸爸在山腳上跑著跑著
[00:10:47.000 --> 00:10:49.000]  跑到他滾下來的地方
[00:10:49.000 --> 00:10:52.000]  然後走過去一手抱著他
[00:10:52.000 --> 00:10:56.000]  然後很安全地將他放在地上
[00:10:56.000 --> 00:10:58.000]  突然間這個圖畫出現
[00:10:58.000 --> 00:11:00.000]  這位弟兄就感覺
[00:11:00.000 --> 00:11:04.000]  其實我爸爸也是愛我
[00:11:04.000 --> 00:11:06.000]  雖然他做了很多不應該做的事情
[00:11:06.000 --> 00:11:09.000]  但他仍然是愛我的
[00:11:09.000 --> 00:11:11.000]  在那種感受重現的時候
[00:11:11.000 --> 00:11:15.000]  突然間他覺得他可以饒恕爸爸
[00:11:15.000 --> 00:11:16.000]  同時他開始想
[00:11:16.000 --> 00:11:18.000]  其實之間惡劣的關係
[00:11:18.000 --> 00:11:20.000]  自己也有責任
[00:11:20.000 --> 00:11:23.000]  他開始祈禱求神寬恕
[00:11:23.000 --> 00:11:26.000]  祈禱求神繼續幫助他
[00:11:26.000 --> 00:11:28.000]  愛護他的父親
[00:11:28.000 --> 00:11:31.000]  之後他就接觸他的父親
[00:11:31.000 --> 00:11:32.000]  各位弟兄姊妹
[00:11:32.000 --> 00:11:34.000]  不是人的工作
[00:11:34.000 --> 00:11:37.000]  求神幫助你去寬恕別人
[00:11:37.000 --> 00:11:40.000]  也要接受別人的求寬恕
[00:11:40.000 --> 00:11:44.000]  在過程當中讓神介入你的家庭
[00:11:44.000 --> 00:11:47.000]  你所面對的困難的事情
[00:11:47.000 --> 00:11:49.000]  我們再看回一件事情
[00:11:49.000 --> 00:11:53.000]  就是我們去到三十二章三十三章的時候
[00:11:53.000 --> 00:11:54.000]  你發覺很奇妙
[00:11:54.000 --> 00:11:56.000]  耳塞改變了
[00:11:56.000 --> 00:11:58.000]  二十年之前要殺弟弟
[00:11:58.000 --> 00:12:01.000]  現在竟然要去愛護他的弟弟
[00:12:01.000 --> 00:12:05.000]  大家看看三十三章第四節
[00:12:05.000 --> 00:12:06.000]  在第四節這樣說
[00:12:06.000 --> 00:12:08.000]  「以素跑來迎接他
[00:12:08.000 --> 00:12:09.000]  擁抱他
[00:12:09.000 --> 00:12:11.000]  伏在他頸上
[00:12:11.000 --> 00:12:12.000]  與他親嘴
[00:12:12.000 --> 00:12:16.000]  兩個人都哭了」
[00:12:16.000 --> 00:12:18.000]  我相信亞國當時
[00:12:18.000 --> 00:12:20.000]  看到哥哥走過來
[00:12:20.000 --> 00:12:22.000]  跑向他的時候
[00:12:22.000 --> 00:12:25.000]  你猜他心情如何呢?
[00:12:25.000 --> 00:12:27.000]  很緊張
[00:12:27.000 --> 00:12:31.000]  看看哥哥身邊的腰間有沒有掛著一把刀
[00:12:31.000 --> 00:12:35.000]  會不會跑過來一刀就斬過來呢?
[00:12:35.000 --> 00:12:36.000]  但是沒有
[00:12:36.000 --> 00:12:38.000]  哥哥跑過來的時候
[00:12:38.000 --> 00:12:40.000]  竟然就抱著他
[00:12:40.000 --> 00:12:42.000]  我想亞國當時全身僵硬
[00:12:42.000 --> 00:12:44.000]  也不知道怎麼反應
[00:12:44.000 --> 00:12:46.000]  但是哥哥就抱著他
[00:12:46.000 --> 00:12:48.000]  伏在他的頸上
[00:12:48.000 --> 00:12:52.000]  然後兩個人都很感動地哭了
[00:12:52.000 --> 00:12:55.000]  你可以想像當時的男士很有權威
[00:12:55.000 --> 00:12:56.000]  在很多的家人
[00:12:56.000 --> 00:12:58.000]  很多的奴僕面前
[00:12:58.000 --> 00:13:00.000]  兩個大男人就走
[00:13:00.000 --> 00:13:02.000]  二十年很多的恩怨
[00:13:02.000 --> 00:13:06.000]  在那個時候一掃而空
[00:13:06.000 --> 00:13:10.000]  突然間感受到哥哥對他的搖旋
[00:13:10.000 --> 00:13:12.000]  哥哥與他親嘴
[00:13:12.000 --> 00:13:15.000]  當時的親嘴象徵著歡喧
[00:13:15.000 --> 00:13:18.000]  從哪裡來的力量我們不知道
[00:13:18.000 --> 00:13:20.000]  但是肯定二十年之間
[00:13:20.000 --> 00:13:22.000]  神在二掃的生命當中
[00:13:22.000 --> 00:13:25.000]  也做了很多的工作
[00:13:25.000 --> 00:13:26.000]  以至他一見到弟弟
[00:13:26.000 --> 00:13:29.000]  可以馬上表達搖旋
[00:13:29.000 --> 00:13:30.000]  不單止表達搖旋
[00:13:30.000 --> 00:13:32.000]  他很清楚地向弟弟說
[00:13:32.000 --> 00:13:34.000]  你是我的弟弟
[00:13:34.000 --> 00:13:37.000]  弟弟啊不用送給我了
[00:13:37.000 --> 00:13:39.000]  不是表面說話
[00:13:39.000 --> 00:13:41.000]  而是很真誠地說
[00:13:41.000 --> 00:13:43.000]  我不用了不用了
[00:13:43.000 --> 00:13:47.000]  後來到弟弟不斷地來去請求
[00:13:47.000 --> 00:13:50.000]  他先收納這些禮物
[00:13:50.000 --> 00:13:52.000]  不是叫他做僕人
[00:13:52.000 --> 00:13:54.000]  郭猛說我是你的僕人
[00:13:54.000 --> 00:13:56.000]  你是我的主人
[00:13:56.000 --> 00:13:58.000]  他就說你是我的弟弟
[00:13:58.000 --> 00:14:01.000]  然後告訴他你們在我家裡住
[00:14:01.000 --> 00:14:04.000]  然後再說我送幾個人
[00:14:04.000 --> 00:14:07.000]  去保護著你回到家鄉
[00:14:07.000 --> 00:14:09.000]  很留心弟弟的需要
[00:14:09.000 --> 00:14:12.000]  表達出他的接納
[00:14:12.000 --> 00:14:15.000]  一個人當他寬恕別人的時候
[00:14:15.000 --> 00:14:21.000]  是將生命注入自己的內心
[00:14:21.000 --> 00:14:22.000]  有些人像什麼呢
[00:14:22.000 --> 00:14:24.000]  一個人交通意外
[00:14:24.000 --> 00:14:26.000]  突然出口血很多
[00:14:26.000 --> 00:14:27.000]  臉色蒼白
[00:14:27.000 --> 00:14:29.000]  口唇紫了
[00:14:29.000 --> 00:14:32.000]  去到醫院的時候馬上幫他輸血
[00:14:32.000 --> 00:14:35.000]  慢慢整個臉紅潤了
[00:14:35.000 --> 00:14:38.000]  因為注入了血
[00:14:38.000 --> 00:14:42.000]  一個人學習去寬恕別人的時候
[00:14:42.000 --> 00:14:46.000]  自己的生命重新注入了力量
[00:14:46.000 --> 00:14:48.000]  有很多例子
[00:14:48.000 --> 00:14:49.000]  當我們小心看的時候
[00:14:49.000 --> 00:14:52.000]  我們就發覺原來要恕別人
[00:14:52.000 --> 00:14:56.000]  是神對我們賜福的渠道
[00:14:56.000 --> 00:14:58.000]  我們試試看一看
[00:14:58.000 --> 00:15:00.000]  在亞國的情況
[00:15:00.000 --> 00:15:02.000]  他都很願意來到謙卑尋求寬恕
[00:15:02.000 --> 00:15:05.000]  在32章我們看回第13節
[00:15:05.000 --> 00:15:08.000]  前面32章第13節
[00:15:08.000 --> 00:15:10.000]  到15節
[00:15:10.000 --> 00:15:12.000]  亞國很想送禮物給哥哥
[00:15:12.000 --> 00:15:14.000]  得哥哥的歡心
[00:15:14.000 --> 00:15:18.000]  你見不見到有多少隻牛羊生畜
[00:15:18.000 --> 00:15:20.000]  有人計算一計算
[00:15:20.000 --> 00:15:22.000]  是有580隻
[00:15:22.000 --> 00:15:24.000]  嘩!這份大禮
[00:15:24.000 --> 00:15:26.000]  很大份的禮物
[00:15:26.000 --> 00:15:27.000]  580隻生畜
[00:15:27.000 --> 00:15:29.000]  很大的財富
[00:15:29.000 --> 00:15:32.000]  但是亞國很想清楚表明了
[00:15:32.000 --> 00:15:34.000]  他求寬恕的心
[00:15:34.000 --> 00:15:35.000]  不單止這樣
[00:15:35.000 --> 00:15:37.000]  去到哥哥面前的時候
[00:15:37.000 --> 00:15:39.000]  他七次俯伏在地上
[00:15:39.000 --> 00:15:43.000]  大家看回33章第3節
[00:15:43.000 --> 00:15:45.000]  七次俯伏在地上
[00:15:45.000 --> 00:15:48.000]  這種俯伏表示那種尊敬
[00:15:48.000 --> 00:15:50.000]  那種臣服
[00:15:50.000 --> 00:15:53.000]  表明了對哥哥那種很尊敬的態度
[00:15:53.000 --> 00:15:56.000]  尋求他的寬恕
[00:15:56.000 --> 00:15:58.000]  其實俯伏在當時含有一種
[00:15:58.000 --> 00:16:02.000]  承認自己有錯失的一種態度
[00:16:02.000 --> 00:16:06.000]  願意尋求寬恕的態度
[00:16:06.000 --> 00:16:09.000]  亞國過去是很自恃的
[00:16:09.000 --> 00:16:12.000]  很多時候靠自己的聰明
[00:16:12.000 --> 00:16:14.000]  來處理不同的事
[00:16:14.000 --> 00:16:16.000]  但是今天他謙卑下來
[00:16:16.000 --> 00:16:18.000]  承認自己有的錯失
[00:16:18.000 --> 00:16:21.000]  尋求哥哥對他的搖損
[00:16:21.000 --> 00:16:23.000]  在當時他用很多的禮物
[00:16:23.000 --> 00:16:24.000]  來給哥哥
[00:16:24.000 --> 00:16:26.000]  其中一件事大家請留意
[00:16:26.000 --> 00:16:30.000]  你看33章第11節
[00:16:30.000 --> 00:16:32.000]  第11節
[00:16:32.000 --> 00:16:36.000]  請你收下我帶來給你的禮物
[00:16:36.000 --> 00:16:39.000]  這裡的禮物這句字是很特別的
[00:16:39.000 --> 00:16:42.000]  原來的意思是說祝福
[00:16:42.000 --> 00:16:44.000]  或者祝福的禮物
[00:16:44.000 --> 00:16:47.000]  請你收下我的祝福
[00:16:47.000 --> 00:16:49.000]  大家想起什麼
[00:16:49.000 --> 00:16:53.000]  亞國曾經欺騙了哥哥什麼
[00:16:53.000 --> 00:16:59.000]  他長子的名分和長子的祝福
[00:16:59.000 --> 00:17:00.000]  欺騙了爸爸
[00:17:00.000 --> 00:17:02.000]  我是二嫂啊 爸爸
[00:17:02.000 --> 00:17:04.000]  祝福我吧
[00:17:04.000 --> 00:17:08.000]  爸爸就把哥哥的祝福給了他
[00:17:08.000 --> 00:17:10.000]  在這個時候他說
[00:17:10.000 --> 00:17:13.000]  哥哥請你收納我的祝福
[00:17:13.000 --> 00:17:18.000]  好像表示我願意將曾經搶奪你的
[00:17:18.000 --> 00:17:20.000]  交還給你
[00:17:20.000 --> 00:17:22.000]  透過這些大禮
[00:17:22.000 --> 00:17:26.000]  表達我的凝聚悔舊的心
[00:17:26.000 --> 00:17:31.000]  來表達對哥哥的一種求饒恕的態度
[00:17:31.000 --> 00:17:33.000]  當然我們會想起
[00:17:33.000 --> 00:17:36.000]  這裡好像有一點補償的含義
[00:17:36.000 --> 00:17:38.000]  但是你和我都知道
[00:17:38.000 --> 00:17:42.000]  真正的饒恕不是透過補償的
[00:17:42.000 --> 00:17:44.000]  不是好像很內疚那樣
[00:17:44.000 --> 00:17:46.000]  經常要補償補償
[00:17:46.000 --> 00:17:48.000]  真正的求饒恕
[00:17:48.000 --> 00:17:52.000]  是清楚地表明你認錯的心
[00:17:52.000 --> 00:17:58.000]  然後你發覺對方接納你是出於恩典的
[00:17:58.000 --> 00:18:00.000]  正如神接納我們
[00:18:00.000 --> 00:18:03.000]  寬恕我們的錯失是出於恩典的
[00:18:03.000 --> 00:18:05.000]  我們知道有伯伯的領受
[00:18:05.000 --> 00:18:10.000]  但領受的過程當中更深去愛神
[00:18:10.000 --> 00:18:13.000]  很多夫婦有些時候問及他們
[00:18:13.000 --> 00:18:16.000]  曾經有些事情得罪自己的太太
[00:18:16.000 --> 00:18:19.000]  但是後來尋求寬恕太太接納他
[00:18:19.000 --> 00:18:21.000]  心裡很感動
[00:18:21.000 --> 00:18:25.000]  更加知道他要疼愛太太多一點
[00:18:25.000 --> 00:18:29.000]  在關係當中尋求寬恕的人得到寬恕以後
[00:18:29.000 --> 00:18:33.000]  他會學懂更加去愛護對方
[00:18:33.000 --> 00:18:38.000]  而關係就更深的進入一個深一刻的層面
[00:18:38.000 --> 00:18:42.000]  因此不是補償而是在當中領受恩典
[00:18:42.000 --> 00:18:45.000]  而是進入更深的關係裏面
[00:18:45.000 --> 00:18:47.000]  因此我們見到亞各
[00:18:47.000 --> 00:18:49.000]  他謙卑自己尋求寬恕
[00:18:49.000 --> 00:18:53.000]  進入了一種新的恩典處境裏面
[00:18:53.000 --> 00:18:56.000]  各位頂智媒人我們看到這個例子
[00:18:56.000 --> 00:18:58.000]  我們見到亞各
[00:18:58.000 --> 00:19:01.000]  第一他承認自己的錯失
[00:19:01.000 --> 00:19:04.000]  第二他承認因為自己的錯失
[00:19:04.000 --> 00:19:06.000]  讓對方受到傷害
[00:19:06.000 --> 00:19:09.000]  第三他很願意用各種方法
[00:19:09.000 --> 00:19:13.000]  表明自己誠實求寬恕的心
[00:19:13.000 --> 00:19:15.000]  而神就賜福他們兄弟的關係
[00:19:15.000 --> 00:19:18.000]  重新得到和睦
[00:19:18.000 --> 00:19:21.000]  但願神將這些經歷都賜給我們
[00:19:21.000 --> 00:19:24.000]  如果你的家庭你的親人之間有和睦
[00:19:24.000 --> 00:19:25.000]  我為你感謝神
[00:19:25.000 --> 00:19:27.000]  如果有一些衝突
[00:19:27.000 --> 00:19:29.000]  不要怕
[00:19:29.000 --> 00:19:31.000]  你全心的祈禱
[00:19:31.000 --> 00:19:32.000]  倚靠神
[00:19:32.000 --> 00:19:36.000]  神將新的恩惠賜給你們的家庭
[00:19:36.000 --> 00:19:38.000]  我們一起祈禱
[00:19:38.000 --> 00:19:41.000]  天父我們感謝你
[00:19:41.000 --> 00:19:45.000]  因為你永永遠遠是我們的盼望
[00:19:45.000 --> 00:19:49.000]  求主教導我們尋求你的恩惠
[00:19:49.000 --> 00:19:51.000]  你自己是有困難
[00:19:51.000 --> 00:19:54.000]  我們何時經歷你自己的報仇
[00:19:54.000 --> 00:19:57.000]  主啊讓亞各的經歷
[00:19:57.000 --> 00:20:00.000]  常常成為我們的免禮
[00:20:00.000 --> 00:20:03.000]  我們祈禱奉耶穌成名求
[00:20:03.000 --> 00:20:04.000]  阿門
[00:20:04.000 --> 00:20:05.000]  阿門
[00:20:05.000 --> 00:20:06.000]  阿門
[00:20:06.000 --> 00:20:07.000]  阿門
[00:20:07.000 --> 00:20:08.000]  阿門
[00:20:08.000 --> 00:20:09.000]  阿門
[00:20:09.000 --> 00:20:10.000]  阿門

