
[00:00:00.000 --> 00:00:04.620]  各位網友 多謝各位支持我們這次的活動
[00:06:38.660 --> 00:06:39.860]  做經理
[00:06:39.860 --> 00:06:42.100]  就不一定要自己去做了
[00:06:42.100 --> 00:06:45.060]  就寫一個memo、寫一個email
[00:06:45.060 --> 00:06:46.980]  那些人就會發生的了
[00:06:46.980 --> 00:06:49.700]  開始指引人去做事了
[00:06:49.700 --> 00:06:52.980]  去到20年到30年
[00:06:52.980 --> 00:06:58.220]  他發覺開始出現一個很奇怪的現象
[00:06:58.220 --> 00:07:03.620]  就是有些校友開始不做事
[00:07:03.620 --> 00:07:07.340]  或者甚至他們做了一些很錯的事
[00:07:07.340 --> 00:07:09.020]  在他們的人生的道路裏
[00:07:09.020 --> 00:07:11.860]  無端端不知為甚麼
[00:07:11.860 --> 00:07:16.580]  他們會做一些我們眼睛看來好像很傻的事
[00:07:16.580 --> 00:07:20.020]  而令他們身敗名裂的
[00:07:20.020 --> 00:07:21.620]  去到40歲的時候
[00:07:21.620 --> 00:07:25.300]  他說實在真的看到有幾個坐了牢
[00:07:25.300 --> 00:07:30.180]  他說當他回想這個進程的時候
[00:07:30.180 --> 00:07:31.860]  他就想起
[00:07:31.860 --> 00:07:34.420]  其實人生最危險的時候
[00:07:34.420 --> 00:07:37.260]  不是在你還在打工仔
[00:07:37.260 --> 00:07:40.780]  還是在早上、晚上被老闆整天在那裡打
[00:07:40.780 --> 00:07:45.460]  還是每天要很早起床、很晚才下班
[00:07:45.460 --> 00:07:48.900]  要很努力才能維持自己的生活
[00:07:48.900 --> 00:07:51.100]  然後希望盡興
[00:07:51.100 --> 00:07:53.220]  人生最危險的時候
[00:07:53.220 --> 00:07:58.900]  是當你覺得每樣東西已經穩妥了
[00:07:58.900 --> 00:08:02.300]  當你事業開始有成了
[00:08:02.300 --> 00:08:05.220]  結了婚有小朋友了
[00:08:05.220 --> 00:08:08.300]  然後你回到公司
[00:08:08.300 --> 00:08:11.300]  就可以沖杯咖啡坐在那裏看報紙
[00:08:11.300 --> 00:08:15.020]  就不用馬上趕著要開工了
[00:08:15.020 --> 00:08:16.980]  在那個時候
[00:08:16.980 --> 00:08:20.580]  原來我們是最容易會犯錯的
[00:08:20.580 --> 00:08:21.980]  為甚麼呢?
[00:08:21.980 --> 00:08:26.780]  或者我給一個例子給大家去看一下
[00:08:26.780 --> 00:08:29.660]  這個大家都認識的人物
[00:08:29.660 --> 00:08:33.700]  是阿里巴巴的創辦人馬雲
[00:08:33.700 --> 00:08:37.380]  馬雲我曾經和他接觸過一兩次
[00:08:37.380 --> 00:08:42.300]  實在是一個我們英文說的很charismatic的人
[00:08:42.300 --> 00:08:45.780]  他講話是非常之吸引
[00:08:45.780 --> 00:08:51.100]  而且中國人說「語不驚人死不休」
[00:08:51.100 --> 00:08:55.460]  是講一些令人覺得「啊?這樣的嗎?」
[00:08:55.460 --> 00:08:57.420]  但是是很attractive的
[00:08:57.420 --> 00:09:00.180]  馬雲講過很多
[00:09:00.180 --> 00:09:02.340]  如果你在Google裏面去按一下
[00:09:02.340 --> 00:09:04.620]  「Jetma Quotes」
[00:09:04.620 --> 00:09:08.740]  你會發覺馬雲是有很多經典名句的
[00:09:08.740 --> 00:09:10.500]  我不要叫他做金句
[00:09:10.500 --> 00:09:11.620]  是名句來的
[00:09:11.620 --> 00:09:15.060]  是inspire年輕人
[00:09:15.060 --> 00:09:17.500]  或者說做生意的應該要怎樣
[00:09:17.500 --> 00:09:20.660]  是很多很出名的名句
[00:09:20.660 --> 00:09:26.740]  但是在2020年的上海金融高峰會議裏面
[00:09:26.740 --> 00:09:33.260]  馬雲講了一段很出名的一個speech
[00:09:33.260 --> 00:09:38.180]  之後大家都知道那個結果是甚麼
[00:09:38.180 --> 00:09:42.980]  就是螞蟻金服這個要成立的
[00:09:42.980 --> 00:09:49.060]  要上市的一個全世界最大的集資的機構
[00:09:49.060 --> 00:09:50.900]  是不能上市
[00:09:50.900 --> 00:09:55.820]  然後一直出現連接的很多事件
[00:09:55.820 --> 00:09:59.340]  直到馬雲要下台
[00:09:59.340 --> 00:10:01.180]  然後要離開
[00:10:01.180 --> 00:10:06.380]  然後今天聽說在東京那裏生活
[00:10:06.380 --> 00:10:09.340]  大家如果有興趣的話
[00:10:09.340 --> 00:10:13.180]  可以上去YouTube看一看這段的speech
[00:10:13.180 --> 00:10:15.500]  究竟他講了些甚麼說話
[00:10:15.500 --> 00:10:20.220]  是會令到他自己惹來這麼大的災害呢?
[00:10:20.220 --> 00:10:22.500]  其中一句很出名的說話他講了
[00:10:22.500 --> 00:10:28.580]  他說我覺得今天中國的金融的危機
[00:10:28.580 --> 00:10:33.140]  金融制度上的危機根本是不會有危機
[00:10:33.140 --> 00:10:36.220]  因為在中國根本沒有金融的制度
[00:10:36.220 --> 00:10:39.540]  這句話是很大的一件事
[00:10:39.540 --> 00:10:41.860]  大家如果在YouTube上聽
[00:10:41.860 --> 00:10:47.900]  他講了這句話之後台下的人是很驚訝的
[00:10:47.900 --> 00:10:53.500]  你竟然去批評中國是沒有金融制度
[00:10:53.500 --> 00:10:58.660]  在台下有中國四大銀行的主席
[00:10:58.660 --> 00:11:01.220]  然後有很多很重要的人物
[00:11:01.220 --> 00:11:07.020]  但是你當面的去批評說根本就沒有金融的
[00:11:07.020 --> 00:11:09.340]  所以我做一個螞蟻金服
[00:11:09.340 --> 00:11:13.700]  做一個新的系統、新的制度出來
[00:11:13.700 --> 00:11:17.580]  是帶領我們走進去一個新的紀元
[00:11:17.580 --> 00:11:19.980]  對於他來說
[00:11:19.980 --> 00:11:25.260]  當然背後有很多故事是我們不為所知
[00:11:25.260 --> 00:11:28.700]  甚至我覺得不知比知更好
[00:11:28.700 --> 00:11:35.740]  但是一句這樣的說話可以令到一個大家這麼崇拜
[00:11:35.740 --> 00:11:40.700]  覺得他這麼成功的人物可以突然之間跌下來
[00:11:40.700 --> 00:11:45.620]  這個就是因為他去到那個滑路的地方
[00:11:45.620 --> 00:11:49.460]  就是他覺得他人生已經去到一個
[00:11:49.460 --> 00:11:51.220]  我講什麼都可以了
[00:11:51.220 --> 00:11:56.060]  我已經做什麼你都不敢動我的
[00:11:56.060 --> 00:12:01.660]  我可以做一些平時的人做不到的事情
[00:12:01.660 --> 00:12:06.060]  我可以甚至是過了一點點的東西
[00:12:06.060 --> 00:12:09.340]  你又奈我什麼何呢?
[00:12:09.340 --> 00:12:10.060]  各位弟兄姊妹
[00:12:10.060 --> 00:12:12.940]  今天我們看這段聖經
[00:12:12.940 --> 00:12:20.500]  大衛豈不是差不多在同一個這樣的環境裏面呢?
[00:12:20.500 --> 00:12:24.660]  除了馬雲之外其實有很多很多的例子
[00:12:24.660 --> 00:12:30.100]  但是聖經裏面大衛王的故事大家一定很熟悉
[00:12:30.100 --> 00:12:32.660]  為什麼我很喜歡講大衛呢?
[00:12:32.660 --> 00:12:34.380]  其實我上一次講的
[00:12:34.380 --> 00:12:36.860]  有一次來到這裡是講約瑟的
[00:12:36.860 --> 00:12:39.900]  因為Joseph就是我自己
[00:12:39.900 --> 00:12:43.460]  大衛David是我爸爸的名字
[00:12:43.460 --> 00:12:47.100]  下一次我可能要講我太太之類的名字
[00:12:47.100 --> 00:12:50.740]  他很害怕因為他坐在了一個會眾裏面
[00:12:50.740 --> 00:12:54.100]  但是David在聖經裏面講
[00:12:54.100 --> 00:12:56.660]  是上帝自己親口說
[00:12:56.660 --> 00:13:00.260]  這個是我最合心意的皇帝
[00:13:00.260 --> 00:13:03.580]  在他的一生裏面其實做了很多很多的事情
[00:13:03.580 --> 00:13:06.820]  是上帝很大的讚賞
[00:13:06.820 --> 00:13:08.220]  他直接這樣講
[00:13:08.220 --> 00:13:11.940]  他說這個就是一個
[00:13:11.940 --> 00:13:16.620]  exemplify(證明)了一個跟隨我的人是這樣做的
[00:13:16.620 --> 00:13:21.340]  其中有兩個大衛很出名的
[00:13:21.340 --> 00:13:23.420]  所做的事情就是
[00:13:23.420 --> 00:13:30.180]  當然就是用一塊石頭打死了哥利亞
[00:13:30.180 --> 00:13:31.980]  這個事蹟
[00:13:31.980 --> 00:13:34.700]  一個小孩子
[00:13:34.700 --> 00:13:36.700]  刀槍都沒有的
[00:13:36.700 --> 00:13:38.700]  盔甲都不穿的
[00:13:38.700 --> 00:13:40.700]  因為他穿了之後走不動
[00:13:40.700 --> 00:13:42.700]  然後他拿著五塊石頭
[00:13:42.700 --> 00:13:44.700]  拿著一條繩子
[00:13:44.700 --> 00:13:46.700]  一扔就扔死了
[00:13:46.700 --> 00:13:52.220]  在菲律賓人裏面當中最強大的戰士
[00:13:52.220 --> 00:13:54.220]  大家知不知道當年的打仗
[00:13:54.220 --> 00:13:56.220]  其實是很殘酷的
[00:13:56.220 --> 00:13:58.220]  但是也很civilized(文化化)的
[00:13:58.220 --> 00:14:01.260]  就是他不想這麼多人一起打死
[00:14:01.260 --> 00:14:05.580]  就不如每邊派一個最厲害的出來打
[00:14:05.580 --> 00:14:07.580]  然後那個打完
[00:14:07.580 --> 00:14:09.580]  那個贏了就當贏了
[00:14:09.580 --> 00:14:13.260]  大家如果有看過古代的片
[00:14:13.260 --> 00:14:16.260]  講這個阿基拉斯
[00:14:16.260 --> 00:14:17.260]  都是這樣的
[00:14:17.260 --> 00:14:19.260]  就是他走出來一個人打
[00:14:19.260 --> 00:14:21.260]  那邊就派一個最好打的
[00:14:21.260 --> 00:14:23.260]  當時的那場仗就是這樣
[00:14:23.260 --> 00:14:27.260]  有一本書叫做David and Goliath
[00:14:27.260 --> 00:14:29.260]  大衛與哥利亞
[00:14:29.260 --> 00:14:32.940]  他說解釋為什麼哥利亞會這麼倒霉
[00:14:32.940 --> 00:14:38.060]  一出來都還沒有接近就被人家扔死了
[00:14:38.060 --> 00:14:40.060]  因為哥利亞是巨人
[00:14:40.060 --> 00:14:43.340]  在醫學上他有巨人症
[00:14:43.340 --> 00:14:45.340]  太大了
[00:14:45.340 --> 00:14:47.980]  那些很巨型很大塊的人
[00:14:47.980 --> 00:14:51.820]  是因為腦下垂體產生了很多荷爾蒙
[00:14:51.820 --> 00:14:53.820]  那種growth hormone(肌肉荷爾蒙)
[00:14:53.820 --> 00:14:55.820]  太多了他會很大塊
[00:14:55.820 --> 00:14:57.820]  但是肌肉大而無當
[00:14:57.820 --> 00:14:59.820]  不是很大力
[00:14:59.820 --> 00:15:01.820]  所以他穿著一件很重的盔甲
[00:15:01.820 --> 00:15:03.820]  其實他走路已經很笨了
[00:15:03.820 --> 00:15:07.820]  然後再因為這裡有一個腫瘤
[00:15:07.820 --> 00:15:09.820]  有一個腦下垂體的腫瘤
[00:15:09.820 --> 00:15:12.820]  令到他的眼睛看東西是重影的
[00:15:12.820 --> 00:15:14.820]  所以他根本看不到大衛在哪裡
[00:15:14.820 --> 00:15:16.820]  大衛走到很近
[00:15:16.820 --> 00:15:18.820]  一扔就扔死了他
[00:15:18.820 --> 00:15:21.820]  這本書講的不是我講的東西
[00:15:21.820 --> 00:15:28.820]  但是這是一個很家傳戶曉的故事
[00:15:28.820 --> 00:15:30.820]  但是還有一樣東西大衛做得很厲害的
[00:15:30.820 --> 00:15:32.820]  不知道大家知不知道
[00:15:32.820 --> 00:15:34.820]  就是他是一個musician
[00:15:34.820 --> 00:15:39.820]  他是一個會彈琴的人
[00:15:39.820 --> 00:15:41.820]  一彈的時候掃下來
[00:15:41.820 --> 00:15:43.820]  頭痛就會消失了
[00:15:43.820 --> 00:15:47.820]  所以在那裡有一個大衛的像
[00:15:47.820 --> 00:15:50.820]  他拿著一個harp在彈琴
[00:15:50.820 --> 00:15:54.820]  而大衛用musical therapy(音樂治療)
[00:15:54.820 --> 00:15:56.820]  用音樂治療
[00:15:56.820 --> 00:15:58.820]  都是家傳戶曉的
[00:15:58.820 --> 00:16:04.820]  在聖經來到這段撒姆爾記下的第十一章之前
[00:16:04.820 --> 00:16:09.820]  其實大衛的一生已經將他自己所有的敵人
[00:16:09.820 --> 00:16:13.820]  他所有的危險都已經除去了
[00:16:13.820 --> 00:16:17.820]  當時蘇羅已經死了
[00:16:17.820 --> 00:16:19.820]  是戰死沙場
[00:16:19.820 --> 00:16:26.820]  並且連他的兒子約拿丹都一同葬身在戰場上
[00:16:26.820 --> 00:16:29.820]  所以他最大的threat(危險)
[00:16:29.820 --> 00:16:33.820]  最大的危機都已經過了
[00:16:33.820 --> 00:16:35.820]  就好像你找一份工作
[00:16:35.820 --> 00:16:37.820]  你過了probation(退休)
[00:16:37.820 --> 00:16:39.820]  你過了tenure(十年)
[00:16:39.820 --> 00:16:41.820]  其實你的工作很穩陣
[00:16:41.820 --> 00:16:46.820]  他的敵人一個一個都被戰敗
[00:16:46.820 --> 00:16:48.820]  被戰退了
[00:16:48.820 --> 00:16:50.820]  無論他是菲利士人
[00:16:50.820 --> 00:16:52.820]  或者是阿摩利人
[00:16:52.820 --> 00:16:56.820]  那些敵人見到他其實就已經退了
[00:16:56.820 --> 00:17:00.820]  所以在他的人生裏面
[00:17:00.820 --> 00:17:06.820]  或者說在他皇帝的崗位上
[00:17:06.820 --> 00:17:11.820]  他已經除去了他所有的challenges(挑戰)
[00:17:11.820 --> 00:17:14.820]  那些挑戰和困難
[00:17:14.820 --> 00:17:16.820]  就好比我們今天當中
[00:17:16.820 --> 00:17:20.820]  其實這裏有多少人是做managerial grade(管理級)
[00:17:20.820 --> 00:17:25.820]  即是在你下面有人要幫你工作
[00:17:25.820 --> 00:17:27.820]  要跟你工作請你舉手
[00:17:27.820 --> 00:17:30.820]  只有一個沒有可能
[00:17:30.820 --> 00:17:32.820]  兩個
[00:17:32.820 --> 00:17:34.820]  是不是
[00:17:34.820 --> 00:17:38.820]  原來我們這裏還有很多打工仔在這裏
[00:17:38.820 --> 00:17:40.820]  那你們安全了
[00:17:40.820 --> 00:17:42.820]  但那兩位要小心
[00:17:42.820 --> 00:17:47.820]  因為你以為你事業已經穩妥了
[00:17:47.820 --> 00:17:52.820]  你銀行的戶口存款就算打跛腳都不用擔心
[00:17:52.820 --> 00:17:55.820]  你亦都沒有人能解僱你
[00:17:55.820 --> 00:17:58.820]  只要你不要犯甚麼大錯
[00:17:58.820 --> 00:18:02.820]  在這個時候大衛就做了一件很奇怪的事
[00:18:02.820 --> 00:18:04.820]  在甚麼情況之下他做呢
[00:18:04.820 --> 00:18:06.820]  有一天
[00:18:06.820 --> 00:18:08.820]  這條聖經我們剛才讀的
[00:18:08.820 --> 00:18:11.820]  他在他的皇宮那裏睡午覺
[00:18:11.820 --> 00:18:13.820]  所以千萬不要睡午覺
[00:18:13.820 --> 00:18:17.820]  睡午覺是很危險的事
[00:18:17.820 --> 00:18:19.820]  他有一天無端端
[00:18:19.820 --> 00:18:21.820]  可能他已經很穩妥
[00:18:21.820 --> 00:18:23.820]  他沒有事做他睡午覺
[00:18:23.820 --> 00:18:25.820]  而且多數都是一個人這樣
[00:18:25.820 --> 00:18:28.820]  留在自己的家裏
[00:18:28.820 --> 00:18:30.820]  睡醒之後他就走出露台
[00:18:30.820 --> 00:18:37.820]  看一看那裏有個很漂亮的婦人在那裏洗澡
[00:18:37.820 --> 00:18:40.820]  然後就是剛才那段的故事
[00:18:40.820 --> 00:18:45.820]  他叫人把那個婦人叫進來
[00:18:45.820 --> 00:18:48.820]  這個就是拔屎巴
[00:18:48.820 --> 00:18:52.820]  他來到的時候就和她上了床
[00:18:52.820 --> 00:18:55.820]  然後這個女人就懷孕
[00:18:55.820 --> 00:18:58.820]  這個是第一個犯罪
[00:18:58.820 --> 00:19:00.820]  是他第一個墮落
[00:19:00.820 --> 00:19:03.820]  是那條slippery road
[00:19:03.820 --> 00:19:05.820]  那條斜路的第一次
[00:19:05.820 --> 00:19:07.820]  小小滑倒
[00:19:07.820 --> 00:19:11.820]  但是他還沒有人覺得自己是滑倒的
[00:19:11.820 --> 00:19:16.820]  他還沒有人知道這件事是很嚴重的後果
[00:19:16.820 --> 00:19:19.820]  但是原來罪呢
[00:19:19.820 --> 00:19:22.820]  原來我們的犯錯是會一件掩蓋一件
[00:19:22.820 --> 00:19:25.820]  一件加上一件的
[00:19:25.820 --> 00:19:33.820]  然後他就除了和別人上了床發生了關係
[00:19:33.820 --> 00:19:42.820]  而引致除了別人的妻子作為自己的妻子犯了姦淫罪之外
[00:19:42.820 --> 00:19:50.820]  並且是要為他犯的錯毀滅證據
[00:19:50.820 --> 00:19:54.820]  或者說減除一些後患
[00:19:54.820 --> 00:19:56.820]  於是剛才所讀的聖經就說
[00:19:56.820 --> 00:20:08.820]  她叫她的將軍將這個婦人的丈夫烏尼亞派到戰場
[00:20:08.820 --> 00:20:11.820]  確保他要戰死沙場
[00:20:11.820 --> 00:20:15.820]  所以他說你派他去最危險的地方然後撤退
[00:20:15.820 --> 00:20:19.820]  讓他在沙場上戰死
[00:20:19.820 --> 00:20:22.820]  當然在做這件事之前
[00:20:22.820 --> 00:20:26.820]  他一開始也希望可以做一些不太殘忍的事
[00:20:26.820 --> 00:20:28.820]  可以掩蓋這個罪過
[00:20:28.820 --> 00:20:31.820]  於是他就叫烏尼亞來到他那裡
[00:20:31.820 --> 00:20:34.820]  說不如你今晚回家休息一下
[00:20:34.820 --> 00:20:35.820]  吃點好東西
[00:20:35.820 --> 00:20:37.820]  甚至是灌醉了他
[00:20:37.820 --> 00:20:38.820]  然後送他回家
[00:20:38.820 --> 00:20:44.820]  希望他和太太同住一晚
[00:20:44.820 --> 00:20:47.820]  然後有孩子也不關我的事
[00:20:47.820 --> 00:20:49.820]  當然是你們夫妻倆的事了
[00:20:49.820 --> 00:20:52.820]  這些所有的東西告訴我們
[00:20:52.820 --> 00:20:54.820]  當我們犯罪的時候
[00:20:54.820 --> 00:20:57.820]  為了要掩飾我們的過錯
[00:20:57.820 --> 00:21:03.820]  是很自然地會一個疊一個疊一個這樣犯上去的
[00:21:03.820 --> 00:21:05.820]  當我們說了一個謊話的時候
[00:21:05.820 --> 00:21:07.820]  我們就要用另一個謊話
[00:21:07.820 --> 00:21:12.820]  再用另一個謊話去掩蓋我們所說的一些錯誤的話
[00:21:12.820 --> 00:21:18.820]  所以有個很出名的作家叫做馬克圖溫
[00:21:18.820 --> 00:21:20.820]  他說如果你說真話
[00:21:20.820 --> 00:21:22.820]  你不需要去記憶任何事
[00:21:22.820 --> 00:21:24.820]  如果你說真話
[00:21:24.820 --> 00:21:26.820]  就不需要好好記性
[00:21:26.820 --> 00:21:28.820]  因為那些東西就是這樣
[00:21:28.820 --> 00:21:30.820]  但是如果你說假話
[00:21:30.820 --> 00:21:34.820]  就需要很多的記性
[00:21:34.820 --> 00:21:39.820]  因為你的謊話是要掩蓋著另一個錯的事
[00:21:39.820 --> 00:21:43.820]  然後你又要用很多其他的謊話去掩蓋著那一個謊話
[00:21:43.820 --> 00:21:48.820]  就好像英國的前首相David Cameron
[00:21:48.820 --> 00:21:54.820]  被譽為其中一個說得最多謊話的英國首相
[00:21:54.820 --> 00:22:01.820]  很多人今天當然當英國脫了歐洲的聯盟之後
[00:22:01.820 --> 00:22:06.820]  很多人都發覺當年當日他所答應的
[00:22:06.820 --> 00:22:09.820]  所應許給英國國民的東西
[00:22:09.820 --> 00:22:12.820]  很多都是謊話很多都是落空
[00:22:12.820 --> 00:22:15.820]  並且他做這個全民投票
[00:22:15.820 --> 00:22:17.820]  做Brexit的投票
[00:22:17.820 --> 00:22:20.820]  都是一個謊話
[00:22:20.820 --> 00:22:24.820]  所以大衛就做回我們剛才所說的事
[00:22:24.820 --> 00:22:28.820]  為什麼他會get into trouble呢
[00:22:28.820 --> 00:22:32.820]  第一他太空閒沒事做
