
[00:00:00.000 --> 00:00:07.000]  多謝黃牧師能夠和大家一起在新年之後
[00:01:33.000 --> 00:01:37.000]  這個應該是2,不過如果我寫2,嚇死黃牧師
[00:01:37.000 --> 00:01:39.000]  死了,1去哪裡就不好了
[00:01:39.000 --> 00:01:42.000]  所以其實就是這樣的
[00:01:42.000 --> 00:01:44.000]  我希望這三次跟大家說
[00:01:44.000 --> 00:01:48.000]  非常的信,非常的望,非常的愛
[00:01:48.000 --> 00:01:51.000]  為什麼我想了這樣的名字呢?
[00:01:51.000 --> 00:01:54.000]  又沒有什麼特別的,不是在懶惰
[00:01:54.000 --> 00:01:57.000]  非常基督徒有兩個意思的
[00:01:57.000 --> 00:02:00.000]  非常就是不尋常的
[00:02:00.000 --> 00:02:03.000]  做基督徒也是很不尋常的
[00:02:03.000 --> 00:02:07.000]  但是我們有時候中文非常就有一個意思
[00:02:07.000 --> 00:02:09.000]  比如說非常好,非常好味
[00:02:09.000 --> 00:02:12.000]  那就是真的好味,就是很好味
[00:02:12.000 --> 00:02:14.000]  所以非常基督徒的意思就是說
[00:02:14.000 --> 00:02:18.000]  真是基督徒應該怎樣的
[00:02:18.000 --> 00:02:20.000]  也是非常的
[00:02:20.000 --> 00:02:23.000]  所以我就選了這個信望愛
[00:02:23.000 --> 00:02:25.000]  就有一點點特別的經文
[00:02:25.000 --> 00:02:27.000]  好像今天那段經文一讀
[00:02:27.000 --> 00:02:29.000]  你們知道這段是很難解的
[00:02:29.000 --> 00:02:32.000]  下一次那段都很難解的,說愛的
[00:02:32.000 --> 00:02:35.000]  這次這段都很難解的,就說信心
[00:02:35.000 --> 00:02:39.000]  就說阿伯拉罕獻以撒這件事件
[00:02:39.000 --> 00:02:43.000]  這件事件很多人都很少拿來說道
[00:02:43.000 --> 00:02:46.000]  因為這個很尷尬的,不知道為什麼會這樣
[00:02:46.000 --> 00:02:48.000]  不知道能說什麼,怕說錯
[00:02:48.000 --> 00:02:53.000]  但是我覺得這件事件本身是有一個很深刻的意思
[00:02:53.000 --> 00:02:57.000]  我嘗試跟大家分享一下我在這段日子裡面
[00:02:57.000 --> 00:03:01.000]  看這件事所得到的領袖,好不好
[00:03:01.000 --> 00:03:02.000]  我們一起來研究
[00:03:02.000 --> 00:03:06.000]  今天我們就特別集中在信心
[00:03:06.000 --> 00:03:08.000]  盼望算說了
[00:03:08.000 --> 00:03:11.000]  非常的盼望就上一月說了
[00:03:11.000 --> 00:03:15.000]  盼望羅馬書第八章說了一個沒有框框的盼望
[00:03:15.000 --> 00:03:17.000]  大家可能還記得一點
[00:03:17.000 --> 00:03:23.000]  一個在一切都,萬物都哀哭,身淫的時候
[00:03:23.000 --> 00:03:25.000]  我們竟然可以去讚美
[00:03:25.000 --> 00:03:28.000]  這是一個非常的盼望
[00:03:28.000 --> 00:03:30.000]  今天我們就不會重複那個了
[00:03:30.000 --> 00:03:33.000]  有興趣如果你說我都不太記得
[00:03:33.000 --> 00:03:35.000]  或者我錯過了,不要緊
[00:03:35.000 --> 00:03:37.000]  教會有得聽的
[00:03:37.000 --> 00:03:39.000]  想上網可以聽
[00:03:39.000 --> 00:03:42.000]  好,今天我們就只說一切的思想
[00:03:42.000 --> 00:03:47.000]  關於阿伯拉罕憲二傘這種非常的信心
[00:03:47.000 --> 00:03:52.000]  阿伯拉罕憲二傘剛才我們說的都很出名的
[00:03:52.000 --> 00:03:54.000]  很多時候在歷史上面
[00:03:54.000 --> 00:03:58.000]  尤其是在西方的有基督教背景的歷史上面
[00:03:58.000 --> 00:04:00.000]  時常討論這個問題
[00:04:00.000 --> 00:04:01.000]  有些成為一個哲學問題
[00:04:01.000 --> 00:04:04.000]  有些將它成為一個神學的問題
[00:04:04.000 --> 00:04:07.000]  今天我們就不會搞那些這麼複雜的東西
[00:04:07.000 --> 00:04:09.000]  當然如果你是讀哲學的背景
[00:04:09.000 --> 00:04:13.000]  西方哲學最著名的是19世紀的一個哲學家
[00:04:13.000 --> 00:04:16.000]  叫做奇克果的Soren Kierkegaard
[00:04:16.000 --> 00:04:18.000]  奇克果寫了一本很著名的書叫
[00:04:18.000 --> 00:04:19.000]  "Fear and Trembling"
[00:04:19.000 --> 00:04:21.000]  就是恐懼與戰略
[00:04:21.000 --> 00:04:24.000]  整本書裡面大部分內容就是分析
[00:04:24.000 --> 00:04:27.000]  看阿伯拉罕憲二傘的
[00:04:27.000 --> 00:04:30.000]  為什麼這麼重要呢
[00:04:30.000 --> 00:04:32.000]  哲學家都要討論這個問題呢
[00:04:32.000 --> 00:04:34.000]  因為這個事實上有很多哲學的問題
[00:04:34.000 --> 00:04:36.000]  是很令人迷惑的
[00:04:36.000 --> 00:04:38.000]  我們說阿伯拉罕憲二傘這件事
[00:04:38.000 --> 00:04:40.000]  是一件迷思的地方
[00:04:40.000 --> 00:04:42.000]  很迷惑的思想
[00:04:42.000 --> 00:04:44.000]  迷失的思想不是叫迷惑
[00:04:44.000 --> 00:04:45.000]  很迷失的思想
[00:04:45.000 --> 00:04:46.000]  為什麼呢
[00:04:46.000 --> 00:04:48.000]  首先第一很直接
[00:04:48.000 --> 00:04:52.000]  阿伯拉罕憲二傘殺人殺自己的兒子
[00:04:52.000 --> 00:04:54.000]  這是不可思議的
[00:04:54.000 --> 00:04:56.000]  還要神叫他殺
[00:04:56.000 --> 00:04:57.000]  更加不可思議
[00:04:57.000 --> 00:05:01.000]  難道在這個信仰裡面連道德都不需要嗎
[00:05:01.000 --> 00:05:02.000]  為了信仰
[00:05:02.000 --> 00:05:06.000]  是這個道德標準都可以降低
[00:05:06.000 --> 00:05:08.000]  甚至殺了自己的兒子
[00:05:08.000 --> 00:05:09.000]  這是難以想像的
[00:05:09.000 --> 00:05:11.000]  蠻族都不會這麼做
[00:05:11.000 --> 00:05:14.000]  何況基督教這個愛的宗教
[00:05:14.000 --> 00:05:16.000]  為什麼會發生這樣的事
[00:05:16.000 --> 00:05:21.000]  另外除了這個所謂哲學的問題之外
[00:05:21.000 --> 00:05:23.000]  我相信還有一個問題
[00:05:23.000 --> 00:05:25.000]  是大部分的基督徒讀的時候
[00:05:25.000 --> 00:05:26.000]  都會感覺到的
[00:05:26.000 --> 00:05:29.000]  可能阿伯拉罕他自己都會感覺到
[00:05:29.000 --> 00:05:31.000]  不過他聖經沒有記載他內心世界
[00:05:31.000 --> 00:05:33.000]  問過這個問題
[00:05:33.000 --> 00:05:35.000]  就是神自己自打嘴巴
[00:05:35.000 --> 00:05:36.000]  是不是
[00:05:36.000 --> 00:05:39.000]  神叫阿伯拉罕你將你的獨一兒子
[00:05:39.000 --> 00:05:42.000]  二傘殺了憲凡祭來給我
[00:05:42.000 --> 00:05:44.000]  這個問題就是
[00:05:44.000 --> 00:05:47.000]  其他當然除了道德的問題
[00:05:47.000 --> 00:05:50.000]  阿伯拉罕就說沒有理由我殺自己的兒子
[00:05:50.000 --> 00:05:52.000]  更加有一個更深的問題就是
[00:05:52.000 --> 00:05:56.000]  大家記得神多次和阿伯拉罕納約
[00:05:56.000 --> 00:05:58.000]  說我要選
[00:05:58.000 --> 00:06:00.000]  你是我所選召的
[00:06:00.000 --> 00:06:02.000]  我應許在你身上
[00:06:02.000 --> 00:06:05.000]  最重要的就是你以後的後裔
[00:06:05.000 --> 00:06:07.000]  成為大國
[00:06:07.000 --> 00:06:10.000]  阿伯拉罕說成為大國
[00:06:10.000 --> 00:06:12.000]  到一個地步天上的星那麼多
[00:06:12.000 --> 00:06:14.000]  地上的沙那麼多
[00:06:14.000 --> 00:06:16.000]  這個成為一個很大的國
[00:06:16.000 --> 00:06:18.000]  我相信阿伯拉罕都不是很明白的
[00:06:18.000 --> 00:06:20.000]  一個人就算你說
[00:06:20.000 --> 00:06:22.000]  我的後裔會天上的星地上的沙
[00:06:22.000 --> 00:06:23.000]  我都不相信
[00:06:23.000 --> 00:06:25.000]  哪有這麼多
[00:06:25.000 --> 00:06:27.000]  數起來就有千多人
[00:06:27.000 --> 00:06:29.000]  給你幾百年了
[00:06:29.000 --> 00:06:31.000]  是不是
[00:06:31.000 --> 00:06:33.000]  多了這麼多
[00:06:33.000 --> 00:06:36.000]  阿伯拉罕他心裏都不明白神說什麼的
[00:06:36.000 --> 00:06:38.000]  這個都不算了
[00:06:38.000 --> 00:06:40.000]  然後到100歲就有兒子
[00:06:40.000 --> 00:06:43.000]  你怎會有後裔呢
[00:06:43.000 --> 00:06:45.000]  這個已經很難了
[00:06:45.000 --> 00:06:47.000]  最後搞了一大輪
[00:06:47.000 --> 00:06:49.000]  一壓韓生了一個
[00:06:49.000 --> 00:06:51.000]  那個叫以撒
[00:06:51.000 --> 00:06:53.000]  神說一鋸他
[00:06:53.000 --> 00:06:55.000]  講極都不通
[00:06:55.000 --> 00:06:57.000]  在哪裏講都不通
[00:06:57.000 --> 00:07:00.000]  神為什麼要搞這樣的東西
[00:07:00.000 --> 00:07:02.000]  沒有理由的
[00:07:02.000 --> 00:07:03.000]  在我們的理智
[00:07:03.000 --> 00:07:05.000]  在阿伯拉罕的理由裏面
[00:07:05.000 --> 00:07:07.000]  數不到任何一個理由
[00:07:07.000 --> 00:07:09.000]  在道德問題之上
[00:07:09.000 --> 00:07:11.000]  再加上一個神自打罪罷神
[00:07:11.000 --> 00:07:13.000]  講過話不算數
[00:07:13.000 --> 00:07:15.000]  不但神的英許就只有一個傳人
[00:07:15.000 --> 00:07:17.000]  現在100歲了
[00:07:17.000 --> 00:07:19.000]  沒有什麼了
[00:07:19.000 --> 00:07:21.000]  是神跡才能生到
[00:07:21.000 --> 00:07:23.000]  現在唯一一個以後就是靠祂
[00:07:23.000 --> 00:07:25.000]  現在還要殺掉祂
[00:07:25.000 --> 00:07:28.000]  可以完成神自己的英許呢
[00:07:28.000 --> 00:07:30.000]  即是說玩笑而已
[00:07:30.000 --> 00:07:33.000]  所以我們這個都會有一個問題
[00:07:33.000 --> 00:07:35.000]  第三就是我們的讀者會有問題
[00:07:35.000 --> 00:07:37.000]  不單止阿伯拉罕會有問題
[00:07:37.000 --> 00:07:38.000]  我們讀者也有問題
[00:07:38.000 --> 00:07:39.000]  阿伯拉罕究竟他蠢
[00:07:39.000 --> 00:07:41.000]  因為他偉大
[00:07:41.000 --> 00:07:42.000]  你明白嗎
[00:07:42.000 --> 00:07:43.000]  即是神叫我這樣做
[00:07:43.000 --> 00:07:45.000]  我都不太喜歡的老實說
[00:07:45.000 --> 00:07:47.000]  叫你這樣做你喜歡嗎
[00:07:47.000 --> 00:07:49.000]  剛剛進入達南不遂
[00:07:49.000 --> 00:07:51.000]  咯他吧
[00:07:51.000 --> 00:07:53.000]  你以為玩東西嗎
[00:07:53.000 --> 00:07:55.000]  當然不會的
[00:07:55.000 --> 00:07:57.000]  你離譜的
[00:07:57.000 --> 00:07:59.000]  而且這小子當時來說就是沒有的了
[00:07:59.000 --> 00:08:01.000]  最寶貴的
[00:08:01.000 --> 00:08:03.000]  神
[00:08:03.000 --> 00:08:05.000]  剛才我們讀的時候你有沒有留意
[00:08:05.000 --> 00:08:07.000]  神是很賞命的
[00:08:07.000 --> 00:08:09.000]  講了三次說你的兒子
[00:08:09.000 --> 00:08:11.000]  你的獨生兒子
[00:08:11.000 --> 00:08:13.000]  即是裸勁
[00:08:13.000 --> 00:08:15.000]  你不要說我都知道
[00:08:15.000 --> 00:08:17.000]  不過你不要說這麼多次
[00:08:17.000 --> 00:08:19.000]  所以你想想
[00:08:19.000 --> 00:08:21.000]  整件事一路看完聖經的時候
[00:08:21.000 --> 00:08:23.000]  就充滿了很多這些問題
[00:08:23.000 --> 00:08:25.000]  究竟
[00:08:25.000 --> 00:08:27.000]  為甚麼會發生這樣的事
[00:08:27.000 --> 00:08:29.000]  今天我們當然不是問題解答
[00:08:29.000 --> 00:08:31.000]  如果解了這段聖經就算了
[00:08:31.000 --> 00:08:33.000]  我們是想在這段聖經裏面
[00:08:33.000 --> 00:08:35.000]  再進一步去探索
[00:08:35.000 --> 00:08:37.000]  阿伯拉罕的
[00:08:37.000 --> 00:08:39.000]  心路歷程
[00:08:39.000 --> 00:08:41.000]  看看
[00:08:41.000 --> 00:08:43.000]  究竟這件事除了我們
[00:08:43.000 --> 00:08:45.000]  解釋了之外
[00:08:45.000 --> 00:08:47.000]  能夠了解之外
[00:08:47.000 --> 00:08:49.000]  我們再更加在阿伯拉罕身上
[00:08:49.000 --> 00:08:51.000]  有一個問題
[00:08:51.000 --> 00:08:53.000]  為甚麼阿伯拉罕
[00:08:53.000 --> 00:08:55.000]  竟然最後可以被稱為信心之父
[00:08:55.000 --> 00:08:57.000]  他是信心之父
[00:08:57.000 --> 00:08:59.000]  他是一個典範
[00:08:59.000 --> 00:09:01.000]  在那裏我們學到甚麼信心
[00:09:01.000 --> 00:09:03.000]  好嗎
[00:09:03.000 --> 00:09:05.000]  現在我們開始
[00:09:05.000 --> 00:09:07.000]  今天下午
[00:09:07.000 --> 00:09:09.000]  我們進入這個旅程裏面
[00:09:09.000 --> 00:09:11.000]  首先我們剛才說
[00:09:11.000 --> 00:09:13.000]  不要再繳前
[00:09:13.000 --> 00:09:15.000]  這麼多哲學問題
[00:09:15.000 --> 00:09:17.000]  這是我們問的問題
[00:09:17.000 --> 00:09:19.000]  最重要是聽聖經怎樣說
[00:09:19.000 --> 00:09:21.000]  聖經才是真正的答案
[00:09:21.000 --> 00:09:23.000]  我們不去估它為甚麼
[00:09:23.000 --> 00:09:25.000]  我們看看聖經怎樣看
[00:09:25.000 --> 00:09:27.000]  我們首先花一點時間聽
[00:09:27.000 --> 00:09:29.000]  從聖經的角度
[00:09:29.000 --> 00:09:33.000]  他自己,聖經怎樣理解這件事
[00:09:33.000 --> 00:09:35.000]  聖經怎樣理解這件事
[00:09:35.000 --> 00:09:37.000]  我很想跟大家
[00:09:37.000 --> 00:09:39.000]  先說這兩點,很簡單
[00:09:39.000 --> 00:09:41.000]  我們待會集合後面才重要
[00:09:41.000 --> 00:09:43.000]  但這兩點都是一個很重要的基礎
[00:09:43.000 --> 00:09:45.000]  聖經怎樣看
[00:09:45.000 --> 00:09:47.000]  大家特別留意兩點
[00:09:47.000 --> 00:09:49.000]  第一,我們知道
[00:09:49.000 --> 00:09:51.000]  現在這件事過了之後
[00:09:51.000 --> 00:09:53.000]  後來阿伯拉罕都知道
[00:09:53.000 --> 00:09:55.000]  神是要試驗他
[00:09:55.000 --> 00:09:57.000]  所以我們
[00:09:57.000 --> 00:09:59.000]  第二二章一開始
[00:09:59.000 --> 00:10:01.000]  第一節就說,這時以後
[00:10:01.000 --> 00:10:03.000]  神試驗阿伯拉罕
[00:10:03.000 --> 00:10:05.000]  對他說你將他兒子帶來給我
[00:10:05.000 --> 00:10:07.000]  帶去山上獻凡祭給我
[00:10:07.000 --> 00:10:09.000]  我們很多時候
[00:10:09.000 --> 00:10:11.000]  我們讀聖經的時候
[00:10:11.000 --> 00:10:13.000]  有意無意受到這一節的影響
[00:10:13.000 --> 00:10:15.000]  我覺得神是設局來
[00:10:15.000 --> 00:10:17.000]  試驗他的
[00:10:17.000 --> 00:10:19.000]  不是真的
[00:10:19.000 --> 00:10:21.000]  還有
[00:10:21.000 --> 00:10:23.000]  阿伯拉罕也猜到
[00:10:23.000 --> 00:10:25.000]  玩過而已
[00:10:25.000 --> 00:10:27.000]  我就跟他玩過
[00:10:27.000 --> 00:10:29.000]  有時又帶火
[00:10:29.000 --> 00:10:31.000]  又帶刀
[00:10:31.000 --> 00:10:33.000]  又帶柴,什麼都帶齊
[00:10:33.000 --> 00:10:37.000]  如果我想
[00:10:37.000 --> 00:10:39.000]  看聖經
[00:10:39.000 --> 00:10:41.000]  我們進入阿伯拉罕的
[00:10:41.000 --> 00:10:43.000]  掙扎和理解
[00:10:43.000 --> 00:10:45.000]  我覺得這樣想不對
[00:10:45.000 --> 00:10:47.000]  其實阿伯拉罕不是從一開始
[00:10:47.000 --> 00:10:49.000]  就猜到神不是真的
[00:10:49.000 --> 00:10:51.000]  試一下他
[00:10:51.000 --> 00:10:53.000]  於是他就做足功夫
[00:10:53.000 --> 00:10:55.000]  然後他就說,沒事
[00:10:55.000 --> 00:10:57.000]  原來沒事
[00:10:57.000 --> 00:10:59.000]  沒事就好
[00:10:59.000 --> 00:11:01.000]  於是就給他獎勵,信心支付
[00:11:01.000 --> 00:11:03.000]  我覺得不是這樣
[00:11:03.000 --> 00:11:05.000]  因為我看聖經裡面
[00:11:05.000 --> 00:11:07.000]  很明顯聖經描述給我們看
[00:11:07.000 --> 00:11:09.000]  阿伯拉罕由頭到尾
[00:11:09.000 --> 00:11:11.000]  是很認真
[00:11:11.000 --> 00:11:13.000]  相信這件事
[00:11:13.000 --> 00:11:15.000]  他增加火
[00:11:15.000 --> 00:11:17.000]  他相信神要他殺
[00:11:17.000 --> 00:11:19.000]  他的兒子
[00:11:19.000 --> 00:11:21.000]  然後他就一直去做
[00:11:21.000 --> 00:11:23.000]  做到最後他舉起刀的時候
[00:11:23.000 --> 00:11:25.000]  他才知道原來不是
[00:11:25.000 --> 00:11:27.000]  今天我們過了之後看
[00:11:27.000 --> 00:11:29.000]  當然知道不是
[00:11:29.000 --> 00:11:31.000]  但一個過程當中,大家明不明白
[00:11:31.000 --> 00:11:33.000]  過程當中阿伯拉罕是
[00:11:33.000 --> 00:11:35.000]  不知道,也沒有想過
[00:11:35.000 --> 00:11:37.000]  不是
[00:11:37.000 --> 00:11:39.000]  譬如說聖經裡面我們看見
[00:11:39.000 --> 00:11:41.000]  那些行動上
[00:11:41.000 --> 00:11:43.000]  阿伯拉罕其實是
[00:11:43.000 --> 00:11:45.000]  如果你做戲這麼做
[00:11:45.000 --> 00:11:47.000]  就不會是這樣
[00:11:47.000 --> 00:11:49.000]  譬如說聖經裡面說到,阿伯拉罕清早起來
[00:11:49.000 --> 00:11:51.000]  預備好爐,還有帶著兩個銅箔
[00:11:51.000 --> 00:11:53.000]  還有自己的兒子以煞
[00:11:53.000 --> 00:11:55.000]  又劈好了
[00:11:55.000 --> 00:11:57.000]  憲凡祭所用的柴
[00:11:57.000 --> 00:11:59.000]  於是就去那個
[00:11:59.000 --> 00:12:01.000]  山上面
[00:12:01.000 --> 00:12:03.000]  這個就是
[00:12:03.000 --> 00:12:05.000]  清早就起來
[00:12:05.000 --> 00:12:07.000]  他沒有說慢慢
[00:12:07.000 --> 00:12:09.000]  什麼時候都不要緊,時間都不要緊
[00:12:09.000 --> 00:12:11.000]  反正都不用殺
[00:12:11.000 --> 00:12:13.000]  總之就是去繞個圈
[00:12:13.000 --> 00:12:15.000]  不是的,他走
[00:12:15.000 --> 00:12:17.000]  他計算那條路,去山上面太坑
[00:12:17.000 --> 00:12:19.000]  他未必能夠做到這件事
[00:12:19.000 --> 00:12:21.000]  所以他計算了時間
[00:12:21.000 --> 00:12:23.000]  他很認真
[00:12:23.000 --> 00:12:25.000]  這件事是
[00:12:25.000 --> 00:12:27.000]  我們相信阿伯拉罕
[00:12:27.000 --> 00:12:29.000]  認為是他人生裡面
[00:12:29.000 --> 00:12:31.000]  最難最難的一件事,但也是最嚴重的一件事
[00:12:31.000 --> 00:12:33.000]  最重要的一件事
[00:12:33.000 --> 00:12:35.000]  他都預備好,再找兩個銅箔
[00:12:35.000 --> 00:12:37.000]  跟他一起去
[00:12:37.000 --> 00:12:39.000]  為什麼找兩個銅箔,我們不知道
[00:12:39.000 --> 00:12:41.000]  為什麼,因為其實都不需要人幫手
[00:12:41.000 --> 00:12:43.000]  阿伯拉罕都不需要人幫手
[00:12:43.000 --> 00:12:45.000]  因為後來你見到
[00:12:45.000 --> 00:12:47.000]  以煞去
[00:12:47.000 --> 00:12:49.000]  自己可以背起他的柴
[00:12:49.000 --> 00:12:51.000]  我想那兩個銅箔去
[00:12:51.000 --> 00:12:53.000]  可能阿伯拉罕覺得
[00:12:53.000 --> 00:12:55.000]  他不知道殺了自己的兒子
[00:12:55.000 --> 00:12:57.000]  之後他會不會break down
[00:12:57.000 --> 00:12:59.000]  他真的會
[00:12:59.000 --> 00:13:01.000]  他不知道自己那時候的情緒
[00:13:01.000 --> 00:13:03.000]  和那樣東西是怎樣
[00:13:03.000 --> 00:13:05.000]  所以他不可能自己
[00:13:05.000 --> 00:13:07.000]  他不可能估計自己未必能回家
[00:13:07.000 --> 00:13:09.000]  因為太過
[00:13:09.000 --> 00:13:11.000]  太過戲劇性
[00:13:11.000 --> 00:13:13.000]  這件事
[00:13:13.000 --> 00:13:15.000]  太過痛苦
[00:13:15.000 --> 00:13:17.000]  所以他找兩個銅箔
[00:13:17.000 --> 00:13:19.000]  來看著他
[00:13:19.000 --> 00:13:21.000]  這個我相信是他的意思
[00:13:21.000 --> 00:13:23.000]  所以他是預備好,是很充足的
[00:13:23.000 --> 00:13:25.000]  把柴都撇好
[00:13:25.000 --> 00:13:27.000]  你不要說到時
[00:13:27.000 --> 00:13:29.000]  柴看看周山都有
[00:13:29.000 --> 00:13:31.000]  那就是拿來玩
[00:13:31.000 --> 00:13:33.000]  不是的,他很認真
[00:13:33.000 --> 00:13:35.000]  他計算過可以燒死
[00:13:35.000 --> 00:13:37.000]  他的兒子的柴
[00:13:37.000 --> 00:13:39.000]  是很絕的
[00:13:39.000 --> 00:13:41.000]  他計算過用好
[00:13:41.000 --> 00:13:43.000]  以前他萬無一失
[00:13:43.000 --> 00:13:45.000]  他怕上山後面
[00:13:45.000 --> 00:13:47.000]  沒有柴,就變了
[00:13:47.000 --> 00:13:49.000]  不好意思,搞不成
[00:13:49.000 --> 00:13:51.000]  還是先吧,他沒有想過
[00:13:51.000 --> 00:13:53.000]  這些可能性
[00:13:53.000 --> 00:13:55.000]  整件事裏面他是預備好
[00:13:55.000 --> 00:13:57.000]  我看到他去到的時候
[00:13:57.000 --> 00:13:59.000]  柴把樊祭的柴
[00:13:59.000 --> 00:14:01.000]  放在他的兒子身上
[00:14:01.000 --> 00:14:03.000]  你明白嗎
[00:14:03.000 --> 00:14:05.000]  放在他兒子身上
[00:14:05.000 --> 00:14:07.000]  不是開玩笑的
[00:14:07.000 --> 00:14:09.000]  然後拿刀和火
[00:14:09.000 --> 00:14:11.000]  插下去,然後點火
[00:14:11.000 --> 00:14:13.000]  你明白嗎
[00:14:13.000 --> 00:14:15.000]  是雙鳥殺他的
[00:14:15.000 --> 00:14:17.000]  是不是
[00:14:17.000 --> 00:14:19.000]  刀殺就算了
[00:14:19.000 --> 00:14:21.000]  打了之後製品,然後再燒
[00:14:21.000 --> 00:14:23.000]  所以我覺得是一個
[00:14:23.000 --> 00:14:25.000]  是很恐怖
[00:14:25.000 --> 00:14:27.000]  是很認真的行動
[00:14:27.000 --> 00:14:29.000]  所以
[00:14:29.000 --> 00:14:31.000]  還有
[00:14:31.000 --> 00:14:33.000]  就是
[00:14:33.000 --> 00:14:35.000]  聖經第九節和第十節就很清楚
[00:14:35.000 --> 00:14:37.000]  他說
[00:14:37.000 --> 00:14:39.000]  阿伯樂罕伸手拿刀
[00:14:39.000 --> 00:14:41.000]  要宰殺自己的兒子
[00:14:41.000 --> 00:14:43.000]  這個行動已經去到那裏
[00:14:43.000 --> 00:14:45.000]  拿起刀就要插下去
[00:14:45.000 --> 00:14:47.000]  神先截住他
[00:14:47.000 --> 00:14:49.000]  神不早截
[00:14:49.000 --> 00:14:51.000]  神多走一半說
[00:14:51.000 --> 00:14:53.000]  你真的去的嗎
[00:14:53.000 --> 00:14:55.000]  看你都幾認真
[00:14:55.000 --> 00:14:57.000]  回家吧,不是的
[00:14:57.000 --> 00:14:59.000]  神一直都不出聲那裏拿命
[00:14:59.000 --> 00:15:01.000]  你明白嗎
[00:15:01.000 --> 00:15:03.000]  有時你想起你自己人生
[00:15:03.000 --> 00:15:05.000]  早一點就沒有那麼害怕
[00:15:05.000 --> 00:15:07.000]  一壓汗
[00:15:07.000 --> 00:15:09.000]  去到最悶那一刻
[00:15:09.000 --> 00:15:11.000]  神才出現
[00:15:11.000 --> 00:15:13.000]  神是一直消失
[00:15:13.000 --> 00:15:15.000]  disappear
[00:15:15.000 --> 00:15:17.000]  我會跟大家稍為總結
[00:15:17.000 --> 00:15:19.000]  在我們人生裏面
[00:15:19.000 --> 00:15:21.000]  神有三種的情況
[00:15:21.000 --> 00:15:25.000]  在我們對神的信心裏面
[00:15:25.000 --> 00:15:27.000]  是有不同的挑戰
[00:15:27.000 --> 00:15:29.000]  第一個
[00:15:29.000 --> 00:15:31.000]  最好的就是神的presence
[00:15:31.000 --> 00:15:33.000]  即是神的同在
[00:15:33.000 --> 00:15:35.000]  我們在我們的經歷裏面
[00:15:35.000 --> 00:15:37.000]  很多事情有困難的時候
[00:15:37.000 --> 00:15:39.000]  我發覺神的手在這裏
[00:15:39.000 --> 00:15:41.000]  我有難過的時候,神有些經文
[00:15:41.000 --> 00:15:43.000]  本來我都想不到的
[00:15:43.000 --> 00:15:45.000]  他就輪到我身上有很大的幫助
[00:15:45.000 --> 00:15:47.000]  神的同在,神的出現
[00:15:47.000 --> 00:15:49.000]  對於我們的信心來講
[00:15:49.000 --> 00:15:51.000]  是很重要的
[00:15:51.000 --> 00:15:53.000]  但是我們發覺在聖經
[00:15:53.000 --> 00:15:55.000]  或者在我們的人生裏面
[00:15:55.000 --> 00:15:57.000]  還有神第二種方法
[00:15:57.000 --> 00:15:59.000]  讓我們對他有信心的
[00:15:59.000 --> 00:16:01.000]  就是神的失蹤
[00:16:01.000 --> 00:16:03.000]  有時候神失蹤了
[00:16:03.000 --> 00:16:05.000]  那裏才拿命
[00:16:05.000 --> 00:16:07.000]  是最需要他的時候他不在
[00:16:07.000 --> 00:16:09.000]  相信神說
[00:16:09.000 --> 00:16:11.000]  應該這個時間你動手吧
[00:16:11.000 --> 00:16:13.000]  沒有
[00:16:13.000 --> 00:16:15.000]  這個時間你講他話都好
[00:16:15.000 --> 00:16:17.000]  給他安慰我都好
