
[00:00:00.000 --> 00:00:05.960]  佛陀慈慕讓我們在聆聽主的說話
[00:06:23.440 --> 00:06:30.680]  我告訴大家 大英之父會告訴我很多他自己的屬靈上的挑戰
[00:06:30.680 --> 00:06:35.360]  或者肉身上的挑戰 工作上的挑戰等等的挑戰
[00:06:35.360 --> 00:06:38.280]  不過我很誠實地告訴大家
[00:06:38.280 --> 00:06:40.800]  因爲按照聖經的教導
[00:06:40.800 --> 00:06:50.600]  我從來都不會爲了你這些挑戰而得到圓滿解決來去土告的
[00:06:50.600 --> 00:06:55.000]  於是就有一個傳道人聽到我這樣說之後
[00:06:55.000 --> 00:06:57.640]  他就有個這樣的回應
[00:06:57.640 --> 00:07:04.360]  他說你這個黃兆權牧師正因爲是屬靈的孤寒鬼
[00:07:04.360 --> 00:07:07.160]  怎麼孤寒啊
[00:07:07.160 --> 00:07:09.960]  祈禱又不用花你多少錢
[00:07:09.960 --> 00:07:12.320]  不用錢的 是不是
[00:07:12.320 --> 00:07:21.520]  你都跟着祈禱 希望上帝爲他解決問題
[00:07:21.520 --> 00:07:23.520]  甚至你和他一起土告
[00:07:23.520 --> 00:07:29.400]  所以很多傳道人很喜歡聽見信徒有什麼需要就立刻拉着他來土告
[00:07:29.400 --> 00:07:31.720]  我不是說這個行爲錯
[00:07:31.720 --> 00:07:37.040]  但是就在和他一起土告的過程當中
[00:07:37.040 --> 00:07:41.560]  就在土告的內容的時候就說
[00:07:41.560 --> 00:07:45.120]  上帝你爲他解決這個問題
[00:07:45.120 --> 00:07:53.400]  如果他病的就讓你的私恩請求的手觸摸他的病處爲他土告
[00:07:53.400 --> 00:07:55.720]  希望他快點康復
[00:07:55.720 --> 00:08:04.400]  他有癌症 請你觸摸他的癌細胞 殺死他的癌細胞
[00:08:04.400 --> 00:08:06.760]  如果他告訴你他失業的
[00:08:06.760 --> 00:08:08.680]  就會在土告裏面立刻和他說
[00:08:08.680 --> 00:08:12.280]  上帝求你立刻賜一份工作給他
[00:08:12.280 --> 00:08:16.960]  使他能夠在這份工作裏面能夠榮耀神
[00:08:16.960 --> 00:08:21.600]  上帝你能夠得到更多的供應給這個家庭
[00:08:21.600 --> 00:08:24.600]  使他更有力去侍奉
[00:08:24.600 --> 00:08:27.280]  爲什麼那些傳道人喜歡做這些土告呢
[00:08:27.280 --> 00:08:33.360]  因爲這樣的即時土告很討人的喜悅
[00:08:33.360 --> 00:08:38.920]  你越病 我爲你土告你快點不用病
[00:08:38.920 --> 00:08:42.280]  你就覺得牧者很關心我了
[00:08:42.280 --> 00:08:46.400]  如果他土告真的我沒多久病好了
[00:08:46.400 --> 00:08:50.640]  他就說上帝的工作了
[00:08:50.640 --> 00:08:52.800]  但是我告訴大家聽
[00:08:52.800 --> 00:08:59.000]  這些土告往往只是爲了個人願望去土告
[00:08:59.000 --> 00:09:08.800]  也是這些假傳道人欺騙人的其中一種手段
[00:09:08.800 --> 00:09:10.360]  我會怎麼土告呢
[00:09:10.360 --> 00:09:12.080]  如果你告訴我你病了
[00:09:12.080 --> 00:09:15.960]  我就會和你說我們一起土告
[00:09:15.960 --> 00:09:19.560]  你不是一樣 先聽內容
[00:09:19.560 --> 00:09:20.760]  我會和你土告
[00:09:20.760 --> 00:09:23.800]  上帝啊 弟兄或者姐妹
[00:09:23.800 --> 00:09:26.360]  他現在在病患當中
[00:09:26.360 --> 00:09:32.840]  求主你在他這個病的過程當中
[00:09:32.840 --> 00:09:39.240]  能夠對生命的掌權能夠更清楚掌握
[00:09:39.240 --> 00:09:42.960]  不是醫生掌控我們的生命
[00:09:42.960 --> 00:09:46.360]  不是我個人掌控我們的生命
[00:09:46.360 --> 00:09:51.040]  因爲我們知道掌控生命的是上帝
[00:09:51.040 --> 00:09:54.800]  上帝可以使用醫生
[00:09:54.800 --> 00:09:58.720]  求你在醫療的過程中
[00:09:58.720 --> 00:10:02.440]  讓我學會如何向上主感恩
[00:10:02.440 --> 00:10:07.840]  如何在過程中更學會好好保養自己的生命
[00:10:07.840 --> 00:10:12.920]  珍惜有的生命和健康來爲主你所使用
[00:10:12.920 --> 00:10:17.360]  上主黨約我這個病未必會好
[00:10:17.360 --> 00:10:21.240]  但願在這個過程當中
[00:10:21.240 --> 00:10:24.760]  讓我餘下的人生
[00:10:24.760 --> 00:10:29.800]  可以爲主你作一個更有效的見證
[00:10:29.800 --> 00:10:35.320]  讓我也體會到上帝你與我同在的那種掙扎
[00:10:35.320 --> 00:10:38.320]  我會這樣土告
[00:10:38.320 --> 00:10:40.320]  爲什麼呢
[00:10:40.320 --> 00:10:44.680]  因爲如果我們的土告只是亂來
[00:10:44.680 --> 00:10:47.800]  只是望着自己的心意而去土告
[00:10:47.800 --> 00:10:49.800]  或者甚至代求的話
[00:10:49.800 --> 00:10:52.840]  你知不知道很大可能性
[00:10:52.840 --> 00:10:58.520]  你這種的土告是一種對上帝的干犯或者干擾
[00:10:58.520 --> 00:11:02.520]  一次半次我相信上帝都會饒恕的
[00:11:02.520 --> 00:11:07.240]  但如果你長期用這種思維在上帝的裏面
[00:11:07.240 --> 00:11:11.320]  將一些你明知上帝不會做的事
[00:11:11.320 --> 00:11:15.240]  或者你根本不知道上帝在過程當中
[00:11:15.240 --> 00:11:17.720]  有什麼特別的心意
[00:11:17.720 --> 00:11:22.520]  是透過病患困難帶到你生命當中的話
[00:11:22.520 --> 00:11:26.720]  你強要上帝滿足你的願望
[00:11:26.720 --> 00:11:30.520]  其實你真是奸臣濫後
[00:11:30.520 --> 00:11:32.520]  所以大英姐妹
[00:11:32.520 --> 00:11:37.520]  當如果我們去奸臣濫後的時候
[00:11:37.520 --> 00:11:42.520]  那份罪比你不土告更加的強烈
[00:11:42.520 --> 00:11:48.520]  我恐防上帝會見到你的土告
[00:11:48.520 --> 00:11:52.520]  直接反映你的不信在他面前
[00:11:52.520 --> 00:11:54.520]  上帝更加討厭
[00:11:54.520 --> 00:11:58.520]  所以有些人說我不信主都向上帝土告
[00:11:58.520 --> 00:12:00.520]  我相信神
[00:12:00.520 --> 00:12:04.520]  你知不知道上帝聽一個不信主的人的土告
[00:12:04.520 --> 00:12:06.520]  只有一種的土告
[00:12:06.520 --> 00:12:09.520]  就是認罪悔改的土告
[00:12:09.520 --> 00:12:14.520]  因爲認罪悔改是他整個信仰的路程的起點
[00:12:14.520 --> 00:12:17.520]  如果他連這個起點都沒有
[00:12:17.520 --> 00:12:20.520]  我土告凡事就已經得到上帝的滿足
[00:12:20.520 --> 00:12:23.520]  對不起你信的不是耶和華神
[00:12:23.520 --> 00:12:25.520]  你信的不是耶穌基督
[00:12:25.520 --> 00:12:27.520]  你信的是其他的宗教
[00:12:27.520 --> 00:12:31.520]  包括最普遍的其他的偶像
[00:12:31.520 --> 00:12:36.520]  王大仙 菩薩 觀世音
[00:12:36.520 --> 00:12:39.520]  那些的神就是滿足你
[00:12:39.520 --> 00:12:42.520]  因爲他們的背後就是魔鬼撒旦
[00:12:42.520 --> 00:12:46.520]  而魔鬼撒旦就是最喜歡滿足你的需要
[00:12:46.520 --> 00:12:50.520]  所以當我們詳細去看到土告這個題目
[00:12:50.520 --> 00:12:57.520]  絕對不是一件只不過閉上眼跪在地上
[00:12:57.520 --> 00:13:03.520]  很誠懇的在上帝裏面去陳述自己的願望
[00:13:03.520 --> 00:13:09.520]  土告有一個很重要的層次的學習
[00:13:09.520 --> 00:13:14.520]  今天我們就透過這段聖經來到一起的思想
[00:13:14.520 --> 00:13:18.520]  哥羅西書第一章第九至十四節
[00:13:18.520 --> 00:13:20.520]  有聖經的請大家一起打開
[00:13:20.520 --> 00:13:23.520]  我們一起去讀一下這段聖經好不好
[00:13:23.520 --> 00:13:26.520]  不是很長的
[00:13:26.520 --> 00:13:30.520]  請大家一起打開聖經讀一下
[00:13:30.520 --> 00:13:33.520]  好 我們一起讀
[00:13:33.520 --> 00:13:38.520]  因此我們自從聽見的日子
[00:13:38.520 --> 00:13:42.520]  也就爲你們不住地土告祈求
[00:13:42.520 --> 00:13:47.520]  祝你們在一切屬靈的智慧不勝上
[00:13:47.520 --> 00:13:50.520]  滿足知道神的旨意
[00:13:50.520 --> 00:13:54.520]  好叫你們行事爲人對得起主
[00:13:54.520 --> 00:13:57.520]  凡事蒙他喜悅
[00:13:57.520 --> 00:14:00.520]  在一切善事上結果子
[00:14:00.520 --> 00:14:06.520]  漸漸地多知道神照他榮耀的權能
[00:14:06.520 --> 00:14:09.520]  得以在各樣的力上加力
[00:14:09.520 --> 00:14:14.520]  好叫你們凡事歡歡喜喜地忍耐寬容
[00:14:14.520 --> 00:14:19.520]  又感謝父叫我們能與衆聖徒
[00:14:19.520 --> 00:14:22.520]  在光明中同得基業
[00:14:22.520 --> 00:14:26.520]  他救了我們脫離黑暗的權勢
[00:14:26.520 --> 00:14:30.520]  把我們遷到他愛子的國裏
[00:14:30.520 --> 00:14:34.520]  我們在愛子裏得蒙救贖
[00:14:34.520 --> 00:14:38.520]  罪過得以赦免
[00:14:38.520 --> 00:14:44.520]  哥羅西書在第一章的第一節至第二節
[00:14:44.520 --> 00:14:50.520]  就有一連串介紹到保羅和哥羅西教會的關係
[00:14:50.520 --> 00:14:53.520]  然後進入到第三至第八節裏
[00:14:53.520 --> 00:14:58.520]  就連續用了三個的猶豫
[00:14:58.520 --> 00:15:03.520]  來指出作爲一個信主的人
[00:15:03.520 --> 00:15:08.520]  他應該的生命是猶如福音的本質
[00:15:08.520 --> 00:15:11.520]  猶如主耶穌基督一樣
[00:15:11.520 --> 00:15:16.520]  他們會按照主的道理去行事
[00:15:16.520 --> 00:15:19.520]  即是說在這個世界當中
[00:15:19.520 --> 00:15:24.520]  按主使意行事是令人討厭的
[00:15:24.520 --> 00:15:29.520]  他仍然不會因此而去到屈服
[00:15:29.520 --> 00:15:38.520]  他會對一切的罪能夠在這個世界上幫助人脫離
[00:15:38.520 --> 00:15:40.520]  這是他的使命
[00:15:40.520 --> 00:15:47.520]  因此他願意直接地向人指出他的罪的問題
[00:15:47.520 --> 00:15:50.520]  這份是討厭的工作
[00:15:50.520 --> 00:15:56.520]  因爲在這個世界裏沒有人喜歡被人指出自己的罪
[00:15:56.520 --> 00:16:01.520]  但同時反映出一個真正信主的人
[00:16:01.520 --> 00:16:04.520]  他是願意面對自己的罪
[00:16:04.520 --> 00:16:08.520]  面對自己的錯而不會去抵賴
[00:16:08.520 --> 00:16:13.520]  當一個人的生命似福音的本質
[00:16:13.520 --> 00:16:15.520]  似耶穌基督
[00:16:15.520 --> 00:16:19.520]  他們的生命就會在第三章第八節
[00:16:19.520 --> 00:16:23.520]  第一章三至八節裏所講到
[00:16:23.520 --> 00:16:28.520]  他會成長 即是越來越成熟
[00:16:28.520 --> 00:16:32.520]  並且他會繼續繁衍
[00:16:32.520 --> 00:16:35.520]  英文用了兩個字很有意思
[00:16:35.520 --> 00:16:41.520]  They will keep growing and multiplying
[00:16:41.520 --> 00:16:47.520]  這兩個字我們也曾經講過是創世紀的用詞
[00:16:47.520 --> 00:16:49.520]  今天我們會再講
[00:16:49.520 --> 00:16:54.520]  我稍後會再次和大家討論這個問題
[00:16:54.520 --> 00:17:00.520]  而來到第九節至第十四節
[00:17:00.520 --> 00:17:07.520]  在這個部分我們看到保羅更進一步告訴他們
[00:17:07.520 --> 00:17:19.520]  如何爲他們的成熟生命獻上感恩和禱告
[00:17:19.520 --> 00:17:21.520]  上文我們已經講過
[00:17:21.520 --> 00:17:26.520]  如果大家去看一看第一章第三節
[00:17:26.520 --> 00:17:30.520]  已經講到保羅向上帝感謝
[00:17:30.520 --> 00:17:34.520]  能夠有一間哥羅西教會
[00:17:34.520 --> 00:17:41.520]  或者這羣信徒對上帝的遺身而向上帝感恩
[00:17:41.520 --> 00:17:43.520]  保羅沒有擦人鞋
[00:17:43.520 --> 00:17:49.520]  他只是向上帝見到信徒的生命像子基督
[00:17:49.520 --> 00:17:51.520]  向上帝感恩
[00:17:51.520 --> 00:17:58.520]  他沒有因爲自己和哥羅西教會沒有直接的關係
[00:17:58.520 --> 00:18:03.520]  而希望用這個機會去答關係
[00:18:03.520 --> 00:18:07.520]  所以在這裏請大家留意
[00:18:07.520 --> 00:18:11.520]  作爲基督徒在這個世界我們弟兄姊妹會互相幫助
[00:18:11.520 --> 00:18:13.520]  但不是因爲你幫助了他
[00:18:13.520 --> 00:18:14.520]  你答了個關係給他
[00:18:14.520 --> 00:18:17.520]  之後你就要他回報給你
[00:18:17.520 --> 00:18:19.520]  沒有啊 保羅都沒有這樣做
[00:18:19.520 --> 00:18:21.520]  答謝上帝
[00:18:21.520 --> 00:18:23.520]  你能夠幫到一個弟兄姊妹
[00:18:23.520 --> 00:18:25.520]  你能夠幫到一個信徒
[00:18:25.520 --> 00:18:28.520]  你是要向他感謝的
[00:18:28.520 --> 00:18:31.520]  不是這個給恩典或者幫你的人
[00:18:31.520 --> 00:18:33.520]  而是向上帝
[00:18:33.520 --> 00:18:38.520]  在這樣的大前提之下
[00:18:38.520 --> 00:18:42.520]  進入到第九至第十四節
[00:18:42.520 --> 00:18:45.520]  在這部分裏我準備分三個部分
[00:18:45.520 --> 00:18:51.520]  和大家一起更深入去看待討或者討告的問題
[00:18:51.520 --> 00:18:54.520]  一方面我們可以怎樣去待討
[00:18:54.520 --> 00:18:58.520]  另一方面我們接受了人家的待討
[00:18:58.520 --> 00:19:01.520]  我們應該怎樣去回應
[00:19:01.520 --> 00:19:04.520]  先從第一部分去看
[00:19:04.520 --> 00:19:06.520]  第一章第九節
[00:19:06.520 --> 00:19:12.520]  我們看的是究竟在什麼層面上作出待討
[00:19:12.520 --> 00:19:18.520]  第一章第九節這樣說
[00:19:18.520 --> 00:19:22.520]  因此我們自從聽見的日子
[00:19:22.520 --> 00:19:27.520]  也就爲你們不住地討告祈求
[00:19:27.520 --> 00:19:32.520]  願你們在一切屬靈的智慧不勝常
[00:19:32.520 --> 00:19:37.520]  滿心知道神的旨意
[00:19:37.520 --> 00:19:39.520]  正如我之前說過
[00:19:39.520 --> 00:19:42.520]  我從來不會只是爲弟兄姊妹
[00:19:42.520 --> 00:19:46.520]  你有困難而希望上帝經過討告之後
[00:19:46.520 --> 00:19:48.520]  爲你去除困難
[00:19:48.520 --> 00:19:50.520]  我不會這樣討告的
[00:19:50.520 --> 00:19:53.520]  困難是上帝加給我們的
[00:19:53.520 --> 00:19:55.520]  當然如果你自己招惹的
[00:19:55.520 --> 00:19:57.520]  這是另一個問題
[00:19:57.520 --> 00:19:59.520]  但是上帝容許
[00:19:59.520 --> 00:20:02.520]  或者上帝加在我們身上的困難
[00:20:02.520 --> 00:20:04.520]  最重要的目的
[00:20:04.520 --> 00:20:06.520]  是要讓我們去明白
[00:20:06.520 --> 00:20:10.520]  上帝在我們生命當中要做的事
[00:20:10.520 --> 00:20:14.520]  是拉近和上帝之間的關係
[00:20:14.520 --> 00:20:17.520]  所以待討的目的
[00:20:17.520 --> 00:20:19.520]  不是說我見到你有什麼困難
[00:20:19.520 --> 00:20:22.520]  然後爲你待討完事情得到解決
[00:20:22.520 --> 00:20:25.520]  然後我們一起在教會
[00:20:25.520 --> 00:20:28.520]  Hallelujah 讚美上帝
[00:20:28.520 --> 00:20:35.520]  上帝是要你在這些困難上經歷
[00:20:35.520 --> 00:20:39.520]  我不敢說
[00:20:39.520 --> 00:20:41.520]  哪一個人的見證
[00:20:41.520 --> 00:20:43.520]  我只說我自己
[00:20:43.520 --> 00:20:45.520]  如果大家知道
[00:20:45.520 --> 00:20:47.520]  早幾年前
[00:20:47.520 --> 00:20:49.520]  2023年的時候
[00:20:50.520 --> 00:20:52.520]  差不多COVID完了
[00:20:52.520 --> 00:20:59.520]  我整個COVID期間都沒有中招
[00:20:59.520 --> 00:21:03.520]  就是過了COVID之後
[00:21:03.520 --> 00:21:06.520]  我去探訪之後
[00:21:06.520 --> 00:21:09.520]  就中了招
[00:21:09.520 --> 00:21:15.520]  很多人就會覺得
[00:21:15.520 --> 00:21:17.520]  牧師你真是不走運
[00:21:20.520 --> 00:21:22.520]  你知道我那次COVID病的時候
[00:21:22.520 --> 00:21:24.520]  困在自己的房間
[00:21:24.520 --> 00:21:26.520]  整整十天
[00:21:26.520 --> 00:21:28.520]  頭七天發高燒
[00:21:28.520 --> 00:21:31.520]  我想了很多事
[00:21:31.520 --> 00:21:33.520]  我問了上帝很多次
[00:21:33.520 --> 00:21:36.520]  上帝啊
[00:21:36.520 --> 00:21:39.520]  爲什麼我要在一個這樣的時間
[00:21:39.520 --> 00:21:41.520]  這麼critical的時間
[00:21:41.520 --> 00:21:45.520]  纔去患COVID呢?
[00:21:45.520 --> 00:21:48.520]  我要答應一個姐妹
[00:21:48.520 --> 00:21:50.520]  爲她辦喪禮
[00:21:50.520 --> 00:21:54.520]  你叫我COVID
[00:21:54.520 --> 00:21:57.520]  我怎麼出去處理那個喪禮呢?
[00:21:57.520 --> 00:22:02.520]  我去答應過她的事
[00:22:02.520 --> 00:22:04.520]  我不能夠不做
[00:22:04.520 --> 00:22:06.520]  基督徒最起碼一樣東西
[00:22:06.520 --> 00:22:07.520]  講得出一定做得到
[00:22:07.520 --> 00:22:09.520]  答應了人的事一定要做
[00:22:09.520 --> 00:22:11.520]  就算要付出多少
[00:22:11.520 --> 00:22:13.520]  我都要做
[00:22:13.520 --> 00:22:15.520]  虧損自己都要去做
[00:22:15.520 --> 00:22:18.520]  因爲這是誠信的問題
[00:22:18.520 --> 00:22:20.520]  世人不會這樣想的
[00:22:20.520 --> 00:22:22.520]  哎呀
[00:22:22.520 --> 00:22:24.520]  算了
[00:22:24.520 --> 00:22:26.520]  要我自己付出
[00:22:26.520 --> 00:22:28.520]  那時候
[00:22:28.520 --> 00:22:30.520]  當我最辛苦的時候
[00:22:30.520 --> 00:22:33.520]  上帝說
[00:22:33.520 --> 00:22:35.520]  你不病
[00:22:35.520 --> 00:22:38.520]  你怎麼會體會到
[00:22:38.520 --> 00:22:40.520]  那個義人
[00:22:40.520 --> 00:22:42.520]  尤其是
[00:22:42.520 --> 00:22:45.520]  那個在喪禮裏面
[00:22:45.520 --> 00:22:47.520]  要去處理她的喪禮的人
[00:22:47.520 --> 00:22:50.520]  她的病的掙扎呢?
[00:22:50.520 --> 00:22:53.520]  我讓你的心跟她
[00:22:53.520 --> 00:22:55.520]  更加緊貼
[00:22:55.520 --> 00:22:57.520]  明白她多一點
[00:22:57.520 --> 00:23:00.520]  我還記得那個姐妹
[00:23:00.520 --> 00:23:01.520]  臨死之前
[00:23:01.520 --> 00:23:03.520]  她問了我一個問題
[00:23:03.520 --> 00:23:06.520]  她說牧師啊
[00:23:06.520 --> 00:23:09.520]  我很害怕
[00:23:10.520 --> 00:23:12.520]  我是不是
[00:23:12.520 --> 00:23:14.520]  打狗呢?
[00:23:14.520 --> 00:23:18.520]  你知不知道我怎麼回答這位姐妹
[00:23:18.520 --> 00:23:21.520]  我明白你怎麼害怕
[00:23:21.520 --> 00:23:23.520]  但是
[00:23:23.520 --> 00:23:25.520]  你能夠問這條問題
[00:23:25.520 --> 00:23:27.520]  你就是主的裏面
[00:23:27.520 --> 00:23:31.520]  因爲這是你最期望的事情
[00:23:31.520 --> 00:23:33.520]  講很容易的
[00:23:33.520 --> 00:23:35.520]  就是這個世白
[00:23:35.520 --> 00:23:37.520]  講很容易的
[00:23:37.520 --> 00:23:39.520]  你看看你家裏那些
[00:23:39.520 --> 00:23:41.520]  家裏人怎麼對你
[00:23:41.520 --> 00:23:43.520]  很多東西批評你
[00:23:43.520 --> 00:23:44.520]  很容易的
[00:23:44.520 --> 00:23:46.520]  叫他們做?
[00:23:46.520 --> 00:23:48.520]  上帝說
[00:23:48.520 --> 00:23:50.520]  我放你進去一個情況
[00:23:50.520 --> 00:23:52.520]  讓你的心
[00:23:52.520 --> 00:23:55.520]  更加體會到她的掙扎
[00:23:55.520 --> 00:24:00.520]  我明白上帝的心事
[00:24:00.520 --> 00:24:02.520]  我靜候
[00:24:02.520 --> 00:24:04.520]  我快點退燒
[00:24:04.520 --> 00:24:06.520]  不過我就瘋了
[00:24:06.520 --> 00:24:08.520]  喫過量退燒藥
[00:24:08.520 --> 00:24:10.520]  喫到自己都瘋了
[00:24:10.520 --> 00:24:13.520]  不可以死啊
[00:24:13.520 --> 00:24:16.520]  過量退燒藥
[00:24:16.520 --> 00:24:18.520]  有沒有人一天喫十粒
[00:24:18.520 --> 00:24:20.520]  太冷了
[00:24:20.520 --> 00:24:25.520]  大英姐妹
[00:24:25.520 --> 00:24:31.520]  好高從來不是爲了個人目的
[00:24:31.520 --> 00:24:33.520]  而去做的事
[00:24:33.520 --> 00:24:36.520]  這裏你看看保羅
[00:24:36.520 --> 00:24:38.520]  自從我聽見
[00:24:38.520 --> 00:24:40.520]  哥羅西教會那些事情
[00:24:40.520 --> 00:24:42.520]  從哪裏聽到的
[00:24:42.520 --> 00:24:44.520]  前面我們已經看過一個人物
[00:24:44.520 --> 00:24:46.520]  他是和保羅一起
[00:24:46.520 --> 00:24:48.520]  作同工復人的
[00:24:48.520 --> 00:24:50.520]  以巴弗
[00:24:50.520 --> 00:24:51.520]  以巴弗是誰
[00:24:51.520 --> 00:24:52.520]  以巴弗就是
[00:24:52.520 --> 00:24:54.520]  哥羅西教會本地人
[00:24:54.520 --> 00:24:57.520]  因爲他去了羅馬
[00:24:57.520 --> 00:24:59.520]  認識了保羅
[00:24:59.520 --> 00:25:01.520]  然後和保羅身上的傳道
[00:25:01.520 --> 00:25:03.520]  信了主
[00:25:03.520 --> 00:25:06.520]  將信仰帶回到
[00:25:06.520 --> 00:25:07.520]  哥羅西這個城市裏
[00:25:07.520 --> 00:25:09.520]  打開了哥羅西教會的
[00:25:09.520 --> 00:25:11.520]  其中一個信徒
