
[00:00:00.000 --> 00:00:03.660]  神是愛是我自己很喜歡的詩歌
[00:12:20.860 --> 00:12:22.380]  為什麼我要去到他面前
[00:12:22.380 --> 00:12:23.780]  告訴他我饒恕他
[00:12:23.780 --> 00:12:27.900]  或者在他面前跟他說一聲和好呢
[00:12:27.900 --> 00:12:30.100]  到最後你心裏面的聖靈的感動
[00:12:30.100 --> 00:12:32.260]  我感覺到一直推到
[00:12:32.260 --> 00:12:33.500]  我沒有辦法再忍受
[00:12:33.500 --> 00:12:36.460]  我知道我沒有可能繼續再做基督徒下去
[00:12:36.460 --> 00:12:39.580]  我不可以隱藏我裏面自己那種火
[00:12:39.580 --> 00:12:41.300]  然後我就勇氣
[00:12:41.300 --> 00:12:44.980]  去到那個人的面前
[00:12:44.980 --> 00:12:46.620]  用我最大的勇氣
[00:12:46.620 --> 00:12:48.220]  對他說
[00:12:48.220 --> 00:12:50.900]  某某弟兄
[00:12:50.900 --> 00:12:53.420]  我們之間我知道是有嫌隙
[00:12:53.420 --> 00:12:56.060]  我們有衝突
[00:12:56.060 --> 00:12:59.660]  不過我不再說誰對誰不對
[00:12:59.660 --> 00:13:00.780]  我只是想跟你說
[00:13:00.780 --> 00:13:02.460]  我試過
[00:13:02.460 --> 00:13:04.700]  我知道我有不對
[00:13:04.700 --> 00:13:08.020]  請你首先饒恕我
[00:13:08.020 --> 00:13:08.980]  哇 你知不知道
[00:13:08.980 --> 00:13:11.300]  我講這句話之前的心境
[00:13:11.300 --> 00:13:13.180]  真是想死 你知不知道
[00:13:13.180 --> 00:13:14.180]  死
[00:13:14.180 --> 00:13:15.180]  真是想死的
[00:13:15.180 --> 00:13:16.340]  講到心
[00:13:16.340 --> 00:13:17.660]  講的時候你明不明白
[00:13:17.660 --> 00:13:19.500]  將自己的面子全扔下
[00:13:19.500 --> 00:13:19.780]  你明不明白
[00:13:19.780 --> 00:13:20.700]  尤其是那個人
[00:13:20.700 --> 00:13:22.460]  我心裏面九千多個月來
[00:13:22.460 --> 00:13:23.980]  說是你錯的
[00:13:23.980 --> 00:13:25.980]  我無端端的攻擊你
[00:13:25.980 --> 00:13:26.860]  我有沒有搞錯
[00:13:26.860 --> 00:13:27.900]  我想了很多
[00:13:27.900 --> 00:13:28.740]  但最後我來到
[00:13:28.740 --> 00:13:31.260]  弟兄說我們不可以這樣下去
[00:13:31.260 --> 00:13:32.300]  我們大家一起示夢
[00:13:32.300 --> 00:13:34.380]  我們怎麼可以這樣下去
[00:13:34.380 --> 00:13:35.140]  無論如何
[00:13:35.140 --> 00:13:36.020]  誰對誰不對
[00:13:36.020 --> 00:13:37.020]  我不再說了
[00:13:37.020 --> 00:13:38.780]  但我想你饒恕我
[00:13:38.780 --> 00:13:41.740]  我覺得我在這件事上是有錯的
[00:13:41.740 --> 00:13:43.140]  請你饒恕我的錯
[00:13:43.140 --> 00:13:44.420]  哇 講之前真是想死
[00:13:44.420 --> 00:13:45.420]  但講了之後
[00:13:45.420 --> 00:13:46.620]  我告訴你我的心境
[00:13:46.620 --> 00:13:48.580]  突然間好像復活一樣
[00:13:48.580 --> 00:13:49.180]  一講了之後
[00:13:49.180 --> 00:13:50.500]  哇 舒服到
[00:13:50.500 --> 00:13:53.140]  一種我不懂得怎樣去形容
[00:13:53.140 --> 00:13:54.540]  你們試過 你知道嗎
[00:13:54.540 --> 00:13:57.340]  突然間心裏面那個結
[00:13:57.340 --> 00:13:58.300]  鬆了
[00:13:58.300 --> 00:14:00.780]  好像一種再生的一種
[00:14:00.780 --> 00:14:02.260]  輕飄飄那樣
[00:14:02.260 --> 00:14:03.620]  哇 跟他談完之後
[00:14:03.620 --> 00:14:06.020]  竟然那個弟兄也願意接受我
[00:14:06.020 --> 00:14:06.740]  他知不知道接受我
[00:14:06.740 --> 00:14:07.260]  是另外一回事
[00:14:07.260 --> 00:14:08.860]  我做了我要做的那部分
[00:14:08.860 --> 00:14:11.180]  不過感謝主那次他接受了我
[00:14:11.180 --> 00:14:13.060]  那時候當我跟他談完
[00:14:13.060 --> 00:14:13.820]  離開之後
[00:14:13.820 --> 00:14:16.020]  真是發覺整個人好像重生了
[00:14:16.020 --> 00:14:16.900]  你明不明白
[00:14:16.900 --> 00:14:18.060]  哇 好像復活一樣
[00:14:18.060 --> 00:14:19.460]  哇 輕飄飄
[00:14:19.460 --> 00:14:21.540]  生命裏面那塊石開了
[00:14:21.540 --> 00:14:24.300]  這個就是死出死入生
[00:14:24.300 --> 00:14:25.780]  你明不明白
[00:14:25.780 --> 00:14:27.220]  哎呀 當你恨人的時候
[00:14:27.220 --> 00:14:29.500]  你是死的
[00:14:29.500 --> 00:14:31.460]  當你放得低的時候
[00:14:31.460 --> 00:14:32.340]  你是生的
[00:14:32.340 --> 00:14:33.260]  你知不知道
[00:14:33.260 --> 00:14:34.820]  這個就是聖經所講
[00:14:34.820 --> 00:14:39.220]  你是能夠出死入生的
[00:14:39.220 --> 00:14:40.940]  該忍殺人
[00:14:40.940 --> 00:14:43.860]  但真正死的是該忍
[00:14:43.860 --> 00:14:45.940]  這個就是第一個很重要的真理
[00:14:45.940 --> 00:14:49.740]  同樣的 說到犧牲
[00:14:49.740 --> 00:14:51.340]  耶穌基督為我們犧牲
[00:14:51.340 --> 00:14:54.180]  所以我們見到弟兄有需要的時候
[00:14:54.180 --> 00:14:57.100]  我們怎麼可以硬著心不理呢
[00:14:57.100 --> 00:15:00.420]  還可以說是我們去愛神嗎
[00:15:00.420 --> 00:15:02.220]  這句話就是說挑戰我們
[00:15:02.220 --> 00:15:04.020]  說我見到有人需要的時候
[00:15:04.020 --> 00:15:07.100]  我那個付出 哎呀 一樣
[00:15:07.100 --> 00:15:11.260]  老實說每個人付出的時候都想死
[00:15:11.260 --> 00:15:12.380]  很慘的
[00:15:12.380 --> 00:15:13.980]  老實說我們真是
[00:15:13.980 --> 00:15:18.380]  我又不是誇張
[00:15:18.380 --> 00:15:22.060]  當你覺得你自己需要一個行動
[00:15:22.060 --> 00:15:23.900]  將你所擁有的那些部份
[00:15:23.900 --> 00:15:25.340]  或者你很珍惜的東西
[00:15:25.340 --> 00:15:27.020]  去拿出來給人
[00:15:27.020 --> 00:15:29.300]  有時是錢 有時不是錢
[00:15:29.300 --> 00:15:30.980]  有時是時間
[00:15:30.980 --> 00:15:33.980]  有時是一份纏繞很久的愛心
[00:15:33.980 --> 00:15:35.020]  你明不明白
[00:15:35.020 --> 00:15:36.580]  你知道跟他
[00:15:36.580 --> 00:15:38.820]  一落水幫他
[00:15:38.820 --> 00:15:42.780]  你們有段時間不得身
[00:15:42.780 --> 00:15:44.780]  其實你決定的時候
[00:15:44.780 --> 00:15:46.660]  其實有很大的掙扎
[00:15:46.660 --> 00:15:49.660]  那個真的好像想死的掙扎一樣
[00:15:49.660 --> 00:15:52.020]  因為捨去的自己 捨己
[00:15:52.020 --> 00:15:55.380]  那個過程是一種死亡的過程
[00:15:55.380 --> 00:15:57.100]  這筆錢明明是我的
[00:15:57.100 --> 00:15:58.700]  我辛辛苦苦賺回來的
[00:15:58.700 --> 00:16:00.420]  現在我就寫張支票
[00:16:00.420 --> 00:16:02.180]  呼 這樣去了
[00:16:02.180 --> 00:16:04.180]  真的想死的感覺
[00:16:04.180 --> 00:16:05.580]  我不是說吝嗇不吝嗇 你明不明白
[00:16:05.580 --> 00:16:07.660]  大家你明白我說的是什麼
[00:16:07.660 --> 00:16:10.180]  我是說事實
[00:16:10.180 --> 00:16:13.860]  今晚我明明是知道很多事要做的
[00:16:13.860 --> 00:16:16.260]  但是我知道今晚我一定要去探望那位弟兄
[00:16:16.260 --> 00:16:17.100]  探望那位姐妹
[00:16:17.100 --> 00:16:20.300]  因為他的需要實在不能再等明天了
[00:16:20.300 --> 00:16:22.700]  那我將今晚的時間拿出來
[00:16:22.700 --> 00:16:23.780]  真的想死的
[00:16:23.780 --> 00:16:26.620]  我知道我拿出來之後有什麼後果的
[00:16:26.620 --> 00:16:29.820]  人知道自己的時間是怎麼樣
[00:16:29.820 --> 00:16:33.260]  這些是一個放下自己
[00:16:33.260 --> 00:16:34.980]  就好像耶穌基督的那個捨己那樣
[00:16:34.980 --> 00:16:36.300]  是要死的
[00:16:36.300 --> 00:16:39.420]  每次去愛人的時候 付出的時候
[00:16:39.420 --> 00:16:41.500]  是要對自己要死的
[00:16:41.500 --> 00:16:43.220]  但是這個死帶來什麼呢?
[00:16:43.220 --> 00:16:45.060]  帶來你將來付出了愛的
[00:16:45.060 --> 00:16:46.740]  當這個弟兄或者姐妹
[00:16:46.740 --> 00:16:50.180]  去得到你所付出的愛的時候
[00:16:50.180 --> 00:16:53.460]  哎呀 你感覺到你的生命又回來了
[00:16:53.460 --> 00:16:55.020]  那種生命的感覺
[00:16:55.020 --> 00:16:58.540]  你發覺很值得的
[00:16:58.540 --> 00:16:59.460]  很多次都是這樣的
[00:16:59.460 --> 00:17:01.020]  每一次都說 哎呀 真是不好了
[00:17:01.020 --> 00:17:03.700]  再要這樣付出 再要這麼多時間
[00:17:03.700 --> 00:17:05.500]  哎呀 還要的 你已經奉獻了
[00:17:05.500 --> 00:17:06.780]  為什麼又要錢
