
[00:00:00.000 --> 00:00:09.200]  各位代表教會歡迎Sandy的家人一齊參加崇拜
[00:04:49.200 --> 00:04:53.200]  不保佑我 我都這麼厲害 這麼努力
[00:04:53.200 --> 00:04:56.200]  我又相信你了 雖然是初信
[00:04:56.200 --> 00:05:00.200]  但我都相信你 為什麼你不保守我
[00:05:00.200 --> 00:05:07.200]  進大學修完信才安心可以再進入大學的過程
[00:05:07.200 --> 00:05:12.200]  為什麼要我走回香港 收拾行李離開
[00:05:12.200 --> 00:05:20.200]  我可以這樣做的 真正的信是一回事
[00:05:20.200 --> 00:05:25.200]  是要經過操練的 磨練的
[00:05:25.200 --> 00:05:30.200]  不是像一般人說的 信耶穌信了之後
[00:05:30.200 --> 00:05:35.200]  就可以馬上封條語信 或者有問題變成沒問題
[00:05:35.200 --> 00:05:43.200]  最近有個姐妹問我 牧師你怎樣情況 驗血怎樣
[00:05:43.200 --> 00:05:46.200]  昨晚有個姐妹又傳短訊問我
[00:05:46.200 --> 00:05:51.200]  我都一次過說了 不用大家傳很多短訊給我
[00:05:51.200 --> 00:06:00.200]  現在驗出來的 紅血球高 白血球高 血糖高
[00:06:00.200 --> 00:06:05.200]  我問醫生什麼意思 最初他不肯說
[00:06:05.200 --> 00:06:12.200]  他說可能癌症 現在要驗癌
[00:06:12.200 --> 00:06:20.200]  在這個過程中 即我們自己做牧者
[00:06:20.200 --> 00:06:23.200]  其實都有信心的操練
[00:06:23.200 --> 00:06:28.200]  回顧我自己的第二仔
[00:06:28.200 --> 00:06:33.200]  出生之前同樣有一天 我記得那時候還沒到三個月懷孕
[00:06:33.200 --> 00:06:41.200]  師妹收到電話 說你驗血的情況不妥
[00:06:41.200 --> 00:06:44.200]  驗出來是什麼 驗過才知道
[00:06:44.200 --> 00:06:51.200]  驗什麼 原來胎兒可能是畸形的
[00:06:51.200 --> 00:06:54.200]  你去到的時候心情是怎樣呢
[00:06:54.200 --> 00:06:59.200]  其實加拿大政府還沒驗出來 都告訴你
[00:06:59.200 --> 00:07:03.200]  如果驗錯是什麼 可能是這個病症
[00:07:03.200 --> 00:07:06.200]  這個小朋友有什麼蒙古症 低血糖症
[00:07:06.200 --> 00:07:09.200]  你自己想想吧 但還沒驗出來就告訴你
[00:07:09.200 --> 00:07:11.200]  嚇了你一頓
[00:07:11.200 --> 00:07:14.200]  然後呢 現在去驗了
[00:07:14.200 --> 00:07:17.200]  驗了之後 等到不出結果
[00:07:17.200 --> 00:07:23.200]  那幾個月的時間 人生經歷崩潰
[00:07:23.200 --> 00:07:28.200]  每天都想著那件事 究竟會不會是呢
[00:07:28.200 --> 00:07:32.200]  醫生的建議是 如果知道的話
[00:07:32.200 --> 00:07:35.200]  六個月前還可以墮胎 打完胎
[00:07:35.200 --> 00:07:37.200]  那你就不用麻煩了 將來
[00:07:37.200 --> 00:07:41.200]  做到好像工廠啤公仔一樣
[00:07:41.200 --> 00:07:46.200]  有什麼瑕疵就可以丟掉
[00:07:46.200 --> 00:07:48.200]  QC不通過
[00:07:48.200 --> 00:07:53.200]  這個過程 信心的挑戰
[00:07:53.200 --> 00:07:58.200]  是一次又一次會在信徒的生命裡發生
[00:07:58.200 --> 00:08:04.200]  而不是以為信了耶穌之後 什麼上帝都會解決
[00:08:04.200 --> 00:08:07.200]  最可怕的一件事就是今天的教會
[00:08:07.200 --> 00:08:12.200]  卻將很多個別的例子 將它神跡化
[00:08:12.200 --> 00:08:15.200]  講到有了病 有了什麼事情
[00:08:15.200 --> 00:08:18.200]  之後上帝又怎樣神跡地解決
[00:08:18.200 --> 00:08:20.200]  我不是說拒絕上帝有神跡可以做得到
[00:08:20.200 --> 00:08:26.200]  但是上帝不一定要用神跡來處理每一件事情
[00:08:26.200 --> 00:08:29.200]  信是一個整個信徒的核心
[00:08:29.200 --> 00:08:34.200]  也是怎樣和上帝重新結連的主要元素
[00:08:34.200 --> 00:08:40.200]  信是必須要經過操練以及去鍛鍊
[00:08:40.200 --> 00:08:49.200]  而這個信才能在懷疑再建立這個連串的過程裡
[00:08:49.200 --> 00:08:52.200]  去認識我們的主是怎樣帶領我們
[00:08:52.200 --> 00:08:54.200]  所以今天我們會透過這段聖經
[00:08:54.200 --> 00:08:57.200]  馬太福音第26章第1至第5節
[00:08:57.200 --> 00:09:00.200]  一起思想一個很特別也是很重要的題目
[00:09:00.200 --> 00:09:04.200]  就叫做能勝過挑戰的信
[00:09:04.200 --> 00:09:09.200]  這份信是能夠讓我們去面對挑戰的
[00:09:09.200 --> 00:09:12.200]  而不是讓我們去享受上帝
[00:09:12.200 --> 00:09:15.200]  讓我們再次去看這段聖經說了什麼
[00:09:15.200 --> 00:09:17.200]  剛才姐妹幫我們讀了一次
[00:09:17.200 --> 00:09:19.200]  又是自己再讀一次
[00:09:19.200 --> 00:09:23.200]  一起打開馬太福音第26章第1至第5節
[00:09:23.200 --> 00:09:28.200]  一起去看這段聖經實際上說了什麼
[00:09:28.200 --> 00:09:30.200]  我們一起打開之後讀
[00:09:30.200 --> 00:09:34.200]  耶穌說完了這一切的話
[00:09:34.200 --> 00:09:36.200]  他就對門徒說
[00:09:36.200 --> 00:09:40.200]  你們知道過兩天是如月節
[00:09:40.200 --> 00:09:43.200]  人子將要被交給人
[00:09:43.200 --> 00:09:45.200]  釘在十字架上
[00:09:45.200 --> 00:09:49.200]  那時祭司長和民間的長老聚集在
[00:09:49.200 --> 00:09:53.200]  大祭司稱為該亞發的院裡
[00:09:53.200 --> 00:09:57.200]  大家相議要用詭計拿著耶穌
[00:09:57.200 --> 00:09:58.200]  殺他
[00:09:58.200 --> 00:10:02.200]  此時說當節的日子不可
[00:10:02.200 --> 00:10:05.200]  恐怕民間生亂
[00:10:05.200 --> 00:10:07.200]  一開始這段聖經說
[00:10:07.200 --> 00:10:10.200]  耶穌說完了這一切的話
[00:10:10.200 --> 00:10:12.200]  所指的一切的話
[00:10:12.200 --> 00:10:16.200]  當然是指從第24章至第25章裡
[00:10:16.200 --> 00:10:20.200]  一連串有關於主耶穌說
[00:10:20.200 --> 00:10:22.200]  我會離開你們一段日子
[00:10:22.200 --> 00:10:24.200]  不過我會再回來
[00:10:24.200 --> 00:10:27.200]  也回應了很先前提及的
[00:10:27.200 --> 00:10:29.200]  有關耶穌預言到
[00:10:29.200 --> 00:10:31.200]  他將會被捉拿
[00:10:31.200 --> 00:10:32.200]  被誰捉拿
[00:10:32.200 --> 00:10:36.200]  被猶太人的大祭司公會捉拿
[00:10:36.200 --> 00:10:38.200]  並且怎樣
[00:10:38.200 --> 00:10:40.200]  傷害、虐待
[00:10:40.200 --> 00:10:43.200]  並且釘死在十字架上
[00:10:43.200 --> 00:10:45.200]  不過死後第三天復活
[00:10:45.200 --> 00:10:48.200]  從這段聖經的背景
[00:10:48.200 --> 00:10:51.200]  我們可以看到耶穌用了很多篇幅
[00:10:51.200 --> 00:10:54.200]  很多時間去關懷這群信徒
[00:10:54.200 --> 00:10:56.200]  很擔心他們
[00:10:56.200 --> 00:10:58.200]  如果他真的有一段時間離開了這群門徒
[00:10:58.200 --> 00:11:00.200]  他們會不會走樣呢
[00:11:00.200 --> 00:11:02.200]  會不會馬上不相信呢
[00:11:02.200 --> 00:11:04.200]  耶穌在的時候
[00:11:04.200 --> 00:11:07.200]  還說有耶穌幫我擋一下問題
[00:11:07.200 --> 00:11:10.200]  耶穌不在了
[00:11:10.200 --> 00:11:12.200]  那怎樣好呢
[00:11:12.200 --> 00:11:15.200]  有問題的時候怎樣算好呢
[00:11:15.200 --> 00:11:19.200]  在上文我們一連串看了三個比喻
[00:11:19.200 --> 00:11:20.200]  十童女的比喻
[00:11:20.200 --> 00:11:21.200]  才幹的比喻
[00:11:21.200 --> 00:11:23.200]  以及後來耶穌說到
[00:11:23.200 --> 00:11:26.200]  有關於婚類的問題
[00:11:26.200 --> 00:11:28.200]  前面我已經說過
[00:11:28.200 --> 00:11:30.200]  山羊和綿羊的比喻不是說我們要做山羊
[00:11:30.200 --> 00:11:32.200]  而是做綿羊
[00:11:32.200 --> 00:11:34.200]  最重要的是說到
[00:11:34.200 --> 00:11:37.200]  我們會被各種旗類歸到
[00:11:37.200 --> 00:11:40.200]  屬神的子民還是非屬神的子民
[00:11:40.200 --> 00:11:44.200]  我們屬於哪一類人呢
[00:11:44.200 --> 00:11:47.200]  怎樣知道我們屬於哪一類人呢
[00:11:47.200 --> 00:11:51.200]  你沒有挑戰就不知道
[00:11:51.200 --> 00:11:55.200]  你沒有試過面對一些
[00:11:55.200 --> 00:11:59.200]  你真的要用信心去面對的事情的時候
[00:11:59.200 --> 00:12:02.200]  你不知道什麼叫做信
[00:12:02.200 --> 00:12:04.200]  所以耶穌在這裡說
[00:12:04.200 --> 00:12:08.200]  需要一些東西去挑戰這幫門徒
[00:12:08.200 --> 00:12:10.200]  現在進入到二十六章的時候
[00:12:10.200 --> 00:12:13.200]  就是這份挑戰進入到一個很白熱化的階段
[00:12:13.200 --> 00:12:16.200]  也都讓所有的門徒
[00:12:16.200 --> 00:12:18.200]  包括我們今天的讀者
[00:12:18.200 --> 00:12:20.200]  當我們讀到聖經的時候
[00:12:20.200 --> 00:12:22.200]  我們會開始明白到
[00:12:22.200 --> 00:12:26.200]  原來進入天國是不可以靠蒙混過關
[00:12:26.200 --> 00:12:28.200]  才可以進入到天國的
[00:12:28.200 --> 00:12:30.200]  耶穌在這裡的講解
[00:12:30.200 --> 00:12:32.200]  是叫我們進一步的明白到
[00:12:32.200 --> 00:12:34.200]  就是對於我們自己的靈性
[00:12:34.200 --> 00:12:36.200]  有多大的認識
[00:12:36.200 --> 00:12:39.200]  如果你連自己的靈性都不知道是什麼情況
[00:12:39.200 --> 00:12:41.200]  你經常說我要去侍奉
[00:12:41.200 --> 00:12:43.200]  其實你所做的只是
[00:12:43.200 --> 00:12:46.200]  如同這個鸚鵡學話一樣
[00:12:46.200 --> 00:12:50.200]  人家說什麼你就重複說一次
[00:12:50.200 --> 00:12:52.200]  其實這些情況
[00:12:52.200 --> 00:12:54.200]  在教會
[00:12:54.200 --> 00:12:58.200]  用英文說是loop了幾千年
[00:12:58.200 --> 00:13:02.200]  重複地說前人說的什麼
[00:13:02.200 --> 00:13:05.200]  所以你有沒有留意在教會裡面的圈子
[00:13:05.200 --> 00:13:08.200]  很多時候很多人說話都是說
[00:13:08.200 --> 00:13:11.200]  誰誰曾經說過什麼
[00:13:11.200 --> 00:13:14.200]  其實你看我講的很少
[00:13:14.200 --> 00:13:17.200]  我只是想知道聖經裡面說什麼
[00:13:17.200 --> 00:13:20.200]  我不想知道誰說了什麼
[00:13:20.200 --> 00:13:22.200]  因為那個人可能是錯的
[00:13:22.200 --> 00:13:24.200]  甚至我講話給你聽
[00:13:24.200 --> 00:13:27.200]  你都要去聖經讀過才好
[00:13:27.200 --> 00:13:29.200]  我說不重要
[00:13:29.200 --> 00:13:31.200]  最重要是聖經是否這樣說
[00:13:31.200 --> 00:13:35.200]  如果我們連這一點能力都沒有的時候
[00:13:35.200 --> 00:13:38.200]  我們怎樣面對我們接下來
[00:13:38.200 --> 00:13:41.200]  主耶穌不在我們身邊的這段時間呢
[00:13:41.200 --> 00:13:43.200]  而在這樣的過程當中
[00:13:43.200 --> 00:13:45.200]  我們會不會搞完九支
[00:13:45.200 --> 00:13:50.200]  又像今天的機構化教會那樣
[00:13:50.200 --> 00:13:56.200]  我們只是不斷重複做前人說過的事
[00:13:56.200 --> 00:14:01.200]  而沒有進入我們生命的信心操練呢
[00:14:01.200 --> 00:14:03.200]  這就是在這段聖經裡
[00:14:03.200 --> 00:14:06.200]  耶穌要進一步告訴我們的事情
[00:14:06.200 --> 00:14:08.200]  第一部分我想和大家去看的
[00:14:08.200 --> 00:14:10.200]  今天會分開兩個部分
[00:14:10.200 --> 00:14:13.200]  第一部分是第一節到第二節
[00:14:13.200 --> 00:14:15.200]  第二部分我們會一起去看的就是
[00:14:15.200 --> 00:14:20.200]  如何對護神作出全面付出的信
[00:14:20.200 --> 00:14:25.200]  耶穌和門徒在橄欖山說完這一連串的事情之後
[00:14:25.200 --> 00:14:27.200]  祂做了一個總結
[00:14:27.200 --> 00:14:30.200]  我們看看這個總結
[00:14:30.200 --> 00:14:32.200]  這個總結很有趣
[00:14:32.200 --> 00:14:34.200]  第一節到第二節
[00:14:34.200 --> 00:14:36.200]  耶穌說完這一切的話
[00:14:36.200 --> 00:14:38.200]  對門徒說
[00:14:38.200 --> 00:14:41.200]  你們知道過兩天是如月節
[00:14:41.200 --> 00:14:48.200]  人子將要被交給人釘在十字架上
[00:14:48.200 --> 00:14:52.200]  門徒已經聽過耶穌說過好幾次
[00:14:52.200 --> 00:15:00.200]  關於耶穌說他會被人捉拿並且釘在十字架上
[00:15:00.200 --> 00:15:03.200]  哪裡聽過啊?如果大家還記得
[00:15:03.200 --> 00:15:07.200]  在馬太福音第十六章第21節
[00:15:07.200 --> 00:15:11.200]  第17章第22至23節
[00:15:11.200 --> 00:15:15.200]  第20章第17至19節
[00:15:15.200 --> 00:15:17.200]  馬太福音寫的時候
[00:15:17.200 --> 00:15:21.200]  很多這些標示特別是時間的標示
[00:15:21.200 --> 00:15:26.200]  都讓我們作為信徒很容易了解到
[00:15:26.200 --> 00:15:28.200]  有一個時間將會出現
[00:15:28.200 --> 00:15:31.200]  馬太福音寫作很特別
[00:15:31.200 --> 00:15:33.200]  很多時間的標誌
[00:15:33.200 --> 00:15:35.200]  當然我不可以用希臘文和大家說
[00:15:35.200 --> 00:15:37.200]  如果你們坐下來查經
[00:15:37.200 --> 00:15:39.200]  我可以逐一的用希臘文告訴你們
[00:15:39.200 --> 00:15:41.200]  這是什麼時間的標示
[00:15:41.200 --> 00:15:43.200]  但耶穌這些時間的標示
[00:15:43.200 --> 00:15:47.200]  在馬太福音中逐步越來越近
[00:15:47.200 --> 00:15:51.200]  當這些時間很近的時候
[00:15:51.200 --> 00:15:53.200]  即是說
[00:15:53.200 --> 00:15:57.200]  你面對信心的挑戰
[00:15:57.200 --> 00:15:59.200]  即是耶穌不在場的時候
[00:15:59.200 --> 00:16:01.200]  就越來越逼近你
[00:16:01.200 --> 00:16:06.200]  你如何去作好心理的預備呢?
[00:16:06.200 --> 00:16:08.200]  是否在這個時候
[00:16:08.200 --> 00:16:11.200]  你去走人呢?
[00:16:11.200 --> 00:16:14.200]  還是有其他的思想打算呢?
[00:16:14.200 --> 00:16:18.200]  還是你仍然跟隨著主耶穌基督
[00:16:18.200 --> 00:16:23.200]  來面對這一連串的挑戰呢?
[00:16:23.200 --> 00:16:26.200]  耶穌一生只有一個目的
[00:16:26.200 --> 00:16:28.200]  就是完完全全去履行
[00:16:28.200 --> 00:16:32.200]  天父給他的拯救人的計劃
[00:16:32.200 --> 00:16:35.200]  沒有其他的東西他要想的了
[00:16:35.200 --> 00:16:39.200]  耶穌來到不會去想建立一個猶大國
[00:16:39.200 --> 00:16:44.200]  也沒有想過重新去建造一個全新的以色列國
[00:16:44.200 --> 00:16:47.200]  因為他來到不是要在這個世界上
[00:16:47.200 --> 00:16:52.200]  做一個政權的爭奪者
[00:16:52.200 --> 00:16:55.200]  他只希望做到一件事
[00:16:55.200 --> 00:17:00.200]  就是能夠滿足父神的心願
[00:17:00.200 --> 00:17:03.200]  所以即使他知道
[00:17:03.200 --> 00:17:06.200]  他將會死在十字架的上面
[00:17:06.200 --> 00:17:11.200]  他仍然願意經歷困難
[00:17:11.200 --> 00:17:12.200]  經歷這些東西
[00:17:12.200 --> 00:17:14.200]  聽起來看起來好像很容易
[00:17:14.200 --> 00:17:17.200]  不過其實當落到自己身上的時候
[00:17:17.200 --> 00:17:19.200]  就絕對不容易
[00:17:19.200 --> 00:17:23.200]  我記得在大半年前
[00:17:23.200 --> 00:17:27.200]  我曾經和師母去探望一位姊妹
[00:17:27.200 --> 00:17:30.200]  那位姊妹有癌症
[00:17:30.200 --> 00:17:34.200]  那位姊妹因為COVID-19
[00:17:34.200 --> 00:17:37.200]  我自己也有病
[00:17:37.200 --> 00:17:39.200]  我不想傳染給她
[00:17:39.200 --> 00:17:42.200]  當我好一點的時候去探望她的時候
[00:17:42.200 --> 00:17:44.200]  她說穆斯基很開心
[00:17:44.200 --> 00:17:46.200]  你終於可以來探望我了
[00:17:46.200 --> 00:17:47.200]  我記得COVID-19的時候
[00:17:47.200 --> 00:17:50.200]  我只是在門口在窗紗上和她打了一輪招呼
[00:17:50.200 --> 00:17:54.200]  但這次坐下來和她談的時候
[00:17:54.200 --> 00:17:57.200]  那位姊妹說穆斯基真的很辛苦
[00:17:57.200 --> 00:18:02.200]  抗癌的過程是很難受的
[00:18:02.200 --> 00:18:05.200]  她說了過程是怎樣
[00:18:05.200 --> 00:18:07.200]  吃又怎樣 睡又怎樣
[00:18:07.200 --> 00:18:10.200]  過程又怎樣 嘔到怎樣
[00:18:10.200 --> 00:18:17.200]  那位姊妹在分享裡不斷重複一件事
[00:18:17.200 --> 00:18:22.200]  她說如果沒有上帝給我的信心
[00:18:22.200 --> 00:18:25.200]  我真的捱不過
[00:18:25.200 --> 00:18:31.200]  她說有幾次辛苦到想放棄
[00:18:31.200 --> 00:18:34.200]  但那位姊妹仍然說
[00:18:34.200 --> 00:18:37.200]  我沒有放棄因為上帝給我的信心
[00:18:37.200 --> 00:18:40.200]  我一定要捱過去
[00:18:40.200 --> 00:18:43.200]  一定要經歷到這件事
[00:18:43.200 --> 00:18:49.200]  我們看看耶穌如何和門徒講解
[00:18:49.200 --> 00:18:51.200]  講了一大堆東西之後
[00:18:51.200 --> 00:18:54.200]  是不是耶穌可以告訴門徒
[00:18:54.200 --> 00:18:57.200]  律例典章或經歷你們自己受
[00:18:57.200 --> 00:18:59.200]  我不用受
[00:18:59.200 --> 00:19:01.200]  不是的 她說什麼
[00:19:01.200 --> 00:19:04.200]  我知道你們也知道
[00:19:04.200 --> 00:19:09.200]  過兩天之後這件事就會發生
[00:19:09.200 --> 00:19:13.200]  但這件事發生的時候
[00:19:13.200 --> 00:19:17.200]  我仍然期望在這兩天裡
[00:19:17.200 --> 00:19:20.200]  能夠和你們多作提醒
[00:19:20.200 --> 00:19:24.200]  所以我們看到耶穌和門徒一起去
[00:19:24.200 --> 00:19:28.200]  有魚月節的事情
[00:19:28.200 --> 00:19:32.200]  耶穌看的魚月節是愚月節
[00:19:32.200 --> 00:19:35.200]  一會兒我們去看的時候
[00:19:35.200 --> 00:19:38.200]  原來其他人看的魚月節是很不同的
[00:19:38.200 --> 00:19:41.200]  這個觀念對我們來說
[00:19:41.200 --> 00:19:46.200]  可以幫助我們過聖誕節和復活節
[00:19:46.200 --> 00:19:50.200]  今天基督徒很多是春秋二祭
[00:19:50.200 --> 00:19:54.200]  一是聖誕節一次聚會
[00:19:54.200 --> 00:19:56.200]  然後復活節一次聚會
[00:19:56.200 --> 00:19:58.200]  一年就不用見上帝
[00:19:58.200 --> 00:20:04.200]  但如果我們看這兩個節期
[00:20:04.200 --> 00:20:08.200]  本身的意義是什麼呢
[00:20:08.200 --> 00:20:14.200]  耶穌看的魚月節是魚月節原本的目的
[00:20:14.200 --> 00:20:18.200]  是什麼目的呢
[00:20:18.200 --> 00:20:20.200]  我們看回舊約
[00:20:20.200 --> 00:20:22.200]  不用揭開的
[00:20:22.200 --> 00:20:24.200]  很快的說給你們聽
[00:20:24.200 --> 00:20:31.200]  魚月節是說以色列出埃及的過程當中
[00:20:31.200 --> 00:20:39.200]  已經和法老進行了一連串的掙扎
[00:20:39.200 --> 00:20:42.200]  很難過的日子
[00:20:42.200 --> 00:20:46.200]  但上帝說你們熬過去吧
[00:20:46.200 --> 00:20:49.200]  不要緊的我會帶你們出來的
[00:20:49.200 --> 00:20:51.200]  於是怎麼樣呢
[00:20:51.200 --> 00:20:54.200]  唯有做最後一招
[00:20:54.200 --> 00:20:56.200]  就是殺長子這件事
[00:20:56.200 --> 00:20:58.200]  這個災
[00:20:58.200 --> 00:20:59.200]  詳細不說了
[00:20:59.200 --> 00:21:03.200]  不過這個災有一樣最重要的
[00:21:03.200 --> 00:21:09.200]  希望發生在不聽上帝命令的人身上
[00:21:09.200 --> 00:21:13.200]  如果聽上帝命令的人就可以免這個災
[00:21:13.200 --> 00:21:15.200]  什麼命令呢
[00:21:15.200 --> 00:21:22.200]  就是在每間屋的門上用羔羊血去抹
[00:21:22.200 --> 00:21:30.200]  這個條件是否只有以色列人和希伯來人才有呢
[00:21:30.200 --> 00:21:34.200]  在出埃及記錄裡我們知道不是
[00:21:34.200 --> 00:21:40.200]  在出埃及記錄裡我們知道有很多所謂閒雜人
[00:21:40.200 --> 00:21:42.200]  其實他們不是猶太人
[00:21:42.200 --> 00:21:44.200]  不是希伯來人
[00:21:44.200 --> 00:21:48.200]  是跟著希伯來人一起走的
[00:21:48.200 --> 00:21:55.200]  會不會這些人當時也照樣用羔羊血在門上
[00:21:55.200 --> 00:21:57.200]  所以被殺了呢
[00:21:57.200 --> 00:21:58.200]  我不敢說
[00:21:58.200 --> 00:22:01.200]  因為聖經沒有詳細說給我們知道
[00:22:01.200 --> 00:22:03.200]  不過很肯定的一件事
[00:22:03.200 --> 00:22:08.200]  逾越節最重要的目的
[00:22:08.200 --> 00:22:12.200]  就是要讓肯聽上帝說話的人
[00:22:12.200 --> 00:22:22.200]  憑信來超越了上帝要進行的殺長子的行動
[00:22:22.200 --> 00:22:27.200]  逾越節的意義pass over
[00:22:27.200 --> 00:22:37.200]  是讓人跳離開跨越過上帝要執行的懲罰
[00:22:37.200 --> 00:22:39.200]  殺長子
[00:22:39.200 --> 00:22:42.200]  耶穌看的逾越節
[00:22:42.200 --> 00:22:47.200]  是讓他來到這個世界上
[00:22:47.200 --> 00:22:55.200]  提供給人一條跨越人原本要死在罪的押韻
[00:22:55.200 --> 00:22:58.200]  簡單來說
[00:22:58.200 --> 00:23:04.200]  耶穌仍然滿足著舊約逾越節的本身意義
[00:23:04.200 --> 00:23:11.200]  但給什麼人可以有這個跨越罪所捆綁的押韻呢
[00:23:11.200 --> 00:23:15.200]  唯一就是要聽上帝的話
[00:23:15.200 --> 00:23:18.200]  要聽上帝的話
[00:23:18.200 --> 00:23:20.200]  就要憑你的信
[00:23:20.200 --> 00:23:23.200]  在上帝的信裡得到的信
[00:23:23.200 --> 00:23:29.200]  如何去面對處理一個看似不可能的事情
[00:23:29.200 --> 00:23:35.200]  猶太人有沒有一些不會將羊羔活在門徽上呢
[00:23:35.200 --> 00:23:37.200]  聖經沒有詳細說
[00:23:37.200 --> 00:23:42.200]  不過我相信如果屬神的子民肯這樣行動的時候
[00:23:42.200 --> 00:23:46.200]  他們都可以跳過被殺的押韻
[00:23:46.200 --> 00:23:48.200]  今天的基督徒
[00:23:48.200 --> 00:23:50.200]  包括你和我一樣
[00:23:50.200 --> 00:23:56.200]  我們有沒有去看見耶穌原來看逾越節的意義
[00:23:56.200 --> 00:24:01.200]  跳出罪所帶來的死亡的押韻呢
[00:24:01.200 --> 00:24:08.200]  因此有這樣的生命的人
[00:24:08.200 --> 00:24:16.200]  就會願意100%去毀身在上帝的心願裡
[00:24:16.200 --> 00:24:19.200]  去滿足上帝要做的事情
[00:24:19.200 --> 00:24:21.200]  我們就有一個這樣的見證給我們看見
