
[00:00:00.000 --> 00:00:06.000]  各位頂姐妹早晨 主內平安
[00:03:20.500 --> 00:03:24.500]  「使你可以在那流奶與蜜之地得以幸福」
[00:03:24.500 --> 00:03:29.500]  「人數極其增多正如耶和華你列祖的神所應許你的」
[00:03:29.500 --> 00:03:34.500]  「以色列你要聽耶和華我們神是獨一的主」
[00:03:34.500 --> 00:03:38.500]  「你要盡心盡性盡力愛耶和華你的神」
[00:03:38.500 --> 00:03:41.500]  「我今日所吩咐你的話都要記在心上」
[00:03:41.500 --> 00:03:44.500]  「也要殷勤教訓你的兒女」
[00:03:44.500 --> 00:03:51.500]  「無論你坐在家裡行在路上躺下起來都要去到談論」
[00:03:51.500 --> 00:03:53.500]  就是這一段經文
[00:03:53.500 --> 00:03:57.500]  我們在基督教那裡原來我們都有很多不同的信經
[00:03:57.500 --> 00:03:59.500]  譬如我們相信三維一體的真神
[00:03:59.500 --> 00:04:02.500]  我們相信耶穌基督的神人異性
[00:04:02.500 --> 00:04:07.500]  我們相信祂釘在十字架上死了成為我們的挽回制
[00:04:07.500 --> 00:04:10.500]  我們相信我們罪過得以赦免
[00:04:10.500 --> 00:04:12.500]  我們更加相信死後有復活
[00:04:12.500 --> 00:04:15.500]  這些都是我們核心的信仰的信經
[00:04:15.500 --> 00:04:19.500]  但是如果我們問猶太教有沒有信經的話
[00:04:19.500 --> 00:04:22.500]  多數人只想起只有一個信經
[00:04:22.500 --> 00:04:23.500]  原來猶太教
[00:04:23.500 --> 00:04:25.500]  因為猶太教是不信耶穌基督
[00:04:25.500 --> 00:04:28.500]  只是信舊約的部分
[00:04:28.500 --> 00:04:34.500]  那個唯一的信經就記載了在《生命記》的第六章四到五節那裡
[00:04:34.500 --> 00:04:39.500]  是以色列你要聽耶和華我們的神是獨一的主
[00:04:39.500 --> 00:04:42.500]  我們要分析一下什麼叫做獨一
[00:04:42.500 --> 00:04:48.500]  有些人就認為這個獨一就是一種叫做存在性的獨一
[00:04:48.500 --> 00:04:50.500]  什麼叫做存在性的獨一
[00:04:50.500 --> 00:04:56.500]  也就是說這個世界上除了耶和華之外就不存在其他的神明
[00:04:56.500 --> 00:04:59.500]  這個叫做存在性的獨一
[00:04:59.500 --> 00:05:02.500]  但是這個存在性的獨一就有一點點的相確
[00:05:02.500 --> 00:05:09.500]  而的確我們明白在靈界裡面的確有很多的鬼魔和神靈
[00:05:09.500 --> 00:05:16.500]  包括你會看到那個叫黃大仙、鐵觀音
[00:05:16.500 --> 00:05:19.500]  有很多不同的神明
[00:05:19.500 --> 00:05:22.500]  我們的確很難說這些神明不存在
[00:05:22.500 --> 00:05:25.500]  因為耶穌基督都曾經說過鬼的
[00:05:25.500 --> 00:05:27.500]  我們明白那些東西是存在的
[00:05:27.500 --> 00:05:31.500]  所以這個獨一就不是存在性的獨一
[00:05:31.500 --> 00:05:35.500]  就代表不是說耶和華存在其他神明不存在
[00:05:35.500 --> 00:05:36.500]  不是這樣的意思
[00:05:36.500 --> 00:05:40.500]  這個獨一是說關係性的獨一
[00:05:40.500 --> 00:05:45.500]  也就是說就算記得那些鬼魔神明他們存在
[00:05:45.500 --> 00:05:49.500]  你也不可以和他們產生任何的關係
[00:05:49.500 --> 00:05:57.500]  你只能夠向那位獨一的主宰耶和華產生一個我們叫做愛文約的關係
[00:05:57.500 --> 00:06:00.500]  這個關係性的獨一就好像什麼呢
[00:06:00.500 --> 00:06:05.500]  就好像你有一個老婆有一個老公有沒有人多過一個
[00:06:05.500 --> 00:06:07.500]  應該沒有的
[00:06:07.500 --> 00:06:10.500]  應該是我們每個人都只有一個很專一的一個
[00:06:10.500 --> 00:06:14.500]  就不是代表其他女人不存在
[00:06:14.500 --> 00:06:16.500]  其他女人都存在
[00:06:16.500 --> 00:06:19.500]  但是你不可以和那些女人發生關係
[00:06:19.500 --> 00:06:24.500]  你只能夠和你的老婆產生愛和文約的關係
[00:06:24.500 --> 00:06:27.500]  所以這個是關係性的獨一
[00:06:27.500 --> 00:06:29.500]  不是存在性的獨一
[00:06:29.500 --> 00:06:31.500]  所以其他女人就算存在
[00:06:31.500 --> 00:06:34.500]  其實你也要當她不存在
[00:06:34.500 --> 00:06:39.500]  變成我們會發現這個關係性的獨一得到夏文的支持
[00:06:39.500 --> 00:06:44.500]  就是因為夏文提到盡心盡性盡力去愛
[00:06:44.500 --> 00:06:48.500]  而愛這個字正正就是關係性的字
[00:06:48.500 --> 00:06:52.500]  原因就是因為你一定要有一個對象去愛
[00:06:52.500 --> 00:06:54.500]  你才能夠愛得下
[00:06:54.500 --> 00:06:56.500]  你沒有對象就不能產生愛
[00:06:56.500 --> 00:06:59.500]  所以如果你要有對象的話
[00:06:59.500 --> 00:07:02.500]  這個就成為一個關係性
[00:07:02.500 --> 00:07:05.500]  好,接著這段經文
[00:07:05.500 --> 00:07:08.500]  更加你要保持耶和華成為你獨一的主宰
[00:07:08.500 --> 00:07:12.500]  就更加要去了解怎樣去愛耶和華
[00:07:12.500 --> 00:07:15.500]  原來在經文裡面有三個盡
[00:07:15.500 --> 00:07:18.500]  告訴我們應該怎樣愛
[00:07:18.500 --> 00:07:20.500]  第一個盡是盡心
[00:07:20.500 --> 00:07:22.500]  第二個盡是盡性
[00:07:22.500 --> 00:07:25.500]  第三個盡是盡力
[00:07:25.500 --> 00:07:27.500]  不過馬學福音的版本
[00:07:27.500 --> 00:07:30.500]  加多了第四個盡,那個叫盡義
[00:07:30.500 --> 00:07:34.500]  但是我們在這裡發現舊約只有三個盡
[00:07:34.500 --> 00:07:36.500]  我們逐個來看一下
[00:07:36.500 --> 00:07:38.500]  第一個盡就叫盡心
[00:07:38.500 --> 00:07:40.500]  我們看那個心字
[00:07:40.500 --> 00:07:42.500]  原文讀作left
[00:07:42.500 --> 00:07:46.500]  這個字我們以為是在說我們的感受
[00:07:46.500 --> 00:07:48.500]  因為在華人的社會
[00:07:48.500 --> 00:07:52.500]  我們的言語通常就用心字去表達感受
[00:07:52.500 --> 00:07:55.500]  譬如你今天的心情很開心
[00:07:55.500 --> 00:07:58.500]  我的心很痛
[00:07:58.500 --> 00:08:00.500]  我很傷心
[00:08:00.500 --> 00:08:03.500]  我的心很雀躍
[00:08:03.500 --> 00:08:09.500]  很多時候我們還用心臟這個器官去比喻我們的感受
[00:08:09.500 --> 00:08:11.500]  但是原來在希伯來文裡面
[00:08:11.500 --> 00:08:15.500]  那個心字不是象徵感受
[00:08:15.500 --> 00:08:18.500]  那個心字是象徵思想
[00:08:18.500 --> 00:08:24.500]  也就是說用盡你的思想去愛上帝
[00:08:24.500 --> 00:08:26.500]  你可能會問一個問題
[00:08:26.500 --> 00:08:28.500]  就是在希伯來文裡面
[00:08:28.500 --> 00:08:34.500]  究竟用什麼身體的器官去象徵那個人的感受呢?
[00:08:34.500 --> 00:08:36.500]  答案就是如果你發現在詩篇裡面
[00:08:36.500 --> 00:08:41.500]  有時中文的翻譯會翻譯做心腸肺腑
[00:08:41.500 --> 00:08:44.500]  原來原文的翻譯是沒有心字的
[00:08:44.500 --> 00:08:45.500]  原文就是指
[00:08:45.500 --> 00:08:48.500]  要麼就是你的腎臟
[00:08:48.500 --> 00:08:50.500]  要麼就是你的肝臟
[00:08:50.500 --> 00:08:55.500]  所以你要用希伯來文問候人旁邊的感受是怎樣的時候
[00:08:55.500 --> 00:08:58.500]  你就應該問他近來你的肝臟怎樣
[00:08:58.500 --> 00:09:01.500]  又或者近來你的腎臟怎樣
[00:09:01.500 --> 00:09:05.500]  你就比較貼合希伯來文的意思
[00:09:05.500 --> 00:09:07.500]  不過無論如何我們會看到
[00:09:07.500 --> 00:09:11.500]  盡心的意思就是用你的思想去愛上帝
[00:09:11.500 --> 00:09:18.500]  盡性我們看到有很多英文的聖經都翻譯做so
[00:09:18.500 --> 00:09:22.500]  翻譯做so給你的感覺就是你的靈性
[00:09:22.500 --> 00:09:25.500]  又或者你的靈魂這樣的意思
[00:09:25.500 --> 00:09:27.500]  但原來我們翻查希伯來文
[00:09:27.500 --> 00:09:29.500]  這個字就讀做nephesh
[00:09:29.500 --> 00:09:34.500]  nephesh這個字其實是解作命的意思
[00:09:34.500 --> 00:09:39.500]  他盡性這個性就應該譯做性命的性
[00:09:39.500 --> 00:09:42.500]  又或者你的生命這樣的意思
[00:09:42.500 --> 00:09:49.500]  即是不是你的靈魂包括你的靈魂體整個人整條命
[00:09:49.500 --> 00:09:52.500]  都要去愛上帝這樣的意思
[00:09:52.500 --> 00:09:54.500]  第三就是盡力
[00:09:54.500 --> 00:09:59.500]  盡力這個字可以包括你的力
[00:09:59.500 --> 00:10:02.500]  包括你的財力
[00:10:02.500 --> 00:10:05.500]  包括你的能力
[00:10:05.500 --> 00:10:08.500]  也包括你的資源
[00:10:08.500 --> 00:10:12.500]  用盡這些力量去愛上帝
[00:10:12.500 --> 00:10:16.500]  所以你會看到用盡你的思想這個是盡心
[00:10:16.500 --> 00:10:19.500]  用盡整條命這個是盡性
[00:10:19.500 --> 00:10:24.500]  用盡你的體力能力財力資源這個叫盡力
[00:10:24.500 --> 00:10:26.500]  去愛上帝
[00:10:26.500 --> 00:10:31.500]  上帝知道我們自然都是人性不會愛上帝
[00:10:31.500 --> 00:10:38.500]  人性喜歡愛錢、物質、shop
[00:10:38.500 --> 00:10:42.500]  很多東西你都喜歡愛,但總是不喜歡愛上帝
[00:10:42.500 --> 00:10:48.500]  但是上帝是傾倒他的生命,猜阻耶穌基督為我們釘十字架
[00:10:48.500 --> 00:10:50.500]  這樣去愛我們
[00:10:50.500 --> 00:10:54.500]  所以我們無以為報就只能夠在聖經裡面提醒我們
[00:10:54.500 --> 00:10:57.500]  我們只能夠同一位上帝產生愛的關係
[00:10:57.500 --> 00:11:01.500]  就是盡心盡性盡力去愛上帝
[00:11:01.500 --> 00:11:05.500]  這樣我們就表面解釋了這段經文
[00:11:05.500 --> 00:11:11.500]  實際上我們最重點的就是什麼為之愛上帝
[00:11:11.500 --> 00:11:13.500]  我們聽到這個愛字
[00:11:13.500 --> 00:11:16.500]  我們經常會覺得什麼叫做愛
[00:11:16.500 --> 00:11:18.500]  譬如舉個例子
[00:11:18.500 --> 00:11:23.500]  你去到一個叫做酒樓,富林
[00:11:23.500 --> 00:11:26.500]  有個點心大姐推點心出來
[00:11:26.500 --> 00:11:31.500]  就問你:阿山,愛不愛燒賣呀?
[00:11:31.500 --> 00:11:33.500]  愛啦
[00:11:33.500 --> 00:11:35.500]  蝦餃呢?
[00:11:35.500 --> 00:11:37.500]  愛埋啦
[00:11:37.500 --> 00:11:39.500]  腸粉呢?
[00:11:39.500 --> 00:11:41.500]  唔愛啦
[00:11:41.500 --> 00:11:45.500]  我們明白愛是等於什麼呢?
[00:11:45.500 --> 00:11:47.500]  我們以為愛是擁有
[00:11:47.500 --> 00:11:50.500]  就是擁有個燒賣、擁有個蝦餃
[00:11:50.500 --> 00:11:54.500]  不愛就是不擁有那個腸粉
[00:11:54.500 --> 00:11:57.500]  今天你吃了蝦餃沒有呀?
[00:11:57.500 --> 00:11:59.500]  你愛不愛吃蝦餃呀?
[00:11:59.500 --> 00:12:01.500]  就是我們這樣想的
[00:12:01.500 --> 00:12:03.500]  我們以為愛是什麼呢?
[00:12:03.500 --> 00:12:04.500]  譬如舉個例子
[00:12:04.500 --> 00:12:07.500]  你和一班弟兄姊妹去餐廳吃東西
[00:12:07.500 --> 00:12:09.500]  然後很開心,弄張自拍
[00:12:09.500 --> 00:12:12.500]  Selfie,拍照,這樣
[00:12:12.500 --> 00:12:16.500]  然後就把相片登上Facebook或者Instagram
[00:12:16.500 --> 00:12:20.500]  然後就在那個Title寫了「好有愛呀」
[00:12:20.500 --> 00:12:22.500]  然後幾個心心
[00:12:22.500 --> 00:12:24.500]  我們想愛是什麼呢?
[00:12:24.500 --> 00:12:28.500]  想愛就是氣氛或者感受
[00:12:28.500 --> 00:12:31.500]  今天真的很有愛的感受
[00:12:31.500 --> 00:12:33.500]  今天的氣氛真的很有愛
[00:12:33.500 --> 00:12:39.500]  所以我們經常在坊間的智慧裡說愛是什麼呢?
[00:12:39.500 --> 00:12:41.500]  愛擁有
[00:12:41.500 --> 00:12:43.500]  又或者愛是感受
[00:12:43.500 --> 00:12:46.500]  如果沒有了感受,沒有了擁有
[00:12:46.500 --> 00:12:50.500]  我們就似乎感受不到我們愛上帝
[00:12:50.500 --> 00:12:55.500]  我們以為愛上帝就是多唱幾首很有氣氛的詩歌
[00:12:55.500 --> 00:12:57.500]  你就感受到好像愛上帝
[00:12:57.500 --> 00:13:01.500]  我們以為我們愛上帝真的擁有一些利益
[00:13:01.500 --> 00:13:04.500]  才能等於愛上帝
[00:13:04.500 --> 00:13:07.500]  但是我剛才提到這兩個愛的定義
[00:13:07.500 --> 00:13:11.500]  都不是生命記這個愛的定義
[00:13:11.500 --> 00:13:16.500]  原來生命記說得很清楚什麼是愛的定義
[00:13:16.500 --> 00:13:19.500]  在這裡我用紅色已經Highlight了
[00:13:19.500 --> 00:13:27.500]  愛上帝就等於謹守他的一切律例誡命的這一句
[00:13:27.500 --> 00:13:29.500]  是非常具體的
[00:13:29.500 --> 00:13:35.500]  告訴我們一個具體的行動怎樣去到愛上帝
[00:13:35.500 --> 00:13:41.500]  這個定義仍然被耶穌基督去到取錄了
[00:13:41.500 --> 00:13:45.500]  就記載了在約翰福音的十四章二十一節那裡
[00:13:45.500 --> 00:13:51.500]  經文說道有了我命令有進行的
[00:13:51.500 --> 00:13:55.500]  這人就是愛我的
[00:13:55.500 --> 00:13:56.500]  是不是很清楚
[00:13:56.500 --> 00:14:00.500]  非常清楚清晰的定義什麼是愛上帝
[00:14:00.500 --> 00:14:08.500]  就是你要有具體的行動去遵守耶和華的誡命律例典章
[00:14:08.500 --> 00:14:10.500]  遵守耶穌基督的吩咐
[00:14:10.500 --> 00:14:14.500]  這樣的定義又不是我們很難理解的
[00:14:14.500 --> 00:14:16.500]  原因是什麼呢
[00:14:16.500 --> 00:14:24.500]  原因在在當中的姐妹很明白怎樣感受到你老公或男朋友的愛
[00:14:24.500 --> 00:14:28.500]  通常如果你老公經常跟你說老婆我愛你
[00:14:28.500 --> 00:14:30.500]  我日又愛你夜又愛你
[00:14:30.500 --> 00:14:34.500]  我這一刻又愛你夜晚宵夜又愛你
[00:14:34.500 --> 00:14:36.500]  總之無時無刻都愛你
[00:14:36.500 --> 00:14:38.500]  你聽得多你都會覺得煩
[00:14:38.500 --> 00:14:41.500]  為什麼呢
[00:14:41.500 --> 00:14:44.500]  因為老公只有一張嘴
[00:14:44.500 --> 00:14:46.500]  不斷說你愛我你愛我
[00:14:46.500 --> 00:14:49.500]  其實就無法展示證據
[00:14:49.500 --> 00:14:51.500]  沒有證據
[00:14:51.500 --> 00:14:53.500]  只有一張嘴去說
[00:14:53.500 --> 00:14:57.500]  但如果你老公說都是需要的
[00:14:57.500 --> 00:14:58.500]  多說一點都沒有問題
[00:14:58.500 --> 00:15:00.500]  這些叫做儲錢
[00:15:00.500 --> 00:15:02.500]  但如果有行動就更加好
[00:15:02.500 --> 00:15:03.500]  舉個例子
[00:15:03.500 --> 00:15:06.500]  如果老公見到老婆真的用了原子筆
[00:15:06.500 --> 00:15:09.500]  沒有物就不用老婆出聲
[00:15:09.500 --> 00:15:13.500]  主動感受到然後去文具店偷偷買了一支原子筆
[00:15:13.500 --> 00:15:15.500]  就包好送給老婆
[00:15:15.500 --> 00:15:17.500]  老婆是不是感受到很有愛
[00:15:17.500 --> 00:15:19.500]  非常有愛
[00:15:19.500 --> 00:15:21.500]  所以女人的眼光是獨到的
[00:15:21.500 --> 00:15:25.500]  因為她知道原來愛不是口號
[00:15:25.500 --> 00:15:27.500]  愛不是氣氛
[00:15:27.500 --> 00:15:29.500]  愛是具體的動
[00:15:29.500 --> 00:15:31.500]  是不是這樣
[00:15:31.500 --> 00:15:33.500]  如果用這樣的比喻
[00:15:33.500 --> 00:15:36.500]  你就明白什麼叫愛上帝
[00:15:36.500 --> 00:15:40.500]  原來上帝是看我們的行動
[00:15:40.500 --> 00:15:46.500]  甚至我們感受配合不到
[00:15:46.500 --> 00:15:49.500]  甚至我的感受心情很差
[00:15:49.500 --> 00:15:52.500]  但行過見到一個有需要的人
[00:15:52.500 --> 00:15:54.500]  上帝感動你去愛他
[00:15:54.500 --> 00:15:56.500]  就算你心情差
[00:15:56.500 --> 00:15:57.500]  配合不到
[00:15:57.500 --> 00:15:59.500]  你都願意死死地氣
[00:15:59.500 --> 00:16:02.500]  去按照上帝的吩咐去愛的時候
[00:16:02.500 --> 00:16:04.500]  這個愛是不是很大
[00:16:04.500 --> 00:16:05.500]  真的很大
[00:16:05.500 --> 00:16:07.500]  因為你超越了你的感受
[00:16:07.500 --> 00:16:09.500]  原來你知道你老婆愛你
[00:16:09.500 --> 00:16:11.500]  或者你老公愛你
[00:16:11.500 --> 00:16:14.500]  並不取決於他今天的心情
[00:16:14.500 --> 00:16:19.500]  而是取決於他當初結婚的時候的承諾
[00:16:19.500 --> 00:16:21.500]  那個承諾已經說了
[00:16:21.500 --> 00:16:23.500]  就是無論疾病困苦
[00:16:23.500 --> 00:16:25.500]  富貴或者貧賤
[00:16:25.500 --> 00:16:28.500]  其實應該說那天開心還是不開心
[00:16:28.500 --> 00:16:33.500]  都要愛你一生到抱著你
[00:16:33.500 --> 00:16:35.500]  如果是這樣
[00:16:35.500 --> 00:16:38.500]  你就明白這個愛是超越感受
[00:16:38.500 --> 00:16:41.500]  甚至是政治立
[00:16:41.500 --> 00:16:46.500]  超越有沒有擁有的概念
[00:16:46.500 --> 00:16:48.500]  所以我們在這裡第一點
[00:16:48.500 --> 00:16:51.500]  跟大家分享什麼叫愛上帝
[00:16:51.500 --> 00:16:53.500]  我們說要活出愛
[00:16:53.500 --> 00:16:57.500]  我們就明白這個愛不是我們想像中的膚淺
[00:16:57.500 --> 00:16:59.500]  不只是感受
[00:16:59.500 --> 00:17:02.500]  你能不能想像愛只是感受
[00:17:02.500 --> 00:17:04.500]  其實就很危險
[00:17:04.500 --> 00:17:09.500]  因為我們人很多時候感受是飄忽
[00:17:09.500 --> 00:17:12.500]  我今天心情好
[00:17:12.500 --> 00:17:14.500]  那我愛你
[00:17:14.500 --> 00:17:16.500]  我今天心情差
[00:17:16.500 --> 00:17:18.500]  算了我還是不愛你
[00:17:18.500 --> 00:17:20.500]  很情緒化
[00:17:20.500 --> 00:17:22.500]  但當你情緒化的時候
[00:17:22.500 --> 00:17:26.500]  等於這個愛是沒有衛生
[00:17:26.500 --> 00:17:30.500]  我們會看到第一點就是愛神
[00:17:30.500 --> 00:17:32.500]  就是這樣的意思
[00:17:32.500 --> 00:17:33.500]  第二點
[00:17:33.500 --> 00:17:34.500]  愛人
[00:17:34.500 --> 00:17:41.500]  這段經文是耶穌基督取自利美記十九章第十七到第十八節
[00:17:41.500 --> 00:17:43.500]  經文是這樣說
[00:17:43.500 --> 00:17:45.500]  不可心裡恨你的弟兄
[00:17:45.500 --> 00:17:48.500]  總要指責你的鄰舍
[00:17:48.500 --> 00:17:50.500]  免得因他擔罪
[00:17:50.500 --> 00:17:52.500]  不可報仇
[00:17:52.500 --> 00:17:54.500]  也不可埋怨你本國的子民
[00:17:54.500 --> 00:17:56.500]  卻要愛人如己
[00:17:56.500 --> 00:17:58.500]  我是耶和華
[00:17:58.500 --> 00:18:00.500]  當你看這段經文
[00:18:00.500 --> 00:18:02.500]  我特意用了兩種不同的顏色
[00:18:02.500 --> 00:18:06.500]  讓大家看看原文有兩種不同的字眼
[00:18:06.500 --> 00:18:09.500]  第一個字眼就是紅色那個字眼
[00:18:09.500 --> 00:18:13.500]  紅色的字眼就讀了做弟兄
[00:18:13.500 --> 00:18:15.500]  什麼叫做弟兄
[00:18:15.500 --> 00:18:18.500]  就是代表一起有同一樣信仰的人
[00:18:18.500 --> 00:18:20.500]  那些就叫做弟兄
[00:18:20.500 --> 00:18:23.500]  你看過隔壁的弟兄或者姐妹
[00:18:23.500 --> 00:18:26.500]  你稱呼他是弟兄和姐妹
[00:18:26.500 --> 00:18:28.500]  我知道隔壁的是老公
[00:18:28.500 --> 00:18:31.500]  但是老公的身份不是最高超
[00:18:31.500 --> 00:18:35.500]  最高超的身份原來是你的弟兄
[00:18:35.500 --> 00:18:37.500]  他之所以成為你的弟兄
[00:18:37.500 --> 00:18:40.500]  不是因為你嫁給他或者娶了他
[00:18:40.500 --> 00:18:43.500]  而是因為你們有同一樣的信仰
[00:18:43.500 --> 00:18:45.500]  因著耶穌基督的買俗
[00:18:45.500 --> 00:18:49.500]  你每個人都成為天父的兒女
[00:18:49.500 --> 00:18:50.500]  既然成為天父的兒女
[00:18:50.500 --> 00:18:52.500]  我們原來有一個很親密的關係
[00:18:52.500 --> 00:18:55.500]  就是有一個叫做弟兄姐妹的關係
[00:18:55.500 --> 00:19:00.500]  這個身份甚至比一些世俗的名銜高
[00:19:00.500 --> 00:19:05.500]  包括什麼博士、太平紳士、工程師那些名銜
[00:19:05.500 --> 00:19:07.500]  是比這些名銜高
[00:19:07.500 --> 00:19:11.500]  我們會發現這段的經文黃色highlight的字眼
[00:19:11.500 --> 00:19:15.500]  原來原文看來就是解作論社
[00:19:15.500 --> 00:19:19.500]  你會發現在經文裡面叫做愛人如己
[00:19:19.500 --> 00:19:23.500]  我特意用黃色highlight人的字眼
[00:19:23.500 --> 00:19:24.500]  大家可以看到
[00:19:24.500 --> 00:19:25.500]  為什麼呢?
[00:19:25.500 --> 00:19:29.500]  因為在原文裡面這個人字應該譯作論社
[00:19:29.500 --> 00:19:36.500]  所以它的翻譯應該翻譯為愛論社如同自己
[00:19:36.500 --> 00:19:38.500]  什麼叫做論社呢?
[00:19:38.500 --> 00:19:42.500]  論社可以是你的弟兄
[00:19:42.500 --> 00:19:45.500]  也可以不是你的弟兄
[00:19:45.500 --> 00:19:47.500]  你明白我的意思嗎?
[00:19:47.500 --> 00:19:50.500]  就是說他可以是未信,可以是信的
[00:19:50.500 --> 00:19:58.500]  什麼才是有資格、有能力去愛世人呢?
[00:19:58.500 --> 00:20:01.500]  就是只有神才可以愛到世人
[00:20:01.500 --> 00:20:06.500]  因為在約翰福音三章十六節已經跟我們說了
[00:20:06.500 --> 00:20:09.500]  但是神對我們愛人的吩咐
[00:20:09.500 --> 00:20:13.500]  就是一個不是我們遙不可及的事情
[00:20:13.500 --> 00:20:16.500]  而是我們能力範圍做得到的事情
[00:20:16.500 --> 00:20:19.500]  所以上帝沒有叫我們愛世人
[00:20:19.500 --> 00:20:22.500]  當然你說我胸懷普世
[00:20:22.500 --> 00:20:25.500]  我愛了全球六十多億的人口
[00:20:25.500 --> 00:20:28.500]  其實這句只不過是口號
[00:20:28.500 --> 00:20:30.500]  我不知道你明白我說什麼
[00:20:30.500 --> 00:20:33.500]  究竟我怎樣有能力去愛六十多億人呢?
[00:20:33.500 --> 00:20:36.500]  愛六十多個人都很艱難
[00:20:36.500 --> 00:20:39.500]  愛六十多億人其實只是說說而已
[00:20:39.500 --> 00:20:42.500]  但是上帝給我們的吩咐不是愛世人
[00:20:42.500 --> 00:20:45.500]  上帝給我們的吩咐是愛什麼呢?
[00:20:45.500 --> 00:20:46.500]  愛論社
[00:20:46.500 --> 00:20:51.500]  代表在我們身邊能夠觸及範圍的人
[00:20:51.500 --> 00:20:54.500]  這個是我們真的做得到的
[00:20:54.500 --> 00:20:56.500]  那個是你旁邊的論社
[00:20:56.500 --> 00:20:58.500]  那個是你身邊的同事
[00:20:58.500 --> 00:21:01.500]  那個是你每天看到的小巴司機
[00:21:01.500 --> 00:21:03.500]  那個樓下的看家
[00:21:03.500 --> 00:21:08.500]  這些全部都是你身邊能夠觸及的論社
