
[00:00:00.000 --> 00:00:10.500]  我會很快退下我自己加拿大CCACA執行總幹事的崗位
[00:06:55.000 --> 00:06:57.000]  擺放在神的家中
[00:06:57.000 --> 00:07:01.000]  一同成長 一同侍奉
[00:07:01.000 --> 00:07:04.000]  看回教會時代的開始 教會的成立
[00:07:04.000 --> 00:07:08.000]  神的心意是叫門徒互為肢體
[00:07:08.000 --> 00:07:14.000]  在神的家中彼此學習 彼此扶持 彼此成長
[00:07:14.000 --> 00:07:16.000]  然後當我們走在一起的時候
[00:07:16.000 --> 00:07:18.000]  這些大家都很熟悉的
[00:07:18.000 --> 00:07:21.000]  基本上是有重要的功能
[00:07:21.000 --> 00:07:24.000]  我們問教會走在一起是做什麼呢
[00:07:24.000 --> 00:07:26.000]  我們先有一個形容
[00:07:26.000 --> 00:07:28.000]  教會是基督的什麼
[00:07:28.000 --> 00:07:30.000]  身父
[00:07:30.000 --> 00:07:33.000]  身父即是基督的太太
[00:07:33.000 --> 00:07:36.000]  我們用Wife
[00:07:36.000 --> 00:07:38.000]  所以教會走在一起的時候有功能
[00:07:38.000 --> 00:07:41.000]  門徒一起聚集在教會裏面
[00:07:41.000 --> 00:07:43.000]  它有幾方面的功能
[00:07:43.000 --> 00:07:45.000]  W是什麼 敬拜
[00:07:45.000 --> 00:07:48.000]  Worship 剛才我們有好好敬拜的時間
[00:07:48.000 --> 00:07:52.000]  I Instructions 教導 學習使徒的教訓
[00:07:52.000 --> 00:07:55.000]  F Fellowship 彼此的交接
[00:07:55.000 --> 00:07:58.000]  然後E Evangelism
[00:07:58.000 --> 00:08:00.000]  我們將這個福音傳開去
[00:08:00.000 --> 00:08:03.000]  做宣教的工作
[00:08:03.000 --> 00:08:05.000]  所以在教會的四大功能裏面
[00:08:05.000 --> 00:08:08.000]  其中一個很重要的就是團契
[00:08:08.000 --> 00:08:13.000]  神的心意是叫我們在教會裏面互為肢體
[00:08:13.000 --> 00:08:16.000]  我們在教會裏面是一個團體的生活
[00:08:16.000 --> 00:08:18.000]  在團體生活裏面很重要的
[00:08:18.000 --> 00:08:20.000]  我們是對內的
[00:08:20.000 --> 00:08:22.000]  彼此的建立成長
[00:08:22.000 --> 00:08:26.000]  希伯來宣十章24-25節大家都很熟悉
[00:08:26.000 --> 00:08:29.000]  又要彼此相顧激發愛心 勉勵行善
[00:08:29.000 --> 00:08:32.000]  你們不可停止聚會
[00:08:32.000 --> 00:08:36.000]  我不知道因為疫情的緣故我們有沒有停止聚會
[00:08:36.000 --> 00:08:38.000]  如果是網上我也算的
[00:08:38.000 --> 00:08:40.000]  但怕連網上我們都不去
[00:08:40.000 --> 00:08:43.000]  我們就減少聚會
[00:08:43.000 --> 00:08:46.000]  然後要彼此勸勉
[00:08:46.000 --> 00:08:49.000]  既知道那日子臨近就更當如此
[00:08:49.000 --> 00:08:51.000]  如果我們知道希伯來書的背景
[00:08:51.000 --> 00:08:56.000]  我們知道當時的門徒開始面對因信仰而來的逼迫
[00:08:56.000 --> 00:08:59.000]  當時有些信徒就倒退
[00:08:59.000 --> 00:09:02.000]  不再信 不回教會
[00:09:02.000 --> 00:09:08.000]  其實教會在每個時代裏面都有不同的挑戰和困難
[00:09:08.000 --> 00:09:10.000]  但我們走在一起的目的就是
[00:09:10.000 --> 00:09:13.000]  叫我們面對這些挑戰困難的時候
[00:09:13.000 --> 00:09:16.000]  我們不是孤單獨行
[00:09:16.000 --> 00:09:18.000]  我們不是一人作戰
[00:09:18.000 --> 00:09:20.000]  我們是彼此的扶持
[00:09:20.000 --> 00:09:23.000]  彼此相顧 彼此勸勉
[00:09:23.000 --> 00:09:26.000]  能夠在這個熟天的澤路裏面
[00:09:26.000 --> 00:09:28.000]  是一起彼此的同行
[00:09:28.000 --> 00:09:30.000]  這是神的心言
[00:09:30.000 --> 00:09:32.000]  然後在傳道書裏面也說過
[00:09:32.000 --> 00:09:35.000]  兩個人總比一個人好
[00:09:35.000 --> 00:09:39.000]  因為兩個人牢碌同得美好的果核
[00:09:39.000 --> 00:09:43.000]  若是跌倒 者人可以扶起他的同伴
[00:09:43.000 --> 00:09:45.000]  若孤身獨跌倒的話
[00:09:45.000 --> 00:09:48.000]  沒有別人扶起來 者人就有和了
[00:09:48.000 --> 00:09:49.000]  很實際的問題
[00:09:49.000 --> 00:09:52.000]  一個人容易灰心軟弱
[00:09:52.000 --> 00:09:55.000]  一個人可能面對試探的時候
[00:09:55.000 --> 00:09:56.000]  我們就容易跌倒
[00:09:56.000 --> 00:09:58.000]  但如果我們有幾個人
[00:09:58.000 --> 00:10:01.000]  我們彼此的立約 彼此的支持
[00:10:01.000 --> 00:10:03.000]  互相的守望
[00:10:03.000 --> 00:10:05.000]  我們跌倒的機會就小
[00:10:05.000 --> 00:10:07.000]  所以我們很簡單的看
[00:10:07.000 --> 00:10:09.000]  大家都很熟悉的
[00:10:09.000 --> 00:10:10.000]  神的心意是甚麼
[00:10:10.000 --> 00:10:12.000]  我們不單止得救
[00:10:12.000 --> 00:10:14.000]  我們更加需要在神的家裏面
[00:10:14.000 --> 00:10:16.000]  成為神家裏的人
[00:10:16.000 --> 00:10:19.000]  在當中裏面我們彼此的扶持
[00:10:19.000 --> 00:10:21.000]  對內的一起去同行
[00:10:21.000 --> 00:10:23.000]  然後不單止對內
[00:10:23.000 --> 00:10:26.000]  對外也有一個很重要的功能
[00:10:26.000 --> 00:10:28.000]  就是我們要活出新的生命
[00:10:28.000 --> 00:10:30.000]  來去見證神
[00:10:30.000 --> 00:10:31.000]  所以剛才看回經文
[00:10:31.000 --> 00:10:33.000]  當他們真的彼此相愛
[00:10:33.000 --> 00:10:34.000]  一起成長的時候
[00:10:34.000 --> 00:10:36.000]  他得眾民的心
[00:10:36.000 --> 00:10:40.000]  然後神將得救的人天天加給教會
[00:10:40.000 --> 00:10:41.000]  一個活潑的教會
[00:10:41.000 --> 00:10:43.000]  一個活潑的團體
[00:10:43.000 --> 00:10:45.000]  一個活潑的小組
[00:10:45.000 --> 00:10:48.000]  他自然會吸引人
[00:10:48.000 --> 00:10:51.000]  新的人也會來到當中
[00:10:51.000 --> 00:10:54.000]  我們看回約翰福音第十三章
[00:10:54.000 --> 00:10:56.000]  這個新的命令
[00:10:56.000 --> 00:10:57.000]  我賜給你一條新的命令
[00:10:57.000 --> 00:10:59.000]  乃是叫你們彼此相愛
[00:10:59.000 --> 00:11:00.000]  我怎樣愛你們
[00:11:00.000 --> 00:11:02.000]  你們也要怎樣相愛
[00:11:02.000 --> 00:11:04.000]  你們若有彼此相愛的心
[00:11:04.000 --> 00:11:08.000]  眾人就因此認出你們是我的門徒
[00:11:08.000 --> 00:11:10.000]  你看回主耶穌給的命令
[00:11:10.000 --> 00:11:13.000]  他沒有叫門徒建立很大的教會
[00:11:13.000 --> 00:11:15.000]  做很大的工作
[00:11:15.000 --> 00:11:17.000]  很多不同的事情
[00:11:17.000 --> 00:11:19.000]  但是他的命令是甚麼呢
[00:11:19.000 --> 00:11:21.000]  叫他們彼此相愛
[00:11:21.000 --> 00:11:24.000]  並且用耶穌基督的愛
[00:11:24.000 --> 00:11:26.000]  來彼此相愛
[00:11:26.000 --> 00:11:28.000]  在之前主耶穌已經做了一個榜樣
[00:11:28.000 --> 00:11:30.000]  為門徒洗腳
[00:11:30.000 --> 00:11:32.000]  去立下一個榜樣
[00:11:32.000 --> 00:11:33.000]  然後叫門徒
[00:11:33.000 --> 00:11:35.000]  我怎樣對你們
[00:11:35.000 --> 00:11:38.000]  你們也要彼此相愛
[00:11:38.000 --> 00:11:40.000]  彼此對待
[00:11:40.000 --> 00:11:44.000]  當彼此相愛真的活在門徒當中的時候
[00:11:44.000 --> 00:11:49.000]  聖經說眾人因此就認出你們是我的門徒
[00:11:49.000 --> 00:11:51.000]  所以一個教會
[00:11:51.000 --> 00:11:53.000]  如果真的彼此相愛的時候
[00:11:53.000 --> 00:11:56.000]  這個教會是成為一個見證的教會
[00:11:56.000 --> 00:11:58.000]  會吸引很多人去到當中
[00:11:58.000 --> 00:12:02.000]  相反當一個教會沒有愛心
[00:12:02.000 --> 00:12:06.000]  甚至分裂不能夠合一
[00:12:06.000 --> 00:12:10.000]  這個教會帶來的傷害也很大
[00:12:10.000 --> 00:12:14.000]  所以愛是否能夠彼此在基督裡面相愛
[00:12:14.000 --> 00:12:18.000]  反而是教會一個很重要的課題
[00:12:18.000 --> 00:12:20.000]  不是當中的活動
[00:12:20.000 --> 00:12:21.000]  也不是當中的事工
[00:12:21.000 --> 00:12:23.000]  我不是說活動事工不重要
[00:12:23.000 --> 00:12:27.000]  但我們是否能夠切實彼此相愛
[00:12:27.000 --> 00:12:30.000]  這個範圍是一個很重要的元素
[00:12:30.000 --> 00:12:32.000]  所以我們很快的
[00:12:32.000 --> 00:12:34.000]  這些很簡單的重複一次之後
[00:12:34.000 --> 00:12:36.000]  我們看回神的心意、神的計劃
[00:12:36.000 --> 00:12:39.000]  神對團契的期望之後
[00:12:39.000 --> 00:12:41.000]  我們先來看看
[00:12:41.000 --> 00:12:44.000]  究竟聖經裡面所說的團契生活
[00:12:44.000 --> 00:12:48.000]  或者Colonia是甚麼意思
[00:12:48.000 --> 00:12:50.000]  聖經的解釋裡面
[00:12:50.000 --> 00:12:52.000]  Colonia其實有幾方面的意思
[00:12:52.000 --> 00:12:55.000]  第一個就是共有生命的關係
[00:12:55.000 --> 00:12:58.000]  團契是給一切相信
[00:12:58.000 --> 00:13:01.000]  接受耶穌基督為救主的人
[00:13:01.000 --> 00:13:06.000]  他們一起在當中彼此相聚
[00:13:06.000 --> 00:13:08.000]  我們剛才說過《史特勞主》第二章
[00:13:08.000 --> 00:13:11.000]  這群人信主去領受聖靈
[00:13:11.000 --> 00:13:14.000]  他有新的身份成為神的兒女
[00:13:14.000 --> 00:13:17.000]  因為這個身份、這個關係
[00:13:17.000 --> 00:13:19.000]  他們能夠互為肢體
[00:13:19.000 --> 00:13:23.000]  所以在當中強調團契
[00:13:23.000 --> 00:13:26.000]  其實重點是放在關係上
[00:13:26.000 --> 00:13:29.000]  關係就是因為我們信了主之後
[00:13:29.000 --> 00:13:32.000]  我們有一個共同的生命
[00:13:32.000 --> 00:13:35.000]  在約翰一書第一章第三節
[00:13:35.000 --> 00:13:37.000]  約翰說
[00:13:37.000 --> 00:13:41.000]  我們將我所看見、所聽見的傳給你們
[00:13:41.000 --> 00:13:43.000]  使你們與我們相交
[00:13:43.000 --> 00:13:47.000]  我們乃是與父並他兒子耶穌基督相交的
[00:13:47.000 --> 00:13:50.000]  我特別強調了相交這兩個字
[00:13:50.000 --> 00:13:52.000]  相交這兩個字在原文就是
[00:13:52.000 --> 00:13:55.000]  就是我們所說的團契
[00:13:55.000 --> 00:13:57.000]  約翰說
[00:13:57.000 --> 00:14:00.000]  我將我所聽見、所看見的傳給你們
[00:14:00.000 --> 00:14:04.000]  好叫你們與我們可以有團契
[00:14:04.000 --> 00:14:09.000]  然後我們乃是與父並他兒子耶穌基督有團契
[00:14:09.000 --> 00:14:12.000]  在這個英文NIV版本裡
[00:14:12.000 --> 00:14:14.000]  他說的是這樣的
[00:14:14.000 --> 00:14:17.000]  我們將我所看見、所聽見的傳給你們
[00:14:17.000 --> 00:14:22.000]  使你們與我們可以有共同的生命
[00:14:22.000 --> 00:14:25.000]  共同的生命是一個共有的生命
[00:14:25.000 --> 00:14:27.000]  所以團契是怎樣呢
[00:14:27.000 --> 00:14:29.000]  是我們有一個共有的生命
[00:14:29.000 --> 00:14:32.000]  因為耶穌基督的緣故
[00:14:32.000 --> 00:14:34.000]  我們能夠有一個共有的生命
[00:14:34.000 --> 00:14:37.000]  我們成為一個新造的人
[00:14:37.000 --> 00:14:39.000]  我們成為神的兒女
[00:14:39.000 --> 00:14:41.000]  是因為這個關係
[00:14:41.000 --> 00:14:43.000]  我們成為家裡的人
[00:14:43.000 --> 00:14:45.000]  互為之體
[00:14:45.000 --> 00:14:47.000]  能夠成為一個團契
[00:14:47.000 --> 00:14:49.000]  其實有兩方面很重要
[00:14:49.000 --> 00:14:51.000]  第一個是剛才說的聖名
[00:14:51.000 --> 00:14:53.000]  我們信耶穌基督為救主的時候
[00:14:53.000 --> 00:14:55.000]  我與主聯合
[00:14:55.000 --> 00:14:57.000]  英文叫union
[00:14:57.000 --> 00:14:59.000]  這是一個客觀的事實
[00:14:59.000 --> 00:15:01.000]  為什麼我用聖徒呢
[00:15:01.000 --> 00:15:03.000]  好像很老套
[00:15:03.000 --> 00:15:06.000]  我們成為聖徒不是因為我們的行為
[00:15:06.000 --> 00:15:09.000]  是因為我們接受耶穌為救主的時候
[00:15:09.000 --> 00:15:11.000]  我們是聖結的
[00:15:11.000 --> 00:15:13.000]  如果我沒有這個關係
[00:15:13.000 --> 00:15:15.000]  我仍然是罪人
[00:15:15.000 --> 00:15:17.000]  但我接受耶穌為救主的時候
[00:15:17.000 --> 00:15:19.000]  神看我成為聖結
[00:15:19.000 --> 00:15:22.000]  這是一個客觀的事實
[00:15:22.000 --> 00:15:24.000]  耶穌基督已經為我死了
[00:15:24.000 --> 00:15:26.000]  當我接受祂為我救主的時候
[00:15:26.000 --> 00:15:28.000]  這件事已經成就了
[00:15:28.000 --> 00:15:31.000]  我們是in union with Christ
[00:15:31.000 --> 00:15:33.000]  因為我們接受相信的時候
[00:15:33.000 --> 00:15:36.000]  我們與主聯合在一起
[00:15:36.000 --> 00:15:39.000]  無論你有這個感覺或沒有這個感覺
[00:15:39.000 --> 00:15:42.000]  你已經是基督裏面的人
[00:15:42.000 --> 00:15:44.000]  但不只是一個union
[00:15:44.000 --> 00:15:46.000]  亦是一個主觀的
[00:15:46.000 --> 00:15:48.000]  我們叫communion
[00:15:48.000 --> 00:15:50.000]  當我們真的接受耶穌為救主的時候
[00:15:50.000 --> 00:15:53.000]  我們有內在生命聖靈在我們裏面
[00:15:53.000 --> 00:15:56.000]  我們應該不要叫聖靈為我們擔憂
[00:15:56.000 --> 00:15:58.000]  聖靈已經在我們裏面的時候
[00:15:58.000 --> 00:16:01.000]  祂給我們有恩典有恩賜
[00:16:01.000 --> 00:16:04.000]  我們怎樣藉著聖靈去敬拜神
[00:16:04.000 --> 00:16:07.000]  我們怎樣藉著聖靈與神和好
[00:16:07.000 --> 00:16:09.000]  所以第二方面就是communion
[00:16:09.000 --> 00:16:11.000]  communion就是說
[00:16:11.000 --> 00:16:13.000]  當我們有客觀的身份的時候
[00:16:13.000 --> 00:16:15.000]  我們活出一個與主
[00:16:15.000 --> 00:16:19.000]  草上之子連於葡萄樹的這種關係
[00:16:19.000 --> 00:16:21.000]  在這個關係裏面
[00:16:21.000 --> 00:16:23.000]  我們能夠體會到神在我們裏面
[00:16:23.000 --> 00:16:25.000]  我們在神裏面的那種喜悅
[00:16:25.000 --> 00:16:28.000]  或者舉個例子很簡單
[00:16:28.000 --> 00:16:30.000]  就是夫婦的關係
[00:16:30.000 --> 00:16:34.000]  我和太太結婚40週年
[00:16:34.000 --> 00:16:37.000]  我們是大學的同學
[00:16:37.000 --> 00:16:39.000]  所以我們認識了40多年
[00:16:39.000 --> 00:16:42.000]  很感恩
[00:16:42.000 --> 00:16:44.000]  當我們決定去結婚
[00:16:44.000 --> 00:16:46.000]  我們行婚禮
[00:16:46.000 --> 00:16:48.000]  我們簽婚約的時候
[00:16:48.000 --> 00:16:51.000]  我們已經是一個union
[00:16:51.000 --> 00:16:53.000]  我們是一個夫婦的關係
[00:16:53.000 --> 00:16:56.000]  這個是客觀的事實
[00:16:56.000 --> 00:16:58.000]  但是有這個客觀的事實
[00:16:58.000 --> 00:17:02.000]  不是等於一切OK
[00:17:02.000 --> 00:17:04.000]  在婚姻的生活裏面
[00:17:04.000 --> 00:17:06.000]  我們都會有高有低有磨合
[00:17:06.000 --> 00:17:09.000]  我們怎樣在當中去經歷
[00:17:09.000 --> 00:17:12.000]  在夫婦裏面的那種傷害
[00:17:12.000 --> 00:17:15.000]  今年40週年我特別
[00:17:15.000 --> 00:17:17.000]  參加一個
[00:17:17.000 --> 00:17:19.000]  下星期我再去celebrate
[00:17:19.000 --> 00:17:22.000]  不告訴大家去哪裏了
[00:17:22.000 --> 00:17:25.000]  我覺得是一個很特殊的經驗
[00:17:25.000 --> 00:17:28.000]  讓我們真的同行這麼多年
[00:17:28.000 --> 00:17:30.000]  裏面有很多恩典
[00:17:30.000 --> 00:17:32.000]  但其中一個celebration
[00:17:32.000 --> 00:17:34.000]  就是我今年和太太
[00:17:34.000 --> 00:17:37.000]  參加加辛的夫婦營
[00:17:37.000 --> 00:17:39.000]  在教務局裏面
[00:17:39.000 --> 00:17:42.000]  裏面做很多exercise
[00:17:42.000 --> 00:17:49.000]  團契是一個客觀的事實
[00:17:49.000 --> 00:17:53.000]  就是說一切接受耶穌基督為救主的人
[00:17:53.000 --> 00:17:56.000]  因為我們有共有的生命
[00:17:56.000 --> 00:17:58.000]  a common life
[00:17:58.000 --> 00:18:00.000]  因為聖靈住在我裏頭
[00:18:00.000 --> 00:18:02.000]  也住在你裏頭
[00:18:02.000 --> 00:18:03.000]  因為這個緣故
[00:18:03.000 --> 00:18:04.000]  你就是我的弟兄
[00:18:04.000 --> 00:18:06.000]  你就是我的姊妹
[00:18:06.000 --> 00:18:08.000]  這個客觀事實
[00:18:08.000 --> 00:18:10.000]  因為耶穌基督的緣故
[00:18:10.000 --> 00:18:12.000]  已經成就了
[00:18:12.000 --> 00:18:14.000]  但我們不是停在這裏
[00:18:14.000 --> 00:18:16.000]  我們在當中裏面
[00:18:16.000 --> 00:18:18.000]  需要一個communion
[00:18:18.000 --> 00:18:21.000]  定期的與主相聚
[00:18:21.000 --> 00:18:23.000]  我們擦餅擦杯
[00:18:23.000 --> 00:18:24.000]  主是我們的主
[00:18:24.000 --> 00:18:26.000]  同樣弟兄姊妹都是一樣
[00:18:26.000 --> 00:18:27.000]  我們不是說
[00:18:27.000 --> 00:18:30.000]  我們有共有的關係就行
[00:18:30.000 --> 00:18:33.000]  我們需要彼此的fellowship
[00:18:33.000 --> 00:18:37.000]  能夠促進彼此的關係
[00:18:37.000 --> 00:18:39.000]  但我發覺今天很多時候
[00:18:39.000 --> 00:18:45.000]  我們輕忽了我們的關係
[00:18:45.000 --> 00:18:47.000]  我們take for granted
[00:18:47.000 --> 00:18:49.000]  我們體會不到
[00:18:49.000 --> 00:18:53.000]  原來這個弟兄或姊妹
[00:18:53.000 --> 00:18:55.000]  他們都是同樣蒙恩
[00:18:55.000 --> 00:18:57.000]  蒙受神的拯救
[00:18:57.000 --> 00:18:59.000]  同樣領受聖靈
[00:18:59.000 --> 00:19:01.000]  他們是我的弟兄
[00:19:01.000 --> 00:19:05.000]  他們是我的姊妹
[00:19:05.000 --> 00:19:06.000]  這裏強調團契
[00:19:06.000 --> 00:19:09.000]  是一個客觀的事實
[00:19:09.000 --> 00:19:12.000]  神既然將我們放在機約
[00:19:12.000 --> 00:19:15.000]  在這個大家庭裏
