
[00:00:00.000 --> 00:00:02.000]  各位網友 多謝大家收看 再見
[00:03:21.880 --> 00:03:23.880]  從創世紀開始
[00:03:23.880 --> 00:03:25.880]  一直到啟示錄
[00:03:25.880 --> 00:03:26.880]  不止這樣
[00:03:26.880 --> 00:03:29.880]  今天猶太人仍然健在
[00:03:29.880 --> 00:03:33.880]  神的揀選並沒有落空
[00:03:33.880 --> 00:03:39.880]  但是以西傑書按照第一章
[00:03:39.880 --> 00:03:43.880]  是他們亡國未
[00:03:43.880 --> 00:03:49.880]  是被擄第五年四月
[00:03:49.880 --> 00:03:56.880]  才開始見到天開了
[00:03:56.880 --> 00:03:59.880]  神揀選以西傑
[00:03:59.880 --> 00:04:01.880]  他在哪裏?
[00:04:01.880 --> 00:04:03.880]  他不是在耶路撒冷
[00:04:03.880 --> 00:04:05.880]  未曾亡國
[00:04:05.880 --> 00:04:11.880]  但是已經頭一批被擄到巴比倫
[00:04:11.880 --> 00:04:13.880]  你認識他們嗎?
[00:04:13.880 --> 00:04:14.880]  不認識
[00:04:14.880 --> 00:04:15.880]  猶太人認識的
[00:04:15.880 --> 00:04:17.880]  但爾你有沒有聽過?
[00:04:17.880 --> 00:04:19.880]  和他三個朋友有沒有聽過?
[00:04:19.880 --> 00:04:20.880]  有
[00:04:20.880 --> 00:04:23.880]  以西傑就是其中一個
[00:04:23.880 --> 00:04:26.880]  他是祭司的後人
[00:04:26.880 --> 00:04:30.880]  所以頭一批被擄到巴比倫
[00:04:30.880 --> 00:04:31.880]  做甚麼?
[00:04:31.880 --> 00:04:34.880]  那麼有空送他們去讀書嗎?
[00:04:34.880 --> 00:04:35.880]  不是
[00:04:35.880 --> 00:04:36.880]  做人質
[00:04:37.880 --> 00:04:41.880]  即是說耶路撒冷如果要造反
[00:04:41.880 --> 00:04:43.880]  巴比倫就每天殺一個
[00:04:43.880 --> 00:04:45.880]  認識這個遊戲規則嗎?
[00:04:45.880 --> 00:04:47.880]  今天我們都聽過
[00:04:47.880 --> 00:04:49.880]  做人質
[00:04:49.880 --> 00:04:53.880]  所以這班猶太人去到巴比倫
[00:04:53.880 --> 00:04:56.880]  朝不保夕
[00:04:56.880 --> 00:05:01.880]  每天膽戰心驚
[00:05:01.880 --> 00:05:04.880]  欲在砧板上
[00:05:04.880 --> 00:05:06.880]  甚麼?
[00:05:06.880 --> 00:05:09.880]  任人宰割
[00:05:09.880 --> 00:05:16.880]  以西傑就是活在一個這樣的時代
[00:05:16.880 --> 00:05:18.880]  我寧願做香港人
[00:05:18.880 --> 00:05:20.880]  是嗎?
[00:05:20.880 --> 00:05:23.880]  在巴比倫
[00:05:23.880 --> 00:05:25.880]  他不是去做先知的
[00:05:25.880 --> 00:05:28.880]  他是身不由己
[00:05:28.880 --> 00:05:32.880]  被擄成為人質
[00:05:32.880 --> 00:05:35.880]  住在集中營
[00:05:35.880 --> 00:05:41.880]  為甚麼在被擄第五年四月
[00:05:41.880 --> 00:05:45.880]  上帝會叫他做先知呢?
[00:05:45.880 --> 00:05:47.880]  我們沒時間說了
[00:05:47.880 --> 00:05:49.880]  因為我擺了個烏龍
[00:05:49.880 --> 00:05:50.880]  本來應該說這篇
[00:05:50.880 --> 00:05:52.880]  假設你讀完以西傑書
[00:05:52.880 --> 00:05:54.880]  所以我說太遲了
[00:05:54.880 --> 00:05:55.880]  應該說最後
[00:05:55.880 --> 00:05:58.880]  不過這個開場白很重要
[00:05:58.880 --> 00:06:00.880]  如果你翻開耶利米書
[00:06:00.880 --> 00:06:01.880]  不用找
[00:06:01.880 --> 00:06:02.880]  因為我自己是讀的
[00:06:02.880 --> 00:06:05.880]  耶利米書28章29章
[00:06:05.880 --> 00:06:06.880]  又是很熟的
[00:06:06.880 --> 00:06:08.880]  所以我說以西傑書我們真的不熟
[00:06:08.880 --> 00:06:10.880]  耶利米書還有少少印象
[00:06:10.880 --> 00:06:12.880]  為這城求平安
[00:06:12.880 --> 00:06:13.880]  有沒有聽過?
[00:06:13.880 --> 00:06:14.880]  有
[00:06:14.880 --> 00:06:16.880]  香港經常都開祈禱會
[00:06:16.880 --> 00:06:18.880]  這城那城
[00:06:18.880 --> 00:06:22.880]  被擄到巴比倫的猶太人
[00:06:22.880 --> 00:06:24.880]  在被擄之後
[00:06:24.880 --> 00:06:26.880]  第四年
[00:06:26.880 --> 00:06:28.880]  他們收到一個消息
[00:06:28.880 --> 00:06:31.880]  耶路撒冷有先知哈那尼亞
[00:06:31.880 --> 00:06:34.880]  起來宣佈再過兩年
[00:06:34.880 --> 00:06:35.880]  被擄的人
[00:06:35.880 --> 00:06:38.880]  就可以回耶路撒冷
[00:06:38.880 --> 00:06:39.880]  嘩
[00:06:39.880 --> 00:06:42.880]  這個是大喜的信息
[00:06:42.880 --> 00:06:44.880]  不是關乎萬民
[00:06:44.880 --> 00:06:46.880]  都關乎猶大
[00:06:46.880 --> 00:06:47.880]  因今天
[00:06:47.880 --> 00:06:49.880]  耶路撒冷
[00:06:49.880 --> 00:06:52.880]  你差不多想背聖誕節那段經文
[00:06:52.880 --> 00:06:55.880]  對被擄的猶大人來說
[00:06:55.880 --> 00:06:57.880]  這個消息非同小可
[00:06:57.880 --> 00:07:00.880]  被擄了四年
[00:07:00.880 --> 00:07:01.880]  朝不保夕
[00:07:01.880 --> 00:07:02.880]  膽戰心驚
[00:07:02.880 --> 00:07:04.880]  忽然之間上帝透過先知
[00:07:04.880 --> 00:07:07.880]  答應兩年之內
[00:07:07.880 --> 00:07:09.880]  就可以回耶路撒冷
[00:07:09.880 --> 00:07:11.880]  正在興奮
[00:07:11.880 --> 00:07:13.880]  正在感恩
[00:07:13.880 --> 00:07:16.880]  收到耶利米先知的來信
[00:07:16.880 --> 00:07:18.880]  你自己讀吧
[00:07:18.880 --> 00:07:19.880]  很精彩
[00:07:19.880 --> 00:07:22.880]  峰迴路轉
[00:07:22.880 --> 00:07:24.880]  耶利米告訴他們
[00:07:24.880 --> 00:07:26.880]  那個是假先知
[00:07:26.880 --> 00:07:30.880]  去年第四年七月
[00:07:30.880 --> 00:07:32.880]  他就離開世界
[00:07:32.880 --> 00:07:37.880]  你們要生養眾多
[00:07:37.880 --> 00:07:40.880]  留在巴比倫七十年
[00:07:40.880 --> 00:07:42.880]  是
[00:07:42.880 --> 00:07:44.880]  有一天要回來
[00:07:44.880 --> 00:07:46.880]  不過回來的時候
[00:07:46.880 --> 00:07:47.880]  不是你們
[00:07:47.880 --> 00:07:49.880]  懂不懂聽
[00:07:49.880 --> 00:07:50.880]  香港人懂聽
[00:07:50.880 --> 00:07:52.880]  我們有另一個年份
[00:07:52.880 --> 00:07:54.880]  叫做什麼
[00:07:54.880 --> 00:07:58.880]  你聽到不connect這些年份嗎
[00:07:58.880 --> 00:08:00.880]  我們叫做五十年不變
[00:08:00.880 --> 00:08:02.880]  九七回歸
[00:08:02.880 --> 00:08:03.880]  你怕嗎
[00:08:03.880 --> 00:08:04.880]  不要緊
[00:08:04.880 --> 00:08:06.880]  鄧伯伯說什麼
[00:08:06.880 --> 00:08:08.880]  變的時候你都不在
[00:08:08.880 --> 00:08:12.880]  2047在請舉手
[00:08:12.880 --> 00:08:14.880]  你不知道
[00:08:14.880 --> 00:08:16.880]  你怎麼知道
[00:08:16.880 --> 00:08:18.880]  主若願意
[00:08:18.880 --> 00:08:19.880]  不過我可以告訴你
[00:08:19.880 --> 00:08:22.880]  我在這裡都九十一歲
[00:08:22.880 --> 00:08:25.880]  所以七十年之後
[00:08:25.880 --> 00:08:27.880]  是可以回去
[00:08:27.880 --> 00:08:30.880]  不過你要生養眾多
[00:08:30.880 --> 00:08:32.880]  到時才有你的份
[00:08:32.880 --> 00:08:35.880]  你還要為巴比倫求平安
[00:08:35.880 --> 00:08:37.880]  這個我們不是今天要說的
[00:08:37.880 --> 00:08:41.880]  不過這個是以西傑書的前傳
[00:08:41.880 --> 00:08:43.880]  哈比人
[00:08:43.880 --> 00:08:45.880]  如果你喜歡看魔戒
[00:08:45.880 --> 00:08:46.880]  喜歡嗎
[00:08:46.880 --> 00:08:47.880]  真是好看
[00:08:47.880 --> 00:08:49.880]  前傳
[00:08:49.880 --> 00:08:52.880]  以西傑和他的同胞
[00:08:52.880 --> 00:08:54.880]  在巴比倫一直等
[00:08:54.880 --> 00:08:55.880]  一直等
[00:08:55.880 --> 00:08:57.880]  等了多久
[00:08:57.880 --> 00:08:58.880]  以西傑書
[00:08:58.880 --> 00:09:02.880]  就是他們等待的年間
[00:09:02.880 --> 00:09:06.880]  上帝對他們說的每一句話
[00:09:06.880 --> 00:09:12.880]  先知都非常謹慎小心
[00:09:12.880 --> 00:09:15.880]  記錄在案
[00:09:15.880 --> 00:09:20.880]  從秘魯第五年四月
[00:09:20.880 --> 00:09:24.880]  來到書卷結束
[00:09:24.880 --> 00:09:27.880]  農曆年你們應該讀完以西傑書
[00:09:27.880 --> 00:09:31.880]  48章由12月17號開始
[00:09:31.880 --> 00:09:33.880]  掃口精的弟兄姊妹告訴我
[00:09:33.880 --> 00:09:35.880]  結束那天應該是2月幾號
[00:09:35.880 --> 00:09:37.880]  差不多了
[00:09:37.880 --> 00:09:38.880]  還是一月已經讀完了
[00:09:38.880 --> 00:09:39.880]  48天而已
[00:09:39.880 --> 00:09:40.880]  不是很久
[00:09:40.880 --> 00:09:44.880]  就是他們秘魯25年
[00:09:44.880 --> 00:09:48.880]  記載在以西傑書40章
[00:09:48.880 --> 00:09:51.880]  以西傑書最後40到48章
[00:09:51.880 --> 00:09:53.880]  這9章的經文
[00:09:53.880 --> 00:09:57.880]  就是他們秘魯四分一個世紀
[00:09:57.880 --> 00:10:00.880]  25年
[00:10:00.880 --> 00:10:05.880]  在漆黑的歷史處境當中
[00:10:05.880 --> 00:10:09.880]  但上帝對他們說什麼
[00:10:09.880 --> 00:10:12.880]  如果你打開以西傑書48章結束
[00:10:12.880 --> 00:10:14.880]  你會發覺很奇怪
[00:10:14.880 --> 00:10:16.880]  有沒有經文可以打出來
[00:10:16.880 --> 00:10:18.880]  剛才我見過一次
[00:10:18.880 --> 00:10:21.880]  這個是以西傑書最後那幾節
[00:10:21.880 --> 00:10:24.880]  莫名其妙
[00:10:24.880 --> 00:10:25.880]  對嗎
[00:10:25.880 --> 00:10:28.880]  忽然之間說耶路撒冷城
[00:10:28.880 --> 00:10:32.880]  北面4500蚤
[00:10:32.880 --> 00:10:34.880]  有三道門
[00:10:34.880 --> 00:10:37.880]  東面有三道門
[00:10:37.880 --> 00:10:38.880]  還沒完
[00:10:38.880 --> 00:10:39.880]  還說沒得看下去
[00:10:39.880 --> 00:10:43.880]  南面又4500蚤
[00:10:43.880 --> 00:10:45.880]  又有三道門
[00:10:45.880 --> 00:10:49.880]  西面又4500蚤
[00:10:49.880 --> 00:10:51.880]  又有三道門
[00:10:51.880 --> 00:10:52.880]  總共多少道門
[00:10:52.880 --> 00:10:53.880]  12道門
[00:10:53.880 --> 00:10:55.880]  為什麼是12道門
[00:10:55.880 --> 00:10:56.880]  因為12支派
[00:10:56.880 --> 00:10:58.880]  你們舊約很熟
[00:10:58.880 --> 00:11:00.880]  那我可以說快一點
[00:11:00.880 --> 00:11:03.880]  有沒有數過那12支派的名字
[00:11:03.880 --> 00:11:05.880]  全部在一起
[00:11:05.880 --> 00:11:10.880]  在秘魯亡國最黑暗的時候
[00:11:10.880 --> 00:11:17.880]  上帝最後和先知寫下的異象說什麼
[00:11:17.880 --> 00:11:20.880]  說耶路撒冷重建
[00:11:20.880 --> 00:11:22.880]  重建一個城
[00:11:22.880 --> 00:11:23.880]  最後是城門
[00:11:23.880 --> 00:11:24.880]  你知道吧
[00:11:24.880 --> 00:11:25.880]  這是常識
[00:11:25.880 --> 00:11:27.880]  城門穩陣
[00:11:27.880 --> 00:11:29.880]  城就守得住
[00:11:29.880 --> 00:11:31.880]  以前在古代世界
[00:11:31.880 --> 00:11:34.880]  城就是打仗的時候的堡壘
[00:11:34.880 --> 00:11:36.880]  平時人們住在城外面
[00:11:36.880 --> 00:11:38.880]  有敵人來就推進去城
[00:11:38.880 --> 00:11:43.880]  於是城門就是那裡的屏障
[00:11:43.880 --> 00:11:45.880]  12支派
[00:11:45.880 --> 00:11:49.880]  耶路撒冷重建原城
[00:11:49.880 --> 00:11:52.880]  發開口夢什麼以西傑
[00:11:52.880 --> 00:11:55.880]  你當然是日有所思
[00:11:55.880 --> 00:11:57.880]  夜有所夢
[00:11:57.880 --> 00:12:00.880]  怎麼可能
[00:12:00.880 --> 00:12:03.880]  巴比倫帝國那麼強盛
[00:12:03.880 --> 00:12:06.880]  遠征打到埃及
[00:12:06.880 --> 00:12:10.880]  你少少一個猶大耶路撒冷
[00:12:10.880 --> 00:12:12.880]  亡國了
[00:12:12.880 --> 00:12:13.880]  你說要復興
[00:12:13.880 --> 00:12:15.880]  你說要重建
[00:12:15.880 --> 00:12:18.880]  你說要12支派在耶路撒冷
[00:12:18.880 --> 00:12:20.880]  12道城門
[00:12:20.880 --> 00:12:21.880]  開玩笑
[00:12:21.880 --> 00:12:22.880]  不可能
[00:12:22.880 --> 00:12:23.880]  不過是這樣的
[00:12:23.880 --> 00:12:25.880]  牧師在港台上講道
[00:12:25.880 --> 00:12:29.880]  當然是講一些很高深的道理
[00:12:29.880 --> 00:12:30.880]  不可能的
[00:12:30.880 --> 00:12:31.880]  不過聽就這樣聽吧
[00:12:31.880 --> 00:12:33.880]  如果有機會讓我舉手問
[00:12:33.880 --> 00:12:35.880]  我一定問到他口啞啞
[00:12:35.880 --> 00:12:39.880]  是不是這樣
[00:12:39.880 --> 00:12:43.880]  如果我們停在農曆年
[00:12:43.880 --> 00:12:45.880]  讀完以西傑書
[00:12:45.880 --> 00:12:48.880]  我們的確有很大的問號
[00:12:48.880 --> 00:12:50.880]  真還是假
[00:12:50.880 --> 00:12:53.880]  不過這一段的經文
[00:12:53.880 --> 00:12:57.880]  其實沒有停在以西傑書
[00:12:57.880 --> 00:13:00.880]  或者說沒有停在舊約聖經
[00:13:00.880 --> 00:13:03.880]  這一段的經文你知道
[00:13:03.880 --> 00:13:08.880]  第二次再出現在聖經在哪裏嗎?
[00:13:08.880 --> 00:13:09.880]  不要考我了
[00:13:09.880 --> 00:13:11.880]  我回來崇拜已經很厲害了
[00:13:11.880 --> 00:13:13.880]  回來還要考試
[00:13:13.880 --> 00:13:15.880]  我下個星期不回來了
[00:13:15.880 --> 00:13:16.880]  不考你了
[00:13:16.880 --> 00:13:18.880]  不過你應該懂的
[00:13:18.880 --> 00:13:21.880]  我沒有通知powerpoint的弟兄
[00:13:21.880 --> 00:13:22.880]  考他了
[00:13:22.880 --> 00:13:23.880]  不要緊
[00:13:23.880 --> 00:13:25.880]  我讀給大家聽
[00:13:25.880 --> 00:13:29.880]  啟示錄21章
[00:13:29.880 --> 00:13:33.880]  第9節到第14節
[00:13:33.880 --> 00:13:35.880]  如果你有聖經或者iPhone
[00:13:35.880 --> 00:13:36.880]  你可以點擊
[00:13:36.880 --> 00:13:38.880]  不過我讀的是和合本
[00:13:38.880 --> 00:13:40.880]  啟示錄21章第9節
[00:13:40.880 --> 00:13:43.880]  那著七個金碗盛滿末後七哉
[00:13:43.880 --> 00:13:47.880]  七位天使中有一位來對我說
[00:13:47.880 --> 00:13:49.880]  你到我這裏來
[00:13:49.880 --> 00:13:55.880]  我要將身輔就是高揚的妻子給你汗
[00:13:55.880 --> 00:13:57.880]  我被聖靈感動
[00:13:57.880 --> 00:14:02.880]  天使就帶我到一座高大的山
[00:14:02.880 --> 00:14:08.880]  將那由神那裏從天而降的聖城耶路撒冷指示我
[00:14:08.880 --> 00:14:10.880]  城中有神的榮耀
[00:14:10.880 --> 00:14:12.880]  城的光輝
[00:14:12.880 --> 00:14:14.880]  如同極貴的寶石
[00:14:14.880 --> 00:14:18.880]  好像碧玉明如水晶
[00:14:18.880 --> 00:14:22.880]  有高大的牆有十二個門
[00:14:22.880 --> 00:14:25.880]  門上十二位天使
[00:14:25.880 --> 00:14:30.880]  門上又寫著以色列十二個支派的名字
[00:14:30.880 --> 00:14:32.880]  東邊有三門
[00:14:32.880 --> 00:14:34.880]  北邊有三門
[00:14:34.880 --> 00:14:37.880]  南邊有三門
[00:14:37.880 --> 00:14:39.880]  西邊有三門
[00:14:39.880 --> 00:14:41.880]  城牆有十二根基
[00:14:41.880 --> 00:14:47.880]  根基上有高揚十二使徒的名字
[00:14:47.880 --> 00:14:49.880]  聽到嗎?
[00:14:49.880 --> 00:14:51.880]  就算你聽不到前面聽不到後面
[00:14:51.880 --> 00:14:56.880]  中間那句東南西北各有三道門
[00:14:56.880 --> 00:14:58.880]  聽到嗎?
[00:14:58.880 --> 00:15:04.880]  這就是以色列書48章結束最後的一個意象
[00:15:04.880 --> 00:15:06.880]  為什麼我們說是一個意象?
[00:15:06.880 --> 00:15:10.880]  因為現實當中的耶路撒冷不是四四方方的
[00:15:10.880 --> 00:15:12.880]  你知道吧?
[00:15:12.880 --> 00:15:14.880]  哪裏記載?尼西米記
[00:15:14.880 --> 00:15:18.880]  當他們真的重建聖城的時候
[00:15:18.880 --> 00:15:22.880]  尼西米視察城牆半夜出去
[00:15:22.880 --> 00:15:24.880]  有沒有印象?
[00:15:24.880 --> 00:15:26.880]  城造在山上
[00:15:26.880 --> 00:15:29.880]  耶穌這句話是說耶路撒冷
[00:15:29.880 --> 00:15:36.880]  山上的城是要依地理地勢來建造
[00:15:36.880 --> 00:15:38.880]  不是南京
[00:15:38.880 --> 00:15:43.880]  不是一個平原任你劃一條街就建成城牆
[00:15:43.880 --> 00:15:44.880]  不是
[00:15:44.880 --> 00:15:46.880]  所以你有印象了
[00:15:46.880 --> 00:15:48.880]  耶路撒冷的南邊沒有三道門
[00:15:48.880 --> 00:15:51.880]  只有南端一道門
[00:15:51.880 --> 00:15:53.880]  名字不太好聽
[00:15:53.880 --> 00:15:54.880]  叫做什麼?
[00:15:54.880 --> 00:15:56.880]  糞廠門
[00:15:56.880 --> 00:15:57.880]  做什麼的?
[00:15:57.880 --> 00:15:59.880]  倒夜香的
[00:15:59.880 --> 00:16:00.880]  燒垃圾的
[00:16:00.880 --> 00:16:01.880]  你明白了
[00:16:01.880 --> 00:16:05.880]  所以以色列看到的意象
[00:16:05.880 --> 00:16:09.880]  是一個從天而降的耶路撒冷
[00:16:09.880 --> 00:16:14.880]  不是現實當中倒轉頭的三角形
[00:16:14.880 --> 00:16:16.880]  看你是哪個方向
[00:16:16.880 --> 00:16:18.880]  不一定是北面還是西面
[00:16:18.880 --> 00:16:21.880]  但是耶路撒冷是一個三角形的城
[00:16:21.880 --> 00:16:22.880]  不是一個四方城
[00:16:22.880 --> 00:16:24.880]  東南西北
[00:16:24.880 --> 00:16:26.880]  各有三道門
[00:16:26.880 --> 00:16:28.880]  加上十二支派的名字
[00:16:28.880 --> 00:16:30.880]  啟示錄
[00:16:30.880 --> 00:16:32.880]  影印了過去
[00:16:32.880 --> 00:16:34.880]  聽到嗎?
[00:16:34.880 --> 00:16:38.880]  將以色列的結論
[00:16:38.880 --> 00:16:41.880]  將以色列的高潮
[00:16:41.880 --> 00:16:45.880]  將以色列書的壓軸
[00:16:45.880 --> 00:16:47.880]  搬了過來
[00:16:47.880 --> 00:16:51.880]  成為啟示錄最後的意象
[00:16:51.880 --> 00:16:52.880]  不是
[00:16:52.880 --> 00:16:55.880]  新約聖經最後的壓軸
[00:16:55.880 --> 00:16:56.880]  不是
[00:16:56.880 --> 00:16:59.880]  是新舊約傳書
[00:16:59.880 --> 00:17:05.880]  整本聖經最終的高潮
[00:17:05.880 --> 00:17:06.880]  就是這幅圖畫
[00:17:06.880 --> 00:17:08.880]  你說重要嗎?
[00:17:08.880 --> 00:17:10.880]  你讀的時候莫名其妙
[00:17:10.880 --> 00:17:12.880]  原來這麼重要
[00:17:12.880 --> 00:17:14.880]  重要在哪裏?
[00:17:14.880 --> 00:17:19.880]  重要在天使對約翰
[00:17:19.880 --> 00:17:21.880]  開頭說的那句話
[00:17:21.880 --> 00:17:23.880]  再讀一次給你聽
[00:17:23.880 --> 00:17:26.880]  七個天使當中
[00:17:26.880 --> 00:17:29.880]  有一位來對我說
[00:17:29.880 --> 00:17:31.880]  你到這裡來
[00:17:31.880 --> 00:17:34.880]  我要將辛苦
[00:17:34.880 --> 00:17:37.880]  就是高揚的妻子
[00:17:37.880 --> 00:17:40.880]  子給你汗
[00:17:40.880 --> 00:17:42.880]  聽到嗎?
[00:17:42.880 --> 00:17:46.880]  約翰見到的意象
[00:17:46.880 --> 00:17:49.880]  明明不是一個新娘
[00:17:49.880 --> 00:17:51.880]  是一座城
[00:17:51.880 --> 00:17:55.880]  所以難怪我們讀聖經讀到啟示錄21章
[00:17:55.880 --> 00:17:59.880]  我們都說這是將來我們要去的新天新地
[00:17:59.880 --> 00:18:00.880]  新耶路撒冷
[00:18:00.880 --> 00:18:01.880]  天堂
[00:18:01.880 --> 00:18:02.880]  黃金街
[00:18:02.880 --> 00:18:03.880]  穿高跟鞋走進去
[00:18:03.880 --> 00:18:04.880]  叩叩聲
[00:18:04.880 --> 00:18:06.880]  小心不要滑倒
[00:18:06.880 --> 00:18:07.880]  不是的
[00:18:07.880 --> 00:18:08.880]  天使不是這樣說的
[00:18:08.880 --> 00:18:09.880]  你懂得聽嗎?
[00:18:09.880 --> 00:18:11.880]  讀完新約聖經你知道什麼?
[00:18:11.880 --> 00:18:16.880]  辛苦高揚的妻子是指誰?
[00:18:16.880 --> 00:18:18.880]  你不知道嗎?
[00:18:18.880 --> 00:18:21.880]  有位老牧師曾經說過
[00:18:21.880 --> 00:18:23.880]  我親耳聽他說
[00:18:23.880 --> 00:18:24.880]  所以是真的
[00:18:24.880 --> 00:18:26.880]  他說有年長的姐妹來問他
[00:18:26.880 --> 00:18:29.880]  牧師牧師我一生很愛主
[00:18:29.880 --> 00:18:31.880]  我沒有結婚
[00:18:31.880 --> 00:18:34.880]  請問我可不可以在我離開世界
[00:18:34.880 --> 00:18:38.880]  我穿一套純白的婚紗
[00:18:38.880 --> 00:18:40.880]  復活那天
[00:18:40.880 --> 00:18:42.880]  我起來
[00:18:42.880 --> 00:18:46.880]  迎見我一生最愛的新郎
[00:18:46.880 --> 00:18:48.880]  我的主耶穌基督
[00:18:48.880 --> 00:18:50.880]  牧師牧師你說可不可以這樣做?
[00:18:50.880 --> 00:18:52.880]  你是牧師你怎麼回答?
[00:18:52.880 --> 00:18:54.880]  有人已經點頭了
[00:18:54.880 --> 00:18:56.880]  有人不敢動
[00:18:56.880 --> 00:18:58.880]  你這樣問就是有些古怪了
[00:18:58.880 --> 00:19:00.880]  其實沒什麼古怪的
[00:19:00.880 --> 00:19:02.880]  不過我聽這些我頑皮的
[00:19:02.880 --> 00:19:04.880]  反問的
[00:19:04.880 --> 00:19:08.880]  你見牧師這個如果不是年老的姐妹
[00:19:08.880 --> 00:19:11.880]  是一個年老的弟兄
[00:19:11.880 --> 00:19:14.880]  牧師牧師我一生愛主
[00:19:14.880 --> 00:19:16.880]  我沒有結婚
[00:19:16.880 --> 00:19:18.880]  離開世界我可不可以穿一套
