
[00:00:00.000 --> 00:00:06.440]  各位午安 我想看清楚你的樣子
[00:02:42.200 --> 00:02:44.200]  都看到一個很可愛的BB女
[00:02:44.200 --> 00:02:46.200]  BB女很乖的
[00:02:46.200 --> 00:02:48.200]  乖到一個地步就是她知道她爸爸
[00:02:48.200 --> 00:02:50.200]  晚上第二天早上上班
[00:02:50.200 --> 00:02:52.200]  BB女會自動睡覺
[00:02:52.200 --> 00:02:54.200]  不吵爸爸
[00:02:54.200 --> 00:02:56.200]  多厲害
[00:02:56.200 --> 00:02:58.200]  幾個月大就懂得這樣
[00:02:58.200 --> 00:03:00.200]  雖然是這樣
[00:03:00.200 --> 00:03:02.200]  但最近都出了一個令我們很難解決的問題
[00:03:02.200 --> 00:03:04.200]  就是她經常扔東西在地上
[00:03:04.200 --> 00:03:06.200]  筷子又扔碗又扔
[00:03:06.200 --> 00:03:08.200]  什麼都扔
[00:03:08.200 --> 00:03:10.200]  扔在地上
[00:03:10.200 --> 00:03:12.200]  我們跟她說
[00:03:12.200 --> 00:03:14.200]  不行的
[00:03:14.200 --> 00:03:16.200]  不好的
[00:03:16.200 --> 00:03:18.200]  她跟著我說不好的
[00:03:18.200 --> 00:03:20.200]  然後她再扔
[00:03:20.200 --> 00:03:22.200]  每次都扔
[00:03:22.200 --> 00:03:24.200]  周圍的人開始擔心
[00:03:24.200 --> 00:03:26.200]  是不是開始反叛
[00:03:26.200 --> 00:03:28.200]  最近她又出了新招數
[00:03:28.200 --> 00:03:30.200]  在酒樓大聲叫
[00:03:30.200 --> 00:03:32.200]  叫到很遠都聽到
[00:03:32.200 --> 00:03:34.200]  我跟她說
[00:03:34.200 --> 00:03:36.200]  不可以叫
[00:03:36.200 --> 00:03:38.200]  她說不叫
[00:03:38.200 --> 00:03:40.200]  然後她就叫了
[00:03:40.200 --> 00:03:42.200]  有些人問她為什麼不明白
[00:03:42.200 --> 00:03:44.200]  其實她明白
[00:03:44.200 --> 00:03:46.200]  因為她叫的時候
[00:03:46.200 --> 00:03:48.200]  她看著我們的樣子說不行
[00:03:48.200 --> 00:03:50.200]  但她繼續叫
[00:03:50.200 --> 00:03:52.200]  她媽媽也是我的徒弟
[00:03:52.200 --> 00:03:54.200]  也是心理專家
[00:03:54.200 --> 00:03:56.200]  她問我
[00:03:56.200 --> 00:03:58.200]  我女兒是不是Trouble 2
[00:03:58.200 --> 00:04:00.200]  即是反叛兩歲
[00:04:00.200 --> 00:04:02.200]  我跟她解釋
[00:04:02.200 --> 00:04:04.200]  我問她知不知道
[00:04:04.200 --> 00:04:06.200]  每一次
[00:04:06.200 --> 00:04:08.200]  聽到你叫她不要扔東西
[00:04:08.200 --> 00:04:10.200]  不要叫
[00:04:10.200 --> 00:04:12.200]  她都開始明白一點
[00:04:12.200 --> 00:04:14.200]  但她想肯定
[00:04:14.200 --> 00:04:16.200]  下次是不是可以再扔
[00:04:16.200 --> 00:04:18.200]  你又說
[00:04:18.200 --> 00:04:20.200]  於是對她來說
[00:04:20.200 --> 00:04:22.200]  她每一次就收到不要扔
[00:04:22.200 --> 00:04:24.200]  意思是什麼呢
[00:04:24.200 --> 00:04:26.200]  意思就是每一次扔完
[00:04:26.200 --> 00:04:28.200]  她就聽到不要扔
[00:04:28.200 --> 00:04:30.200]  對她來說
[00:04:30.200 --> 00:04:32.200]  她只是交換
[00:04:32.200 --> 00:04:34.200]  她扔然後你叫她不要扔
[00:04:34.200 --> 00:04:36.200]  她每一次都是我扔你叫我不要扔
[00:04:36.200 --> 00:04:38.200]  對她來說
[00:04:38.200 --> 00:04:40.200]  什麼意思呢
[00:04:40.200 --> 00:04:42.200]  就是她不明白
[00:04:42.200 --> 00:04:44.200]  但她肯定一件事
[00:04:44.200 --> 00:04:46.200]  所以你女兒很快進步
[00:04:46.200 --> 00:04:48.200]  扔完就叫她不要扔
[00:04:48.200 --> 00:04:50.200]  什麼時候她知道不扔
[00:04:50.200 --> 00:04:52.200]  完全不扔
[00:04:52.200 --> 00:04:54.200]  就叫時間
[00:04:54.200 --> 00:04:56.200]  但她不是反叛
[00:04:56.200 --> 00:04:58.200]  Trouble 2是麻煩
[00:04:58.200 --> 00:05:00.200]  她不是反叛
[00:05:00.200 --> 00:05:02.200]  直至什麼時候
[00:05:02.200 --> 00:05:04.200]  如果她一開始不扔
[00:05:04.200 --> 00:05:06.200]  一輪之後她扔了就叫反叛
[00:05:06.200 --> 00:05:08.200]  因為她肯定了
[00:05:08.200 --> 00:05:10.200]  不做了
[00:05:10.200 --> 00:05:12.200]  然後再做就叫反叛
[00:05:12.200 --> 00:05:14.200]  她一直收到不要扔
[00:05:14.200 --> 00:05:16.200]  她扔了就不是反叛
[00:05:16.200 --> 00:05:18.200]  是她麻煩
[00:05:18.200 --> 00:05:20.200]  就像你老公是麻煩
[00:05:20.200 --> 00:05:22.200]  不是反叛
[00:05:22.200 --> 00:05:24.200]  分得很清楚
[00:05:24.200 --> 00:05:26.200]  麻煩反叛是兩個不同級數
[00:05:26.200 --> 00:05:28.200]  我講這些在教會
[00:05:28.200 --> 00:05:30.200]  我強調一件事
[00:05:30.200 --> 00:05:32.200]  人知道人都很困難
[00:05:32.200 --> 00:05:34.200]  其實我們每個人出生
[00:05:34.200 --> 00:05:36.200]  我們的父母就開始
[00:05:36.200 --> 00:05:38.200]  不太知道我們
[00:05:38.200 --> 00:05:40.200]  不太明白我們
[00:05:40.200 --> 00:05:42.200]  我們是別人不太明白的長大的
[00:05:42.200 --> 00:05:44.200]  不明白的
[00:05:44.200 --> 00:05:46.200]  到你做了父母
[00:05:46.200 --> 00:05:48.200]  你一樣不明白你子女
[00:05:48.200 --> 00:05:50.200]  你又打他又罵他
[00:05:50.200 --> 00:05:52.200]  他又不明白
[00:05:52.200 --> 00:05:54.200]  就這樣長大
[00:05:54.200 --> 00:05:56.200]  你兩個結婚了
[00:05:56.200 --> 00:05:58.200]  但大家不太明白我們結婚
[00:05:58.200 --> 00:06:00.200]  後來覺得你為何這樣
[00:06:00.200 --> 00:06:02.200]  又不太明白
[00:06:02.200 --> 00:06:04.200]  所以人與人之間
[00:06:04.200 --> 00:06:06.200]  大家不太明白就過了一輩子
[00:06:06.200 --> 00:06:08.200]  但奇怪的是
[00:06:08.200 --> 00:06:10.200]  很多心理學
[00:06:10.200 --> 00:06:12.200]  去明白人
[00:06:12.200 --> 00:06:14.200]  但到現在為止不停地改
[00:06:14.200 --> 00:06:16.200]  去研究去改去研究
[00:06:16.200 --> 00:06:18.200]  很多東西都推翻了
[00:06:18.200 --> 00:06:20.200]  不是這樣解釋
[00:06:20.200 --> 00:06:24.200]  即是說人明白人
[00:06:24.200 --> 00:06:26.200]  都很困難
[00:06:26.200 --> 00:06:28.200]  這次你問我
[00:06:28.200 --> 00:06:30.200]  人明白神當然不可能
[00:06:30.200 --> 00:06:32.200]  人明白人
[00:06:32.200 --> 00:06:34.200]  都這麼困難
[00:06:34.200 --> 00:06:36.200]  人明白一個看不到
[00:06:36.200 --> 00:06:38.200]  又不知在哪裏
[00:06:38.200 --> 00:06:40.200]  你又說在這裏的神
[00:06:40.200 --> 00:06:42.200]  很困難
[00:06:42.200 --> 00:06:44.200]  邏輯上是很困難
[00:06:44.200 --> 00:06:46.200]  人絕多150 IQ
[00:06:46.200 --> 00:06:48.200]  是很頂的
[00:06:48.200 --> 00:06:50.200]  個個都是95至105
[00:06:50.200 --> 00:06:52.200]  你150以上都不明白
[00:06:52.200 --> 00:06:54.200]  再聰明多幾多倍
[00:06:54.200 --> 00:06:56.200]  都明白不了神
[00:06:56.200 --> 00:06:58.200]  但感謝上帝這聖經解釋給我們聽
[00:06:58.200 --> 00:07:00.200]  那次人自慰
[00:07:00.200 --> 00:07:02.200]  和啟使靈
[00:07:02.200 --> 00:07:04.200]  上給你們
[00:07:04.200 --> 00:07:06.200]  真知道他
[00:07:06.200 --> 00:07:08.200]  不是你有辦法聰明到明白
[00:07:08.200 --> 00:07:10.200]  是上帝幫你
[00:07:10.200 --> 00:07:12.200]  明白他
[00:07:12.200 --> 00:07:14.200]  他幫你明白他
[00:07:14.200 --> 00:07:16.200]  有一個幼稚園先生
[00:07:16.200 --> 00:07:18.200]  他講得很淺很淺的說話
[00:07:18.200 --> 00:07:20.200]  是幫那個兩三歲
[00:07:20.200 --> 00:07:22.200]  明白的意思
[00:07:22.200 --> 00:07:24.200]  如果他繼續講得這麼深你一定不明白
[00:07:24.200 --> 00:07:26.200]  上帝幫我們明白他
[00:07:26.200 --> 00:07:28.200]  今日我就講這個題目
[00:07:28.200 --> 00:07:30.200]  上帝怎樣幫我們明白他
[00:07:32.200 --> 00:07:34.200]  事實上很多人都會看舊約
[00:07:34.200 --> 00:07:36.200]  你發現到不是太明
[00:07:36.200 --> 00:07:38.200]  是不出奇的
[00:07:38.200 --> 00:07:40.200]  但自從耶穌出現
[00:07:40.200 --> 00:07:42.200]  就出現了一句說話
[00:07:42.200 --> 00:07:44.200]  我想大家很多基督徒會念
[00:07:44.200 --> 00:07:46.200]  給大家看一下
[00:07:46.200 --> 00:07:48.200]  有人福音14章6節
[00:07:48.200 --> 00:07:50.200]  耶穌說
[00:07:50.200 --> 00:07:52.200]  我就是道路
[00:07:52.200 --> 00:07:54.200]  真理生命
[00:07:54.200 --> 00:07:56.200]  若不直著我
[00:07:56.200 --> 00:07:58.200]  沒有人能到
[00:07:58.200 --> 00:08:00.200]  負那裡去
[00:08:00.200 --> 00:08:02.200]  若不直著耶穌
[00:08:02.200 --> 00:08:04.200]  我的行業做了很多年
[00:08:04.200 --> 00:08:06.200]  是做心理輔導
[00:08:06.200 --> 00:08:08.200]  很多親戚一見到我就說
[00:08:08.200 --> 00:08:10.200]  有些事想麻煩你
[00:08:10.200 --> 00:08:12.200]  我就知道什麼麻煩
[00:08:12.200 --> 00:08:14.200]  永遠的袋子
[00:08:14.200 --> 00:08:16.200]  都有幾張紙
[00:08:16.200 --> 00:08:18.200]  用來做什麼呢
[00:08:18.200 --> 00:08:20.200]  寫介紹信
[00:08:20.200 --> 00:08:22.200]  我十單裏面有八單
[00:08:22.200 --> 00:08:24.200]  都是我寫信
[00:08:24.200 --> 00:08:26.200]  叫他
[00:08:26.200 --> 00:08:28.200]  找某些朋友
[00:08:28.200 --> 00:08:30.200]  是更加專家的我
[00:08:30.200 --> 00:08:32.200]  去看那些事
[00:08:32.200 --> 00:08:34.200]  例如抑鬱、狂躁、自閉
[00:08:34.200 --> 00:08:36.200]  因為我不是
[00:08:36.200 --> 00:08:38.200]  專門在某些事的人
[00:08:38.200 --> 00:08:40.200]  特別恐懼症那些
[00:08:40.200 --> 00:08:42.200]  很多種恐懼症
[00:08:42.200 --> 00:08:44.200]  很多都不懂
[00:08:44.200 --> 00:08:46.200]  我會介紹你找高手
[00:08:46.200 --> 00:08:48.200]  他會幫你
[00:08:48.200 --> 00:08:50.200]  但很多時候
[00:08:50.200 --> 00:08:52.200]  我這個朋友很快就打電話給我
[00:08:52.200 --> 00:08:54.200]  他又介紹了另一個給我
[00:08:54.200 --> 00:08:56.200]  他說那個人比他高手
[00:08:56.200 --> 00:08:58.200]  他說你找他吧
[00:08:58.200 --> 00:09:00.200]  我試過一個人找了四單
[00:09:00.200 --> 00:09:02.200]  回家後告訴我還沒找到
[00:09:02.200 --> 00:09:04.200]  那個人又介紹了一個人給我
[00:09:04.200 --> 00:09:06.200]  說我不知道了
[00:09:06.200 --> 00:09:08.200]  留意
[00:09:08.200 --> 00:09:10.200]  這句話耶穌這樣讀
[00:09:10.200 --> 00:09:12.200]  耶穌不是說
[00:09:12.200 --> 00:09:14.200]  我將道路、真理、生命
[00:09:14.200 --> 00:09:16.200]  介紹給你
[00:09:16.200 --> 00:09:18.200]  耶穌沒有這樣說
[00:09:18.200 --> 00:09:20.200]  耶穌說我就是
[00:09:20.200 --> 00:09:22.200]  我就是道路、真理、生命
[00:09:22.200 --> 00:09:24.200]  耶穌從來沒有寫過介紹信
[00:09:24.200 --> 00:09:26.200]  給病人
[00:09:26.200 --> 00:09:28.200]  給心理病人
[00:09:28.200 --> 00:09:30.200]  給痛苦的人
[00:09:30.200 --> 00:09:32.200]  沒有
[00:09:32.200 --> 00:09:34.200]  你找我就行了
[00:09:34.200 --> 00:09:36.200]  真知道他
[00:09:36.200 --> 00:09:38.200]  你一定要知道
[00:09:38.200 --> 00:09:40.200]  他不是
[00:09:40.200 --> 00:09:42.200]  你要找他再介紹人的那個
[00:09:42.200 --> 00:09:44.200]  你要找對的人
[00:09:44.200 --> 00:09:46.200]  他就是那個
[00:09:46.200 --> 00:09:48.200]  在世界上
[00:09:48.200 --> 00:09:50.200]  我想很多人都找了很多年
[00:09:50.200 --> 00:09:52.200]  例如
[00:09:52.200 --> 00:09:54.200]  找一間好學校
[00:09:54.200 --> 00:09:56.200]  最後找到
[00:09:56.200 --> 00:09:58.200]  最後讀完書了
[00:09:58.200 --> 00:10:00.200]  找一份好工作
[00:10:00.200 --> 00:10:02.200]  找到退休還沒找到
[00:10:02.200 --> 00:10:04.200]  老公還難找
[00:10:04.200 --> 00:10:06.200]  找很多個都找不到
[00:10:06.200 --> 00:10:08.200]  就是沒有
[00:10:08.200 --> 00:10:10.200]  現在的移民
[00:10:10.200 --> 00:10:12.200]  你知道移民是排第一
[00:10:12.200 --> 00:10:14.200]  還是精神病的原因
[00:10:14.200 --> 00:10:16.200]  很多人就這樣
[00:10:16.200 --> 00:10:18.200]  不須要拿來須
[00:10:18.200 --> 00:10:20.200]  適應不到
[00:10:20.200 --> 00:10:22.200]  瘋了
[00:10:22.200 --> 00:10:24.200]  壓力太大
[00:10:24.200 --> 00:10:26.200]  很多人都找不到
[00:10:26.200 --> 00:10:28.200]  你說
[00:10:28.200 --> 00:10:30.200]  上帝怎麼找呢?難上加難
[00:10:30.200 --> 00:10:32.200]  但不是
[00:10:32.200 --> 00:10:34.200]  上帝找你
[00:10:34.200 --> 00:10:36.200]  千萬不要說我找到上帝
[00:10:36.200 --> 00:10:38.200]  千萬不要說我會找上帝
[00:10:38.200 --> 00:10:40.200]  不是,是上帝找你
[00:10:40.200 --> 00:10:42.200]  今天你來講福堂
[00:10:42.200 --> 00:10:44.200]  你沒錯找到金鐘
[00:10:44.200 --> 00:10:46.200]  但其實是上帝
[00:10:46.200 --> 00:10:48.200]  令你來到金鐘
[00:10:48.200 --> 00:10:50.200]  很多人都認
[00:10:50.200 --> 00:10:52.200]  不是我們找到上帝
[00:10:52.200 --> 00:10:54.200]  是上帝找到我們
[00:10:54.200 --> 00:10:56.200]  神尋找人
[00:10:56.200 --> 00:10:58.200]  這個證據就是耶穌來到地球
[00:10:58.200 --> 00:11:00.200]  來到伯里行
[00:11:00.200 --> 00:11:02.200]  來到以色列
[00:11:02.200 --> 00:11:04.200]  來到猶太地
[00:11:04.200 --> 00:11:06.200]  他是用上帝的身份
[00:11:06.200 --> 00:11:08.200]  來到地上
[00:11:08.200 --> 00:11:10.200]  去找我們
[00:11:10.200 --> 00:11:12.200]  所以為什麼他講這麼多
[00:11:12.200 --> 00:11:14.200]  其實是他帶這些訊息
[00:11:14.200 --> 00:11:16.200]  給我們知道,所以很有趣
[00:11:16.200 --> 00:11:18.200]  這個世界最容易找的
[00:11:18.200 --> 00:11:20.200]  反過來
[00:11:20.200 --> 00:11:22.200]  不是什麼人
[00:11:22.200 --> 00:11:24.200]  是上帝讓你找到
[00:11:24.200 --> 00:11:26.200]  有什麼證據呢
[00:11:26.200 --> 00:11:28.200]  第一個證據就是
[00:11:28.200 --> 00:11:30.200]  道路,道路是什麼呢
[00:11:30.200 --> 00:11:32.200]  我就是
[00:11:32.200 --> 00:11:34.200]  你通去上帝那裡
[00:11:34.200 --> 00:11:36.200]  那個人,就叫道路
[00:11:36.200 --> 00:11:40.200]  我想問大家有沒有試過
[00:11:40.200 --> 00:11:42.200]  叫救命
[00:11:44.200 --> 00:11:46.200]  煲窿粥就叫救命
[00:11:46.200 --> 00:11:48.200]  叫救命
[00:11:48.200 --> 00:11:50.200]  你叫救命,叫誰救你呢
[00:11:50.200 --> 00:11:52.200]  其實你都未搞清楚
[00:11:52.200 --> 00:11:54.200]  所以叫完都沒有用
[00:11:54.200 --> 00:11:56.200]  沒人救你
[00:11:56.200 --> 00:11:58.200]  因為你都沒有說叫誰
[00:11:58.200 --> 00:12:00.200]  叫救命要知道
[00:12:00.200 --> 00:12:02.200]  你叫誰是有用的
[00:12:02.200 --> 00:12:04.200]  所以當你報警
[00:12:04.200 --> 00:12:06.200]  我試過打過999
[00:12:06.200 --> 00:12:08.200]  當我太太
[00:12:08.200 --> 00:12:10.200]  沒了血壓
[00:12:10.200 --> 00:12:12.200]  脈搏的時候
[00:12:12.200 --> 00:12:14.200]  但是對方收的電話
[00:12:14.200 --> 00:12:16.200]  還會問
[00:12:16.200 --> 00:12:18.200]  什麼事,我和你聯絡
[00:12:18.200 --> 00:12:20.200]  你等等
[00:12:20.200 --> 00:12:22.200]  於是就去搏去
[00:12:22.200 --> 00:12:24.200]  另一個電話
[00:12:24.200 --> 00:12:26.200]  於是我就說,講個病情
[00:12:26.200 --> 00:12:28.200]  叫救命都要找
[00:12:28.200 --> 00:12:30.200]  那個會救你的那個
[00:12:30.200 --> 00:12:32.200]  是不是
[00:12:32.200 --> 00:12:34.200]  如果你打錯了
[00:12:34.200 --> 00:12:36.200]  去殯儀館是沒有用的
[00:12:36.200 --> 00:12:38.200]  你一定要打去報警
[00:12:38.200 --> 00:12:40.200]  你打錯了
[00:12:40.200 --> 00:12:42.200]  不代表你的命
[00:12:42.200 --> 00:12:44.200]  可能還浪費了時間
[00:12:44.200 --> 00:12:46.200]  我覺得很多人的人生
[00:12:46.200 --> 00:12:48.200]  就是浪費了時間
[00:12:48.200 --> 00:12:50.200]  你找一些其實幫不到你的地方
[00:12:50.200 --> 00:12:52.200]  你還找那麼久
[00:12:52.200 --> 00:12:54.200]  你浪費時間
[00:12:54.200 --> 00:12:56.200]  為什麼你不找快一點呢
[00:12:56.200 --> 00:12:58.200]  上帝最快讓你找到的
[00:12:58.200 --> 00:13:00.200]  就是因為你的心靈裏面
[00:13:00.200 --> 00:13:02.200]  可以通去給他
[00:13:02.200 --> 00:13:04.200]  你透過和耶穌講你的說話
[00:13:04.200 --> 00:13:06.200]  我做過很多個案
[00:13:06.200 --> 00:13:08.200]  後來自殺死了
[00:13:08.200 --> 00:13:10.200]  我去殯儀館
[00:13:10.200 --> 00:13:12.200]  去安慰他的家屬
[00:13:12.200 --> 00:13:14.200]  很多時候他們都沒有
[00:13:14.200 --> 00:13:16.200]  宗教信仰
[00:13:16.200 --> 00:13:18.200]  所以很多時候我陪他們去
[00:13:18.200 --> 00:13:20.200]  看他們做一些儀式
[00:13:20.200 --> 00:13:22.200]  很多時候儀式都是燒那些
[00:13:22.200 --> 00:13:24.200]  紙紮的那些屋車
[00:13:24.200 --> 00:13:26.200]  多數殯儀館的職員
[00:13:26.200 --> 00:13:28.200]  就會叫他們一起叫
[00:13:28.200 --> 00:13:30.200]  一起叫,收到啦
[00:13:30.200 --> 00:13:32.200]  給心機呀,收到呀,享受呀,收到呀
[00:13:32.200 --> 00:13:34.200]  叫大聲一點
[00:13:34.200 --> 00:13:36.200]  我心想叫大聲一點,拿咪高峰都沒有用
[00:13:36.200 --> 00:13:38.200]  怎麼聽呢
[00:13:38.200 --> 00:13:40.200]  我看到那些家屬一路扔
[00:13:40.200 --> 00:13:42.200]  紙紮屋車進去的時候
[00:13:42.200 --> 00:13:44.200]  他們在吃香口膠
[00:13:44.200 --> 00:13:46.200]  在笑
[00:13:46.200 --> 00:13:48.200]  我懷疑他們扔車的時候
[00:13:48.200 --> 00:13:50.200]  幸好是一輛假的車
[00:13:50.200 --> 00:13:52.200]  扔了Rolls Royce就大件事了
[00:13:52.200 --> 00:13:54.200]  幸好是幾塊錢的
[00:13:54.200 --> 00:13:56.200]  其實他們信不信扔了那些東西
[00:13:56.200 --> 00:13:58.200]  那個人收到和享受
[00:13:58.200 --> 00:14:00.200]  他們都不太相信,甚至不相信
[00:14:00.200 --> 00:14:02.200]  其實
[00:14:02.200 --> 00:14:04.200]  你想救你的對象
[00:14:04.200 --> 00:14:06.200]  是不是真的救到你呢
[00:14:06.200 --> 00:14:08.200]  如果你不相信,你覺得沒有意義的
[00:14:08.200 --> 00:14:10.200]  你得不到安慰的
[00:14:10.200 --> 00:14:12.200]  所以我接著看到,扔完之後
[00:14:12.200 --> 00:14:14.200]  他們就哭了
[00:14:14.200 --> 00:14:16.200]  如果那個人大富大貴呀
[00:14:16.200 --> 00:14:18.200]  整棟太古城都買了
[00:14:18.200 --> 00:14:20.200]  他怎麼會哭呢
[00:14:20.200 --> 00:14:22.200]  就因為他根本就不相信
[00:14:22.200 --> 00:14:24.200]  那個車他收到,那個樓收到
[00:14:24.200 --> 00:14:26.200]  耶穌是道路
[00:14:26.200 --> 00:14:28.200]  我記得我太太和爸爸死
[00:14:28.200 --> 00:14:30.200]  到現在分別是九年和四年
[00:14:30.200 --> 00:14:32.200]  我沒有哭,我只是眼淚
[00:14:32.200 --> 00:14:34.200]  我沒有哭,我只是眼淚
[00:14:34.200 --> 00:14:36.200]  因為那個腫瘤科醫生陪我
[00:14:36.200 --> 00:14:38.200]  在殯儀館的時候,他和我說一句話
[00:14:38.200 --> 00:14:40.200]  他指著我太太遺體
[00:14:40.200 --> 00:14:42.200]  他說她現在安全過我們
[00:14:42.200 --> 00:14:44.200]  也是啊
[00:14:44.200 --> 00:14:46.200]  他不會再肝癌,我會啊
[00:14:46.200 --> 00:14:48.200]  醫生都會啊,她安全過我們
[00:14:48.200 --> 00:14:50.200]  接著他說
[00:14:50.200 --> 00:14:52.200]  你太太快樂過我們
[00:14:52.200 --> 00:14:54.200]  她在天堂,我心裡也是啊
[00:14:54.200 --> 00:14:56.200]  天堂
[00:14:56.200 --> 00:14:58.200]  你就算不知天堂,你都覺得天堂一定是最快樂的地方
[00:14:58.200 --> 00:15:00.200]  最快樂
[00:15:00.200 --> 00:15:02.200]  那她在天堂快樂過我
[00:15:02.200 --> 00:15:04.200]  那應該誰哭呢
[00:15:04.200 --> 00:15:06.200]  應該她哭,她為我哭
[00:15:06.200 --> 00:15:08.200]  我沒有她那麼快樂,她快樂過我
[00:15:08.200 --> 00:15:10.200]  沒理由我哭,因為她哭我
[00:15:10.200 --> 00:15:12.200]  這個看法
[00:15:12.200 --> 00:15:14.200]  很真實
[00:15:14.200 --> 00:15:16.200]  當你越相信
[00:15:16.200 --> 00:15:18.200]  耶穌是道路
[00:15:18.200 --> 00:15:20.200]  幫人通到上帝那裡的時候
[00:15:20.200 --> 00:15:22.200]  你會覺得這個信令
[00:15:22.200 --> 00:15:24.200]  你舒服,安全
[00:15:24.200 --> 00:15:26.200]  開心,全部出現了好的結果
[00:15:26.200 --> 00:15:28.200]  不過有一個問題
[00:15:28.200 --> 00:15:30.200]  為什麼很多時候我們
[00:15:30.200 --> 00:15:32.200]  找不到道路呢
[00:15:32.200 --> 00:15:34.200]  找不到呢
[00:15:34.200 --> 00:15:36.200]  有一個問題
[00:15:36.200 --> 00:15:38.200]  就是我們不容易相信別人說的話
[00:15:38.200 --> 00:15:40.200]  直到什麼時候呢
[00:15:40.200 --> 00:15:42.200]  才發現原來
[00:15:42.200 --> 00:15:44.200]  如果我們不做對的事
[00:15:44.200 --> 00:15:46.200]  那個結果是很危險的
[00:15:46.200 --> 00:15:48.200]  我們才會認真去想
[00:15:48.200 --> 00:15:50.200]  我給三段基督教裡面
[00:15:50.200 --> 00:15:52.200]  很重要的經文
[00:15:52.200 --> 00:15:54.200]  很簡單的講給大家聽
[00:15:54.200 --> 00:15:56.200]  第一段在約翰一書
[00:15:56.200 --> 00:15:58.200]  一章十節
[00:15:58.200 --> 00:16:00.200]  我若果說自己沒有犯過罪
