
[00:00:00.000 --> 00:00:04.500]  各位電視節目的平安
[00:07:11.740 --> 00:07:13.740]  祂如何在感恩當中
[00:07:13.740 --> 00:07:15.740]  放膽繼續呼求神
[00:07:15.740 --> 00:07:16.740]  恩待祂
[00:07:16.740 --> 00:07:20.740]  大家首先看第40章第12節
[00:07:20.740 --> 00:07:22.740]  我們去到中間第12節
[00:07:22.740 --> 00:07:25.740]  第12節詩人很坦誠地說出
[00:07:25.740 --> 00:07:27.740]  祂自己的困擾
[00:07:27.740 --> 00:07:32.740]  祂說:因有無數的禍患圍繞著我
[00:07:32.740 --> 00:07:35.740]  所說的禍患可能是疾病
[00:07:35.740 --> 00:07:38.740]  可能是一些身體的困難
[00:07:38.740 --> 00:07:39.740]  或者問題
[00:07:39.740 --> 00:07:41.740]  或者生活上一些的艱難
[00:07:41.740 --> 00:07:44.740]  甚至是一些惡人對祂的攻擊
[00:07:44.740 --> 00:07:45.740]  這些禍患
[00:07:45.740 --> 00:07:50.740]  祂說好像一些牆壁四面圍繞著祂
[00:07:50.740 --> 00:07:53.740]  好像沒有出路的一種感受
[00:07:53.740 --> 00:07:54.740]  然後祂繼續說
[00:07:54.740 --> 00:07:56.740]  我的罪孽追上了我
[00:07:56.740 --> 00:07:58.740]  使我不能看見
[00:07:58.740 --> 00:08:01.740]  或者翻譯為極其的困倦
[00:08:01.740 --> 00:08:03.740]  這些罪令祂很困倦
[00:08:03.740 --> 00:08:05.740]  祂無力去面對
[00:08:05.740 --> 00:08:06.740]  甚至祂說
[00:08:06.740 --> 00:08:11.740]  這些罪孽比我的頭髮還多
[00:08:11.740 --> 00:08:12.740]  很坦白
[00:08:12.740 --> 00:08:13.740]  犯很多罪
[00:08:13.740 --> 00:08:15.740]  有很多得罪神的事情
[00:08:15.740 --> 00:08:18.740]  大家知道這篇詩篇是大衛所寫的
[00:08:18.740 --> 00:08:19.740]  你會記得聖經所提及
[00:08:19.740 --> 00:08:22.740]  他曾經犯的罪
[00:08:22.740 --> 00:08:25.740]  祂說我的罪好像頭髮那麼多
[00:08:25.740 --> 00:08:28.740]  以致我心驚膽顫
[00:08:28.740 --> 00:08:29.740]  很怕
[00:08:29.740 --> 00:08:31.740]  不知道如何面對
[00:08:31.740 --> 00:08:34.740]  他很坦誠地說出自己有的禍患
[00:08:34.740 --> 00:08:36.740]  有的罪的情況
[00:08:36.740 --> 00:08:39.740]  但你會發覺當他說的時候
[00:08:39.740 --> 00:08:41.740]  是去到詩篇的中間
[00:08:41.740 --> 00:08:42.740]  不是一開始的時候
[00:08:42.740 --> 00:08:45.740]  就在神面前說出他的愛情
[00:08:45.740 --> 00:08:46.740]  他的困擾
[00:08:46.740 --> 00:08:47.740]  一開始的時候
[00:08:47.740 --> 00:08:49.740]  反而他在說什麼呢?
[00:08:49.740 --> 00:08:51.740]  就回到前面第一章
[00:08:51.740 --> 00:08:53.740]  向神祈禱的時候
[00:08:53.740 --> 00:08:55.740]  一開始就想起
[00:08:55.740 --> 00:08:58.740]  神曾經如何恩待他
[00:08:58.740 --> 00:09:01.740]  一開始就要向神感恩
[00:09:01.740 --> 00:09:04.740]  他說我曾切切等候耶和華
[00:09:04.740 --> 00:09:06.740]  祂就轉向了我
[00:09:06.740 --> 00:09:08.740]  聽了我的呼求
[00:09:08.740 --> 00:09:12.740]  然後講述自己曾經在坑裡
[00:09:12.740 --> 00:09:15.740]  他說好像在泥沼中
[00:09:15.740 --> 00:09:17.740]  神將我拉上來
[00:09:17.740 --> 00:09:22.740]  讓我腳站在很穩固堅固的盆石上
[00:09:22.740 --> 00:09:27.740]  使我的腳步穩定
[00:09:27.740 --> 00:09:29.740]  本來在禍坑裡
[00:09:29.740 --> 00:09:31.740]  本來在泥沼中
[00:09:31.740 --> 00:09:33.740]  但經易神給他的保守
[00:09:33.740 --> 00:09:36.740]  讓他站在盆石上
[00:09:36.740 --> 00:09:37.740]  第三次他說
[00:09:37.740 --> 00:09:40.740]  他是我口唱新歌
[00:09:40.740 --> 00:09:42.740]  是生命的新歌
[00:09:42.740 --> 00:09:44.740]  是經易神的恩惠之後
[00:09:44.740 --> 00:09:48.740]  生命更新之後有的新歌
[00:09:48.740 --> 00:09:50.740]  他說我口唱新歌
[00:09:50.740 --> 00:09:52.740]  讚美我們的神
[00:09:52.740 --> 00:09:55.740]  許多人看見了就必懼怕
[00:09:55.740 --> 00:09:57.740]  或者說他們看到之後
[00:09:57.740 --> 00:10:01.740]  得到那種內心的勉勵
[00:10:01.740 --> 00:10:03.740]  然後他們都懂得
[00:10:03.740 --> 00:10:07.740]  全心的依靠神 信靠神
[00:10:07.740 --> 00:10:10.740]  一開始就講述他自己曾經有的經歷
[00:10:10.740 --> 00:10:12.740]  如何在神面前
[00:10:12.740 --> 00:10:14.740]  蒙受神的保守
[00:10:14.740 --> 00:10:16.740]  經歷這些禍患
[00:10:16.740 --> 00:10:18.740]  是否停在這裡呢?不是
[00:10:18.740 --> 00:10:20.740]  在讀聖經的時候發覺
[00:10:20.740 --> 00:10:22.740]  他在繼續講感恩的事情
[00:10:22.740 --> 00:10:24.740]  不過用一個不同的方式
[00:10:24.740 --> 00:10:26.740]  來講出來
[00:10:26.740 --> 00:10:28.740]  大家再讀下第五節
[00:10:28.740 --> 00:10:30.740]  我請大家一起讀出第五節的經文
[00:10:30.740 --> 00:10:33.740]  耶和華 我的神啊
[00:10:33.740 --> 00:10:35.740]  你所行的奇事
[00:10:35.740 --> 00:10:39.740]  並你向我們所懷的意念很多
[00:10:39.740 --> 00:10:42.740]  沒有人可以和你相比
[00:10:42.740 --> 00:10:45.740]  如果我要述說尋命
[00:10:45.740 --> 00:10:47.740]  也多到不能勝數
[00:10:47.740 --> 00:10:49.740]  不單止是在說過去
[00:10:49.740 --> 00:10:51.740]  神自己的恩惠
[00:10:51.740 --> 00:10:54.740]  而且他在我身上有很多奇事
[00:10:54.740 --> 00:10:56.740]  很多奇妙的作為
[00:10:56.740 --> 00:10:58.740]  開始他也都說到
[00:10:58.740 --> 00:10:59.740]  不單止我
[00:10:59.740 --> 00:11:01.740]  很多很多我的弟兄姊妹
[00:11:01.740 --> 00:11:04.740]  同樣經歷神的恩惠
[00:11:04.740 --> 00:11:06.740]  他說 並你向我們
[00:11:06.740 --> 00:11:10.740]  我們所懷的意念很多
[00:11:10.740 --> 00:11:12.740]  聖經提到的意念
[00:11:12.740 --> 00:11:15.740]  神對我們的心思
[00:11:15.740 --> 00:11:17.740]  意思是在說
[00:11:17.740 --> 00:11:20.740]  神在未來對我們的計劃
[00:11:20.740 --> 00:11:22.740]  對我們的心意
[00:11:22.740 --> 00:11:24.740]  所以聖經亦說
[00:11:24.740 --> 00:11:28.740]  是神對我們的未來計劃
[00:11:28.740 --> 00:11:30.740]  神對我們的未來計劃
[00:11:30.740 --> 00:11:32.740]  是些什麼計劃呢
[00:11:32.740 --> 00:11:35.740]  我們今天讀的今句裏面提到
[00:11:35.740 --> 00:11:37.740]  他所賜的意念
[00:11:37.740 --> 00:11:40.740]  是賜
[00:11:40.740 --> 00:11:43.740]  大家剛才讀完記得嗎
[00:11:43.740 --> 00:11:47.740]  賜平安的意念
[00:11:47.740 --> 00:11:50.740]  沒錯在當時或未必完全明白
[00:11:50.740 --> 00:11:53.740]  但上帝說我對你的意念
[00:11:53.740 --> 00:11:55.740]  對你人生的計劃
[00:11:55.740 --> 00:11:59.740]  全部都是要賜平安
[00:11:59.740 --> 00:12:04.740]  賜你恩惠的計劃和安排
[00:12:04.740 --> 00:12:07.740]  今次我在綿藍的地方
[00:12:07.740 --> 00:12:10.740]  遇到一位北美的牧師
[00:12:10.740 --> 00:12:11.740]  他告訴我
[00:12:11.740 --> 00:12:14.740]  他以前都在北角宣道會
[00:12:14.740 --> 00:12:17.740]  但小時候在教會成長
[00:12:17.740 --> 00:12:19.740]  所有人都認識他
[00:12:19.740 --> 00:12:24.740]  因為好像是教會的知識份子
[00:12:24.740 --> 00:12:28.740]  小時候很多人都知道他很頑皮
[00:12:28.740 --> 00:12:30.740]  長大後少年期
[00:12:30.740 --> 00:12:34.740]  甚至在社會走到邊緣的情況
[00:12:34.740 --> 00:12:36.740]  當時很擔心
[00:12:36.740 --> 00:12:38.740]  怎樣做呢
[00:12:38.740 --> 00:12:40.740]  他們不知為何想到一個辦法
[00:12:40.740 --> 00:12:43.740]  就把他帶到北美
[00:12:43.740 --> 00:12:46.740]  一個很偏遠的小城
[00:12:46.740 --> 00:12:49.740]  當然小孩子或少年人
[00:12:49.740 --> 00:12:51.740]  不明白為何會這樣
[00:12:51.740 --> 00:12:53.740]  他們都很不接受
[00:12:53.740 --> 00:12:54.740]  但到後發現
[00:12:54.740 --> 00:12:57.740]  這個地方旁邊有一間神學院
[00:12:57.740 --> 00:13:00.740]  而他參加當地的一間教會
[00:13:00.740 --> 00:13:04.740]  亦有很多神學生在那間教會
[00:13:04.740 --> 00:13:06.740]  當他繼續參加時
[00:13:06.740 --> 00:13:08.740]  就發覺這些哥哥姐姐
[00:13:08.740 --> 00:13:11.740]  有生命很大的一種感染
[00:13:11.740 --> 00:13:14.740]  然後開始他自己慢慢轉變
[00:13:14.740 --> 00:13:16.740]  想不到在過程中
[00:13:16.740 --> 00:13:19.740]  他的生命開始有很大的
[00:13:19.740 --> 00:13:22.740]  很明顯的一種改變
[00:13:22.740 --> 00:13:24.740]  後來他自己都成為神學生
[00:13:24.740 --> 00:13:27.740]  今天是在北美一間教會
[00:13:27.740 --> 00:13:29.740]  一位很敬虔的牧者
[00:13:29.740 --> 00:13:32.740]  帶領教會很多的成長
[00:13:32.740 --> 00:13:34.740]  一路聽他講的時候
[00:13:34.740 --> 00:13:35.740]  我相信他小時候
[00:13:35.740 --> 00:13:37.740]  會明白神對他的帶領
[00:13:37.740 --> 00:13:40.740]  神對他的引導是如何
[00:13:40.740 --> 00:13:42.740]  但回想就知道
[00:13:42.740 --> 00:13:45.740]  神向他所懷的意念甚多
[00:13:45.740 --> 00:13:48.740]  或者翻譯為甚偉大
[00:13:48.740 --> 00:13:51.740]  是他不會完全明白
[00:13:51.740 --> 00:13:55.740]  但回想心裏就充滿著感恩
[00:13:55.740 --> 00:13:56.740]  因此詩人來到這個時候
[00:13:56.740 --> 00:13:58.740]  他繼續向神感謝
[00:13:58.740 --> 00:14:01.740]  為了過去和將來會有的恩惠
[00:14:01.740 --> 00:14:04.740]  向神獻上感謝
[00:14:04.740 --> 00:14:05.740]  在感謝當中
[00:14:05.740 --> 00:14:07.740]  他不但停下來
[00:14:07.740 --> 00:14:09.740]  他又再進一步
[00:14:09.740 --> 00:14:10.740]  大家再讀下去
[00:14:10.740 --> 00:14:12.740]  下面第六節
[00:14:12.740 --> 00:14:14.740]  在第六節聖經這樣說
[00:14:14.740 --> 00:14:18.740]  「祭品和禮物不是你喜悅的
[00:14:18.740 --> 00:14:21.740]  你開通了我的耳朵
[00:14:21.740 --> 00:14:26.740]  飯祭和贖罪祭不是你要求的」
[00:14:26.740 --> 00:14:28.740]  一路講的這件事情就是
[00:14:28.740 --> 00:14:33.740]  神要我們怎樣向他回報呢
[00:14:33.740 --> 00:14:35.740]  我們可能有些時候會感覺
[00:14:35.740 --> 00:14:37.740]  神給我們這麼多恩典
[00:14:37.740 --> 00:14:40.740]  一定要用中國人所說的
[00:14:40.740 --> 00:14:41.740]  要還神
[00:14:41.740 --> 00:14:46.740]  要有些好處給神
[00:14:46.740 --> 00:14:50.740]  因為上帝有一切的豐盛
[00:14:50.740 --> 00:14:53.740]  不需要我們回報
[00:14:53.740 --> 00:14:56.740]  他也不需要我們有表面的獻祭
[00:14:56.740 --> 00:14:58.740]  好像要討神開心
[00:14:58.740 --> 00:15:03.740]  但不是真實的一種對神的感恩
[00:15:03.740 --> 00:15:09.740]  但他要的是我們有一個對他開通的耳朵
[00:15:09.740 --> 00:15:13.740]  聖經說「神將開通的耳朵賜給私人」
[00:15:13.740 --> 00:15:15.740]  當我們想到開通的耳朵的時候
[00:15:15.740 --> 00:15:19.740]  或者想回到聖經耳創下書第四十章
[00:15:19.740 --> 00:15:20.740]  就說到
[00:15:20.740 --> 00:15:24.740]  主耶和華開通我的耳朵
[00:15:24.740 --> 00:15:29.740]  使我能聽上受教者一樣
[00:15:29.740 --> 00:15:31.740]  然後作者繼續說
[00:15:31.740 --> 00:15:33.740]  神賜給我開通的耳朵
[00:15:33.740 --> 00:15:39.740]  我並沒有違背也沒有退後
[00:15:39.740 --> 00:15:43.740]  然後說到他怎樣來跟隨神的心意
[00:15:43.740 --> 00:15:46.740]  就算是受苦被人打
[00:15:46.740 --> 00:15:50.740]  他仍然忍耐面對
[00:15:50.740 --> 00:15:53.740]  開通的耳朵只是表明一個心
[00:15:53.740 --> 00:15:58.740]  就是內心願意去聽從神
[00:15:58.740 --> 00:16:00.740]  就算在什麼處境裡
[00:16:00.740 --> 00:16:02.740]  為了討神的喜悅
[00:16:02.740 --> 00:16:05.740]  都要跟隨他的旨意
[00:16:05.740 --> 00:16:08.740]  這是開通的耳朵
[00:16:08.740 --> 00:16:11.740]  私人在表達感恩的時候就向神說
[00:16:11.740 --> 00:16:14.740]  神啊其實你不是要祭品和禮物
[00:16:14.740 --> 00:16:17.740]  你要的是開通的耳朵
[00:16:17.740 --> 00:16:19.740]  以至我能夠去聽
[00:16:19.740 --> 00:16:22.740]  我能夠去跟隨你
[00:16:22.740 --> 00:16:24.740]  我們接著看第七節
[00:16:24.740 --> 00:16:27.740]  同樣地說重點
[00:16:27.740 --> 00:16:29.740]  第七節聖經說
[00:16:29.740 --> 00:16:32.740]  那時我說:看啊我來了
[00:16:32.740 --> 00:16:36.740]  經卷上已經記載我的事
[00:16:36.740 --> 00:16:38.740]  我的神啊我樂意
[00:16:38.740 --> 00:16:42.740]  我甘心樂意遵行你的旨意
[00:16:42.740 --> 00:16:46.740]  你的律法尚在我的心裡
[00:16:46.740 --> 00:16:49.740]  聖經的希伯來書第十章
[00:16:49.740 --> 00:16:51.740]  作者引用這一段經文
[00:16:51.740 --> 00:16:54.740]  來講述耶穌基督的救贖
[00:16:54.740 --> 00:16:56.740]  當基督來到世上的時候
[00:16:56.740 --> 00:17:00.740]  他樂意遵從神對他的心意
[00:17:00.740 --> 00:17:01.740]  樂意到的地步
[00:17:01.740 --> 00:17:03.740]  馴服到的地步
[00:17:03.740 --> 00:17:05.740]  甚至捨己
[00:17:05.740 --> 00:17:07.740]  神為他預備身體
[00:17:07.740 --> 00:17:09.740]  以至他將整個人
[00:17:09.740 --> 00:17:11.740]  包括他的身體
[00:17:11.740 --> 00:17:13.740]  來到他捨棄
[00:17:13.740 --> 00:17:15.740]  遵從神的心意
[00:17:15.740 --> 00:17:17.740]  釘在十字架上
[00:17:17.740 --> 00:17:22.740]  目的是為要聽從神對他的引導
[00:17:22.740 --> 00:17:25.740]  感恩的心
[00:17:25.740 --> 00:17:28.740]  最清楚表達出來的
[00:17:28.740 --> 00:17:33.740]  是透過聽從神來表達出來
[00:17:33.740 --> 00:17:34.740]  或者這句話說
[00:17:34.740 --> 00:17:37.740]  最真實感恩的表現
[00:17:37.740 --> 00:17:40.740]  是聽從主
[00:17:40.740 --> 00:17:43.740]  詩人就講述對神的感恩
[00:17:43.740 --> 00:17:44.740]  一路講的時候
[00:17:44.740 --> 00:17:45.740]  他就講
[00:17:45.740 --> 00:17:49.740]  我樂意照你的旨意行
[00:17:49.740 --> 00:17:51.740]  你的心意在我的裏面
[00:17:51.740 --> 00:17:55.740]  我願意聽從
[00:17:55.740 --> 00:17:58.740]  我們想回到另一位弟兄的事情
[00:17:58.740 --> 00:18:01.740]  這位弟兄認識他很多年
[00:18:01.740 --> 00:18:03.740]  後來知道他的一些背景
[00:18:03.740 --> 00:18:05.740]  覺得很驚訝
[00:18:05.740 --> 00:18:07.740]  在早年這位稍為年長的弟兄
[00:18:07.740 --> 00:18:09.740]  早年的時候
[00:18:09.740 --> 00:18:11.740]  他在中國出生
[00:18:11.740 --> 00:18:14.740]  而中國經歷很多政治風暴
[00:18:14.740 --> 00:18:16.740]  1949年
[00:18:16.740 --> 00:18:21.740]  他家人逃難出來
[00:18:21.740 --> 00:18:23.740]  來了香港
[00:18:23.740 --> 00:18:25.740]  後來去了另外的國家
[00:18:25.740 --> 00:18:29.740]  後來輾轉去了加拿大讀書
[00:18:29.740 --> 00:18:31.740]  但是奇妙的地方就是
[00:18:31.740 --> 00:18:33.740]  去到加拿大入境的時候
[00:18:33.740 --> 00:18:37.740]  他手上是沒有一本護照
[00:18:37.740 --> 00:18:39.740]  你可以想像沒有護照
[00:18:39.740 --> 00:18:42.740]  關員怎會容許一個人入境呢
[00:18:42.740 --> 00:18:46.740]  但是神在當中有很多奇妙的事情
[00:18:46.740 --> 00:18:48.740]  他就進了加拿大
[00:18:48.740 --> 00:18:50.740]  在加拿大正式居留
[00:18:50.740 --> 00:18:53.740]  然後在當中他有機會讀書
[00:18:53.740 --> 00:18:56.740]  後來完成他的博士學位
[00:18:56.740 --> 00:18:59.740]  一路看他的小小的傳記的時候
[00:18:59.740 --> 00:19:03.740]  就發覺很奇妙的一件事情
[00:19:03.740 --> 00:19:05.740]  在他畢業之後
[00:19:05.740 --> 00:19:06.740]  他申請一份工作
[00:19:06.740 --> 00:19:10.740]  是全國的人夢寐以求
[00:19:10.740 --> 00:19:14.740]  在政府裏面一份很重要的職位的工作
[00:19:14.740 --> 00:19:16.740]  經過一長時間
[00:19:16.740 --> 00:19:20.740]  當局約見了他
[00:19:20.740 --> 00:19:21.740]  在等候的期間
[00:19:21.740 --> 00:19:24.740]  一路等 但是沒有消息
[00:19:24.740 --> 00:19:26.740]  等了很久 沒消息
[00:19:26.740 --> 00:19:28.740]  最終他說我要再向神祈禱
[00:19:28.740 --> 00:19:29.740]  再去禱告神
[00:19:29.740 --> 00:19:31.740]  如果還有兩個月都沒有消息
