
[00:00:00.000 --> 00:00:05.000]  各位網友 各位網友 大家好
[00:05:00.000 --> 00:05:03.000]  就是說工作已經失去了工作原來的意義
[00:05:03.000 --> 00:05:08.000]  上帝叫我們工作是要享受
[00:05:08.000 --> 00:05:15.000]  產生效果與人分享 養育兒女 繼承使命
[00:05:15.000 --> 00:05:20.000]  傳道書六章七次 引用勞碌為口福
[00:05:20.000 --> 00:05:28.000]  這不是錯的 我們很辛苦工作是辛苦賺來自在吃
[00:05:28.000 --> 00:05:31.000]  如果沒得吃那你幹嘛工作呢?
[00:05:31.000 --> 00:05:36.000]  但問題就是不知足 心裡不知足
[00:05:36.000 --> 00:05:41.000]  後面有幾節聖經很難解的
[00:05:41.000 --> 00:05:52.000]  (傳道書)
[00:05:52.000 --> 00:05:55.000]  首先傳道書不是要歧視女性
[00:05:55.000 --> 00:05:58.000]  姐妹們不要這樣看
[00:05:58.000 --> 00:06:02.000]  其實他說男人找不到好人 女人也找不到
[00:06:02.000 --> 00:06:05.000]  不過女人比較厲害 為什麼比較厲害呢?
[00:06:05.000 --> 00:06:09.000]  因為她的考計比較厲害
[00:06:09.000 --> 00:06:16.000]  (傳道書)
[00:06:16.000 --> 00:06:20.000]  意思就是說一千個男子找到一個其實也很少的
[00:06:20.000 --> 00:06:24.000]  就是0.1%也很少的
[00:06:24.000 --> 00:06:27.000]  女子呢 我找不到
[00:06:27.000 --> 00:06:33.000]  (傳道書)
[00:06:33.000 --> 00:06:36.000]  我所找到的就是一件
[00:06:36.000 --> 00:06:41.000]  就是神做人完事正直 但他們尋出許多考計
[00:06:41.000 --> 00:06:45.000]  而考計的wiseness這個詞我查了很久
[00:06:45.000 --> 00:06:49.000]  它就說人為什麼不知足
[00:06:49.000 --> 00:06:52.000]  還有人做事為什麼產生不了永恆價值
[00:06:52.000 --> 00:06:56.000]  因為人工作勞碌是很想為自己
[00:06:56.000 --> 00:07:02.000]  他不是為永恆 他要為自己並且拼命去賺
[00:07:02.000 --> 00:07:07.000]  去賺也是為自己 為享受 為今生
[00:07:07.000 --> 00:07:11.000]  好一點為兒女 都是在這個世界上
[00:07:11.000 --> 00:07:14.000]  那個意義就是勞碌的虛空
[00:07:14.000 --> 00:07:18.000]  就是產生不了永恆價值 這些東西會過去的
[00:07:18.000 --> 00:07:23.000]  考計就是甚至用不擇手段
[00:07:23.000 --> 00:07:26.000]  也不是不擇手段 就是用很聰明
[00:07:26.000 --> 00:07:29.000]  用盡了智慧來得到回來
[00:07:29.000 --> 00:07:36.000]  男人女人在這裡所說 其實都找不到什麼正直
[00:07:36.000 --> 00:07:40.000]  上帝給我們正直的 但是去到工作
[00:07:40.000 --> 00:07:45.000]  要為了幸福不知足 那個正直就沒有了
[00:07:45.000 --> 00:07:50.000]  就變成了什麼呢 就是考計
[00:07:50.000 --> 00:07:54.000]  他們尋出許多wiseness 很多的tricky的東西
[00:07:54.000 --> 00:07:57.000]  什麼意思呢 我想了很久
[00:07:57.000 --> 00:07:59.000]  後來我就找了一個例子 一個人
[00:07:59.000 --> 00:08:02.000]  真的用他各種的聰明
[00:08:02.000 --> 00:08:05.000]  其實我們做事很多時候都是這樣
[00:08:05.000 --> 00:08:09.000]  都希望找到一些聰明 賺一些東西
[00:08:09.000 --> 00:08:12.000]  以wiseness 我就舉這個例子
[00:08:12.000 --> 00:08:16.000]  鄧文迪和布熱帶香梅那些故事
[00:08:16.000 --> 00:08:20.000]  真的讓我們看到人做事那種考計
[00:08:20.000 --> 00:08:23.000]  鄧文迪是什麼人呢 我不說是非的
[00:08:23.000 --> 00:08:27.000]  我照他的人生說的
[00:08:27.000 --> 00:08:35.000]  鄧文迪是1970年代在山東出生
[00:08:35.000 --> 00:08:41.000]  然後在中山大學他考進了醫學院
[00:08:41.000 --> 00:08:47.000]  讀了兩年 他就說讀醫科沒有用
[00:08:47.000 --> 00:08:53.000]  他就在城市做醫生 於是他就轉去商學院
[00:08:53.000 --> 00:08:58.000]  這個時候他就認識到美國一對夫婦
[00:08:58.000 --> 00:09:02.000]  其實是宣教士來的 Jack
[00:09:02.000 --> 00:09:06.000]  不是隱藏的宣教士 是在那裡教英文的
[00:09:06.000 --> 00:09:11.000]  認識到他 他很聰明又很厲害
[00:09:11.000 --> 00:09:14.000]  認識了Jack和他太太 很好
[00:09:14.000 --> 00:09:19.000]  Jack就幫助他 帶他去美國讀書
[00:09:19.000 --> 00:09:27.000]  他去了三魂市 加州 先讀社區學院讀英文
[00:09:27.000 --> 00:09:30.000]  然後Jack的太太就發現
[00:09:30.000 --> 00:09:33.000]  她老公和她有親密的照片
[00:09:33.000 --> 00:09:36.000]  就問她老公究竟發生什麼事
[00:09:36.000 --> 00:09:39.000]  她就說她愛上了一個年輕貌美的女孩
[00:09:39.000 --> 00:09:43.000]  是不是貌美不知道 你猜猜
[00:09:43.000 --> 00:09:47.000]  太太就很生氣 於是太太就和他離婚
[00:09:47.000 --> 00:09:51.000]  他就和Jack結婚
[00:09:51.000 --> 00:09:54.000]  結婚之後他就申請拿綠卡
[00:09:54.000 --> 00:10:03.000]  結果在他拿了綠卡不夠17天 他就離婚了
[00:10:03.000 --> 00:10:09.000]  離婚之後他就進了加州的州立大學
[00:10:09.000 --> 00:10:11.000]  繼續讀他的商業
[00:10:11.000 --> 00:10:15.000]  最後去耶魯大學讀了商科
[00:10:15.000 --> 00:10:20.000]  接著他的計劃就是要在美國裡面
[00:10:20.000 --> 00:10:23.000]  爬上最高的位置
[00:10:23.000 --> 00:10:25.000]  於是他就和自己說
[00:10:25.000 --> 00:10:30.000]  我坐飛機是從來不坐經濟客位的
[00:10:30.000 --> 00:10:32.000]  因為經濟客位是窮鬼來的
[00:10:32.000 --> 00:10:34.000]  他一定坐商務客位
[00:10:34.000 --> 00:10:37.000]  你知道商務客位和經濟客位差多遠嗎?
[00:10:37.000 --> 00:10:40.000]  比如香港和加拿大 經濟客位是一千元
[00:10:40.000 --> 00:10:44.000]  商務客位是一千元 加幣
[00:10:44.000 --> 00:10:50.000]  商務客位是過萬的加幣 很貴的
[00:10:50.000 --> 00:10:52.000]  他就坐商務客位
[00:10:52.000 --> 00:11:01.000]  就在他坐商務客位就遇到Sky TV的一個總裁
[00:11:01.000 --> 00:11:05.000]  透過他就認識梅鐸
[00:11:05.000 --> 00:11:07.000]  做了梅鐸的私人秘書
[00:11:07.000 --> 00:11:12.000]  然後最後梅鐸就娶了她
[00:11:12.000 --> 00:11:14.000]  梅鐸的太太叫Anna
[00:11:14.000 --> 00:11:17.000]  很厲害的 結婚31年
[00:11:17.000 --> 00:11:22.000]  而且是有個兒子 兒子還在公司裡面掌權
[00:11:22.000 --> 00:11:26.000]  Anna就和特朗普說
[00:11:26.000 --> 00:11:31.000]  你要拿我老公就行 有兩個條件
[00:11:31.000 --> 00:11:38.000]  因為梅鐸當時是前列腺癌 沒兒子
[00:11:38.000 --> 00:11:43.000]  她說我給你老公
[00:11:43.000 --> 00:11:48.000]  但你要簽紙 是不能夠拿他一分一毫
[00:11:48.000 --> 00:11:51.000]  不能夠在梅鐸的身家裡面
[00:11:51.000 --> 00:11:53.000]  遺產上面有一分一毫
[00:11:53.000 --> 00:11:55.000]  你這麼愛這個老人家
[00:11:55.000 --> 00:11:57.000]  我讓給你
[00:11:57.000 --> 00:11:59.000]  如果你真的愛他的話
[00:11:59.000 --> 00:12:02.000]  你就簽個紙在遺產裡面
[00:12:02.000 --> 00:12:04.000]  不准拿他一分一毫
[00:12:04.000 --> 00:12:11.000]  而且她丈夫是沒有生育的
[00:12:11.000 --> 00:12:16.000]  特朗普簽紙
[00:12:16.000 --> 00:12:26.000]  然後梅鐸和他太太離婚之後就娶了她
[00:12:26.000 --> 00:12:32.000]  她要做那個手術 前線癌手術
[00:12:32.000 --> 00:12:37.000]  在做手術之前 她就將她的精子冷凍了
[00:12:37.000 --> 00:12:44.000]  過了兩年 她用人工授孕 生了兩個女兒
[00:12:44.000 --> 00:12:52.000]  每個女兒 她的爸爸給她一封利是
[00:12:52.000 --> 00:12:54.000]  是一億美金
[00:12:54.000 --> 00:13:00.000]  兩個女兒 兩封利是 兩億美金
[00:13:00.000 --> 00:13:08.000]  很厲害 故事還沒講完 講完更厲害
[00:13:08.000 --> 00:13:14.000]  後來她的兒子 梅鐸的大兒子被她趕了出來
[00:13:14.000 --> 00:13:17.000]  掌控整個家業
[00:13:17.000 --> 00:13:21.000]  不過長話短說 後來梅鐸都支持她不住
[00:13:21.000 --> 00:13:25.000]  都離了婚 但她已經擁有世上最多的財富
[00:13:25.000 --> 00:13:29.000]  在梅鐸的身家上
[00:13:29.000 --> 00:13:31.000]  工作為了什麼呢?
[00:13:31.000 --> 00:13:39.000]  有人將工作成為一種工具 一種巧計
[00:13:39.000 --> 00:13:43.000]  如果在我們生活上工作純粹是這樣
[00:13:43.000 --> 00:13:46.000]  辦公室就會有很多鬥爭
[00:13:46.000 --> 00:13:50.000]  在事業上有很多不信任
[00:13:50.000 --> 00:13:54.000]  有很多的批評 朋友都沒話說
[00:13:54.000 --> 00:13:56.000]  為了什麼呢?
[00:13:56.000 --> 00:13:58.000]  這些東西是產生不了永恆價值的
[00:13:58.000 --> 00:14:00.000]  最多養你一輩子
[00:14:00.000 --> 00:14:02.000]  極其難養你的子女
[00:14:02.000 --> 00:14:04.000]  是產生不了永恆價值的
[00:14:04.000 --> 00:14:10.000]  所以傳道士說 這些東西是虛空
[00:14:10.000 --> 00:14:15.000]  這些東西其實是沒有價值的
[00:14:15.000 --> 00:14:17.000]  沒有一個永恆價值
[00:14:17.000 --> 00:14:19.000]  它只有現世的價值
[00:14:19.000 --> 00:14:25.000]  還有勞碌不知為誰
[00:14:25.000 --> 00:14:27.000]  當我們拼命做的時候
[00:14:27.000 --> 00:14:30.000]  你會發現其實我們人用的有限
[00:14:30.000 --> 00:14:32.000]  吃的有限 穿的有限
[00:14:32.000 --> 00:14:37.000]  而將整個生命全部放在勞碌工作上
[00:14:37.000 --> 00:14:39.000]  值不值呢?
[00:14:39.000 --> 00:14:41.000]  以個世代無人紀念
[00:14:41.000 --> 00:14:45.000]  將來的世代 後來的人也不紀念
[00:14:45.000 --> 00:14:47.000]  就算你建立了很多東西
[00:14:47.000 --> 00:14:49.000]  那些東西會過去
[00:14:49.000 --> 00:14:51.000]  人在日光勞碌累生
[00:14:51.000 --> 00:14:55.000]  在他一切的勞碌上得著什麼呢?
[00:14:55.000 --> 00:14:57.000]  因為他日日憂慮
[00:14:57.000 --> 00:14:59.000]  他得勞苦成為受罰
[00:14:59.000 --> 00:15:02.000]  連夜間心也不安 借也時虛空
[00:15:02.000 --> 00:15:04.000]  勞碌是帶來了
[00:15:04.000 --> 00:15:06.000]  因為勞碌剛才說過
[00:15:06.000 --> 00:15:08.000]  是很辛苦的 其實做事很辛苦
[00:15:08.000 --> 00:15:10.000]  做什麼都辛苦
[00:15:10.000 --> 00:15:14.000]  我跟這些同學說了
[00:15:14.000 --> 00:15:16.000]  我跟教授說
[00:15:16.000 --> 00:15:22.000]  做牧師千萬不要跟會友說
[00:15:22.000 --> 00:15:24.000]  做牧師很辛苦
[00:15:24.000 --> 00:15:26.000]  做船佬很辛苦
[00:15:26.000 --> 00:15:28.000]  其實會友也很辛苦的
[00:15:28.000 --> 00:15:30.000]  為什麼呢? 因為他們很辛苦工作
[00:15:30.000 --> 00:15:32.000]  星期六星期日又重開會 又有崇拜 又有帶領師
[00:15:32.000 --> 00:15:34.000]  我說千萬不要這樣
[00:15:34.000 --> 00:15:36.000]  我跟我的學生說
[00:15:36.000 --> 00:15:38.000]  做牧師是辛苦的
[00:15:38.000 --> 00:15:40.000]  有什麼辛苦呢?
[00:15:40.000 --> 00:15:42.000]  是說不出的
[00:15:42.000 --> 00:15:44.000]  是說不出的 心力等等
[00:15:44.000 --> 00:15:46.000]  不過我們要承認
[00:15:46.000 --> 00:15:49.000]  其實每一個工作都是辛苦的
[00:15:49.000 --> 00:15:51.000]  有沒有一些不辛苦的工作呢?
[00:15:51.000 --> 00:15:53.000]  很享受的 很舒服的
[00:15:53.000 --> 00:15:55.000]  有很多薪水的 有沒有呢?
[00:15:55.000 --> 00:15:57.000]  介紹訓練吧 好不好?
[00:15:57.000 --> 00:15:59.000]  沒有的嘛 是不是?
[00:15:59.000 --> 00:16:01.000]  所有工作是很辛勞的
[00:16:01.000 --> 00:16:03.000]  用心用誠
[00:16:03.000 --> 00:16:05.000]  但是傳老師提醒我們
[00:16:05.000 --> 00:16:07.000]  是辛苦的
[00:16:07.000 --> 00:16:10.000]  但是我們要小心
[00:16:10.000 --> 00:16:12.000]  身體很重要
[00:16:12.000 --> 00:16:14.000]  家人很重要
[00:16:14.000 --> 00:16:16.000]  朋友很重要 還有很多東西很重要
[00:16:16.000 --> 00:16:19.000]  更加重要的是要產生永恆價值
[00:16:19.000 --> 00:16:23.000]  侍奉很重要
[00:16:23.000 --> 00:16:25.000]  救贖很重要
[00:16:25.000 --> 00:16:27.000]  當一個人
[00:16:27.000 --> 00:16:29.000]  將自己的身心靈完全放進去
[00:16:29.000 --> 00:16:31.000]  那個奴婦就成為受犯了
[00:16:31.000 --> 00:16:33.000]  本來工作是好的
[00:16:33.000 --> 00:16:35.000]  聖經是很正常的工作
[00:16:35.000 --> 00:16:37.000]  工作是賜給我們 操練我們
[00:16:37.000 --> 00:16:39.000]  叫我們成長
[00:16:39.000 --> 00:16:41.000]  但是工作成為奴婦
[00:16:41.000 --> 00:16:43.000]  就令我們很受罰
[00:16:43.000 --> 00:16:45.000]  晚上都睡不著
[00:16:45.000 --> 00:16:47.000]  虛空 虛空制
[00:16:47.000 --> 00:16:51.000]  到最後是什麼都沒有
[00:16:51.000 --> 00:16:56.000]  然後呢 傳老師就提了
[00:16:56.000 --> 00:16:59.000]  要從虛空去尋找永恆
[00:16:59.000 --> 00:17:02.000]  剛才說奴婦產生不了永恆的價值
[00:17:02.000 --> 00:17:04.000]  於是呢 她就左手撕
[00:17:04.000 --> 00:17:06.000]  這首詩呢
[00:17:06.000 --> 00:17:08.000]  這是十四行的
[00:17:08.000 --> 00:17:10.000]  凡事都一定期
[00:17:10.000 --> 00:17:12.000]  天下萬無都一定時
[00:17:12.000 --> 00:17:14.000]  生有時死有時
[00:17:14.000 --> 00:17:16.000]  由生有時死有時一直下去
[00:17:16.000 --> 00:17:20.000]  就去到最後
[00:17:20.000 --> 00:17:22.000]  增進有時和好有時
[00:17:22.000 --> 00:17:26.000]  意思就是說
[00:17:26.000 --> 00:17:28.000]  所有的東西
[00:17:28.000 --> 00:17:30.000]  你認為這樣重要
[00:17:30.000 --> 00:17:32.000]  其實不一定的
[00:17:32.000 --> 00:17:34.000]  這樣都很重要
[00:17:34.000 --> 00:17:36.000]  每一樣東西
[00:17:36.000 --> 00:17:38.000]  好像在那個時間的
[00:17:38.000 --> 00:17:40.000]  一路的
[00:17:40.000 --> 00:17:42.000]  時間的長流裏面
[00:17:42.000 --> 00:17:46.000]  有生有死
[00:17:46.000 --> 00:17:48.000]  有栽種有拔出
[00:17:48.000 --> 00:17:50.000]  有殺戮有醫治
[00:17:50.000 --> 00:17:52.000]  在整個人生
[00:17:52.000 --> 00:17:54.000]  在整個的舞台上
[00:17:54.000 --> 00:17:56.000]  是樣樣都有
[00:17:56.000 --> 00:17:58.000]  彼此補足
[00:17:58.000 --> 00:18:00.000]  互相來去建立
[00:18:00.000 --> 00:18:02.000]  喜愛
[00:18:02.000 --> 00:18:04.000]  恨惡
[00:18:04.000 --> 00:18:06.000]  爭戰和好
[00:18:06.000 --> 00:18:08.000]  都是不斷的出現
[00:18:08.000 --> 00:18:10.000]  所以我們不要走兩個極端
[00:18:10.000 --> 00:18:12.000]  我們要知道
[00:18:12.000 --> 00:18:14.000]  那個中庸之道是甚麼
[00:18:14.000 --> 00:18:18.000]  勞碌的工作
[00:18:18.000 --> 00:18:20.000]  剛才我說勞碌就是
[00:18:20.000 --> 00:18:22.000]  很辛勞的工作
[00:18:22.000 --> 00:18:24.000]  工作本身是有意義的
[00:18:24.000 --> 00:18:26.000]  所以由一個沒有意義的勞碌
[00:18:26.000 --> 00:18:28.000]  去到有意義的工作
[00:18:28.000 --> 00:18:30.000]  在教會有幾節聖經很好
[00:18:30.000 --> 00:18:32.000]  他們只管去歡歡喜喜
[00:18:32.000 --> 00:18:34.000]  吃你的飯
[00:18:34.000 --> 00:18:36.000]  心中快樂喝你的酒
[00:18:36.000 --> 00:18:38.000]  因為神已經閱立你的作為
[00:18:38.000 --> 00:18:42.000]  我們很勞碌回來
[00:18:42.000 --> 00:18:44.000]  就要好好去享受
[00:18:44.000 --> 00:18:48.000]  勞碌所帶回來的果效
[00:18:48.000 --> 00:18:52.000]  我們要面對正面的
[00:18:52.000 --> 00:18:54.000]  上帝給我們身體健康
[00:18:54.000 --> 00:18:56.000]  給我們有能力工作
[00:18:56.000 --> 00:18:58.000]  給我們能力賺錢
[00:18:58.000 --> 00:19:00.000]  我們就要好好的
[00:19:00.000 --> 00:19:02.000]  將上帝這些東西化成
[00:19:02.000 --> 00:19:04.000]  我們生活的一些品味
[00:19:04.000 --> 00:19:06.000]  他要歡歡喜喜
[00:19:06.000 --> 00:19:08.000]  吃飯要開心心
[00:19:08.000 --> 00:19:10.000]  因為是恩典
[00:19:10.000 --> 00:19:14.000]  每一餐飯感恩
[00:19:14.000 --> 00:19:16.000]  我們吃飯就要感激
[00:19:16.000 --> 00:19:18.000]  因為感激神給我們好處
[00:19:18.000 --> 00:19:22.000]  心中快樂喝你的酒
[00:19:24.000 --> 00:19:26.000]  當然不是鼓勵大家喝醉酒
[00:19:26.000 --> 00:19:30.000]  酒是很舒暢的
[00:19:30.000 --> 00:19:32.000]  是一個賞賜
[00:19:32.000 --> 00:19:34.000]  因為神閱立你的作為
[00:19:34.000 --> 00:19:36.000]  我們的工作
[00:19:36.000 --> 00:19:38.000]  上帝是喜歡的
[00:19:38.000 --> 00:19:40.000]  上帝是喜歡的
[00:19:40.000 --> 00:19:42.000]  只要不要將我們的身心靈
[00:19:42.000 --> 00:19:44.000]  整個人
[00:19:44.000 --> 00:19:46.000]  全部投入
[00:19:46.000 --> 00:19:48.000]  以致我們不知道
[00:19:48.000 --> 00:19:50.000]  怎樣過我們生活
[00:19:52.000 --> 00:19:54.000]  如果我們有空間
[00:19:54.000 --> 00:19:56.000]  我們知道原來我的工作
[00:19:56.000 --> 00:19:58.000]  我的享受都在神的祝福裏面
[00:19:58.000 --> 00:20:00.000]  那就很不同了
[00:20:00.000 --> 00:20:02.000]  整個生活就很不同了
[00:20:02.000 --> 00:20:04.000]  我們就會很舒服
[00:20:04.000 --> 00:20:06.000]  沒有什麼埋怨
[00:20:06.000 --> 00:20:08.000]  他們的衣服要常潔白
[00:20:08.000 --> 00:20:10.000]  頭上不要缺少滋油
[00:20:10.000 --> 00:20:12.000]  衣服要常潔白
[00:20:12.000 --> 00:20:14.000]  我們做基督徒
[00:20:14.000 --> 00:20:16.000]  有時候要穿好一點
[00:20:16.000 --> 00:20:18.000]  我記得
[00:20:18.000 --> 00:20:20.000]  唐山在美國
[00:20:20.000 --> 00:20:22.000]  唐人街
[00:20:22.000 --> 00:20:24.000]  老伯
[00:20:24.000 --> 00:20:26.000]  他們出生的街
[00:20:26.000 --> 00:20:28.000]  一定是穿西裝
[00:20:28.000 --> 00:20:30.000]  打領帶
[00:20:30.000 --> 00:20:32.000]  你不要說他們老套
[00:20:32.000 --> 00:20:34.000]  他們穿得整齊
[00:20:34.000 --> 00:20:36.000]  為什麼?
[00:20:36.000 --> 00:20:38.000]  人家見到你是中國人
[00:20:38.000 --> 00:20:40.000]  如果你穿得不好
[00:20:40.000 --> 00:20:42.000]  你是有辱國體
[00:20:42.000 --> 00:20:44.000]  基督徒也是
[00:20:44.000 --> 00:20:46.000]  基督徒
[00:20:46.000 --> 00:20:48.000]  我經常和領事們說
[00:20:48.000 --> 00:20:50.000]  平時不是要裝得好
[00:20:50.000 --> 00:20:52.000]  但要穿好一點
[00:20:52.000 --> 00:20:54.000]  平時我們都是整齊
[00:20:54.000 --> 00:20:56.000]  給人看到基督徒不是愁眉苦臉
[00:20:56.000 --> 00:20:58.000]  我們是開心的
[00:20:58.000 --> 00:21:00.000]  衣服要常潔白
[00:21:00.000 --> 00:21:02.000]  頭上不要缺少滋油
[00:21:02.000 --> 00:21:04.000]  尤其是老人家
[00:21:04.000 --> 00:21:06.000]  我覺得
[00:21:06.000 --> 00:21:08.000]  老人家很節儉
[00:21:08.000 --> 00:21:10.000]  衣服穿得很舊
[00:21:10.000 --> 00:21:12.000]  又不敢扔
[00:21:12.000 --> 00:21:14.000]  新衣服就掛在衣櫃
[00:21:14.000 --> 00:21:16.000]  舊衣服就常常穿
[00:21:16.000 --> 00:21:18.000]  到最後死了
[00:21:18.000 --> 00:21:20.000]  新衣服沒有人穿
[00:21:20.000 --> 00:21:22.000]  所以有新衣服
[00:21:22.000 --> 00:21:24.000]  麻煩多穿一點
[00:21:24.000 --> 00:21:26.000]  舊的就扔掉
[00:21:26.000 --> 00:21:28.000]  送給別人
[00:21:28.000 --> 00:21:30.000]  年紀大一點
[00:21:30.000 --> 00:21:32.000]  我們不是很笨
[00:21:32.000 --> 00:21:34.000]  神給我們好處
[00:21:34.000 --> 00:21:36.000]  多點享受
[00:21:36.000 --> 00:21:38.000]  在一生虛空的年日
[00:21:38.000 --> 00:21:40.000]  神所給你日光之下
[00:21:40.000 --> 00:21:42.000]  虛空的年日
[00:21:42.000 --> 00:21:44.000]  當同你所愛的妻快活度日
[00:21:44.000 --> 00:21:46.000]  當你生前日光之下
[00:21:46.000 --> 00:21:48.000]  勞碌的時所得的份
[00:21:48.000 --> 00:21:50.000]  待會就說份
[00:21:50.000 --> 00:21:52.000]  我們每一個人上帝是有賞賜的
[00:21:52.000 --> 00:21:54.000]  日子竟然虛空
[00:21:54.000 --> 00:21:56.000]  虛空的意思
[00:21:56.000 --> 00:21:58.000]  在這個世界上
[00:21:58.000 --> 00:22:00.000]  是會過去的
[00:22:00.000 --> 00:22:02.000]  產生不了永恆的價值
[00:22:02.000 --> 00:22:04.000]  我們就要在這個日子裏面
[00:22:04.000 --> 00:22:06.000]  神所給我們的
[00:22:06.000 --> 00:22:08.000]  我們就好好過
[00:22:08.000 --> 00:22:10.000]  和我們所愛的人
[00:22:10.000 --> 00:22:12.000]  快活度日
[00:22:12.000 --> 00:22:14.000]  我們是應份的
[00:22:14.000 --> 00:22:16.000]  煮一餐飯
[00:22:16.000 --> 00:22:18.000]  用心機煮
[00:22:18.000 --> 00:22:20.000]  煮好一點
[00:22:20.000 --> 00:22:22.000]  讓子女讚賞
