
[00:00:00.000 --> 00:00:09.840]  早幾年前教會和法國那邊的巴黎教會
[00:01:42.840 --> 00:01:45.640]  我要盡討心中情
[00:01:45.640 --> 00:01:49.000]  我知道這個情況
[00:01:49.000 --> 00:01:53.640]  其實在歐洲的教會是很常有的現象
[00:01:53.640 --> 00:01:55.840]  特別是對於一些信徒
[00:01:55.840 --> 00:01:58.480]  他們對自己的靈性很關心
[00:01:58.480 --> 00:02:03.440]  對上帝的教託很看重的時候
[00:02:03.440 --> 00:02:05.880]  他們都希望能夠有一個牧者
[00:02:05.880 --> 00:02:09.080]  幫助他們能夠好好地去承擔
[00:02:09.080 --> 00:02:11.960]  於是乎我經常的其中一個活動
[00:02:11.960 --> 00:02:14.640]  就是去到不同的弟兄姊妹
[00:02:14.640 --> 00:02:18.480]  或者他們的家或者是他們的店鋪
[00:02:18.480 --> 00:02:20.240]  如果他們是打工的
[00:02:20.240 --> 00:02:22.480]  有時會趁他們是
[00:02:22.480 --> 00:02:24.400]  因為他們多數都是做餐館的
[00:02:24.400 --> 00:02:26.200]  趁他們下場的時間
[00:02:26.200 --> 00:02:30.000]  就會約在餐館裏面
[00:02:30.000 --> 00:02:34.960]  或者在其它附近的一些餐廳裏面去約見
[00:02:34.960 --> 00:02:36.960]  跟他們談談
[00:02:36.960 --> 00:02:40.560]  你知道在歐洲其實
[00:02:40.560 --> 00:02:43.040]  如果你要去約見一個弟兄姊妹
[00:02:43.040 --> 00:02:46.880]  去餐館除非你去本地人的餐館
[00:02:46.880 --> 00:02:52.000]  不然的話最耐坐的地方就叫麥當勞
[00:02:52.000 --> 00:02:55.760]  大家要知道麥當勞在歐洲的離計
[00:02:55.760 --> 00:02:57.040]  就是一些貴的東西
[00:02:57.040 --> 00:03:01.840]  不是一般閒情逸致去坐的地方
[00:03:01.840 --> 00:03:06.080]  吃東西相對是比較貴的餐館
[00:03:06.080 --> 00:03:08.440]  但是有一次有個弟兄就說
[00:03:08.440 --> 00:03:11.400]  牧師我想約你見面
[00:03:11.400 --> 00:03:12.520]  我說好啊
[00:03:12.520 --> 00:03:15.280]  他說你什麼時候有時間
[00:03:15.280 --> 00:03:17.840]  我說我剛剛有這個窗口時間
[00:03:17.840 --> 00:03:20.680]  你可以約我大約兩個小時
[00:03:20.680 --> 00:03:22.360]  他說既然是這樣
[00:03:22.360 --> 00:03:24.000]  不如我開車來
[00:03:24.000 --> 00:03:28.800]  然後接你之後就去附近一間麥當勞坐下
[00:03:28.800 --> 00:03:32.480]  談談我一些淑女上面的一些掙扎
[00:03:32.480 --> 00:03:33.840]  那就好了
[00:03:33.840 --> 00:03:37.280]  去到那間餐館的時候
[00:03:37.280 --> 00:03:40.160]  弟兄泊好車
[00:03:40.160 --> 00:03:43.960]  然後一下車之後
[00:03:43.960 --> 00:03:50.360]  我就看到整個麥當勞的停車場
[00:03:50.360 --> 00:03:56.080]  滿地鋪滿一粒粒栗子的果實
[00:03:56.080 --> 00:03:58.520]  鋪滿在地上
[00:03:58.520 --> 00:04:03.080]  有些栗子還被車輪爆了
[00:04:03.080 --> 00:04:06.080]  爆出來的肉真的又黃又大粒
[00:04:06.080 --> 00:04:09.480]  首先我很喜歡吃栗子
[00:04:09.480 --> 00:04:13.800]  我一看到栗子就好像放光了
[00:04:13.800 --> 00:04:15.800]  還有通地都是栗子
[00:04:15.800 --> 00:04:17.600]  我當然想想
[00:04:17.600 --> 00:04:18.920]  咦 也不要放過了
[00:04:18.920 --> 00:04:21.160]  既然有些栗子掉在地上
[00:04:21.160 --> 00:04:24.640]  不如一會見完面之後
[00:04:24.640 --> 00:04:27.680]  談完出來撿幾粒回家煲湯
[00:04:27.680 --> 00:04:29.600]  我很喜歡吃栗子
[00:04:29.600 --> 00:04:32.480]  然後進到餐館的時候
[00:04:32.480 --> 00:04:35.600]  和弟兄在談的時候
[00:04:35.600 --> 00:04:40.360]  弟兄買完兩杯茶過來之後
[00:04:40.360 --> 00:04:41.360]  我就跟他說
[00:04:41.360 --> 00:04:45.960]  好奇啊 為什麼這裡這麼多栗子呢
[00:04:45.960 --> 00:04:48.840]  是不是法國盛產栗子呢
[00:04:48.840 --> 00:04:53.560]  有很多栗子的甜品
[00:04:53.560 --> 00:04:57.000]  然後他就不說話
[00:04:57.000 --> 00:05:01.920]  後來他看到我這麼雀躍地問到栗子的時候
[00:05:01.920 --> 00:05:03.560]  他就這樣說
[00:05:03.560 --> 00:05:05.120]  牧師你很喜歡吃栗子嗎
[00:05:05.120 --> 00:05:07.160]  我說是啊 我很喜歡吃栗子
[00:05:07.160 --> 00:05:13.280]  他說 我也聽說你很節儉的
[00:05:13.280 --> 00:05:14.480]  不如這樣吧
[00:05:14.480 --> 00:05:17.480]  一會我們談完之後
[00:05:17.480 --> 00:05:20.760]  我陪你去超級市場買栗子
[00:05:20.760 --> 00:05:22.120]  我就很不明白
[00:05:22.120 --> 00:05:24.080]  既然通地都是栗子
[00:05:24.080 --> 00:05:26.040]  為什麼不撿幾粒回去
[00:05:26.040 --> 00:05:29.160]  我又不是吃很多
[00:05:29.160 --> 00:05:31.240]  什麼栗子吃多了都壞胃
[00:05:31.240 --> 00:05:33.960]  但是他這樣問的時候
[00:05:33.960 --> 00:05:36.360]  我就說反正一會外面都有
[00:05:36.360 --> 00:05:38.920]  我一會出去撿幾粒
[00:05:38.920 --> 00:05:41.800]  然後他說牧師你不要這麼節儉
[00:05:41.800 --> 00:05:44.240]  我陪你去買吧
[00:05:44.240 --> 00:05:46.360]  我就更加不明白
[00:05:46.360 --> 00:05:48.520]  但是一直不明白
[00:05:48.520 --> 00:05:49.560]  就一直談
[00:05:49.560 --> 00:05:51.560]  談很多他屬靈上的掙扎
[00:05:51.560 --> 00:05:53.560]  怎樣去處理
[00:05:53.560 --> 00:05:56.080]  然後到最後他看到我
[00:05:56.080 --> 00:05:57.920]  就說差不多時間了
[00:05:57.920 --> 00:05:59.080]  我要回去開工了
[00:05:59.080 --> 00:06:01.480]  我先送你回家吧
[00:06:01.480 --> 00:06:02.760]  我就說不要緊
[00:06:02.760 --> 00:06:04.280]  等我先撿幾粒栗子
[00:06:04.280 --> 00:06:06.960]  他就說不要了不要撿栗子了
[00:06:06.960 --> 00:06:07.960]  我問為什麼
[00:06:07.960 --> 00:06:09.440]  反正都沒有人要
[00:06:09.440 --> 00:06:12.760]  那些栗子都扔在地上了
[00:06:12.760 --> 00:06:14.920]  牧師那些不是栗子嗎
[00:06:14.920 --> 00:06:15.880]  我說什麼
[00:06:15.880 --> 00:06:17.400]  那麼漂亮
[00:06:17.400 --> 00:06:19.040]  粒粒有殼
[00:06:19.040 --> 00:06:21.320]  肥大肉厚
[00:06:21.320 --> 00:06:22.560]  有些爆開了
[00:06:22.560 --> 00:06:26.320]  那栗子最難剝殼了
[00:06:26.320 --> 00:06:28.720]  他說那些不是栗子
[00:06:28.720 --> 00:06:33.000]  他說我以前最初移民來到法國的時候
[00:06:33.000 --> 00:06:34.720]  都以為那些是栗子
[00:06:34.720 --> 00:06:37.680]  我都真的撿了一些回去煮來吃
[00:06:37.680 --> 00:06:39.360]  吃完之後
[00:06:39.360 --> 00:06:42.680]  沒多久就開始肚子痛了
[00:06:42.680 --> 00:06:44.040]  沒什麼大礙
[00:06:44.040 --> 00:06:47.160]  不過後來問了人
[00:06:47.160 --> 00:06:50.960]  原來那些是像栗子的植物
[00:06:50.960 --> 00:06:52.320]  那些不是真的栗子
[00:06:52.320 --> 00:06:55.800]  所以你看到通地都沒有人會去撿
[00:06:55.800 --> 00:06:57.680]  沒有人拿去吃的
[00:06:57.680 --> 00:06:59.680]  那麼他這件事
[00:06:59.680 --> 00:07:01.960]  到今時今日我都很深刻
[00:07:01.960 --> 00:07:03.480]  為什麼呢
[00:07:03.480 --> 00:07:05.320]  因為原來有些真的那麼漂亮
[00:07:05.320 --> 00:07:09.760]  那麼像栗子的果實
[00:07:09.760 --> 00:07:13.000]  原來根本上它不是栗子
[00:07:13.000 --> 00:07:17.040]  而這個世界上的確有很多東西
[00:07:17.040 --> 00:07:19.840]  表面上真的很像
[00:07:19.840 --> 00:07:22.680]  但是原來當它實際上的本質
[00:07:22.680 --> 00:07:25.560]  我們去細測和查考之後
[00:07:25.560 --> 00:07:27.320]  原來這些東西都是
[00:07:27.320 --> 00:07:32.760]  只是像而不是本來我們所想的那樣東西
[00:07:32.760 --> 00:07:36.520]  正所謂好看不好吃的東西就是這樣的情況
[00:07:36.520 --> 00:07:40.680]  如果當我們將同樣的觀念
[00:07:40.680 --> 00:07:44.200]  放回在屬靈的世界裡面的時候
[00:07:44.200 --> 00:07:47.800]  其實我們同樣會遇見這個問題
[00:07:47.800 --> 00:07:50.600]  很多時候我們見到很多
[00:07:50.600 --> 00:07:53.400]  好像很敬虔的事情
[00:07:53.400 --> 00:07:58.280]  好像很委身在上帝的事情
[00:07:58.280 --> 00:08:01.040]  其實發生在教會當中
[00:08:01.040 --> 00:08:05.000]  那些人究竟是不是真的那麼虔誠
[00:08:05.000 --> 00:08:08.520]  那麼敬虔在上帝的面前而去做呢
[00:08:08.520 --> 00:08:10.360]  今天我們去看這段經文
[00:08:10.360 --> 00:08:14.800]  馬太福音第七章第十五至二十節
[00:08:14.800 --> 00:08:18.320]  其實我們就會一起思想一個題目
[00:08:18.320 --> 00:08:20.600]  識別和識別
[00:08:20.600 --> 00:08:22.600]  兩個字讀音很像
[00:08:22.600 --> 00:08:26.360]  第一個識別是辨識的識
[00:08:26.360 --> 00:08:29.840]  第二個是可識的識
[00:08:29.840 --> 00:08:34.880]  究竟我們能夠辨識到這些真正的情況
[00:08:34.880 --> 00:08:39.760]  是不是從上帝忠心於主的人而出的呢
[00:08:39.760 --> 00:08:44.480]  還是我們很不自然地被他誤導了
[00:08:44.480 --> 00:08:46.440]  參與其中
[00:08:46.440 --> 00:08:50.600]  最後我們竟然可能得到的下場
[00:08:50.600 --> 00:08:54.920]  是完全與得救的生命有相反
[00:08:54.920 --> 00:08:58.000]  這個就是今天我想和大家一起去看的
[00:08:58.000 --> 00:08:59.640]  這段經文的主旨
[00:08:59.640 --> 00:09:02.600]  經文也是大家很熟悉的一段經文
[00:09:02.600 --> 00:09:04.640]  但是熟悉歸熟悉
[00:09:04.640 --> 00:09:06.160]  正如我經常說
[00:09:06.160 --> 00:09:09.720]  越熟悉的經文就越容易錯解
[00:09:09.720 --> 00:09:12.560]  不如讓我們一起再次打開這段聖經
[00:09:12.560 --> 00:09:17.120]  馬太福音第七章第十五至二十節
[00:09:17.120 --> 00:09:20.720]  「你們要防備也先知
[00:09:20.720 --> 00:09:23.440]  他們到你們這裡來
[00:09:23.440 --> 00:09:26.120]  外面披著羊皮
[00:09:26.120 --> 00:09:29.160]  裡面卻是殘暴的狼
[00:09:29.160 --> 00:09:31.640]  憑著他們的果子
[00:09:31.640 --> 00:09:34.200]  就可以認出他們來
[00:09:34.200 --> 00:09:37.600]  荊棘上豈能摘葡萄呢
[00:09:37.600 --> 00:09:42.480]  窒泥裡豈能摘無花果呢
[00:09:42.480 --> 00:09:46.720]  這樣凡好樹都結好果子
[00:09:46.720 --> 00:09:50.320]  唯獨壞樹結壞果子
[00:09:50.320 --> 00:09:53.480]  好樹不能結壞果子
[00:09:53.480 --> 00:09:56.640]  壞樹不能結好果子
[00:09:56.640 --> 00:09:59.400]  凡不結好果子的樹
[00:09:59.400 --> 00:10:01.000]  就砍下來
[00:10:01.000 --> 00:10:03.160]  凋在火裡
[00:10:03.160 --> 00:10:06.600]  所以憑著他們的果子
[00:10:06.600 --> 00:10:09.440]  就可以認出他們來」
[00:10:09.440 --> 00:10:13.800]  這段聖經其實是承接上一段的經文
[00:10:13.800 --> 00:10:18.320]  我們剛剛所談論到的這個門的問題
[00:10:18.320 --> 00:10:22.840]  其實耶穌基督連續在這個登山補訓裡面
[00:10:22.840 --> 00:10:24.920]  所列舉的一些例子
[00:10:24.920 --> 00:10:28.680]  其實都有一個主要的脈絡
[00:10:28.680 --> 00:10:32.040]  其實很多時候解釋
[00:10:32.040 --> 00:10:35.760]  登山補訓的弟兄姊妹或者目者
[00:10:35.760 --> 00:10:37.520]  都不會留意到的
[00:10:37.520 --> 00:10:40.120]  或者甚至可能會遺忘的
[00:10:40.120 --> 00:10:43.920]  就是說原來耶穌基督是一直提醒
[00:10:43.920 --> 00:10:46.560]  在他面前的這群門徒
[00:10:46.560 --> 00:10:48.600]  或者在聽他講道的人
[00:10:48.600 --> 00:10:51.960]  你們需要去真的辨別到
[00:10:51.960 --> 00:10:54.920]  假先知或者假教師
[00:10:54.920 --> 00:10:58.120]  或者假冒偽善的信徒
[00:10:58.120 --> 00:11:01.600]  要作出一個很嚴正的警告
[00:11:01.600 --> 00:11:05.320]  這個主題其實早在第七章第一至第六節
[00:11:05.320 --> 00:11:08.520]  裡面已經開始談論的
[00:11:08.520 --> 00:11:10.080]  不過很多時候
[00:11:10.080 --> 00:11:12.600]  當我們去解釋登山補訓
[00:11:12.600 --> 00:11:15.280]  很多的牧師
[00:11:15.280 --> 00:11:16.960]  傳道人或者甚至信徒
[00:11:16.960 --> 00:11:18.800]  都將他斬件上
[00:11:18.800 --> 00:11:22.240]  然後將他變成一種道德的教化
[00:11:22.240 --> 00:11:26.160]  或者怎樣就會成為一個信徒
[00:11:26.160 --> 00:11:28.800]  我再重新講多一次
[00:11:28.800 --> 00:11:32.080]  我不厭其煩再講多一次
[00:11:32.080 --> 00:11:33.440]  登山補訓
[00:11:33.440 --> 00:11:38.760]  其實不是耶穌基督講一輪道德的教導
[00:11:38.760 --> 00:11:40.040]  No
[00:11:40.040 --> 00:11:45.560]  不是教我們怎樣去成為一個信徒
[00:11:45.560 --> 00:11:48.000]  不是這麼簡單
[00:11:48.000 --> 00:11:51.200]  登山補訓其實所講的整個內容
[00:11:51.200 --> 00:11:53.120]  整個背景
[00:11:53.120 --> 00:11:56.320]  耶穌是要無論是真的信徒
[00:11:56.320 --> 00:11:58.920]  好他們要學會辨別假先知
[00:11:58.920 --> 00:12:00.880]  假冒偽善的人
[00:12:00.880 --> 00:12:03.360]  甚至作為信徒自己
[00:12:03.360 --> 00:12:05.920]  也都需要好好反省
[00:12:05.920 --> 00:12:09.800]  去檢測一下自己的靈性
[00:12:09.800 --> 00:12:11.760]  究竟我們自己是不是一個
[00:12:11.760 --> 00:12:14.040]  不折不扣的神國子民
[00:12:14.040 --> 00:12:16.640]  這個也是今年我們教會的主題
[00:12:16.640 --> 00:12:18.480]  大家看回程序表的封面
[00:12:18.480 --> 00:12:19.720]  你們就會知道
[00:12:19.720 --> 00:12:22.440]  作一個真真實實的
[00:12:22.440 --> 00:12:25.640]  實實在在的神子民
[00:12:25.640 --> 00:12:27.960]  而不是我們隨便說
[00:12:27.960 --> 00:12:31.000]  把聖經耶穌講一段的內容
[00:12:31.000 --> 00:12:36.080]  去看看我怎樣去為人處世
[00:12:36.080 --> 00:12:39.560]  我們作為道德的怎樣尊重人
[00:12:39.560 --> 00:12:41.960]  或者我們要在這個世界
[00:12:41.960 --> 00:12:44.400]  要作影響炎和光的比喻
[00:12:44.400 --> 00:12:46.920]  不是所講的所有這些內容
[00:12:46.920 --> 00:12:49.600]  其實都是要環繞著一個主題
[00:12:49.600 --> 00:12:53.560]  我們怎樣去好好學會辨識
[00:12:53.560 --> 00:12:55.600]  無論有假的先知
[00:12:55.600 --> 00:12:57.120]  假的信徒
[00:12:57.120 --> 00:12:59.000]  是匿藏在我們當中
[00:12:59.000 --> 00:13:01.000]  或者甚至我們自己
[00:13:01.000 --> 00:13:02.760]  是不是一個真正的信徒呢
[00:13:02.760 --> 00:13:08.360]  這個正正是耶穌講這段的道理的目的
[00:13:08.360 --> 00:13:10.160]  同樣道理
[00:13:10.160 --> 00:13:12.400]  每個主日你回來聽講道
[00:13:12.400 --> 00:13:15.520]  或者你上網聽講道
[00:13:15.520 --> 00:13:17.840]  你聽的講道不是講給
[00:13:17.840 --> 00:13:20.600]  別人聽的 是講給你聽的
[00:13:20.600 --> 00:13:22.200]  上帝藉著這段聖經
[00:13:22.200 --> 00:13:24.520]  告訴你或者我
[00:13:24.520 --> 00:13:25.560]  直接知道
[00:13:25.560 --> 00:13:28.200]  我自己是不是一個合神心意的人
[00:13:28.200 --> 00:13:30.720]  是不是一個真正神的子民
[00:13:30.720 --> 00:13:33.160]  有錯就要改
[00:13:33.160 --> 00:13:36.960]  所以在這個大前提之下
[00:13:36.960 --> 00:13:39.560]  耶穌在這裡就要提出這個
[00:13:39.560 --> 00:13:42.200]  另一個比喻式的陳述
[00:13:42.200 --> 00:13:46.520]  去一開始就提醒信徒
[00:13:46.520 --> 00:13:52.360]  你們要好好去防備假先知
[00:13:52.360 --> 00:13:53.840]  大家請留意
[00:13:53.840 --> 00:13:55.840]  防備假先知
[00:13:55.840 --> 00:14:01.000]  這是一個很嚴肅的提醒
[00:14:01.000 --> 00:14:02.800]  簡單來說
[00:14:02.800 --> 00:14:04.120]  先知是什麼
[00:14:04.120 --> 00:14:06.960]  先知是代表著有些人
[00:14:06.960 --> 00:14:11.000]  他得到上帝的啟示
[00:14:11.000 --> 00:14:16.320]  然後他們是必須要按照神的啟示和指示
[00:14:16.320 --> 00:14:20.080]  將這個原本本神的信息
[00:14:20.080 --> 00:14:28.120]  傳到給上帝要他們接收到這個信息的人群知道
[00:14:28.120 --> 00:14:32.000]  先知的角色不是說他做一些預言
[00:14:32.000 --> 00:14:35.600]  他只不過是一個傳話者
[00:14:35.600 --> 00:14:38.880]  所以Prophet Tate在希臘文裡面
[00:14:38.880 --> 00:14:40.680]  談論到這個字眼
[00:14:40.680 --> 00:14:43.600]  其實是要告訴我們知道
[00:14:43.600 --> 00:14:49.000]  究竟上帝要我們明白一個什麼的信息
[00:14:49.000 --> 00:14:51.240]  是上帝要你和我知道
[00:14:51.240 --> 00:14:57.320]  先知沒有權在過程當中將這個信息修改
[00:14:57.320 --> 00:14:59.960]  先知只不過是傳話者
[00:14:59.960 --> 00:15:09.640]  但是因為很多時候這些先知所說出來的是上帝的說話
[00:15:09.640 --> 00:15:13.240]  於是乎當先知說話的時候
[00:15:13.240 --> 00:15:19.400]  很多人就會願意恭敬去接受
[00:15:19.400 --> 00:15:20.920]  自然反應
[00:15:20.920 --> 00:15:23.720]  如果那些人不是相信上帝
[00:15:23.720 --> 00:15:25.400]  不信服上帝的人
[00:15:25.400 --> 00:15:28.440]  就算先知說什麼他都不會接受
[00:15:28.440 --> 00:15:32.920]  不過請留意聖經說的對話的人士
[00:15:32.920 --> 00:15:35.480]  收聽的聽眾是哪一派
[00:15:35.480 --> 00:15:38.560]  他們稱自己為門徒
[00:15:38.560 --> 00:15:42.640]  就是說他們自認已經是相信神的人
[00:15:42.640 --> 00:15:45.200]  跟從基督的人
[00:15:45.200 --> 00:15:51.040]  理論上他們很自然會去聽一些傳主道
[00:15:51.040 --> 00:15:52.720]  傳上帝信息的人
[00:15:52.720 --> 00:15:55.040]  稱之為先知的人的說話
[00:15:55.040 --> 00:15:56.920]  但是耶穌說什麼
[00:15:56.920 --> 00:16:01.480]  你們要防備假先知
[00:16:01.480 --> 00:16:05.280]  防備這個字眼其實我們絕對不陌生的
[00:16:05.280 --> 00:16:09.000]  因為在馬太福音裡面總共用過六次
[00:16:09.000 --> 00:16:14.880]  第一次使用就是我們所看的登山補訓裡面的第六章第一節
[00:16:14.880 --> 00:16:17.480]  如果我們回到第六章第一節
[00:16:17.480 --> 00:16:19.880]  一開始第六章第一節這樣說
[00:16:19.880 --> 00:16:21.880]  你們要小心
[00:16:21.880 --> 00:16:25.480]  不可將善行行在人的面前
[00:16:25.480 --> 00:16:28.000]  故意叫他們看見
[00:16:28.000 --> 00:16:33.120]  若是這樣就不能得你們天父的賞賜了
[00:16:33.120 --> 00:16:35.160]  同樣你們要小心
[00:16:35.160 --> 00:16:36.120]  這個字眼
[00:16:36.120 --> 00:16:42.080]  和這裡所談論到的你們要防備是同一個字眼
[00:16:42.080 --> 00:16:47.280]  何何盒本將他扭了個翻譯
[00:16:47.280 --> 00:16:50.160]  上帝積聚耶穌基督
[00:16:50.160 --> 00:16:56.400]  在這裡提醒那些所有願意聽主道的人
[00:16:56.400 --> 00:16:59.880]  當有人來到你的面前
[00:16:59.880 --> 00:17:04.840]  說是先知將上帝的信息要傳給你的時候
[00:17:04.840 --> 00:17:06.640]  你要怎麼樣呢?
[00:17:06.640 --> 00:17:08.640]  要很小心
[00:17:08.640 --> 00:17:10.640]  很小心
[00:17:10.640 --> 00:17:12.520]  去留意
[00:17:12.520 --> 00:17:17.720]  因為在當中有一些是假的先知
[00:17:17.720 --> 00:17:22.960]  來到你當中去傳信息
[00:17:22.960 --> 00:17:26.600]  假的先知
[00:17:26.600 --> 00:17:28.320]  怎麼分辨呢?
[00:17:28.320 --> 00:17:32.400]  就成為這段經文的主旨
[00:17:32.400 --> 00:17:35.120]  不過談論到怎麼分辨真假的時候
[00:17:35.120 --> 00:17:38.720]  就讓我想起我年輕的時候
[00:17:38.720 --> 00:17:42.800]  有一次和我的朋友一起聊天
[00:17:42.800 --> 00:17:44.640]  我很喜歡拍照
[00:17:44.640 --> 00:17:46.240]  以前我還教拍照
[00:17:46.240 --> 00:17:47.960]  在中學的時候
[00:17:47.960 --> 00:17:50.360]  甚至是做黑房的
[00:17:50.360 --> 00:17:52.360]  我那時候拍菲林
[00:17:52.360 --> 00:17:54.360]  拍完菲林怎麼沖菲林
[00:17:54.360 --> 00:17:55.800]  然後怎麼黑房
[00:17:55.800 --> 00:17:57.040]  怎麼曬照片
[00:17:57.040 --> 00:17:58.320]  有什麼技巧
[00:17:58.320 --> 00:17:59.720]  現在的東西全部不同了
[00:17:59.720 --> 00:18:01.720]  現在全部用電腦了
[00:18:01.720 --> 00:18:04.400]  因為我是這樣的興趣
[00:18:04.400 --> 00:18:07.040]  於是乎我經常帶隊
[00:18:07.040 --> 00:18:14.400]  和同學、師弟、師兄一起出去拍照
[00:18:14.400 --> 00:18:16.720]  我特別喜歡拍風景
[00:18:16.720 --> 00:18:19.600]  而風景當中我特別喜歡拍夜景
[00:18:19.600 --> 00:18:24.040]  我拍的夜景其實都真的挺突出的
[00:18:24.040 --> 00:18:27.800]  所以要拍夜景
[00:18:27.800 --> 00:18:30.400]  你都要找個好的位置
[00:18:30.400 --> 00:18:32.720]  當時我還在香港
[00:18:32.720 --> 00:18:34.720]  在香港拍夜景
[00:18:34.720 --> 00:18:38.120]  無外乎都是去山頭野嶺
[00:18:38.120 --> 00:18:40.760]  對著回望那個市區
[00:18:40.760 --> 00:18:43.760]  然後去拍那個市區不同的角度
[00:18:43.760 --> 00:18:47.640]  用不同的曝光的方式去攝影
[00:18:47.640 --> 00:18:51.600]  要去山頭野嶺拍照
[00:18:51.600 --> 00:18:55.120]  當然要走過去
[00:18:55.120 --> 00:18:59.280]  不是坐直升機直接放你去山頭
[00:18:59.280 --> 00:19:04.600]  通常我們的做法是半夜三更走過去
[00:19:04.600 --> 00:19:06.040]  拍夜景要拍到晚上
[00:19:06.040 --> 00:19:08.360]  但不能夠晚上走山頭野嶺
[00:19:08.360 --> 00:19:10.320]  沒有光沒有燈
[00:19:10.320 --> 00:19:15.440]  於是乎我們就趁日落之前
[00:19:15.440 --> 00:19:16.760]  計劃好行程
[00:19:16.760 --> 00:19:22.000]  然後就一起拉隊走去山的目的地
[00:19:22.000 --> 00:19:23.680]  拿準位置
[00:19:23.680 --> 00:19:27.080]  然後就在那個位置等
[00:19:27.080 --> 00:19:27.760]  等什麼?
[00:19:27.760 --> 00:19:29.160]  等日落完了
[00:19:29.160 --> 00:19:31.600]  等到晚上天色對了
[00:19:31.600 --> 00:19:34.160]  有時天色不是到你說了算的
[00:19:34.160 --> 00:19:35.720]  拍照其實有一樣東西
[00:19:35.720 --> 00:19:38.600]  不是只是看畫面按鍵這麼簡單
[00:19:38.600 --> 00:19:41.160]  而是等候適當的時間
[00:19:41.160 --> 00:19:42.880]  將那個畫面
[00:19:42.880 --> 00:19:44.400]  將最特別的地方
[00:19:44.400 --> 00:19:47.520]  你想將它傳流下來的時候
[00:19:47.520 --> 00:19:49.760]  你才去按鍵的
[00:19:49.760 --> 00:19:51.960]  所以就要等
[00:19:51.960 --> 00:19:57.240]  拍夜景最大的特色是什麼呢?
[00:19:57.240 --> 00:20:00.360]  你不只是拍那些大廈的燈
[00:20:00.360 --> 00:20:02.960]  不只是拍海反應出來的燈
[00:20:02.960 --> 00:20:08.840]  是天和地之間的光點
[00:20:08.840 --> 00:20:10.000]  如何去組合
[00:20:10.000 --> 00:20:14.120]  有時會配合月亮
[00:20:14.120 --> 00:20:17.720]  你有沒有試過拍流星
[00:20:17.720 --> 00:20:19.920]  Comics
[00:20:19.920 --> 00:20:22.760]  Comics不是Comics
[00:20:22.760 --> 00:20:25.440]  流星你要拍的時候
[00:20:25.440 --> 00:20:27.280]  你要等到適當的時間就按鍵
[00:20:27.280 --> 00:20:31.320]  所以要很留神看著每一刻在等
[00:20:31.320 --> 00:20:32.800]  等的時候
[00:20:32.800 --> 00:20:34.240]  有時還沒到晚上
[00:20:34.240 --> 00:20:36.000]  還沒到時機
[00:20:36.000 --> 00:20:38.600]  就有一班同學在談話
[00:20:38.600 --> 00:20:41.440]  談話的時候大家就會問
[00:20:41.440 --> 00:20:44.680]  你有什麼興趣?
[00:20:44.680 --> 00:20:45.920]  有些同學就說
[00:20:45.920 --> 00:20:48.240]  我很喜歡聽歌
[00:20:48.240 --> 00:20:49.960]  於是一說到聽歌
[00:20:49.960 --> 00:20:51.080]  大家就說
[00:20:51.080 --> 00:20:52.720]  我喜歡聽哪個歌星
[00:20:52.720 --> 00:20:54.000]  哪個明星
