
[00:00:00.000 --> 00:00:07.000]  十誡當中的第三句說話
[00:02:39.000 --> 00:02:43.000]  猶太人從來都不讀上帝的名字
[00:02:43.000 --> 00:02:45.000]  不讀出聲
[00:02:45.000 --> 00:02:51.000]  甚至如果今天你看看一些很虔誠的猶太人
[00:02:51.000 --> 00:02:55.000]  他們連寫God這個字
[00:02:55.000 --> 00:02:57.000]  God這個字很簡單
[00:02:57.000 --> 00:02:59.000]  就是上帝這個字
[00:02:59.000 --> 00:03:01.000]  神這個字
[00:03:01.000 --> 00:03:04.000]  他們都不寫個O字
[00:03:04.000 --> 00:03:06.000]  不寫個響音
[00:03:06.000 --> 00:03:08.000]  用一個hyphen
[00:03:08.000 --> 00:03:10.000]  G hyphen D
[00:03:10.000 --> 00:03:12.000]  這樣寫出來
[00:03:12.000 --> 00:03:14.000]  沒有了響音就讀不出聲
[00:03:14.000 --> 00:03:16.000]  你讀英文要拼音的
[00:03:16.000 --> 00:03:20.000]  你怎樣讀GD就讀不出
[00:03:20.000 --> 00:03:23.000]  不讀不行的
[00:03:23.000 --> 00:03:25.000]  God這個不是神的名字
[00:03:25.000 --> 00:03:29.000]  但他們連神字都要避諱
[00:03:29.000 --> 00:03:31.000]  都不寫出來
[00:03:31.000 --> 00:03:40.000]  這樣來不要觸犯了第三條的誡命
[00:03:40.000 --> 00:03:45.000]  不可妄稱耶和華神的名字
[00:03:45.000 --> 00:03:50.000]  不過這個做法當然是很極端
[00:03:50.000 --> 00:03:52.000]  太過小心
[00:03:52.000 --> 00:04:01.000]  不是所有猶太人的拉比都有這樣的看法
[00:04:01.000 --> 00:04:11.000]  他們嘗試用其他不是動詞出現的經文
[00:04:11.000 --> 00:04:14.000]  不過是有關的經文
[00:04:14.000 --> 00:04:20.000]  來試一下解釋第三界到底在說什麼
[00:04:20.000 --> 00:04:24.000]  這麼認真的態度是值得我們學習的
[00:04:24.000 --> 00:04:26.000]  不是隨便的
[00:04:26.000 --> 00:04:28.000]  算了 這樣選吧
[00:04:28.000 --> 00:04:30.000]  或者不選 都不要緊的
[00:04:30.000 --> 00:04:34.000]  那些完全把神的吩咐
[00:04:34.000 --> 00:04:38.000]  當得很兒戲 很等閒
[00:04:38.000 --> 00:04:44.000]  猶太人留意到在利未記第十九章
[00:04:44.000 --> 00:04:48.000]  那裡有一節這樣的吩咐
[00:04:48.000 --> 00:04:53.000]  利未記十九章第十一、十二節那句話
[00:04:53.000 --> 00:05:02.000]  「你們不可偷渡、不可欺騙也不可彼此說謊
[00:05:02.000 --> 00:05:10.000]  不可指著我的名 非假誓 竊讀你神的名
[00:05:10.000 --> 00:05:14.000]  我是耶和華」
[00:05:14.000 --> 00:05:19.000]  「不可偷渡」是十界裡的其中一句
[00:05:19.000 --> 00:05:24.000]  「不可欺騙、不可彼此說謊」
[00:05:24.000 --> 00:05:27.000]  也是十界裡的一句
[00:05:27.000 --> 00:05:29.000]  「不可作假見證」
[00:05:29.000 --> 00:05:31.000]  這就是說謊
[00:05:31.000 --> 00:05:40.000]  「不可指著神的名 非假誓 竊讀神的名」
[00:05:40.000 --> 00:05:43.000]  是不是也是十界裡的其中一句
[00:05:43.000 --> 00:05:46.000]  如果是的 是哪一句呢
[00:05:46.000 --> 00:05:52.000]  「不可妄稱耶和華神的名」那句
[00:05:52.000 --> 00:05:55.000]  即是說妄稱神的名
[00:05:55.000 --> 00:06:03.000]  不就是指著神的名來作假誓
[00:06:03.000 --> 00:06:09.000]  這是一個參考的說法
[00:06:09.000 --> 00:06:15.000]  好像在十九章前面第三節、第四節
[00:06:15.000 --> 00:06:20.000]  「你們各日多多孝敬父母」
[00:06:20.000 --> 00:06:23.000]  十界裡的其中一節
[00:06:23.000 --> 00:06:26.000]  「也要守我的安息日」
[00:06:26.000 --> 00:06:29.000]  也是十界裡的其中一節
[00:06:29.000 --> 00:06:33.000]  「你們不可偏向虛無的神」
[00:06:33.000 --> 00:06:37.000]  記得嗎?除我以外不可有別的神
[00:06:37.000 --> 00:06:41.000]  「也不可為自己鑄造像」
[00:06:41.000 --> 00:06:42.000]  第二節了
[00:06:42.000 --> 00:06:45.000]  「不可為自己雕刻神像」
[00:06:45.000 --> 00:06:48.000]  所以利美紀裡的確有這樣
[00:06:48.000 --> 00:06:53.000]  將十界其中幾節放在一起
[00:06:53.000 --> 00:06:55.000]  未必照著次序
[00:06:55.000 --> 00:06:58.000]  不過是這樣 三句、四句
[00:06:58.000 --> 00:07:02.000]  猶太的拉比他們嘗試
[00:07:02.000 --> 00:07:05.000]  因為沒有另一節的聖經
[00:07:05.000 --> 00:07:08.000]  可以肯定什麼叫做「妄稱」
[00:07:08.000 --> 00:07:10.000]  是耶和華的名字
[00:07:10.000 --> 00:07:13.000]  他們就說利美紀這裡說
[00:07:13.000 --> 00:07:17.000]  指著神的名來作假誓
[00:07:17.000 --> 00:07:22.000]  是不是就是妄稱的意思呢?
[00:07:22.000 --> 00:07:24.000]  如果是的話
[00:07:24.000 --> 00:07:26.000]  那就簡單很多了
[00:07:26.000 --> 00:07:28.000]  只要我們不要作假誓就行了
[00:07:28.000 --> 00:07:30.000]  反正今天我們很少作假誓
[00:07:30.000 --> 00:07:33.000]  除了法律要求我們去登記
[00:07:33.000 --> 00:07:35.000]  什麼改名之類的
[00:07:35.000 --> 00:07:36.000]  那些全部都是真的
[00:07:36.000 --> 00:07:40.000]  我們就可以很安樂了
[00:07:40.000 --> 00:07:44.000]  拉比這個方法提醒了我們
[00:07:44.000 --> 00:07:49.000]  雖然沒有絕對準確的字重複出現
[00:07:49.000 --> 00:07:55.000]  但是我們可以參考類似的經文
[00:07:55.000 --> 00:07:58.000]  來幫助我們了解
[00:07:58.000 --> 00:08:03.000]  上帝這個提醒的意思是什麼
[00:08:03.000 --> 00:08:06.000]  讓我試一下和你看新約聖經
[00:08:06.000 --> 00:08:11.000]  耶穌說的一句很熟悉的話
[00:08:11.000 --> 00:08:16.000]  請你打開馬太福音第七章
[00:08:16.000 --> 00:08:21.000]  二十一至二十三節
[00:08:21.000 --> 00:08:23.000]  找到我們一起讀
[00:08:23.000 --> 00:08:33.000]  馬太福音第七章二十一至二十三節
[00:08:33.000 --> 00:08:34.000]  我們一起讀
[00:08:34.000 --> 00:08:41.000]  凡稱呼我主呀的人不能到進天國
[00:08:41.000 --> 00:08:48.000]  唯獨遵行我天父旨意的人才能進去
[00:08:48.000 --> 00:08:51.000]  當那日必有許多人對我說
[00:08:51.000 --> 00:08:53.000]  主呀主呀
[00:08:53.000 --> 00:08:56.000]  我們不是奉你的名傳道
[00:08:56.000 --> 00:08:58.000]  奉你的名趕鬼
[00:08:58.000 --> 00:09:02.000]  奉你的名嚇許多義林
[00:09:02.000 --> 00:09:06.000]  我就明明的告訴他們說
[00:09:06.000 --> 00:09:09.000]  我從來都認識你們
[00:09:09.000 --> 00:09:16.000]  你們這些作惡的人離開我去吧
[00:09:16.000 --> 00:09:18.000]  雖然很熟悉
[00:09:18.000 --> 00:09:21.000]  不過這句話又是很難解的
[00:09:21.000 --> 00:09:26.000]  因此我們都下意識讀完就放下了
[00:09:26.000 --> 00:09:29.000]  我們從來都沒有認真地問清楚
[00:09:29.000 --> 00:09:34.000]  耶穌這裡到底說什麼人呢
[00:09:34.000 --> 00:09:36.000]  耶穌說不認識這班人
[00:09:36.000 --> 00:09:42.000]  但這班人又奉他的名趕鬼
[00:09:42.000 --> 00:09:44.000]  假的神棍來的
[00:09:44.000 --> 00:09:45.000]  騙人的
[00:09:45.000 --> 00:09:49.000]  奉他的名傳道
[00:09:49.000 --> 00:09:54.000]  這樣就很嚴重了
[00:09:54.000 --> 00:09:59.000]  凡稱呼我主呀主呀的人
[00:09:59.000 --> 00:10:03.000]  不就是這樣可以進天國的嗎
[00:10:03.000 --> 00:10:05.000]  耶穌說這句話是什麼意思呢
[00:10:05.000 --> 00:10:13.000]  跟十誡說不要稱呼神的名字是同一個意思
[00:10:13.000 --> 00:10:15.000]  這個動詞是一樣的
[00:10:15.000 --> 00:10:18.000]  不過什麼叫網稱我們不清楚
[00:10:18.000 --> 00:10:20.000]  但稱呼神的名字
[00:10:20.000 --> 00:10:23.000]  神的名字主呀主呀
[00:10:23.000 --> 00:10:26.000]  新約聖經跟著猶太人的傳統
[00:10:26.000 --> 00:10:28.000]  都不叫上帝的名字叫主
[00:10:28.000 --> 00:10:31.000]  所以耶穌是主
[00:10:31.000 --> 00:10:34.000]  不只是說耶穌是我的救主這麼簡單
[00:10:34.000 --> 00:10:38.000]  是承認耶穌就是獨一的真神
[00:10:38.000 --> 00:10:42.000]  就是耶和華就是上帝
[00:10:42.000 --> 00:10:46.000]  稱呼耶穌主呀主呀
[00:10:46.000 --> 00:10:49.000]  但不能進天國
[00:10:49.000 --> 00:10:52.000]  耶穌說我不認識你們
[00:10:52.000 --> 00:10:56.000]  十誡說網稱耶和華的名字
[00:10:56.000 --> 00:11:02.000]  很大件事耶和華必不以他為無罪
[00:11:02.000 --> 00:11:05.000]  不是說赦免嗎
[00:11:05.000 --> 00:11:09.000]  為什麼上帝會定這樣的人的罪呢
[00:11:09.000 --> 00:11:11.000]  為什麼這些人到頭來
[00:11:11.000 --> 00:11:15.000]  竟然是上帝不認識的人呢
[00:11:15.000 --> 00:11:17.000]  他們是傳道
[00:11:17.000 --> 00:11:20.000]  他們是喊神跡其事
[00:11:20.000 --> 00:11:23.000]  是趕鬼醫病
[00:11:23.000 --> 00:11:26.000]  還是奉耶穌的名字
[00:11:26.000 --> 00:11:30.000]  所以其實是很嚴重的事情
[00:11:30.000 --> 00:11:32.000]  不過我們通常都覺得與我無關
[00:11:32.000 --> 00:11:34.000]  起碼我不是傳道人
[00:11:34.000 --> 00:11:36.000]  我又不會趕鬼
[00:11:36.000 --> 00:11:37.000]  我又不醫病
[00:11:37.000 --> 00:11:41.000]  不過你和我都稱呼主呀主呀
[00:11:41.000 --> 00:11:43.000]  你怎樣祈禱的
[00:11:43.000 --> 00:11:45.000]  主呀
[00:11:45.000 --> 00:11:47.000]  你是其中一個
[00:11:47.000 --> 00:11:51.000]  到那天耶穌認不認識你
[00:11:51.000 --> 00:11:53.000]  敢認識
[00:11:53.000 --> 00:11:54.000]  誓入天國
[00:11:54.000 --> 00:11:57.000]  我當然有張證書
[00:11:57.000 --> 00:11:59.000]  拍了照
[00:11:59.000 --> 00:12:00.000]  剛才沒有拍
[00:12:00.000 --> 00:12:01.000]  補一張
[00:12:02.000 --> 00:12:05.000]  耶穌說這句話
[00:12:05.000 --> 00:12:08.000]  是不是多餘的呢
[00:12:08.000 --> 00:12:11.000]  耶穌其實不只是說的
[00:12:11.000 --> 00:12:12.000]  我和你看看
[00:12:12.000 --> 00:12:15.000]  在他的生命當中
[00:12:15.000 --> 00:12:17.000]  不單止賢教
[00:12:17.000 --> 00:12:21.000]  而且是新教
[00:12:21.000 --> 00:12:24.000]  耶穌有實踐
[00:12:24.000 --> 00:12:28.000]  他這個真理的教導
[00:12:28.000 --> 00:12:33.000]  記載在希伯來書第五章
[00:12:33.000 --> 00:12:35.000]  西約聖經後很多了
[00:12:35.000 --> 00:12:37.000]  你在後面找回頭
[00:12:37.000 --> 00:12:39.000]  就容易找到希伯來書
[00:12:39.000 --> 00:12:42.000]  希伯來書第五章第七節
[00:12:42.000 --> 00:12:44.000]  第八節
[00:12:44.000 --> 00:12:47.000]  找到我讀給你聽
[00:12:47.000 --> 00:12:53.000]  希伯來書第五章第七第八節
[00:12:53.000 --> 00:12:57.000]  基督在肉體的時候
[00:12:57.000 --> 00:13:02.000]  祂大聲哀哭流淚禱告
[00:13:02.000 --> 00:13:07.000]  懇求那能救祂免死的主
[00:13:07.000 --> 00:13:10.000]  就因祂的虔誠
[00:13:10.000 --> 00:13:13.000]  蒙了認為
[00:13:13.000 --> 00:13:16.000]  祂雖然為兒子
[00:13:16.000 --> 00:13:21.000]  還是因所受的苦難
[00:13:21.000 --> 00:13:24.000]  學了順從
[00:13:24.000 --> 00:13:29.000]  這裡希伯來書記載的是一件什麼事
[00:13:29.000 --> 00:13:33.000]  這裡說基督在肉體的時候
[00:13:33.000 --> 00:13:35.000]  不是說他軟弱的時候
[00:13:35.000 --> 00:13:36.000]  不要搞錯
[00:13:36.000 --> 00:13:38.000]  保羅說肉體就是我們的軟弱
[00:13:38.000 --> 00:13:42.000]  這裡說的是基督道成肉身
[00:13:42.000 --> 00:13:46.000]  就是說他在世的日子
[00:13:46.000 --> 00:13:52.000]  祂大聲哀哭流淚禱告
[00:13:52.000 --> 00:13:55.000]  不是說他BB的時候哭
[00:13:55.000 --> 00:13:58.000]  因為BB是大聲哀哭
[00:13:58.000 --> 00:13:59.000]  但也不一定是哀
[00:13:59.000 --> 00:14:01.000]  而且不是流淚禱告
[00:14:01.000 --> 00:14:06.000]  耶穌基督什麼時候大聲哀哭流淚禱告呢
[00:14:06.000 --> 00:14:08.000]  只有一次
[00:14:08.000 --> 00:14:10.000]  記載在福音書
[00:14:10.000 --> 00:14:13.000]  祂臨上十字架之前
[00:14:13.000 --> 00:14:17.000]  在喀西瓦尼的祈禱
[00:14:17.000 --> 00:14:20.000]  所以希伯來書記載的事跡
[00:14:20.000 --> 00:14:23.000]  不需要畫公仔畫出腸
[00:14:23.000 --> 00:14:27.000]  基督還活有上十字架前的十二小時
[00:14:27.000 --> 00:14:28.000]  祂在喀西瓦尼
[00:14:28.000 --> 00:14:29.000]  不用那麼多事了
[00:14:29.000 --> 00:14:33.000]  只要用大聲哀哭流淚禱告
[00:14:33.000 --> 00:14:35.000]  我們就立刻明白
[00:14:35.000 --> 00:14:37.000]  是說101件事
[00:14:37.000 --> 00:14:40.000]  只有那件事沒有第二次
[00:14:40.000 --> 00:14:46.000]  耶穌基督那次祈禱有什麼重要呢
[00:14:46.000 --> 00:14:48.000]  這裡說
[00:14:48.000 --> 00:14:55.000]  祂懇求能夠救祂免死的主
[00:14:55.000 --> 00:15:00.000]  就因為祂的虔誠無了應運
[00:15:00.000 --> 00:15:02.000]  祂的祈禱上帝聽
[00:15:02.000 --> 00:15:05.000]  上帝答應 上帝答應
[00:15:05.000 --> 00:15:10.000]  祂雖然為兒子 祂是神的兒子
[00:15:10.000 --> 00:15:15.000]  但是祂因為所受的苦難
[00:15:15.000 --> 00:15:19.000]  下面那四個字就可圈可點了
[00:15:19.000 --> 00:15:22.000]  「學了順從」
[00:15:22.000 --> 00:15:28.000]  神的兒子要學順從的嗎
[00:15:28.000 --> 00:15:33.000]  在天上 聖父 聖子 聖靈
[00:15:33.000 --> 00:15:36.000]  三位合一的真神
[00:15:36.000 --> 00:15:39.000]  大家義子相通
[00:15:39.000 --> 00:15:43.000]  不會有誰違背誰的意思
[00:15:43.000 --> 00:15:47.000]  甚至沒有誰信服誰
[00:15:47.000 --> 00:15:50.000]  分先後高低
[00:15:50.000 --> 00:15:52.000]  我們唱聖詩也有說
[00:15:52.000 --> 00:15:55.000]  「同尊同榮」
[00:15:55.000 --> 00:15:57.000]  這些說話不只是唱詞
[00:15:57.000 --> 00:16:00.000]  這些聖詩其實是
[00:16:00.000 --> 00:16:04.000]  裡面有很重要的教義
[00:16:04.000 --> 00:16:06.000]  雖然是悶一點
[00:16:06.000 --> 00:16:08.000]  好像唱也不知道說什麼
[00:16:08.000 --> 00:16:10.000]  但是如果你懂得解釋的話
[00:16:10.000 --> 00:16:14.000]  這些聖詩是我們的信仰
[00:16:14.000 --> 00:16:16.000]  所以《虛擘律書》不是說
[00:16:16.000 --> 00:16:18.000]  耶穌基督在天上
[00:16:18.000 --> 00:16:25.000]  坐在寶座上的聖子要學習順從
[00:16:25.000 --> 00:16:27.000]  祂雖然是聖子
[00:16:27.000 --> 00:16:29.000]  不過話是這樣說的
[00:16:29.000 --> 00:16:33.000]  他不用信服上帝這回事
[00:16:33.000 --> 00:16:36.000]  但是他現在道成肉身
[00:16:36.000 --> 00:16:38.000]  現在成為人
[00:16:38.000 --> 00:16:43.000]  在他道成肉身的期間
[00:16:43.000 --> 00:16:45.000]  曾經有一次
[00:16:45.000 --> 00:16:50.000]  他大聲哀哭流淚禱告
[00:16:50.000 --> 00:16:52.000]  禱告就是禱告
[00:16:52.000 --> 00:16:54.000]  為什麼要大聲哀哭
[00:16:54.000 --> 00:16:57.000]  為什麼要流淚來禱告
[00:16:57.000 --> 00:16:59.000]  福音書記載
[00:16:59.000 --> 00:17:03.000]  他的汗好像血滴在地上
[00:17:03.000 --> 00:17:05.000]  你千萬不要搞錯
[00:17:05.000 --> 00:17:06.000]  不是滴血來的
[00:17:06.000 --> 00:17:08.000]  是滴汗來的
[00:17:08.000 --> 00:17:09.000]  如果你和我去吃飯
[00:17:09.000 --> 00:17:10.000]  看到我吃辣的東西
[00:17:10.000 --> 00:17:12.000]  你就會看到我的汗
[00:17:12.000 --> 00:17:15.000]  好像血滴在桌面上
[00:17:15.000 --> 00:17:16.000]  是汗來的
[00:17:16.000 --> 00:17:17.000]  不是血來的
[00:17:17.000 --> 00:17:19.000]  不過很大滴汗
[00:17:19.000 --> 00:17:25.000]  又哭又大聲又流汗
[00:17:25.000 --> 00:17:29.000]  這個祈禱為什麼這麼大掙扎
[00:17:29.000 --> 00:17:33.000]  耶穌祈禱祈什麼
[00:17:33.000 --> 00:17:34.000]  你都記得了
[00:17:34.000 --> 00:17:35.000]  他怎麼說
[00:17:35.000 --> 00:17:39.000]  他說 父啊 倘若可行
[00:17:39.000 --> 00:17:46.000]  求你叫這個杯離開我
[00:17:46.000 --> 00:17:49.000]  耶穌好像在打謎語
[00:17:49.000 --> 00:17:51.000]  耶穌有喝過什麼杯
[00:17:51.000 --> 00:17:53.000]  不是 耶穌之前都說過
[00:17:53.000 --> 00:17:55.000]  兩位門徒來求他
[00:17:55.000 --> 00:17:57.000]  一個坐左邊 一個坐右邊
[00:17:57.000 --> 00:17:59.000]  耶穌說 你不知道自己在說什麼
[00:17:59.000 --> 00:18:01.000]  知 知 知 你說吧
[00:18:01.000 --> 00:18:04.000]  我們什麼都答應你
[00:18:04.000 --> 00:18:05.000]  耶穌說 好啊
[00:18:05.000 --> 00:18:10.000]  那我所喝的杯 你們能喝什麼
[00:18:10.000 --> 00:18:13.000]  一會兒耶穌就問我們這個問題
[00:18:13.000 --> 00:18:15.000]  我們舉起的杯
[00:18:15.000 --> 00:18:16.000]  就是耶穌的杯
[00:18:16.000 --> 00:18:18.000]  耶穌說的不是聖餐
[00:18:18.000 --> 00:18:20.000]  耶穌說的是他的死
[00:18:20.000 --> 00:18:23.000]  是他的受苦
[00:18:23.000 --> 00:18:26.000]  是他的被釘十字架
[00:18:26.000 --> 00:18:30.000]  父啊 倘若可行
[00:18:30.000 --> 00:18:35.000]  求你叫這個十字架離開我
[00:18:35.000 --> 00:18:39.000]  耶穌原來有這麼奇異的祈禱
[00:18:39.000 --> 00:18:42.000]  所以這個杯我們就不太介意
[00:18:42.000 --> 00:18:45.000]  如果將它解釋出來
[00:18:45.000 --> 00:18:46.000]  那就很大件事了
[00:18:46.000 --> 00:18:49.000]  耶穌不是一來到這個世界上
[00:18:49.000 --> 00:18:51.000]  就知道他要上十字架嗎
[00:18:51.000 --> 00:18:54.000]  為什麼臨到最後的一分鐘
[00:18:54.000 --> 00:18:56.000]  他的祈禱竟然會求上帝
[00:18:56.000 --> 00:19:00.000]  拿開 拿走那個十字架
[00:19:00.000 --> 00:19:03.000]  耶穌怕死啊
[00:19:03.000 --> 00:19:07.000]  不是 耶穌不是怕死的
[00:19:07.000 --> 00:19:09.000]  從來你讀福音書
[00:19:09.000 --> 00:19:11.000]  你都見不到耶穌怕死
[00:19:11.000 --> 00:19:12.000]  一個怕死的人
[00:19:12.000 --> 00:19:15.000]  不是真的要到真的死的時候才怕的
[00:19:15.000 --> 00:19:17.000]  動一動就怕了
[00:19:17.000 --> 00:19:21.000]  你記得耶穌有一次睡覺
[00:19:21.000 --> 00:19:24.000]  環境很特別的
[00:19:24.000 --> 00:19:27.000]  在船上睡覺
[00:19:27.000 --> 00:19:28.000]  不止啊
[00:19:28.000 --> 00:19:31.000]  而且是起了暴風
[00:19:31.000 --> 00:19:35.000]  在風浪當中的船上睡覺
[00:19:35.000 --> 00:19:36.000]  不止啊
[00:19:36.000 --> 00:19:38.000]  那次的風暴
[00:19:38.000 --> 00:19:42.000]  令到那班門徒怕得說
[00:19:42.000 --> 00:19:44.000]  我們喪命了
[00:19:44.000 --> 00:19:49.000]  這班門徒是加里里的漁夫
[00:19:49.000 --> 00:19:50.000]  打魚的
[00:19:50.000 --> 00:19:52.000]  即是說一天八個小時
[00:19:52.000 --> 00:19:53.000]  十二個小時
[00:19:53.000 --> 00:19:55.000]  十六個小時在船上
[00:19:55.000 --> 00:19:58.000]  什麼風浪都沒見過
[00:19:58.000 --> 00:20:01.000]  即是說他們都怕的風浪
[00:20:01.000 --> 00:20:05.000]  就不是隨便搖搖搖的
[00:20:05.000 --> 00:20:08.000]  耶穌如果怕死
[00:20:08.000 --> 00:20:10.000]  他第一個就跳上岸
[00:20:10.000 --> 00:20:12.000]  神的兒子
[00:20:12.000 --> 00:20:15.000]  海邊的馬上就跳上岸
[00:20:15.000 --> 00:20:18.000]  他睡著了
[00:20:18.000 --> 00:20:21.000]  你睡不睡得著
[00:20:21.000 --> 00:20:23.000]  你怎樣都怕一點點
[00:20:23.000 --> 00:20:25.000]  他睡得著
[00:20:25.000 --> 00:20:27.000]  因為他不怕
[00:20:27.000 --> 00:20:28.000]  他自己說的
[00:20:28.000 --> 00:20:31.000]  沒有人可以拿走我的命
[00:20:31.000 --> 00:20:32.000]  是吧
[00:20:32.000 --> 00:20:35.000]  是我自己捨去的
[00:20:35.000 --> 00:20:36.000]  耶穌這個祈禱
[00:20:36.000 --> 00:20:40.000]  大概不是因為怕死
[00:20:40.000 --> 00:20:43.000]  不要搞錯
[00:20:43.000 --> 00:20:46.000]  道成肉身的耶穌基督
[00:20:46.000 --> 00:20:48.000]  來到這個世界上
[00:20:48.000 --> 00:20:50.000]  祂知道祂要完成
[00:20:50.000 --> 00:20:54.000]  父神拯救的計劃
[00:20:54.000 --> 00:21:01.000]  是不是一定要這樣上十字架
[00:21:01.000 --> 00:21:03.000]  我猜你和我
[00:21:03.000 --> 00:21:07.000]  做到耶穌這個位置
[00:21:07.000 --> 00:21:09.000]  假如你和我是耶穌
[00:21:09.000 --> 00:21:12.000]  我們都會想很多東西
[00:21:12.000 --> 00:21:17.000]  我們都會有很多不同的計劃
[00:21:17.000 --> 00:21:21.000]  應變的可能性
[00:21:21.000 --> 00:21:24.000]  contingency plans
[00:21:24.000 --> 00:21:26.000]  options
[00:21:26.000 --> 00:21:28.000]  alternatives
[00:21:28.000 --> 00:21:30.000]  你要記住
[00:21:30.000 --> 00:21:33.000]  我經常說耶穌的IQ比我們好
[00:21:33.000 --> 00:21:36.000]  耶穌的EQ比我們好
[00:21:36.000 --> 00:21:38.000]  耶穌的AQ比我們好
[00:21:38.000 --> 00:21:40.000]  耶穌的SQ比我們好
[00:21:40.000 --> 00:21:41.000]  你不知道什麼東西
[00:21:41.000 --> 00:21:42.000]  上網找找吧
[00:21:42.000 --> 00:21:44.000]  越來越多了
[00:21:44.000 --> 00:21:46.000]  耶穌什麼都比我們好
[00:21:46.000 --> 00:21:48.000]  你想想我們都想得出
[00:21:48.000 --> 00:21:51.000]  有不同的可能
[00:21:51.000 --> 00:21:53.000]  有不同的方法
[00:21:53.000 --> 00:21:57.000]  有不同的途徑
[00:21:57.000 --> 00:22:03.000]  耶穌肯定有很多更好的方法
[00:22:03.000 --> 00:22:07.000]  不是說祂要進行父神的意思
[00:22:07.000 --> 00:22:11.000]  但是我們中國人也有說
[00:22:11.000 --> 00:22:13.000]  大將軍在外面打仗
[00:22:13.000 --> 00:22:15.000]  在前線打仗
[00:22:15.000 --> 00:22:17.000]  皇帝的命令
[00:22:17.000 --> 00:22:20.000]  都可以不接受的
[00:22:20.000 --> 00:22:21.000]  為什麼呢
[00:22:21.000 --> 00:22:24.000]  不是叛國
[00:22:24.000 --> 00:22:26.000]  不是造反
[00:22:26.000 --> 00:22:29.000]  而是你不在場
[00:22:29.000 --> 00:22:32.000]  我在那個情況裡面
[00:22:32.000 --> 00:22:35.000]  所以我有不同的想法
[00:22:35.000 --> 00:22:38.000]  這是很正常的事
[00:22:38.000 --> 00:22:42.000]  耶穌基督要上十字架
[00:22:42.000 --> 00:22:44.000]  祂的祈禱
[00:22:44.000 --> 00:22:47.000]  祂說天父啊
[00:22:47.000 --> 00:22:50.000]  可以有其他的可能性
[00:22:50.000 --> 00:22:53.000]  或者可以有另一條路走
[00:22:53.000 --> 00:22:56.000]  行不行呢
[00:22:56.000 --> 00:22:58.000]  不過你要小心
[00:22:58.000 --> 00:23:01.000]  這不是耶穌的祈禱
[00:23:01.000 --> 00:23:04.000]  因為如果這是耶穌的祈禱
[00:23:04.000 --> 00:23:08.000]  希伯來書就沒理由說下去
[00:23:08.000 --> 00:23:12.000]  說這個祈禱是無了英雲的
[00:23:12.000 --> 00:23:14.000]  耶穌基督有沒有上十字架
[00:23:14.000 --> 00:23:16.000]  有
