
[00:00:00.000 --> 00:00:08.000]  世歷年初一,都要用中國人的禮,恭喜大家新年快樂,萬事勝意。
[00:06:09.000 --> 00:06:15.000]  孔子孟子老子莊子的經典文字很文雅,
[00:06:15.000 --> 00:06:16.000]  也不容易解釋,
[00:06:16.000 --> 00:06:18.000]  但起碼有種權威感,
[00:06:18.000 --> 00:06:22.000]  我們的聖經很淺白,滴滴摸摸,
[00:06:22.000 --> 00:06:24.000]  他不知道聖經的原文,
[00:06:24.000 --> 00:06:26.000]  如果你要考究原文,一樣很高深,
[00:06:26.000 --> 00:06:28.000]  有多少人懂得希伯來文,
[00:06:28.000 --> 00:06:30.000]  有多少人懂得希臘文呢?
[00:06:30.000 --> 00:06:35.000]  問題是目的就是要補給,要準確,
[00:06:35.000 --> 00:06:37.000]  所以不斷逆元又逆,
[00:06:37.000 --> 00:06:42.000]  幾百年前英文最出名的尖武士音定本,
[00:06:42.000 --> 00:06:44.000]  後來有很多更正本,
[00:06:44.000 --> 00:06:49.000]  到近年流行的國際NIV本,
[00:06:49.000 --> 00:06:52.000]  中文聖經也很多次,
[00:06:52.000 --> 00:06:54.000]  當然中文的性質和英文有少許不同,
[00:06:54.000 --> 00:06:57.000]  到現在還是和合本,和合本已有百年,
[00:06:57.000 --> 00:06:59.000]  不過加了些標點,
[00:06:59.000 --> 00:07:00.000]  分了些段,
[00:07:00.000 --> 00:07:02.000]  和人名改變,新型版,
[00:07:02.000 --> 00:07:05.000]  但普通的經文本身都是以和合本為,
[00:07:05.000 --> 00:07:08.000]  但一樣淺白易解又準確,
[00:07:08.000 --> 00:07:10.000]  所以其實比較之下,
[00:07:10.000 --> 00:07:14.000]  甚至我們知道有些佛教高僧朋友,
[00:07:14.000 --> 00:07:15.000]  都很羨慕這個聖經,
[00:07:15.000 --> 00:07:20.000]  如果有人有精力將佛經譯作淺白些,
[00:07:20.000 --> 00:07:21.000]  雅些的,
[00:07:21.000 --> 00:07:23.000]  其實佛經有些東西很囉嗦,
[00:07:23.000 --> 00:07:25.000]  英文不是難找到,
[00:07:25.000 --> 00:07:29.000]  問題是佛經的作者都很複雜,
[00:07:29.000 --> 00:07:30.000]  真真假假,
[00:07:30.000 --> 00:07:33.000]  有時沒可能像聖經般,
[00:07:33.000 --> 00:07:35.000]  份量又恰恰可,
[00:07:35.000 --> 00:07:37.000]  組織層次,
[00:07:37.000 --> 00:07:39.000]  這並不是我們幾個基督徒說的,
[00:07:39.000 --> 00:07:40.000]  你比較一下就知道,
[00:07:40.000 --> 00:07:42.000]  你找一本可蘭經,
[00:07:42.000 --> 00:07:44.000]  隨便找一本佛經,
[00:07:44.000 --> 00:07:45.000]  那些出名的那種,
[00:07:45.000 --> 00:07:48.000]  妙法蓮花經,華嚴經,
[00:07:48.000 --> 00:07:50.000]  或者金剛經之類,
[00:07:50.000 --> 00:07:53.000]  或者找一本中國論語,孟子,
[00:07:53.000 --> 00:07:56.000]  你比較一下各大宗教自己的經典,
[00:07:56.000 --> 00:08:00.000]  你先放開宗教的立場,
[00:08:00.000 --> 00:08:01.000]  你都一定會承認,
[00:08:01.000 --> 00:08:04.000]  聖經就是最有層次,
[00:08:04.000 --> 00:08:06.000]  那個組織最邏輯,
[00:08:06.000 --> 00:08:08.000]  開頭是摩西五經,
[00:08:08.000 --> 00:08:10.000]  然後是歷史書,
[00:08:10.000 --> 00:08:11.000]  然後是智慧書,
[00:08:11.000 --> 00:08:12.000]  然後是先知書,
[00:08:12.000 --> 00:08:14.000]  然後是篇幅大的,篇幅小的,
[00:08:14.000 --> 00:08:15.000]  大小先知書,
[00:08:15.000 --> 00:08:16.000]  新約那部分,
[00:08:16.000 --> 00:08:17.000]  先是四福音,
[00:08:17.000 --> 00:08:19.000]  然後等於第五福音,
[00:08:19.000 --> 00:08:21.000]  然後是書信,
[00:08:21.000 --> 00:08:23.000]  書信之中最主要是保羅的書信,
[00:08:23.000 --> 00:08:25.000]  最主要最長的是羅馬書,
[00:08:25.000 --> 00:08:26.000]  然後是小的,
[00:08:26.000 --> 00:08:30.000]  然後是彼得,亞國,
[00:08:30.000 --> 00:08:32.000]  我們不要輕視這件事,
[00:08:32.000 --> 00:08:35.000]  因為全社會每個人都讀經典,
[00:08:35.000 --> 00:08:37.000]  而經典本身是很有層次,很有條理,
[00:08:37.000 --> 00:08:39.000]  等於一種國民教育,
[00:08:39.000 --> 00:08:41.000]  那些思想,那些意願都有層次,
[00:08:41.000 --> 00:08:44.000]  中國論語孟子當然好書,
[00:08:44.000 --> 00:08:45.000]  我們聖人的經典,
[00:08:45.000 --> 00:08:47.000]  但是真的要怪後人,
[00:08:47.000 --> 00:08:49.000]  那個組織本身都是散散的,
[00:08:49.000 --> 00:08:53.000]  論語本身隨便走到一旁,
[00:08:53.000 --> 00:08:57.000]  可蘭經在在沒有燈的朋友在,
[00:08:57.000 --> 00:08:59.000]  我怕你追斬,
[00:08:59.000 --> 00:09:02.000]  你自己找本可蘭經看看,
[00:09:02.000 --> 00:09:04.000]  你看看它的條理如何,
[00:09:04.000 --> 00:09:05.000]  有時真的佩服他們,
[00:09:05.000 --> 00:09:08.000]  怎可以那麼散和什麼的,
[00:09:08.000 --> 00:09:10.000]  總之你自己讀一讀就知道了,
[00:09:10.000 --> 00:09:12.000]  所以話又說回來,
[00:09:12.000 --> 00:09:15.000]  雖然我們現在大家似乎那種習慣改變了,
[00:09:15.000 --> 00:09:17.000]  以前我們去教堂,
[00:09:17.000 --> 00:09:18.000]  每人自己帶本,
[00:09:18.000 --> 00:09:20.000]  我其實五十多歲才信主,
[00:09:20.000 --> 00:09:21.000]  都還輕帶人聖經,
[00:09:21.000 --> 00:09:22.000]  後來不用帶了,
[00:09:22.000 --> 00:09:24.000]  個個都靠powerpoint,
[00:09:24.000 --> 00:09:28.000]  碰著我們這些電腦盲的不用powerpoint,
[00:09:28.000 --> 00:09:31.000]  有些人說最緊要有points,
[00:09:31.000 --> 00:09:32.000]  有points你就有power,
[00:09:32.000 --> 00:09:35.000]  如果不是就算powerpoint都沒有用了,
[00:09:35.000 --> 00:09:37.000]  最緊要都是星入心通,
[00:09:37.000 --> 00:09:39.000]  聖經的文字就很淺白清楚,
[00:09:39.000 --> 00:09:41.000]  它譯過很多次了,
[00:09:41.000 --> 00:09:43.000]  所以就這樣讀出來大家都知道意思,
[00:09:43.000 --> 00:09:45.000]  我們引述多些,
[00:09:45.000 --> 00:09:48.000]  曾源的跟大家一起分享,
[00:09:48.000 --> 00:09:50.000]  有些更精彩,
[00:09:50.000 --> 00:09:52.000]  十六章九節,
[00:09:52.000 --> 00:09:55.000]  人心愁算自己的道路,
[00:09:55.000 --> 00:09:59.000]  為耶和華指引他的腳步,
[00:09:59.000 --> 00:10:01.000]  每句話都入心入肺,
[00:10:01.000 --> 00:10:02.000]  很真摰,很好的,
[00:10:02.000 --> 00:10:04.000]  當然我們民間俗語有一句,
[00:10:04.000 --> 00:10:06.000]  好像跟大家說過,
[00:10:06.000 --> 00:10:07.000]  我經常記得兩句,
[00:10:07.000 --> 00:10:09.000]  但現在一般人只會上一句,
[00:10:09.000 --> 00:10:10.000]  下一句就沒人聽過,
[00:10:10.000 --> 00:10:11.000]  可能真的代溝,
[00:10:11.000 --> 00:10:13.000]  我都年紀大了,
[00:10:13.000 --> 00:10:14.000]  人算不如天算,
[00:10:14.000 --> 00:10:16.000]  我的好朋友就讀了,
[00:10:16.000 --> 00:10:18.000]  天算不如就算,
[00:10:18.000 --> 00:10:21.000]  天算不如就算就變成道家思想,
[00:10:21.000 --> 00:10:22.000]  樣樣隨便,
[00:10:22.000 --> 00:10:25.000]  人的計謀根本有局,
[00:10:25.000 --> 00:10:27.000]  這是人認識到自己的弱點,
[00:10:27.000 --> 00:10:28.000]  但人算不如天算,
[00:10:28.000 --> 00:10:30.000]  這真是公認,
[00:10:30.000 --> 00:10:31.000]  你怎麼想,
[00:10:31.000 --> 00:10:34.000]  人有千算,天只一算,
[00:10:34.000 --> 00:10:35.000]  你怎麼想,
[00:10:35.000 --> 00:10:37.000]  就算七省奇和,
[00:10:37.000 --> 00:10:39.000]  扭計祖宗,
[00:10:39.000 --> 00:10:42.000]  總之都不及上天,
[00:10:42.000 --> 00:10:43.000]  一下就夠,
[00:10:43.000 --> 00:10:44.000]  想著想著,
[00:10:44.000 --> 00:10:45.000]  忽然就發現絕症,
[00:10:45.000 --> 00:10:46.000]  或者扭著扭著,
[00:10:46.000 --> 00:10:47.000]  怎麼都想不到,
[00:10:47.000 --> 00:10:50.000]  原來還有一個這樣的可能,
[00:10:50.000 --> 00:10:52.000]  如果人的算計是可以贏的,
[00:10:52.000 --> 00:10:55.000]  諸葛亮都可以贏到,
[00:10:55.000 --> 00:10:57.000]  為什麼要出師表說,
[00:10:57.000 --> 00:10:59.000]  凡事如是難開易了,
[00:10:59.000 --> 00:11:00.000]  出師表都說,
[00:11:00.000 --> 00:11:01.000]  他說我們當世最聰明,
[00:11:01.000 --> 00:11:03.000]  最扭計王就是曹操,
[00:11:03.000 --> 00:11:04.000]  但是以曹操這麼聰明,
[00:11:04.000 --> 00:11:06.000]  你一樣大敗過多少次,
[00:11:06.000 --> 00:11:08.000]  赤壁之戰就不用說了,
[00:11:08.000 --> 00:11:09.000]  所以有一個時期,
[00:11:09.000 --> 00:11:10.000]  有人貫提我一句話,
[00:11:10.000 --> 00:11:12.000]  我自己都寫了一本書,
[00:11:12.000 --> 00:11:14.000]  講孫子兵法,
[00:11:14.000 --> 00:11:16.000]  千萬不要迷信什麼易經,
[00:11:16.000 --> 00:11:17.000]  孫子兵法,
[00:11:17.000 --> 00:11:19.000]  以為我們中國人的智慧,
[00:11:19.000 --> 00:11:22.000]  鬼子老,威廉二世都要逆,
[00:11:22.000 --> 00:11:23.000]  什麼什麼,
[00:11:23.000 --> 00:11:26.000]  第一,這本書你懂讀,人都懂讀,
[00:11:26.000 --> 00:11:28.000]  你知道,那時候講赤壁之戰,
[00:11:28.000 --> 00:11:29.000]  赤壁之戰的書,
[00:11:29.000 --> 00:11:30.000]  那個曹操,
[00:11:30.000 --> 00:11:32.000]  曹操自己本身就是孫子兵法專家,
[00:11:32.000 --> 00:11:35.000]  自古著孫子兵法,
[00:11:35.000 --> 00:11:36.000]  有十家最出名,
[00:11:36.000 --> 00:11:38.000]  其中一家是曼唐的詩人杜牧,
[00:11:38.000 --> 00:11:39.000]  原來都是很厲害的,
[00:11:39.000 --> 00:11:40.000]  這些人文報全才,
[00:11:40.000 --> 00:11:42.000]  我們不開不說他,
[00:11:42.000 --> 00:11:44.000]  高速的粵語,大家聽得沒問題,
[00:11:44.000 --> 00:11:46.000]  沒問題,廣東話而已,
[00:11:46.000 --> 00:11:48.000]  曹操是十大家之一,
[00:11:48.000 --> 00:11:50.000]  也讀得非常好,
[00:11:50.000 --> 00:11:51.000]  但是那又怎樣,
[00:11:51.000 --> 00:11:53.000]  你懂讀,周瑜諸葛亮一樣懂讀,
[00:11:53.000 --> 00:11:55.000]  那本不是秘本,
[00:11:55.000 --> 00:11:56.000]  而且還有,
[00:11:56.000 --> 00:11:58.000]  有很多人真的很迷信中國,
[00:11:58.000 --> 00:11:59.000]  他沒什麼,
[00:11:59.000 --> 00:12:00.000]  一方面民族感情,
[00:12:00.000 --> 00:12:03.000]  以為你們世人不要欺負我們,
[00:12:03.000 --> 00:12:04.000]  我們這本孫子兵法,
[00:12:04.000 --> 00:12:06.000]  炒股炒贏,打乒乓球打贏,
[00:12:06.000 --> 00:12:07.000]  下棋贏,
[00:12:07.000 --> 00:12:09.000]  人家不懂讀,
[00:12:09.000 --> 00:12:11.000]  你讀人家都讀,
[00:12:11.000 --> 00:12:14.000]  還有,孫子兵法其實裡面有很多,
[00:12:14.000 --> 00:12:15.000]  是很對的,
[00:12:15.000 --> 00:12:16.000]  原則性的說話,
[00:12:16.000 --> 00:12:17.000]  跟大家說過,
[00:12:17.000 --> 00:12:19.000]  知己知彼,百戰不殆,
[00:12:19.000 --> 00:12:21.000]  沒錯,這些說話,
[00:12:21.000 --> 00:12:22.000]  知己知彼,
[00:12:22.000 --> 00:12:23.000]  就是了解自己的條件,
[00:12:23.000 --> 00:12:25.000]  了解對方的層次,
[00:12:25.000 --> 00:12:27.000]  百戰,千萬不要以為百戰百勝,
[00:12:27.000 --> 00:12:29.000]  百戰百勝是人家,
[00:12:29.000 --> 00:12:31.000]  孫子原文沒說百戰百勝,
[00:12:31.000 --> 00:12:34.000]  天下間哪有事情可以百戰百勝,
[00:12:34.000 --> 00:12:37.000]  他的原文就是百戰不殆,
[00:12:37.000 --> 00:12:39.000]  不殆就是沒危險,
[00:12:39.000 --> 00:12:41.000]  我在這裡說過,
[00:12:41.000 --> 00:12:42.000]  我自己記得很清楚,
[00:12:42.000 --> 00:12:43.000]  我舉個例子,
[00:12:43.000 --> 00:12:45.000]  兩澳大戰,
[00:12:45.000 --> 00:12:46.000]  什麼叫兩澳大戰,
[00:12:46.000 --> 00:12:49.000]  澳門大戰澳洲,
[00:12:49.000 --> 00:12:50.000]  哪有得打,
[00:12:50.000 --> 00:12:51.000]  多了一億倍的領土,
[00:12:51.000 --> 00:12:52.000]  是沒得打,
[00:12:52.000 --> 00:12:54.000]  你說澳門大戰澳洲,
[00:12:54.000 --> 00:12:56.000]  有什麼理由百戰百勝,
[00:12:56.000 --> 00:12:58.000]  澳洲出幾隻袋鼠,
[00:12:58.000 --> 00:12:59.000]  已經打贏澳門,
[00:12:59.000 --> 00:13:00.000]  人多,
[00:13:00.000 --> 00:13:02.000]  最多是不殆,
[00:13:02.000 --> 00:13:03.000]  什麼叫不殆,
[00:13:03.000 --> 00:13:04.000]  走人,
[00:13:04.000 --> 00:13:05.000]  走人不殆,
[00:13:05.000 --> 00:13:06.000]  輸少當贏,
[00:13:06.000 --> 00:13:07.000]  你就知道,
[00:13:07.000 --> 00:13:09.000]  其實這些又是常識,
[00:13:09.000 --> 00:13:13.000]  所以不要將經典偶像化,
[00:13:13.000 --> 00:13:15.000]  千萬不要因為民族感情,
[00:13:15.000 --> 00:13:16.000]  國家感情,
[00:13:16.000 --> 00:13:18.000]  中國的易經古往今來,
[00:13:18.000 --> 00:13:20.000]  最近有個同班同學,
[00:13:20.000 --> 00:13:22.000]  在明堡出了一本易經的書,
[00:13:22.000 --> 00:13:24.000]  我有時覺得很好笑,
[00:13:24.000 --> 00:13:25.000]  另外一個舊同事,
[00:13:25.000 --> 00:13:27.000]  又說他也是搞易經的,
[00:13:27.000 --> 00:13:28.000]  他出了書送給我,
[00:13:28.000 --> 00:13:30.000]  他說這本易經可以推算美國總統,
[00:13:30.000 --> 00:13:32.000]  那時競選他猜中了,
[00:13:32.000 --> 00:13:33.000]  世界盃也猜中了,
[00:13:33.000 --> 00:13:35.000]  隔了四年六年之後,
[00:13:35.000 --> 00:13:37.000]  世界盃也不見他再說,
[00:13:37.000 --> 00:13:40.000]  有什麼可能天下間有這樣的東西,
[00:13:40.000 --> 00:13:42.000]  如果我們中國的易經神奇到這樣,
[00:13:42.000 --> 00:13:45.000]  中國的歷史也不用搞得這麼糟糕,
[00:13:45.000 --> 00:13:47.000]  君主專制二千多年,
[00:13:47.000 --> 00:13:49.000]  晚清之時被人打到一塌糊塗,
[00:13:49.000 --> 00:13:51.000]  對不對?
[00:13:51.000 --> 00:13:55.000]  你真的要用上帝給我們的腦才行,
[00:13:55.000 --> 00:14:00.000]  有什麼可能上帝對萬民都慈愛公道,
[00:14:00.000 --> 00:14:02.000]  有什麼理由特別優待我們中國人,
[00:14:02.000 --> 00:14:04.000]  上帝已經很給面子,
[00:14:04.000 --> 00:14:06.000]  給我們弄個孔子做聖人,
[00:14:06.000 --> 00:14:08.000]  日本人渴求水也沒有孔子,
[00:14:08.000 --> 00:14:10.000]  印度人夠多了,
[00:14:10.000 --> 00:14:12.000]  他就弄個釋迦牟尼給他,
[00:14:12.000 --> 00:14:13.000]  最多弄個甘地,
[00:14:13.000 --> 00:14:14.000]  什麼時候有孔夫子,
[00:14:14.000 --> 00:14:15.000]  還不滿足,
[00:14:15.000 --> 00:14:17.000]  有些人還說不公道,
[00:14:17.000 --> 00:14:19.000]  耶穌基督為什麼是猶太人,
[00:14:19.000 --> 00:14:22.000]  我們炎黃子孫為什麼不是耶穌,
[00:14:22.000 --> 00:14:24.000]  這個唯有說,
[00:14:24.000 --> 00:14:26.000]  究竟你是上帝,他是上帝,
[00:14:26.000 --> 00:14:28.000]  既然上帝是他,不是我們,
[00:14:28.000 --> 00:14:30.000]  我們有什麼權要求這個,
[00:14:30.000 --> 00:14:32.000]  這個,對不對?
[00:14:32.000 --> 00:14:34.000]  說回經文,
[00:14:34.000 --> 00:14:36.000]  萬事如意,萬事勝意,
[00:14:36.000 --> 00:14:39.000]  人心籌算自己的道路,
[00:14:39.000 --> 00:14:41.000]  為耶和華指引他的腳步,
[00:14:41.000 --> 00:14:43.000]  真是很對的說話,
[00:14:43.000 --> 00:14:46.000]  越聰明的人越懂得計算,
[00:14:46.000 --> 00:14:48.000]  心裡有個電腦,
[00:14:48.000 --> 00:14:50.000]  但是耶和華指引他的腳步,
[00:14:50.000 --> 00:14:52.000]  十六章三十三節,
[00:14:52.000 --> 00:14:54.000]  籤放在懷裡,
[00:14:54.000 --> 00:14:56.000]  定是有者,
[00:14:56.000 --> 00:14:58.000]  讀你都明白,昇入心通,
[00:14:58.000 --> 00:15:00.000]  順便一提,文言文是很優美,
[00:15:00.000 --> 00:15:02.000]  很靚的,我們喜歡有時寫詩詞,
[00:15:02.000 --> 00:15:04.000]  想對聯,但是你不要不知道,
[00:15:04.000 --> 00:15:06.000]  文言文本身是單音詞,
[00:15:06.000 --> 00:15:08.000]  是閱讀的語言,
[00:15:08.000 --> 00:15:10.000]  並不是聽的語言,
[00:15:10.000 --> 00:15:13.000]  你試一下中文文言文,
[00:15:13.000 --> 00:15:14.000]  如果你沒讀過那篇,
[00:15:14.000 --> 00:15:15.000]  就這樣讀出來,
[00:15:15.000 --> 00:15:17.000]  沒有人知道說什麼,
[00:15:17.000 --> 00:15:19.000]  不關你的中文程度好不好,
[00:15:19.000 --> 00:15:21.000]  而是本身的同音字太多,
[00:15:21.000 --> 00:15:23.000]  你試一下,就我讀的文言文,
[00:15:23.000 --> 00:15:25.000]  你一定不知道說什麼,
[00:15:25.000 --> 00:15:27.000]  英文有所謂的Dictation,
[00:15:27.000 --> 00:15:29.000]  中文沒有Dictation,
[00:15:29.000 --> 00:15:30.000]  你怎麼Dictate?
[00:15:30.000 --> 00:15:31.000]  Dictate其實不是默書,
[00:15:31.000 --> 00:15:32.000]  是口售筆錄,
[00:15:32.000 --> 00:15:33.000]  你聽得明白那句話,
[00:15:33.000 --> 00:15:35.000]  你才寫得出去,
[00:15:35.000 --> 00:15:37.000]  所以有時要明白,
[00:15:37.000 --> 00:15:39.000]  要聽得一聽,
[00:15:39.000 --> 00:15:41.000]  就可以昇入心通,
[00:15:41.000 --> 00:15:42.000]  一定要用語體,
[00:15:42.000 --> 00:15:44.000]  一樣要用福音詞,
[00:15:44.000 --> 00:15:46.000]  籤放在懷裡,
[00:15:46.000 --> 00:15:51.000]  西亞以色列人一樣抽籤,
[00:15:51.000 --> 00:15:53.000]  但定是有耶和華,
[00:15:53.000 --> 00:15:55.000]  還有19章21節,
[00:15:55.000 --> 00:15:57.000]  人心多有計謀,
[00:15:57.000 --> 00:15:59.000]  唯有耶和華的籌算,
[00:15:59.000 --> 00:16:01.000]  才能立定,
[00:16:01.000 --> 00:16:03.000]  明白了,一讀就知道,
[00:16:03.000 --> 00:16:05.000]  20章24節,
[00:16:05.000 --> 00:16:07.000]  人的腳步為耶和華所定,
[00:16:07.000 --> 00:16:10.000]  人豈能明白自己的路呢?
[00:16:10.000 --> 00:16:12.000]  又真是對,
[00:16:12.000 --> 00:16:14.000]  你和我都是,
[00:16:14.000 --> 00:16:16.000]  有個俗語,不怕你精,不怕你耐,
[00:16:16.000 --> 00:16:18.000]  最怕你不耐,
[00:16:18.000 --> 00:16:20.000]  其實你耐不耐?
[00:16:20.000 --> 00:16:22.000]  我們每一個人回頭,
[00:16:22.000 --> 00:16:24.000]  看看自己以往的路,
[00:16:24.000 --> 00:16:26.000]  以往的路有些人在在,
[00:16:26.000 --> 00:16:28.000]  有些十多二十歲的,
[00:16:28.000 --> 00:16:30.000]  回顧以往十多二十歲,
