
[00:00:00.000 --> 00:00:04.000]  我以為當我接受校長任命的時候
[00:01:54.000 --> 00:01:59.000]  所以在座當中都是飽學之士
[00:01:59.000 --> 00:02:03.000]  剛才牧師還給我看
[00:02:03.000 --> 00:02:05.000]  他說你看看這裡
[00:02:05.000 --> 00:02:09.000]  他們說到為什麼要回來這個禮拜堂聚會
[00:02:09.000 --> 00:02:13.000]  有41%的人是因為講道的內容
[00:02:13.000 --> 00:02:18.000]  所以講道的內容似乎是一個吸引
[00:02:18.000 --> 00:02:20.000]  於是我就馬上翻到第二頁
[00:02:20.000 --> 00:02:23.000]  講道的內容會有什麼意見
[00:02:23.000 --> 00:02:25.000]  這裡第一樣就說
[00:02:25.000 --> 00:02:30.000]  多謝伍維文牧師銳志的講道
[00:02:30.000 --> 00:02:34.000]  如雅的帶領開放的胸襟
[00:02:34.000 --> 00:02:36.000]  希望你榮休之後
[00:02:36.000 --> 00:02:38.000]  繼續多點回來講道
[00:02:38.000 --> 00:02:40.000]  令教會的回重致福
[00:02:40.000 --> 00:02:43.000]  我們給點掌聲鼓勵一下伍牧師
[00:02:43.000 --> 00:02:47.000]  (掌聲)
[00:02:47.000 --> 00:02:50.000]  你記得了不要只叫我回來
[00:02:50.000 --> 00:02:54.000]  第二他說道講道的內容
[00:02:54.000 --> 00:02:57.000]  最好就是多點舊約的經文
[00:02:57.000 --> 00:03:03.000]  多點和社會的議題有連接
[00:03:03.000 --> 00:03:06.000]  可以更加有趣
[00:03:06.000 --> 00:03:08.000]  這個都挺有挑戰性的
[00:03:08.000 --> 00:03:12.000]  因為又要舊約的經文
[00:03:12.000 --> 00:03:15.000]  又要和社會的議題有連接
[00:03:15.000 --> 00:03:18.000]  還要是有趣的
[00:03:18.000 --> 00:03:21.000]  視乎你認為什麼是有趣
[00:03:21.000 --> 00:03:24.000]  今天我其實都選了一個題目
[00:03:24.000 --> 00:03:30.000]  是要用舊約的經文和社會的議題都有連接
[00:03:30.000 --> 00:03:32.000]  我希望你會覺得是有趣的
[00:03:32.000 --> 00:03:37.000]  題目在秩序表也印了出來
[00:03:37.000 --> 00:03:45.000]  叫做計劃命運與人生
[00:03:45.000 --> 00:03:50.000]  Your plan, your life, your destiny
[00:03:50.000 --> 00:03:55.000]  其實我想在這個題目下和大家分享的就是
[00:03:55.000 --> 00:04:01.000]  你的計劃,你的life,你的destiny
[00:04:01.000 --> 00:04:03.000]  往往是沒有關係的
[00:04:03.000 --> 00:04:06.000]  往往是出人意外的
[00:04:06.000 --> 00:04:09.000]  往往你是計劃了一件事
[00:04:09.000 --> 00:04:12.000]  你以為你的一生會這樣走
[00:04:12.000 --> 00:04:18.000]  到最後你的destiny是完全在你的計劃之外
[00:04:18.000 --> 00:04:22.000]  但是它是在上帝的計劃之內
[00:04:22.000 --> 00:04:25.000]  於是乎我們就要想一下
[00:04:25.000 --> 00:04:27.000]  在我們餘下的日子
[00:04:27.000 --> 00:04:30.000]  可能當中年輕的學生
[00:04:30.000 --> 00:04:32.000]  或者是master的students
[00:04:32.000 --> 00:04:34.000]  你餘下的日子還有很多
[00:04:34.000 --> 00:04:36.000]  你應該怎樣去計劃
[00:04:36.000 --> 00:04:39.000]  你應該怎樣去面對你的人生
[00:04:39.000 --> 00:04:42.000]  還有當那些事情發生
[00:04:42.000 --> 00:04:44.000]  和你起初的計劃
[00:04:44.000 --> 00:04:48.000]  和你想走的路是有分別的時候
[00:04:48.000 --> 00:04:50.000]  你又應該怎樣去看呢
[00:04:50.000 --> 00:04:54.000]  我自己就選了聖經裏面
[00:04:54.000 --> 00:04:57.000]  以師帖記的故事
[00:04:57.000 --> 00:05:00.000]  想請問當中有多少人是看過這本
[00:05:00.000 --> 00:05:02.000]  很出名的書
[00:05:02.000 --> 00:05:05.000]  以師帖記的請你舉手給我看看
[00:05:05.000 --> 00:05:09.000]  都有大約四分之一的回種
[00:05:09.000 --> 00:05:14.000]  以師帖記是一篇很獨立的書卷
[00:05:14.000 --> 00:05:17.000]  講了一個很完整的故事
[00:05:17.000 --> 00:05:23.000]  這個故事是當猶太人被他們亡國之後
[00:05:23.000 --> 00:05:29.000]  在一個皇帝叫做阿克徐老王統治之下
[00:05:29.000 --> 00:05:32.000]  發生了一件很特別的事情
[00:05:32.000 --> 00:05:35.000]  是和一個女人有關係的
[00:05:35.000 --> 00:05:39.000]  或者因為有四分之三的回種
[00:05:39.000 --> 00:05:40.000]  沒有人看過這本書
[00:05:40.000 --> 00:05:43.000]  我很簡單的講這個故事給你聽
[00:05:43.000 --> 00:05:45.000]  在講以師帖的故事的時候
[00:05:45.000 --> 00:05:47.000]  我就會告訴你
[00:05:47.000 --> 00:05:49.000]  當我去讀這本書的時候
[00:05:49.000 --> 00:05:53.000]  我覺得它和我的相似的地方
[00:05:53.000 --> 00:05:55.000]  是在什麼
[00:05:55.000 --> 00:05:58.000]  他的一生和我的
[00:05:58.000 --> 00:06:01.000]  我希望是前半生
[00:06:01.000 --> 00:06:04.000]  相似的地方在哪裡
[00:06:04.000 --> 00:06:07.000]  然後在裡面我們又去想一下
[00:06:07.000 --> 00:06:10.000]  於是我們怎樣去計劃我的人生
[00:06:10.000 --> 00:06:14.000]  怎樣去面對我們生命裡面
[00:06:14.000 --> 00:06:16.000]  一些出乎意外的事情
[00:06:16.000 --> 00:06:20.000]  最後去到上帝要我們去到的目的地
[00:06:20.000 --> 00:06:22.000]  以師帖記是講
[00:06:22.000 --> 00:06:25.000]  當時這個皇帝的版圖很大
[00:06:25.000 --> 00:06:26.000]  他的國家很大
[00:06:26.000 --> 00:06:28.000]  一直到印度
[00:06:28.000 --> 00:06:32.000]  你可以想像由中東的地方一直到印度
[00:06:32.000 --> 00:06:37.000]  可能有一些非洲的版圖
[00:06:37.000 --> 00:06:42.000]  這個皇帝當時叱咤風雲
[00:06:42.000 --> 00:06:45.000]  於是他有很多的財富
[00:06:45.000 --> 00:06:48.000]  統治了很多不同的民族
[00:06:48.000 --> 00:06:54.000]  有一天他就在他的皇宮大宴群臣
[00:06:54.000 --> 00:06:59.000]  去展示一下他有多少的財寶
[00:06:59.000 --> 00:07:04.000]  想著想著還要展示有多少的美女
[00:07:04.000 --> 00:07:07.000]  有多少的漂亮的太太
[00:07:07.000 --> 00:07:12.000]  於是他就叫人喝酒吃肉的時候
[00:07:12.000 --> 00:07:18.000]  叫人帶他覺得最值得驕傲的皇后出來
[00:07:18.000 --> 00:07:21.000]  這個皇后叫做阿實提
[00:07:21.000 --> 00:07:27.000]  誰知道阿實提皇后就在他另外一個皇宮
[00:07:27.000 --> 00:07:29.000]  一個在太和殿一個在雍和宮
[00:07:29.000 --> 00:07:36.000]  他就在雍和宮擺他自己的婦女會派對
[00:07:36.000 --> 00:07:40.000]  皇后自己又大宴親朋
[00:07:40.000 --> 00:07:42.000]  所以皇后就不理會皇帝
[00:07:42.000 --> 00:07:45.000]  你在太和宮你喝男人的酒
[00:07:45.000 --> 00:07:47.000]  我們就做女人的事
[00:07:47.000 --> 00:07:49.000]  所以她就不理會他
[00:07:49.000 --> 00:07:51.000]  皇帝就很生氣
[00:07:51.000 --> 00:07:53.000]  怎麼搞的
[00:07:53.000 --> 00:07:55.000]  叫我老婆過來
[00:07:55.000 --> 00:07:58.000]  我老婆竟然在我朋友的面前
[00:07:58.000 --> 00:08:01.000]  在我眾大臣的面前丟我的甲
[00:08:01.000 --> 00:08:02.000]  在我的臉上
[00:08:02.000 --> 00:08:05.000]  於是就廢了這個皇后
[00:08:05.000 --> 00:08:08.000]  以後我都不要再見到這個人
[00:08:08.000 --> 00:08:12.000]  但是皇帝廢了皇后之後
[00:08:12.000 --> 00:08:15.000]  自己想著想著又覺得很寂寞
[00:08:15.000 --> 00:08:17.000]  想著想著又不是很甘心
[00:08:17.000 --> 00:08:19.000]  於是有人向他獻計
[00:08:19.000 --> 00:08:21.000]  他說你不如再選一個
[00:08:21.000 --> 00:08:23.000]  宮中有很多美女
[00:08:23.000 --> 00:08:26.000]  不需要一個這樣的皇后
[00:08:26.000 --> 00:08:30.000]  所以他就選了另外一個人
[00:08:30.000 --> 00:08:33.000]  這個人就是這本書的主角
[00:08:33.000 --> 00:08:35.000]  以斯帖
[00:08:35.000 --> 00:08:38.000]  第一件事我們要留意的就是
[00:08:38.000 --> 00:08:42.000]  以斯帖其實是一個出身非常寒味的人
[00:08:42.000 --> 00:08:44.000]  為什麼這樣說呢
[00:08:44.000 --> 00:08:47.000]  因為他自己的父母已經不在世
[00:08:47.000 --> 00:08:52.000]  他小時候是由他的叔叔養大的
[00:08:52.000 --> 00:08:55.000]  這個人叫做沒底改
[00:08:55.000 --> 00:09:00.000]  他就一直隱藏了他的身份
[00:09:00.000 --> 00:09:04.000]  不要告訴別人你是一個猶太人
[00:09:04.000 --> 00:09:06.000]  你是一個亡國奴
[00:09:06.000 --> 00:09:10.000]  不要告訴別人你出身是這麼卑微
[00:09:10.000 --> 00:09:13.000]  然後就躲在皇宮裡
[00:09:13.000 --> 00:09:20.000]  直到那天他被選為皇帝身邊的皇后
[00:09:20.000 --> 00:09:22.000]  出身寒味
[00:09:22.000 --> 00:09:24.000]  甚至是一個孤兒
[00:09:24.000 --> 00:09:29.000]  是沒底改的背景
[00:09:29.000 --> 00:09:32.000]  我的出身是怎樣呢
[00:09:32.000 --> 00:09:41.000]  我的出身就是在灣仔酒吧中間長大的
[00:09:41.000 --> 00:09:46.000]  落黑到1950年代1960年代的時候
[00:09:46.000 --> 00:09:53.000]  其實主要的生意是做美國的軍人
[00:09:53.000 --> 00:09:55.000]  打完越戰之後
[00:09:55.000 --> 00:09:57.000]  就回來喝大輪酒
[00:09:57.000 --> 00:10:04.000]  在街上又去酒吧又打架又亂七八糟
[00:10:04.000 --> 00:10:10.000]  我的第一個家就在那裡中間
[00:10:10.000 --> 00:10:12.000]  我不是在酒吧裡
[00:10:12.000 --> 00:10:17.000]  我的家是一個車房
[00:10:17.000 --> 00:10:20.000]  是一個修理汽車和噴油
[00:10:20.000 --> 00:10:23.000]  是我的外公的生意
[00:10:23.000 --> 00:10:27.000]  我還記得那時候住在那個地方
[00:10:27.000 --> 00:10:30.000]  每天走過我家樓下
[00:10:30.000 --> 00:10:33.000]  就聞到很大一股噴油的味道
[00:10:33.000 --> 00:10:34.000]  很難聞的
[00:10:34.000 --> 00:10:36.000]  我們就住在閣樓上
[00:10:36.000 --> 00:10:45.000]  我爸爸是住在他外父家裡的一個閣樓
[00:10:45.000 --> 00:10:50.000]  其實我爸爸的出身是相當不錯的
[00:10:50.000 --> 00:10:56.000]  因為我的祖父是在上海做大生意的
[00:10:56.000 --> 00:11:04.000]  在上海有一間酒店
[00:11:04.000 --> 00:11:06.000]  叫做南京飯店
[00:11:06.000 --> 00:11:10.000]  在南京路上是屬於我爺爺的
[00:11:10.000 --> 00:11:15.000]  但是在二次大戰的時候
[00:11:15.000 --> 00:11:19.000]  他們就躲在酒店裡
[00:11:19.000 --> 00:11:22.000]  我爸爸就在那裡長大
[00:11:22.000 --> 00:11:26.000]  最近幾年前我們一起回到南京路
[00:11:26.000 --> 00:11:29.000]  在上海找回這間酒店
[00:11:29.000 --> 00:11:34.000]  今天成為了一個國家擁有的酒店
[00:11:34.000 --> 00:11:41.000]  建築物也是一個歷史的建築物
[00:11:41.000 --> 00:11:44.000]  但是已經不是屬於我們的了
[00:11:44.000 --> 00:11:47.000]  我爺爺還擁有珠寶店
[00:11:47.000 --> 00:11:51.000]  因為當時他做了很大的生意
[00:11:51.000 --> 00:11:55.000]  還有股票的市場
[00:11:55.000 --> 00:12:02.000]  今天理和聲書院的創辦人理和聲先生
[00:12:02.000 --> 00:12:06.000]  認識了我的父親和我爺爺
[00:12:06.000 --> 00:12:11.000]  因為當時他也是在上海的股票市場起家的
[00:12:11.000 --> 00:12:18.000]  所以我相信我爸爸的出身是上流社會比較顯赫
[00:12:18.000 --> 00:12:20.000]  但是因為戰爭
[00:12:20.000 --> 00:12:25.000]  因為1949年共產黨來到的時候
[00:12:25.000 --> 00:12:33.000]  他們就像宋基一樣一起逃到香港
[00:12:33.000 --> 00:12:39.000]  就住在他外父的車房的閣樓
[00:12:39.000 --> 00:12:41.000]  我的小學
[00:12:41.000 --> 00:12:46.000]  有些人經常問我以前在哪裡讀書
[00:12:46.000 --> 00:12:48.000]  我就有點尷尬
[00:12:48.000 --> 00:12:50.000]  因為我經常覺得那間小學
[00:12:50.000 --> 00:12:51.000]  我告訴你你都不會的
[00:12:51.000 --> 00:12:53.000]  因為已經倒閉了
[00:12:53.000 --> 00:12:57.000]  那間小學叫做中國兒童書院
[00:12:57.000 --> 00:12:58.000]  有沒有人聽過
[00:12:58.000 --> 00:12:59.000]  沒有
[00:12:59.000 --> 00:13:00.000]  你聽過嗎
[00:13:00.000 --> 00:13:04.000]  你年紀都不小了
[00:13:04.000 --> 00:13:10.000]  我在灣仔讀的那間小學
[00:13:10.000 --> 00:13:13.000]  沒有什麼人知道的
[00:13:13.000 --> 00:13:15.000]  又不是拔萃小學
[00:13:15.000 --> 00:13:19.000]  又不是宣道會或者凌良堂小學
[00:13:19.000 --> 00:13:23.000]  是一間很小的中國兒童書院
[00:13:23.000 --> 00:13:27.000]  相當有國民黨的背景
[00:13:27.000 --> 00:13:31.000]  校章就像青天白日滿地紅的旗子
[00:13:31.000 --> 00:13:34.000]  讀完沒多久
[00:13:34.000 --> 00:13:36.000]  現在學校都倒閉了
[00:13:36.000 --> 00:13:40.000]  所以我的出生也有一點跟以思帖相似
[00:13:40.000 --> 00:13:42.000]  我不想告訴別人
[00:13:42.000 --> 00:13:45.000]  我在灣仔的酒吧區中長大
[00:13:45.000 --> 00:13:48.000]  讀的是一間倒閉的小學
[00:13:48.000 --> 00:13:51.000]  我記得我們後來搬出來的時候
[00:13:51.000 --> 00:13:54.000]  第一次自己有自己的獨立單位
[00:13:54.000 --> 00:13:57.000]  有一間單位的時候
[00:13:57.000 --> 00:14:01.000]  是住在今天北角
[00:14:01.000 --> 00:14:05.000]  大家一定去過香港殯儀館
[00:14:05.000 --> 00:14:10.000]  香港殯儀館對面有一個很早期的房屋處的屋邨
[00:14:10.000 --> 00:14:12.000]  叫做無飯邨
[00:14:12.000 --> 00:14:14.000]  我是住在那裡的
[00:14:14.000 --> 00:14:16.000]  那裡是很簡單的單位
[00:14:16.000 --> 00:14:18.000]  只有一個廳一個房
[00:14:18.000 --> 00:14:22.000]  有多少人都是住在同一個房間裡
[00:14:22.000 --> 00:14:24.000]  這個就是我的背景
[00:14:24.000 --> 00:14:30.000]  但是人生的路走著走著就走到很有趣的地方
[00:14:30.000 --> 00:14:34.000]  走到一些你自己都想像不到的地方
[00:14:34.000 --> 00:14:39.000]  以思帖就走著走著走進了皇宮
[00:14:39.000 --> 00:14:41.000]  因為皇后失寵
[00:14:41.000 --> 00:14:44.000]  她變成了代替的皇后
[00:14:44.000 --> 00:14:49.000]  並且是一人之下萬人之上
[00:14:49.000 --> 00:14:51.000]  你相信皇帝是非常喜歡她
[00:14:51.000 --> 00:14:54.000]  因為在這裡講到皇帝見到她之後
[00:14:54.000 --> 00:14:57.000]  她就問我的皇后
[00:14:57.000 --> 00:14:59.000]  你喜歡什麼呢
[00:14:59.000 --> 00:15:03.000]  就算你要了我國家的一半的財產
[00:15:03.000 --> 00:15:05.000]  要了我一半的國家
[00:15:05.000 --> 00:15:07.000]  我都會給你的
[00:15:07.000 --> 00:15:12.000]  由一個都不敢告訴人是什麼出身的背景
[00:15:12.000 --> 00:15:14.000]  升到一個這樣的地位
[00:15:14.000 --> 00:15:18.000]  是皇帝心裡最寵愛的王妃
[00:15:18.000 --> 00:15:21.000]  原因就是因為皇后失寵
[00:15:21.000 --> 00:15:25.000]  一個國家出現了一個危機
[00:15:25.000 --> 00:15:28.000]  其實我也是一個很有趣的
[00:15:28.000 --> 00:15:31.000]  我的事業或者我的學業加上事業
[00:15:31.000 --> 00:15:35.000]  都是一個很有趣的一條路
[00:15:35.000 --> 00:15:39.000]  我讀書的時候不是全班考第一
[00:15:39.000 --> 00:15:48.000]  我不是一個人家覺得很出色很厲害的學生
[00:15:48.000 --> 00:15:53.000]  但是畢竟都在港大的醫學院1983年畢業
[00:15:53.000 --> 00:15:55.000]  所以今年是我畢業30年了
[00:15:55.000 --> 00:16:02.000]  畢業之後我沒有機會去我自己最想做事的醫院工作
[00:16:02.000 --> 00:16:06.000]  我最想的最無名以求的就是回到馬來醫院
[00:16:06.000 --> 00:16:08.000]  跟回我最崇拜的教授
[00:16:08.000 --> 00:16:10.000]  但是因為當時沒有位置
[00:16:10.000 --> 00:16:13.000]  就開了一間在新界都不知道在哪裡的
[00:16:13.000 --> 00:16:16.000]  叫做威爾斯親王醫院
[00:16:16.000 --> 00:16:18.000]  我都不知道在哪裡
[00:16:18.000 --> 00:16:21.000]  遠到對於我來說是很遠的地方
[00:16:21.000 --> 00:16:27.000]  因為沙田當時我們還是去旅行去紅梅谷
[00:16:27.000 --> 00:16:29.000]  才會去沙田
[00:16:29.000 --> 00:16:31.000]  平時怎麼會想著去沙田工作呢
[00:16:31.000 --> 00:16:34.000]  人家說你很容易的
[00:16:34.000 --> 00:16:39.000]  坐地鐵去九龍塘找82號M
[00:16:39.000 --> 00:16:42.000]  由總站坐到總站就會見到
[00:16:42.000 --> 00:16:47.000]  我就這樣找到威爾斯親王醫院
[00:16:47.000 --> 00:16:51.000]  但是當我一直做下去的時候
[00:16:51.000 --> 00:16:54.000]  起初都有一些不開心的際遇等等
[00:16:54.000 --> 00:17:01.000]  不過去到2003年是我人生一個很重要的轉捩點
[00:17:01.000 --> 00:17:04.000]  大家都會記得是沙士的時候
[00:17:04.000 --> 00:17:06.000]  一個災難
[00:17:06.000 --> 00:17:11.000]  一個香港前所未有的遇到的困難
[00:17:11.000 --> 00:17:18.000]  經濟上的民生的甚至是生命的危險
[00:17:18.000 --> 00:17:23.000]  但是在一個這樣的危險之中
[00:17:23.000 --> 00:17:26.000]  卻對於我來說成為了一個機會
[00:17:26.000 --> 00:17:32.000]  一個機會讓香港有很多的人
[00:17:32.000 --> 00:17:37.000]  突然之間感覺到原來香港的醫護人員
[00:17:37.000 --> 00:17:39.000]  都是有些可取的地方
[00:17:39.000 --> 00:17:45.000]  香港的醫護人員都不會在危難之中去退避
[00:17:45.000 --> 00:17:48.000]  於是在那個時候
[00:17:48.000 --> 00:17:51.000]  我的人生又揭開了另外的一頁
[00:17:51.000 --> 00:17:59.000]  接著發生的事情在過去的十年就更加曲折離奇
[00:17:59.000 --> 00:18:03.000]  因為從一個完全對於大學沒有認識的
[00:18:03.000 --> 00:18:08.000]  甚至乎如果你十年前問我
[00:18:08.000 --> 00:18:12.000]  究竟崇基是從哪裡去到哪裡
[00:18:12.000 --> 00:18:13.000]  我都不知道
[00:18:13.000 --> 00:18:16.000]  因為我只記得大學就是大學
[00:18:16.000 --> 00:18:18.000]  新界在哪裡我都不太清楚
[00:18:18.000 --> 00:18:21.000]  哪棟樓打哪棟樓我更加不懂
[00:18:21.000 --> 00:18:24.000]  一直去認識這間大學
[00:18:24.000 --> 00:18:28.000]  一直對大學的教育
[00:18:28.000 --> 00:18:35.000]  對於學生對於大學的方向越來越感到興趣
[00:18:35.000 --> 00:18:40.000]  接著就出現另外一個很大的轉變
[00:18:40.000 --> 00:18:44.000]  這個轉變在議事的設計裏面是很重要的
[00:18:44.000 --> 00:18:49.000]  他說當時因為有一個奸臣叫做哈曼
[00:18:49.000 --> 00:18:52.000]  他擁有很多的權力
[00:18:52.000 --> 00:18:55.000]  他要所有的人向他下拜
[00:18:55.000 --> 00:19:00.000]  他要全國的人走過他門口都要向他拜一拜
[00:19:00.000 --> 00:19:02.000]  才准上班
[00:19:02.000 --> 00:19:04.000]  這個沒底改就說
[00:19:04.000 --> 00:19:06.000]  我就不會拜這個人
[00:19:06.000 --> 00:19:10.000]  因為我們是屬於耶和華
[00:19:10.000 --> 00:19:14.000]  所以我要拜的只會拜我們的上帝
[00:19:14.000 --> 00:19:18.000]  所以他就不肯拜大臣哈曼
[00:19:18.000 --> 00:19:23.000]  因此就惹來不單止是沒底改的殺身之禍
[00:19:23.000 --> 00:19:28.000]  卻是惹來全國所有猶太人的殺身之禍
[00:19:28.000 --> 00:19:37.000]  哈曼就向皇帝這樣去推行這個政策
[00:19:37.000 --> 00:19:43.000]  他說這裡有一群亡國的人
[00:19:43.000 --> 00:19:47.000]  他們不單止不尊敬你也不尊敬我
[00:19:47.000 --> 00:19:50.000]  所以我們應該將他們剷除
[00:19:50.000 --> 00:19:52.000]  皇帝就夢察察
[00:19:52.000 --> 00:19:54.000]  不知道發生什麼事
[00:19:54.000 --> 00:19:56.000]  就脫下自己的戒指
[00:19:56.000 --> 00:19:57.000]  就說好了
[00:19:57.000 --> 00:19:58.000]  這個就是我的印
[00:19:58.000 --> 00:20:00.000]  你喜歡怎麼做就怎麼做
[00:20:00.000 --> 00:20:07.000]  就出現了以斯帖記裡面最重要的一幕
[00:20:07.000 --> 00:20:12.000]  那一幕就是當時皇帝已經授權了哈曼
[00:20:12.000 --> 00:20:16.000]  要在幾天之內殺光全國的猶太人
[00:20:16.000 --> 00:20:20.000]  沒底改知道如果要救這群猶太人
[00:20:20.000 --> 00:20:22.000]  唯一一個辦法
[00:20:22.000 --> 00:20:28.000]  就是找皇帝身邊最寵愛的以斯帖
[00:20:28.000 --> 00:20:31.000]  來勸皇帝不要做這件事
[00:20:31.000 --> 00:20:35.000]  今天我就想和大家讀這幾句聖經
[00:20:35.000 --> 00:20:41.000]  以斯帖記第四章第十二節
[00:20:41.000 --> 00:20:44.000]  一直到第十七節
[00:20:44.000 --> 00:20:48.000]  是聖經的486頁
[00:20:48.000 --> 00:20:56.000]  以斯帖記第四章十二至十七節
[00:20:56.000 --> 00:20:58.000]  讀到尾
[00:20:58.000 --> 00:21:01.000]  如果找到請大家和我一起讀好不好
[00:21:01.000 --> 00:21:04.000]  486頁
[00:21:04.000 --> 00:21:08.000]  人就把以斯帖這番話告訴沒底改
[00:21:08.000 --> 00:21:12.000]  沒底改託人回覆以斯帖說
[00:21:12.000 --> 00:21:16.000]  你莫想在皇宮裡強過一切猶太人
[00:21:16.000 --> 00:21:19.000]  得脫者和
[00:21:19.000 --> 00:21:22.000]  此時你若閉口不言
[00:21:22.000 --> 00:21:25.000]  猶太人必從別處得解脫
[00:21:25.000 --> 00:21:27.000]  蒙拯救
[00:21:27.000 --> 00:21:30.000]  你和你父家必自滅亡
[00:21:30.000 --> 00:21:33.000]  因此你得了皇后的位分
[00:21:33.000 --> 00:21:36.000]  不是為現今的機會嗎
[00:21:36.000 --> 00:21:39.000]  以斯帖就吩咐人回報
[00:21:39.000 --> 00:21:41.000]  沒底改說
[00:21:41.000 --> 00:21:45.000]  你當去焦聚書山城所有的猶太人
[00:21:45.000 --> 00:21:48.000]  為我禁食三日三夜
[00:21:48.000 --> 00:21:50.000]  不吃不喝
[00:21:50.000 --> 00:21:53.000]  我和我的宮女也要這樣禁食
[00:21:53.000 --> 00:21:57.000]  然後我遺禮進去見皇
[00:21:57.000 --> 00:22:00.000]  若死就死吧
[00:22:00.000 --> 00:22:02.000]  於是沒底改
[00:22:02.000 --> 00:22:05.000]  接一切所吩咐的去行
[00:22:05.000 --> 00:22:12.000]  這句話是一個很重要的人生的決定
[00:22:12.000 --> 00:22:15.000]  當時沒底改說
[00:22:15.000 --> 00:22:17.000]  你去見皇帝
[00:22:17.000 --> 00:22:19.000]  你去諫他
[00:22:19.000 --> 00:22:23.000]  是為了救你全民族的性命
[00:22:23.000 --> 00:22:25.000]  以斯帖說不行
[00:22:25.000 --> 00:22:27.000]  在皇帝的法律
[00:22:27.000 --> 00:22:29.000]  在他的律例裡
[00:22:29.000 --> 00:22:32.000]  只有他召人去見的時候
[00:22:32.000 --> 00:22:34.000]  我們才可以見他
[00:22:34.000 --> 00:22:36.000]  如果皇帝沒叫你去見
[00:22:36.000 --> 00:22:38.000]  你自己衝進去
[00:22:38.000 --> 00:22:39.000]  是死罪
[00:22:39.000 --> 00:22:43.000]  除非皇帝手上拿著金像
[00:22:43.000 --> 00:22:45.000]  向你點一點
[00:22:45.000 --> 00:22:48.000]  即是說他赦了你的死罪
[00:22:48.000 --> 00:22:50.000]  我一定死
[00:22:50.000 --> 00:22:52.000]  就算我是皇后
[00:22:52.000 --> 00:22:56.000]  也要皇帝叫你才可以見
[00:22:56.000 --> 00:22:58.000]  大家有沒有看過
[00:22:58.000 --> 00:23:01.000]  你一定去過北京的故宮
[00:23:01.000 --> 00:23:06.000]  皇帝和皇后都不是住在同一間屋
[00:23:06.000 --> 00:23:10.000]  皇后是要叫你才可以見
[00:23:10.000 --> 00:23:13.000]  不是整天囉囉嗦嗦的走過來
[00:23:13.000 --> 00:23:15.000]  跟他說這樣說那樣
[00:23:15.000 --> 00:23:19.000]  皇帝叫第二個來就見第二個
[00:23:19.000 --> 00:23:22.000]  不是自己可以走進去的
[00:23:22.000 --> 00:23:24.000]  這裡同一個道理
[00:23:24.000 --> 00:23:26.000]  當時以斯帖說
[00:23:26.000 --> 00:23:27.000]  如果我自己衝進去
