
[00:00:00.000 --> 00:00:06.000]  今晚真是一個很難得的研討機會
[00:10:18.000 --> 00:10:20.000]  就是它借題發揮
[00:10:20.000 --> 00:10:22.000]  我會給大家一些舉例去看
[00:10:22.000 --> 00:10:24.000]  沒有人這樣解的
[00:10:24.000 --> 00:10:25.000]  其實是講它自己的東西
[00:10:25.000 --> 00:10:26.000]  不過執聖經這種句話
[00:10:26.000 --> 00:10:28.000]  就是有些像我們不好意思
[00:10:28.000 --> 00:10:31.000]  有些像我們華人教會上一輩的那些港道
[00:10:31.000 --> 00:10:33.000]  就是想好那些港道
[00:10:33.000 --> 00:10:34.000]  然後才執兩句聖經
[00:10:34.000 --> 00:10:36.000]  就是貼下去
[00:10:36.000 --> 00:10:38.000]  但是巴特是不是這麼差?
[00:10:38.000 --> 00:10:40.000]  待會我們大家可以一起評
[00:10:40.000 --> 00:10:41.000]  但肯定它就不是一本
[00:10:41.000 --> 00:10:44.000]  事事正正正正正式式的解禁書
[00:10:44.000 --> 00:10:47.000]  是借題發揮的書
[00:10:47.000 --> 00:10:50.000]  但是這本借題發揮的書
[00:10:50.000 --> 00:10:51.000]  可以說是
[00:10:51.000 --> 00:10:55.000]  為什麼對整個的神學世界這麼震撼呢?
[00:10:55.000 --> 00:10:57.000]  因為如果你從一個偉大的角度來說
[00:10:57.000 --> 00:10:59.000]  就是這個鄉村牧師
[00:10:59.000 --> 00:11:01.000]  在瑞士的鄉村牧師就是巴特
[00:11:01.000 --> 00:11:03.000]  他那時候是做鄉村的牧師
[00:11:03.000 --> 00:11:06.000]  當他寫這個羅馬書主席的時候
[00:11:06.000 --> 00:11:09.000]  他的心胸說起來就嚇死你
[00:11:09.000 --> 00:11:10.000]  他是要什麼呢?
[00:11:10.000 --> 00:11:13.000]  要對抗整個十九世紀的神學思想
[00:11:13.000 --> 00:11:15.000]  要將他打倒
[00:11:15.000 --> 00:11:17.000]  就是你很難想像一個人
[00:11:17.000 --> 00:11:20.000]  要打倒整個世紀的神學思想
[00:11:20.000 --> 00:11:21.000]  一個鄉村牧師
[00:11:21.000 --> 00:11:23.000]  如果我們比較武俠小說一點
[00:11:23.000 --> 00:11:24.000]  這些真是高人
[00:11:24.000 --> 00:11:26.000]  這些世外奇人
[00:11:26.000 --> 00:11:29.000]  這個這樣的努力已經是難得
[00:11:29.000 --> 00:11:31.000]  現在我們問十九世紀和二十世紀初
[00:11:31.000 --> 00:11:33.000]  剛才說到最理想
[00:11:33.000 --> 00:11:37.000]  一個最樂觀的文化世界的時候
[00:11:37.000 --> 00:11:39.000]  究竟神學在做什麼呢?
[00:11:39.000 --> 00:11:41.000]  這個真是不簡單
[00:11:41.000 --> 00:11:43.000]  剛才我說的是一個外面的
[00:11:43.000 --> 00:11:44.000]  整個歐洲的文化
[00:11:44.000 --> 00:11:46.000]  不是說神學
[00:11:46.000 --> 00:11:49.000]  神學其實在十九世紀遇到很大的衝擊
[00:11:49.000 --> 00:11:52.000]  到了二十世紀可以找到一條以為的出路
[00:11:52.000 --> 00:11:58.000]  將它一切的希望壓在人類最理想的文化前途上
[00:11:58.000 --> 00:12:00.000]  為什麼會這樣呢?
[00:12:00.000 --> 00:12:03.000]  我有一個很簡單的圖表
[00:12:03.000 --> 00:12:05.000]  跟大家稍為交代幾句
[00:12:05.000 --> 00:12:11.000]  就是我這個第一版十九世紀的神學思潮
[00:12:11.000 --> 00:12:14.000]  簡單來說十九世紀的神學思潮
[00:12:14.000 --> 00:12:16.000]  無論如何都要從康德開始講
[00:12:16.000 --> 00:12:18.000]  康德當然很複雜
[00:12:18.000 --> 00:12:20.000]  但是康德最重要的
[00:12:20.000 --> 00:12:22.000]  我只能說幾句
[00:12:22.000 --> 00:12:24.000]  再多說幾句就不用說巴特了
[00:12:24.000 --> 00:12:29.000]  康德最重要的就是寫實踐理性批判
[00:12:29.000 --> 00:12:31.000]  當他寫實踐理性批判的時候
[00:12:31.000 --> 00:12:33.000]  他講出一個很重要的東西
[00:12:33.000 --> 00:12:36.000]  就是今天一切我們所能夠知道的知識
[00:12:36.000 --> 00:12:40.000]  基本上離不開經驗的範疇
[00:12:40.000 --> 00:12:42.000]  就是摸到看到的經驗
[00:12:42.000 --> 00:12:44.000]  然後加上我們的思考裏面的邏輯
[00:12:44.000 --> 00:12:48.000]  或者我們叫做我們的思考的範疇
[00:12:48.000 --> 00:12:50.000]  就結成了我們所能夠知道的知識
[00:12:50.000 --> 00:12:52.000]  這句話我明白的
[00:12:52.000 --> 00:12:54.000]  所謂經驗再加上思考
[00:12:54.000 --> 00:12:55.000]  那就成為知識
[00:12:55.000 --> 00:12:57.000]  講當然大家都知道
[00:12:57.000 --> 00:12:59.000]  推下去的時候康德就有一個很嚴重的
[00:12:59.000 --> 00:13:01.000]  針對神學的
[00:13:01.000 --> 00:13:03.000]  可以說是一個爆炸性的
[00:13:03.000 --> 00:13:05.000]  徹底的挑戰
[00:13:05.000 --> 00:13:07.000]  如果是這樣的話
[00:13:07.000 --> 00:13:09.000]  所謂一切對上帝的討論
[00:13:09.000 --> 00:13:11.000]  一切對上帝的存在的論證
[00:13:11.000 --> 00:13:14.000]  你是論證那些超過經驗的東西
[00:13:14.000 --> 00:13:17.000]  那就是說邏輯在那個範圍裏面
[00:13:17.000 --> 00:13:18.000]  當然沒有用的
[00:13:18.000 --> 00:13:20.000]  你討論的是多餘的
[00:13:20.000 --> 00:13:22.000]  沒有了經驗範圍以外的東西
[00:13:22.000 --> 00:13:24.000]  你去講的時候
[00:13:24.000 --> 00:13:25.000]  講神的東西
[00:13:25.000 --> 00:13:26.000]  上帝的東西當然是超過經驗
[00:13:26.000 --> 00:13:28.000]  超過經驗的時候你去講
[00:13:28.000 --> 00:13:30.000]  講了等於沒有講
[00:13:30.000 --> 00:13:32.000]  所以一切把所有關於上帝的討論
[00:13:32.000 --> 00:13:34.000]  上帝的存在的東西
[00:13:34.000 --> 00:13:35.000]  一筆勾銷的
[00:13:35.000 --> 00:13:36.000]  全部是勾銷的
[00:13:36.000 --> 00:13:38.000]  但這一下打到整個
[00:13:38.000 --> 00:13:40.000]  尤其是理性主義的神學
[00:13:40.000 --> 00:13:42.000]  要怎樣證明上帝
[00:13:42.000 --> 00:13:44.000]  上帝就是一切自然背後的創造者
[00:13:44.000 --> 00:13:46.000]  一切規律都是來自上帝
[00:13:46.000 --> 00:13:48.000]  這些一切所謂的系統神學的論證
[00:13:48.000 --> 00:13:50.000]  在康德這一下子
[00:13:50.000 --> 00:13:52.000]  就完全剷除了
[00:13:52.000 --> 00:13:54.000]  於是人們問康德我們怎樣知道神
[00:13:54.000 --> 00:13:56.000]  康德說我們不知道
[00:13:56.000 --> 00:13:57.000]  所以不可知論
[00:13:57.000 --> 00:13:58.000]  他沒有說沒有
[00:13:58.000 --> 00:14:00.000]  因為他證明沒有
[00:14:00.000 --> 00:14:01.000]  也是一種證明
[00:14:01.000 --> 00:14:02.000]  我不能夠證明他有
[00:14:02.000 --> 00:14:03.000]  又不能夠證明他沒有
[00:14:03.000 --> 00:14:04.000]  那你想怎樣呢
[00:14:04.000 --> 00:14:06.000]  我不懂得講
[00:14:06.000 --> 00:14:08.000]  那你不要講我不要講
[00:14:08.000 --> 00:14:09.000]  康德說我不講
[00:14:09.000 --> 00:14:10.000]  那我大把東西可以講
[00:14:10.000 --> 00:14:11.000]  神學家不講
[00:14:11.000 --> 00:14:13.000]  那就轉系了
[00:14:13.000 --> 00:14:14.000]  撿起朋友
[00:14:14.000 --> 00:14:15.000]  沒有什麼好說
[00:14:15.000 --> 00:14:17.000]  沒有什麼好說你不要做這行
[00:14:17.000 --> 00:14:18.000]  所以很多人真的沒得做了
[00:14:18.000 --> 00:14:20.000]  現在這樣的時候
[00:14:20.000 --> 00:14:21.000]  有人說
[00:14:21.000 --> 00:14:23.000]  康德自從提出了
[00:14:23.000 --> 00:14:25.000]  理想一點這個看法之後
[00:14:25.000 --> 00:14:26.000]  當然他就很高興
[00:14:26.000 --> 00:14:29.000]  突然間發覺他的工人就很憂愁
[00:14:29.000 --> 00:14:30.000]  問他為什麼
[00:14:30.000 --> 00:14:31.000]  他說工人說
[00:14:31.000 --> 00:14:32.000]  不知道是真是假的故事
[00:14:32.000 --> 00:14:33.000]  可能是假的
[00:14:33.000 --> 00:14:35.000]  工人說我信了幾十年
[00:14:35.000 --> 00:14:37.000]  被你一下子打倒了
[00:14:37.000 --> 00:14:38.000]  那我以後怎樣做人呢
[00:14:38.000 --> 00:14:39.000]  康德說這樣啊
[00:14:39.000 --> 00:14:40.000]  那就很可憐的
[00:14:40.000 --> 00:14:41.000]  不要緊
[00:14:41.000 --> 00:14:43.000]  我幫你寫多第二個批判
[00:14:43.000 --> 00:14:44.000]  建立他
[00:14:44.000 --> 00:14:45.000]  就寫了第二批判
[00:14:45.000 --> 00:14:47.000]  實踐理性批判
[00:14:47.000 --> 00:14:49.000]  就說我們不可能
[00:14:49.000 --> 00:14:52.000]  在理性上建立到神學和信仰
[00:14:52.000 --> 00:14:54.000]  我們可以在道德上建立
[00:14:54.000 --> 00:14:59.000]  道德上我們每一個人都有一種道德天然的
[00:14:59.000 --> 00:15:00.000]  用中國人的那種說法
[00:15:00.000 --> 00:15:03.000]  用良知我們有一種價值的判斷
[00:15:03.000 --> 00:15:04.000]  有一種道德的判斷
[00:15:04.000 --> 00:15:05.000]  既然這樣的時候最終極
[00:15:05.000 --> 00:15:07.000]  一個有一個最高的主宰
[00:15:07.000 --> 00:15:08.000]  我們相信有一個主宰
[00:15:08.000 --> 00:15:09.000]  在做最後的判斷
[00:15:09.000 --> 00:15:11.000]  所謂得福兩全
[00:15:11.000 --> 00:15:14.000]  有得的人就要有福
[00:15:14.000 --> 00:15:16.000]  無得的人就不應該給福他
[00:15:16.000 --> 00:15:18.000]  這種其實是我們天生一種
[00:15:18.000 --> 00:15:20.000]  很直覺的一種信念
