
[00:00:00.000 --> 00:00:08.000]  去年我們開始了一個智慧書的系列
[00:04:43.120 --> 00:04:45.920]  就娶了別人的公主做太太
[00:04:45.920 --> 00:04:49.120]  所以所有這些公主
[00:04:49.120 --> 00:04:52.560]  你不能叫她做妃妃
[00:04:52.560 --> 00:04:55.040]  你要給她做皇后
[00:04:55.040 --> 00:04:58.160]  所以她的皇后比妃妃還多
[00:05:00.640 --> 00:05:04.800]  我們看到在聶王紀上的四章三十二節
[00:05:04.800 --> 00:05:08.080]  所羅門王真是多才多藝
[00:05:08.080 --> 00:05:11.200]  他寫了三千句的箴言
[00:05:11.200 --> 00:05:15.040]  他作了一千零五首的詩歌
[00:05:15.040 --> 00:05:17.040]  在《述詩篇》裏面
[00:05:17.040 --> 00:05:19.600]  有幾篇是所羅門王所作
[00:05:19.600 --> 00:05:23.280]  但其餘差不多一千首的詩歌
[00:05:23.280 --> 00:05:26.080]  全部失傳 全都不見了
[00:05:26.080 --> 00:05:28.080]  我們看到
[00:05:28.080 --> 00:05:31.680]  所羅門王有差不多一千個妻妾
[00:05:31.680 --> 00:05:35.040]  他剛剛作了一千首的詩歌
[00:05:35.040 --> 00:05:38.640]  有可能這個多情種子
[00:05:38.640 --> 00:05:42.160]  每一個妻妾都給他一首詩歌
[00:05:42.160 --> 00:05:45.600]  但因為這些都不是神為他預備的妻妾
[00:05:45.600 --> 00:05:48.080]  所以全部這些詩歌都不見了
[00:05:48.080 --> 00:05:51.520]  在我們手上只有一篇情歌
[00:05:51.520 --> 00:05:54.720]  這一篇就是他寫給舒拉蜜
[00:05:54.720 --> 00:05:59.040]  我相信舒拉蜜就是神給他的元配夫人
[00:05:59.040 --> 00:06:01.040]  是他第一位的妻子
[00:06:01.040 --> 00:06:04.160]  現在說到真的要很小心
[00:06:04.160 --> 00:06:06.160]  我在台上說
[00:06:06.160 --> 00:06:09.120]  很可能有很多聽眾在台下
[00:06:09.120 --> 00:06:12.160]  用手機在查我講得對不對
[00:06:12.160 --> 00:06:16.640]  可能你會發覺在雅歌的六章八節
[00:06:16.640 --> 00:06:20.240]  說到所羅門王娶舒拉蜜的時候
[00:06:20.240 --> 00:06:23.920]  已經有六十個皇后有八十個妃嬪
[00:06:23.920 --> 00:06:25.920]  還有無數的童女
[00:06:25.920 --> 00:06:28.880]  但說到第六章的時候
[00:06:28.880 --> 00:06:30.160]  我會和大家說
[00:06:30.160 --> 00:06:34.640]  我不相信這些是所羅門王的皇后妃嬪
[00:06:34.640 --> 00:06:39.840]  我相信舒拉蜜是所羅門王第一個妻子
[00:06:39.840 --> 00:06:41.840]  是他的元配夫人
[00:06:41.840 --> 00:06:45.040]  雅歌有什麼特色
[00:06:45.040 --> 00:06:48.720]  雅歌一共有一百十七節的經文
[00:06:49.280 --> 00:06:51.600]  但在一百十七節的經文裡
[00:06:51.600 --> 00:06:55.920]  居然有四百七十個很特別的希伯來字
[00:06:55.920 --> 00:06:59.680]  其中十分之一
[00:06:59.680 --> 00:07:02.000]  差不多五十個這些字
[00:07:02.000 --> 00:07:06.160]  都是在雅歌裡你才找得到
[00:07:06.160 --> 00:07:08.320]  百分之二十
[00:07:08.320 --> 00:07:10.320]  差不多九十個這些字
[00:07:10.320 --> 00:07:12.320]  不是常用的字
[00:07:12.320 --> 00:07:14.320]  百分之三十三
[00:07:14.320 --> 00:07:16.320]  三分之一的這些字
[00:07:16.320 --> 00:07:19.520]  你很難明白真正的意思
[00:07:19.520 --> 00:07:23.120]  這一本書是很少人讀
[00:07:23.120 --> 00:07:26.160]  在聖經裡最少人讀的一本書
[00:07:26.160 --> 00:07:29.120]  內容是很具爭議性
[00:07:29.120 --> 00:07:34.400]  有人說雅歌是聖經裡最神秘的一本書
[00:07:34.400 --> 00:07:38.960]  也有人說雅歌是最難解釋的一本書
[00:07:38.960 --> 00:07:40.960]  在聖經裡
[00:07:40.960 --> 00:07:42.000]  毫無疑問
[00:07:42.000 --> 00:07:44.560]  雅歌是一本講性愛的書
[00:07:44.560 --> 00:07:48.160]  裡面沒有提及任何屬靈的事
[00:07:48.160 --> 00:07:50.800]  裡面沒有提及救贖
[00:07:50.800 --> 00:07:52.400]  沒有提及天堂
[00:07:52.400 --> 00:07:54.000]  沒有提及禱告
[00:07:54.000 --> 00:07:56.000]  甚至沒有提及神
[00:07:56.000 --> 00:07:58.800]  一提及沒有提及神
[00:07:58.800 --> 00:08:00.080]  我就要小心了
[00:08:00.080 --> 00:08:04.720]  因為有很多弟兄姊妹可以回到雅歌的八章六節
[00:08:04.720 --> 00:08:08.240]  經文說是耶和華的獵豔
[00:08:08.240 --> 00:08:10.240]  還不是提及神
[00:08:10.480 --> 00:08:15.200]  但是耶和華這三個字是和合本自己加上去
[00:08:15.200 --> 00:08:18.560]  原文是沒有耶和華這三個字
[00:08:18.560 --> 00:08:22.400]  所以這裡就算是講神的獵豔
[00:08:22.400 --> 00:08:24.880]  只不過是間接地說
[00:08:24.880 --> 00:08:27.840]  而在雅歌的五章一節
[00:08:27.840 --> 00:08:30.320]  也有人說那段經文
[00:08:30.320 --> 00:08:32.400]  好像是神在說
[00:08:32.400 --> 00:08:36.160]  「月立所羅門王和舒拉蜜的婚姻」
[00:08:36.160 --> 00:08:38.160]  如果真的是這樣
[00:08:38.160 --> 00:08:41.280]  也都是一個間接所提到
[00:08:41.280 --> 00:08:43.920]  但是在雅歌裡面
[00:08:43.920 --> 00:08:45.920]  是沒有直接提及到神
[00:08:45.920 --> 00:08:50.320]  另外在舊約有一本書是沒有直接提及到神的
[00:08:50.320 --> 00:08:52.320]  就是《以斯帖記》
[00:08:52.320 --> 00:08:57.680]  《以斯帖記》和雅歌兩本舊約的書沒有提及到神
[00:08:57.680 --> 00:09:02.640]  這兩本書也沒有被新約來引用
[00:09:02.640 --> 00:09:07.280]  其餘舊約沒有被新約所引用的書有什麼呢
[00:09:07.280 --> 00:09:11.440]  就是《俄巴底亞書》和《那洪書》
[00:09:11.440 --> 00:09:17.120]  就是因為雅歌沒有提及任何屬靈的東西
[00:09:17.120 --> 00:09:18.640]  沒有提及到神
[00:09:18.640 --> 00:09:21.520]  也沒有被新約來引用
[00:09:21.520 --> 00:09:27.120]  有很多人認為雅歌不應該被列入聖經的正典裡面
[00:09:27.120 --> 00:09:31.280]  但是在第二世紀
[00:09:31.280 --> 00:09:35.200]  有一個猶太人的拉比叫做阿基伯
[00:09:35.200 --> 00:09:39.600]  他說從過去的永恆到將來的永恆
[00:09:39.600 --> 00:09:45.920]  沒有一天比神將雅歌賜給以色列人的那一天重要
[00:09:45.920 --> 00:09:48.400]  這個拉比說
[00:09:48.400 --> 00:09:51.840]  所有智慧書都是聖結的
[00:09:51.840 --> 00:09:55.440]  但是只有雅歌是聖結中的聖結
[00:09:55.440 --> 00:09:57.920]  就好像至聖所一樣
[00:09:57.920 --> 00:10:00.320]  自從這番話之後
[00:10:00.320 --> 00:10:06.080]  再沒有人質疑究竟雅歌應該被列入聖經的正典
[00:10:06.080 --> 00:10:09.200]  猶太人是很尊重這本書
[00:10:09.200 --> 00:10:12.480]  每逢如月節他們都會讀雅歌
[00:10:12.480 --> 00:10:16.000]  而且有很多虔誠的猶太人
[00:10:16.000 --> 00:10:17.920]  當他們讀雅歌的時候
[00:10:17.920 --> 00:10:20.800]  他們還要脫下自己的鞋子來讀
[00:10:20.800 --> 00:10:24.800]  可見他們對雅歌是非常非常尊重
[00:10:25.760 --> 00:10:30.480]  雅歌的歌字就是榮耀神的音樂
[00:10:30.480 --> 00:10:32.480]  這樣的意思
[00:10:32.480 --> 00:10:36.160]  雅歌是一本非常特別的書
[00:10:36.160 --> 00:10:39.120]  一方面猶太人是高舉這本書
[00:10:39.120 --> 00:10:41.360]  說它是聖結中的聖結
[00:10:41.360 --> 00:10:42.800]  非常的聖結
[00:10:42.800 --> 00:10:46.720]  但是另一方面這也是一本禁書
[00:10:46.720 --> 00:10:52.080]  猶太人的拉比是不准所有30歲以下的以色列人
[00:10:52.080 --> 00:10:54.080]  來讀這本書
[00:10:54.080 --> 00:10:56.400]  我們慢慢分享這本書的時候
[00:10:56.400 --> 00:10:58.400]  你就知道為什麼
[00:10:58.400 --> 00:11:00.320]  毫無疑問
[00:11:00.320 --> 00:11:03.280]  雅歌是一本有關性愛的書
[00:11:03.280 --> 00:11:07.920]  裡面是充滿了感性的描述
[00:11:07.920 --> 00:11:13.760]  一個讀者能夠用他自己的五官來感受這本書
[00:11:13.760 --> 00:11:17.200]  他好像親眼能夠看到對方的身體
[00:11:17.200 --> 00:11:21.200]  當所羅門王形容舒拉蜜的身體的時候
[00:11:21.200 --> 00:11:24.320]  這位讀者好像親眼能夠看到
[00:11:24.320 --> 00:11:28.080]  他好像能夠聽見對方的聲音
[00:11:28.080 --> 00:11:31.520]  他可以聞到對方身上的氣味
[00:11:31.520 --> 00:11:35.440]  他甚至可以觸摸到對方
[00:11:35.440 --> 00:11:40.560]  甚至他可以嘗試到嘴裡的味道
[00:11:40.560 --> 00:11:43.600]  這位作者是說到蘋果的味道
[00:11:43.600 --> 00:11:46.240]  是說到葡萄的味道
[00:11:46.240 --> 00:11:49.040]  因為這本書是過於感性
[00:11:49.040 --> 00:11:51.840]  所以現代的讀者 現代的牧師
[00:11:51.840 --> 00:11:55.040]  很多都不會說這本書
[00:11:55.040 --> 00:11:59.200]  而古代的讀者很多人都很喜歡這本書
[00:11:59.200 --> 00:12:01.680]  例如我喜歡的Dwight Moody
[00:12:01.680 --> 00:12:04.400]  我喜歡的施布珍 Virgin
[00:12:04.400 --> 00:12:07.600]  他們都很喜歡說雅歌
[00:12:07.600 --> 00:12:11.440]  有一個清教徒的牧師
[00:12:11.440 --> 00:12:13.520]  叫做John Gill
[00:12:13.520 --> 00:12:18.320]  他在有生之年曾經說了122篇
[00:12:18.320 --> 00:12:20.320]  有關雅歌的道
[00:12:20.320 --> 00:12:23.920]  但我們知道雅歌只有117節的經文
[00:12:23.920 --> 00:12:28.800]  他居然可以說了122篇有關雅歌的道
[00:12:28.800 --> 00:12:32.400]  可想而知他是多麼喜歡雅歌
[00:12:32.400 --> 00:12:38.160]  在市面上有很多很多關於婚姻的書籍
[00:12:38.160 --> 00:12:41.440]  其實基督徒在我們的手上
[00:12:41.440 --> 00:12:42.880]  在我們的家裡
[00:12:42.880 --> 00:12:47.360]  已經有一部最好最好關於婚姻的書籍
[00:12:47.360 --> 00:12:51.440]  這一部就是神賜給我們的雅歌
[00:12:51.440 --> 00:12:53.440]  就是《歌中志歌》
[00:12:53.440 --> 00:13:00.640]  我說過雅歌有很多人認為是
[00:13:00.640 --> 00:13:04.400]  聖經裡最難解釋的一部書
[00:13:04.400 --> 00:13:07.120]  所以你看到在世上
[00:13:07.120 --> 00:13:10.880]  雅歌的註解也是最多的
[00:13:10.880 --> 00:13:13.840]  在2世紀至16世紀
[00:13:13.840 --> 00:13:18.320]  一共出版了大概6部加拉太書的註解
[00:13:18.320 --> 00:13:20.880]  9部羅馬書的註解
[00:13:20.880 --> 00:13:23.440]  13部馬可福音的註解
[00:13:23.440 --> 00:13:26.320]  16部約翰福音的註解
[00:13:26.320 --> 00:13:30.160]  但同時有多少部雅歌的註解
[00:13:30.160 --> 00:13:32.160]  100部
[00:13:32.160 --> 00:13:35.920]  在宗教改革之後
[00:13:35.920 --> 00:13:39.680]  很多人對聖經都很有興趣
[00:13:39.680 --> 00:13:44.800]  在1515年至1550年之間
[00:13:44.800 --> 00:13:47.920]  有6部羅馬書的註解出版
[00:13:47.920 --> 00:13:51.600]  有10部約翰福音的註解書
[00:13:51.600 --> 00:13:54.720]  但有多少部雅歌的註解書
[00:13:54.720 --> 00:13:56.480]  27部
[00:13:56.480 --> 00:13:58.800]  在1640年間
[00:13:58.800 --> 00:14:03.760]  一個叫做威斯敏斯特議會裡發表了
[00:14:03.760 --> 00:14:10.800]  原來他們發覺世上有超過500部雅歌的註解
[00:14:10.800 --> 00:14:14.160]  這是1640年
[00:14:14.160 --> 00:14:16.880]  所以我們知道18世紀之前
[00:14:16.880 --> 00:14:21.440]  已經有超過500部雅歌的註解
[00:14:21.440 --> 00:14:27.120]  可惜這些註解沒有幫助我們解釋雅歌
[00:14:27.120 --> 00:14:31.680]  反而還增加了很多對雅歌的誤會
[00:14:31.680 --> 00:14:34.560]  其實聖經裡每一節的經文
[00:14:34.560 --> 00:14:39.360]  很多時候你都會看到有2-3個不同的解釋
[00:14:39.360 --> 00:14:42.320]  不同的解經加有不同的解釋
[00:14:42.320 --> 00:14:45.440]  但雅歌每一節的經文
[00:14:45.440 --> 00:14:50.240]  你可能找到20-30個不同的解釋
[00:14:50.240 --> 00:14:53.120]  為什麼會有這麼多不同的解釋
[00:14:53.120 --> 00:14:57.360]  我們先來看看雅歌的解經方法
[00:14:57.360 --> 00:15:01.040]  有4個主要的方法
[00:15:01.040 --> 00:15:05.520]  第一個主要的方法就是用預言
[00:15:05.520 --> 00:15:11.520]  我可以說大部分的解經家說雅歌都是用預言
[00:15:11.520 --> 00:15:14.880]  我說預言不是預備的預
[00:15:14.880 --> 00:15:18.480]  不是說將來會發生的事的預言
[00:15:18.480 --> 00:15:21.840]  而是寓意的寓 公寓的寓
[00:15:21.840 --> 00:15:25.440]  是靈異寓意來解經
[00:15:25.440 --> 00:15:29.760]  他們說雅歌其實是一個虛構的故事
[00:15:29.760 --> 00:15:36.160]  而在故事裡每一樣東西都有一個隱蔽的意思在裡面
[00:15:36.160 --> 00:15:39.760]  例如是雅歌的第一章13節
[00:15:39.760 --> 00:15:45.440]  說到舒拉蜜的愛人在舒拉蜜的相遇之間來休息
[00:15:45.440 --> 00:15:51.360]  居然有預言的解經家說相遇就是新舊約
[00:15:51.360 --> 00:15:55.200]  在相遇之間就是在新舊約中間
[00:15:55.200 --> 00:15:58.080]  如果是這樣解經的話
[00:15:58.080 --> 00:16:04.160]  就只有這些預言的解經家才能夠明白雅歌是在說什麼
[00:16:04.160 --> 00:16:12.480]  我剛才說雅歌每一節的經文都有20-30個不同的解釋
[00:16:12.480 --> 00:16:14.400]  少了
[00:16:14.400 --> 00:16:16.720]  如果你真的用寓意解釋
[00:16:16.720 --> 00:16:22.080]  無窮無盡你可以想到任何的東西都可以寫得出來
[00:16:22.080 --> 00:16:25.120]  20-30個不同的解釋算少了
[00:16:25.120 --> 00:16:27.360]  你有你說我有我說
[00:16:27.360 --> 00:16:30.240]  誰對呢?沒有人知道
[00:16:30.240 --> 00:16:31.200]  如果是這樣的話
[00:16:31.200 --> 00:16:34.080]  我不如買一部老夫子漫畫來看
[00:16:34.080 --> 00:16:37.920]  我起碼有笑容
[00:16:37.920 --> 00:16:40.160]  除了用寓意解經
[00:16:40.160 --> 00:16:46.240]  我們看到也有很多人說雅歌其實是一個戲劇
[00:16:46.240 --> 00:16:49.040]  有人說是民間的一齣戲
[00:16:49.040 --> 00:16:50.960]  有兩個人來演的戲
[00:16:50.960 --> 00:16:55.120]  也有人說是三個人來演的戲劇
[00:16:55.120 --> 00:17:02.240]  也有人說雅歌是雅蘭人在民間的一些情歌
[00:17:02.240 --> 00:17:05.680]  甚至是婚禮上的一些情歌
[00:17:05.680 --> 00:17:12.480]  也有人說雅歌是民間一些邪教的風俗禮儀
[00:17:12.480 --> 00:17:14.240]  除了用寓意
[00:17:14.240 --> 00:17:17.440]  除了有人說是戲劇
[00:17:17.440 --> 00:17:21.920]  也有人用預表來解經
[00:17:21.920 --> 00:17:26.080]  這就是預備的預 預表
[00:17:26.080 --> 00:17:29.920]  雅歌所說的是一個真實故事
[00:17:29.920 --> 00:17:32.960]  但它是預表著另外一件事
[00:17:32.960 --> 00:17:36.960]  就是耶穌基督的救贖
[00:17:36.960 --> 00:17:41.040]  這裡其實說到預表是有兩批人
[00:17:41.040 --> 00:17:43.360]  一批是猶太人
[00:17:43.360 --> 00:17:47.040]  猶太人當然會說
[00:17:47.040 --> 00:17:53.040]  雅歌是說神與猶太人之間的關係
[00:17:53.040 --> 00:17:55.920]  基督徒的看法又不同
[00:17:55.920 --> 00:17:59.760]  說是耶穌基督與教會的關係
[00:17:59.760 --> 00:18:07.120]  其實有很多猶太人的傳統經典著作
[00:18:07.120 --> 00:18:12.480]  他們都說雅歌是寓意著神與以色列人的愛
[00:18:12.480 --> 00:18:16.560]  我也說過基督徒有另外的看法
[00:18:16.560 --> 00:18:21.440]  說其實是寓意著神與教會的愛
[00:18:21.440 --> 00:18:26.160]  早期的教父奧古斯丁
[00:18:26.160 --> 00:18:29.120]  耶尤米他們有這樣的看法
[00:18:29.120 --> 00:18:31.600]  其實在他們的看法當中
[00:18:31.600 --> 00:18:35.120]  已經存有了兩個解經的方法
[00:18:35.120 --> 00:18:37.360]  一個就是預表
[00:18:37.360 --> 00:18:40.400]  所羅門王與舒拉密的關係
[00:18:40.400 --> 00:18:44.240]  是預表著教會與耶穌基督的關係
[00:18:44.240 --> 00:18:47.040]  但他們也用到寓意
[00:18:47.040 --> 00:18:49.920]  就是說在聖經的經文裡
[00:18:49.920 --> 00:18:53.200]  每一樣東西都有一個隱蔽的意思
[00:18:53.200 --> 00:18:56.400]  是預表著耶穌基督與教會
[00:18:56.400 --> 00:19:01.840]  David Paulson也曾經說過
[00:19:01.840 --> 00:19:05.360]  雅歌其實是一個analogy
[00:19:05.360 --> 00:19:07.600]  我相信這個analogy
[00:19:07.600 --> 00:19:11.440]  與我們所說的預表是很相似
[00:19:11.440 --> 00:19:15.920]  其實如果你聽了我很久的話
[00:19:15.920 --> 00:19:21.360]  你也知道我不是反對人用預表來解經
[00:19:21.360 --> 00:19:25.360]  因為我覺得聖經裡真的有很多
[00:19:25.360 --> 00:19:29.520]  是關於耶穌基督與教會的預表
[00:19:29.520 --> 00:19:31.600]  關於耶穌基督的救贖
[00:19:31.600 --> 00:19:34.240]  例如在創世紀裡我經常說
[00:19:34.240 --> 00:19:36.240]  連羅亞的方舟
[00:19:36.240 --> 00:19:38.800]  連阿伯拉罕、憲爾撒
[00:19:38.800 --> 00:19:41.200]  甚至曠野的銅蛇
[00:19:41.200 --> 00:19:45.920]  都是預表著耶穌基督與他的救恩
[00:19:45.920 --> 00:19:51.280]  而且耶穌基督自己在復活之後
[00:19:51.280 --> 00:19:53.760]  在馬五師的路上
[00:19:53.760 --> 00:19:55.520]  他也跟門徒說
[00:19:55.520 --> 00:19:57.840]  讓我告訴你
[00:19:57.840 --> 00:20:00.720]  是在救約有關我的經文
[00:20:00.720 --> 00:20:05.200]  在路加福音的24章27節說得很清楚
[00:20:05.200 --> 00:20:08.400]  於是從摩西和眾仙之起
[00:20:08.400 --> 00:20:11.120]  凡經上所指著自己的話
[00:20:11.120 --> 00:20:14.560]  都給他們講解明白了
[00:20:14.560 --> 00:20:16.080]  耶穌基督自己也說
[00:20:16.080 --> 00:20:18.960]  救約裡有很多關於我的經文
[00:20:18.960 --> 00:20:22.080]  摩西和眾仙之就說到
[00:20:22.080 --> 00:20:24.400]  摩西五經和仙之書
[00:20:24.400 --> 00:20:26.400]  這就是救約裡的經文
[00:20:26.400 --> 00:20:30.480]  其實早在詩篇裡
[00:20:30.480 --> 00:20:32.720]  已經有這樣的預言
[00:20:32.720 --> 00:20:35.280]  詩篇的40篇第7節
[00:20:35.280 --> 00:20:37.280]  說那時我說
[00:20:37.280 --> 00:20:38.880]  漢娜我來了
[00:20:38.880 --> 00:20:43.920]  我的事在經卷上已經記載了
[00:20:43.920 --> 00:20:44.960]  這裡給我們看到
[00:20:44.960 --> 00:20:47.760]  其實是講耶穌基督的預言
[00:20:47.760 --> 00:20:49.360]  有關耶穌基督的事
[00:20:49.360 --> 00:20:52.960]  在經卷上已經記載了
[00:20:52.960 --> 00:20:54.320]  所以我們看到
[00:20:54.320 --> 00:20:56.400]  無論是新救約
[00:20:56.400 --> 00:20:58.720]  都是有關耶穌基督
[00:20:58.720 --> 00:21:03.360]  所以我絕對不反對人用預表來解經
[00:21:03.360 --> 00:21:06.720]  但我不相信這是最正確的解經
[00:21:06.720 --> 00:21:07.920]  為什麼呢
[00:21:07.920 --> 00:21:10.560]  因為不是整部《雅歌》
[00:21:10.560 --> 00:21:14.400]  都是講耶穌基督和教會的故事
[00:21:14.400 --> 00:21:18.560]  其實《雅歌》裡是真實的歷史事實
[00:21:18.560 --> 00:21:23.520]  當然裡面有些片段很值得我們去學習
[00:21:23.520 --> 00:21:25.760]  因為我們可以從
[00:21:25.760 --> 00:21:28.320]  所羅門王和舒拉密的關係
[00:21:28.320 --> 00:21:31.920]  學到我們如何與耶穌基督的關係
[00:21:31.920 --> 00:21:34.240]  但不是整部《雅歌》
[00:21:34.240 --> 00:21:37.920]  都是有關耶穌基督和教會的預表
[00:21:37.920 --> 00:21:40.720]  其實在《雅歌》裡
[00:21:40.720 --> 00:21:44.320]  真的有很多是耶穌基督的預象
[00:21:44.320 --> 00:21:46.160]  但不是全部
[00:21:46.160 --> 00:21:48.320]  我和大家分享一點
[00:21:48.320 --> 00:21:51.680]  就是在《雅歌》裡說到這個故事
[00:21:51.680 --> 00:21:56.720]  說是所羅門王來到民間
[00:21:56.720 --> 00:21:58.960]  來認識舒拉密
[00:21:58.960 --> 00:22:04.240]  這和耶穌基督從天堂降落到人間
[00:22:04.240 --> 00:22:06.960]  來認識我們是不是很相似
[00:22:06.960 --> 00:22:10.640]  另外我們看到在故事當中
[00:22:10.640 --> 00:22:13.520]  所羅門王是有雙重的身份
[00:22:13.520 --> 00:22:15.280]  他當然是王
