
[00:00:00.000 --> 00:00:05.200]  領子會早晨 新年快樂
[00:02:18.120 --> 00:02:23.120]  所以就安排小朋友坐車
[00:02:23.120 --> 00:02:26.120]  結果在安排過程中
[00:02:26.120 --> 00:02:30.120]  沒有一個小朋友願意坐我的車
[00:02:30.120 --> 00:02:32.120]  理由很簡單
[00:02:32.120 --> 00:02:35.120]  剛才的情況大家都不想坐
[00:02:35.120 --> 00:02:40.120]  但怎知道他們沒有留意一件事
[00:02:40.120 --> 00:02:41.120]  早一晚
[00:02:41.120 --> 00:02:43.120]  在旅行前一晚
[00:02:43.120 --> 00:02:44.120]  我去探訪
[00:02:44.120 --> 00:02:47.120]  開著美國很大型的殘車去探訪
[00:02:47.120 --> 00:02:49.120]  走到半路
[00:02:49.120 --> 00:02:52.120]  車頭燈越來越暗
[00:02:52.120 --> 00:02:54.120]  停了
[00:02:54.120 --> 00:02:57.120]  後來我發現打欄模
[00:02:57.120 --> 00:03:00.120]  那個generator壞了
[00:03:00.120 --> 00:03:03.120]  所以整輛車都開不動了
[00:03:03.120 --> 00:03:06.120]  因為已經要報銷了
[00:03:06.120 --> 00:03:10.120]  第二天早上就帶小朋友去探訪
[00:03:10.120 --> 00:03:12.120]  所以我親戚就說
[00:03:12.120 --> 00:03:14.120]  不如你開Volvo去吧
[00:03:14.120 --> 00:03:17.120]  結果我就開Volvo去排停車場
[00:03:17.120 --> 00:03:19.120]  我還記得那個場面
[00:03:19.120 --> 00:03:21.120]  到分組的時候
[00:03:21.120 --> 00:03:24.120]  哪個團友跟哪個導師
[00:03:24.120 --> 00:03:26.120]  沒有一個團友願意跟我的車
[00:03:26.120 --> 00:03:30.120]  因為他想著我開的是殘車
[00:03:30.120 --> 00:03:32.120]  然後當他出到停車場的時候
[00:03:32.120 --> 00:03:34.120]  看到原來我開Volvo
[00:03:34.120 --> 00:03:35.120]  結果大家就說
[00:03:35.120 --> 00:03:37.120]  哎呀 終於去那裡了
[00:03:37.120 --> 00:03:43.120]  這些新聞都很現實的
[00:03:43.120 --> 00:03:46.120]  這個只是一個很小的決定
[00:03:46.120 --> 00:03:48.120]  這個決定有時候
[00:03:48.120 --> 00:03:50.120]  跟其他大的決定一樣
[00:03:50.120 --> 00:03:52.120]  會有驚訝
[00:03:52.120 --> 00:03:55.120]  是你意想之外的事發生
[00:03:55.120 --> 00:04:00.120]  人生裡面其實我們不停有很多不同的決定
[00:04:00.120 --> 00:04:01.120]  每一天都有
[00:04:01.120 --> 00:04:03.120]  今早回來崇拜嗎
[00:04:03.120 --> 00:04:05.120]  不知道會不會是一個很大的掙扎
[00:04:05.120 --> 00:04:08.120]  今早要吃什麼早餐
[00:04:08.120 --> 00:04:10.120]  或者更加大的決定
[00:04:10.120 --> 00:04:13.120]  你讀大學選哪一科
[00:04:13.120 --> 00:04:15.120]  你去哪裡
[00:04:15.120 --> 00:04:17.120]  究竟會不會決定去移民
[00:04:17.120 --> 00:04:19.120]  這些人生比較大的決定
[00:04:19.120 --> 00:04:21.120]  你人生的伴侶
[00:04:21.120 --> 00:04:22.120]  你要不要小孩
[00:04:22.120 --> 00:04:24.120]  多少個小孩
[00:04:24.120 --> 00:04:25.120]  這個只是說子女
[00:04:25.120 --> 00:04:27.120]  孫子就沒得你決定
[00:04:27.120 --> 00:04:29.120]  就不到我決定
[00:04:29.120 --> 00:04:31.120]  子女多少個
[00:04:31.120 --> 00:04:35.120]  可能都是一些很大的決定
[00:04:35.120 --> 00:04:36.120]  很多年前
[00:04:36.120 --> 00:04:38.120]  當我在美國看電視的時候
[00:04:38.120 --> 00:04:41.120]  那年的一個科音電台
[00:04:41.120 --> 00:04:42.120]  一個基督教的電台
[00:04:42.120 --> 00:04:44.120]  就訪問了葛培里牧師
[00:04:44.120 --> 00:04:46.120]  過了新幾年
[00:04:46.120 --> 00:04:48.120]  這位上帝很重用的僕人
[00:04:48.120 --> 00:04:51.120]  在過程裡面
[00:04:51.120 --> 00:04:52.120]  很多人都忘記了
[00:04:52.120 --> 00:04:53.120]  但有一個問題
[00:04:53.120 --> 00:04:55.120]  我到現在還是很深的印象
[00:04:55.120 --> 00:04:58.120]  這個記者就問葛培里牧師
[00:04:58.120 --> 00:05:00.120]  他人生裡面
[00:05:00.120 --> 00:05:02.120]  你哪個決定
[00:05:02.120 --> 00:05:06.120]  是對你人生最重要
[00:05:06.120 --> 00:05:08.120]  我還以為是他在說
[00:05:08.120 --> 00:05:10.120]  一些大型的報道會
[00:05:10.120 --> 00:05:11.120]  不知道大家知不知道
[00:05:11.120 --> 00:05:14.120]  他十幾歲就已經說羅省的報道會
[00:05:14.120 --> 00:05:17.120]  所以說是一個沒有讀過神學的年輕人
[00:05:17.120 --> 00:05:22.120]  一舉成名的一個大型的報道會
[00:05:22.120 --> 00:05:24.120]  但出乎我的意料之外
[00:05:24.120 --> 00:05:28.120]  他說他最大的決定
[00:05:28.120 --> 00:05:30.120]  是在他大約十歲的時候
[00:05:30.120 --> 00:05:32.120]  做的決志祈禱
[00:05:32.120 --> 00:05:34.120]  要跟從耶穌
[00:05:34.120 --> 00:05:38.120]  他說這個是影響我一生的決定
[00:05:38.120 --> 00:05:39.120]  我真的看到這些報道家
[00:05:39.120 --> 00:05:40.120]  神的僕人
[00:05:40.120 --> 00:05:42.120]  回答的答案是很不同的
[00:05:42.120 --> 00:05:43.120]  他的眼光很不同
[00:05:43.120 --> 00:05:45.120]  當我回想的時間
[00:05:45.120 --> 00:05:47.120]  我非常同意
[00:05:47.120 --> 00:05:49.120]  決定要信不信耶穌
[00:05:49.120 --> 00:05:52.120]  是人生所有決定裡面
[00:05:52.120 --> 00:05:54.120]  最大的決定
[00:05:54.120 --> 00:05:56.120]  因為你的決定會影響你一生
[00:05:56.120 --> 00:05:59.120]  這裡我們看到剛才
[00:05:59.120 --> 00:06:01.120]  主席大人讀出的一段聖經
[00:06:01.120 --> 00:06:03.120]  馬方第十章
[00:06:03.120 --> 00:06:04.120]  講解一個人
[00:06:04.120 --> 00:06:07.120]  他怎樣做決定跟不跟從耶穌
[00:06:07.120 --> 00:06:10.120]  今天我知道有聖餐
[00:06:10.120 --> 00:06:12.120]  也有聚餐
[00:06:12.120 --> 00:06:14.120]  所以剛才進來
[00:06:14.120 --> 00:06:16.120]  有好幾個人都跟我說過
[00:06:16.120 --> 00:06:17.120]  你不要說得太長
[00:06:17.120 --> 00:06:18.120]  我明白的
[00:06:18.120 --> 00:06:20.120]  所以我今天會重點和大家分享
[00:06:20.120 --> 00:06:23.120]  有幾個經文的重點
[00:06:23.120 --> 00:06:27.120]  首先我們看一下
[00:06:27.120 --> 00:06:30.120]  一個決定
[00:06:30.120 --> 00:06:32.120]  一個的決擇
[00:06:32.120 --> 00:06:34.120]  特別是跟從耶穌的事情上
[00:06:34.120 --> 00:06:37.120]  一個應有的態度
[00:06:37.120 --> 00:06:38.120]  或者可以這樣說
[00:06:38.120 --> 00:06:40.120]  從上帝的角度來說
[00:06:40.120 --> 00:06:42.120]  上帝對我們決定跟從他的
[00:06:42.120 --> 00:06:44.120]  一些基本的要求
[00:06:44.120 --> 00:06:46.120]  這段經文說
[00:06:46.120 --> 00:06:48.120]  耶穌出來行路的時候
[00:06:48.120 --> 00:06:50.120]  在當街當巷
[00:06:50.120 --> 00:06:52.120]  有人跑來
[00:06:52.120 --> 00:06:54.120]  很誠懇地
[00:06:54.120 --> 00:06:56.120]  然後甚至
[00:06:56.120 --> 00:06:58.120]  跪在耶穌面前
[00:06:58.120 --> 00:07:00.120]  一個成年人
[00:07:00.120 --> 00:07:02.120]  在當街當巷
[00:07:02.120 --> 00:07:04.120]  從後面我們看到
[00:07:04.120 --> 00:07:06.120]  或者從其他經文我們看到
[00:07:06.120 --> 00:07:08.120]  比對其他經文的時間
[00:07:08.120 --> 00:07:10.120]  他是一個少年人
[00:07:10.120 --> 00:07:11.120]  我都提過幾次
[00:07:11.120 --> 00:07:12.120]  少年人基本上的意思
[00:07:12.120 --> 00:07:14.120]  我曾經在和平翻譯少年人
[00:07:14.120 --> 00:07:16.120]  不是指十多歲的人
[00:07:16.120 --> 00:07:21.120]  是指大約二十到三十多歲的年輕人
[00:07:21.120 --> 00:07:24.120]  並且經文說他是一個官
[00:07:24.120 --> 00:07:26.120]  當時可以這樣說
[00:07:26.120 --> 00:07:29.120]  是一個年輕有為有成就的人
[00:07:29.120 --> 00:07:31.120]  竟然當街當巷
[00:07:31.120 --> 00:07:34.120]  跪在不恥下問的耶穌
[00:07:34.120 --> 00:07:36.120]  良善的夫子
[00:07:36.120 --> 00:07:37.120]  就是老師
[00:07:37.120 --> 00:07:40.120]  我當作什麼事才可以承受永生
[00:07:40.120 --> 00:07:42.120]  他看到人生裏面有一個盼望
[00:07:42.120 --> 00:07:44.120]  他很想能夠得到在聖經裏面
[00:07:44.120 --> 00:07:45.120]  究竟是聖經也好
[00:07:45.120 --> 00:07:46.120]  還是聖經也好
[00:07:46.120 --> 00:07:48.120]  一路所預期的
[00:07:48.120 --> 00:07:50.120]  永生
[00:07:50.120 --> 00:07:51.120]  一個永遠的生命
[00:07:51.120 --> 00:07:53.120]  一個離開世界之後
[00:07:53.120 --> 00:07:55.120]  仍然都可以得到一個
[00:07:55.120 --> 00:07:57.120]  進到天堂的永遠的生命
[00:07:57.120 --> 00:07:59.120]  是一個很重要的問題
[00:07:59.120 --> 00:08:02.120]  雖然可能他有學識
[00:08:02.120 --> 00:08:03.120]  他有錢
[00:08:03.120 --> 00:08:04.120]  他有地位
[00:08:04.120 --> 00:08:07.120]  但這個問題不是世界上的人可以回答的
[00:08:07.120 --> 00:08:09.120]  他想問一位從上帝而來的
[00:08:09.120 --> 00:08:11.120]  他可能認為他是先知
[00:08:11.120 --> 00:08:12.120]  或神的僕人
[00:08:12.120 --> 00:08:13.120]  問耶穌
[00:08:13.120 --> 00:08:16.120]  我當作什麼事才可以承受永生
[00:08:16.120 --> 00:08:17.120]  簡單地說
[00:08:17.120 --> 00:08:19.120]  這個人不恥下問
[00:08:19.120 --> 00:08:20.120]  謙卑的態度
[00:08:20.120 --> 00:08:23.120]  是一個非常好的榜樣
[00:08:24.120 --> 00:08:27.120]  然後耶穌就反問他
[00:08:27.120 --> 00:08:29.120]  為什麼你叫我做良善呢
[00:08:29.120 --> 00:08:31.120]  很奇怪
[00:08:31.120 --> 00:08:33.120]  是不是耶穌不接受這個稱呼呢
[00:08:33.120 --> 00:08:34.120]  不是
[00:08:34.120 --> 00:08:35.120]  耶穌想他想清楚
[00:08:35.120 --> 00:08:37.120]  他說良善是什麼意思
[00:08:37.120 --> 00:08:40.120]  良善可能有兩個不同的意義
[00:08:40.120 --> 00:08:43.120]  一個意義就是比較好的良善
[00:08:43.120 --> 00:08:44.120]  或者這樣說
[00:08:44.120 --> 00:08:46.120]  是一個相對的良善
[00:08:46.120 --> 00:08:47.120]  我相信每一個人
[00:08:47.120 --> 00:08:48.120]  大部分的人
[00:08:48.120 --> 00:08:50.120]  都有相對的良善
[00:08:50.120 --> 00:08:52.120]  如果我們沒有任何良善
[00:08:52.120 --> 00:08:54.120]  這個世界就非常可怕
[00:08:54.120 --> 00:08:56.120]  我們都有相對性的良善
[00:08:56.120 --> 00:08:58.120]  不過良善有第二個意思
[00:08:58.120 --> 00:09:00.120]  是一個絕對的意思
[00:09:00.120 --> 00:09:04.120]  是永遠任何情況下都是良善的
[00:09:04.120 --> 00:09:05.120]  耶穌就問
[00:09:05.120 --> 00:09:06.120]  你叫我做良善的時候
[00:09:06.120 --> 00:09:07.120]  是什麼意思呢
[00:09:07.120 --> 00:09:08.120]  是不是好像當一般的
[00:09:08.120 --> 00:09:09.120]  找一些老師
[00:09:09.120 --> 00:09:10.120]  先知
[00:09:10.120 --> 00:09:11.120]  一些其他神的僕人
[00:09:11.120 --> 00:09:12.120]  這樣稱呼做良善
[00:09:12.120 --> 00:09:14.120]  是一個好人呢
[00:09:14.120 --> 00:09:16.120]  其實這個伏筆就帶出
[00:09:16.120 --> 00:09:18.120]  最後
[00:09:18.120 --> 00:09:20.120]  耶穌是一個絕對的良善
[00:09:20.120 --> 00:09:23.120]  就好像上帝是絕對的良善一樣
[00:09:23.120 --> 00:09:26.120]  不過耶穌沒有等他的答案
[00:09:26.120 --> 00:09:27.120]  接著
[00:09:27.120 --> 00:09:29.120]  耶穌說除了神一位之外
[00:09:29.120 --> 00:09:30.120]  再沒有良善
[00:09:30.120 --> 00:09:32.120]  你可以看到這個良善是說
[00:09:32.120 --> 00:09:33.120]  上帝那種絕對
[00:09:33.120 --> 00:09:34.120]  在任何情況下
[00:09:34.120 --> 00:09:35.120]  任何決定之下
[00:09:35.120 --> 00:09:37.120]  都是良善那種的良善
[00:09:37.120 --> 00:09:41.120]  十九節一連串
[00:09:41.120 --> 00:09:43.120]  耶穌問了他
[00:09:43.120 --> 00:09:45.120]  關於誡命的問題
[00:09:45.120 --> 00:09:46.120]  我們再讀一次
[00:09:46.120 --> 00:09:48.120]  請你們翻開聖經
[00:09:48.120 --> 00:09:49.120]  希望你們習慣
[00:09:49.120 --> 00:09:50.120]  聽到的時候
[00:09:50.120 --> 00:09:52.120]  打開聖經
[00:09:52.120 --> 00:09:54.120]  因為我們講道就是講聖經
[00:09:54.120 --> 00:09:55.120]  希望你們習慣
[00:09:55.120 --> 00:09:56.120]  聽到的時候
[00:09:56.120 --> 00:09:58.120]  打開聖經來看
[00:09:58.120 --> 00:10:04.120]  馬科金第十章十九節
[00:10:04.120 --> 00:10:05.120]  請讀出
[00:10:05.120 --> 00:10:07.120]  誡命你是曉得的
[00:10:07.120 --> 00:10:08.120]  不可殺人
[00:10:08.120 --> 00:10:10.120]  不可姦淫
[00:10:10.120 --> 00:10:11.120]  不可偷渡
[00:10:11.120 --> 00:10:17.120]  不可作假見證
[00:10:17.120 --> 00:10:24.120]  大家能不能數出這六條誡命呢
[00:10:24.120 --> 00:10:26.120]  有沒有留意到這六條誡命
[00:10:26.120 --> 00:10:33.120]  就是十誡裡的其中的六誡
[00:10:33.120 --> 00:10:35.120]  而這六誡裡
[00:10:35.120 --> 00:10:36.120]  我們一般來說
[00:10:36.120 --> 00:10:38.120]  就是在這十條誡命裡
[00:10:38.120 --> 00:10:43.120]  屬於人和人之間相處的要求
[00:10:43.120 --> 00:10:46.120]  但是十誡前面的四誡
[00:10:46.120 --> 00:10:51.120]  是講人和上帝之間的應該有關係
[00:10:51.120 --> 00:10:52.120]  獨一的神
[00:10:52.120 --> 00:10:53.120]  就是敬拜他
[00:10:53.120 --> 00:10:55.120]  你看到耶穌用的方法
[00:10:55.120 --> 00:10:57.120]  為什麼稱呼他為良善呢
[00:10:57.120 --> 00:10:58.120]  除了神之外沒有良善
[00:10:58.120 --> 00:10:59.120]  這是一個伏筆
[00:10:59.120 --> 00:11:01.120]  然後說你有沒有遵守誡命呢
[00:11:01.120 --> 00:11:04.120]  然後耶穌似乎故意的
[00:11:04.120 --> 00:11:08.120]  將前面人對上帝應該有的四條誡命
[00:11:08.120 --> 00:11:09.120]  沒有說
[00:11:09.120 --> 00:11:12.120]  是說後面的六條誡命
[00:11:12.120 --> 00:11:15.120]  人和人相處的誡命
[00:11:15.120 --> 00:11:19.120]  然後這個少年官
[00:11:19.120 --> 00:11:20.120]  二十節就說
[00:11:20.120 --> 00:11:21.120]  他對耶穌說
[00:11:21.120 --> 00:11:22.120]  夫子
[00:11:22.120 --> 00:11:24.120]  這一切我從小都遵守了
[00:11:24.120 --> 00:11:26.120]  真是厲害
[00:11:26.120 --> 00:11:28.120]  如果你有子女
[00:11:28.120 --> 00:11:30.120]  他能夠這樣跟你說
[00:11:30.120 --> 00:11:31.120]  我想你都老懷安慰了
[00:11:31.120 --> 00:11:33.120]  再讀一次那六條誡命
[00:11:33.120 --> 00:11:34.120]  不可殺人
[00:11:34.120 --> 00:11:35.120]  不可姦人
[00:11:35.120 --> 00:11:36.120]  不可偷渡
[00:11:36.120 --> 00:11:37.120]  不可作假見證
[00:11:37.120 --> 00:11:38.120]  不可虧負人
[00:11:38.120 --> 00:11:39.120]  還有最重要的是什麼呢
[00:11:39.120 --> 00:11:40.120]  當孝敬父母
[00:11:40.120 --> 00:11:42.120]  然後他說我從小遵守了
[00:11:42.120 --> 00:11:44.120]  你不是老懷安慰了嗎
[00:11:44.120 --> 00:11:48.120]  當然耶穌知道他所說的都是正確的
[00:11:48.120 --> 00:11:51.120]  因為耶穌是無所不知的上帝
[00:11:51.120 --> 00:11:53.120]  所以耶穌很喜悅他
[00:11:53.120 --> 00:11:54.120]  很愛他
[00:11:54.120 --> 00:11:55.120]  很稱讚他
[00:11:55.120 --> 00:11:59.120]  我說一個跟從耶穌
[00:11:59.120 --> 00:12:05.120]  或者一個決定要跟從耶穌的決定裏面
[00:12:05.120 --> 00:12:07.120]  這個少年官可以說
[00:12:07.120 --> 00:12:09.120]  留下一個非常好的榜樣
[00:12:09.120 --> 00:12:11.120]  一、他很謙卑的態度
[00:12:11.120 --> 00:12:14.120]  二、他很樂意
[00:12:14.120 --> 00:12:17.120]  很認真的過他的人生
[00:12:17.120 --> 00:12:20.120]  這兩個條件差不多就是
[00:12:20.120 --> 00:12:23.120]  很多人最後不能夠決定跟從耶穌
[00:12:23.120 --> 00:12:25.120]  或者不想跟從耶穌
[00:12:25.120 --> 00:12:27.120]  所沒有的
[00:12:27.120 --> 00:12:30.120]  他覺得自己很厲害
[00:12:30.120 --> 00:12:32.120]  什麼都自己搞定
[00:12:32.120 --> 00:12:36.120]  他很難跟從神
[00:12:36.120 --> 00:12:40.120]  或者他根本上
[00:12:40.120 --> 00:12:44.120]  他不覺得需要正視一個更美好的人生
[00:12:44.120 --> 00:12:45.120]  我現在多好啊
[00:12:45.120 --> 00:12:47.120]  我很滿意了
[00:12:47.120 --> 00:12:50.120]  甚至有時候自欺欺人
[00:12:50.120 --> 00:12:51.120]  說自己很滿意
[00:12:51.120 --> 00:12:52.120]  但實際上不是
[00:12:52.120 --> 00:12:54.120]  少年官似乎兩樣都有
[00:12:54.120 --> 00:12:56.120]  正視人生
[00:12:56.120 --> 00:12:58.120]  並且很認真的過人生
[00:12:58.120 --> 00:13:00.120]  這個這麼好的條件
[00:13:00.120 --> 00:13:03.120]  去到更加核心的問題
[00:13:03.120 --> 00:13:05.120]  跟從耶穌最核心的一個問題
[00:13:05.120 --> 00:13:07.120]  21節
[00:13:07.120 --> 00:13:09.120]  耶穌看著他
[00:13:09.120 --> 00:13:10.120]  愛他
[00:13:10.120 --> 00:13:11.120]  很欣賞他
[00:13:11.120 --> 00:13:12.120]  娛樂他
[00:13:12.120 --> 00:13:13.120]  對他說
[00:13:13.120 --> 00:13:15.120]  你還缺少一件
[00:13:15.120 --> 00:13:17.120]  去變賣你所有的分級窮人
[00:13:17.120 --> 00:13:18.120]  就必有財寶在天上
[00:13:18.120 --> 00:13:21.120]  你還要來跟從我
[00:13:21.120 --> 00:13:23.120]  我經常讀經文的時候
[00:13:23.120 --> 00:13:25.120]  都喜歡問弟兄姊妹
[00:13:25.120 --> 00:13:29.120]  我問一個很簡單的問題
[00:13:29.120 --> 00:13:30.120]  是中文的
[00:13:30.120 --> 00:13:31.120]  不用太複雜
[00:13:31.120 --> 00:13:32.120]  是中文
[00:13:32.120 --> 00:13:33.120]  是經文裏面有的資料
[00:13:33.120 --> 00:13:35.120]  請你按著經文的資料回答我
[00:13:35.120 --> 00:13:39.120]  究竟耶穌要求少年官
[00:13:39.120 --> 00:13:41.120]  是一件
[00:13:41.120 --> 00:13:44.120]  還是兩件
[00:13:44.120 --> 00:13:46.120]  甚至是三件
[00:13:46.120 --> 00:13:48.120]  或者我再讀一次
[00:13:48.120 --> 00:13:49.120]  我們再讀一次第21節
[00:13:49.120 --> 00:13:50.120]  讀完之後請你回答我
[00:13:50.120 --> 00:13:53.120]  耶穌要求少年官做的跟從的決定
[00:13:53.120 --> 00:13:54.120]  是一件
[00:13:54.120 --> 00:13:55.120]  兩件
[00:13:55.120 --> 00:13:56.120]  還是三件
[00:13:56.120 --> 00:13:57.120]  我們再讀21節
[00:13:57.120 --> 00:13:59.120]  耶穌看著他
[00:13:59.120 --> 00:14:00.120]  愛他
[00:14:00.120 --> 00:14:01.120]  對他說
[00:14:01.120 --> 00:14:09.120]  就必有財寶在天上
[00:14:09.120 --> 00:14:12.120]  你還要來跟從我
[00:14:12.120 --> 00:14:14.120]  是多少件
[00:14:14.120 --> 00:14:16.120]  三件
[00:14:16.120 --> 00:14:19.120]  三件
[00:14:19.120 --> 00:14:21.120]  有沒有其他答案
[00:14:21.120 --> 00:14:24.120]  不如我們試試舉手表達一下
[00:14:24.120 --> 00:14:28.120]  三件的請舉手
[00:14:28.120 --> 00:14:30.120]  都不少
[00:14:30.120 --> 00:14:33.120]  兩件的請舉手
[00:14:33.120 --> 00:14:37.120]  一件的請舉手
[00:14:37.120 --> 00:14:42.120]  我試試代你們說一些理由
[00:14:42.120 --> 00:14:44.120]  首先說三件
[00:14:44.120 --> 00:14:46.120]  很明顯數三件
[00:14:46.120 --> 00:14:51.120]  變賣你所有的一件
[00:14:51.120 --> 00:14:54.120]  分給窮人第二件
[00:14:54.120 --> 00:14:57.120]  然後叫跟從我
[00:14:57.120 --> 00:14:59.120]  還要跟從我
[00:14:59.120 --> 00:15:01.120]  就三件
[00:15:01.120 --> 00:15:03.120]  是不是這樣理解
[00:15:03.120 --> 00:15:05.120]  你解釋錯了
[00:15:05.120 --> 00:15:07.120]  這是第一個可能的答案
[00:15:07.120 --> 00:15:10.120]  第二個你還要來跟從我
[00:15:10.120 --> 00:15:12.120]  就好像加多一件
[00:15:12.120 --> 00:15:13.120]  和上面比較
[00:15:13.120 --> 00:15:15.120]  變賣你所有的分給窮人一件
[00:15:15.120 --> 00:15:17.120]  然後還要來跟從我
[00:15:17.120 --> 00:15:19.120]  就兩件
[00:15:19.120 --> 00:15:21.120]  是不是這樣理解
[00:15:21.120 --> 00:15:24.120]  如果理解成一件就更加容易
[00:15:24.120 --> 00:15:28.120]  耶穌第一句說你還缺少一件
[00:15:28.120 --> 00:15:32.120]  那三個答案是哪個才對呢
[00:15:32.120 --> 00:15:34.120]  經文我們讀過無數次
[00:15:34.120 --> 00:15:35.120]  但你有沒有想過
[00:15:35.120 --> 00:15:36.120]  你不覺得奇怪嗎
[00:15:36.120 --> 00:15:38.120]  耶穌跟你說你還缺少一件
[00:15:38.120 --> 00:15:40.120]  然後好像說了兩件
[00:15:40.120 --> 00:15:41.120]  甚至是三件
[00:15:41.120 --> 00:15:44.120]  你不覺得奇怪嗎
[00:15:44.120 --> 00:15:46.120]  讀聖經你有些興趣
[00:15:46.120 --> 00:15:50.120]  你才會追下去
[00:15:50.120 --> 00:15:52.120]  興趣產生就是問題開始
[00:15:52.120 --> 00:15:54.120]  你覺得為什麼這樣說
[00:15:54.120 --> 00:15:56.120]  那是好事
[00:15:56.120 --> 00:15:58.120]  通常有問題才是好事
[00:15:58.120 --> 00:15:59.120]  學問就是這樣
[00:15:59.120 --> 00:16:00.120]  你問問題才可以
[00:16:00.120 --> 00:16:02.120]  你覺得有問題嗎
[00:16:02.120 --> 00:16:04.120]  還是不覺得
[00:16:04.120 --> 00:16:06.120]  Hello
[00:16:06.120 --> 00:16:08.120]  (笑聲)
[00:16:08.120 --> 00:16:10.120]  覺得是問題嗎
[00:16:10.120 --> 00:16:12.120]  不覺得
[00:16:12.120 --> 00:16:13.120]  算了
[00:16:13.120 --> 00:16:14.120]  我自己回答吧
[00:16:14.120 --> 00:16:16.120]  (笑聲)
[00:16:16.120 --> 00:16:20.120]  大家有沒有參加過婚禮
[00:16:20.120 --> 00:16:21.120]  有
[00:16:21.120 --> 00:16:23.120]  在教會也好
[00:16:23.120 --> 00:16:25.120]  在外面的婚姻註冊處也好
[00:16:25.120 --> 00:16:29.120]  都有宣誓儀式
[00:16:29.120 --> 00:16:31.120]  宣誓儀式就是說
[00:16:31.120 --> 00:16:37.120]  你是不是願意在順境
[00:16:37.120 --> 00:16:39.120]  逆境
[00:16:39.120 --> 00:16:40.120]  富貴
[00:16:40.120 --> 00:16:42.120]  貧窮
[00:16:42.120 --> 00:16:43.120]  健康
