
[00:00:00.000 --> 00:00:06.000]  活在今日的香港社會 活在這個世界裏面
[00:08:05.000 --> 00:08:09.000]  其實他那種的保證 全部都是沒用的保證
[00:08:09.000 --> 00:08:13.000]  但他竟然對著他動了持心
[00:08:13.000 --> 00:08:18.000]  相反 這個被人動了持心的人
[00:08:18.000 --> 00:08:22.000]  他的心仍然是充滿著那種
[00:08:22.000 --> 00:08:29.000]  完全沒經歷過恩典 沒經歷過寬恕的那種仇恨
[00:08:29.000 --> 00:08:32.000]  很可怕
[00:08:32.000 --> 00:08:37.000]  還給我 不還就不能走
[00:08:37.000 --> 00:08:42.000]  死定了你 其實他有沒有這樣的權
[00:08:42.000 --> 00:08:47.000]  他是依法辦事
[00:08:47.000 --> 00:08:52.000]  你欠我債 我叫你坐牢
[00:08:52.000 --> 00:08:56.000]  我是有完全的權利
[00:08:56.000 --> 00:09:00.000]  但他的同事看到就覺得很憂愁
[00:09:00.000 --> 00:09:04.000]  不幸他的同事看到會憂愁
[00:09:04.000 --> 00:09:06.000]  原來有人都仍然會有良知
[00:09:06.000 --> 00:09:09.000]  都仍然覺得這個蒙了這麼大恩典的人
[00:09:09.000 --> 00:09:11.000]  這樣對待人是不妥的
[00:09:11.000 --> 00:09:13.000]  It's not right
[00:09:13.000 --> 00:09:16.000]  所以就去告訴主人
[00:09:16.000 --> 00:09:19.000]  主人這次真的來了
[00:09:19.000 --> 00:09:22.000]  你這惡奴才
[00:09:22.000 --> 00:09:26.000]  你求我 我就寬恕你
[00:09:26.000 --> 00:09:33.000]  這一節的說話
[00:09:33.000 --> 00:09:36.000]  是我們每一個人都要
[00:09:36.000 --> 00:09:39.000]  全都要放進心裡的
[00:09:39.000 --> 00:09:43.000]  你不應當連戳你的同伴
[00:09:43.000 --> 00:09:46.000]  像我連戳你嗎
[00:09:46.000 --> 00:09:50.000]  我連戳你 我連吻你
[00:09:50.000 --> 00:09:52.000]  你要連吻人
[00:09:52.000 --> 00:09:55.000]  我寬恕你 你要寬恕人
[00:09:55.000 --> 00:10:00.000]  你不應當連戳你的同伴
[00:10:00.000 --> 00:10:04.000]  像我連戳你嗎
[00:10:04.000 --> 00:10:09.000]  不如我們慢慢地咀嚼這句話
[00:10:09.000 --> 00:10:13.000]  想想自己今天
[00:10:13.000 --> 00:10:17.000]  到底心裡有多少憐憫
[00:10:17.000 --> 00:10:21.000]  人說這個社會是撕裂的
[00:10:21.000 --> 00:10:24.000]  這個教會是撕裂的
[00:10:24.000 --> 00:10:25.000]  我告訴你
[00:10:25.000 --> 00:10:29.000]  我相信會越來越撕裂的程度是越來越嚴重
[00:10:29.000 --> 00:10:32.000]  包括教會 包括社會
[00:10:32.000 --> 00:10:35.000]  如果我的估計是沒錯的話
[00:10:35.000 --> 00:10:39.000]  那我們決定我們要怎樣做人
[00:10:39.000 --> 00:10:42.000]  我們的群體要怎樣繼續生存下去
[00:10:42.000 --> 00:10:45.000]  我們在社會裡面要怎樣繼續生存下去
[00:10:45.000 --> 00:10:53.000]  你不應當連戳你的同伴
[00:10:53.000 --> 00:10:56.000]  像我連戳你嗎
[00:10:56.000 --> 00:11:01.000]  不如我們慢慢地讀一下這一節的說話
[00:11:01.000 --> 00:11:06.000]  你不應當連戳你的同伴
[00:11:06.000 --> 00:11:09.000]  像我連戳你嗎
[00:11:09.000 --> 00:11:10.000]  再來
[00:11:10.000 --> 00:11:15.000]  你不應當連戳你的同伴
[00:11:15.000 --> 00:11:17.000]  像我連戳你嗎
[00:11:17.000 --> 00:11:18.000]  最後一次
[00:11:18.000 --> 00:11:23.000]  你不應當連戳你的同伴
[00:11:23.000 --> 00:11:26.000]  像我連戳你嗎
[00:11:26.000 --> 00:11:34.000]  這個故事還能不能改變呢
[00:11:34.000 --> 00:11:36.000]  很可惜在主耶穌說的這裡
[00:11:36.000 --> 00:11:39.000]  似乎不能改變
[00:11:39.000 --> 00:11:43.000]  但是他聽了這句話
[00:11:43.000 --> 00:11:49.000]  他又再呼求
[00:11:49.000 --> 00:11:53.000]  再說我真是該死
[00:11:53.000 --> 00:11:56.000]  我真是不對
[00:11:56.000 --> 00:11:58.000]  可憐我爸
[00:11:58.000 --> 00:12:00.000]  再開恩可憐我爸
[00:12:00.000 --> 00:12:02.000]  不知道故事會怎樣寫
[00:12:02.000 --> 00:12:04.000]  可惜這裡就是
[00:12:04.000 --> 00:12:07.000]  去到他這樣的情況
[00:12:07.000 --> 00:12:10.000]  主人就按照著他所做的
[00:12:10.000 --> 00:12:12.000]  他說要正義
[00:12:12.000 --> 00:12:14.000]  他說要還債
[00:12:14.000 --> 00:12:16.000]  好吧 你就去還債吧
[00:12:16.000 --> 00:12:18.000]  你就回到監獄裡
[00:12:18.000 --> 00:12:25.000]  監獄裡
[00:12:25.000 --> 00:12:28.000]  其實要看主耶穌的說話
[00:12:28.000 --> 00:12:30.000]  很多層次
[00:12:30.000 --> 00:12:32.000]  再去想
[00:12:32.000 --> 00:12:35.000]  這個主人有沒有反口覆舌
[00:12:35.000 --> 00:12:37.000]  有沒有寬恕了他
[00:12:37.000 --> 00:12:39.000]  然後又不寬恕
[00:12:39.000 --> 00:12:43.000]  到底怎樣討論這件事
[00:12:43.000 --> 00:12:45.000]  主耶穌的教導是很清楚的
[00:12:45.000 --> 00:12:48.000]  告訴他的門徒
[00:12:48.000 --> 00:12:50.000]  記得彼得問這個問題
[00:12:50.000 --> 00:12:52.000]  要說七次行不行
[00:12:52.000 --> 00:12:53.000]  他說不行
[00:12:53.000 --> 00:12:56.000]  然後就說了這個故事
[00:12:56.000 --> 00:12:59.000]  不知道彼得繼續怎樣消化這件事
[00:12:59.000 --> 00:13:02.000]  你們各人若不從心裡
[00:13:02.000 --> 00:13:04.000]  饒恕你的弟兄
[00:13:04.000 --> 00:13:11.000]  我天父也要這樣代你們了
[00:13:11.000 --> 00:13:14.000]  或者讀法律的人可以繼續去研究
[00:13:14.000 --> 00:13:17.000]  但是我們簡單的人來思想
[00:13:17.000 --> 00:13:21.000]  就是說主耶穌很清楚的告訴我們
[00:13:21.000 --> 00:13:24.000]  一個是一千萬一個是十
[00:13:24.000 --> 00:13:27.000]  但是那個十竟然這樣對待
[00:13:27.000 --> 00:13:31.000]  那個欠人一千萬的竟然這樣對待
[00:13:31.000 --> 00:13:33.000]  那個只不過是欠他十
[00:13:33.000 --> 00:13:36.000]  這個故事是要叫我們好好地
[00:13:36.000 --> 00:13:39.000]  教好我們的眼光
[00:13:39.000 --> 00:13:42.000]  以致我們不能夠將人的過犯
[00:13:42.000 --> 00:13:45.000]  看得太過沉重
[00:13:45.000 --> 00:13:48.000]  以致我們是受著這個仇恨
[00:13:48.000 --> 00:13:55.000]  這個報復來捆綁
[00:13:55.000 --> 00:13:58.000]  有一個人
[00:13:58.000 --> 00:14:01.000]  在近代的中國歷史裡面
[00:14:01.000 --> 00:14:05.000]  或者在接下來的中國歷史裡面
[00:14:05.000 --> 00:14:12.000]  不能夠不提的一個人
[00:14:12.000 --> 00:14:17.000]  他說我沒有敵人
[00:14:17.000 --> 00:14:19.000]  如果你知道他的故事
[00:14:19.000 --> 00:14:21.000]  你知道他所經歷的
[00:14:21.000 --> 00:14:23.000]  能夠這樣說
[00:14:23.000 --> 00:14:28.000]  我覺得是今天講連戌的時候
[00:14:28.000 --> 00:14:31.000]  講寬恕講憐憫的時候
[00:14:31.000 --> 00:14:36.000]  能夠欠缺的一種情操
[00:14:36.000 --> 00:14:38.000]  有很多人在討論究竟
[00:14:38.000 --> 00:14:41.000]  這個人是基督徒還是不是基督徒
[00:14:41.000 --> 00:14:43.000]  上到天堂還是上不到天堂
[00:14:43.000 --> 00:14:47.000]  廢話到真的火滾
[00:14:47.000 --> 00:14:49.000]  他上不上到天堂
[00:14:49.000 --> 00:14:53.000]  我差點要講不應該講的話
[00:14:53.000 --> 00:14:59.000]  最重要是要用很多里斯德林才行
[00:14:59.000 --> 00:15:02.000]  上主自有分寸
[00:15:02.000 --> 00:15:07.000]  美善的榜樣留在我們心中
[00:15:07.000 --> 00:15:12.000]  如同輕香來潤澤我們的人心
[00:15:12.000 --> 00:15:16.000]  你不要跟我說
[00:15:16.000 --> 00:15:20.000]  你以為很厲害的
[00:15:20.000 --> 00:15:23.000]  你那些神學那些準確性
[00:15:23.000 --> 00:15:29.000]  誰能上天堂誰不能上天堂
[00:15:29.000 --> 00:15:35.000]  萬物傾談的時候都有它的時段
[00:15:35.000 --> 00:15:41.000]  主啊可憐我我又操了
[00:15:41.000 --> 00:15:47.000]  但我想表達的就是那種憐憫溫柔
[00:15:47.000 --> 00:15:51.000]  在一個受盡折磨的心靈裏面
[00:15:51.000 --> 00:15:57.000]  仍然沒有蒙面
[00:15:57.000 --> 00:16:01.000]  在哪裏來的
[00:16:01.000 --> 00:16:06.000]  這位朋友劉曉波
[00:16:06.000 --> 00:16:11.000]  讀潘卓華的獄中書簡
[00:16:11.000 --> 00:16:17.000]  這位朋友遙遙的看著十字架
[00:16:17.000 --> 00:16:19.000]  那一位說話
[00:16:19.000 --> 00:16:25.000]  父啊赦免他們因為他們所作的
[00:16:25.000 --> 00:16:28.000]  他們不曉得
[00:16:28.000 --> 00:16:34.000]  然後仍然能夠自死堅持所知道的
[00:16:34.000 --> 00:16:38.000]  什麼是美什麼是善什麼是對
[00:16:38.000 --> 00:16:47.000]  這是主耶穌影響人的奇妙的作為
[00:16:47.000 --> 00:16:49.000]  主耶穌教導人
[00:16:49.000 --> 00:16:52.000]  你要以恩慈相待傳憐憫的心
[00:16:52.000 --> 00:16:55.000]  彼此饒恕正如上帝在基督裏
[00:16:55.000 --> 00:16:58.000]  饒恕了你們一樣
[00:16:58.000 --> 00:17:05.000]  其實憐憫赦免根本就是福音的核心
[00:17:06.000 --> 00:17:15.000]  最近看了J.I.Packer和Mark Deva合著的一本書
[00:17:15.000 --> 00:17:21.000]  這兩位作者堅持我們福音的核心
[00:17:21.000 --> 00:17:28.000]  就是十字架流補血代贖罪釋放人的耶穌基督
[00:17:28.000 --> 00:17:30.000]  在我們這個群體裏面
[00:17:30.000 --> 00:17:33.000]  我相信沒有人會否認補血的大能
[00:17:33.000 --> 00:17:39.000]  沒有人會不覺得自己是因為耶穌替我死
[00:17:39.000 --> 00:17:41.000]  我的罪歸在他的身上
[00:17:41.000 --> 00:17:46.000]  上帝將我該受的重刑落在耶穌的身上
[00:17:46.000 --> 00:17:48.000]  以致我今天成為一個新造的人
[00:17:48.000 --> 00:17:50.000]  釋放的人上帝的兒女
[00:17:50.000 --> 00:17:51.000]  是不是
[00:17:51.000 --> 00:17:52.000]  是不是
[00:17:52.000 --> 00:17:54.000]  這是不是我們所傳的福音
[00:17:54.000 --> 00:18:00.000]  今天這個世界上已經陸陸續續有飽學施書的
[00:18:00.000 --> 00:18:04.000]  德高望重的福音傳統的人
[00:18:04.000 --> 00:18:06.000]  開始不是這樣說
[00:18:06.000 --> 00:18:10.000]  但J.I.Packer在這本書裏面
[00:18:10.000 --> 00:18:13.000]  他說我一定要堅持這一點
[00:18:13.000 --> 00:18:15.000]  聖經所說的
[00:18:15.000 --> 00:18:21.000]  In my place condemned his dude
[00:18:21.000 --> 00:18:24.000]  這首是聖詩來的
[00:18:24.000 --> 00:18:26.000]  好像Isaac Watts所寫的一首詩
[00:18:26.000 --> 00:18:33.000]  他說被定罪他站在那裏
[00:18:33.000 --> 00:18:36.000]  所站的是我的位置
[00:18:36.000 --> 00:18:42.000]  他是替我站在被定罪的位置上
[00:18:42.000 --> 00:18:44.000]  為甚麼會這樣說
[00:18:44.000 --> 00:18:48.000]  因為人類自古以來
[00:18:48.000 --> 00:18:52.000]  一直都是像羅馬書一章所說的
[00:18:52.000 --> 00:18:54.000]  這樣的醜陋
[00:18:54.000 --> 00:18:55.000]  這樣的忘恩
[00:18:55.000 --> 00:18:57.000]  這樣的淫邪
[00:18:57.000 --> 00:18:58.000]  這樣的不道德
[00:18:58.000 --> 00:18:59.000]  這樣的荒謬
[00:18:59.000 --> 00:19:01.000]  這樣的殘酷
[00:19:01.000 --> 00:19:05.000]  但是上帝怎樣對待人類
[00:19:05.000 --> 00:19:07.000]  自從洪水以來
[00:19:07.000 --> 00:19:16.000]  上帝都沒有再以洪水前的那種審判來對待人類
[00:19:16.000 --> 00:19:18.000]  自從洪水以後
[00:19:18.000 --> 00:19:22.000]  人類都仍然是像洪水以前一樣
[00:19:22.000 --> 00:19:24.000]  這麼醜陋這麼邪惡
[00:19:24.000 --> 00:19:26.000]  我們是破產的
[00:19:26.000 --> 00:19:28.000]  我們欠一千萬的
[00:19:28.000 --> 00:19:33.000]  但是上帝並沒有因著人的不乾不淨
[00:19:33.000 --> 00:19:36.000]  是無法無天
[00:19:36.000 --> 00:19:41.000]  而將整個的天地變成一個刑場
[00:19:41.000 --> 00:19:44.000]  天天來折磨這班該死的罪人
[00:19:44.000 --> 00:19:47.000]  反而是像是途行傳所說的
[00:19:47.000 --> 00:19:50.000]  他降雨露給我們
[00:19:50.000 --> 00:19:52.000]  用日頭照耀我們
[00:19:52.000 --> 00:19:55.000]  並且賞賜我們豐年
[00:19:55.000 --> 00:19:57.000]  使我們吃喝快樂
[00:19:57.000 --> 00:20:00.000]  這是荒謬的事嗎
[00:20:00.000 --> 00:20:03.000]  應該審判我們的上帝
[00:20:03.000 --> 00:20:04.000]  沒有審判我們
[00:20:04.000 --> 00:20:06.000]  應該來折磨我們的
[00:20:06.000 --> 00:20:07.000]  那一位沒有折磨我們
[00:20:07.000 --> 00:20:09.000]  應該追殺我們的
[00:20:09.000 --> 00:20:11.000]  沒有追殺我們
[00:20:11.000 --> 00:20:14.000]  不講盡殺絕
[00:20:14.000 --> 00:20:17.000]  不去以牙還牙
[00:20:17.000 --> 00:20:20.000]  這就是憐憫
[00:20:20.000 --> 00:20:22.000]  憐憫是什麼
[00:20:22.000 --> 00:20:25.000]  我對你的罪視而不見
[00:20:25.000 --> 00:20:27.000]  我寬恕你
[00:20:27.000 --> 00:20:30.000]  我放你走
[00:20:30.000 --> 00:20:34.000]  不過福音是在說什麼呢
[00:20:34.000 --> 00:20:36.000]  福音是在說
[00:20:36.000 --> 00:20:40.000]  審判並沒有撤除
[00:20:40.000 --> 00:20:44.000]  不過是延遲了很久
[00:20:44.000 --> 00:20:47.000]  在這個延遲審判的之前
[00:20:47.000 --> 00:20:49.000]  審判還沒有來到之前
[00:20:49.000 --> 00:20:52.000]  這就是欽點的時刻
[00:20:52.000 --> 00:20:55.000]  這就是赦罪的時機
[00:20:55.000 --> 00:20:57.000]  這就是宣告的時刻
[00:20:57.000 --> 00:20:59.000]  是邀請的時刻
[00:20:59.000 --> 00:21:02.000]  是醫治的時刻
[00:21:02.000 --> 00:21:06.000]  當這事情是這樣的時候
[00:21:06.000 --> 00:21:08.000]  如果你作為一個審判者
[00:21:08.000 --> 00:21:09.000]  你不審判
[00:21:09.000 --> 00:21:11.000]  那你還有資格做公義的審判
[00:21:11.000 --> 00:21:13.000]  全地的審判者嗎
[00:21:13.000 --> 00:21:16.000]  有得惡人為所欲為
[00:21:16.000 --> 00:21:19.000]  然後你袖手旁觀
[00:21:19.000 --> 00:21:21.000]  這樣可以嗎
[00:21:21.000 --> 00:21:27.000]  他是不是真的仍然關注美善道德
[00:21:27.000 --> 00:21:30.000]  仍然關注是非黑白
[00:21:30.000 --> 00:21:32.000]  叫他的受造物
[00:21:32.000 --> 00:21:35.000]  全部都應該
[00:21:35.000 --> 00:21:38.000]  去回正常的狀態
[00:21:38.000 --> 00:21:41.000]  他是不是真的關注這些東西
[00:21:41.000 --> 00:21:43.000]  如果他容許罪人
[00:21:43.000 --> 00:21:47.000]  無法無天就逍遙法外
[00:21:47.000 --> 00:21:49.000]  那他還是一個完美的
[00:21:49.000 --> 00:21:51.000]  全地的審判者嗎
[00:21:51.000 --> 00:21:54.000]  所以福音另外一邊
[00:21:54.000 --> 00:21:56.000]  不能夠少的是什麼呢
[00:21:56.000 --> 00:21:58.000]  上帝對不義的事情
[00:21:58.000 --> 00:22:00.000]  那種的憎惡
[00:22:00.000 --> 00:22:02.000]  是不會止息的憎惡
[00:22:02.000 --> 00:22:04.000]  永遠不變
[00:22:04.000 --> 00:22:06.000]  永遠堅定的
[00:22:06.000 --> 00:22:09.000]  一定會有罪必討
[00:22:09.000 --> 00:22:10.000]  有邪惡
[00:22:10.000 --> 00:22:12.000]  有歪曲的事
[00:22:12.000 --> 00:22:14.000]  他一定會來伸冤
[00:22:14.000 --> 00:22:16.000]  他一定會來平反
[00:22:16.000 --> 00:22:18.000]  這種叫做報應的公義
[00:22:18.000 --> 00:22:20.000]  而這個報應的公義
[00:22:20.000 --> 00:22:23.000]  在福音裡面並沒有被消除
[00:22:23.000 --> 00:22:26.000]  不過是因為耶穌基督
[00:22:26.000 --> 00:22:30.000]  他站在這班該死的人面前
[00:22:30.000 --> 00:22:34.000]  成為我們唯一的代表
[00:22:34.000 --> 00:22:36.000]  唯一的袋贖者
[00:22:36.000 --> 00:22:38.000]  按照著天父的心意
[00:22:38.000 --> 00:22:40.000]  過了完美的生活
[00:22:40.000 --> 00:22:42.000]  之後接受了一個完全的
[00:22:42.000 --> 00:22:45.000]  罪的審判和罪的贖價
[00:22:45.000 --> 00:22:47.000]  因為這樣
[00:22:47.000 --> 00:22:49.000]  上帝的公義
[00:22:49.000 --> 00:22:51.000]  就沒有受虧損
[00:22:51.000 --> 00:22:53.000]  因為這樣
[00:22:53.000 --> 00:22:56.000]  罪的處理
[00:22:56.000 --> 00:22:59.000]  並沒有被遺忘
[00:22:59.000 --> 00:23:02.000]  而是上帝親自在他的兒子身上
[00:23:02.000 --> 00:23:05.000]  來解決了這個
[00:23:05.000 --> 00:23:10.000]  不能夠償還罪債者的痛苦
[00:23:10.000 --> 00:23:13.000]  然後將這個寬恕白白的
[00:23:13.000 --> 00:23:18.000]  賞賜給來到他面前的人
[00:23:18.000 --> 00:23:20.000]  這種就是福音
[00:23:20.000 --> 00:23:23.000]  就是救贖的愛
[00:23:23.000 --> 00:23:26.000]  和報應的審判
[00:23:26.000 --> 00:23:28.000]  報應的公義
[00:23:28.000 --> 00:23:31.000]  幾年間在基督的身上
[00:23:31.000 --> 00:23:34.000]  完美地解決了
[00:23:34.000 --> 00:23:37.000]  哪一位公義的上帝
[00:23:37.000 --> 00:23:41.000]  使得哪一些在基督裡
[00:23:41.000 --> 00:23:43.000]  投靠他的人
[00:23:43.000 --> 00:23:45.000]  得以稱為義
[00:23:45.000 --> 00:23:48.000]  正是這一段就是那本書
[00:23:48.000 --> 00:23:50.000]  幫我們刻畫的
[00:23:50.000 --> 00:23:52.000]  那個憐憫
[00:23:52.000 --> 00:23:55.000]  就是我們福音的核心
[00:23:55.000 --> 00:23:57.000]  親愛的兄姊妹
[00:23:57.000 --> 00:23:58.000]  自古以來
[00:23:58.000 --> 00:24:00.000]  聖經是告訴我們
[00:24:00.000 --> 00:24:03.000]  上帝沒有憐憫憐憫憫憫憫憫
[00:24:03.000 --> 00:24:05.000]  人是周而復始
[00:24:05.000 --> 00:24:06.000]  周而復始
[00:24:06.000 --> 00:24:08.000]  又是犯完罪又再犯罪
[00:24:08.000 --> 00:24:11.000]  犯完罪又再犯罪
[00:24:11.000 --> 00:24:13.000]  但是我們回來
[00:24:13.000 --> 00:24:14.000]  我們回來
[00:24:14.000 --> 00:24:18.000]  他仍然是憐憫我們
[00:24:18.000 --> 00:24:20.000]  我們的主耶穌來到這個世界上的時候
[00:24:20.000 --> 00:24:23.000]  他是施行憐憫
[00:24:23.000 --> 00:24:26.000]  他去和那些稅吏
[00:24:26.000 --> 00:24:29.000]  就是當時幫建制做事
[00:24:29.000 --> 00:24:32.000]  幫羅馬政府來欺壓人民
[00:24:32.000 --> 00:24:34.000]  耶穌沒有唾棄他們
[00:24:34.000 --> 00:24:36.000]  耶穌對那些
[00:24:36.000 --> 00:24:39.000]  是社會看不起的
[00:24:39.000 --> 00:24:42.000]  是墮落封塵的人
[00:24:42.000 --> 00:24:46.000]  那些是很可憐
[00:24:46.000 --> 00:24:48.000]  很沒有道德
[00:24:48.000 --> 00:24:51.000]  什麼都沒有
[00:24:51.000 --> 00:24:53.000]  那些罪人
[00:24:53.000 --> 00:24:56.000]  耶穌和他們在一起
[00:24:56.000 --> 00:24:59.000]  而當耶穌對著這幫
[00:24:59.000 --> 00:25:02.000]  稅吏和罪人
[00:25:02.000 --> 00:25:04.000]  來表達他的愛心的時候
[00:25:04.000 --> 00:25:06.000]  他是處在
[00:25:06.000 --> 00:25:09.000]  法利賽人的家裡
[00:25:09.000 --> 00:25:14.000]  那一幫有頭有臉
