
[00:00:00.000 --> 00:00:05.320]  好 節目讓我們在聆聽主導以前
[00:04:18.200 --> 00:04:20.200]  損傷的人少
[00:04:20.200 --> 00:04:22.200]  在聖經的前文
[00:04:22.200 --> 00:04:25.200]  其實我們曾經討論過一個題目
[00:04:25.200 --> 00:04:28.200]  如果一個人即使他稱之為基督徒
[00:04:28.200 --> 00:04:30.200]  但是他沒有神國觀念的人
[00:04:30.200 --> 00:04:33.600]  其實神國是不屬於這些人的
[00:04:33.600 --> 00:04:35.600]  神國是不屬於這些人
[00:04:35.600 --> 00:04:37.600]  他根本對神這個國家
[00:04:37.600 --> 00:04:39.600]  沒有任何嚮往或了解的人
[00:04:39.600 --> 00:04:45.200]  信耶穌的人必須在聖經上仔細查考
[00:04:45.200 --> 00:04:47.200]  明白上帝的心思
[00:04:47.200 --> 00:04:49.200]  為什麼要預備這個新天新地給他們
[00:04:49.200 --> 00:04:54.000]  如果這個人很輕忽地去處理
[00:04:54.000 --> 00:04:57.400]  甚至去藐視上帝這個想法
[00:04:57.400 --> 00:05:00.200]  不明白為什麼上帝有這種做法
[00:05:00.200 --> 00:05:05.800]  而突然去獲取這個福氣
[00:05:05.800 --> 00:05:12.800]  這種情況其實很多時成為基督徒信仰的陷阱
[00:05:12.800 --> 00:05:16.800]  甚至有些目者用這種方法
[00:05:16.800 --> 00:05:19.800]  去誘探一些人進入教會裏面
[00:05:19.800 --> 00:05:21.800]  但其實不是真的帶他們進入
[00:05:21.800 --> 00:05:25.800]  認罪悔改明白上帝心思意念的狀態
[00:05:25.800 --> 00:05:30.800]  信耶穌其實好像和人與人之間的關係
[00:05:30.800 --> 00:05:32.800]  不多不少的很多時候
[00:05:32.800 --> 00:05:34.800]  是要透過與上帝接觸認識
[00:05:34.800 --> 00:05:38.800]  有第一手的去了解上帝
[00:05:38.800 --> 00:05:41.800]  而不是靠某個人說了一些話
[00:05:41.800 --> 00:05:42.800]  我必然相信
[00:05:42.800 --> 00:05:45.800]  所以做牧師我自己做了很多目者
[00:05:45.800 --> 00:05:48.800]  我很鼓勵你聽完我講道也好
[00:05:48.800 --> 00:05:51.800]  麻煩回去重新看一看那段聖經
[00:05:51.800 --> 00:05:54.800]  了解一下明白一下
[00:05:54.800 --> 00:05:56.800]  當沒有聽過我講的東西
[00:05:56.800 --> 00:05:57.800]  再聽一下
[00:05:57.800 --> 00:06:01.800]  看看上帝如何和你在這段聖經裏面講話
[00:06:01.800 --> 00:06:06.800]  因為始終那才是第一手對上帝的認識
[00:06:06.800 --> 00:06:11.800]  你經過我已經是一個消化了的二手訊息
[00:06:11.800 --> 00:06:14.800]  雖然牧師我都信得過你
[00:06:14.800 --> 00:06:15.800]  你不要只信得過我
[00:06:15.800 --> 00:06:17.800]  有時牧師都會錯的
[00:06:17.800 --> 00:06:24.800]  所以希望大家認真主動去查考聖經
[00:06:24.800 --> 00:06:27.800]  因為和上帝建立一個永恆的關係
[00:06:27.800 --> 00:06:29.800]  是一段細水長流的關係
[00:06:29.800 --> 00:06:32.800]  甚至是一個永恆的關係
[00:06:32.800 --> 00:06:36.800]  這才能帶我們回到神國裏面
[00:06:36.800 --> 00:06:39.800]  不過來到今天這段聖經裏面
[00:06:39.800 --> 00:06:50.800]  耶穌似乎要繼續去針對這班在他面前的文士祭司
[00:06:50.800 --> 00:06:55.800]  法尼塞人或者教會長老的領袖
[00:06:55.800 --> 00:06:57.800]  所出的言行
[00:06:57.800 --> 00:07:01.800]  然後教他的門徒
[00:07:01.800 --> 00:07:04.800]  以及跟隨耶穌的群眾
[00:07:04.800 --> 00:07:08.800]  讓他們去譴醒自己不要掉進他們的狀態
[00:07:08.800 --> 00:07:12.800]  這也是今天這段聖經的主旨
[00:07:12.800 --> 00:07:15.800]  不過在解釋這段聖經之前
[00:07:15.800 --> 00:07:17.800]  我先和大家一跳
[00:07:17.800 --> 00:07:23.800]  跳到最後一節
[00:07:23.800 --> 00:07:27.800]  就是第十四節
[00:07:27.800 --> 00:07:30.800]  十四節在這裏這樣說
[00:07:30.800 --> 00:07:33.800]  眼鏡看不到
[00:07:33.800 --> 00:07:35.800]  先拿張大字聖經
[00:07:35.800 --> 00:07:40.800]  我們看回這段聖經最後的第十四節
[00:07:40.800 --> 00:07:43.800]  很多時候被基督徒引用
[00:07:43.800 --> 00:07:46.800]  去說有關得救與否的問題
[00:07:46.800 --> 00:07:48.800]  這句經文說
[00:07:48.800 --> 00:07:52.800]  因為被召的人多 損上的人少
[00:07:52.800 --> 00:07:55.800]  很多時候這句聖經
[00:07:55.800 --> 00:07:57.800]  引發很多人去掙扎
[00:07:57.800 --> 00:08:00.800]  究竟我自己的信主是怎樣呢
[00:08:00.800 --> 00:08:03.800]  我是不是真的被損上呢
[00:08:03.800 --> 00:08:05.800]  正如我剛才所說的
[00:08:05.800 --> 00:08:09.800]  牧師傳人 基督徒在教會搞事
[00:08:09.800 --> 00:08:11.800]  做很多所謂聖功
[00:08:11.800 --> 00:08:13.800]  是否真的被損上呢
[00:08:13.800 --> 00:08:16.800]  從這節的經文裏
[00:08:16.800 --> 00:08:19.800]  第一件事我先和大家處理清楚
[00:08:19.800 --> 00:08:23.800]  在基督教裏有一個錯誤的誤解
[00:08:23.800 --> 00:08:26.800]  解釋一個人只要受了贈
[00:08:26.800 --> 00:08:27.800]  他一定是得救
[00:08:27.800 --> 00:08:29.800]  一定是上帝所選的
[00:08:29.800 --> 00:08:34.800]  但這段聖經很清楚告訴我們
[00:08:34.800 --> 00:08:38.800]  被召的人不一定等同於
[00:08:38.800 --> 00:08:40.800]  得救的基督徒是被損上
[00:08:40.800 --> 00:08:44.800]  我再重新說清楚一點
[00:08:44.800 --> 00:08:46.800]  在聖經裏面
[00:08:46.800 --> 00:08:48.800]  這段聖經直接說得很清楚
[00:08:48.800 --> 00:08:52.800]  被召的人不一定是
[00:08:52.800 --> 00:08:54.800]  得救被損上的人
[00:08:54.800 --> 00:08:58.800]  這個觀念是非常之重要的
[00:08:58.800 --> 00:09:01.800]  在基督徒之間
[00:09:01.800 --> 00:09:03.800]  經常以為受了贈
[00:09:03.800 --> 00:09:05.800]  一定是得救的人
[00:09:05.800 --> 00:09:09.800]  但其實很多人回到教會
[00:09:09.800 --> 00:09:11.800]  被召來邀請回到教會
[00:09:11.800 --> 00:09:12.800]  正如這段聖經所說
[00:09:12.800 --> 00:09:15.800]  他只是留於被召的狀態
[00:09:15.800 --> 00:09:17.800]  他不是得救的
[00:09:17.800 --> 00:09:19.800]  在聖經裏面有很多例子
[00:09:19.800 --> 00:09:21.800]  譬如在舊約聖經當中
[00:09:21.800 --> 00:09:24.800]  有一個先知叫巴蘭先知
[00:09:24.800 --> 00:09:27.800]  在文數記第22章第28節裏面
[00:09:27.800 --> 00:09:31.800]  這個巴蘭先知是一個典型的例子
[00:09:31.800 --> 00:09:33.800]  雖然是被召
[00:09:33.800 --> 00:09:36.800]  但他被召要做一件聖事
[00:09:36.800 --> 00:09:38.800]  就是要去奏助以色列民
[00:09:38.800 --> 00:09:41.800]  被召不等同於那個人
[00:09:41.800 --> 00:09:43.800]  一定是等同於得救
[00:09:43.800 --> 00:09:46.800]  你說牧師是被召的
[00:09:46.800 --> 00:09:49.800]  是被一個惡意的人去被召
[00:09:49.800 --> 00:09:51.800]  不是被上帝去被召
[00:09:51.800 --> 00:09:53.800]  你看看在過程當中
[00:09:53.800 --> 00:09:55.800]  巴蘭騎著一隻驢
[00:09:55.800 --> 00:09:58.800]  他很清楚知道上帝要他做些什麼
[00:09:58.800 --> 00:10:00.800]  做些什麼
[00:10:00.800 --> 00:10:02.800]  不能夠去奏助
[00:10:02.800 --> 00:10:04.800]  是要祝福以色列民
[00:10:04.800 --> 00:10:08.800]  其實他知道的
[00:10:08.800 --> 00:10:11.800]  不過在整個過程當中
[00:10:11.800 --> 00:10:13.800]  他是不是真的明白
[00:10:13.800 --> 00:10:18.800]  並且肯聽上帝最後去祝福以色列民呢
[00:10:18.800 --> 00:10:20.800]  他做了聖功
[00:10:20.800 --> 00:10:22.800]  他真的好像去祝福了以色列民
[00:10:22.800 --> 00:10:25.800]  但在聖經多次記載
[00:10:25.800 --> 00:10:27.800]  甚至在新約的聖經
[00:10:27.800 --> 00:10:29.800]  就說巴蘭是一個假的先知
[00:10:29.800 --> 00:10:33.800]  他根本是被召作一個假意去侍奉
[00:10:33.800 --> 00:10:35.800]  他從中可以得到一些利益
[00:10:35.800 --> 00:10:37.800]  所以從這條聖經裡告訴你
[00:10:37.800 --> 00:10:40.800]  被召的人只不過是有一個機會
[00:10:40.800 --> 00:10:42.800]  可以去得救
[00:10:42.800 --> 00:10:45.800]  被召的人只是有一個機會
[00:10:45.800 --> 00:10:47.800]  去聽到福音
[00:10:47.800 --> 00:10:50.800]  被召的人是有一個機會
[00:10:50.800 --> 00:10:55.800]  可以和上帝去做一個更深入的接觸
[00:10:55.800 --> 00:10:59.800]  但這個人最後是否真的得救呢
[00:10:59.800 --> 00:11:04.800]  就很視乎這個人是否真的願意在上帝裡面
[00:11:04.800 --> 00:11:06.800]  去和上帝建立關係
[00:11:06.800 --> 00:11:10.800]  所以剛才一開始我和大家去談論到的
[00:11:10.800 --> 00:11:13.800]  就是你回來教會每個星期聽主的崇拜
[00:11:13.800 --> 00:11:16.800]  甚至上到勤力看很多的色經
[00:11:16.800 --> 00:11:20.800]  看書等等的努力的學習
[00:11:20.800 --> 00:11:23.800]  這些才是你第一手的一些機會
[00:11:23.800 --> 00:11:25.800]  如果你只是人魂亦魂
[00:11:25.800 --> 00:11:27.800]  牧師說了
[00:11:27.800 --> 00:11:30.800]  那我就全盤相信不去查考
[00:11:30.800 --> 00:11:33.800]  你其實還沒有進入一個和上帝建立一個關係
[00:11:33.800 --> 00:11:37.800]  你只不過純粹聽一個人說關於上帝的
[00:11:37.800 --> 00:11:40.800]  那這個人如果他的動機良好就說
[00:11:40.800 --> 00:11:42.800]  他動機不好那怎麼樣呢
[00:11:42.800 --> 00:11:46.800]  那你就會get stuck
[00:11:46.800 --> 00:11:50.800]  停在被召的層面
[00:11:50.800 --> 00:11:52.800]  今天這段聖經其實我想說的是
[00:11:52.800 --> 00:11:57.800]  怎樣可以真正保證你從被召的光景
[00:11:57.800 --> 00:12:01.800]  進入到你最終在上帝裡面能夠得救
[00:12:01.800 --> 00:12:03.800]  這個過程怎樣可以跨越
[00:12:03.800 --> 00:12:06.800]  而不是只是停在被召的層面
[00:12:06.800 --> 00:12:09.800]  所以有很多信徒或者有些回教會的人
[00:12:09.800 --> 00:12:12.800]  回教會很多年
[00:12:12.800 --> 00:12:15.800]  其實上帝已經召了你來
[00:12:15.800 --> 00:12:17.800]  你是在福氣裡面
[00:12:17.800 --> 00:12:20.800]  但你怎樣可以進入到上帝真正得救
[00:12:20.800 --> 00:12:23.800]  你要回到上帝的說話裡面
[00:12:23.800 --> 00:12:25.800]  和上帝建立關係
[00:12:25.800 --> 00:12:26.800]  這個是重點
[00:12:26.800 --> 00:12:28.800]  所以耶穌在這段聖經裡面
[00:12:28.800 --> 00:12:33.800]  就要盡量在這一點上去加以澄清
[00:12:33.800 --> 00:12:37.800]  特別是那幫門徒和跟隨著那幫人
[00:12:37.800 --> 00:12:39.800]  如果不是的話
[00:12:39.800 --> 00:12:45.800]  這幫人很容易就被這幫文士
[00:12:45.800 --> 00:12:47.800]  祭司法尼撰人猶太人
[00:12:47.800 --> 00:12:49.800]  這個這麼合聽的宗教
[00:12:49.800 --> 00:12:52.800]  這麼合他們心意的宗教
[00:12:52.800 --> 00:12:58.800]  牽引了走進一個錯誤的陷阱裡面
[00:12:58.800 --> 00:13:04.800]  所以辨識上帝的說話是一個很重要的環節
[00:13:04.800 --> 00:13:07.800]  為什麼在二馬內從第一天
[00:13:07.800 --> 00:13:09.800]  我到這裡去侍奉上主的時候
[00:13:09.800 --> 00:13:10.800]  都做這件事
[00:13:10.800 --> 00:13:13.800]  就是竭力將上帝的說話盡量去解釋清楚
[00:13:13.800 --> 00:13:16.800]  然後讓你可以多個門徑去打開
[00:13:16.800 --> 00:13:20.800]  去和上帝建立一個更緊密的關係
[00:13:20.800 --> 00:13:23.800]  而不是只是聽一些二手信息
[00:13:23.800 --> 00:13:25.800]  不過順帶在這裡提一下
[00:13:25.800 --> 00:13:27.800]  以下說的話可能說完之後
[00:13:27.800 --> 00:13:31.800]  很多基督徒會很憎恨我
[00:13:31.800 --> 00:13:33.800]  不過你憎恨我不要緊
[00:13:33.800 --> 00:13:35.800]  事實是聖經裡面的啟示
[00:13:35.800 --> 00:13:39.800]  聖經其實一向給我們看到的
[00:13:39.800 --> 00:13:41.800]  都是從來沒有鼓勵過基督徒
[00:13:41.800 --> 00:13:45.800]  去進行一些挑起事端的行為
[00:13:45.800 --> 00:13:47.800]  或者搞什麼抗爭
[00:13:47.800 --> 00:13:48.800]  沒有的
[00:13:48.800 --> 00:13:50.800]  聖經沒有這樣的介紹
[00:13:50.800 --> 00:13:52.800]  耶穌都沒有叫他的門徒走了
[00:13:52.800 --> 00:13:55.800]  現在你在羅馬人的統治之下
[00:13:55.800 --> 00:13:57.800]  所以要和他抗爭
[00:13:57.800 --> 00:14:00.800]  耶穌有些門徒都是粉瑞朵
[00:14:00.800 --> 00:14:05.800]  想乘機去復興以色列國
[00:14:05.800 --> 00:14:08.800]  但耶穌從來沒有鼓勵他們去做這件事
[00:14:08.800 --> 00:14:14.800]  反而耶穌在這次給我們一個很好的見證
[00:14:14.800 --> 00:14:17.800]  當上帝把你放在一個情況裡面
[00:14:17.800 --> 00:14:21.800]  你就在那個地方見證出上帝的說話
[00:14:21.800 --> 00:14:24.800]  宣講神的做事原則就可以
[00:14:24.800 --> 00:14:26.800]  為什麼我說這番話
[00:14:26.800 --> 00:14:31.800]  因為耶穌在馬太福音23節裡面
[00:14:31.800 --> 00:14:35.800]  特別在上帝安排他們連串面對
[00:14:35.800 --> 00:14:39.800]  這班民事祭司法尼塞人的場景之下
[00:14:39.800 --> 00:14:41.800]  去作宣告
[00:14:41.800 --> 00:14:43.800]  而這個宣告的目的
[00:14:43.800 --> 00:14:46.800]  不是去攻擊這班民事祭司法尼塞人
[00:14:46.800 --> 00:14:48.800]  耶穌自己都從來不想攻擊
[00:14:48.800 --> 00:14:50.800]  只是他們先撩者賤
[00:14:50.800 --> 00:14:52.800]  他們走來挑戰耶穌
[00:14:52.800 --> 00:14:56.800]  才在這樣的環境下用真理回應他們
[00:14:56.800 --> 00:14:58.800]  真理他們不喜歡聽
[00:14:58.800 --> 00:15:00.800]  但耶穌最重要的目的是
[00:15:00.800 --> 00:15:04.800]  使他們的門徒跟隨他們的人有準確的信仰
[00:15:04.800 --> 00:15:07.800]  這個是順帶給我們提一提
[00:15:07.800 --> 00:15:10.800]  你不喜歡我說這番話都不要緊
[00:15:10.800 --> 00:15:12.800]  因為很多人喜歡搞抗爭
[00:15:12.800 --> 00:15:14.800]  教會要搞抗爭
[00:15:14.800 --> 00:15:15.800]  搞公義
[00:15:15.800 --> 00:15:17.800]  教會什麼叫公義都沒搞清楚
[00:15:17.800 --> 00:15:21.800]  這個後話我不再詳細說
[00:15:21.800 --> 00:15:23.800]  回到這段聖經
[00:15:23.800 --> 00:15:25.800]  我先做一個簡單的概念
[00:15:25.800 --> 00:15:28.800]  看看這段聖經是說什麼
[00:15:28.800 --> 00:15:30.800]  如果大家心水清的話
[00:15:30.800 --> 00:15:32.800]  我們會發現到
[00:15:32.800 --> 00:15:37.800]  這個比喻是三年比喻的最後一個
[00:15:37.800 --> 00:15:39.800]  在這三年的比喻裡
[00:15:39.800 --> 00:15:41.800]  我們會發現到
[00:15:41.800 --> 00:15:44.800]  原來耶穌都有一個特色
[00:15:44.800 --> 00:15:46.800]  就是他講完話之後
[00:15:46.800 --> 00:15:48.800]  討論了之後
[00:15:48.800 --> 00:15:51.800]  我們看到身邊的人感到非常詫異
[00:15:51.800 --> 00:15:53.800]  不用說什麼
[00:15:53.800 --> 00:15:55.800]  在前文前一點的時候
[00:15:55.800 --> 00:15:57.800]  我們翻看前一點
[00:15:57.800 --> 00:15:59.800]  有說到兩個兒子的比喻
[00:15:59.800 --> 00:16:01.800]  其實這兩個兒子的比喻
[00:16:01.800 --> 00:16:03.800]  大兒子和小兒子兩個的回應
[00:16:03.800 --> 00:16:06.800]  給我們一個很大的詫異
[00:16:06.800 --> 00:16:09.800]  大兒子說我不去
[00:16:09.800 --> 00:16:12.800]  後來他扭轉了
[00:16:12.800 --> 00:16:14.800]  小兒子說我不去
[00:16:14.800 --> 00:16:16.800]  我又不去做
[00:16:16.800 --> 00:16:18.800]  說一場
[00:16:18.800 --> 00:16:21.800]  國賢戶的比喻
[00:16:21.800 --> 00:16:23.800]  也是同樣的
[00:16:23.800 --> 00:16:25.800]  也談論到
[00:16:25.800 --> 00:16:27.800]  為什麼一個這樣的原主
[00:16:27.800 --> 00:16:29.800]  願意拼命
[00:16:29.800 --> 00:16:32.800]  為他的租戶那麼努力
[00:16:32.800 --> 00:16:34.800]  預備一切
[00:16:34.800 --> 00:16:36.800]  最後還要被他們這樣
[00:16:36.800 --> 00:16:38.800]  連自己的兒子繼承人都被殺死
[00:16:38.800 --> 00:16:40.800]  真是令人詫異
[00:16:40.800 --> 00:16:42.800]  為什麼來到這裡
[00:16:42.800 --> 00:16:45.800]  同樣談論這個現象
[00:16:45.800 --> 00:16:47.800]  為什麼這幫人
[00:16:47.800 --> 00:16:49.800]  是這樣的表現呢
[00:16:49.800 --> 00:16:52.800]  不過今天所說的這個比喻
[00:16:52.800 --> 00:16:54.800]  多一點
[00:16:54.800 --> 00:16:56.800]  說多一點
[00:16:56.800 --> 00:16:58.800]  就是告訴我們
[00:16:58.800 --> 00:17:00.800]  原來在這個比喻裡
[00:17:00.800 --> 00:17:02.800]  上帝有一個審判
[00:17:02.800 --> 00:17:04.800]  會進行
[00:17:04.800 --> 00:17:06.800]  審判會進行
[00:17:06.800 --> 00:17:08.800]  是前文那些沒有說的
[00:17:08.800 --> 00:17:11.800]  前文那些還是說反應
[00:17:11.800 --> 00:17:13.800]  兩個兒子的反應
[00:17:13.800 --> 00:17:16.800]  元戶的反應
[00:17:16.800 --> 00:17:18.800]  來到這段
[00:17:18.800 --> 00:17:20.800]  不單單是賓客的反應
[00:17:20.800 --> 00:17:22.800]  還有審判
[00:17:22.800 --> 00:17:24.800]  我們來看看
[00:17:24.800 --> 00:17:26.800]  理論上應該說三堂
[00:17:26.800 --> 00:17:28.800]  不過我把它濃縮了
[00:17:28.800 --> 00:17:30.800]  變成一堂說
[00:17:30.800 --> 00:17:32.800]  希望可以說得快一點
[00:17:32.800 --> 00:17:34.800]  在這個比喻裡
[00:17:34.800 --> 00:17:36.800]  強調的地方
[00:17:36.800 --> 00:17:38.800]  是有一個君王為自己的兒子
[00:17:38.800 --> 00:17:42.800]  設擺婚宴的慶典
[00:17:42.800 --> 00:17:44.800]  第二
[00:17:44.800 --> 00:17:46.800]  在這個婚宴的
[00:17:46.800 --> 00:17:48.800]  預備過程當中
[00:17:48.800 --> 00:17:51.800]  原來這個君王
[00:17:51.800 --> 00:17:54.800]  是去呼召了兩批人
[00:17:54.800 --> 00:17:56.800]  兩批什麼人呢
[00:17:56.800 --> 00:17:59.800]  一批是他認識的人
[00:17:59.800 --> 00:18:02.800]  另一批他沒認識的人
[00:18:02.800 --> 00:18:06.800]  第三
[00:18:06.800 --> 00:18:08.800]  在這個婚宴的慶典裡
[00:18:08.800 --> 00:18:11.800]  君王已經預備了一切
[00:18:11.800 --> 00:18:14.800]  只不過這兩類的人
[00:18:14.800 --> 00:18:16.800]  有不同的回應
[00:18:16.800 --> 00:18:18.800]  不同的反應
[00:18:18.800 --> 00:18:20.800]  有哪兩種的反應
[00:18:20.800 --> 00:18:22.800]  第一種的反應
[00:18:22.800 --> 00:18:24.800]  就是完全漠視
[00:18:24.800 --> 00:18:29.800]  找藉口不去參加這個婚宴
[00:18:29.800 --> 00:18:31.800]  另外
[00:18:31.800 --> 00:18:34.800]  一個反應就是
[00:18:34.800 --> 00:18:36.800]  被召的人真的來了
[00:18:36.800 --> 00:18:40.800]  不過有些穿好禮服
[00:18:40.800 --> 00:18:42.800]  去參加婚宴
[00:18:42.800 --> 00:18:44.800]  但有一個
[00:18:44.800 --> 00:18:46.800]  不穿禮服
[00:18:46.800 --> 00:18:48.800]  就踏進來了
[00:18:48.800 --> 00:18:49.800]  最後
[00:18:49.800 --> 00:18:53.800]  同樣在這個比喻裡
[00:18:53.800 --> 00:18:55.800]  也讓我們看到
[00:18:55.800 --> 00:18:59.800]  有一個很令人詫異的結果
[00:18:59.800 --> 00:19:01.800]  在這裡
[00:19:01.800 --> 00:19:02.800]  就是審判
[00:19:02.800 --> 00:19:04.800]  如果審判的終結的結論
[00:19:04.800 --> 00:19:06.800]  就是被召的人多
[00:19:06.800 --> 00:19:09.800]  選上的人少
[00:19:09.800 --> 00:19:12.800]  這個比喻的結構
[00:19:12.800 --> 00:19:14.800]  很簡單
[00:19:14.800 --> 00:19:16.800]  其實要說很快
[00:19:16.800 --> 00:19:17.800]  不過
[00:19:17.800 --> 00:19:19.800]  裡面有什麼地方
[00:19:19.800 --> 00:19:20.800]  值得我們思想呢
[00:19:20.800 --> 00:19:21.800]  我分為三個部分
[00:19:21.800 --> 00:19:23.800]  第一個部分比較長一點
[00:19:23.800 --> 00:19:24.800]  主要說到
[00:19:24.800 --> 00:19:28.800]  原來有很多廣為神所認識的人
[00:19:28.800 --> 00:19:31.800]  他們是冷淡無事
[00:19:31.800 --> 00:19:35.800]  這個恩典
[00:19:35.800 --> 00:19:37.800]  最終被召的人
[00:19:37.800 --> 00:19:39.800]  是失落了這個恩典
