
[00:00:00.000 --> 00:00:05.600]  各位親愛的弟兄姐妹們 平安
[00:14:02.720 --> 00:14:06.720]  遲早會消遠的
[00:14:06.720 --> 00:14:13.720]  那些錢會不斷像倒水一樣倒出去
[00:14:13.720 --> 00:14:16.720]  第二方面,關稅戰
[00:14:16.720 --> 00:14:20.720]  已經嚴重導致美國物價高漲
[00:14:20.720 --> 00:14:22.720]  赤字擴大
[00:14:22.720 --> 00:14:27.720]  必然會導致國債飆高
[00:14:27.720 --> 00:14:30.720]  伊朗反擊下
[00:14:30.720 --> 00:14:33.720]  它要控制海峽
[00:14:33.720 --> 00:14:37.720]  由它指令哪些能過哪些不能過
[00:14:37.720 --> 00:14:40.720]  帶來的結果是全球受影響
[00:14:40.720 --> 00:14:43.720]  是因爲這樣,原油價
[00:14:43.720 --> 00:14:47.720]  是人都知道是全球都飆高
[00:14:47.720 --> 00:14:51.720]  而美國也都是不能例外
[00:14:51.720 --> 00:14:59.720]  是已經超過以前差不多三分之二
[00:14:59.720 --> 00:15:02.720]  是因爲這樣
[00:15:02.720 --> 00:15:05.720]  到底他們能夠捱得多久呢?
[00:15:05.720 --> 00:15:07.720]  沒有人能夠知道
[00:15:07.720 --> 00:15:14.720]  第三方面,是更多美國人留意和擔心
[00:15:14.720 --> 00:15:16.720]  就是到處樹敵
[00:15:16.720 --> 00:15:23.720]  對美國的經濟和美國整體市民的安全更加不利
[00:15:23.720 --> 00:15:27.720]  當美國人要到外面旅行的時候
[00:15:27.720 --> 00:15:32.720]  隨時會帶來暴力、恐怖的襲擊
[00:15:32.720 --> 00:15:38.720]  特別是伊朗封閉了霍爾木茲海峽之後
[00:15:38.720 --> 00:15:40.720]  所有歐亞國家
[00:15:40.720 --> 00:15:43.720]  特別是支持美伊的國家
[00:15:43.720 --> 00:15:45.720]  全部都受累
[00:15:45.720 --> 00:15:47.720]  而還有一件事
[00:15:47.720 --> 00:15:50.720]  美國本身也是騎虎難下
[00:15:50.720 --> 00:15:53.720]  是爲什麼世界會搞成這樣呢?
[00:15:53.720 --> 00:15:57.720]  到底出路在哪裏呢?
[00:15:57.720 --> 00:16:01.720]  摩西在真正建國之前
[00:16:01.720 --> 00:16:06.720]  說的照命就是他要從神那裏領受
[00:16:06.720 --> 00:16:09.720]  所有人都要遵守的GPS
[00:16:09.720 --> 00:16:13.720]  而這個GPS我連續講了幾次
[00:16:13.720 --> 00:16:17.720]  大體的內容我現在和大家重溫一下
[00:16:17.720 --> 00:16:20.720]  首先第一個就是信仰上
[00:16:20.720 --> 00:16:22.720]  是重中之重
[00:16:22.720 --> 00:16:25.720]  是信仰上的GPS
[00:16:25.720 --> 00:16:28.720]  是人和神之間的GPS
[00:16:28.720 --> 00:16:30.720]  這是信仰的基礎
[00:16:30.720 --> 00:16:32.720]  道德的基礎
[00:16:32.720 --> 00:16:36.720]  是人與人之間關係的基礎
[00:16:36.720 --> 00:16:38.720]  聖經20章第一節
[00:16:38.720 --> 00:16:40.720]  神吩咐這一切的話
[00:16:40.720 --> 00:16:43.720]  說我是你的神
[00:16:43.720 --> 00:16:46.720]  曾將你從埃及遺奴之家領出來
[00:16:46.720 --> 00:16:50.720]  除了我以外你不可以有別的神
[00:16:50.720 --> 00:16:54.720]  這個地方開門見山
[00:16:54.720 --> 00:16:56.720]  給人看得到
[00:16:56.720 --> 00:16:58.720]  神是要告訴人
[00:16:58.720 --> 00:17:01.720]  在信仰上他不會強迫人去信
[00:17:01.720 --> 00:17:04.720]  但他希望人能夠清楚地看得見
[00:17:04.720 --> 00:17:07.720]  人如果要有一個真正的GPS
[00:17:07.720 --> 00:17:10.720]  是人都要遵守的時候
[00:17:10.720 --> 00:17:12.720]  他要緊緊記住
[00:17:12.720 --> 00:17:14.720]  除非你是緊守
[00:17:14.720 --> 00:17:16.720]  而我告訴你的
[00:17:16.720 --> 00:17:20.720]  這個戒明律例和現象
[00:17:20.720 --> 00:17:23.720]  否則這個世界是不可能會有一個
[00:17:23.720 --> 00:17:26.720]  共一的一個看法
[00:17:26.720 --> 00:17:28.720]  是人都不同
[00:17:28.720 --> 00:17:31.720]  而神就告訴他們
[00:17:31.720 --> 00:17:34.720]  你們爲什麼要守住這條戒明
[00:17:34.720 --> 00:17:36.720]  是因爲你們經歷過
[00:17:36.720 --> 00:17:39.720]  你們親身看到
[00:17:39.720 --> 00:17:44.720]  是我曾經將你們從埃及地遺奴之家領出來
[00:17:44.720 --> 00:17:47.720]  過紅海是一個神蹟
[00:17:47.720 --> 00:17:52.720]  爲什麼紅海可以變成綠地
[00:17:52.720 --> 00:17:55.720]  旱地你們過
[00:17:55.720 --> 00:17:57.720]  爲什麼過了之後
[00:17:57.720 --> 00:18:02.720]  我將那條紅海又再次合上那些水
[00:18:02.720 --> 00:18:06.720]  是爲什麼埃及的官兵全部會死在裏面
[00:18:06.720 --> 00:18:08.720]  這是神蹟
[00:18:08.720 --> 00:18:10.720]  是你們都見得到的神蹟
[00:18:10.720 --> 00:18:12.720]  是因爲這樣的緣故
[00:18:12.720 --> 00:18:14.720]  希望你們能夠明白
[00:18:14.720 --> 00:18:15.720]  除了我以外
[00:18:15.720 --> 00:18:18.720]  你們不可以有別的神
[00:18:18.720 --> 00:18:20.720]  有的人說
[00:18:20.720 --> 00:18:23.720]  爲什麼你不尊重其他人的信仰呢?
[00:18:23.720 --> 00:18:24.720]  我們尊重
[00:18:24.720 --> 00:18:27.720]  但是其他你留意看一看
[00:18:27.720 --> 00:18:29.720]  有哪個人的信仰
[00:18:29.720 --> 00:18:32.720]  他們的神是直接向他們啓迪
[00:18:32.720 --> 00:18:35.720]  告訴他們他是神
[00:18:35.720 --> 00:18:37.720]  是要他們去信
[00:18:37.720 --> 00:18:38.720]  哪個呢?
[00:18:38.720 --> 00:18:40.720]  你講出來
[00:18:40.720 --> 00:18:42.720]  然後哪個講出來之後
[00:18:42.720 --> 00:18:44.720]  他又是用實際的行動
[00:18:44.720 --> 00:18:45.720]  讓他們看得見
[00:18:45.720 --> 00:18:47.720]  原來他就是那一位
[00:18:47.720 --> 00:18:49.720]  創天造地的主
[00:18:49.720 --> 00:18:52.720]  有哪個神告訴我們
[00:18:52.720 --> 00:18:55.720]  他是創天造地的主
[00:18:55.720 --> 00:18:58.720]  而實際上是通過歷史的考驗
[00:18:58.720 --> 00:19:00.720]  考古的考驗
[00:19:00.720 --> 00:19:01.720]  科學的考驗
[00:19:01.720 --> 00:19:03.720]  各方面的東西
[00:19:03.720 --> 00:19:04.720]  好像我們今天
[00:19:04.720 --> 00:19:06.720]  看回《創世紀》裏面
[00:19:06.720 --> 00:19:08.720]  你看到的那些星球、宇宙
[00:19:08.720 --> 00:19:10.720]  全部都是怎樣的呢?
[00:19:10.720 --> 00:19:12.720]  是有秩序的
[00:19:12.720 --> 00:19:15.720]  星球是複數的
[00:19:15.720 --> 00:19:19.720]  但是地球是隻有一個
[00:19:19.720 --> 00:19:22.720]  第二 星球是圓的
[00:19:22.720 --> 00:19:24.720]  每一個星球都是圓的
[00:19:24.720 --> 00:19:27.720]  是圓掛在空中的
[00:19:27.720 --> 00:19:32.720]  有哪個人是三千五百多年前
[00:19:32.720 --> 00:19:34.720]  已經告訴我們
[00:19:34.720 --> 00:19:37.720]  這個世界是這樣的呢?
[00:19:37.720 --> 00:19:38.720]  另一方面
[00:19:38.720 --> 00:19:43.720]  是哪個信仰告訴我們
[00:19:43.720 --> 00:19:45.720]  我們今天信的神
[00:19:45.720 --> 00:19:50.720]  是比每一個星球都有一條軌跡去行
[00:19:50.720 --> 00:19:52.720]  誰是這樣的呢?
[00:19:52.720 --> 00:19:54.720]  除了我們相信的這個神
[00:19:54.720 --> 00:19:56.720]  有誰是這樣的呢?
[00:19:56.720 --> 00:20:01.720]  還有哪個神是直接向人顯現
[00:20:01.720 --> 00:20:02.720]  來將他一切
[00:20:02.720 --> 00:20:06.720]  啓示、調摩西、舍弟他
[00:20:06.720 --> 00:20:08.720]  除了聖經的這個神
[00:20:08.720 --> 00:20:10.720]  還有誰呢?
[00:20:10.720 --> 00:20:11.720]  所以有這樣的緣故
[00:20:11.720 --> 00:20:12.720]  在信仰裏面
[00:20:12.720 --> 00:20:14.720]  神就說得很清楚
[00:20:14.720 --> 00:20:15.720]  除了我以外
[00:20:15.720 --> 00:20:19.720]  你不可以有別的神
[00:20:19.720 --> 00:20:20.720]  第二個方面
[00:20:20.720 --> 00:20:22.720]  春一及紀二十章第四章
[00:20:22.720 --> 00:20:24.720]  不可以爲自己雕刻柳杖
[00:20:24.720 --> 00:20:26.720]  也不可以做什麼形象
[00:20:26.720 --> 00:20:28.720]  彷彿上天、下地、和地底下
[00:20:28.720 --> 00:20:30.720]  水中的白雲
[00:20:30.720 --> 00:20:32.720]  不可跪拜的那些杖
[00:20:32.720 --> 00:20:33.720]  也不可以侍奉他
[00:20:33.720 --> 00:20:34.720]  因爲我
[00:20:34.720 --> 00:20:36.720]  也就是說你的神是忌邪的神
[00:20:36.720 --> 00:20:37.720]  恨我的
[00:20:37.720 --> 00:20:39.720]  我必追討他的罪
[00:20:39.720 --> 00:20:40.720]  至父及子
[00:20:40.720 --> 00:20:41.720]  直到三、四代
[00:20:41.720 --> 00:20:42.720]  愛我
[00:20:42.720 --> 00:20:43.720]  守我皆命
[00:20:43.720 --> 00:20:45.720]  我必向他們發慈愛
[00:20:45.720 --> 00:20:46.720]  直到千代
[00:20:46.720 --> 00:20:50.720]  這個我也曾經和你們說過
[00:20:50.720 --> 00:20:52.720]  爲什麼我們要這樣
[00:20:52.720 --> 00:20:55.720]  來守這些割戒
[00:20:55.720 --> 00:20:57.720]  爲什麼我們要信
[00:20:57.720 --> 00:20:59.720]  這個獨一的真神
[00:20:59.720 --> 00:21:01.720]  不是拜那些
[00:21:01.720 --> 00:21:02.720]  一口無言
[00:21:02.720 --> 00:21:03.720]  二目無光
[00:21:03.720 --> 00:21:04.720]  三參不食
[00:21:04.720 --> 00:21:05.720]  四肢無力
[00:21:05.720 --> 00:21:06.720]  五官不靈
[00:21:06.720 --> 00:21:07.720]  六親無靠
[00:21:07.720 --> 00:21:08.720]  七竅不通
[00:21:08.720 --> 00:21:09.720]  八面威風
[00:21:09.720 --> 00:21:10.720]  九座不動
[00:21:10.720 --> 00:21:12.720]  實在無用的那些牛杖
[00:21:12.720 --> 00:21:13.720]  爲什麼
[00:21:13.720 --> 00:21:15.720]  因爲我們看得見
[00:21:15.720 --> 00:21:16.720]  因爲這個神
[00:21:16.720 --> 00:21:18.720]  祂造我們出來
[00:21:18.720 --> 00:21:19.720]  祂救我們
[00:21:19.720 --> 00:21:21.720]  所以因爲這樣的緣故
[00:21:21.720 --> 00:21:23.720]  我們從我們的理性上也好
[00:21:23.720 --> 00:21:25.720]  從我們的經歷上也好
[00:21:25.720 --> 00:21:28.720]  你知道這個神是真的
[00:21:28.720 --> 00:21:30.720]  祂甚至在二千年前
[00:21:30.720 --> 00:21:32.720]  直接到成爲肉身
[00:21:32.720 --> 00:21:33.720]  來到這個世界
[00:21:33.720 --> 00:21:35.720]  揹我們一切的罪
[00:21:35.720 --> 00:21:36.720]  救我們
[00:21:36.720 --> 00:21:37.720]  因爲這樣
[00:21:37.720 --> 00:21:39.720]  祂叫我們信祂
[00:21:39.720 --> 00:21:43.720]  是實際上實至名歸的
[00:21:43.720 --> 00:21:45.720]  第三個方面
[00:21:45.720 --> 00:21:46.720]  第七次
[00:21:46.720 --> 00:21:48.720]  我們不可以罔清
[00:21:48.720 --> 00:21:50.720]  又說你神的名
[00:21:50.720 --> 00:21:52.720]  因爲罔清又說名的
[00:21:52.720 --> 00:21:55.720]  又說必不以他爲無罪
[00:21:55.720 --> 00:22:01.720]  當講完四條戒命之後
[00:22:01.720 --> 00:22:02.720]  到第五條
[00:22:02.720 --> 00:22:04.720]  接着他就說
[00:22:04.720 --> 00:22:06.720]  當紀念按成仁
[00:22:06.720 --> 00:22:08.720]  守衛成仁
[00:22:09.720 --> 00:22:10.720]  老實說
[00:22:10.720 --> 00:22:12.720]  就是因爲我們的神
[00:22:12.720 --> 00:22:14.720]  是一個如此獨特的神
[00:22:14.720 --> 00:22:16.720]  是一個向人顯現的神
[00:22:16.720 --> 00:22:19.720]  是創天造地的主
[00:22:19.720 --> 00:22:20.720]  是拯救我們的神
[00:22:20.720 --> 00:22:22.720]  所以因爲這樣的緣故
[00:22:22.720 --> 00:22:26.720]  是值得我們每度安息日
[00:22:26.720 --> 00:22:32.720]  首先祂創造六日到第七日安息
[00:22:32.720 --> 00:22:34.720]  我們紀念祂的創造
[00:22:34.720 --> 00:22:35.720]  第二
[00:22:35.720 --> 00:22:40.720]  是紀念祂過紅海的救贖
[00:22:40.720 --> 00:22:41.720]  第三
[00:22:41.720 --> 00:22:45.720]  是紀念耶穌基督的復活到主人
[00:22:45.720 --> 00:22:47.720]  我們要紀念祂
[00:22:47.720 --> 00:22:48.720]  爲什麼?
[00:22:48.720 --> 00:22:51.720]  是因爲我們親身經歷過
[00:22:51.720 --> 00:22:53.720]  我們是應該要紀念
[00:22:53.720 --> 00:22:56.720]  第五條
[00:22:56.720 --> 00:22:57.720]  倫理道德上
[00:22:57.720 --> 00:23:00.720]  是叫我們第一個一定要遵守的
[00:23:00.720 --> 00:23:01.720]  孝敬父母
[00:23:01.720 --> 00:23:05.720]  洗禮的日子在猶如你所賜禮的地上得以長久
[00:23:05.720 --> 00:23:08.720]  而以弗所恕更加清楚地說道
[00:23:08.720 --> 00:23:11.720]  要孝敬父母洗禮得福
[00:23:11.720 --> 00:23:13.720]  在世長壽
[00:23:13.720 --> 00:23:19.720]  他說這是第一條應許的戒律
[00:23:19.720 --> 00:23:20.720]  老實說
