
[00:00:00.000 --> 00:00:04.620]  各位網友 歡迎收看這條片子
[00:02:42.580 --> 00:02:49.660]  有興趣大家回去可以特別看《獵王紀》上的十八、十九章
[00:02:49.660 --> 00:02:55.020]  還有一些其他的記載 最重要的是這兩章的聖經
[00:02:55.020 --> 00:02:58.180]  剛才我們說以利亞的起始點
[00:02:58.180 --> 00:03:02.100]  其實是一個很自卑的人 因為他應該自卑
[00:03:02.100 --> 00:03:04.580]  因為他來自一個寂寂無聞的地方
[00:03:04.580 --> 00:03:09.900]  聖經裏面一開始就說 以利亞是提斯比人
[00:03:09.900 --> 00:03:14.140]  提斯比這個地方就是約旦河東那些很山楂的地方
[00:03:14.140 --> 00:03:17.420]  那些地方很少人住的 就算住也是寄居的
[00:03:17.420 --> 00:03:21.300]  但是以利亞的鄉下就在那裏 所以他極有限
[00:03:21.300 --> 00:03:24.260]  他家裏完全是不見經傳
[00:03:24.260 --> 00:03:27.940]  不過神的呼召就臨到一個這樣的人
[00:03:27.940 --> 00:03:32.220]  神就選了他 做了一件很偉大的事
[00:03:32.220 --> 00:03:36.740]  就是走到皇帝的面前 要面對整個國家的宗教信仰
[00:03:36.740 --> 00:03:39.980]  因為那時候的以色列國是一個很墮落的國家
[00:03:39.980 --> 00:03:42.580]  道德上的墮落 信仰上的墮落
[00:03:42.580 --> 00:03:46.980]  很多的偶像 尤其是巴力的敬拜
[00:03:46.980 --> 00:03:52.700]  和阿哈這個皇帝的太太中間 叫耶西別
[00:03:52.700 --> 00:03:57.740]  他就引進了這個叫做亞瑟拉的女神的敬拜
[00:03:57.740 --> 00:04:01.140]  所以在這個一塌糊塗的世代裏面
[00:04:01.140 --> 00:04:05.100]  神就呼召了一個寂寂無聞的以利亞
[00:04:05.100 --> 00:04:08.740]  要去扭轉這個時代 要去跟皇帝說
[00:04:08.740 --> 00:04:12.580]  他叫他跟皇帝說 如果你不悔改
[00:04:12.580 --> 00:04:17.300]  天就三年都不下雨 成為你的警告和懲罰
[00:04:17.300 --> 00:04:19.060]  於是以利亞就去了
[00:04:19.060 --> 00:04:22.940]  但是我們看到其實以利亞 跟著那個記載裏面
[00:04:22.940 --> 00:04:25.860]  智女行奸是一個很複雜的人
[00:04:25.860 --> 00:04:30.260]  因為本來很自卑的 想都沒想過他要承擔這麼重的責任的人
[00:04:30.260 --> 00:04:32.300]  突然間會看到飄飄然
[00:04:32.300 --> 00:04:35.380]  啊 我整個國家就彈在我身上
[00:04:35.380 --> 00:04:37.820]  於是我們發覺有些說話
[00:04:37.820 --> 00:04:42.900]  你猜到 也都看到以利亞那種心裏面那種開始自我膨脹
[00:04:42.900 --> 00:04:47.060]  你看到以利亞走去見這個阿哈皇帝的時候 會說什麼
[00:04:47.060 --> 00:04:52.500]  他說如果沒有我的命令 天就不下雨了
[00:04:52.500 --> 00:04:55.260]  其實這句話肯定就不是神叫他說的
[00:04:55.260 --> 00:04:56.860]  是他自己說的
[00:04:56.860 --> 00:05:01.140]  因為神的意思就是說 如果你不悔改的話 神就不下雨
[00:05:01.140 --> 00:05:02.700]  不下雨的是神
[00:05:02.700 --> 00:05:06.860]  但是以利亞當他說的時候 跟阿哈說沒有我的命令
[00:05:06.860 --> 00:05:10.180]  就留意到這個字 沒有我的命令就不會下雨了
[00:05:10.180 --> 00:05:12.900]  然後真的沒有下雨的時候 三年的時候
[00:05:12.900 --> 00:05:15.980]  皇帝很緊張 派了一個家宰
[00:05:15.980 --> 00:05:20.580]  或者我們說是好像是他自己的管家那樣
[00:05:20.580 --> 00:05:25.060]  走去到處找水 在路上就碰到以利亞
[00:05:25.060 --> 00:05:27.780]  聖經記載說他見到以利亞的時候
[00:05:27.780 --> 00:05:29.740]  說你就是那個以利亞
[00:05:29.740 --> 00:05:31.500]  那以利亞說什麼呢?
[00:05:31.500 --> 00:05:36.820]  他說你回去告訴你老闆
[00:05:36.820 --> 00:05:39.220]  以利亞在這裏
[00:05:39.220 --> 00:05:40.580]  啊 真是厲害
[00:05:40.580 --> 00:05:42.780]  你想找水啊?你想下雨啊?
[00:05:42.780 --> 00:05:45.020]  問我吧 問以利亞吧
[00:05:45.020 --> 00:05:47.660]  你看這個人突然間就膨脹
[00:05:47.660 --> 00:05:52.820]  他感覺到他自己承擔這麼重要的責任
[00:05:52.820 --> 00:05:55.380]  這樣的人神怎麼可以用他呢?
[00:05:55.380 --> 00:05:59.420]  所以神就給他一個很厲害的訓練
[00:05:59.420 --> 00:06:04.140]  這個訓練我在幾年前和大家在崇拜裏面都提過了
[00:06:04.140 --> 00:06:05.380]  今天不是我們的重點
[00:06:05.380 --> 00:06:08.900]  不過和大家好快的去總結一下
[00:06:08.900 --> 00:06:10.900]  這三個訓練裏面
[00:06:10.900 --> 00:06:16.140]  要將以利亞從一個自我膨脹的人一直收
[00:06:16.140 --> 00:06:20.460]  去打 讓他適合給神所用
[00:06:20.460 --> 00:06:25.700]  第一個訓練就是叫他去基納溪旁
[00:06:25.700 --> 00:06:28.140]  基納溪是一條小到無倫的溪
[00:06:28.140 --> 00:06:32.900]  那條溪水每年到了夏季都已經是乾的了
[00:06:32.900 --> 00:06:38.100]  再加上天天不下雨 那條水根本是不能喝的
[00:06:38.100 --> 00:06:39.820]  於是就去那裏
[00:06:39.820 --> 00:06:46.140]  在烏鴉等小鳥來給他吃
[00:06:46.140 --> 00:06:49.540]  果然很快就沒有水了
[00:06:49.540 --> 00:06:51.100]  在這個過程當中
[00:06:51.100 --> 00:06:53.940]  以利亞對神有一種絕對的信任
[00:06:53.940 --> 00:06:55.620]  他要學對神的信任
[00:06:55.620 --> 00:06:58.020]  要學到忍耐
[00:06:58.020 --> 00:07:00.220]  要學到完全的信奉
[00:07:00.220 --> 00:07:04.700]  有這樣的基本的素質之後
[00:07:04.700 --> 00:07:06.780]  才可以給神所用
[00:07:06.780 --> 00:07:08.860]  然後他就離開了這個地方
[00:07:08.860 --> 00:07:11.060]  神叫他去薩勒法的地方
[00:07:11.060 --> 00:07:15.860]  去投靠一個什麼都沒有寡婦
[00:07:15.860 --> 00:07:17.660]  在這個過程當中
[00:07:17.660 --> 00:07:22.860]  他發覺他能夠靠著神有一個很大的神蹟
[00:07:22.860 --> 00:07:28.380]  不過你留意為何要走去薩勒法呢?
[00:07:28.380 --> 00:07:34.780]  如果查你就知道薩勒法就是最奸的耶駒別的家鄉
[00:07:34.780 --> 00:07:36.820]  就是敵人的大本營裏面
[00:07:36.820 --> 00:07:40.100]  投靠一個一無所有的寡婦
[00:07:40.100 --> 00:07:42.780]  那寡婦當然有一個很特別的神蹟
[00:07:42.780 --> 00:07:43.900]  以利亞
[00:07:43.900 --> 00:07:45.340]  他奴隸什麼都不能吃
[00:07:45.340 --> 00:07:47.820]  又沒有油、沒有粉
[00:07:47.820 --> 00:07:49.380]  根本大家會餓死
[00:07:49.380 --> 00:07:52.620]  於是以利亞就在他的神蹟裏面
[00:07:52.620 --> 00:07:56.980]  讓這些油和麵粉不住不住的都有
[00:07:56.980 --> 00:07:59.220]  這是一個很偉大很驚人的神蹟
[00:07:59.220 --> 00:08:00.220]  不過有一個很有趣的
[00:08:00.220 --> 00:08:01.220]  就像剛才說的
[00:08:01.220 --> 00:08:04.740]  要他在一個敵人的家鄉裏面
[00:08:04.740 --> 00:08:06.780]  在敵人的陣地裏面做
[00:08:06.780 --> 00:08:08.860]  於是他沒辦法公開表演
[00:08:08.860 --> 00:08:09.860]  沒有掌聲
[00:08:09.860 --> 00:08:12.060]  他只是關上門靜靜來做
[00:08:12.060 --> 00:08:16.860]  讓他那個自我膨脹的機會完全減到零
[00:08:16.860 --> 00:08:19.500]  那麼以利亞經歷了神的真實
[00:08:19.500 --> 00:08:26.940]  但是他沒有機會讓他自己去表演他的偉大的神蹟
[00:08:26.940 --> 00:08:29.460]  最後一個的挑戰更加厲害
[00:08:29.460 --> 00:08:32.060]  就在這個時候慢慢發生另外一件事
[00:08:32.060 --> 00:08:35.740]  就是他寡婦的兒子病死
[00:08:35.740 --> 00:08:36.940]  這是唯一的兒子
[00:08:36.940 --> 00:08:38.140]  這是他的心肝
[00:08:38.140 --> 00:08:39.860]  這個兒子病的時候
[00:08:39.860 --> 00:08:41.660]  一邊病一邊被人病死了
[00:08:41.660 --> 00:08:44.740]  於是寡婦就狂罵以利亞
[00:08:44.740 --> 00:08:47.020]  有時候我們說為什麼要狂罵他
[00:08:47.020 --> 00:08:47.820]  關他什麼事
[00:08:47.820 --> 00:08:49.580]  你的兒子病而已
[00:08:49.580 --> 00:08:50.900]  別人沒有弄死你的兒子
[00:08:50.900 --> 00:08:52.060]  但是我後來想一想
[00:08:52.060 --> 00:08:53.140]  也有理由的
[00:08:53.140 --> 00:08:54.980]  你想想過程當中
[00:08:54.980 --> 00:08:58.060]  這個毫無辦法的寡婦什麼都沒有
[00:08:58.060 --> 00:08:59.580]  兒子開始病的時候
[00:08:59.580 --> 00:09:01.020]  這是他最心痛的事
[00:09:01.020 --> 00:09:02.180]  最危險的事
[00:09:02.180 --> 00:09:03.380]  最擔心的事
[00:09:03.380 --> 00:09:04.740]  我相信很簡單
[00:09:04.740 --> 00:09:05.940]  第一件他一定會做的
[00:09:05.940 --> 00:09:06.540]  就是什麼呢?
[00:09:06.540 --> 00:09:08.100]  家裡有個神人
[00:09:08.100 --> 00:09:09.500]  這個以利亞
[00:09:09.500 --> 00:09:12.260]  所以他一定會找以利亞為他祈禱
[00:09:12.260 --> 00:09:14.540]  以利亞肯定不會說我最近很忙
[00:09:14.540 --> 00:09:15.140]  我沒空
[00:09:15.140 --> 00:09:16.140]  不會的
[00:09:16.140 --> 00:09:17.020]  他當然為他祈禱
[00:09:17.020 --> 00:09:17.540]  我很好
[00:09:17.540 --> 00:09:18.340]  我為你祈禱
[00:09:18.340 --> 00:09:19.820]  於是聖經告訴他
[00:09:19.820 --> 00:09:20.540]  這個兒子
[00:09:20.540 --> 00:09:22.300]  一直以利亞一直祈禱
[00:09:22.300 --> 00:09:23.780]  這個兒子越病越重
[00:09:23.780 --> 00:09:25.380]  以利亞越來越祈禱
[00:09:25.380 --> 00:09:26.820]  兒子就越病越重
[00:09:26.820 --> 00:09:28.620]  最後死了
[00:09:28.620 --> 00:09:31.820]  所以那個媽媽非常生氣
[00:09:31.820 --> 00:09:32.900]  為什麼會這樣?
[00:09:32.900 --> 00:09:34.580]  你奇什麼?
[00:09:34.580 --> 00:09:35.580]  以利亞這個時候
[00:09:35.580 --> 00:09:38.500]  他的自尊真的踩到鐵底
[00:09:38.500 --> 00:09:39.820]  什麼辦法都沒有
[00:09:39.820 --> 00:09:43.660]  他唯有抱著這個年輕人的死屍
[00:09:43.660 --> 00:09:45.380]  在喊神啊神啊
[00:09:45.380 --> 00:09:46.220]  你幫他吧
[00:09:46.220 --> 00:09:47.300]  你救他吧
[00:09:47.300 --> 00:09:50.660]  於是這個生命重新復活
[00:09:50.660 --> 00:09:52.540]  在這幾個挑戰裡面
[00:09:52.540 --> 00:09:59.500]  讓自我以利亞的驕傲一直削弱到沒有
[00:09:59.500 --> 00:10:00.860]  他就合格了
[00:10:00.860 --> 00:10:02.980]  於是就可以做一件大事了
[00:10:02.980 --> 00:10:06.020]  於是生命又開始上到高峰
[00:10:06.020 --> 00:10:07.740]  大家應該很記得
[00:10:07.740 --> 00:10:10.820]  然後神讓他在加密山上
[00:10:10.820 --> 00:10:16.140]  一個人對抗850個假先知的敵人
[00:10:16.140 --> 00:10:17.660]  一對850
[00:10:17.660 --> 00:10:19.980]  450個巴力的先知
[00:10:19.980 --> 00:10:21.980]  400個亞瑟拉的先知
[00:10:21.980 --> 00:10:23.380]  人多勢眾
[00:10:23.380 --> 00:10:26.260]  但是整個過程當中
[00:10:26.260 --> 00:10:30.980]  神顯出偉大站在以利亞那邊
[00:10:30.980 --> 00:10:37.660]  於是火從天上燒取以利亞的祭物
[00:10:37.660 --> 00:10:40.180]  那些假先知搞了很久都出不來
[00:10:40.180 --> 00:10:42.300]  於是群情就洶湧了
[00:10:42.300 --> 00:10:44.340]  當時阿哈也在場
[00:10:44.340 --> 00:10:45.300]  這個皇帝
[00:10:45.300 --> 00:10:48.260]  看到群情就說真的知道了
[00:10:48.260 --> 00:10:50.140]  這個就是耶和華的真神了
[00:10:50.140 --> 00:10:53.220]  於是那些人就將這些假先知抓了去殺
[00:10:53.220 --> 00:10:54.660]  在這個時間裡面
[00:10:54.660 --> 00:11:00.500]  以利亞感覺到以色列的宗教信仰的復興要來了
[00:11:00.500 --> 00:11:01.980]  群眾醒了
[00:11:01.980 --> 00:11:03.940]  阿哈親眼看到了
[00:11:03.940 --> 00:11:09.180]  於是阿哈就轉身坐馬車回到他的王城耶斯列
[00:11:09.180 --> 00:11:11.340]  在這個地方
[00:11:11.340 --> 00:11:12.500]  聖經告訴我們
[00:11:12.500 --> 00:11:14.020]  以利亞很興奮
[00:11:14.020 --> 00:11:16.700]  拿著一條腰帶
[00:11:16.700 --> 00:11:17.860]  然後就跑
[00:11:17.860 --> 00:11:20.740]  跑到和車一樣這麼快就跑過頭
[00:11:20.740 --> 00:11:22.020]  這麼快做什麼?
[00:11:22.020 --> 00:11:24.380]  回到王城裡面要看復興
[00:11:24.380 --> 00:11:26.140]  怎知道回到去的時候
[00:11:26.140 --> 00:11:28.940]  他所得到的並不是看到以色列的復興
[00:11:28.940 --> 00:11:30.780]  他所期待的那幅圖畫
[00:11:30.780 --> 00:11:37.180]  而是耶洗別聽了阿哈他丈夫的報告之後
[00:11:37.180 --> 00:11:39.820]  耶洗別找人來和以利亞說
[00:11:39.820 --> 00:11:41.060]  如果我明天不殺你
[00:11:41.060 --> 00:11:42.420]  我就不姓耶
[00:11:42.420 --> 00:11:44.420]  不是這麼說的
[00:11:44.420 --> 00:11:46.580]  總之我一定要殺你
[00:11:46.580 --> 00:11:48.700]  於是以利亞就走了
[00:11:48.700 --> 00:11:52.020]  突然間一個很大的情緒崩潰
[00:11:52.020 --> 00:11:54.820]  聖經說以利亞就恐懼逃跑
[00:11:54.820 --> 00:11:56.300]  甚至求死
[00:11:56.300 --> 00:11:57.820]  什麼都放棄
[00:11:57.820 --> 00:11:59.940]  就是我們剛才所讀的聖經
[00:11:59.940 --> 00:12:01.540]  我不需要詳細再說
[00:12:01.540 --> 00:12:04.380]  一直走向南
[00:12:04.380 --> 00:12:06.980]  走去別士巴
[00:12:06.980 --> 00:12:08.300]  這是礦野的地方
[00:12:08.300 --> 00:12:09.420]  沒有水的地方
[00:12:09.420 --> 00:12:10.900]  去到那裡的時候
[00:12:10.900 --> 00:12:13.740]  最後將他跟著他的僕人都等下
[00:12:13.740 --> 00:12:15.260]  我自己走你不要再跟我
[00:12:15.260 --> 00:12:18.140]  自己一個人走到羅藤樹下求死
[00:12:18.140 --> 00:12:20.940]  聽到他所說的話是極度的憂鬱
[00:12:20.940 --> 00:12:23.340]  我夠了
[00:12:23.340 --> 00:12:25.940]  我不知道他的意思是神你玩夠我了
[00:12:25.940 --> 00:12:28.420]  因為神我人生夠了
[00:12:28.420 --> 00:12:29.580]  我不會再做了
[00:12:29.580 --> 00:12:31.180]  我死了就好了
[00:12:31.180 --> 00:12:33.180]  因為我什麼都做不出來
[00:12:33.180 --> 00:12:35.940]  我及不上我以往的列祖
[00:12:35.940 --> 00:12:37.740]  就在這個時間裡面
[00:12:37.740 --> 00:12:39.340]  以利亞就放下
[00:12:39.340 --> 00:12:40.500]  聖經告訴我們
[00:12:40.500 --> 00:12:44.500]  以利亞是一個典型的抑鬱
[00:12:44.500 --> 00:12:46.180]  這個典型的抑鬱裡面
[00:12:46.180 --> 00:12:46.740]  我們看看
[00:12:46.740 --> 00:12:48.940]  如果你看一下他這個現象
[00:12:48.940 --> 00:12:50.180]  第一他抽離了自己
[00:12:50.180 --> 00:12:53.100]  他不想再見人
[00:12:53.100 --> 00:12:56.020]  情緒低落
[00:12:56.020 --> 00:12:58.580]  他自憐覺得自己很慘
[00:12:58.580 --> 00:12:59.660]  他自卑
[00:12:59.660 --> 00:13:01.980]  他自己什麼用都沒有
[00:13:01.980 --> 00:13:04.660]  他喪失了所有的信心
[00:13:04.660 --> 00:13:06.580]  他對一切都沒有興趣
[00:13:06.580 --> 00:13:07.980]  他不想犧牲
[00:13:07.980 --> 00:13:09.460]  他很疲倦
[00:13:09.460 --> 00:13:10.900]  他心靈疲倦
[00:13:10.900 --> 00:13:12.500]  身體又疲倦
[00:13:12.500 --> 00:13:13.740]  他什麼都不想再試
[00:13:13.740 --> 00:13:15.140]  他放棄
[00:13:15.140 --> 00:13:16.620]  他憤怒
[00:13:16.620 --> 00:13:19.700]  他甚至想自己的性命都不要
[00:13:19.700 --> 00:13:22.220]  這個是不是你有時和我
[00:13:22.220 --> 00:13:25.540]  看到這一幅很嚴重的一個圖畫
[00:13:25.540 --> 00:13:27.140]  可能在你身上
[00:13:27.140 --> 00:13:30.700]  也都可能在你身邊的人身上
[00:13:30.700 --> 00:13:31.820]  究竟我們的神
[00:13:31.820 --> 00:13:36.540]  怎樣去和他重新拜他
[00:13:36.540 --> 00:13:38.300]  出這個幽谷
[00:13:38.300 --> 00:13:39.340]  這個就是今天
[00:13:39.340 --> 00:13:43.260]  我們和大家一起去研究一下的地方
[00:13:43.260 --> 00:13:44.460]  第一
[00:13:44.460 --> 00:13:47.340]  一個人他有情緒的崩潰
[00:13:47.340 --> 00:13:48.900]  到這個地步
[00:13:48.900 --> 00:13:52.100]  肯定有原因
[00:13:52.100 --> 00:13:53.500]  一個引發的
[00:13:53.500 --> 00:13:56.300]  通常是引發的事件
[00:13:56.300 --> 00:13:58.020]  以利亞就很清楚
[00:13:58.020 --> 00:14:00.380]  以利亞我不知道他當時他自不自知
[00:14:00.380 --> 00:14:02.260]  不過今天我們看他的時候
[00:14:02.260 --> 00:14:03.180]  就很明顯
[00:14:03.180 --> 00:14:06.300]  什麼令到以利亞整個人崩潰了
[00:14:06.300 --> 00:14:09.620]  搞到這樣完全一個的抑鬱
[00:14:09.620 --> 00:14:10.700]  就是那件事
[00:14:10.700 --> 00:14:12.340]  就是他期望的事情
[00:14:12.340 --> 00:14:13.460]  沒有出現
[00:14:13.460 --> 00:14:17.420]  並且他充滿了那種滿心的期待
[00:14:17.420 --> 00:14:21.140]  帶來的是徹底的失望
[00:14:21.140 --> 00:14:22.820]  這個落差
[00:14:22.820 --> 00:14:27.700]  是將以利亞打到情緒的崩潰
[00:14:27.700 --> 00:14:29.420]  肯定有些事情
[00:14:29.420 --> 00:14:32.220]  可能以利亞是這樣
[00:14:32.220 --> 00:14:34.100]  可能對另外一些人來說
[00:14:34.100 --> 00:14:35.500]  有另外一些事情
[00:14:35.500 --> 00:14:37.900]  如果你不知道那是什麼
[00:14:37.900 --> 00:14:41.740]  你就沒辦法慢慢走出那個幽谷
[00:14:41.740 --> 00:14:43.300]  那是什麼事
[00:14:43.300 --> 00:14:44.700]  為什麼會落差這麼大
[00:14:44.700 --> 00:14:45.820]  待會我們才處理
[00:14:45.820 --> 00:14:48.460]  但是那個落差我們一定要明白
[00:14:48.460 --> 00:14:51.100]  去DSE你以為我怎麼都有
[00:14:51.100 --> 00:14:52.180]  五星星的
[00:14:52.180 --> 00:14:53.180]  如果沒有五星星
[00:14:53.180 --> 00:14:54.860]  起碼都有五
[00:14:54.860 --> 00:14:56.500]  誰知道出來只有三
[00:14:56.500 --> 00:14:57.820]  整個人很不舒服
[00:14:57.820 --> 00:14:59.620]  為什麼我這樣不行
[00:14:59.620 --> 00:15:00.860]  自卑
[00:15:00.860 --> 00:15:02.140]  自戀
[00:15:02.140 --> 00:15:03.420]  震驚
[00:15:03.420 --> 00:15:05.180]  這個就是這樣
[00:15:05.180 --> 00:15:07.180]  還有很多不同的情況
[00:15:07.180 --> 00:15:09.900]  我們上一年到了暑假之前
[00:15:09.900 --> 00:15:10.580]  已經覺得
[00:15:10.580 --> 00:15:11.580]  應該結束了
[00:15:11.580 --> 00:15:13.180]  這個疫症
[00:15:13.180 --> 00:15:14.580]  怎麼搞這麼久
[00:15:14.580 --> 00:15:16.420]  就算暑假去不了旅行
[00:15:16.420 --> 00:15:18.420]  起碼秋天也可以
[00:15:18.420 --> 00:15:19.700]  聖誕節一定可以
[00:15:19.700 --> 00:15:21.180]  誰知道搞到現在一年之後
[00:15:21.180 --> 00:15:22.340]  還是這樣
[00:15:22.340 --> 00:15:24.180]  高高低低又出
[00:15:24.180 --> 00:15:25.100]  又說不行
[00:15:25.100 --> 00:15:25.860]  又說可以
[00:15:25.860 --> 00:15:26.700]  又正常
[00:15:26.700 --> 00:15:28.380]  為什麼又說不會正常
[00:15:28.380 --> 00:15:30.300]  甚至我們以後都會這樣
[00:15:30.300 --> 00:15:31.540]  整個人厭悶
[00:15:31.540 --> 00:15:33.860]  感覺到我們根本不知道怎麼將希望
[00:15:33.860 --> 00:15:35.220]  怎麼計劃
[00:15:35.220 --> 00:15:38.980]  我們心裡面感覺到前面的路怎麼走下去
[00:15:38.980 --> 00:15:40.980]  生活不知道怎麼準備
[00:15:40.980 --> 00:15:44.100]  你以為你自己忠心工作
[00:15:44.100 --> 00:15:45.980]  你期待你忠心工作的時候
[00:15:45.980 --> 00:15:47.700]  就可以熬過這個困難
[00:15:47.700 --> 00:15:50.060]  最困難的日子裡面
[00:15:50.060 --> 00:15:51.100]  是撐著
[00:15:51.100 --> 00:15:52.300]  老闆說你真的很好
[00:15:52.300 --> 00:15:54.220]  謝謝你和我們一起撐著工作
[00:15:54.220 --> 00:15:57.140]  誰知道現在生意慢慢好起來的時候才解僱你
[00:15:57.140 --> 00:15:59.420]  砰一聲
[00:15:59.420 --> 00:16:00.660]  為什麼會這樣
[00:16:00.660 --> 00:16:01.580]  就是這樣
[00:16:02.020 --> 00:16:05.100]  這是以利亞那種徹底失望
[00:16:05.100 --> 00:16:08.780]  徹底失望是他一直帶著那幅圖畫
[00:16:08.780 --> 00:16:13.260]  我相信以利亞一直狂奔回耶穌列的時候
[00:16:13.260 --> 00:16:14.820]  他腦子裡出現的那幅
[00:16:14.820 --> 00:16:19.940]  就是以色列整個國家的宗教信仰復興的那幅圖畫
[00:16:19.940 --> 00:16:22.300]  因為群眾已經在山上表現
[00:16:22.300 --> 00:16:23.420]  他回去的時候
[00:16:23.420 --> 00:16:28.180]  他相信群眾已經大聲讚美耶和華
[00:16:28.180 --> 00:16:29.740]  就算阿罕不想
[00:16:29.740 --> 00:16:31.220]  他也開始說好了好了
[00:16:31.220 --> 00:16:34.180]  那些偶像也要收拾一下
[00:16:34.180 --> 00:16:35.300]  不要搞那麼多事情
[00:16:35.300 --> 00:16:36.900]  起碼看到那幅圖畫
[00:16:36.900 --> 00:16:39.140]  誰知道一回去的時候
[00:16:39.140 --> 00:16:41.340]  他被人追殺令
[00:16:41.340 --> 00:16:42.980]  什麼都沒有了
[00:16:42.980 --> 00:16:44.380]  什麼都沒有了
[00:16:44.380 --> 00:16:49.180]  這是令他突然被打沉的原因
[00:16:49.180 --> 00:16:51.380]  你知不知道你被人打沉是什麼原因
[00:16:51.380 --> 00:16:52.620]  是什麼打沉
[00:16:52.620 --> 00:16:53.660]  你有什麼辦法
[00:16:53.660 --> 00:16:54.420]  就是這樣
[00:16:54.420 --> 00:16:55.620]  就是這樣讓我失望
[00:16:55.620 --> 00:16:56.500]  這個社會
[00:16:56.500 --> 00:16:58.140]  這個社會就是這樣讓我失望
[00:16:58.140 --> 00:16:59.860]  這個際遇就是這樣讓我失望
[00:16:59.860 --> 00:17:01.660]  我周圍的人就是這樣讓我失望
[00:17:01.660 --> 00:17:03.340]  那件事就是這樣讓我失望
[00:17:03.340 --> 00:17:04.420]  我都改不了
[00:17:04.420 --> 00:17:05.140]  好
[00:17:05.140 --> 00:17:07.540]  在這裡我們看看神怎麼去做
[00:17:07.540 --> 00:17:10.020]  我們不是單單要知道
[00:17:10.020 --> 00:17:13.020]  或者告訴自己我改不了
[00:17:13.020 --> 00:17:19.500]  神帶我們去看為什麼我們要有這樣的期望
[00:17:19.500 --> 00:17:21.660]  這個不是悲觀
[00:17:21.660 --> 00:17:26.660]  我們可以說這是一種健康的接納
[00:17:26.660 --> 00:17:29.700]  因為這個世間有什麼特別
[00:17:29.700 --> 00:17:31.820]  為什麼我們經常都會失望
[00:17:31.820 --> 00:17:34.100]  其實很多人都告訴我們
[00:17:34.100 --> 00:17:39.060]  一個積鬱最大的最重要的一個表現情況
[00:17:39.060 --> 00:17:43.500]  就是因為我們有失望
[00:17:43.500 --> 00:17:45.820]  失望令我們抑鬱
[00:17:45.820 --> 00:17:47.260]  為什麼我們會失望
[00:17:47.260 --> 00:17:47.660]  好
[00:17:47.660 --> 00:17:48.820]  我們和大家一起看看
