
[00:00:00.000 --> 00:00:06.400]  各位頂姐妹 各位朋友 平安
[00:04:10.480 --> 00:04:18.960]  帶來的結果就是這些高溫是令到很多老人家熱死
[00:04:18.960 --> 00:04:20.240]  我們問這個問題
[00:04:20.240 --> 00:04:21.520]  為什麼不開冷氣呢
[00:04:21.520 --> 00:04:27.680]  原來溫哥華是極少極少有人在家裏開冷氣
[00:04:27.680 --> 00:04:29.200]  或者調冷氣
[00:04:29.200 --> 00:04:30.240]  原因是什麼呢
[00:04:30.240 --> 00:04:31.680]  是沒有需要的
[00:04:31.680 --> 00:04:34.240]  因為他們最熱最熱都是22度
[00:04:34.240 --> 00:04:35.520]  用什麼冷氣呢
[00:04:35.520 --> 00:04:38.000]  是因為這樣
[00:04:38.000 --> 00:04:40.800]  他們的室內只有暖氣
[00:04:40.800 --> 00:04:42.560]  是不會有冷氣
[00:04:42.560 --> 00:04:45.280]  帶來的結果就是災難
[00:04:45.280 --> 00:04:46.560]  另一方面
[00:04:46.560 --> 00:04:48.560]  當我們留意去看一看
[00:04:48.560 --> 00:04:52.160]  世界各地無一例外
[00:04:52.160 --> 00:04:56.160]  全球都是有疫症影響他們
[00:04:56.160 --> 00:04:58.560]  而且這個疫症越來越高
[00:04:58.880 --> 00:05:02.880]  另一方面就是反常的天氣越來越厲害
[00:05:02.880 --> 00:05:08.080]  歐洲亞洲美洲各個不同的地方
[00:05:08.080 --> 00:05:09.280]  中亞西亞
[00:05:09.280 --> 00:05:15.040]  是都有完全反常的水災和暴雨
[00:05:15.040 --> 00:05:17.520]  而且是持續不斷的暴雨
[00:05:17.520 --> 00:05:20.640]  帶來的結果無數的人的生命
[00:05:20.640 --> 00:05:24.240]  無數的財產房屋都是被摧毀
[00:05:24.240 --> 00:05:27.200]  無數的汽車毀於一旦
[00:05:27.200 --> 00:05:31.840]  另一方面我們再來看一看新冠肺炎
[00:05:31.840 --> 00:05:36.160]  大家都知道是全球沒有一個國家是例外
[00:05:36.160 --> 00:05:37.840]  沒有一個城市例外
[00:05:37.840 --> 00:05:39.680]  沒有一個鄉村例外
[00:05:39.680 --> 00:05:41.520]  到處都受到影響
[00:05:41.520 --> 00:05:45.760]  這是人類有史以來
[00:05:45.760 --> 00:05:49.280]  從來沒有試過有這些事情發生
[00:05:49.280 --> 00:05:51.760]  是全球性的疫症
[00:05:51.760 --> 00:05:56.400]  我們看一些最新的數據
[00:05:56.400 --> 00:05:58.400]  每天都是新鮮
[00:05:58.400 --> 00:06:02.880]  我和你說了這個可能有人預測到
[00:06:02.880 --> 00:06:07.600]  很快就有2億2千萬染疫症的人
[00:06:07.600 --> 00:06:12.560]  死亡最低限度都460萬甚至470萬
[00:06:12.560 --> 00:06:14.080]  我一說完之後
[00:06:14.080 --> 00:06:17.360]  我相信過幾天這個數字又會改變
[00:06:17.360 --> 00:06:19.360]  是因為這樣的緣故
[00:06:19.360 --> 00:06:22.080]  當我們留意到這一切的現象
[00:06:22.080 --> 00:06:23.680]  我們就去問
[00:06:23.680 --> 00:06:29.440]  哪裡是一個理想的地方呢?
[00:06:29.440 --> 00:06:36.480]  這個地球有沒有一處可以容納我們去休息呢?
[00:06:36.480 --> 00:06:42.640]  我就很想讓大家看看聖經怎麼說
[00:06:42.640 --> 00:06:46.080]  聖經我們上次說完了
[00:06:46.080 --> 00:06:49.600]  就是六孕之災
[00:06:49.600 --> 00:06:59.520]  帶來政治軍事上出現一個像敵基督一樣的騎白馬的人
[00:06:59.520 --> 00:07:03.360]  不單發動了國與國之間的戰爭
[00:07:03.360 --> 00:07:06.240]  甚至族與族、民與民之間的戰爭
[00:07:06.240 --> 00:07:07.440]  都是越來越多
[00:07:07.440 --> 00:07:09.440]  而且令到通貨膨脹
[00:07:09.440 --> 00:07:13.280]  再加上疫症、新疾各方面的災難
[00:07:13.280 --> 00:07:19.280]  帶來的結果就是全球四分之一的人會死
[00:07:19.280 --> 00:07:21.280]  然後接下來
[00:07:21.280 --> 00:07:23.760]  六孕之災過了之後
[00:07:23.760 --> 00:07:26.640]  接著就是六號之災
[00:07:26.640 --> 00:07:29.040]  我們看看這個六號之災
[00:07:29.040 --> 00:07:31.440]  是有什麼影響
[00:07:31.440 --> 00:07:34.320]  對這個地球有什麼破壞呢?
[00:07:34.320 --> 00:07:35.760]  我們可以看到
[00:07:35.760 --> 00:07:38.080]  一二三號之災
[00:07:38.080 --> 00:07:40.880]  是破壞整個大自然
[00:07:40.880 --> 00:07:43.920]  由啟示錄第八章第七節
[00:07:43.920 --> 00:07:46.160]  一直到九章十三節
[00:07:46.160 --> 00:07:51.760]  主要是講到這六號帶來的災難到底是什麼
[00:07:51.760 --> 00:07:54.480]  首先第一號
[00:07:54.480 --> 00:07:56.480]  第一位天使吹號
[00:07:56.480 --> 00:08:02.320]  就有薄紙與火柴著血凋在地上
[00:08:02.320 --> 00:08:06.960]  地的三分之一和樹木的三分之一被燒
[00:08:06.960 --> 00:08:09.840]  一切的青草都燒了
[00:08:09.840 --> 00:08:13.680]  當我最近來分享這些信息的時候
[00:08:13.680 --> 00:08:16.640]  加拿大那些人
[00:08:16.640 --> 00:08:18.640]  特別溫哥華那些人
[00:08:18.640 --> 00:08:20.640]  他們聽完
[00:08:20.640 --> 00:08:22.640]  上次播放完這條片之後
[00:08:22.640 --> 00:08:24.640]  他們說
[00:08:24.640 --> 00:08:28.160]  是不是現在已經是七年大災難了
[00:08:28.160 --> 00:08:30.160]  我們這個地方
[00:08:30.160 --> 00:08:33.920]  已經有三分之一的林木被燒了
[00:08:33.920 --> 00:08:36.400]  當然不用說草了
[00:08:36.400 --> 00:08:38.400]  全都被燒了
[00:08:38.400 --> 00:08:41.200]  連他們種植人參
[00:08:41.200 --> 00:08:43.200]  那個最好的地方
[00:08:43.200 --> 00:08:45.200]  附近的樹林
[00:08:45.200 --> 00:08:47.200]  全部都被燒了
[00:08:47.200 --> 00:08:49.200]  帶來的結果
[00:08:49.200 --> 00:08:51.200]  他們的人參出產將會大受影響
[00:08:51.200 --> 00:08:53.200]  我聽完之後
[00:08:53.200 --> 00:08:55.200]  我就跟他們說
[00:08:55.200 --> 00:08:57.200]  留意聽聽啟示錄
[00:08:57.200 --> 00:08:59.200]  只是其中一件事
[00:08:59.200 --> 00:09:01.200]  兩件事
[00:09:01.200 --> 00:09:03.200]  是成立
[00:09:03.200 --> 00:09:05.200]  不等於七年大災難
[00:09:05.200 --> 00:09:07.200]  已經確實來了
[00:09:07.200 --> 00:09:09.200]  你要全部這麼多樣
[00:09:09.200 --> 00:09:11.200]  全部都一聲一樣發生了
[00:09:11.200 --> 00:09:13.200]  這個才叫做
[00:09:13.200 --> 00:09:15.200]  七年大災難
[00:09:15.200 --> 00:09:17.200]  我跟他們分析完
[00:09:17.200 --> 00:09:19.200]  錄音之後
[00:09:19.200 --> 00:09:21.200]  他們聽完之後
[00:09:21.200 --> 00:09:23.200]  都放心了
[00:09:23.200 --> 00:09:25.200]  沒那麼嚴重
[00:09:25.200 --> 00:09:27.200]  但我說你不要以為放心
[00:09:27.200 --> 00:09:29.200]  這些現象是告訴你
[00:09:29.200 --> 00:09:31.200]  這個七年大災難
[00:09:31.200 --> 00:09:33.200]  是隨時可以來的
[00:09:33.200 --> 00:09:35.200]  因為從來沒有試過
[00:09:35.200 --> 00:09:37.200]  這個全球性的疫症
[00:09:37.200 --> 00:09:39.200]  現在已經有了
[00:09:39.200 --> 00:09:41.200]  從來沒有試過
[00:09:41.200 --> 00:09:43.200]  三分之一的樹林
[00:09:43.200 --> 00:09:45.200]  是全世界的
[00:09:45.200 --> 00:09:47.200]  現在你們只是溫哥華
[00:09:47.200 --> 00:09:49.200]  你們只是西雅圖
[00:09:49.200 --> 00:09:51.200]  加州這些地方
[00:09:51.200 --> 00:09:53.200]  不是全球
[00:09:53.200 --> 00:09:55.200]  但將來是全球性的
[00:09:55.200 --> 00:09:57.200]  然後我跟他們分享
[00:09:57.200 --> 00:09:59.200]  我們要有心理準備
[00:09:59.200 --> 00:10:01.200]  就是七年大災難
[00:10:01.200 --> 00:10:03.200]  來到的時候
[00:10:03.200 --> 00:10:05.200]  你何去何從
[00:10:05.200 --> 00:10:07.200]  你不去
[00:10:07.200 --> 00:10:09.200]  你何去何從
[00:10:09.200 --> 00:10:11.200]  你有沒有把握
[00:10:11.200 --> 00:10:13.200]  你可以
[00:10:13.200 --> 00:10:15.200]  趨吉避凶
[00:10:15.200 --> 00:10:17.200]  換句話來說
[00:10:17.200 --> 00:10:19.200]  你不會讓這些災難
[00:10:19.200 --> 00:10:21.200]  淋到你的身上
[00:10:21.200 --> 00:10:23.200]  這個是最重要
[00:10:23.200 --> 00:10:25.200]  1、2、3號
[00:10:25.200 --> 00:10:27.200]  破壞大自然
[00:10:27.200 --> 00:10:29.200]  1號來到
[00:10:29.200 --> 00:10:31.200]  已經有薄紙和火
[00:10:31.200 --> 00:10:33.200]  機會地上
[00:10:33.200 --> 00:10:35.200]  地的三分之一
[00:10:35.200 --> 00:10:37.200]  溫哥華
[00:10:37.200 --> 00:10:39.200]  不是說西雅圖
[00:10:39.200 --> 00:10:41.200]  不是說加州
[00:10:41.200 --> 00:10:43.200]  是全地球的三分之一
[00:10:43.200 --> 00:10:45.200]  樹的三分之一
[00:10:45.200 --> 00:10:47.200]  是全世界樹木的三分之一
[00:10:47.200 --> 00:10:49.200]  一切青草
[00:10:49.200 --> 00:10:51.200]  全部的青草
[00:10:51.200 --> 00:10:53.200]  全部燒了
[00:10:53.200 --> 00:10:55.200]  這是第一號
[00:10:55.200 --> 00:10:57.200]  第二號來到的時候
[00:10:57.200 --> 00:10:59.200]  我們看到第二位天使
[00:10:59.200 --> 00:11:01.200]  就有火燒了大山
[00:11:01.200 --> 00:11:03.200]  在海中
[00:11:03.200 --> 00:11:05.200]  海的三分之一
[00:11:05.200 --> 00:11:07.200]  變成血
[00:11:07.200 --> 00:11:09.200]  第二個災難是直接攻擊海
[00:11:09.200 --> 00:11:11.200]  帶來的結果
[00:11:11.200 --> 00:11:13.200]  就是海中的活物
[00:11:13.200 --> 00:11:15.200]  死了三分之一
[00:11:15.200 --> 00:11:17.200]  船當然受影響
[00:11:17.200 --> 00:11:19.200]  也都壞了三分之一
[00:11:19.200 --> 00:11:21.200]  為什麼呢?
[00:11:21.200 --> 00:11:23.200]  就是因為有
[00:11:23.200 --> 00:11:25.200]  好像燒著了的大山
[00:11:25.200 --> 00:11:27.200]  我們相信
[00:11:27.200 --> 00:11:29.200]  這個是隕石
[00:11:29.200 --> 00:11:31.200]  不只是地球
[00:11:31.200 --> 00:11:33.200]  連太空都癲狂
[00:11:33.200 --> 00:11:37.200]  隕石都會撞擊地球
[00:11:37.200 --> 00:11:39.200]  帶來的結果
[00:11:39.200 --> 00:11:41.200]  就是海中的活物
[00:11:41.200 --> 00:11:43.200]  船的三分之一
[00:11:43.200 --> 00:11:45.200]  都是壞了和死了
[00:11:45.200 --> 00:11:47.200]  帶來的結果
[00:11:47.200 --> 00:11:49.200]  整個海
[00:11:49.200 --> 00:11:51.200]  大家都知道變成怎樣
[00:11:51.200 --> 00:11:53.200]  第三號
[00:11:53.200 --> 00:11:55.200]  第三位天使
[00:11:55.200 --> 00:11:57.200]  就有燒著的大星
[00:11:57.200 --> 00:11:59.200]  好像火
[00:11:59.200 --> 00:12:01.200]  像火把
[00:12:01.200 --> 00:12:03.200]  從天上下來
[00:12:03.200 --> 00:12:05.200]  落在江河的三分之一
[00:12:05.200 --> 00:12:07.200]  和中水的船上
[00:12:07.200 --> 00:12:09.200]  去到第三號的時候
[00:12:09.200 --> 00:12:11.200]  他的攻擊
[00:12:11.200 --> 00:12:13.200]  不是海
[00:12:13.200 --> 00:12:15.200]  海的攻擊
[00:12:15.200 --> 00:12:17.200]  人仍然可以生存
[00:12:17.200 --> 00:12:19.200]  因為我們不會喝海水
[00:12:19.200 --> 00:12:21.200]  海鮮當然受影響
[00:12:21.200 --> 00:12:23.200]  但是現在去到第三號的時候
[00:12:23.200 --> 00:12:25.200]  是直接攻擊
[00:12:25.200 --> 00:12:27.200]  淡水
[00:12:27.200 --> 00:12:29.200]  江河
[00:12:29.200 --> 00:12:33.200]  湖和所有淡水
[00:12:33.200 --> 00:12:35.200]  到底是甚麼攻擊呢
[00:12:35.200 --> 00:12:37.200]  是一個燒著的大星
[00:12:37.200 --> 00:12:39.200]  是好像火把
[00:12:39.200 --> 00:12:41.200]  從天上下來
[00:12:41.200 --> 00:12:43.200]  為甚麼是火把呢
[00:12:43.200 --> 00:12:45.200]  如果大家有看流星的時候
[00:12:45.200 --> 00:12:47.200]  其實那些流星
[00:12:47.200 --> 00:12:49.200]  就像一隻火把
[00:12:49.200 --> 00:12:51.200]  因為流星墜落的時候
[00:12:51.200 --> 00:12:53.200]  我們的視覺
[00:12:53.200 --> 00:12:55.200]  看到它經過的地方
[00:12:55.200 --> 00:12:57.200]  是因為它行動比較快
[00:12:57.200 --> 00:12:59.200]  一秒已經去到二三十公里
[00:12:59.200 --> 00:13:01.200]  所以
[00:13:01.200 --> 00:13:03.200]  那些火仍然存在
[00:13:03.200 --> 00:13:05.200]  好像一條尾巴一樣
[00:13:05.200 --> 00:13:07.200]  將來我們都會見到
[00:13:07.200 --> 00:13:09.200]  好像大星
[00:13:09.200 --> 00:13:13.200]  一個火把
[00:13:13.200 --> 00:13:15.200]  飛來飛去
[00:13:15.200 --> 00:13:17.200]  這樣落在地上
[00:13:17.200 --> 00:13:19.200]  而落的
[00:13:19.200 --> 00:13:21.200]  就是落在江河
[00:13:21.200 --> 00:13:23.200]  和淡水
[00:13:23.200 --> 00:13:25.200]  湖等等
[00:13:25.200 --> 00:13:27.200]  上面
[00:13:27.200 --> 00:13:29.200]  帶來的結果
[00:13:29.200 --> 00:13:31.200]  當然是污染
[00:13:31.200 --> 00:13:33.200]  所以我們相信
[00:13:33.200 --> 00:13:35.200]  這個就不是隕石
[00:13:35.200 --> 00:13:37.200]  我相信這個是大很多的
[00:13:37.200 --> 00:13:39.200]  這個是彗星
[00:13:39.200 --> 00:13:41.200]  彗星下來
[00:13:41.200 --> 00:13:43.200]  比核子彈的威力更加大
[00:13:43.200 --> 00:13:47.200]  然後十一節
[00:13:47.200 --> 00:13:49.200]  這個星它叫做陰塵
[00:13:51.200 --> 00:13:53.200]  種水的三分之一
[00:13:53.200 --> 00:13:55.200]  變為陰塵
[00:13:55.200 --> 00:13:57.200]  因為水變苦
[00:13:57.200 --> 00:13:59.200]  就死了很多人
[00:13:59.200 --> 00:14:01.200]  我們想一想
[00:14:01.200 --> 00:14:03.200]  陰塵這個詞
[00:14:03.200 --> 00:14:05.200]  在希臘文
[00:14:05.200 --> 00:14:07.200]  其實是極苦
[00:14:07.200 --> 00:14:09.200]  非常非常苦
[00:14:09.200 --> 00:14:11.200]  好像苦膽一樣苦
[00:14:11.200 --> 00:14:13.200]  好像膽汁一樣苦
[00:14:13.200 --> 00:14:15.200]  是最苦最苦的一個形容詞
[00:14:15.200 --> 00:14:17.200]  為什麼這個水
[00:14:17.200 --> 00:14:19.200]  它叫做陰塵呢
[00:14:19.200 --> 00:14:21.200]  然後就說
[00:14:21.200 --> 00:14:23.200]  就是因為水變苦
[00:14:23.200 --> 00:14:25.200]  就死了很多人
[00:14:25.200 --> 00:14:27.200]  苦不會讓人死的
[00:14:27.200 --> 00:14:29.200]  是什麼會讓人死呢
[00:14:29.200 --> 00:14:31.200]  解經家
[00:14:31.200 --> 00:14:33.200]  他們相信
[00:14:33.200 --> 00:14:35.200]  就是因為這是隕石
[00:14:35.200 --> 00:14:37.200]  撞擊地球
[00:14:37.200 --> 00:14:39.200]  而隕石下來的時候
[00:14:39.200 --> 00:14:41.200]  發出來的
[00:14:41.200 --> 00:14:43.200]  你可以這麼說
[00:14:43.200 --> 00:14:45.200]  所有的輻射
[00:14:45.200 --> 00:14:47.200]  都是有害的
[00:14:47.200 --> 00:14:49.200]  這些輻射
[00:14:49.200 --> 00:14:51.200]  不一定要大聲燒死人
[00:14:51.200 --> 00:14:53.200]  撞死人壓死人
[00:14:53.200 --> 00:14:55.200]  而只是
[00:14:55.200 --> 00:14:57.200]  輻射本身殺的人
[00:14:57.200 --> 00:14:59.200]  比壓死的人
[00:14:59.200 --> 00:15:01.200]  壓死的人燒死的人
[00:15:01.200 --> 00:15:03.200]  是更加多
[00:15:03.200 --> 00:15:05.200]  留意看一看俄羅斯的
[00:15:05.200 --> 00:15:07.200]  切爾諾貝爾
[00:15:07.200 --> 00:15:09.200]  那個
[00:15:09.200 --> 00:15:11.200]  核電廠的爆炸
[00:15:11.200 --> 00:15:13.200]  大家可以看到
[00:15:13.200 --> 00:15:15.200]  它還有威力
[00:15:15.200 --> 00:15:17.200]  所以我們可以看到
[00:15:17.200 --> 00:15:19.200]  當地球
[00:15:19.200 --> 00:15:21.200]  當去到
[00:15:21.200 --> 00:15:23.200]  六印之災的時候
[00:15:23.200 --> 00:15:25.200]  非常非常麻煩
[00:15:25.200 --> 00:15:27.200]  嚴重
[00:15:27.200 --> 00:15:29.200]  而且人是想走
[00:15:29.200 --> 00:15:31.200]  都走不了
[00:15:31.200 --> 00:15:33.200]  因為這是全球性的
[00:15:33.200 --> 00:15:35.200]  你不能說
[00:15:35.200 --> 00:15:37.200]  這個城市不行
[00:15:37.200 --> 00:15:39.200]  我就走去另一個城市
[00:15:39.200 --> 00:15:41.200]  沒有人想走
[00:15:41.200 --> 00:15:43.200]  所以我們看到
[00:15:43.200 --> 00:15:45.200]  第四號之災
[00:15:45.200 --> 00:15:47.200]  還污染了太空
[00:15:47.200 --> 00:15:49.200]  有些人說
[00:15:49.200 --> 00:15:51.200]  這個地球不行
[00:15:51.200 --> 00:15:53.200]  我們不如走去太空
[00:15:53.200 --> 00:15:55.200]  我們走去其他星球
[00:15:55.200 --> 00:15:57.200]  我給大家看看
[00:15:57.200 --> 00:15:59.200]  去到第四號的時間
[00:15:59.200 --> 00:16:01.200]  啟示六合八章
[00:16:01.200 --> 00:16:03.200]  十二到十三節
[00:16:03.200 --> 00:16:05.200]  第四位天使吹號
[00:16:05.200 --> 00:16:07.200]  日頭的三分之一
[00:16:07.200 --> 00:16:09.200]  天使吹號
[00:16:09.200 --> 00:16:11.200]  是天使
[00:16:11.200 --> 00:16:13.200]  日頭的三分之一
[00:16:13.200 --> 00:16:15.200]  月亮的三分之一
[00:16:15.200 --> 00:16:17.200]  星辰的三分之一
[00:16:17.200 --> 00:16:19.200]  都被擊打
[00:16:19.200 --> 00:16:21.200]  日月星的三分之一
[00:16:21.200 --> 00:16:23.200]  變成黑暗
[00:16:23.200 --> 00:16:25.200]  白晝的三分之一
[00:16:25.200 --> 00:16:27.200]  沒有光
[00:16:27.200 --> 00:16:29.200]  黑夜都是這樣
[00:16:29.200 --> 00:16:31.200]  我又看見一隻鷹飛在空中
[00:16:31.200 --> 00:16:33.200]  並聽見它大聲說
[00:16:33.200 --> 00:16:35.200]  三位天使要吹其餘的號
[00:16:35.200 --> 00:16:37.200]  你們在地上的民
[00:16:37.200 --> 00:16:39.200]  和哉和哉和哉
[00:16:39.200 --> 00:16:41.200]  你留意
[00:16:41.200 --> 00:16:43.200]  過了四號
[00:16:43.200 --> 00:16:45.200]  日頭變黑
[00:16:45.200 --> 00:16:47.200]  月亮變黑 星辰變黑
[00:16:47.200 --> 00:16:49.200]  然後有鷹
[00:16:49.200 --> 00:16:51.200]  來說和哉和哉和哉
[00:16:51.200 --> 00:16:53.200]  來帶出
[00:16:53.200 --> 00:16:55.200]  剩下的三個和
[00:16:55.200 --> 00:16:57.200]  就是
[00:16:57.200 --> 00:16:59.200]  五號六號七號
[00:16:59.200 --> 00:17:01.200]  我們看到
[00:17:01.200 --> 00:17:03.200]  這裡的時間
[00:17:03.200 --> 00:17:05.200]  原來太空都受到污染
[00:17:05.200 --> 00:17:07.200]  日月星辰的
[00:17:07.200 --> 00:17:09.200]  三分之一
[00:17:09.200 --> 00:17:11.200]  都被擊打
[00:17:11.200 --> 00:17:13.200]  連日頭
[00:17:13.200 --> 00:17:15.200]  太陽都被擊打
[00:17:15.200 --> 00:17:17.200]  當然月亮
[00:17:17.200 --> 00:17:19.200]  反射太陽的光
[00:17:19.200 --> 00:17:21.200]  一定受影響
[00:17:21.200 --> 00:17:23.200]  星辰都是一樣
[00:17:23.200 --> 00:17:25.200]  以至整個地上
[00:17:25.200 --> 00:17:27.200]  就好像出埃及記
[00:17:27.200 --> 00:17:29.200]  黑暗之災
[00:17:29.200 --> 00:17:31.200]  然後
[00:17:31.200 --> 00:17:33.200]  鷹就帶出
[00:17:33.200 --> 00:17:35.200]  其餘審判的訊息
[00:17:35.200 --> 00:17:39.200]  世人將要大禍臨頭
[00:17:39.200 --> 00:17:41.200]  然後
[00:17:41.200 --> 00:17:43.200]  第五號之災
[00:17:43.200 --> 00:17:45.200]  第五號之災
[00:17:45.200 --> 00:17:47.200]  是一個很特別的災
[00:17:47.200 --> 00:17:49.200]  就是
[00:17:49.200 --> 00:17:51.200]  有特別的災害
[00:17:51.200 --> 00:17:53.200]  是令到人的肉體
[00:17:53.200 --> 00:17:55.200]  受痛苦
[00:17:55.200 --> 00:17:57.200]  但是死不去
[00:17:57.200 --> 00:17:59.200]  這是什麼呢?
[00:17:59.200 --> 00:18:01.200]  我們一起去看看這段聖經
[00:18:01.200 --> 00:18:03.200]  它就告訴我們
[00:18:03.200 --> 00:18:05.200]  它說
[00:18:05.200 --> 00:18:07.200]  第五位天使吹哭
[00:18:07.200 --> 00:18:09.200]  我看見一個星
[00:18:09.200 --> 00:18:11.200]  從天落到地上
[00:18:11.200 --> 00:18:13.200]  有無底坑的
[00:18:13.200 --> 00:18:15.200]  藥匙賜給他
[00:18:15.200 --> 00:18:17.200]  他開了無底坑
[00:18:17.200 --> 00:18:19.200]  就有煙從坑裡
[00:18:19.200 --> 00:18:21.200]  往上冒
[00:18:21.200 --> 00:18:23.200]  好像大火爐的煙
[00:18:23.200 --> 00:18:25.200]  日頭和天空
[00:18:25.200 --> 00:18:27.200]  都因為煙
[00:18:27.200 --> 00:18:29.200]  黑暗了
[00:18:29.200 --> 00:18:31.200]  然後
[00:18:31.200 --> 00:18:33.200]  有蝗蟲從煙裡飛出來
[00:18:33.200 --> 00:18:35.200]  有能力賜給他們
[00:18:35.200 --> 00:18:37.200]  他們好像地上的蝎子
[00:18:37.200 --> 00:18:39.200]  的能力一樣
[00:18:39.200 --> 00:18:41.200]  並且
[00:18:41.200 --> 00:18:43.200]  吩咐他們
[00:18:43.200 --> 00:18:45.200]  不可以傷害地上的草和各樣的青蜜
[00:18:45.200 --> 00:18:47.200]  一切的樹木都不好
[00:18:47.200 --> 00:18:49.200]  唯獨要傷害那些
[00:18:49.200 --> 00:18:51.200]  是額上
[00:18:51.200 --> 00:18:53.200]  沒有神印記的人
[00:18:53.200 --> 00:18:55.200]  但是
[00:18:55.200 --> 00:18:57.200]  你不准弄死他們
[00:18:57.200 --> 00:18:59.200]  你只能夠
[00:18:59.200 --> 00:19:01.200]  令他們痛苦
[00:19:01.200 --> 00:19:03.200]  而他們
[00:19:03.200 --> 00:19:05.200]  就是蝗蟲
[00:19:05.200 --> 00:19:07.200]  會令這些人
