
[00:00:00.000 --> 00:00:08.000]  今天就來到我們突破人生的十種祈求第九講
[00:01:31.000 --> 00:01:34.000]  將一個人分了九種型格
[00:01:34.000 --> 00:01:36.000]  給你去了解自己
[00:01:36.000 --> 00:01:38.000]  或者有些就更複雜
[00:01:38.000 --> 00:01:39.000]  十六種型格
[00:01:39.000 --> 00:01:42.000]  那就叫做MBTI
[00:01:42.000 --> 00:01:44.000]  十六種型格
[00:01:44.000 --> 00:01:48.000]  或者以前就有些叫IQ
[00:01:48.000 --> 00:01:49.000]  大家知道是甚麼吧
[00:01:49.000 --> 00:01:50.000]  你有沒有做過測試
[00:01:50.000 --> 00:01:52.000]  我做過兩次
[00:01:52.000 --> 00:01:54.000]  一次在浸會大學
[00:01:54.000 --> 00:01:55.000]  一次在中文大學
[00:01:55.000 --> 00:01:56.000]  完了之後
[00:01:56.000 --> 00:01:57.000]  那個測試員都說
[00:01:57.000 --> 00:01:59.000]  你的智力是有問題
[00:01:59.000 --> 00:02:02.000]  你要再去check下
[00:02:02.000 --> 00:02:05.000]  所以我永遠都不相信IQ
[00:02:05.000 --> 00:02:07.000]  因為我不覺得我太有問題
[00:02:07.000 --> 00:02:10.000]  他說我是比水平更低
[00:02:10.000 --> 00:02:11.000]  更低
[00:02:11.000 --> 00:02:14.000]  跟著還有就是EQ
[00:02:14.000 --> 00:02:16.000]  大家知道甚麼是EQ嗎
[00:02:16.000 --> 00:02:18.000]  它們叫emotional quotient
[00:02:18.000 --> 00:02:19.000]  即是關於情緒的
[00:02:19.000 --> 00:02:22.000]  有些叫AQ
[00:02:22.000 --> 00:02:24.000]  AQ就叫adversity quotient
[00:02:24.000 --> 00:02:27.000]  即是你面對逆境的能力
[00:02:27.000 --> 00:02:29.000]  即是當逆境來的時候
[00:02:29.000 --> 00:02:30.000]  你怎麼辦呢
[00:02:30.000 --> 00:02:32.000]  後期有些就叫CQ
[00:02:32.000 --> 00:02:34.000]  Creativity quotient
[00:02:34.000 --> 00:02:37.000]  即是測試你的創意有多高
[00:02:37.000 --> 00:02:40.000]  再後期有些叫spiritual quotient
[00:02:40.000 --> 00:02:42.000]  就是關於我們的靈性
[00:02:42.000 --> 00:02:46.000]  其實可以說甚麼quotient都有
[00:02:46.000 --> 00:02:47.000]  你說得出都有
[00:02:47.000 --> 00:02:49.000]  我好像上網看
[00:02:49.000 --> 00:02:52.000]  A-Z都有
[00:02:52.000 --> 00:02:54.000]  但這麼多測試
[00:02:54.000 --> 00:02:58.000]  是否等於我們很了解我們自己呢
[00:02:58.000 --> 00:03:01.000]  剛才的反應就是不是
[00:03:01.000 --> 00:03:03.000]  當我們看聖經的時候
[00:03:03.000 --> 00:03:06.000]  我發覺可能我們一路走錯了路
[00:03:06.000 --> 00:03:07.000]  用錯了方法
[00:03:07.000 --> 00:03:09.000]  用錯了場景
[00:03:09.000 --> 00:03:12.000]  所以我們對自己越來越不了解
[00:03:12.000 --> 00:03:14.000]  越來越糊塗
[00:03:14.000 --> 00:03:16.000]  我深信當我們用對了方法之後
[00:03:16.000 --> 00:03:18.000]  我們會像耶穌那樣說
[00:03:18.000 --> 00:03:21.000]  我們更加懂得認識自己
[00:03:21.000 --> 00:03:24.000]  因為耶穌說我們要愛人如己
[00:03:24.000 --> 00:03:26.000]  如果我們都不認識自己
[00:03:26.000 --> 00:03:29.000]  我們怎樣去愛其他人呢
[00:03:29.000 --> 00:03:31.000]  為甚麼要認識自己呢
[00:03:31.000 --> 00:03:34.000]  今天讀的經文第一節
[00:03:34.000 --> 00:03:38.000]  是史圖保羅在羅馬書十二章三節說
[00:03:38.000 --> 00:03:43.000]  他說不要看自己過於所當看的
[00:03:43.000 --> 00:03:46.000]  不要看自己過於所當看的
[00:03:46.000 --> 00:03:50.000]  Don't think that you are better than you really are
[00:03:50.000 --> 00:03:54.000]  就是說我們不要看高自己
[00:03:54.000 --> 00:03:57.000]  也不要看小自己
[00:03:57.000 --> 00:04:01.000]  我不知道你對著鏡子會不會像這個圖畫一樣
[00:04:01.000 --> 00:04:03.000]  覺得自己很厲害
[00:04:03.000 --> 00:04:05.000]  如果我看高自己
[00:04:05.000 --> 00:04:07.000]  我現在五尺四吋半
[00:04:07.000 --> 00:04:09.000]  當然我很想我是六尺四
[00:04:09.000 --> 00:04:11.000]  我經常幻想
[00:04:11.000 --> 00:04:14.000]  不是身高過高
[00:04:14.000 --> 00:04:16.000]  是高估了自己
[00:04:16.000 --> 00:04:19.000]  或者說看小自己
[00:04:19.000 --> 00:04:21.000]  變得太自卑
[00:04:21.000 --> 00:04:23.000]  對我來說看高自己
[00:04:23.000 --> 00:04:25.000]  看小自己都會不是的
[00:04:25.000 --> 00:04:28.000]  我想先和大家說一件真人真事
[00:04:28.000 --> 00:04:31.000]  我想帶大家去到十九世紀的法國
[00:04:31.000 --> 00:04:33.000]  在法國的軍隊裏面
[00:04:33.000 --> 00:04:35.000]  有一天有個軍官
[00:04:35.000 --> 00:04:38.000]  在某一個軍官的辦公室裏
[00:04:38.000 --> 00:04:42.000]  在他的廁紙箱裏找到一張紙
[00:04:42.000 --> 00:04:44.000]  這張紙本身已經撕爛了
[00:04:44.000 --> 00:04:47.000]  但是那個發現的軍官覺得不是很尋常
[00:04:47.000 --> 00:04:49.000]  所以他就拼回那張紙
[00:04:49.000 --> 00:04:51.000]  看看那張紙說什麼
[00:04:51.000 --> 00:04:53.000]  原來那張紙發現
[00:04:53.000 --> 00:04:58.000]  有一個軍人為德國提供秘密的軍事情報
[00:04:58.000 --> 00:05:00.000]  所以大為震驚
[00:05:00.000 --> 00:05:02.000]  然後去查
[00:05:02.000 --> 00:05:04.000]  結果軍方調查之後
[00:05:04.000 --> 00:05:06.000]  很快找到一名疑犯
[00:05:06.000 --> 00:05:08.000]  叫做德雷福斯
[00:05:08.000 --> 00:05:11.000]  他是一位炮兵的軍官
[00:05:11.000 --> 00:05:13.000]  他的記錄
[00:05:13.000 --> 00:05:15.000]  因為查他就要是疑犯
[00:05:15.000 --> 00:05:16.000]  一查之下
[00:05:16.000 --> 00:05:18.000]  他的記錄是非常良好的
[00:05:18.000 --> 00:05:20.000]  從沒有犯過錯
[00:05:20.000 --> 00:05:22.000]  然後就找不到他任何的罪狀
[00:05:22.000 --> 00:05:24.000]  唯一一個可能的理由
[00:05:24.000 --> 00:05:26.000]  就是他是一位猶太籍的軍官
[00:05:26.000 --> 00:05:29.000]  所以他嫌疑最大
[00:05:29.000 --> 00:05:32.000]  然後當展開大規模調查之後
[00:05:32.000 --> 00:05:34.000]  第一件事他們就是查那個字跡
[00:05:34.000 --> 00:05:36.000]  因為撿到那張紙
[00:05:36.000 --> 00:05:38.000]  字跡和
[00:05:38.000 --> 00:05:40.000]  先看名字
[00:05:40.000 --> 00:05:42.000]  就是這個
[00:05:42.000 --> 00:05:44.000]  德雷福斯
[00:05:44.000 --> 00:05:46.000]  我會記住他
[00:05:46.000 --> 00:05:50.000]  字跡就是縱使有三位筆跡鑒證專家都說
[00:05:50.000 --> 00:05:52.000]  不是太吻合
[00:05:52.000 --> 00:05:54.000]  不是太吻合
[00:05:54.000 --> 00:05:56.000]  但是軍事法庭仍然相信
[00:05:56.000 --> 00:06:01.000]  另一位對筆跡毫無經驗的著名人類學家
[00:06:01.000 --> 00:06:04.000]  和偵探學家的判斷
[00:06:04.000 --> 00:06:06.000]  而覺得是這張字條
[00:06:06.000 --> 00:06:08.000]  是這個德雷福斯所寫的
[00:06:08.000 --> 00:06:11.000]  然後之後他們都有再做其他的搜查
[00:06:11.000 --> 00:06:13.000]  比如說立刻去到他家
[00:06:13.000 --> 00:06:15.000]  德雷福斯的家
[00:06:15.000 --> 00:06:17.000]  找找有沒有一些間諜的罪證
[00:06:17.000 --> 00:06:19.000]  結果找不找到呢
[00:06:19.000 --> 00:06:21.000]  什麼都找不到
[00:06:21.000 --> 00:06:23.000]  找不到之後是不是沒事呢
[00:06:23.000 --> 00:06:24.000]  不是
[00:06:24.000 --> 00:06:26.000]  反而他們更加覺得他是一個間諜
[00:06:26.000 --> 00:06:28.000]  因為他太狡猾了
[00:06:28.000 --> 00:06:30.000]  他在我們還沒來之前
[00:06:30.000 --> 00:06:32.000]  已經收起來了
[00:06:32.000 --> 00:06:34.000]  消滅了所有證據
[00:06:34.000 --> 00:06:38.000]  然後他再去德雷福斯以前小時候讀的學校那裏查問
[00:06:38.000 --> 00:06:40.000]  問他的老師
[00:06:40.000 --> 00:06:42.000]  他以前是怎樣的學生
[00:06:42.000 --> 00:06:44.000]  然後他說他很聰明的
[00:06:44.000 --> 00:06:45.000]  很勤力的
[00:06:45.000 --> 00:06:50.000]  還有他還特意給其他同學學多了幾種語言
[00:06:50.000 --> 00:06:51.000]  哇
[00:06:51.000 --> 00:06:54.000]  更加證明他是一個間諜
[00:06:54.000 --> 00:06:57.000]  因為他這麼勤力和記憶力很好
[00:06:57.000 --> 00:07:00.000]  最重要就是有好的記憶力
[00:07:00.000 --> 00:07:04.000]  結果真的判處在軍事法庭
[00:07:04.000 --> 00:07:07.000]  判處德雷福斯有罪
[00:07:07.000 --> 00:07:08.000]  Guilty
[00:07:08.000 --> 00:07:11.000]  他也被帶到軍校的校園
[00:07:11.000 --> 00:07:13.000]  是一個最公開的場景
[00:07:13.000 --> 00:07:16.000]  然後用一個極侮辱的方式
[00:07:16.000 --> 00:07:18.000]  將他的軍銜剝奪了
[00:07:18.000 --> 00:07:22.000]  將他的劍斬開了兩半
[00:07:22.000 --> 00:07:25.000]  然後判他有罪
[00:07:25.000 --> 00:07:31.000]  還終身留在一個叫魔鬼島的地方
[00:07:31.000 --> 00:07:33.000]  我不知道大家有沒有奇怪
[00:07:33.000 --> 00:07:36.000]  為什麼軍方在這麼少的證據底下
[00:07:36.000 --> 00:07:40.000]  就已經確信了這個人是有罪
[00:07:40.000 --> 00:07:43.000]  後期歷史學家研究這件事的時候
[00:07:43.000 --> 00:07:46.000]  他都看到當時的軍隊
[00:07:46.000 --> 00:07:50.000]  原來不是有心去到覺得
[00:07:50.000 --> 00:07:52.000]  或者誣衊他是有罪
[00:07:52.000 --> 00:07:56.000]  而是他們真心相信這個人是有罪的
[00:07:56.000 --> 00:07:59.000]  那究竟法國軍隊那時候
[00:07:59.000 --> 00:08:01.000]  是不是像保羅所說的
[00:08:01.000 --> 00:08:05.000]  高估了自己的判斷力呢
[00:08:05.000 --> 00:08:06.000]  原來這個情況
[00:08:06.000 --> 00:08:11.000]  社會心理學家叫做Motivated Reasoning
[00:08:11.000 --> 00:08:13.000]  即是動機推理
[00:08:13.000 --> 00:08:14.000]  什麼意思呢
[00:08:14.000 --> 00:08:16.000]  即是有時候我們不自覺
[00:08:16.000 --> 00:08:19.000]  會被我們的情緒左右了
[00:08:19.000 --> 00:08:22.000]  影響了我們處理
[00:08:22.000 --> 00:08:25.000]  我們面前一些資料的能力
[00:08:25.000 --> 00:08:28.000]  比如說當你去buy那件事
[00:08:28.000 --> 00:08:30.000]  即是你支持那件事
[00:08:30.000 --> 00:08:33.000]  你就會看為那件事是你的朋友
[00:08:33.000 --> 00:08:35.000]  是你的盟友
[00:08:35.000 --> 00:08:37.000]  但如果你不支持那一方
[00:08:37.000 --> 00:08:39.000]  你就會看成是敵人
[00:08:39.000 --> 00:08:41.000]  你很想去消滅他
[00:08:41.000 --> 00:08:45.000]  有學者叫這個叫做士兵的心態
[00:08:45.000 --> 00:08:47.000]  Soldier Mindset
[00:08:47.000 --> 00:08:50.000]  但我就說更加具體的名字叫做
[00:08:50.000 --> 00:08:53.000]  頑固的士兵
[00:08:53.000 --> 00:08:57.000]  你認不認為以上法國的軍方
[00:08:57.000 --> 00:09:00.000]  是一班頑固的士兵呢
[00:09:00.000 --> 00:09:04.000]  你有沒有頑固的心態呢
[00:09:04.000 --> 00:09:07.000]  我不知道大家有沒有看世界盃
[00:09:07.000 --> 00:09:10.000]  或者有沒有喜歡哪些球隊
[00:09:10.000 --> 00:09:13.000]  或者比賽的時候你會支持哪一隊
[00:09:13.000 --> 00:09:14.000]  我以前看世界盃
[00:09:14.000 --> 00:09:17.000]  不知道為什麼我盲目的喜歡阿根廷
[00:09:17.000 --> 00:09:20.000]  一看到阿根廷那套藍白色衣服
[00:09:20.000 --> 00:09:22.000]  我就很雀躍的了
[00:09:22.000 --> 00:09:23.000]  一看世界盃
[00:09:23.000 --> 00:09:25.000]  阿根廷對哪一隊都好
[00:09:25.000 --> 00:09:28.000]  如果那個球證一判到阿根廷是對的
[00:09:28.000 --> 00:09:33.000]  我就說這個球證得名冊秋毫
[00:09:33.000 --> 00:09:35.000]  但如果一判到阿根廷錯
[00:09:35.000 --> 00:09:37.000]  搞錯呀 回家吧你
[00:09:37.000 --> 00:09:39.000]  怎麼做球證啊
[00:09:39.000 --> 00:09:41.000]  這些心態
[00:09:41.000 --> 00:09:44.000]  真的會影響我們看整件事
[00:09:44.000 --> 00:09:47.000]  一點都不客觀
[00:09:47.000 --> 00:09:49.000]  剛剛提到這個心態
[00:09:49.000 --> 00:09:51.000]  叫做頑固士兵的特質
[00:09:51.000 --> 00:09:53.000]  有幾種的
[00:09:53.000 --> 00:09:57.000]  一種就是保護自己
[00:09:57.000 --> 00:10:00.000]  第二種是剷除異己
[00:10:00.000 --> 00:10:01.000]  即是敵人
[00:10:01.000 --> 00:10:05.000]  第三種是不容許自己出錯
[00:10:05.000 --> 00:10:06.000]  他覺得我不會錯的
[00:10:06.000 --> 00:10:08.000]  等於一個士兵在戰場
[00:10:08.000 --> 00:10:09.000]  是不可以出錯的
[00:10:09.000 --> 00:10:12.000]  你一出錯就死了
[00:10:12.000 --> 00:10:14.000]  一出錯就性命不保
[00:10:14.000 --> 00:10:17.000]  剛才那個叫動機推理
[00:10:17.000 --> 00:10:20.000]  讓我們不自覺會受到影響
[00:10:20.000 --> 00:10:22.000]  其實不單止看球賽影響
[00:10:22.000 --> 00:10:24.000]  你做日常生活很多事
[00:10:24.000 --> 00:10:27.000]  甚至你怎麼去投那張票
[00:10:27.000 --> 00:10:28.000]  都有影響
[00:10:28.000 --> 00:10:30.000]  這次的美國大選
[00:10:30.000 --> 00:10:32.000]  我想有些民眾
[00:10:32.000 --> 00:10:35.000]  都是因為結果不是他的預期
[00:10:35.000 --> 00:10:37.000]  因為不是他的盟友
[00:10:37.000 --> 00:10:39.000]  所以真的有幾宗新聞說
[00:10:39.000 --> 00:10:42.000]  有些特朗普的支持者
[00:10:42.000 --> 00:10:45.000]  在街上被人毒打
[00:10:45.000 --> 00:10:48.000]  因為他說你為什麼投特朗普
[00:10:48.000 --> 00:10:50.000]  跟著就好像一個士兵一樣
[00:10:50.000 --> 00:10:53.000]  要毒打那個對抗的人
[00:10:53.000 --> 00:10:56.000]  這個不是頑固士兵的心態嗎
[00:10:56.000 --> 00:10:58.000]  其實老實說
[00:10:58.000 --> 00:11:00.000]  支持特朗普的人
[00:11:00.000 --> 00:11:02.000]  或者支持希拉蕊的人
[00:11:02.000 --> 00:11:05.000]  有多認識特朗普呢
[00:11:05.000 --> 00:11:08.000]  有多認識希拉蕊呢
[00:11:08.000 --> 00:11:10.000]  可能只是在傳媒裏面
[00:11:10.000 --> 00:11:12.000]  透過一些未必客觀的資料
[00:11:12.000 --> 00:11:15.000]  你就覺得特朗普不是好人
[00:11:15.000 --> 00:11:17.000]  等於現在香港
[00:11:17.000 --> 00:11:19.000]  好像很開心
[00:11:19.000 --> 00:11:21.000]  有些人說要開香檳
[00:11:21.000 --> 00:11:22.000]  因為某個特首
[00:11:22.000 --> 00:11:24.000]  很喜歡叫人叫他特首那個
[00:11:24.000 --> 00:11:26.000]  就說不選了
[00:11:26.000 --> 00:11:27.000]  結果有些人說
[00:11:27.000 --> 00:11:30.000]  哇 給另一個女孩子上場會怎樣
[00:11:30.000 --> 00:11:33.000]  比特首還快暴動
[00:11:33.000 --> 00:11:35.000]  有什麼不好呢
[00:11:35.000 --> 00:11:36.000]  她樣子不好
[00:11:36.000 --> 00:11:38.000]  她嘴上經常都在說
[00:11:38.000 --> 00:11:41.000]  嘴上說的是不是一個好人呢
[00:11:41.000 --> 00:11:42.000]  不知道
[00:11:42.000 --> 00:11:44.000]  真的不知道
[00:11:44.000 --> 00:11:47.000]  但問題是我們認識他們有多少呢
[00:11:47.000 --> 00:11:49.000]  但可能投票的時候
[00:11:49.000 --> 00:11:52.000]  如果有一天真的有人投票給嘴上說的話
[00:11:52.000 --> 00:11:55.000]  我想真的又再扔石仔了
[00:11:55.000 --> 00:11:58.000]  我們的心態有時會是這樣
[00:11:58.000 --> 00:12:00.000]  那些人明知在街上打人
[00:12:00.000 --> 00:12:04.000]  會拉去警局 會坐監
[00:12:04.000 --> 00:12:05.000]  但不知道為什麼
[00:12:05.000 --> 00:12:07.000]  就會一起做那些事
[00:12:07.000 --> 00:12:09.000]  不知道這個是不是保羅所說
[00:12:09.000 --> 00:12:11.000]  因為我們所做的
[00:12:11.000 --> 00:12:13.000]  我們自己不明白
[00:12:13.000 --> 00:12:15.000]  我們所願意的
[00:12:15.000 --> 00:12:16.000]  我並不做
[00:12:16.000 --> 00:12:18.000]  我所恨惡的
[00:12:18.000 --> 00:12:19.000]  我都去做
[00:12:19.000 --> 00:12:21.000]  不知道為什麼我們自己會做那些
[00:12:21.000 --> 00:12:24.000]  我們自己都覺得自己很討人厭的事
[00:12:24.000 --> 00:12:26.000]  但有時去做
[00:12:27.000 --> 00:12:31.000]  因為立志為善 由得我
[00:12:31.000 --> 00:12:34.000]  只是行出來 由不得我
[00:12:34.000 --> 00:12:35.000]  你有沒有試過做完事
[00:12:35.000 --> 00:12:37.000]  你自己都覺得 搞錯啊
[00:12:37.000 --> 00:12:38.000]  為什麼會這樣做
[00:12:38.000 --> 00:12:41.000]  其實有時親子關係就是這樣
[00:12:41.000 --> 00:12:43.000]  有時你罵小朋友
[00:12:43.000 --> 00:12:45.000]  你罵完他
[00:12:45.000 --> 00:12:46.000]  你都覺得
[00:12:46.000 --> 00:12:49.000]  哎呀 為什麼罵得這麼惡毒的
[00:12:49.000 --> 00:12:51.000]  或者你罵完小朋友的時候
[00:12:51.000 --> 00:12:52.000]  你的先生說
[00:12:52.000 --> 00:12:55.000]  哇 你剛才罵兒子的樣子
[00:12:55.000 --> 00:12:57.000]  像你媽媽
[00:12:57.000 --> 00:12:58.000]  怎麼會啊
[00:12:58.000 --> 00:13:00.000]  我媽媽這麼討人厭
[00:13:00.000 --> 00:13:03.000]  然後他說 就是一模一樣
[00:13:03.000 --> 00:13:04.000]  不知道為什麼
[00:13:04.000 --> 00:13:06.000]  當然男人都是這樣的
[00:13:06.000 --> 00:13:08.000]  我奶奶說我一生氣的樣子
[00:13:08.000 --> 00:13:11.000]  和我爸爸一樣
[00:13:11.000 --> 00:13:12.000]  就是那些不好的事
[00:13:12.000 --> 00:13:14.000]  哎呀 我都遺傳了
[00:13:14.000 --> 00:13:15.000]  不經不覺又做了
[00:13:15.000 --> 00:13:16.000]  做完之後
[00:13:16.000 --> 00:13:18.000]  我不想做的
[00:13:18.000 --> 00:13:20.000]  但下一次呢
[00:13:20.000 --> 00:13:21.000]  你又照做
[00:13:21.000 --> 00:13:23.000]  不知道為什麼
[00:13:23.000 --> 00:13:25.000]  有時我們會失控
[00:13:25.000 --> 00:13:27.000]  我們怎麼避免做一個
[00:13:27.000 --> 00:13:29.000]  頑固的士兵
[00:13:29.000 --> 00:13:30.000]  而可以做一個
[00:13:30.000 --> 00:13:32.000]  信心的探子呢
[00:13:32.000 --> 00:13:33.000]  這個更值得我們學習
[00:13:33.000 --> 00:13:35.000]  我們從聖經一些人物學習
[00:13:35.000 --> 00:13:37.000]  不過說回剛才
[00:13:37.000 --> 00:13:40.000]  當希拉蕊落選的第二天
[00:13:40.000 --> 00:13:42.000]  我會欣賞她一段話
[00:13:42.000 --> 00:13:44.000]  是這麼說的
[00:13:44.000 --> 00:13:45.000]  中文是
[00:13:45.000 --> 00:13:49.000]  Donald Trump 的確就快成為總統了
[00:13:49.000 --> 00:13:53.000]  我們欠他一個開放的思維
[00:13:53.000 --> 00:13:57.000]  和給他領導的機會
[00:13:57.000 --> 00:14:00.000]  信心探子的特質都有三個
[00:14:00.000 --> 00:14:03.000]  第一就是持開放的心態
[00:14:03.000 --> 00:14:07.000]  第二就是給領袖做領袖
[00:14:07.000 --> 00:14:11.000]  第三就是永遠保留有出錯的空間
[00:14:11.000 --> 00:14:13.000]  怎麼做到以上三點呢
[00:14:13.000 --> 00:14:16.000]  在文素記十三章
[00:14:16.000 --> 00:14:20.000]  記載有一次上帝和摩西說話
[00:14:20.000 --> 00:14:22.000]  你打發人去窺探
[00:14:22.000 --> 00:14:26.000]  我所賜給以色列人的迦南地
[00:14:26.000 --> 00:14:29.000]  他們每支派中要打發一個
[00:14:29.000 --> 00:14:31.000]  總要做首領的
[00:14:31.000 --> 00:14:35.000]  然後摩西就按著耶華的吩咐
[00:14:35.000 --> 00:14:37.000]  找了十二個人去做探子
[00:14:37.000 --> 00:14:39.000]  去看什麼呢
[00:14:39.000 --> 00:14:40.000]  原來這班探子
[00:14:40.000 --> 00:14:42.000]  主要去一個地方
[00:14:42.000 --> 00:14:44.000]  就是剛才說的迦南地
[00:14:44.000 --> 00:14:47.000]  去視察一下迦南地是怎樣的
[00:14:47.000 --> 00:14:49.000]  主要摩西要他們做兩件事
[00:14:49.000 --> 00:14:51.000]  第一就是看居民
[00:14:51.000 --> 00:14:55.000]  即是當地的居民究竟是強還是弱
[00:14:55.000 --> 00:15:00.000]  第二就是看那個土地是肥肉還是脊膊
[00:15:00.000 --> 00:15:02.000]  即是很瘦削
[00:15:02.000 --> 00:15:05.000]  在十三章十八至二十節文素記這樣說
[00:15:05.000 --> 00:15:07.000]  你去看那地如何
[00:15:07.000 --> 00:15:10.000]  其中所住的民是強還是弱
[00:15:10.000 --> 00:15:12.000]  是多還是少
[00:15:12.000 --> 00:15:14.000]  是弱還是大
[00:15:14.000 --> 00:15:18.000]  所住之處是營盤是堅城
[00:15:18.000 --> 00:15:22.000]  又看那地土是肥美是脊膊
[00:15:22.000 --> 00:15:25.000]  其中有樹木沒有
[00:15:25.000 --> 00:15:26.000]  什麼叫營盤
[00:15:26.000 --> 00:15:28.000]  什麼叫堅城呢
[00:15:28.000 --> 00:15:31.000]  營盤就是沒有特別的建築物保護
[00:15:31.000 --> 00:15:33.000]  即是說很容易攻打進去
[00:15:33.000 --> 00:15:38.000]  堅城就是有很堅固的保障圍牆去保護他們
[00:15:38.000 --> 00:15:41.000]  最後摩西都吩咐探子
[00:15:41.000 --> 00:15:43.000]  你們要放開膽量
[00:15:43.000 --> 00:15:44.000]  去做什麼呢
[00:15:44.000 --> 00:15:47.000]  原來那時那些土地的果子
[00:15:47.000 --> 00:15:50.000]  應該是因為他說找到初熟的葡萄
[00:15:50.000 --> 00:15:54.000]  即是當時大約是七月到八月
[00:15:54.000 --> 00:15:56.000]  那個時間
[00:15:56.000 --> 00:15:59.000]  然後當四十天之後探子回來了
[00:15:59.000 --> 00:16:01.000]  即是看完那個地方是強還是弱
[00:16:01.000 --> 00:16:03.000]  回來就要匯報了
[00:16:03.000 --> 00:16:05.000]  那個場面可能很震撼
[00:16:05.000 --> 00:16:07.000]  因為正在回來的時候
[00:16:07.000 --> 00:16:08.000]  他見到很多人
[00:16:08.000 --> 00:16:11.000]  特別是兩個大男人
[00:16:11.000 --> 00:16:16.000]  要去抬著一個葡萄回來
[00:16:16.000 --> 00:16:19.000]  要兩個大男人去抬著
[00:16:19.000 --> 00:16:21.000]  這幅圖畫我覺得不夠震撼
[00:16:21.000 --> 00:16:24.000]  因為這個葡萄都不用兩個大男人去抬
[00:16:24.000 --> 00:16:25.000]  但聖經就說
[00:16:25.000 --> 00:16:28.000]  要兩個大男人去抬那些葡萄子
[00:16:28.000 --> 00:16:30.000]  探子就報告了
[00:16:30.000 --> 00:16:35.000]  我們到了你所打發我們去的地方
[00:16:35.000 --> 00:16:39.000]  果然是流乃與物之地
[00:16:39.000 --> 00:16:42.000]  為什麼會說是果然呢?
[00:16:42.000 --> 00:16:44.000]  因為原來流乃與物之地
[00:16:44.000 --> 00:16:48.000]  就是聖經對迦南地的一個描述
[00:16:48.000 --> 00:16:50.000]  因為上帝一早就說
[00:16:50.000 --> 00:16:53.000]  我要給一個地方是流乃與物之地
[00:16:53.000 --> 00:16:59.000]  乃和物就等於畜牧和原藝
[00:16:59.000 --> 00:17:02.000]  即是說關於果實、果子
[00:17:02.000 --> 00:17:04.000]  也是以色列人定居在迦南之後
[00:17:04.000 --> 00:17:06.000]  兩個很重要
[00:17:06.000 --> 00:17:11.000]  可以維持生計或者經濟的關鍵
[00:17:11.000 --> 00:17:12.000]  雖然物質好像很豐富
[00:17:12.000 --> 00:17:14.000]  但探子繼續說
[00:17:14.000 --> 00:17:17.000]  在文素記十三章28至29節
[00:17:17.000 --> 00:17:20.000]  28節他說然而
[00:17:20.000 --> 00:17:21.000]  說然而呢?
[00:17:21.000 --> 00:17:23.000]  就是有些不好的東西聽
[00:17:23.000 --> 00:17:25.000]  我們有時跟別人說說
[00:17:25.000 --> 00:17:26.000]  但是
[00:17:26.000 --> 00:17:28.000]  我是英文的but
[00:17:28.000 --> 00:17:29.000]  開頭讚你的
[00:17:29.000 --> 00:17:30.000]  你多好啊
[00:17:30.000 --> 00:17:32.000]  這些不用聽都可以
[00:17:32.000 --> 00:17:34.000]  接著他想說的那段就是
[00:17:34.000 --> 00:17:36.000]  但是
[00:17:36.000 --> 00:17:38.000]  但探子說了什麼呢?
[00:17:38.000 --> 00:17:41.000]  他說然而那地的民強壯
[00:17:41.000 --> 00:17:44.000]  誠邑堅固寬大
[00:17:44.000 --> 00:17:48.000]  並且我們在那裏見到阿納族的人
