
[00:00:00.000 --> 00:00:06.680]  剛剛講完羅馬書第四章
[00:03:21.360 --> 00:03:26.800]  另外一種我叫做暫時印證的因似
[00:03:26.800 --> 00:03:29.200]  這些只不過是暫時的
[00:03:29.200 --> 00:03:31.360]  要來印證什麼?
[00:03:31.360 --> 00:03:34.240]  是要來印證神的話語
[00:03:34.240 --> 00:03:38.000]  這個因似不是做就教會的
[00:03:38.000 --> 00:03:39.600]  不是給教會的
[00:03:39.600 --> 00:03:41.920]  不是給信徒的
[00:03:41.920 --> 00:03:44.640]  主要是為了非信徒
[00:03:44.640 --> 00:03:47.200]  是要來證實神的話語
[00:03:47.200 --> 00:03:49.680]  在舊約使徒時代
[00:03:49.680 --> 00:03:52.320]  神的確是賜下這些因似
[00:03:52.320 --> 00:03:55.120]  給先知、給使徒
[00:03:55.120 --> 00:03:58.400]  要來做什麼?證實神的話語
[00:03:58.400 --> 00:04:02.160]  證實這些有神跡、奇事異能的人
[00:04:02.160 --> 00:04:04.160]  的確是從神而來
[00:04:04.160 --> 00:04:06.560]  我們要聽從他們的話語
[00:04:06.560 --> 00:04:10.560]  這個就是暫時印證的因似
[00:04:10.560 --> 00:04:12.160]  我再說一次
[00:04:12.160 --> 00:04:14.080]  這些不是給教會的
[00:04:14.080 --> 00:04:16.960]  因為不是做就教會的因似
[00:04:16.960 --> 00:04:20.080]  這些就是在哥倫多前書12章
[00:04:20.080 --> 00:04:23.120]  9-10節所說的那四種
[00:04:23.120 --> 00:04:26.720]  今天我們要說的這些因似
[00:04:26.720 --> 00:04:29.680]  就是神跡、醫治、方言
[00:04:29.680 --> 00:04:31.680]  和方言的翻譯
[00:04:31.680 --> 00:04:33.680]  等下我們會看到
[00:04:33.680 --> 00:04:38.240]  方言其實是人懂得聽的話語
[00:04:38.240 --> 00:04:39.920]  不是說你聽不明白的
[00:04:39.920 --> 00:04:43.360]  早期教會的方言是這樣的
[00:04:43.360 --> 00:04:46.240]  所以翻方言的因似是什麼?
[00:04:46.240 --> 00:04:49.120]  是懂得翻譯這些語言
[00:04:49.120 --> 00:04:53.200]  這四種因似在舊約
[00:04:53.200 --> 00:04:56.800]  甚至新約使徒時代有它的需要
[00:04:56.800 --> 00:04:59.760]  因為神的話語還沒有完備
[00:04:59.760 --> 00:05:02.320]  聖經的正典還沒有關閉
[00:05:02.320 --> 00:05:06.320]  還繼續有神的密使、有神的啟示
[00:05:06.320 --> 00:05:08.160]  所以繼續需要證明
[00:05:08.160 --> 00:05:10.160]  這些人的確是從神而來
[00:05:10.480 --> 00:05:15.280]  但現在在我們這些相信聖經的肢體裡
[00:05:15.280 --> 00:05:16.720]  已經毫無作用
[00:05:16.720 --> 00:05:21.520]  神的話語、聖經的正典已經關閉
[00:05:21.520 --> 00:05:23.040]  已經完成了
[00:05:23.040 --> 00:05:25.760]  我們再不需要證明某些人
[00:05:25.760 --> 00:05:27.760]  是從神而來的話
[00:05:27.760 --> 00:05:29.360]  就是神的啟示
[00:05:29.360 --> 00:05:31.840]  我們已經沒有這樣的需要
[00:05:31.840 --> 00:05:36.000]  今天我們會看三節經文
[00:05:36.000 --> 00:05:39.600]  來看這些暫時印證的因似
[00:05:39.600 --> 00:05:41.600]  或者是使徒的因似
[00:05:41.600 --> 00:05:43.200]  哪三節的經文呢?
[00:05:43.200 --> 00:05:46.000]  哥林多後書的十二章十二節
[00:05:46.000 --> 00:05:49.840]  馬可福音的十六章十七至二十節
[00:05:49.840 --> 00:05:54.000]  和希伯來書的二章三至四節
[00:05:54.000 --> 00:05:55.600]  我們先看第一節
[00:05:55.600 --> 00:05:58.800]  就是哥林多後書的十二章十二節
[00:05:58.800 --> 00:06:02.800]  保羅說:我在你們中間用百般的忍耐
[00:06:02.800 --> 00:06:08.400]  藉著神的啟示而能顯出使徒的憑據來
[00:06:08.400 --> 00:06:09.840]  大家有沒有看到
[00:06:09.840 --> 00:06:13.280]  這些神跡醫治異能的因似
[00:06:13.280 --> 00:06:14.800]  是用來做什麼的呢?
[00:06:14.800 --> 00:06:17.840]  顯出使徒的憑據
[00:06:17.840 --> 00:06:19.600]  很清楚
[00:06:19.600 --> 00:06:22.240]  使徒的條件是什麼呢?
[00:06:22.240 --> 00:06:25.040]  是要見過復活的主
[00:06:25.040 --> 00:06:30.160]  在使徒行傳的一章二十一節和二十二節
[00:06:30.160 --> 00:06:32.720]  哥林多前書的九章一節
[00:06:32.720 --> 00:06:34.640]  這些是使徒的條件
[00:06:34.640 --> 00:06:40.240]  使徒的憑據是懂得行神跡的啟示而能
[00:06:40.240 --> 00:06:43.600]  所以我們看到這些因似是給使徒的
[00:06:43.600 --> 00:06:46.400]  是作為他們的憑據
[00:06:46.400 --> 00:06:48.320]  第二節的經文
[00:06:48.320 --> 00:06:51.600]  馬可福音的十六章十七至二十節
[00:06:51.600 --> 00:06:56.160]  這一段的經文是比較有爭議性的
[00:06:56.160 --> 00:06:59.360]  所以我需要做很多的解釋
[00:06:59.360 --> 00:07:03.440]  首先經文在馬可福音的十六章十四節
[00:07:03.440 --> 00:07:05.440]  說耶穌復活了之後
[00:07:05.440 --> 00:07:07.760]  祂就向門徒顯現
[00:07:07.760 --> 00:07:09.360]  然後就罵門徒
[00:07:09.360 --> 00:07:11.360]  你們的信心太小了
[00:07:11.360 --> 00:07:13.520]  人們說我復活了
[00:07:13.520 --> 00:07:15.120]  你們居然不相信
[00:07:15.120 --> 00:07:17.600]  馬可福音的十六章十四節
[00:07:17.600 --> 00:07:19.120]  耶穌罵門徒
[00:07:19.120 --> 00:07:22.000]  然後在15至16節
[00:07:22.000 --> 00:07:23.680]  祂又對他們說
[00:07:23.680 --> 00:07:25.760]  你們往普天下去
[00:07:25.760 --> 00:07:27.920]  傳福音給萬民聽
[00:07:27.920 --> 00:07:31.200]  信而受洗的必然不救
[00:07:31.200 --> 00:07:33.520]  不信的必被定罪
[00:07:33.520 --> 00:07:36.560]  叫門徒出去傳福音
[00:07:36.560 --> 00:07:38.880]  然後在說十七節
[00:07:38.880 --> 00:07:42.080]  信的人必有神蹟隨著他們
[00:07:42.080 --> 00:07:44.320]  就是奉我的名趕鬼
[00:07:44.320 --> 00:07:45.680]  說新方言
[00:07:45.680 --> 00:07:49.120]  然後第十八節所說有醫治的能力
[00:07:49.120 --> 00:07:50.400]  有沒有看到?
[00:07:50.400 --> 00:07:52.400]  可惜的是什麼?
[00:07:52.400 --> 00:07:55.200]  十七節是跟著十六節
[00:07:55.200 --> 00:07:57.200]  十六節剛剛說了
[00:07:57.200 --> 00:07:59.840]  信而受洗的人就必得救
[00:07:59.840 --> 00:08:01.440]  然後第十七節說
[00:08:01.440 --> 00:08:04.480]  信的人有神蹟騎士的隨伴
[00:08:04.480 --> 00:08:06.080]  有沒有看到問題?
[00:08:06.080 --> 00:08:08.560]  就是兩節的經文太接近
[00:08:08.560 --> 00:08:13.280]  所以被人誤解是什麼?
[00:08:13.280 --> 00:08:15.920]  所有接受耶穌基督的人
[00:08:15.920 --> 00:08:18.800]  都有這些神蹟騎士的能力
[00:08:18.800 --> 00:08:21.520]  隨伴都能夠趕鬼
[00:08:21.520 --> 00:08:24.640]  說新方言都能夠醫治
[00:08:24.640 --> 00:08:26.480]  但是解經我們不能夠
[00:08:26.480 --> 00:08:28.480]  只將兩節的經文
[00:08:28.480 --> 00:08:31.280]  十六節和十七節抽出來
[00:08:31.280 --> 00:08:33.280]  然後大做文章
[00:08:33.280 --> 00:08:35.120]  解經要怎麼解?
[00:08:35.120 --> 00:08:38.640]  我時時都說解經要用字面解經
[00:08:38.640 --> 00:08:42.080]  解經要用聖經來解釋聖經
[00:08:42.080 --> 00:08:43.920]  有三個步驟
[00:08:43.920 --> 00:08:46.640]  第一個步驟首先看看
[00:08:46.640 --> 00:08:48.400]  有沒有其他的經文
[00:08:48.400 --> 00:08:50.880]  在第二部聖經的書本裡
[00:08:50.880 --> 00:08:52.720]  都是說一樣的東西
[00:08:52.720 --> 00:08:56.560]  我們能夠知道聖經的教導是怎樣
[00:08:56.560 --> 00:09:00.800]  第二你看看那段經文的前文後理
[00:09:00.800 --> 00:09:02.320]  是說什麼?
[00:09:02.320 --> 00:09:06.160]  第三才看本身的經文
[00:09:06.160 --> 00:09:10.320]  我們先看看在所有聖經
[00:09:10.320 --> 00:09:13.520]  在其他的聖經的書本裡
[00:09:13.520 --> 00:09:15.520]  有沒有說到耶穌基督
[00:09:15.520 --> 00:09:17.920]  將這些神蹟騎士的異能
[00:09:17.920 --> 00:09:19.920]  賜給所有的信徒
[00:09:19.920 --> 00:09:20.960]  沒有
[00:09:20.960 --> 00:09:22.080]  一句都沒有
[00:09:22.080 --> 00:09:24.640]  但是有很多時候
[00:09:24.640 --> 00:09:28.000]  耶穌基督會將這些神蹟騎士的能力
[00:09:28.000 --> 00:09:29.680]  賜給門徒
[00:09:29.680 --> 00:09:30.480]  就有
[00:09:30.480 --> 00:09:32.960]  在《馬太福音》的十章一節
[00:09:32.960 --> 00:09:34.080]  我不讀了
[00:09:34.080 --> 00:09:36.320]  你們可以自己去查考一下
[00:09:36.320 --> 00:09:39.040]  和《馬可福音》的三章十五節
[00:09:39.040 --> 00:09:40.320]  都有說到
[00:09:40.320 --> 00:09:43.040]  耶穌是將這些神蹟騎士的能力
[00:09:43.040 --> 00:09:44.800]  賜給門徒
[00:09:44.800 --> 00:09:46.560]  而不是所有的信徒
[00:09:46.560 --> 00:09:49.040]  這個和《馬可福音》
[00:09:49.040 --> 00:09:51.360]  十六章十七至十八節
[00:09:51.360 --> 00:09:54.560]  所說的神蹟、醫治、說方言
[00:09:54.560 --> 00:09:56.880]  都是同一類的因詞
[00:09:56.880 --> 00:09:58.640]  也是我們今天經文
[00:09:58.640 --> 00:10:02.080]  哥倫多前書的十二章九至十節
[00:10:02.080 --> 00:10:04.080]  所說的四種因詞
[00:10:04.080 --> 00:10:05.360]  是一模一樣的
[00:10:05.360 --> 00:10:07.760]  但是你說
[00:10:07.760 --> 00:10:10.080]  耶穌真的說信我的人
[00:10:10.080 --> 00:10:12.160]  就會有神蹟騎士
[00:10:12.160 --> 00:10:14.080]  所以我們看第二點
[00:10:14.080 --> 00:10:17.280]  就是看經文的前文後理
[00:10:17.280 --> 00:10:18.800]  剛剛我說
[00:10:18.800 --> 00:10:21.120]  耶穌基督向門徒顯現
[00:10:21.120 --> 00:10:22.800]  和他們說什麼話
[00:10:22.800 --> 00:10:24.480]  是罵他們
[00:10:24.480 --> 00:10:26.560]  你們這些小信的人
[00:10:26.560 --> 00:10:28.480]  你們不信我已經復活
[00:10:28.480 --> 00:10:30.320]  就算有人和你們說我復活
[00:10:30.320 --> 00:10:31.600]  你都不信
[00:10:31.600 --> 00:10:34.240]  是在罵門徒說你們不信的人
[00:10:34.240 --> 00:10:36.240]  然後去到十七節就說
[00:10:36.240 --> 00:10:37.760]  如果你信的話
[00:10:37.760 --> 00:10:40.080]  就有神蹟騎士的能力
[00:10:40.080 --> 00:10:41.280]  除叛你們
[00:10:41.280 --> 00:10:41.840]  是吧
[00:10:41.840 --> 00:10:44.800]  前文後理完全是合理的
[00:10:44.800 --> 00:10:47.200]  其實信我的人
[00:10:47.200 --> 00:10:48.880]  在聖經裡面
[00:10:48.880 --> 00:10:51.120]  是耶穌基督的口頭禪
[00:10:51.120 --> 00:10:53.120]  祂很多時候叫門徒
[00:10:53.120 --> 00:10:54.560]  就是信我的人
[00:10:54.560 --> 00:10:58.160]  例如約翰福音十四章十二節
[00:10:58.160 --> 00:10:59.120]  耶穌說
[00:10:59.120 --> 00:11:01.600]  我實實在在的告訴你們
[00:11:01.600 --> 00:11:02.880]  我作的事
[00:11:02.880 --> 00:11:04.960]  信我的人也要作
[00:11:04.960 --> 00:11:07.840]  並且要作比這更大的事
[00:11:07.840 --> 00:11:10.400]  因為我往乎那裡去
[00:11:10.400 --> 00:11:12.400]  耶穌說我要離開了
[00:11:12.400 --> 00:11:13.760]  你們這群門徒
[00:11:13.760 --> 00:11:15.600]  要繼續做我的事
[00:11:15.600 --> 00:11:18.160]  所以這裡信我的人很清楚
[00:11:18.160 --> 00:11:19.760]  就是指門徒
[00:11:19.760 --> 00:11:21.360]  而在聖經裡面
[00:11:21.360 --> 00:11:22.400]  你會看到
[00:11:22.400 --> 00:11:26.000]  耶穌時時叫門徒做什麼
[00:11:26.000 --> 00:11:27.760]  小信的人
[00:11:27.760 --> 00:11:28.400]  是吧
[00:11:28.400 --> 00:11:30.800]  馬太福音第六章第八章
[00:11:30.800 --> 00:11:33.440]  十四章十六章十七章
[00:11:33.440 --> 00:11:34.800]  如果你注意的話
[00:11:34.800 --> 00:11:36.160]  我現在只是揀選
[00:11:36.160 --> 00:11:38.000]  馬太福音裡面的經文
[00:11:38.000 --> 00:11:40.240]  你就知道信我的人
[00:11:40.240 --> 00:11:41.360]  小信的人
[00:11:41.360 --> 00:11:44.480]  是耶穌基督對門徒的口頭禪
[00:11:44.480 --> 00:11:46.480]  說話的口頭禪
[00:11:46.480 --> 00:11:47.840]  還有最後
[00:11:47.840 --> 00:11:50.400]  我們要看經文的本身
[00:11:50.400 --> 00:11:52.960]  就是馬太福音十六章二十節
[00:11:52.960 --> 00:11:54.480]  經文說
[00:11:54.480 --> 00:11:56.240]  用神蹟隨著
[00:11:56.240 --> 00:11:58.480]  證實所傳的道
[00:11:58.480 --> 00:12:01.520]  你看回十五十六節怎麼說
[00:12:01.520 --> 00:12:04.240]  耶穌叫門徒往普天下去
[00:12:04.240 --> 00:12:06.800]  傳福音給萬民聽
[00:12:06.800 --> 00:12:08.080]  然後他說
[00:12:08.080 --> 00:12:10.240]  有神蹟隨伴你們
[00:12:10.240 --> 00:12:12.640]  來證實你們所說的道
[00:12:12.640 --> 00:12:14.240]  有沒有看到前文後理
[00:12:14.240 --> 00:12:16.480]  完全是吻合
[00:12:16.480 --> 00:12:17.040]  是吧
[00:12:17.040 --> 00:12:18.880]  所以我們很清楚
[00:12:18.880 --> 00:12:20.080]  讓我們看到
[00:12:20.080 --> 00:12:23.360]  耶穌基督給神蹟騎士
[00:12:23.360 --> 00:12:26.000]  不是給所有信徒
[00:12:26.000 --> 00:12:27.920]  而是給門徒
[00:12:27.920 --> 00:12:30.000]  使徒的恩賜
[00:12:30.000 --> 00:12:32.400]  主要是向非基督徒
[00:12:32.400 --> 00:12:33.520]  非信徒
[00:12:33.520 --> 00:12:35.840]  來證實神的話語
[00:12:35.840 --> 00:12:37.760]  就好像這節經文說
[00:12:37.760 --> 00:12:39.200]  神蹟騎士
[00:12:39.200 --> 00:12:41.520]  是要證實所傳的道
[00:12:41.520 --> 00:12:42.800]  而不是說
[00:12:42.800 --> 00:12:44.160]  是給教會
[00:12:44.160 --> 00:12:46.400]  造就教會的恩賜
[00:12:46.400 --> 00:12:52.480]  注意在馬可福音第十六章十八節說什麼
[00:12:52.480 --> 00:12:55.280]  其中的恩賜包括什麼
[00:12:55.280 --> 00:12:57.680]  搜拿毒蛇喝毒物
[00:12:57.680 --> 00:13:00.800]  如果有些人認為
[00:13:00.800 --> 00:13:03.840]  使徒的恩賜還存在的話
[00:13:03.840 --> 00:13:05.200]  你不妨一試
[00:13:05.200 --> 00:13:07.520]  搜拿毒蛇喝毒液
[00:13:07.520 --> 00:13:08.800]  看看你有沒有事
[00:13:08.800 --> 00:13:10.800]  這就是最好的證明
[00:13:10.800 --> 00:13:13.840]  還有一節經文是什麼
[00:13:13.840 --> 00:13:18.640]  希伯來書二章三至四節
[00:13:18.640 --> 00:13:24.080]  我們若忽略這麼大的救恩
[00:13:24.080 --> 00:13:25.840]  怎能逃罪呢?
[00:13:25.840 --> 00:13:29.600]  這救恩彼先是主親自說的
[00:13:29.600 --> 00:13:33.520]  後來是聽見的人給我們證實了
[00:13:33.520 --> 00:13:36.880]  有沒有看到救恩這個福音的訊息
[00:13:36.880 --> 00:13:39.920]  是耶穌基督主親自說的
[00:13:39.920 --> 00:13:41.120]  最早
[00:13:41.120 --> 00:13:44.960]  然後傳給我們所聽見的是誰
[00:13:44.960 --> 00:13:46.240]  是誰聽見的?
[00:13:46.240 --> 00:13:47.200]  是使徒
[00:13:47.200 --> 00:13:48.800]  是門徒
[00:13:48.800 --> 00:13:52.640]  然後在比希伯來書二章四節
[00:13:52.640 --> 00:13:53.760]  經文說
[00:13:53.760 --> 00:13:56.160]  神又按自己的旨意
[00:13:56.160 --> 00:13:59.600]  用神跡騎士和百般的異能
[00:13:59.600 --> 00:14:01.440]  並聖靈的恩賜
[00:14:01.440 --> 00:14:03.520]  和他們作見證
[00:14:03.520 --> 00:14:07.600]  使徒是如何見證他們所聽見的救恩
[00:14:07.600 --> 00:14:08.800]  他們的福音
[00:14:08.800 --> 00:14:12.880]  是用神跡騎士和百般的異能
[00:14:12.880 --> 00:14:15.120]  這裡又讓我們看到
[00:14:15.120 --> 00:14:18.640]  是使徒的神跡騎士的異能
[00:14:18.640 --> 00:14:21.360]  所以今天我們看到三節經文
[00:14:21.360 --> 00:14:25.200]  無論是哥林多後書十二章十二節
[00:14:25.200 --> 00:14:29.440]  無論是馬可福音十六章十七至十八節
[00:14:29.440 --> 00:14:33.040]  和希伯來書二章三至四節
[00:14:33.040 --> 00:14:34.320]  都讓我們看到
[00:14:34.320 --> 00:14:37.040]  這些神跡騎士的異能
[00:14:37.040 --> 00:14:38.480]  是使徒的
[00:14:38.480 --> 00:14:40.720]  不是給所有的信徒
[00:14:40.720 --> 00:14:43.680]  這些使徒的恩賜
[00:14:43.680 --> 00:14:45.920]  絕對不是給教會
[00:14:45.920 --> 00:14:48.560]  現在已經失去了它的作用
[00:14:48.560 --> 00:14:51.200]  因為使徒已經作古
[00:14:51.200 --> 00:14:53.280]  使徒已經死了
[00:14:53.280 --> 00:14:58.400]  說完很多經文的教導
[00:14:58.400 --> 00:15:00.240]  又要用實例了
[00:15:00.240 --> 00:15:01.680]  用例子了
[00:15:01.680 --> 00:15:04.400]  就是我和大家說的竹為企
[00:15:04.400 --> 00:15:06.000]  先學理論
[00:15:06.000 --> 00:15:08.160]  然後給你實例
[00:15:08.160 --> 00:15:09.680]  有什麼實例呢?
[00:15:09.680 --> 00:15:10.720]  在這方面
[00:15:10.720 --> 00:15:14.320]  使徒行傳的四章二十八至二十九節
[00:15:14.320 --> 00:15:16.720]  有說到這些使徒的恩賜
[00:15:16.720 --> 00:15:18.000]  經文說
[00:15:18.000 --> 00:15:20.000]  「現在求主監察
[00:15:20.000 --> 00:15:23.040]  一面叫你的僕人大放膽量
[00:15:23.040 --> 00:15:24.080]  講你的道
[00:15:24.080 --> 00:15:27.360]  一面伸出你的手來醫治疾病
[00:15:27.360 --> 00:15:29.600]  並且使神跡騎士
[00:15:29.600 --> 00:15:33.360]  因著你的聖僕耶穌的名行出來」
[00:15:33.360 --> 00:15:34.800]  有沒有看到
[00:15:34.800 --> 00:15:36.800]  「港道」和「神跡」
[00:15:36.800 --> 00:15:38.640]  「醫治」是放在一起的
[00:15:38.640 --> 00:15:40.640]  為什麼放在一起呢?
[00:15:40.640 --> 00:15:44.240]  使徒行傳的十四章三節有解釋
[00:15:44.240 --> 00:15:46.960]  「保羅和巴拿巴二人
[00:15:46.960 --> 00:15:49.120]  在那裡住了多日
[00:15:49.120 --> 00:15:52.000]  依靠主放膽講道
[00:15:52.000 --> 00:15:53.840]  主藉著他們的手
[00:15:53.840 --> 00:15:56.000]  施行神跡騎士
[00:15:56.000 --> 00:15:58.960]  證明他的恩道」
[00:15:58.960 --> 00:16:00.080]  有沒有看到
[00:16:00.080 --> 00:16:03.600]  「神跡騎士醫治」是用來做什麼的呢?
[00:16:03.600 --> 00:16:06.240]  「證明神的話語
[00:16:06.240 --> 00:16:08.720]  這就是使徒的恩賜」
[00:16:08.720 --> 00:16:12.480]  聖經裡是非常非常清楚的
[00:16:12.480 --> 00:16:15.760]  所以今時今日
[00:16:15.760 --> 00:16:19.520]  如果你說我們教會來了兩個牧師
[00:16:19.520 --> 00:16:21.760]  你想知道誰屬靈
[00:16:21.760 --> 00:16:22.960]  誰不屬靈
[00:16:22.960 --> 00:16:25.520]  你是不是叫他們兩個來鬥法呢?
[00:16:25.520 --> 00:16:28.720]  大家顯示一下你的神跡騎士
[00:16:28.720 --> 00:16:30.720]  看看誰的神跡厲害
[00:16:30.720 --> 00:16:32.480]  誰是屬於神的
[00:16:32.480 --> 00:16:36.240]  就好像昔日摩西去見法老王
[00:16:36.240 --> 00:16:39.200]  和法老王的術士鬥法
[00:16:39.200 --> 00:16:41.520]  又將像變成蛇
[00:16:41.520 --> 00:16:43.680]  又將手插進袋子裡
[00:16:43.680 --> 00:16:46.080]  伸出來變成雪白
[00:16:46.080 --> 00:16:47.360]  看看誰厲害
[00:16:47.360 --> 00:16:48.720]  誰從神而來
[00:16:48.720 --> 00:16:49.760]  是不是這樣?
[00:16:49.760 --> 00:16:50.560]  不是
[00:16:50.560 --> 00:16:53.520]  你現在是看看誰說出來的話
[00:16:53.520 --> 00:16:56.720]  誰的教導是合乎聖經的教導
[00:16:56.720 --> 00:16:58.720]  那個就是從神而來
[00:16:58.720 --> 00:17:01.360]  在《說爾伯所書》的二章二十節
[00:17:01.360 --> 00:17:05.840]  說教會是建立在使徒和先知的根基上
[00:17:05.840 --> 00:17:11.440]  使徒和先知在歷史上的確有很重要的地位
[00:17:11.440 --> 00:17:14.480]  我剛才說使徒是要見過復活的主
[00:17:14.480 --> 00:17:17.360]  他們的群聚是什麼?
[00:17:17.360 --> 00:17:22.800]  是有這些神跡騎士異能的恩賜
[00:17:22.800 --> 00:17:25.040]  但是現在使徒去了哪裡?
[00:17:25.040 --> 00:17:27.200]  是歷史人物
[00:17:27.200 --> 00:17:28.640]  都過世了
[00:17:28.640 --> 00:17:32.240]  所以現在是再沒有使徒的恩賜
[00:17:32.240 --> 00:17:35.280]  使徒的恩賜已經不再存在
[00:17:35.280 --> 00:17:38.000]  我們不妨具體一點
[00:17:38.000 --> 00:17:43.360]  再來看神跡、醫治、方言和方言的翻譯
[00:17:43.360 --> 00:17:44.800]  第一就是神跡
[00:17:44.800 --> 00:17:47.520]  第一點我們剛才也說過了
[00:17:47.520 --> 00:17:49.840]  這些是使徒的恩賜
[00:17:49.840 --> 00:17:52.400]  在聖經裡我講過很多次
[00:17:52.400 --> 00:17:55.120]  是有三個很重要的時代
[00:17:55.120 --> 00:17:57.120]  充滿神跡騎士
[00:17:57.120 --> 00:18:00.000]  第一就是摩西和約書亞
[00:18:00.000 --> 00:18:01.280]  用來做什麼?
[00:18:01.280 --> 00:18:02.800]  頒發舊約
[00:18:02.800 --> 00:18:05.360]  這是很重要的時代
[00:18:05.360 --> 00:18:09.440]  第二個時代是以利亞和以利沙
[00:18:09.440 --> 00:18:12.800]  先知的時代也是充滿神跡騎士
[00:18:12.800 --> 00:18:14.480]  第三個時代
[00:18:14.480 --> 00:18:16.400]  耶穌和門徒
[00:18:16.400 --> 00:18:19.840]  醫治趕鬼神跡騎士
[00:18:19.840 --> 00:18:21.600]  用來做什麼?
[00:18:21.600 --> 00:18:23.360]  伸約的頒發
[00:18:23.360 --> 00:18:27.040]  所以這三個時代特別多神跡騎士
[00:18:27.040 --> 00:18:29.040]  有人會問
[00:18:29.040 --> 00:18:31.760]  舊約的頒發和伸約的頒發
[00:18:31.760 --> 00:18:32.960]  我都能夠明白
[00:18:32.960 --> 00:18:36.160]  為什麼需要神跡來印證
[00:18:36.160 --> 00:18:39.600]  先知的時代為什麼需要呢?
[00:18:39.600 --> 00:18:41.680]  先知是什麼人?
[00:18:41.680 --> 00:18:44.640]  先知是神的發言人
